game,2013,11,20131118,201311180car,nwe,"New England Patriots",20,car,"Carolina Panthers",24
player,201311180car,nwe,HighDo01,def_int_long,0,,,,,
player,201311180car,nwe,HighDo01,pass_defended,0,,,,,
player,201311180car,nwe,HighDo01,sacks,0.0,,,,,
player,201311180car,nwe,HighDo01,tackles_combined,4,,,,,
player,201311180car,nwe,HighDo01,tackles_solo,3,,,,,
player,201311180car,nwe,HighDo01,tackles_assists,1,,,,,
player,201311180car,nwe,HighDo01,tackles_loss,0,,,,,
player,201311180car,nwe,HighDo01,qb_hits,0,,,,,
player,201311180car,nwe,HighDo01,fumbles_rec,0,,,,,
player,201311180car,nwe,HighDo01,fumbles_rec_yds,0,,,,,
player,201311180car,nwe,HighDo01,fumbles_rec_td,0,,,,,
player,201311180car,nwe,HighDo01,fumbles_forced,0,,,,,
player,201311180car,nwe,VellJo00,def_int,0,,,,,
player,201311180car,nwe,VellJo00,def_int_yds,0,,,,,
player,201311180car,nwe,VellJo00,def_int_td,0,,,,,
player,201311180car,nwe,VellJo00,def_int_long,0,,,,,
player,201311180car,nwe,VellJo00,pass_defended,0,,,,,
player,201311180car,nwe,VellJo00,sacks,0.0,,,,,
player,201311180car,nwe,VellJo00,tackles_combined,4,,,,,
player,201311180car,nwe,VellJo00,tackles_solo,2,,,,,
player,201311180car,nwe,VellJo00,tackles_assists,2,,,,,
player,201311180car,nwe,VellJo00,tackles_loss,0,,,,,
player,201311180car,nwe,VellJo00,qb_hits,0,,,,,
player,201311180car,nwe,VellJo00,fumbles_rec,0,,,,,
player,201311180car,nwe,VellJo00,fumbles_rec_yds,0,,,,,
player,201311180car,nwe,VellJo00,fumbles_rec_td,0,,,,,
player,201311180car,nwe,VellJo00,fumbles_forced,0,,,,,
player,201311180car,nwe,HarmDu00,def_int,0,,,,,
player,201311180car,nwe,HarmDu00,def_int_yds,0,,,,,
player,201311180car,nwe,HarmDu00,def_int_td,0,,,,,
player,201311180car,nwe,HarmDu00,def_int_long,0,,,,,
player,201311180car,nwe,HarmDu00,pass_defended,0,,,,,
player,201311180car,nwe,HarmDu00,sacks,0.0,,,,,
player,201311180car,nwe,HarmDu00,tackles_combined,3,,,,,
player,201311180car,nwe,HarmDu00,tackles_solo,3,,,,,
player,201311180car,nwe,HarmDu00,tackles_assists,0,,,,,
player,201311180car,nwe,HarmDu00,tackles_loss,0,,,,,
player,201311180car,nwe,HarmDu00,qb_hits,0,,,,,
player,201311180car,nwe,HarmDu00,fumbles_rec,0,,,,,
player,201311180car,nwe,HarmDu00,fumbles_rec_yds,0,,,,,
player,201311180car,nwe,HarmDu00,fumbles_rec_td,0,,,,,
player,201311180car,nwe,HarmDu00,fumbles_forced,0,,,,,
player,201311180car,nwe,ArriKy00,def_int,0,,,,,
player,201311180car,nwe,ArriKy00,def_int_yds,0,,,,,
player,201311180car,nwe,ArriKy00,def_int_td,0,,,,,
player,201311180car,nwe,ArriKy00,def_int_long,0,,,,,
player,201311180car,nwe,ArriKy00,pass_defended,1,,,,,
player,201311180car,nwe,ArriKy00,sacks,0.0,,,,,
player,201311180car,nwe,ArriKy00,tackles_combined,2,,,,,
player,201311180car,nwe,ArriKy00,tackles_solo,2,,,,,
player,201311180car,nwe,ArriKy00,tackles_assists,0,,,,,
player,201311180car,nwe,ArriKy00,tackles_loss,1,,,,,
player,201311180car,nwe,ArriKy00,qb_hits,0,,,,,
player,201311180car,nwe,ArriKy00,fumbles_rec,0,,,,,
player,201311180car,nwe,ArriKy00,fumbles_rec_yds,0,,,,,
player,201311180car,nwe,ArriKy00,fumbles_rec_td,0,,,,,
player,201311180car,nwe,ArriKy00,fumbles_forced,0,,,,,
player,201311180car,nwe,ColeMa01,def_int,0,,,,,
player,201311180car,nwe,ColeMa01,def_int_yds,0,,,,,
player,201311180car,nwe,ColeMa01,def_int_td,0,,,,,
player,201311180car,nwe,ColeMa01,def_int_long,0,,,,,
player,201311180car,nwe,ColeMa01,pass_defended,0,,,,,
player,201311180car,nwe,ColeMa01,sacks,0.0,,,,,
player,201311180car,nwe,ColeMa01,tackles_combined,2,,,,,
player,201311180car,nwe,ColeMa01,tackles_solo,2,,,,,
player,201311180car,nwe,ColeMa01,tackles_assists,0,,,,,
player,201311180car,nwe,ColeMa01,tackles_loss,0,,,,,
player,201311180car,nwe,ColeMa01,qb_hits,0,,,,,
player,201311180car,nwe,ColeMa01,fumbles_rec,0,,,,,
player,201311180car,nwe,ColeMa01,fumbles_rec_yds,0,,,,,
player,201311180car,nwe,ColeMa01,fumbles_rec_td,0,,,,,
player,201311180car,nwe,ColeMa01,fumbles_forced,0,,,,,
player,201311180car,nwe,McCoDe99,def_int,0,,,,,
player,201311180car,nwe,McCoDe99,def_int_yds,0,,,,,
player,201311180car,nwe,McCoDe99,def_int_td,0,,,,,
player,201311180car,nwe,McCoDe99,def_int_long,0,,,,,
player,201311180car,nwe,McCoDe99,pass_defended,0,,,,,
player,201311180car,nwe,McCoDe99,sacks,0.0,,,,,
player,201311180car,nwe,McCoDe99,tackles_combined,2,,,,,
player,201311180car,nwe,McCoDe99,tackles_solo,2,,,,,
player,201311180car,nwe,McCoDe99,tackles_assists,0,,,,,
player,201311180car,nwe,McCoDe99,tackles_loss,0,,,,,
player,201311180car,nwe,McCoDe99,qb_hits,0,,,,,
player,201311180car,nwe,McCoDe99,fumbles_rec,0,,,,,
player,201311180car,nwe,McCoDe99,fumbles_rec_yds,0,,,,,
player,201311180car,nwe,McCoDe99,fumbles_rec_td,0,,,,,
player,201311180car,nwe,McCoDe99,fumbles_forced,0,,,,,
player,201311180car,nwe,WilsTa00,def_int,0,,,,,
player,201311180car,nwe,WilsTa00,def_int_yds,0,,,,,
player,201311180car,nwe,WilsTa00,def_int_td,0,,,,,
player,201311180car,nwe,WilsTa00,def_int_long,0,,,,,
player,201311180car,nwe,WilsTa00,pass_defended,0,,,,,
player,201311180car,nwe,WilsTa00,sacks,0.0,,,,,
player,201311180car,nwe,WilsTa00,tackles_combined,2,,,,,
player,201311180car,nwe,WilsTa00,tackles_solo,2,,,,,
player,201311180car,nwe,WilsTa00,tackles_assists,0,,,,,
player,201311180car,nwe,WilsTa00,tackles_loss,0,,,,,
player,201311180car,nwe,WilsTa00,qb_hits,0,,,,,
player,201311180car,nwe,WilsTa00,fumbles_rec,0,,,,,
player,201311180car,nwe,WilsTa00,fumbles_rec_yds,0,,,,,
player,201311180car,nwe,WilsTa00,fumbles_rec_td,0,,,,,
player,201311180car,nwe,WilsTa00,fumbles_forced,0,,,,,
player,201311180car,nwe,CartAn20,def_int,0,,,,,
player,201311180car,nwe,CartAn20,def_int_yds,0,,,,,
player,201311180car,nwe,CartAn20,def_int_td,0,,,,,
player,201311180car,nwe,CartAn20,def_int_long,0,,,,,
player,201311180car,nwe,CartAn20,pass_defended,0,,,,,
player,201311180car,nwe,CartAn20,sacks,0.0,,,,,
player,201311180car,nwe,CartAn20,tackles_combined,1,,,,,
player,201311180car,nwe,CartAn20,tackles_solo,0,,,,,
player,201311180car,nwe,CartAn20,tackles_assists,1,,,,,
player,201311180car,nwe,CartAn20,tackles_loss,0,,,,,
player,201311180car,nwe,CartAn20,qb_hits,0,,,,,
player,201311180car,nwe,CartAn20,fumbles_rec,0,,,,,
player,201311180car,nwe,CartAn20,fumbles_rec_yds,0,,,,,
player,201311180car,nwe,CartAn20,fumbles_rec_td,0,,,,,
player,201311180car,nwe,CartAn20,fumbles_forced,0,,,,,
player,201311180car,nwe,JoneCh04,def_int,0,,,,,
player,201311180car,nwe,JoneCh04,def_int_yds,0,,,,,
player,201311180car,nwe,JoneCh04,def_int_td,0,,,,,
player,201311180car,nwe,JoneCh04,def_int_long,0,,,,,
player,201311180car,nwe,JoneCh04,pass_defended,0,,,,,
player,201311180car,nwe,JoneCh04,sacks,0.0,,,,,
player,201311180car,nwe,JoneCh04,tackles_combined,1,,,,,
player,201311180car,nwe,JoneCh04,tackles_solo,0,,,,,
player,201311180car,nwe,JoneCh04,tackles_assists,1,,,,,
player,201311180car,nwe,JoneCh04,tackles_loss,0,,,,,
player,201311180car,nwe,JoneCh04,qb_hits,0,,,,,
player,201311180car,nwe,JoneCh04,fumbles_rec,0,,,,,
player,201311180car,nwe,JoneCh04,fumbles_rec_yds,0,,,,,
player,201311180car,nwe,JoneCh04,fumbles_rec_td,0,,,,,
player,201311180car,nwe,JoneCh04,fumbles_forced,0,,,,,
player,201311180car,nwe,WhitCh03,def_int,0,,,,,
player,201311180car,nwe,WhitCh03,def_int_yds,0,,,,,
player,201311180car,nwe,WhitCh03,def_int_td,0,,,,,
player,201311180car,nwe,WhitCh03,def_int_long,0,,,,,
player,201311180car,nwe,WhitCh03,pass_defended,0,,,,,
player,201311180car,nwe,WhitCh03,sacks,0.0,,,,,
player,201311180car,nwe,WhitCh03,tackles_combined,1,,,,,
player,201311180car,nwe,WhitCh03,tackles_solo,1,,,,,
player,201311180car,nwe,WhitCh03,tackles_assists,0,,,,,
player,201311180car,nwe,WhitCh03,tackles_loss,0,,,,,
player,201311180car,nwe,WhitCh03,qb_hits,0,,,,,
player,201311180car,nwe,WhitCh03,fumbles_rec,0,,,,,
player,201311180car,nwe,WhitCh03,fumbles_rec_yds,0,,,,,
player,201311180car,nwe,WhitCh03,fumbles_rec_td,0,,,,,
player,201311180car,nwe,WhitCh03,fumbles_forced,0,,,,,
player,201311180car,nwe,RyanLo00,def_int,0,,,,,
player,201311180car,nwe,RyanLo00,def_int_yds,0,,,,,
player,201311180car,nwe,RyanLo00,def_int_td,0,,,,,
player,201311180car,nwe,RyanLo00,def_int_long,0,,,,,
player,201311180car,nwe,RyanLo00,pass_defended,1,,,,,
player,201311180car,nwe,RyanLo00,sacks,0.0,,,,,
player,201311180car,nwe,RyanLo00,tackles_combined,0,,,,,
player,201311180car,nwe,RyanLo00,tackles_solo,0,,,,,
player,201311180car,nwe,RyanLo00,tackles_assists,0,,,,,
player,201311180car,nwe,RyanLo00,tackles_loss,0,,,,,
player,201311180car,nwe,RyanLo00,qb_hits,0,,,,,
player,201311180car,nwe,RyanLo00,fumbles_rec,0,,,,,
player,201311180car,nwe,RyanLo00,fumbles_rec_yds,0,,,,,
player,201311180car,nwe,RyanLo00,fumbles_rec_td,0,,,,,
player,201311180car,nwe,RyanLo00,fumbles_forced,0,,,,,
player,201311180car,car,LestRo01,def_int,1,,,,,
player,201311180car,car,LestRo01,def_int_yds,0,,,,,
player,201311180car,car,LestRo01,def_int_td,0,,,,,
player,201311180car,car,LestRo01,def_int_long,0,,,,,
player,201311180car,car,LestRo01,pass_defended,1,,,,,
player,201311180car,car,LestRo01,sacks,0.0,,,,,
player,201311180car,car,LestRo01,tackles_combined,3,,,,,
player,201311180car,car,LestRo01,tackles_solo,2,,,,,
player,201311180car,car,LestRo01,tackles_assists,1,,,,,
player,201311180car,car,LestRo01,tackles_loss,0,,,,,
player,201311180car,car,LestRo01,qb_hits,0,,,,,
player,201311180car,car,LestRo01,fumbles_rec,0,,,,,
player,201311180car,car,LestRo01,fumbles_rec_yds,0,,,,,
player,201311180car,car,LestRo01,fumbles_rec_td,0,,,,,
player,201311180car,car,LestRo01,fumbles_forced,0,,,,,
player,201311180car,car,HardGr99,def_int,0,,,,,
player,201311180car,car,HardGr99,def_int_yds,0,,,,,
player,201311180car,car,HardGr99,def_int_td,0,,,,,
player,201311180car,car,HardGr99,def_int_long,0,,,,,
player,201311180car,car,HardGr99,pass_defended,0,,,,,
player,201311180car,car,HardGr99,sacks,1.0,,,,,
player,201311180car,car,HardGr99,tackles_combined,6,,,,,
player,201311180car,car,HardGr99,tackles_solo,3,,,,,
player,201311180car,car,HardGr99,tackles_assists,3,,,,,
player,201311180car,car,HardGr99,tackles_loss,1,,,,,
player,201311180car,car,HardGr99,qb_hits,1,,,,,
player,201311180car,car,HardGr99,fumbles_rec,0,,,,,
player,201311180car,car,HardGr99,fumbles_rec_yds,0,,,,,
player,201311180car,car,HardGr99,fumbles_rec_td,0,,,,,
player,201311180car,car,HardGr99,fumbles_forced,0,,,,,
player,201311180car,car,LotuSt00,def_int,0,,,,,
player,201311180car,car,LotuSt00,def_int_yds,0,,,,,
player,201311180car,car,LotuSt00,def_int_td,0,,,,,
player,201311180car,car,LotuSt00,def_int_long,0,,,,,
player,201311180car,car,LotuSt00,pass_defended,0,,,,,
player,201311180car,car,LotuSt00,sacks,1.0,,,,,
player,201311180car,car,LotuSt00,tackles_combined,5,,,,,
player,201311180car,car,LotuSt00,tackles_solo,4,,,,,
player,201311180car,car,LotuSt00,tackles_assists,1,,,,,
player,201311180car,car,LotuSt00,tackles_loss,1,,,,,
player,201311180car,car,LotuSt00,qb_hits,1,,,,,
player,201311180car,car,LotuSt00,fumbles_rec,0,,,,,
player,201311180car,car,LotuSt00,fumbles_rec_yds,0,,,,,
player,201311180car,car,LotuSt00,fumbles_rec_td,0,,,,,
player,201311180car,car,LotuSt00,fumbles_forced,0,,,,,
player,201311180car,car,DaviTh20,def_int,0,,,,,
player,201311180car,car,DaviTh20,def_int_yds,0,,,,,
player,201311180car,car,DaviTh20,def_int_td,0,,,,,
player,201311180car,car,DaviTh20,def_int_long,0,,,,,
player,201311180car,car,DaviTh20,pass_defended,0,,,,,
player,201311180car,car,DaviTh20,sacks,0.0,,,,,
player,201311180car,car,DaviTh20,tackles_combined,17,,,,,
player,201311180car,car,DaviTh20,tackles_solo,10,,,,,
player,201311180car,car,DaviTh20,tackles_assists,7,,,,,
player,201311180car,car,DaviTh20,tackles_loss,1,,,,,
player,201311180car,car,DaviTh20,qb_hits,0,,,,,
player,201311180car,car,DaviTh20,fumbles_rec,0,,,,,
player,201311180car,car,DaviTh20,fumbles_rec_yds,0,,,,,
player,201311180car,car,DaviTh20,fumbles_rec_td,0,,,,,
player,201311180car,car,DaviTh20,fumbles_forced,0,,,,,
player,201311180car,car,KuecLu00,def_int,0,,,,,
player,201311180car,car,KuecLu00,def_int_yds,0,,,,,
player,201311180car,car,KuecLu00,def_int_td,0,,,,,
player,201311180car,car,KuecLu00,def_int_long,0,,,,,
player,201311180car,car,KuecLu00,pass_defended,0,,,,,
player,201311180car,car,KuecLu00,sacks,0.0,,,,,
player,201311180car,car,KuecLu00,tackles_combined,12,,,,,
player,201311180car,car,KuecLu00,tackles_solo,8,,,,,
player,201311180car,car,KuecLu00,tackles_assists,4,,,,,
player,201311180car,car,KuecLu00,tackles_loss,0,,,,,
player,201311180car,car,KuecLu00,qb_hits,0,,,,,
player,201311180car,car,KuecLu00,fumbles_rec,0,,,,,
player,201311180car,car,KuecLu00,fumbles_rec_yds,0,,,,,
player,201311180car,car,KuecLu00,fumbles_rec_td,0,,,,,
player,201311180car,car,KuecLu00,fumbles_forced,0,,,,,
player,201311180car,car,WhitMe00,def_int,0,,,,,
player,201311180car,car,WhitMe00,def_int_yds,0,,,,,
player,201311180car,car,WhitMe00,def_int_td,0,,,,,
player,201311180car,car,WhitMe00,def_int_long,0,,,,,
player,201311180car,car,WhitMe00,pass_defended,1,,,,,
player,201311180car,car,WhitMe00,sacks,0.0,,,,,
player,201311180car,car,WhitMe00,tackles_combined,7,,,,,
player,201311180car,car,WhitMe00,tackles_solo,4,,,,,
player,201311180car,car,WhitMe00,tackles_assists,3,,,,,
player,201311180car,car,WhitMe00,tackles_loss,0,,,,,
player,201311180car,car,WhitMe00,qb_hits,0,,,,,
player,201311180car,car,WhitMe00,fumbles_rec,0,,,,,
player,201311180car,car,WhitMe00,fumbles_rec_yds,0,,,,,
player,201311180car,car,WhitMe00,fumbles_rec_td,0,,,,,
player,201311180car,car,WhitMe00,fumbles_forced,0,,,,,
player,201311180car,car,KleiAJ00,def_int,0,,,,,
player,201311180car,car,KleiAJ00,def_int_yds,0,,,,,
player,201311180car,car,KleiAJ00,def_int_td,0,,,,,
player,201311180car,car,KleiAJ00,def_int_long,0,,,,,
player,201311180car,car,KleiAJ00,pass_defended,0,,,,,
player,201311180car,car,KleiAJ00,sacks,0.0,,,,,
player,201311180car,car,KleiAJ00,tackles_combined,3,,,,,
player,201311180car,car,KleiAJ00,tackles_solo,3,,,,,
player,201311180car,car,KleiAJ00,tackles_assists,0,,,,,
player,201311180car,car,KleiAJ00,tackles_loss,0,,,,,
player,201311180car,car,KleiAJ00,qb_hits,0,,,,,
player,201311180car,car,KleiAJ00,fumbles_rec,0,,,,,
player,201311180car,car,KleiAJ00,fumbles_rec_yds,0,,,,,
player,201311180car,car,KleiAJ00,fumbles_rec_td,0,,,,,
player,201311180car,car,KleiAJ00,fumbles_forced,0,,,,,
player,201311180car,car,MikeQu20,def_int,0,,,,,
player,201311180car,car,MikeQu20,def_int_yds,0,,,,,
player,201311180car,car,MikeQu20,def_int_td,0,,,,,
player,201311180car,car,MikeQu20,def_int_long,0,,,,,
player,201311180car,car,MikeQu20,pass_defended,0,,,,,
player,201311180car,car,MikeQu20,sacks,0.0,,,,,
player,201311180car,car,MikeQu20,tackles_combined,3,,,,,
player,201311180car,car,MikeQu20,tackles_solo,1,,,,,
player,201311180car,car,MikeQu20,tackles_assists,2,,,,,
player,201311180car,car,MikeQu20,tackles_loss,0,,,,,
player,201311180car,car,MikeQu20,qb_hits,0,,,,,
player,201311180car,car,MikeQu20,fumbles_rec,0,,,,,
player,201311180car,car,MikeQu20,fumbles_rec_yds,0,,,,,
player,201311180car,car,MikeQu20,fumbles_rec_td,0,,,,,
player,201311180car,car,MikeQu20,fumbles_forced,0,,,,,
player,201311180car,car,MunnCa99,def_int,0,,,,,
player,201311180car,car,MunnCa99,def_int_yds,0,,,,,
player,201311180car,car,MunnCa99,def_int_td,0,,,,,
player,201311180car,car,MunnCa99,def_int_long,0,,,,,
player,201311180car,car,MunnCa99,pass_defended,1,,,,,
player,201311180car,car,MunnCa99,sacks,0.0,,,,,
player,201311180car,car,MunnCa99,tackles_combined,3,,,,,
player,201311180car,car,MunnCa99,tackles_solo,0,,,,,
player,201311180car,car,MunnCa99,tackles_assists,3,,,,,
player,201311180car,car,MunnCa99,tackles_loss,0,,,,,
player,201311180car,car,MunnCa99,qb_hits,0,,,,,
player,201311180car,car,MunnCa99,fumbles_rec,0,,,,,
player,201311180car,car,MunnCa99,fumbles_rec_yds,0,,,,,
player,201311180car,car,MunnCa99,fumbles_rec_td,0,,,,,
player,201311180car,car,MunnCa99,fumbles_forced,0,,,,,
player,201311180car,car,AddiMa00,def_int,0,,,,,
player,201311180car,car,AddiMa00,def_int_yds,0,,,,,
player,201311180car,car,AddiMa00,def_int_td,0,,,,,
player,201311180car,car,AddiMa00,def_int_long,0,,,,,
player,201311180car,car,AddiMa00,pass_defended,0,,,,,
player,201311180car,car,AddiMa00,sacks,0.0,,,,,
player,201311180car,car,AddiMa00,tackles_combined,2,,,,,
player,201311180car,car,AddiMa00,tackles_solo,0,,,,,
player,201311180car,car,AddiMa00,tackles_assists,2,,,,,
player,201311180car,car,AddiMa00,tackles_loss,0,,,,,
player,201311180car,car,AddiMa00,qb_hits,0,,,,,
player,201311180car,car,AddiMa00,fumbles_rec,1,,,,,
player,201311180car,car,AddiMa00,fumbles_rec_yds,0,,,,,
player,201311180car,car,AddiMa00,fumbles_rec_td,0,,,,,
player,201311180car,car,AddiMa00,fumbles_forced,0,,,,,
player,201311180car,car,HortWe00,def_int,0,,,,,
player,201311180car,car,HortWe00,def_int_yds,0,,,,,
player,201311180car,car,HortWe00,def_int_td,0,,,,,
player,201311180car,car,HortWe00,def_int_long,0,,,,,
player,201311180car,car,HortWe00,pass_defended,0,,,,,
player,201311180car,car,HortWe00,sacks,0.0,,,,,
player,201311180car,car,HortWe00,tackles_combined,2,,,,,
player,201311180car,car,HortWe00,tackles_solo,1,,,,,
player,201311180car,car,HortWe00,tackles_assists,1,,,,,
player,201311180car,car,HortWe00,tackles_loss,0,,,,,
player,201311180car,car,HortWe00,qb_hits,0,,,,,
player,201311180car,car,HortWe00,fumbles_rec,0,,,,,
player,201311180car,car,HortWe00,fumbles_rec_yds,0,,,,,
player,201311180car,car,HortWe00,fumbles_rec_td,0,,,,,
player,201311180car,car,HortWe00,fumbles_forced,0,,,,,
player,201311180car,car,ShorKa00,def_int,0,,,,,
player,201311180car,car,ShorKa00,def_int_yds,0,,,,,
player,201311180car,car,ShorKa00,def_int_td,0,,,,,
player,201311180car,car,ShorKa00,def_int_long,0,,,,,
player,201311180car,car,ShorKa00,pass_defended,0,,,,,
player,201311180car,car,ShorKa00,sacks,0.0,,,,,
player,201311180car,car,ShorKa00,tackles_combined,2,,,,,
player,201311180car,car,ShorKa00,tackles_solo,1,,,,,
player,201311180car,car,ShorKa00,tackles_assists,1,,,,,
player,201311180car,car,ShorKa00,tackles_loss,0,,,,,
player,201311180car,car,ShorKa00,qb_hits,0,,,,,
player,201311180car,car,ShorKa00,fumbles_rec,0,,,,,
player,201311180car,car,ShorKa00,fumbles_rec_yds,0,,,,,
player,201311180car,car,ShorKa00,fumbles_rec_td,0,,,,,
player,201311180car,car,ShorKa00,fumbles_forced,1,,,,,
player,201311180car,car,FlorDr20,def_int,0,,,,,
player,201311180car,car,FlorDr20,def_int_yds,0,,,,,
player,201311180car,car,FlorDr20,def_int_td,0,,,,,
player,201311180car,car,FlorDr20,def_int_long,0,,,,,
player,201311180car,car,FlorDr20,pass_defended,0,,,,,
player,201311180car,car,FlorDr20,sacks,0.0,,,,,
player,201311180car,car,FlorDr20,tackles_combined,1,,,,,
player,201311180car,car,FlorDr20,tackles_solo,1,,,,,
player,201311180car,car,FlorDr20,tackles_assists,0,,,,,
player,201311180car,car,FlorDr20,tackles_loss,0,,,,,
player,201311180car,car,FlorDr20,qb_hits,0,,,,,
player,201311180car,car,FlorDr20,fumbles_rec,0,,,,,
player,201311180car,car,FlorDr20,fumbles_rec_yds,0,,,,,
player,201311180car,car,FlorDr20,fumbles_rec_td,0,,,,,
player,201311180car,car,FlorDr20,fumbles_forced,0,,,,,
player,201311180car,car,JohnCh98,def_int,0,,,,,
player,201311180car,car,JohnCh98,def_int_yds,0,,,,,
player,201311180car,car,JohnCh98,def_int_td,0,,,,,
player,201311180car,car,JohnCh98,def_int_long,0,,,,,
player,201311180car,car,JohnCh98,pass_defended,0,,,,,
player,201311180car,car,JohnCh98,sacks,0.0,,,,,
player,201311180car,car,JohnCh98,tackles_combined,1,,,,,
player,201311180car,car,JohnCh98,tackles_solo,0,,,,,
player,201311180car,car,JohnCh98,tackles_assists,1,,,,,
player,201311180car,car,JohnCh98,tackles_loss,0,,,,,
player,201311180car,car,JohnCh98,qb_hits,2,,,,,
player,201311180car,car,JohnCh98,fumbles_rec,0,,,,,
player,201311180car,car,JohnCh98,fumbles_rec_yds,0,,,,,
player,201311180car,car,JohnCh98,fumbles_rec_td,0,,,,,
player,201311180car,car,JohnCh98,fumbles_forced,0,,,,,
player,201311180car,car,MitcMi99,def_int,0,,,,,
player,201311180car,car,MitcMi99,def_int_yds,0,,,,,
player,201311180car,car,MitcMi99,def_int_td,0,,,,,
player,201311180car,car,MitcMi99,def_int_long,0,,,,,
player,201311180car,car,MitcMi99,pass_defended,0,,,,,
player,201311180car,car,MitcMi99,sacks,0.0,,,,,
player,201311180car,car,MitcMi99,tackles_combined,1,,,,,
player,201311180car,car,MitcMi99,tackles_solo,0,,,,,
player,201311180car,car,MitcMi99,tackles_assists,1,,,,,
player,201311180car,car,MitcMi99,tackles_loss,0,,,,,
player,201311180car,car,MitcMi99,qb_hits,0,,,,,
player,201311180car,car,MitcMi99,fumbles_rec,0,,,,,
player,201311180car,car,MitcMi99,fumbles_rec_yds,0,,,,,
player,201311180car,car,MitcMi99,fumbles_rec_td,0,,,,,
player,201311180car,car,MitcMi99,fumbles_forced,0,,,,,
player,201311180car,car,WillJa95,def_int,0,,,,,
player,201311180car,car,WillJa95,def_int_yds,0,,,,,
player,201311180car,car,WillJa95,def_int_td,0,,,,,
player,201311180car,car,WillJa95,def_int_long,0,,,,,
player,201311180car,car,WillJa95,pass_defended,0,,,,,
player,201311180car,car,WillJa95,sacks,0.0,,,,,
player,201311180car,car,WillJa95,tackles_combined,1,,,,,
player,201311180car,car,WillJa95,tackles_solo,1,,,,,
player,201311180car,car,WillJa95,tackles_assists,0,,,,,
player,201311180car,car,WillJa95,tackles_loss,0,,,,,
player,201311180car,car,WillJa95,qb_hits,0,,,,,
player,201311180car,car,WillJa95,fumbles_rec,0,,,,,
player,201311180car,car,WillJa95,fumbles_rec_yds,0,,,,,
player,201311180car,car,WillJa95,fumbles_rec_td,0,,,,,
player,201311180car,car,WillJa95,fumbles_forced,0,,,,,
player,201311180car,car,EdwaDw20,def_int,0,,,,,
player,201311180car,car,EdwaDw20,def_int_yds,0,,,,,
player,201311180car,car,EdwaDw20,def_int_td,0,,,,,
player,201311180car,car,EdwaDw20,def_int_long,0,,,,,
player,201311180car,car,EdwaDw20,pass_defended,0,,,,,
player,201311180car,car,EdwaDw20,sacks,0.0,,,,,
player,201311180car,car,EdwaDw20,tackles_combined,0,,,,,
player,201311180car,car,EdwaDw20,tackles_solo,0,,,,,
player,201311180car,car,EdwaDw20,tackles_assists,0,,,,,
player,201311180car,car,EdwaDw20,tackles_loss,0,,,,,
player,201311180car,car,EdwaDw20,qb_hits,2,,,,,
player,201311180car,car,EdwaDw20,fumbles_rec,0,,,,,
player,201311180car,car,EdwaDw20,fumbles_rec_yds,0,,,,,
player,201311180car,car,EdwaDw20,fumbles_rec_td,0,,,,,
player,201311180car,car,EdwaDw20,fumbles_forced,0,,,,,
player,201311180car,nwe,AmenDa00,kick_ret,0,,,,,
player,201311180car,nwe,AmenDa00,kick_ret_yds,0,,,,,
player,201311180car,nwe,AmenDa00,kick_ret_yds_per_ret,,,,,,
player,201311180car,nwe,AmenDa00,kick_ret_td,0,,,,,
player,201311180car,nwe,AmenDa00,kick_ret_long,0,,,,,
player,201311180car,nwe,AmenDa00,punt_ret,1,,,,,
player,201311180car,nwe,AmenDa00,punt_ret_yds,13,,,,,
player,201311180car,nwe,AmenDa00,punt_ret_yds_per_ret,13.0,,,,,
player,201311180car,nwe,AmenDa00,punt_ret_td,0,,,,,
player,201311180car,nwe,AmenDa00,punt_ret_long,13,,,,,
player,201311180car,car,GinnTe00,kick_ret,3,,,,,
player,201311180car,car,GinnTe00,kick_ret_yds,53,,,,,
player,201311180car,car,GinnTe00,kick_ret_yds_per_ret,17.7,,,,,
player,201311180car,car,GinnTe00,kick_ret_td,0,,,,,
player,201311180car,car,GinnTe00,kick_ret_long,19,,,,,
player,201311180car,car,GinnTe00,punt_ret,0,,,,,
player,201311180car,car,GinnTe00,punt_ret_yds,0,,,,,
player,201311180car,car,GinnTe00,punt_ret_yds_per_ret,,,,,,
player,201311180car,car,GinnTe00,punt_ret_td,0,,,,,
player,201311180car,car,GinnTe00,punt_ret_long,0,,,,,
player,201311180car,nwe,GostSt20,xpm,2,,,,,
player,201311180car,nwe,GostSt20,xpa,2,,,,,
player,201311180car,nwe,GostSt20,fgm,2,,,,,
player,201311180car,nwe,GostSt20,fga,2,,,,,
player,201311180car,nwe,GostSt20,punt,0,,,,,
player,201311180car,nwe,GostSt20,punt_yds,0,,,,,
player,201311180car,nwe,GostSt20,punt_yds_per_punt,,,,,,
player,201311180car,nwe,GostSt20,punt_long,0,,,,,
player,201311180car,nwe,AlleRy01,xpm,,,,,,
player,201311180car,nwe,AlleRy01,xpa,,,,,,
player,201311180car,nwe,AlleRy01,fgm,,,,,,
player,201311180car,nwe,AlleRy01,fga,,,,,,
player,201311180car,nwe,AlleRy01,punt,1,,,,,
player,201311180car,nwe,AlleRy01,punt_yds,34,,,,,
player,201311180car,nwe,AlleRy01,punt_yds_per_punt,34.0,,,,,
player,201311180car,nwe,AlleRy01,punt_long,34,,,,,
player,201311180car,car,GanoGr44,xpm,3,,,,,
