game,2013,6,20131013,201310130sea,oti,"Tennessee Titans",13,sea,"Seattle Seahawks",20
player,201310130sea,oti,PitoRo00,def_int,0,,,,,
player,201310130sea,oti,PitoRo00,def_int_yds,0,,,,,
player,201310130sea,oti,PitoRo00,def_int_td,0,,,,,
player,201310130sea,oti,PitoRo00,def_int_long,0,,,,,
player,201310130sea,oti,PitoRo00,pass_defended,0,,,,,
player,201310130sea,oti,PitoRo00,sacks,1.0,,,,,
player,201310130sea,oti,PitoRo00,tackles_combined,3,,,,,
player,201310130sea,oti,PitoRo00,tackles_solo,1,,,,,
player,201310130sea,oti,PitoRo00,tackles_assists,2,,,,,
player,201310130sea,oti,PitoRo00,tackles_loss,1,,,,,
player,201310130sea,oti,PitoRo00,qb_hits,1,,,,,
player,201310130sea,oti,PitoRo00,fumbles_rec,0,,,,,
player,201310130sea,oti,PitoRo00,fumbles_rec_yds,0,,,,,
player,201310130sea,oti,PitoRo00,fumbles_rec_td,0,,,,,
player,201310130sea,oti,PitoRo00,fumbles_forced,0,,,,,
player,201310130sea,oti,BrowZa00,def_int,0,,,,,
player,201310130sea,oti,BrowZa00,def_int_yds,0,,,,,
player,201310130sea,oti,BrowZa00,def_int_td,0,,,,,
player,201310130sea,oti,BrowZa00,def_int_long,0,,,,,
player,201310130sea,oti,BrowZa00,pass_defended,0,,,,,
player,201310130sea,oti,BrowZa00,sacks,0.0,,,,,
player,201310130sea,oti,BrowZa00,tackles_combined,9,,,,,
player,201310130sea,oti,BrowZa00,tackles_solo,5,,,,,
player,201310130sea,oti,BrowZa00,tackles_assists,4,,,,,
player,201310130sea,oti,BrowZa00,tackles_loss,1,,,,,
player,201310130sea,oti,BrowZa00,qb_hits,0,,,,,
player,201310130sea,oti,BrowZa00,fumbles_rec,0,,,,,
player,201310130sea,oti,BrowZa00,fumbles_rec_yds,0,,,,,
player,201310130sea,oti,BrowZa00,fumbles_rec_td,0,,,,,
player,201310130sea,oti,BrowZa00,fumbles_forced,0,,,,,
player,201310130sea,oti,McCoJa99,def_int,0,,,,,
player,201310130sea,oti,McCoJa99,def_int_yds,0,,,,,
player,201310130sea,oti,McCoJa99,def_int_td,0,,,,,
player,201310130sea,oti,McCoJa99,def_int_long,0,,,,,
player,201310130sea,oti,McCoJa99,pass_defended,0,,,,,
player,201310130sea,oti,McCoJa99,sacks,0.0,,,,,
player,201310130sea,oti,McCoJa99,tackles_combined,9,,,,,
player,201310130sea,oti,McCoJa99,tackles_solo,7,,,,,
player,201310130sea,oti,McCoJa99,tackles_assists,2,,,,,
player,201310130sea,oti,McCoJa99,tackles_loss,1,,,,,
player,201310130sea,oti,McCoJa99,qb_hits,0,,,,,
player,201310130sea,oti,McCoJa99,fumbles_rec,1,,,,,
player,201310130sea,oti,McCoJa99,fumbles_rec_yds,77,,,,,
player,201310130sea,oti,McCoJa99,fumbles_rec_td,1,,,,,
player,201310130sea,oti,McCoJa99,fumbles_forced,1,,,,,
player,201310130sea,oti,GrifMi99,def_int,0,,,,,
player,201310130sea,oti,GrifMi99,def_int_yds,0,,,,,
player,201310130sea,oti,GrifMi99,def_int_td,0,,,,,
player,201310130sea,oti,GrifMi99,def_int_long,0,,,,,
player,201310130sea,oti,GrifMi99,pass_defended,0,,,,,
player,201310130sea,oti,GrifMi99,sacks,0.0,,,,,
player,201310130sea,oti,GrifMi99,tackles_combined,8,,,,,
player,201310130sea,oti,GrifMi99,tackles_solo,5,,,,,
player,201310130sea,oti,GrifMi99,tackles_assists,3,,,,,
player,201310130sea,oti,GrifMi99,tackles_loss,0,,,,,
player,201310130sea,oti,GrifMi99,qb_hits,0,,,,,
player,201310130sea,oti,GrifMi99,fumbles_rec,1,,,,,
player,201310130sea,oti,GrifMi99,fumbles_rec_yds,0,,,,,
player,201310130sea,oti,GrifMi99,fumbles_rec_td,0,,,,,
player,201310130sea,oti,GrifMi99,fumbles_forced,1,,,,,
player,201310130sea,oti,PollBe20,def_int,0,,,,,
player,201310130sea,oti,PollBe20,def_int_yds,0,,,,,
player,201310130sea,oti,PollBe20,def_int_td,0,,,,,
player,201310130sea,oti,PollBe20,def_int_long,0,,,,,
player,201310130sea,oti,PollBe20,pass_defended,0,,,,,
player,201310130sea,oti,PollBe20,sacks,0.0,,,,,
player,201310130sea,oti,PollBe20,tackles_combined,8,,,,,
player,201310130sea,oti,PollBe20,tackles_solo,5,,,,,
player,201310130sea,oti,PollBe20,tackles_assists,3,,,,,
player,201310130sea,oti,PollBe20,tackles_loss,0,,,,,
player,201310130sea,oti,PollBe20,qb_hits,0,,,,,
player,201310130sea,oti,PollBe20,fumbles_rec,0,,,,,
player,201310130sea,oti,PollBe20,fumbles_rec_yds,0,,,,,
player,201310130sea,oti,PollBe20,fumbles_rec_td,0,,,,,
player,201310130sea,oti,PollBe20,fumbles_forced,0,,,,,
player,201310130sea,oti,CaseJu00,def_int,0,,,,,
player,201310130sea,oti,CaseJu00,def_int_yds,0,,,,,
player,201310130sea,oti,CaseJu00,def_int_td,0,,,,,
player,201310130sea,oti,CaseJu00,def_int_long,0,,,,,
player,201310130sea,oti,CaseJu00,pass_defended,0,,,,,
player,201310130sea,oti,CaseJu00,sacks,0.0,,,,,
player,201310130sea,oti,CaseJu00,tackles_combined,6,,,,,
player,201310130sea,oti,CaseJu00,tackles_solo,0,,,,,
player,201310130sea,oti,CaseJu00,tackles_assists,6,,,,,
player,201310130sea,oti,CaseJu00,tackles_loss,0,,,,,
player,201310130sea,oti,CaseJu00,qb_hits,0,,,,,
player,201310130sea,oti,CaseJu00,fumbles_rec,0,,,,,
player,201310130sea,oti,CaseJu00,fumbles_rec_yds,0,,,,,
player,201310130sea,oti,CaseJu00,fumbles_rec_td,0,,,,,
player,201310130sea,oti,CaseJu00,fumbles_forced,0,,,,,
player,201310130sea,oti,EdwaLa00,def_int,0,,,,,
player,201310130sea,oti,EdwaLa00,def_int_yds,0,,,,,
player,201310130sea,oti,EdwaLa00,def_int_td,0,,,,,
player,201310130sea,oti,EdwaLa00,def_int_long,0,,,,,
player,201310130sea,oti,EdwaLa00,pass_defended,0,,,,,
player,201310130sea,oti,EdwaLa00,sacks,0.0,,,,,
player,201310130sea,oti,EdwaLa00,tackles_combined,3,,,,,
player,201310130sea,oti,EdwaLa00,tackles_solo,0,,,,,
player,201310130sea,oti,EdwaLa00,tackles_assists,3,,,,,
player,201310130sea,oti,EdwaLa00,tackles_loss,0,,,,,
player,201310130sea,oti,EdwaLa00,qb_hits,0,,,,,
player,201310130sea,oti,EdwaLa00,fumbles_rec,0,,,,,
player,201310130sea,oti,EdwaLa00,fumbles_rec_yds,0,,,,,
player,201310130sea,oti,EdwaLa00,fumbles_rec_td,0,,,,,
player,201310130sea,oti,EdwaLa00,fumbles_forced,0,,,,,
player,201310130sea,oti,MartMi01,def_int,0,,,,,
player,201310130sea,oti,MartMi01,def_int_yds,0,,,,,
player,201310130sea,oti,MartMi01,def_int_td,0,,,,,
player,201310130sea,oti,MartMi01,def_int_long,0,,,,,
player,201310130sea,oti,MartMi01,pass_defended,0,,,,,
player,201310130sea,oti,MartMi01,sacks,0.0,,,,,
player,201310130sea,oti,MartMi01,tackles_combined,3,,,,,
player,201310130sea,oti,MartMi01,tackles_solo,2,,,,,
player,201310130sea,oti,MartMi01,tackles_assists,1,,,,,
player,201310130sea,oti,MartMi01,tackles_loss,0,,,,,
player,201310130sea,oti,MartMi01,qb_hits,0,,,,,
player,201310130sea,oti,MartMi01,fumbles_rec,0,,,,,
player,201310130sea,oti,MartMi01,fumbles_rec_yds,0,,,,,
player,201310130sea,oti,MartMi01,fumbles_rec_td,0,,,,,
player,201310130sea,oti,MartMi01,fumbles_forced,0,,,,,
player,201310130sea,oti,McCaCo00,def_int,0,,,,,
player,201310130sea,oti,McCaCo00,def_int_yds,0,,,,,
player,201310130sea,oti,McCaCo00,def_int_td,0,,,,,
player,201310130sea,oti,McCaCo00,def_int_long,0,,,,,
player,201310130sea,oti,McCaCo00,pass_defended,0,,,,,
player,201310130sea,oti,McCaCo00,sacks,0.0,,,,,
player,201310130sea,oti,McCaCo00,tackles_combined,3,,,,,
player,201310130sea,oti,McCaCo00,tackles_solo,1,,,,,
player,201310130sea,oti,McCaCo00,tackles_assists,2,,,,,
player,201310130sea,oti,McCaCo00,tackles_loss,0,,,,,
player,201310130sea,oti,McCaCo00,qb_hits,0,,,,,
player,201310130sea,oti,McCaCo00,fumbles_rec,0,,,,,
player,201310130sea,oti,McCaCo00,fumbles_rec_yds,0,,,,,
player,201310130sea,oti,McCaCo00,fumbles_rec_td,0,,,,,
player,201310130sea,oti,McCaCo00,fumbles_forced,0,,,,,
player,201310130sea,oti,VernAl99,def_int,0,,,,,
player,201310130sea,oti,VernAl99,def_int_yds,0,,,,,
player,201310130sea,oti,VernAl99,def_int_td,0,,,,,
player,201310130sea,oti,VernAl99,def_int_long,0,,,,,
player,201310130sea,oti,VernAl99,pass_defended,2,,,,,
player,201310130sea,oti,VernAl99,sacks,0.0,,,,,
player,201310130sea,oti,VernAl99,tackles_combined,3,,,,,
player,201310130sea,oti,VernAl99,tackles_solo,3,,,,,
player,201310130sea,oti,VernAl99,tackles_assists,0,,,,,
player,201310130sea,oti,VernAl99,tackles_loss,0,,,,,
player,201310130sea,oti,VernAl99,qb_hits,0,,,,,
player,201310130sea,oti,VernAl99,fumbles_rec,0,,,,,
player,201310130sea,oti,VernAl99,fumbles_rec_yds,0,,,,,
player,201310130sea,oti,VernAl99,fumbles_rec_td,0,,,,,
player,201310130sea,oti,VernAl99,fumbles_forced,0,,,,,
player,201310130sea,oti,WilsGe01,def_int,0,,,,,
player,201310130sea,oti,WilsGe01,def_int_yds,0,,,,,
player,201310130sea,oti,WilsGe01,def_int_td,0,,,,,
player,201310130sea,oti,WilsGe01,def_int_long,0,,,,,
player,201310130sea,oti,WilsGe01,pass_defended,0,,,,,
player,201310130sea,oti,WilsGe01,sacks,0.0,,,,,
player,201310130sea,oti,WilsGe01,tackles_combined,3,,,,,
player,201310130sea,oti,WilsGe01,tackles_solo,2,,,,,
player,201310130sea,oti,WilsGe01,tackles_assists,1,,,,,
player,201310130sea,oti,WilsGe01,tackles_loss,0,,,,,
player,201310130sea,oti,WilsGe01,qb_hits,0,,,,,
player,201310130sea,oti,WilsGe01,fumbles_rec,0,,,,,
player,201310130sea,oti,WilsGe01,fumbles_rec_yds,0,,,,,
player,201310130sea,oti,WilsGe01,fumbles_rec_td,0,,,,,
player,201310130sea,oti,WilsGe01,fumbles_forced,0,,,,,
player,201310130sea,oti,WimbKa20,def_int,0,,,,,
player,201310130sea,oti,WimbKa20,def_int_yds,0,,,,,
player,201310130sea,oti,WimbKa20,def_int_td,0,,,,,
player,201310130sea,oti,WimbKa20,def_int_long,0,,,,,
player,201310130sea,oti,WimbKa20,pass_defended,0,,,,,
player,201310130sea,oti,WimbKa20,sacks,0.0,,,,,
player,201310130sea,oti,WimbKa20,tackles_combined,3,,,,,
player,201310130sea,oti,WimbKa20,tackles_solo,1,,,,,
player,201310130sea,oti,WimbKa20,tackles_assists,2,,,,,
player,201310130sea,oti,WimbKa20,tackles_loss,0,,,,,
player,201310130sea,oti,WimbKa20,qb_hits,0,,,,,
player,201310130sea,oti,WimbKa20,fumbles_rec,0,,,,,
player,201310130sea,oti,WimbKa20,fumbles_rec_yds,0,,,,,
player,201310130sea,oti,WimbKa20,fumbles_rec_td,0,,,,,
player,201310130sea,oti,WimbKa20,fumbles_forced,0,,,,,
player,201310130sea,oti,SensCo00,def_int,0,,,,,
player,201310130sea,oti,SensCo00,def_int_yds,0,,,,,
player,201310130sea,oti,SensCo00,def_int_td,0,,,,,
player,201310130sea,oti,SensCo00,def_int_long,0,,,,,
player,201310130sea,oti,SensCo00,pass_defended,0,,,,,
player,201310130sea,oti,SensCo00,sacks,0.0,,,,,
player,201310130sea,oti,SensCo00,tackles_combined,2,,,,,
player,201310130sea,oti,SensCo00,tackles_solo,2,,,,,
player,201310130sea,oti,SensCo00,tackles_assists,0,,,,,
player,201310130sea,oti,SensCo00,tackles_loss,1,,,,,
player,201310130sea,oti,SensCo00,qb_hits,0,,,,,
player,201310130sea,oti,SensCo00,fumbles_rec,0,,,,,
player,201310130sea,oti,SensCo00,fumbles_rec_yds,0,,,,,
player,201310130sea,oti,SensCo00,fumbles_rec_td,0,,,,,
player,201310130sea,oti,SensCo00,fumbles_forced,0,,,,,
player,201310130sea,oti,AyerAk00,def_int,0,,,,,
player,201310130sea,oti,AyerAk00,def_int_yds,0,,,,,
player,201310130sea,oti,AyerAk00,def_int_td,0,,,,,
player,201310130sea,oti,AyerAk00,def_int_long,0,,,,,
player,201310130sea,oti,AyerAk00,pass_defended,0,,,,,
player,201310130sea,oti,AyerAk00,sacks,0.0,,,,,
player,201310130sea,oti,AyerAk00,tackles_combined,1,,,,,
player,201310130sea,oti,AyerAk00,tackles_solo,0,,,,,
player,201310130sea,oti,AyerAk00,tackles_assists,1,,,,,
player,201310130sea,oti,AyerAk00,tackles_loss,0,,,,,
player,201310130sea,oti,AyerAk00,qb_hits,1,,,,,
player,201310130sea,oti,AyerAk00,fumbles_rec,0,,,,,
player,201310130sea,oti,AyerAk00,fumbles_rec_yds,0,,,,,
player,201310130sea,oti,AyerAk00,fumbles_rec_td,0,,,,,
player,201310130sea,oti,AyerAk00,fumbles_forced,0,,,,,
player,201310130sea,oti,JohnAn03,def_int,0,,,,,
player,201310130sea,oti,JohnAn03,def_int_yds,0,,,,,
player,201310130sea,oti,JohnAn03,def_int_td,0,,,,,
player,201310130sea,oti,JohnAn03,def_int_long,0,,,,,
player,201310130sea,oti,JohnAn03,pass_defended,0,,,,,
player,201310130sea,oti,JohnAn03,sacks,0.0,,,,,
player,201310130sea,oti,JohnAn03,tackles_combined,1,,,,,
player,201310130sea,oti,JohnAn03,tackles_solo,0,,,,,
player,201310130sea,oti,JohnAn03,tackles_assists,1,,,,,
player,201310130sea,oti,JohnAn03,tackles_loss,0,,,,,
player,201310130sea,oti,JohnAn03,qb_hits,0,,,,,
player,201310130sea,oti,JohnAn03,fumbles_rec,0,,,,,
player,201310130sea,oti,JohnAn03,fumbles_rec_yds,0,,,,,
player,201310130sea,oti,JohnAn03,fumbles_rec_td,0,,,,,
player,201310130sea,oti,JohnAn03,fumbles_forced,0,,,,,
player,201310130sea,oti,KlugKa00,def_int,0,,,,,
player,201310130sea,oti,KlugKa00,def_int_yds,0,,,,,
player,201310130sea,oti,KlugKa00,def_int_td,0,,,,,
player,201310130sea,oti,KlugKa00,def_int_long,0,,,,,
player,201310130sea,oti,KlugKa00,pass_defended,0,,,,,
player,201310130sea,oti,KlugKa00,sacks,0.0,,,,,
player,201310130sea,oti,KlugKa00,tackles_combined,1,,,,,
player,201310130sea,oti,KlugKa00,tackles_solo,1,,,,,
player,201310130sea,oti,KlugKa00,tackles_assists,0,,,,,
player,201310130sea,oti,KlugKa00,tackles_loss,0,,,,,
player,201310130sea,oti,KlugKa00,qb_hits,1,,,,,
player,201310130sea,oti,KlugKa00,fumbles_rec,0,,,,,
player,201310130sea,oti,KlugKa00,fumbles_rec_yds,0,,,,,
player,201310130sea,oti,KlugKa00,fumbles_rec_td,0,,,,,
player,201310130sea,oti,KlugKa00,fumbles_forced,0,,,,,
player,201310130sea,oti,StafDa00,def_int,0,,,,,
player,201310130sea,oti,StafDa00,def_int_yds,0,,,,,
player,201310130sea,oti,StafDa00,def_int_td,0,,,,,
player,201310130sea,oti,StafDa00,def_int_long,0,,,,,
player,201310130sea,oti,StafDa00,pass_defended,0,,,,,
player,201310130sea,oti,StafDa00,sacks,0.0,,,,,
player,201310130sea,oti,StafDa00,tackles_combined,1,,,,,
player,201310130sea,oti,StafDa00,tackles_solo,0,,,,,
player,201310130sea,oti,StafDa00,tackles_assists,1,,,,,
player,201310130sea,oti,StafDa00,tackles_loss,0,,,,,
player,201310130sea,oti,StafDa00,qb_hits,0,,,,,
player,201310130sea,oti,StafDa00,fumbles_rec,0,,,,,
player,201310130sea,oti,StafDa00,fumbles_rec_yds,0,,,,,
player,201310130sea,oti,StafDa00,fumbles_rec_td,0,,,,,
player,201310130sea,oti,StafDa00,fumbles_forced,0,,,,,
player,201310130sea,oti,KernBr20,def_int,0,,,,,
player,201310130sea,oti,KernBr20,def_int_yds,0,,,,,
player,201310130sea,oti,KernBr20,def_int_td,0,,,,,
player,201310130sea,oti,KernBr20,def_int_long,0,,,,,
player,201310130sea,oti,KernBr20,pass_defended,0,,,,,
player,201310130sea,oti,KernBr20,sacks,0.0,,,,,
player,201310130sea,oti,KernBr20,tackles_combined,0,,,,,
player,201310130sea,oti,KernBr20,tackles_solo,0,,,,,
player,201310130sea,oti,KernBr20,tackles_assists,0,,,,,
player,201310130sea,oti,KernBr20,tackles_loss,,,,,,
player,201310130sea,oti,KernBr20,qb_hits,,,,,,
player,201310130sea,oti,KernBr20,fumbles_rec,1,,,,,
player,201310130sea,oti,KernBr20,fumbles_rec_yds,-14,,,,,
player,201310130sea,oti,KernBr20,fumbles_rec_td,0,,,,,
player,201310130sea,oti,KernBr20,fumbles_forced,0,,,,,
player,201310130sea,oti,MorgDe99,def_int,0,,,,,
player,201310130sea,oti,MorgDe99,def_int_yds,0,,,,,
player,201310130sea,oti,MorgDe99,def_int_td,0,,,,,
player,201310130sea,oti,MorgDe99,def_int_long,0,,,,,
player,201310130sea,oti,MorgDe99,pass_defended,1,,,,,
player,201310130sea,oti,MorgDe99,sacks,0.0,,,,,
player,201310130sea,oti,MorgDe99,tackles_combined,0,,,,,
player,201310130sea,oti,MorgDe99,tackles_solo,0,,,,,
player,201310130sea,oti,MorgDe99,tackles_assists,0,,,,,
player,201310130sea,oti,MorgDe99,tackles_loss,0,,,,,
player,201310130sea,oti,MorgDe99,qb_hits,0,,,,,
player,201310130sea,oti,MorgDe99,fumbles_rec,0,,,,,
player,201310130sea,oti,MorgDe99,fumbles_rec_yds,0,,,,,
player,201310130sea,oti,MorgDe99,fumbles_rec_td,0,,,,,
player,201310130sea,oti,MorgDe99,fumbles_forced,0,,,,,
player,201310130sea,sea,ThomEa99,def_int,1,,,,,
player,201310130sea,sea,ThomEa99,def_int_yds,0,,,,,
player,201310130sea,sea,ThomEa99,def_int_td,0,,,,,
player,201310130sea,sea,ThomEa99,def_int_long,0,,,,,
player,201310130sea,sea,ThomEa99,pass_defended,1,,,,,
player,201310130sea,sea,ThomEa99,sacks,0.0,,,,,
player,201310130sea,sea,ThomEa99,tackles_combined,6,,,,,
player,201310130sea,sea,ThomEa99,tackles_solo,5,,,,,
player,201310130sea,sea,ThomEa99,tackles_assists,1,,,,,
player,201310130sea,sea,ThomEa99,tackles_loss,0,,,,,
player,201310130sea,sea,ThomEa99,qb_hits,0,,,,,
player,201310130sea,sea,ThomEa99,fumbles_rec,0,,,,,
player,201310130sea,sea,ThomEa99,fumbles_rec_yds,0,,,,,
player,201310130sea,sea,ThomEa99,fumbles_rec_td,0,,,,,
player,201310130sea,sea,ThomEa99,fumbles_forced,0,,,,,
player,201310130sea,sea,SherRi00,def_int,1,,,,,
player,201310130sea,sea,SherRi00,def_int_yds,0,,,,,
player,201310130sea,sea,SherRi00,def_int_td,0,,,,,
player,201310130sea,sea,SherRi00,def_int_long,0,,,,,
player,201310130sea,sea,SherRi00,pass_defended,1,,,,,
player,201310130sea,sea,SherRi00,sacks,0.0,,,,,
player,201310130sea,sea,SherRi00,tackles_combined,3,,,,,
player,201310130sea,sea,SherRi00,tackles_solo,1,,,,,
player,201310130sea,sea,SherRi00,tackles_assists,2,,,,,
player,201310130sea,sea,SherRi00,tackles_loss,0,,,,,
player,201310130sea,sea,SherRi00,qb_hits,0,,,,,
player,201310130sea,sea,SherRi00,fumbles_rec,0,,,,,
player,201310130sea,sea,SherRi00,fumbles_rec_yds,0,,,,,
player,201310130sea,sea,SherRi00,fumbles_rec_td,0,,,,,
player,201310130sea,sea,SherRi00,fumbles_forced,0,,,,,
player,201310130sea,sea,BennMi99,def_int,0,,,,,
player,201310130sea,sea,BennMi99,def_int_yds,0,,,,,
player,201310130sea,sea,BennMi99,def_int_td,0,,,,,
player,201310130sea,sea,BennMi99,def_int_long,0,,,,,
player,201310130sea,sea,BennMi99,pass_defended,0,,,,,
player,201310130sea,sea,BennMi99,sacks,1.0,,,,,
player,201310130sea,sea,BennMi99,tackles_combined,1,,,,,
player,201310130sea,sea,BennMi99,tackles_solo,1,,,,,
player,201310130sea,sea,BennMi99,tackles_assists,0,,,,,
player,201310130sea,sea,BennMi99,tackles_loss,1,,,,,
player,201310130sea,sea,BennMi99,qb_hits,1,,,,,
player,201310130sea,sea,BennMi99,fumbles_rec,0,,,,,
player,201310130sea,sea,BennMi99,fumbles_rec_yds,0,,,,,
player,201310130sea,sea,BennMi99,fumbles_rec_td,0,,,,,
player,201310130sea,sea,BennMi99,fumbles_forced,0,,,,,
player,201310130sea,sea,ClemCh23,def_int,0,,,,,
player,201310130sea,sea,ClemCh23,def_int_yds,0,,,,,
player,201310130sea,sea,ClemCh23,def_int_td,0,,,,,
player,201310130sea,sea,ClemCh23,def_int_long,0,,,,,
player,201310130sea,sea,ClemCh23,pass_defended,0,,,,,
player,201310130sea,sea,ClemCh23,sacks,0.5,,,,,
player,201310130sea,sea,ClemCh23,tackles_combined,3,,,,,
player,201310130sea,sea,ClemCh23,tackles_solo,2,,,,,
player,201310130sea,sea,ClemCh23,tackles_assists,1,,,,,
player,201310130sea,sea,ClemCh23,tackles_loss,1,,,,,
player,201310130sea,sea,ClemCh23,qb_hits,1,,,,,
player,201310130sea,sea,ClemCh23,fumbles_rec,0,,,,,
player,201310130sea,sea,ClemCh23,fumbles_rec_yds,0,,,,,
player,201310130sea,sea,ClemCh23,fumbles_rec_td,0,,,,,
player,201310130sea,sea,ClemCh23,fumbles_forced,0,,,,,
player,201310130sea,sea,HillJo01,def_int,0,,,,,
player,201310130sea,sea,HillJo01,def_int_yds,0,,,,,
player,201310130sea,sea,HillJo01,def_int_td,0,,,,,
player,201310130sea,sea,HillJo01,def_int_long,0,,,,,
player,201310130sea,sea,HillJo01,pass_defended,0,,,,,
player,201310130sea,sea,HillJo01,sacks,0.5,,,,,
player,201310130sea,sea,HillJo01,tackles_combined,3,,,,,
player,201310130sea,sea,HillJo01,tackles_solo,1,,,,,
player,201310130sea,sea,HillJo01,tackles_assists,2,,,,,
player,201310130sea,sea,HillJo01,tackles_loss,1,,,,,
player,201310130sea,sea,HillJo01,qb_hits,1,,,,,
player,201310130sea,sea,HillJo01,fumbles_rec,0,,,,,
player,201310130sea,sea,HillJo01,fumbles_rec_yds,0,,,,,
player,201310130sea,sea,HillJo01,fumbles_rec_td,0,,,,,
player,201310130sea,sea,HillJo01,fumbles_forced,0,,,,,
player,201310130sea,sea,WrigK.00,def_int,0,,,,,
player,201310130sea,sea,WrigK.00,def_int_yds,0,,,,,
player,201310130sea,sea,WrigK.00,def_int_td,0,,,,,
player,201310130sea,sea,WrigK.00,def_int_long,0,,,,,
player,201310130sea,sea,WrigK.00,pass_defended,1,,,,,
player,201310130sea,sea,WrigK.00,sacks,0.0,,,,,
player,201310130sea,sea,WrigK.00,tackles_combined,7,,,,,
player,201310130sea,sea,WrigK.00,tackles_solo,3,,,,,
player,201310130sea,sea,WrigK.00,tackles_assists,4,,,,,
player,201310130sea,sea,WrigK.00,tackles_loss,0,,,,,
player,201310130sea,sea,WrigK.00,qb_hits,0,,,,,
player,201310130sea,sea,WrigK.00,fumbles_rec,0,,,,,
player,201310130sea,sea,WrigK.00,fumbles_rec_yds,0,,,,,
player,201310130sea,sea,WrigK.00,fumbles_rec_td,0,,,,,
player,201310130sea,sea,WrigK.00,fumbles_forced,0,,,,,
player,201310130sea,sea,SmitMa02,def_int,0,,,,,
player,201310130sea,sea,SmitMa02,def_int_yds,0,,,,,
player,201310130sea,sea,SmitMa02,def_int_td,0,,,,,
player,201310130sea,sea,SmitMa02,def_int_long,0,,,,,
player,201310130sea,sea,SmitMa02,pass_defended,0,,,,,
player,201310130sea,sea,SmitMa02,sacks,0.0,,,,,
player,201310130sea,sea,SmitMa02,tackles_combined,4,,,,,
player,201310130sea,sea,SmitMa02,tackles_solo,3,,,,,
player,201310130sea,sea,SmitMa02,tackles_assists,1,,,,,
player,201310130sea,sea,SmitMa02,tackles_loss,0,,,,,
player,201310130sea,sea,SmitMa02,qb_hits,0,,,,,
player,201310130sea,sea,SmitMa02,fumbles_rec,0,,,,,
player,201310130sea,sea,SmitMa02,fumbles_rec_yds,0,,,,,
player,201310130sea,sea,SmitMa02,fumbles_rec_td,0,,,,,
player,201310130sea,sea,SmitMa02,fumbles_forced,0,,,,,
player,201310130sea,sea,BrowBr00,def_int,0,,,,,
player,201310130sea,sea,BrowBr00,def_int_yds,0,,,,,
player,201310130sea,sea,BrowBr00,def_int_td,0,,,,,
player,201310130sea,sea,BrowBr00,def_int_long,0,,,,,
player,201310130sea,sea,BrowBr00,pass_defended,0,,,,,
player,201310130sea,sea,BrowBr00,sacks,0.0,,,,,
player,201310130sea,sea,BrowBr00,tackles_combined,3,,,,,
player,201310130sea,sea,BrowBr00,tackles_solo,3,,,,,
player,201310130sea,sea,BrowBr00,tackles_assists,0,,,,,
player,201310130sea,sea,BrowBr00,tackles_loss,0,,,,,
player,201310130sea,sea,BrowBr00,qb_hits,0,,,,,
player,201310130sea,sea,BrowBr00,fumbles_rec,0,,,,,
player,201310130sea,sea,BrowBr00,fumbles_rec_yds,0,,,,,
player,201310130sea,sea,BrowBr00,fumbles_rec_td,0,,,,,
player,201310130sea,sea,BrowBr00,fumbles_forced,0,,,,,
player,201310130sea,sea,ChanKa99,def_int,0,,,,,
player,201310130sea,sea,ChanKa99,def_int_yds,0,,,,,
player,201310130sea,sea,ChanKa99,def_int_td,0,,,,,
player,201310130sea,sea,ChanKa99,def_int_long,0,,,,,
player,201310130sea,sea,ChanKa99,pass_defended,0,,,,,
player,201310130sea,sea,ChanKa99,sacks,0.0,,,,,
player,201310130sea,sea,ChanKa99,tackles_combined,3,,,,,
player,201310130sea,sea,ChanKa99,tackles_solo,1,,,,,
player,201310130sea,sea,ChanKa99,tackles_assists,2,,,,,
player,201310130sea,sea,ChanKa99,tackles_loss,0,,,,,
player,201310130sea,sea,ChanKa99,qb_hits,0,,,,,
player,201310130sea,sea,ChanKa99,fumbles_rec,0,,,,,
player,201310130sea,sea,ChanKa99,fumbles_rec_yds,0,,,,,
player,201310130sea,sea,ChanKa99,fumbles_rec_td,0,,,,,
player,201310130sea,sea,ChanKa99,fumbles_forced,0,,,,,
player,201310130sea,sea,McDaTo20,def_int,0,,,,,
player,201310130sea,sea,McDaTo20,def_int_yds,0,,,,,
player,201310130sea,sea,McDaTo20,def_int_td,0,,,,,
player,201310130sea,sea,McDaTo20,def_int_long,0,,,,,
player,201310130sea,sea,McDaTo20,pass_defended,0,,,,,
player,201310130sea,sea,McDaTo20,sacks,0.0,,,,,
player,201310130sea,sea,McDaTo20,tackles_combined,3,,,,,
player,201310130sea,sea,McDaTo20,tackles_solo,0,,,,,
player,201310130sea,sea,McDaTo20,tackles_assists,3,,,,,
player,201310130sea,sea,McDaTo20,tackles_loss,0,,,,,
player,201310130sea,sea,McDaTo20,qb_hits,1,,,,,
player,201310130sea,sea,McDaTo20,fumbles_rec,0,,,,,
player,201310130sea,sea,McDaTo20,fumbles_rec_yds,0,,,,,
player,201310130sea,sea,McDaTo20,fumbles_rec_td,0,,,,,
player,201310130sea,sea,McDaTo20,fumbles_forced,0,,,,,
player,201310130sea,sea,ThurWa99,def_int,0,,,,,
player,201310130sea,sea,ThurWa99,def_int_yds,0,,,,,
player,201310130sea,sea,ThurWa99,def_int_td,0,,,,,
player,201310130sea,sea,ThurWa99,def_int_long,0,,,,,
