game,2013,13,20131201,201312010htx,nwe,"New England Patriots",34,htx,"Houston Texans",31
player,201312010htx,nwe,JoneCh03,tackles_combined,4,,,,,
player,201312010htx,nwe,JoneCh03,tackles_solo,1,,,,,
player,201312010htx,nwe,JoneCh03,tackles_assists,3,,,,,
player,201312010htx,nwe,JoneCh03,tackles_loss,0,,,,,
player,201312010htx,nwe,JoneCh03,qb_hits,0,,,,,
player,201312010htx,nwe,JoneCh03,fumbles_rec,0,,,,,
player,201312010htx,nwe,JoneCh03,fumbles_rec_yds,0,,,,,
player,201312010htx,nwe,JoneCh03,fumbles_rec_td,0,,,,,
player,201312010htx,nwe,JoneCh03,fumbles_forced,0,,,,,
player,201312010htx,nwe,NinkRo20,def_int,0,,,,,
player,201312010htx,nwe,NinkRo20,def_int_yds,0,,,,,
player,201312010htx,nwe,NinkRo20,def_int_td,0,,,,,
player,201312010htx,nwe,NinkRo20,def_int_long,0,,,,,
player,201312010htx,nwe,NinkRo20,pass_defended,0,,,,,
player,201312010htx,nwe,NinkRo20,sacks,0.0,,,,,
player,201312010htx,nwe,NinkRo20,tackles_combined,4,,,,,
player,201312010htx,nwe,NinkRo20,tackles_solo,3,,,,,
player,201312010htx,nwe,NinkRo20,tackles_assists,1,,,,,
player,201312010htx,nwe,NinkRo20,tackles_loss,0,,,,,
player,201312010htx,nwe,NinkRo20,qb_hits,2,,,,,
player,201312010htx,nwe,NinkRo20,fumbles_rec,0,,,,,
player,201312010htx,nwe,NinkRo20,fumbles_rec_yds,0,,,,,
player,201312010htx,nwe,NinkRo20,fumbles_rec_td,0,,,,,
player,201312010htx,nwe,NinkRo20,fumbles_forced,0,,,,,
player,201312010htx,nwe,GregSt20,def_int,0,,,,,
player,201312010htx,nwe,GregSt20,def_int_yds,0,,,,,
player,201312010htx,nwe,GregSt20,def_int_td,0,,,,,
player,201312010htx,nwe,GregSt20,def_int_long,0,,,,,
player,201312010htx,nwe,GregSt20,pass_defended,0,,,,,
player,201312010htx,nwe,GregSt20,sacks,0.0,,,,,
player,201312010htx,nwe,GregSt20,tackles_combined,3,,,,,
player,201312010htx,nwe,GregSt20,tackles_solo,1,,,,,
player,201312010htx,nwe,GregSt20,tackles_assists,2,,,,,
player,201312010htx,nwe,GregSt20,tackles_loss,0,,,,,
player,201312010htx,nwe,GregSt20,qb_hits,0,,,,,
player,201312010htx,nwe,GregSt20,fumbles_rec,0,,,,,
player,201312010htx,nwe,GregSt20,fumbles_rec_yds,0,,,,,
player,201312010htx,nwe,GregSt20,fumbles_rec_td,0,,,,,
player,201312010htx,nwe,GregSt20,fumbles_forced,0,,,,,
player,201312010htx,nwe,JoneCh04,def_int,0,,,,,
player,201312010htx,nwe,JoneCh04,def_int_yds,0,,,,,
player,201312010htx,nwe,JoneCh04,def_int_td,0,,,,,
player,201312010htx,nwe,JoneCh04,def_int_long,0,,,,,
player,201312010htx,nwe,JoneCh04,pass_defended,0,,,,,
player,201312010htx,nwe,JoneCh04,sacks,0.0,,,,,
player,201312010htx,nwe,JoneCh04,tackles_combined,3,,,,,
player,201312010htx,nwe,JoneCh04,tackles_solo,1,,,,,
player,201312010htx,nwe,JoneCh04,tackles_assists,2,,,,,
player,201312010htx,nwe,JoneCh04,tackles_loss,0,,,,,
player,201312010htx,nwe,JoneCh04,qb_hits,1,,,,,
player,201312010htx,nwe,JoneCh04,fumbles_rec,0,,,,,
player,201312010htx,nwe,JoneCh04,fumbles_rec_yds,0,,,,,
player,201312010htx,nwe,JoneCh04,fumbles_rec_td,0,,,,,
player,201312010htx,nwe,JoneCh04,fumbles_forced,0,,,,,
player,201312010htx,nwe,TaliAq99,def_int,0,,,,,
player,201312010htx,nwe,TaliAq99,def_int_yds,0,,,,,
player,201312010htx,nwe,TaliAq99,def_int_td,0,,,,,
player,201312010htx,nwe,TaliAq99,def_int_long,0,,,,,
player,201312010htx,nwe,TaliAq99,pass_defended,1,,,,,
player,201312010htx,nwe,TaliAq99,sacks,0.0,,,,,
player,201312010htx,nwe,TaliAq99,tackles_combined,3,,,,,
player,201312010htx,nwe,TaliAq99,tackles_solo,3,,,,,
player,201312010htx,nwe,TaliAq99,tackles_assists,0,,,,,
player,201312010htx,nwe,TaliAq99,tackles_loss,0,,,,,
player,201312010htx,nwe,TaliAq99,qb_hits,0,,,,,
player,201312010htx,nwe,TaliAq99,fumbles_rec,0,,,,,
player,201312010htx,nwe,TaliAq99,fumbles_rec_yds,0,,,,,
player,201312010htx,nwe,TaliAq99,fumbles_rec_td,0,,,,,
player,201312010htx,nwe,TaliAq99,fumbles_forced,0,,,,,
player,201312010htx,nwe,FletDa00,def_int,0,,,,,
player,201312010htx,nwe,FletDa00,def_int_yds,0,,,,,
player,201312010htx,nwe,FletDa00,def_int_td,0,,,,,
player,201312010htx,nwe,FletDa00,def_int_long,0,,,,,
player,201312010htx,nwe,FletDa00,pass_defended,0,,,,,
player,201312010htx,nwe,FletDa00,sacks,0.0,,,,,
player,201312010htx,nwe,FletDa00,tackles_combined,2,,,,,
player,201312010htx,nwe,FletDa00,tackles_solo,1,,,,,
player,201312010htx,nwe,FletDa00,tackles_assists,1,,,,,
player,201312010htx,nwe,FletDa00,tackles_loss,0,,,,,
player,201312010htx,nwe,FletDa00,qb_hits,0,,,,,
player,201312010htx,nwe,FletDa00,fumbles_rec,0,,,,,
player,201312010htx,nwe,FletDa00,fumbles_rec_yds,0,,,,,
player,201312010htx,nwe,FletDa00,fumbles_rec_td,0,,,,,
player,201312010htx,nwe,FletDa00,fumbles_forced,0,,,,,
player,201312010htx,nwe,HarmDu00,def_int,0,,,,,
player,201312010htx,nwe,HarmDu00,def_int_yds,0,,,,,
player,201312010htx,nwe,HarmDu00,def_int_td,0,,,,,
player,201312010htx,nwe,HarmDu00,def_int_long,0,,,,,
player,201312010htx,nwe,HarmDu00,pass_defended,0,,,,,
player,201312010htx,nwe,HarmDu00,sacks,0.0,,,,,
player,201312010htx,nwe,HarmDu00,tackles_combined,2,,,,,
player,201312010htx,nwe,HarmDu00,tackles_solo,2,,,,,
player,201312010htx,nwe,HarmDu00,tackles_assists,0,,,,,
player,201312010htx,nwe,HarmDu00,tackles_loss,0,,,,,
player,201312010htx,nwe,HarmDu00,qb_hits,0,,,,,
player,201312010htx,nwe,HarmDu00,fumbles_rec,0,,,,,
player,201312010htx,nwe,HarmDu00,fumbles_rec_yds,0,,,,,
player,201312010htx,nwe,HarmDu00,fumbles_rec_td,0,,,,,
player,201312010htx,nwe,HarmDu00,fumbles_forced,0,,,,,
player,201312010htx,nwe,SiliSe00,def_int,0,,,,,
player,201312010htx,nwe,SiliSe00,def_int_yds,0,,,,,
player,201312010htx,nwe,SiliSe00,def_int_td,0,,,,,
player,201312010htx,nwe,SiliSe00,def_int_long,0,,,,,
player,201312010htx,nwe,SiliSe00,pass_defended,0,,,,,
player,201312010htx,nwe,SiliSe00,sacks,0.0,,,,,
player,201312010htx,nwe,SiliSe00,tackles_combined,2,,,,,
player,201312010htx,nwe,SiliSe00,tackles_solo,1,,,,,
player,201312010htx,nwe,SiliSe00,tackles_assists,1,,,,,
player,201312010htx,nwe,SiliSe00,tackles_loss,0,,,,,
player,201312010htx,nwe,SiliSe00,qb_hits,0,,,,,
player,201312010htx,nwe,SiliSe00,fumbles_rec,0,,,,,
player,201312010htx,nwe,SiliSe00,fumbles_rec_yds,0,,,,,
player,201312010htx,nwe,SiliSe00,fumbles_rec_td,0,,,,,
player,201312010htx,nwe,SiliSe00,fumbles_forced,0,,,,,
player,201312010htx,nwe,VellJo00,def_int,0,,,,,
player,201312010htx,nwe,VellJo00,def_int_yds,0,,,,,
player,201312010htx,nwe,VellJo00,def_int_td,0,,,,,
player,201312010htx,nwe,VellJo00,def_int_long,0,,,,,
player,201312010htx,nwe,VellJo00,pass_defended,0,,,,,
player,201312010htx,nwe,VellJo00,sacks,0.0,,,,,
player,201312010htx,nwe,VellJo00,tackles_combined,2,,,,,
player,201312010htx,nwe,VellJo00,tackles_solo,2,,,,,
player,201312010htx,nwe,VellJo00,tackles_assists,0,,,,,
player,201312010htx,nwe,VellJo00,tackles_loss,0,,,,,
player,201312010htx,nwe,VellJo00,qb_hits,1,,,,,
player,201312010htx,nwe,VellJo00,fumbles_rec,0,,,,,
player,201312010htx,nwe,VellJo00,fumbles_rec_yds,0,,,,,
player,201312010htx,nwe,VellJo00,fumbles_rec_td,0,,,,,
player,201312010htx,nwe,VellJo00,fumbles_forced,0,,,,,
player,201312010htx,nwe,BuchMi00,def_int,0,,,,,
player,201312010htx,nwe,BuchMi00,def_int_yds,0,,,,,
player,201312010htx,nwe,BuchMi00,def_int_td,0,,,,,
player,201312010htx,nwe,BuchMi00,def_int_long,0,,,,,
player,201312010htx,nwe,BuchMi00,pass_defended,0,,,,,
player,201312010htx,nwe,BuchMi00,sacks,0.0,,,,,
player,201312010htx,nwe,BuchMi00,tackles_combined,1,,,,,
player,201312010htx,nwe,BuchMi00,tackles_solo,1,,,,,
player,201312010htx,nwe,BuchMi00,tackles_assists,0,,,,,
player,201312010htx,nwe,BuchMi00,tackles_loss,0,,,,,
player,201312010htx,nwe,BuchMi00,qb_hits,0,,,,,
player,201312010htx,nwe,BuchMi00,fumbles_rec,0,,,,,
player,201312010htx,nwe,BuchMi00,fumbles_rec_yds,0,,,,,
player,201312010htx,nwe,BuchMi00,fumbles_rec_td,0,,,,,
player,201312010htx,nwe,BuchMi00,fumbles_forced,0,,,,,
player,201312010htx,nwe,CollJa00,def_int,0,,,,,
player,201312010htx,nwe,CollJa00,def_int_yds,0,,,,,
player,201312010htx,nwe,CollJa00,def_int_td,0,,,,,
player,201312010htx,nwe,CollJa00,def_int_long,0,,,,,
player,201312010htx,nwe,CollJa00,pass_defended,0,,,,,
player,201312010htx,nwe,CollJa00,sacks,0.0,,,,,
player,201312010htx,nwe,CollJa00,tackles_combined,1,,,,,
player,201312010htx,nwe,CollJa00,tackles_solo,1,,,,,
player,201312010htx,nwe,CollJa00,tackles_assists,0,,,,,
player,201312010htx,nwe,CollJa00,tackles_loss,0,,,,,
player,201312010htx,nwe,CollJa00,qb_hits,1,,,,,
player,201312010htx,nwe,CollJa00,fumbles_rec,0,,,,,
player,201312010htx,nwe,CollJa00,fumbles_rec_yds,0,,,,,
player,201312010htx,nwe,CollJa00,fumbles_rec_td,0,,,,,
player,201312010htx,nwe,CollJa00,fumbles_forced,0,,,,,
player,201312010htx,nwe,EbneNa00,def_int,0,,,,,
player,201312010htx,nwe,EbneNa00,def_int_yds,0,,,,,
player,201312010htx,nwe,EbneNa00,def_int_td,0,,,,,
player,201312010htx,nwe,EbneNa00,def_int_long,0,,,,,
player,201312010htx,nwe,EbneNa00,pass_defended,0,,,,,
player,201312010htx,nwe,EbneNa00,sacks,0.0,,,,,
player,201312010htx,nwe,EbneNa00,tackles_combined,1,,,,,
player,201312010htx,nwe,EbneNa00,tackles_solo,0,,,,,
player,201312010htx,nwe,EbneNa00,tackles_assists,1,,,,,
player,201312010htx,nwe,EbneNa00,tackles_loss,0,,,,,
player,201312010htx,nwe,EbneNa00,qb_hits,0,,,,,
player,201312010htx,nwe,EbneNa00,fumbles_rec,0,,,,,
player,201312010htx,nwe,EbneNa00,fumbles_rec_yds,0,,,,,
player,201312010htx,nwe,EbneNa00,fumbles_rec_td,0,,,,,
player,201312010htx,nwe,EbneNa00,fumbles_forced,0,,,,,
player,201312010htx,nwe,GostSt20,def_int,0,,,,,
player,201312010htx,nwe,GostSt20,def_int_yds,0,,,,,
player,201312010htx,nwe,GostSt20,def_int_td,0,,,,,
player,201312010htx,nwe,GostSt20,def_int_long,0,,,,,
player,201312010htx,nwe,GostSt20,pass_defended,0,,,,,
player,201312010htx,nwe,GostSt20,sacks,0.0,,,,,
player,201312010htx,nwe,GostSt20,tackles_combined,1,,,,,
player,201312010htx,nwe,GostSt20,tackles_solo,0,,,,,
player,201312010htx,nwe,GostSt20,tackles_assists,1,,,,,
player,201312010htx,nwe,GostSt20,tackles_loss,0,,,,,
player,201312010htx,nwe,GostSt20,qb_hits,0,,,,,
player,201312010htx,nwe,GostSt20,fumbles_rec,0,,,,,
player,201312010htx,nwe,GostSt20,fumbles_rec_yds,0,,,,,
player,201312010htx,nwe,GostSt20,fumbles_rec_td,0,,,,,
player,201312010htx,nwe,GostSt20,fumbles_forced,0,,,,,
player,201312010htx,nwe,CartAn20,def_int,0,,,,,
player,201312010htx,nwe,CartAn20,def_int_yds,0,,,,,
player,201312010htx,nwe,CartAn20,def_int_td,0,,,,,
player,201312010htx,nwe,CartAn20,def_int_long,0,,,,,
player,201312010htx,nwe,CartAn20,pass_defended,2,,,,,
player,201312010htx,nwe,CartAn20,sacks,0.0,,,,,
player,201312010htx,nwe,CartAn20,tackles_combined,0,,,,,
player,201312010htx,nwe,CartAn20,tackles_solo,0,,,,,
player,201312010htx,nwe,CartAn20,tackles_assists,0,,,,,
player,201312010htx,nwe,CartAn20,tackles_loss,0,,,,,
player,201312010htx,nwe,CartAn20,qb_hits,1,,,,,
player,201312010htx,nwe,CartAn20,fumbles_rec,0,,,,,
player,201312010htx,nwe,CartAn20,fumbles_rec_yds,0,,,,,
player,201312010htx,nwe,CartAn20,fumbles_rec_td,0,,,,,
player,201312010htx,nwe,CartAn20,fumbles_forced,0,,,,,
player,201312010htx,nwe,ColeMa01,def_int,0,,,,,
player,201312010htx,nwe,ColeMa01,def_int_yds,0,,,,,
player,201312010htx,nwe,ColeMa01,def_int_td,0,,,,,
player,201312010htx,nwe,ColeMa01,def_int_long,0,,,,,
player,201312010htx,nwe,ColeMa01,pass_defended,1,,,,,
player,201312010htx,nwe,ColeMa01,sacks,0.0,,,,,
player,201312010htx,nwe,ColeMa01,tackles_combined,0,,,,,
player,201312010htx,nwe,ColeMa01,tackles_solo,0,,,,,
player,201312010htx,nwe,ColeMa01,tackles_assists,0,,,,,
player,201312010htx,nwe,ColeMa01,tackles_loss,0,,,,,
player,201312010htx,nwe,ColeMa01,qb_hits,0,,,,,
player,201312010htx,nwe,ColeMa01,fumbles_rec,0,,,,,
player,201312010htx,nwe,ColeMa01,fumbles_rec_yds,0,,,,,
player,201312010htx,nwe,ColeMa01,fumbles_rec_td,0,,,,,
player,201312010htx,nwe,ColeMa01,fumbles_forced,0,,,,,
player,201312010htx,htx,JoseJo20,def_int,1,,,,,
player,201312010htx,htx,JoseJo20,def_int_yds,31,,,,,
player,201312010htx,htx,JoseJo20,def_int_td,0,,,,,
player,201312010htx,htx,JoseJo20,def_int_long,31,,,,,
player,201312010htx,htx,JoseJo20,pass_defended,1,,,,,
player,201312010htx,htx,JoseJo20,sacks,0.0,,,,,
player,201312010htx,htx,JoseJo20,tackles_combined,3,,,,,
player,201312010htx,htx,JoseJo20,tackles_solo,3,,,,,
player,201312010htx,htx,JoseJo20,tackles_assists,0,,,,,
player,201312010htx,htx,JoseJo20,tackles_loss,0,,,,,
player,201312010htx,htx,JoseJo20,qb_hits,0,,,,,
player,201312010htx,htx,JoseJo20,fumbles_rec,0,,,,,
player,201312010htx,htx,JoseJo20,fumbles_rec_yds,0,,,,,
player,201312010htx,htx,JoseJo20,fumbles_rec_td,0,,,,,
player,201312010htx,htx,JoseJo20,fumbles_forced,0,,,,,
player,201312010htx,htx,MercWh00,def_int,0,,,,,
player,201312010htx,htx,MercWh00,def_int_yds,0,,,,,
player,201312010htx,htx,MercWh00,def_int_td,0,,,,,
player,201312010htx,htx,MercWh00,def_int_long,0,,,,,
player,201312010htx,htx,MercWh00,pass_defended,0,,,,,
player,201312010htx,htx,MercWh00,sacks,0.5,,,,,
player,201312010htx,htx,MercWh00,tackles_combined,3,,,,,
player,201312010htx,htx,MercWh00,tackles_solo,2,,,,,
player,201312010htx,htx,MercWh00,tackles_assists,1,,,,,
player,201312010htx,htx,MercWh00,tackles_loss,0,,,,,
player,201312010htx,htx,MercWh00,qb_hits,1,,,,,
player,201312010htx,htx,MercWh00,fumbles_rec,0,,,,,
player,201312010htx,htx,MercWh00,fumbles_rec_yds,0,,,,,
player,201312010htx,htx,MercWh00,fumbles_rec_td,0,,,,,
player,201312010htx,htx,MercWh00,fumbles_forced,0,,,,,
player,201312010htx,htx,TarpJe00,def_int,0,,,,,
player,201312010htx,htx,TarpJe00,def_int_yds,0,,,,,
player,201312010htx,htx,TarpJe00,def_int_td,0,,,,,
player,201312010htx,htx,TarpJe00,def_int_long,0,,,,,
player,201312010htx,htx,TarpJe00,pass_defended,0,,,,,
player,201312010htx,htx,TarpJe00,sacks,0.5,,,,,
player,201312010htx,htx,TarpJe00,tackles_combined,2,,,,,
player,201312010htx,htx,TarpJe00,tackles_solo,1,,,,,
player,201312010htx,htx,TarpJe00,tackles_assists,1,,,,,
player,201312010htx,htx,TarpJe00,tackles_loss,0,,,,,
player,201312010htx,htx,TarpJe00,qb_hits,1,,,,,
player,201312010htx,htx,TarpJe00,fumbles_rec,0,,,,,
player,201312010htx,htx,TarpJe00,fumbles_rec_yds,0,,,,,
player,201312010htx,htx,TarpJe00,fumbles_rec_td,0,,,,,
player,201312010htx,htx,TarpJe00,fumbles_forced,0,,,,,
player,201312010htx,htx,SharDa01,def_int,0,,,,,
player,201312010htx,htx,SharDa01,def_int_yds,0,,,,,
player,201312010htx,htx,SharDa01,def_int_td,0,,,,,
player,201312010htx,htx,SharDa01,def_int_long,0,,,,,
player,201312010htx,htx,SharDa01,pass_defended,0,,,,,
player,201312010htx,htx,SharDa01,sacks,0.0,,,,,
player,201312010htx,htx,SharDa01,tackles_combined,9,,,,,
player,201312010htx,htx,SharDa01,tackles_solo,6,,,,,
player,201312010htx,htx,SharDa01,tackles_assists,3,,,,,
player,201312010htx,htx,SharDa01,tackles_loss,0,,,,,
player,201312010htx,htx,SharDa01,qb_hits,0,,,,,
player,201312010htx,htx,SharDa01,fumbles_rec,0,,,,,
player,201312010htx,htx,SharDa01,fumbles_rec_yds,0,,,,,
player,201312010htx,htx,SharDa01,fumbles_rec_td,0,,,,,
player,201312010htx,htx,SharDa01,fumbles_forced,0,,,,,
player,201312010htx,htx,SweaDJ00,def_int,0,,,,,
player,201312010htx,htx,SweaDJ00,def_int_yds,0,,,,,
player,201312010htx,htx,SweaDJ00,def_int_td,0,,,,,
player,201312010htx,htx,SweaDJ00,def_int_long,0,,,,,
player,201312010htx,htx,SweaDJ00,pass_defended,0,,,,,
player,201312010htx,htx,SweaDJ00,sacks,0.0,,,,,
player,201312010htx,htx,SweaDJ00,tackles_combined,8,,,,,
player,201312010htx,htx,SweaDJ00,tackles_solo,7,,,,,
player,201312010htx,htx,SweaDJ00,tackles_assists,1,,,,,
player,201312010htx,htx,SweaDJ00,tackles_loss,1,,,,,
player,201312010htx,htx,SweaDJ00,qb_hits,0,,,,,
player,201312010htx,htx,SweaDJ00,fumbles_rec,0,,,,,
player,201312010htx,htx,SweaDJ00,fumbles_rec_yds,0,,,,,
player,201312010htx,htx,SweaDJ00,fumbles_rec_td,0,,,,,
player,201312010htx,htx,SweaDJ00,fumbles_forced,0,,,,,
player,201312010htx,htx,MaysJo99,def_int,0,,,,,
player,201312010htx,htx,MaysJo99,def_int_yds,0,,,,,
player,201312010htx,htx,MaysJo99,def_int_td,0,,,,,
player,201312010htx,htx,MaysJo99,def_int_long,0,,,,,
player,201312010htx,htx,MaysJo99,pass_defended,0,,,,,
player,201312010htx,htx,MaysJo99,sacks,0.0,,,,,
player,201312010htx,htx,MaysJo99,tackles_combined,7,,,,,
player,201312010htx,htx,MaysJo99,tackles_solo,6,,,,,
player,201312010htx,htx,MaysJo99,tackles_assists,1,,,,,
player,201312010htx,htx,MaysJo99,tackles_loss,0,,,,,
player,201312010htx,htx,MaysJo99,qb_hits,0,,,,,
player,201312010htx,htx,MaysJo99,fumbles_rec,0,,,,,
player,201312010htx,htx,MaysJo99,fumbles_rec_yds,0,,,,,
player,201312010htx,htx,MaysJo99,fumbles_rec_td,0,,,,,
player,201312010htx,htx,MaysJo99,fumbles_forced,0,,,,,
player,201312010htx,htx,KeoxSh00,def_int,0,,,,,
player,201312010htx,htx,KeoxSh00,def_int_yds,0,,,,,
player,201312010htx,htx,KeoxSh00,def_int_td,0,,,,,
player,201312010htx,htx,KeoxSh00,def_int_long,0,,,,,
player,201312010htx,htx,KeoxSh00,pass_defended,0,,,,,
player,201312010htx,htx,KeoxSh00,sacks,0.0,,,,,
player,201312010htx,htx,KeoxSh00,tackles_combined,5,,,,,
player,201312010htx,htx,KeoxSh00,tackles_solo,5,,,,,
player,201312010htx,htx,KeoxSh00,tackles_assists,0,,,,,
player,201312010htx,htx,KeoxSh00,tackles_loss,0,,,,,
player,201312010htx,htx,KeoxSh00,qb_hits,0,,,,,
player,201312010htx,htx,KeoxSh00,fumbles_rec,0,,,,,
player,201312010htx,htx,KeoxSh00,fumbles_rec_yds,0,,,,,
player,201312010htx,htx,KeoxSh00,fumbles_rec_td,0,,,,,
player,201312010htx,htx,KeoxSh00,fumbles_forced,0,,,,,
player,201312010htx,htx,WattJ.00,def_int,0,,,,,
player,201312010htx,htx,WattJ.00,def_int_yds,0,,,,,
player,201312010htx,htx,WattJ.00,def_int_td,0,,,,,
player,201312010htx,htx,WattJ.00,def_int_long,0,,,,,
player,201312010htx,htx,WattJ.00,pass_defended,1,,,,,
player,201312010htx,htx,WattJ.00,sacks,0.0,,,,,
player,201312010htx,htx,WattJ.00,tackles_combined,5,,,,,
player,201312010htx,htx,WattJ.00,tackles_solo,5,,,,,
player,201312010htx,htx,WattJ.00,tackles_assists,0,,,,,
player,201312010htx,htx,WattJ.00,tackles_loss,0,,,,,
player,201312010htx,htx,WattJ.00,qb_hits,3,,,,,
player,201312010htx,htx,WattJ.00,fumbles_rec,0,,,,,
player,201312010htx,htx,WattJ.00,fumbles_rec_yds,0,,,,,
player,201312010htx,htx,WattJ.00,fumbles_rec_td,0,,,,,
player,201312010htx,htx,WattJ.00,fumbles_forced,0,,,,,
player,201312010htx,htx,McCaBr99,def_int,0,,,,,
player,201312010htx,htx,McCaBr99,def_int_yds,0,,,,,
player,201312010htx,htx,McCaBr99,def_int_td,0,,,,,
player,201312010htx,htx,McCaBr99,def_int_long,0,,,,,
player,201312010htx,htx,McCaBr99,pass_defended,0,,,,,
player,201312010htx,htx,McCaBr99,sacks,0.0,,,,,
player,201312010htx,htx,McCaBr99,tackles_combined,4,,,,,
player,201312010htx,htx,McCaBr99,tackles_solo,4,,,,,
player,201312010htx,htx,McCaBr99,tackles_assists,0,,,,,
player,201312010htx,htx,McCaBr99,tackles_loss,0,,,,,
player,201312010htx,htx,McCaBr99,qb_hits,0,,,,,
player,201312010htx,htx,McCaBr99,fumbles_rec,0,,,,,
player,201312010htx,htx,McCaBr99,fumbles_rec_yds,0,,,,,
player,201312010htx,htx,McCaBr99,fumbles_rec_td,0,,,,,
player,201312010htx,htx,McCaBr99,fumbles_forced,0,,,,,
player,201312010htx,htx,PleaEd00,def_int,0,,,,,
player,201312010htx,htx,PleaEd00,def_int_yds,0,,,,,
player,201312010htx,htx,PleaEd00,def_int_td,0,,,,,
player,201312010htx,htx,PleaEd00,def_int_long,0,,,,,
player,201312010htx,htx,PleaEd00,pass_defended,2,,,,,
player,201312010htx,htx,PleaEd00,sacks,0.0,,,,,
player,201312010htx,htx,PleaEd00,tackles_combined,4,,,,,
player,201312010htx,htx,PleaEd00,tackles_solo,4,,,,,
player,201312010htx,htx,PleaEd00,tackles_assists,0,,,,,
player,201312010htx,htx,PleaEd00,tackles_loss,0,,,,,
player,201312010htx,htx,PleaEd00,qb_hits,0,,,,,
player,201312010htx,htx,PleaEd00,fumbles_rec,0,,,,,
player,201312010htx,htx,PleaEd00,fumbles_rec_yds,0,,,,,
player,201312010htx,htx,PleaEd00,fumbles_rec_td,0,,,,,
player,201312010htx,htx,PleaEd00,fumbles_forced,0,,,,,
player,201312010htx,htx,JackKa99,def_int,0,,,,,
player,201312010htx,htx,JackKa99,def_int_yds,0,,,,,
player,201312010htx,htx,JackKa99,def_int_td,0,,,,,
player,201312010htx,htx,JackKa99,def_int_long,0,,,,,
player,201312010htx,htx,JackKa99,pass_defended,0,,,,,
player,201312010htx,htx,JackKa99,sacks,0.0,,,,,
player,201312010htx,htx,JackKa99,tackles_combined,3,,,,,
player,201312010htx,htx,JackKa99,tackles_solo,2,,,,,
player,201312010htx,htx,JackKa99,tackles_assists,1,,,,,
player,201312010htx,htx,JackKa99,tackles_loss,0,,,,,
player,201312010htx,htx,JackKa99,qb_hits,0,,,,,
player,201312010htx,htx,JackKa99,fumbles_rec,0,,,,,
player,201312010htx,htx,JackKa99,fumbles_rec_yds,0,,,,,
player,201312010htx,htx,JackKa99,fumbles_rec_td,0,,,,,
player,201312010htx,htx,JackKa99,fumbles_forced,0,,,,,
player,201312010htx,htx,MitcEa99,def_int,0,,,,,
player,201312010htx,htx,MitcEa99,def_int_yds,0,,,,,
player,201312010htx,htx,MitcEa99,def_int_td,0,,,,,
player,201312010htx,htx,MitcEa99,def_int_long,0,,,,,
player,201312010htx,htx,MitcEa99,pass_defended,0,,,,,
player,201312010htx,htx,MitcEa99,sacks,0.0,,,,,
player,201312010htx,htx,MitcEa99,tackles_combined,3,,,,,
player,201312010htx,htx,MitcEa99,tackles_solo,2,,,,,
player,201312010htx,htx,MitcEa99,tackles_assists,1,,,,,
player,201312010htx,htx,MitcEa99,tackles_loss,0,,,,,
player,201312010htx,htx,MitcEa99,qb_hits,0,,,,,
player,201312010htx,htx,MitcEa99,fumbles_rec,0,,,,,
player,201312010htx,htx,MitcEa99,fumbles_rec_yds,0,,,,,
player,201312010htx,htx,MitcEa99,fumbles_rec_td,0,,,,,
player,201312010htx,htx,MitcEa99,fumbles_forced,0,,,,,
player,201312010htx,htx,MackEl20,def_int,0,,,,,
player,201312010htx,htx,MackEl20,def_int_yds,0,,,,,
player,201312010htx,htx,MackEl20,def_int_td,0,,,,,
player,201312010htx,htx,MackEl20,def_int_long,0,,,,,
player,201312010htx,htx,MackEl20,pass_defended,0,,,,,
player,201312010htx,htx,MackEl20,sacks,0.0,,,,,
player,201312010htx,htx,MackEl20,tackles_combined,2,,,,,
player,201312010htx,htx,MackEl20,tackles_solo,2,,,,,
player,201312010htx,htx,MackEl20,tackles_assists,0,,,,,
player,201312010htx,htx,MackEl20,tackles_loss,0,,,,,
player,201312010htx,htx,MackEl20,qb_hits,0,,,,,
player,201312010htx,htx,MackEl20,fumbles_rec,0,,,,,
player,201312010htx,htx,MackEl20,fumbles_rec_yds,0,,,,,
player,201312010htx,htx,MackEl20,fumbles_rec_td,0,,,,,
player,201312010htx,htx,MackEl20,fumbles_forced,0,,,,,
player,201312010htx,htx,ReedBr00,def_int,0,,,,,
player,201312010htx,htx,ReedBr00,def_int_yds,0,,,,,
player,201312010htx,htx,ReedBr00,def_int_td,0,,,,,
player,201312010htx,htx,ReedBr00,def_int_long,0,,,,,
player,201312010htx,htx,ReedBr00,pass_defended,0,,,,,
player,201312010htx,htx,ReedBr00,sacks,0.0,,,,,
player,201312010htx,htx,ReedBr00,tackles_combined,2,,,,,
player,201312010htx,htx,ReedBr00,tackles_solo,1,,,,,
player,201312010htx,htx,ReedBr00,tackles_assists,1,,,,,
player,201312010htx,htx,ReedBr00,tackles_loss,0,,,,,
player,201312010htx,htx,ReedBr00,qb_hits,0,,,,,
player,201312010htx,htx,ReedBr00,fumbles_rec,0,,,,,
player,201312010htx,htx,ReedBr00,fumbles_rec_yds,0,,,,,
player,201312010htx,htx,ReedBr00,fumbles_rec_td,0,,,,,
player,201312010htx,htx,ReedBr00,fumbles_forced,0,,,,,
player,201312010htx,htx,SmitAn22,def_int,0,,,,,
player,201312010htx,htx,SmitAn22,def_int_yds,0,,,,,
player,201312010htx,htx,SmitAn22,def_int_td,0,,,,,
