game,2013,13,20131128,201311280dal,rai,"Oakland Raiders",24,dal,"Dallas Cowboys",31
player,201311280dal,rai,SimsPa99,sacks,0.0,,,,,
player,201311280dal,rai,SimsPa99,tackles_combined,3,,,,,
player,201311280dal,rai,SimsPa99,tackles_solo,3,,,,,
player,201311280dal,rai,SimsPa99,tackles_assists,0,,,,,
player,201311280dal,rai,SimsPa99,tackles_loss,1,,,,,
player,201311280dal,rai,SimsPa99,qb_hits,0,,,,,
player,201311280dal,rai,SimsPa99,fumbles_rec,0,,,,,
player,201311280dal,rai,SimsPa99,fumbles_rec_yds,0,,,,,
player,201311280dal,rai,SimsPa99,fumbles_rec_td,0,,,,,
player,201311280dal,rai,SimsPa99,fumbles_forced,0,,,,,
player,201311280dal,rai,WalkVa99,def_int,0,,,,,
player,201311280dal,rai,WalkVa99,def_int_yds,0,,,,,
player,201311280dal,rai,WalkVa99,def_int_td,0,,,,,
player,201311280dal,rai,WalkVa99,def_int_long,0,,,,,
player,201311280dal,rai,WalkVa99,pass_defended,0,,,,,
player,201311280dal,rai,WalkVa99,sacks,0.0,,,,,
player,201311280dal,rai,WalkVa99,tackles_combined,3,,,,,
player,201311280dal,rai,WalkVa99,tackles_solo,1,,,,,
player,201311280dal,rai,WalkVa99,tackles_assists,2,,,,,
player,201311280dal,rai,WalkVa99,tackles_loss,0,,,,,
player,201311280dal,rai,WalkVa99,qb_hits,0,,,,,
player,201311280dal,rai,WalkVa99,fumbles_rec,0,,,,,
player,201311280dal,rai,WalkVa99,fumbles_rec_yds,0,,,,,
player,201311280dal,rai,WalkVa99,fumbles_rec_td,0,,,,,
player,201311280dal,rai,WalkVa99,fumbles_forced,0,,,,,
player,201311280dal,rai,YounUs99,def_int,0,,,,,
player,201311280dal,rai,YounUs99,def_int_yds,0,,,,,
player,201311280dal,rai,YounUs99,def_int_td,0,,,,,
player,201311280dal,rai,YounUs99,def_int_long,0,,,,,
player,201311280dal,rai,YounUs99,pass_defended,0,,,,,
player,201311280dal,rai,YounUs99,sacks,0.0,,,,,
player,201311280dal,rai,YounUs99,tackles_combined,3,,,,,
player,201311280dal,rai,YounUs99,tackles_solo,3,,,,,
player,201311280dal,rai,YounUs99,tackles_assists,0,,,,,
player,201311280dal,rai,YounUs99,tackles_loss,0,,,,,
player,201311280dal,rai,YounUs99,qb_hits,0,,,,,
player,201311280dal,rai,YounUs99,fumbles_rec,0,,,,,
player,201311280dal,rai,YounUs99,fumbles_rec_yds,0,,,,,
player,201311280dal,rai,YounUs99,fumbles_rec_td,0,,,,,
player,201311280dal,rai,YounUs99,fumbles_forced,0,,,,,
player,201311280dal,rai,BurnKa00,def_int,0,,,,,
player,201311280dal,rai,BurnKa00,def_int_yds,0,,,,,
player,201311280dal,rai,BurnKa00,def_int_td,0,,,,,
player,201311280dal,rai,BurnKa00,def_int_long,0,,,,,
player,201311280dal,rai,BurnKa00,pass_defended,0,,,,,
player,201311280dal,rai,BurnKa00,sacks,0.0,,,,,
player,201311280dal,rai,BurnKa00,tackles_combined,2,,,,,
player,201311280dal,rai,BurnKa00,tackles_solo,2,,,,,
player,201311280dal,rai,BurnKa00,tackles_assists,0,,,,,
player,201311280dal,rai,BurnKa00,tackles_loss,0,,,,,
player,201311280dal,rai,BurnKa00,qb_hits,0,,,,,
player,201311280dal,rai,BurnKa00,fumbles_rec,0,,,,,
player,201311280dal,rai,BurnKa00,fumbles_rec_yds,0,,,,,
player,201311280dal,rai,BurnKa00,fumbles_rec_td,0,,,,,
player,201311280dal,rai,BurnKa00,fumbles_forced,1,,,,,
player,201311280dal,rai,HousLa99,def_int,0,,,,,
player,201311280dal,rai,HousLa99,def_int_yds,0,,,,,
player,201311280dal,rai,HousLa99,def_int_td,0,,,,,
player,201311280dal,rai,HousLa99,def_int_long,0,,,,,
player,201311280dal,rai,HousLa99,pass_defended,0,,,,,
player,201311280dal,rai,HousLa99,sacks,0.0,,,,,
player,201311280dal,rai,HousLa99,tackles_combined,2,,,,,
player,201311280dal,rai,HousLa99,tackles_solo,2,,,,,
player,201311280dal,rai,HousLa99,tackles_assists,0,,,,,
player,201311280dal,rai,HousLa99,tackles_loss,0,,,,,
player,201311280dal,rai,HousLa99,qb_hits,0,,,,,
player,201311280dal,rai,HousLa99,fumbles_rec,0,,,,,
player,201311280dal,rai,HousLa99,fumbles_rec_yds,0,,,,,
player,201311280dal,rai,HousLa99,fumbles_rec_td,0,,,,,
player,201311280dal,rai,HousLa99,fumbles_forced,0,,,,,
player,201311280dal,rai,BurrMi00,def_int,0,,,,,
player,201311280dal,rai,BurrMi00,def_int_yds,0,,,,,
player,201311280dal,rai,BurrMi00,def_int_td,0,,,,,
player,201311280dal,rai,BurrMi00,def_int_long,0,,,,,
player,201311280dal,rai,BurrMi00,pass_defended,0,,,,,
player,201311280dal,rai,BurrMi00,sacks,0.0,,,,,
player,201311280dal,rai,BurrMi00,tackles_combined,1,,,,,
player,201311280dal,rai,BurrMi00,tackles_solo,0,,,,,
player,201311280dal,rai,BurrMi00,tackles_assists,1,,,,,
player,201311280dal,rai,BurrMi00,tackles_loss,0,,,,,
player,201311280dal,rai,BurrMi00,qb_hits,0,,,,,
player,201311280dal,rai,BurrMi00,fumbles_rec,0,,,,,
player,201311280dal,rai,BurrMi00,fumbles_rec_yds,0,,,,,
player,201311280dal,rai,BurrMi00,fumbles_rec_td,0,,,,,
player,201311280dal,rai,BurrMi00,fumbles_forced,0,,,,,
player,201311280dal,rai,ChekCh00,def_int,0,,,,,
player,201311280dal,rai,ChekCh00,def_int_yds,0,,,,,
player,201311280dal,rai,ChekCh00,def_int_td,0,,,,,
player,201311280dal,rai,ChekCh00,def_int_long,0,,,,,
player,201311280dal,rai,ChekCh00,pass_defended,0,,,,,
player,201311280dal,rai,ChekCh00,sacks,0.0,,,,,
player,201311280dal,rai,ChekCh00,tackles_combined,1,,,,,
player,201311280dal,rai,ChekCh00,tackles_solo,1,,,,,
player,201311280dal,rai,ChekCh00,tackles_assists,0,,,,,
player,201311280dal,rai,ChekCh00,tackles_loss,0,,,,,
player,201311280dal,rai,ChekCh00,qb_hits,0,,,,,
player,201311280dal,rai,ChekCh00,fumbles_rec,0,,,,,
player,201311280dal,rai,ChekCh00,fumbles_rec_yds,0,,,,,
player,201311280dal,rai,ChekCh00,fumbles_rec_td,0,,,,,
player,201311280dal,rai,ChekCh00,fumbles_forced,0,,,,,
player,201311280dal,rai,CondJo20,def_int,0,,,,,
player,201311280dal,rai,CondJo20,def_int_yds,0,,,,,
player,201311280dal,rai,CondJo20,def_int_td,0,,,,,
player,201311280dal,rai,CondJo20,def_int_long,0,,,,,
player,201311280dal,rai,CondJo20,pass_defended,0,,,,,
player,201311280dal,rai,CondJo20,sacks,0.0,,,,,
player,201311280dal,rai,CondJo20,tackles_combined,1,,,,,
player,201311280dal,rai,CondJo20,tackles_solo,1,,,,,
player,201311280dal,rai,CondJo20,tackles_assists,0,,,,,
player,201311280dal,rai,CondJo20,tackles_loss,0,,,,,
player,201311280dal,rai,CondJo20,qb_hits,0,,,,,
player,201311280dal,rai,CondJo20,fumbles_rec,0,,,,,
player,201311280dal,rai,CondJo20,fumbles_rec_yds,0,,,,,
player,201311280dal,rai,CondJo20,fumbles_rec_td,0,,,,,
player,201311280dal,rai,CondJo20,fumbles_forced,0,,,,,
player,201311280dal,rai,CrawJa00,def_int,0,,,,,
player,201311280dal,rai,CrawJa00,def_int_yds,0,,,,,
player,201311280dal,rai,CrawJa00,def_int_td,0,,,,,
player,201311280dal,rai,CrawJa00,def_int_long,0,,,,,
player,201311280dal,rai,CrawJa00,pass_defended,0,,,,,
player,201311280dal,rai,CrawJa00,sacks,0.0,,,,,
player,201311280dal,rai,CrawJa00,tackles_combined,1,,,,,
player,201311280dal,rai,CrawJa00,tackles_solo,1,,,,,
player,201311280dal,rai,CrawJa00,tackles_assists,0,,,,,
player,201311280dal,rai,CrawJa00,tackles_loss,,,,,,
player,201311280dal,rai,CrawJa00,qb_hits,,,,,,
player,201311280dal,rai,CrawJa00,fumbles_rec,0,,,,,
player,201311280dal,rai,CrawJa00,fumbles_rec_yds,0,,,,,
player,201311280dal,rai,CrawJa00,fumbles_rec_td,0,,,,,
player,201311280dal,rai,CrawJa00,fumbles_forced,0,,,,,
player,201311280dal,rai,JoneTa00,def_int,0,,,,,
player,201311280dal,rai,JoneTa00,def_int_yds,0,,,,,
player,201311280dal,rai,JoneTa00,def_int_td,0,,,,,
player,201311280dal,rai,JoneTa00,def_int_long,0,,,,,
player,201311280dal,rai,JoneTa00,pass_defended,0,,,,,
player,201311280dal,rai,JoneTa00,sacks,0.0,,,,,
player,201311280dal,rai,JoneTa00,tackles_combined,1,,,,,
player,201311280dal,rai,JoneTa00,tackles_solo,1,,,,,
player,201311280dal,rai,JoneTa00,tackles_assists,0,,,,,
player,201311280dal,rai,JoneTa00,tackles_loss,0,,,,,
player,201311280dal,rai,JoneTa00,qb_hits,0,,,,,
player,201311280dal,rai,JoneTa00,fumbles_rec,0,,,,,
player,201311280dal,rai,JoneTa00,fumbles_rec_yds,0,,,,,
player,201311280dal,rai,JoneTa00,fumbles_rec_td,0,,,,,
player,201311280dal,rai,JoneTa00,fumbles_forced,0,,,,,
player,201311280dal,rai,MuirDa20,def_int,0,,,,,
player,201311280dal,rai,MuirDa20,def_int_yds,0,,,,,
player,201311280dal,rai,MuirDa20,def_int_td,0,,,,,
player,201311280dal,rai,MuirDa20,def_int_long,0,,,,,
player,201311280dal,rai,MuirDa20,pass_defended,0,,,,,
player,201311280dal,rai,MuirDa20,sacks,0.0,,,,,
player,201311280dal,rai,MuirDa20,tackles_combined,1,,,,,
player,201311280dal,rai,MuirDa20,tackles_solo,0,,,,,
player,201311280dal,rai,MuirDa20,tackles_assists,1,,,,,
player,201311280dal,rai,MuirDa20,tackles_loss,0,,,,,
player,201311280dal,rai,MuirDa20,qb_hits,0,,,,,
player,201311280dal,rai,MuirDa20,fumbles_rec,0,,,,,
player,201311280dal,rai,MuirDa20,fumbles_rec_yds,0,,,,,
player,201311280dal,rai,MuirDa20,fumbles_rec_td,0,,,,,
player,201311280dal,rai,MuirDa20,fumbles_forced,0,,,,,
player,201311280dal,rai,OlawJa00,def_int,0,,,,,
player,201311280dal,rai,OlawJa00,def_int_yds,0,,,,,
player,201311280dal,rai,OlawJa00,def_int_td,0,,,,,
player,201311280dal,rai,OlawJa00,def_int_long,0,,,,,
player,201311280dal,rai,OlawJa00,pass_defended,0,,,,,
player,201311280dal,rai,OlawJa00,sacks,0.0,,,,,
player,201311280dal,rai,OlawJa00,tackles_combined,1,,,,,
player,201311280dal,rai,OlawJa00,tackles_solo,1,,,,,
player,201311280dal,rai,OlawJa00,tackles_assists,0,,,,,
player,201311280dal,rai,OlawJa00,tackles_loss,0,,,,,
player,201311280dal,rai,OlawJa00,qb_hits,0,,,,,
player,201311280dal,rai,OlawJa00,fumbles_rec,0,,,,,
player,201311280dal,rai,OlawJa00,fumbles_rec_yds,0,,,,,
player,201311280dal,rai,OlawJa00,fumbles_rec_td,0,,,,,
player,201311280dal,rai,OlawJa00,fumbles_forced,0,,,,,
player,201311280dal,rai,JenkGr00,def_int,0,,,,,
player,201311280dal,rai,JenkGr00,def_int_yds,0,,,,,
player,201311280dal,rai,JenkGr00,def_int_td,0,,,,,
player,201311280dal,rai,JenkGr00,def_int_long,0,,,,,
player,201311280dal,rai,JenkGr00,pass_defended,0,,,,,
player,201311280dal,rai,JenkGr00,sacks,0.0,,,,,
player,201311280dal,rai,JenkGr00,tackles_combined,0,,,,,
player,201311280dal,rai,JenkGr00,tackles_solo,0,,,,,
player,201311280dal,rai,JenkGr00,tackles_assists,0,,,,,
player,201311280dal,rai,JenkGr00,tackles_loss,0,,,,,
player,201311280dal,rai,JenkGr00,qb_hits,0,,,,,
player,201311280dal,rai,JenkGr00,fumbles_rec,1,,,,,
player,201311280dal,rai,JenkGr00,fumbles_rec_yds,23,,,,,
player,201311280dal,rai,JenkGr00,fumbles_rec_td,1,,,,,
player,201311280dal,rai,JenkGr00,fumbles_forced,0,,,,,
player,201311280dal,rai,RobiRy01,def_int,0,,,,,
player,201311280dal,rai,RobiRy01,def_int_yds,0,,,,,
player,201311280dal,rai,RobiRy01,def_int_td,0,,,,,
player,201311280dal,rai,RobiRy01,def_int_long,0,,,,,
player,201311280dal,rai,RobiRy01,pass_defended,1,,,,,
player,201311280dal,rai,RobiRy01,sacks,0.0,,,,,
player,201311280dal,rai,RobiRy01,tackles_combined,0,,,,,
player,201311280dal,rai,RobiRy01,tackles_solo,0,,,,,
player,201311280dal,rai,RobiRy01,tackles_assists,0,,,,,
player,201311280dal,rai,RobiRy01,tackles_loss,0,,,,,
player,201311280dal,rai,RobiRy01,qb_hits,0,,,,,
player,201311280dal,rai,RobiRy01,fumbles_rec,0,,,,,
player,201311280dal,rai,RobiRy01,fumbles_rec_yds,0,,,,,
player,201311280dal,rai,RobiRy01,fumbles_rec_td,0,,,,,
player,201311280dal,rai,RobiRy01,fumbles_forced,0,,,,,
player,201311280dal,rai,McGeSt01,def_int,,,,,,
player,201311280dal,rai,McGeSt01,def_int_yds,,,,,,
player,201311280dal,rai,McGeSt01,def_int_td,,,,,,
player,201311280dal,rai,McGeSt01,def_int_long,,,,,,
player,201311280dal,rai,McGeSt01,pass_defended,0,,,,,
player,201311280dal,rai,McGeSt01,sacks,0.0,,,,,
player,201311280dal,rai,McGeSt01,tackles_combined,0,,,,,
player,201311280dal,rai,McGeSt01,tackles_solo,0,,,,,
player,201311280dal,rai,McGeSt01,tackles_assists,0,,,,,
player,201311280dal,rai,McGeSt01,tackles_loss,0,,,,,
player,201311280dal,rai,McGeSt01,qb_hits,1,,,,,
player,201311280dal,rai,McGeSt01,fumbles_rec,0,,,,,
player,201311280dal,rai,McGeSt01,fumbles_rec_yds,,,,,,
player,201311280dal,rai,McGeSt01,fumbles_rec_td,,,,,,
player,201311280dal,rai,McGeSt01,fumbles_forced,0,,,,,
player,201311280dal,dal,CarrBr99,def_int,1,,,,,
player,201311280dal,dal,CarrBr99,def_int_yds,0,,,,,
player,201311280dal,dal,CarrBr99,def_int_td,0,,,,,
player,201311280dal,dal,CarrBr99,def_int_long,0,,,,,
player,201311280dal,dal,CarrBr99,pass_defended,1,,,,,
player,201311280dal,dal,CarrBr99,sacks,0.0,,,,,
player,201311280dal,dal,CarrBr99,tackles_combined,3,,,,,
player,201311280dal,dal,CarrBr99,tackles_solo,3,,,,,
player,201311280dal,dal,CarrBr99,tackles_assists,0,,,,,
player,201311280dal,dal,CarrBr99,tackles_loss,0,,,,,
player,201311280dal,dal,CarrBr99,qb_hits,0,,,,,
player,201311280dal,dal,CarrBr99,fumbles_rec,0,,,,,
player,201311280dal,dal,CarrBr99,fumbles_rec_yds,0,,,,,
player,201311280dal,dal,CarrBr99,fumbles_rec_td,0,,,,,
player,201311280dal,dal,CarrBr99,fumbles_forced,0,,,,,
player,201311280dal,dal,ChurBa99,def_int,0,,,,,
player,201311280dal,dal,ChurBa99,def_int_yds,0,,,,,
player,201311280dal,dal,ChurBa99,def_int_td,0,,,,,
player,201311280dal,dal,ChurBa99,def_int_long,0,,,,,
player,201311280dal,dal,ChurBa99,pass_defended,0,,,,,
player,201311280dal,dal,ChurBa99,sacks,0.0,,,,,
player,201311280dal,dal,ChurBa99,tackles_combined,8,,,,,
player,201311280dal,dal,ChurBa99,tackles_solo,6,,,,,
player,201311280dal,dal,ChurBa99,tackles_assists,2,,,,,
player,201311280dal,dal,ChurBa99,tackles_loss,0,,,,,
player,201311280dal,dal,ChurBa99,qb_hits,0,,,,,
player,201311280dal,dal,ChurBa99,fumbles_rec,0,,,,,
player,201311280dal,dal,ChurBa99,fumbles_rec_yds,0,,,,,
player,201311280dal,dal,ChurBa99,fumbles_rec_td,0,,,,,
player,201311280dal,dal,ChurBa99,fumbles_forced,0,,,,,
player,201311280dal,dal,HeatJe00,def_int,0,,,,,
player,201311280dal,dal,HeatJe00,def_int_yds,0,,,,,
player,201311280dal,dal,HeatJe00,def_int_td,0,,,,,
player,201311280dal,dal,HeatJe00,def_int_long,0,,,,,
player,201311280dal,dal,HeatJe00,pass_defended,1,,,,,
player,201311280dal,dal,HeatJe00,sacks,0.0,,,,,
player,201311280dal,dal,HeatJe00,tackles_combined,7,,,,,
player,201311280dal,dal,HeatJe00,tackles_solo,6,,,,,
player,201311280dal,dal,HeatJe00,tackles_assists,1,,,,,
player,201311280dal,dal,HeatJe00,tackles_loss,1,,,,,
player,201311280dal,dal,HeatJe00,qb_hits,0,,,,,
player,201311280dal,dal,HeatJe00,fumbles_rec,0,,,,,
player,201311280dal,dal,HeatJe00,fumbles_rec_yds,0,,,,,
player,201311280dal,dal,HeatJe00,fumbles_rec_td,0,,,,,
player,201311280dal,dal,HeatJe00,fumbles_forced,0,,,,,
player,201311280dal,dal,CartBr00,def_int,0,,,,,
player,201311280dal,dal,CartBr00,def_int_yds,0,,,,,
player,201311280dal,dal,CartBr00,def_int_td,0,,,,,
player,201311280dal,dal,CartBr00,def_int_long,0,,,,,
player,201311280dal,dal,CartBr00,pass_defended,0,,,,,
player,201311280dal,dal,CartBr00,sacks,0.0,,,,,
player,201311280dal,dal,CartBr00,tackles_combined,6,,,,,
player,201311280dal,dal,CartBr00,tackles_solo,3,,,,,
player,201311280dal,dal,CartBr00,tackles_assists,3,,,,,
player,201311280dal,dal,CartBr00,tackles_loss,0,,,,,
player,201311280dal,dal,CartBr00,qb_hits,0,,,,,
player,201311280dal,dal,CartBr00,fumbles_rec,0,,,,,
player,201311280dal,dal,CartBr00,fumbles_rec_yds,0,,,,,
player,201311280dal,dal,CartBr00,fumbles_rec_td,0,,,,,
player,201311280dal,dal,CartBr00,fumbles_forced,0,,,,,
player,201311280dal,dal,ScanOr99,def_int,0,,,,,
player,201311280dal,dal,ScanOr99,def_int_yds,0,,,,,
player,201311280dal,dal,ScanOr99,def_int_td,0,,,,,
player,201311280dal,dal,ScanOr99,def_int_long,0,,,,,
player,201311280dal,dal,ScanOr99,pass_defended,1,,,,,
player,201311280dal,dal,ScanOr99,sacks,0.0,,,,,
player,201311280dal,dal,ScanOr99,tackles_combined,4,,,,,
player,201311280dal,dal,ScanOr99,tackles_solo,3,,,,,
player,201311280dal,dal,ScanOr99,tackles_assists,1,,,,,
player,201311280dal,dal,ScanOr99,tackles_loss,0,,,,,
player,201311280dal,dal,ScanOr99,qb_hits,0,,,,,
player,201311280dal,dal,ScanOr99,fumbles_rec,0,,,,,
player,201311280dal,dal,ScanOr99,fumbles_rec_yds,0,,,,,
player,201311280dal,dal,ScanOr99,fumbles_rec_td,0,,,,,
player,201311280dal,dal,ScanOr99,fumbles_forced,0,,,,,
player,201311280dal,dal,WilbKy00,def_int,0,,,,,
player,201311280dal,dal,WilbKy00,def_int_yds,0,,,,,
player,201311280dal,dal,WilbKy00,def_int_td,0,,,,,
player,201311280dal,dal,WilbKy00,def_int_long,0,,,,,
player,201311280dal,dal,WilbKy00,pass_defended,0,,,,,
player,201311280dal,dal,WilbKy00,sacks,0.0,,,,,
player,201311280dal,dal,WilbKy00,tackles_combined,4,,,,,
player,201311280dal,dal,WilbKy00,tackles_solo,1,,,,,
player,201311280dal,dal,WilbKy00,tackles_assists,3,,,,,
player,201311280dal,dal,WilbKy00,tackles_loss,0,,,,,
player,201311280dal,dal,WilbKy00,qb_hits,1,,,,,
player,201311280dal,dal,WilbKy00,fumbles_rec,1,,,,,
player,201311280dal,dal,WilbKy00,fumbles_rec_yds,0,,,,,
player,201311280dal,dal,WilbKy00,fumbles_rec_td,0,,,,,
player,201311280dal,dal,WilbKy00,fumbles_forced,0,,,,,
player,201311280dal,dal,LawrCa01,def_int,0,,,,,
player,201311280dal,dal,LawrCa01,def_int_yds,0,,,,,
player,201311280dal,dal,LawrCa01,def_int_td,0,,,,,
player,201311280dal,dal,LawrCa01,def_int_long,0,,,,,
player,201311280dal,dal,LawrCa01,pass_defended,0,,,,,
player,201311280dal,dal,LawrCa01,sacks,0.0,,,,,
player,201311280dal,dal,LawrCa01,tackles_combined,3,,,,,
player,201311280dal,dal,LawrCa01,tackles_solo,3,,,,,
player,201311280dal,dal,LawrCa01,tackles_assists,0,,,,,
player,201311280dal,dal,LawrCa01,tackles_loss,0,,,,,
player,201311280dal,dal,LawrCa01,qb_hits,0,,,,,
player,201311280dal,dal,LawrCa01,fumbles_rec,0,,,,,
player,201311280dal,dal,LawrCa01,fumbles_rec_yds,0,,,,,
player,201311280dal,dal,LawrCa01,fumbles_rec_td,0,,,,,
player,201311280dal,dal,LawrCa01,fumbles_forced,0,,,,,
player,201311280dal,dal,SelvGe99,def_int,0,,,,,
player,201311280dal,dal,SelvGe99,def_int_yds,0,,,,,
player,201311280dal,dal,SelvGe99,def_int_td,0,,,,,
player,201311280dal,dal,SelvGe99,def_int_long,0,,,,,
player,201311280dal,dal,SelvGe99,pass_defended,0,,,,,
player,201311280dal,dal,SelvGe99,sacks,0.0,,,,,
player,201311280dal,dal,SelvGe99,tackles_combined,3,,,,,
player,201311280dal,dal,SelvGe99,tackles_solo,3,,,,,
player,201311280dal,dal,SelvGe99,tackles_assists,0,,,,,
player,201311280dal,dal,SelvGe99,tackles_loss,0,,,,,
player,201311280dal,dal,SelvGe99,qb_hits,1,,,,,
player,201311280dal,dal,SelvGe99,fumbles_rec,0,,,,,
player,201311280dal,dal,SelvGe99,fumbles_rec_yds,0,,,,,
player,201311280dal,dal,SelvGe99,fumbles_rec_td,0,,,,,
player,201311280dal,dal,SelvGe99,fumbles_forced,0,,,,,
player,201311280dal,dal,SimsEr20,def_int,0,,,,,
player,201311280dal,dal,SimsEr20,def_int_yds,0,,,,,
player,201311280dal,dal,SimsEr20,def_int_td,0,,,,,
player,201311280dal,dal,SimsEr20,def_int_long,0,,,,,
player,201311280dal,dal,SimsEr20,pass_defended,0,,,,,
player,201311280dal,dal,SimsEr20,sacks,0.0,,,,,
player,201311280dal,dal,SimsEr20,tackles_combined,3,,,,,
player,201311280dal,dal,SimsEr20,tackles_solo,2,,,,,
player,201311280dal,dal,SimsEr20,tackles_assists,1,,,,,
player,201311280dal,dal,SimsEr20,tackles_loss,0,,,,,
player,201311280dal,dal,SimsEr20,qb_hits,0,,,,,
player,201311280dal,dal,SimsEr20,fumbles_rec,0,,,,,
player,201311280dal,dal,SimsEr20,fumbles_rec_yds,0,,,,,
player,201311280dal,dal,SimsEr20,fumbles_rec_td,0,,,,,
player,201311280dal,dal,SimsEr20,fumbles_forced,0,,,,,
player,201311280dal,dal,WareDe99,def_int,0,,,,,
player,201311280dal,dal,WareDe99,def_int_yds,0,,,,,
player,201311280dal,dal,WareDe99,def_int_td,0,,,,,
player,201311280dal,dal,WareDe99,def_int_long,0,,,,,
player,201311280dal,dal,WareDe99,pass_defended,0,,,,,
player,201311280dal,dal,WareDe99,sacks,0.0,,,,,
player,201311280dal,dal,WareDe99,tackles_combined,3,,,,,
player,201311280dal,dal,WareDe99,tackles_solo,1,,,,,
player,201311280dal,dal,WareDe99,tackles_assists,2,,,,,
player,201311280dal,dal,WareDe99,tackles_loss,1,,,,,
player,201311280dal,dal,WareDe99,qb_hits,0,,,,,
player,201311280dal,dal,WareDe99,fumbles_rec,0,,,,,
player,201311280dal,dal,WareDe99,fumbles_rec_yds,0,,,,,
player,201311280dal,dal,WareDe99,fumbles_rec_td,0,,,,,
player,201311280dal,dal,WareDe99,fumbles_forced,0,,,,,
player,201311280dal,dal,HatcJa20,def_int,0,,,,,
player,201311280dal,dal,HatcJa20,def_int_yds,0,,,,,
player,201311280dal,dal,HatcJa20,def_int_td,0,,,,,
player,201311280dal,dal,HatcJa20,def_int_long,0,,,,,
player,201311280dal,dal,HatcJa20,pass_defended,0,,,,,
player,201311280dal,dal,HatcJa20,sacks,0.0,,,,,
player,201311280dal,dal,HatcJa20,tackles_combined,2,,,,,
player,201311280dal,dal,HatcJa20,tackles_solo,2,,,,,
player,201311280dal,dal,HatcJa20,tackles_assists,0,,,,,
player,201311280dal,dal,HatcJa20,tackles_loss,1,,,,,
player,201311280dal,dal,HatcJa20,qb_hits,0,,,,,
player,201311280dal,dal,HatcJa20,fumbles_rec,0,,,,,
player,201311280dal,dal,HatcJa20,fumbles_rec_yds,0,,,,,
player,201311280dal,dal,HatcJa20,fumbles_rec_td,0,,,,,
player,201311280dal,dal,HatcJa20,fumbles_forced,0,,,,,
player,201311280dal,dal,HaydNi99,def_int,0,,,,,
player,201311280dal,dal,HaydNi99,def_int_yds,0,,,,,
player,201311280dal,dal,HaydNi99,def_int_td,0,,,,,
player,201311280dal,dal,HaydNi99,def_int_long,0,,,,,
player,201311280dal,dal,HaydNi99,pass_defended,0,,,,,
player,201311280dal,dal,HaydNi99,sacks,0.0,,,,,
player,201311280dal,dal,HaydNi99,tackles_combined,2,,,,,
player,201311280dal,dal,HaydNi99,tackles_solo,0,,,,,
player,201311280dal,dal,HaydNi99,tackles_assists,2,,,,,
player,201311280dal,dal,HaydNi99,tackles_loss,0,,,,,
player,201311280dal,dal,HaydNi99,qb_hits,0,,,,,
player,201311280dal,dal,HaydNi99,fumbles_rec,0,,,,,
player,201311280dal,dal,HaydNi99,fumbles_rec_yds,0,,,,,
player,201311280dal,dal,HaydNi99,fumbles_rec_td,0,,,,,
player,201311280dal,dal,HaydNi99,fumbles_forced,0,,,,,
player,201311280dal,dal,WebbBW00,def_int,0,,,,,
player,201311280dal,dal,WebbBW00,def_int_yds,0,,,,,
player,201311280dal,dal,WebbBW00,def_int_td,0,,,,,
player,201311280dal,dal,WebbBW00,def_int_long,0,,,,,
player,201311280dal,dal,WebbBW00,pass_defended,0,,,,,
player,201311280dal,dal,WebbBW00,sacks,0.0,,,,,
player,201311280dal,dal,WebbBW00,tackles_combined,2,,,,,
player,201311280dal,dal,WebbBW00,tackles_solo,2,,,,,
player,201311280dal,dal,WebbBW00,tackles_assists,0,,,,,
player,201311280dal,dal,WebbBW00,tackles_loss,0,,,,,
player,201311280dal,dal,WebbBW00,qb_hits,0,,,,,
player,201311280dal,dal,WebbBW00,fumbles_rec,0,,,,,
player,201311280dal,dal,WebbBW00,fumbles_rec_yds,0,,,,,
player,201311280dal,dal,WebbBW00,fumbles_rec_td,0,,,,,
player,201311280dal,dal,WebbBW00,fumbles_forced,0,,,,,
player,201311280dal,dal,BrowEv99,def_int,0,,,,,
player,201311280dal,dal,BrowEv99,def_int_yds,0,,,,,
player,201311280dal,dal,BrowEv99,def_int_td,0,,,,,
player,201311280dal,dal,BrowEv99,def_int_long,0,,,,,
player,201311280dal,dal,BrowEv99,pass_defended,0,,,,,
player,201311280dal,dal,BrowEv99,sacks,0.0,,,,,
player,201311280dal,dal,BrowEv99,tackles_combined,1,,,,,
player,201311280dal,dal,BrowEv99,tackles_solo,1,,,,,
player,201311280dal,dal,BrowEv99,tackles_assists,0,,,,,
player,201311280dal,dal,BrowEv99,tackles_loss,0,,,,,
player,201311280dal,dal,BrowEv99,qb_hits,0,,,,,
player,201311280dal,dal,BrowEv99,fumbles_rec,0,,,,,
player,201311280dal,dal,BrowEv99,fumbles_rec_yds,0,,,,,
player,201311280dal,dal,BrowEv99,fumbles_rec_td,0,,,,,
player,201311280dal,dal,BrowEv99,fumbles_forced,0,,,,,
player,201311280dal,dal,MoorSt00,def_int,0,,,,,
player,201311280dal,dal,MoorSt00,def_int_yds,0,,,,,
player,201311280dal,dal,MoorSt00,def_int_td,0,,,,,
player,201311280dal,dal,MoorSt00,def_int_long,0,,,,,
player,201311280dal,dal,MoorSt00,pass_defended,0,,,,,
player,201311280dal,dal,MoorSt00,sacks,0.0,,,,,
player,201311280dal,dal,MoorSt00,tackles_combined,1,,,,,
