game,2013,6,20131010,201310100chi,nyg,"New York Giants",21,chi,"Chicago Bears",27
player,201310100chi,nyg,HillWi01,sacks,0.0,,,,,
player,201310100chi,nyg,HillWi01,tackles_combined,5,,,,,
player,201310100chi,nyg,HillWi01,tackles_solo,5,,,,,
player,201310100chi,nyg,HillWi01,tackles_assists,0,,,,,
player,201310100chi,nyg,HillWi01,tackles_loss,0,,,,,
player,201310100chi,nyg,HillWi01,qb_hits,0,,,,,
player,201310100chi,nyg,HillWi01,fumbles_rec,0,,,,,
player,201310100chi,nyg,HillWi01,fumbles_rec_yds,0,,,,,
player,201310100chi,nyg,HillWi01,fumbles_rec_td,0,,,,,
player,201310100chi,nyg,HillWi01,fumbles_forced,0,,,,,
player,201310100chi,nyg,JoseLi99,def_int,0,,,,,
player,201310100chi,nyg,JoseLi99,def_int_yds,0,,,,,
player,201310100chi,nyg,JoseLi99,def_int_td,0,,,,,
player,201310100chi,nyg,JoseLi99,def_int_long,0,,,,,
player,201310100chi,nyg,JoseLi99,pass_defended,0,,,,,
player,201310100chi,nyg,JoseLi99,sacks,0.0,,,,,
player,201310100chi,nyg,JoseLi99,tackles_combined,2,,,,,
player,201310100chi,nyg,JoseLi99,tackles_solo,1,,,,,
player,201310100chi,nyg,JoseLi99,tackles_assists,1,,,,,
player,201310100chi,nyg,JoseLi99,tackles_loss,0,,,,,
player,201310100chi,nyg,JoseLi99,qb_hits,0,,,,,
player,201310100chi,nyg,JoseLi99,fumbles_rec,0,,,,,
player,201310100chi,nyg,JoseLi99,fumbles_rec_yds,0,,,,,
player,201310100chi,nyg,JoseLi99,fumbles_rec_td,0,,,,,
player,201310100chi,nyg,JoseLi99,fumbles_forced,0,,,,,
player,201310100chi,nyg,McBrTr99,def_int,0,,,,,
player,201310100chi,nyg,McBrTr99,def_int_yds,0,,,,,
player,201310100chi,nyg,McBrTr99,def_int_td,0,,,,,
player,201310100chi,nyg,McBrTr99,def_int_long,0,,,,,
player,201310100chi,nyg,McBrTr99,pass_defended,0,,,,,
player,201310100chi,nyg,McBrTr99,sacks,0.0,,,,,
player,201310100chi,nyg,McBrTr99,tackles_combined,2,,,,,
player,201310100chi,nyg,McBrTr99,tackles_solo,2,,,,,
player,201310100chi,nyg,McBrTr99,tackles_assists,0,,,,,
player,201310100chi,nyg,McBrTr99,tackles_loss,0,,,,,
player,201310100chi,nyg,McBrTr99,qb_hits,0,,,,,
player,201310100chi,nyg,McBrTr99,fumbles_rec,0,,,,,
player,201310100chi,nyg,McBrTr99,fumbles_rec_yds,0,,,,,
player,201310100chi,nyg,McBrTr99,fumbles_rec_td,0,,,,,
player,201310100chi,nyg,McBrTr99,fumbles_forced,1,,,,,
player,201310100chi,nyg,MundRy00,def_int,0,,,,,
player,201310100chi,nyg,MundRy00,def_int_yds,0,,,,,
player,201310100chi,nyg,MundRy00,def_int_td,0,,,,,
player,201310100chi,nyg,MundRy00,def_int_long,0,,,,,
player,201310100chi,nyg,MundRy00,pass_defended,0,,,,,
player,201310100chi,nyg,MundRy00,sacks,0.0,,,,,
player,201310100chi,nyg,MundRy00,tackles_combined,2,,,,,
player,201310100chi,nyg,MundRy00,tackles_solo,1,,,,,
player,201310100chi,nyg,MundRy00,tackles_assists,1,,,,,
player,201310100chi,nyg,MundRy00,tackles_loss,0,,,,,
player,201310100chi,nyg,MundRy00,qb_hits,0,,,,,
player,201310100chi,nyg,MundRy00,fumbles_rec,0,,,,,
player,201310100chi,nyg,MundRy00,fumbles_rec_yds,0,,,,,
player,201310100chi,nyg,MundRy00,fumbles_rec_td,0,,,,,
player,201310100chi,nyg,MundRy00,fumbles_forced,0,,,,,
player,201310100chi,nyg,PaysSp00,def_int,0,,,,,
player,201310100chi,nyg,PaysSp00,def_int_yds,0,,,,,
player,201310100chi,nyg,PaysSp00,def_int_td,0,,,,,
player,201310100chi,nyg,PaysSp00,def_int_long,0,,,,,
player,201310100chi,nyg,PaysSp00,pass_defended,0,,,,,
player,201310100chi,nyg,PaysSp00,sacks,0.0,,,,,
player,201310100chi,nyg,PaysSp00,tackles_combined,2,,,,,
player,201310100chi,nyg,PaysSp00,tackles_solo,2,,,,,
player,201310100chi,nyg,PaysSp00,tackles_assists,0,,,,,
player,201310100chi,nyg,PaysSp00,tackles_loss,0,,,,,
player,201310100chi,nyg,PaysSp00,qb_hits,0,,,,,
player,201310100chi,nyg,PaysSp00,fumbles_rec,0,,,,,
player,201310100chi,nyg,PaysSp00,fumbles_rec_yds,0,,,,,
player,201310100chi,nyg,PaysSp00,fumbles_rec_td,0,,,,,
player,201310100chi,nyg,PaysSp00,fumbles_forced,0,,,,,
player,201310100chi,nyg,PierJa99,def_int,0,,,,,
player,201310100chi,nyg,PierJa99,def_int_yds,0,,,,,
player,201310100chi,nyg,PierJa99,def_int_td,0,,,,,
player,201310100chi,nyg,PierJa99,def_int_long,0,,,,,
player,201310100chi,nyg,PierJa99,pass_defended,0,,,,,
player,201310100chi,nyg,PierJa99,sacks,0.0,,,,,
player,201310100chi,nyg,PierJa99,tackles_combined,2,,,,,
player,201310100chi,nyg,PierJa99,tackles_solo,1,,,,,
player,201310100chi,nyg,PierJa99,tackles_assists,1,,,,,
player,201310100chi,nyg,PierJa99,tackles_loss,1,,,,,
player,201310100chi,nyg,PierJa99,qb_hits,0,,,,,
player,201310100chi,nyg,PierJa99,fumbles_rec,0,,,,,
player,201310100chi,nyg,PierJa99,fumbles_rec_yds,0,,,,,
player,201310100chi,nyg,PierJa99,fumbles_rec_td,0,,,,,
player,201310100chi,nyg,PierJa99,fumbles_forced,0,,,,,
player,201310100chi,nyg,TuckJu20,def_int,0,,,,,
player,201310100chi,nyg,TuckJu20,def_int_yds,0,,,,,
player,201310100chi,nyg,TuckJu20,def_int_td,0,,,,,
player,201310100chi,nyg,TuckJu20,def_int_long,0,,,,,
player,201310100chi,nyg,TuckJu20,pass_defended,1,,,,,
player,201310100chi,nyg,TuckJu20,sacks,0.0,,,,,
player,201310100chi,nyg,TuckJu20,tackles_combined,2,,,,,
player,201310100chi,nyg,TuckJu20,tackles_solo,2,,,,,
player,201310100chi,nyg,TuckJu20,tackles_assists,0,,,,,
player,201310100chi,nyg,TuckJu20,tackles_loss,0,,,,,
player,201310100chi,nyg,TuckJu20,qb_hits,0,,,,,
player,201310100chi,nyg,TuckJu20,fumbles_rec,0,,,,,
player,201310100chi,nyg,TuckJu20,fumbles_rec_yds,0,,,,,
player,201310100chi,nyg,TuckJu20,fumbles_rec_td,0,,,,,
player,201310100chi,nyg,TuckJu20,fumbles_forced,0,,,,,
player,201310100chi,nyg,JameCh00,def_int,0,,,,,
player,201310100chi,nyg,JameCh00,def_int_yds,0,,,,,
player,201310100chi,nyg,JameCh00,def_int_td,0,,,,,
player,201310100chi,nyg,JameCh00,def_int_long,0,,,,,
player,201310100chi,nyg,JameCh00,pass_defended,0,,,,,
player,201310100chi,nyg,JameCh00,sacks,0.0,,,,,
player,201310100chi,nyg,JameCh00,tackles_combined,1,,,,,
player,201310100chi,nyg,JameCh00,tackles_solo,1,,,,,
player,201310100chi,nyg,JameCh00,tackles_assists,0,,,,,
player,201310100chi,nyg,JameCh00,tackles_loss,0,,,,,
player,201310100chi,nyg,JameCh00,qb_hits,0,,,,,
player,201310100chi,nyg,JameCh00,fumbles_rec,0,,,,,
player,201310100chi,nyg,JameCh00,fumbles_rec_yds,0,,,,,
player,201310100chi,nyg,JameCh00,fumbles_rec_td,0,,,,,
player,201310100chi,nyg,JameCh00,fumbles_forced,0,,,,,
player,201310100chi,nyg,JenkCu20,def_int,0,,,,,
player,201310100chi,nyg,JenkCu20,def_int_yds,0,,,,,
player,201310100chi,nyg,JenkCu20,def_int_td,0,,,,,
player,201310100chi,nyg,JenkCu20,def_int_long,0,,,,,
player,201310100chi,nyg,JenkCu20,pass_defended,0,,,,,
player,201310100chi,nyg,JenkCu20,sacks,0.0,,,,,
player,201310100chi,nyg,JenkCu20,tackles_combined,1,,,,,
player,201310100chi,nyg,JenkCu20,tackles_solo,1,,,,,
player,201310100chi,nyg,JenkCu20,tackles_assists,0,,,,,
player,201310100chi,nyg,JenkCu20,tackles_loss,0,,,,,
player,201310100chi,nyg,JenkCu20,qb_hits,0,,,,,
player,201310100chi,nyg,JenkCu20,fumbles_rec,0,,,,,
player,201310100chi,nyg,JenkCu20,fumbles_rec_yds,0,,,,,
player,201310100chi,nyg,JenkCu20,fumbles_rec_td,0,,,,,
player,201310100chi,nyg,JenkCu20,fumbles_forced,0,,,,,
player,201310100chi,nyg,PattMi20,def_int,0,,,,,
player,201310100chi,nyg,PattMi20,def_int_yds,0,,,,,
player,201310100chi,nyg,PattMi20,def_int_td,0,,,,,
player,201310100chi,nyg,PattMi20,def_int_long,0,,,,,
player,201310100chi,nyg,PattMi20,pass_defended,0,,,,,
player,201310100chi,nyg,PattMi20,sacks,0.0,,,,,
player,201310100chi,nyg,PattMi20,tackles_combined,1,,,,,
player,201310100chi,nyg,PattMi20,tackles_solo,1,,,,,
player,201310100chi,nyg,PattMi20,tackles_assists,0,,,,,
player,201310100chi,nyg,PattMi20,tackles_loss,0,,,,,
player,201310100chi,nyg,PattMi20,qb_hits,0,,,,,
player,201310100chi,nyg,PattMi20,fumbles_rec,0,,,,,
player,201310100chi,nyg,PattMi20,fumbles_rec_yds,0,,,,,
player,201310100chi,nyg,PattMi20,fumbles_rec_td,0,,,,,
player,201310100chi,nyg,PattMi20,fumbles_forced,0,,,,,
player,201310100chi,nyg,RiveKe99,def_int,0,,,,,
player,201310100chi,nyg,RiveKe99,def_int_yds,0,,,,,
player,201310100chi,nyg,RiveKe99,def_int_td,0,,,,,
player,201310100chi,nyg,RiveKe99,def_int_long,0,,,,,
player,201310100chi,nyg,RiveKe99,pass_defended,0,,,,,
player,201310100chi,nyg,RiveKe99,sacks,0.0,,,,,
player,201310100chi,nyg,RiveKe99,tackles_combined,1,,,,,
player,201310100chi,nyg,RiveKe99,tackles_solo,1,,,,,
player,201310100chi,nyg,RiveKe99,tackles_assists,0,,,,,
player,201310100chi,nyg,RiveKe99,tackles_loss,0,,,,,
player,201310100chi,nyg,RiveKe99,qb_hits,0,,,,,
player,201310100chi,nyg,RiveKe99,fumbles_rec,0,,,,,
player,201310100chi,nyg,RiveKe99,fumbles_rec_yds,0,,,,,
player,201310100chi,nyg,RiveKe99,fumbles_rec_td,0,,,,,
player,201310100chi,nyg,RiveKe99,fumbles_forced,0,,,,,
player,201310100chi,nyg,WillJa02,def_int,0,,,,,
player,201310100chi,nyg,WillJa02,def_int_yds,0,,,,,
player,201310100chi,nyg,WillJa02,def_int_td,0,,,,,
player,201310100chi,nyg,WillJa02,def_int_long,0,,,,,
player,201310100chi,nyg,WillJa02,pass_defended,0,,,,,
player,201310100chi,nyg,WillJa02,sacks,0.0,,,,,
player,201310100chi,nyg,WillJa02,tackles_combined,1,,,,,
player,201310100chi,nyg,WillJa02,tackles_solo,1,,,,,
player,201310100chi,nyg,WillJa02,tackles_assists,0,,,,,
player,201310100chi,nyg,WillJa02,tackles_loss,0,,,,,
player,201310100chi,nyg,WillJa02,qb_hits,0,,,,,
player,201310100chi,nyg,WillJa02,fumbles_rec,0,,,,,
player,201310100chi,nyg,WillJa02,fumbles_rec_yds,0,,,,,
player,201310100chi,nyg,WillJa02,fumbles_rec_td,0,,,,,
player,201310100chi,nyg,WillJa02,fumbles_forced,0,,,,,
player,201310100chi,nyg,KiwaMa20,def_int,0,,,,,
player,201310100chi,nyg,KiwaMa20,def_int_yds,0,,,,,
player,201310100chi,nyg,KiwaMa20,def_int_td,0,,,,,
player,201310100chi,nyg,KiwaMa20,def_int_long,0,,,,,
player,201310100chi,nyg,KiwaMa20,pass_defended,0,,,,,
player,201310100chi,nyg,KiwaMa20,sacks,0.0,,,,,
player,201310100chi,nyg,KiwaMa20,tackles_combined,0,,,,,
player,201310100chi,nyg,KiwaMa20,tackles_solo,0,,,,,
player,201310100chi,nyg,KiwaMa20,tackles_assists,0,,,,,
player,201310100chi,nyg,KiwaMa20,tackles_loss,0,,,,,
player,201310100chi,nyg,KiwaMa20,qb_hits,3,,,,,
player,201310100chi,nyg,KiwaMa20,fumbles_rec,0,,,,,
player,201310100chi,nyg,KiwaMa20,fumbles_rec_yds,0,,,,,
player,201310100chi,nyg,KiwaMa20,fumbles_rec_td,0,,,,,
player,201310100chi,nyg,KiwaMa20,fumbles_forced,0,,,,,
player,201310100chi,chi,JennTi20,def_int,2,,,,,
player,201310100chi,chi,JennTi20,def_int_yds,64,,,,,
player,201310100chi,chi,JennTi20,def_int_td,1,,,,,
player,201310100chi,chi,JennTi20,def_int_long,48,,,,,
player,201310100chi,chi,JennTi20,pass_defended,4,,,,,
player,201310100chi,chi,JennTi20,sacks,0.0,,,,,
player,201310100chi,chi,JennTi20,tackles_combined,1,,,,,
player,201310100chi,chi,JennTi20,tackles_solo,1,,,,,
player,201310100chi,chi,JennTi20,tackles_assists,0,,,,,
player,201310100chi,chi,JennTi20,tackles_loss,0,,,,,
player,201310100chi,chi,JennTi20,qb_hits,0,,,,,
player,201310100chi,chi,JennTi20,fumbles_rec,0,,,,,
player,201310100chi,chi,JennTi20,fumbles_rec_yds,0,,,,,
player,201310100chi,chi,JennTi20,fumbles_rec_td,0,,,,,
player,201310100chi,chi,JennTi20,fumbles_forced,0,,,,,
player,201310100chi,chi,BowmZa20,def_int,1,,,,,
player,201310100chi,chi,BowmZa20,def_int_yds,24,,,,,
player,201310100chi,chi,BowmZa20,def_int_td,0,,,,,
player,201310100chi,chi,BowmZa20,def_int_long,24,,,,,
player,201310100chi,chi,BowmZa20,pass_defended,1,,,,,
player,201310100chi,chi,BowmZa20,sacks,0.0,,,,,
player,201310100chi,chi,BowmZa20,tackles_combined,3,,,,,
player,201310100chi,chi,BowmZa20,tackles_solo,3,,,,,
player,201310100chi,chi,BowmZa20,tackles_assists,0,,,,,
player,201310100chi,chi,BowmZa20,tackles_loss,0,,,,,
player,201310100chi,chi,BowmZa20,qb_hits,0,,,,,
player,201310100chi,chi,BowmZa20,fumbles_rec,0,,,,,
player,201310100chi,chi,BowmZa20,fumbles_rec_yds,0,,,,,
player,201310100chi,chi,BowmZa20,fumbles_rec_td,0,,,,,
player,201310100chi,chi,BowmZa20,fumbles_forced,0,,,,,
player,201310100chi,chi,BrigLa99,def_int,0,,,,,
player,201310100chi,chi,BrigLa99,def_int_yds,0,,,,,
player,201310100chi,chi,BrigLa99,def_int_td,0,,,,,
player,201310100chi,chi,BrigLa99,def_int_long,0,,,,,
player,201310100chi,chi,BrigLa99,pass_defended,0,,,,,
player,201310100chi,chi,BrigLa99,sacks,1.0,,,,,
player,201310100chi,chi,BrigLa99,tackles_combined,5,,,,,
player,201310100chi,chi,BrigLa99,tackles_solo,5,,,,,
player,201310100chi,chi,BrigLa99,tackles_assists,0,,,,,
player,201310100chi,chi,BrigLa99,tackles_loss,2,,,,,
player,201310100chi,chi,BrigLa99,qb_hits,1,,,,,
player,201310100chi,chi,BrigLa99,fumbles_rec,0,,,,,
player,201310100chi,chi,BrigLa99,fumbles_rec_yds,0,,,,,
player,201310100chi,chi,BrigLa99,fumbles_rec_td,0,,,,,
player,201310100chi,chi,BrigLa99,fumbles_forced,0,,,,,
player,201310100chi,chi,WrigMa99,def_int,0,,,,,
player,201310100chi,chi,WrigMa99,def_int_yds,0,,,,,
player,201310100chi,chi,WrigMa99,def_int_td,0,,,,,
player,201310100chi,chi,WrigMa99,def_int_long,0,,,,,
player,201310100chi,chi,WrigMa99,pass_defended,0,,,,,
player,201310100chi,chi,WrigMa99,sacks,0.0,,,,,
player,201310100chi,chi,WrigMa99,tackles_combined,11,,,,,
player,201310100chi,chi,WrigMa99,tackles_solo,11,,,,,
player,201310100chi,chi,WrigMa99,tackles_assists,0,,,,,
player,201310100chi,chi,WrigMa99,tackles_loss,0,,,,,
player,201310100chi,chi,WrigMa99,qb_hits,0,,,,,
player,201310100chi,chi,WrigMa99,fumbles_rec,0,,,,,
player,201310100chi,chi,WrigMa99,fumbles_rec_yds,0,,,,,
player,201310100chi,chi,WrigMa99,fumbles_rec_td,0,,,,,
player,201310100chi,chi,WrigMa99,fumbles_forced,0,,,,,
player,201310100chi,chi,ContCh00,def_int,0,,,,,
player,201310100chi,chi,ContCh00,def_int_yds,0,,,,,
player,201310100chi,chi,ContCh00,def_int_td,0,,,,,
player,201310100chi,chi,ContCh00,def_int_long,0,,,,,
player,201310100chi,chi,ContCh00,pass_defended,0,,,,,
player,201310100chi,chi,ContCh00,sacks,0.0,,,,,
player,201310100chi,chi,ContCh00,tackles_combined,7,,,,,
player,201310100chi,chi,ContCh00,tackles_solo,6,,,,,
player,201310100chi,chi,ContCh00,tackles_assists,1,,,,,
player,201310100chi,chi,ContCh00,tackles_loss,0,,,,,
player,201310100chi,chi,ContCh00,qb_hits,0,,,,,
player,201310100chi,chi,ContCh00,fumbles_rec,0,,,,,
player,201310100chi,chi,ContCh00,fumbles_rec_yds,0,,,,,
player,201310100chi,chi,ContCh00,fumbles_rec_td,0,,,,,
player,201310100chi,chi,ContCh00,fumbles_forced,0,,,,,
player,201310100chi,chi,FreyIs00,def_int,0,,,,,
player,201310100chi,chi,FreyIs00,def_int_yds,0,,,,,
player,201310100chi,chi,FreyIs00,def_int_td,0,,,,,
player,201310100chi,chi,FreyIs00,def_int_long,0,,,,,
player,201310100chi,chi,FreyIs00,pass_defended,0,,,,,
player,201310100chi,chi,FreyIs00,sacks,0.0,,,,,
player,201310100chi,chi,FreyIs00,tackles_combined,3,,,,,
player,201310100chi,chi,FreyIs00,tackles_solo,2,,,,,
player,201310100chi,chi,FreyIs00,tackles_assists,1,,,,,
player,201310100chi,chi,FreyIs00,tackles_loss,0,,,,,
player,201310100chi,chi,FreyIs00,qb_hits,0,,,,,
player,201310100chi,chi,FreyIs00,fumbles_rec,0,,,,,
player,201310100chi,chi,FreyIs00,fumbles_rec_yds,0,,,,,
player,201310100chi,chi,FreyIs00,fumbles_rec_td,0,,,,,
player,201310100chi,chi,FreyIs00,fumbles_forced,0,,,,,
player,201310100chi,chi,AndeJa21,def_int,0,,,,,
player,201310100chi,chi,AndeJa21,def_int_yds,0,,,,,
player,201310100chi,chi,AndeJa21,def_int_td,0,,,,,
player,201310100chi,chi,AndeJa21,def_int_long,0,,,,,
player,201310100chi,chi,AndeJa21,pass_defended,0,,,,,
player,201310100chi,chi,AndeJa21,sacks,0.0,,,,,
player,201310100chi,chi,AndeJa21,tackles_combined,2,,,,,
player,201310100chi,chi,AndeJa21,tackles_solo,1,,,,,
player,201310100chi,chi,AndeJa21,tackles_assists,1,,,,,
player,201310100chi,chi,AndeJa21,tackles_loss,0,,,,,
player,201310100chi,chi,AndeJa21,qb_hits,0,,,,,
player,201310100chi,chi,AndeJa21,fumbles_rec,0,,,,,
player,201310100chi,chi,AndeJa21,fumbles_rec_yds,0,,,,,
player,201310100chi,chi,AndeJa21,fumbles_rec_td,0,,,,,
player,201310100chi,chi,AndeJa21,fumbles_forced,0,,,,,
player,201310100chi,chi,BassDa00,def_int,0,,,,,
player,201310100chi,chi,BassDa00,def_int_yds,0,,,,,
player,201310100chi,chi,BassDa00,def_int_td,0,,,,,
player,201310100chi,chi,BassDa00,def_int_long,0,,,,,
player,201310100chi,chi,BassDa00,pass_defended,0,,,,,
player,201310100chi,chi,BassDa00,sacks,0.0,,,,,
player,201310100chi,chi,BassDa00,tackles_combined,2,,,,,
player,201310100chi,chi,BassDa00,tackles_solo,2,,,,,
player,201310100chi,chi,BassDa00,tackles_assists,0,,,,,
player,201310100chi,chi,BassDa00,tackles_loss,0,,,,,
player,201310100chi,chi,BassDa00,qb_hits,0,,,,,
player,201310100chi,chi,BassDa00,fumbles_rec,0,,,,,
player,201310100chi,chi,BassDa00,fumbles_rec_yds,0,,,,,
player,201310100chi,chi,BassDa00,fumbles_rec_td,0,,,,,
player,201310100chi,chi,BassDa00,fumbles_forced,0,,,,,
player,201310100chi,chi,McClSh00,def_int,0,,,,,
player,201310100chi,chi,McClSh00,def_int_yds,0,,,,,
player,201310100chi,chi,McClSh00,def_int_td,0,,,,,
player,201310100chi,chi,McClSh00,def_int_long,0,,,,,
player,201310100chi,chi,McClSh00,pass_defended,0,,,,,
player,201310100chi,chi,McClSh00,sacks,0.0,,,,,
player,201310100chi,chi,McClSh00,tackles_combined,2,,,,,
player,201310100chi,chi,McClSh00,tackles_solo,2,,,,,
player,201310100chi,chi,McClSh00,tackles_assists,0,,,,,
player,201310100chi,chi,McClSh00,tackles_loss,1,,,,,
player,201310100chi,chi,McClSh00,qb_hits,0,,,,,
player,201310100chi,chi,McClSh00,fumbles_rec,0,,,,,
player,201310100chi,chi,McClSh00,fumbles_rec_yds,0,,,,,
player,201310100chi,chi,McClSh00,fumbles_rec_td,0,,,,,
player,201310100chi,chi,McClSh00,fumbles_forced,0,,,,,
player,201310100chi,chi,WillD.20,def_int,0,,,,,
player,201310100chi,chi,WillD.20,def_int_yds,0,,,,,
player,201310100chi,chi,WillD.20,def_int_td,0,,,,,
player,201310100chi,chi,WillD.20,def_int_long,0,,,,,
player,201310100chi,chi,WillD.20,pass_defended,0,,,,,
player,201310100chi,chi,WillD.20,sacks,0.0,,,,,
player,201310100chi,chi,WillD.20,tackles_combined,2,,,,,
player,201310100chi,chi,WillD.20,tackles_solo,2,,,,,
player,201310100chi,chi,WillD.20,tackles_assists,0,,,,,
player,201310100chi,chi,WillD.20,tackles_loss,0,,,,,
player,201310100chi,chi,WillD.20,qb_hits,0,,,,,
player,201310100chi,chi,WillD.20,fumbles_rec,0,,,,,
player,201310100chi,chi,WillD.20,fumbles_rec_yds,0,,,,,
player,201310100chi,chi,WillD.20,fumbles_rec_td,0,,,,,
player,201310100chi,chi,WillD.20,fumbles_forced,0,,,,,
player,201310100chi,chi,BostJo00,def_int,0,,,,,
player,201310100chi,chi,BostJo00,def_int_yds,0,,,,,
player,201310100chi,chi,BostJo00,def_int_td,0,,,,,
player,201310100chi,chi,BostJo00,def_int_long,0,,,,,
player,201310100chi,chi,BostJo00,pass_defended,0,,,,,
player,201310100chi,chi,BostJo00,sacks,0.0,,,,,
player,201310100chi,chi,BostJo00,tackles_combined,1,,,,,
player,201310100chi,chi,BostJo00,tackles_solo,0,,,,,
player,201310100chi,chi,BostJo00,tackles_assists,1,,,,,
player,201310100chi,chi,BostJo00,tackles_loss,0,,,,,
player,201310100chi,chi,BostJo00,qb_hits,0,,,,,
player,201310100chi,chi,BostJo00,fumbles_rec,0,,,,,
player,201310100chi,chi,BostJo00,fumbles_rec_yds,0,,,,,
player,201310100chi,chi,BostJo00,fumbles_rec_td,0,,,,,
player,201310100chi,chi,BostJo00,fumbles_forced,0,,,,,
player,201310100chi,chi,CoheLa99,def_int,0,,,,,
player,201310100chi,chi,CoheLa99,def_int_yds,0,,,,,
player,201310100chi,chi,CoheLa99,def_int_td,0,,,,,
player,201310100chi,chi,CoheLa99,def_int_long,0,,,,,
player,201310100chi,chi,CoheLa99,pass_defended,0,,,,,
player,201310100chi,chi,CoheLa99,sacks,0.0,,,,,
player,201310100chi,chi,CoheLa99,tackles_combined,1,,,,,
player,201310100chi,chi,CoheLa99,tackles_solo,1,,,,,
player,201310100chi,chi,CoheLa99,tackles_assists,0,,,,,
player,201310100chi,chi,CoheLa99,tackles_loss,0,,,,,
player,201310100chi,chi,CoheLa99,qb_hits,0,,,,,
player,201310100chi,chi,CoheLa99,fumbles_rec,0,,,,,
player,201310100chi,chi,CoheLa99,fumbles_rec_yds,0,,,,,
player,201310100chi,chi,CoheLa99,fumbles_rec_td,0,,,,,
player,201310100chi,chi,CoheLa99,fumbles_forced,0,,,,,
player,201310100chi,chi,StelCr99,def_int,0,,,,,
player,201310100chi,chi,StelCr99,def_int_yds,0,,,,,
player,201310100chi,chi,StelCr99,def_int_td,0,,,,,
player,201310100chi,chi,StelCr99,def_int_long,0,,,,,
player,201310100chi,chi,StelCr99,pass_defended,0,,,,,
player,201310100chi,chi,StelCr99,sacks,0.0,,,,,
player,201310100chi,chi,StelCr99,tackles_combined,1,,,,,
player,201310100chi,chi,StelCr99,tackles_solo,1,,,,,
player,201310100chi,chi,StelCr99,tackles_assists,0,,,,,
player,201310100chi,chi,StelCr99,tackles_loss,0,,,,,
player,201310100chi,chi,StelCr99,qb_hits,0,,,,,
player,201310100chi,chi,StelCr99,fumbles_rec,0,,,,,
player,201310100chi,chi,StelCr99,fumbles_rec_yds,0,,,,,
player,201310100chi,chi,StelCr99,fumbles_rec_td,0,,,,,
player,201310100chi,chi,StelCr99,fumbles_forced,0,,,,,
player,201310100chi,chi,WilsC.00,def_int,0,,,,,
player,201310100chi,chi,WilsC.00,def_int_yds,0,,,,,
player,201310100chi,chi,WilsC.00,def_int_td,0,,,,,
player,201310100chi,chi,WilsC.00,def_int_long,0,,,,,
player,201310100chi,chi,WilsC.00,pass_defended,0,,,,,
player,201310100chi,chi,WilsC.00,sacks,0.0,,,,,
player,201310100chi,chi,WilsC.00,tackles_combined,1,,,,,
player,201310100chi,chi,WilsC.00,tackles_solo,1,,,,,
player,201310100chi,chi,WilsC.00,tackles_assists,0,,,,,
player,201310100chi,chi,WilsC.00,tackles_loss,0,,,,,
player,201310100chi,chi,WilsC.00,qb_hits,0,,,,,
player,201310100chi,chi,WilsC.00,fumbles_rec,0,,,,,
player,201310100chi,chi,WilsC.00,fumbles_rec_yds,0,,,,,
player,201310100chi,chi,WilsC.00,fumbles_rec_td,0,,,,,
player,201310100chi,chi,WilsC.00,fumbles_forced,0,,,,,
player,201310100chi,chi,WootCo99,def_int,0,,,,,
player,201310100chi,chi,WootCo99,def_int_yds,0,,,,,
player,201310100chi,chi,WootCo99,def_int_td,0,,,,,
player,201310100chi,chi,WootCo99,def_int_long,0,,,,,
player,201310100chi,chi,WootCo99,pass_defended,0,,,,,
player,201310100chi,chi,WootCo99,sacks,0.0,,,,,
player,201310100chi,chi,WootCo99,tackles_combined,1,,,,,
player,201310100chi,chi,WootCo99,tackles_solo,1,,,,,
player,201310100chi,chi,WootCo99,tackles_assists,0,,,,,
player,201310100chi,chi,WootCo99,tackles_loss,1,,,,,
player,201310100chi,chi,WootCo99,qb_hits,1,,,,,
player,201310100chi,chi,WootCo99,fumbles_rec,0,,,,,
player,201310100chi,chi,WootCo99,fumbles_rec_yds,0,,,,,
player,201310100chi,chi,WootCo99,fumbles_rec_td,0,,,,,
player,201310100chi,chi,WootCo99,fumbles_forced,0,,,,,
player,201310100chi,chi,WeemEr00,def_int,0,,,,,
player,201310100chi,chi,WeemEr00,def_int_yds,0,,,,,
player,201310100chi,chi,WeemEr00,def_int_td,0,,,,,
player,201310100chi,chi,WeemEr00,def_int_long,0,,,,,
player,201310100chi,chi,WeemEr00,pass_defended,0,,,,,
player,201310100chi,chi,WeemEr00,sacks,0.0,,,,,
player,201310100chi,chi,WeemEr00,tackles_combined,0,,,,,
player,201310100chi,chi,WeemEr00,tackles_solo,0,,,,,
player,201310100chi,chi,WeemEr00,tackles_assists,0,,,,,
player,201310100chi,chi,WeemEr00,tackles_loss,0,,,,,
player,201310100chi,chi,WeemEr00,qb_hits,0,,,,,
player,201310100chi,chi,WeemEr00,fumbles_rec,1,,,,,
player,201310100chi,chi,WeemEr00,fumbles_rec_yds,0,,,,,
player,201310100chi,chi,WeemEr00,fumbles_rec_td,0,,,,,
player,201310100chi,chi,WeemEr00,fumbles_forced,0,,,,,
player,201310100chi,nyg,JernJe00,kick_ret,2,,,,,
player,201310100chi,nyg,JernJe00,kick_ret_yds,72,,,,,
player,201310100chi,nyg,JernJe00,kick_ret_yds_per_ret,36.0,,,,,
player,201310100chi,nyg,JernJe00,kick_ret_td,0,,,,,
