game,2013,15,20131215,201312150oti,crd,"Arizona Cardinals",37,oti,"Tennessee Titans",34
player,201312150oti,crd,DansKa20,tackles_solo,5,,,,,
player,201312150oti,crd,DansKa20,tackles_assists,1,,,,,
player,201312150oti,crd,DansKa20,tackles_loss,0,,,,,
player,201312150oti,crd,DansKa20,qb_hits,2,,,,,
player,201312150oti,crd,DansKa20,fumbles_rec,0,,,,,
player,201312150oti,crd,DansKa20,fumbles_rec_yds,0,,,,,
player,201312150oti,crd,DansKa20,fumbles_rec_td,0,,,,,
player,201312150oti,crd,DansKa20,fumbles_forced,0,,,,,
player,201312150oti,crd,AbraJo00,def_int,0,,,,,
player,201312150oti,crd,AbraJo00,def_int_yds,0,,,,,
player,201312150oti,crd,AbraJo00,def_int_td,0,,,,,
player,201312150oti,crd,AbraJo00,def_int_long,0,,,,,
player,201312150oti,crd,AbraJo00,pass_defended,0,,,,,
player,201312150oti,crd,AbraJo00,sacks,0.5,,,,,
player,201312150oti,crd,AbraJo00,tackles_combined,3,,,,,
player,201312150oti,crd,AbraJo00,tackles_solo,1,,,,,
player,201312150oti,crd,AbraJo00,tackles_assists,2,,,,,
player,201312150oti,crd,AbraJo00,tackles_loss,0,,,,,
player,201312150oti,crd,AbraJo00,qb_hits,1,,,,,
player,201312150oti,crd,AbraJo00,fumbles_rec,0,,,,,
player,201312150oti,crd,AbraJo00,fumbles_rec_yds,0,,,,,
player,201312150oti,crd,AbraJo00,fumbles_rec_td,0,,,,,
player,201312150oti,crd,AbraJo00,fumbles_forced,0,,,,,
player,201312150oti,crd,WashDa99,def_int,0,,,,,
player,201312150oti,crd,WashDa99,def_int_yds,0,,,,,
player,201312150oti,crd,WashDa99,def_int_td,0,,,,,
player,201312150oti,crd,WashDa99,def_int_long,0,,,,,
player,201312150oti,crd,WashDa99,pass_defended,2,,,,,
player,201312150oti,crd,WashDa99,sacks,0.0,,,,,
player,201312150oti,crd,WashDa99,tackles_combined,9,,,,,
player,201312150oti,crd,WashDa99,tackles_solo,8,,,,,
player,201312150oti,crd,WashDa99,tackles_assists,1,,,,,
player,201312150oti,crd,WashDa99,tackles_loss,0,,,,,
player,201312150oti,crd,WashDa99,qb_hits,0,,,,,
player,201312150oti,crd,WashDa99,fumbles_rec,0,,,,,
player,201312150oti,crd,WashDa99,fumbles_rec_yds,0,,,,,
player,201312150oti,crd,WashDa99,fumbles_rec_td,0,,,,,
player,201312150oti,crd,WashDa99,fumbles_forced,0,,,,,
player,201312150oti,crd,JohnRa98,def_int,0,,,,,
player,201312150oti,crd,JohnRa98,def_int_yds,0,,,,,
player,201312150oti,crd,JohnRa98,def_int_td,0,,,,,
player,201312150oti,crd,JohnRa98,def_int_long,0,,,,,
player,201312150oti,crd,JohnRa98,pass_defended,0,,,,,
player,201312150oti,crd,JohnRa98,sacks,0.0,,,,,
player,201312150oti,crd,JohnRa98,tackles_combined,8,,,,,
player,201312150oti,crd,JohnRa98,tackles_solo,6,,,,,
player,201312150oti,crd,JohnRa98,tackles_assists,2,,,,,
player,201312150oti,crd,JohnRa98,tackles_loss,0,,,,,
player,201312150oti,crd,JohnRa98,qb_hits,0,,,,,
player,201312150oti,crd,JohnRa98,fumbles_rec,0,,,,,
player,201312150oti,crd,JohnRa98,fumbles_rec_yds,0,,,,,
player,201312150oti,crd,JohnRa98,fumbles_rec_td,0,,,,,
player,201312150oti,crd,JohnRa98,fumbles_forced,0,,,,,
player,201312150oti,crd,PetePa00,def_int,0,,,,,
player,201312150oti,crd,PetePa00,def_int_yds,0,,,,,
player,201312150oti,crd,PetePa00,def_int_td,0,,,,,
player,201312150oti,crd,PetePa00,def_int_long,0,,,,,
player,201312150oti,crd,PetePa00,pass_defended,0,,,,,
player,201312150oti,crd,PetePa00,sacks,0.0,,,,,
player,201312150oti,crd,PetePa00,tackles_combined,7,,,,,
player,201312150oti,crd,PetePa00,tackles_solo,7,,,,,
player,201312150oti,crd,PetePa00,tackles_assists,0,,,,,
player,201312150oti,crd,PetePa00,tackles_loss,0,,,,,
player,201312150oti,crd,PetePa00,qb_hits,0,,,,,
player,201312150oti,crd,PetePa00,fumbles_rec,0,,,,,
player,201312150oti,crd,PetePa00,fumbles_rec_yds,0,,,,,
player,201312150oti,crd,PetePa00,fumbles_rec_td,0,,,,,
player,201312150oti,crd,PetePa00,fumbles_forced,0,,,,,
player,201312150oti,crd,BellYe20,def_int,0,,,,,
player,201312150oti,crd,BellYe20,def_int_yds,0,,,,,
player,201312150oti,crd,BellYe20,def_int_td,0,,,,,
player,201312150oti,crd,BellYe20,def_int_long,0,,,,,
player,201312150oti,crd,BellYe20,pass_defended,2,,,,,
player,201312150oti,crd,BellYe20,sacks,0.0,,,,,
player,201312150oti,crd,BellYe20,tackles_combined,6,,,,,
player,201312150oti,crd,BellYe20,tackles_solo,3,,,,,
player,201312150oti,crd,BellYe20,tackles_assists,3,,,,,
player,201312150oti,crd,BellYe20,tackles_loss,1,,,,,
player,201312150oti,crd,BellYe20,qb_hits,0,,,,,
player,201312150oti,crd,BellYe20,fumbles_rec,0,,,,,
player,201312150oti,crd,BellYe20,fumbles_rec_yds,0,,,,,
player,201312150oti,crd,BellYe20,fumbles_rec_td,0,,,,,
player,201312150oti,crd,BellYe20,fumbles_forced,0,,,,,
player,201312150oti,crd,DockDa20,def_int,0,,,,,
player,201312150oti,crd,DockDa20,def_int_yds,0,,,,,
player,201312150oti,crd,DockDa20,def_int_td,0,,,,,
player,201312150oti,crd,DockDa20,def_int_long,0,,,,,
player,201312150oti,crd,DockDa20,pass_defended,0,,,,,
player,201312150oti,crd,DockDa20,sacks,0.0,,,,,
player,201312150oti,crd,DockDa20,tackles_combined,6,,,,,
player,201312150oti,crd,DockDa20,tackles_solo,4,,,,,
player,201312150oti,crd,DockDa20,tackles_assists,2,,,,,
player,201312150oti,crd,DockDa20,tackles_loss,2,,,,,
player,201312150oti,crd,DockDa20,qb_hits,0,,,,,
player,201312150oti,crd,DockDa20,fumbles_rec,0,,,,,
player,201312150oti,crd,DockDa20,fumbles_rec_yds,0,,,,,
player,201312150oti,crd,DockDa20,fumbles_rec_td,0,,,,,
player,201312150oti,crd,DockDa20,fumbles_forced,0,,,,,
player,201312150oti,crd,CampCa99,def_int,0,,,,,
player,201312150oti,crd,CampCa99,def_int_yds,0,,,,,
player,201312150oti,crd,CampCa99,def_int_td,0,,,,,
player,201312150oti,crd,CampCa99,def_int_long,0,,,,,
player,201312150oti,crd,CampCa99,pass_defended,0,,,,,
player,201312150oti,crd,CampCa99,sacks,0.0,,,,,
player,201312150oti,crd,CampCa99,tackles_combined,3,,,,,
player,201312150oti,crd,CampCa99,tackles_solo,2,,,,,
player,201312150oti,crd,CampCa99,tackles_assists,1,,,,,
player,201312150oti,crd,CampCa99,tackles_loss,1,,,,,
player,201312150oti,crd,CampCa99,qb_hits,3,,,,,
player,201312150oti,crd,CampCa99,fumbles_rec,0,,,,,
player,201312150oti,crd,CampCa99,fumbles_rec_yds,0,,,,,
player,201312150oti,crd,CampCa99,fumbles_rec_td,0,,,,,
player,201312150oti,crd,CampCa99,fumbles_forced,0,,,,,
player,201312150oti,crd,JeffTo00,def_int,0,,,,,
player,201312150oti,crd,JeffTo00,def_int_yds,0,,,,,
player,201312150oti,crd,JeffTo00,def_int_td,0,,,,,
player,201312150oti,crd,JeffTo00,def_int_long,0,,,,,
player,201312150oti,crd,JeffTo00,pass_defended,0,,,,,
player,201312150oti,crd,JeffTo00,sacks,0.0,,,,,
player,201312150oti,crd,JeffTo00,tackles_combined,3,,,,,
player,201312150oti,crd,JeffTo00,tackles_solo,1,,,,,
player,201312150oti,crd,JeffTo00,tackles_assists,2,,,,,
player,201312150oti,crd,JeffTo00,tackles_loss,0,,,,,
player,201312150oti,crd,JeffTo00,qb_hits,1,,,,,
player,201312150oti,crd,JeffTo00,fumbles_rec,0,,,,,
player,201312150oti,crd,JeffTo00,fumbles_rec_yds,0,,,,,
player,201312150oti,crd,JeffTo00,fumbles_rec_td,0,,,,,
player,201312150oti,crd,JeffTo00,fumbles_forced,0,,,,,
player,201312150oti,crd,PoweJe99,def_int,0,,,,,
player,201312150oti,crd,PoweJe99,def_int_yds,0,,,,,
player,201312150oti,crd,PoweJe99,def_int_td,0,,,,,
player,201312150oti,crd,PoweJe99,def_int_long,0,,,,,
player,201312150oti,crd,PoweJe99,pass_defended,0,,,,,
player,201312150oti,crd,PoweJe99,sacks,0.0,,,,,
player,201312150oti,crd,PoweJe99,tackles_combined,3,,,,,
player,201312150oti,crd,PoweJe99,tackles_solo,3,,,,,
player,201312150oti,crd,PoweJe99,tackles_assists,0,,,,,
player,201312150oti,crd,PoweJe99,tackles_loss,0,,,,,
player,201312150oti,crd,PoweJe99,qb_hits,0,,,,,
player,201312150oti,crd,PoweJe99,fumbles_rec,0,,,,,
player,201312150oti,crd,PoweJe99,fumbles_rec_yds,0,,,,,
player,201312150oti,crd,PoweJe99,fumbles_rec_td,0,,,,,
player,201312150oti,crd,PoweJe99,fumbles_forced,0,,,,,
player,201312150oti,crd,BethJu00,def_int,0,,,,,
player,201312150oti,crd,BethJu00,def_int_yds,0,,,,,
player,201312150oti,crd,BethJu00,def_int_td,0,,,,,
player,201312150oti,crd,BethJu00,def_int_long,0,,,,,
player,201312150oti,crd,BethJu00,pass_defended,0,,,,,
player,201312150oti,crd,BethJu00,sacks,0.0,,,,,
player,201312150oti,crd,BethJu00,tackles_combined,2,,,,,
player,201312150oti,crd,BethJu00,tackles_solo,1,,,,,
player,201312150oti,crd,BethJu00,tackles_assists,1,,,,,
player,201312150oti,crd,BethJu00,tackles_loss,0,,,,,
player,201312150oti,crd,BethJu00,qb_hits,0,,,,,
player,201312150oti,crd,BethJu00,fumbles_rec,0,,,,,
player,201312150oti,crd,BethJu00,fumbles_rec_yds,0,,,,,
player,201312150oti,crd,BethJu00,fumbles_rec_td,0,,,,,
player,201312150oti,crd,BethJu00,fumbles_forced,0,,,,,
player,201312150oti,crd,McCaBr01,def_int,0,,,,,
player,201312150oti,crd,McCaBr01,def_int_yds,0,,,,,
player,201312150oti,crd,McCaBr01,def_int_td,0,,,,,
player,201312150oti,crd,McCaBr01,def_int_long,0,,,,,
player,201312150oti,crd,McCaBr01,pass_defended,0,,,,,
player,201312150oti,crd,McCaBr01,sacks,0.0,,,,,
player,201312150oti,crd,McCaBr01,tackles_combined,2,,,,,
player,201312150oti,crd,McCaBr01,tackles_solo,2,,,,,
player,201312150oti,crd,McCaBr01,tackles_assists,0,,,,,
player,201312150oti,crd,McCaBr01,tackles_loss,0,,,,,
player,201312150oti,crd,McCaBr01,qb_hits,0,,,,,
player,201312150oti,crd,McCaBr01,fumbles_rec,0,,,,,
player,201312150oti,crd,McCaBr01,fumbles_rec_yds,0,,,,,
player,201312150oti,crd,McCaBr01,fumbles_rec_td,0,,,,,
player,201312150oti,crd,McCaBr01,fumbles_forced,0,,,,,
player,201312150oti,crd,ArenJa99,def_int,0,,,,,
player,201312150oti,crd,ArenJa99,def_int_yds,0,,,,,
player,201312150oti,crd,ArenJa99,def_int_td,0,,,,,
player,201312150oti,crd,ArenJa99,def_int_long,0,,,,,
player,201312150oti,crd,ArenJa99,pass_defended,0,,,,,
player,201312150oti,crd,ArenJa99,sacks,0.0,,,,,
player,201312150oti,crd,ArenJa99,tackles_combined,1,,,,,
player,201312150oti,crd,ArenJa99,tackles_solo,0,,,,,
player,201312150oti,crd,ArenJa99,tackles_assists,1,,,,,
player,201312150oti,crd,ArenJa99,tackles_loss,0,,,,,
player,201312150oti,crd,ArenJa99,qb_hits,0,,,,,
player,201312150oti,crd,ArenJa99,fumbles_rec,0,,,,,
player,201312150oti,crd,ArenJa99,fumbles_rec_yds,0,,,,,
player,201312150oti,crd,ArenJa99,fumbles_rec_td,0,,,,,
player,201312150oti,crd,ArenJa99,fumbles_forced,0,,,,,
player,201312150oti,crd,RuckFr99,def_int,0,,,,,
player,201312150oti,crd,RuckFr99,def_int_yds,0,,,,,
player,201312150oti,crd,RuckFr99,def_int_td,0,,,,,
player,201312150oti,crd,RuckFr99,def_int_long,0,,,,,
player,201312150oti,crd,RuckFr99,pass_defended,0,,,,,
player,201312150oti,crd,RuckFr99,sacks,0.0,,,,,
player,201312150oti,crd,RuckFr99,tackles_combined,1,,,,,
player,201312150oti,crd,RuckFr99,tackles_solo,1,,,,,
player,201312150oti,crd,RuckFr99,tackles_assists,0,,,,,
player,201312150oti,crd,RuckFr99,tackles_loss,0,,,,,
player,201312150oti,crd,RuckFr99,qb_hits,1,,,,,
player,201312150oti,crd,RuckFr99,fumbles_rec,0,,,,,
player,201312150oti,crd,RuckFr99,fumbles_rec_yds,0,,,,,
player,201312150oti,crd,RuckFr99,fumbles_rec_td,0,,,,,
player,201312150oti,crd,RuckFr99,fumbles_forced,0,,,,,
player,201312150oti,crd,TaylSt00,def_int,0,,,,,
player,201312150oti,crd,TaylSt00,def_int_yds,0,,,,,
player,201312150oti,crd,TaylSt00,def_int_td,0,,,,,
player,201312150oti,crd,TaylSt00,def_int_long,0,,,,,
player,201312150oti,crd,TaylSt00,pass_defended,0,,,,,
player,201312150oti,crd,TaylSt00,sacks,0.0,,,,,
player,201312150oti,crd,TaylSt00,tackles_combined,1,,,,,
player,201312150oti,crd,TaylSt00,tackles_solo,1,,,,,
player,201312150oti,crd,TaylSt00,tackles_assists,0,,,,,
player,201312150oti,crd,TaylSt00,tackles_loss,0,,,,,
player,201312150oti,crd,TaylSt00,qb_hits,0,,,,,
player,201312150oti,crd,TaylSt00,fumbles_rec,0,,,,,
player,201312150oti,crd,TaylSt00,fumbles_rec_yds,0,,,,,
player,201312150oti,crd,TaylSt00,fumbles_rec_td,0,,,,,
player,201312150oti,crd,TaylSt00,fumbles_forced,0,,,,,
player,201312150oti,oti,CaseJu00,def_int,0,,,,,
player,201312150oti,oti,CaseJu00,def_int_yds,0,,,,,
player,201312150oti,oti,CaseJu00,def_int_td,0,,,,,
player,201312150oti,oti,CaseJu00,def_int_long,0,,,,,
player,201312150oti,oti,CaseJu00,pass_defended,0,,,,,
player,201312150oti,oti,CaseJu00,sacks,1.5,,,,,
player,201312150oti,oti,CaseJu00,tackles_combined,9,,,,,
player,201312150oti,oti,CaseJu00,tackles_solo,5,,,,,
player,201312150oti,oti,CaseJu00,tackles_assists,4,,,,,
player,201312150oti,oti,CaseJu00,tackles_loss,2,,,,,
player,201312150oti,oti,CaseJu00,qb_hits,2,,,,,
player,201312150oti,oti,CaseJu00,fumbles_rec,0,,,,,
player,201312150oti,oti,CaseJu00,fumbles_rec_yds,0,,,,,
player,201312150oti,oti,CaseJu00,fumbles_rec_td,0,,,,,
player,201312150oti,oti,CaseJu00,fumbles_forced,0,,,,,
player,201312150oti,oti,PollBe20,def_int,0,,,,,
player,201312150oti,oti,PollBe20,def_int_yds,0,,,,,
player,201312150oti,oti,PollBe20,def_int_td,0,,,,,
player,201312150oti,oti,PollBe20,def_int_long,0,,,,,
player,201312150oti,oti,PollBe20,pass_defended,0,,,,,
player,201312150oti,oti,PollBe20,sacks,0.5,,,,,
player,201312150oti,oti,PollBe20,tackles_combined,7,,,,,
player,201312150oti,oti,PollBe20,tackles_solo,5,,,,,
player,201312150oti,oti,PollBe20,tackles_assists,2,,,,,
player,201312150oti,oti,PollBe20,tackles_loss,1,,,,,
player,201312150oti,oti,PollBe20,qb_hits,1,,,,,
player,201312150oti,oti,PollBe20,fumbles_rec,0,,,,,
player,201312150oti,oti,PollBe20,fumbles_rec_yds,0,,,,,
player,201312150oti,oti,PollBe20,fumbles_rec_td,0,,,,,
player,201312150oti,oti,PollBe20,fumbles_forced,0,,,,,
player,201312150oti,oti,FokoMo99,def_int,0,,,,,
player,201312150oti,oti,FokoMo99,def_int_yds,0,,,,,
player,201312150oti,oti,FokoMo99,def_int_td,0,,,,,
player,201312150oti,oti,FokoMo99,def_int_long,0,,,,,
player,201312150oti,oti,FokoMo99,pass_defended,0,,,,,
player,201312150oti,oti,FokoMo99,sacks,0.0,,,,,
player,201312150oti,oti,FokoMo99,tackles_combined,7,,,,,
player,201312150oti,oti,FokoMo99,tackles_solo,7,,,,,
player,201312150oti,oti,FokoMo99,tackles_assists,0,,,,,
player,201312150oti,oti,FokoMo99,tackles_loss,0,,,,,
player,201312150oti,oti,FokoMo99,qb_hits,0,,,,,
player,201312150oti,oti,FokoMo99,fumbles_rec,0,,,,,
player,201312150oti,oti,FokoMo99,fumbles_rec_yds,0,,,,,
player,201312150oti,oti,FokoMo99,fumbles_rec_td,0,,,,,
player,201312150oti,oti,FokoMo99,fumbles_forced,0,,,,,
player,201312150oti,oti,GoodZa00,def_int,0,,,,,
player,201312150oti,oti,GoodZa00,def_int_yds,0,,,,,
player,201312150oti,oti,GoodZa00,def_int_td,0,,,,,
player,201312150oti,oti,GoodZa00,def_int_long,0,,,,,
player,201312150oti,oti,GoodZa00,pass_defended,0,,,,,
player,201312150oti,oti,GoodZa00,sacks,0.0,,,,,
player,201312150oti,oti,GoodZa00,tackles_combined,7,,,,,
player,201312150oti,oti,GoodZa00,tackles_solo,4,,,,,
player,201312150oti,oti,GoodZa00,tackles_assists,3,,,,,
player,201312150oti,oti,GoodZa00,tackles_loss,0,,,,,
player,201312150oti,oti,GoodZa00,qb_hits,0,,,,,
player,201312150oti,oti,GoodZa00,fumbles_rec,0,,,,,
player,201312150oti,oti,GoodZa00,fumbles_rec_yds,0,,,,,
player,201312150oti,oti,GoodZa00,fumbles_rec_td,0,,,,,
player,201312150oti,oti,GoodZa00,fumbles_forced,0,,,,,
player,201312150oti,oti,GrifMi99,def_int,0,,,,,
player,201312150oti,oti,GrifMi99,def_int_yds,0,,,,,
player,201312150oti,oti,GrifMi99,def_int_td,0,,,,,
player,201312150oti,oti,GrifMi99,def_int_long,0,,,,,
player,201312150oti,oti,GrifMi99,pass_defended,0,,,,,
player,201312150oti,oti,GrifMi99,sacks,0.0,,,,,
player,201312150oti,oti,GrifMi99,tackles_combined,7,,,,,
player,201312150oti,oti,GrifMi99,tackles_solo,5,,,,,
player,201312150oti,oti,GrifMi99,tackles_assists,2,,,,,
player,201312150oti,oti,GrifMi99,tackles_loss,0,,,,,
player,201312150oti,oti,GrifMi99,qb_hits,0,,,,,
player,201312150oti,oti,GrifMi99,fumbles_rec,0,,,,,
player,201312150oti,oti,GrifMi99,fumbles_rec_yds,0,,,,,
player,201312150oti,oti,GrifMi99,fumbles_rec_td,0,,,,,
player,201312150oti,oti,GrifMi99,fumbles_forced,0,,,,,
player,201312150oti,oti,McCoJa99,def_int,0,,,,,
player,201312150oti,oti,McCoJa99,def_int_yds,0,,,,,
player,201312150oti,oti,McCoJa99,def_int_td,0,,,,,
player,201312150oti,oti,McCoJa99,def_int_long,0,,,,,
player,201312150oti,oti,McCoJa99,pass_defended,1,,,,,
player,201312150oti,oti,McCoJa99,sacks,0.0,,,,,
player,201312150oti,oti,McCoJa99,tackles_combined,5,,,,,
player,201312150oti,oti,McCoJa99,tackles_solo,2,,,,,
player,201312150oti,oti,McCoJa99,tackles_assists,3,,,,,
player,201312150oti,oti,McCoJa99,tackles_loss,0,,,,,
player,201312150oti,oti,McCoJa99,qb_hits,0,,,,,
player,201312150oti,oti,McCoJa99,fumbles_rec,0,,,,,
player,201312150oti,oti,McCoJa99,fumbles_rec_yds,0,,,,,
player,201312150oti,oti,McCoJa99,fumbles_rec_td,0,,,,,
player,201312150oti,oti,McCoJa99,fumbles_forced,0,,,,,
player,201312150oti,oti,SensCo00,def_int,0,,,,,
player,201312150oti,oti,SensCo00,def_int_yds,0,,,,,
player,201312150oti,oti,SensCo00,def_int_td,0,,,,,
player,201312150oti,oti,SensCo00,def_int_long,0,,,,,
player,201312150oti,oti,SensCo00,pass_defended,1,,,,,
player,201312150oti,oti,SensCo00,sacks,0.0,,,,,
player,201312150oti,oti,SensCo00,tackles_combined,5,,,,,
player,201312150oti,oti,SensCo00,tackles_solo,3,,,,,
player,201312150oti,oti,SensCo00,tackles_assists,2,,,,,
player,201312150oti,oti,SensCo00,tackles_loss,0,,,,,
player,201312150oti,oti,SensCo00,qb_hits,0,,,,,
player,201312150oti,oti,SensCo00,fumbles_rec,0,,,,,
player,201312150oti,oti,SensCo00,fumbles_rec_yds,0,,,,,
player,201312150oti,oti,SensCo00,fumbles_rec_td,0,,,,,
player,201312150oti,oti,SensCo00,fumbles_forced,0,,,,,
player,201312150oti,oti,AyerAk00,def_int,0,,,,,
player,201312150oti,oti,AyerAk00,def_int_yds,0,,,,,
player,201312150oti,oti,AyerAk00,def_int_td,0,,,,,
player,201312150oti,oti,AyerAk00,def_int_long,0,,,,,
player,201312150oti,oti,AyerAk00,pass_defended,0,,,,,
player,201312150oti,oti,AyerAk00,sacks,0.0,,,,,
player,201312150oti,oti,AyerAk00,tackles_combined,3,,,,,
player,201312150oti,oti,AyerAk00,tackles_solo,1,,,,,
player,201312150oti,oti,AyerAk00,tackles_assists,2,,,,,
player,201312150oti,oti,AyerAk00,tackles_loss,0,,,,,
player,201312150oti,oti,AyerAk00,qb_hits,0,,,,,
player,201312150oti,oti,AyerAk00,fumbles_rec,0,,,,,
player,201312150oti,oti,AyerAk00,fumbles_rec_yds,0,,,,,
player,201312150oti,oti,AyerAk00,fumbles_rec_td,0,,,,,
player,201312150oti,oti,AyerAk00,fumbles_forced,0,,,,,
player,201312150oti,oti,HillSa99,def_int,0,,,,,
player,201312150oti,oti,HillSa99,def_int_yds,0,,,,,
player,201312150oti,oti,HillSa99,def_int_td,0,,,,,
player,201312150oti,oti,HillSa99,def_int_long,0,,,,,
player,201312150oti,oti,HillSa99,pass_defended,1,,,,,
player,201312150oti,oti,HillSa99,sacks,0.0,,,,,
player,201312150oti,oti,HillSa99,tackles_combined,3,,,,,
player,201312150oti,oti,HillSa99,tackles_solo,2,,,,,
player,201312150oti,oti,HillSa99,tackles_assists,1,,,,,
player,201312150oti,oti,HillSa99,tackles_loss,,,,,,
player,201312150oti,oti,HillSa99,qb_hits,,,,,,
player,201312150oti,oti,HillSa99,fumbles_rec,0,,,,,
player,201312150oti,oti,HillSa99,fumbles_rec_yds,0,,,,,
player,201312150oti,oti,HillSa99,fumbles_rec_td,0,,,,,
player,201312150oti,oti,HillSa99,fumbles_forced,0,,,,,
player,201312150oti,oti,WrehBl00,def_int,0,,,,,
player,201312150oti,oti,WrehBl00,def_int_yds,0,,,,,
player,201312150oti,oti,WrehBl00,def_int_td,0,,,,,
player,201312150oti,oti,WrehBl00,def_int_long,0,,,,,
player,201312150oti,oti,WrehBl00,pass_defended,0,,,,,
player,201312150oti,oti,WrehBl00,sacks,0.0,,,,,
player,201312150oti,oti,WrehBl00,tackles_combined,3,,,,,
player,201312150oti,oti,WrehBl00,tackles_solo,2,,,,,
player,201312150oti,oti,WrehBl00,tackles_assists,1,,,,,
player,201312150oti,oti,WrehBl00,tackles_loss,1,,,,,
player,201312150oti,oti,WrehBl00,qb_hits,0,,,,,
player,201312150oti,oti,WrehBl00,fumbles_rec,0,,,,,
player,201312150oti,oti,WrehBl00,fumbles_rec_yds,0,,,,,
player,201312150oti,oti,WrehBl00,fumbles_rec_td,0,,,,,
player,201312150oti,oti,WrehBl00,fumbles_forced,0,,,,,
player,201312150oti,oti,BrowZa00,def_int,0,,,,,
player,201312150oti,oti,BrowZa00,def_int_yds,0,,,,,
player,201312150oti,oti,BrowZa00,def_int_td,0,,,,,
player,201312150oti,oti,BrowZa00,def_int_long,0,,,,,
player,201312150oti,oti,BrowZa00,pass_defended,0,,,,,
player,201312150oti,oti,BrowZa00,sacks,0.0,,,,,
player,201312150oti,oti,BrowZa00,tackles_combined,2,,,,,
player,201312150oti,oti,BrowZa00,tackles_solo,2,,,,,
player,201312150oti,oti,BrowZa00,tackles_assists,0,,,,,
player,201312150oti,oti,BrowZa00,tackles_loss,0,,,,,
player,201312150oti,oti,BrowZa00,qb_hits,0,,,,,
player,201312150oti,oti,BrowZa00,fumbles_rec,0,,,,,
player,201312150oti,oti,BrowZa00,fumbles_rec_yds,0,,,,,
player,201312150oti,oti,BrowZa00,fumbles_rec_td,0,,,,,
player,201312150oti,oti,BrowZa00,fumbles_forced,0,,,,,
player,201312150oti,oti,MorgDe99,def_int,0,,,,,
player,201312150oti,oti,MorgDe99,def_int_yds,0,,,,,
player,201312150oti,oti,MorgDe99,def_int_td,0,,,,,
player,201312150oti,oti,MorgDe99,def_int_long,0,,,,,
player,201312150oti,oti,MorgDe99,pass_defended,0,,,,,
player,201312150oti,oti,MorgDe99,sacks,0.0,,,,,
player,201312150oti,oti,MorgDe99,tackles_combined,2,,,,,
player,201312150oti,oti,MorgDe99,tackles_solo,2,,,,,
player,201312150oti,oti,MorgDe99,tackles_assists,0,,,,,
player,201312150oti,oti,MorgDe99,tackles_loss,1,,,,,
player,201312150oti,oti,MorgDe99,qb_hits,2,,,,,
player,201312150oti,oti,MorgDe99,fumbles_rec,0,,,,,
player,201312150oti,oti,MorgDe99,fumbles_rec_yds,0,,,,,
player,201312150oti,oti,MorgDe99,fumbles_rec_td,0,,,,,
player,201312150oti,oti,MorgDe99,fumbles_forced,0,,,,,
player,201312150oti,oti,VernAl99,def_int,0,,,,,
player,201312150oti,oti,VernAl99,def_int_yds,0,,,,,
player,201312150oti,oti,VernAl99,def_int_td,0,,,,,
player,201312150oti,oti,VernAl99,def_int_long,0,,,,,
player,201312150oti,oti,VernAl99,pass_defended,2,,,,,
player,201312150oti,oti,VernAl99,sacks,0.0,,,,,
player,201312150oti,oti,VernAl99,tackles_combined,2,,,,,
player,201312150oti,oti,VernAl99,tackles_solo,1,,,,,
player,201312150oti,oti,VernAl99,tackles_assists,1,,,,,
player,201312150oti,oti,VernAl99,tackles_loss,0,,,,,
player,201312150oti,oti,VernAl99,qb_hits,0,,,,,
player,201312150oti,oti,VernAl99,fumbles_rec,0,,,,,
player,201312150oti,oti,VernAl99,fumbles_rec_yds,0,,,,,
player,201312150oti,oti,VernAl99,fumbles_rec_td,0,,,,,
player,201312150oti,oti,VernAl99,fumbles_forced,0,,,,,
player,201312150oti,oti,BailPa99,def_int,0,,,,,
player,201312150oti,oti,BailPa99,def_int_yds,0,,,,,
player,201312150oti,oti,BailPa99,def_int_td,0,,,,,
player,201312150oti,oti,BailPa99,def_int_long,0,,,,,
player,201312150oti,oti,BailPa99,pass_defended,0,,,,,
player,201312150oti,oti,BailPa99,sacks,0.0,,,,,
player,201312150oti,oti,BailPa99,tackles_combined,1,,,,,
player,201312150oti,oti,BailPa99,tackles_solo,1,,,,,
player,201312150oti,oti,BailPa99,tackles_assists,0,,,,,
player,201312150oti,oti,BailPa99,tackles_loss,0,,,,,
player,201312150oti,oti,BailPa99,qb_hits,0,,,,,
player,201312150oti,oti,BailPa99,fumbles_rec,0,,,,,
player,201312150oti,oti,BailPa99,fumbles_rec_yds,0,,,,,
player,201312150oti,oti,BailPa99,fumbles_rec_td,0,,,,,
player,201312150oti,oti,BailPa99,fumbles_forced,0,,,,,
player,201312150oti,oti,BattJa00,def_int,0,,,,,
player,201312150oti,oti,BattJa00,def_int_yds,0,,,,,
player,201312150oti,oti,BattJa00,def_int_td,0,,,,,
player,201312150oti,oti,BattJa00,def_int_long,0,,,,,
player,201312150oti,oti,BattJa00,pass_defended,0,,,,,
player,201312150oti,oti,BattJa00,sacks,0.0,,,,,
player,201312150oti,oti,BattJa00,tackles_combined,1,,,,,
player,201312150oti,oti,BattJa00,tackles_solo,1,,,,,
player,201312150oti,oti,BattJa00,tackles_assists,0,,,,,
player,201312150oti,oti,BattJa00,tackles_loss,0,,,,,
player,201312150oti,oti,BattJa00,qb_hits,0,,,,,
player,201312150oti,oti,BattJa00,fumbles_rec,0,,,,,
