game,2013,3,20130922,201309220min,cle,"Cleveland Browns",31,min,"Minnesota Vikings",27
player,201309220min,cle,MingBa00,qb_hits,1,,,,,
player,201309220min,cle,MingBa00,fumbles_rec,0,,,,,
player,201309220min,cle,MingBa00,fumbles_rec_yds,0,,,,,
player,201309220min,cle,MingBa00,fumbles_rec_td,0,,,,,
player,201309220min,cle,MingBa00,fumbles_forced,0,,,,,
player,201309220min,cle,BryaDe00,def_int,0,,,,,
player,201309220min,cle,BryaDe00,def_int_yds,0,,,,,
player,201309220min,cle,BryaDe00,def_int_td,0,,,,,
player,201309220min,cle,BryaDe00,def_int_long,0,,,,,
player,201309220min,cle,BryaDe00,pass_defended,0,,,,,
player,201309220min,cle,BryaDe00,sacks,1.0,,,,,
player,201309220min,cle,BryaDe00,tackles_combined,3,,,,,
player,201309220min,cle,BryaDe00,tackles_solo,2,,,,,
player,201309220min,cle,BryaDe00,tackles_assists,1,,,,,
player,201309220min,cle,BryaDe00,tackles_loss,1,,,,,
player,201309220min,cle,BryaDe00,qb_hits,1,,,,,
player,201309220min,cle,BryaDe00,fumbles_rec,0,,,,,
player,201309220min,cle,BryaDe00,fumbles_rec_yds,0,,,,,
player,201309220min,cle,BryaDe00,fumbles_rec_td,0,,,,,
player,201309220min,cle,BryaDe00,fumbles_forced,0,,,,,
player,201309220min,cle,SheaJa00,def_int,0,,,,,
player,201309220min,cle,SheaJa00,def_int_yds,0,,,,,
player,201309220min,cle,SheaJa00,def_int_td,0,,,,,
player,201309220min,cle,SheaJa00,def_int_long,0,,,,,
player,201309220min,cle,SheaJa00,pass_defended,0,,,,,
player,201309220min,cle,SheaJa00,sacks,1.0,,,,,
player,201309220min,cle,SheaJa00,tackles_combined,3,,,,,
player,201309220min,cle,SheaJa00,tackles_solo,2,,,,,
player,201309220min,cle,SheaJa00,tackles_assists,1,,,,,
player,201309220min,cle,SheaJa00,tackles_loss,0,,,,,
player,201309220min,cle,SheaJa00,qb_hits,0,,,,,
player,201309220min,cle,SheaJa00,fumbles_rec,1,,,,,
player,201309220min,cle,SheaJa00,fumbles_rec_yds,0,,,,,
player,201309220min,cle,SheaJa00,fumbles_rec_td,0,,,,,
player,201309220min,cle,SheaJa00,fumbles_forced,1,,,,,
player,201309220min,cle,TaylPh00,def_int,0,,,,,
player,201309220min,cle,TaylPh00,def_int_yds,0,,,,,
player,201309220min,cle,TaylPh00,def_int_td,0,,,,,
player,201309220min,cle,TaylPh00,def_int_long,0,,,,,
player,201309220min,cle,TaylPh00,pass_defended,0,,,,,
player,201309220min,cle,TaylPh00,sacks,1.0,,,,,
player,201309220min,cle,TaylPh00,tackles_combined,2,,,,,
player,201309220min,cle,TaylPh00,tackles_solo,1,,,,,
player,201309220min,cle,TaylPh00,tackles_assists,1,,,,,
player,201309220min,cle,TaylPh00,tackles_loss,1,,,,,
player,201309220min,cle,TaylPh00,qb_hits,2,,,,,
player,201309220min,cle,TaylPh00,fumbles_rec,0,,,,,
player,201309220min,cle,TaylPh00,fumbles_rec_yds,0,,,,,
player,201309220min,cle,TaylPh00,fumbles_rec_td,0,,,,,
player,201309220min,cle,TaylPh00,fumbles_forced,0,,,,,
player,201309220min,cle,WinnBi00,def_int,0,,,,,
player,201309220min,cle,WinnBi00,def_int_yds,0,,,,,
player,201309220min,cle,WinnBi00,def_int_td,0,,,,,
player,201309220min,cle,WinnBi00,def_int_long,0,,,,,
player,201309220min,cle,WinnBi00,pass_defended,0,,,,,
player,201309220min,cle,WinnBi00,sacks,1.0,,,,,
player,201309220min,cle,WinnBi00,tackles_combined,2,,,,,
player,201309220min,cle,WinnBi00,tackles_solo,1,,,,,
player,201309220min,cle,WinnBi00,tackles_assists,1,,,,,
player,201309220min,cle,WinnBi00,tackles_loss,1,,,,,
player,201309220min,cle,WinnBi00,qb_hits,1,,,,,
player,201309220min,cle,WinnBi00,fumbles_rec,0,,,,,
player,201309220min,cle,WinnBi00,fumbles_rec_yds,0,,,,,
player,201309220min,cle,WinnBi00,fumbles_rec_td,0,,,,,
player,201309220min,cle,WinnBi00,fumbles_forced,0,,,,,
player,201309220min,cle,JackDQ20,def_int,0,,,,,
player,201309220min,cle,JackDQ20,def_int_yds,0,,,,,
player,201309220min,cle,JackDQ20,def_int_td,0,,,,,
player,201309220min,cle,JackDQ20,def_int_long,0,,,,,
player,201309220min,cle,JackDQ20,pass_defended,0,,,,,
player,201309220min,cle,JackDQ20,sacks,0.0,,,,,
player,201309220min,cle,JackDQ20,tackles_combined,11,,,,,
player,201309220min,cle,JackDQ20,tackles_solo,7,,,,,
player,201309220min,cle,JackDQ20,tackles_assists,4,,,,,
player,201309220min,cle,JackDQ20,tackles_loss,0,,,,,
player,201309220min,cle,JackDQ20,qb_hits,0,,,,,
player,201309220min,cle,JackDQ20,fumbles_rec,0,,,,,
player,201309220min,cle,JackDQ20,fumbles_rec_yds,0,,,,,
player,201309220min,cle,JackDQ20,fumbles_rec_td,0,,,,,
player,201309220min,cle,JackDQ20,fumbles_forced,1,,,,,
player,201309220min,cle,HadeJo99,def_int,0,,,,,
player,201309220min,cle,HadeJo99,def_int_yds,0,,,,,
player,201309220min,cle,HadeJo99,def_int_td,0,,,,,
player,201309220min,cle,HadeJo99,def_int_long,0,,,,,
player,201309220min,cle,HadeJo99,pass_defended,1,,,,,
player,201309220min,cle,HadeJo99,sacks,0.0,,,,,
player,201309220min,cle,HadeJo99,tackles_combined,8,,,,,
player,201309220min,cle,HadeJo99,tackles_solo,6,,,,,
player,201309220min,cle,HadeJo99,tackles_assists,2,,,,,
player,201309220min,cle,HadeJo99,tackles_loss,0,,,,,
player,201309220min,cle,HadeJo99,qb_hits,0,,,,,
player,201309220min,cle,HadeJo99,fumbles_rec,0,,,,,
player,201309220min,cle,HadeJo99,fumbles_rec_yds,0,,,,,
player,201309220min,cle,HadeJo99,fumbles_rec_td,0,,,,,
player,201309220min,cle,HadeJo99,fumbles_forced,0,,,,,
player,201309220min,cle,GipsTa00,def_int,0,,,,,
player,201309220min,cle,GipsTa00,def_int_yds,0,,,,,
player,201309220min,cle,GipsTa00,def_int_td,0,,,,,
player,201309220min,cle,GipsTa00,def_int_long,0,,,,,
player,201309220min,cle,GipsTa00,pass_defended,1,,,,,
player,201309220min,cle,GipsTa00,sacks,0.0,,,,,
player,201309220min,cle,GipsTa00,tackles_combined,4,,,,,
player,201309220min,cle,GipsTa00,tackles_solo,3,,,,,
player,201309220min,cle,GipsTa00,tackles_assists,1,,,,,
player,201309220min,cle,GipsTa00,tackles_loss,0,,,,,
player,201309220min,cle,GipsTa00,qb_hits,0,,,,,
player,201309220min,cle,GipsTa00,fumbles_rec,0,,,,,
player,201309220min,cle,GipsTa00,fumbles_rec_yds,0,,,,,
player,201309220min,cle,GipsTa00,fumbles_rec_td,0,,,,,
player,201309220min,cle,GipsTa00,fumbles_forced,0,,,,,
player,201309220min,cle,KrugPa99,def_int,0,,,,,
player,201309220min,cle,KrugPa99,def_int_yds,0,,,,,
player,201309220min,cle,KrugPa99,def_int_td,0,,,,,
player,201309220min,cle,KrugPa99,def_int_long,0,,,,,
player,201309220min,cle,KrugPa99,pass_defended,0,,,,,
player,201309220min,cle,KrugPa99,sacks,0.0,,,,,
player,201309220min,cle,KrugPa99,tackles_combined,4,,,,,
player,201309220min,cle,KrugPa99,tackles_solo,1,,,,,
player,201309220min,cle,KrugPa99,tackles_assists,3,,,,,
player,201309220min,cle,KrugPa99,tackles_loss,0,,,,,
player,201309220min,cle,KrugPa99,qb_hits,3,,,,,
player,201309220min,cle,KrugPa99,fumbles_rec,0,,,,,
player,201309220min,cle,KrugPa99,fumbles_rec_yds,0,,,,,
player,201309220min,cle,KrugPa99,fumbles_rec_td,0,,,,,
player,201309220min,cle,KrugPa99,fumbles_forced,0,,,,,
player,201309220min,cle,RobeCr00,def_int,0,,,,,
player,201309220min,cle,RobeCr00,def_int_yds,0,,,,,
player,201309220min,cle,RobeCr00,def_int_td,0,,,,,
player,201309220min,cle,RobeCr00,def_int_long,0,,,,,
player,201309220min,cle,RobeCr00,pass_defended,1,,,,,
player,201309220min,cle,RobeCr00,sacks,0.0,,,,,
player,201309220min,cle,RobeCr00,tackles_combined,4,,,,,
player,201309220min,cle,RobeCr00,tackles_solo,2,,,,,
player,201309220min,cle,RobeCr00,tackles_assists,2,,,,,
player,201309220min,cle,RobeCr00,tackles_loss,0,,,,,
player,201309220min,cle,RobeCr00,qb_hits,1,,,,,
player,201309220min,cle,RobeCr00,fumbles_rec,1,,,,,
player,201309220min,cle,RobeCr00,fumbles_rec_yds,7,,,,,
player,201309220min,cle,RobeCr00,fumbles_rec_td,0,,,,,
player,201309220min,cle,RobeCr00,fumbles_forced,0,,,,,
player,201309220min,cle,SkriBu00,def_int,0,,,,,
player,201309220min,cle,SkriBu00,def_int_yds,0,,,,,
player,201309220min,cle,SkriBu00,def_int_td,0,,,,,
player,201309220min,cle,SkriBu00,def_int_long,0,,,,,
player,201309220min,cle,SkriBu00,pass_defended,2,,,,,
player,201309220min,cle,SkriBu00,sacks,0.0,,,,,
player,201309220min,cle,SkriBu00,tackles_combined,4,,,,,
player,201309220min,cle,SkriBu00,tackles_solo,4,,,,,
player,201309220min,cle,SkriBu00,tackles_assists,0,,,,,
player,201309220min,cle,SkriBu00,tackles_loss,0,,,,,
player,201309220min,cle,SkriBu00,qb_hits,0,,,,,
player,201309220min,cle,SkriBu00,fumbles_rec,0,,,,,
player,201309220min,cle,SkriBu00,fumbles_rec_yds,0,,,,,
player,201309220min,cle,SkriBu00,fumbles_rec_td,0,,,,,
player,201309220min,cle,SkriBu00,fumbles_forced,0,,,,,
player,201309220min,cle,BadeJo00,def_int,0,,,,,
player,201309220min,cle,BadeJo00,def_int_yds,0,,,,,
player,201309220min,cle,BadeJo00,def_int_td,0,,,,,
player,201309220min,cle,BadeJo00,def_int_long,0,,,,,
player,201309220min,cle,BadeJo00,pass_defended,0,,,,,
player,201309220min,cle,BadeJo00,sacks,0.0,,,,,
player,201309220min,cle,BadeJo00,tackles_combined,2,,,,,
player,201309220min,cle,BadeJo00,tackles_solo,2,,,,,
player,201309220min,cle,BadeJo00,tackles_assists,0,,,,,
player,201309220min,cle,BadeJo00,tackles_loss,0,,,,,
player,201309220min,cle,BadeJo00,qb_hits,0,,,,,
player,201309220min,cle,BadeJo00,fumbles_rec,0,,,,,
player,201309220min,cle,BadeJo00,fumbles_rec_yds,0,,,,,
player,201309220min,cle,BadeJo00,fumbles_rec_td,0,,,,,
player,201309220min,cle,BadeJo00,fumbles_forced,0,,,,,
player,201309220min,cle,OgboCh00,def_int,0,,,,,
player,201309220min,cle,OgboCh00,def_int_yds,0,,,,,
player,201309220min,cle,OgboCh00,def_int_td,0,,,,,
player,201309220min,cle,OgboCh00,def_int_long,0,,,,,
player,201309220min,cle,OgboCh00,pass_defended,0,,,,,
player,201309220min,cle,OgboCh00,sacks,0.0,,,,,
player,201309220min,cle,OgboCh00,tackles_combined,2,,,,,
player,201309220min,cle,OgboCh00,tackles_solo,2,,,,,
player,201309220min,cle,OgboCh00,tackles_assists,0,,,,,
player,201309220min,cle,OgboCh00,tackles_loss,0,,,,,
player,201309220min,cle,OgboCh00,qb_hits,0,,,,,
player,201309220min,cle,OgboCh00,fumbles_rec,0,,,,,
player,201309220min,cle,OgboCh00,fumbles_rec_yds,0,,,,,
player,201309220min,cle,OgboCh00,fumbles_rec_td,0,,,,,
player,201309220min,cle,OgboCh00,fumbles_forced,0,,,,,
player,201309220min,cle,OwenCh99,def_int,0,,,,,
player,201309220min,cle,OwenCh99,def_int_yds,0,,,,,
player,201309220min,cle,OwenCh99,def_int_td,0,,,,,
player,201309220min,cle,OwenCh99,def_int_long,0,,,,,
player,201309220min,cle,OwenCh99,pass_defended,0,,,,,
player,201309220min,cle,OwenCh99,sacks,0.0,,,,,
player,201309220min,cle,OwenCh99,tackles_combined,2,,,,,
player,201309220min,cle,OwenCh99,tackles_solo,2,,,,,
player,201309220min,cle,OwenCh99,tackles_assists,0,,,,,
player,201309220min,cle,OwenCh99,tackles_loss,0,,,,,
player,201309220min,cle,OwenCh99,qb_hits,0,,,,,
player,201309220min,cle,OwenCh99,fumbles_rec,0,,,,,
player,201309220min,cle,OwenCh99,fumbles_rec_yds,0,,,,,
player,201309220min,cle,OwenCh99,fumbles_rec_td,0,,,,,
player,201309220min,cle,OwenCh99,fumbles_forced,0,,,,,
player,201309220min,cle,RubiAh99,def_int,0,,,,,
player,201309220min,cle,RubiAh99,def_int_yds,0,,,,,
player,201309220min,cle,RubiAh99,def_int_td,0,,,,,
player,201309220min,cle,RubiAh99,def_int_long,0,,,,,
player,201309220min,cle,RubiAh99,pass_defended,0,,,,,
player,201309220min,cle,RubiAh99,sacks,0.0,,,,,
player,201309220min,cle,RubiAh99,tackles_combined,2,,,,,
player,201309220min,cle,RubiAh99,tackles_solo,1,,,,,
player,201309220min,cle,RubiAh99,tackles_assists,1,,,,,
player,201309220min,cle,RubiAh99,tackles_loss,0,,,,,
player,201309220min,cle,RubiAh99,qb_hits,0,,,,,
player,201309220min,cle,RubiAh99,fumbles_rec,0,,,,,
player,201309220min,cle,RubiAh99,fumbles_rec_yds,0,,,,,
player,201309220min,cle,RubiAh99,fumbles_rec_td,0,,,,,
player,201309220min,cle,RubiAh99,fumbles_forced,0,,,,,
player,201309220min,cle,KitcIs00,def_int,0,,,,,
player,201309220min,cle,KitcIs00,def_int_yds,0,,,,,
player,201309220min,cle,KitcIs00,def_int_td,0,,,,,
player,201309220min,cle,KitcIs00,def_int_long,0,,,,,
player,201309220min,cle,KitcIs00,pass_defended,0,,,,,
player,201309220min,cle,KitcIs00,sacks,0.0,,,,,
player,201309220min,cle,KitcIs00,tackles_combined,1,,,,,
player,201309220min,cle,KitcIs00,tackles_solo,0,,,,,
player,201309220min,cle,KitcIs00,tackles_assists,1,,,,,
player,201309220min,cle,KitcIs00,tackles_loss,0,,,,,
player,201309220min,cle,KitcIs00,qb_hits,0,,,,,
player,201309220min,cle,KitcIs00,fumbles_rec,0,,,,,
player,201309220min,cle,KitcIs00,fumbles_rec_yds,0,,,,,
player,201309220min,cle,KitcIs00,fumbles_rec_td,0,,,,,
player,201309220min,cle,KitcIs00,fumbles_forced,0,,,,,
player,201309220min,cle,McFaLe00,def_int,,,,,,
player,201309220min,cle,McFaLe00,def_int_yds,,,,,,
player,201309220min,cle,McFaLe00,def_int_td,,,,,,
player,201309220min,cle,McFaLe00,def_int_long,,,,,,
player,201309220min,cle,McFaLe00,pass_defended,,,,,,
player,201309220min,cle,McFaLe00,sacks,0.0,,,,,
player,201309220min,cle,McFaLe00,tackles_combined,,,,,,
player,201309220min,cle,McFaLe00,tackles_solo,,,,,,
player,201309220min,cle,McFaLe00,tackles_assists,,,,,,
player,201309220min,cle,McFaLe00,tackles_loss,1,,,,,
player,201309220min,cle,McFaLe00,qb_hits,1,,,,,
player,201309220min,cle,McFaLe00,fumbles_rec,,,,,,
player,201309220min,cle,McFaLe00,fumbles_rec_yds,,,,,,
player,201309220min,cle,McFaLe00,fumbles_rec_td,,,,,,
player,201309220min,cle,McFaLe00,fumbles_forced,,,,,,
player,201309220min,min,HendEr99,def_int,1,,,,,
player,201309220min,min,HendEr99,def_int_yds,9,,,,,
player,201309220min,min,HendEr99,def_int_td,0,,,,,
player,201309220min,min,HendEr99,def_int_long,9,,,,,
player,201309220min,min,HendEr99,pass_defended,1,,,,,
player,201309220min,min,HendEr99,sacks,2.0,,,,,
player,201309220min,min,HendEr99,tackles_combined,8,,,,,
player,201309220min,min,HendEr99,tackles_solo,6,,,,,
player,201309220min,min,HendEr99,tackles_assists,2,,,,,
player,201309220min,min,HendEr99,tackles_loss,2,,,,,
player,201309220min,min,HendEr99,qb_hits,2,,,,,
player,201309220min,min,HendEr99,fumbles_rec,0,,,,,
player,201309220min,min,HendEr99,fumbles_rec_yds,0,,,,,
player,201309220min,min,HendEr99,fumbles_rec_td,0,,,,,
player,201309220min,min,HendEr99,fumbles_forced,0,,,,,
player,201309220min,min,GreeCh99,def_int,1,,,,,
player,201309220min,min,GreeCh99,def_int_yds,23,,,,,
player,201309220min,min,GreeCh99,def_int_td,0,,,,,
player,201309220min,min,GreeCh99,def_int_long,23,,,,,
player,201309220min,min,GreeCh99,pass_defended,1,,,,,
player,201309220min,min,GreeCh99,sacks,0.0,,,,,
player,201309220min,min,GreeCh99,tackles_combined,6,,,,,
player,201309220min,min,GreeCh99,tackles_solo,5,,,,,
player,201309220min,min,GreeCh99,tackles_assists,1,,,,,
player,201309220min,min,GreeCh99,tackles_loss,0,,,,,
player,201309220min,min,GreeCh99,qb_hits,1,,,,,
player,201309220min,min,GreeCh99,fumbles_rec,0,,,,,
player,201309220min,min,GreeCh99,fumbles_rec_yds,0,,,,,
player,201309220min,min,GreeCh99,fumbles_rec_td,0,,,,,
player,201309220min,min,GreeCh99,fumbles_forced,0,,,,,
player,201309220min,min,SmitHa00,def_int,1,,,,,
player,201309220min,min,SmitHa00,def_int_yds,4,,,,,
player,201309220min,min,SmitHa00,def_int_td,0,,,,,
player,201309220min,min,SmitHa00,def_int_long,4,,,,,
player,201309220min,min,SmitHa00,pass_defended,1,,,,,
player,201309220min,min,SmitHa00,sacks,0.0,,,,,
player,201309220min,min,SmitHa00,tackles_combined,5,,,,,
player,201309220min,min,SmitHa00,tackles_solo,5,,,,,
player,201309220min,min,SmitHa00,tackles_assists,0,,,,,
player,201309220min,min,SmitHa00,tackles_loss,1,,,,,
player,201309220min,min,SmitHa00,qb_hits,0,,,,,
player,201309220min,min,SmitHa00,fumbles_rec,0,,,,,
player,201309220min,min,SmitHa00,fumbles_rec_yds,0,,,,,
player,201309220min,min,SmitHa00,fumbles_rec_td,0,,,,,
player,201309220min,min,SmitHa00,fumbles_forced,0,,,,,
player,201309220min,min,RobiBr98,def_int,0,,,,,
player,201309220min,min,RobiBr98,def_int_yds,0,,,,,
player,201309220min,min,RobiBr98,def_int_td,0,,,,,
player,201309220min,min,RobiBr98,def_int_long,0,,,,,
player,201309220min,min,RobiBr98,pass_defended,0,,,,,
player,201309220min,min,RobiBr98,sacks,1.0,,,,,
player,201309220min,min,RobiBr98,tackles_combined,3,,,,,
player,201309220min,min,RobiBr98,tackles_solo,3,,,,,
player,201309220min,min,RobiBr98,tackles_assists,0,,,,,
player,201309220min,min,RobiBr98,tackles_loss,2,,,,,
player,201309220min,min,RobiBr98,qb_hits,2,,,,,
player,201309220min,min,RobiBr98,fumbles_rec,0,,,,,
player,201309220min,min,RobiBr98,fumbles_rec_yds,0,,,,,
player,201309220min,min,RobiBr98,fumbles_rec_td,0,,,,,
player,201309220min,min,RobiBr98,fumbles_forced,0,,,,,
player,201309220min,min,SherMa20,def_int,0,,,,,
player,201309220min,min,SherMa20,def_int_yds,0,,,,,
player,201309220min,min,SherMa20,def_int_td,0,,,,,
player,201309220min,min,SherMa20,def_int_long,0,,,,,
player,201309220min,min,SherMa20,pass_defended,2,,,,,
player,201309220min,min,SherMa20,sacks,0.0,,,,,
player,201309220min,min,SherMa20,tackles_combined,8,,,,,
player,201309220min,min,SherMa20,tackles_solo,8,,,,,
player,201309220min,min,SherMa20,tackles_assists,0,,,,,
player,201309220min,min,SherMa20,tackles_loss,1,,,,,
player,201309220min,min,SherMa20,qb_hits,0,,,,,
player,201309220min,min,SherMa20,fumbles_rec,1,,,,,
player,201309220min,min,SherMa20,fumbles_rec_yds,0,,,,,
player,201309220min,min,SherMa20,fumbles_rec_td,0,,,,,
player,201309220min,min,SherMa20,fumbles_forced,0,,,,,
player,201309220min,min,RobiJo01,def_int,0,,,,,
player,201309220min,min,RobiJo01,def_int_yds,0,,,,,
player,201309220min,min,RobiJo01,def_int_td,0,,,,,
player,201309220min,min,RobiJo01,def_int_long,0,,,,,
player,201309220min,min,RobiJo01,pass_defended,0,,,,,
player,201309220min,min,RobiJo01,sacks,0.0,,,,,
player,201309220min,min,RobiJo01,tackles_combined,6,,,,,
player,201309220min,min,RobiJo01,tackles_solo,6,,,,,
player,201309220min,min,RobiJo01,tackles_assists,0,,,,,
player,201309220min,min,RobiJo01,tackles_loss,0,,,,,
player,201309220min,min,RobiJo01,qb_hits,0,,,,,
player,201309220min,min,RobiJo01,fumbles_rec,0,,,,,
player,201309220min,min,RobiJo01,fumbles_rec_yds,0,,,,,
player,201309220min,min,RobiJo01,fumbles_rec_td,0,,,,,
player,201309220min,min,RobiJo01,fumbles_forced,0,,,,,
player,201309220min,min,BishDe99,def_int,0,,,,,
player,201309220min,min,BishDe99,def_int_yds,0,,,,,
player,201309220min,min,BishDe99,def_int_td,0,,,,,
player,201309220min,min,BishDe99,def_int_long,0,,,,,
player,201309220min,min,BishDe99,pass_defended,0,,,,,
player,201309220min,min,BishDe99,sacks,0.0,,,,,
player,201309220min,min,BishDe99,tackles_combined,3,,,,,
player,201309220min,min,BishDe99,tackles_solo,2,,,,,
player,201309220min,min,BishDe99,tackles_assists,1,,,,,
player,201309220min,min,BishDe99,tackles_loss,1,,,,,
player,201309220min,min,BishDe99,qb_hits,0,,,,,
player,201309220min,min,BishDe99,fumbles_rec,0,,,,,
player,201309220min,min,BishDe99,fumbles_rec_yds,0,,,,,
player,201309220min,min,BishDe99,fumbles_rec_td,0,,,,,
player,201309220min,min,BishDe99,fumbles_forced,0,,,,,
player,201309220min,min,SendAn00,def_int,0,,,,,
player,201309220min,min,SendAn00,def_int_yds,0,,,,,
player,201309220min,min,SendAn00,def_int_td,0,,,,,
player,201309220min,min,SendAn00,def_int_long,0,,,,,
player,201309220min,min,SendAn00,pass_defended,0,,,,,
player,201309220min,min,SendAn00,sacks,0.0,,,,,
player,201309220min,min,SendAn00,tackles_combined,3,,,,,
player,201309220min,min,SendAn00,tackles_solo,3,,,,,
player,201309220min,min,SendAn00,tackles_assists,0,,,,,
player,201309220min,min,SendAn00,tackles_loss,0,,,,,
player,201309220min,min,SendAn00,qb_hits,0,,,,,
player,201309220min,min,SendAn00,fumbles_rec,0,,,,,
player,201309220min,min,SendAn00,fumbles_rec_yds,0,,,,,
player,201309220min,min,SendAn00,fumbles_rec_td,0,,,,,
player,201309220min,min,SendAn00,fumbles_forced,0,,,,,
player,201309220min,min,GrifEv99,def_int,0,,,,,
player,201309220min,min,GrifEv99,def_int_yds,0,,,,,
player,201309220min,min,GrifEv99,def_int_td,0,,,,,
player,201309220min,min,GrifEv99,def_int_long,0,,,,,
player,201309220min,min,GrifEv99,pass_defended,0,,,,,
player,201309220min,min,GrifEv99,sacks,0.0,,,,,
player,201309220min,min,GrifEv99,tackles_combined,2,,,,,
player,201309220min,min,GrifEv99,tackles_solo,1,,,,,
player,201309220min,min,GrifEv99,tackles_assists,1,,,,,
player,201309220min,min,GrifEv99,tackles_loss,1,,,,,
player,201309220min,min,GrifEv99,qb_hits,0,,,,,
player,201309220min,min,GrifEv99,fumbles_rec,0,,,,,
player,201309220min,min,GrifEv99,fumbles_rec_yds,0,,,,,
player,201309220min,min,GrifEv99,fumbles_rec_td,0,,,,,
player,201309220min,min,GrifEv99,fumbles_forced,0,,,,,
player,201309220min,min,MitcMa99,def_int,0,,,,,
player,201309220min,min,MitcMa99,def_int_yds,0,,,,,
player,201309220min,min,MitcMa99,def_int_td,0,,,,,
player,201309220min,min,MitcMa99,def_int_long,0,,,,,
player,201309220min,min,MitcMa99,pass_defended,0,,,,,
player,201309220min,min,MitcMa99,sacks,0.0,,,,,
player,201309220min,min,MitcMa99,tackles_combined,2,,,,,
player,201309220min,min,MitcMa99,tackles_solo,2,,,,,
player,201309220min,min,MitcMa99,tackles_assists,0,,,,,
player,201309220min,min,MitcMa99,tackles_loss,0,,,,,
player,201309220min,min,MitcMa99,qb_hits,0,,,,,
player,201309220min,min,MitcMa99,fumbles_rec,0,,,,,
player,201309220min,min,MitcMa99,fumbles_rec_yds,0,,,,,
player,201309220min,min,MitcMa99,fumbles_rec_td,0,,,,,
player,201309220min,min,MitcMa99,fumbles_forced,0,,,,,
player,201309220min,min,RhodXa00,def_int,0,,,,,
player,201309220min,min,RhodXa00,def_int_yds,0,,,,,
player,201309220min,min,RhodXa00,def_int_td,0,,,,,
player,201309220min,min,RhodXa00,def_int_long,0,,,,,
player,201309220min,min,RhodXa00,pass_defended,0,,,,,
player,201309220min,min,RhodXa00,sacks,0.0,,,,,
player,201309220min,min,RhodXa00,tackles_combined,2,,,,,
player,201309220min,min,RhodXa00,tackles_solo,2,,,,,
player,201309220min,min,RhodXa00,tackles_assists,0,,,,,
player,201309220min,min,RhodXa00,tackles_loss,0,,,,,
player,201309220min,min,RhodXa00,qb_hits,0,,,,,
player,201309220min,min,RhodXa00,fumbles_rec,0,,,,,
player,201309220min,min,RhodXa00,fumbles_rec_yds,0,,,,,
player,201309220min,min,RhodXa00,fumbles_rec_td,0,,,,,
player,201309220min,min,RhodXa00,fumbles_forced,0,,,,,
player,201309220min,min,BlanRo00,def_int,0,,,,,
player,201309220min,min,BlanRo00,def_int_yds,0,,,,,
player,201309220min,min,BlanRo00,def_int_td,0,,,,,
player,201309220min,min,BlanRo00,def_int_long,0,,,,,
player,201309220min,min,BlanRo00,pass_defended,0,,,,,
player,201309220min,min,BlanRo00,sacks,0.0,,,,,
player,201309220min,min,BlanRo00,tackles_combined,1,,,,,
player,201309220min,min,BlanRo00,tackles_solo,1,,,,,
player,201309220min,min,BlanRo00,tackles_assists,0,,,,,
player,201309220min,min,BlanRo00,tackles_loss,0,,,,,
player,201309220min,min,BlanRo00,qb_hits,0,,,,,
player,201309220min,min,BlanRo00,fumbles_rec,0,,,,,
player,201309220min,min,BlanRo00,fumbles_rec_yds,0,,,,,
player,201309220min,min,BlanRo00,fumbles_rec_td,0,,,,,
player,201309220min,min,BlanRo00,fumbles_forced,0,,,,,
player,201309220min,min,FloySh00,def_int,0,,,,,
player,201309220min,min,FloySh00,def_int_yds,0,,,,,
player,201309220min,min,FloySh00,def_int_td,0,,,,,
player,201309220min,min,FloySh00,def_int_long,0,,,,,
player,201309220min,min,FloySh00,pass_defended,0,,,,,
player,201309220min,min,FloySh00,sacks,0.0,,,,,
player,201309220min,min,FloySh00,tackles_combined,1,,,,,
player,201309220min,min,FloySh00,tackles_solo,1,,,,,
player,201309220min,min,FloySh00,tackles_assists,0,,,,,
player,201309220min,min,FloySh00,tackles_loss,0,,,,,
player,201309220min,min,FloySh00,qb_hits,1,,,,,
player,201309220min,min,FloySh00,fumbles_rec,0,,,,,
player,201309220min,min,FloySh00,fumbles_rec_yds,0,,,,,
player,201309220min,min,FloySh00,fumbles_rec_td,0,,,,,
player,201309220min,min,FloySh00,fumbles_forced,0,,,,,
player,201309220min,min,GuioLe99,def_int,0,,,,,
player,201309220min,min,GuioLe99,def_int_yds,0,,,,,
player,201309220min,min,GuioLe99,def_int_td,0,,,,,
player,201309220min,min,GuioLe99,def_int_long,0,,,,,
player,201309220min,min,GuioLe99,pass_defended,0,,,,,
player,201309220min,min,GuioLe99,sacks,0.0,,,,,
player,201309220min,min,GuioLe99,tackles_combined,1,,,,,
player,201309220min,min,GuioLe99,tackles_solo,0,,,,,
player,201309220min,min,GuioLe99,tackles_assists,1,,,,,
player,201309220min,min,GuioLe99,tackles_loss,0,,,,,
player,201309220min,min,GuioLe99,qb_hits,0,,,,,
player,201309220min,min,GuioLe99,fumbles_rec,0,,,,,
player,201309220min,min,GuioLe99,fumbles_rec_yds,0,,,,,
player,201309220min,min,GuioLe99,fumbles_rec_td,0,,,,,
player,201309220min,min,GuioLe99,fumbles_forced,0,,,,,
player,201309220min,min,JeffA.00,def_int,0,,,,,
player,201309220min,min,JeffA.00,def_int_yds,0,,,,,
player,201309220min,min,JeffA.00,def_int_td,0,,,,,
