game,2013,5,20131006,201310060sfo,htx,"Houston Texans",3,sfo,"San Francisco 49ers",34
player,201310060sfo,sfo,MillBr02,rec_yds,4,,,,,
player,201310060sfo,sfo,MillBr02,rec_td,0,,,,,
player,201310060sfo,sfo,MillBr02,rec_long,4,,,,,
player,201310060sfo,sfo,MillBr02,fumbles,0,,,,,
player,201310060sfo,sfo,MillBr02,fumbles_lost,0,,,,,
player,201310060sfo,sfo,BaldJo00,pass_cmp,0,,,,,
player,201310060sfo,sfo,BaldJo00,pass_att,0,,,,,
player,201310060sfo,sfo,BaldJo00,pass_yds,0,,,,,
player,201310060sfo,sfo,BaldJo00,pass_td,0,,,,,
player,201310060sfo,sfo,BaldJo00,pass_int,0,,,,,
player,201310060sfo,sfo,BaldJo00,pass_sacked,0,,,,,
player,201310060sfo,sfo,BaldJo00,pass_sacked_yds,0,,,,,
player,201310060sfo,sfo,BaldJo00,pass_long,0,,,,,
player,201310060sfo,sfo,BaldJo00,pass_rating,,,,,,
player,201310060sfo,sfo,BaldJo00,rush_att,0,,,,,
player,201310060sfo,sfo,BaldJo00,rush_yds,0,,,,,
player,201310060sfo,sfo,BaldJo00,rush_td,0,,,,,
player,201310060sfo,sfo,BaldJo00,rush_long,0,,,,,
player,201310060sfo,sfo,BaldJo00,targets,2,,,,,
player,201310060sfo,sfo,BaldJo00,rec,0,,,,,
player,201310060sfo,sfo,BaldJo00,rec_yds,0,,,,,
player,201310060sfo,sfo,BaldJo00,rec_td,0,,,,,
player,201310060sfo,sfo,BaldJo00,rec_long,0,,,,,
player,201310060sfo,sfo,BaldJo00,fumbles,0,,,,,
player,201310060sfo,sfo,BaldJo00,fumbles_lost,0,,,,,
player,201310060sfo,sfo,McCoCo00,pass_cmp,0,,,,,
player,201310060sfo,sfo,McCoCo00,pass_att,0,,,,,
player,201310060sfo,sfo,McCoCo00,pass_yds,0,,,,,
player,201310060sfo,sfo,McCoCo00,pass_td,0,,,,,
player,201310060sfo,sfo,McCoCo00,pass_int,0,,,,,
player,201310060sfo,sfo,McCoCo00,pass_sacked,0,,,,,
player,201310060sfo,sfo,McCoCo00,pass_sacked_yds,0,,,,,
player,201310060sfo,sfo,McCoCo00,pass_long,0,,,,,
player,201310060sfo,sfo,McCoCo00,pass_rating,,,,,,
player,201310060sfo,sfo,McCoCo00,rush_att,3,,,,,
player,201310060sfo,sfo,McCoCo00,rush_yds,-3,,,,,
player,201310060sfo,sfo,McCoCo00,rush_td,0,,,,,
player,201310060sfo,sfo,McCoCo00,rush_long,-1,,,,,
player,201310060sfo,sfo,McCoCo00,targets,0,,,,,
player,201310060sfo,sfo,McCoCo00,rec,0,,,,,
player,201310060sfo,sfo,McCoCo00,rec_yds,0,,,,,
player,201310060sfo,sfo,McCoCo00,rec_td,0,,,,,
player,201310060sfo,sfo,McCoCo00,rec_long,0,,,,,
player,201310060sfo,sfo,McCoCo00,fumbles,0,,,,,
player,201310060sfo,sfo,McCoCo00,fumbles_lost,0,,,,,
player,201310060sfo,htx,MercWh00,def_int,0,,,,,
player,201310060sfo,htx,MercWh00,def_int_yds,0,,,,,
player,201310060sfo,htx,MercWh00,def_int_td,0,,,,,
player,201310060sfo,htx,MercWh00,def_int_long,0,,,,,
player,201310060sfo,htx,MercWh00,pass_defended,0,,,,,
player,201310060sfo,htx,MercWh00,sacks,1.0,,,,,
player,201310060sfo,htx,MercWh00,tackles_combined,3,,,,,
player,201310060sfo,htx,MercWh00,tackles_solo,2,,,,,
player,201310060sfo,htx,MercWh00,tackles_assists,1,,,,,
player,201310060sfo,htx,MercWh00,tackles_loss,1,,,,,
player,201310060sfo,htx,MercWh00,qb_hits,1,,,,,
player,201310060sfo,htx,MercWh00,fumbles_rec,0,,,,,
player,201310060sfo,htx,MercWh00,fumbles_rec_yds,0,,,,,
player,201310060sfo,htx,MercWh00,fumbles_rec_td,0,,,,,
player,201310060sfo,htx,MercWh00,fumbles_forced,0,,,,,
player,201310060sfo,htx,CushBr99,def_int,0,,,,,
player,201310060sfo,htx,CushBr99,def_int_yds,0,,,,,
player,201310060sfo,htx,CushBr99,def_int_td,0,,,,,
player,201310060sfo,htx,CushBr99,def_int_long,0,,,,,
player,201310060sfo,htx,CushBr99,pass_defended,0,,,,,
player,201310060sfo,htx,CushBr99,sacks,0.0,,,,,
player,201310060sfo,htx,CushBr99,tackles_combined,6,,,,,
player,201310060sfo,htx,CushBr99,tackles_solo,5,,,,,
player,201310060sfo,htx,CushBr99,tackles_assists,1,,,,,
player,201310060sfo,htx,CushBr99,tackles_loss,1,,,,,
player,201310060sfo,htx,CushBr99,qb_hits,1,,,,,
player,201310060sfo,htx,CushBr99,fumbles_rec,0,,,,,
player,201310060sfo,htx,CushBr99,fumbles_rec_yds,0,,,,,
player,201310060sfo,htx,CushBr99,fumbles_rec_td,0,,,,,
player,201310060sfo,htx,CushBr99,fumbles_forced,0,,,,,
player,201310060sfo,htx,MannDa21,def_int,0,,,,,
player,201310060sfo,htx,MannDa21,def_int_yds,0,,,,,
player,201310060sfo,htx,MannDa21,def_int_td,0,,,,,
player,201310060sfo,htx,MannDa21,def_int_long,0,,,,,
player,201310060sfo,htx,MannDa21,pass_defended,1,,,,,
player,201310060sfo,htx,MannDa21,sacks,0.0,,,,,
player,201310060sfo,htx,MannDa21,tackles_combined,5,,,,,
player,201310060sfo,htx,MannDa21,tackles_solo,5,,,,,
player,201310060sfo,htx,MannDa21,tackles_assists,0,,,,,
player,201310060sfo,htx,MannDa21,tackles_loss,0,,,,,
player,201310060sfo,htx,MannDa21,qb_hits,0,,,,,
player,201310060sfo,htx,MannDa21,fumbles_rec,0,,,,,
player,201310060sfo,htx,MannDa21,fumbles_rec_yds,0,,,,,
player,201310060sfo,htx,MannDa21,fumbles_rec_td,0,,,,,
player,201310060sfo,htx,MannDa21,fumbles_forced,0,,,,,
player,201310060sfo,htx,ReedBr00,def_int,0,,,,,
player,201310060sfo,htx,ReedBr00,def_int_yds,0,,,,,
player,201310060sfo,htx,ReedBr00,def_int_td,0,,,,,
player,201310060sfo,htx,ReedBr00,def_int_long,0,,,,,
player,201310060sfo,htx,ReedBr00,pass_defended,0,,,,,
player,201310060sfo,htx,ReedBr00,sacks,0.0,,,,,
player,201310060sfo,htx,ReedBr00,tackles_combined,5,,,,,
player,201310060sfo,htx,ReedBr00,tackles_solo,3,,,,,
player,201310060sfo,htx,ReedBr00,tackles_assists,2,,,,,
player,201310060sfo,htx,ReedBr00,tackles_loss,1,,,,,
player,201310060sfo,htx,ReedBr00,qb_hits,0,,,,,
player,201310060sfo,htx,ReedBr00,fumbles_rec,0,,,,,
player,201310060sfo,htx,ReedBr00,fumbles_rec_yds,0,,,,,
player,201310060sfo,htx,ReedBr00,fumbles_rec_td,0,,,,,
player,201310060sfo,htx,ReedBr00,fumbles_forced,0,,,,,
player,201310060sfo,htx,JackKa99,def_int,0,,,,,
player,201310060sfo,htx,JackKa99,def_int_yds,0,,,,,
player,201310060sfo,htx,JackKa99,def_int_td,0,,,,,
player,201310060sfo,htx,JackKa99,def_int_long,0,,,,,
player,201310060sfo,htx,JackKa99,pass_defended,1,,,,,
player,201310060sfo,htx,JackKa99,sacks,0.0,,,,,
player,201310060sfo,htx,JackKa99,tackles_combined,3,,,,,
player,201310060sfo,htx,JackKa99,tackles_solo,2,,,,,
player,201310060sfo,htx,JackKa99,tackles_assists,1,,,,,
player,201310060sfo,htx,JackKa99,tackles_loss,0,,,,,
player,201310060sfo,htx,JackKa99,qb_hits,0,,,,,
player,201310060sfo,htx,JackKa99,fumbles_rec,0,,,,,
player,201310060sfo,htx,JackKa99,fumbles_rec_yds,0,,,,,
player,201310060sfo,htx,JackKa99,fumbles_rec_td,0,,,,,
player,201310060sfo,htx,JackKa99,fumbles_forced,0,,,,,
player,201310060sfo,htx,MaysJo99,def_int,0,,,,,
player,201310060sfo,htx,MaysJo99,def_int_yds,0,,,,,
player,201310060sfo,htx,MaysJo99,def_int_td,0,,,,,
player,201310060sfo,htx,MaysJo99,def_int_long,0,,,,,
player,201310060sfo,htx,MaysJo99,pass_defended,0,,,,,
player,201310060sfo,htx,MaysJo99,sacks,0.0,,,,,
player,201310060sfo,htx,MaysJo99,tackles_combined,3,,,,,
player,201310060sfo,htx,MaysJo99,tackles_solo,2,,,,,
player,201310060sfo,htx,MaysJo99,tackles_assists,1,,,,,
player,201310060sfo,htx,MaysJo99,tackles_loss,0,,,,,
player,201310060sfo,htx,MaysJo99,qb_hits,0,,,,,
player,201310060sfo,htx,MaysJo99,fumbles_rec,0,,,,,
player,201310060sfo,htx,MaysJo99,fumbles_rec_yds,0,,,,,
player,201310060sfo,htx,MaysJo99,fumbles_rec_td,0,,,,,
player,201310060sfo,htx,MaysJo99,fumbles_forced,0,,,,,
player,201310060sfo,htx,PleaEd00,def_int,0,,,,,
player,201310060sfo,htx,PleaEd00,def_int_yds,0,,,,,
player,201310060sfo,htx,PleaEd00,def_int_td,0,,,,,
player,201310060sfo,htx,PleaEd00,def_int_long,0,,,,,
player,201310060sfo,htx,PleaEd00,pass_defended,0,,,,,
player,201310060sfo,htx,PleaEd00,sacks,0.0,,,,,
player,201310060sfo,htx,PleaEd00,tackles_combined,3,,,,,
player,201310060sfo,htx,PleaEd00,tackles_solo,3,,,,,
player,201310060sfo,htx,PleaEd00,tackles_assists,0,,,,,
player,201310060sfo,htx,PleaEd00,tackles_loss,0,,,,,
player,201310060sfo,htx,PleaEd00,qb_hits,0,,,,,
player,201310060sfo,htx,PleaEd00,fumbles_rec,0,,,,,
player,201310060sfo,htx,PleaEd00,fumbles_rec_yds,0,,,,,
player,201310060sfo,htx,PleaEd00,fumbles_rec_td,0,,,,,
player,201310060sfo,htx,PleaEd00,fumbles_forced,0,,,,,
player,201310060sfo,htx,WattJ.00,def_int,0,,,,,
player,201310060sfo,htx,WattJ.00,def_int_yds,0,,,,,
player,201310060sfo,htx,WattJ.00,def_int_td,0,,,,,
player,201310060sfo,htx,WattJ.00,def_int_long,0,,,,,
player,201310060sfo,htx,WattJ.00,pass_defended,0,,,,,
player,201310060sfo,htx,WattJ.00,sacks,0.0,,,,,
player,201310060sfo,htx,WattJ.00,tackles_combined,3,,,,,
player,201310060sfo,htx,WattJ.00,tackles_solo,3,,,,,
player,201310060sfo,htx,WattJ.00,tackles_assists,0,,,,,
player,201310060sfo,htx,WattJ.00,tackles_loss,3,,,,,
player,201310060sfo,htx,WattJ.00,qb_hits,3,,,,,
player,201310060sfo,htx,WattJ.00,fumbles_rec,0,,,,,
player,201310060sfo,htx,WattJ.00,fumbles_rec_yds,0,,,,,
player,201310060sfo,htx,WattJ.00,fumbles_rec_td,0,,,,,
player,201310060sfo,htx,WattJ.00,fumbles_forced,0,,,,,
player,201310060sfo,htx,CricJa00,def_int,0,,,,,
player,201310060sfo,htx,CricJa00,def_int_yds,0,,,,,
player,201310060sfo,htx,CricJa00,def_int_td,0,,,,,
player,201310060sfo,htx,CricJa00,def_int_long,0,,,,,
player,201310060sfo,htx,CricJa00,pass_defended,2,,,,,
player,201310060sfo,htx,CricJa00,sacks,0.0,,,,,
player,201310060sfo,htx,CricJa00,tackles_combined,2,,,,,
player,201310060sfo,htx,CricJa00,tackles_solo,1,,,,,
player,201310060sfo,htx,CricJa00,tackles_assists,1,,,,,
player,201310060sfo,htx,CricJa00,tackles_loss,0,,,,,
player,201310060sfo,htx,CricJa00,qb_hits,0,,,,,
player,201310060sfo,htx,CricJa00,fumbles_rec,0,,,,,
player,201310060sfo,htx,CricJa00,fumbles_rec_yds,0,,,,,
player,201310060sfo,htx,CricJa00,fumbles_rec_td,0,,,,,
player,201310060sfo,htx,CricJa00,fumbles_forced,0,,,,,
player,201310060sfo,htx,JoseJo20,def_int,0,,,,,
player,201310060sfo,htx,JoseJo20,def_int_yds,0,,,,,
player,201310060sfo,htx,JoseJo20,def_int_td,0,,,,,
player,201310060sfo,htx,JoseJo20,def_int_long,0,,,,,
player,201310060sfo,htx,JoseJo20,pass_defended,0,,,,,
player,201310060sfo,htx,JoseJo20,sacks,0.0,,,,,
player,201310060sfo,htx,JoseJo20,tackles_combined,2,,,,,
player,201310060sfo,htx,JoseJo20,tackles_solo,2,,,,,
player,201310060sfo,htx,JoseJo20,tackles_assists,0,,,,,
player,201310060sfo,htx,JoseJo20,tackles_loss,0,,,,,
player,201310060sfo,htx,JoseJo20,qb_hits,0,,,,,
player,201310060sfo,htx,JoseJo20,fumbles_rec,0,,,,,
player,201310060sfo,htx,JoseJo20,fumbles_rec_yds,0,,,,,
player,201310060sfo,htx,JoseJo20,fumbles_rec_td,0,,,,,
player,201310060sfo,htx,JoseJo20,fumbles_forced,0,,,,,
player,201310060sfo,htx,MitcEa99,def_int,0,,,,,
player,201310060sfo,htx,MitcEa99,def_int_yds,0,,,,,
player,201310060sfo,htx,MitcEa99,def_int_td,0,,,,,
player,201310060sfo,htx,MitcEa99,def_int_long,0,,,,,
player,201310060sfo,htx,MitcEa99,pass_defended,0,,,,,
player,201310060sfo,htx,MitcEa99,sacks,0.0,,,,,
player,201310060sfo,htx,MitcEa99,tackles_combined,2,,,,,
player,201310060sfo,htx,MitcEa99,tackles_solo,0,,,,,
player,201310060sfo,htx,MitcEa99,tackles_assists,2,,,,,
player,201310060sfo,htx,MitcEa99,tackles_loss,0,,,,,
player,201310060sfo,htx,MitcEa99,qb_hits,0,,,,,
player,201310060sfo,htx,MitcEa99,fumbles_rec,0,,,,,
player,201310060sfo,htx,MitcEa99,fumbles_rec_yds,0,,,,,
player,201310060sfo,htx,MitcEa99,fumbles_rec_td,0,,,,,
player,201310060sfo,htx,MitcEa99,fumbles_forced,0,,,,,
player,201310060sfo,htx,ReedEd00,def_int,0,,,,,
player,201310060sfo,htx,ReedEd00,def_int_yds,0,,,,,
player,201310060sfo,htx,ReedEd00,def_int_td,0,,,,,
player,201310060sfo,htx,ReedEd00,def_int_long,0,,,,,
player,201310060sfo,htx,ReedEd00,pass_defended,0,,,,,
player,201310060sfo,htx,ReedEd00,sacks,0.0,,,,,
player,201310060sfo,htx,ReedEd00,tackles_combined,2,,,,,
player,201310060sfo,htx,ReedEd00,tackles_solo,2,,,,,
player,201310060sfo,htx,ReedEd00,tackles_assists,0,,,,,
player,201310060sfo,htx,ReedEd00,tackles_loss,0,,,,,
player,201310060sfo,htx,ReedEd00,qb_hits,0,,,,,
player,201310060sfo,htx,ReedEd00,fumbles_rec,0,,,,,
player,201310060sfo,htx,ReedEd00,fumbles_rec_yds,0,,,,,
player,201310060sfo,htx,ReedEd00,fumbles_rec_td,0,,,,,
player,201310060sfo,htx,ReedEd00,fumbles_forced,0,,,,,
player,201310060sfo,htx,SharDa01,def_int,0,,,,,
player,201310060sfo,htx,SharDa01,def_int_yds,0,,,,,
player,201310060sfo,htx,SharDa01,def_int_td,0,,,,,
player,201310060sfo,htx,SharDa01,def_int_long,0,,,,,
player,201310060sfo,htx,SharDa01,pass_defended,0,,,,,
player,201310060sfo,htx,SharDa01,sacks,0.0,,,,,
player,201310060sfo,htx,SharDa01,tackles_combined,2,,,,,
player,201310060sfo,htx,SharDa01,tackles_solo,2,,,,,
player,201310060sfo,htx,SharDa01,tackles_assists,0,,,,,
player,201310060sfo,htx,SharDa01,tackles_loss,0,,,,,
player,201310060sfo,htx,SharDa01,qb_hits,0,,,,,
player,201310060sfo,htx,SharDa01,fumbles_rec,0,,,,,
player,201310060sfo,htx,SharDa01,fumbles_rec_yds,0,,,,,
player,201310060sfo,htx,SharDa01,fumbles_rec_td,0,,,,,
player,201310060sfo,htx,SharDa01,fumbles_forced,0,,,,,
player,201310060sfo,htx,BouyA.00,def_int,0,,,,,
player,201310060sfo,htx,BouyA.00,def_int_yds,0,,,,,
player,201310060sfo,htx,BouyA.00,def_int_td,0,,,,,
player,201310060sfo,htx,BouyA.00,def_int_long,0,,,,,
player,201310060sfo,htx,BouyA.00,pass_defended,0,,,,,
player,201310060sfo,htx,BouyA.00,sacks,0.0,,,,,
player,201310060sfo,htx,BouyA.00,tackles_combined,1,,,,,
player,201310060sfo,htx,BouyA.00,tackles_solo,1,,,,,
player,201310060sfo,htx,BouyA.00,tackles_assists,0,,,,,
player,201310060sfo,htx,BouyA.00,tackles_loss,0,,,,,
player,201310060sfo,htx,BouyA.00,qb_hits,0,,,,,
player,201310060sfo,htx,BouyA.00,fumbles_rec,0,,,,,
player,201310060sfo,htx,BouyA.00,fumbles_rec_yds,0,,,,,
player,201310060sfo,htx,BouyA.00,fumbles_rec_td,0,,,,,
player,201310060sfo,htx,BouyA.00,fumbles_forced,0,,,,,
player,201310060sfo,htx,BramBr00,def_int,0,,,,,
player,201310060sfo,htx,BramBr00,def_int_yds,0,,,,,
player,201310060sfo,htx,BramBr00,def_int_td,0,,,,,
player,201310060sfo,htx,BramBr00,def_int_long,0,,,,,
player,201310060sfo,htx,BramBr00,pass_defended,0,,,,,
player,201310060sfo,htx,BramBr00,sacks,0.0,,,,,
player,201310060sfo,htx,BramBr00,tackles_combined,1,,,,,
player,201310060sfo,htx,BramBr00,tackles_solo,1,,,,,
player,201310060sfo,htx,BramBr00,tackles_assists,0,,,,,
player,201310060sfo,htx,BramBr00,tackles_loss,0,,,,,
player,201310060sfo,htx,BramBr00,qb_hits,0,,,,,
player,201310060sfo,htx,BramBr00,fumbles_rec,0,,,,,
player,201310060sfo,htx,BramBr00,fumbles_rec_yds,0,,,,,
player,201310060sfo,htx,BramBr00,fumbles_rec_td,0,,,,,
player,201310060sfo,htx,BramBr00,fumbles_forced,0,,,,,
player,201310060sfo,htx,HarrRy20,def_int,0,,,,,
player,201310060sfo,htx,HarrRy20,def_int_yds,0,,,,,
player,201310060sfo,htx,HarrRy20,def_int_td,0,,,,,
player,201310060sfo,htx,HarrRy20,def_int_long,0,,,,,
player,201310060sfo,htx,HarrRy20,pass_defended,0,,,,,
player,201310060sfo,htx,HarrRy20,sacks,0.0,,,,,
player,201310060sfo,htx,HarrRy20,tackles_combined,1,,,,,
player,201310060sfo,htx,HarrRy20,tackles_solo,1,,,,,
player,201310060sfo,htx,HarrRy20,tackles_assists,0,,,,,
player,201310060sfo,htx,HarrRy20,tackles_loss,,,,,,
player,201310060sfo,htx,HarrRy20,qb_hits,,,,,,
player,201310060sfo,htx,HarrRy20,fumbles_rec,0,,,,,
player,201310060sfo,htx,HarrRy20,fumbles_rec_yds,0,,,,,
player,201310060sfo,htx,HarrRy20,fumbles_rec_td,0,,,,,
player,201310060sfo,htx,HarrRy20,fumbles_forced,0,,,,,
player,201310060sfo,htx,JeffWi00,def_int,0,,,,,
player,201310060sfo,htx,JeffWi00,def_int_yds,0,,,,,
player,201310060sfo,htx,JeffWi00,def_int_td,0,,,,,
player,201310060sfo,htx,JeffWi00,def_int_long,0,,,,,
player,201310060sfo,htx,JeffWi00,pass_defended,0,,,,,
player,201310060sfo,htx,JeffWi00,sacks,0.0,,,,,
player,201310060sfo,htx,JeffWi00,tackles_combined,1,,,,,
player,201310060sfo,htx,JeffWi00,tackles_solo,1,,,,,
player,201310060sfo,htx,JeffWi00,tackles_assists,0,,,,,
player,201310060sfo,htx,JeffWi00,tackles_loss,0,,,,,
player,201310060sfo,htx,JeffWi00,qb_hits,0,,,,,
player,201310060sfo,htx,JeffWi00,fumbles_rec,0,,,,,
player,201310060sfo,htx,JeffWi00,fumbles_rec_yds,0,,,,,
player,201310060sfo,htx,JeffWi00,fumbles_rec_td,0,,,,,
player,201310060sfo,htx,JeffWi00,fumbles_forced,0,,,,,
player,201310060sfo,htx,McCaBr99,def_int,0,,,,,
player,201310060sfo,htx,McCaBr99,def_int_yds,0,,,,,
player,201310060sfo,htx,McCaBr99,def_int_td,0,,,,,
player,201310060sfo,htx,McCaBr99,def_int_long,0,,,,,
player,201310060sfo,htx,McCaBr99,pass_defended,0,,,,,
player,201310060sfo,htx,McCaBr99,sacks,0.0,,,,,
player,201310060sfo,htx,McCaBr99,tackles_combined,1,,,,,
player,201310060sfo,htx,McCaBr99,tackles_solo,0,,,,,
player,201310060sfo,htx,McCaBr99,tackles_assists,1,,,,,
player,201310060sfo,htx,McCaBr99,tackles_loss,0,,,,,
player,201310060sfo,htx,McCaBr99,qb_hits,0,,,,,
player,201310060sfo,htx,McCaBr99,fumbles_rec,0,,,,,
player,201310060sfo,htx,McCaBr99,fumbles_rec_yds,0,,,,,
player,201310060sfo,htx,McCaBr99,fumbles_rec_td,0,,,,,
player,201310060sfo,htx,McCaBr99,fumbles_forced,0,,,,,
player,201310060sfo,htx,McClTe00,def_int,0,,,,,
player,201310060sfo,htx,McClTe00,def_int_yds,0,,,,,
player,201310060sfo,htx,McClTe00,def_int_td,0,,,,,
player,201310060sfo,htx,McClTe00,def_int_long,0,,,,,
player,201310060sfo,htx,McClTe00,pass_defended,0,,,,,
player,201310060sfo,htx,McClTe00,sacks,0.0,,,,,
player,201310060sfo,htx,McClTe00,tackles_combined,1,,,,,
player,201310060sfo,htx,McClTe00,tackles_solo,1,,,,,
player,201310060sfo,htx,McClTe00,tackles_assists,0,,,,,
player,201310060sfo,htx,McClTe00,tackles_loss,0,,,,,
player,201310060sfo,htx,McClTe00,qb_hits,0,,,,,
player,201310060sfo,htx,McClTe00,fumbles_rec,0,,,,,
player,201310060sfo,htx,McClTe00,fumbles_rec_yds,0,,,,,
player,201310060sfo,htx,McClTe00,fumbles_rec_td,0,,,,,
player,201310060sfo,htx,McClTe00,fumbles_forced,0,,,,,
player,201310060sfo,htx,SmitAn22,def_int,0,,,,,
player,201310060sfo,htx,SmitAn22,def_int_yds,0,,,,,
player,201310060sfo,htx,SmitAn22,def_int_td,0,,,,,
player,201310060sfo,htx,SmitAn22,def_int_long,0,,,,,
player,201310060sfo,htx,SmitAn22,pass_defended,0,,,,,
player,201310060sfo,htx,SmitAn22,sacks,0.0,,,,,
player,201310060sfo,htx,SmitAn22,tackles_combined,1,,,,,
player,201310060sfo,htx,SmitAn22,tackles_solo,1,,,,,
player,201310060sfo,htx,SmitAn22,tackles_assists,0,,,,,
player,201310060sfo,htx,SmitAn22,tackles_loss,0,,,,,
player,201310060sfo,htx,SmitAn22,qb_hits,0,,,,,
player,201310060sfo,htx,SmitAn22,fumbles_rec,0,,,,,
player,201310060sfo,htx,SmitAn22,fumbles_rec_yds,0,,,,,
player,201310060sfo,htx,SmitAn22,fumbles_rec_td,0,,,,,
player,201310060sfo,htx,SmitAn22,fumbles_forced,0,,,,,
player,201310060sfo,htx,SweaDJ00,def_int,0,,,,,
player,201310060sfo,htx,SweaDJ00,def_int_yds,0,,,,,
player,201310060sfo,htx,SweaDJ00,def_int_td,0,,,,,
player,201310060sfo,htx,SweaDJ00,def_int_long,0,,,,,
player,201310060sfo,htx,SweaDJ00,pass_defended,0,,,,,
player,201310060sfo,htx,SweaDJ00,sacks,0.0,,,,,
player,201310060sfo,htx,SweaDJ00,tackles_combined,1,,,,,
player,201310060sfo,htx,SweaDJ00,tackles_solo,1,,,,,
player,201310060sfo,htx,SweaDJ00,tackles_assists,0,,,,,
player,201310060sfo,htx,SweaDJ00,tackles_loss,0,,,,,
player,201310060sfo,htx,SweaDJ00,qb_hits,0,,,,,
player,201310060sfo,htx,SweaDJ00,fumbles_rec,0,,,,,
player,201310060sfo,htx,SweaDJ00,fumbles_rec_yds,0,,,,,
player,201310060sfo,htx,SweaDJ00,fumbles_rec_td,0,,,,,
player,201310060sfo,htx,SweaDJ00,fumbles_forced,0,,,,,
player,201310060sfo,htx,HarrBr00,def_int,,,,,,
player,201310060sfo,htx,HarrBr00,def_int_yds,,,,,,
player,201310060sfo,htx,HarrBr00,def_int_td,,,,,,
player,201310060sfo,htx,HarrBr00,def_int_long,,,,,,
player,201310060sfo,htx,HarrBr00,pass_defended,0,,,,,
player,201310060sfo,htx,HarrBr00,sacks,0.0,,,,,
player,201310060sfo,htx,HarrBr00,tackles_combined,1,,,,,
player,201310060sfo,htx,HarrBr00,tackles_solo,1,,,,,
player,201310060sfo,htx,HarrBr00,tackles_assists,0,,,,,
player,201310060sfo,htx,HarrBr00,tackles_loss,0,,,,,
player,201310060sfo,htx,HarrBr00,qb_hits,0,,,,,
player,201310060sfo,htx,HarrBr00,fumbles_rec,0,,,,,
player,201310060sfo,htx,HarrBr00,fumbles_rec_yds,,,,,,
player,201310060sfo,htx,HarrBr00,fumbles_rec_td,,,,,,
player,201310060sfo,htx,HarrBr00,fumbles_forced,0,,,,,
player,201310060sfo,sfo,BrocTr00,def_int,2,,,,,
player,201310060sfo,sfo,BrocTr00,def_int_yds,31,,,,,
player,201310060sfo,sfo,BrocTr00,def_int_td,1,,,,,
player,201310060sfo,sfo,BrocTr00,def_int_long,18,,,,,
player,201310060sfo,sfo,BrocTr00,pass_defended,2,,,,,
player,201310060sfo,sfo,BrocTr00,sacks,0.0,,,,,
player,201310060sfo,sfo,BrocTr00,tackles_combined,2,,,,,
player,201310060sfo,sfo,BrocTr00,tackles_solo,1,,,,,
player,201310060sfo,sfo,BrocTr00,tackles_assists,1,,,,,
player,201310060sfo,sfo,BrocTr00,tackles_loss,0,,,,,
player,201310060sfo,sfo,BrocTr00,qb_hits,0,,,,,
player,201310060sfo,sfo,BrocTr00,fumbles_rec,0,,,,,
player,201310060sfo,sfo,BrocTr00,fumbles_rec_yds,0,,,,,
player,201310060sfo,sfo,BrocTr00,fumbles_rec_td,0,,,,,
player,201310060sfo,sfo,BrocTr00,fumbles_forced,0,,,,,
player,201310060sfo,sfo,JeroTo00,def_int,1,,,,,
player,201310060sfo,sfo,JeroTo00,def_int_yds,6,,,,,
player,201310060sfo,sfo,JeroTo00,def_int_td,0,,,,,
player,201310060sfo,sfo,JeroTo00,def_int_long,6,,,,,
player,201310060sfo,sfo,JeroTo00,pass_defended,1,,,,,
player,201310060sfo,sfo,JeroTo00,sacks,0.0,,,,,
player,201310060sfo,sfo,JeroTo00,tackles_combined,1,,,,,
player,201310060sfo,sfo,JeroTo00,tackles_solo,1,,,,,
player,201310060sfo,sfo,JeroTo00,tackles_assists,0,,,,,
player,201310060sfo,sfo,JeroTo00,tackles_loss,0,,,,,
player,201310060sfo,sfo,JeroTo00,qb_hits,1,,,,,
player,201310060sfo,sfo,JeroTo00,fumbles_rec,0,,,,,
player,201310060sfo,sfo,JeroTo00,fumbles_rec_yds,0,,,,,
player,201310060sfo,sfo,JeroTo00,fumbles_rec_td,0,,,,,
player,201310060sfo,sfo,JeroTo00,fumbles_forced,0,,,,,
player,201310060sfo,sfo,McDoRa99,def_int,0,,,,,
player,201310060sfo,sfo,McDoRa99,def_int_yds,0,,,,,
player,201310060sfo,sfo,McDoRa99,def_int_td,0,,,,,
player,201310060sfo,sfo,McDoRa99,def_int_long,0,,,,,
player,201310060sfo,sfo,McDoRa99,pass_defended,0,,,,,
player,201310060sfo,sfo,McDoRa99,sacks,1.0,,,,,
player,201310060sfo,sfo,McDoRa99,tackles_combined,3,,,,,
player,201310060sfo,sfo,McDoRa99,tackles_solo,3,,,,,
player,201310060sfo,sfo,McDoRa99,tackles_assists,0,,,,,
player,201310060sfo,sfo,McDoRa99,tackles_loss,1,,,,,
player,201310060sfo,sfo,McDoRa99,qb_hits,1,,,,,
player,201310060sfo,sfo,McDoRa99,fumbles_rec,0,,,,,
player,201310060sfo,sfo,McDoRa99,fumbles_rec_yds,0,,,,,
player,201310060sfo,sfo,McDoRa99,fumbles_rec_td,0,,,,,
player,201310060sfo,sfo,McDoRa99,fumbles_forced,0,,,,,
player,201310060sfo,sfo,BowmNa99,def_int,0,,,,,
player,201310060sfo,sfo,BowmNa99,def_int_yds,0,,,,,
player,201310060sfo,sfo,BowmNa99,def_int_td,0,,,,,
player,201310060sfo,sfo,BowmNa99,def_int_long,0,,,,,
