game,2013,5,20131006,201310060sfo,htx,"Houston Texans",3,sfo,"San Francisco 49ers",34
player,201310060sfo,htx,JackKa99,offense,0,,,,,
player,201310060sfo,htx,JackKa99,off_pct,0%,,,,,
player,201310060sfo,htx,JackKa99,defense,39,,,,,
player,201310060sfo,htx,JackKa99,def_pct,74%,,,,,
player,201310060sfo,htx,JackKa99,special_teams,2,,,,,
player,201310060sfo,htx,JackKa99,st_pct,8%,,,,,
player,201310060sfo,htx,MitcEa99,pos,NT,,,,,
player,201310060sfo,htx,MitcEa99,offense,0,,,,,
player,201310060sfo,htx,MitcEa99,off_pct,0%,,,,,
player,201310060sfo,htx,MitcEa99,defense,35,,,,,
player,201310060sfo,htx,MitcEa99,def_pct,66%,,,,,
player,201310060sfo,htx,MitcEa99,special_teams,6,,,,,
player,201310060sfo,htx,MitcEa99,st_pct,25%,,,,,
player,201310060sfo,htx,MaysJo99,pos,LB,,,,,
player,201310060sfo,htx,MaysJo99,offense,0,,,,,
player,201310060sfo,htx,MaysJo99,off_pct,0%,,,,,
player,201310060sfo,htx,MaysJo99,defense,30,,,,,
player,201310060sfo,htx,MaysJo99,def_pct,57%,,,,,
player,201310060sfo,htx,MaysJo99,special_teams,4,,,,,
player,201310060sfo,htx,MaysJo99,st_pct,17%,,,,,
player,201310060sfo,htx,CricJa00,pos,DE,,,,,
player,201310060sfo,htx,CricJa00,offense,0,,,,,
player,201310060sfo,htx,CricJa00,off_pct,0%,,,,,
player,201310060sfo,htx,CricJa00,defense,29,,,,,
player,201310060sfo,htx,CricJa00,def_pct,55%,,,,,
player,201310060sfo,htx,CricJa00,special_teams,17,,,,,
player,201310060sfo,htx,CricJa00,st_pct,71%,,,,,
player,201310060sfo,htx,SmitAn22,pos,DE,,,,,
player,201310060sfo,htx,SmitAn22,offense,0,,,,,
player,201310060sfo,htx,SmitAn22,off_pct,0%,,,,,
player,201310060sfo,htx,SmitAn22,defense,27,,,,,
player,201310060sfo,htx,SmitAn22,def_pct,51%,,,,,
player,201310060sfo,htx,SmitAn22,special_teams,5,,,,,
player,201310060sfo,htx,SmitAn22,st_pct,21%,,,,,
player,201310060sfo,htx,ReedEd00,pos,FS,,,,,
player,201310060sfo,htx,ReedEd00,offense,0,,,,,
player,201310060sfo,htx,ReedEd00,off_pct,0%,,,,,
player,201310060sfo,htx,ReedEd00,defense,24,,,,,
player,201310060sfo,htx,ReedEd00,def_pct,45%,,,,,
player,201310060sfo,htx,ReedEd00,special_teams,0,,,,,
player,201310060sfo,htx,ReedEd00,st_pct,0%,,,,,
player,201310060sfo,htx,SharDa01,pos,LB,,,,,
player,201310060sfo,htx,SharDa01,offense,0,,,,,
player,201310060sfo,htx,SharDa01,off_pct,0%,,,,,
player,201310060sfo,htx,SharDa01,defense,23,,,,,
player,201310060sfo,htx,SharDa01,def_pct,43%,,,,,
player,201310060sfo,htx,SharDa01,special_teams,0,,,,,
player,201310060sfo,htx,SharDa01,st_pct,0%,,,,,
player,201310060sfo,htx,SweaDJ00,pos,FS,,,,,
player,201310060sfo,htx,SweaDJ00,offense,0,,,,,
player,201310060sfo,htx,SweaDJ00,off_pct,0%,,,,,
player,201310060sfo,htx,SweaDJ00,defense,20,,,,,
player,201310060sfo,htx,SweaDJ00,def_pct,38%,,,,,
player,201310060sfo,htx,SweaDJ00,special_teams,15,,,,,
player,201310060sfo,htx,SweaDJ00,st_pct,62%,,,,,
player,201310060sfo,htx,McCaBr99,pos,CB,,,,,
player,201310060sfo,htx,McCaBr99,offense,0,,,,,
player,201310060sfo,htx,McCaBr99,off_pct,0%,,,,,
player,201310060sfo,htx,McCaBr99,defense,20,,,,,
player,201310060sfo,htx,McCaBr99,def_pct,38%,,,,,
player,201310060sfo,htx,McCaBr99,special_teams,4,,,,,
player,201310060sfo,htx,McCaBr99,st_pct,17%,,,,,
player,201310060sfo,htx,KeoxSh00,pos,FS,,,,,
player,201310060sfo,htx,KeoxSh00,offense,0,,,,,
player,201310060sfo,htx,KeoxSh00,off_pct,0%,,,,,
player,201310060sfo,htx,KeoxSh00,defense,18,,,,,
player,201310060sfo,htx,KeoxSh00,def_pct,34%,,,,,
player,201310060sfo,htx,KeoxSh00,special_teams,22,,,,,
player,201310060sfo,htx,KeoxSh00,st_pct,92%,,,,,
player,201310060sfo,htx,McClTe00,pos,DT,,,,,
player,201310060sfo,htx,McClTe00,offense,0,,,,,
player,201310060sfo,htx,McClTe00,off_pct,0%,,,,,
player,201310060sfo,htx,McClTe00,defense,18,,,,,
player,201310060sfo,htx,McClTe00,def_pct,34%,,,,,
player,201310060sfo,htx,McClTe00,special_teams,4,,,,,
player,201310060sfo,htx,McClTe00,st_pct,17%,,,,,
player,201310060sfo,htx,PleaEd00,pos,SS,,,,,
player,201310060sfo,htx,PleaEd00,offense,0,,,,,
player,201310060sfo,htx,PleaEd00,off_pct,0%,,,,,
player,201310060sfo,htx,PleaEd00,defense,9,,,,,
player,201310060sfo,htx,PleaEd00,def_pct,17%,,,,,
player,201310060sfo,htx,PleaEd00,special_teams,16,,,,,
player,201310060sfo,htx,PleaEd00,st_pct,67%,,,,,
player,201310060sfo,htx,TuggJu00,pos,LB,,,,,
player,201310060sfo,htx,TuggJu00,offense,0,,,,,
player,201310060sfo,htx,TuggJu00,off_pct,0%,,,,,
player,201310060sfo,htx,TuggJu00,defense,9,,,,,
player,201310060sfo,htx,TuggJu00,def_pct,17%,,,,,
player,201310060sfo,htx,TuggJu00,special_teams,16,,,,,
player,201310060sfo,htx,TuggJu00,st_pct,67%,,,,,
player,201310060sfo,htx,BramBr00,pos,LB,,,,,
player,201310060sfo,htx,BramBr00,offense,0,,,,,
player,201310060sfo,htx,BramBr00,off_pct,0%,,,,,
player,201310060sfo,htx,BramBr00,defense,9,,,,,
player,201310060sfo,htx,BramBr00,def_pct,17%,,,,,
player,201310060sfo,htx,BramBr00,special_teams,15,,,,,
player,201310060sfo,htx,BramBr00,st_pct,62%,,,,,
player,201310060sfo,htx,JeffWi00,pos,LB,,,,,
player,201310060sfo,htx,JeffWi00,offense,0,,,,,
player,201310060sfo,htx,JeffWi00,off_pct,0%,,,,,
player,201310060sfo,htx,JeffWi00,defense,9,,,,,
player,201310060sfo,htx,JeffWi00,def_pct,17%,,,,,
player,201310060sfo,htx,JeffWi00,special_teams,0,,,,,
player,201310060sfo,htx,JeffWi00,st_pct,0%,,,,,
player,201310060sfo,htx,HarrBr00,pos,CB,,,,,
player,201310060sfo,htx,HarrBr00,offense,0,,,,,
player,201310060sfo,htx,HarrBr00,off_pct,0%,,,,,
player,201310060sfo,htx,HarrBr00,defense,5,,,,,
player,201310060sfo,htx,HarrBr00,def_pct,9%,,,,,
player,201310060sfo,htx,HarrBr00,special_teams,9,,,,,
player,201310060sfo,htx,HarrBr00,st_pct,38%,,,,,
player,201310060sfo,htx,BouyA.00,pos,CB,,,,,
player,201310060sfo,htx,BouyA.00,offense,0,,,,,
player,201310060sfo,htx,BouyA.00,off_pct,0%,,,,,
player,201310060sfo,htx,BouyA.00,defense,0,,,,,
player,201310060sfo,htx,BouyA.00,def_pct,0%,,,,,
player,201310060sfo,htx,BouyA.00,special_teams,15,,,,,
player,201310060sfo,htx,BouyA.00,st_pct,62%,,,,,
player,201310060sfo,htx,WhitCo02,pos,G,,,,,
player,201310060sfo,htx,WhitCo02,offense,0,,,,,
player,201310060sfo,htx,WhitCo02,off_pct,0%,,,,,
player,201310060sfo,htx,WhitCo02,defense,0,,,,,
player,201310060sfo,htx,WhitCo02,def_pct,0%,,,,,
player,201310060sfo,htx,WhitCo02,special_teams,6,,,,,
player,201310060sfo,htx,WhitCo02,st_pct,25%,,,,,
player,201310060sfo,htx,LechSh20,pos,P,,,,,
player,201310060sfo,htx,LechSh20,offense,0,,,,,
player,201310060sfo,htx,LechSh20,off_pct,0%,,,,,
player,201310060sfo,htx,LechSh20,defense,0,,,,,
player,201310060sfo,htx,LechSh20,def_pct,0%,,,,,
player,201310060sfo,htx,LechSh20,special_teams,5,,,,,
player,201310060sfo,htx,LechSh20,st_pct,21%,,,,,
player,201310060sfo,htx,WeekJo00,pos,LS,,,,,
player,201310060sfo,htx,WeekJo00,offense,0,,,,,
player,201310060sfo,htx,WeekJo00,off_pct,0%,,,,,
player,201310060sfo,htx,WeekJo00,defense,0,,,,,
player,201310060sfo,htx,WeekJo00,def_pct,0%,,,,,
player,201310060sfo,htx,WeekJo00,special_teams,5,,,,,
player,201310060sfo,htx,WeekJo00,st_pct,21%,,,,,
player,201310060sfo,htx,BullRa00,pos,K,,,,,
player,201310060sfo,htx,BullRa00,offense,0,,,,,
player,201310060sfo,htx,BullRa00,off_pct,0%,,,,,
player,201310060sfo,htx,BullRa00,defense,0,,,,,
player,201310060sfo,htx,BullRa00,def_pct,0%,,,,,
player,201310060sfo,htx,BullRa00,special_teams,4,,,,,
player,201310060sfo,htx,BullRa00,st_pct,17%,,,,,
