game,2013,10,20131110,201311100clt,ram,"St. Louis Rams",38,clt,"Indianapolis Colts",8
player,201311100clt,ram,WithWi20,tackles_solo,1,,,,,
player,201311100clt,ram,WithWi20,tackles_assists,0,,,,,
player,201311100clt,ram,WithWi20,tackles_loss,0,,,,,
player,201311100clt,ram,WithWi20,qb_hits,0,,,,,
player,201311100clt,ram,WithWi20,fumbles_rec,0,,,,,
player,201311100clt,ram,WithWi20,fumbles_rec_yds,0,,,,,
player,201311100clt,ram,WithWi20,fumbles_rec_td,0,,,,,
player,201311100clt,ram,WithWi20,fumbles_forced,0,,,,,
player,201311100clt,ram,QuinRo00,def_int,0,,,,,
player,201311100clt,ram,QuinRo00,def_int_yds,0,,,,,
player,201311100clt,ram,QuinRo00,def_int_td,0,,,,,
player,201311100clt,ram,QuinRo00,def_int_long,0,,,,,
player,201311100clt,ram,QuinRo00,pass_defended,0,,,,,
player,201311100clt,ram,QuinRo00,sacks,2.0,,,,,
player,201311100clt,ram,QuinRo00,tackles_combined,4,,,,,
player,201311100clt,ram,QuinRo00,tackles_solo,3,,,,,
player,201311100clt,ram,QuinRo00,tackles_assists,1,,,,,
player,201311100clt,ram,QuinRo00,tackles_loss,1,,,,,
player,201311100clt,ram,QuinRo00,qb_hits,4,,,,,
player,201311100clt,ram,QuinRo00,fumbles_rec,0,,,,,
player,201311100clt,ram,QuinRo00,fumbles_rec_yds,0,,,,,
player,201311100clt,ram,QuinRo00,fumbles_rec_td,0,,,,,
player,201311100clt,ram,QuinRo00,fumbles_forced,1,,,,,
player,201311100clt,ram,LongCh99,def_int,0,,,,,
player,201311100clt,ram,LongCh99,def_int_yds,0,,,,,
player,201311100clt,ram,LongCh99,def_int_td,0,,,,,
player,201311100clt,ram,LongCh99,def_int_long,0,,,,,
player,201311100clt,ram,LongCh99,pass_defended,0,,,,,
player,201311100clt,ram,LongCh99,sacks,1.0,,,,,
player,201311100clt,ram,LongCh99,tackles_combined,4,,,,,
player,201311100clt,ram,LongCh99,tackles_solo,4,,,,,
player,201311100clt,ram,LongCh99,tackles_assists,0,,,,,
player,201311100clt,ram,LongCh99,tackles_loss,1,,,,,
player,201311100clt,ram,LongCh99,qb_hits,1,,,,,
player,201311100clt,ram,LongCh99,fumbles_rec,1,,,,,
player,201311100clt,ram,LongCh99,fumbles_rec_yds,45,,,,,
player,201311100clt,ram,LongCh99,fumbles_rec_td,1,,,,,
player,201311100clt,ram,LongCh99,fumbles_forced,0,,,,,
player,201311100clt,ram,FinnCo20,def_int,0,,,,,
player,201311100clt,ram,FinnCo20,def_int_yds,0,,,,,
player,201311100clt,ram,FinnCo20,def_int_td,0,,,,,
player,201311100clt,ram,FinnCo20,def_int_long,0,,,,,
player,201311100clt,ram,FinnCo20,pass_defended,0,,,,,
player,201311100clt,ram,FinnCo20,sacks,0.0,,,,,
player,201311100clt,ram,FinnCo20,tackles_combined,8,,,,,
player,201311100clt,ram,FinnCo20,tackles_solo,5,,,,,
player,201311100clt,ram,FinnCo20,tackles_assists,3,,,,,
player,201311100clt,ram,FinnCo20,tackles_loss,0,,,,,
player,201311100clt,ram,FinnCo20,qb_hits,0,,,,,
player,201311100clt,ram,FinnCo20,fumbles_rec,0,,,,,
player,201311100clt,ram,FinnCo20,fumbles_rec_yds,0,,,,,
player,201311100clt,ram,FinnCo20,fumbles_rec_td,0,,,,,
player,201311100clt,ram,FinnCo20,fumbles_forced,0,,,,,
player,201311100clt,ram,JenkJa03,def_int,0,,,,,
player,201311100clt,ram,JenkJa03,def_int_yds,0,,,,,
player,201311100clt,ram,JenkJa03,def_int_td,0,,,,,
player,201311100clt,ram,JenkJa03,def_int_long,0,,,,,
player,201311100clt,ram,JenkJa03,pass_defended,0,,,,,
player,201311100clt,ram,JenkJa03,sacks,0.0,,,,,
player,201311100clt,ram,JenkJa03,tackles_combined,6,,,,,
player,201311100clt,ram,JenkJa03,tackles_solo,5,,,,,
player,201311100clt,ram,JenkJa03,tackles_assists,1,,,,,
player,201311100clt,ram,JenkJa03,tackles_loss,0,,,,,
player,201311100clt,ram,JenkJa03,qb_hits,0,,,,,
player,201311100clt,ram,JenkJa03,fumbles_rec,0,,,,,
player,201311100clt,ram,JenkJa03,fumbles_rec_yds,0,,,,,
player,201311100clt,ram,JenkJa03,fumbles_rec_td,0,,,,,
player,201311100clt,ram,JenkJa03,fumbles_forced,0,,,,,
player,201311100clt,ram,OgleAl00,def_int,0,,,,,
player,201311100clt,ram,OgleAl00,def_int_yds,0,,,,,
player,201311100clt,ram,OgleAl00,def_int_td,0,,,,,
player,201311100clt,ram,OgleAl00,def_int_long,0,,,,,
player,201311100clt,ram,OgleAl00,pass_defended,2,,,,,
player,201311100clt,ram,OgleAl00,sacks,0.0,,,,,
player,201311100clt,ram,OgleAl00,tackles_combined,5,,,,,
player,201311100clt,ram,OgleAl00,tackles_solo,4,,,,,
player,201311100clt,ram,OgleAl00,tackles_assists,1,,,,,
player,201311100clt,ram,OgleAl00,tackles_loss,0,,,,,
player,201311100clt,ram,OgleAl00,qb_hits,0,,,,,
player,201311100clt,ram,OgleAl00,fumbles_rec,0,,,,,
player,201311100clt,ram,OgleAl00,fumbles_rec_yds,0,,,,,
player,201311100clt,ram,OgleAl00,fumbles_rec_td,0,,,,,
player,201311100clt,ram,OgleAl00,fumbles_forced,0,,,,,
player,201311100clt,ram,LangKe98,def_int,0,,,,,
player,201311100clt,ram,LangKe98,def_int_yds,0,,,,,
player,201311100clt,ram,LangKe98,def_int_td,0,,,,,
player,201311100clt,ram,LangKe98,def_int_long,0,,,,,
player,201311100clt,ram,LangKe98,pass_defended,0,,,,,
player,201311100clt,ram,LangKe98,sacks,0.0,,,,,
player,201311100clt,ram,LangKe98,tackles_combined,3,,,,,
player,201311100clt,ram,LangKe98,tackles_solo,2,,,,,
player,201311100clt,ram,LangKe98,tackles_assists,1,,,,,
player,201311100clt,ram,LangKe98,tackles_loss,1,,,,,
player,201311100clt,ram,LangKe98,qb_hits,0,,,,,
player,201311100clt,ram,LangKe98,fumbles_rec,0,,,,,
player,201311100clt,ram,LangKe98,fumbles_rec_yds,0,,,,,
player,201311100clt,ram,LangKe98,fumbles_rec_td,0,,,,,
player,201311100clt,ram,LangKe98,fumbles_forced,0,,,,,
player,201311100clt,ram,ArmsRa01,def_int,0,,,,,
player,201311100clt,ram,ArmsRa01,def_int_yds,0,,,,,
player,201311100clt,ram,ArmsRa01,def_int_td,0,,,,,
player,201311100clt,ram,ArmsRa01,def_int_long,0,,,,,
player,201311100clt,ram,ArmsRa01,pass_defended,0,,,,,
player,201311100clt,ram,ArmsRa01,sacks,0.0,,,,,
player,201311100clt,ram,ArmsRa01,tackles_combined,2,,,,,
player,201311100clt,ram,ArmsRa01,tackles_solo,2,,,,,
player,201311100clt,ram,ArmsRa01,tackles_assists,0,,,,,
player,201311100clt,ram,ArmsRa01,tackles_loss,0,,,,,
player,201311100clt,ram,ArmsRa01,qb_hits,0,,,,,
player,201311100clt,ram,ArmsRa01,fumbles_rec,0,,,,,
player,201311100clt,ram,ArmsRa01,fumbles_rec_yds,0,,,,,
player,201311100clt,ram,ArmsRa01,fumbles_rec_td,0,,,,,
player,201311100clt,ram,ArmsRa01,fumbles_forced,0,,,,,
player,201311100clt,ram,BrocMi00,def_int,0,,,,,
player,201311100clt,ram,BrocMi00,def_int_yds,0,,,,,
player,201311100clt,ram,BrocMi00,def_int_td,0,,,,,
player,201311100clt,ram,BrocMi00,def_int_long,0,,,,,
player,201311100clt,ram,BrocMi00,pass_defended,0,,,,,
player,201311100clt,ram,BrocMi00,sacks,0.0,,,,,
player,201311100clt,ram,BrocMi00,tackles_combined,2,,,,,
player,201311100clt,ram,BrocMi00,tackles_solo,1,,,,,
player,201311100clt,ram,BrocMi00,tackles_assists,1,,,,,
player,201311100clt,ram,BrocMi00,tackles_loss,1,,,,,
player,201311100clt,ram,BrocMi00,qb_hits,0,,,,,
player,201311100clt,ram,BrocMi00,fumbles_rec,0,,,,,
player,201311100clt,ram,BrocMi00,fumbles_rec_yds,0,,,,,
player,201311100clt,ram,BrocMi00,fumbles_rec_td,0,,,,,
player,201311100clt,ram,BrocMi00,fumbles_forced,0,,,,,
player,201311100clt,ram,McLeRo00,def_int,0,,,,,
player,201311100clt,ram,McLeRo00,def_int_yds,0,,,,,
player,201311100clt,ram,McLeRo00,def_int_td,0,,,,,
player,201311100clt,ram,McLeRo00,def_int_long,0,,,,,
player,201311100clt,ram,McLeRo00,pass_defended,1,,,,,
player,201311100clt,ram,McLeRo00,sacks,0.0,,,,,
player,201311100clt,ram,McLeRo00,tackles_combined,2,,,,,
player,201311100clt,ram,McLeRo00,tackles_solo,1,,,,,
player,201311100clt,ram,McLeRo00,tackles_assists,1,,,,,
player,201311100clt,ram,McLeRo00,tackles_loss,0,,,,,
player,201311100clt,ram,McLeRo00,qb_hits,0,,,,,
player,201311100clt,ram,McLeRo00,fumbles_rec,0,,,,,
player,201311100clt,ram,McLeRo00,fumbles_rec_yds,0,,,,,
player,201311100clt,ram,McLeRo00,fumbles_rec_td,0,,,,,
player,201311100clt,ram,McLeRo00,fumbles_forced,0,,,,,
player,201311100clt,ram,StewDa00,def_int,0,,,,,
player,201311100clt,ram,StewDa00,def_int_yds,0,,,,,
player,201311100clt,ram,StewDa00,def_int_td,0,,,,,
player,201311100clt,ram,StewDa00,def_int_long,0,,,,,
player,201311100clt,ram,StewDa00,pass_defended,2,,,,,
player,201311100clt,ram,StewDa00,sacks,0.0,,,,,
player,201311100clt,ram,StewDa00,tackles_combined,2,,,,,
player,201311100clt,ram,StewDa00,tackles_solo,2,,,,,
player,201311100clt,ram,StewDa00,tackles_assists,0,,,,,
player,201311100clt,ram,StewDa00,tackles_loss,0,,,,,
player,201311100clt,ram,StewDa00,qb_hits,0,,,,,
player,201311100clt,ram,StewDa00,fumbles_rec,0,,,,,
player,201311100clt,ram,StewDa00,fumbles_rec_yds,0,,,,,
player,201311100clt,ram,StewDa00,fumbles_rec_td,0,,,,,
player,201311100clt,ram,StewDa00,fumbles_forced,0,,,,,
player,201311100clt,ram,BailSt01,def_int,0,,,,,
player,201311100clt,ram,BailSt01,def_int_yds,0,,,,,
player,201311100clt,ram,BailSt01,def_int_td,0,,,,,
player,201311100clt,ram,BailSt01,def_int_long,0,,,,,
player,201311100clt,ram,BailSt01,pass_defended,0,,,,,
player,201311100clt,ram,BailSt01,sacks,0.0,,,,,
player,201311100clt,ram,BailSt01,tackles_combined,1,,,,,
player,201311100clt,ram,BailSt01,tackles_solo,0,,,,,
player,201311100clt,ram,BailSt01,tackles_assists,1,,,,,
player,201311100clt,ram,BailSt01,tackles_loss,0,,,,,
player,201311100clt,ram,BailSt01,qb_hits,0,,,,,
player,201311100clt,ram,BailSt01,fumbles_rec,0,,,,,
player,201311100clt,ram,BailSt01,fumbles_rec_yds,0,,,,,
player,201311100clt,ram,BailSt01,fumbles_rec_td,0,,,,,
player,201311100clt,ram,BailSt01,fumbles_forced,0,,,,,
player,201311100clt,ram,ConrMa00,def_int,0,,,,,
player,201311100clt,ram,ConrMa00,def_int_yds,0,,,,,
player,201311100clt,ram,ConrMa00,def_int_td,0,,,,,
player,201311100clt,ram,ConrMa00,def_int_long,0,,,,,
player,201311100clt,ram,ConrMa00,pass_defended,0,,,,,
player,201311100clt,ram,ConrMa00,sacks,0.0,,,,,
player,201311100clt,ram,ConrMa00,tackles_combined,1,,,,,
player,201311100clt,ram,ConrMa00,tackles_solo,0,,,,,
player,201311100clt,ram,ConrMa00,tackles_assists,1,,,,,
player,201311100clt,ram,ConrMa00,tackles_loss,0,,,,,
player,201311100clt,ram,ConrMa00,qb_hits,1,,,,,
player,201311100clt,ram,ConrMa00,fumbles_rec,0,,,,,
player,201311100clt,ram,ConrMa00,fumbles_rec_yds,0,,,,,
player,201311100clt,ram,ConrMa00,fumbles_rec_td,0,,,,,
player,201311100clt,ram,ConrMa00,fumbles_forced,0,,,,,
player,201311100clt,ram,CudjJe00,def_int,0,,,,,
player,201311100clt,ram,CudjJe00,def_int_yds,0,,,,,
player,201311100clt,ram,CudjJe00,def_int_td,0,,,,,
player,201311100clt,ram,CudjJe00,def_int_long,0,,,,,
player,201311100clt,ram,CudjJe00,pass_defended,1,,,,,
player,201311100clt,ram,CudjJe00,sacks,0.0,,,,,
player,201311100clt,ram,CudjJe00,tackles_combined,1,,,,,
player,201311100clt,ram,CudjJe00,tackles_solo,0,,,,,
player,201311100clt,ram,CudjJe00,tackles_assists,1,,,,,
player,201311100clt,ram,CudjJe00,tackles_loss,0,,,,,
player,201311100clt,ram,CudjJe00,qb_hits,0,,,,,
player,201311100clt,ram,CudjJe00,fumbles_rec,0,,,,,
player,201311100clt,ram,CudjJe00,fumbles_rec_yds,0,,,,,
player,201311100clt,ram,CudjJe00,fumbles_rec_td,0,,,,,
player,201311100clt,ram,CudjJe00,fumbles_forced,0,,,,,
player,201311100clt,ram,DaviCo02,def_int,0,,,,,
player,201311100clt,ram,DaviCo02,def_int_yds,0,,,,,
player,201311100clt,ram,DaviCo02,def_int_td,0,,,,,
player,201311100clt,ram,DaviCo02,def_int_long,0,,,,,
player,201311100clt,ram,DaviCo02,pass_defended,0,,,,,
player,201311100clt,ram,DaviCo02,sacks,0.0,,,,,
player,201311100clt,ram,DaviCo02,tackles_combined,1,,,,,
player,201311100clt,ram,DaviCo02,tackles_solo,1,,,,,
player,201311100clt,ram,DaviCo02,tackles_assists,0,,,,,
player,201311100clt,ram,DaviCo02,tackles_loss,0,,,,,
player,201311100clt,ram,DaviCo02,qb_hits,0,,,,,
player,201311100clt,ram,DaviCo02,fumbles_rec,0,,,,,
player,201311100clt,ram,DaviCo02,fumbles_rec_yds,0,,,,,
player,201311100clt,ram,DaviCo02,fumbles_rec_td,0,,,,,
player,201311100clt,ram,DaviCo02,fumbles_forced,0,,,,,
player,201311100clt,ram,DunbJo20,def_int,0,,,,,
player,201311100clt,ram,DunbJo20,def_int_yds,0,,,,,
player,201311100clt,ram,DunbJo20,def_int_td,0,,,,,
player,201311100clt,ram,DunbJo20,def_int_long,0,,,,,
player,201311100clt,ram,DunbJo20,pass_defended,0,,,,,
player,201311100clt,ram,DunbJo20,sacks,0.0,,,,,
player,201311100clt,ram,DunbJo20,tackles_combined,1,,,,,
player,201311100clt,ram,DunbJo20,tackles_solo,1,,,,,
player,201311100clt,ram,DunbJo20,tackles_assists,0,,,,,
player,201311100clt,ram,DunbJo20,tackles_loss,0,,,,,
player,201311100clt,ram,DunbJo20,qb_hits,0,,,,,
player,201311100clt,ram,DunbJo20,fumbles_rec,0,,,,,
player,201311100clt,ram,DunbJo20,fumbles_rec_yds,0,,,,,
player,201311100clt,ram,DunbJo20,fumbles_rec_td,0,,,,,
player,201311100clt,ram,DunbJo20,fumbles_forced,0,,,,,
player,201311100clt,ram,HekkJo00,def_int,0,,,,,
player,201311100clt,ram,HekkJo00,def_int_yds,0,,,,,
player,201311100clt,ram,HekkJo00,def_int_td,0,,,,,
player,201311100clt,ram,HekkJo00,def_int_long,0,,,,,
player,201311100clt,ram,HekkJo00,pass_defended,0,,,,,
player,201311100clt,ram,HekkJo00,sacks,0.0,,,,,
player,201311100clt,ram,HekkJo00,tackles_combined,1,,,,,
player,201311100clt,ram,HekkJo00,tackles_solo,1,,,,,
player,201311100clt,ram,HekkJo00,tackles_assists,0,,,,,
player,201311100clt,ram,HekkJo00,tackles_loss,0,,,,,
player,201311100clt,ram,HekkJo00,qb_hits,0,,,,,
player,201311100clt,ram,HekkJo00,fumbles_rec,0,,,,,
player,201311100clt,ram,HekkJo00,fumbles_rec_yds,0,,,,,
player,201311100clt,ram,HekkJo00,fumbles_rec_td,0,,,,,
player,201311100clt,ram,HekkJo00,fumbles_forced,0,,,,,
player,201311100clt,ram,McGeBr00,def_int,0,,,,,
player,201311100clt,ram,McGeBr00,def_int_yds,0,,,,,
player,201311100clt,ram,McGeBr00,def_int_td,0,,,,,
player,201311100clt,ram,McGeBr00,def_int_long,0,,,,,
player,201311100clt,ram,McGeBr00,pass_defended,0,,,,,
player,201311100clt,ram,McGeBr00,sacks,0.0,,,,,
player,201311100clt,ram,McGeBr00,tackles_combined,1,,,,,
player,201311100clt,ram,McGeBr00,tackles_solo,0,,,,,
player,201311100clt,ram,McGeBr00,tackles_assists,1,,,,,
player,201311100clt,ram,McGeBr00,tackles_loss,0,,,,,
player,201311100clt,ram,McGeBr00,qb_hits,0,,,,,
player,201311100clt,ram,McGeBr00,fumbles_rec,0,,,,,
player,201311100clt,ram,McGeBr00,fumbles_rec_yds,0,,,,,
player,201311100clt,ram,McGeBr00,fumbles_rec_td,0,,,,,
player,201311100clt,ram,McGeBr00,fumbles_forced,0,,,,,
player,201311100clt,ram,PeadIs00,def_int,0,,,,,
player,201311100clt,ram,PeadIs00,def_int_yds,0,,,,,
player,201311100clt,ram,PeadIs00,def_int_td,0,,,,,
player,201311100clt,ram,PeadIs00,def_int_long,0,,,,,
player,201311100clt,ram,PeadIs00,pass_defended,0,,,,,
player,201311100clt,ram,PeadIs00,sacks,0.0,,,,,
player,201311100clt,ram,PeadIs00,tackles_combined,1,,,,,
player,201311100clt,ram,PeadIs00,tackles_solo,0,,,,,
player,201311100clt,ram,PeadIs00,tackles_assists,1,,,,,
player,201311100clt,ram,PeadIs00,tackles_loss,0,,,,,
player,201311100clt,ram,PeadIs00,qb_hits,0,,,,,
player,201311100clt,ram,PeadIs00,fumbles_rec,0,,,,,
player,201311100clt,ram,PeadIs00,fumbles_rec_yds,0,,,,,
player,201311100clt,ram,PeadIs00,fumbles_rec_td,0,,,,,
player,201311100clt,ram,PeadIs00,fumbles_forced,0,,,,,
player,201311100clt,ram,ReynCh00,def_int,0,,,,,
player,201311100clt,ram,ReynCh00,def_int_yds,0,,,,,
player,201311100clt,ram,ReynCh00,def_int_td,0,,,,,
player,201311100clt,ram,ReynCh00,def_int_long,0,,,,,
player,201311100clt,ram,ReynCh00,pass_defended,0,,,,,
player,201311100clt,ram,ReynCh00,sacks,0.0,,,,,
player,201311100clt,ram,ReynCh00,tackles_combined,1,,,,,
player,201311100clt,ram,ReynCh00,tackles_solo,1,,,,,
player,201311100clt,ram,ReynCh00,tackles_assists,0,,,,,
player,201311100clt,ram,ReynCh00,tackles_loss,0,,,,,
player,201311100clt,ram,ReynCh00,qb_hits,0,,,,,
player,201311100clt,ram,ReynCh00,fumbles_rec,0,,,,,
player,201311100clt,ram,ReynCh00,fumbles_rec_yds,0,,,,,
player,201311100clt,ram,ReynCh00,fumbles_rec_td,0,,,,,
player,201311100clt,ram,ReynCh00,fumbles_forced,0,,,,,
player,201311100clt,ram,AustTa00,def_int,0,,,,,
player,201311100clt,ram,AustTa00,def_int_yds,0,,,,,
player,201311100clt,ram,AustTa00,def_int_td,0,,,,,
player,201311100clt,ram,AustTa00,def_int_long,0,,,,,
player,201311100clt,ram,AustTa00,pass_defended,0,,,,,
player,201311100clt,ram,AustTa00,sacks,0.0,,,,,
player,201311100clt,ram,AustTa00,tackles_combined,0,,,,,
player,201311100clt,ram,AustTa00,tackles_solo,0,,,,,
player,201311100clt,ram,AustTa00,tackles_assists,0,,,,,
player,201311100clt,ram,AustTa00,tackles_loss,0,,,,,
player,201311100clt,ram,AustTa00,qb_hits,0,,,,,
player,201311100clt,ram,AustTa00,fumbles_rec,1,,,,,
player,201311100clt,ram,AustTa00,fumbles_rec_yds,0,,,,,
player,201311100clt,ram,AustTa00,fumbles_rec_td,0,,,,,
player,201311100clt,ram,AustTa00,fumbles_forced,0,,,,,
player,201311100clt,ram,SimsEu99,def_int,0,,,,,
player,201311100clt,ram,SimsEu99,def_int_yds,0,,,,,
player,201311100clt,ram,SimsEu99,def_int_td,0,,,,,
player,201311100clt,ram,SimsEu99,def_int_long,0,,,,,
player,201311100clt,ram,SimsEu99,pass_defended,0,,,,,
player,201311100clt,ram,SimsEu99,sacks,0.0,,,,,
player,201311100clt,ram,SimsEu99,tackles_combined,0,,,,,
player,201311100clt,ram,SimsEu99,tackles_solo,0,,,,,
player,201311100clt,ram,SimsEu99,tackles_assists,0,,,,,
player,201311100clt,ram,SimsEu99,tackles_loss,0,,,,,
player,201311100clt,ram,SimsEu99,qb_hits,1,,,,,
player,201311100clt,ram,SimsEu99,fumbles_rec,0,,,,,
player,201311100clt,ram,SimsEu99,fumbles_rec_yds,0,,,,,
player,201311100clt,ram,SimsEu99,fumbles_rec_td,0,,,,,
player,201311100clt,ram,SimsEu99,fumbles_forced,0,,,,,
player,201311100clt,clt,MathRo20,def_int,0,,,,,
player,201311100clt,clt,MathRo20,def_int_yds,0,,,,,
player,201311100clt,clt,MathRo20,def_int_td,0,,,,,
player,201311100clt,clt,MathRo20,def_int_long,0,,,,,
player,201311100clt,clt,MathRo20,pass_defended,0,,,,,
player,201311100clt,clt,MathRo20,sacks,2.0,,,,,
player,201311100clt,clt,MathRo20,tackles_combined,4,,,,,
player,201311100clt,clt,MathRo20,tackles_solo,4,,,,,
player,201311100clt,clt,MathRo20,tackles_assists,0,,,,,
player,201311100clt,clt,MathRo20,tackles_loss,3,,,,,
player,201311100clt,clt,MathRo20,qb_hits,2,,,,,
player,201311100clt,clt,MathRo20,fumbles_rec,0,,,,,
player,201311100clt,clt,MathRo20,fumbles_rec_yds,0,,,,,
player,201311100clt,clt,MathRo20,fumbles_rec_td,0,,,,,
player,201311100clt,clt,MathRo20,fumbles_forced,0,,,,,
player,201311100clt,clt,FreeJe00,def_int,0,,,,,
player,201311100clt,clt,FreeJe00,def_int_yds,0,,,,,
player,201311100clt,clt,FreeJe00,def_int_td,0,,,,,
player,201311100clt,clt,FreeJe00,def_int_long,0,,,,,
player,201311100clt,clt,FreeJe00,pass_defended,0,,,,,
player,201311100clt,clt,FreeJe00,sacks,0.0,,,,,
player,201311100clt,clt,FreeJe00,tackles_combined,10,,,,,
player,201311100clt,clt,FreeJe00,tackles_solo,6,,,,,
player,201311100clt,clt,FreeJe00,tackles_assists,4,,,,,
player,201311100clt,clt,FreeJe00,tackles_loss,0,,,,,
player,201311100clt,clt,FreeJe00,qb_hits,0,,,,,
player,201311100clt,clt,FreeJe00,fumbles_rec,0,,,,,
player,201311100clt,clt,FreeJe00,fumbles_rec_yds,0,,,,,
player,201311100clt,clt,FreeJe00,fumbles_rec_td,0,,,,,
player,201311100clt,clt,FreeJe00,fumbles_forced,0,,,,,
player,201311100clt,clt,AngePa99,def_int,0,,,,,
player,201311100clt,clt,AngePa99,def_int_yds,0,,,,,
player,201311100clt,clt,AngePa99,def_int_td,0,,,,,
player,201311100clt,clt,AngePa99,def_int_long,0,,,,,
player,201311100clt,clt,AngePa99,pass_defended,0,,,,,
player,201311100clt,clt,AngePa99,sacks,0.0,,,,,
player,201311100clt,clt,AngePa99,tackles_combined,8,,,,,
player,201311100clt,clt,AngePa99,tackles_solo,5,,,,,
player,201311100clt,clt,AngePa99,tackles_assists,3,,,,,
player,201311100clt,clt,AngePa99,tackles_loss,0,,,,,
player,201311100clt,clt,AngePa99,qb_hits,0,,,,,
player,201311100clt,clt,AngePa99,fumbles_rec,0,,,,,
player,201311100clt,clt,AngePa99,fumbles_rec_yds,0,,,,,
player,201311100clt,clt,AngePa99,fumbles_rec_td,0,,,,,
player,201311100clt,clt,AngePa99,fumbles_forced,0,,,,,
player,201311100clt,clt,BethAn20,def_int,0,,,,,
player,201311100clt,clt,BethAn20,def_int_yds,0,,,,,
player,201311100clt,clt,BethAn20,def_int_td,0,,,,,
player,201311100clt,clt,BethAn20,def_int_long,0,,,,,
player,201311100clt,clt,BethAn20,pass_defended,0,,,,,
player,201311100clt,clt,BethAn20,sacks,0.0,,,,,
player,201311100clt,clt,BethAn20,tackles_combined,5,,,,,
player,201311100clt,clt,BethAn20,tackles_solo,3,,,,,
player,201311100clt,clt,BethAn20,tackles_assists,2,,,,,
player,201311100clt,clt,BethAn20,tackles_loss,0,,,,,
player,201311100clt,clt,BethAn20,qb_hits,0,,,,,
player,201311100clt,clt,BethAn20,fumbles_rec,0,,,,,
player,201311100clt,clt,BethAn20,fumbles_rec_yds,0,,,,,
player,201311100clt,clt,BethAn20,fumbles_rec_td,0,,,,,
player,201311100clt,clt,BethAn20,fumbles_forced,0,,,,,
player,201311100clt,clt,HughMo00,def_int,0,,,,,
player,201311100clt,clt,HughMo00,def_int_yds,0,,,,,
player,201311100clt,clt,HughMo00,def_int_td,0,,,,,
player,201311100clt,clt,HughMo00,def_int_long,0,,,,,
player,201311100clt,clt,HughMo00,pass_defended,0,,,,,
player,201311100clt,clt,HughMo00,sacks,0.0,,,,,
player,201311100clt,clt,HughMo00,tackles_combined,3,,,,,
player,201311100clt,clt,HughMo00,tackles_solo,2,,,,,
player,201311100clt,clt,HughMo00,tackles_assists,1,,,,,
player,201311100clt,clt,HughMo00,tackles_loss,0,,,,,
player,201311100clt,clt,HughMo00,qb_hits,0,,,,,
player,201311100clt,clt,HughMo00,fumbles_rec,0,,,,,
player,201311100clt,clt,HughMo00,fumbles_rec_yds,0,,,,,
player,201311100clt,clt,HughMo00,fumbles_rec_td,0,,,,,
player,201311100clt,clt,HughMo00,fumbles_forced,0,,,,,
player,201311100clt,clt,LandLa99,def_int,0,,,,,
player,201311100clt,clt,LandLa99,def_int_yds,0,,,,,
player,201311100clt,clt,LandLa99,def_int_td,0,,,,,
player,201311100clt,clt,LandLa99,def_int_long,0,,,,,
player,201311100clt,clt,LandLa99,pass_defended,0,,,,,
player,201311100clt,clt,LandLa99,sacks,0.0,,,,,
player,201311100clt,clt,LandLa99,tackles_combined,3,,,,,
player,201311100clt,clt,LandLa99,tackles_solo,3,,,,,
player,201311100clt,clt,LandLa99,tackles_assists,0,,,,,
player,201311100clt,clt,LandLa99,tackles_loss,0,,,,,
player,201311100clt,clt,LandLa99,qb_hits,0,,,,,
player,201311100clt,clt,LandLa99,fumbles_rec,0,,,,,
player,201311100clt,clt,LandLa99,fumbles_rec_yds,0,,,,,
player,201311100clt,clt,LandLa99,fumbles_rec_td,0,,,,,
player,201311100clt,clt,LandLa99,fumbles_forced,0,,,,,
player,201311100clt,clt,WernBj00,def_int,0,,,,,
player,201311100clt,clt,WernBj00,def_int_yds,0,,,,,
player,201311100clt,clt,WernBj00,def_int_td,0,,,,,
player,201311100clt,clt,WernBj00,def_int_long,0,,,,,
player,201311100clt,clt,WernBj00,pass_defended,0,,,,,
player,201311100clt,clt,WernBj00,sacks,0.0,,,,,
player,201311100clt,clt,WernBj00,tackles_combined,3,,,,,
player,201311100clt,clt,WernBj00,tackles_solo,3,,,,,
player,201311100clt,clt,WernBj00,tackles_assists,0,,,,,
player,201311100clt,clt,WernBj00,tackles_loss,1,,,,,
player,201311100clt,clt,WernBj00,qb_hits,0,,,,,
player,201311100clt,clt,WernBj00,fumbles_rec,0,,,,,
player,201311100clt,clt,WernBj00,fumbles_rec_yds,0,,,,,
player,201311100clt,clt,WernBj00,fumbles_rec_td,0,,,,,
player,201311100clt,clt,WernBj00,fumbles_forced,0,,,,,
player,201311100clt,clt,DaviVo99,def_int,0,,,,,
player,201311100clt,clt,DaviVo99,def_int_yds,0,,,,,
player,201311100clt,clt,DaviVo99,def_int_td,0,,,,,
player,201311100clt,clt,DaviVo99,def_int_long,0,,,,,
player,201311100clt,clt,DaviVo99,pass_defended,1,,,,,
player,201311100clt,clt,DaviVo99,sacks,0.0,,,,,
player,201311100clt,clt,DaviVo99,tackles_combined,2,,,,,
player,201311100clt,clt,DaviVo99,tackles_solo,2,,,,,
player,201311100clt,clt,DaviVo99,tackles_assists,0,,,,,
player,201311100clt,clt,DaviVo99,tackles_loss,0,,,,,
player,201311100clt,clt,DaviVo99,qb_hits,0,,,,,
player,201311100clt,clt,DaviVo99,fumbles_rec,0,,,,,
