game,2013,8,20131027,201310270det,dal,"Dallas Cowboys",30,det,"Detroit Lions",31
player,201310270det,dal,ChurBa99,fumbles_rec_yds,0,,,,,
player,201310270det,dal,ChurBa99,fumbles_rec_td,0,,,,,
player,201310270det,dal,ChurBa99,fumbles_forced,1,,,,,
player,201310270det,dal,HeatJe00,def_int,0,,,,,
player,201310270det,dal,HeatJe00,def_int_yds,0,,,,,
player,201310270det,dal,HeatJe00,def_int_td,0,,,,,
player,201310270det,dal,HeatJe00,def_int_long,0,,,,,
player,201310270det,dal,HeatJe00,pass_defended,0,,,,,
player,201310270det,dal,HeatJe00,sacks,0.0,,,,,
player,201310270det,dal,HeatJe00,tackles_combined,9,,,,,
player,201310270det,dal,HeatJe00,tackles_solo,5,,,,,
player,201310270det,dal,HeatJe00,tackles_assists,4,,,,,
player,201310270det,dal,HeatJe00,tackles_loss,0,,,,,
player,201310270det,dal,HeatJe00,qb_hits,0,,,,,
player,201310270det,dal,HeatJe00,fumbles_rec,0,,,,,
player,201310270det,dal,HeatJe00,fumbles_rec_yds,0,,,,,
player,201310270det,dal,HeatJe00,fumbles_rec_td,0,,,,,
player,201310270det,dal,HeatJe00,fumbles_forced,1,,,,,
player,201310270det,dal,ScanOr99,def_int,0,,,,,
player,201310270det,dal,ScanOr99,def_int_yds,0,,,,,
player,201310270det,dal,ScanOr99,def_int_td,0,,,,,
player,201310270det,dal,ScanOr99,def_int_long,0,,,,,
player,201310270det,dal,ScanOr99,pass_defended,1,,,,,
player,201310270det,dal,ScanOr99,sacks,0.0,,,,,
player,201310270det,dal,ScanOr99,tackles_combined,4,,,,,
player,201310270det,dal,ScanOr99,tackles_solo,4,,,,,
player,201310270det,dal,ScanOr99,tackles_assists,0,,,,,
player,201310270det,dal,ScanOr99,tackles_loss,0,,,,,
player,201310270det,dal,ScanOr99,qb_hits,0,,,,,
player,201310270det,dal,ScanOr99,fumbles_rec,0,,,,,
player,201310270det,dal,ScanOr99,fumbles_rec_yds,0,,,,,
player,201310270det,dal,ScanOr99,fumbles_rec_td,0,,,,,
player,201310270det,dal,ScanOr99,fumbles_forced,0,,,,,
player,201310270det,dal,SimsEr20,def_int,0,,,,,
player,201310270det,dal,SimsEr20,def_int_yds,0,,,,,
player,201310270det,dal,SimsEr20,def_int_td,0,,,,,
player,201310270det,dal,SimsEr20,def_int_long,0,,,,,
player,201310270det,dal,SimsEr20,pass_defended,0,,,,,
player,201310270det,dal,SimsEr20,sacks,0.0,,,,,
player,201310270det,dal,SimsEr20,tackles_combined,4,,,,,
player,201310270det,dal,SimsEr20,tackles_solo,3,,,,,
player,201310270det,dal,SimsEr20,tackles_assists,1,,,,,
player,201310270det,dal,SimsEr20,tackles_loss,0,,,,,
player,201310270det,dal,SimsEr20,qb_hits,0,,,,,
player,201310270det,dal,SimsEr20,fumbles_rec,0,,,,,
player,201310270det,dal,SimsEr20,fumbles_rec_yds,0,,,,,
player,201310270det,dal,SimsEr20,fumbles_rec_td,0,,,,,
player,201310270det,dal,SimsEr20,fumbles_forced,0,,,,,
player,201310270det,dal,CartBr00,def_int,0,,,,,
player,201310270det,dal,CartBr00,def_int_yds,0,,,,,
player,201310270det,dal,CartBr00,def_int_td,0,,,,,
player,201310270det,dal,CartBr00,def_int_long,0,,,,,
player,201310270det,dal,CartBr00,pass_defended,1,,,,,
player,201310270det,dal,CartBr00,sacks,0.0,,,,,
player,201310270det,dal,CartBr00,tackles_combined,3,,,,,
player,201310270det,dal,CartBr00,tackles_solo,2,,,,,
player,201310270det,dal,CartBr00,tackles_assists,1,,,,,
player,201310270det,dal,CartBr00,tackles_loss,0,,,,,
player,201310270det,dal,CartBr00,qb_hits,1,,,,,
player,201310270det,dal,CartBr00,fumbles_rec,0,,,,,
player,201310270det,dal,CartBr00,fumbles_rec_yds,0,,,,,
player,201310270det,dal,CartBr00,fumbles_rec_td,0,,,,,
player,201310270det,dal,CartBr00,fumbles_forced,0,,,,,
player,201310270det,dal,ClaiMo00,def_int,0,,,,,
player,201310270det,dal,ClaiMo00,def_int_yds,0,,,,,
player,201310270det,dal,ClaiMo00,def_int_td,0,,,,,
player,201310270det,dal,ClaiMo00,def_int_long,0,,,,,
player,201310270det,dal,ClaiMo00,pass_defended,0,,,,,
player,201310270det,dal,ClaiMo00,sacks,0.0,,,,,
player,201310270det,dal,ClaiMo00,tackles_combined,3,,,,,
player,201310270det,dal,ClaiMo00,tackles_solo,3,,,,,
player,201310270det,dal,ClaiMo00,tackles_assists,0,,,,,
player,201310270det,dal,ClaiMo00,tackles_loss,0,,,,,
player,201310270det,dal,ClaiMo00,qb_hits,0,,,,,
player,201310270det,dal,ClaiMo00,fumbles_rec,0,,,,,
player,201310270det,dal,ClaiMo00,fumbles_rec_yds,0,,,,,
player,201310270det,dal,ClaiMo00,fumbles_rec_td,0,,,,,
player,201310270det,dal,ClaiMo00,fumbles_forced,0,,,,,
player,201310270det,dal,HaydNi99,def_int,0,,,,,
player,201310270det,dal,HaydNi99,def_int_yds,0,,,,,
player,201310270det,dal,HaydNi99,def_int_td,0,,,,,
player,201310270det,dal,HaydNi99,def_int_long,0,,,,,
player,201310270det,dal,HaydNi99,pass_defended,0,,,,,
player,201310270det,dal,HaydNi99,sacks,0.0,,,,,
player,201310270det,dal,HaydNi99,tackles_combined,3,,,,,
player,201310270det,dal,HaydNi99,tackles_solo,1,,,,,
player,201310270det,dal,HaydNi99,tackles_assists,2,,,,,
player,201310270det,dal,HaydNi99,tackles_loss,0,,,,,
player,201310270det,dal,HaydNi99,qb_hits,1,,,,,
player,201310270det,dal,HaydNi99,fumbles_rec,0,,,,,
player,201310270det,dal,HaydNi99,fumbles_rec_yds,0,,,,,
player,201310270det,dal,HaydNi99,fumbles_rec_td,0,,,,,
player,201310270det,dal,HaydNi99,fumbles_forced,0,,,,,
player,201310270det,dal,WebbBW00,def_int,0,,,,,
player,201310270det,dal,WebbBW00,def_int_yds,0,,,,,
player,201310270det,dal,WebbBW00,def_int_td,0,,,,,
player,201310270det,dal,WebbBW00,def_int_long,0,,,,,
player,201310270det,dal,WebbBW00,pass_defended,0,,,,,
player,201310270det,dal,WebbBW00,sacks,0.0,,,,,
player,201310270det,dal,WebbBW00,tackles_combined,3,,,,,
player,201310270det,dal,WebbBW00,tackles_solo,2,,,,,
player,201310270det,dal,WebbBW00,tackles_assists,1,,,,,
player,201310270det,dal,WebbBW00,tackles_loss,0,,,,,
player,201310270det,dal,WebbBW00,qb_hits,0,,,,,
player,201310270det,dal,WebbBW00,fumbles_rec,0,,,,,
player,201310270det,dal,WebbBW00,fumbles_rec_yds,0,,,,,
player,201310270det,dal,WebbBW00,fumbles_rec_td,0,,,,,
player,201310270det,dal,WebbBW00,fumbles_forced,0,,,,,
player,201310270det,dal,WilbKy00,def_int,0,,,,,
player,201310270det,dal,WilbKy00,def_int_yds,0,,,,,
player,201310270det,dal,WilbKy00,def_int_td,0,,,,,
player,201310270det,dal,WilbKy00,def_int_long,0,,,,,
player,201310270det,dal,WilbKy00,pass_defended,0,,,,,
player,201310270det,dal,WilbKy00,sacks,0.0,,,,,
player,201310270det,dal,WilbKy00,tackles_combined,3,,,,,
player,201310270det,dal,WilbKy00,tackles_solo,2,,,,,
player,201310270det,dal,WilbKy00,tackles_assists,1,,,,,
player,201310270det,dal,WilbKy00,tackles_loss,0,,,,,
player,201310270det,dal,WilbKy00,qb_hits,1,,,,,
player,201310270det,dal,WilbKy00,fumbles_rec,0,,,,,
player,201310270det,dal,WilbKy00,fumbles_rec_yds,0,,,,,
player,201310270det,dal,WilbKy00,fumbles_rec_td,0,,,,,
player,201310270det,dal,WilbKy00,fumbles_forced,0,,,,,
player,201310270det,dal,HamiJa00,def_int,0,,,,,
player,201310270det,dal,HamiJa00,def_int_yds,0,,,,,
player,201310270det,dal,HamiJa00,def_int_td,0,,,,,
player,201310270det,dal,HamiJa00,def_int_long,0,,,,,
player,201310270det,dal,HamiJa00,pass_defended,0,,,,,
player,201310270det,dal,HamiJa00,sacks,0.0,,,,,
player,201310270det,dal,HamiJa00,tackles_combined,2,,,,,
player,201310270det,dal,HamiJa00,tackles_solo,1,,,,,
player,201310270det,dal,HamiJa00,tackles_assists,1,,,,,
player,201310270det,dal,HamiJa00,tackles_loss,0,,,,,
player,201310270det,dal,HamiJa00,qb_hits,0,,,,,
player,201310270det,dal,HamiJa00,fumbles_rec,0,,,,,
player,201310270det,dal,HamiJa00,fumbles_rec_yds,0,,,,,
player,201310270det,dal,HamiJa00,fumbles_rec_td,0,,,,,
player,201310270det,dal,HamiJa00,fumbles_forced,0,,,,,
player,201310270det,dal,WynnJa99,def_int,0,,,,,
player,201310270det,dal,WynnJa99,def_int_yds,0,,,,,
player,201310270det,dal,WynnJa99,def_int_td,0,,,,,
player,201310270det,dal,WynnJa99,def_int_long,0,,,,,
player,201310270det,dal,WynnJa99,pass_defended,0,,,,,
player,201310270det,dal,WynnJa99,sacks,0.0,,,,,
player,201310270det,dal,WynnJa99,tackles_combined,2,,,,,
player,201310270det,dal,WynnJa99,tackles_solo,2,,,,,
player,201310270det,dal,WynnJa99,tackles_assists,0,,,,,
player,201310270det,dal,WynnJa99,tackles_loss,2,,,,,
player,201310270det,dal,WynnJa99,qb_hits,0,,,,,
player,201310270det,dal,WynnJa99,fumbles_rec,0,,,,,
player,201310270det,dal,WynnJa99,fumbles_rec_yds,0,,,,,
player,201310270det,dal,WynnJa99,fumbles_rec_td,0,,,,,
player,201310270det,dal,WynnJa99,fumbles_forced,0,,,,,
player,201310270det,dal,AustMa00,def_int,0,,,,,
player,201310270det,dal,AustMa00,def_int_yds,0,,,,,
player,201310270det,dal,AustMa00,def_int_td,0,,,,,
player,201310270det,dal,AustMa00,def_int_long,0,,,,,
player,201310270det,dal,AustMa00,pass_defended,0,,,,,
player,201310270det,dal,AustMa00,sacks,0.0,,,,,
player,201310270det,dal,AustMa00,tackles_combined,1,,,,,
player,201310270det,dal,AustMa00,tackles_solo,1,,,,,
player,201310270det,dal,AustMa00,tackles_assists,0,,,,,
player,201310270det,dal,AustMa00,tackles_loss,0,,,,,
player,201310270det,dal,AustMa00,qb_hits,0,,,,,
player,201310270det,dal,AustMa00,fumbles_rec,0,,,,,
player,201310270det,dal,AustMa00,fumbles_rec_yds,0,,,,,
player,201310270det,dal,AustMa00,fumbles_rec_td,0,,,,,
player,201310270det,dal,AustMa00,fumbles_forced,0,,,,,
player,201310270det,dal,BailDa00,def_int,0,,,,,
player,201310270det,dal,BailDa00,def_int_yds,0,,,,,
player,201310270det,dal,BailDa00,def_int_td,0,,,,,
player,201310270det,dal,BailDa00,def_int_long,0,,,,,
player,201310270det,dal,BailDa00,pass_defended,0,,,,,
player,201310270det,dal,BailDa00,sacks,0.0,,,,,
player,201310270det,dal,BailDa00,tackles_combined,1,,,,,
player,201310270det,dal,BailDa00,tackles_solo,1,,,,,
player,201310270det,dal,BailDa00,tackles_assists,0,,,,,
player,201310270det,dal,BailDa00,tackles_loss,0,,,,,
player,201310270det,dal,BailDa00,qb_hits,0,,,,,
player,201310270det,dal,BailDa00,fumbles_rec,0,,,,,
player,201310270det,dal,BailDa00,fumbles_rec_yds,0,,,,,
player,201310270det,dal,BailDa00,fumbles_rec_td,0,,,,,
player,201310270det,dal,BailDa00,fumbles_forced,0,,,,,
player,201310270det,dal,DuraJu99,def_int,0,,,,,
player,201310270det,dal,DuraJu99,def_int_yds,0,,,,,
player,201310270det,dal,DuraJu99,def_int_td,0,,,,,
player,201310270det,dal,DuraJu99,def_int_long,0,,,,,
player,201310270det,dal,DuraJu99,pass_defended,0,,,,,
player,201310270det,dal,DuraJu99,sacks,0.0,,,,,
player,201310270det,dal,DuraJu99,tackles_combined,1,,,,,
player,201310270det,dal,DuraJu99,tackles_solo,0,,,,,
player,201310270det,dal,DuraJu99,tackles_assists,1,,,,,
player,201310270det,dal,DuraJu99,tackles_loss,0,,,,,
player,201310270det,dal,DuraJu99,qb_hits,0,,,,,
player,201310270det,dal,DuraJu99,fumbles_rec,1,,,,,
player,201310270det,dal,DuraJu99,fumbles_rec_yds,5,,,,,
player,201310270det,dal,DuraJu99,fumbles_rec_td,0,,,,,
player,201310270det,dal,DuraJu99,fumbles_forced,0,,,,,
player,201310270det,dal,LawrCa01,def_int,0,,,,,
player,201310270det,dal,LawrCa01,def_int_yds,0,,,,,
player,201310270det,dal,LawrCa01,def_int_td,0,,,,,
player,201310270det,dal,LawrCa01,def_int_long,0,,,,,
player,201310270det,dal,LawrCa01,pass_defended,0,,,,,
player,201310270det,dal,LawrCa01,sacks,0.0,,,,,
player,201310270det,dal,LawrCa01,tackles_combined,1,,,,,
player,201310270det,dal,LawrCa01,tackles_solo,1,,,,,
player,201310270det,dal,LawrCa01,tackles_assists,0,,,,,
player,201310270det,dal,LawrCa01,tackles_loss,0,,,,,
player,201310270det,dal,LawrCa01,qb_hits,0,,,,,
player,201310270det,dal,LawrCa01,fumbles_rec,0,,,,,
player,201310270det,dal,LawrCa01,fumbles_rec_yds,0,,,,,
player,201310270det,dal,LawrCa01,fumbles_rec_td,0,,,,,
player,201310270det,dal,LawrCa01,fumbles_forced,0,,,,,
player,201310270det,dal,NeviDr00,def_int,0,,,,,
player,201310270det,dal,NeviDr00,def_int_yds,0,,,,,
player,201310270det,dal,NeviDr00,def_int_td,0,,,,,
player,201310270det,dal,NeviDr00,def_int_long,0,,,,,
player,201310270det,dal,NeviDr00,pass_defended,0,,,,,
player,201310270det,dal,NeviDr00,sacks,0.0,,,,,
player,201310270det,dal,NeviDr00,tackles_combined,1,,,,,
player,201310270det,dal,NeviDr00,tackles_solo,0,,,,,
player,201310270det,dal,NeviDr00,tackles_assists,1,,,,,
player,201310270det,dal,NeviDr00,tackles_loss,0,,,,,
player,201310270det,dal,NeviDr00,qb_hits,0,,,,,
player,201310270det,dal,NeviDr00,fumbles_rec,0,,,,,
player,201310270det,dal,NeviDr00,fumbles_rec_yds,0,,,,,
player,201310270det,dal,NeviDr00,fumbles_rec_td,0,,,,,
player,201310270det,dal,NeviDr00,fumbles_forced,0,,,,,
player,201310270det,dal,RayfCa00,def_int,0,,,,,
player,201310270det,dal,RayfCa00,def_int_yds,0,,,,,
player,201310270det,dal,RayfCa00,def_int_td,0,,,,,
player,201310270det,dal,RayfCa00,def_int_long,0,,,,,
player,201310270det,dal,RayfCa00,pass_defended,0,,,,,
player,201310270det,dal,RayfCa00,sacks,0.0,,,,,
player,201310270det,dal,RayfCa00,tackles_combined,1,,,,,
player,201310270det,dal,RayfCa00,tackles_solo,0,,,,,
player,201310270det,dal,RayfCa00,tackles_assists,1,,,,,
player,201310270det,dal,RayfCa00,tackles_loss,0,,,,,
player,201310270det,dal,RayfCa00,qb_hits,0,,,,,
player,201310270det,dal,RayfCa00,fumbles_rec,0,,,,,
player,201310270det,dal,RayfCa00,fumbles_rec_yds,0,,,,,
player,201310270det,dal,RayfCa00,fumbles_rec_td,0,,,,,
player,201310270det,dal,RayfCa00,fumbles_forced,0,,,,,
player,201310270det,dal,SelvGe99,def_int,0,,,,,
player,201310270det,dal,SelvGe99,def_int_yds,0,,,,,
player,201310270det,dal,SelvGe99,def_int_td,0,,,,,
player,201310270det,dal,SelvGe99,def_int_long,0,,,,,
player,201310270det,dal,SelvGe99,pass_defended,0,,,,,
player,201310270det,dal,SelvGe99,sacks,0.0,,,,,
player,201310270det,dal,SelvGe99,tackles_combined,1,,,,,
player,201310270det,dal,SelvGe99,tackles_solo,0,,,,,
player,201310270det,dal,SelvGe99,tackles_assists,1,,,,,
player,201310270det,dal,SelvGe99,tackles_loss,0,,,,,
player,201310270det,dal,SelvGe99,qb_hits,1,,,,,
player,201310270det,dal,SelvGe99,fumbles_rec,0,,,,,
player,201310270det,dal,SelvGe99,fumbles_rec_yds,0,,,,,
player,201310270det,dal,SelvGe99,fumbles_rec_td,0,,,,,
player,201310270det,dal,SelvGe99,fumbles_forced,0,,,,,
player,201310270det,det,TullSt20,def_int,0,,,,,
player,201310270det,det,TullSt20,def_int_yds,0,,,,,
player,201310270det,det,TullSt20,def_int_td,0,,,,,
player,201310270det,det,TullSt20,def_int_long,0,,,,,
player,201310270det,det,TullSt20,pass_defended,0,,,,,
player,201310270det,det,TullSt20,sacks,0.0,,,,,
player,201310270det,det,TullSt20,tackles_combined,8,,,,,
player,201310270det,det,TullSt20,tackles_solo,7,,,,,
player,201310270det,det,TullSt20,tackles_assists,1,,,,,
player,201310270det,det,TullSt20,tackles_loss,1,,,,,
player,201310270det,det,TullSt20,qb_hits,0,,,,,
player,201310270det,det,TullSt20,fumbles_rec,0,,,,,
player,201310270det,det,TullSt20,fumbles_rec_yds,0,,,,,
player,201310270det,det,TullSt20,fumbles_rec_td,0,,,,,
player,201310270det,det,TullSt20,fumbles_forced,0,,,,,
player,201310270det,det,LevyDe99,def_int,0,,,,,
player,201310270det,det,LevyDe99,def_int_yds,0,,,,,
player,201310270det,det,LevyDe99,def_int_td,0,,,,,
player,201310270det,det,LevyDe99,def_int_long,0,,,,,
player,201310270det,det,LevyDe99,pass_defended,0,,,,,
player,201310270det,det,LevyDe99,sacks,0.0,,,,,
player,201310270det,det,LevyDe99,tackles_combined,5,,,,,
player,201310270det,det,LevyDe99,tackles_solo,3,,,,,
player,201310270det,det,LevyDe99,tackles_assists,2,,,,,
player,201310270det,det,LevyDe99,tackles_loss,1,,,,,
player,201310270det,det,LevyDe99,qb_hits,0,,,,,
player,201310270det,det,LevyDe99,fumbles_rec,0,,,,,
player,201310270det,det,LevyDe99,fumbles_rec_yds,0,,,,,
player,201310270det,det,LevyDe99,fumbles_rec_td,0,,,,,
player,201310270det,det,LevyDe99,fumbles_forced,0,,,,,
player,201310270det,det,PalmAs99,def_int,0,,,,,
player,201310270det,det,PalmAs99,def_int_yds,0,,,,,
player,201310270det,det,PalmAs99,def_int_td,0,,,,,
player,201310270det,det,PalmAs99,def_int_long,0,,,,,
player,201310270det,det,PalmAs99,pass_defended,0,,,,,
player,201310270det,det,PalmAs99,sacks,0.0,,,,,
player,201310270det,det,PalmAs99,tackles_combined,4,,,,,
player,201310270det,det,PalmAs99,tackles_solo,3,,,,,
player,201310270det,det,PalmAs99,tackles_assists,1,,,,,
player,201310270det,det,PalmAs99,tackles_loss,1,,,,,
player,201310270det,det,PalmAs99,qb_hits,0,,,,,
player,201310270det,det,PalmAs99,fumbles_rec,0,,,,,
player,201310270det,det,PalmAs99,fumbles_rec_yds,0,,,,,
player,201310270det,det,PalmAs99,fumbles_rec_td,0,,,,,
player,201310270det,det,PalmAs99,fumbles_forced,0,,,,,
player,201310270det,det,YounWi99,def_int,0,,,,,
player,201310270det,det,YounWi99,def_int_yds,0,,,,,
player,201310270det,det,YounWi99,def_int_td,0,,,,,
player,201310270det,det,YounWi99,def_int_long,0,,,,,
player,201310270det,det,YounWi99,pass_defended,0,,,,,
player,201310270det,det,YounWi99,sacks,0.0,,,,,
player,201310270det,det,YounWi99,tackles_combined,4,,,,,
player,201310270det,det,YounWi99,tackles_solo,4,,,,,
player,201310270det,det,YounWi99,tackles_assists,0,,,,,
player,201310270det,det,YounWi99,tackles_loss,0,,,,,
player,201310270det,det,YounWi99,qb_hits,0,,,,,
player,201310270det,det,YounWi99,fumbles_rec,0,,,,,
player,201310270det,det,YounWi99,fumbles_rec_yds,0,,,,,
player,201310270det,det,YounWi99,fumbles_rec_td,0,,,,,
player,201310270det,det,YounWi99,fumbles_forced,0,,,,,
player,201310270det,det,MathRa99,def_int,0,,,,,
player,201310270det,det,MathRa99,def_int_yds,0,,,,,
player,201310270det,det,MathRa99,def_int_td,0,,,,,
player,201310270det,det,MathRa99,def_int_long,0,,,,,
player,201310270det,det,MathRa99,pass_defended,0,,,,,
player,201310270det,det,MathRa99,sacks,0.0,,,,,
player,201310270det,det,MathRa99,tackles_combined,3,,,,,
player,201310270det,det,MathRa99,tackles_solo,3,,,,,
player,201310270det,det,MathRa99,tackles_assists,0,,,,,
player,201310270det,det,MathRa99,tackles_loss,0,,,,,
player,201310270det,det,MathRa99,qb_hits,0,,,,,
player,201310270det,det,MathRa99,fumbles_rec,0,,,,,
player,201310270det,det,MathRa99,fumbles_rec_yds,0,,,,,
player,201310270det,det,MathRa99,fumbles_rec_td,0,,,,,
player,201310270det,det,MathRa99,fumbles_forced,0,,,,,
player,201310270det,det,AnsaEz00,def_int,0,,,,,
player,201310270det,det,AnsaEz00,def_int_yds,0,,,,,
player,201310270det,det,AnsaEz00,def_int_td,0,,,,,
player,201310270det,det,AnsaEz00,def_int_long,0,,,,,
player,201310270det,det,AnsaEz00,pass_defended,0,,,,,
player,201310270det,det,AnsaEz00,sacks,0.0,,,,,
player,201310270det,det,AnsaEz00,tackles_combined,2,,,,,
player,201310270det,det,AnsaEz00,tackles_solo,2,,,,,
player,201310270det,det,AnsaEz00,tackles_assists,0,,,,,
player,201310270det,det,AnsaEz00,tackles_loss,0,,,,,
player,201310270det,det,AnsaEz00,qb_hits,0,,,,,
player,201310270det,det,AnsaEz00,fumbles_rec,0,,,,,
player,201310270det,det,AnsaEz00,fumbles_rec_yds,0,,,,,
player,201310270det,det,AnsaEz00,fumbles_rec_td,0,,,,,
player,201310270det,det,AnsaEz00,fumbles_forced,0,,,,,
player,201310270det,det,BentBi00,def_int,0,,,,,
player,201310270det,det,BentBi00,def_int_yds,0,,,,,
player,201310270det,det,BentBi00,def_int_td,0,,,,,
player,201310270det,det,BentBi00,def_int_long,0,,,,,
player,201310270det,det,BentBi00,pass_defended,0,,,,,
player,201310270det,det,BentBi00,sacks,0.0,,,,,
player,201310270det,det,BentBi00,tackles_combined,2,,,,,
player,201310270det,det,BentBi00,tackles_solo,2,,,,,
player,201310270det,det,BentBi00,tackles_assists,0,,,,,
player,201310270det,det,BentBi00,tackles_loss,,,,,,
player,201310270det,det,BentBi00,qb_hits,,,,,,
player,201310270det,det,BentBi00,fumbles_rec,0,,,,,
player,201310270det,det,BentBi00,fumbles_rec_yds,0,,,,,
player,201310270det,det,BentBi00,fumbles_rec_td,0,,,,,
player,201310270det,det,BentBi00,fumbles_forced,0,,,,,
player,201310270det,det,FairNi00,def_int,0,,,,,
player,201310270det,det,FairNi00,def_int_yds,0,,,,,
player,201310270det,det,FairNi00,def_int_td,0,,,,,
player,201310270det,det,FairNi00,def_int_long,0,,,,,
player,201310270det,det,FairNi00,pass_defended,0,,,,,
player,201310270det,det,FairNi00,sacks,0.0,,,,,
player,201310270det,det,FairNi00,tackles_combined,2,,,,,
player,201310270det,det,FairNi00,tackles_solo,2,,,,,
player,201310270det,det,FairNi00,tackles_assists,0,,,,,
player,201310270det,det,FairNi00,tackles_loss,0,,,,,
player,201310270det,det,FairNi00,qb_hits,2,,,,,
player,201310270det,det,FairNi00,fumbles_rec,0,,,,,
player,201310270det,det,FairNi00,fumbles_rec_yds,0,,,,,
player,201310270det,det,FairNi00,fumbles_rec_td,0,,,,,
player,201310270det,det,FairNi00,fumbles_forced,0,,,,,
player,201310270det,det,HousCh99,def_int,0,,,,,
player,201310270det,det,HousCh99,def_int_yds,0,,,,,
player,201310270det,det,HousCh99,def_int_td,0,,,,,
player,201310270det,det,HousCh99,def_int_long,0,,,,,
player,201310270det,det,HousCh99,pass_defended,1,,,,,
player,201310270det,det,HousCh99,sacks,0.0,,,,,
player,201310270det,det,HousCh99,tackles_combined,2,,,,,
player,201310270det,det,HousCh99,tackles_solo,2,,,,,
player,201310270det,det,HousCh99,tackles_assists,0,,,,,
player,201310270det,det,HousCh99,tackles_loss,0,,,,,
player,201310270det,det,HousCh99,qb_hits,0,,,,,
player,201310270det,det,HousCh99,fumbles_rec,0,,,,,
player,201310270det,det,HousCh99,fumbles_rec_yds,0,,,,,
player,201310270det,det,HousCh99,fumbles_rec_td,0,,,,,
player,201310270det,det,HousCh99,fumbles_forced,0,,,,,
player,201310270det,det,QuinGl99,def_int,0,,,,,
player,201310270det,det,QuinGl99,def_int_yds,0,,,,,
player,201310270det,det,QuinGl99,def_int_td,0,,,,,
player,201310270det,det,QuinGl99,def_int_long,0,,,,,
player,201310270det,det,QuinGl99,pass_defended,0,,,,,
player,201310270det,det,QuinGl99,sacks,0.0,,,,,
player,201310270det,det,QuinGl99,tackles_combined,2,,,,,
player,201310270det,det,QuinGl99,tackles_solo,2,,,,,
player,201310270det,det,QuinGl99,tackles_assists,0,,,,,
player,201310270det,det,QuinGl99,tackles_loss,0,,,,,
player,201310270det,det,QuinGl99,qb_hits,0,,,,,
player,201310270det,det,QuinGl99,fumbles_rec,0,,,,,
player,201310270det,det,QuinGl99,fumbles_rec_yds,0,,,,,
player,201310270det,det,QuinGl99,fumbles_rec_td,0,,,,,
player,201310270det,det,QuinGl99,fumbles_forced,0,,,,,
player,201310270det,det,SlayDa00,def_int,0,,,,,
player,201310270det,det,SlayDa00,def_int_yds,0,,,,,
player,201310270det,det,SlayDa00,def_int_td,0,,,,,
player,201310270det,det,SlayDa00,def_int_long,0,,,,,
player,201310270det,det,SlayDa00,pass_defended,0,,,,,
player,201310270det,det,SlayDa00,sacks,0.0,,,,,
player,201310270det,det,SlayDa00,tackles_combined,2,,,,,
player,201310270det,det,SlayDa00,tackles_solo,2,,,,,
player,201310270det,det,SlayDa00,tackles_assists,0,,,,,
player,201310270det,det,SlayDa00,tackles_loss,0,,,,,
player,201310270det,det,SlayDa00,qb_hits,0,,,,,
player,201310270det,det,SlayDa00,fumbles_rec,0,,,,,
player,201310270det,det,SlayDa00,fumbles_rec_yds,0,,,,,
player,201310270det,det,SlayDa00,fumbles_rec_td,0,,,,,
player,201310270det,det,SlayDa00,fumbles_forced,0,,,,,
player,201310270det,det,CareDo00,def_int,0,,,,,
player,201310270det,det,CareDo00,def_int_yds,0,,,,,
player,201310270det,det,CareDo00,def_int_td,0,,,,,
player,201310270det,det,CareDo00,def_int_long,0,,,,,
player,201310270det,det,CareDo00,pass_defended,0,,,,,
player,201310270det,det,CareDo00,sacks,0.0,,,,,
player,201310270det,det,CareDo00,tackles_combined,1,,,,,
player,201310270det,det,CareDo00,tackles_solo,1,,,,,
player,201310270det,det,CareDo00,tackles_assists,0,,,,,
player,201310270det,det,CareDo00,tackles_loss,0,,,,,
player,201310270det,det,CareDo00,qb_hits,0,,,,,
player,201310270det,det,CareDo00,fumbles_rec,0,,,,,
player,201310270det,det,CareDo00,fumbles_rec_yds,0,,,,,
player,201310270det,det,CareDo00,fumbles_rec_td,0,,,,,
player,201310270det,det,CareDo00,fumbles_forced,0,,,,,
player,201310270det,det,DelmLo99,def_int,0,,,,,
player,201310270det,det,DelmLo99,def_int_yds,0,,,,,
player,201310270det,det,DelmLo99,def_int_td,0,,,,,
player,201310270det,det,DelmLo99,def_int_long,0,,,,,
player,201310270det,det,DelmLo99,pass_defended,0,,,,,
player,201310270det,det,DelmLo99,sacks,0.0,,,,,
player,201310270det,det,DelmLo99,tackles_combined,1,,,,,
player,201310270det,det,DelmLo99,tackles_solo,1,,,,,
player,201310270det,det,DelmLo99,tackles_assists,0,,,,,
player,201310270det,det,DelmLo99,tackles_loss,0,,,,,
player,201310270det,det,DelmLo99,qb_hits,0,,,,,
player,201310270det,det,DelmLo99,fumbles_rec,0,,,,,
player,201310270det,det,DelmLo99,fumbles_rec_yds,0,,,,,
player,201310270det,det,DelmLo99,fumbles_rec_td,0,,,,,
player,201310270det,det,DelmLo99,fumbles_forced,0,,,,,
player,201310270det,det,IdonIs20,def_int,0,,,,,
player,201310270det,det,IdonIs20,def_int_yds,0,,,,,
player,201310270det,det,IdonIs20,def_int_td,0,,,,,
player,201310270det,det,IdonIs20,def_int_long,0,,,,,
player,201310270det,det,IdonIs20,pass_defended,0,,,,,
player,201310270det,det,IdonIs20,sacks,0.0,,,,,
