game,2013,15,20131215,201312150cle,chi,"Chicago Bears",38,cle,"Cleveland Browns",31
player,201312150cle,chi,GreeKh00,pass_defended,0,,,,,
player,201312150cle,chi,GreeKh00,sacks,0.0,,,,,
player,201312150cle,chi,GreeKh00,tackles_combined,4,,,,,
player,201312150cle,chi,GreeKh00,tackles_solo,2,,,,,
player,201312150cle,chi,GreeKh00,tackles_assists,2,,,,,
player,201312150cle,chi,GreeKh00,tackles_loss,0,,,,,
player,201312150cle,chi,GreeKh00,qb_hits,0,,,,,
player,201312150cle,chi,GreeKh00,fumbles_rec,0,,,,,
player,201312150cle,chi,GreeKh00,fumbles_rec_yds,0,,,,,
player,201312150cle,chi,GreeKh00,fumbles_rec_td,0,,,,,
player,201312150cle,chi,GreeKh00,fumbles_forced,0,,,,,
player,201312150cle,chi,RatlJa20,def_int,0,,,,,
player,201312150cle,chi,RatlJa20,def_int_yds,0,,,,,
player,201312150cle,chi,RatlJa20,def_int_td,0,,,,,
player,201312150cle,chi,RatlJa20,def_int_long,0,,,,,
player,201312150cle,chi,RatlJa20,pass_defended,0,,,,,
player,201312150cle,chi,RatlJa20,sacks,0.0,,,,,
player,201312150cle,chi,RatlJa20,tackles_combined,2,,,,,
player,201312150cle,chi,RatlJa20,tackles_solo,2,,,,,
player,201312150cle,chi,RatlJa20,tackles_assists,0,,,,,
player,201312150cle,chi,RatlJa20,tackles_loss,1,,,,,
player,201312150cle,chi,RatlJa20,qb_hits,3,,,,,
player,201312150cle,chi,RatlJa20,fumbles_rec,0,,,,,
player,201312150cle,chi,RatlJa20,fumbles_rec_yds,0,,,,,
player,201312150cle,chi,RatlJa20,fumbles_rec_td,0,,,,,
player,201312150cle,chi,RatlJa20,fumbles_forced,0,,,,,
player,201312150cle,chi,BassDa00,def_int,0,,,,,
player,201312150cle,chi,BassDa00,def_int_yds,0,,,,,
player,201312150cle,chi,BassDa00,def_int_td,0,,,,,
player,201312150cle,chi,BassDa00,def_int_long,0,,,,,
player,201312150cle,chi,BassDa00,pass_defended,0,,,,,
player,201312150cle,chi,BassDa00,sacks,0.0,,,,,
player,201312150cle,chi,BassDa00,tackles_combined,1,,,,,
player,201312150cle,chi,BassDa00,tackles_solo,0,,,,,
player,201312150cle,chi,BassDa00,tackles_assists,1,,,,,
player,201312150cle,chi,BassDa00,tackles_loss,0,,,,,
player,201312150cle,chi,BassDa00,qb_hits,0,,,,,
player,201312150cle,chi,BassDa00,fumbles_rec,0,,,,,
player,201312150cle,chi,BassDa00,fumbles_rec_yds,0,,,,,
player,201312150cle,chi,BassDa00,fumbles_rec_td,0,,,,,
player,201312150cle,chi,BassDa00,fumbles_forced,0,,,,,
player,201312150cle,chi,CoheLa99,def_int,0,,,,,
player,201312150cle,chi,CoheLa99,def_int_yds,0,,,,,
player,201312150cle,chi,CoheLa99,def_int_td,0,,,,,
player,201312150cle,chi,CoheLa99,def_int_long,0,,,,,
player,201312150cle,chi,CoheLa99,pass_defended,0,,,,,
player,201312150cle,chi,CoheLa99,sacks,0.0,,,,,
player,201312150cle,chi,CoheLa99,tackles_combined,1,,,,,
player,201312150cle,chi,CoheLa99,tackles_solo,1,,,,,
player,201312150cle,chi,CoheLa99,tackles_assists,0,,,,,
player,201312150cle,chi,CoheLa99,tackles_loss,0,,,,,
player,201312150cle,chi,CoheLa99,qb_hits,0,,,,,
player,201312150cle,chi,CoheLa99,fumbles_rec,0,,,,,
player,201312150cle,chi,CoheLa99,fumbles_rec_yds,0,,,,,
player,201312150cle,chi,CoheLa99,fumbles_rec_td,0,,,,,
player,201312150cle,chi,CoheLa99,fumbles_forced,0,,,,,
player,201312150cle,chi,CostBl20,def_int,0,,,,,
player,201312150cle,chi,CostBl20,def_int_yds,0,,,,,
player,201312150cle,chi,CostBl20,def_int_td,0,,,,,
player,201312150cle,chi,CostBl20,def_int_long,0,,,,,
player,201312150cle,chi,CostBl20,pass_defended,0,,,,,
player,201312150cle,chi,CostBl20,sacks,0.0,,,,,
player,201312150cle,chi,CostBl20,tackles_combined,1,,,,,
player,201312150cle,chi,CostBl20,tackles_solo,1,,,,,
player,201312150cle,chi,CostBl20,tackles_assists,0,,,,,
player,201312150cle,chi,CostBl20,tackles_loss,0,,,,,
player,201312150cle,chi,CostBl20,qb_hits,0,,,,,
player,201312150cle,chi,CostBl20,fumbles_rec,0,,,,,
player,201312150cle,chi,CostBl20,fumbles_rec_yds,0,,,,,
player,201312150cle,chi,CostBl20,fumbles_rec_td,0,,,,,
player,201312150cle,chi,CostBl20,fumbles_forced,0,,,,,
player,201312150cle,chi,PaeaSt00,def_int,0,,,,,
player,201312150cle,chi,PaeaSt00,def_int_yds,0,,,,,
player,201312150cle,chi,PaeaSt00,def_int_td,0,,,,,
player,201312150cle,chi,PaeaSt00,def_int_long,0,,,,,
player,201312150cle,chi,PaeaSt00,pass_defended,0,,,,,
player,201312150cle,chi,PaeaSt00,sacks,0.0,,,,,
player,201312150cle,chi,PaeaSt00,tackles_combined,1,,,,,
player,201312150cle,chi,PaeaSt00,tackles_solo,0,,,,,
player,201312150cle,chi,PaeaSt00,tackles_assists,1,,,,,
player,201312150cle,chi,PaeaSt00,tackles_loss,0,,,,,
player,201312150cle,chi,PaeaSt00,qb_hits,0,,,,,
player,201312150cle,chi,PaeaSt00,fumbles_rec,0,,,,,
player,201312150cle,chi,PaeaSt00,fumbles_rec_yds,0,,,,,
player,201312150cle,chi,PaeaSt00,fumbles_rec_td,0,,,,,
player,201312150cle,chi,PaeaSt00,fumbles_forced,0,,,,,
player,201312150cle,chi,PeppJu99,def_int,0,,,,,
player,201312150cle,chi,PeppJu99,def_int_yds,0,,,,,
player,201312150cle,chi,PeppJu99,def_int_td,0,,,,,
player,201312150cle,chi,PeppJu99,def_int_long,0,,,,,
player,201312150cle,chi,PeppJu99,pass_defended,0,,,,,
player,201312150cle,chi,PeppJu99,sacks,0.0,,,,,
player,201312150cle,chi,PeppJu99,tackles_combined,1,,,,,
player,201312150cle,chi,PeppJu99,tackles_solo,0,,,,,
player,201312150cle,chi,PeppJu99,tackles_assists,1,,,,,
player,201312150cle,chi,PeppJu99,tackles_loss,0,,,,,
player,201312150cle,chi,PeppJu99,qb_hits,0,,,,,
player,201312150cle,chi,PeppJu99,fumbles_rec,0,,,,,
player,201312150cle,chi,PeppJu99,fumbles_rec_yds,0,,,,,
player,201312150cle,chi,PeppJu99,fumbles_rec_td,0,,,,,
player,201312150cle,chi,PeppJu99,fumbles_forced,0,,,,,
player,201312150cle,chi,StelCr99,def_int,0,,,,,
player,201312150cle,chi,StelCr99,def_int_yds,0,,,,,
player,201312150cle,chi,StelCr99,def_int_td,0,,,,,
player,201312150cle,chi,StelCr99,def_int_long,0,,,,,
player,201312150cle,chi,StelCr99,pass_defended,0,,,,,
player,201312150cle,chi,StelCr99,sacks,0.0,,,,,
player,201312150cle,chi,StelCr99,tackles_combined,1,,,,,
player,201312150cle,chi,StelCr99,tackles_solo,1,,,,,
player,201312150cle,chi,StelCr99,tackles_assists,0,,,,,
player,201312150cle,chi,StelCr99,tackles_loss,0,,,,,
player,201312150cle,chi,StelCr99,qb_hits,0,,,,,
player,201312150cle,chi,StelCr99,fumbles_rec,0,,,,,
player,201312150cle,chi,StelCr99,fumbles_rec_yds,0,,,,,
player,201312150cle,chi,StelCr99,fumbles_rec_td,0,,,,,
player,201312150cle,chi,StelCr99,fumbles_forced,0,,,,,
player,201312150cle,chi,WeemEr00,def_int,0,,,,,
player,201312150cle,chi,WeemEr00,def_int_yds,0,,,,,
player,201312150cle,chi,WeemEr00,def_int_td,0,,,,,
player,201312150cle,chi,WeemEr00,def_int_long,0,,,,,
player,201312150cle,chi,WeemEr00,pass_defended,0,,,,,
player,201312150cle,chi,WeemEr00,sacks,0.0,,,,,
player,201312150cle,chi,WeemEr00,tackles_combined,1,,,,,
player,201312150cle,chi,WeemEr00,tackles_solo,1,,,,,
player,201312150cle,chi,WeemEr00,tackles_assists,0,,,,,
player,201312150cle,chi,WeemEr00,tackles_loss,0,,,,,
player,201312150cle,chi,WeemEr00,qb_hits,0,,,,,
player,201312150cle,chi,WeemEr00,fumbles_rec,0,,,,,
player,201312150cle,chi,WeemEr00,fumbles_rec_yds,0,,,,,
player,201312150cle,chi,WeemEr00,fumbles_rec_td,0,,,,,
player,201312150cle,chi,WeemEr00,fumbles_forced,0,,,,,
player,201312150cle,chi,WootCo99,def_int,0,,,,,
player,201312150cle,chi,WootCo99,def_int_yds,0,,,,,
player,201312150cle,chi,WootCo99,def_int_td,0,,,,,
player,201312150cle,chi,WootCo99,def_int_long,0,,,,,
player,201312150cle,chi,WootCo99,pass_defended,0,,,,,
player,201312150cle,chi,WootCo99,sacks,0.0,,,,,
player,201312150cle,chi,WootCo99,tackles_combined,1,,,,,
player,201312150cle,chi,WootCo99,tackles_solo,1,,,,,
player,201312150cle,chi,WootCo99,tackles_assists,0,,,,,
player,201312150cle,chi,WootCo99,tackles_loss,0,,,,,
player,201312150cle,chi,WootCo99,qb_hits,0,,,,,
player,201312150cle,chi,WootCo99,fumbles_rec,0,,,,,
player,201312150cle,chi,WootCo99,fumbles_rec_yds,0,,,,,
player,201312150cle,chi,WootCo99,fumbles_rec_td,0,,,,,
player,201312150cle,chi,WootCo99,fumbles_forced,0,,,,,
player,201312150cle,chi,OzouCh00,def_int,,,,,,
player,201312150cle,chi,OzouCh00,def_int_yds,,,,,,
player,201312150cle,chi,OzouCh00,def_int_td,,,,,,
player,201312150cle,chi,OzouCh00,def_int_long,,,,,,
player,201312150cle,chi,OzouCh00,pass_defended,0,,,,,
player,201312150cle,chi,OzouCh00,sacks,0.0,,,,,
player,201312150cle,chi,OzouCh00,tackles_combined,1,,,,,
player,201312150cle,chi,OzouCh00,tackles_solo,1,,,,,
player,201312150cle,chi,OzouCh00,tackles_assists,0,,,,,
player,201312150cle,chi,OzouCh00,tackles_loss,0,,,,,
player,201312150cle,chi,OzouCh00,qb_hits,0,,,,,
player,201312150cle,chi,OzouCh00,fumbles_rec,0,,,,,
player,201312150cle,chi,OzouCh00,fumbles_rec_yds,,,,,,
player,201312150cle,chi,OzouCh00,fumbles_rec_td,,,,,,
player,201312150cle,chi,OzouCh00,fumbles_forced,0,,,,,
player,201312150cle,cle,GipsTa00,def_int,2,,,,,
player,201312150cle,cle,GipsTa00,def_int_yds,79,,,,,
player,201312150cle,cle,GipsTa00,def_int_td,1,,,,,
player,201312150cle,cle,GipsTa00,def_int_long,44,,,,,
player,201312150cle,cle,GipsTa00,pass_defended,2,,,,,
player,201312150cle,cle,GipsTa00,sacks,0.0,,,,,
player,201312150cle,cle,GipsTa00,tackles_combined,8,,,,,
player,201312150cle,cle,GipsTa00,tackles_solo,5,,,,,
player,201312150cle,cle,GipsTa00,tackles_assists,3,,,,,
player,201312150cle,cle,GipsTa00,tackles_loss,2,,,,,
player,201312150cle,cle,GipsTa00,qb_hits,0,,,,,
player,201312150cle,cle,GipsTa00,fumbles_rec,0,,,,,
player,201312150cle,cle,GipsTa00,fumbles_rec_yds,0,,,,,
player,201312150cle,cle,GipsTa00,fumbles_rec_td,0,,,,,
player,201312150cle,cle,GipsTa00,fumbles_forced,0,,,,,
player,201312150cle,cle,SheaJa00,def_int,0,,,,,
player,201312150cle,cle,SheaJa00,def_int_yds,0,,,,,
player,201312150cle,cle,SheaJa00,def_int_td,0,,,,,
player,201312150cle,cle,SheaJa00,def_int_long,0,,,,,
player,201312150cle,cle,SheaJa00,pass_defended,0,,,,,
player,201312150cle,cle,SheaJa00,sacks,1.0,,,,,
player,201312150cle,cle,SheaJa00,tackles_combined,4,,,,,
player,201312150cle,cle,SheaJa00,tackles_solo,2,,,,,
player,201312150cle,cle,SheaJa00,tackles_assists,2,,,,,
player,201312150cle,cle,SheaJa00,tackles_loss,1,,,,,
player,201312150cle,cle,SheaJa00,qb_hits,2,,,,,
player,201312150cle,cle,SheaJa00,fumbles_rec,0,,,,,
player,201312150cle,cle,SheaJa00,fumbles_rec_yds,0,,,,,
player,201312150cle,cle,SheaJa00,fumbles_rec_td,0,,,,,
player,201312150cle,cle,SheaJa00,fumbles_forced,0,,,,,
player,201312150cle,cle,PoseJu00,def_int,0,,,,,
player,201312150cle,cle,PoseJu00,def_int_yds,0,,,,,
player,201312150cle,cle,PoseJu00,def_int_td,0,,,,,
player,201312150cle,cle,PoseJu00,def_int_long,0,,,,,
player,201312150cle,cle,PoseJu00,pass_defended,0,,,,,
player,201312150cle,cle,PoseJu00,sacks,1.0,,,,,
player,201312150cle,cle,PoseJu00,tackles_combined,2,,,,,
player,201312150cle,cle,PoseJu00,tackles_solo,1,,,,,
player,201312150cle,cle,PoseJu00,tackles_assists,1,,,,,
player,201312150cle,cle,PoseJu00,tackles_loss,1,,,,,
player,201312150cle,cle,PoseJu00,qb_hits,1,,,,,
player,201312150cle,cle,PoseJu00,fumbles_rec,0,,,,,
player,201312150cle,cle,PoseJu00,fumbles_rec_yds,0,,,,,
player,201312150cle,cle,PoseJu00,fumbles_rec_td,0,,,,,
player,201312150cle,cle,PoseJu00,fumbles_forced,0,,,,,
player,201312150cle,cle,JackDQ20,def_int,0,,,,,
player,201312150cle,cle,JackDQ20,def_int_yds,0,,,,,
player,201312150cle,cle,JackDQ20,def_int_td,0,,,,,
player,201312150cle,cle,JackDQ20,def_int_long,0,,,,,
player,201312150cle,cle,JackDQ20,pass_defended,0,,,,,
player,201312150cle,cle,JackDQ20,sacks,0.0,,,,,
player,201312150cle,cle,JackDQ20,tackles_combined,9,,,,,
player,201312150cle,cle,JackDQ20,tackles_solo,6,,,,,
player,201312150cle,cle,JackDQ20,tackles_assists,3,,,,,
player,201312150cle,cle,JackDQ20,tackles_loss,0,,,,,
player,201312150cle,cle,JackDQ20,qb_hits,1,,,,,
player,201312150cle,cle,JackDQ20,fumbles_rec,0,,,,,
player,201312150cle,cle,JackDQ20,fumbles_rec_yds,0,,,,,
player,201312150cle,cle,JackDQ20,fumbles_rec_td,0,,,,,
player,201312150cle,cle,JackDQ20,fumbles_forced,0,,,,,
player,201312150cle,cle,WardT.99,def_int,0,,,,,
player,201312150cle,cle,WardT.99,def_int_yds,0,,,,,
player,201312150cle,cle,WardT.99,def_int_td,0,,,,,
player,201312150cle,cle,WardT.99,def_int_long,0,,,,,
player,201312150cle,cle,WardT.99,pass_defended,1,,,,,
player,201312150cle,cle,WardT.99,sacks,0.0,,,,,
player,201312150cle,cle,WardT.99,tackles_combined,9,,,,,
player,201312150cle,cle,WardT.99,tackles_solo,5,,,,,
player,201312150cle,cle,WardT.99,tackles_assists,4,,,,,
player,201312150cle,cle,WardT.99,tackles_loss,1,,,,,
player,201312150cle,cle,WardT.99,qb_hits,0,,,,,
player,201312150cle,cle,WardT.99,fumbles_rec,1,,,,,
player,201312150cle,cle,WardT.99,fumbles_rec_yds,51,,,,,
player,201312150cle,cle,WardT.99,fumbles_rec_td,1,,,,,
player,201312150cle,cle,WardT.99,fumbles_forced,0,,,,,
player,201312150cle,cle,HadeJo99,def_int,0,,,,,
player,201312150cle,cle,HadeJo99,def_int_yds,0,,,,,
player,201312150cle,cle,HadeJo99,def_int_td,0,,,,,
player,201312150cle,cle,HadeJo99,def_int_long,0,,,,,
player,201312150cle,cle,HadeJo99,pass_defended,1,,,,,
player,201312150cle,cle,HadeJo99,sacks,0.0,,,,,
player,201312150cle,cle,HadeJo99,tackles_combined,5,,,,,
player,201312150cle,cle,HadeJo99,tackles_solo,4,,,,,
player,201312150cle,cle,HadeJo99,tackles_assists,1,,,,,
player,201312150cle,cle,HadeJo99,tackles_loss,0,,,,,
player,201312150cle,cle,HadeJo99,qb_hits,0,,,,,
player,201312150cle,cle,HadeJo99,fumbles_rec,0,,,,,
player,201312150cle,cle,HadeJo99,fumbles_rec_yds,0,,,,,
player,201312150cle,cle,HadeJo99,fumbles_rec_td,0,,,,,
player,201312150cle,cle,HadeJo99,fumbles_forced,0,,,,,
player,201312150cle,cle,RobeCr00,def_int,0,,,,,
player,201312150cle,cle,RobeCr00,def_int_yds,0,,,,,
player,201312150cle,cle,RobeCr00,def_int_td,0,,,,,
player,201312150cle,cle,RobeCr00,def_int_long,0,,,,,
player,201312150cle,cle,RobeCr00,pass_defended,0,,,,,
player,201312150cle,cle,RobeCr00,sacks,0.0,,,,,
player,201312150cle,cle,RobeCr00,tackles_combined,4,,,,,
player,201312150cle,cle,RobeCr00,tackles_solo,4,,,,,
player,201312150cle,cle,RobeCr00,tackles_assists,0,,,,,
player,201312150cle,cle,RobeCr00,tackles_loss,1,,,,,
player,201312150cle,cle,RobeCr00,qb_hits,0,,,,,
player,201312150cle,cle,RobeCr00,fumbles_rec,0,,,,,
player,201312150cle,cle,RobeCr00,fumbles_rec_yds,0,,,,,
player,201312150cle,cle,RobeCr00,fumbles_rec_td,0,,,,,
player,201312150cle,cle,RobeCr00,fumbles_forced,0,,,,,
player,201312150cle,cle,MingBa00,def_int,0,,,,,
player,201312150cle,cle,MingBa00,def_int_yds,0,,,,,
player,201312150cle,cle,MingBa00,def_int_td,0,,,,,
player,201312150cle,cle,MingBa00,def_int_long,0,,,,,
player,201312150cle,cle,MingBa00,pass_defended,0,,,,,
player,201312150cle,cle,MingBa00,sacks,0.0,,,,,
player,201312150cle,cle,MingBa00,tackles_combined,3,,,,,
player,201312150cle,cle,MingBa00,tackles_solo,3,,,,,
player,201312150cle,cle,MingBa00,tackles_assists,0,,,,,
player,201312150cle,cle,MingBa00,tackles_loss,1,,,,,
player,201312150cle,cle,MingBa00,qb_hits,0,,,,,
player,201312150cle,cle,MingBa00,fumbles_rec,0,,,,,
player,201312150cle,cle,MingBa00,fumbles_rec_yds,0,,,,,
player,201312150cle,cle,MingBa00,fumbles_rec_td,0,,,,,
player,201312150cle,cle,MingBa00,fumbles_forced,0,,,,,
player,201312150cle,cle,PoyeJo00,def_int,0,,,,,
player,201312150cle,cle,PoyeJo00,def_int_yds,0,,,,,
player,201312150cle,cle,PoyeJo00,def_int_td,0,,,,,
player,201312150cle,cle,PoyeJo00,def_int_long,0,,,,,
player,201312150cle,cle,PoyeJo00,pass_defended,0,,,,,
player,201312150cle,cle,PoyeJo00,sacks,0.0,,,,,
player,201312150cle,cle,PoyeJo00,tackles_combined,3,,,,,
player,201312150cle,cle,PoyeJo00,tackles_solo,3,,,,,
player,201312150cle,cle,PoyeJo00,tackles_assists,0,,,,,
player,201312150cle,cle,PoyeJo00,tackles_loss,0,,,,,
player,201312150cle,cle,PoyeJo00,qb_hits,0,,,,,
player,201312150cle,cle,PoyeJo00,fumbles_rec,0,,,,,
player,201312150cle,cle,PoyeJo00,fumbles_rec_yds,0,,,,,
player,201312150cle,cle,PoyeJo00,fumbles_rec_td,0,,,,,
player,201312150cle,cle,PoyeJo00,fumbles_forced,0,,,,,
player,201312150cle,cle,SkriBu00,def_int,0,,,,,
player,201312150cle,cle,SkriBu00,def_int_yds,0,,,,,
player,201312150cle,cle,SkriBu00,def_int_td,0,,,,,
player,201312150cle,cle,SkriBu00,def_int_long,0,,,,,
player,201312150cle,cle,SkriBu00,pass_defended,0,,,,,
player,201312150cle,cle,SkriBu00,sacks,0.0,,,,,
player,201312150cle,cle,SkriBu00,tackles_combined,3,,,,,
player,201312150cle,cle,SkriBu00,tackles_solo,2,,,,,
player,201312150cle,cle,SkriBu00,tackles_assists,1,,,,,
player,201312150cle,cle,SkriBu00,tackles_loss,0,,,,,
player,201312150cle,cle,SkriBu00,qb_hits,0,,,,,
player,201312150cle,cle,SkriBu00,fumbles_rec,0,,,,,
player,201312150cle,cle,SkriBu00,fumbles_rec_yds,0,,,,,
player,201312150cle,cle,SkriBu00,fumbles_rec_td,0,,,,,
player,201312150cle,cle,SkriBu00,fumbles_forced,0,,,,,
player,201312150cle,cle,HughJo00,def_int,0,,,,,
player,201312150cle,cle,HughJo00,def_int_yds,0,,,,,
player,201312150cle,cle,HughJo00,def_int_td,0,,,,,
player,201312150cle,cle,HughJo00,def_int_long,0,,,,,
player,201312150cle,cle,HughJo00,pass_defended,0,,,,,
player,201312150cle,cle,HughJo00,sacks,0.0,,,,,
player,201312150cle,cle,HughJo00,tackles_combined,2,,,,,
player,201312150cle,cle,HughJo00,tackles_solo,2,,,,,
player,201312150cle,cle,HughJo00,tackles_assists,0,,,,,
player,201312150cle,cle,HughJo00,tackles_loss,0,,,,,
player,201312150cle,cle,HughJo00,qb_hits,0,,,,,
player,201312150cle,cle,HughJo00,fumbles_rec,0,,,,,
player,201312150cle,cle,HughJo00,fumbles_rec_yds,0,,,,,
player,201312150cle,cle,HughJo00,fumbles_rec_td,0,,,,,
player,201312150cle,cle,HughJo00,fumbles_forced,0,,,,,
player,201312150cle,cle,WinnBi00,def_int,0,,,,,
player,201312150cle,cle,WinnBi00,def_int_yds,0,,,,,
player,201312150cle,cle,WinnBi00,def_int_td,0,,,,,
player,201312150cle,cle,WinnBi00,def_int_long,0,,,,,
player,201312150cle,cle,WinnBi00,pass_defended,0,,,,,
player,201312150cle,cle,WinnBi00,sacks,0.0,,,,,
player,201312150cle,cle,WinnBi00,tackles_combined,2,,,,,
player,201312150cle,cle,WinnBi00,tackles_solo,2,,,,,
player,201312150cle,cle,WinnBi00,tackles_assists,0,,,,,
player,201312150cle,cle,WinnBi00,tackles_loss,1,,,,,
player,201312150cle,cle,WinnBi00,qb_hits,0,,,,,
player,201312150cle,cle,WinnBi00,fumbles_rec,0,,,,,
player,201312150cle,cle,WinnBi00,fumbles_rec_yds,0,,,,,
player,201312150cle,cle,WinnBi00,fumbles_rec_td,0,,,,,
player,201312150cle,cle,WinnBi00,fumbles_forced,1,,,,,
player,201312150cle,cle,BryaAr00,def_int,0,,,,,
player,201312150cle,cle,BryaAr00,def_int_yds,0,,,,,
player,201312150cle,cle,BryaAr00,def_int_td,0,,,,,
player,201312150cle,cle,BryaAr00,def_int_long,0,,,,,
player,201312150cle,cle,BryaAr00,pass_defended,0,,,,,
player,201312150cle,cle,BryaAr00,sacks,0.0,,,,,
player,201312150cle,cle,BryaAr00,tackles_combined,1,,,,,
player,201312150cle,cle,BryaAr00,tackles_solo,0,,,,,
player,201312150cle,cle,BryaAr00,tackles_assists,1,,,,,
player,201312150cle,cle,BryaAr00,tackles_loss,0,,,,,
player,201312150cle,cle,BryaAr00,qb_hits,1,,,,,
player,201312150cle,cle,BryaAr00,fumbles_rec,0,,,,,
player,201312150cle,cle,BryaAr00,fumbles_rec_yds,0,,,,,
player,201312150cle,cle,BryaAr00,fumbles_rec_td,0,,,,,
player,201312150cle,cle,BryaAr00,fumbles_forced,0,,,,,
player,201312150cle,cle,cundibil01,def_int,0,,,,,
player,201312150cle,cle,cundibil01,def_int_yds,0,,,,,
player,201312150cle,cle,cundibil01,def_int_td,0,,,,,
player,201312150cle,cle,cundibil01,def_int_long,0,,,,,
player,201312150cle,cle,cundibil01,pass_defended,0,,,,,
player,201312150cle,cle,cundibil01,sacks,0.0,,,,,
player,201312150cle,cle,cundibil01,tackles_combined,1,,,,,
player,201312150cle,cle,cundibil01,tackles_solo,1,,,,,
player,201312150cle,cle,cundibil01,tackles_assists,0,,,,,
player,201312150cle,cle,cundibil01,tackles_loss,0,,,,,
player,201312150cle,cle,cundibil01,qb_hits,0,,,,,
player,201312150cle,cle,cundibil01,fumbles_rec,0,,,,,
player,201312150cle,cle,cundibil01,fumbles_rec_yds,0,,,,,
player,201312150cle,cle,cundibil01,fumbles_rec_td,0,,,,,
player,201312150cle,cle,cundibil01,fumbles_forced,0,,,,,
player,201312150cle,cle,HazePa00,def_int,0,,,,,
player,201312150cle,cle,HazePa00,def_int_yds,0,,,,,
player,201312150cle,cle,HazePa00,def_int_td,0,,,,,
player,201312150cle,cle,HazePa00,def_int_long,0,,,,,
player,201312150cle,cle,HazePa00,pass_defended,0,,,,,
player,201312150cle,cle,HazePa00,sacks,0.0,,,,,
player,201312150cle,cle,HazePa00,tackles_combined,1,,,,,
player,201312150cle,cle,HazePa00,tackles_solo,1,,,,,
player,201312150cle,cle,HazePa00,tackles_assists,0,,,,,
player,201312150cle,cle,HazePa00,tackles_loss,0,,,,,
player,201312150cle,cle,HazePa00,qb_hits,0,,,,,
player,201312150cle,cle,HazePa00,fumbles_rec,0,,,,,
player,201312150cle,cle,HazePa00,fumbles_rec_yds,0,,,,,
player,201312150cle,cle,HazePa00,fumbles_rec_td,0,,,,,
player,201312150cle,cle,HazePa00,fumbles_forced,0,,,,,
player,201312150cle,cle,KitcIs00,def_int,0,,,,,
player,201312150cle,cle,KitcIs00,def_int_yds,0,,,,,
player,201312150cle,cle,KitcIs00,def_int_td,0,,,,,
player,201312150cle,cle,KitcIs00,def_int_long,0,,,,,
player,201312150cle,cle,KitcIs00,pass_defended,0,,,,,
player,201312150cle,cle,KitcIs00,sacks,0.0,,,,,
player,201312150cle,cle,KitcIs00,tackles_combined,1,,,,,
player,201312150cle,cle,KitcIs00,tackles_solo,0,,,,,
player,201312150cle,cle,KitcIs00,tackles_assists,1,,,,,
player,201312150cle,cle,KitcIs00,tackles_loss,0,,,,,
player,201312150cle,cle,KitcIs00,qb_hits,0,,,,,
player,201312150cle,cle,KitcIs00,fumbles_rec,0,,,,,
player,201312150cle,cle,KitcIs00,fumbles_rec_yds,0,,,,,
player,201312150cle,cle,KitcIs00,fumbles_rec_td,0,,,,,
player,201312150cle,cle,KitcIs00,fumbles_forced,0,,,,,
player,201312150cle,cle,LannSp00,def_int,0,,,,,
player,201312150cle,cle,LannSp00,def_int_yds,0,,,,,
player,201312150cle,cle,LannSp00,def_int_td,0,,,,,
player,201312150cle,cle,LannSp00,def_int_long,0,,,,,
player,201312150cle,cle,LannSp00,pass_defended,0,,,,,
player,201312150cle,cle,LannSp00,sacks,0.0,,,,,
player,201312150cle,cle,LannSp00,tackles_combined,1,,,,,
player,201312150cle,cle,LannSp00,tackles_solo,1,,,,,
player,201312150cle,cle,LannSp00,tackles_assists,0,,,,,
player,201312150cle,cle,LannSp00,tackles_loss,0,,,,,
player,201312150cle,cle,LannSp00,qb_hits,0,,,,,
player,201312150cle,cle,LannSp00,fumbles_rec,0,,,,,
player,201312150cle,cle,LannSp00,fumbles_rec_yds,0,,,,,
player,201312150cle,cle,LannSp00,fumbles_rec_td,0,,,,,
player,201312150cle,cle,LannSp00,fumbles_forced,0,,,,,
player,201312150cle,cle,MartEr02,def_int,0,,,,,
player,201312150cle,cle,MartEr02,def_int_yds,0,,,,,
player,201312150cle,cle,MartEr02,def_int_td,0,,,,,
player,201312150cle,cle,MartEr02,def_int_long,0,,,,,
player,201312150cle,cle,MartEr02,pass_defended,0,,,,,
player,201312150cle,cle,MartEr02,sacks,0.0,,,,,
player,201312150cle,cle,MartEr02,tackles_combined,1,,,,,
player,201312150cle,cle,MartEr02,tackles_solo,1,,,,,
player,201312150cle,cle,MartEr02,tackles_assists,0,,,,,
player,201312150cle,cle,MartEr02,tackles_loss,0,,,,,
player,201312150cle,cle,MartEr02,qb_hits,0,,,,,
player,201312150cle,cle,MartEr02,fumbles_rec,0,,,,,
player,201312150cle,cle,MartEr02,fumbles_rec_yds,0,,,,,
player,201312150cle,cle,MartEr02,fumbles_rec_td,0,,,,,
player,201312150cle,cle,MartEr02,fumbles_forced,0,,,,,
player,201312150cle,cle,McFaLe00,def_int,0,,,,,
player,201312150cle,cle,McFaLe00,def_int_yds,0,,,,,
player,201312150cle,cle,McFaLe00,def_int_td,0,,,,,
player,201312150cle,cle,McFaLe00,def_int_long,0,,,,,
player,201312150cle,cle,McFaLe00,pass_defended,0,,,,,
player,201312150cle,cle,McFaLe00,sacks,0.0,,,,,
player,201312150cle,cle,McFaLe00,tackles_combined,1,,,,,
player,201312150cle,cle,McFaLe00,tackles_solo,1,,,,,
