game,2013,3,20130922,201309220oti,sdg,"San Diego Chargers",17,oti,"Tennessee Titans",20
player,201309220oti,sdg,WalkRe00,qb_hits,1,,,,,
player,201309220oti,sdg,WalkRe00,fumbles_rec,0,,,,,
player,201309220oti,sdg,WalkRe00,fumbles_rec_yds,0,,,,,
player,201309220oti,sdg,WalkRe00,fumbles_rec_td,0,,,,,
player,201309220oti,sdg,WalkRe00,fumbles_forced,0,,,,,
player,201309220oti,sdg,EnglLa99,def_int,0,,,,,
player,201309220oti,sdg,EnglLa99,def_int_yds,0,,,,,
player,201309220oti,sdg,EnglLa99,def_int_td,0,,,,,
player,201309220oti,sdg,EnglLa99,def_int_long,0,,,,,
player,201309220oti,sdg,EnglLa99,pass_defended,0,,,,,
player,201309220oti,sdg,EnglLa99,sacks,1.0,,,,,
player,201309220oti,sdg,EnglLa99,tackles_combined,1,,,,,
player,201309220oti,sdg,EnglLa99,tackles_solo,1,,,,,
player,201309220oti,sdg,EnglLa99,tackles_assists,0,,,,,
player,201309220oti,sdg,EnglLa99,tackles_loss,1,,,,,
player,201309220oti,sdg,EnglLa99,qb_hits,1,,,,,
player,201309220oti,sdg,EnglLa99,fumbles_rec,0,,,,,
player,201309220oti,sdg,EnglLa99,fumbles_rec_yds,0,,,,,
player,201309220oti,sdg,EnglLa99,fumbles_rec_td,0,,,,,
player,201309220oti,sdg,EnglLa99,fumbles_forced,0,,,,,
player,201309220oti,sdg,MarsRi20,def_int,0,,,,,
player,201309220oti,sdg,MarsRi20,def_int_yds,0,,,,,
player,201309220oti,sdg,MarsRi20,def_int_td,0,,,,,
player,201309220oti,sdg,MarsRi20,def_int_long,0,,,,,
player,201309220oti,sdg,MarsRi20,pass_defended,0,,,,,
player,201309220oti,sdg,MarsRi20,sacks,0.0,,,,,
player,201309220oti,sdg,MarsRi20,tackles_combined,9,,,,,
player,201309220oti,sdg,MarsRi20,tackles_solo,7,,,,,
player,201309220oti,sdg,MarsRi20,tackles_assists,2,,,,,
player,201309220oti,sdg,MarsRi20,tackles_loss,0,,,,,
player,201309220oti,sdg,MarsRi20,qb_hits,0,,,,,
player,201309220oti,sdg,MarsRi20,fumbles_rec,0,,,,,
player,201309220oti,sdg,MarsRi20,fumbles_rec_yds,0,,,,,
player,201309220oti,sdg,MarsRi20,fumbles_rec_td,0,,,,,
player,201309220oti,sdg,MarsRi20,fumbles_forced,0,,,,,
player,201309220oti,sdg,WeddEr99,def_int,0,,,,,
player,201309220oti,sdg,WeddEr99,def_int_yds,0,,,,,
player,201309220oti,sdg,WeddEr99,def_int_td,0,,,,,
player,201309220oti,sdg,WeddEr99,def_int_long,0,,,,,
player,201309220oti,sdg,WeddEr99,pass_defended,1,,,,,
player,201309220oti,sdg,WeddEr99,sacks,0.0,,,,,
player,201309220oti,sdg,WeddEr99,tackles_combined,9,,,,,
player,201309220oti,sdg,WeddEr99,tackles_solo,6,,,,,
player,201309220oti,sdg,WeddEr99,tackles_assists,3,,,,,
player,201309220oti,sdg,WeddEr99,tackles_loss,0,,,,,
player,201309220oti,sdg,WeddEr99,qb_hits,0,,,,,
player,201309220oti,sdg,WeddEr99,fumbles_rec,0,,,,,
player,201309220oti,sdg,WeddEr99,fumbles_rec_yds,0,,,,,
player,201309220oti,sdg,WeddEr99,fumbles_rec_td,0,,,,,
player,201309220oti,sdg,WeddEr99,fumbles_forced,0,,,,,
player,201309220oti,sdg,PatrJo00,def_int,0,,,,,
player,201309220oti,sdg,PatrJo00,def_int_yds,0,,,,,
player,201309220oti,sdg,PatrJo00,def_int_td,0,,,,,
player,201309220oti,sdg,PatrJo00,def_int_long,0,,,,,
player,201309220oti,sdg,PatrJo00,pass_defended,1,,,,,
player,201309220oti,sdg,PatrJo00,sacks,0.0,,,,,
player,201309220oti,sdg,PatrJo00,tackles_combined,7,,,,,
player,201309220oti,sdg,PatrJo00,tackles_solo,6,,,,,
player,201309220oti,sdg,PatrJo00,tackles_assists,1,,,,,
player,201309220oti,sdg,PatrJo00,tackles_loss,1,,,,,
player,201309220oti,sdg,PatrJo00,qb_hits,0,,,,,
player,201309220oti,sdg,PatrJo00,fumbles_rec,0,,,,,
player,201309220oti,sdg,PatrJo00,fumbles_rec_yds,0,,,,,
player,201309220oti,sdg,PatrJo00,fumbles_rec_td,0,,,,,
player,201309220oti,sdg,PatrJo00,fumbles_forced,0,,,,,
player,201309220oti,sdg,GachAn00,def_int,0,,,,,
player,201309220oti,sdg,GachAn00,def_int_yds,0,,,,,
player,201309220oti,sdg,GachAn00,def_int_td,0,,,,,
player,201309220oti,sdg,GachAn00,def_int_long,0,,,,,
player,201309220oti,sdg,GachAn00,pass_defended,0,,,,,
player,201309220oti,sdg,GachAn00,sacks,0.0,,,,,
player,201309220oti,sdg,GachAn00,tackles_combined,6,,,,,
player,201309220oti,sdg,GachAn00,tackles_solo,4,,,,,
player,201309220oti,sdg,GachAn00,tackles_assists,2,,,,,
player,201309220oti,sdg,GachAn00,tackles_loss,0,,,,,
player,201309220oti,sdg,GachAn00,qb_hits,0,,,,,
player,201309220oti,sdg,GachAn00,fumbles_rec,0,,,,,
player,201309220oti,sdg,GachAn00,fumbles_rec_yds,0,,,,,
player,201309220oti,sdg,GachAn00,fumbles_rec_td,0,,,,,
player,201309220oti,sdg,GachAn00,fumbles_forced,1,,,,,
player,201309220oti,sdg,GilcMa00,def_int,0,,,,,
player,201309220oti,sdg,GilcMa00,def_int_yds,0,,,,,
player,201309220oti,sdg,GilcMa00,def_int_td,0,,,,,
player,201309220oti,sdg,GilcMa00,def_int_long,0,,,,,
player,201309220oti,sdg,GilcMa00,pass_defended,0,,,,,
player,201309220oti,sdg,GilcMa00,sacks,0.0,,,,,
player,201309220oti,sdg,GilcMa00,tackles_combined,5,,,,,
player,201309220oti,sdg,GilcMa00,tackles_solo,3,,,,,
player,201309220oti,sdg,GilcMa00,tackles_assists,2,,,,,
player,201309220oti,sdg,GilcMa00,tackles_loss,0,,,,,
player,201309220oti,sdg,GilcMa00,qb_hits,0,,,,,
player,201309220oti,sdg,GilcMa00,fumbles_rec,0,,,,,
player,201309220oti,sdg,GilcMa00,fumbles_rec_yds,0,,,,,
player,201309220oti,sdg,GilcMa00,fumbles_rec_td,0,,,,,
player,201309220oti,sdg,GilcMa00,fumbles_forced,0,,,,,
player,201309220oti,sdg,AddaJa00,def_int,0,,,,,
player,201309220oti,sdg,AddaJa00,def_int_yds,0,,,,,
player,201309220oti,sdg,AddaJa00,def_int_td,0,,,,,
player,201309220oti,sdg,AddaJa00,def_int_long,0,,,,,
player,201309220oti,sdg,AddaJa00,pass_defended,1,,,,,
player,201309220oti,sdg,AddaJa00,sacks,0.0,,,,,
player,201309220oti,sdg,AddaJa00,tackles_combined,4,,,,,
player,201309220oti,sdg,AddaJa00,tackles_solo,2,,,,,
player,201309220oti,sdg,AddaJa00,tackles_assists,2,,,,,
player,201309220oti,sdg,AddaJa00,tackles_loss,1,,,,,
player,201309220oti,sdg,AddaJa00,qb_hits,0,,,,,
player,201309220oti,sdg,AddaJa00,fumbles_rec,0,,,,,
player,201309220oti,sdg,AddaJa00,fumbles_rec_yds,0,,,,,
player,201309220oti,sdg,AddaJa00,fumbles_rec_td,0,,,,,
player,201309220oti,sdg,AddaJa00,fumbles_forced,0,,,,,
player,201309220oti,sdg,BirdBr00,def_int,0,,,,,
player,201309220oti,sdg,BirdBr00,def_int_yds,0,,,,,
player,201309220oti,sdg,BirdBr00,def_int_td,0,,,,,
player,201309220oti,sdg,BirdBr00,def_int_long,0,,,,,
player,201309220oti,sdg,BirdBr00,pass_defended,0,,,,,
player,201309220oti,sdg,BirdBr00,sacks,0.0,,,,,
player,201309220oti,sdg,BirdBr00,tackles_combined,3,,,,,
player,201309220oti,sdg,BirdBr00,tackles_solo,0,,,,,
player,201309220oti,sdg,BirdBr00,tackles_assists,3,,,,,
player,201309220oti,sdg,BirdBr00,tackles_loss,0,,,,,
player,201309220oti,sdg,BirdBr00,qb_hits,0,,,,,
player,201309220oti,sdg,BirdBr00,fumbles_rec,0,,,,,
player,201309220oti,sdg,BirdBr00,fumbles_rec_yds,0,,,,,
player,201309220oti,sdg,BirdBr00,fumbles_rec_td,0,,,,,
player,201309220oti,sdg,BirdBr00,fumbles_forced,0,,,,,
player,201309220oti,sdg,ButlCr99,def_int,0,,,,,
player,201309220oti,sdg,ButlCr99,def_int_yds,0,,,,,
player,201309220oti,sdg,ButlCr99,def_int_td,0,,,,,
player,201309220oti,sdg,ButlCr99,def_int_long,0,,,,,
player,201309220oti,sdg,ButlCr99,pass_defended,0,,,,,
player,201309220oti,sdg,ButlCr99,sacks,0.0,,,,,
player,201309220oti,sdg,ButlCr99,tackles_combined,2,,,,,
player,201309220oti,sdg,ButlCr99,tackles_solo,2,,,,,
player,201309220oti,sdg,ButlCr99,tackles_assists,0,,,,,
player,201309220oti,sdg,ButlCr99,tackles_loss,0,,,,,
player,201309220oti,sdg,ButlCr99,qb_hits,0,,,,,
player,201309220oti,sdg,ButlCr99,fumbles_rec,0,,,,,
player,201309220oti,sdg,ButlCr99,fumbles_rec_yds,0,,,,,
player,201309220oti,sdg,ButlCr99,fumbles_rec_td,0,,,,,
player,201309220oti,sdg,ButlCr99,fumbles_forced,0,,,,,
player,201309220oti,sdg,CoxxDe99,def_int,0,,,,,
player,201309220oti,sdg,CoxxDe99,def_int_yds,0,,,,,
player,201309220oti,sdg,CoxxDe99,def_int_td,0,,,,,
player,201309220oti,sdg,CoxxDe99,def_int_long,0,,,,,
player,201309220oti,sdg,CoxxDe99,pass_defended,2,,,,,
player,201309220oti,sdg,CoxxDe99,sacks,0.0,,,,,
player,201309220oti,sdg,CoxxDe99,tackles_combined,2,,,,,
player,201309220oti,sdg,CoxxDe99,tackles_solo,1,,,,,
player,201309220oti,sdg,CoxxDe99,tackles_assists,1,,,,,
player,201309220oti,sdg,CoxxDe99,tackles_loss,0,,,,,
player,201309220oti,sdg,CoxxDe99,qb_hits,0,,,,,
player,201309220oti,sdg,CoxxDe99,fumbles_rec,0,,,,,
player,201309220oti,sdg,CoxxDe99,fumbles_rec_yds,0,,,,,
player,201309220oti,sdg,CoxxDe99,fumbles_rec_td,0,,,,,
player,201309220oti,sdg,CoxxDe99,fumbles_forced,0,,,,,
player,201309220oti,sdg,LiugCo00,def_int,0,,,,,
player,201309220oti,sdg,LiugCo00,def_int_yds,0,,,,,
player,201309220oti,sdg,LiugCo00,def_int_td,0,,,,,
player,201309220oti,sdg,LiugCo00,def_int_long,0,,,,,
player,201309220oti,sdg,LiugCo00,pass_defended,0,,,,,
player,201309220oti,sdg,LiugCo00,sacks,0.0,,,,,
player,201309220oti,sdg,LiugCo00,tackles_combined,2,,,,,
player,201309220oti,sdg,LiugCo00,tackles_solo,2,,,,,
player,201309220oti,sdg,LiugCo00,tackles_assists,0,,,,,
player,201309220oti,sdg,LiugCo00,tackles_loss,0,,,,,
player,201309220oti,sdg,LiugCo00,qb_hits,0,,,,,
player,201309220oti,sdg,LiugCo00,fumbles_rec,0,,,,,
player,201309220oti,sdg,LiugCo00,fumbles_rec_yds,0,,,,,
player,201309220oti,sdg,LiugCo00,fumbles_rec_td,0,,,,,
player,201309220oti,sdg,LiugCo00,fumbles_forced,0,,,,,
player,201309220oti,sdg,ReyeKe00,def_int,0,,,,,
player,201309220oti,sdg,ReyeKe00,def_int_yds,0,,,,,
player,201309220oti,sdg,ReyeKe00,def_int_td,0,,,,,
player,201309220oti,sdg,ReyeKe00,def_int_long,0,,,,,
player,201309220oti,sdg,ReyeKe00,pass_defended,0,,,,,
player,201309220oti,sdg,ReyeKe00,sacks,0.0,,,,,
player,201309220oti,sdg,ReyeKe00,tackles_combined,2,,,,,
player,201309220oti,sdg,ReyeKe00,tackles_solo,1,,,,,
player,201309220oti,sdg,ReyeKe00,tackles_assists,1,,,,,
player,201309220oti,sdg,ReyeKe00,tackles_loss,0,,,,,
player,201309220oti,sdg,ReyeKe00,qb_hits,0,,,,,
player,201309220oti,sdg,ReyeKe00,fumbles_rec,0,,,,,
player,201309220oti,sdg,ReyeKe00,fumbles_rec_yds,0,,,,,
player,201309220oti,sdg,ReyeKe00,fumbles_rec_td,0,,,,,
player,201309220oti,sdg,ReyeKe00,fumbles_forced,0,,,,,
player,201309220oti,sdg,ThomCa99,def_int,0,,,,,
player,201309220oti,sdg,ThomCa99,def_int_yds,0,,,,,
player,201309220oti,sdg,ThomCa99,def_int_td,0,,,,,
player,201309220oti,sdg,ThomCa99,def_int_long,0,,,,,
player,201309220oti,sdg,ThomCa99,pass_defended,0,,,,,
player,201309220oti,sdg,ThomCa99,sacks,0.0,,,,,
player,201309220oti,sdg,ThomCa99,tackles_combined,2,,,,,
player,201309220oti,sdg,ThomCa99,tackles_solo,1,,,,,
player,201309220oti,sdg,ThomCa99,tackles_assists,1,,,,,
player,201309220oti,sdg,ThomCa99,tackles_loss,0,,,,,
player,201309220oti,sdg,ThomCa99,qb_hits,0,,,,,
player,201309220oti,sdg,ThomCa99,fumbles_rec,0,,,,,
player,201309220oti,sdg,ThomCa99,fumbles_rec_yds,0,,,,,
player,201309220oti,sdg,ThomCa99,fumbles_rec_td,0,,,,,
player,201309220oti,sdg,ThomCa99,fumbles_forced,0,,,,,
player,201309220oti,sdg,AjirSe00,def_int,0,,,,,
player,201309220oti,sdg,AjirSe00,def_int_yds,0,,,,,
player,201309220oti,sdg,AjirSe00,def_int_td,0,,,,,
player,201309220oti,sdg,AjirSe00,def_int_long,0,,,,,
player,201309220oti,sdg,AjirSe00,pass_defended,0,,,,,
player,201309220oti,sdg,AjirSe00,sacks,0.0,,,,,
player,201309220oti,sdg,AjirSe00,tackles_combined,1,,,,,
player,201309220oti,sdg,AjirSe00,tackles_solo,1,,,,,
player,201309220oti,sdg,AjirSe00,tackles_assists,0,,,,,
player,201309220oti,sdg,AjirSe00,tackles_loss,0,,,,,
player,201309220oti,sdg,AjirSe00,qb_hits,0,,,,,
player,201309220oti,sdg,AjirSe00,fumbles_rec,0,,,,,
player,201309220oti,sdg,AjirSe00,fumbles_rec_yds,0,,,,,
player,201309220oti,sdg,AjirSe00,fumbles_rec_td,0,,,,,
player,201309220oti,sdg,AjirSe00,fumbles_forced,0,,,,,
player,201309220oti,sdg,FreeDw00,def_int,0,,,,,
player,201309220oti,sdg,FreeDw00,def_int_yds,0,,,,,
player,201309220oti,sdg,FreeDw00,def_int_td,0,,,,,
player,201309220oti,sdg,FreeDw00,def_int_long,0,,,,,
player,201309220oti,sdg,FreeDw00,pass_defended,0,,,,,
player,201309220oti,sdg,FreeDw00,sacks,0.0,,,,,
player,201309220oti,sdg,FreeDw00,tackles_combined,1,,,,,
player,201309220oti,sdg,FreeDw00,tackles_solo,1,,,,,
player,201309220oti,sdg,FreeDw00,tackles_assists,0,,,,,
player,201309220oti,sdg,FreeDw00,tackles_loss,0,,,,,
player,201309220oti,sdg,FreeDw00,qb_hits,0,,,,,
player,201309220oti,sdg,FreeDw00,fumbles_rec,0,,,,,
player,201309220oti,sdg,FreeDw00,fumbles_rec_yds,0,,,,,
player,201309220oti,sdg,FreeDw00,fumbles_rec_td,0,,,,,
player,201309220oti,sdg,FreeDw00,fumbles_forced,0,,,,,
player,201309220oti,sdg,GeatKw00,def_int,0,,,,,
player,201309220oti,sdg,GeatKw00,def_int_yds,0,,,,,
player,201309220oti,sdg,GeatKw00,def_int_td,0,,,,,
player,201309220oti,sdg,GeatKw00,def_int_long,0,,,,,
player,201309220oti,sdg,GeatKw00,pass_defended,0,,,,,
player,201309220oti,sdg,GeatKw00,sacks,0.0,,,,,
player,201309220oti,sdg,GeatKw00,tackles_combined,1,,,,,
player,201309220oti,sdg,GeatKw00,tackles_solo,0,,,,,
player,201309220oti,sdg,GeatKw00,tackles_assists,1,,,,,
player,201309220oti,sdg,GeatKw00,tackles_loss,0,,,,,
player,201309220oti,sdg,GeatKw00,qb_hits,0,,,,,
player,201309220oti,sdg,GeatKw00,fumbles_rec,0,,,,,
player,201309220oti,sdg,GeatKw00,fumbles_rec_yds,0,,,,,
player,201309220oti,sdg,GeatKw00,fumbles_rec_td,0,,,,,
player,201309220oti,sdg,GeatKw00,fumbles_forced,0,,,,,
player,201309220oti,sdg,JohnJa23,def_int,0,,,,,
player,201309220oti,sdg,JohnJa23,def_int_yds,0,,,,,
player,201309220oti,sdg,JohnJa23,def_int_td,0,,,,,
player,201309220oti,sdg,JohnJa23,def_int_long,0,,,,,
player,201309220oti,sdg,JohnJa23,pass_defended,0,,,,,
player,201309220oti,sdg,JohnJa23,sacks,0.0,,,,,
player,201309220oti,sdg,JohnJa23,tackles_combined,1,,,,,
player,201309220oti,sdg,JohnJa23,tackles_solo,0,,,,,
player,201309220oti,sdg,JohnJa23,tackles_assists,1,,,,,
player,201309220oti,sdg,JohnJa23,tackles_loss,0,,,,,
player,201309220oti,sdg,JohnJa23,qb_hits,0,,,,,
player,201309220oti,sdg,JohnJa23,fumbles_rec,0,,,,,
player,201309220oti,sdg,JohnJa23,fumbles_rec_yds,0,,,,,
player,201309220oti,sdg,JohnJa23,fumbles_rec_td,0,,,,,
player,201309220oti,sdg,JohnJa23,fumbles_forced,0,,,,,
player,201309220oti,sdg,LissSe99,def_int,0,,,,,
player,201309220oti,sdg,LissSe99,def_int_yds,0,,,,,
player,201309220oti,sdg,LissSe99,def_int_td,0,,,,,
player,201309220oti,sdg,LissSe99,def_int_long,0,,,,,
player,201309220oti,sdg,LissSe99,pass_defended,0,,,,,
player,201309220oti,sdg,LissSe99,sacks,0.0,,,,,
player,201309220oti,sdg,LissSe99,tackles_combined,1,,,,,
player,201309220oti,sdg,LissSe99,tackles_solo,1,,,,,
player,201309220oti,sdg,LissSe99,tackles_assists,0,,,,,
player,201309220oti,sdg,LissSe99,tackles_loss,0,,,,,
player,201309220oti,sdg,LissSe99,qb_hits,0,,,,,
player,201309220oti,sdg,LissSe99,fumbles_rec,0,,,,,
player,201309220oti,sdg,LissSe99,fumbles_rec_yds,0,,,,,
player,201309220oti,sdg,LissSe99,fumbles_rec_td,0,,,,,
player,201309220oti,sdg,LissSe99,fumbles_forced,0,,,,,
player,201309220oti,sdg,PhilJo00,def_int,0,,,,,
player,201309220oti,sdg,PhilJo00,def_int_yds,0,,,,,
player,201309220oti,sdg,PhilJo00,def_int_td,0,,,,,
player,201309220oti,sdg,PhilJo00,def_int_long,0,,,,,
player,201309220oti,sdg,PhilJo00,pass_defended,0,,,,,
player,201309220oti,sdg,PhilJo00,sacks,0.0,,,,,
player,201309220oti,sdg,PhilJo00,tackles_combined,1,,,,,
player,201309220oti,sdg,PhilJo00,tackles_solo,1,,,,,
player,201309220oti,sdg,PhilJo00,tackles_assists,0,,,,,
player,201309220oti,sdg,PhilJo00,tackles_loss,0,,,,,
player,201309220oti,sdg,PhilJo00,qb_hits,0,,,,,
player,201309220oti,sdg,PhilJo00,fumbles_rec,0,,,,,
player,201309220oti,sdg,PhilJo00,fumbles_rec_yds,0,,,,,
player,201309220oti,sdg,PhilJo00,fumbles_rec_td,0,,,,,
player,201309220oti,sdg,PhilJo00,fumbles_forced,0,,,,,
player,201309220oti,sdg,StucDa20,def_int,0,,,,,
player,201309220oti,sdg,StucDa20,def_int_yds,0,,,,,
player,201309220oti,sdg,StucDa20,def_int_td,0,,,,,
player,201309220oti,sdg,StucDa20,def_int_long,0,,,,,
player,201309220oti,sdg,StucDa20,pass_defended,0,,,,,
player,201309220oti,sdg,StucDa20,sacks,0.0,,,,,
player,201309220oti,sdg,StucDa20,tackles_combined,1,,,,,
player,201309220oti,sdg,StucDa20,tackles_solo,1,,,,,
player,201309220oti,sdg,StucDa20,tackles_assists,0,,,,,
player,201309220oti,sdg,StucDa20,tackles_loss,0,,,,,
player,201309220oti,sdg,StucDa20,qb_hits,0,,,,,
player,201309220oti,sdg,StucDa20,fumbles_rec,0,,,,,
player,201309220oti,sdg,StucDa20,fumbles_rec_yds,0,,,,,
player,201309220oti,sdg,StucDa20,fumbles_rec_td,0,,,,,
player,201309220oti,sdg,StucDa20,fumbles_forced,0,,,,,
player,201309220oti,oti,JohnAn03,def_int,0,,,,,
player,201309220oti,oti,JohnAn03,def_int_yds,0,,,,,
player,201309220oti,oti,JohnAn03,def_int_td,0,,,,,
player,201309220oti,oti,JohnAn03,def_int_long,0,,,,,
player,201309220oti,oti,JohnAn03,pass_defended,0,,,,,
player,201309220oti,oti,JohnAn03,sacks,1.0,,,,,
player,201309220oti,oti,JohnAn03,tackles_combined,3,,,,,
player,201309220oti,oti,JohnAn03,tackles_solo,2,,,,,
player,201309220oti,oti,JohnAn03,tackles_assists,1,,,,,
player,201309220oti,oti,JohnAn03,tackles_loss,1,,,,,
player,201309220oti,oti,JohnAn03,qb_hits,1,,,,,
player,201309220oti,oti,JohnAn03,fumbles_rec,0,,,,,
player,201309220oti,oti,JohnAn03,fumbles_rec_yds,0,,,,,
player,201309220oti,oti,JohnAn03,fumbles_rec_td,0,,,,,
player,201309220oti,oti,JohnAn03,fumbles_forced,0,,,,,
player,201309220oti,oti,AyerAk00,def_int,0,,,,,
player,201309220oti,oti,AyerAk00,def_int_yds,0,,,,,
player,201309220oti,oti,AyerAk00,def_int_td,0,,,,,
player,201309220oti,oti,AyerAk00,def_int_long,0,,,,,
player,201309220oti,oti,AyerAk00,pass_defended,0,,,,,
player,201309220oti,oti,AyerAk00,sacks,1.0,,,,,
player,201309220oti,oti,AyerAk00,tackles_combined,1,,,,,
player,201309220oti,oti,AyerAk00,tackles_solo,1,,,,,
player,201309220oti,oti,AyerAk00,tackles_assists,0,,,,,
player,201309220oti,oti,AyerAk00,tackles_loss,1,,,,,
player,201309220oti,oti,AyerAk00,qb_hits,1,,,,,
player,201309220oti,oti,AyerAk00,fumbles_rec,0,,,,,
player,201309220oti,oti,AyerAk00,fumbles_rec_yds,0,,,,,
player,201309220oti,oti,AyerAk00,fumbles_rec_td,0,,,,,
player,201309220oti,oti,AyerAk00,fumbles_forced,0,,,,,
player,201309220oti,oti,GrifMi99,def_int,0,,,,,
player,201309220oti,oti,GrifMi99,def_int_yds,0,,,,,
player,201309220oti,oti,GrifMi99,def_int_td,0,,,,,
player,201309220oti,oti,GrifMi99,def_int_long,0,,,,,
player,201309220oti,oti,GrifMi99,pass_defended,0,,,,,
player,201309220oti,oti,GrifMi99,sacks,0.0,,,,,
player,201309220oti,oti,GrifMi99,tackles_combined,9,,,,,
player,201309220oti,oti,GrifMi99,tackles_solo,7,,,,,
player,201309220oti,oti,GrifMi99,tackles_assists,2,,,,,
player,201309220oti,oti,GrifMi99,tackles_loss,0,,,,,
player,201309220oti,oti,GrifMi99,qb_hits,0,,,,,
player,201309220oti,oti,GrifMi99,fumbles_rec,0,,,,,
player,201309220oti,oti,GrifMi99,fumbles_rec_yds,0,,,,,
player,201309220oti,oti,GrifMi99,fumbles_rec_td,0,,,,,
player,201309220oti,oti,GrifMi99,fumbles_forced,0,,,,,
player,201309220oti,oti,FokoMo99,def_int,0,,,,,
player,201309220oti,oti,FokoMo99,def_int_yds,0,,,,,
player,201309220oti,oti,FokoMo99,def_int_td,0,,,,,
player,201309220oti,oti,FokoMo99,def_int_long,0,,,,,
player,201309220oti,oti,FokoMo99,pass_defended,0,,,,,
player,201309220oti,oti,FokoMo99,sacks,0.0,,,,,
player,201309220oti,oti,FokoMo99,tackles_combined,8,,,,,
player,201309220oti,oti,FokoMo99,tackles_solo,7,,,,,
player,201309220oti,oti,FokoMo99,tackles_assists,1,,,,,
player,201309220oti,oti,FokoMo99,tackles_loss,0,,,,,
player,201309220oti,oti,FokoMo99,qb_hits,0,,,,,
player,201309220oti,oti,FokoMo99,fumbles_rec,0,,,,,
player,201309220oti,oti,FokoMo99,fumbles_rec_yds,0,,,,,
player,201309220oti,oti,FokoMo99,fumbles_rec_td,0,,,,,
player,201309220oti,oti,FokoMo99,fumbles_forced,0,,,,,
player,201309220oti,oti,PollBe20,def_int,0,,,,,
player,201309220oti,oti,PollBe20,def_int_yds,0,,,,,
player,201309220oti,oti,PollBe20,def_int_td,0,,,,,
player,201309220oti,oti,PollBe20,def_int_long,0,,,,,
player,201309220oti,oti,PollBe20,pass_defended,0,,,,,
player,201309220oti,oti,PollBe20,sacks,0.0,,,,,
player,201309220oti,oti,PollBe20,tackles_combined,6,,,,,
player,201309220oti,oti,PollBe20,tackles_solo,4,,,,,
player,201309220oti,oti,PollBe20,tackles_assists,2,,,,,
player,201309220oti,oti,PollBe20,tackles_loss,1,,,,,
player,201309220oti,oti,PollBe20,qb_hits,0,,,,,
player,201309220oti,oti,PollBe20,fumbles_rec,0,,,,,
player,201309220oti,oti,PollBe20,fumbles_rec_yds,0,,,,,
player,201309220oti,oti,PollBe20,fumbles_rec_td,0,,,,,
player,201309220oti,oti,PollBe20,fumbles_forced,0,,,,,
player,201309220oti,oti,VernAl99,def_int,0,,,,,
player,201309220oti,oti,VernAl99,def_int_yds,0,,,,,
player,201309220oti,oti,VernAl99,def_int_td,0,,,,,
player,201309220oti,oti,VernAl99,def_int_long,0,,,,,
player,201309220oti,oti,VernAl99,pass_defended,1,,,,,
player,201309220oti,oti,VernAl99,sacks,0.0,,,,,
player,201309220oti,oti,VernAl99,tackles_combined,4,,,,,
player,201309220oti,oti,VernAl99,tackles_solo,4,,,,,
player,201309220oti,oti,VernAl99,tackles_assists,0,,,,,
player,201309220oti,oti,VernAl99,tackles_loss,0,,,,,
player,201309220oti,oti,VernAl99,qb_hits,0,,,,,
player,201309220oti,oti,VernAl99,fumbles_rec,1,,,,,
player,201309220oti,oti,VernAl99,fumbles_rec_yds,0,,,,,
player,201309220oti,oti,VernAl99,fumbles_rec_td,0,,,,,
player,201309220oti,oti,VernAl99,fumbles_forced,0,,,,,
player,201309220oti,oti,CaseJu00,def_int,0,,,,,
player,201309220oti,oti,CaseJu00,def_int_yds,0,,,,,
player,201309220oti,oti,CaseJu00,def_int_td,0,,,,,
player,201309220oti,oti,CaseJu00,def_int_long,0,,,,,
player,201309220oti,oti,CaseJu00,pass_defended,1,,,,,
player,201309220oti,oti,CaseJu00,sacks,0.0,,,,,
player,201309220oti,oti,CaseJu00,tackles_combined,3,,,,,
player,201309220oti,oti,CaseJu00,tackles_solo,2,,,,,
player,201309220oti,oti,CaseJu00,tackles_assists,1,,,,,
player,201309220oti,oti,CaseJu00,tackles_loss,0,,,,,
player,201309220oti,oti,CaseJu00,qb_hits,0,,,,,
player,201309220oti,oti,CaseJu00,fumbles_rec,0,,,,,
player,201309220oti,oti,CaseJu00,fumbles_rec_yds,0,,,,,
player,201309220oti,oti,CaseJu00,fumbles_rec_td,0,,,,,
player,201309220oti,oti,CaseJu00,fumbles_forced,0,,,,,
player,201309220oti,oti,McCoJa99,def_int,0,,,,,
player,201309220oti,oti,McCoJa99,def_int_yds,0,,,,,
player,201309220oti,oti,McCoJa99,def_int_td,0,,,,,
player,201309220oti,oti,McCoJa99,def_int_long,0,,,,,
player,201309220oti,oti,McCoJa99,pass_defended,0,,,,,
player,201309220oti,oti,McCoJa99,sacks,0.0,,,,,
player,201309220oti,oti,McCoJa99,tackles_combined,3,,,,,
player,201309220oti,oti,McCoJa99,tackles_solo,3,,,,,
player,201309220oti,oti,McCoJa99,tackles_assists,0,,,,,
player,201309220oti,oti,McCoJa99,tackles_loss,0,,,,,
player,201309220oti,oti,McCoJa99,qb_hits,0,,,,,
player,201309220oti,oti,McCoJa99,fumbles_rec,0,,,,,
player,201309220oti,oti,McCoJa99,fumbles_rec_yds,0,,,,,
player,201309220oti,oti,McCoJa99,fumbles_rec_td,0,,,,,
player,201309220oti,oti,McCoJa99,fumbles_forced,0,,,,,
player,201309220oti,oti,PitoRo00,def_int,0,,,,,
