game,2013,5,20131006,201310060chi,nor,"New Orleans Saints",26,chi,"Chicago Bears",18
player,201310060chi,nor,LoftCu99,tackles_assists,1,,,,,
player,201310060chi,nor,LoftCu99,tackles_loss,0,,,,,
player,201310060chi,nor,LoftCu99,qb_hits,0,,,,,
player,201310060chi,nor,LoftCu99,fumbles_rec,0,,,,,
player,201310060chi,nor,LoftCu99,fumbles_rec_yds,0,,,,,
player,201310060chi,nor,LoftCu99,fumbles_rec_td,0,,,,,
player,201310060chi,nor,LoftCu99,fumbles_forced,0,,,,,
player,201310060chi,nor,GreeJa22,def_int,0,,,,,
player,201310060chi,nor,GreeJa22,def_int_yds,0,,,,,
player,201310060chi,nor,GreeJa22,def_int_td,0,,,,,
player,201310060chi,nor,GreeJa22,def_int_long,0,,,,,
player,201310060chi,nor,GreeJa22,pass_defended,0,,,,,
player,201310060chi,nor,GreeJa22,sacks,0.0,,,,,
player,201310060chi,nor,GreeJa22,tackles_combined,5,,,,,
player,201310060chi,nor,GreeJa22,tackles_solo,5,,,,,
player,201310060chi,nor,GreeJa22,tackles_assists,0,,,,,
player,201310060chi,nor,GreeJa22,tackles_loss,0,,,,,
player,201310060chi,nor,GreeJa22,qb_hits,0,,,,,
player,201310060chi,nor,GreeJa22,fumbles_rec,0,,,,,
player,201310060chi,nor,GreeJa22,fumbles_rec_yds,0,,,,,
player,201310060chi,nor,GreeJa22,fumbles_rec_td,0,,,,,
player,201310060chi,nor,GreeJa22,fumbles_forced,0,,,,,
player,201310060chi,nor,HumbRa00,def_int,0,,,,,
player,201310060chi,nor,HumbRa00,def_int_yds,0,,,,,
player,201310060chi,nor,HumbRa00,def_int_td,0,,,,,
player,201310060chi,nor,HumbRa00,def_int_long,0,,,,,
player,201310060chi,nor,HumbRa00,pass_defended,0,,,,,
player,201310060chi,nor,HumbRa00,sacks,0.0,,,,,
player,201310060chi,nor,HumbRa00,tackles_combined,4,,,,,
player,201310060chi,nor,HumbRa00,tackles_solo,4,,,,,
player,201310060chi,nor,HumbRa00,tackles_assists,0,,,,,
player,201310060chi,nor,HumbRa00,tackles_loss,0,,,,,
player,201310060chi,nor,HumbRa00,qb_hits,0,,,,,
player,201310060chi,nor,HumbRa00,fumbles_rec,0,,,,,
player,201310060chi,nor,HumbRa00,fumbles_rec_yds,0,,,,,
player,201310060chi,nor,HumbRa00,fumbles_rec_td,0,,,,,
player,201310060chi,nor,HumbRa00,fumbles_forced,0,,,,,
player,201310060chi,nor,BushRa00,def_int,0,,,,,
player,201310060chi,nor,BushRa00,def_int_yds,0,,,,,
player,201310060chi,nor,BushRa00,def_int_td,0,,,,,
player,201310060chi,nor,BushRa00,def_int_long,0,,,,,
player,201310060chi,nor,BushRa00,pass_defended,0,,,,,
player,201310060chi,nor,BushRa00,sacks,0.0,,,,,
player,201310060chi,nor,BushRa00,tackles_combined,3,,,,,
player,201310060chi,nor,BushRa00,tackles_solo,3,,,,,
player,201310060chi,nor,BushRa00,tackles_assists,0,,,,,
player,201310060chi,nor,BushRa00,tackles_loss,0,,,,,
player,201310060chi,nor,BushRa00,qb_hits,0,,,,,
player,201310060chi,nor,BushRa00,fumbles_rec,0,,,,,
player,201310060chi,nor,BushRa00,fumbles_rec_yds,0,,,,,
player,201310060chi,nor,BushRa00,fumbles_rec_td,0,,,,,
player,201310060chi,nor,BushRa00,fumbles_forced,0,,,,,
player,201310060chi,nor,JordCa00,def_int,0,,,,,
player,201310060chi,nor,JordCa00,def_int_yds,0,,,,,
player,201310060chi,nor,JordCa00,def_int_td,0,,,,,
player,201310060chi,nor,JordCa00,def_int_long,0,,,,,
player,201310060chi,nor,JordCa00,pass_defended,0,,,,,
player,201310060chi,nor,JordCa00,sacks,0.0,,,,,
player,201310060chi,nor,JordCa00,tackles_combined,3,,,,,
player,201310060chi,nor,JordCa00,tackles_solo,3,,,,,
player,201310060chi,nor,JordCa00,tackles_assists,0,,,,,
player,201310060chi,nor,JordCa00,tackles_loss,1,,,,,
player,201310060chi,nor,JordCa00,qb_hits,2,,,,,
player,201310060chi,nor,JordCa00,fumbles_rec,1,,,,,
player,201310060chi,nor,JordCa00,fumbles_rec_yds,11,,,,,
player,201310060chi,nor,JordCa00,fumbles_rec_td,0,,,,,
player,201310060chi,nor,JordCa00,fumbles_forced,0,,,,,
player,201310060chi,nor,CarrCh22,def_int,0,,,,,
player,201310060chi,nor,CarrCh22,def_int_yds,0,,,,,
player,201310060chi,nor,CarrCh22,def_int_td,0,,,,,
player,201310060chi,nor,CarrCh22,def_int_long,0,,,,,
player,201310060chi,nor,CarrCh22,pass_defended,0,,,,,
player,201310060chi,nor,CarrCh22,sacks,0.0,,,,,
player,201310060chi,nor,CarrCh22,tackles_combined,1,,,,,
player,201310060chi,nor,CarrCh22,tackles_solo,1,,,,,
player,201310060chi,nor,CarrCh22,tackles_assists,0,,,,,
player,201310060chi,nor,CarrCh22,tackles_loss,0,,,,,
player,201310060chi,nor,CarrCh22,qb_hits,0,,,,,
player,201310060chi,nor,CarrCh22,fumbles_rec,0,,,,,
player,201310060chi,nor,CarrCh22,fumbles_rec_yds,0,,,,,
player,201310060chi,nor,CarrCh22,fumbles_rec_td,0,,,,,
player,201310060chi,nor,CarrCh22,fumbles_forced,0,,,,,
player,201310060chi,nor,GaleJu00,def_int,0,,,,,
player,201310060chi,nor,GaleJu00,def_int_yds,0,,,,,
player,201310060chi,nor,GaleJu00,def_int_td,0,,,,,
player,201310060chi,nor,GaleJu00,def_int_long,0,,,,,
player,201310060chi,nor,GaleJu00,pass_defended,0,,,,,
player,201310060chi,nor,GaleJu00,sacks,0.0,,,,,
player,201310060chi,nor,GaleJu00,tackles_combined,1,,,,,
player,201310060chi,nor,GaleJu00,tackles_solo,1,,,,,
player,201310060chi,nor,GaleJu00,tackles_assists,0,,,,,
player,201310060chi,nor,GaleJu00,tackles_loss,0,,,,,
player,201310060chi,nor,GaleJu00,qb_hits,2,,,,,
player,201310060chi,nor,GaleJu00,fumbles_rec,0,,,,,
player,201310060chi,nor,GaleJu00,fumbles_rec_yds,0,,,,,
player,201310060chi,nor,GaleJu00,fumbles_rec_td,0,,,,,
player,201310060chi,nor,GaleJu00,fumbles_forced,0,,,,,
player,201310060chi,nor,HaraPa20,def_int,0,,,,,
player,201310060chi,nor,HaraPa20,def_int_yds,0,,,,,
player,201310060chi,nor,HaraPa20,def_int_td,0,,,,,
player,201310060chi,nor,HaraPa20,def_int_long,0,,,,,
player,201310060chi,nor,HaraPa20,pass_defended,0,,,,,
player,201310060chi,nor,HaraPa20,sacks,0.0,,,,,
player,201310060chi,nor,HaraPa20,tackles_combined,1,,,,,
player,201310060chi,nor,HaraPa20,tackles_solo,1,,,,,
player,201310060chi,nor,HaraPa20,tackles_assists,0,,,,,
player,201310060chi,nor,HaraPa20,tackles_loss,0,,,,,
player,201310060chi,nor,HaraPa20,qb_hits,0,,,,,
player,201310060chi,nor,HaraPa20,fumbles_rec,0,,,,,
player,201310060chi,nor,HaraPa20,fumbles_rec_yds,0,,,,,
player,201310060chi,nor,HaraPa20,fumbles_rec_td,0,,,,,
player,201310060chi,nor,HaraPa20,fumbles_forced,0,,,,,
player,201310060chi,nor,JenkJo00,def_int,0,,,,,
player,201310060chi,nor,JenkJo00,def_int_yds,0,,,,,
player,201310060chi,nor,JenkJo00,def_int_td,0,,,,,
player,201310060chi,nor,JenkJo00,def_int_long,0,,,,,
player,201310060chi,nor,JenkJo00,pass_defended,0,,,,,
player,201310060chi,nor,JenkJo00,sacks,0.0,,,,,
player,201310060chi,nor,JenkJo00,tackles_combined,1,,,,,
player,201310060chi,nor,JenkJo00,tackles_solo,0,,,,,
player,201310060chi,nor,JenkJo00,tackles_assists,1,,,,,
player,201310060chi,nor,JenkJo00,tackles_loss,0,,,,,
player,201310060chi,nor,JenkJo00,qb_hits,0,,,,,
player,201310060chi,nor,JenkJo00,fumbles_rec,0,,,,,
player,201310060chi,nor,JenkJo00,fumbles_rec_yds,0,,,,,
player,201310060chi,nor,JenkJo00,fumbles_rec_td,0,,,,,
player,201310060chi,nor,JenkJo00,fumbles_forced,0,,,,,
player,201310060chi,nor,LewiKe96,def_int,0,,,,,
player,201310060chi,nor,LewiKe96,def_int_yds,0,,,,,
player,201310060chi,nor,LewiKe96,def_int_td,0,,,,,
player,201310060chi,nor,LewiKe96,def_int_long,0,,,,,
player,201310060chi,nor,LewiKe96,pass_defended,1,,,,,
player,201310060chi,nor,LewiKe96,sacks,0.0,,,,,
player,201310060chi,nor,LewiKe96,tackles_combined,1,,,,,
player,201310060chi,nor,LewiKe96,tackles_solo,1,,,,,
player,201310060chi,nor,LewiKe96,tackles_assists,0,,,,,
player,201310060chi,nor,LewiKe96,tackles_loss,0,,,,,
player,201310060chi,nor,LewiKe96,qb_hits,0,,,,,
player,201310060chi,nor,LewiKe96,fumbles_rec,0,,,,,
player,201310060chi,nor,LewiKe96,fumbles_rec_yds,0,,,,,
player,201310060chi,nor,LewiKe96,fumbles_rec_td,0,,,,,
player,201310060chi,nor,LewiKe96,fumbles_forced,0,,,,,
player,201310060chi,nor,ReddKe00,def_int,0,,,,,
player,201310060chi,nor,ReddKe00,def_int_yds,0,,,,,
player,201310060chi,nor,ReddKe00,def_int_td,0,,,,,
player,201310060chi,nor,ReddKe00,def_int_long,0,,,,,
player,201310060chi,nor,ReddKe00,pass_defended,0,,,,,
player,201310060chi,nor,ReddKe00,sacks,0.0,,,,,
player,201310060chi,nor,ReddKe00,tackles_combined,1,,,,,
player,201310060chi,nor,ReddKe00,tackles_solo,1,,,,,
player,201310060chi,nor,ReddKe00,tackles_assists,0,,,,,
player,201310060chi,nor,ReddKe00,tackles_loss,0,,,,,
player,201310060chi,nor,ReddKe00,qb_hits,0,,,,,
player,201310060chi,nor,ReddKe00,fumbles_rec,0,,,,,
player,201310060chi,nor,ReddKe00,fumbles_rec_yds,0,,,,,
player,201310060chi,nor,ReddKe00,fumbles_rec_td,0,,,,,
player,201310060chi,nor,ReddKe00,fumbles_forced,0,,,,,
player,201310060chi,nor,WhitCo01,def_int,0,,,,,
player,201310060chi,nor,WhitCo01,def_int_yds,0,,,,,
player,201310060chi,nor,WhitCo01,def_int_td,0,,,,,
player,201310060chi,nor,WhitCo01,def_int_long,0,,,,,
player,201310060chi,nor,WhitCo01,pass_defended,1,,,,,
player,201310060chi,nor,WhitCo01,sacks,0.0,,,,,
player,201310060chi,nor,WhitCo01,tackles_combined,1,,,,,
player,201310060chi,nor,WhitCo01,tackles_solo,1,,,,,
player,201310060chi,nor,WhitCo01,tackles_assists,0,,,,,
player,201310060chi,nor,WhitCo01,tackles_loss,0,,,,,
player,201310060chi,nor,WhitCo01,qb_hits,0,,,,,
player,201310060chi,nor,WhitCo01,fumbles_rec,0,,,,,
player,201310060chi,nor,WhitCo01,fumbles_rec_yds,0,,,,,
player,201310060chi,nor,WhitCo01,fumbles_rec_td,0,,,,,
player,201310060chi,nor,WhitCo01,fumbles_forced,0,,,,,
player,201310060chi,nor,WilsMa01,def_int,0,,,,,
player,201310060chi,nor,WilsMa01,def_int_yds,0,,,,,
player,201310060chi,nor,WilsMa01,def_int_td,0,,,,,
player,201310060chi,nor,WilsMa01,def_int_long,0,,,,,
player,201310060chi,nor,WilsMa01,pass_defended,0,,,,,
player,201310060chi,nor,WilsMa01,sacks,0.0,,,,,
player,201310060chi,nor,WilsMa01,tackles_combined,1,,,,,
player,201310060chi,nor,WilsMa01,tackles_solo,1,,,,,
player,201310060chi,nor,WilsMa01,tackles_assists,0,,,,,
player,201310060chi,nor,WilsMa01,tackles_loss,0,,,,,
player,201310060chi,nor,WilsMa01,qb_hits,0,,,,,
player,201310060chi,nor,WilsMa01,fumbles_rec,0,,,,,
player,201310060chi,nor,WilsMa01,fumbles_rec_yds,0,,,,,
player,201310060chi,nor,WilsMa01,fumbles_rec_td,0,,,,,
player,201310060chi,nor,WilsMa01,fumbles_forced,0,,,,,
player,201310060chi,chi,CollNa20,def_int,0,,,,,
player,201310060chi,chi,CollNa20,def_int_yds,0,,,,,
player,201310060chi,chi,CollNa20,def_int_td,0,,,,,
player,201310060chi,chi,CollNa20,def_int_long,0,,,,,
player,201310060chi,chi,CollNa20,pass_defended,0,,,,,
player,201310060chi,chi,CollNa20,sacks,1.0,,,,,
player,201310060chi,chi,CollNa20,tackles_combined,4,,,,,
player,201310060chi,chi,CollNa20,tackles_solo,2,,,,,
player,201310060chi,chi,CollNa20,tackles_assists,2,,,,,
player,201310060chi,chi,CollNa20,tackles_loss,1,,,,,
player,201310060chi,chi,CollNa20,qb_hits,2,,,,,
player,201310060chi,chi,CollNa20,fumbles_rec,0,,,,,
player,201310060chi,chi,CollNa20,fumbles_rec_yds,0,,,,,
player,201310060chi,chi,CollNa20,fumbles_rec_td,0,,,,,
player,201310060chi,chi,CollNa20,fumbles_forced,0,,,,,
player,201310060chi,chi,BrigLa99,def_int,0,,,,,
player,201310060chi,chi,BrigLa99,def_int_yds,0,,,,,
player,201310060chi,chi,BrigLa99,def_int_td,0,,,,,
player,201310060chi,chi,BrigLa99,def_int_long,0,,,,,
player,201310060chi,chi,BrigLa99,pass_defended,0,,,,,
player,201310060chi,chi,BrigLa99,sacks,0.0,,,,,
player,201310060chi,chi,BrigLa99,tackles_combined,14,,,,,
player,201310060chi,chi,BrigLa99,tackles_solo,11,,,,,
player,201310060chi,chi,BrigLa99,tackles_assists,3,,,,,
player,201310060chi,chi,BrigLa99,tackles_loss,3,,,,,
player,201310060chi,chi,BrigLa99,qb_hits,0,,,,,
player,201310060chi,chi,BrigLa99,fumbles_rec,0,,,,,
player,201310060chi,chi,BrigLa99,fumbles_rec_yds,0,,,,,
player,201310060chi,chi,BrigLa99,fumbles_rec_td,0,,,,,
player,201310060chi,chi,BrigLa99,fumbles_forced,0,,,,,
player,201310060chi,chi,WillD.20,def_int,0,,,,,
player,201310060chi,chi,WillD.20,def_int_yds,0,,,,,
player,201310060chi,chi,WillD.20,def_int_td,0,,,,,
player,201310060chi,chi,WillD.20,def_int_long,0,,,,,
player,201310060chi,chi,WillD.20,pass_defended,0,,,,,
player,201310060chi,chi,WillD.20,sacks,0.0,,,,,
player,201310060chi,chi,WillD.20,tackles_combined,11,,,,,
player,201310060chi,chi,WillD.20,tackles_solo,8,,,,,
player,201310060chi,chi,WillD.20,tackles_assists,3,,,,,
player,201310060chi,chi,WillD.20,tackles_loss,1,,,,,
player,201310060chi,chi,WillD.20,qb_hits,0,,,,,
player,201310060chi,chi,WillD.20,fumbles_rec,0,,,,,
player,201310060chi,chi,WillD.20,fumbles_rec_yds,0,,,,,
player,201310060chi,chi,WillD.20,fumbles_rec_td,0,,,,,
player,201310060chi,chi,WillD.20,fumbles_forced,0,,,,,
player,201310060chi,chi,AndeJa21,def_int,0,,,,,
player,201310060chi,chi,AndeJa21,def_int_yds,0,,,,,
player,201310060chi,chi,AndeJa21,def_int_td,0,,,,,
player,201310060chi,chi,AndeJa21,def_int_long,0,,,,,
player,201310060chi,chi,AndeJa21,pass_defended,0,,,,,
player,201310060chi,chi,AndeJa21,sacks,0.0,,,,,
player,201310060chi,chi,AndeJa21,tackles_combined,8,,,,,
player,201310060chi,chi,AndeJa21,tackles_solo,8,,,,,
player,201310060chi,chi,AndeJa21,tackles_assists,0,,,,,
player,201310060chi,chi,AndeJa21,tackles_loss,1,,,,,
player,201310060chi,chi,AndeJa21,qb_hits,0,,,,,
player,201310060chi,chi,AndeJa21,fumbles_rec,0,,,,,
player,201310060chi,chi,AndeJa21,fumbles_rec_yds,0,,,,,
player,201310060chi,chi,AndeJa21,fumbles_rec_td,0,,,,,
player,201310060chi,chi,AndeJa21,fumbles_forced,0,,,,,
player,201310060chi,chi,TillCh20,def_int,0,,,,,
player,201310060chi,chi,TillCh20,def_int_yds,0,,,,,
player,201310060chi,chi,TillCh20,def_int_td,0,,,,,
player,201310060chi,chi,TillCh20,def_int_long,0,,,,,
player,201310060chi,chi,TillCh20,pass_defended,0,,,,,
player,201310060chi,chi,TillCh20,sacks,0.0,,,,,
player,201310060chi,chi,TillCh20,tackles_combined,8,,,,,
player,201310060chi,chi,TillCh20,tackles_solo,5,,,,,
player,201310060chi,chi,TillCh20,tackles_assists,3,,,,,
player,201310060chi,chi,TillCh20,tackles_loss,1,,,,,
player,201310060chi,chi,TillCh20,qb_hits,0,,,,,
player,201310060chi,chi,TillCh20,fumbles_rec,0,,,,,
player,201310060chi,chi,TillCh20,fumbles_rec_yds,0,,,,,
player,201310060chi,chi,TillCh20,fumbles_rec_td,0,,,,,
player,201310060chi,chi,TillCh20,fumbles_forced,1,,,,,
player,201310060chi,chi,ContCh00,def_int,0,,,,,
player,201310060chi,chi,ContCh00,def_int_yds,0,,,,,
player,201310060chi,chi,ContCh00,def_int_td,0,,,,,
player,201310060chi,chi,ContCh00,def_int_long,0,,,,,
player,201310060chi,chi,ContCh00,pass_defended,0,,,,,
player,201310060chi,chi,ContCh00,sacks,0.0,,,,,
player,201310060chi,chi,ContCh00,tackles_combined,7,,,,,
player,201310060chi,chi,ContCh00,tackles_solo,6,,,,,
player,201310060chi,chi,ContCh00,tackles_assists,1,,,,,
player,201310060chi,chi,ContCh00,tackles_loss,0,,,,,
player,201310060chi,chi,ContCh00,qb_hits,0,,,,,
player,201310060chi,chi,ContCh00,fumbles_rec,0,,,,,
player,201310060chi,chi,ContCh00,fumbles_rec_yds,0,,,,,
player,201310060chi,chi,ContCh00,fumbles_rec_td,0,,,,,
player,201310060chi,chi,ContCh00,fumbles_forced,0,,,,,
player,201310060chi,chi,McClSh00,def_int,0,,,,,
player,201310060chi,chi,McClSh00,def_int_yds,0,,,,,
player,201310060chi,chi,McClSh00,def_int_td,0,,,,,
player,201310060chi,chi,McClSh00,def_int_long,0,,,,,
player,201310060chi,chi,McClSh00,pass_defended,0,,,,,
player,201310060chi,chi,McClSh00,sacks,0.0,,,,,
player,201310060chi,chi,McClSh00,tackles_combined,6,,,,,
player,201310060chi,chi,McClSh00,tackles_solo,4,,,,,
player,201310060chi,chi,McClSh00,tackles_assists,2,,,,,
player,201310060chi,chi,McClSh00,tackles_loss,1,,,,,
player,201310060chi,chi,McClSh00,qb_hits,1,,,,,
player,201310060chi,chi,McClSh00,fumbles_rec,0,,,,,
player,201310060chi,chi,McClSh00,fumbles_rec_yds,0,,,,,
player,201310060chi,chi,McClSh00,fumbles_rec_td,0,,,,,
player,201310060chi,chi,McClSh00,fumbles_forced,0,,,,,
player,201310060chi,chi,WrigMa99,def_int,0,,,,,
player,201310060chi,chi,WrigMa99,def_int_yds,0,,,,,
player,201310060chi,chi,WrigMa99,def_int_td,0,,,,,
player,201310060chi,chi,WrigMa99,def_int_long,0,,,,,
player,201310060chi,chi,WrigMa99,pass_defended,0,,,,,
player,201310060chi,chi,WrigMa99,sacks,0.0,,,,,
player,201310060chi,chi,WrigMa99,tackles_combined,4,,,,,
player,201310060chi,chi,WrigMa99,tackles_solo,2,,,,,
player,201310060chi,chi,WrigMa99,tackles_assists,2,,,,,
player,201310060chi,chi,WrigMa99,tackles_loss,0,,,,,
player,201310060chi,chi,WrigMa99,qb_hits,0,,,,,
player,201310060chi,chi,WrigMa99,fumbles_rec,0,,,,,
player,201310060chi,chi,WrigMa99,fumbles_rec_yds,0,,,,,
player,201310060chi,chi,WrigMa99,fumbles_rec_td,0,,,,,
player,201310060chi,chi,WrigMa99,fumbles_forced,0,,,,,
player,201310060chi,chi,WootCo99,def_int,0,,,,,
player,201310060chi,chi,WootCo99,def_int_yds,0,,,,,
player,201310060chi,chi,WootCo99,def_int_td,0,,,,,
player,201310060chi,chi,WootCo99,def_int_long,0,,,,,
player,201310060chi,chi,WootCo99,pass_defended,0,,,,,
player,201310060chi,chi,WootCo99,sacks,0.0,,,,,
player,201310060chi,chi,WootCo99,tackles_combined,2,,,,,
player,201310060chi,chi,WootCo99,tackles_solo,2,,,,,
player,201310060chi,chi,WootCo99,tackles_assists,0,,,,,
player,201310060chi,chi,WootCo99,tackles_loss,0,,,,,
player,201310060chi,chi,WootCo99,qb_hits,0,,,,,
player,201310060chi,chi,WootCo99,fumbles_rec,0,,,,,
player,201310060chi,chi,WootCo99,fumbles_rec_yds,0,,,,,
player,201310060chi,chi,WootCo99,fumbles_rec_td,0,,,,,
player,201310060chi,chi,WootCo99,fumbles_forced,0,,,,,
player,201310060chi,chi,BassDa00,def_int,0,,,,,
player,201310060chi,chi,BassDa00,def_int_yds,0,,,,,
player,201310060chi,chi,BassDa00,def_int_td,0,,,,,
player,201310060chi,chi,BassDa00,def_int_long,0,,,,,
player,201310060chi,chi,BassDa00,pass_defended,0,,,,,
player,201310060chi,chi,BassDa00,sacks,0.0,,,,,
player,201310060chi,chi,BassDa00,tackles_combined,1,,,,,
player,201310060chi,chi,BassDa00,tackles_solo,1,,,,,
player,201310060chi,chi,BassDa00,tackles_assists,0,,,,,
player,201310060chi,chi,BassDa00,tackles_loss,0,,,,,
player,201310060chi,chi,BassDa00,qb_hits,1,,,,,
player,201310060chi,chi,BassDa00,fumbles_rec,0,,,,,
player,201310060chi,chi,BassDa00,fumbles_rec_yds,0,,,,,
player,201310060chi,chi,BassDa00,fumbles_rec_td,0,,,,,
player,201310060chi,chi,BassDa00,fumbles_forced,0,,,,,
player,201310060chi,chi,BowmZa20,def_int,0,,,,,
player,201310060chi,chi,BowmZa20,def_int_yds,0,,,,,
player,201310060chi,chi,BowmZa20,def_int_td,0,,,,,
player,201310060chi,chi,BowmZa20,def_int_long,0,,,,,
player,201310060chi,chi,BowmZa20,pass_defended,0,,,,,
player,201310060chi,chi,BowmZa20,sacks,0.0,,,,,
player,201310060chi,chi,BowmZa20,tackles_combined,1,,,,,
player,201310060chi,chi,BowmZa20,tackles_solo,1,,,,,
player,201310060chi,chi,BowmZa20,tackles_assists,0,,,,,
player,201310060chi,chi,BowmZa20,tackles_loss,0,,,,,
player,201310060chi,chi,BowmZa20,qb_hits,0,,,,,
player,201310060chi,chi,BowmZa20,fumbles_rec,0,,,,,
player,201310060chi,chi,BowmZa20,fumbles_rec_yds,0,,,,,
player,201310060chi,chi,BowmZa20,fumbles_rec_td,0,,,,,
player,201310060chi,chi,BowmZa20,fumbles_forced,0,,,,,
player,201310060chi,chi,CostBl20,def_int,0,,,,,
player,201310060chi,chi,CostBl20,def_int_yds,0,,,,,
player,201310060chi,chi,CostBl20,def_int_td,0,,,,,
player,201310060chi,chi,CostBl20,def_int_long,0,,,,,
player,201310060chi,chi,CostBl20,pass_defended,0,,,,,
player,201310060chi,chi,CostBl20,sacks,0.0,,,,,
player,201310060chi,chi,CostBl20,tackles_combined,1,,,,,
player,201310060chi,chi,CostBl20,tackles_solo,1,,,,,
player,201310060chi,chi,CostBl20,tackles_assists,0,,,,,
player,201310060chi,chi,CostBl20,tackles_loss,0,,,,,
player,201310060chi,chi,CostBl20,qb_hits,0,,,,,
player,201310060chi,chi,CostBl20,fumbles_rec,0,,,,,
player,201310060chi,chi,CostBl20,fumbles_rec_yds,0,,,,,
player,201310060chi,chi,CostBl20,fumbles_rec_td,0,,,,,
player,201310060chi,chi,CostBl20,fumbles_forced,0,,,,,
player,201310060chi,chi,FordMi00,def_int,0,,,,,
player,201310060chi,chi,FordMi00,def_int_yds,0,,,,,
player,201310060chi,chi,FordMi00,def_int_td,0,,,,,
player,201310060chi,chi,FordMi00,def_int_long,0,,,,,
player,201310060chi,chi,FordMi00,pass_defended,0,,,,,
player,201310060chi,chi,FordMi00,sacks,0.0,,,,,
player,201310060chi,chi,FordMi00,tackles_combined,1,,,,,
player,201310060chi,chi,FordMi00,tackles_solo,1,,,,,
player,201310060chi,chi,FordMi00,tackles_assists,0,,,,,
player,201310060chi,chi,FordMi00,tackles_loss,0,,,,,
player,201310060chi,chi,FordMi00,qb_hits,0,,,,,
player,201310060chi,chi,FordMi00,fumbles_rec,0,,,,,
player,201310060chi,chi,FordMi00,fumbles_rec_yds,0,,,,,
player,201310060chi,chi,FordMi00,fumbles_rec_td,0,,,,,
player,201310060chi,chi,FordMi00,fumbles_forced,0,,,,,
player,201310060chi,chi,JennTi20,def_int,0,,,,,
player,201310060chi,chi,JennTi20,def_int_yds,0,,,,,
player,201310060chi,chi,JennTi20,def_int_td,0,,,,,
player,201310060chi,chi,JennTi20,def_int_long,0,,,,,
player,201310060chi,chi,JennTi20,pass_defended,1,,,,,
player,201310060chi,chi,JennTi20,sacks,0.0,,,,,
player,201310060chi,chi,JennTi20,tackles_combined,1,,,,,
player,201310060chi,chi,JennTi20,tackles_solo,1,,,,,
player,201310060chi,chi,JennTi20,tackles_assists,0,,,,,
player,201310060chi,chi,JennTi20,tackles_loss,0,,,,,
player,201310060chi,chi,JennTi20,qb_hits,0,,,,,
player,201310060chi,chi,JennTi20,fumbles_rec,0,,,,,
player,201310060chi,chi,JennTi20,fumbles_rec_yds,0,,,,,
player,201310060chi,chi,JennTi20,fumbles_rec_td,0,,,,,
player,201310060chi,chi,JennTi20,fumbles_forced,0,,,,,
player,201310060chi,chi,StelCr99,def_int,0,,,,,
player,201310060chi,chi,StelCr99,def_int_yds,0,,,,,
player,201310060chi,chi,StelCr99,def_int_td,0,,,,,
player,201310060chi,chi,StelCr99,def_int_long,0,,,,,
player,201310060chi,chi,StelCr99,pass_defended,0,,,,,
player,201310060chi,chi,StelCr99,sacks,0.0,,,,,
player,201310060chi,chi,StelCr99,tackles_combined,1,,,,,
player,201310060chi,chi,StelCr99,tackles_solo,1,,,,,
player,201310060chi,chi,StelCr99,tackles_assists,0,,,,,
player,201310060chi,chi,StelCr99,tackles_loss,0,,,,,
player,201310060chi,chi,StelCr99,qb_hits,0,,,,,
player,201310060chi,chi,StelCr99,fumbles_rec,0,,,,,
player,201310060chi,chi,StelCr99,fumbles_rec_yds,0,,,,,
player,201310060chi,chi,StelCr99,fumbles_rec_td,0,,,,,
player,201310060chi,chi,StelCr99,fumbles_forced,0,,,,,
player,201310060chi,chi,CutlJa00,def_int,0,,,,,
player,201310060chi,chi,CutlJa00,def_int_yds,0,,,,,
player,201310060chi,chi,CutlJa00,def_int_td,0,,,,,
player,201310060chi,chi,CutlJa00,def_int_long,0,,,,,
player,201310060chi,chi,CutlJa00,pass_defended,0,,,,,
player,201310060chi,chi,CutlJa00,sacks,0.0,,,,,
player,201310060chi,chi,CutlJa00,tackles_combined,0,,,,,
player,201310060chi,chi,CutlJa00,tackles_solo,0,,,,,
player,201310060chi,chi,CutlJa00,tackles_assists,0,,,,,
player,201310060chi,chi,CutlJa00,tackles_loss,,,,,,
player,201310060chi,chi,CutlJa00,qb_hits,,,,,,
player,201310060chi,chi,CutlJa00,fumbles_rec,1,,,,,
player,201310060chi,chi,CutlJa00,fumbles_rec_yds,-10,,,,,
player,201310060chi,chi,CutlJa00,fumbles_rec_td,0,,,,,
player,201310060chi,chi,CutlJa00,fumbles_forced,0,,,,,
player,201310060chi,chi,GreeKh00,def_int,,,,,,
player,201310060chi,chi,GreeKh00,def_int_yds,,,,,,
player,201310060chi,chi,GreeKh00,def_int_td,,,,,,
player,201310060chi,chi,GreeKh00,def_int_long,,,,,,
player,201310060chi,chi,GreeKh00,pass_defended,,,,,,
player,201310060chi,chi,GreeKh00,sacks,0.0,,,,,
player,201310060chi,chi,GreeKh00,tackles_combined,,,,,,
player,201310060chi,chi,GreeKh00,tackles_solo,,,,,,
player,201310060chi,chi,GreeKh00,tackles_assists,,,,,,
player,201310060chi,chi,GreeKh00,tackles_loss,1,,,,,
player,201310060chi,chi,GreeKh00,qb_hits,1,,,,,
player,201310060chi,chi,GreeKh00,fumbles_rec,,,,,,
player,201310060chi,chi,GreeKh00,fumbles_rec_yds,,,,,,
player,201310060chi,chi,GreeKh00,fumbles_rec_td,,,,,,
