game,2015,1,20150913,201509130was,mia,"Miami Dolphins",17,was,"Washington Redskins",10
player,201509130was,mia,PhilJo01,fumbles_rec,0,,,,,
player,201509130was,mia,PhilJo01,fumbles_rec_yds,0,,,,,
player,201509130was,mia,PhilJo01,fumbles_rec_td,0,,,,,
player,201509130was,mia,PhilJo01,fumbles_forced,0,,,,,
player,201509130was,mia,JoneRe99,def_int,0,,,,,
player,201509130was,mia,JoneRe99,def_int_yds,0,,,,,
player,201509130was,mia,JoneRe99,def_int_td,0,,,,,
player,201509130was,mia,JoneRe99,def_int_long,0,,,,,
player,201509130was,mia,JoneRe99,pass_defended,1,,,,,
player,201509130was,mia,JoneRe99,sacks,0.0,,,,,
player,201509130was,mia,JoneRe99,tackles_combined,12,,,,,
player,201509130was,mia,JoneRe99,tackles_solo,7,,,,,
player,201509130was,mia,JoneRe99,tackles_assists,5,,,,,
player,201509130was,mia,JoneRe99,tackles_loss,1,,,,,
player,201509130was,mia,JoneRe99,qb_hits,0,,,,,
player,201509130was,mia,JoneRe99,fumbles_rec,0,,,,,
player,201509130was,mia,JoneRe99,fumbles_rec_yds,0,,,,,
player,201509130was,mia,JoneRe99,fumbles_rec_td,0,,,,,
player,201509130was,mia,JoneRe99,fumbles_forced,0,,,,,
player,201509130was,mia,JenkJe00,def_int,0,,,,,
player,201509130was,mia,JenkJe00,def_int_yds,0,,,,,
player,201509130was,mia,JenkJe00,def_int_td,0,,,,,
player,201509130was,mia,JenkJe00,def_int_long,0,,,,,
player,201509130was,mia,JenkJe00,pass_defended,0,,,,,
player,201509130was,mia,JenkJe00,sacks,0.0,,,,,
player,201509130was,mia,JenkJe00,tackles_combined,11,,,,,
player,201509130was,mia,JenkJe00,tackles_solo,7,,,,,
player,201509130was,mia,JenkJe00,tackles_assists,4,,,,,
player,201509130was,mia,JenkJe00,tackles_loss,0,,,,,
player,201509130was,mia,JenkJe00,qb_hits,0,,,,,
player,201509130was,mia,JenkJe00,fumbles_rec,0,,,,,
player,201509130was,mia,JenkJe00,fumbles_rec_yds,0,,,,,
player,201509130was,mia,JenkJe00,fumbles_rec_td,0,,,,,
player,201509130was,mia,JenkJe00,fumbles_forced,0,,,,,
player,201509130was,mia,MisiKo99,def_int,0,,,,,
player,201509130was,mia,MisiKo99,def_int_yds,0,,,,,
player,201509130was,mia,MisiKo99,def_int_td,0,,,,,
player,201509130was,mia,MisiKo99,def_int_long,0,,,,,
player,201509130was,mia,MisiKo99,pass_defended,0,,,,,
player,201509130was,mia,MisiKo99,sacks,0.0,,,,,
player,201509130was,mia,MisiKo99,tackles_combined,11,,,,,
player,201509130was,mia,MisiKo99,tackles_solo,9,,,,,
player,201509130was,mia,MisiKo99,tackles_assists,2,,,,,
player,201509130was,mia,MisiKo99,tackles_loss,1,,,,,
player,201509130was,mia,MisiKo99,qb_hits,0,,,,,
player,201509130was,mia,MisiKo99,fumbles_rec,0,,,,,
player,201509130was,mia,MisiKo99,fumbles_rec_yds,0,,,,,
player,201509130was,mia,MisiKo99,fumbles_rec_td,0,,,,,
player,201509130was,mia,MisiKo99,fumbles_forced,0,,,,,
player,201509130was,mia,TaylJa01,def_int,0,,,,,
player,201509130was,mia,TaylJa01,def_int_yds,0,,,,,
player,201509130was,mia,TaylJa01,def_int_td,0,,,,,
player,201509130was,mia,TaylJa01,def_int_long,0,,,,,
player,201509130was,mia,TaylJa01,pass_defended,1,,,,,
player,201509130was,mia,TaylJa01,sacks,0.0,,,,,
player,201509130was,mia,TaylJa01,tackles_combined,9,,,,,
player,201509130was,mia,TaylJa01,tackles_solo,6,,,,,
player,201509130was,mia,TaylJa01,tackles_assists,3,,,,,
player,201509130was,mia,TaylJa01,tackles_loss,0,,,,,
player,201509130was,mia,TaylJa01,qb_hits,0,,,,,
player,201509130was,mia,TaylJa01,fumbles_rec,0,,,,,
player,201509130was,mia,TaylJa01,fumbles_rec_yds,0,,,,,
player,201509130was,mia,TaylJa01,fumbles_rec_td,0,,,,,
player,201509130was,mia,TaylJa01,fumbles_forced,0,,,,,
player,201509130was,mia,FedeTe00,def_int,0,,,,,
player,201509130was,mia,FedeTe00,def_int_yds,0,,,,,
player,201509130was,mia,FedeTe00,def_int_td,0,,,,,
player,201509130was,mia,FedeTe00,def_int_long,0,,,,,
player,201509130was,mia,FedeTe00,pass_defended,0,,,,,
player,201509130was,mia,FedeTe00,sacks,0.0,,,,,
player,201509130was,mia,FedeTe00,tackles_combined,6,,,,,
player,201509130was,mia,FedeTe00,tackles_solo,4,,,,,
player,201509130was,mia,FedeTe00,tackles_assists,2,,,,,
player,201509130was,mia,FedeTe00,tackles_loss,0,,,,,
player,201509130was,mia,FedeTe00,qb_hits,0,,,,,
player,201509130was,mia,FedeTe00,fumbles_rec,0,,,,,
player,201509130was,mia,FedeTe00,fumbles_rec_yds,0,,,,,
player,201509130was,mia,FedeTe00,fumbles_rec_td,0,,,,,
player,201509130was,mia,FedeTe00,fumbles_forced,0,,,,,
player,201509130was,mia,ShepKe00,def_int,0,,,,,
player,201509130was,mia,ShepKe00,def_int_yds,0,,,,,
player,201509130was,mia,ShepKe00,def_int_td,0,,,,,
player,201509130was,mia,ShepKe00,def_int_long,0,,,,,
player,201509130was,mia,ShepKe00,pass_defended,0,,,,,
player,201509130was,mia,ShepKe00,sacks,0.0,,,,,
player,201509130was,mia,ShepKe00,tackles_combined,5,,,,,
player,201509130was,mia,ShepKe00,tackles_solo,3,,,,,
player,201509130was,mia,ShepKe00,tackles_assists,2,,,,,
player,201509130was,mia,ShepKe00,tackles_loss,0,,,,,
player,201509130was,mia,ShepKe00,qb_hits,0,,,,,
player,201509130was,mia,ShepKe00,fumbles_rec,0,,,,,
player,201509130was,mia,ShepKe00,fumbles_rec_yds,0,,,,,
player,201509130was,mia,ShepKe00,fumbles_rec_td,0,,,,,
player,201509130was,mia,ShepKe00,fumbles_forced,0,,,,,
player,201509130was,mia,MitcEa99,def_int,0,,,,,
player,201509130was,mia,MitcEa99,def_int_yds,0,,,,,
player,201509130was,mia,MitcEa99,def_int_td,0,,,,,
player,201509130was,mia,MitcEa99,def_int_long,0,,,,,
player,201509130was,mia,MitcEa99,pass_defended,0,,,,,
player,201509130was,mia,MitcEa99,sacks,0.0,,,,,
player,201509130was,mia,MitcEa99,tackles_combined,4,,,,,
player,201509130was,mia,MitcEa99,tackles_solo,3,,,,,
player,201509130was,mia,MitcEa99,tackles_assists,1,,,,,
player,201509130was,mia,MitcEa99,tackles_loss,1,,,,,
player,201509130was,mia,MitcEa99,qb_hits,0,,,,,
player,201509130was,mia,MitcEa99,fumbles_rec,0,,,,,
player,201509130was,mia,MitcEa99,fumbles_rec_yds,0,,,,,
player,201509130was,mia,MitcEa99,fumbles_rec_td,0,,,,,
player,201509130was,mia,MitcEa99,fumbles_forced,0,,,,,
player,201509130was,mia,AikeWa00,def_int,0,,,,,
player,201509130was,mia,AikeWa00,def_int_yds,0,,,,,
player,201509130was,mia,AikeWa00,def_int_td,0,,,,,
player,201509130was,mia,AikeWa00,def_int_long,0,,,,,
player,201509130was,mia,AikeWa00,pass_defended,0,,,,,
player,201509130was,mia,AikeWa00,sacks,0.0,,,,,
player,201509130was,mia,AikeWa00,tackles_combined,3,,,,,
player,201509130was,mia,AikeWa00,tackles_solo,3,,,,,
player,201509130was,mia,AikeWa00,tackles_assists,0,,,,,
player,201509130was,mia,AikeWa00,tackles_loss,0,,,,,
player,201509130was,mia,AikeWa00,qb_hits,0,,,,,
player,201509130was,mia,AikeWa00,fumbles_rec,0,,,,,
player,201509130was,mia,AikeWa00,fumbles_rec_yds,0,,,,,
player,201509130was,mia,AikeWa00,fumbles_rec_td,0,,,,,
player,201509130was,mia,AikeWa00,fumbles_forced,0,,,,,
player,201509130was,mia,SuhxNd99,def_int,0,,,,,
player,201509130was,mia,SuhxNd99,def_int_yds,0,,,,,
player,201509130was,mia,SuhxNd99,def_int_td,0,,,,,
player,201509130was,mia,SuhxNd99,def_int_long,0,,,,,
player,201509130was,mia,SuhxNd99,pass_defended,0,,,,,
player,201509130was,mia,SuhxNd99,sacks,0.0,,,,,
player,201509130was,mia,SuhxNd99,tackles_combined,2,,,,,
player,201509130was,mia,SuhxNd99,tackles_solo,1,,,,,
player,201509130was,mia,SuhxNd99,tackles_assists,1,,,,,
player,201509130was,mia,SuhxNd99,tackles_loss,0,,,,,
player,201509130was,mia,SuhxNd99,qb_hits,0,,,,,
player,201509130was,mia,SuhxNd99,fumbles_rec,0,,,,,
player,201509130was,mia,SuhxNd99,fumbles_rec_yds,0,,,,,
player,201509130was,mia,SuhxNd99,fumbles_rec_td,0,,,,,
player,201509130was,mia,SuhxNd99,fumbles_forced,0,,,,,
player,201509130was,mia,ThomMi02,def_int,0,,,,,
player,201509130was,mia,ThomMi02,def_int_yds,0,,,,,
player,201509130was,mia,ThomMi02,def_int_td,0,,,,,
player,201509130was,mia,ThomMi02,def_int_long,0,,,,,
player,201509130was,mia,ThomMi02,pass_defended,0,,,,,
player,201509130was,mia,ThomMi02,sacks,0.0,,,,,
player,201509130was,mia,ThomMi02,tackles_combined,2,,,,,
player,201509130was,mia,ThomMi02,tackles_solo,1,,,,,
player,201509130was,mia,ThomMi02,tackles_assists,1,,,,,
player,201509130was,mia,ThomMi02,tackles_loss,0,,,,,
player,201509130was,mia,ThomMi02,qb_hits,0,,,,,
player,201509130was,mia,ThomMi02,fumbles_rec,0,,,,,
player,201509130was,mia,ThomMi02,fumbles_rec_yds,0,,,,,
player,201509130was,mia,ThomMi02,fumbles_rec_td,0,,,,,
player,201509130was,mia,ThomMi02,fumbles_forced,0,,,,,
player,201509130was,mia,BowmZa20,def_int,0,,,,,
player,201509130was,mia,BowmZa20,def_int_yds,0,,,,,
player,201509130was,mia,BowmZa20,def_int_td,0,,,,,
player,201509130was,mia,BowmZa20,def_int_long,0,,,,,
player,201509130was,mia,BowmZa20,pass_defended,0,,,,,
player,201509130was,mia,BowmZa20,sacks,0.0,,,,,
player,201509130was,mia,BowmZa20,tackles_combined,1,,,,,
player,201509130was,mia,BowmZa20,tackles_solo,0,,,,,
player,201509130was,mia,BowmZa20,tackles_assists,1,,,,,
player,201509130was,mia,BowmZa20,tackles_loss,0,,,,,
player,201509130was,mia,BowmZa20,qb_hits,0,,,,,
player,201509130was,mia,BowmZa20,fumbles_rec,0,,,,,
player,201509130was,mia,BowmZa20,fumbles_rec_yds,0,,,,,
player,201509130was,mia,BowmZa20,fumbles_rec_td,0,,,,,
player,201509130was,mia,BowmZa20,fumbles_forced,0,,,,,
player,201509130was,mia,MoslC.20,def_int,0,,,,,
player,201509130was,mia,MoslC.20,def_int_yds,0,,,,,
player,201509130was,mia,MoslC.20,def_int_td,0,,,,,
player,201509130was,mia,MoslC.20,def_int_long,0,,,,,
player,201509130was,mia,MoslC.20,pass_defended,0,,,,,
player,201509130was,mia,MoslC.20,sacks,0.0,,,,,
player,201509130was,mia,MoslC.20,tackles_combined,1,,,,,
player,201509130was,mia,MoslC.20,tackles_solo,1,,,,,
player,201509130was,mia,MoslC.20,tackles_assists,0,,,,,
player,201509130was,mia,MoslC.20,tackles_loss,0,,,,,
player,201509130was,mia,MoslC.20,qb_hits,0,,,,,
player,201509130was,mia,MoslC.20,fumbles_rec,0,,,,,
player,201509130was,mia,MoslC.20,fumbles_rec_yds,0,,,,,
player,201509130was,mia,MoslC.20,fumbles_rec_td,0,,,,,
player,201509130was,mia,MoslC.20,fumbles_forced,0,,,,,
player,201509130was,mia,PaysSp00,def_int,0,,,,,
player,201509130was,mia,PaysSp00,def_int_yds,0,,,,,
player,201509130was,mia,PaysSp00,def_int_td,0,,,,,
player,201509130was,mia,PaysSp00,def_int_long,0,,,,,
player,201509130was,mia,PaysSp00,pass_defended,0,,,,,
player,201509130was,mia,PaysSp00,sacks,0.0,,,,,
player,201509130was,mia,PaysSp00,tackles_combined,1,,,,,
player,201509130was,mia,PaysSp00,tackles_solo,1,,,,,
player,201509130was,mia,PaysSp00,tackles_assists,0,,,,,
player,201509130was,mia,PaysSp00,tackles_loss,0,,,,,
player,201509130was,mia,PaysSp00,qb_hits,0,,,,,
player,201509130was,mia,PaysSp00,fumbles_rec,0,,,,,
player,201509130was,mia,PaysSp00,fumbles_rec_yds,0,,,,,
player,201509130was,mia,PaysSp00,fumbles_rec_td,0,,,,,
player,201509130was,mia,PaysSp00,fumbles_forced,0,,,,,
player,201509130was,mia,ShelDe00,def_int,0,,,,,
player,201509130was,mia,ShelDe00,def_int_yds,0,,,,,
player,201509130was,mia,ShelDe00,def_int_td,0,,,,,
player,201509130was,mia,ShelDe00,def_int_long,0,,,,,
player,201509130was,mia,ShelDe00,pass_defended,0,,,,,
player,201509130was,mia,ShelDe00,sacks,0.0,,,,,
player,201509130was,mia,ShelDe00,tackles_combined,1,,,,,
player,201509130was,mia,ShelDe00,tackles_solo,0,,,,,
player,201509130was,mia,ShelDe00,tackles_assists,1,,,,,
player,201509130was,mia,ShelDe00,tackles_loss,0,,,,,
player,201509130was,mia,ShelDe00,qb_hits,0,,,,,
player,201509130was,mia,ShelDe00,fumbles_rec,0,,,,,
player,201509130was,mia,ShelDe00,fumbles_rec_yds,0,,,,,
player,201509130was,mia,ShelDe00,fumbles_rec_td,0,,,,,
player,201509130was,mia,ShelDe00,fumbles_forced,0,,,,,
player,201509130was,mia,VigiZa00,def_int,0,,,,,
player,201509130was,mia,VigiZa00,def_int_yds,0,,,,,
player,201509130was,mia,VigiZa00,def_int_td,0,,,,,
player,201509130was,mia,VigiZa00,def_int_long,0,,,,,
player,201509130was,mia,VigiZa00,pass_defended,0,,,,,
player,201509130was,mia,VigiZa00,sacks,0.0,,,,,
player,201509130was,mia,VigiZa00,tackles_combined,1,,,,,
player,201509130was,mia,VigiZa00,tackles_solo,1,,,,,
player,201509130was,mia,VigiZa00,tackles_assists,0,,,,,
player,201509130was,mia,VigiZa00,tackles_loss,0,,,,,
player,201509130was,mia,VigiZa00,qb_hits,0,,,,,
player,201509130was,mia,VigiZa00,fumbles_rec,0,,,,,
player,201509130was,mia,VigiZa00,fumbles_rec_yds,0,,,,,
player,201509130was,mia,VigiZa00,fumbles_rec_td,0,,,,,
player,201509130was,mia,VigiZa00,fumbles_forced,0,,,,,
player,201509130was,mia,JameLa00,def_int,0,,,,,
player,201509130was,mia,JameLa00,def_int_yds,0,,,,,
player,201509130was,mia,JameLa00,def_int_td,0,,,,,
player,201509130was,mia,JameLa00,def_int_long,0,,,,,
player,201509130was,mia,JameLa00,pass_defended,0,,,,,
player,201509130was,mia,JameLa00,sacks,0.0,,,,,
player,201509130was,mia,JameLa00,tackles_combined,0,,,,,
player,201509130was,mia,JameLa00,tackles_solo,0,,,,,
player,201509130was,mia,JameLa00,tackles_assists,0,,,,,
player,201509130was,mia,JameLa00,tackles_loss,,,,,,
player,201509130was,mia,JameLa00,qb_hits,,,,,,
player,201509130was,mia,JameLa00,fumbles_rec,1,,,,,
player,201509130was,mia,JameLa00,fumbles_rec_yds,0,,,,,
player,201509130was,mia,JameLa00,fumbles_rec_td,0,,,,,
player,201509130was,mia,JameLa00,fumbles_forced,0,,,,,
player,201509130was,was,HatcJa20,def_int,0,,,,,
player,201509130was,was,HatcJa20,def_int_yds,0,,,,,
player,201509130was,was,HatcJa20,def_int_td,0,,,,,
player,201509130was,was,HatcJa20,def_int_long,0,,,,,
player,201509130was,was,HatcJa20,pass_defended,1,,,,,
player,201509130was,was,HatcJa20,sacks,1.0,,,,,
player,201509130was,was,HatcJa20,tackles_combined,4,,,,,
player,201509130was,was,HatcJa20,tackles_solo,3,,,,,
player,201509130was,was,HatcJa20,tackles_assists,1,,,,,
player,201509130was,was,HatcJa20,tackles_loss,1,,,,,
player,201509130was,was,HatcJa20,qb_hits,1,,,,,
player,201509130was,was,HatcJa20,fumbles_rec,0,,,,,
player,201509130was,was,HatcJa20,fumbles_rec_yds,0,,,,,
player,201509130was,was,HatcJa20,fumbles_rec_td,0,,,,,
player,201509130was,was,HatcJa20,fumbles_forced,0,,,,,
player,201509130was,was,SmitPr00,def_int,0,,,,,
player,201509130was,was,SmitPr00,def_int_yds,0,,,,,
player,201509130was,was,SmitPr00,def_int_td,0,,,,,
player,201509130was,was,SmitPr00,def_int_long,0,,,,,
player,201509130was,was,SmitPr00,pass_defended,0,,,,,
player,201509130was,was,SmitPr00,sacks,1.0,,,,,
player,201509130was,was,SmitPr00,tackles_combined,2,,,,,
player,201509130was,was,SmitPr00,tackles_solo,2,,,,,
player,201509130was,was,SmitPr00,tackles_assists,0,,,,,
player,201509130was,was,SmitPr00,tackles_loss,0,,,,,
player,201509130was,was,SmitPr00,qb_hits,1,,,,,
player,201509130was,was,SmitPr00,fumbles_rec,1,,,,,
player,201509130was,was,SmitPr00,fumbles_rec_yds,0,,,,,
player,201509130was,was,SmitPr00,fumbles_rec_td,0,,,,,
player,201509130was,was,SmitPr00,fumbles_forced,2,,,,,
player,201509130was,was,BakeCh99,def_int,0,,,,,
player,201509130was,was,BakeCh99,def_int_yds,0,,,,,
player,201509130was,was,BakeCh99,def_int_td,0,,,,,
player,201509130was,was,BakeCh99,def_int_long,0,,,,,
player,201509130was,was,BakeCh99,pass_defended,0,,,,,
player,201509130was,was,BakeCh99,sacks,0.5,,,,,
player,201509130was,was,BakeCh99,tackles_combined,3,,,,,
player,201509130was,was,BakeCh99,tackles_solo,0,,,,,
player,201509130was,was,BakeCh99,tackles_assists,3,,,,,
player,201509130was,was,BakeCh99,tackles_loss,0,,,,,
player,201509130was,was,BakeCh99,qb_hits,2,,,,,
player,201509130was,was,BakeCh99,fumbles_rec,0,,,,,
player,201509130was,was,BakeCh99,fumbles_rec_yds,0,,,,,
player,201509130was,was,BakeCh99,fumbles_rec_td,0,,,,,
player,201509130was,was,BakeCh99,fumbles_forced,0,,,,,
player,201509130was,was,KerrRy00,def_int,0,,,,,
player,201509130was,was,KerrRy00,def_int_yds,0,,,,,
player,201509130was,was,KerrRy00,def_int_td,0,,,,,
player,201509130was,was,KerrRy00,def_int_long,0,,,,,
player,201509130was,was,KerrRy00,pass_defended,1,,,,,
player,201509130was,was,KerrRy00,sacks,0.5,,,,,
player,201509130was,was,KerrRy00,tackles_combined,2,,,,,
player,201509130was,was,KerrRy00,tackles_solo,1,,,,,
player,201509130was,was,KerrRy00,tackles_assists,1,,,,,
player,201509130was,was,KerrRy00,tackles_loss,0,,,,,
player,201509130was,was,KerrRy00,qb_hits,1,,,,,
player,201509130was,was,KerrRy00,fumbles_rec,0,,,,,
player,201509130was,was,KerrRy00,fumbles_rec_yds,0,,,,,
player,201509130was,was,KerrRy00,fumbles_rec_td,0,,,,,
player,201509130was,was,KerrRy00,fumbles_forced,0,,,,,
player,201509130was,was,HallDe99,def_int,0,,,,,
player,201509130was,was,HallDe99,def_int_yds,0,,,,,
player,201509130was,was,HallDe99,def_int_td,0,,,,,
player,201509130was,was,HallDe99,def_int_long,0,,,,,
player,201509130was,was,HallDe99,pass_defended,1,,,,,
player,201509130was,was,HallDe99,sacks,0.0,,,,,
player,201509130was,was,HallDe99,tackles_combined,8,,,,,
player,201509130was,was,HallDe99,tackles_solo,6,,,,,
player,201509130was,was,HallDe99,tackles_assists,2,,,,,
player,201509130was,was,HallDe99,tackles_loss,1,,,,,
player,201509130was,was,HallDe99,qb_hits,0,,,,,
player,201509130was,was,HallDe99,fumbles_rec,0,,,,,
player,201509130was,was,HallDe99,fumbles_rec_yds,0,,,,,
player,201509130was,was,HallDe99,fumbles_rec_td,0,,,,,
player,201509130was,was,HallDe99,fumbles_forced,0,,,,,
player,201509130was,was,RobiTr02,def_int,0,,,,,
player,201509130was,was,RobiTr02,def_int_yds,0,,,,,
player,201509130was,was,RobiTr02,def_int_td,0,,,,,
player,201509130was,was,RobiTr02,def_int_long,0,,,,,
player,201509130was,was,RobiTr02,pass_defended,0,,,,,
player,201509130was,was,RobiTr02,sacks,0.0,,,,,
player,201509130was,was,RobiTr02,tackles_combined,8,,,,,
player,201509130was,was,RobiTr02,tackles_solo,6,,,,,
player,201509130was,was,RobiTr02,tackles_assists,2,,,,,
player,201509130was,was,RobiTr02,tackles_loss,1,,,,,
player,201509130was,was,RobiTr02,qb_hits,0,,,,,
player,201509130was,was,RobiTr02,fumbles_rec,0,,,,,
player,201509130was,was,RobiTr02,fumbles_rec_yds,0,,,,,
player,201509130was,was,RobiTr02,fumbles_rec_td,0,,,,,
player,201509130was,was,RobiTr02,fumbles_forced,0,,,,,
player,201509130was,was,GoldDa99,def_int,0,,,,,
player,201509130was,was,GoldDa99,def_int_yds,0,,,,,
player,201509130was,was,GoldDa99,def_int_td,0,,,,,
player,201509130was,was,GoldDa99,def_int_long,0,,,,,
player,201509130was,was,GoldDa99,pass_defended,0,,,,,
player,201509130was,was,GoldDa99,sacks,0.0,,,,,
player,201509130was,was,GoldDa99,tackles_combined,6,,,,,
player,201509130was,was,GoldDa99,tackles_solo,6,,,,,
player,201509130was,was,GoldDa99,tackles_assists,0,,,,,
player,201509130was,was,GoldDa99,tackles_loss,0,,,,,
player,201509130was,was,GoldDa99,qb_hits,0,,,,,
player,201509130was,was,GoldDa99,fumbles_rec,0,,,,,
player,201509130was,was,GoldDa99,fumbles_rec_yds,0,,,,,
player,201509130was,was,GoldDa99,fumbles_rec_td,0,,,,,
player,201509130was,was,GoldDa99,fumbles_forced,0,,,,,
player,201509130was,was,RobiKe01,def_int,0,,,,,
player,201509130was,was,RobiKe01,def_int_yds,0,,,,,
player,201509130was,was,RobiKe01,def_int_td,0,,,,,
player,201509130was,was,RobiKe01,def_int_long,0,,,,,
player,201509130was,was,RobiKe01,pass_defended,1,,,,,
player,201509130was,was,RobiKe01,sacks,0.0,,,,,
player,201509130was,was,RobiKe01,tackles_combined,5,,,,,
player,201509130was,was,RobiKe01,tackles_solo,3,,,,,
player,201509130was,was,RobiKe01,tackles_assists,2,,,,,
player,201509130was,was,RobiKe01,tackles_loss,0,,,,,
player,201509130was,was,RobiKe01,qb_hits,0,,,,,
player,201509130was,was,RobiKe01,fumbles_rec,0,,,,,
player,201509130was,was,RobiKe01,fumbles_rec_yds,0,,,,,
player,201509130was,was,RobiKe01,fumbles_rec_td,0,,,,,
player,201509130was,was,RobiKe01,fumbles_forced,0,,,,,
player,201509130was,was,RogeJu00,def_int,0,,,,,
player,201509130was,was,RogeJu00,def_int_yds,0,,,,,
player,201509130was,was,RogeJu00,def_int_td,0,,,,,
player,201509130was,was,RogeJu00,def_int_long,0,,,,,
player,201509130was,was,RogeJu00,pass_defended,0,,,,,
player,201509130was,was,RogeJu00,sacks,0.0,,,,,
player,201509130was,was,RogeJu00,tackles_combined,4,,,,,
player,201509130was,was,RogeJu00,tackles_solo,1,,,,,
player,201509130was,was,RogeJu00,tackles_assists,3,,,,,
player,201509130was,was,RogeJu00,tackles_loss,0,,,,,
player,201509130was,was,RogeJu00,qb_hits,0,,,,,
player,201509130was,was,RogeJu00,fumbles_rec,0,,,,,
player,201509130was,was,RogeJu00,fumbles_rec_yds,0,,,,,
player,201509130was,was,RogeJu00,fumbles_rec_td,0,,,,,
player,201509130was,was,RogeJu00,fumbles_forced,0,,,,,
player,201509130was,was,IhenDu00,def_int,0,,,,,
player,201509130was,was,IhenDu00,def_int_yds,0,,,,,
player,201509130was,was,IhenDu00,def_int_td,0,,,,,
player,201509130was,was,IhenDu00,def_int_long,0,,,,,
player,201509130was,was,IhenDu00,pass_defended,0,,,,,
player,201509130was,was,IhenDu00,sacks,0.0,,,,,
player,201509130was,was,IhenDu00,tackles_combined,3,,,,,
player,201509130was,was,IhenDu00,tackles_solo,1,,,,,
player,201509130was,was,IhenDu00,tackles_assists,2,,,,,
player,201509130was,was,IhenDu00,tackles_loss,0,,,,,
player,201509130was,was,IhenDu00,qb_hits,0,,,,,
player,201509130was,was,IhenDu00,fumbles_rec,0,,,,,
player,201509130was,was,IhenDu00,fumbles_rec_yds,0,,,,,
player,201509130was,was,IhenDu00,fumbles_rec_td,0,,,,,
player,201509130was,was,IhenDu00,fumbles_forced,0,,,,,
player,201509130was,was,MurpTr00,def_int,0,,,,,
player,201509130was,was,MurpTr00,def_int_yds,0,,,,,
player,201509130was,was,MurpTr00,def_int_td,0,,,,,
player,201509130was,was,MurpTr00,def_int_long,0,,,,,
player,201509130was,was,MurpTr00,pass_defended,0,,,,,
player,201509130was,was,MurpTr00,sacks,0.0,,,,,
player,201509130was,was,MurpTr00,tackles_combined,3,,,,,
player,201509130was,was,MurpTr00,tackles_solo,0,,,,,
player,201509130was,was,MurpTr00,tackles_assists,3,,,,,
player,201509130was,was,MurpTr00,tackles_loss,0,,,,,
player,201509130was,was,MurpTr00,qb_hits,0,,,,,
player,201509130was,was,MurpTr00,fumbles_rec,0,,,,,
player,201509130was,was,MurpTr00,fumbles_rec_yds,0,,,,,
player,201509130was,was,MurpTr00,fumbles_rec_td,0,,,,,
player,201509130was,was,MurpTr00,fumbles_forced,0,,,,,
player,201509130was,was,RilePe00,def_int,0,,,,,
player,201509130was,was,RilePe00,def_int_yds,0,,,,,
player,201509130was,was,RilePe00,def_int_td,0,,,,,
player,201509130was,was,RilePe00,def_int_long,0,,,,,
player,201509130was,was,RilePe00,pass_defended,0,,,,,
player,201509130was,was,RilePe00,sacks,0.0,,,,,
player,201509130was,was,RilePe00,tackles_combined,3,,,,,
player,201509130was,was,RilePe00,tackles_solo,1,,,,,
player,201509130was,was,RilePe00,tackles_assists,2,,,,,
player,201509130was,was,RilePe00,tackles_loss,0,,,,,
player,201509130was,was,RilePe00,qb_hits,0,,,,,
player,201509130was,was,RilePe00,fumbles_rec,0,,,,,
player,201509130was,was,RilePe00,fumbles_rec_yds,0,,,,,
player,201509130was,was,RilePe00,fumbles_rec_td,0,,,,,
player,201509130was,was,RilePe00,fumbles_forced,0,,,,,
player,201509130was,was,AmerDa00,def_int,0,,,,,
player,201509130was,was,AmerDa00,def_int_yds,0,,,,,
player,201509130was,was,AmerDa00,def_int_td,0,,,,,
player,201509130was,was,AmerDa00,def_int_long,0,,,,,
player,201509130was,was,AmerDa00,pass_defended,1,,,,,
player,201509130was,was,AmerDa00,sacks,0.0,,,,,
player,201509130was,was,AmerDa00,tackles_combined,2,,,,,
player,201509130was,was,AmerDa00,tackles_solo,2,,,,,
player,201509130was,was,AmerDa00,tackles_assists,0,,,,,
player,201509130was,was,AmerDa00,tackles_loss,0,,,,,
player,201509130was,was,AmerDa00,qb_hits,0,,,,,
player,201509130was,was,AmerDa00,fumbles_rec,0,,,,,
player,201509130was,was,AmerDa00,fumbles_rec_yds,0,,,,,
player,201509130was,was,AmerDa00,fumbles_rec_td,0,,,,,
player,201509130was,was,AmerDa00,fumbles_forced,0,,,,,
player,201509130was,was,JohnJe02,def_int,0,,,,,
player,201509130was,was,JohnJe02,def_int_yds,0,,,,,
player,201509130was,was,JohnJe02,def_int_td,0,,,,,
player,201509130was,was,JohnJe02,def_int_long,0,,,,,
player,201509130was,was,JohnJe02,pass_defended,0,,,,,
player,201509130was,was,JohnJe02,sacks,0.0,,,,,
player,201509130was,was,JohnJe02,tackles_combined,2,,,,,
player,201509130was,was,JohnJe02,tackles_solo,1,,,,,
player,201509130was,was,JohnJe02,tackles_assists,1,,,,,
player,201509130was,was,JohnJe02,tackles_loss,0,,,,,
player,201509130was,was,JohnJe02,qb_hits,0,,,,,
player,201509130was,was,JohnJe02,fumbles_rec,0,,,,,
player,201509130was,was,JohnJe02,fumbles_rec_yds,0,,,,,
player,201509130was,was,JohnJe02,fumbles_rec_td,0,,,,,
player,201509130was,was,JohnJe02,fumbles_forced,0,,,,,
player,201509130was,was,CullCh00,def_int,0,,,,,
player,201509130was,was,CullCh00,def_int_yds,0,,,,,
player,201509130was,was,CullCh00,def_int_td,0,,,,,
