game,2015,15,20151220,201512200rav,kan,"Kansas City Chiefs",34,rav,"Baltimore Ravens",14
player,201512200rav,kan,HowaJa00,def_int_long,0,,,,,
player,201512200rav,kan,HowaJa00,pass_defended,0,,,,,
player,201512200rav,kan,HowaJa00,sacks,1.0,,,,,
player,201512200rav,kan,HowaJa00,tackles_combined,3,,,,,
player,201512200rav,kan,HowaJa00,tackles_solo,2,,,,,
player,201512200rav,kan,HowaJa00,tackles_assists,1,,,,,
player,201512200rav,kan,HowaJa00,tackles_loss,1,,,,,
player,201512200rav,kan,HowaJa00,qb_hits,1,,,,,
player,201512200rav,kan,HowaJa00,fumbles_rec,0,,,,,
player,201512200rav,kan,HowaJa00,fumbles_rec_yds,0,,,,,
player,201512200rav,kan,HowaJa00,fumbles_rec_td,0,,,,,
player,201512200rav,kan,HowaJa00,fumbles_forced,0,,,,,
player,201512200rav,kan,JohnDe25,def_int,0,,,,,
player,201512200rav,kan,JohnDe25,def_int_yds,0,,,,,
player,201512200rav,kan,JohnDe25,def_int_td,0,,,,,
player,201512200rav,kan,JohnDe25,def_int_long,0,,,,,
player,201512200rav,kan,JohnDe25,pass_defended,0,,,,,
player,201512200rav,kan,JohnDe25,sacks,0.0,,,,,
player,201512200rav,kan,JohnDe25,tackles_combined,12,,,,,
player,201512200rav,kan,JohnDe25,tackles_solo,7,,,,,
player,201512200rav,kan,JohnDe25,tackles_assists,5,,,,,
player,201512200rav,kan,JohnDe25,tackles_loss,0,,,,,
player,201512200rav,kan,JohnDe25,qb_hits,1,,,,,
player,201512200rav,kan,JohnDe25,fumbles_rec,0,,,,,
player,201512200rav,kan,JohnDe25,fumbles_rec_yds,0,,,,,
player,201512200rav,kan,JohnDe25,fumbles_rec_td,0,,,,,
player,201512200rav,kan,JohnDe25,fumbles_forced,1,,,,,
player,201512200rav,kan,MaugJo00,def_int,0,,,,,
player,201512200rav,kan,MaugJo00,def_int_yds,0,,,,,
player,201512200rav,kan,MaugJo00,def_int_td,0,,,,,
player,201512200rav,kan,MaugJo00,def_int_long,0,,,,,
player,201512200rav,kan,MaugJo00,pass_defended,0,,,,,
player,201512200rav,kan,MaugJo00,sacks,0.0,,,,,
player,201512200rav,kan,MaugJo00,tackles_combined,8,,,,,
player,201512200rav,kan,MaugJo00,tackles_solo,4,,,,,
player,201512200rav,kan,MaugJo00,tackles_assists,4,,,,,
player,201512200rav,kan,MaugJo00,tackles_loss,0,,,,,
player,201512200rav,kan,MaugJo00,qb_hits,0,,,,,
player,201512200rav,kan,MaugJo00,fumbles_rec,0,,,,,
player,201512200rav,kan,MaugJo00,fumbles_rec_yds,0,,,,,
player,201512200rav,kan,MaugJo00,fumbles_rec_td,0,,,,,
player,201512200rav,kan,MaugJo00,fumbles_forced,0,,,,,
player,201512200rav,kan,BerrEr99,def_int,0,,,,,
player,201512200rav,kan,BerrEr99,def_int_yds,0,,,,,
player,201512200rav,kan,BerrEr99,def_int_td,0,,,,,
player,201512200rav,kan,BerrEr99,def_int_long,0,,,,,
player,201512200rav,kan,BerrEr99,pass_defended,0,,,,,
player,201512200rav,kan,BerrEr99,sacks,0.0,,,,,
player,201512200rav,kan,BerrEr99,tackles_combined,4,,,,,
player,201512200rav,kan,BerrEr99,tackles_solo,4,,,,,
player,201512200rav,kan,BerrEr99,tackles_assists,0,,,,,
player,201512200rav,kan,BerrEr99,tackles_loss,0,,,,,
player,201512200rav,kan,BerrEr99,qb_hits,0,,,,,
player,201512200rav,kan,BerrEr99,fumbles_rec,0,,,,,
player,201512200rav,kan,BerrEr99,fumbles_rec_yds,0,,,,,
player,201512200rav,kan,BerrEr99,fumbles_rec_td,0,,,,,
player,201512200rav,kan,BerrEr99,fumbles_forced,0,,,,,
player,201512200rav,kan,BranTy99,def_int,0,,,,,
player,201512200rav,kan,BranTy99,def_int_yds,0,,,,,
player,201512200rav,kan,BranTy99,def_int_td,0,,,,,
player,201512200rav,kan,BranTy99,def_int_long,0,,,,,
player,201512200rav,kan,BranTy99,pass_defended,0,,,,,
player,201512200rav,kan,BranTy99,sacks,0.0,,,,,
player,201512200rav,kan,BranTy99,tackles_combined,4,,,,,
player,201512200rav,kan,BranTy99,tackles_solo,3,,,,,
player,201512200rav,kan,BranTy99,tackles_assists,1,,,,,
player,201512200rav,kan,BranTy99,tackles_loss,0,,,,,
player,201512200rav,kan,BranTy99,qb_hits,0,,,,,
player,201512200rav,kan,BranTy99,fumbles_rec,1,,,,,
player,201512200rav,kan,BranTy99,fumbles_rec_yds,73,,,,,
player,201512200rav,kan,BranTy99,fumbles_rec_td,1,,,,,
player,201512200rav,kan,BranTy99,fumbles_forced,0,,,,,
player,201512200rav,kan,SmitSe99,def_int,0,,,,,
player,201512200rav,kan,SmitSe99,def_int_yds,0,,,,,
player,201512200rav,kan,SmitSe99,def_int_td,0,,,,,
player,201512200rav,kan,SmitSe99,def_int_long,0,,,,,
player,201512200rav,kan,SmitSe99,pass_defended,2,,,,,
player,201512200rav,kan,SmitSe99,sacks,0.0,,,,,
player,201512200rav,kan,SmitSe99,tackles_combined,4,,,,,
player,201512200rav,kan,SmitSe99,tackles_solo,4,,,,,
player,201512200rav,kan,SmitSe99,tackles_assists,0,,,,,
player,201512200rav,kan,SmitSe99,tackles_loss,0,,,,,
player,201512200rav,kan,SmitSe99,qb_hits,0,,,,,
player,201512200rav,kan,SmitSe99,fumbles_rec,0,,,,,
player,201512200rav,kan,SmitSe99,fumbles_rec_yds,0,,,,,
player,201512200rav,kan,SmitSe99,fumbles_rec_td,0,,,,,
player,201512200rav,kan,SmitSe99,fumbles_forced,0,,,,,
player,201512200rav,kan,SoreDa01,def_int,0,,,,,
player,201512200rav,kan,SoreDa01,def_int_yds,0,,,,,
player,201512200rav,kan,SoreDa01,def_int_td,0,,,,,
player,201512200rav,kan,SoreDa01,def_int_long,0,,,,,
player,201512200rav,kan,SoreDa01,pass_defended,1,,,,,
player,201512200rav,kan,SoreDa01,sacks,0.0,,,,,
player,201512200rav,kan,SoreDa01,tackles_combined,3,,,,,
player,201512200rav,kan,SoreDa01,tackles_solo,3,,,,,
player,201512200rav,kan,SoreDa01,tackles_assists,0,,,,,
player,201512200rav,kan,SoreDa01,tackles_loss,0,,,,,
player,201512200rav,kan,SoreDa01,qb_hits,0,,,,,
player,201512200rav,kan,SoreDa01,fumbles_rec,0,,,,,
player,201512200rav,kan,SoreDa01,fumbles_rec_yds,0,,,,,
player,201512200rav,kan,SoreDa01,fumbles_rec_td,0,,,,,
player,201512200rav,kan,SoreDa01,fumbles_forced,0,,,,,
player,201512200rav,kan,ConlCh00,def_int,0,,,,,
player,201512200rav,kan,ConlCh00,def_int_yds,0,,,,,
player,201512200rav,kan,ConlCh00,def_int_td,0,,,,,
player,201512200rav,kan,ConlCh00,def_int_long,0,,,,,
player,201512200rav,kan,ConlCh00,pass_defended,0,,,,,
player,201512200rav,kan,ConlCh00,sacks,0.0,,,,,
player,201512200rav,kan,ConlCh00,tackles_combined,2,,,,,
player,201512200rav,kan,ConlCh00,tackles_solo,2,,,,,
player,201512200rav,kan,ConlCh00,tackles_assists,0,,,,,
player,201512200rav,kan,ConlCh00,tackles_loss,0,,,,,
player,201512200rav,kan,ConlCh00,qb_hits,0,,,,,
player,201512200rav,kan,ConlCh00,fumbles_rec,0,,,,,
player,201512200rav,kan,ConlCh00,fumbles_rec_yds,0,,,,,
player,201512200rav,kan,ConlCh00,fumbles_rec_td,0,,,,,
player,201512200rav,kan,ConlCh00,fumbles_forced,0,,,,,
player,201512200rav,kan,FordDe00,def_int,0,,,,,
player,201512200rav,kan,FordDe00,def_int_yds,0,,,,,
player,201512200rav,kan,FordDe00,def_int_td,0,,,,,
player,201512200rav,kan,FordDe00,def_int_long,0,,,,,
player,201512200rav,kan,FordDe00,pass_defended,0,,,,,
player,201512200rav,kan,FordDe00,sacks,0.0,,,,,
player,201512200rav,kan,FordDe00,tackles_combined,2,,,,,
player,201512200rav,kan,FordDe00,tackles_solo,2,,,,,
player,201512200rav,kan,FordDe00,tackles_assists,0,,,,,
player,201512200rav,kan,FordDe00,tackles_loss,1,,,,,
player,201512200rav,kan,FordDe00,qb_hits,1,,,,,
player,201512200rav,kan,FordDe00,fumbles_rec,0,,,,,
player,201512200rav,kan,FordDe00,fumbles_rec_yds,0,,,,,
player,201512200rav,kan,FordDe00,fumbles_rec_td,0,,,,,
player,201512200rav,kan,FordDe00,fumbles_forced,0,,,,,
player,201512200rav,kan,HaliTa20,def_int,0,,,,,
player,201512200rav,kan,HaliTa20,def_int_yds,0,,,,,
player,201512200rav,kan,HaliTa20,def_int_td,0,,,,,
player,201512200rav,kan,HaliTa20,def_int_long,0,,,,,
player,201512200rav,kan,HaliTa20,pass_defended,1,,,,,
player,201512200rav,kan,HaliTa20,sacks,0.0,,,,,
player,201512200rav,kan,HaliTa20,tackles_combined,2,,,,,
player,201512200rav,kan,HaliTa20,tackles_solo,2,,,,,
player,201512200rav,kan,HaliTa20,tackles_assists,0,,,,,
player,201512200rav,kan,HaliTa20,tackles_loss,0,,,,,
player,201512200rav,kan,HaliTa20,qb_hits,1,,,,,
player,201512200rav,kan,HaliTa20,fumbles_rec,0,,,,,
player,201512200rav,kan,HaliTa20,fumbles_rec_yds,0,,,,,
player,201512200rav,kan,HaliTa20,fumbles_rec_td,0,,,,,
player,201512200rav,kan,HaliTa20,fumbles_forced,0,,,,,
player,201512200rav,kan,PoexDo00,def_int,0,,,,,
player,201512200rav,kan,PoexDo00,def_int_yds,0,,,,,
player,201512200rav,kan,PoexDo00,def_int_td,0,,,,,
player,201512200rav,kan,PoexDo00,def_int_long,0,,,,,
player,201512200rav,kan,PoexDo00,pass_defended,0,,,,,
player,201512200rav,kan,PoexDo00,sacks,0.0,,,,,
player,201512200rav,kan,PoexDo00,tackles_combined,2,,,,,
player,201512200rav,kan,PoexDo00,tackles_solo,1,,,,,
player,201512200rav,kan,PoexDo00,tackles_assists,1,,,,,
player,201512200rav,kan,PoexDo00,tackles_loss,0,,,,,
player,201512200rav,kan,PoexDo00,qb_hits,0,,,,,
player,201512200rav,kan,PoexDo00,fumbles_rec,0,,,,,
player,201512200rav,kan,PoexDo00,fumbles_rec_yds,0,,,,,
player,201512200rav,kan,PoexDo00,fumbles_rec_td,0,,,,,
player,201512200rav,kan,PoexDo00,fumbles_forced,0,,,,,
player,201512200rav,kan,WillNi01,def_int,0,,,,,
player,201512200rav,kan,WillNi01,def_int_yds,0,,,,,
player,201512200rav,kan,WillNi01,def_int_td,0,,,,,
player,201512200rav,kan,WillNi01,def_int_long,0,,,,,
player,201512200rav,kan,WillNi01,pass_defended,0,,,,,
player,201512200rav,kan,WillNi01,sacks,0.0,,,,,
player,201512200rav,kan,WillNi01,tackles_combined,2,,,,,
player,201512200rav,kan,WillNi01,tackles_solo,1,,,,,
player,201512200rav,kan,WillNi01,tackles_assists,1,,,,,
player,201512200rav,kan,WillNi01,tackles_loss,0,,,,,
player,201512200rav,kan,WillNi01,qb_hits,0,,,,,
player,201512200rav,kan,WillNi01,fumbles_rec,0,,,,,
player,201512200rav,kan,WillNi01,fumbles_rec_yds,0,,,,,
player,201512200rav,kan,WillNi01,fumbles_rec_td,0,,,,,
player,201512200rav,kan,WillNi01,fumbles_forced,0,,,,,
player,201512200rav,kan,AlexD.00,def_int,0,,,,,
player,201512200rav,kan,AlexD.00,def_int_yds,0,,,,,
player,201512200rav,kan,AlexD.00,def_int_td,0,,,,,
player,201512200rav,kan,AlexD.00,def_int_long,0,,,,,
player,201512200rav,kan,AlexD.00,pass_defended,0,,,,,
player,201512200rav,kan,AlexD.00,sacks,0.0,,,,,
player,201512200rav,kan,AlexD.00,tackles_combined,1,,,,,
player,201512200rav,kan,AlexD.00,tackles_solo,1,,,,,
player,201512200rav,kan,AlexD.00,tackles_assists,0,,,,,
player,201512200rav,kan,AlexD.00,tackles_loss,0,,,,,
player,201512200rav,kan,AlexD.00,qb_hits,0,,,,,
player,201512200rav,kan,AlexD.00,fumbles_rec,0,,,,,
player,201512200rav,kan,AlexD.00,fumbles_rec_yds,0,,,,,
player,201512200rav,kan,AlexD.00,fumbles_rec_td,0,,,,,
player,201512200rav,kan,AlexD.00,fumbles_forced,0,,,,,
player,201512200rav,kan,BailAl00,def_int,0,,,,,
player,201512200rav,kan,BailAl00,def_int_yds,0,,,,,
player,201512200rav,kan,BailAl00,def_int_td,0,,,,,
player,201512200rav,kan,BailAl00,def_int_long,0,,,,,
player,201512200rav,kan,BailAl00,pass_defended,0,,,,,
player,201512200rav,kan,BailAl00,sacks,0.0,,,,,
player,201512200rav,kan,BailAl00,tackles_combined,1,,,,,
player,201512200rav,kan,BailAl00,tackles_solo,0,,,,,
player,201512200rav,kan,BailAl00,tackles_assists,1,,,,,
player,201512200rav,kan,BailAl00,tackles_loss,0,,,,,
player,201512200rav,kan,BailAl00,qb_hits,1,,,,,
player,201512200rav,kan,BailAl00,fumbles_rec,0,,,,,
player,201512200rav,kan,BailAl00,fumbles_rec_yds,0,,,,,
player,201512200rav,kan,BailAl00,fumbles_rec_td,0,,,,,
player,201512200rav,kan,BailAl00,fumbles_forced,0,,,,,
player,201512200rav,kan,DeViMi99,def_int,0,,,,,
player,201512200rav,kan,DeViMi99,def_int_yds,0,,,,,
player,201512200rav,kan,DeViMi99,def_int_td,0,,,,,
player,201512200rav,kan,DeViMi99,def_int_long,0,,,,,
player,201512200rav,kan,DeViMi99,pass_defended,0,,,,,
player,201512200rav,kan,DeViMi99,sacks,0.0,,,,,
player,201512200rav,kan,DeViMi99,tackles_combined,1,,,,,
player,201512200rav,kan,DeViMi99,tackles_solo,0,,,,,
player,201512200rav,kan,DeViMi99,tackles_assists,1,,,,,
player,201512200rav,kan,DeViMi99,tackles_loss,0,,,,,
player,201512200rav,kan,DeViMi99,qb_hits,0,,,,,
player,201512200rav,kan,DeViMi99,fumbles_rec,0,,,,,
player,201512200rav,kan,DeViMi99,fumbles_rec_yds,0,,,,,
player,201512200rav,kan,DeViMi99,fumbles_rec_td,0,,,,,
player,201512200rav,kan,DeViMi99,fumbles_forced,0,,,,,
player,201512200rav,kan,HarrDe03,def_int,0,,,,,
player,201512200rav,kan,HarrDe03,def_int_yds,0,,,,,
player,201512200rav,kan,HarrDe03,def_int_td,0,,,,,
player,201512200rav,kan,HarrDe03,def_int_long,0,,,,,
player,201512200rav,kan,HarrDe03,pass_defended,0,,,,,
player,201512200rav,kan,HarrDe03,sacks,0.0,,,,,
player,201512200rav,kan,HarrDe03,tackles_combined,1,,,,,
player,201512200rav,kan,HarrDe03,tackles_solo,1,,,,,
player,201512200rav,kan,HarrDe03,tackles_assists,0,,,,,
player,201512200rav,kan,HarrDe03,tackles_loss,0,,,,,
player,201512200rav,kan,HarrDe03,qb_hits,0,,,,,
player,201512200rav,kan,HarrDe03,fumbles_rec,0,,,,,
player,201512200rav,kan,HarrDe03,fumbles_rec_yds,0,,,,,
player,201512200rav,kan,HarrDe03,fumbles_rec_td,0,,,,,
player,201512200rav,kan,HarrDe03,fumbles_forced,0,,,,,
player,201512200rav,kan,MoseDe00,def_int,0,,,,,
player,201512200rav,kan,MoseDe00,def_int_yds,0,,,,,
player,201512200rav,kan,MoseDe00,def_int_td,0,,,,,
player,201512200rav,kan,MoseDe00,def_int_long,0,,,,,
player,201512200rav,kan,MoseDe00,pass_defended,0,,,,,
player,201512200rav,kan,MoseDe00,sacks,0.0,,,,,
player,201512200rav,kan,MoseDe00,tackles_combined,1,,,,,
player,201512200rav,kan,MoseDe00,tackles_solo,1,,,,,
player,201512200rav,kan,MoseDe00,tackles_assists,0,,,,,
player,201512200rav,kan,MoseDe00,tackles_loss,0,,,,,
player,201512200rav,kan,MoseDe00,qb_hits,0,,,,,
player,201512200rav,kan,MoseDe00,fumbles_rec,0,,,,,
player,201512200rav,kan,MoseDe00,fumbles_rec_yds,0,,,,,
player,201512200rav,kan,MoseDe00,fumbles_rec_td,0,,,,,
player,201512200rav,kan,MoseDe00,fumbles_forced,0,,,,,
player,201512200rav,kan,NelsSt01,def_int,0,,,,,
player,201512200rav,kan,NelsSt01,def_int_yds,0,,,,,
player,201512200rav,kan,NelsSt01,def_int_td,0,,,,,
player,201512200rav,kan,NelsSt01,def_int_long,0,,,,,
player,201512200rav,kan,NelsSt01,pass_defended,0,,,,,
player,201512200rav,kan,NelsSt01,sacks,0.0,,,,,
player,201512200rav,kan,NelsSt01,tackles_combined,1,,,,,
player,201512200rav,kan,NelsSt01,tackles_solo,1,,,,,
player,201512200rav,kan,NelsSt01,tackles_assists,0,,,,,
player,201512200rav,kan,NelsSt01,tackles_loss,0,,,,,
player,201512200rav,kan,NelsSt01,qb_hits,0,,,,,
player,201512200rav,kan,NelsSt01,fumbles_rec,0,,,,,
player,201512200rav,kan,NelsSt01,fumbles_rec_yds,0,,,,,
player,201512200rav,kan,NelsSt01,fumbles_rec_td,0,,,,,
player,201512200rav,kan,NelsSt01,fumbles_forced,0,,,,,
player,201512200rav,kan,SantCa01,def_int,0,,,,,
player,201512200rav,kan,SantCa01,def_int_yds,0,,,,,
player,201512200rav,kan,SantCa01,def_int_td,0,,,,,
player,201512200rav,kan,SantCa01,def_int_long,0,,,,,
player,201512200rav,kan,SantCa01,pass_defended,0,,,,,
player,201512200rav,kan,SantCa01,sacks,0.0,,,,,
player,201512200rav,kan,SantCa01,tackles_combined,1,,,,,
player,201512200rav,kan,SantCa01,tackles_solo,1,,,,,
player,201512200rav,kan,SantCa01,tackles_assists,0,,,,,
player,201512200rav,kan,SantCa01,tackles_loss,0,,,,,
player,201512200rav,kan,SantCa01,qb_hits,0,,,,,
player,201512200rav,kan,SantCa01,fumbles_rec,0,,,,,
player,201512200rav,kan,SantCa01,fumbles_rec_yds,0,,,,,
player,201512200rav,kan,SantCa01,fumbles_rec_td,0,,,,,
player,201512200rav,kan,SantCa01,fumbles_forced,0,,,,,
player,201512200rav,kan,ZombFr00,def_int,0,,,,,
player,201512200rav,kan,ZombFr00,def_int_yds,0,,,,,
player,201512200rav,kan,ZombFr00,def_int_td,0,,,,,
player,201512200rav,kan,ZombFr00,def_int_long,0,,,,,
player,201512200rav,kan,ZombFr00,pass_defended,0,,,,,
player,201512200rav,kan,ZombFr00,sacks,0.0,,,,,
player,201512200rav,kan,ZombFr00,tackles_combined,1,,,,,
player,201512200rav,kan,ZombFr00,tackles_solo,1,,,,,
player,201512200rav,kan,ZombFr00,tackles_assists,0,,,,,
player,201512200rav,kan,ZombFr00,tackles_loss,0,,,,,
player,201512200rav,kan,ZombFr00,qb_hits,1,,,,,
player,201512200rav,kan,ZombFr00,fumbles_rec,0,,,,,
player,201512200rav,kan,ZombFr00,fumbles_rec_yds,0,,,,,
player,201512200rav,kan,ZombFr00,fumbles_rec_td,0,,,,,
player,201512200rav,kan,ZombFr00,fumbles_forced,0,,,,,
player,201512200rav,kan,FlemJa00,def_int,0,,,,,
player,201512200rav,kan,FlemJa00,def_int_yds,0,,,,,
player,201512200rav,kan,FlemJa00,def_int_td,0,,,,,
player,201512200rav,kan,FlemJa00,def_int_long,0,,,,,
player,201512200rav,kan,FlemJa00,pass_defended,2,,,,,
player,201512200rav,kan,FlemJa00,sacks,0.0,,,,,
player,201512200rav,kan,FlemJa00,tackles_combined,0,,,,,
player,201512200rav,kan,FlemJa00,tackles_solo,0,,,,,
player,201512200rav,kan,FlemJa00,tackles_assists,0,,,,,
player,201512200rav,kan,FlemJa00,tackles_loss,0,,,,,
player,201512200rav,kan,FlemJa00,qb_hits,0,,,,,
player,201512200rav,kan,FlemJa00,fumbles_rec,0,,,,,
player,201512200rav,kan,FlemJa00,fumbles_rec_yds,0,,,,,
player,201512200rav,kan,FlemJa00,fumbles_rec_td,0,,,,,
player,201512200rav,kan,FlemJa00,fumbles_forced,0,,,,,
player,201512200rav,kan,WilsRa00,def_int,0,,,,,
player,201512200rav,kan,WilsRa00,def_int_yds,0,,,,,
player,201512200rav,kan,WilsRa00,def_int_td,0,,,,,
player,201512200rav,kan,WilsRa00,def_int_long,0,,,,,
player,201512200rav,kan,WilsRa00,pass_defended,0,,,,,
player,201512200rav,kan,WilsRa00,sacks,0.0,,,,,
player,201512200rav,kan,WilsRa00,tackles_combined,0,,,,,
player,201512200rav,kan,WilsRa00,tackles_solo,0,,,,,
player,201512200rav,kan,WilsRa00,tackles_assists,0,,,,,
player,201512200rav,kan,WilsRa00,tackles_loss,1,,,,,
player,201512200rav,kan,WilsRa00,qb_hits,1,,,,,
player,201512200rav,kan,WilsRa00,fumbles_rec,0,,,,,
player,201512200rav,kan,WilsRa00,fumbles_rec_yds,0,,,,,
player,201512200rav,kan,WilsRa00,fumbles_rec_td,0,,,,,
player,201512200rav,kan,WilsRa00,fumbles_forced,0,,,,,
player,201512200rav,rav,SmitZa00,def_int,0,,,,,
player,201512200rav,rav,SmitZa00,def_int_yds,0,,,,,
player,201512200rav,rav,SmitZa00,def_int_td,0,,,,,
player,201512200rav,rav,SmitZa00,def_int_long,0,,,,,
player,201512200rav,rav,SmitZa00,pass_defended,0,,,,,
player,201512200rav,rav,SmitZa00,sacks,2.0,,,,,
player,201512200rav,rav,SmitZa00,tackles_combined,4,,,,,
player,201512200rav,rav,SmitZa00,tackles_solo,3,,,,,
player,201512200rav,rav,SmitZa00,tackles_assists,1,,,,,
player,201512200rav,rav,SmitZa00,tackles_loss,2,,,,,
player,201512200rav,rav,SmitZa00,qb_hits,2,,,,,
player,201512200rav,rav,SmitZa00,fumbles_rec,0,,,,,
player,201512200rav,rav,SmitZa00,fumbles_rec_yds,0,,,,,
player,201512200rav,rav,SmitZa00,fumbles_rec_td,0,,,,,
player,201512200rav,rav,SmitZa00,fumbles_forced,0,,,,,
player,201512200rav,rav,UrbaBr00,def_int,0,,,,,
player,201512200rav,rav,UrbaBr00,def_int_yds,0,,,,,
player,201512200rav,rav,UrbaBr00,def_int_td,0,,,,,
player,201512200rav,rav,UrbaBr00,def_int_long,0,,,,,
player,201512200rav,rav,UrbaBr00,pass_defended,0,,,,,
player,201512200rav,rav,UrbaBr00,sacks,1.0,,,,,
player,201512200rav,rav,UrbaBr00,tackles_combined,1,,,,,
player,201512200rav,rav,UrbaBr00,tackles_solo,1,,,,,
player,201512200rav,rav,UrbaBr00,tackles_assists,0,,,,,
player,201512200rav,rav,UrbaBr00,tackles_loss,1,,,,,
player,201512200rav,rav,UrbaBr00,qb_hits,1,,,,,
player,201512200rav,rav,UrbaBr00,fumbles_rec,0,,,,,
player,201512200rav,rav,UrbaBr00,fumbles_rec_yds,0,,,,,
player,201512200rav,rav,UrbaBr00,fumbles_rec_td,0,,,,,
player,201512200rav,rav,UrbaBr00,fumbles_forced,0,,,,,
player,201512200rav,rav,MoslC.00,def_int,0,,,,,
player,201512200rav,rav,MoslC.00,def_int_yds,0,,,,,
player,201512200rav,rav,MoslC.00,def_int_td,0,,,,,
player,201512200rav,rav,MoslC.00,def_int_long,0,,,,,
player,201512200rav,rav,MoslC.00,pass_defended,0,,,,,
player,201512200rav,rav,MoslC.00,sacks,0.0,,,,,
player,201512200rav,rav,MoslC.00,tackles_combined,9,,,,,
player,201512200rav,rav,MoslC.00,tackles_solo,4,,,,,
player,201512200rav,rav,MoslC.00,tackles_assists,5,,,,,
player,201512200rav,rav,MoslC.00,tackles_loss,2,,,,,
player,201512200rav,rav,MoslC.00,qb_hits,0,,,,,
player,201512200rav,rav,MoslC.00,fumbles_rec,0,,,,,
player,201512200rav,rav,MoslC.00,fumbles_rec_yds,0,,,,,
player,201512200rav,rav,MoslC.00,fumbles_rec_td,0,,,,,
player,201512200rav,rav,MoslC.00,fumbles_forced,0,,,,,
player,201512200rav,rav,LewiKe00,def_int,0,,,,,
player,201512200rav,rav,LewiKe00,def_int_yds,0,,,,,
player,201512200rav,rav,LewiKe00,def_int_td,0,,,,,
player,201512200rav,rav,LewiKe00,def_int_long,0,,,,,
player,201512200rav,rav,LewiKe00,pass_defended,0,,,,,
player,201512200rav,rav,LewiKe00,sacks,0.0,,,,,
player,201512200rav,rav,LewiKe00,tackles_combined,7,,,,,
player,201512200rav,rav,LewiKe00,tackles_solo,5,,,,,
player,201512200rav,rav,LewiKe00,tackles_assists,2,,,,,
player,201512200rav,rav,LewiKe00,tackles_loss,1,,,,,
player,201512200rav,rav,LewiKe00,qb_hits,0,,,,,
player,201512200rav,rav,LewiKe00,fumbles_rec,0,,,,,
player,201512200rav,rav,LewiKe00,fumbles_rec_yds,0,,,,,
player,201512200rav,rav,LewiKe00,fumbles_rec_td,0,,,,,
player,201512200rav,rav,LewiKe00,fumbles_forced,0,,,,,
player,201512200rav,rav,SmitDa24,def_int,0,,,,,
player,201512200rav,rav,SmitDa24,def_int_yds,0,,,,,
player,201512200rav,rav,SmitDa24,def_int_td,0,,,,,
player,201512200rav,rav,SmitDa24,def_int_long,0,,,,,
player,201512200rav,rav,SmitDa24,pass_defended,0,,,,,
player,201512200rav,rav,SmitDa24,sacks,0.0,,,,,
player,201512200rav,rav,SmitDa24,tackles_combined,7,,,,,
player,201512200rav,rav,SmitDa24,tackles_solo,4,,,,,
player,201512200rav,rav,SmitDa24,tackles_assists,3,,,,,
player,201512200rav,rav,SmitDa24,tackles_loss,1,,,,,
player,201512200rav,rav,SmitDa24,qb_hits,0,,,,,
player,201512200rav,rav,SmitDa24,fumbles_rec,0,,,,,
player,201512200rav,rav,SmitDa24,fumbles_rec_yds,0,,,,,
player,201512200rav,rav,SmitDa24,fumbles_rec_td,0,,,,,
player,201512200rav,rav,SmitDa24,fumbles_forced,0,,,,,
player,201512200rav,rav,JernTi00,def_int,0,,,,,
player,201512200rav,rav,JernTi00,def_int_yds,0,,,,,
player,201512200rav,rav,JernTi00,def_int_td,0,,,,,
player,201512200rav,rav,JernTi00,def_int_long,0,,,,,
player,201512200rav,rav,JernTi00,pass_defended,0,,,,,
player,201512200rav,rav,JernTi00,sacks,0.0,,,,,
player,201512200rav,rav,JernTi00,tackles_combined,6,,,,,
player,201512200rav,rav,JernTi00,tackles_solo,3,,,,,
player,201512200rav,rav,JernTi00,tackles_assists,3,,,,,
player,201512200rav,rav,JernTi00,tackles_loss,0,,,,,
player,201512200rav,rav,JernTi00,qb_hits,0,,,,,
player,201512200rav,rav,JernTi00,fumbles_rec,0,,,,,
player,201512200rav,rav,JernTi00,fumbles_rec_yds,0,,,,,
player,201512200rav,rav,JernTi00,fumbles_rec_td,0,,,,,
player,201512200rav,rav,JernTi00,fumbles_forced,0,,,,,
player,201512200rav,rav,UpshCo00,def_int,0,,,,,
player,201512200rav,rav,UpshCo00,def_int_yds,0,,,,,
player,201512200rav,rav,UpshCo00,def_int_td,0,,,,,
player,201512200rav,rav,UpshCo00,def_int_long,0,,,,,
player,201512200rav,rav,UpshCo00,pass_defended,0,,,,,
player,201512200rav,rav,UpshCo00,sacks,0.0,,,,,
player,201512200rav,rav,UpshCo00,tackles_combined,4,,,,,
player,201512200rav,rav,UpshCo00,tackles_solo,1,,,,,
player,201512200rav,rav,UpshCo00,tackles_assists,3,,,,,
player,201512200rav,rav,UpshCo00,tackles_loss,0,,,,,
player,201512200rav,rav,UpshCo00,qb_hits,1,,,,,
player,201512200rav,rav,UpshCo00,fumbles_rec,0,,,,,
player,201512200rav,rav,UpshCo00,fumbles_rec_yds,0,,,,,
player,201512200rav,rav,UpshCo00,fumbles_rec_td,0,,,,,
player,201512200rav,rav,UpshCo00,fumbles_forced,0,,,,,
player,201512200rav,rav,WillBr02,def_int,0,,,,,
player,201512200rav,rav,WillBr02,def_int_yds,0,,,,,
player,201512200rav,rav,WillBr02,def_int_td,0,,,,,
player,201512200rav,rav,WillBr02,def_int_long,0,,,,,
player,201512200rav,rav,WillBr02,pass_defended,0,,,,,
