game,2015,14,20151213,201512130ram,det,"Detroit Lions",14,ram,"St. Louis Rams",21
player,201512130ram,det,ReifRi00,pos,T,,,,,
player,201512130ram,det,ReifRi00,offense,71,,,,,
player,201512130ram,det,ReifRi00,off_pct,100%,,,,,
player,201512130ram,det,ReifRi00,defense,0,,,,,
player,201512130ram,det,ReifRi00,def_pct,0%,,,,,
player,201512130ram,det,ReifRi00,special_teams,2,,,,,
player,201512130ram,det,ReifRi00,st_pct,8%,,,,,
player,201512130ram,det,WarfLa00,pos,G,,,,,
player,201512130ram,det,WarfLa00,offense,71,,,,,
player,201512130ram,det,WarfLa00,off_pct,100%,,,,,
player,201512130ram,det,WarfLa00,defense,0,,,,,
player,201512130ram,det,WarfLa00,def_pct,0%,,,,,
player,201512130ram,det,WarfLa00,special_teams,0,,,,,
player,201512130ram,det,WarfLa00,st_pct,0%,,,,,
player,201512130ram,det,StafMa00,pos,QB,,,,,
player,201512130ram,det,StafMa00,offense,71,,,,,
player,201512130ram,det,StafMa00,off_pct,100%,,,,,
player,201512130ram,det,StafMa00,defense,0,,,,,
player,201512130ram,det,StafMa00,def_pct,0%,,,,,
player,201512130ram,det,StafMa00,special_teams,0,,,,,
player,201512130ram,det,StafMa00,st_pct,0%,,,,,
player,201512130ram,det,JohnCa00,pos,WR,,,,,
player,201512130ram,det,JohnCa00,offense,69,,,,,
player,201512130ram,det,JohnCa00,off_pct,97%,,,,,
player,201512130ram,det,JohnCa00,defense,0,,,,,
player,201512130ram,det,JohnCa00,def_pct,0%,,,,,
player,201512130ram,det,JohnCa00,special_teams,0,,,,,
player,201512130ram,det,JohnCa00,st_pct,0%,,,,,
player,201512130ram,det,TateGo00,pos,WR,,,,,
player,201512130ram,det,TateGo00,offense,61,,,,,
player,201512130ram,det,TateGo00,off_pct,86%,,,,,
player,201512130ram,det,TateGo00,defense,0,,,,,
player,201512130ram,det,TateGo00,def_pct,0%,,,,,
player,201512130ram,det,TateGo00,special_teams,6,,,,,
player,201512130ram,det,TateGo00,st_pct,24%,,,,,
player,201512130ram,det,JoneT.00,pos,WR,,,,,
player,201512130ram,det,JoneT.00,offense,53,,,,,
player,201512130ram,det,JoneT.00,off_pct,75%,,,,,
player,201512130ram,det,JoneT.00,defense,0,,,,,
player,201512130ram,det,JoneT.00,def_pct,0%,,,,,
player,201512130ram,det,JoneT.00,special_teams,0,,,,,
player,201512130ram,det,JoneT.00,st_pct,0%,,,,,
player,201512130ram,det,EbroEr00,pos,TE,,,,,
player,201512130ram,det,EbroEr00,offense,53,,,,,
player,201512130ram,det,EbroEr00,off_pct,75%,,,,,
player,201512130ram,det,EbroEr00,defense,0,,,,,
player,201512130ram,det,EbroEr00,def_pct,0%,,,,,
player,201512130ram,det,EbroEr00,special_teams,0,,,,,
player,201512130ram,det,EbroEr00,st_pct,0%,,,,,
player,201512130ram,det,RiddTh00,pos,RB,,,,,
player,201512130ram,det,RiddTh00,offense,37,,,,,
player,201512130ram,det,RiddTh00,off_pct,52%,,,,,
player,201512130ram,det,RiddTh00,defense,0,,,,,
player,201512130ram,det,RiddTh00,def_pct,0%,,,,,
player,201512130ram,det,RiddTh00,special_teams,7,,,,,
player,201512130ram,det,RiddTh00,st_pct,28%,,,,,
player,201512130ram,det,AbduAm00,pos,RB,,,,,
player,201512130ram,det,AbduAm00,offense,19,,,,,
player,201512130ram,det,AbduAm00,off_pct,27%,,,,,
player,201512130ram,det,AbduAm00,defense,0,,,,,
player,201512130ram,det,AbduAm00,def_pct,0%,,,,,
player,201512130ram,det,AbduAm00,special_teams,4,,,,,
player,201512130ram,det,AbduAm00,st_pct,16%,,,,,
player,201512130ram,det,BellJo01,pos,RB,,,,,
player,201512130ram,det,BellJo01,offense,17,,,,,
player,201512130ram,det,BellJo01,off_pct,24%,,,,,
player,201512130ram,det,BellJo01,defense,0,,,,,
player,201512130ram,det,BellJo01,def_pct,0%,,,,,
player,201512130ram,det,BellJo01,special_teams,4,,,,,
player,201512130ram,det,BellJo01,st_pct,16%,,,,,
player,201512130ram,det,BurtMi00,pos,FB,,,,,
player,201512130ram,det,BurtMi00,offense,14,,,,,
player,201512130ram,det,BurtMi00,off_pct,20%,,,,,
player,201512130ram,det,BurtMi00,defense,0,,,,,
player,201512130ram,det,BurtMi00,def_pct,0%,,,,,
player,201512130ram,det,BurtMi00,special_teams,7,,,,,
player,201512130ram,det,BurtMi00,st_pct,28%,,,,,
player,201512130ram,det,FullCo00,pos,WR,,,,,
player,201512130ram,det,FullCo00,offense,14,,,,,
player,201512130ram,det,FullCo00,off_pct,20%,,,,,
player,201512130ram,det,FullCo00,defense,0,,,,,
player,201512130ram,det,FullCo00,def_pct,0%,,,,,
player,201512130ram,det,FullCo00,special_teams,6,,,,,
player,201512130ram,det,FullCo00,st_pct,24%,,,,,
player,201512130ram,det,PettBr00,pos,TE,,,,,
player,201512130ram,det,PettBr00,offense,13,,,,,
player,201512130ram,det,PettBr00,off_pct,18%,,,,,
player,201512130ram,det,PettBr00,defense,0,,,,,
player,201512130ram,det,PettBr00,def_pct,0%,,,,,
player,201512130ram,det,PettBr00,special_teams,0,,,,,
player,201512130ram,det,PettBr00,st_pct,0%,,,,,
player,201512130ram,det,LucaCo01,pos,T,,,,,
player,201512130ram,det,LucaCo01,offense,5,,,,,
player,201512130ram,det,LucaCo01,off_pct,7%,,,,,
player,201512130ram,det,LucaCo01,defense,0,,,,,
player,201512130ram,det,LucaCo01,def_pct,0%,,,,,
player,201512130ram,det,LucaCo01,special_teams,2,,,,,
player,201512130ram,det,LucaCo01,st_pct,8%,,,,,
player,201512130ram,det,SlayDa00,pos,CB,,,,,
player,201512130ram,det,SlayDa00,offense,0,,,,,
player,201512130ram,det,SlayDa00,off_pct,0%,,,,,
player,201512130ram,det,SlayDa00,defense,55,,,,,
player,201512130ram,det,SlayDa00,def_pct,100%,,,,,
player,201512130ram,det,SlayDa00,special_teams,7,,,,,
player,201512130ram,det,SlayDa00,st_pct,28%,,,,,
player,201512130ram,det,QuinGl99,pos,FS,,,,,
player,201512130ram,det,QuinGl99,offense,0,,,,,
player,201512130ram,det,QuinGl99,off_pct,0%,,,,,
player,201512130ram,det,QuinGl99,defense,55,,,,,
player,201512130ram,det,QuinGl99,def_pct,100%,,,,,
player,201512130ram,det,QuinGl99,special_teams,3,,,,,
player,201512130ram,det,QuinGl99,st_pct,12%,,,,,
player,201512130ram,det,LawsNe00,pos,CB,,,,,
player,201512130ram,det,LawsNe00,offense,0,,,,,
player,201512130ram,det,LawsNe00,off_pct,0%,,,,,
player,201512130ram,det,LawsNe00,defense,53,,,,,
player,201512130ram,det,LawsNe00,def_pct,96%,,,,,
player,201512130ram,det,LawsNe00,special_teams,4,,,,,
player,201512130ram,det,LawsNe00,st_pct,16%,,,,,
player,201512130ram,det,ByneJo00,pos,LB,,,,,
player,201512130ram,det,ByneJo00,offense,0,,,,,
player,201512130ram,det,ByneJo00,off_pct,0%,,,,,
player,201512130ram,det,ByneJo00,defense,51,,,,,
player,201512130ram,det,ByneJo00,def_pct,93%,,,,,
player,201512130ram,det,ByneJo00,special_teams,19,,,,,
player,201512130ram,det,ByneJo00,st_pct,76%,,,,,
player,201512130ram,det,TullSt20,pos,LB,,,,,
player,201512130ram,det,TullSt20,offense,0,,,,,
player,201512130ram,det,TullSt20,off_pct,0%,,,,,
player,201512130ram,det,TullSt20,defense,42,,,,,
player,201512130ram,det,TullSt20,def_pct,76%,,,,,
player,201512130ram,det,TullSt20,special_teams,0,,,,,
player,201512130ram,det,TullSt20,st_pct,0%,,,,,
player,201512130ram,det,WhitTa00,pos,LB,,,,,
player,201512130ram,det,WhitTa00,offense,0,,,,,
player,201512130ram,det,WhitTa00,off_pct,0%,,,,,
player,201512130ram,det,WhitTa00,defense,40,,,,,
player,201512130ram,det,WhitTa00,def_pct,73%,,,,,
player,201512130ram,det,WhitTa00,special_teams,14,,,,,
player,201512130ram,det,WhitTa00,st_pct,56%,,,,,
player,201512130ram,det,NgatHa20,pos,DT,,,,,
player,201512130ram,det,NgatHa20,offense,0,,,,,
player,201512130ram,det,NgatHa20,off_pct,0%,,,,,
player,201512130ram,det,NgatHa20,defense,40,,,,,
player,201512130ram,det,NgatHa20,def_pct,73%,,,,,
player,201512130ram,det,NgatHa20,special_teams,6,,,,,
player,201512130ram,det,NgatHa20,st_pct,24%,,,,,
player,201512130ram,det,AnsaEz00,pos,DE,,,,,
player,201512130ram,det,AnsaEz00,offense,0,,,,,
player,201512130ram,det,AnsaEz00,off_pct,0%,,,,,
player,201512130ram,det,AnsaEz00,defense,37,,,,,
player,201512130ram,det,AnsaEz00,def_pct,67%,,,,,
player,201512130ram,det,AnsaEz00,special_teams,6,,,,,
player,201512130ram,det,AnsaEz00,st_pct,24%,,,,,
player,201512130ram,det,JoneJa99,pos,DE,,,,,
player,201512130ram,det,JoneJa99,offense,0,,,,,
player,201512130ram,det,JoneJa99,off_pct,0%,,,,,
player,201512130ram,det,JoneJa99,defense,36,,,,,
player,201512130ram,det,JoneJa99,def_pct,65%,,,,,
player,201512130ram,det,JoneJa99,special_teams,7,,,,,
player,201512130ram,det,JoneJa99,st_pct,28%,,,,,
player,201512130ram,det,ReidCa00,pos,DT,,,,,
player,201512130ram,det,ReidCa00,offense,0,,,,,
player,201512130ram,det,ReidCa00,off_pct,0%,,,,,
player,201512130ram,det,ReidCa00,defense,33,,,,,
player,201512130ram,det,ReidCa00,def_pct,60%,,,,,
player,201512130ram,det,ReidCa00,special_teams,0,,,,,
player,201512130ram,det,ReidCa00,st_pct,0%,,,,,
player,201512130ram,det,IhedJa00,pos,SS,,,,,
player,201512130ram,det,IhedJa00,offense,0,,,,,
player,201512130ram,det,IhedJa00,off_pct,0%,,,,,
player,201512130ram,det,IhedJa00,defense,32,,,,,
player,201512130ram,det,IhedJa00,def_pct,58%,,,,,
player,201512130ram,det,IhedJa00,special_teams,0,,,,,
player,201512130ram,det,IhedJa00,st_pct,0%,,,,,
player,201512130ram,det,TaylDe00,pos,DE,,,,,
player,201512130ram,det,TaylDe00,offense,0,,,,,
player,201512130ram,det,TaylDe00,off_pct,0%,,,,,
player,201512130ram,det,TaylDe00,defense,30,,,,,
player,201512130ram,det,TaylDe00,def_pct,55%,,,,,
player,201512130ram,det,TaylDe00,special_teams,9,,,,,
player,201512130ram,det,TaylDe00,st_pct,36%,,,,,
player,201512130ram,det,AbduIs00,pos,FS,,,,,
player,201512130ram,det,AbduIs00,offense,0,,,,,
player,201512130ram,det,AbduIs00,off_pct,0%,,,,,
player,201512130ram,det,AbduIs00,defense,24,,,,,
player,201512130ram,det,AbduIs00,def_pct,44%,,,,,
player,201512130ram,det,AbduIs00,special_teams,13,,,,,
player,201512130ram,det,AbduIs00,st_pct,52%,,,,,
player,201512130ram,det,DiggQu00,pos,CB,,,,,
player,201512130ram,det,DiggQu00,offense,0,,,,,
player,201512130ram,det,DiggQu00,off_pct,0%,,,,,
player,201512130ram,det,DiggQu00,defense,22,,,,,
player,201512130ram,det,DiggQu00,def_pct,40%,,,,,
player,201512130ram,det,DiggQu00,special_teams,9,,,,,
player,201512130ram,det,DiggQu00,st_pct,36%,,,,,
player,201512130ram,det,TappDa20,pos,DE,,,,,
player,201512130ram,det,TappDa20,offense,0,,,,,
player,201512130ram,det,TappDa20,off_pct,0%,,,,,
player,201512130ram,det,TappDa20,defense,19,,,,,
player,201512130ram,det,TappDa20,def_pct,35%,,,,,
player,201512130ram,det,TappDa20,special_teams,9,,,,,
player,201512130ram,det,TappDa20,st_pct,36%,,,,,
player,201512130ram,det,ThorKh00,pos,DT,,,,,
player,201512130ram,det,ThorKh00,offense,0,,,,,
player,201512130ram,det,ThorKh00,off_pct,0%,,,,,
player,201512130ram,det,ThorKh00,defense,13,,,,,
player,201512130ram,det,ThorKh00,def_pct,24%,,,,,
player,201512130ram,det,ThorKh00,special_teams,1,,,,,
player,201512130ram,det,ThorKh00,st_pct,4%,,,,,
player,201512130ram,det,WilsC.98,pos,DE,,,,,
player,201512130ram,det,WilsC.98,offense,0,,,,,
player,201512130ram,det,WilsC.98,off_pct,0%,,,,,
player,201512130ram,det,WilsC.98,defense,12,,,,,
player,201512130ram,det,WilsC.98,def_pct,22%,,,,,
player,201512130ram,det,WilsC.98,special_teams,0,,,,,
player,201512130ram,det,WilsC.98,st_pct,0%,,,,,
player,201512130ram,det,VanNKy00,pos,LB,,,,,
player,201512130ram,det,VanNKy00,offense,0,,,,,
player,201512130ram,det,VanNKy00,off_pct,0%,,,,,
player,201512130ram,det,VanNKy00,defense,11,,,,,
player,201512130ram,det,VanNKy00,def_pct,20%,,,,,
player,201512130ram,det,VanNKy00,special_teams,16,,,,,
player,201512130ram,det,VanNKy00,st_pct,64%,,,,,
player,201512130ram,det,CareDo00,pos,SS,,,,,
player,201512130ram,det,CareDo00,offense,0,,,,,
player,201512130ram,det,CareDo00,off_pct,0%,,,,,
player,201512130ram,det,CareDo00,defense,0,,,,,
player,201512130ram,det,CareDo00,def_pct,0%,,,,,
player,201512130ram,det,CareDo00,special_teams,19,,,,,
player,201512130ram,det,CareDo00,st_pct,76%,,,,,
player,201512130ram,det,LewiTr00,pos,LB,,,,,
player,201512130ram,det,LewiTr00,offense,0,,,,,
player,201512130ram,det,LewiTr00,off_pct,0%,,,,,
player,201512130ram,det,LewiTr00,defense,0,,,,,
player,201512130ram,det,LewiTr00,def_pct,0%,,,,,
player,201512130ram,det,LewiTr00,special_teams,19,,,,,
player,201512130ram,det,LewiTr00,st_pct,76%,,,,,
player,201512130ram,det,WinnGe00,pos,RB,,,,,
player,201512130ram,det,WinnGe00,offense,0,,,,,
player,201512130ram,det,WinnGe00,off_pct,0%,,,,,
player,201512130ram,det,WinnGe00,defense,0,,,,,
player,201512130ram,det,WinnGe00,def_pct,0%,,,,,
player,201512130ram,det,WinnGe00,special_teams,16,,,,,
player,201512130ram,det,WinnGe00,st_pct,64%,,,,,
player,201512130ram,det,CopeBr00,pos,LB,,,,,
player,201512130ram,det,CopeBr00,offense,0,,,,,
player,201512130ram,det,CopeBr00,off_pct,0%,,,,,
player,201512130ram,det,CopeBr00,defense,0,,,,,
player,201512130ram,det,CopeBr00,def_pct,0%,,,,,
player,201512130ram,det,CopeBr00,special_teams,16,,,,,
player,201512130ram,det,CopeBr00,st_pct,64%,,,,,
player,201512130ram,det,MartSa01,pos,P,,,,,
player,201512130ram,det,MartSa01,offense,0,,,,,
player,201512130ram,det,MartSa01,off_pct,0%,,,,,
player,201512130ram,det,MartSa01,defense,0,,,,,
player,201512130ram,det,MartSa01,def_pct,0%,,,,,
player,201512130ram,det,MartSa01,special_teams,12,,,,,
player,201512130ram,det,MartSa01,st_pct,48%,,,,,
player,201512130ram,det,MuhlDo20,pos,LS,,,,,
player,201512130ram,det,MuhlDo20,offense,0,,,,,
player,201512130ram,det,MuhlDo20,off_pct,0%,,,,,
player,201512130ram,det,MuhlDo20,defense,0,,,,,
player,201512130ram,det,MuhlDo20,def_pct,0%,,,,,
player,201512130ram,det,MuhlDo20,special_teams,9,,,,,
player,201512130ram,det,MuhlDo20,st_pct,36%,,,,,
player,201512130ram,det,JohnIs01,pos,DB,,,,,
player,201512130ram,det,JohnIs01,offense,0,,,,,
player,201512130ram,det,JohnIs01,off_pct,0%,,,,,
player,201512130ram,det,JohnIs01,defense,0,,,,,
player,201512130ram,det,JohnIs01,def_pct,0%,,,,,
player,201512130ram,det,JohnIs01,special_teams,9,,,,,
player,201512130ram,det,JohnIs01,st_pct,36%,,,,,
player,201512130ram,det,ButlCr99,pos,CB,,,,,
player,201512130ram,det,ButlCr99,offense,0,,,,,
player,201512130ram,det,ButlCr99,off_pct,0%,,,,,
player,201512130ram,det,ButlCr99,defense,0,,,,,
player,201512130ram,det,ButlCr99,def_pct,0%,,,,,
player,201512130ram,det,ButlCr99,special_teams,4,,,,,
player,201512130ram,det,ButlCr99,st_pct,16%,,,,,
player,201512130ram,det,RamiMa20,pos,G,,,,,
player,201512130ram,det,RamiMa20,offense,0,,,,,
player,201512130ram,det,RamiMa20,off_pct,0%,,,,,
player,201512130ram,det,RamiMa20,defense,0,,,,,
player,201512130ram,det,RamiMa20,def_pct,0%,,,,,
player,201512130ram,det,RamiMa20,special_teams,2,,,,,
player,201512130ram,det,RamiMa20,st_pct,8%,,,,,
player,201512130ram,det,PratMa20,pos,K,,,,,
player,201512130ram,det,PratMa20,offense,0,,,,,
player,201512130ram,det,PratMa20,off_pct,0%,,,,,
player,201512130ram,det,PratMa20,defense,0,,,,,
player,201512130ram,det,PratMa20,def_pct,0%,,,,,
player,201512130ram,det,PratMa20,special_teams,2,,,,,
player,201512130ram,det,PratMa20,st_pct,8%,,,,,
