game,2015,5,20151011,201510110phi,nor,"New Orleans Saints",17,phi,"Philadelphia Eagles",39
player,201510110phi,phi,AustMi00,rec_td,0,,,,,
player,201510110phi,phi,AustMi00,rec_long,0,,,,,
player,201510110phi,phi,AustMi00,fumbles,0,,,,,
player,201510110phi,phi,AustMi00,fumbles_lost,0,,,,,
player,201510110phi,nor,BrowBr00,def_int,1,,,,,
player,201510110phi,nor,BrowBr00,def_int_yds,0,,,,,
player,201510110phi,nor,BrowBr00,def_int_td,0,,,,,
player,201510110phi,nor,BrowBr00,def_int_long,0,,,,,
player,201510110phi,nor,BrowBr00,pass_defended,1,,,,,
player,201510110phi,nor,BrowBr00,sacks,0.0,,,,,
player,201510110phi,nor,BrowBr00,tackles_combined,7,,,,,
player,201510110phi,nor,BrowBr00,tackles_solo,7,,,,,
player,201510110phi,nor,BrowBr00,tackles_assists,0,,,,,
player,201510110phi,nor,BrowBr00,tackles_loss,0,,,,,
player,201510110phi,nor,BrowBr00,qb_hits,0,,,,,
player,201510110phi,nor,BrowBr00,fumbles_rec,0,,,,,
player,201510110phi,nor,BrowBr00,fumbles_rec_yds,0,,,,,
player,201510110phi,nor,BrowBr00,fumbles_rec_td,0,,,,,
player,201510110phi,nor,BrowBr00,fumbles_forced,0,,,,,
player,201510110phi,nor,BreaDe00,def_int,1,,,,,
player,201510110phi,nor,BreaDe00,def_int_yds,0,,,,,
player,201510110phi,nor,BreaDe00,def_int_td,0,,,,,
player,201510110phi,nor,BreaDe00,def_int_long,0,,,,,
player,201510110phi,nor,BreaDe00,pass_defended,1,,,,,
player,201510110phi,nor,BreaDe00,sacks,0.0,,,,,
player,201510110phi,nor,BreaDe00,tackles_combined,5,,,,,
player,201510110phi,nor,BreaDe00,tackles_solo,5,,,,,
player,201510110phi,nor,BreaDe00,tackles_assists,0,,,,,
player,201510110phi,nor,BreaDe00,tackles_loss,1,,,,,
player,201510110phi,nor,BreaDe00,qb_hits,0,,,,,
player,201510110phi,nor,BreaDe00,fumbles_rec,0,,,,,
player,201510110phi,nor,BreaDe00,fumbles_rec_yds,0,,,,,
player,201510110phi,nor,BreaDe00,fumbles_rec_td,0,,,,,
player,201510110phi,nor,BreaDe00,fumbles_forced,0,,,,,
player,201510110phi,nor,VaccKe00,def_int,0,,,,,
player,201510110phi,nor,VaccKe00,def_int_yds,0,,,,,
player,201510110phi,nor,VaccKe00,def_int_td,0,,,,,
player,201510110phi,nor,VaccKe00,def_int_long,0,,,,,
player,201510110phi,nor,VaccKe00,pass_defended,0,,,,,
player,201510110phi,nor,VaccKe00,sacks,0.0,,,,,
player,201510110phi,nor,VaccKe00,tackles_combined,11,,,,,
player,201510110phi,nor,VaccKe00,tackles_solo,9,,,,,
player,201510110phi,nor,VaccKe00,tackles_assists,2,,,,,
player,201510110phi,nor,VaccKe00,tackles_loss,1,,,,,
player,201510110phi,nor,VaccKe00,qb_hits,0,,,,,
player,201510110phi,nor,VaccKe00,fumbles_rec,0,,,,,
player,201510110phi,nor,VaccKe00,fumbles_rec_yds,0,,,,,
player,201510110phi,nor,VaccKe00,fumbles_rec_td,0,,,,,
player,201510110phi,nor,VaccKe00,fumbles_forced,0,,,,,
player,201510110phi,nor,AnthSt00,def_int,0,,,,,
player,201510110phi,nor,AnthSt00,def_int_yds,0,,,,,
player,201510110phi,nor,AnthSt00,def_int_td,0,,,,,
player,201510110phi,nor,AnthSt00,def_int_long,0,,,,,
player,201510110phi,nor,AnthSt00,pass_defended,0,,,,,
player,201510110phi,nor,AnthSt00,sacks,0.0,,,,,
player,201510110phi,nor,AnthSt00,tackles_combined,9,,,,,
player,201510110phi,nor,AnthSt00,tackles_solo,9,,,,,
player,201510110phi,nor,AnthSt00,tackles_assists,0,,,,,
player,201510110phi,nor,AnthSt00,tackles_loss,1,,,,,
player,201510110phi,nor,AnthSt00,qb_hits,0,,,,,
player,201510110phi,nor,AnthSt00,fumbles_rec,0,,,,,
player,201510110phi,nor,AnthSt00,fumbles_rec_yds,0,,,,,
player,201510110phi,nor,AnthSt00,fumbles_rec_td,0,,,,,
player,201510110phi,nor,AnthSt00,fumbles_forced,0,,,,,
player,201510110phi,nor,ElleDa99,def_int,0,,,,,
player,201510110phi,nor,ElleDa99,def_int_yds,0,,,,,
player,201510110phi,nor,ElleDa99,def_int_td,0,,,,,
player,201510110phi,nor,ElleDa99,def_int_long,0,,,,,
player,201510110phi,nor,ElleDa99,pass_defended,1,,,,,
player,201510110phi,nor,ElleDa99,sacks,0.0,,,,,
player,201510110phi,nor,ElleDa99,tackles_combined,7,,,,,
player,201510110phi,nor,ElleDa99,tackles_solo,7,,,,,
player,201510110phi,nor,ElleDa99,tackles_assists,0,,,,,
player,201510110phi,nor,ElleDa99,tackles_loss,0,,,,,
player,201510110phi,nor,ElleDa99,qb_hits,0,,,,,
player,201510110phi,nor,ElleDa99,fumbles_rec,0,,,,,
player,201510110phi,nor,ElleDa99,fumbles_rec_yds,0,,,,,
player,201510110phi,nor,ElleDa99,fumbles_rec_td,0,,,,,
player,201510110phi,nor,ElleDa99,fumbles_forced,0,,,,,
player,201510110phi,nor,HawtDa20,def_int,0,,,,,
player,201510110phi,nor,HawtDa20,def_int_yds,0,,,,,
player,201510110phi,nor,HawtDa20,def_int_td,0,,,,,
player,201510110phi,nor,HawtDa20,def_int_long,0,,,,,
player,201510110phi,nor,HawtDa20,pass_defended,0,,,,,
player,201510110phi,nor,HawtDa20,sacks,0.0,,,,,
player,201510110phi,nor,HawtDa20,tackles_combined,4,,,,,
player,201510110phi,nor,HawtDa20,tackles_solo,3,,,,,
player,201510110phi,nor,HawtDa20,tackles_assists,1,,,,,
player,201510110phi,nor,HawtDa20,tackles_loss,0,,,,,
player,201510110phi,nor,HawtDa20,qb_hits,0,,,,,
player,201510110phi,nor,HawtDa20,fumbles_rec,0,,,,,
player,201510110phi,nor,HawtDa20,fumbles_rec_yds,0,,,,,
player,201510110phi,nor,HawtDa20,fumbles_rec_td,0,,,,,
player,201510110phi,nor,HawtDa20,fumbles_forced,0,,,,,
player,201510110phi,nor,ByrdJa99,def_int,0,,,,,
player,201510110phi,nor,ByrdJa99,def_int_yds,0,,,,,
player,201510110phi,nor,ByrdJa99,def_int_td,0,,,,,
player,201510110phi,nor,ByrdJa99,def_int_long,0,,,,,
player,201510110phi,nor,ByrdJa99,pass_defended,1,,,,,
player,201510110phi,nor,ByrdJa99,sacks,0.0,,,,,
player,201510110phi,nor,ByrdJa99,tackles_combined,3,,,,,
player,201510110phi,nor,ByrdJa99,tackles_solo,2,,,,,
player,201510110phi,nor,ByrdJa99,tackles_assists,1,,,,,
player,201510110phi,nor,ByrdJa99,tackles_loss,0,,,,,
player,201510110phi,nor,ByrdJa99,qb_hits,0,,,,,
player,201510110phi,nor,ByrdJa99,fumbles_rec,0,,,,,
player,201510110phi,nor,ByrdJa99,fumbles_rec_yds,0,,,,,
player,201510110phi,nor,ByrdJa99,fumbles_rec_td,0,,,,,
player,201510110phi,nor,ByrdJa99,fumbles_forced,0,,,,,
player,201510110phi,nor,JordCa00,def_int,0,,,,,
player,201510110phi,nor,JordCa00,def_int_yds,0,,,,,
player,201510110phi,nor,JordCa00,def_int_td,0,,,,,
player,201510110phi,nor,JordCa00,def_int_long,0,,,,,
player,201510110phi,nor,JordCa00,pass_defended,0,,,,,
player,201510110phi,nor,JordCa00,sacks,0.0,,,,,
player,201510110phi,nor,JordCa00,tackles_combined,3,,,,,
player,201510110phi,nor,JordCa00,tackles_solo,3,,,,,
player,201510110phi,nor,JordCa00,tackles_assists,0,,,,,
player,201510110phi,nor,JordCa00,tackles_loss,0,,,,,
player,201510110phi,nor,JordCa00,qb_hits,0,,,,,
player,201510110phi,nor,JordCa00,fumbles_rec,0,,,,,
player,201510110phi,nor,JordCa00,fumbles_rec_yds,0,,,,,
player,201510110phi,nor,JordCa00,fumbles_rec_td,0,,,,,
player,201510110phi,nor,JordCa00,fumbles_forced,0,,,,,
player,201510110phi,nor,SanfJa99,def_int,0,,,,,
player,201510110phi,nor,SanfJa99,def_int_yds,0,,,,,
player,201510110phi,nor,SanfJa99,def_int_td,0,,,,,
player,201510110phi,nor,SanfJa99,def_int_long,0,,,,,
player,201510110phi,nor,SanfJa99,pass_defended,0,,,,,
player,201510110phi,nor,SanfJa99,sacks,0.0,,,,,
player,201510110phi,nor,SanfJa99,tackles_combined,3,,,,,
player,201510110phi,nor,SanfJa99,tackles_solo,3,,,,,
player,201510110phi,nor,SanfJa99,tackles_assists,0,,,,,
player,201510110phi,nor,SanfJa99,tackles_loss,0,,,,,
player,201510110phi,nor,SanfJa99,qb_hits,0,,,,,
player,201510110phi,nor,SanfJa99,fumbles_rec,0,,,,,
player,201510110phi,nor,SanfJa99,fumbles_rec_yds,0,,,,,
player,201510110phi,nor,SanfJa99,fumbles_rec_td,0,,,,,
player,201510110phi,nor,SanfJa99,fumbles_forced,0,,,,,
player,201510110phi,nor,DixoBr01,def_int,0,,,,,
player,201510110phi,nor,DixoBr01,def_int_yds,0,,,,,
player,201510110phi,nor,DixoBr01,def_int_td,0,,,,,
player,201510110phi,nor,DixoBr01,def_int_long,0,,,,,
player,201510110phi,nor,DixoBr01,pass_defended,0,,,,,
player,201510110phi,nor,DixoBr01,sacks,0.0,,,,,
player,201510110phi,nor,DixoBr01,tackles_combined,2,,,,,
player,201510110phi,nor,DixoBr01,tackles_solo,1,,,,,
player,201510110phi,nor,DixoBr01,tackles_assists,1,,,,,
player,201510110phi,nor,DixoBr01,tackles_loss,0,,,,,
player,201510110phi,nor,DixoBr01,qb_hits,0,,,,,
player,201510110phi,nor,DixoBr01,fumbles_rec,0,,,,,
player,201510110phi,nor,DixoBr01,fumbles_rec_yds,0,,,,,
player,201510110phi,nor,DixoBr01,fumbles_rec_td,0,,,,,
player,201510110phi,nor,DixoBr01,fumbles_forced,0,,,,,
player,201510110phi,nor,JenkJo00,def_int,0,,,,,
player,201510110phi,nor,JenkJo00,def_int_yds,0,,,,,
player,201510110phi,nor,JenkJo00,def_int_td,0,,,,,
player,201510110phi,nor,JenkJo00,def_int_long,0,,,,,
player,201510110phi,nor,JenkJo00,pass_defended,0,,,,,
player,201510110phi,nor,JenkJo00,sacks,0.0,,,,,
player,201510110phi,nor,JenkJo00,tackles_combined,2,,,,,
player,201510110phi,nor,JenkJo00,tackles_solo,2,,,,,
player,201510110phi,nor,JenkJo00,tackles_assists,0,,,,,
player,201510110phi,nor,JenkJo00,tackles_loss,0,,,,,
player,201510110phi,nor,JenkJo00,qb_hits,0,,,,,
player,201510110phi,nor,JenkJo00,fumbles_rec,0,,,,,
player,201510110phi,nor,JenkJo00,fumbles_rec_yds,0,,,,,
player,201510110phi,nor,JenkJo00,fumbles_rec_td,0,,,,,
player,201510110phi,nor,JenkJo00,fumbles_forced,0,,,,,
player,201510110phi,nor,WilsKy99,def_int,0,,,,,
player,201510110phi,nor,WilsKy99,def_int_yds,0,,,,,
player,201510110phi,nor,WilsKy99,def_int_td,0,,,,,
player,201510110phi,nor,WilsKy99,def_int_long,0,,,,,
player,201510110phi,nor,WilsKy99,pass_defended,0,,,,,
player,201510110phi,nor,WilsKy99,sacks,0.0,,,,,
player,201510110phi,nor,WilsKy99,tackles_combined,2,,,,,
player,201510110phi,nor,WilsKy99,tackles_solo,2,,,,,
player,201510110phi,nor,WilsKy99,tackles_assists,0,,,,,
player,201510110phi,nor,WilsKy99,tackles_loss,0,,,,,
player,201510110phi,nor,WilsKy99,qb_hits,0,,,,,
player,201510110phi,nor,WilsKy99,fumbles_rec,0,,,,,
player,201510110phi,nor,WilsKy99,fumbles_rec_yds,0,,,,,
player,201510110phi,nor,WilsKy99,fumbles_rec_td,0,,,,,
player,201510110phi,nor,WilsKy99,fumbles_forced,0,,,,,
player,201510110phi,nor,BarnTa00,def_int,0,,,,,
player,201510110phi,nor,BarnTa00,def_int_yds,0,,,,,
player,201510110phi,nor,BarnTa00,def_int_td,0,,,,,
player,201510110phi,nor,BarnTa00,def_int_long,0,,,,,
player,201510110phi,nor,BarnTa00,pass_defended,0,,,,,
player,201510110phi,nor,BarnTa00,sacks,0.0,,,,,
player,201510110phi,nor,BarnTa00,tackles_combined,1,,,,,
player,201510110phi,nor,BarnTa00,tackles_solo,1,,,,,
player,201510110phi,nor,BarnTa00,tackles_assists,0,,,,,
player,201510110phi,nor,BarnTa00,tackles_loss,0,,,,,
player,201510110phi,nor,BarnTa00,qb_hits,0,,,,,
player,201510110phi,nor,BarnTa00,fumbles_rec,0,,,,,
player,201510110phi,nor,BarnTa00,fumbles_rec_yds,0,,,,,
player,201510110phi,nor,BarnTa00,fumbles_rec_td,0,,,,,
player,201510110phi,nor,BarnTa00,fumbles_forced,0,,,,,
player,201510110phi,nor,DaviTy01,def_int,0,,,,,
player,201510110phi,nor,DaviTy01,def_int_yds,0,,,,,
player,201510110phi,nor,DaviTy01,def_int_td,0,,,,,
player,201510110phi,nor,DaviTy01,def_int_long,0,,,,,
player,201510110phi,nor,DaviTy01,pass_defended,0,,,,,
player,201510110phi,nor,DaviTy01,sacks,0.0,,,,,
player,201510110phi,nor,DaviTy01,tackles_combined,1,,,,,
player,201510110phi,nor,DaviTy01,tackles_solo,0,,,,,
player,201510110phi,nor,DaviTy01,tackles_assists,1,,,,,
player,201510110phi,nor,DaviTy01,tackles_loss,0,,,,,
player,201510110phi,nor,DaviTy01,qb_hits,0,,,,,
player,201510110phi,nor,DaviTy01,fumbles_rec,0,,,,,
player,201510110phi,nor,DaviTy01,fumbles_rec_yds,0,,,,,
player,201510110phi,nor,DaviTy01,fumbles_rec_td,0,,,,,
player,201510110phi,nor,DaviTy01,fumbles_forced,0,,,,,
player,201510110phi,nor,EdebKa00,def_int,0,,,,,
player,201510110phi,nor,EdebKa00,def_int_yds,0,,,,,
player,201510110phi,nor,EdebKa00,def_int_td,0,,,,,
player,201510110phi,nor,EdebKa00,def_int_long,0,,,,,
player,201510110phi,nor,EdebKa00,pass_defended,0,,,,,
player,201510110phi,nor,EdebKa00,sacks,0.0,,,,,
player,201510110phi,nor,EdebKa00,tackles_combined,1,,,,,
player,201510110phi,nor,EdebKa00,tackles_solo,1,,,,,
player,201510110phi,nor,EdebKa00,tackles_assists,0,,,,,
player,201510110phi,nor,EdebKa00,tackles_loss,0,,,,,
player,201510110phi,nor,EdebKa00,qb_hits,0,,,,,
player,201510110phi,nor,EdebKa00,fumbles_rec,0,,,,,
player,201510110phi,nor,EdebKa00,fumbles_rec_yds,0,,,,,
player,201510110phi,nor,EdebKa00,fumbles_rec_td,0,,,,,
player,201510110phi,nor,EdebKa00,fumbles_forced,0,,,,,
player,201510110phi,nor,HockZa00,def_int,0,,,,,
player,201510110phi,nor,HockZa00,def_int_yds,0,,,,,
player,201510110phi,nor,HockZa00,def_int_td,0,,,,,
player,201510110phi,nor,HockZa00,def_int_long,0,,,,,
player,201510110phi,nor,HockZa00,pass_defended,0,,,,,
player,201510110phi,nor,HockZa00,sacks,0.0,,,,,
player,201510110phi,nor,HockZa00,tackles_combined,1,,,,,
player,201510110phi,nor,HockZa00,tackles_solo,0,,,,,
player,201510110phi,nor,HockZa00,tackles_assists,1,,,,,
player,201510110phi,nor,HockZa00,tackles_loss,0,,,,,
player,201510110phi,nor,HockZa00,qb_hits,0,,,,,
player,201510110phi,nor,HockZa00,fumbles_rec,0,,,,,
player,201510110phi,nor,HockZa00,fumbles_rec_yds,0,,,,,
player,201510110phi,nor,HockZa00,fumbles_rec_td,0,,,,,
player,201510110phi,nor,HockZa00,fumbles_forced,0,,,,,
player,201510110phi,nor,HumbRa00,def_int,0,,,,,
player,201510110phi,nor,HumbRa00,def_int_yds,0,,,,,
player,201510110phi,nor,HumbRa00,def_int_td,0,,,,,
player,201510110phi,nor,HumbRa00,def_int_long,0,,,,,
player,201510110phi,nor,HumbRa00,pass_defended,0,,,,,
player,201510110phi,nor,HumbRa00,sacks,0.0,,,,,
player,201510110phi,nor,HumbRa00,tackles_combined,1,,,,,
player,201510110phi,nor,HumbRa00,tackles_solo,1,,,,,
player,201510110phi,nor,HumbRa00,tackles_assists,0,,,,,
player,201510110phi,nor,HumbRa00,tackles_loss,0,,,,,
player,201510110phi,nor,HumbRa00,qb_hits,0,,,,,
player,201510110phi,nor,HumbRa00,fumbles_rec,0,,,,,
player,201510110phi,nor,HumbRa00,fumbles_rec_yds,0,,,,,
player,201510110phi,nor,HumbRa00,fumbles_rec_td,0,,,,,
player,201510110phi,nor,HumbRa00,fumbles_forced,0,,,,,
player,201510110phi,nor,KikaHa00,def_int,0,,,,,
player,201510110phi,nor,KikaHa00,def_int_yds,0,,,,,
player,201510110phi,nor,KikaHa00,def_int_td,0,,,,,
player,201510110phi,nor,KikaHa00,def_int_long,0,,,,,
player,201510110phi,nor,KikaHa00,pass_defended,0,,,,,
player,201510110phi,nor,KikaHa00,sacks,0.0,,,,,
player,201510110phi,nor,KikaHa00,tackles_combined,1,,,,,
player,201510110phi,nor,KikaHa00,tackles_solo,1,,,,,
player,201510110phi,nor,KikaHa00,tackles_assists,0,,,,,
player,201510110phi,nor,KikaHa00,tackles_loss,0,,,,,
player,201510110phi,nor,KikaHa00,qb_hits,0,,,,,
player,201510110phi,nor,KikaHa00,fumbles_rec,0,,,,,
player,201510110phi,nor,KikaHa00,fumbles_rec_yds,0,,,,,
player,201510110phi,nor,KikaHa00,fumbles_rec_td,0,,,,,
player,201510110phi,nor,KikaHa00,fumbles_forced,0,,,,,
player,201510110phi,nor,LewiKe96,def_int,0,,,,,
player,201510110phi,nor,LewiKe96,def_int_yds,0,,,,,
player,201510110phi,nor,LewiKe96,def_int_td,0,,,,,
player,201510110phi,nor,LewiKe96,def_int_long,0,,,,,
player,201510110phi,nor,LewiKe96,pass_defended,1,,,,,
player,201510110phi,nor,LewiKe96,sacks,0.0,,,,,
player,201510110phi,nor,LewiKe96,tackles_combined,1,,,,,
player,201510110phi,nor,LewiKe96,tackles_solo,1,,,,,
player,201510110phi,nor,LewiKe96,tackles_assists,0,,,,,
player,201510110phi,nor,LewiKe96,tackles_loss,0,,,,,
player,201510110phi,nor,LewiKe96,qb_hits,0,,,,,
player,201510110phi,nor,LewiKe96,fumbles_rec,0,,,,,
player,201510110phi,nor,LewiKe96,fumbles_rec_yds,0,,,,,
player,201510110phi,nor,LewiKe96,fumbles_rec_td,0,,,,,
player,201510110phi,nor,LewiKe96,fumbles_forced,0,,,,,
player,201510110phi,nor,WillKe98,def_int,0,,,,,
player,201510110phi,nor,WillKe98,def_int_yds,0,,,,,
player,201510110phi,nor,WillKe98,def_int_td,0,,,,,
player,201510110phi,nor,WillKe98,def_int_long,0,,,,,
player,201510110phi,nor,WillKe98,pass_defended,0,,,,,
player,201510110phi,nor,WillKe98,sacks,0.0,,,,,
player,201510110phi,nor,WillKe98,tackles_combined,1,,,,,
player,201510110phi,nor,WillKe98,tackles_solo,1,,,,,
player,201510110phi,nor,WillKe98,tackles_assists,0,,,,,
player,201510110phi,nor,WillKe98,tackles_loss,0,,,,,
player,201510110phi,nor,WillKe98,qb_hits,0,,,,,
player,201510110phi,nor,WillKe98,fumbles_rec,0,,,,,
player,201510110phi,nor,WillKe98,fumbles_rec_yds,0,,,,,
player,201510110phi,nor,WillKe98,fumbles_rec_td,0,,,,,
player,201510110phi,nor,WillKe98,fumbles_forced,0,,,,,
player,201510110phi,nor,SwanDa02,def_int,0,,,,,
player,201510110phi,nor,SwanDa02,def_int_yds,0,,,,,
player,201510110phi,nor,SwanDa02,def_int_td,0,,,,,
player,201510110phi,nor,SwanDa02,def_int_long,0,,,,,
player,201510110phi,nor,SwanDa02,pass_defended,1,,,,,
player,201510110phi,nor,SwanDa02,sacks,0.0,,,,,
player,201510110phi,nor,SwanDa02,tackles_combined,0,,,,,
player,201510110phi,nor,SwanDa02,tackles_solo,0,,,,,
player,201510110phi,nor,SwanDa02,tackles_assists,0,,,,,
player,201510110phi,nor,SwanDa02,tackles_loss,0,,,,,
player,201510110phi,nor,SwanDa02,qb_hits,0,,,,,
player,201510110phi,nor,SwanDa02,fumbles_rec,0,,,,,
player,201510110phi,nor,SwanDa02,fumbles_rec_yds,0,,,,,
player,201510110phi,nor,SwanDa02,fumbles_rec_td,0,,,,,
player,201510110phi,nor,SwanDa02,fumbles_forced,0,,,,,
player,201510110phi,phi,ThurWa99,def_int,1,,,,,
player,201510110phi,phi,ThurWa99,def_int_yds,44,,,,,
player,201510110phi,phi,ThurWa99,def_int_td,0,,,,,
player,201510110phi,phi,ThurWa99,def_int_long,44,,,,,
player,201510110phi,phi,ThurWa99,pass_defended,2,,,,,
player,201510110phi,phi,ThurWa99,sacks,0.0,,,,,
player,201510110phi,phi,ThurWa99,tackles_combined,4,,,,,
player,201510110phi,phi,ThurWa99,tackles_solo,4,,,,,
player,201510110phi,phi,ThurWa99,tackles_assists,0,,,,,
player,201510110phi,phi,ThurWa99,tackles_loss,0,,,,,
player,201510110phi,phi,ThurWa99,qb_hits,0,,,,,
player,201510110phi,phi,ThurWa99,fumbles_rec,0,,,,,
player,201510110phi,phi,ThurWa99,fumbles_rec_yds,0,,,,,
player,201510110phi,phi,ThurWa99,fumbles_rec_td,0,,,,,
player,201510110phi,phi,ThurWa99,fumbles_forced,0,,,,,
player,201510110phi,phi,CoxxFl00,def_int,0,,,,,
player,201510110phi,phi,CoxxFl00,def_int_yds,0,,,,,
player,201510110phi,phi,CoxxFl00,def_int_td,0,,,,,
player,201510110phi,phi,CoxxFl00,def_int_long,0,,,,,
player,201510110phi,phi,CoxxFl00,pass_defended,0,,,,,
player,201510110phi,phi,CoxxFl00,sacks,3.0,,,,,
player,201510110phi,phi,CoxxFl00,tackles_combined,6,,,,,
player,201510110phi,phi,CoxxFl00,tackles_solo,6,,,,,
player,201510110phi,phi,CoxxFl00,tackles_assists,0,,,,,
player,201510110phi,phi,CoxxFl00,tackles_loss,1,,,,,
player,201510110phi,phi,CoxxFl00,qb_hits,3,,,,,
player,201510110phi,phi,CoxxFl00,fumbles_rec,1,,,,,
player,201510110phi,phi,CoxxFl00,fumbles_rec_yds,0,,,,,
player,201510110phi,phi,CoxxFl00,fumbles_rec_td,0,,,,,
player,201510110phi,phi,CoxxFl00,fumbles_forced,2,,,,,
player,201510110phi,phi,LogaBe00,def_int,0,,,,,
player,201510110phi,phi,LogaBe00,def_int_yds,0,,,,,
player,201510110phi,phi,LogaBe00,def_int_td,0,,,,,
player,201510110phi,phi,LogaBe00,def_int_long,0,,,,,
player,201510110phi,phi,LogaBe00,pass_defended,0,,,,,
player,201510110phi,phi,LogaBe00,sacks,1.0,,,,,
player,201510110phi,phi,LogaBe00,tackles_combined,5,,,,,
player,201510110phi,phi,LogaBe00,tackles_solo,4,,,,,
player,201510110phi,phi,LogaBe00,tackles_assists,1,,,,,
player,201510110phi,phi,LogaBe00,tackles_loss,3,,,,,
player,201510110phi,phi,LogaBe00,qb_hits,1,,,,,
player,201510110phi,phi,LogaBe00,fumbles_rec,0,,,,,
player,201510110phi,phi,LogaBe00,fumbles_rec_yds,0,,,,,
player,201510110phi,phi,LogaBe00,fumbles_rec_td,0,,,,,
player,201510110phi,phi,LogaBe00,fumbles_forced,0,,,,,
player,201510110phi,phi,BramBr00,def_int,0,,,,,
player,201510110phi,phi,BramBr00,def_int_yds,0,,,,,
player,201510110phi,phi,BramBr00,def_int_td,0,,,,,
player,201510110phi,phi,BramBr00,def_int_long,0,,,,,
player,201510110phi,phi,BramBr00,pass_defended,0,,,,,
player,201510110phi,phi,BramBr00,sacks,1.0,,,,,
player,201510110phi,phi,BramBr00,tackles_combined,1,,,,,
player,201510110phi,phi,BramBr00,tackles_solo,1,,,,,
player,201510110phi,phi,BramBr00,tackles_assists,0,,,,,
player,201510110phi,phi,BramBr00,tackles_loss,1,,,,,
player,201510110phi,phi,BramBr00,qb_hits,1,,,,,
player,201510110phi,phi,BramBr00,fumbles_rec,0,,,,,
player,201510110phi,phi,BramBr00,fumbles_rec_yds,0,,,,,
player,201510110phi,phi,BramBr00,fumbles_rec_td,0,,,,,
player,201510110phi,phi,BramBr00,fumbles_forced,0,,,,,
player,201510110phi,phi,JenkMa99,def_int,0,,,,,
player,201510110phi,phi,JenkMa99,def_int_yds,0,,,,,
player,201510110phi,phi,JenkMa99,def_int_td,0,,,,,
player,201510110phi,phi,JenkMa99,def_int_long,0,,,,,
player,201510110phi,phi,JenkMa99,pass_defended,0,,,,,
player,201510110phi,phi,JenkMa99,sacks,0.0,,,,,
player,201510110phi,phi,JenkMa99,tackles_combined,6,,,,,
player,201510110phi,phi,JenkMa99,tackles_solo,4,,,,,
player,201510110phi,phi,JenkMa99,tackles_assists,2,,,,,
player,201510110phi,phi,JenkMa99,tackles_loss,2,,,,,
player,201510110phi,phi,JenkMa99,qb_hits,0,,,,,
player,201510110phi,phi,JenkMa99,fumbles_rec,0,,,,,
player,201510110phi,phi,JenkMa99,fumbles_rec_yds,0,,,,,
player,201510110phi,phi,JenkMa99,fumbles_rec_td,0,,,,,
player,201510110phi,phi,JenkMa99,fumbles_forced,0,,,,,
player,201510110phi,phi,CarrNo00,def_int,0,,,,,
player,201510110phi,phi,CarrNo00,def_int_yds,0,,,,,
player,201510110phi,phi,CarrNo00,def_int_td,0,,,,,
player,201510110phi,phi,CarrNo00,def_int_long,0,,,,,
player,201510110phi,phi,CarrNo00,pass_defended,1,,,,,
player,201510110phi,phi,CarrNo00,sacks,0.0,,,,,
player,201510110phi,phi,CarrNo00,tackles_combined,5,,,,,
player,201510110phi,phi,CarrNo00,tackles_solo,3,,,,,
player,201510110phi,phi,CarrNo00,tackles_assists,2,,,,,
player,201510110phi,phi,CarrNo00,tackles_loss,0,,,,,
player,201510110phi,phi,CarrNo00,qb_hits,0,,,,,
player,201510110phi,phi,CarrNo00,fumbles_rec,0,,,,,
player,201510110phi,phi,CarrNo00,fumbles_rec_yds,0,,,,,
player,201510110phi,phi,CarrNo00,fumbles_rec_td,0,,,,,
player,201510110phi,phi,CarrNo00,fumbles_forced,0,,,,,
player,201510110phi,phi,GoodNa00,def_int,0,,,,,
player,201510110phi,phi,GoodNa00,def_int_yds,0,,,,,
player,201510110phi,phi,GoodNa00,def_int_td,0,,,,,
player,201510110phi,phi,GoodNa00,def_int_long,0,,,,,
player,201510110phi,phi,GoodNa00,pass_defended,0,,,,,
player,201510110phi,phi,GoodNa00,sacks,0.0,,,,,
player,201510110phi,phi,GoodNa00,tackles_combined,4,,,,,
player,201510110phi,phi,GoodNa00,tackles_solo,4,,,,,
player,201510110phi,phi,GoodNa00,tackles_assists,0,,,,,
player,201510110phi,phi,GoodNa00,tackles_loss,0,,,,,
player,201510110phi,phi,GoodNa00,qb_hits,0,,,,,
player,201510110phi,phi,GoodNa00,fumbles_rec,0,,,,,
player,201510110phi,phi,GoodNa00,fumbles_rec_yds,0,,,,,
player,201510110phi,phi,GoodNa00,fumbles_rec_td,0,,,,,
player,201510110phi,phi,GoodNa00,fumbles_forced,0,,,,,
player,201510110phi,phi,HickJo00,def_int,0,,,,,
player,201510110phi,phi,HickJo00,def_int_yds,0,,,,,
player,201510110phi,phi,HickJo00,def_int_td,0,,,,,
player,201510110phi,phi,HickJo00,def_int_long,0,,,,,
player,201510110phi,phi,HickJo00,pass_defended,1,,,,,
player,201510110phi,phi,HickJo00,sacks,0.0,,,,,
player,201510110phi,phi,HickJo00,tackles_combined,4,,,,,
player,201510110phi,phi,HickJo00,tackles_solo,2,,,,,
player,201510110phi,phi,HickJo00,tackles_assists,2,,,,,
player,201510110phi,phi,HickJo00,tackles_loss,0,,,,,
player,201510110phi,phi,HickJo00,qb_hits,0,,,,,
player,201510110phi,phi,HickJo00,fumbles_rec,1,,,,,
