game,2015,11,20151122,201511220chi,den,"Denver Broncos",17,chi,"Chicago Bears",15
player,201511220chi,chi,JoneHa02,def_int_td,0,,,,,
player,201511220chi,chi,JoneHa02,def_int_long,0,,,,,
player,201511220chi,chi,JoneHa02,pass_defended,0,,,,,
player,201511220chi,chi,JoneHa02,sacks,0.0,,,,,
player,201511220chi,chi,JoneHa02,tackles_combined,1,,,,,
player,201511220chi,chi,JoneHa02,tackles_solo,1,,,,,
player,201511220chi,chi,JoneHa02,tackles_assists,0,,,,,
player,201511220chi,chi,JoneHa02,tackles_loss,0,,,,,
player,201511220chi,chi,JoneHa02,qb_hits,0,,,,,
player,201511220chi,chi,JoneHa02,fumbles_rec,0,,,,,
player,201511220chi,chi,JoneHa02,fumbles_rec_yds,0,,,,,
player,201511220chi,chi,JoneHa02,fumbles_rec_td,0,,,,,
player,201511220chi,chi,JoneHa02,fumbles_forced,0,,,,,
player,201511220chi,chi,McPhPe00,def_int,0,,,,,
player,201511220chi,chi,McPhPe00,def_int_yds,0,,,,,
player,201511220chi,chi,McPhPe00,def_int_td,0,,,,,
player,201511220chi,chi,McPhPe00,def_int_long,0,,,,,
player,201511220chi,chi,McPhPe00,pass_defended,0,,,,,
player,201511220chi,chi,McPhPe00,sacks,0.0,,,,,
player,201511220chi,chi,McPhPe00,tackles_combined,1,,,,,
player,201511220chi,chi,McPhPe00,tackles_solo,1,,,,,
player,201511220chi,chi,McPhPe00,tackles_assists,0,,,,,
player,201511220chi,chi,McPhPe00,tackles_loss,0,,,,,
player,201511220chi,chi,McPhPe00,qb_hits,0,,,,,
player,201511220chi,chi,McPhPe00,fumbles_rec,0,,,,,
player,201511220chi,chi,McPhPe00,fumbles_rec_yds,0,,,,,
player,201511220chi,chi,McPhPe00,fumbles_rec_td,0,,,,,
player,201511220chi,chi,McPhPe00,fumbles_forced,0,,,,,
player,201511220chi,chi,PortTr99,def_int,0,,,,,
player,201511220chi,chi,PortTr99,def_int_yds,0,,,,,
player,201511220chi,chi,PortTr99,def_int_td,0,,,,,
player,201511220chi,chi,PortTr99,def_int_long,0,,,,,
player,201511220chi,chi,PortTr99,pass_defended,0,,,,,
player,201511220chi,chi,PortTr99,sacks,0.0,,,,,
player,201511220chi,chi,PortTr99,tackles_combined,1,,,,,
player,201511220chi,chi,PortTr99,tackles_solo,0,,,,,
player,201511220chi,chi,PortTr99,tackles_assists,1,,,,,
player,201511220chi,chi,PortTr99,tackles_loss,0,,,,,
player,201511220chi,chi,PortTr99,qb_hits,0,,,,,
player,201511220chi,chi,PortTr99,fumbles_rec,0,,,,,
player,201511220chi,chi,PortTr99,fumbles_rec_yds,0,,,,,
player,201511220chi,chi,PortTr99,fumbles_rec_td,0,,,,,
player,201511220chi,chi,PortTr99,fumbles_forced,0,,,,,
player,201511220chi,chi,ReynLa00,def_int,0,,,,,
player,201511220chi,chi,ReynLa00,def_int_yds,0,,,,,
player,201511220chi,chi,ReynLa00,def_int_td,0,,,,,
player,201511220chi,chi,ReynLa00,def_int_long,0,,,,,
player,201511220chi,chi,ReynLa00,pass_defended,0,,,,,
player,201511220chi,chi,ReynLa00,sacks,0.0,,,,,
player,201511220chi,chi,ReynLa00,tackles_combined,1,,,,,
player,201511220chi,chi,ReynLa00,tackles_solo,1,,,,,
player,201511220chi,chi,ReynLa00,tackles_assists,0,,,,,
player,201511220chi,chi,ReynLa00,tackles_loss,0,,,,,
player,201511220chi,chi,ReynLa00,qb_hits,0,,,,,
player,201511220chi,chi,ReynLa00,fumbles_rec,0,,,,,
player,201511220chi,chi,ReynLa00,fumbles_rec_yds,0,,,,,
player,201511220chi,chi,ReynLa00,fumbles_rec_td,0,,,,,
player,201511220chi,chi,ReynLa00,fumbles_forced,0,,,,,
player,201511220chi,den,BoldOm00,kick_ret,3,,,,,
player,201511220chi,den,BoldOm00,kick_ret_yds,45,,,,,
player,201511220chi,den,BoldOm00,kick_ret_yds_per_ret,15.0,,,,,
player,201511220chi,den,BoldOm00,kick_ret_td,0,,,,,
player,201511220chi,den,BoldOm00,kick_ret_long,24,,,,,
player,201511220chi,den,BoldOm00,punt_ret,0,,,,,
player,201511220chi,den,BoldOm00,punt_ret_yds,0,,,,,
player,201511220chi,den,BoldOm00,punt_ret_yds_per_ret,,,,,,
player,201511220chi,den,BoldOm00,punt_ret_td,0,,,,,
player,201511220chi,den,BoldOm00,punt_ret_long,0,,,,,
player,201511220chi,chi,MariMa00,kick_ret,0,,,,,
player,201511220chi,chi,MariMa00,kick_ret_yds,0,,,,,
player,201511220chi,chi,MariMa00,kick_ret_yds_per_ret,,,,,,
player,201511220chi,chi,MariMa00,kick_ret_td,0,,,,,
player,201511220chi,chi,MariMa00,kick_ret_long,0,,,,,
player,201511220chi,chi,MariMa00,punt_ret,1,,,,,
player,201511220chi,chi,MariMa00,punt_ret_yds,4,,,,,
player,201511220chi,chi,MariMa00,punt_ret_yds_per_ret,4.0,,,,,
player,201511220chi,chi,MariMa00,punt_ret_td,0,,,,,
player,201511220chi,chi,MariMa00,punt_ret_long,4,,,,,
player,201511220chi,chi,ThomDe04,kick_ret,2,,,,,
player,201511220chi,chi,ThomDe04,kick_ret_yds,54,,,,,
player,201511220chi,chi,ThomDe04,kick_ret_yds_per_ret,27.0,,,,,
player,201511220chi,chi,ThomDe04,kick_ret_td,0,,,,,
player,201511220chi,chi,ThomDe04,kick_ret_long,28,,,,,
player,201511220chi,chi,ThomDe04,punt_ret,0,,,,,
player,201511220chi,chi,ThomDe04,punt_ret_yds,0,,,,,
player,201511220chi,chi,ThomDe04,punt_ret_yds_per_ret,,,,,,
player,201511220chi,chi,ThomDe04,punt_ret_td,0,,,,,
player,201511220chi,chi,ThomDe04,punt_ret_long,0,,,,,
player,201511220chi,den,McMaBr01,xpm,2,,,,,
player,201511220chi,den,McMaBr01,xpa,2,,,,,
player,201511220chi,den,McMaBr01,fgm,1,,,,,
player,201511220chi,den,McMaBr01,fga,1,,,,,
player,201511220chi,den,McMaBr01,punt,0,,,,,
player,201511220chi,den,McMaBr01,punt_yds,0,,,,,
player,201511220chi,den,McMaBr01,punt_yds_per_punt,,,,,,
player,201511220chi,den,McMaBr01,punt_long,0,,,,,
player,201511220chi,den,ColqBr00,xpm,,,,,,
player,201511220chi,den,ColqBr00,xpa,,,,,,
player,201511220chi,den,ColqBr00,fgm,,,,,,
player,201511220chi,den,ColqBr00,fga,,,,,,
player,201511220chi,den,ColqBr00,punt,7,,,,,
player,201511220chi,den,ColqBr00,punt_yds,277,,,,,
player,201511220chi,den,ColqBr00,punt_yds_per_punt,39.6,,,,,
player,201511220chi,den,ColqBr00,punt_long,46,,,,,
player,201511220chi,chi,ODonPa00,xpm,,,,,,
player,201511220chi,chi,ODonPa00,xpa,,,,,,
player,201511220chi,chi,ODonPa00,fgm,,,,,,
player,201511220chi,chi,ODonPa00,fga,,,,,,
player,201511220chi,chi,ODonPa00,punt,4,,,,,
player,201511220chi,chi,ODonPa00,punt_yds,137,,,,,
player,201511220chi,chi,ODonPa00,punt_yds_per_punt,34.3,,,,,
player,201511220chi,chi,ODonPa00,punt_long,41,,,,,
player,201511220chi,chi,gouldrob01,xpm,,,,,,
player,201511220chi,chi,gouldrob01,xpa,,,,,,
player,201511220chi,chi,gouldrob01,fgm,3,,,,,
player,201511220chi,chi,gouldrob01,fga,3,,,,,
player,201511220chi,chi,gouldrob01,punt,0,,,,,
player,201511220chi,chi,gouldrob01,punt_yds,0,,,,,
player,201511220chi,chi,gouldrob01,punt_yds_per_punt,,,,,,
player,201511220chi,chi,gouldrob01,punt_long,0,,,,,
player,201511220chi,chi,LenoCh00,pos,T,,,,,
player,201511220chi,chi,LenoCh00,offense,63,,,,,
player,201511220chi,chi,LenoCh00,off_pct,100%,,,,,
player,201511220chi,chi,LenoCh00,defense,0,,,,,
player,201511220chi,chi,LenoCh00,def_pct,0%,,,,,
player,201511220chi,chi,LenoCh00,special_teams,3,,,,,
player,201511220chi,chi,LenoCh00,st_pct,12%,,,,,
player,201511220chi,chi,SlauMa20,pos,C,,,,,
player,201511220chi,chi,SlauMa20,offense,63,,,,,
player,201511220chi,chi,SlauMa20,off_pct,100%,,,,,
player,201511220chi,chi,SlauMa20,defense,0,,,,,
player,201511220chi,chi,SlauMa20,def_pct,0%,,,,,
player,201511220chi,chi,SlauMa20,special_teams,3,,,,,
player,201511220chi,chi,SlauMa20,st_pct,12%,,,,,
player,201511220chi,chi,OmamPa00,pos,G,,,,,
player,201511220chi,chi,OmamPa00,offense,63,,,,,
player,201511220chi,chi,OmamPa00,off_pct,100%,,,,,
player,201511220chi,chi,OmamPa00,defense,0,,,,,
player,201511220chi,chi,OmamPa00,def_pct,0%,,,,,
player,201511220chi,chi,OmamPa00,special_teams,3,,,,,
player,201511220chi,chi,OmamPa00,st_pct,12%,,,,,
player,201511220chi,chi,LongKy00,pos,T,,,,,
player,201511220chi,chi,LongKy00,offense,63,,,,,
player,201511220chi,chi,LongKy00,off_pct,100%,,,,,
player,201511220chi,chi,LongKy00,defense,0,,,,,
player,201511220chi,chi,LongKy00,def_pct,0%,,,,,
player,201511220chi,chi,LongKy00,special_teams,3,,,,,
player,201511220chi,chi,LongKy00,st_pct,12%,,,,,
player,201511220chi,chi,CutlJa00,pos,QB,,,,,
player,201511220chi,chi,CutlJa00,offense,63,,,,,
player,201511220chi,chi,CutlJa00,off_pct,100%,,,,,
player,201511220chi,chi,CutlJa00,defense,0,,,,,
player,201511220chi,chi,CutlJa00,def_pct,0%,,,,,
player,201511220chi,chi,CutlJa00,special_teams,0,,,,,
player,201511220chi,chi,CutlJa00,st_pct,0%,,,,,
player,201511220chi,chi,BennMa00,pos,TE,,,,,
player,201511220chi,chi,BennMa00,offense,63,,,,,
player,201511220chi,chi,BennMa00,off_pct,100%,,,,,
player,201511220chi,chi,BennMa00,defense,0,,,,,
player,201511220chi,chi,BennMa00,def_pct,0%,,,,,
player,201511220chi,chi,BennMa00,special_teams,0,,,,,
player,201511220chi,chi,BennMa00,st_pct,0%,,,,,
player,201511220chi,chi,GrasHr00,pos,C,,,,,
player,201511220chi,chi,GrasHr00,offense,63,,,,,
player,201511220chi,chi,GrasHr00,off_pct,100%,,,,,
player,201511220chi,chi,GrasHr00,defense,0,,,,,
player,201511220chi,chi,GrasHr00,def_pct,0%,,,,,
player,201511220chi,chi,GrasHr00,special_teams,0,,,,,
player,201511220chi,chi,GrasHr00,st_pct,0%,,,,,
player,201511220chi,chi,WilsMa02,pos,WR,,,,,
player,201511220chi,chi,WilsMa02,offense,55,,,,,
player,201511220chi,chi,WilsMa02,off_pct,87%,,,,,
player,201511220chi,chi,WilsMa02,defense,0,,,,,
player,201511220chi,chi,WilsMa02,def_pct,0%,,,,,
player,201511220chi,chi,WilsMa02,special_teams,0,,,,,
player,201511220chi,chi,WilsMa02,st_pct,0%,,,,,
player,201511220chi,chi,MillZa02,pos,TE,,,,,
player,201511220chi,chi,MillZa02,offense,53,,,,,
player,201511220chi,chi,MillZa02,off_pct,84%,,,,,
player,201511220chi,chi,MillZa02,defense,0,,,,,
player,201511220chi,chi,MillZa02,def_pct,0%,,,,,
player,201511220chi,chi,MillZa02,special_teams,10,,,,,
player,201511220chi,chi,MillZa02,st_pct,40%,,,,,
player,201511220chi,chi,LangJe00,pos,RB,,,,,
player,201511220chi,chi,LangJe00,offense,50,,,,,
player,201511220chi,chi,LangJe00,off_pct,79%,,,,,
player,201511220chi,chi,LangJe00,defense,0,,,,,
player,201511220chi,chi,LangJe00,def_pct,0%,,,,,
player,201511220chi,chi,LangJe00,special_teams,0,,,,,
player,201511220chi,chi,LangJe00,st_pct,0%,,,,,
player,201511220chi,chi,BellJo02,pos,WR,,,,,
player,201511220chi,chi,BellJo02,offense,43,,,,,
player,201511220chi,chi,BellJo02,off_pct,68%,,,,,
player,201511220chi,chi,BellJo02,defense,0,,,,,
player,201511220chi,chi,BellJo02,def_pct,0%,,,,,
player,201511220chi,chi,BellJo02,special_teams,17,,,,,
player,201511220chi,chi,BellJo02,st_pct,68%,,,,,
player,201511220chi,chi,MereCa00,pos,WR,,,,,
player,201511220chi,chi,MereCa00,offense,19,,,,,
player,201511220chi,chi,MereCa00,off_pct,30%,,,,,
player,201511220chi,chi,MereCa00,defense,0,,,,,
player,201511220chi,chi,MereCa00,def_pct,0%,,,,,
player,201511220chi,chi,MereCa00,special_teams,0,,,,,
player,201511220chi,chi,MereCa00,st_pct,0%,,,,,
player,201511220chi,chi,CareKa00,pos,RB,,,,,
player,201511220chi,chi,CareKa00,offense,13,,,,,
player,201511220chi,chi,CareKa00,off_pct,21%,,,,,
player,201511220chi,chi,CareKa00,defense,0,,,,,
player,201511220chi,chi,CareKa00,def_pct,0%,,,,,
player,201511220chi,chi,CareKa00,special_teams,2,,,,,
player,201511220chi,chi,CareKa00,st_pct,8%,,,,,
player,201511220chi,chi,MariMa00,pos,WR,,,,,
player,201511220chi,chi,MariMa00,offense,10,,,,,
player,201511220chi,chi,MariMa00,off_pct,16%,,,,,
player,201511220chi,chi,MariMa00,defense,0,,,,,
player,201511220chi,chi,MariMa00,def_pct,0%,,,,,
player,201511220chi,chi,MariMa00,special_teams,8,,,,,
player,201511220chi,chi,MariMa00,st_pct,32%,,,,,
player,201511220chi,chi,LeexKh00,pos,TE,,,,,
player,201511220chi,chi,LeexKh00,offense,8,,,,,
player,201511220chi,chi,LeexKh00,off_pct,13%,,,,,
player,201511220chi,chi,LeexKh00,defense,0,,,,,
player,201511220chi,chi,LeexKh00,def_pct,0%,,,,,
player,201511220chi,chi,LeexKh00,special_teams,11,,,,,
player,201511220chi,chi,LeexKh00,st_pct,44%,,,,,
player,201511220chi,chi,UnreMi00,pos,DT,,,,,
player,201511220chi,chi,UnreMi00,offense,1,,,,,
player,201511220chi,chi,UnreMi00,off_pct,2%,,,,,
player,201511220chi,chi,UnreMi00,defense,27,,,,,
player,201511220chi,chi,UnreMi00,def_pct,39%,,,,,
player,201511220chi,chi,UnreMi00,special_teams,12,,,,,
player,201511220chi,chi,UnreMi00,st_pct,48%,,,,,
player,201511220chi,chi,AmosAd00,pos,S,,,,,
player,201511220chi,chi,AmosAd00,offense,0,,,,,
player,201511220chi,chi,AmosAd00,off_pct,0%,,,,,
player,201511220chi,chi,AmosAd00,defense,69,,,,,
player,201511220chi,chi,AmosAd00,def_pct,100%,,,,,
player,201511220chi,chi,AmosAd00,special_teams,10,,,,,
player,201511220chi,chi,AmosAd00,st_pct,40%,,,,,
player,201511220chi,chi,FullKy00,pos,CB,,,,,
player,201511220chi,chi,FullKy00,offense,0,,,,,
player,201511220chi,chi,FullKy00,off_pct,0%,,,,,
player,201511220chi,chi,FullKy00,defense,69,,,,,
player,201511220chi,chi,FullKy00,def_pct,100%,,,,,
player,201511220chi,chi,FullKy00,special_teams,8,,,,,
player,201511220chi,chi,FullKy00,st_pct,32%,,,,,
player,201511220chi,chi,McClSh00,pos,LB,,,,,
player,201511220chi,chi,McClSh00,offense,0,,,,,
player,201511220chi,chi,McClSh00,off_pct,0%,,,,,
player,201511220chi,chi,McClSh00,defense,69,,,,,
player,201511220chi,chi,McClSh00,def_pct,100%,,,,,
player,201511220chi,chi,McClSh00,special_teams,5,,,,,
player,201511220chi,chi,McClSh00,st_pct,20%,,,,,
player,201511220chi,chi,ProsCh00,pos,FS,,,,,
player,201511220chi,chi,ProsCh00,offense,0,,,,,
player,201511220chi,chi,ProsCh00,off_pct,0%,,,,,
player,201511220chi,chi,ProsCh00,defense,66,,,,,
player,201511220chi,chi,ProsCh00,def_pct,96%,,,,,
player,201511220chi,chi,ProsCh00,special_teams,15,,,,,
player,201511220chi,chi,ProsCh00,st_pct,60%,,,,,
player,201511220chi,chi,PortTr99,pos,CB,,,,,
player,201511220chi,chi,PortTr99,offense,0,,,,,
player,201511220chi,chi,PortTr99,off_pct,0%,,,,,
player,201511220chi,chi,PortTr99,defense,64,,,,,
player,201511220chi,chi,PortTr99,def_pct,93%,,,,,
player,201511220chi,chi,PortTr99,special_teams,1,,,,,
player,201511220chi,chi,PortTr99,st_pct,4%,,,,,
player,201511220chi,chi,JenkJa01,pos,DE,,,,,
player,201511220chi,chi,JenkJa01,offense,0,,,,,
player,201511220chi,chi,JenkJa01,off_pct,0%,,,,,
player,201511220chi,chi,JenkJa01,defense,52,,,,,
player,201511220chi,chi,JenkJa01,def_pct,75%,,,,,
player,201511220chi,chi,JenkJa01,special_teams,1,,,,,
player,201511220chi,chi,JenkJa01,st_pct,4%,,,,,
player,201511220chi,chi,AchoSa00,pos,LB,,,,,
player,201511220chi,chi,AchoSa00,offense,0,,,,,
player,201511220chi,chi,AchoSa00,off_pct,0%,,,,,
player,201511220chi,chi,AchoSa00,defense,46,,,,,
player,201511220chi,chi,AchoSa00,def_pct,67%,,,,,
player,201511220chi,chi,AchoSa00,special_teams,11,,,,,
player,201511220chi,chi,AchoSa00,st_pct,44%,,,,,
player,201511220chi,chi,SuttWi00,pos,DE,,,,,
player,201511220chi,chi,SuttWi00,offense,0,,,,,
player,201511220chi,chi,SuttWi00,off_pct,0%,,,,,
player,201511220chi,chi,SuttWi00,defense,45,,,,,
player,201511220chi,chi,SuttWi00,def_pct,65%,,,,,
player,201511220chi,chi,SuttWi00,special_teams,5,,,,,
player,201511220chi,chi,SuttWi00,st_pct,20%,,,,,
player,201511220chi,chi,JoneCh05,pos,LB,,,,,
player,201511220chi,chi,JoneCh05,offense,0,,,,,
player,201511220chi,chi,JoneCh05,off_pct,0%,,,,,
player,201511220chi,chi,JoneCh05,defense,42,,,,,
player,201511220chi,chi,JoneCh05,def_pct,61%,,,,,
player,201511220chi,chi,JoneCh05,special_teams,10,,,,,
player,201511220chi,chi,JoneCh05,st_pct,40%,,,,,
player,201511220chi,chi,YounWi99,pos,LB,,,,,
player,201511220chi,chi,YounWi99,offense,0,,,,,
player,201511220chi,chi,YounWi99,off_pct,0%,,,,,
player,201511220chi,chi,YounWi99,defense,41,,,,,
player,201511220chi,chi,YounWi99,def_pct,59%,,,,,
player,201511220chi,chi,YounWi99,special_teams,4,,,,,
player,201511220chi,chi,YounWi99,st_pct,16%,,,,,
player,201511220chi,chi,GoldEd00,pos,NT,,,,,
player,201511220chi,chi,GoldEd00,offense,0,,,,,
player,201511220chi,chi,GoldEd00,off_pct,0%,,,,,
player,201511220chi,chi,GoldEd00,defense,40,,,,,
player,201511220chi,chi,GoldEd00,def_pct,58%,,,,,
player,201511220chi,chi,GoldEd00,special_teams,5,,,,,
player,201511220chi,chi,GoldEd00,st_pct,20%,,,,,
player,201511220chi,chi,McPhPe00,pos,LB,,,,,
player,201511220chi,chi,McPhPe00,offense,0,,,,,
player,201511220chi,chi,McPhPe00,off_pct,0%,,,,,
player,201511220chi,chi,McPhPe00,defense,38,,,,,
player,201511220chi,chi,McPhPe00,def_pct,55%,,,,,
player,201511220chi,chi,McPhPe00,special_teams,1,,,,,
player,201511220chi,chi,McPhPe00,st_pct,4%,,,,,
player,201511220chi,chi,AndeJo01,pos,LB,,,,,
player,201511220chi,chi,AndeJo01,offense,0,,,,,
player,201511220chi,chi,AndeJo01,off_pct,0%,,,,,
player,201511220chi,chi,AndeJo01,defense,24,,,,,
player,201511220chi,chi,AndeJo01,def_pct,35%,,,,,
player,201511220chi,chi,AndeJo01,special_teams,10,,,,,
player,201511220chi,chi,AndeJo01,st_pct,40%,,,,,
player,201511220chi,chi,CallBr00,pos,CB,,,,,
player,201511220chi,chi,CallBr00,offense,0,,,,,
player,201511220chi,chi,CallBr00,off_pct,0%,,,,,
player,201511220chi,chi,CallBr00,defense,24,,,,,
player,201511220chi,chi,CallBr00,def_pct,35%,,,,,
player,201511220chi,chi,CallBr00,special_teams,6,,,,,
player,201511220chi,chi,CallBr00,st_pct,24%,,,,,
player,201511220chi,chi,GastBr00,pos,DT,,,,,
player,201511220chi,chi,GastBr00,offense,0,,,,,
player,201511220chi,chi,GastBr00,off_pct,0%,,,,,
player,201511220chi,chi,GastBr00,defense,20,,,,,
player,201511220chi,chi,GastBr00,def_pct,29%,,,,,
player,201511220chi,chi,GastBr00,special_teams,0,,,,,
player,201511220chi,chi,GastBr00,st_pct,0%,,,,,
player,201511220chi,chi,HousLa99,pos,LB,,,,,
player,201511220chi,chi,HousLa99,offense,0,,,,,
player,201511220chi,chi,HousLa99,off_pct,0%,,,,,
player,201511220chi,chi,HousLa99,defense,14,,,,,
player,201511220chi,chi,HousLa99,def_pct,20%,,,,,
player,201511220chi,chi,HousLa99,special_teams,0,,,,,
player,201511220chi,chi,HousLa99,st_pct,0%,,,,,
player,201511220chi,chi,BallAl99,pos,CB,,,,,
player,201511220chi,chi,BallAl99,offense,0,,,,,
player,201511220chi,chi,BallAl99,off_pct,0%,,,,,
player,201511220chi,chi,BallAl99,defense,8,,,,,
player,201511220chi,chi,BallAl99,def_pct,12%,,,,,
player,201511220chi,chi,BallAl99,special_teams,6,,,,,
player,201511220chi,chi,BallAl99,st_pct,24%,,,,,
player,201511220chi,chi,MartSh99,pos,FS,,,,,
player,201511220chi,chi,MartSh99,offense,0,,,,,
player,201511220chi,chi,MartSh99,off_pct,0%,,,,,
player,201511220chi,chi,MartSh99,defense,1,,,,,
player,201511220chi,chi,MartSh99,def_pct,1%,,,,,
player,201511220chi,chi,MartSh99,special_teams,15,,,,,
player,201511220chi,chi,MartSh99,st_pct,60%,,,,,
player,201511220chi,chi,McMaSh99,pos,CB,,,,,
player,201511220chi,chi,McMaSh99,offense,0,,,,,
player,201511220chi,chi,McMaSh99,off_pct,0%,,,,,
player,201511220chi,chi,McMaSh99,defense,0,,,,,
player,201511220chi,chi,McMaSh99,def_pct,0%,,,,,
player,201511220chi,chi,McMaSh99,special_teams,20,,,,,
player,201511220chi,chi,McMaSh99,st_pct,80%,,,,,
player,201511220chi,chi,BarrLa00,pos,LB,,,,,
player,201511220chi,chi,BarrLa00,offense,0,,,,,
player,201511220chi,chi,BarrLa00,off_pct,0%,,,,,
player,201511220chi,chi,BarrLa00,defense,0,,,,,
player,201511220chi,chi,BarrLa00,def_pct,0%,,,,,
player,201511220chi,chi,BarrLa00,special_teams,17,,,,,
player,201511220chi,chi,BarrLa00,st_pct,68%,,,,,
player,201511220chi,chi,SmitAn01,pos,RB,,,,,
player,201511220chi,chi,SmitAn01,offense,0,,,,,
player,201511220chi,chi,SmitAn01,off_pct,0%,,,,,
player,201511220chi,chi,SmitAn01,defense,0,,,,,
player,201511220chi,chi,SmitAn01,def_pct,0%,,,,,
player,201511220chi,chi,SmitAn01,special_teams,10,,,,,
player,201511220chi,chi,SmitAn01,st_pct,40%,,,,,
player,201511220chi,chi,gouldrob01,pos,K,,,,,
player,201511220chi,chi,gouldrob01,offense,0,,,,,
player,201511220chi,chi,gouldrob01,off_pct,0%,,,,,
player,201511220chi,chi,gouldrob01,defense,0,,,,,
player,201511220chi,chi,gouldrob01,def_pct,0%,,,,,
player,201511220chi,chi,gouldrob01,special_teams,8,,,,,
player,201511220chi,chi,gouldrob01,st_pct,32%,,,,,
player,201511220chi,chi,ODonPa00,pos,P,,,,,
player,201511220chi,chi,ODonPa00,offense,0,,,,,
player,201511220chi,chi,ODonPa00,off_pct,0%,,,,,
player,201511220chi,chi,ODonPa00,defense,0,,,,,
player,201511220chi,chi,ODonPa00,def_pct,0%,,,,,
player,201511220chi,chi,ODonPa00,special_teams,7,,,,,
player,201511220chi,chi,ODonPa00,st_pct,28%,,,,,
player,201511220chi,chi,JoneHa02,pos,S,,,,,
player,201511220chi,chi,JoneHa02,offense,0,,,,,
player,201511220chi,chi,JoneHa02,off_pct,0%,,,,,
player,201511220chi,chi,JoneHa02,defense,0,,,,,
player,201511220chi,chi,JoneHa02,def_pct,0%,,,,,
player,201511220chi,chi,JoneHa02,special_teams,7,,,,,
player,201511220chi,chi,JoneHa02,st_pct,28%,,,,,
player,201511220chi,chi,GaffTh20,pos,LS,,,,,
player,201511220chi,chi,GaffTh20,offense,0,,,,,
player,201511220chi,chi,GaffTh20,off_pct,0%,,,,,
player,201511220chi,chi,GaffTh20,defense,0,,,,,
player,201511220chi,chi,GaffTh20,def_pct,0%,,,,,
player,201511220chi,chi,GaffTh20,special_teams,7,,,,,
player,201511220chi,chi,GaffTh20,st_pct,28%,,,,,
player,201511220chi,chi,ReynLa00,pos,LB,,,,,
player,201511220chi,chi,ReynLa00,offense,0,,,,,
player,201511220chi,chi,ReynLa00,off_pct,0%,,,,,
player,201511220chi,chi,ReynLa00,defense,0,,,,,
player,201511220chi,chi,ReynLa00,def_pct,0%,,,,,
player,201511220chi,chi,ReynLa00,special_teams,5,,,,,
player,201511220chi,chi,ReynLa00,st_pct,20%,,,,,
player,201511220chi,chi,BushJe20,pos,T,,,,,
player,201511220chi,chi,BushJe20,offense,0,,,,,
player,201511220chi,chi,BushJe20,off_pct,0%,,,,,
player,201511220chi,chi,BushJe20,defense,0,,,,,
player,201511220chi,chi,BushJe20,def_pct,0%,,,,,
player,201511220chi,chi,BushJe20,special_teams,3,,,,,
player,201511220chi,chi,BushJe20,st_pct,12%,,,,,
player,201511220chi,chi,ThomDe04,pos,WR,,,,,
player,201511220chi,chi,ThomDe04,offense,0,,,,,
player,201511220chi,chi,ThomDe04,off_pct,0%,,,,,
player,201511220chi,chi,ThomDe04,defense,0,,,,,
player,201511220chi,chi,ThomDe04,def_pct,0%,,,,,
player,201511220chi,chi,ThomDe04,special_teams,3,,,,,
player,201511220chi,chi,ThomDe04,st_pct,12%,,,,,
player,201511220chi,chi,DucaVl20,pos,G,,,,,
player,201511220chi,chi,DucaVl20,offense,0,,,,,
player,201511220chi,chi,DucaVl20,off_pct,0%,,,,,
player,201511220chi,chi,DucaVl20,defense,0,,,,,
player,201511220chi,chi,DucaVl20,def_pct,0%,,,,,
player,201511220chi,chi,DucaVl20,special_teams,3,,,,,
player,201511220chi,chi,DucaVl20,st_pct,12%,,,,,
player,201511220chi,den,HarrRy20,pos,T,,,,,
player,201511220chi,den,HarrRy20,offense,69,,,,,
player,201511220chi,den,HarrRy20,off_pct,100%,,,,,
player,201511220chi,den,HarrRy20,defense,0,,,,,
player,201511220chi,den,HarrRy20,def_pct,0%,,,,,
player,201511220chi,den,HarrRy20,special_teams,3,,,,,
player,201511220chi,den,HarrRy20,st_pct,12%,,,,,
player,201511220chi,den,ParaMa00,pos,C,,,,,
player,201511220chi,den,ParaMa00,offense,69,,,,,
player,201511220chi,den,ParaMa00,off_pct,100%,,,,,
player,201511220chi,den,ParaMa00,defense,0,,,,,
player,201511220chi,den,ParaMa00,def_pct,0%,,,,,
player,201511220chi,den,ParaMa00,special_teams,3,,,,,
player,201511220chi,den,ParaMa00,st_pct,12%,,,,,
player,201511220chi,den,OsweBr00,pos,QB,,,,,
player,201511220chi,den,OsweBr00,offense,69,,,,,
player,201511220chi,den,OsweBr00,off_pct,100%,,,,,
player,201511220chi,den,OsweBr00,defense,0,,,,,
player,201511220chi,den,OsweBr00,def_pct,0%,,,,,
player,201511220chi,den,OsweBr00,special_teams,0,,,,,
player,201511220chi,den,OsweBr00,st_pct,0%,,,,,
player,201511220chi,den,SchoMi00,pos,T,,,,,
player,201511220chi,den,SchoMi00,offense,67,,,,,
player,201511220chi,den,SchoMi00,off_pct,97%,,,,,
player,201511220chi,den,SchoMi00,defense,0,,,,,
player,201511220chi,den,SchoMi00,def_pct,0%,,,,,
player,201511220chi,den,SchoMi00,special_teams,3,,,,,
player,201511220chi,den,SchoMi00,st_pct,12%,,,,,
player,201511220chi,den,VasqLo20,pos,G,,,,,
player,201511220chi,den,VasqLo20,offense,66,,,,,
player,201511220chi,den,VasqLo20,off_pct,96%,,,,,
player,201511220chi,den,VasqLo20,defense,0,,,,,
player,201511220chi,den,VasqLo20,def_pct,0%,,,,,
