game,2015,6,20151018,201510180min,kan,"Kansas City Chiefs",10,min,"Minnesota Vikings",16
player,201510180min,kan,DaviKn00,off_pct,31%,,,,,
player,201510180min,kan,DaviKn00,defense,0,,,,,
player,201510180min,kan,DaviKn00,def_pct,0%,,,,,
player,201510180min,kan,DaviKn00,special_teams,6,,,,,
player,201510180min,kan,DaviKn00,st_pct,25%,,,,,
player,201510180min,kan,HarrDe03,pos,TE,,,,,
player,201510180min,kan,HarrDe03,offense,18,,,,,
player,201510180min,kan,HarrDe03,off_pct,29%,,,,,
player,201510180min,kan,HarrDe03,defense,0,,,,,
player,201510180min,kan,HarrDe03,def_pct,0%,,,,,
player,201510180min,kan,HarrDe03,special_teams,9,,,,,
player,201510180min,kan,HarrDe03,st_pct,38%,,,,,
player,201510180min,kan,AvanJa00,pos,WR,,,,,
player,201510180min,kan,AvanJa00,offense,17,,,,,
player,201510180min,kan,AvanJa00,off_pct,27%,,,,,
player,201510180min,kan,AvanJa00,defense,0,,,,,
player,201510180min,kan,AvanJa00,def_pct,0%,,,,,
player,201510180min,kan,AvanJa00,special_teams,6,,,,,
player,201510180min,kan,AvanJa00,st_pct,25%,,,,,
player,201510180min,kan,ThomDe05,pos,WR,,,,,
player,201510180min,kan,ThomDe05,offense,17,,,,,
player,201510180min,kan,ThomDe05,off_pct,27%,,,,,
player,201510180min,kan,ThomDe05,defense,0,,,,,
player,201510180min,kan,ThomDe05,def_pct,0%,,,,,
player,201510180min,kan,ThomDe05,special_teams,6,,,,,
player,201510180min,kan,ThomDe05,st_pct,25%,,,,,
player,201510180min,kan,SherAn00,pos,FB,,,,,
player,201510180min,kan,SherAn00,offense,11,,,,,
player,201510180min,kan,SherAn00,off_pct,18%,,,,,
player,201510180min,kan,SherAn00,defense,0,,,,,
player,201510180min,kan,SherAn00,def_pct,0%,,,,,
player,201510180min,kan,SherAn00,special_teams,16,,,,,
player,201510180min,kan,SherAn00,st_pct,67%,,,,,
player,201510180min,kan,AlleJe01,pos,G,,,,,
player,201510180min,kan,AlleJe01,offense,1,,,,,
player,201510180min,kan,AlleJe01,off_pct,2%,,,,,
player,201510180min,kan,AlleJe01,defense,0,,,,,
player,201510180min,kan,AlleJe01,def_pct,0%,,,,,
player,201510180min,kan,AlleJe01,special_teams,2,,,,,
player,201510180min,kan,AlleJe01,st_pct,8%,,,,,
player,201510180min,kan,ParkRo01,pos,SS,,,,,
player,201510180min,kan,ParkRo01,offense,0,,,,,
player,201510180min,kan,ParkRo01,off_pct,0%,,,,,
player,201510180min,kan,ParkRo01,defense,70,,,,,
player,201510180min,kan,ParkRo01,def_pct,100%,,,,,
player,201510180min,kan,ParkRo01,special_teams,0,,,,,
player,201510180min,kan,ParkRo01,st_pct,0%,,,,,
player,201510180min,kan,PeteMa00,pos,CB,,,,,
player,201510180min,kan,PeteMa00,offense,0,,,,,
player,201510180min,kan,PeteMa00,off_pct,0%,,,,,
player,201510180min,kan,PeteMa00,defense,70,,,,,
player,201510180min,kan,PeteMa00,def_pct,100%,,,,,
player,201510180min,kan,PeteMa00,special_teams,0,,,,,
player,201510180min,kan,PeteMa00,st_pct,0%,,,,,
player,201510180min,kan,HaliTa20,pos,LB,,,,,
player,201510180min,kan,HaliTa20,offense,0,,,,,
player,201510180min,kan,HaliTa20,off_pct,0%,,,,,
player,201510180min,kan,HaliTa20,defense,70,,,,,
player,201510180min,kan,HaliTa20,def_pct,100%,,,,,
player,201510180min,kan,HaliTa20,special_teams,0,,,,,
player,201510180min,kan,HaliTa20,st_pct,0%,,,,,
player,201510180min,kan,JohnDe25,pos,LB,,,,,
player,201510180min,kan,JohnDe25,offense,0,,,,,
player,201510180min,kan,JohnDe25,off_pct,0%,,,,,
player,201510180min,kan,JohnDe25,defense,70,,,,,
player,201510180min,kan,JohnDe25,def_pct,100%,,,,,
player,201510180min,kan,JohnDe25,special_teams,0,,,,,
player,201510180min,kan,JohnDe25,st_pct,0%,,,,,
player,201510180min,kan,SmitSe99,pos,CB,,,,,
player,201510180min,kan,SmitSe99,offense,0,,,,,
player,201510180min,kan,SmitSe99,off_pct,0%,,,,,
player,201510180min,kan,SmitSe99,defense,69,,,,,
player,201510180min,kan,SmitSe99,def_pct,99%,,,,,
player,201510180min,kan,SmitSe99,special_teams,0,,,,,
player,201510180min,kan,SmitSe99,st_pct,0%,,,,,
player,201510180min,kan,BerrEr99,pos,FS,,,,,
player,201510180min,kan,BerrEr99,offense,0,,,,,
player,201510180min,kan,BerrEr99,off_pct,0%,,,,,
player,201510180min,kan,BerrEr99,defense,68,,,,,
player,201510180min,kan,BerrEr99,def_pct,97%,,,,,
player,201510180min,kan,BerrEr99,special_teams,0,,,,,
player,201510180min,kan,BerrEr99,st_pct,0%,,,,,
player,201510180min,kan,HousJu00,pos,LB,,,,,
player,201510180min,kan,HousJu00,offense,0,,,,,
player,201510180min,kan,HousJu00,off_pct,0%,,,,,
player,201510180min,kan,HousJu00,defense,67,,,,,
player,201510180min,kan,HousJu00,def_pct,96%,,,,,
player,201510180min,kan,HousJu00,special_teams,0,,,,,
player,201510180min,kan,HousJu00,st_pct,0%,,,,,
player,201510180min,kan,BailAl00,pos,DE,,,,,
player,201510180min,kan,BailAl00,offense,0,,,,,
player,201510180min,kan,BailAl00,off_pct,0%,,,,,
player,201510180min,kan,BailAl00,defense,65,,,,,
player,201510180min,kan,BailAl00,def_pct,93%,,,,,
player,201510180min,kan,BailAl00,special_teams,4,,,,,
player,201510180min,kan,BailAl00,st_pct,17%,,,,,
player,201510180min,kan,HowaJa00,pos,NT,,,,,
player,201510180min,kan,HowaJa00,offense,0,,,,,
player,201510180min,kan,HowaJa00,off_pct,0%,,,,,
player,201510180min,kan,HowaJa00,defense,62,,,,,
player,201510180min,kan,HowaJa00,def_pct,89%,,,,,
player,201510180min,kan,HowaJa00,special_teams,4,,,,,
player,201510180min,kan,HowaJa00,st_pct,17%,,,,,
player,201510180min,kan,WilsRa00,pos,LB,,,,,
player,201510180min,kan,WilsRa00,offense,0,,,,,
player,201510180min,kan,WilsRa00,off_pct,0%,,,,,
player,201510180min,kan,WilsRa00,defense,51,,,,,
player,201510180min,kan,WilsRa00,def_pct,73%,,,,,
player,201510180min,kan,WilsRa00,special_teams,10,,,,,
player,201510180min,kan,WilsRa00,st_pct,42%,,,,,
player,201510180min,kan,AbduHu99,pos,FS,,,,,
player,201510180min,kan,AbduHu99,offense,0,,,,,
player,201510180min,kan,AbduHu99,off_pct,0%,,,,,
player,201510180min,kan,AbduHu99,defense,31,,,,,
player,201510180min,kan,AbduHu99,def_pct,44%,,,,,
player,201510180min,kan,AbduHu99,special_teams,19,,,,,
player,201510180min,kan,AbduHu99,st_pct,79%,,,,,
player,201510180min,kan,WillNi01,pos,DE,,,,,
player,201510180min,kan,WillNi01,offense,0,,,,,
player,201510180min,kan,WillNi01,off_pct,0%,,,,,
player,201510180min,kan,WillNi01,defense,28,,,,,
player,201510180min,kan,WillNi01,def_pct,40%,,,,,
player,201510180min,kan,WillNi01,special_teams,4,,,,,
player,201510180min,kan,WillNi01,st_pct,17%,,,,,
player,201510180min,kan,DeViMi99,pos,DE,,,,,
player,201510180min,kan,DeViMi99,offense,0,,,,,
player,201510180min,kan,DeViMi99,off_pct,0%,,,,,
player,201510180min,kan,DeViMi99,defense,24,,,,,
player,201510180min,kan,DeViMi99,def_pct,34%,,,,,
player,201510180min,kan,DeViMi99,special_teams,2,,,,,
player,201510180min,kan,DeViMi99,st_pct,8%,,,,,
player,201510180min,kan,NelsSt01,pos,CB,,,,,
player,201510180min,kan,NelsSt01,offense,0,,,,,
player,201510180min,kan,NelsSt01,off_pct,0%,,,,,
player,201510180min,kan,NelsSt01,defense,14,,,,,
player,201510180min,kan,NelsSt01,def_pct,20%,,,,,
player,201510180min,kan,NelsSt01,special_teams,11,,,,,
player,201510180min,kan,NelsSt01,st_pct,46%,,,,,
player,201510180min,kan,FordDe00,pos,LB,,,,,
player,201510180min,kan,FordDe00,offense,0,,,,,
player,201510180min,kan,FordDe00,off_pct,0%,,,,,
player,201510180min,kan,FordDe00,defense,5,,,,,
player,201510180min,kan,FordDe00,def_pct,7%,,,,,
player,201510180min,kan,FordDe00,special_teams,0,,,,,
player,201510180min,kan,FordDe00,st_pct,0%,,,,,
player,201510180min,kan,BranTy99,pos,SS,,,,,
player,201510180min,kan,BranTy99,offense,0,,,,,
player,201510180min,kan,BranTy99,off_pct,0%,,,,,
player,201510180min,kan,BranTy99,defense,3,,,,,
player,201510180min,kan,BranTy99,def_pct,4%,,,,,
player,201510180min,kan,BranTy99,special_teams,16,,,,,
player,201510180min,kan,BranTy99,st_pct,67%,,,,,
player,201510180min,kan,NuneRa00,pos,DE,,,,,
player,201510180min,kan,NuneRa00,offense,0,,,,,
player,201510180min,kan,NuneRa00,off_pct,0%,,,,,
player,201510180min,kan,NuneRa00,defense,2,,,,,
player,201510180min,kan,NuneRa00,def_pct,3%,,,,,
player,201510180min,kan,NuneRa00,special_teams,5,,,,,
player,201510180min,kan,NuneRa00,st_pct,21%,,,,,
player,201510180min,kan,ZombFr00,pos,LB,,,,,
player,201510180min,kan,ZombFr00,offense,0,,,,,
player,201510180min,kan,ZombFr00,off_pct,0%,,,,,
player,201510180min,kan,ZombFr00,defense,1,,,,,
player,201510180min,kan,ZombFr00,def_pct,1%,,,,,
player,201510180min,kan,ZombFr00,special_teams,22,,,,,
player,201510180min,kan,ZombFr00,st_pct,92%,,,,,
player,201510180min,kan,SoreDa01,pos,FS,,,,,
player,201510180min,kan,SoreDa01,offense,0,,,,,
player,201510180min,kan,SoreDa01,off_pct,0%,,,,,
player,201510180min,kan,SoreDa01,defense,0,,,,,
player,201510180min,kan,SoreDa01,def_pct,0%,,,,,
player,201510180min,kan,SoreDa01,special_teams,22,,,,,
player,201510180min,kan,SoreDa01,st_pct,92%,,,,,
player,201510180min,kan,AlexD.00,pos,LB,,,,,
player,201510180min,kan,AlexD.00,offense,0,,,,,
player,201510180min,kan,AlexD.00,off_pct,0%,,,,,
player,201510180min,kan,AlexD.00,defense,0,,,,,
player,201510180min,kan,AlexD.00,def_pct,0%,,,,,
player,201510180min,kan,AlexD.00,special_teams,18,,,,,
player,201510180min,kan,AlexD.00,st_pct,75%,,,,,
player,201510180min,kan,MoseDe00,pos,LB,,,,,
player,201510180min,kan,MoseDe00,offense,0,,,,,
player,201510180min,kan,MoseDe00,off_pct,0%,,,,,
player,201510180min,kan,MoseDe00,defense,0,,,,,
player,201510180min,kan,MoseDe00,def_pct,0%,,,,,
player,201510180min,kan,MoseDe00,special_teams,13,,,,,
player,201510180min,kan,MoseDe00,st_pct,54%,,,,,
player,201510180min,kan,FlemJa00,pos,CB,,,,,
player,201510180min,kan,FlemJa00,offense,0,,,,,
player,201510180min,kan,FlemJa00,off_pct,0%,,,,,
player,201510180min,kan,FlemJa00,defense,0,,,,,
player,201510180min,kan,FlemJa00,def_pct,0%,,,,,
player,201510180min,kan,FlemJa00,special_teams,13,,,,,
player,201510180min,kan,FlemJa00,st_pct,54%,,,,,
player,201510180min,kan,WincJa00,pos,LS,,,,,
player,201510180min,kan,WincJa00,offense,0,,,,,
player,201510180min,kan,WincJa00,off_pct,0%,,,,,
player,201510180min,kan,WincJa00,defense,0,,,,,
player,201510180min,kan,WincJa00,def_pct,0%,,,,,
player,201510180min,kan,WincJa00,special_teams,8,,,,,
player,201510180min,kan,WincJa00,st_pct,33%,,,,,
player,201510180min,kan,ColqDu20,pos,P,,,,,
player,201510180min,kan,ColqDu20,offense,0,,,,,
player,201510180min,kan,ColqDu20,off_pct,0%,,,,,
player,201510180min,kan,ColqDu20,defense,0,,,,,
player,201510180min,kan,ColqDu20,def_pct,0%,,,,,
player,201510180min,kan,ColqDu20,special_teams,8,,,,,
player,201510180min,kan,ColqDu20,st_pct,33%,,,,,
player,201510180min,kan,WareSp00,pos,FB,,,,,
player,201510180min,kan,WareSp00,offense,0,,,,,
player,201510180min,kan,WareSp00,off_pct,0%,,,,,
player,201510180min,kan,WareSp00,defense,0,,,,,
player,201510180min,kan,WareSp00,def_pct,0%,,,,,
player,201510180min,kan,WareSp00,special_teams,8,,,,,
player,201510180min,kan,WareSp00,st_pct,33%,,,,,
player,201510180min,kan,SantCa01,pos,K,,,,,
player,201510180min,kan,SantCa01,offense,0,,,,,
player,201510180min,kan,SantCa01,off_pct,0%,,,,,
player,201510180min,kan,SantCa01,defense,0,,,,,
player,201510180min,kan,SantCa01,def_pct,0%,,,,,
player,201510180min,kan,SantCa01,special_teams,5,,,,,
player,201510180min,kan,SantCa01,st_pct,21%,,,,,
player,201510180min,kan,DuveLa00,pos,G,,,,,
player,201510180min,kan,DuveLa00,offense,0,,,,,
player,201510180min,kan,DuveLa00,off_pct,0%,,,,,
player,201510180min,kan,DuveLa00,defense,0,,,,,
player,201510180min,kan,DuveLa00,def_pct,0%,,,,,
player,201510180min,kan,DuveLa00,special_teams,2,,,,,
player,201510180min,kan,DuveLa00,st_pct,8%,,,,,
