game,2015,11,20151122,201511220phi,tam,"Tampa Bay Buccaneers",45,phi,"Philadelphia Eagles",17
player,201511220phi,tam,DaviLa00,fumbles_forced,0,,,,,
player,201511220phi,tam,ContCh00,def_int,1,,,,,
player,201511220phi,tam,ContCh00,def_int_yds,-2,,,,,
player,201511220phi,tam,ContCh00,def_int_td,0,,,,,
player,201511220phi,tam,ContCh00,def_int_long,-2,,,,,
player,201511220phi,tam,ContCh00,pass_defended,1,,,,,
player,201511220phi,tam,ContCh00,sacks,0.0,,,,,
player,201511220phi,tam,ContCh00,tackles_combined,10,,,,,
player,201511220phi,tam,ContCh00,tackles_solo,7,,,,,
player,201511220phi,tam,ContCh00,tackles_assists,3,,,,,
player,201511220phi,tam,ContCh00,tackles_loss,1,,,,,
player,201511220phi,tam,ContCh00,qb_hits,0,,,,,
player,201511220phi,tam,ContCh00,fumbles_rec,0,,,,,
player,201511220phi,tam,ContCh00,fumbles_rec_yds,0,,,,,
player,201511220phi,tam,ContCh00,fumbles_rec_td,0,,,,,
player,201511220phi,tam,ContCh00,fumbles_forced,0,,,,,
player,201511220phi,tam,McCoGe99,def_int,0,,,,,
player,201511220phi,tam,McCoGe99,def_int_yds,0,,,,,
player,201511220phi,tam,McCoGe99,def_int_td,0,,,,,
player,201511220phi,tam,McCoGe99,def_int_long,0,,,,,
player,201511220phi,tam,McCoGe99,pass_defended,0,,,,,
player,201511220phi,tam,McCoGe99,sacks,1.5,,,,,
player,201511220phi,tam,McCoGe99,tackles_combined,3,,,,,
player,201511220phi,tam,McCoGe99,tackles_solo,2,,,,,
player,201511220phi,tam,McCoGe99,tackles_assists,1,,,,,
player,201511220phi,tam,McCoGe99,tackles_loss,1,,,,,
player,201511220phi,tam,McCoGe99,qb_hits,2,,,,,
player,201511220phi,tam,McCoGe99,fumbles_rec,0,,,,,
player,201511220phi,tam,McCoGe99,fumbles_rec_yds,0,,,,,
player,201511220phi,tam,McCoGe99,fumbles_rec_td,0,,,,,
player,201511220phi,tam,McCoGe99,fumbles_forced,0,,,,,
player,201511220phi,tam,SmitJa01,def_int,0,,,,,
player,201511220phi,tam,SmitJa01,def_int_yds,0,,,,,
player,201511220phi,tam,SmitJa01,def_int_td,0,,,,,
player,201511220phi,tam,SmitJa01,def_int_long,0,,,,,
player,201511220phi,tam,SmitJa01,pass_defended,0,,,,,
player,201511220phi,tam,SmitJa01,sacks,1.0,,,,,
player,201511220phi,tam,SmitJa01,tackles_combined,3,,,,,
player,201511220phi,tam,SmitJa01,tackles_solo,1,,,,,
player,201511220phi,tam,SmitJa01,tackles_assists,2,,,,,
player,201511220phi,tam,SmitJa01,tackles_loss,0,,,,,
player,201511220phi,tam,SmitJa01,qb_hits,2,,,,,
player,201511220phi,tam,SmitJa01,fumbles_rec,1,,,,,
player,201511220phi,tam,SmitJa01,fumbles_rec_yds,10,,,,,
player,201511220phi,tam,SmitJa01,fumbles_rec_td,0,,,,,
player,201511220phi,tam,SmitJa01,fumbles_forced,0,,,,,
player,201511220phi,tam,JoneHo01,def_int,0,,,,,
player,201511220phi,tam,JoneHo01,def_int_yds,0,,,,,
player,201511220phi,tam,JoneHo01,def_int_td,0,,,,,
player,201511220phi,tam,JoneHo01,def_int_long,0,,,,,
player,201511220phi,tam,JoneHo01,pass_defended,0,,,,,
player,201511220phi,tam,JoneHo01,sacks,0.5,,,,,
player,201511220phi,tam,JoneHo01,tackles_combined,2,,,,,
player,201511220phi,tam,JoneHo01,tackles_solo,1,,,,,
player,201511220phi,tam,JoneHo01,tackles_assists,1,,,,,
player,201511220phi,tam,JoneHo01,tackles_loss,0,,,,,
player,201511220phi,tam,JoneHo01,qb_hits,2,,,,,
player,201511220phi,tam,JoneHo01,fumbles_rec,0,,,,,
player,201511220phi,tam,JoneHo01,fumbles_rec_yds,0,,,,,
player,201511220phi,tam,JoneHo01,fumbles_rec_td,0,,,,,
player,201511220phi,tam,JoneHo01,fumbles_forced,0,,,,,
player,201511220phi,tam,AlexKw00,def_int,0,,,,,
player,201511220phi,tam,AlexKw00,def_int_yds,0,,,,,
player,201511220phi,tam,AlexKw00,def_int_td,0,,,,,
player,201511220phi,tam,AlexKw00,def_int_long,0,,,,,
player,201511220phi,tam,AlexKw00,pass_defended,0,,,,,
player,201511220phi,tam,AlexKw00,sacks,0.0,,,,,
player,201511220phi,tam,AlexKw00,tackles_combined,10,,,,,
player,201511220phi,tam,AlexKw00,tackles_solo,8,,,,,
player,201511220phi,tam,AlexKw00,tackles_assists,2,,,,,
player,201511220phi,tam,AlexKw00,tackles_loss,0,,,,,
player,201511220phi,tam,AlexKw00,qb_hits,0,,,,,
player,201511220phi,tam,AlexKw00,fumbles_rec,0,,,,,
player,201511220phi,tam,AlexKw00,fumbles_rec_yds,0,,,,,
player,201511220phi,tam,AlexKw00,fumbles_rec_td,0,,,,,
player,201511220phi,tam,AlexKw00,fumbles_forced,0,,,,,
player,201511220phi,tam,MoorSt00,def_int,0,,,,,
player,201511220phi,tam,MoorSt00,def_int_yds,0,,,,,
player,201511220phi,tam,MoorSt00,def_int_td,0,,,,,
player,201511220phi,tam,MoorSt00,def_int_long,0,,,,,
player,201511220phi,tam,MoorSt00,pass_defended,0,,,,,
player,201511220phi,tam,MoorSt00,sacks,0.0,,,,,
player,201511220phi,tam,MoorSt00,tackles_combined,6,,,,,
player,201511220phi,tam,MoorSt00,tackles_solo,4,,,,,
player,201511220phi,tam,MoorSt00,tackles_assists,2,,,,,
player,201511220phi,tam,MoorSt00,tackles_loss,2,,,,,
player,201511220phi,tam,MoorSt00,qb_hits,0,,,,,
player,201511220phi,tam,MoorSt00,fumbles_rec,0,,,,,
player,201511220phi,tam,MoorSt00,fumbles_rec_yds,0,,,,,
player,201511220phi,tam,MoorSt00,fumbles_rec_td,0,,,,,
player,201511220phi,tam,MoorSt00,fumbles_forced,0,,,,,
player,201511220phi,tam,GholWi00,def_int,0,,,,,
player,201511220phi,tam,GholWi00,def_int_yds,0,,,,,
player,201511220phi,tam,GholWi00,def_int_td,0,,,,,
player,201511220phi,tam,GholWi00,def_int_long,0,,,,,
player,201511220phi,tam,GholWi00,pass_defended,0,,,,,
player,201511220phi,tam,GholWi00,sacks,0.0,,,,,
player,201511220phi,tam,GholWi00,tackles_combined,5,,,,,
player,201511220phi,tam,GholWi00,tackles_solo,5,,,,,
player,201511220phi,tam,GholWi00,tackles_assists,0,,,,,
player,201511220phi,tam,GholWi00,tackles_loss,0,,,,,
player,201511220phi,tam,GholWi00,qb_hits,1,,,,,
player,201511220phi,tam,GholWi00,fumbles_rec,0,,,,,
player,201511220phi,tam,GholWi00,fumbles_rec_yds,0,,,,,
player,201511220phi,tam,GholWi00,fumbles_rec_td,0,,,,,
player,201511220phi,tam,GholWi00,fumbles_forced,1,,,,,
player,201511220phi,tam,McDoBr01,def_int,0,,,,,
player,201511220phi,tam,McDoBr01,def_int_yds,0,,,,,
player,201511220phi,tam,McDoBr01,def_int_td,0,,,,,
player,201511220phi,tam,McDoBr01,def_int_long,0,,,,,
player,201511220phi,tam,McDoBr01,pass_defended,0,,,,,
player,201511220phi,tam,McDoBr01,sacks,0.0,,,,,
player,201511220phi,tam,McDoBr01,tackles_combined,5,,,,,
player,201511220phi,tam,McDoBr01,tackles_solo,4,,,,,
player,201511220phi,tam,McDoBr01,tackles_assists,1,,,,,
player,201511220phi,tam,McDoBr01,tackles_loss,0,,,,,
player,201511220phi,tam,McDoBr01,qb_hits,0,,,,,
player,201511220phi,tam,McDoBr01,fumbles_rec,0,,,,,
player,201511220phi,tam,McDoBr01,fumbles_rec_yds,0,,,,,
player,201511220phi,tam,McDoBr01,fumbles_rec_td,0,,,,,
player,201511220phi,tam,McDoBr01,fumbles_forced,0,,,,,
player,201511220phi,tam,CartBr00,def_int,0,,,,,
player,201511220phi,tam,CartBr00,def_int_yds,0,,,,,
player,201511220phi,tam,CartBr00,def_int_td,0,,,,,
player,201511220phi,tam,CartBr00,def_int_long,0,,,,,
player,201511220phi,tam,CartBr00,pass_defended,0,,,,,
player,201511220phi,tam,CartBr00,sacks,0.0,,,,,
player,201511220phi,tam,CartBr00,tackles_combined,4,,,,,
player,201511220phi,tam,CartBr00,tackles_solo,4,,,,,
player,201511220phi,tam,CartBr00,tackles_assists,0,,,,,
player,201511220phi,tam,CartBr00,tackles_loss,0,,,,,
player,201511220phi,tam,CartBr00,qb_hits,0,,,,,
player,201511220phi,tam,CartBr00,fumbles_rec,0,,,,,
player,201511220phi,tam,CartBr00,fumbles_rec_yds,0,,,,,
player,201511220phi,tam,CartBr00,fumbles_rec_td,0,,,,,
player,201511220phi,tam,CartBr00,fumbles_forced,0,,,,,
player,201511220phi,tam,AdjeJu00,def_int,0,,,,,
player,201511220phi,tam,AdjeJu00,def_int_yds,0,,,,,
player,201511220phi,tam,AdjeJu00,def_int_td,0,,,,,
player,201511220phi,tam,AdjeJu00,def_int_long,0,,,,,
player,201511220phi,tam,AdjeJu00,pass_defended,0,,,,,
player,201511220phi,tam,AdjeJu00,sacks,0.0,,,,,
player,201511220phi,tam,AdjeJu00,tackles_combined,3,,,,,
player,201511220phi,tam,AdjeJu00,tackles_solo,2,,,,,
player,201511220phi,tam,AdjeJu00,tackles_assists,1,,,,,
player,201511220phi,tam,AdjeJu00,tackles_loss,0,,,,,
player,201511220phi,tam,AdjeJu00,qb_hits,0,,,,,
player,201511220phi,tam,AdjeJu00,fumbles_rec,0,,,,,
player,201511220phi,tam,AdjeJu00,fumbles_rec_yds,0,,,,,
player,201511220phi,tam,AdjeJu00,fumbles_rec_td,0,,,,,
player,201511220phi,tam,AdjeJu00,fumbles_forced,0,,,,,
player,201511220phi,tam,LansDa00,def_int,0,,,,,
player,201511220phi,tam,LansDa00,def_int_yds,0,,,,,
player,201511220phi,tam,LansDa00,def_int_td,0,,,,,
player,201511220phi,tam,LansDa00,def_int_long,0,,,,,
player,201511220phi,tam,LansDa00,pass_defended,1,,,,,
player,201511220phi,tam,LansDa00,sacks,0.0,,,,,
player,201511220phi,tam,LansDa00,tackles_combined,2,,,,,
player,201511220phi,tam,LansDa00,tackles_solo,2,,,,,
player,201511220phi,tam,LansDa00,tackles_assists,0,,,,,
player,201511220phi,tam,LansDa00,tackles_loss,0,,,,,
player,201511220phi,tam,LansDa00,qb_hits,0,,,,,
player,201511220phi,tam,LansDa00,fumbles_rec,0,,,,,
player,201511220phi,tam,LansDa00,fumbles_rec_yds,0,,,,,
player,201511220phi,tam,LansDa00,fumbles_rec_td,0,,,,,
player,201511220phi,tam,LansDa00,fumbles_forced,0,,,,,
player,201511220phi,tam,MeltHe99,def_int,0,,,,,
player,201511220phi,tam,MeltHe99,def_int_yds,0,,,,,
player,201511220phi,tam,MeltHe99,def_int_td,0,,,,,
player,201511220phi,tam,MeltHe99,def_int_long,0,,,,,
player,201511220phi,tam,MeltHe99,pass_defended,1,,,,,
player,201511220phi,tam,MeltHe99,sacks,0.0,,,,,
player,201511220phi,tam,MeltHe99,tackles_combined,2,,,,,
player,201511220phi,tam,MeltHe99,tackles_solo,2,,,,,
player,201511220phi,tam,MeltHe99,tackles_assists,0,,,,,
player,201511220phi,tam,MeltHe99,tackles_loss,0,,,,,
player,201511220phi,tam,MeltHe99,qb_hits,0,,,,,
player,201511220phi,tam,MeltHe99,fumbles_rec,0,,,,,
player,201511220phi,tam,MeltHe99,fumbles_rec_yds,0,,,,,
player,201511220phi,tam,MeltHe99,fumbles_rec_td,0,,,,,
player,201511220phi,tam,MeltHe99,fumbles_forced,0,,,,,
player,201511220phi,tam,VernAl99,def_int,0,,,,,
player,201511220phi,tam,VernAl99,def_int_yds,0,,,,,
player,201511220phi,tam,VernAl99,def_int_td,0,,,,,
player,201511220phi,tam,VernAl99,def_int_long,0,,,,,
player,201511220phi,tam,VernAl99,pass_defended,0,,,,,
player,201511220phi,tam,VernAl99,sacks,0.0,,,,,
player,201511220phi,tam,VernAl99,tackles_combined,2,,,,,
player,201511220phi,tam,VernAl99,tackles_solo,1,,,,,
player,201511220phi,tam,VernAl99,tackles_assists,1,,,,,
player,201511220phi,tam,VernAl99,tackles_loss,0,,,,,
player,201511220phi,tam,VernAl99,qb_hits,0,,,,,
player,201511220phi,tam,VernAl99,fumbles_rec,0,,,,,
player,201511220phi,tam,VernAl99,fumbles_rec_yds,0,,,,,
player,201511220phi,tam,VernAl99,fumbles_rec_td,0,,,,,
player,201511220phi,tam,VernAl99,fumbles_forced,0,,,,,
player,201511220phi,tam,WrigMa99,def_int,0,,,,,
player,201511220phi,tam,WrigMa99,def_int_yds,0,,,,,
player,201511220phi,tam,WrigMa99,def_int_td,0,,,,,
player,201511220phi,tam,WrigMa99,def_int_long,0,,,,,
player,201511220phi,tam,WrigMa99,pass_defended,0,,,,,
player,201511220phi,tam,WrigMa99,sacks,0.0,,,,,
player,201511220phi,tam,WrigMa99,tackles_combined,2,,,,,
player,201511220phi,tam,WrigMa99,tackles_solo,0,,,,,
player,201511220phi,tam,WrigMa99,tackles_assists,2,,,,,
player,201511220phi,tam,WrigMa99,tackles_loss,0,,,,,
player,201511220phi,tam,WrigMa99,qb_hits,0,,,,,
player,201511220phi,tam,WrigMa99,fumbles_rec,0,,,,,
player,201511220phi,tam,WrigMa99,fumbles_rec_yds,0,,,,,
player,201511220phi,tam,WrigMa99,fumbles_rec_td,0,,,,,
player,201511220phi,tam,WrigMa99,fumbles_forced,0,,,,,
player,201511220phi,tam,GeorJe01,def_int,0,,,,,
player,201511220phi,tam,GeorJe01,def_int_yds,0,,,,,
player,201511220phi,tam,GeorJe01,def_int_td,0,,,,,
player,201511220phi,tam,GeorJe01,def_int_long,0,,,,,
player,201511220phi,tam,GeorJe01,pass_defended,0,,,,,
player,201511220phi,tam,GeorJe01,sacks,0.0,,,,,
player,201511220phi,tam,GeorJe01,tackles_combined,1,,,,,
player,201511220phi,tam,GeorJe01,tackles_solo,1,,,,,
player,201511220phi,tam,GeorJe01,tackles_assists,0,,,,,
player,201511220phi,tam,GeorJe01,tackles_loss,0,,,,,
player,201511220phi,tam,GeorJe01,qb_hits,0,,,,,
player,201511220phi,tam,GeorJe01,fumbles_rec,0,,,,,
player,201511220phi,tam,GeorJe01,fumbles_rec_yds,0,,,,,
player,201511220phi,tam,GeorJe01,fumbles_rec_td,0,,,,,
player,201511220phi,tam,GeorJe01,fumbles_forced,0,,,,,
player,201511220phi,tam,JenkMi99,def_int,0,,,,,
player,201511220phi,tam,JenkMi99,def_int_yds,0,,,,,
player,201511220phi,tam,JenkMi99,def_int_td,0,,,,,
player,201511220phi,tam,JenkMi99,def_int_long,0,,,,,
player,201511220phi,tam,JenkMi99,pass_defended,0,,,,,
player,201511220phi,tam,JenkMi99,sacks,0.0,,,,,
player,201511220phi,tam,JenkMi99,tackles_combined,1,,,,,
player,201511220phi,tam,JenkMi99,tackles_solo,1,,,,,
player,201511220phi,tam,JenkMi99,tackles_assists,0,,,,,
player,201511220phi,tam,JenkMi99,tackles_loss,0,,,,,
player,201511220phi,tam,JenkMi99,qb_hits,0,,,,,
player,201511220phi,tam,JenkMi99,fumbles_rec,0,,,,,
player,201511220phi,tam,JenkMi99,fumbles_rec_yds,0,,,,,
player,201511220phi,tam,JenkMi99,fumbles_rec_td,0,,,,,
player,201511220phi,tam,JenkMi99,fumbles_forced,0,,,,,
player,201511220phi,tam,RainBo00,def_int,0,,,,,
player,201511220phi,tam,RainBo00,def_int_yds,0,,,,,
player,201511220phi,tam,RainBo00,def_int_td,0,,,,,
player,201511220phi,tam,RainBo00,def_int_long,0,,,,,
player,201511220phi,tam,RainBo00,pass_defended,0,,,,,
player,201511220phi,tam,RainBo00,sacks,0.0,,,,,
player,201511220phi,tam,RainBo00,tackles_combined,1,,,,,
player,201511220phi,tam,RainBo00,tackles_solo,1,,,,,
player,201511220phi,tam,RainBo00,tackles_assists,0,,,,,
player,201511220phi,tam,RainBo00,tackles_loss,0,,,,,
player,201511220phi,tam,RainBo00,qb_hits,0,,,,,
player,201511220phi,tam,RainBo00,fumbles_rec,0,,,,,
player,201511220phi,tam,RainBo00,fumbles_rec_yds,0,,,,,
player,201511220phi,tam,RainBo00,fumbles_rec_td,0,,,,,
player,201511220phi,tam,RainBo00,fumbles_forced,0,,,,,
player,201511220phi,tam,ShepRu00,def_int,0,,,,,
player,201511220phi,tam,ShepRu00,def_int_yds,0,,,,,
player,201511220phi,tam,ShepRu00,def_int_td,0,,,,,
player,201511220phi,tam,ShepRu00,def_int_long,0,,,,,
player,201511220phi,tam,ShepRu00,pass_defended,0,,,,,
player,201511220phi,tam,ShepRu00,sacks,0.0,,,,,
player,201511220phi,tam,ShepRu00,tackles_combined,1,,,,,
player,201511220phi,tam,ShepRu00,tackles_solo,1,,,,,
player,201511220phi,tam,ShepRu00,tackles_assists,0,,,,,
player,201511220phi,tam,ShepRu00,tackles_loss,0,,,,,
player,201511220phi,tam,ShepRu00,qb_hits,0,,,,,
player,201511220phi,tam,ShepRu00,fumbles_rec,0,,,,,
player,201511220phi,tam,ShepRu00,fumbles_rec_yds,0,,,,,
player,201511220phi,tam,ShepRu00,fumbles_rec_td,0,,,,,
player,201511220phi,tam,ShepRu00,fumbles_forced,0,,,,,
player,201511220phi,tam,SpenAk00,def_int,0,,,,,
player,201511220phi,tam,SpenAk00,def_int_yds,0,,,,,
player,201511220phi,tam,SpenAk00,def_int_td,0,,,,,
player,201511220phi,tam,SpenAk00,def_int_long,0,,,,,
player,201511220phi,tam,SpenAk00,pass_defended,0,,,,,
player,201511220phi,tam,SpenAk00,sacks,0.0,,,,,
player,201511220phi,tam,SpenAk00,tackles_combined,1,,,,,
player,201511220phi,tam,SpenAk00,tackles_solo,1,,,,,
player,201511220phi,tam,SpenAk00,tackles_assists,0,,,,,
player,201511220phi,tam,SpenAk00,tackles_loss,0,,,,,
player,201511220phi,tam,SpenAk00,qb_hits,0,,,,,
player,201511220phi,tam,SpenAk00,fumbles_rec,0,,,,,
player,201511220phi,tam,SpenAk00,fumbles_rec_yds,0,,,,,
player,201511220phi,tam,SpenAk00,fumbles_rec_td,0,,,,,
player,201511220phi,tam,SpenAk00,fumbles_forced,0,,,,,
player,201511220phi,tam,TandKe00,def_int,0,,,,,
player,201511220phi,tam,TandKe00,def_int_yds,0,,,,,
player,201511220phi,tam,TandKe00,def_int_td,0,,,,,
player,201511220phi,tam,TandKe00,def_int_long,0,,,,,
player,201511220phi,tam,TandKe00,pass_defended,0,,,,,
player,201511220phi,tam,TandKe00,sacks,0.0,,,,,
player,201511220phi,tam,TandKe00,tackles_combined,1,,,,,
player,201511220phi,tam,TandKe00,tackles_solo,1,,,,,
player,201511220phi,tam,TandKe00,tackles_assists,0,,,,,
player,201511220phi,tam,TandKe00,tackles_loss,0,,,,,
player,201511220phi,tam,TandKe00,qb_hits,0,,,,,
player,201511220phi,tam,TandKe00,fumbles_rec,0,,,,,
player,201511220phi,tam,TandKe00,fumbles_rec_yds,0,,,,,
player,201511220phi,tam,TandKe00,fumbles_rec_td,0,,,,,
player,201511220phi,tam,TandKe00,fumbles_forced,0,,,,,
player,201511220phi,phi,ThurWa99,def_int,0,,,,,
player,201511220phi,phi,ThurWa99,def_int_yds,0,,,,,
player,201511220phi,phi,ThurWa99,def_int_td,0,,,,,
player,201511220phi,phi,ThurWa99,def_int_long,0,,,,,
player,201511220phi,phi,ThurWa99,pass_defended,0,,,,,
player,201511220phi,phi,ThurWa99,sacks,1.0,,,,,
player,201511220phi,phi,ThurWa99,tackles_combined,5,,,,,
player,201511220phi,phi,ThurWa99,tackles_solo,5,,,,,
player,201511220phi,phi,ThurWa99,tackles_assists,0,,,,,
player,201511220phi,phi,ThurWa99,tackles_loss,0,,,,,
player,201511220phi,phi,ThurWa99,qb_hits,1,,,,,
player,201511220phi,phi,ThurWa99,fumbles_rec,0,,,,,
player,201511220phi,phi,ThurWa99,fumbles_rec_yds,0,,,,,
player,201511220phi,phi,ThurWa99,fumbles_rec_td,0,,,,,
player,201511220phi,phi,ThurWa99,fumbles_forced,1,,,,,
player,201511220phi,phi,CoxxFl00,def_int,0,,,,,
player,201511220phi,phi,CoxxFl00,def_int_yds,0,,,,,
player,201511220phi,phi,CoxxFl00,def_int_td,0,,,,,
player,201511220phi,phi,CoxxFl00,def_int_long,0,,,,,
player,201511220phi,phi,CoxxFl00,pass_defended,0,,,,,
player,201511220phi,phi,CoxxFl00,sacks,0.0,,,,,
player,201511220phi,phi,CoxxFl00,tackles_combined,7,,,,,
player,201511220phi,phi,CoxxFl00,tackles_solo,4,,,,,
player,201511220phi,phi,CoxxFl00,tackles_assists,3,,,,,
player,201511220phi,phi,CoxxFl00,tackles_loss,1,,,,,
player,201511220phi,phi,CoxxFl00,qb_hits,1,,,,,
player,201511220phi,phi,CoxxFl00,fumbles_rec,0,,,,,
player,201511220phi,phi,CoxxFl00,fumbles_rec_yds,0,,,,,
player,201511220phi,phi,CoxxFl00,fumbles_rec_td,0,,,,,
player,201511220phi,phi,CoxxFl00,fumbles_forced,0,,,,,
player,201511220phi,phi,BarwCo99,def_int,0,,,,,
player,201511220phi,phi,BarwCo99,def_int_yds,0,,,,,
player,201511220phi,phi,BarwCo99,def_int_td,0,,,,,
player,201511220phi,phi,BarwCo99,def_int_long,0,,,,,
player,201511220phi,phi,BarwCo99,pass_defended,2,,,,,
player,201511220phi,phi,BarwCo99,sacks,0.0,,,,,
player,201511220phi,phi,BarwCo99,tackles_combined,6,,,,,
player,201511220phi,phi,BarwCo99,tackles_solo,6,,,,,
player,201511220phi,phi,BarwCo99,tackles_assists,0,,,,,
player,201511220phi,phi,BarwCo99,tackles_loss,1,,,,,
player,201511220phi,phi,BarwCo99,qb_hits,2,,,,,
player,201511220phi,phi,BarwCo99,fumbles_rec,0,,,,,
player,201511220phi,phi,BarwCo99,fumbles_rec_yds,0,,,,,
player,201511220phi,phi,BarwCo99,fumbles_rec_td,0,,,,,
player,201511220phi,phi,BarwCo99,fumbles_forced,0,,,,,
player,201511220phi,phi,CarrNo00,def_int,0,,,,,
player,201511220phi,phi,CarrNo00,def_int_yds,0,,,,,
player,201511220phi,phi,CarrNo00,def_int_td,0,,,,,
player,201511220phi,phi,CarrNo00,def_int_long,0,,,,,
player,201511220phi,phi,CarrNo00,pass_defended,1,,,,,
player,201511220phi,phi,CarrNo00,sacks,0.0,,,,,
player,201511220phi,phi,CarrNo00,tackles_combined,5,,,,,
player,201511220phi,phi,CarrNo00,tackles_solo,4,,,,,
player,201511220phi,phi,CarrNo00,tackles_assists,1,,,,,
player,201511220phi,phi,CarrNo00,tackles_loss,0,,,,,
player,201511220phi,phi,CarrNo00,qb_hits,0,,,,,
player,201511220phi,phi,CarrNo00,fumbles_rec,0,,,,,
player,201511220phi,phi,CarrNo00,fumbles_rec_yds,0,,,,,
player,201511220phi,phi,CarrNo00,fumbles_rec_td,0,,,,,
player,201511220phi,phi,CarrNo00,fumbles_forced,0,,,,,
player,201511220phi,phi,JenkMa99,def_int,0,,,,,
player,201511220phi,phi,JenkMa99,def_int_yds,0,,,,,
player,201511220phi,phi,JenkMa99,def_int_td,0,,,,,
player,201511220phi,phi,JenkMa99,def_int_long,0,,,,,
player,201511220phi,phi,JenkMa99,pass_defended,1,,,,,
player,201511220phi,phi,JenkMa99,sacks,0.0,,,,,
player,201511220phi,phi,JenkMa99,tackles_combined,5,,,,,
player,201511220phi,phi,JenkMa99,tackles_solo,4,,,,,
player,201511220phi,phi,JenkMa99,tackles_assists,1,,,,,
player,201511220phi,phi,JenkMa99,tackles_loss,0,,,,,
player,201511220phi,phi,JenkMa99,qb_hits,0,,,,,
player,201511220phi,phi,JenkMa99,fumbles_rec,0,,,,,
player,201511220phi,phi,JenkMa99,fumbles_rec_yds,0,,,,,
player,201511220phi,phi,JenkMa99,fumbles_rec_td,0,,,,,
player,201511220phi,phi,JenkMa99,fumbles_forced,0,,,,,
player,201511220phi,phi,KendMy00,def_int,0,,,,,
player,201511220phi,phi,KendMy00,def_int_yds,0,,,,,
player,201511220phi,phi,KendMy00,def_int_td,0,,,,,
player,201511220phi,phi,KendMy00,def_int_long,0,,,,,
player,201511220phi,phi,KendMy00,pass_defended,0,,,,,
player,201511220phi,phi,KendMy00,sacks,0.0,,,,,
player,201511220phi,phi,KendMy00,tackles_combined,5,,,,,
player,201511220phi,phi,KendMy00,tackles_solo,4,,,,,
player,201511220phi,phi,KendMy00,tackles_assists,1,,,,,
player,201511220phi,phi,KendMy00,tackles_loss,1,,,,,
player,201511220phi,phi,KendMy00,qb_hits,1,,,,,
player,201511220phi,phi,KendMy00,fumbles_rec,0,,,,,
player,201511220phi,phi,KendMy00,fumbles_rec_yds,0,,,,,
player,201511220phi,phi,KendMy00,fumbles_rec_td,0,,,,,
player,201511220phi,phi,KendMy00,fumbles_forced,1,,,,,
player,201511220phi,phi,LogaBe00,def_int,0,,,,,
player,201511220phi,phi,LogaBe00,def_int_yds,0,,,,,
player,201511220phi,phi,LogaBe00,def_int_td,0,,,,,
player,201511220phi,phi,LogaBe00,def_int_long,0,,,,,
player,201511220phi,phi,LogaBe00,pass_defended,0,,,,,
player,201511220phi,phi,LogaBe00,sacks,0.0,,,,,
player,201511220phi,phi,LogaBe00,tackles_combined,5,,,,,
player,201511220phi,phi,LogaBe00,tackles_solo,5,,,,,
player,201511220phi,phi,LogaBe00,tackles_assists,0,,,,,
player,201511220phi,phi,LogaBe00,tackles_loss,1,,,,,
player,201511220phi,phi,LogaBe00,qb_hits,0,,,,,
player,201511220phi,phi,LogaBe00,fumbles_rec,0,,,,,
player,201511220phi,phi,LogaBe00,fumbles_rec_yds,0,,,,,
player,201511220phi,phi,LogaBe00,fumbles_rec_td,0,,,,,
player,201511220phi,phi,LogaBe00,fumbles_forced,0,,,,,
player,201511220phi,phi,ThorCe00,def_int,0,,,,,
player,201511220phi,phi,ThorCe00,def_int_yds,0,,,,,
player,201511220phi,phi,ThorCe00,def_int_td,0,,,,,
player,201511220phi,phi,ThorCe00,def_int_long,0,,,,,
player,201511220phi,phi,ThorCe00,pass_defended,0,,,,,
player,201511220phi,phi,ThorCe00,sacks,0.0,,,,,
player,201511220phi,phi,ThorCe00,tackles_combined,5,,,,,
player,201511220phi,phi,ThorCe00,tackles_solo,5,,,,,
player,201511220phi,phi,ThorCe00,tackles_assists,0,,,,,
player,201511220phi,phi,ThorCe00,tackles_loss,0,,,,,
player,201511220phi,phi,ThorCe00,qb_hits,0,,,,,
player,201511220phi,phi,ThorCe00,fumbles_rec,0,,,,,
player,201511220phi,phi,ThorCe00,fumbles_rec_yds,0,,,,,
player,201511220phi,phi,ThorCe00,fumbles_rec_td,0,,,,,
player,201511220phi,phi,ThorCe00,fumbles_forced,0,,,,,
player,201511220phi,phi,BiggE.99,def_int,0,,,,,
player,201511220phi,phi,BiggE.99,def_int_yds,0,,,,,
player,201511220phi,phi,BiggE.99,def_int_td,0,,,,,
player,201511220phi,phi,BiggE.99,def_int_long,0,,,,,
player,201511220phi,phi,BiggE.99,pass_defended,1,,,,,
player,201511220phi,phi,BiggE.99,sacks,0.0,,,,,
player,201511220phi,phi,BiggE.99,tackles_combined,4,,,,,
player,201511220phi,phi,BiggE.99,tackles_solo,4,,,,,
player,201511220phi,phi,BiggE.99,tackles_assists,0,,,,,
player,201511220phi,phi,BiggE.99,tackles_loss,0,,,,,
player,201511220phi,phi,BiggE.99,qb_hits,0,,,,,
player,201511220phi,phi,BiggE.99,fumbles_rec,0,,,,,
player,201511220phi,phi,BiggE.99,fumbles_rec_yds,0,,,,,
player,201511220phi,phi,BiggE.99,fumbles_rec_td,0,,,,,
player,201511220phi,phi,BiggE.99,fumbles_forced,0,,,,,
player,201511220phi,phi,MaxwBy00,def_int,0,,,,,
