game,2015,14,20151214,201512140mia,nyg,"New York Giants",31,mia,"Miami Dolphins",24
player,201512140mia,nyg,BrinJa99,def_int,0,,,,,
player,201512140mia,nyg,BrinJa99,def_int_yds,0,,,,,
player,201512140mia,nyg,BrinJa99,def_int_td,0,,,,,
player,201512140mia,nyg,BrinJa99,def_int_long,0,,,,,
player,201512140mia,nyg,BrinJa99,pass_defended,0,,,,,
player,201512140mia,nyg,BrinJa99,sacks,0.0,,,,,
player,201512140mia,nyg,BrinJa99,tackles_combined,6,,,,,
player,201512140mia,nyg,BrinJa99,tackles_solo,4,,,,,
player,201512140mia,nyg,BrinJa99,tackles_assists,2,,,,,
player,201512140mia,nyg,BrinJa99,tackles_loss,0,,,,,
player,201512140mia,nyg,BrinJa99,qb_hits,0,,,,,
player,201512140mia,nyg,BrinJa99,fumbles_rec,0,,,,,
player,201512140mia,nyg,BrinJa99,fumbles_rec_yds,0,,,,,
player,201512140mia,nyg,BrinJa99,fumbles_rec_td,0,,,,,
player,201512140mia,nyg,BrinJa99,fumbles_forced,0,,,,,
player,201512140mia,nyg,AmukPr00,def_int,0,,,,,
player,201512140mia,nyg,AmukPr00,def_int_yds,0,,,,,
player,201512140mia,nyg,AmukPr00,def_int_td,0,,,,,
player,201512140mia,nyg,AmukPr00,def_int_long,0,,,,,
player,201512140mia,nyg,AmukPr00,pass_defended,0,,,,,
player,201512140mia,nyg,AmukPr00,sacks,0.0,,,,,
player,201512140mia,nyg,AmukPr00,tackles_combined,5,,,,,
player,201512140mia,nyg,AmukPr00,tackles_solo,5,,,,,
player,201512140mia,nyg,AmukPr00,tackles_assists,0,,,,,
player,201512140mia,nyg,AmukPr00,tackles_loss,0,,,,,
player,201512140mia,nyg,AmukPr00,qb_hits,0,,,,,
player,201512140mia,nyg,AmukPr00,fumbles_rec,0,,,,,
player,201512140mia,nyg,AmukPr00,fumbles_rec_yds,0,,,,,
player,201512140mia,nyg,AmukPr00,fumbles_rec_td,0,,,,,
player,201512140mia,nyg,AmukPr00,fumbles_forced,0,,,,,
player,201512140mia,nyg,TaylCo01,def_int,0,,,,,
player,201512140mia,nyg,TaylCo01,def_int_yds,0,,,,,
player,201512140mia,nyg,TaylCo01,def_int_td,0,,,,,
player,201512140mia,nyg,TaylCo01,def_int_long,0,,,,,
player,201512140mia,nyg,TaylCo01,pass_defended,0,,,,,
player,201512140mia,nyg,TaylCo01,sacks,0.0,,,,,
player,201512140mia,nyg,TaylCo01,tackles_combined,5,,,,,
player,201512140mia,nyg,TaylCo01,tackles_solo,3,,,,,
player,201512140mia,nyg,TaylCo01,tackles_assists,2,,,,,
player,201512140mia,nyg,TaylCo01,tackles_loss,1,,,,,
player,201512140mia,nyg,TaylCo01,qb_hits,0,,,,,
player,201512140mia,nyg,TaylCo01,fumbles_rec,0,,,,,
player,201512140mia,nyg,TaylCo01,fumbles_rec_yds,0,,,,,
player,201512140mia,nyg,TaylCo01,fumbles_rec_td,0,,,,,
player,201512140mia,nyg,TaylCo01,fumbles_forced,0,,,,,
player,201512140mia,nyg,DahlCr99,def_int,0,,,,,
player,201512140mia,nyg,DahlCr99,def_int_yds,0,,,,,
player,201512140mia,nyg,DahlCr99,def_int_td,0,,,,,
player,201512140mia,nyg,DahlCr99,def_int_long,0,,,,,
player,201512140mia,nyg,DahlCr99,pass_defended,2,,,,,
player,201512140mia,nyg,DahlCr99,sacks,0.0,,,,,
player,201512140mia,nyg,DahlCr99,tackles_combined,4,,,,,
player,201512140mia,nyg,DahlCr99,tackles_solo,2,,,,,
player,201512140mia,nyg,DahlCr99,tackles_assists,2,,,,,
player,201512140mia,nyg,DahlCr99,tackles_loss,0,,,,,
player,201512140mia,nyg,DahlCr99,qb_hits,0,,,,,
player,201512140mia,nyg,DahlCr99,fumbles_rec,0,,,,,
player,201512140mia,nyg,DahlCr99,fumbles_rec_yds,0,,,,,
player,201512140mia,nyg,DahlCr99,fumbles_rec_td,0,,,,,
player,201512140mia,nyg,DahlCr99,fumbles_forced,0,,,,,
player,201512140mia,nyg,WadeTr00,def_int,0,,,,,
player,201512140mia,nyg,WadeTr00,def_int_yds,0,,,,,
player,201512140mia,nyg,WadeTr00,def_int_td,0,,,,,
player,201512140mia,nyg,WadeTr00,def_int_long,0,,,,,
player,201512140mia,nyg,WadeTr00,pass_defended,2,,,,,
player,201512140mia,nyg,WadeTr00,sacks,0.0,,,,,
player,201512140mia,nyg,WadeTr00,tackles_combined,4,,,,,
player,201512140mia,nyg,WadeTr00,tackles_solo,4,,,,,
player,201512140mia,nyg,WadeTr00,tackles_assists,0,,,,,
player,201512140mia,nyg,WadeTr00,tackles_loss,0,,,,,
player,201512140mia,nyg,WadeTr00,qb_hits,0,,,,,
player,201512140mia,nyg,WadeTr00,fumbles_rec,0,,,,,
player,201512140mia,nyg,WadeTr00,fumbles_rec_yds,0,,,,,
player,201512140mia,nyg,WadeTr00,fumbles_rec_td,0,,,,,
player,201512140mia,nyg,WadeTr00,fumbles_forced,0,,,,,
player,201512140mia,nyg,CasiJo99,def_int,0,,,,,
player,201512140mia,nyg,CasiJo99,def_int_yds,0,,,,,
player,201512140mia,nyg,CasiJo99,def_int_td,0,,,,,
player,201512140mia,nyg,CasiJo99,def_int_long,0,,,,,
player,201512140mia,nyg,CasiJo99,pass_defended,0,,,,,
player,201512140mia,nyg,CasiJo99,sacks,0.0,,,,,
player,201512140mia,nyg,CasiJo99,tackles_combined,3,,,,,
player,201512140mia,nyg,CasiJo99,tackles_solo,2,,,,,
player,201512140mia,nyg,CasiJo99,tackles_assists,1,,,,,
player,201512140mia,nyg,CasiJo99,tackles_loss,0,,,,,
player,201512140mia,nyg,CasiJo99,qb_hits,0,,,,,
player,201512140mia,nyg,CasiJo99,fumbles_rec,0,,,,,
player,201512140mia,nyg,CasiJo99,fumbles_rec_yds,0,,,,,
player,201512140mia,nyg,CasiJo99,fumbles_rec_td,0,,,,,
player,201512140mia,nyg,CasiJo99,fumbles_forced,0,,,,,
player,201512140mia,nyg,KuhnMa00,def_int,0,,,,,
player,201512140mia,nyg,KuhnMa00,def_int_yds,0,,,,,
player,201512140mia,nyg,KuhnMa00,def_int_td,0,,,,,
player,201512140mia,nyg,KuhnMa00,def_int_long,0,,,,,
player,201512140mia,nyg,KuhnMa00,pass_defended,0,,,,,
player,201512140mia,nyg,KuhnMa00,sacks,0.0,,,,,
player,201512140mia,nyg,KuhnMa00,tackles_combined,3,,,,,
player,201512140mia,nyg,KuhnMa00,tackles_solo,2,,,,,
player,201512140mia,nyg,KuhnMa00,tackles_assists,1,,,,,
player,201512140mia,nyg,KuhnMa00,tackles_loss,0,,,,,
player,201512140mia,nyg,KuhnMa00,qb_hits,0,,,,,
player,201512140mia,nyg,KuhnMa00,fumbles_rec,0,,,,,
player,201512140mia,nyg,KuhnMa00,fumbles_rec_yds,0,,,,,
player,201512140mia,nyg,KuhnMa00,fumbles_rec_td,0,,,,,
player,201512140mia,nyg,KuhnMa00,fumbles_forced,0,,,,,
player,201512140mia,nyg,PierJa99,def_int,0,,,,,
player,201512140mia,nyg,PierJa99,def_int_yds,0,,,,,
player,201512140mia,nyg,PierJa99,def_int_td,0,,,,,
player,201512140mia,nyg,PierJa99,def_int_long,0,,,,,
player,201512140mia,nyg,PierJa99,pass_defended,0,,,,,
player,201512140mia,nyg,PierJa99,sacks,0.0,,,,,
player,201512140mia,nyg,PierJa99,tackles_combined,3,,,,,
player,201512140mia,nyg,PierJa99,tackles_solo,1,,,,,
player,201512140mia,nyg,PierJa99,tackles_assists,2,,,,,
player,201512140mia,nyg,PierJa99,tackles_loss,0,,,,,
player,201512140mia,nyg,PierJa99,qb_hits,1,,,,,
player,201512140mia,nyg,PierJa99,fumbles_rec,1,,,,,
player,201512140mia,nyg,PierJa99,fumbles_rec_yds,0,,,,,
player,201512140mia,nyg,PierJa99,fumbles_rec_td,0,,,,,
player,201512140mia,nyg,PierJa99,fumbles_forced,0,,,,,
player,201512140mia,nyg,RodgDo99,def_int,0,,,,,
player,201512140mia,nyg,RodgDo99,def_int_yds,0,,,,,
player,201512140mia,nyg,RodgDo99,def_int_td,0,,,,,
player,201512140mia,nyg,RodgDo99,def_int_long,0,,,,,
player,201512140mia,nyg,RodgDo99,pass_defended,3,,,,,
player,201512140mia,nyg,RodgDo99,sacks,0.0,,,,,
player,201512140mia,nyg,RodgDo99,tackles_combined,3,,,,,
player,201512140mia,nyg,RodgDo99,tackles_solo,3,,,,,
player,201512140mia,nyg,RodgDo99,tackles_assists,0,,,,,
player,201512140mia,nyg,RodgDo99,tackles_loss,0,,,,,
player,201512140mia,nyg,RodgDo99,qb_hits,0,,,,,
player,201512140mia,nyg,RodgDo99,fumbles_rec,0,,,,,
player,201512140mia,nyg,RodgDo99,fumbles_rec_yds,0,,,,,
player,201512140mia,nyg,RodgDo99,fumbles_rec_td,0,,,,,
player,201512140mia,nyg,RodgDo99,fumbles_forced,0,,,,,
player,201512140mia,nyg,ThomJ.02,def_int,0,,,,,
player,201512140mia,nyg,ThomJ.02,def_int_yds,0,,,,,
player,201512140mia,nyg,ThomJ.02,def_int_td,0,,,,,
player,201512140mia,nyg,ThomJ.02,def_int_long,0,,,,,
player,201512140mia,nyg,ThomJ.02,pass_defended,0,,,,,
player,201512140mia,nyg,ThomJ.02,sacks,0.0,,,,,
player,201512140mia,nyg,ThomJ.02,tackles_combined,3,,,,,
player,201512140mia,nyg,ThomJ.02,tackles_solo,2,,,,,
player,201512140mia,nyg,ThomJ.02,tackles_assists,1,,,,,
player,201512140mia,nyg,ThomJ.02,tackles_loss,0,,,,,
player,201512140mia,nyg,ThomJ.02,qb_hits,0,,,,,
player,201512140mia,nyg,ThomJ.02,fumbles_rec,0,,,,,
player,201512140mia,nyg,ThomJ.02,fumbles_rec_yds,0,,,,,
player,201512140mia,nyg,ThomJ.02,fumbles_rec_td,0,,,,,
player,201512140mia,nyg,ThomJ.02,fumbles_forced,0,,,,,
player,201512140mia,nyg,UngaUa00,def_int,0,,,,,
player,201512140mia,nyg,UngaUa00,def_int_yds,0,,,,,
player,201512140mia,nyg,UngaUa00,def_int_td,0,,,,,
player,201512140mia,nyg,UngaUa00,def_int_long,0,,,,,
player,201512140mia,nyg,UngaUa00,pass_defended,0,,,,,
player,201512140mia,nyg,UngaUa00,sacks,0.0,,,,,
player,201512140mia,nyg,UngaUa00,tackles_combined,3,,,,,
player,201512140mia,nyg,UngaUa00,tackles_solo,2,,,,,
player,201512140mia,nyg,UngaUa00,tackles_assists,1,,,,,
player,201512140mia,nyg,UngaUa00,tackles_loss,,,,,,
player,201512140mia,nyg,UngaUa00,qb_hits,,,,,,
player,201512140mia,nyg,UngaUa00,fumbles_rec,0,,,,,
player,201512140mia,nyg,UngaUa00,fumbles_rec_yds,0,,,,,
player,201512140mia,nyg,UngaUa00,fumbles_rec_td,0,,,,,
player,201512140mia,nyg,UngaUa00,fumbles_forced,0,,,,,
player,201512140mia,nyg,BromJa00,def_int,0,,,,,
player,201512140mia,nyg,BromJa00,def_int_yds,0,,,,,
player,201512140mia,nyg,BromJa00,def_int_td,0,,,,,
player,201512140mia,nyg,BromJa00,def_int_long,0,,,,,
player,201512140mia,nyg,BromJa00,pass_defended,0,,,,,
player,201512140mia,nyg,BromJa00,sacks,0.0,,,,,
player,201512140mia,nyg,BromJa00,tackles_combined,1,,,,,
player,201512140mia,nyg,BromJa00,tackles_solo,1,,,,,
player,201512140mia,nyg,BromJa00,tackles_assists,0,,,,,
player,201512140mia,nyg,BromJa00,tackles_loss,0,,,,,
player,201512140mia,nyg,BromJa00,qb_hits,0,,,,,
player,201512140mia,nyg,BromJa00,fumbles_rec,0,,,,,
player,201512140mia,nyg,BromJa00,fumbles_rec_yds,0,,,,,
player,201512140mia,nyg,BromJa00,fumbles_rec_td,0,,,,,
player,201512140mia,nyg,BromJa00,fumbles_forced,0,,,,,
player,201512140mia,nyg,HerzMa00,def_int,0,,,,,
player,201512140mia,nyg,HerzMa00,def_int_yds,0,,,,,
player,201512140mia,nyg,HerzMa00,def_int_td,0,,,,,
player,201512140mia,nyg,HerzMa00,def_int_long,0,,,,,
player,201512140mia,nyg,HerzMa00,pass_defended,0,,,,,
player,201512140mia,nyg,HerzMa00,sacks,0.0,,,,,
player,201512140mia,nyg,HerzMa00,tackles_combined,1,,,,,
player,201512140mia,nyg,HerzMa00,tackles_solo,1,,,,,
player,201512140mia,nyg,HerzMa00,tackles_assists,0,,,,,
player,201512140mia,nyg,HerzMa00,tackles_loss,0,,,,,
player,201512140mia,nyg,HerzMa00,qb_hits,0,,,,,
player,201512140mia,nyg,HerzMa00,fumbles_rec,0,,,,,
player,201512140mia,nyg,HerzMa00,fumbles_rec_yds,0,,,,,
player,201512140mia,nyg,HerzMa00,fumbles_rec_td,0,,,,,
player,201512140mia,nyg,HerzMa00,fumbles_forced,1,,,,,
player,201512140mia,nyg,JenkCu20,def_int,0,,,,,
player,201512140mia,nyg,JenkCu20,def_int_yds,0,,,,,
player,201512140mia,nyg,JenkCu20,def_int_td,0,,,,,
player,201512140mia,nyg,JenkCu20,def_int_long,0,,,,,
player,201512140mia,nyg,JenkCu20,pass_defended,0,,,,,
player,201512140mia,nyg,JenkCu20,sacks,0.0,,,,,
player,201512140mia,nyg,JenkCu20,tackles_combined,1,,,,,
player,201512140mia,nyg,JenkCu20,tackles_solo,0,,,,,
player,201512140mia,nyg,JenkCu20,tackles_assists,1,,,,,
player,201512140mia,nyg,JenkCu20,tackles_loss,0,,,,,
player,201512140mia,nyg,JenkCu20,qb_hits,1,,,,,
player,201512140mia,nyg,JenkCu20,fumbles_rec,0,,,,,
player,201512140mia,nyg,JenkCu20,fumbles_rec_yds,0,,,,,
player,201512140mia,nyg,JenkCu20,fumbles_rec_td,0,,,,,
player,201512140mia,nyg,JenkCu20,fumbles_forced,0,,,,,
player,201512140mia,nyg,McBrTr99,def_int,0,,,,,
player,201512140mia,nyg,McBrTr99,def_int_yds,0,,,,,
player,201512140mia,nyg,McBrTr99,def_int_td,0,,,,,
player,201512140mia,nyg,McBrTr99,def_int_long,0,,,,,
player,201512140mia,nyg,McBrTr99,pass_defended,0,,,,,
player,201512140mia,nyg,McBrTr99,sacks,0.0,,,,,
player,201512140mia,nyg,McBrTr99,tackles_combined,1,,,,,
player,201512140mia,nyg,McBrTr99,tackles_solo,0,,,,,
player,201512140mia,nyg,McBrTr99,tackles_assists,1,,,,,
player,201512140mia,nyg,McBrTr99,tackles_loss,0,,,,,
player,201512140mia,nyg,McBrTr99,qb_hits,0,,,,,
player,201512140mia,nyg,McBrTr99,fumbles_rec,0,,,,,
player,201512140mia,nyg,McBrTr99,fumbles_rec_yds,0,,,,,
player,201512140mia,nyg,McBrTr99,fumbles_rec_td,0,,,,,
player,201512140mia,nyg,McBrTr99,fumbles_forced,0,,,,,
player,201512140mia,nyg,SelvGe99,def_int,0,,,,,
player,201512140mia,nyg,SelvGe99,def_int_yds,0,,,,,
player,201512140mia,nyg,SelvGe99,def_int_td,0,,,,,
player,201512140mia,nyg,SelvGe99,def_int_long,0,,,,,
player,201512140mia,nyg,SelvGe99,pass_defended,0,,,,,
player,201512140mia,nyg,SelvGe99,sacks,0.0,,,,,
player,201512140mia,nyg,SelvGe99,tackles_combined,1,,,,,
player,201512140mia,nyg,SelvGe99,tackles_solo,1,,,,,
player,201512140mia,nyg,SelvGe99,tackles_assists,0,,,,,
player,201512140mia,nyg,SelvGe99,tackles_loss,0,,,,,
player,201512140mia,nyg,SelvGe99,qb_hits,1,,,,,
player,201512140mia,nyg,SelvGe99,fumbles_rec,0,,,,,
player,201512140mia,nyg,SelvGe99,fumbles_rec_yds,0,,,,,
player,201512140mia,nyg,SelvGe99,fumbles_rec_td,0,,,,,
player,201512140mia,nyg,SelvGe99,fumbles_forced,0,,,,,
player,201512140mia,nyg,WhitNi01,def_int,0,,,,,
player,201512140mia,nyg,WhitNi01,def_int_yds,0,,,,,
player,201512140mia,nyg,WhitNi01,def_int_td,0,,,,,
player,201512140mia,nyg,WhitNi01,def_int_long,0,,,,,
player,201512140mia,nyg,WhitNi01,pass_defended,0,,,,,
player,201512140mia,nyg,WhitNi01,sacks,0.0,,,,,
player,201512140mia,nyg,WhitNi01,tackles_combined,1,,,,,
player,201512140mia,nyg,WhitNi01,tackles_solo,1,,,,,
player,201512140mia,nyg,WhitNi01,tackles_assists,0,,,,,
player,201512140mia,nyg,WhitNi01,tackles_loss,0,,,,,
player,201512140mia,nyg,WhitNi01,qb_hits,1,,,,,
player,201512140mia,nyg,WhitNi01,fumbles_rec,0,,,,,
player,201512140mia,nyg,WhitNi01,fumbles_rec_yds,0,,,,,
player,201512140mia,nyg,WhitNi01,fumbles_rec_td,0,,,,,
player,201512140mia,nyg,WhitNi01,fumbles_forced,0,,,,,
player,201512140mia,nyg,WynnKe00,def_int,0,,,,,
player,201512140mia,nyg,WynnKe00,def_int_yds,0,,,,,
player,201512140mia,nyg,WynnKe00,def_int_td,0,,,,,
player,201512140mia,nyg,WynnKe00,def_int_long,0,,,,,
player,201512140mia,nyg,WynnKe00,pass_defended,1,,,,,
player,201512140mia,nyg,WynnKe00,sacks,0.0,,,,,
player,201512140mia,nyg,WynnKe00,tackles_combined,1,,,,,
player,201512140mia,nyg,WynnKe00,tackles_solo,1,,,,,
player,201512140mia,nyg,WynnKe00,tackles_assists,0,,,,,
player,201512140mia,nyg,WynnKe00,tackles_loss,0,,,,,
player,201512140mia,nyg,WynnKe00,qb_hits,0,,,,,
player,201512140mia,nyg,WynnKe00,fumbles_rec,0,,,,,
player,201512140mia,nyg,WynnKe00,fumbles_rec_yds,0,,,,,
player,201512140mia,nyg,WynnKe00,fumbles_rec_td,0,,,,,
player,201512140mia,nyg,WynnKe00,fumbles_forced,0,,,,,
player,201512140mia,nyg,DarkOr00,def_int,0,,,,,
player,201512140mia,nyg,DarkOr00,def_int_yds,0,,,,,
player,201512140mia,nyg,DarkOr00,def_int_td,0,,,,,
player,201512140mia,nyg,DarkOr00,def_int_long,0,,,,,
player,201512140mia,nyg,DarkOr00,pass_defended,0,,,,,
player,201512140mia,nyg,DarkOr00,sacks,0.0,,,,,
player,201512140mia,nyg,DarkOr00,tackles_combined,0,,,,,
player,201512140mia,nyg,DarkOr00,tackles_solo,0,,,,,
player,201512140mia,nyg,DarkOr00,tackles_assists,0,,,,,
player,201512140mia,nyg,DarkOr00,tackles_loss,0,,,,,
player,201512140mia,nyg,DarkOr00,qb_hits,1,,,,,
player,201512140mia,nyg,DarkOr00,fumbles_rec,0,,,,,
player,201512140mia,nyg,DarkOr00,fumbles_rec_yds,0,,,,,
player,201512140mia,nyg,DarkOr00,fumbles_rec_td,0,,,,,
player,201512140mia,nyg,DarkOr00,fumbles_forced,0,,,,,
player,201512140mia,mia,JoneRe99,def_int,0,,,,,
player,201512140mia,mia,JoneRe99,def_int_yds,0,,,,,
player,201512140mia,mia,JoneRe99,def_int_td,0,,,,,
player,201512140mia,mia,JoneRe99,def_int_long,0,,,,,
player,201512140mia,mia,JoneRe99,pass_defended,0,,,,,
player,201512140mia,mia,JoneRe99,sacks,0.0,,,,,
player,201512140mia,mia,JoneRe99,tackles_combined,10,,,,,
player,201512140mia,mia,JoneRe99,tackles_solo,9,,,,,
player,201512140mia,mia,JoneRe99,tackles_assists,1,,,,,
player,201512140mia,mia,JoneRe99,tackles_loss,0,,,,,
player,201512140mia,mia,JoneRe99,qb_hits,0,,,,,
player,201512140mia,mia,JoneRe99,fumbles_rec,1,,,,,
player,201512140mia,mia,JoneRe99,fumbles_rec_yds,9,,,,,
player,201512140mia,mia,JoneRe99,fumbles_rec_td,0,,,,,
player,201512140mia,mia,JoneRe99,fumbles_forced,0,,,,,
player,201512140mia,mia,JenkJe00,def_int,0,,,,,
player,201512140mia,mia,JenkJe00,def_int_yds,0,,,,,
player,201512140mia,mia,JenkJe00,def_int_td,0,,,,,
player,201512140mia,mia,JenkJe00,def_int_long,0,,,,,
player,201512140mia,mia,JenkJe00,pass_defended,0,,,,,
player,201512140mia,mia,JenkJe00,sacks,0.0,,,,,
player,201512140mia,mia,JenkJe00,tackles_combined,8,,,,,
player,201512140mia,mia,JenkJe00,tackles_solo,6,,,,,
player,201512140mia,mia,JenkJe00,tackles_assists,2,,,,,
player,201512140mia,mia,JenkJe00,tackles_loss,1,,,,,
player,201512140mia,mia,JenkJe00,qb_hits,0,,,,,
player,201512140mia,mia,JenkJe00,fumbles_rec,0,,,,,
player,201512140mia,mia,JenkJe00,fumbles_rec_yds,0,,,,,
player,201512140mia,mia,JenkJe00,fumbles_rec_td,0,,,,,
player,201512140mia,mia,JenkJe00,fumbles_forced,0,,,,,
player,201512140mia,mia,McCaBr99,def_int,0,,,,,
player,201512140mia,mia,McCaBr99,def_int_yds,0,,,,,
player,201512140mia,mia,McCaBr99,def_int_td,0,,,,,
player,201512140mia,mia,McCaBr99,def_int_long,0,,,,,
player,201512140mia,mia,McCaBr99,pass_defended,1,,,,,
player,201512140mia,mia,McCaBr99,sacks,0.0,,,,,
player,201512140mia,mia,McCaBr99,tackles_combined,6,,,,,
player,201512140mia,mia,McCaBr99,tackles_solo,6,,,,,
player,201512140mia,mia,McCaBr99,tackles_assists,0,,,,,
player,201512140mia,mia,McCaBr99,tackles_loss,0,,,,,
player,201512140mia,mia,McCaBr99,qb_hits,0,,,,,
player,201512140mia,mia,McCaBr99,fumbles_rec,0,,,,,
player,201512140mia,mia,McCaBr99,fumbles_rec_yds,0,,,,,
player,201512140mia,mia,McCaBr99,fumbles_rec_td,0,,,,,
player,201512140mia,mia,McCaBr99,fumbles_forced,0,,,,,
player,201512140mia,mia,MisiKo99,def_int,0,,,,,
player,201512140mia,mia,MisiKo99,def_int_yds,0,,,,,
player,201512140mia,mia,MisiKo99,def_int_td,0,,,,,
player,201512140mia,mia,MisiKo99,def_int_long,0,,,,,
player,201512140mia,mia,MisiKo99,pass_defended,0,,,,,
player,201512140mia,mia,MisiKo99,sacks,0.0,,,,,
player,201512140mia,mia,MisiKo99,tackles_combined,6,,,,,
player,201512140mia,mia,MisiKo99,tackles_solo,5,,,,,
player,201512140mia,mia,MisiKo99,tackles_assists,1,,,,,
player,201512140mia,mia,MisiKo99,tackles_loss,0,,,,,
player,201512140mia,mia,MisiKo99,qb_hits,0,,,,,
player,201512140mia,mia,MisiKo99,fumbles_rec,0,,,,,
player,201512140mia,mia,MisiKo99,fumbles_rec_yds,0,,,,,
player,201512140mia,mia,MisiKo99,fumbles_rec_td,0,,,,,
player,201512140mia,mia,MisiKo99,fumbles_forced,0,,,,,
player,201512140mia,mia,ShepKe00,def_int,0,,,,,
player,201512140mia,mia,ShepKe00,def_int_yds,0,,,,,
player,201512140mia,mia,ShepKe00,def_int_td,0,,,,,
player,201512140mia,mia,ShepKe00,def_int_long,0,,,,,
player,201512140mia,mia,ShepKe00,pass_defended,0,,,,,
player,201512140mia,mia,ShepKe00,sacks,0.0,,,,,
player,201512140mia,mia,ShepKe00,tackles_combined,5,,,,,
player,201512140mia,mia,ShepKe00,tackles_solo,3,,,,,
player,201512140mia,mia,ShepKe00,tackles_assists,2,,,,,
player,201512140mia,mia,ShepKe00,tackles_loss,0,,,,,
player,201512140mia,mia,ShepKe00,qb_hits,0,,,,,
player,201512140mia,mia,ShepKe00,fumbles_rec,0,,,,,
player,201512140mia,mia,ShepKe00,fumbles_rec_yds,0,,,,,
player,201512140mia,mia,ShepKe00,fumbles_rec_td,0,,,,,
player,201512140mia,mia,ShepKe00,fumbles_forced,0,,,,,
player,201512140mia,mia,ThomMi02,def_int,0,,,,,
player,201512140mia,mia,ThomMi02,def_int_yds,0,,,,,
player,201512140mia,mia,ThomMi02,def_int_td,0,,,,,
player,201512140mia,mia,ThomMi02,def_int_long,0,,,,,
player,201512140mia,mia,ThomMi02,pass_defended,0,,,,,
player,201512140mia,mia,ThomMi02,sacks,0.0,,,,,
player,201512140mia,mia,ThomMi02,tackles_combined,5,,,,,
player,201512140mia,mia,ThomMi02,tackles_solo,5,,,,,
player,201512140mia,mia,ThomMi02,tackles_assists,0,,,,,
player,201512140mia,mia,ThomMi02,tackles_loss,1,,,,,
player,201512140mia,mia,ThomMi02,qb_hits,0,,,,,
player,201512140mia,mia,ThomMi02,fumbles_rec,0,,,,,
player,201512140mia,mia,ThomMi02,fumbles_rec_yds,0,,,,,
player,201512140mia,mia,ThomMi02,fumbles_rec_td,0,,,,,
player,201512140mia,mia,ThomMi02,fumbles_forced,0,,,,,
player,201512140mia,mia,SuhxNd99,def_int,0,,,,,
player,201512140mia,mia,SuhxNd99,def_int_yds,0,,,,,
player,201512140mia,mia,SuhxNd99,def_int_td,0,,,,,
player,201512140mia,mia,SuhxNd99,def_int_long,0,,,,,
player,201512140mia,mia,SuhxNd99,pass_defended,1,,,,,
player,201512140mia,mia,SuhxNd99,sacks,0.0,,,,,
player,201512140mia,mia,SuhxNd99,tackles_combined,4,,,,,
player,201512140mia,mia,SuhxNd99,tackles_solo,3,,,,,
player,201512140mia,mia,SuhxNd99,tackles_assists,1,,,,,
player,201512140mia,mia,SuhxNd99,tackles_loss,1,,,,,
player,201512140mia,mia,SuhxNd99,qb_hits,0,,,,,
player,201512140mia,mia,SuhxNd99,fumbles_rec,0,,,,,
player,201512140mia,mia,SuhxNd99,fumbles_rec_yds,0,,,,,
player,201512140mia,mia,SuhxNd99,fumbles_rec_td,0,,,,,
player,201512140mia,mia,SuhxNd99,fumbles_forced,0,,,,,
player,201512140mia,mia,GrimBr20,def_int,0,,,,,
player,201512140mia,mia,GrimBr20,def_int_yds,0,,,,,
player,201512140mia,mia,GrimBr20,def_int_td,0,,,,,
player,201512140mia,mia,GrimBr20,def_int_long,0,,,,,
player,201512140mia,mia,GrimBr20,pass_defended,0,,,,,
player,201512140mia,mia,GrimBr20,sacks,0.0,,,,,
player,201512140mia,mia,GrimBr20,tackles_combined,3,,,,,
player,201512140mia,mia,GrimBr20,tackles_solo,3,,,,,
player,201512140mia,mia,GrimBr20,tackles_assists,0,,,,,
player,201512140mia,mia,GrimBr20,tackles_loss,0,,,,,
player,201512140mia,mia,GrimBr20,qb_hits,0,,,,,
player,201512140mia,mia,GrimBr20,fumbles_rec,0,,,,,
player,201512140mia,mia,GrimBr20,fumbles_rec_yds,0,,,,,
player,201512140mia,mia,GrimBr20,fumbles_rec_td,0,,,,,
player,201512140mia,mia,GrimBr20,fumbles_forced,0,,,,,
player,201512140mia,mia,McCaBo01,def_int,0,,,,,
player,201512140mia,mia,McCaBo01,def_int_yds,0,,,,,
player,201512140mia,mia,McCaBo01,def_int_td,0,,,,,
player,201512140mia,mia,McCaBo01,def_int_long,0,,,,,
player,201512140mia,mia,McCaBo01,pass_defended,0,,,,,
player,201512140mia,mia,McCaBo01,sacks,0.0,,,,,
player,201512140mia,mia,McCaBo01,tackles_combined,2,,,,,
player,201512140mia,mia,McCaBo01,tackles_solo,2,,,,,
player,201512140mia,mia,McCaBo01,tackles_assists,0,,,,,
player,201512140mia,mia,McCaBo01,tackles_loss,0,,,,,
player,201512140mia,mia,McCaBo01,qb_hits,0,,,,,
player,201512140mia,mia,McCaBo01,fumbles_rec,0,,,,,
player,201512140mia,mia,McCaBo01,fumbles_rec_yds,0,,,,,
player,201512140mia,mia,McCaBo01,fumbles_rec_td,0,,,,,
player,201512140mia,mia,McCaBo01,fumbles_forced,0,,,,,
player,201512140mia,mia,ShelDe00,def_int,0,,,,,
player,201512140mia,mia,ShelDe00,def_int_yds,0,,,,,
player,201512140mia,mia,ShelDe00,def_int_td,0,,,,,
player,201512140mia,mia,ShelDe00,def_int_long,0,,,,,
player,201512140mia,mia,ShelDe00,pass_defended,0,,,,,
player,201512140mia,mia,ShelDe00,sacks,0.0,,,,,
