game,2015,5,20151012,201510120sdg,pit,"Pittsburgh Steelers",24,sdg,"San Diego Chargers",20
player,201510120sdg,sdg,DzubNi00,qb_hits,0,,,,,
player,201510120sdg,sdg,DzubNi00,fumbles_rec,0,,,,,
player,201510120sdg,sdg,DzubNi00,fumbles_rec_yds,0,,,,,
player,201510120sdg,sdg,DzubNi00,fumbles_rec_td,0,,,,,
player,201510120sdg,sdg,DzubNi00,fumbles_forced,0,,,,,
player,201510120sdg,sdg,LissSe99,def_int,0,,,,,
player,201510120sdg,sdg,LissSe99,def_int_yds,0,,,,,
player,201510120sdg,sdg,LissSe99,def_int_td,0,,,,,
player,201510120sdg,sdg,LissSe99,def_int_long,0,,,,,
player,201510120sdg,sdg,LissSe99,pass_defended,0,,,,,
player,201510120sdg,sdg,LissSe99,sacks,0.0,,,,,
player,201510120sdg,sdg,LissSe99,tackles_combined,2,,,,,
player,201510120sdg,sdg,LissSe99,tackles_solo,2,,,,,
player,201510120sdg,sdg,LissSe99,tackles_assists,0,,,,,
player,201510120sdg,sdg,LissSe99,tackles_loss,0,,,,,
player,201510120sdg,sdg,LissSe99,qb_hits,0,,,,,
player,201510120sdg,sdg,LissSe99,fumbles_rec,0,,,,,
player,201510120sdg,sdg,LissSe99,fumbles_rec_yds,0,,,,,
player,201510120sdg,sdg,LissSe99,fumbles_rec_td,0,,,,,
player,201510120sdg,sdg,LissSe99,fumbles_forced,0,,,,,
player,201510120sdg,sdg,ReyeKe00,def_int,0,,,,,
player,201510120sdg,sdg,ReyeKe00,def_int_yds,0,,,,,
player,201510120sdg,sdg,ReyeKe00,def_int_td,0,,,,,
player,201510120sdg,sdg,ReyeKe00,def_int_long,0,,,,,
player,201510120sdg,sdg,ReyeKe00,pass_defended,0,,,,,
player,201510120sdg,sdg,ReyeKe00,sacks,0.0,,,,,
player,201510120sdg,sdg,ReyeKe00,tackles_combined,2,,,,,
player,201510120sdg,sdg,ReyeKe00,tackles_solo,2,,,,,
player,201510120sdg,sdg,ReyeKe00,tackles_assists,0,,,,,
player,201510120sdg,sdg,ReyeKe00,tackles_loss,0,,,,,
player,201510120sdg,sdg,ReyeKe00,qb_hits,0,,,,,
player,201510120sdg,sdg,ReyeKe00,fumbles_rec,0,,,,,
player,201510120sdg,sdg,ReyeKe00,fumbles_rec_yds,0,,,,,
player,201510120sdg,sdg,ReyeKe00,fumbles_rec_td,0,,,,,
player,201510120sdg,sdg,ReyeKe00,fumbles_forced,0,,,,,
player,201510120sdg,sdg,VerrJa00,def_int,0,,,,,
player,201510120sdg,sdg,VerrJa00,def_int_yds,0,,,,,
player,201510120sdg,sdg,VerrJa00,def_int_td,0,,,,,
player,201510120sdg,sdg,VerrJa00,def_int_long,0,,,,,
player,201510120sdg,sdg,VerrJa00,pass_defended,1,,,,,
player,201510120sdg,sdg,VerrJa00,sacks,0.0,,,,,
player,201510120sdg,sdg,VerrJa00,tackles_combined,2,,,,,
player,201510120sdg,sdg,VerrJa00,tackles_solo,2,,,,,
player,201510120sdg,sdg,VerrJa00,tackles_assists,0,,,,,
player,201510120sdg,sdg,VerrJa00,tackles_loss,0,,,,,
player,201510120sdg,sdg,VerrJa00,qb_hits,0,,,,,
player,201510120sdg,sdg,VerrJa00,fumbles_rec,0,,,,,
player,201510120sdg,sdg,VerrJa00,fumbles_rec_yds,0,,,,,
player,201510120sdg,sdg,VerrJa00,fumbles_rec_td,0,,,,,
player,201510120sdg,sdg,VerrJa00,fumbles_forced,0,,,,,
player,201510120sdg,sdg,GreeLa00,def_int,0,,,,,
player,201510120sdg,sdg,GreeLa00,def_int_yds,0,,,,,
player,201510120sdg,sdg,GreeLa00,def_int_td,0,,,,,
player,201510120sdg,sdg,GreeLa00,def_int_long,0,,,,,
player,201510120sdg,sdg,GreeLa00,pass_defended,0,,,,,
player,201510120sdg,sdg,GreeLa00,sacks,0.0,,,,,
player,201510120sdg,sdg,GreeLa00,tackles_combined,1,,,,,
player,201510120sdg,sdg,GreeLa00,tackles_solo,1,,,,,
player,201510120sdg,sdg,GreeLa00,tackles_assists,0,,,,,
player,201510120sdg,sdg,GreeLa00,tackles_loss,0,,,,,
player,201510120sdg,sdg,GreeLa00,qb_hits,0,,,,,
player,201510120sdg,sdg,GreeLa00,fumbles_rec,0,,,,,
player,201510120sdg,sdg,GreeLa00,fumbles_rec_yds,0,,,,,
player,201510120sdg,sdg,GreeLa00,fumbles_rec_td,0,,,,,
player,201510120sdg,sdg,GreeLa00,fumbles_forced,0,,,,,
player,201510120sdg,sdg,OlivBr01,def_int,0,,,,,
player,201510120sdg,sdg,OlivBr01,def_int_yds,0,,,,,
player,201510120sdg,sdg,OlivBr01,def_int_td,0,,,,,
player,201510120sdg,sdg,OlivBr01,def_int_long,0,,,,,
player,201510120sdg,sdg,OlivBr01,pass_defended,0,,,,,
player,201510120sdg,sdg,OlivBr01,sacks,0.0,,,,,
player,201510120sdg,sdg,OlivBr01,tackles_combined,1,,,,,
player,201510120sdg,sdg,OlivBr01,tackles_solo,1,,,,,
player,201510120sdg,sdg,OlivBr01,tackles_assists,0,,,,,
player,201510120sdg,sdg,OlivBr01,tackles_loss,0,,,,,
player,201510120sdg,sdg,OlivBr01,qb_hits,0,,,,,
player,201510120sdg,sdg,OlivBr01,fumbles_rec,0,,,,,
player,201510120sdg,sdg,OlivBr01,fumbles_rec_yds,0,,,,,
player,201510120sdg,sdg,OlivBr01,fumbles_rec_td,0,,,,,
player,201510120sdg,sdg,OlivBr01,fumbles_forced,0,,,,,
player,201510120sdg,sdg,PerrDe00,def_int,0,,,,,
player,201510120sdg,sdg,PerrDe00,def_int_yds,0,,,,,
player,201510120sdg,sdg,PerrDe00,def_int_td,0,,,,,
player,201510120sdg,sdg,PerrDe00,def_int_long,0,,,,,
player,201510120sdg,sdg,PerrDe00,pass_defended,0,,,,,
player,201510120sdg,sdg,PerrDe00,sacks,0.0,,,,,
player,201510120sdg,sdg,PerrDe00,tackles_combined,1,,,,,
player,201510120sdg,sdg,PerrDe00,tackles_solo,1,,,,,
player,201510120sdg,sdg,PerrDe00,tackles_assists,0,,,,,
player,201510120sdg,sdg,PerrDe00,tackles_loss,0,,,,,
player,201510120sdg,sdg,PerrDe00,qb_hits,0,,,,,
player,201510120sdg,sdg,PerrDe00,fumbles_rec,0,,,,,
player,201510120sdg,sdg,PerrDe00,fumbles_rec_yds,0,,,,,
player,201510120sdg,sdg,PerrDe00,fumbles_rec_td,0,,,,,
player,201510120sdg,sdg,PerrDe00,fumbles_forced,0,,,,,
player,201510120sdg,pit,BrowAn04,kick_ret,0,,,,,
player,201510120sdg,pit,BrowAn04,kick_ret_yds,0,,,,,
player,201510120sdg,pit,BrowAn04,kick_ret_yds_per_ret,,,,,,
player,201510120sdg,pit,BrowAn04,kick_ret_td,0,,,,,
player,201510120sdg,pit,BrowAn04,kick_ret_long,0,,,,,
player,201510120sdg,pit,BrowAn04,punt_ret,5,,,,,
player,201510120sdg,pit,BrowAn04,punt_ret_yds,27,,,,,
player,201510120sdg,pit,BrowAn04,punt_ret_yds_per_ret,5.4,,,,,
player,201510120sdg,pit,BrowAn04,punt_ret_td,0,,,,,
player,201510120sdg,pit,BrowAn04,punt_ret_long,10,,,,,
player,201510120sdg,pit,ArchDr00,kick_ret,2,,,,,
player,201510120sdg,pit,ArchDr00,kick_ret_yds,62,,,,,
player,201510120sdg,pit,ArchDr00,kick_ret_yds_per_ret,31.0,,,,,
player,201510120sdg,pit,ArchDr00,kick_ret_td,0,,,,,
player,201510120sdg,pit,ArchDr00,kick_ret_long,32,,,,,
player,201510120sdg,pit,ArchDr00,punt_ret,0,,,,,
player,201510120sdg,pit,ArchDr00,punt_ret_yds,0,,,,,
player,201510120sdg,pit,ArchDr00,punt_ret_yds_per_ret,,,,,,
player,201510120sdg,pit,ArchDr00,punt_ret_td,0,,,,,
player,201510120sdg,pit,ArchDr00,punt_ret_long,0,,,,,
player,201510120sdg,sdg,JoneJa03,kick_ret,1,,,,,
player,201510120sdg,sdg,JoneJa03,kick_ret_yds,30,,,,,
player,201510120sdg,sdg,JoneJa03,kick_ret_yds_per_ret,30.0,,,,,
player,201510120sdg,sdg,JoneJa03,kick_ret_td,0,,,,,
player,201510120sdg,sdg,JoneJa03,kick_ret_long,30,,,,,
player,201510120sdg,sdg,JoneJa03,punt_ret,2,,,,,
player,201510120sdg,sdg,JoneJa03,punt_ret_yds,5,,,,,
player,201510120sdg,sdg,JoneJa03,punt_ret_yds_per_ret,2.5,,,,,
player,201510120sdg,sdg,JoneJa03,punt_ret_td,0,,,,,
player,201510120sdg,sdg,JoneJa03,punt_ret_long,5,,,,,
player,201510120sdg,pit,BoswCh00,xpm,3,,,,,
player,201510120sdg,pit,BoswCh00,xpa,3,,,,,
player,201510120sdg,pit,BoswCh00,fgm,1,,,,,
player,201510120sdg,pit,BoswCh00,fga,1,,,,,
player,201510120sdg,pit,BoswCh00,punt,0,,,,,
player,201510120sdg,pit,BoswCh00,punt_yds,0,,,,,
player,201510120sdg,pit,BoswCh00,punt_yds_per_punt,,,,,,
player,201510120sdg,pit,BoswCh00,punt_long,0,,,,,
player,201510120sdg,pit,BerrJo00,xpm,,,,,,
player,201510120sdg,pit,BerrJo00,xpa,,,,,,
player,201510120sdg,pit,BerrJo00,fgm,,,,,,
player,201510120sdg,pit,BerrJo00,fga,,,,,,
player,201510120sdg,pit,BerrJo00,punt,8,,,,,
player,201510120sdg,pit,BerrJo00,punt_yds,322,,,,,
player,201510120sdg,pit,BerrJo00,punt_yds_per_punt,40.3,,,,,
player,201510120sdg,pit,BerrJo00,punt_long,56,,,,,
player,201510120sdg,sdg,LambJo00,xpm,2,,,,,
player,201510120sdg,sdg,LambJo00,xpa,2,,,,,
player,201510120sdg,sdg,LambJo00,fgm,2,,,,,
player,201510120sdg,sdg,LambJo00,fga,3,,,,,
player,201510120sdg,sdg,LambJo00,punt,0,,,,,
player,201510120sdg,sdg,LambJo00,punt_yds,0,,,,,
player,201510120sdg,sdg,LambJo00,punt_yds_per_punt,,,,,,
player,201510120sdg,sdg,LambJo00,punt_long,0,,,,,
player,201510120sdg,sdg,ScifMi20,xpm,,,,,,
player,201510120sdg,sdg,ScifMi20,xpa,,,,,,
player,201510120sdg,sdg,ScifMi20,fgm,,,,,,
player,201510120sdg,sdg,ScifMi20,fga,,,,,,
player,201510120sdg,sdg,ScifMi20,punt,5,,,,,
player,201510120sdg,sdg,ScifMi20,punt_yds,267,,,,,
player,201510120sdg,sdg,ScifMi20,punt_yds_per_punt,53.4,,,,,
player,201510120sdg,sdg,ScifMi20,punt_long,58,,,,,
player,201510120sdg,sdg,WiggKe00,pos,T,,,,,
player,201510120sdg,sdg,WiggKe00,offense,75,,,,,
player,201510120sdg,sdg,WiggKe00,off_pct,100%,,,,,
player,201510120sdg,sdg,WiggKe00,defense,0,,,,,
player,201510120sdg,sdg,WiggKe00,def_pct,0%,,,,,
player,201510120sdg,sdg,WiggKe00,special_teams,5,,,,,
player,201510120sdg,sdg,WiggKe00,st_pct,16%,,,,,
player,201510120sdg,sdg,BarkJo00,pos,T,,,,,
player,201510120sdg,sdg,BarkJo00,offense,75,,,,,
player,201510120sdg,sdg,BarkJo00,off_pct,100%,,,,,
player,201510120sdg,sdg,BarkJo00,defense,0,,,,,
player,201510120sdg,sdg,BarkJo00,def_pct,0%,,,,,
player,201510120sdg,sdg,BarkJo00,special_teams,5,,,,,
player,201510120sdg,sdg,BarkJo00,st_pct,16%,,,,,
player,201510120sdg,sdg,RobiTr01,pos,C,,,,,
player,201510120sdg,sdg,RobiTr01,offense,75,,,,,
player,201510120sdg,sdg,RobiTr01,off_pct,100%,,,,,
player,201510120sdg,sdg,RobiTr01,defense,0,,,,,
player,201510120sdg,sdg,RobiTr01,def_pct,0%,,,,,
player,201510120sdg,sdg,RobiTr01,special_teams,5,,,,,
player,201510120sdg,sdg,RobiTr01,st_pct,16%,,,,,
player,201510120sdg,sdg,AlleKe00,pos,WR,,,,,
player,201510120sdg,sdg,AlleKe00,offense,75,,,,,
player,201510120sdg,sdg,AlleKe00,off_pct,100%,,,,,
player,201510120sdg,sdg,AlleKe00,defense,0,,,,,
player,201510120sdg,sdg,AlleKe00,def_pct,0%,,,,,
player,201510120sdg,sdg,AlleKe00,special_teams,0,,,,,
player,201510120sdg,sdg,AlleKe00,st_pct,0%,,,,,
player,201510120sdg,sdg,RivePh00,pos,QB,,,,,
player,201510120sdg,sdg,RivePh00,offense,75,,,,,
player,201510120sdg,sdg,RivePh00,off_pct,100%,,,,,
player,201510120sdg,sdg,RivePh00,defense,0,,,,,
player,201510120sdg,sdg,RivePh00,def_pct,0%,,,,,
player,201510120sdg,sdg,RivePh00,special_teams,0,,,,,
player,201510120sdg,sdg,RivePh00,st_pct,0%,,,,,
player,201510120sdg,sdg,FlukDJ00,pos,G,,,,,
player,201510120sdg,sdg,FlukDJ00,offense,74,,,,,
player,201510120sdg,sdg,FlukDJ00,off_pct,99%,,,,,
player,201510120sdg,sdg,FlukDJ00,defense,0,,,,,
player,201510120sdg,sdg,FlukDJ00,def_pct,0%,,,,,
player,201510120sdg,sdg,FlukDJ00,special_teams,0,,,,,
player,201510120sdg,sdg,FlukDJ00,st_pct,0%,,,,,
player,201510120sdg,sdg,FloyMa00,pos,WR,,,,,
player,201510120sdg,sdg,FloyMa00,offense,70,,,,,
player,201510120sdg,sdg,FloyMa00,off_pct,93%,,,,,
player,201510120sdg,sdg,FloyMa00,defense,0,,,,,
player,201510120sdg,sdg,FloyMa00,def_pct,0%,,,,,
player,201510120sdg,sdg,FloyMa00,special_teams,0,,,,,
player,201510120sdg,sdg,FloyMa00,st_pct,0%,,,,,
player,201510120sdg,sdg,InmaDo00,pos,WR,,,,,
player,201510120sdg,sdg,InmaDo00,offense,57,,,,,
player,201510120sdg,sdg,InmaDo00,off_pct,76%,,,,,
player,201510120sdg,sdg,InmaDo00,defense,0,,,,,
player,201510120sdg,sdg,InmaDo00,def_pct,0%,,,,,
player,201510120sdg,sdg,InmaDo00,special_teams,1,,,,,
player,201510120sdg,sdg,InmaDo00,st_pct,3%,,,,,
player,201510120sdg,sdg,GreeLa00,pos,TE,,,,,
player,201510120sdg,sdg,GreeLa00,offense,49,,,,,
player,201510120sdg,sdg,GreeLa00,off_pct,65%,,,,,
player,201510120sdg,sdg,GreeLa00,defense,0,,,,,
player,201510120sdg,sdg,GreeLa00,def_pct,0%,,,,,
player,201510120sdg,sdg,GreeLa00,special_teams,5,,,,,
player,201510120sdg,sdg,GreeLa00,st_pct,16%,,,,,
player,201510120sdg,sdg,GordMe00,pos,RB,,,,,
player,201510120sdg,sdg,GordMe00,offense,46,,,,,
player,201510120sdg,sdg,GordMe00,off_pct,61%,,,,,
player,201510120sdg,sdg,GordMe00,defense,0,,,,,
player,201510120sdg,sdg,GordMe00,def_pct,0%,,,,,
player,201510120sdg,sdg,GordMe00,special_teams,0,,,,,
player,201510120sdg,sdg,GordMe00,st_pct,0%,,,,,
player,201510120sdg,sdg,GateAn00,pos,TE,,,,,
player,201510120sdg,sdg,GateAn00,offense,43,,,,,
player,201510120sdg,sdg,GateAn00,off_pct,57%,,,,,
player,201510120sdg,sdg,GateAn00,defense,0,,,,,
player,201510120sdg,sdg,GateAn00,def_pct,0%,,,,,
player,201510120sdg,sdg,GateAn00,special_teams,0,,,,,
player,201510120sdg,sdg,GateAn00,st_pct,0%,,,,,
player,201510120sdg,sdg,WaltJ.20,pos,C,,,,,
player,201510120sdg,sdg,WaltJ.20,offense,30,,,,,
player,201510120sdg,sdg,WaltJ.20,off_pct,40%,,,,,
player,201510120sdg,sdg,WaltJ.20,defense,0,,,,,
player,201510120sdg,sdg,WaltJ.20,def_pct,0%,,,,,
player,201510120sdg,sdg,WaltJ.20,special_teams,0,,,,,
player,201510120sdg,sdg,WaltJ.20,st_pct,0%,,,,,
player,201510120sdg,sdg,WattCh00,pos,C,,,,,
player,201510120sdg,sdg,WattCh00,offense,29,,,,,
player,201510120sdg,sdg,WattCh00,off_pct,39%,,,,,
player,201510120sdg,sdg,WattCh00,defense,0,,,,,
player,201510120sdg,sdg,WattCh00,def_pct,0%,,,,,
player,201510120sdg,sdg,WattCh00,special_teams,0,,,,,
player,201510120sdg,sdg,WattCh00,st_pct,0%,,,,,
player,201510120sdg,sdg,WoodDa02,pos,RB,,,,,
player,201510120sdg,sdg,WoodDa02,offense,29,,,,,
player,201510120sdg,sdg,WoodDa02,off_pct,39%,,,,,
player,201510120sdg,sdg,WoodDa02,defense,0,,,,,
player,201510120sdg,sdg,WoodDa02,def_pct,0%,,,,,
player,201510120sdg,sdg,WoodDa02,special_teams,0,,,,,
player,201510120sdg,sdg,WoodDa02,st_pct,0%,,,,,
player,201510120sdg,sdg,HairCh00,pos,T,,,,,
player,201510120sdg,sdg,HairCh00,offense,16,,,,,
player,201510120sdg,sdg,HairCh00,off_pct,21%,,,,,
player,201510120sdg,sdg,HairCh00,defense,0,,,,,
player,201510120sdg,sdg,HairCh00,def_pct,0%,,,,,
player,201510120sdg,sdg,HairCh00,special_teams,1,,,,,
player,201510120sdg,sdg,HairCh00,st_pct,3%,,,,,
player,201510120sdg,sdg,PhilJo00,pos,TE,,,,,
player,201510120sdg,sdg,PhilJo00,offense,3,,,,,
player,201510120sdg,sdg,PhilJo00,off_pct,4%,,,,,
player,201510120sdg,sdg,PhilJo00,defense,0,,,,,
player,201510120sdg,sdg,PhilJo00,def_pct,0%,,,,,
player,201510120sdg,sdg,PhilJo00,special_teams,19,,,,,
player,201510120sdg,sdg,PhilJo00,st_pct,61%,,,,,
player,201510120sdg,sdg,JohnDa05,pos,TE,,,,,
player,201510120sdg,sdg,JohnDa05,offense,3,,,,,
player,201510120sdg,sdg,JohnDa05,off_pct,4%,,,,,
player,201510120sdg,sdg,JohnDa05,defense,0,,,,,
player,201510120sdg,sdg,JohnDa05,def_pct,0%,,,,,
player,201510120sdg,sdg,JohnDa05,special_teams,9,,,,,
player,201510120sdg,sdg,JohnDa05,st_pct,29%,,,,,
player,201510120sdg,sdg,BurwTy00,pos,T,,,,,
player,201510120sdg,sdg,BurwTy00,offense,1,,,,,
player,201510120sdg,sdg,BurwTy00,off_pct,1%,,,,,
player,201510120sdg,sdg,BurwTy00,defense,0,,,,,
player,201510120sdg,sdg,BurwTy00,def_pct,0%,,,,,
player,201510120sdg,sdg,BurwTy00,special_teams,5,,,,,
player,201510120sdg,sdg,BurwTy00,st_pct,16%,,,,,
player,201510120sdg,sdg,WeddEr99,pos,FS,,,,,
player,201510120sdg,sdg,WeddEr99,offense,0,,,,,
player,201510120sdg,sdg,WeddEr99,off_pct,0%,,,,,
player,201510120sdg,sdg,WeddEr99,defense,57,,,,,
player,201510120sdg,sdg,WeddEr99,def_pct,100%,,,,,
player,201510120sdg,sdg,WeddEr99,special_teams,14,,,,,
player,201510120sdg,sdg,WeddEr99,st_pct,45%,,,,,
player,201510120sdg,sdg,WilsJi00,pos,SS,,,,,
player,201510120sdg,sdg,WilsJi00,offense,0,,,,,
player,201510120sdg,sdg,WilsJi00,off_pct,0%,,,,,
player,201510120sdg,sdg,WilsJi00,defense,57,,,,,
player,201510120sdg,sdg,WilsJi00,def_pct,100%,,,,,
player,201510120sdg,sdg,WilsJi00,special_teams,9,,,,,
player,201510120sdg,sdg,WilsJi00,st_pct,29%,,,,,
player,201510120sdg,sdg,IngrMe00,pos,LB,,,,,
player,201510120sdg,sdg,IngrMe00,offense,0,,,,,
player,201510120sdg,sdg,IngrMe00,off_pct,0%,,,,,
player,201510120sdg,sdg,IngrMe00,defense,56,,,,,
player,201510120sdg,sdg,IngrMe00,def_pct,98%,,,,,
player,201510120sdg,sdg,IngrMe00,special_teams,8,,,,,
player,201510120sdg,sdg,IngrMe00,st_pct,26%,,,,,
player,201510120sdg,sdg,VerrJa00,pos,CB,,,,,
player,201510120sdg,sdg,VerrJa00,offense,0,,,,,
player,201510120sdg,sdg,VerrJa00,off_pct,0%,,,,,
player,201510120sdg,sdg,VerrJa00,defense,56,,,,,
player,201510120sdg,sdg,VerrJa00,def_pct,98%,,,,,
player,201510120sdg,sdg,VerrJa00,special_teams,1,,,,,
player,201510120sdg,sdg,VerrJa00,st_pct,3%,,,,,
player,201510120sdg,sdg,FlowBr99,pos,CB,,,,,
player,201510120sdg,sdg,FlowBr99,offense,0,,,,,
player,201510120sdg,sdg,FlowBr99,off_pct,0%,,,,,
player,201510120sdg,sdg,FlowBr99,defense,55,,,,,
player,201510120sdg,sdg,FlowBr99,def_pct,96%,,,,,
player,201510120sdg,sdg,FlowBr99,special_teams,6,,,,,
player,201510120sdg,sdg,FlowBr99,st_pct,19%,,,,,
player,201510120sdg,sdg,TeoxMa00,pos,LB,,,,,
player,201510120sdg,sdg,TeoxMa00,offense,0,,,,,
player,201510120sdg,sdg,TeoxMa00,off_pct,0%,,,,,
player,201510120sdg,sdg,TeoxMa00,defense,54,,,,,
player,201510120sdg,sdg,TeoxMa00,def_pct,95%,,,,,
player,201510120sdg,sdg,TeoxMa00,special_teams,0,,,,,
player,201510120sdg,sdg,TeoxMa00,st_pct,0%,,,,,
player,201510120sdg,sdg,AttaJe00,pos,LB,,,,,
player,201510120sdg,sdg,AttaJe00,offense,0,,,,,
player,201510120sdg,sdg,AttaJe00,off_pct,0%,,,,,
player,201510120sdg,sdg,AttaJe00,defense,49,,,,,
player,201510120sdg,sdg,AttaJe00,def_pct,86%,,,,,
player,201510120sdg,sdg,AttaJe00,special_teams,4,,,,,
player,201510120sdg,sdg,AttaJe00,st_pct,13%,,,,,
player,201510120sdg,sdg,LiugCo00,pos,DT,,,,,
player,201510120sdg,sdg,LiugCo00,offense,0,,,,,
player,201510120sdg,sdg,LiugCo00,off_pct,0%,,,,,
player,201510120sdg,sdg,LiugCo00,defense,47,,,,,
player,201510120sdg,sdg,LiugCo00,def_pct,82%,,,,,
player,201510120sdg,sdg,LiugCo00,special_teams,0,,,,,
player,201510120sdg,sdg,LiugCo00,st_pct,0%,,,,,
player,201510120sdg,sdg,ReyeKe00,pos,DE,,,,,
player,201510120sdg,sdg,ReyeKe00,offense,0,,,,,
player,201510120sdg,sdg,ReyeKe00,off_pct,0%,,,,,
player,201510120sdg,sdg,ReyeKe00,defense,39,,,,,
player,201510120sdg,sdg,ReyeKe00,def_pct,68%,,,,,
player,201510120sdg,sdg,ReyeKe00,special_teams,13,,,,,
player,201510120sdg,sdg,ReyeKe00,st_pct,42%,,,,,
player,201510120sdg,sdg,ButlDo99,pos,LB,,,,,
player,201510120sdg,sdg,ButlDo99,offense,0,,,,,
player,201510120sdg,sdg,ButlDo99,off_pct,0%,,,,,
player,201510120sdg,sdg,ButlDo99,defense,36,,,,,
player,201510120sdg,sdg,ButlDo99,def_pct,63%,,,,,
player,201510120sdg,sdg,ButlDo99,special_teams,8,,,,,
player,201510120sdg,sdg,ButlDo99,st_pct,26%,,,,,
player,201510120sdg,sdg,RobiPa99,pos,CB,,,,,
player,201510120sdg,sdg,RobiPa99,offense,0,,,,,
player,201510120sdg,sdg,RobiPa99,off_pct,0%,,,,,
player,201510120sdg,sdg,RobiPa99,defense,34,,,,,
player,201510120sdg,sdg,RobiPa99,def_pct,60%,,,,,
player,201510120sdg,sdg,RobiPa99,special_teams,10,,,,,
player,201510120sdg,sdg,RobiPa99,st_pct,32%,,,,,
player,201510120sdg,sdg,AddaJa00,pos,SS,,,,,
player,201510120sdg,sdg,AddaJa00,offense,0,,,,,
player,201510120sdg,sdg,AddaJa00,off_pct,0%,,,,,
player,201510120sdg,sdg,AddaJa00,defense,21,,,,,
player,201510120sdg,sdg,AddaJa00,def_pct,37%,,,,,
player,201510120sdg,sdg,AddaJa00,special_teams,9,,,,,
player,201510120sdg,sdg,AddaJa00,st_pct,29%,,,,,
player,201510120sdg,sdg,MathRi99,pos,DT,,,,,
player,201510120sdg,sdg,MathRi99,offense,0,,,,,
player,201510120sdg,sdg,MathRi99,off_pct,0%,,,,,
player,201510120sdg,sdg,MathRi99,defense,19,,,,,
player,201510120sdg,sdg,MathRi99,def_pct,33%,,,,,
player,201510120sdg,sdg,MathRi99,special_teams,8,,,,,
player,201510120sdg,sdg,MathRi99,st_pct,26%,,,,,
player,201510120sdg,sdg,LissSe99,pos,NT,,,,,
player,201510120sdg,sdg,LissSe99,offense,0,,,,,
player,201510120sdg,sdg,LissSe99,off_pct,0%,,,,,
player,201510120sdg,sdg,LissSe99,defense,18,,,,,
player,201510120sdg,sdg,LissSe99,def_pct,32%,,,,,
player,201510120sdg,sdg,LissSe99,special_teams,11,,,,,
player,201510120sdg,sdg,LissSe99,st_pct,35%,,,,,
player,201510120sdg,sdg,EmanKy00,pos,LB,,,,,
player,201510120sdg,sdg,EmanKy00,offense,0,,,,,
player,201510120sdg,sdg,EmanKy00,off_pct,0%,,,,,
player,201510120sdg,sdg,EmanKy00,defense,9,,,,,
player,201510120sdg,sdg,EmanKy00,def_pct,16%,,,,,
player,201510120sdg,sdg,EmanKy00,special_teams,13,,,,,
player,201510120sdg,sdg,EmanKy00,st_pct,42%,,,,,
player,201510120sdg,sdg,CarrRy00,pos,NT,,,,,
player,201510120sdg,sdg,CarrRy00,offense,0,,,,,
player,201510120sdg,sdg,CarrRy00,off_pct,0%,,,,,
player,201510120sdg,sdg,CarrRy00,defense,9,,,,,
player,201510120sdg,sdg,CarrRy00,def_pct,16%,,,,,
player,201510120sdg,sdg,CarrRy00,special_teams,4,,,,,
player,201510120sdg,sdg,CarrRy00,st_pct,13%,,,,,
player,201510120sdg,sdg,WillSt02,pos,CB,,,,,
player,201510120sdg,sdg,WillSt02,offense,0,,,,,
player,201510120sdg,sdg,WillSt02,off_pct,0%,,,,,
player,201510120sdg,sdg,WillSt02,defense,6,,,,,
player,201510120sdg,sdg,WillSt02,def_pct,11%,,,,,
player,201510120sdg,sdg,WillSt02,special_teams,15,,,,,
player,201510120sdg,sdg,WillSt02,st_pct,48%,,,,,
player,201510120sdg,sdg,PerrDe00,pos,LB,,,,,
player,201510120sdg,sdg,PerrDe00,offense,0,,,,,
player,201510120sdg,sdg,PerrDe00,off_pct,0%,,,,,
player,201510120sdg,sdg,PerrDe00,defense,3,,,,,
player,201510120sdg,sdg,PerrDe00,def_pct,5%,,,,,
player,201510120sdg,sdg,PerrDe00,special_teams,22,,,,,
player,201510120sdg,sdg,PerrDe00,st_pct,71%,,,,,
player,201510120sdg,sdg,StucDa20,pos,FS,,,,,
player,201510120sdg,sdg,StucDa20,offense,0,,,,,
player,201510120sdg,sdg,StucDa20,off_pct,0%,,,,,
player,201510120sdg,sdg,StucDa20,defense,2,,,,,
player,201510120sdg,sdg,StucDa20,def_pct,4%,,,,,
player,201510120sdg,sdg,StucDa20,special_teams,26,,,,,
player,201510120sdg,sdg,StucDa20,st_pct,84%,,,,,
player,201510120sdg,sdg,DzubNi00,pos,LB,,,,,
player,201510120sdg,sdg,DzubNi00,offense,0,,,,,
player,201510120sdg,sdg,DzubNi00,off_pct,0%,,,,,
player,201510120sdg,sdg,DzubNi00,defense,0,,,,,
player,201510120sdg,sdg,DzubNi00,def_pct,0%,,,,,
player,201510120sdg,sdg,DzubNi00,special_teams,22,,,,,
player,201510120sdg,sdg,DzubNi00,st_pct,71%,,,,,
player,201510120sdg,sdg,ConnKa99,pos,LB,,,,,
player,201510120sdg,sdg,ConnKa99,offense,0,,,,,
player,201510120sdg,sdg,ConnKa99,off_pct,0%,,,,,
player,201510120sdg,sdg,ConnKa99,defense,0,,,,,
player,201510120sdg,sdg,ConnKa99,def_pct,0%,,,,,
player,201510120sdg,sdg,ConnKa99,special_teams,22,,,,,
player,201510120sdg,sdg,ConnKa99,st_pct,71%,,,,,
