game,2015,3,20150928,201509280gnb,kan,"Kansas City Chiefs",28,gnb,"Green Bay Packers",38
player,201509280gnb,gnb,AdamDa01,rush_td,0,,,,,
player,201509280gnb,gnb,AdamDa01,rush_long,0,,,,,
player,201509280gnb,gnb,AdamDa01,targets,2,,,,,
player,201509280gnb,gnb,AdamDa01,rec,0,,,,,
player,201509280gnb,gnb,AdamDa01,rec_yds,0,,,,,
player,201509280gnb,gnb,AdamDa01,rec_td,0,,,,,
player,201509280gnb,gnb,AdamDa01,rec_long,0,,,,,
player,201509280gnb,gnb,AdamDa01,fumbles,0,,,,,
player,201509280gnb,gnb,AdamDa01,fumbles_lost,0,,,,,
player,201509280gnb,kan,HaliTa20,def_int,0,,,,,
player,201509280gnb,kan,HaliTa20,def_int_yds,0,,,,,
player,201509280gnb,kan,HaliTa20,def_int_td,0,,,,,
player,201509280gnb,kan,HaliTa20,def_int_long,0,,,,,
player,201509280gnb,kan,HaliTa20,pass_defended,0,,,,,
player,201509280gnb,kan,HaliTa20,sacks,1.0,,,,,
player,201509280gnb,kan,HaliTa20,tackles_combined,3,,,,,
player,201509280gnb,kan,HaliTa20,tackles_solo,3,,,,,
player,201509280gnb,kan,HaliTa20,tackles_assists,0,,,,,
player,201509280gnb,kan,HaliTa20,tackles_loss,1,,,,,
player,201509280gnb,kan,HaliTa20,qb_hits,2,,,,,
player,201509280gnb,kan,HaliTa20,fumbles_rec,0,,,,,
player,201509280gnb,kan,HaliTa20,fumbles_rec_yds,0,,,,,
player,201509280gnb,kan,HaliTa20,fumbles_rec_td,0,,,,,
player,201509280gnb,kan,HaliTa20,fumbles_forced,0,,,,,
player,201509280gnb,kan,HowaJa00,def_int,0,,,,,
player,201509280gnb,kan,HowaJa00,def_int_yds,0,,,,,
player,201509280gnb,kan,HowaJa00,def_int_td,0,,,,,
player,201509280gnb,kan,HowaJa00,def_int_long,0,,,,,
player,201509280gnb,kan,HowaJa00,pass_defended,0,,,,,
player,201509280gnb,kan,HowaJa00,sacks,0.0,,,,,
player,201509280gnb,kan,HowaJa00,tackles_combined,8,,,,,
player,201509280gnb,kan,HowaJa00,tackles_solo,5,,,,,
player,201509280gnb,kan,HowaJa00,tackles_assists,3,,,,,
player,201509280gnb,kan,HowaJa00,tackles_loss,3,,,,,
player,201509280gnb,kan,HowaJa00,qb_hits,0,,,,,
player,201509280gnb,kan,HowaJa00,fumbles_rec,0,,,,,
player,201509280gnb,kan,HowaJa00,fumbles_rec_yds,0,,,,,
player,201509280gnb,kan,HowaJa00,fumbles_rec_td,0,,,,,
player,201509280gnb,kan,HowaJa00,fumbles_forced,0,,,,,
player,201509280gnb,kan,JohnDe25,def_int,0,,,,,
player,201509280gnb,kan,JohnDe25,def_int_yds,0,,,,,
player,201509280gnb,kan,JohnDe25,def_int_td,0,,,,,
player,201509280gnb,kan,JohnDe25,def_int_long,0,,,,,
player,201509280gnb,kan,JohnDe25,pass_defended,1,,,,,
player,201509280gnb,kan,JohnDe25,sacks,0.0,,,,,
player,201509280gnb,kan,JohnDe25,tackles_combined,8,,,,,
player,201509280gnb,kan,JohnDe25,tackles_solo,8,,,,,
player,201509280gnb,kan,JohnDe25,tackles_assists,0,,,,,
player,201509280gnb,kan,JohnDe25,tackles_loss,0,,,,,
player,201509280gnb,kan,JohnDe25,qb_hits,0,,,,,
player,201509280gnb,kan,JohnDe25,fumbles_rec,0,,,,,
player,201509280gnb,kan,JohnDe25,fumbles_rec_yds,0,,,,,
player,201509280gnb,kan,JohnDe25,fumbles_rec_td,0,,,,,
player,201509280gnb,kan,JohnDe25,fumbles_forced,0,,,,,
player,201509280gnb,kan,BranTy99,def_int,0,,,,,
player,201509280gnb,kan,BranTy99,def_int_yds,0,,,,,
player,201509280gnb,kan,BranTy99,def_int_td,0,,,,,
player,201509280gnb,kan,BranTy99,def_int_long,0,,,,,
player,201509280gnb,kan,BranTy99,pass_defended,0,,,,,
player,201509280gnb,kan,BranTy99,sacks,0.0,,,,,
player,201509280gnb,kan,BranTy99,tackles_combined,7,,,,,
player,201509280gnb,kan,BranTy99,tackles_solo,5,,,,,
player,201509280gnb,kan,BranTy99,tackles_assists,2,,,,,
player,201509280gnb,kan,BranTy99,tackles_loss,0,,,,,
player,201509280gnb,kan,BranTy99,qb_hits,0,,,,,
player,201509280gnb,kan,BranTy99,fumbles_rec,0,,,,,
player,201509280gnb,kan,BranTy99,fumbles_rec_yds,0,,,,,
player,201509280gnb,kan,BranTy99,fumbles_rec_td,0,,,,,
player,201509280gnb,kan,BranTy99,fumbles_forced,0,,,,,
player,201509280gnb,kan,ParkRo01,def_int,0,,,,,
player,201509280gnb,kan,ParkRo01,def_int_yds,0,,,,,
player,201509280gnb,kan,ParkRo01,def_int_td,0,,,,,
player,201509280gnb,kan,ParkRo01,def_int_long,0,,,,,
player,201509280gnb,kan,ParkRo01,pass_defended,0,,,,,
player,201509280gnb,kan,ParkRo01,sacks,0.0,,,,,
player,201509280gnb,kan,ParkRo01,tackles_combined,6,,,,,
player,201509280gnb,kan,ParkRo01,tackles_solo,6,,,,,
player,201509280gnb,kan,ParkRo01,tackles_assists,0,,,,,
player,201509280gnb,kan,ParkRo01,tackles_loss,0,,,,,
player,201509280gnb,kan,ParkRo01,qb_hits,0,,,,,
player,201509280gnb,kan,ParkRo01,fumbles_rec,0,,,,,
player,201509280gnb,kan,ParkRo01,fumbles_rec_yds,0,,,,,
player,201509280gnb,kan,ParkRo01,fumbles_rec_td,0,,,,,
player,201509280gnb,kan,ParkRo01,fumbles_forced,0,,,,,
player,201509280gnb,kan,BerrEr99,def_int,0,,,,,
player,201509280gnb,kan,BerrEr99,def_int_yds,0,,,,,
player,201509280gnb,kan,BerrEr99,def_int_td,0,,,,,
player,201509280gnb,kan,BerrEr99,def_int_long,0,,,,,
player,201509280gnb,kan,BerrEr99,pass_defended,0,,,,,
player,201509280gnb,kan,BerrEr99,sacks,0.0,,,,,
player,201509280gnb,kan,BerrEr99,tackles_combined,5,,,,,
player,201509280gnb,kan,BerrEr99,tackles_solo,4,,,,,
player,201509280gnb,kan,BerrEr99,tackles_assists,1,,,,,
player,201509280gnb,kan,BerrEr99,tackles_loss,0,,,,,
player,201509280gnb,kan,BerrEr99,qb_hits,0,,,,,
player,201509280gnb,kan,BerrEr99,fumbles_rec,0,,,,,
player,201509280gnb,kan,BerrEr99,fumbles_rec_yds,0,,,,,
player,201509280gnb,kan,BerrEr99,fumbles_rec_td,0,,,,,
player,201509280gnb,kan,BerrEr99,fumbles_forced,0,,,,,
player,201509280gnb,kan,MaugJo00,def_int,0,,,,,
player,201509280gnb,kan,MaugJo00,def_int_yds,0,,,,,
player,201509280gnb,kan,MaugJo00,def_int_td,0,,,,,
player,201509280gnb,kan,MaugJo00,def_int_long,0,,,,,
player,201509280gnb,kan,MaugJo00,pass_defended,1,,,,,
player,201509280gnb,kan,MaugJo00,sacks,0.0,,,,,
player,201509280gnb,kan,MaugJo00,tackles_combined,5,,,,,
player,201509280gnb,kan,MaugJo00,tackles_solo,4,,,,,
player,201509280gnb,kan,MaugJo00,tackles_assists,1,,,,,
player,201509280gnb,kan,MaugJo00,tackles_loss,0,,,,,
player,201509280gnb,kan,MaugJo00,qb_hits,0,,,,,
player,201509280gnb,kan,MaugJo00,fumbles_rec,0,,,,,
player,201509280gnb,kan,MaugJo00,fumbles_rec_yds,0,,,,,
player,201509280gnb,kan,MaugJo00,fumbles_rec_td,0,,,,,
player,201509280gnb,kan,MaugJo00,fumbles_forced,0,,,,,
player,201509280gnb,kan,HousJu00,def_int,0,,,,,
player,201509280gnb,kan,HousJu00,def_int_yds,0,,,,,
player,201509280gnb,kan,HousJu00,def_int_td,0,,,,,
player,201509280gnb,kan,HousJu00,def_int_long,0,,,,,
player,201509280gnb,kan,HousJu00,pass_defended,0,,,,,
player,201509280gnb,kan,HousJu00,sacks,0.0,,,,,
player,201509280gnb,kan,HousJu00,tackles_combined,4,,,,,
player,201509280gnb,kan,HousJu00,tackles_solo,4,,,,,
player,201509280gnb,kan,HousJu00,tackles_assists,0,,,,,
player,201509280gnb,kan,HousJu00,tackles_loss,1,,,,,
player,201509280gnb,kan,HousJu00,qb_hits,1,,,,,
player,201509280gnb,kan,HousJu00,fumbles_rec,0,,,,,
player,201509280gnb,kan,HousJu00,fumbles_rec_yds,0,,,,,
player,201509280gnb,kan,HousJu00,fumbles_rec_td,0,,,,,
player,201509280gnb,kan,HousJu00,fumbles_forced,0,,,,,
player,201509280gnb,kan,PeteMa00,def_int,0,,,,,
player,201509280gnb,kan,PeteMa00,def_int_yds,0,,,,,
player,201509280gnb,kan,PeteMa00,def_int_td,0,,,,,
player,201509280gnb,kan,PeteMa00,def_int_long,0,,,,,
player,201509280gnb,kan,PeteMa00,pass_defended,0,,,,,
player,201509280gnb,kan,PeteMa00,sacks,0.0,,,,,
player,201509280gnb,kan,PeteMa00,tackles_combined,3,,,,,
player,201509280gnb,kan,PeteMa00,tackles_solo,3,,,,,
player,201509280gnb,kan,PeteMa00,tackles_assists,0,,,,,
player,201509280gnb,kan,PeteMa00,tackles_loss,0,,,,,
player,201509280gnb,kan,PeteMa00,qb_hits,0,,,,,
player,201509280gnb,kan,PeteMa00,fumbles_rec,0,,,,,
player,201509280gnb,kan,PeteMa00,fumbles_rec_yds,0,,,,,
player,201509280gnb,kan,PeteMa00,fumbles_rec_td,0,,,,,
player,201509280gnb,kan,PeteMa00,fumbles_forced,0,,,,,
player,201509280gnb,kan,PoexDo00,def_int,0,,,,,
player,201509280gnb,kan,PoexDo00,def_int_yds,0,,,,,
player,201509280gnb,kan,PoexDo00,def_int_td,0,,,,,
player,201509280gnb,kan,PoexDo00,def_int_long,0,,,,,
player,201509280gnb,kan,PoexDo00,pass_defended,0,,,,,
player,201509280gnb,kan,PoexDo00,sacks,0.0,,,,,
player,201509280gnb,kan,PoexDo00,tackles_combined,3,,,,,
player,201509280gnb,kan,PoexDo00,tackles_solo,3,,,,,
player,201509280gnb,kan,PoexDo00,tackles_assists,0,,,,,
player,201509280gnb,kan,PoexDo00,tackles_loss,0,,,,,
player,201509280gnb,kan,PoexDo00,qb_hits,0,,,,,
player,201509280gnb,kan,PoexDo00,fumbles_rec,0,,,,,
player,201509280gnb,kan,PoexDo00,fumbles_rec_yds,0,,,,,
player,201509280gnb,kan,PoexDo00,fumbles_rec_td,0,,,,,
player,201509280gnb,kan,PoexDo00,fumbles_forced,0,,,,,
player,201509280gnb,kan,DeViMi99,def_int,0,,,,,
player,201509280gnb,kan,DeViMi99,def_int_yds,0,,,,,
player,201509280gnb,kan,DeViMi99,def_int_td,0,,,,,
player,201509280gnb,kan,DeViMi99,def_int_long,0,,,,,
player,201509280gnb,kan,DeViMi99,pass_defended,0,,,,,
player,201509280gnb,kan,DeViMi99,sacks,0.0,,,,,
player,201509280gnb,kan,DeViMi99,tackles_combined,2,,,,,
player,201509280gnb,kan,DeViMi99,tackles_solo,2,,,,,
player,201509280gnb,kan,DeViMi99,tackles_assists,0,,,,,
player,201509280gnb,kan,DeViMi99,tackles_loss,1,,,,,
player,201509280gnb,kan,DeViMi99,qb_hits,0,,,,,
player,201509280gnb,kan,DeViMi99,fumbles_rec,0,,,,,
player,201509280gnb,kan,DeViMi99,fumbles_rec_yds,0,,,,,
player,201509280gnb,kan,DeViMi99,fumbles_rec_td,0,,,,,
player,201509280gnb,kan,DeViMi99,fumbles_forced,0,,,,,
player,201509280gnb,kan,FlemJa00,def_int,0,,,,,
player,201509280gnb,kan,FlemJa00,def_int_yds,0,,,,,
player,201509280gnb,kan,FlemJa00,def_int_td,0,,,,,
player,201509280gnb,kan,FlemJa00,def_int_long,0,,,,,
player,201509280gnb,kan,FlemJa00,pass_defended,0,,,,,
player,201509280gnb,kan,FlemJa00,sacks,0.0,,,,,
player,201509280gnb,kan,FlemJa00,tackles_combined,2,,,,,
player,201509280gnb,kan,FlemJa00,tackles_solo,2,,,,,
player,201509280gnb,kan,FlemJa00,tackles_assists,0,,,,,
player,201509280gnb,kan,FlemJa00,tackles_loss,0,,,,,
player,201509280gnb,kan,FlemJa00,qb_hits,0,,,,,
player,201509280gnb,kan,FlemJa00,fumbles_rec,0,,,,,
player,201509280gnb,kan,FlemJa00,fumbles_rec_yds,0,,,,,
player,201509280gnb,kan,FlemJa00,fumbles_rec_td,0,,,,,
player,201509280gnb,kan,FlemJa00,fumbles_forced,0,,,,,
player,201509280gnb,kan,GainPh00,def_int,0,,,,,
player,201509280gnb,kan,GainPh00,def_int_yds,0,,,,,
player,201509280gnb,kan,GainPh00,def_int_td,0,,,,,
player,201509280gnb,kan,GainPh00,def_int_long,0,,,,,
player,201509280gnb,kan,GainPh00,pass_defended,0,,,,,
player,201509280gnb,kan,GainPh00,sacks,0.0,,,,,
player,201509280gnb,kan,GainPh00,tackles_combined,2,,,,,
player,201509280gnb,kan,GainPh00,tackles_solo,2,,,,,
player,201509280gnb,kan,GainPh00,tackles_assists,0,,,,,
player,201509280gnb,kan,GainPh00,tackles_loss,0,,,,,
player,201509280gnb,kan,GainPh00,qb_hits,0,,,,,
player,201509280gnb,kan,GainPh00,fumbles_rec,0,,,,,
player,201509280gnb,kan,GainPh00,fumbles_rec_yds,0,,,,,
player,201509280gnb,kan,GainPh00,fumbles_rec_td,0,,,,,
player,201509280gnb,kan,GainPh00,fumbles_forced,0,,,,,
player,201509280gnb,kan,AlexD.00,def_int,0,,,,,
player,201509280gnb,kan,AlexD.00,def_int_yds,0,,,,,
player,201509280gnb,kan,AlexD.00,def_int_td,0,,,,,
player,201509280gnb,kan,AlexD.00,def_int_long,0,,,,,
player,201509280gnb,kan,AlexD.00,pass_defended,0,,,,,
player,201509280gnb,kan,AlexD.00,sacks,0.0,,,,,
player,201509280gnb,kan,AlexD.00,tackles_combined,1,,,,,
player,201509280gnb,kan,AlexD.00,tackles_solo,1,,,,,
player,201509280gnb,kan,AlexD.00,tackles_assists,0,,,,,
player,201509280gnb,kan,AlexD.00,tackles_loss,0,,,,,
player,201509280gnb,kan,AlexD.00,qb_hits,0,,,,,
player,201509280gnb,kan,AlexD.00,fumbles_rec,0,,,,,
player,201509280gnb,kan,AlexD.00,fumbles_rec_yds,0,,,,,
player,201509280gnb,kan,AlexD.00,fumbles_rec_td,0,,,,,
player,201509280gnb,kan,AlexD.00,fumbles_forced,0,,,,,
player,201509280gnb,kan,BailAl00,def_int,0,,,,,
player,201509280gnb,kan,BailAl00,def_int_yds,0,,,,,
player,201509280gnb,kan,BailAl00,def_int_td,0,,,,,
player,201509280gnb,kan,BailAl00,def_int_long,0,,,,,
player,201509280gnb,kan,BailAl00,pass_defended,0,,,,,
player,201509280gnb,kan,BailAl00,sacks,0.0,,,,,
player,201509280gnb,kan,BailAl00,tackles_combined,1,,,,,
player,201509280gnb,kan,BailAl00,tackles_solo,0,,,,,
player,201509280gnb,kan,BailAl00,tackles_assists,1,,,,,
player,201509280gnb,kan,BailAl00,tackles_loss,0,,,,,
player,201509280gnb,kan,BailAl00,qb_hits,1,,,,,
player,201509280gnb,kan,BailAl00,fumbles_rec,0,,,,,
player,201509280gnb,kan,BailAl00,fumbles_rec_yds,0,,,,,
player,201509280gnb,kan,BailAl00,fumbles_rec_td,0,,,,,
player,201509280gnb,kan,BailAl00,fumbles_forced,0,,,,,
player,201509280gnb,kan,CoopMa00,def_int,0,,,,,
player,201509280gnb,kan,CoopMa00,def_int_yds,0,,,,,
player,201509280gnb,kan,CoopMa00,def_int_td,0,,,,,
player,201509280gnb,kan,CoopMa00,def_int_long,0,,,,,
player,201509280gnb,kan,CoopMa00,pass_defended,0,,,,,
player,201509280gnb,kan,CoopMa00,sacks,0.0,,,,,
player,201509280gnb,kan,CoopMa00,tackles_combined,1,,,,,
player,201509280gnb,kan,CoopMa00,tackles_solo,1,,,,,
player,201509280gnb,kan,CoopMa00,tackles_assists,0,,,,,
player,201509280gnb,kan,CoopMa00,tackles_loss,0,,,,,
player,201509280gnb,kan,CoopMa00,qb_hits,0,,,,,
player,201509280gnb,kan,CoopMa00,fumbles_rec,0,,,,,
player,201509280gnb,kan,CoopMa00,fumbles_rec_yds,0,,,,,
player,201509280gnb,kan,CoopMa00,fumbles_rec_td,0,,,,,
player,201509280gnb,kan,CoopMa00,fumbles_forced,0,,,,,
player,201509280gnb,kan,FordDe00,def_int,0,,,,,
player,201509280gnb,kan,FordDe00,def_int_yds,0,,,,,
player,201509280gnb,kan,FordDe00,def_int_td,0,,,,,
player,201509280gnb,kan,FordDe00,def_int_long,0,,,,,
player,201509280gnb,kan,FordDe00,pass_defended,0,,,,,
player,201509280gnb,kan,FordDe00,sacks,0.0,,,,,
player,201509280gnb,kan,FordDe00,tackles_combined,1,,,,,
player,201509280gnb,kan,FordDe00,tackles_solo,1,,,,,
player,201509280gnb,kan,FordDe00,tackles_assists,0,,,,,
player,201509280gnb,kan,FordDe00,tackles_loss,0,,,,,
player,201509280gnb,kan,FordDe00,qb_hits,0,,,,,
player,201509280gnb,kan,FordDe00,fumbles_rec,0,,,,,
player,201509280gnb,kan,FordDe00,fumbles_rec_yds,0,,,,,
player,201509280gnb,kan,FordDe00,fumbles_rec_td,0,,,,,
player,201509280gnb,kan,FordDe00,fumbles_forced,0,,,,,
player,201509280gnb,kan,O'ShJa00,def_int,0,,,,,
player,201509280gnb,kan,O'ShJa00,def_int_yds,0,,,,,
player,201509280gnb,kan,O'ShJa00,def_int_td,0,,,,,
player,201509280gnb,kan,O'ShJa00,def_int_long,0,,,,,
player,201509280gnb,kan,O'ShJa00,pass_defended,0,,,,,
player,201509280gnb,kan,O'ShJa00,sacks,0.0,,,,,
player,201509280gnb,kan,O'ShJa00,tackles_combined,1,,,,,
player,201509280gnb,kan,O'ShJa00,tackles_solo,1,,,,,
player,201509280gnb,kan,O'ShJa00,tackles_assists,0,,,,,
player,201509280gnb,kan,O'ShJa00,tackles_loss,0,,,,,
player,201509280gnb,kan,O'ShJa00,qb_hits,0,,,,,
player,201509280gnb,kan,O'ShJa00,fumbles_rec,0,,,,,
player,201509280gnb,kan,O'ShJa00,fumbles_rec_yds,0,,,,,
player,201509280gnb,kan,O'ShJa00,fumbles_rec_td,0,,,,,
player,201509280gnb,kan,O'ShJa00,fumbles_forced,0,,,,,
player,201509280gnb,kan,SherAn00,def_int,0,,,,,
player,201509280gnb,kan,SherAn00,def_int_yds,0,,,,,
player,201509280gnb,kan,SherAn00,def_int_td,0,,,,,
player,201509280gnb,kan,SherAn00,def_int_long,0,,,,,
player,201509280gnb,kan,SherAn00,pass_defended,0,,,,,
player,201509280gnb,kan,SherAn00,sacks,0.0,,,,,
player,201509280gnb,kan,SherAn00,tackles_combined,1,,,,,
player,201509280gnb,kan,SherAn00,tackles_solo,1,,,,,
player,201509280gnb,kan,SherAn00,tackles_assists,0,,,,,
player,201509280gnb,kan,SherAn00,tackles_loss,0,,,,,
player,201509280gnb,kan,SherAn00,qb_hits,0,,,,,
player,201509280gnb,kan,SherAn00,fumbles_rec,0,,,,,
player,201509280gnb,kan,SherAn00,fumbles_rec_yds,0,,,,,
player,201509280gnb,kan,SherAn00,fumbles_rec_td,0,,,,,
player,201509280gnb,kan,SherAn00,fumbles_forced,0,,,,,
player,201509280gnb,kan,WestCh01,def_int,0,,,,,
player,201509280gnb,kan,WestCh01,def_int_yds,0,,,,,
player,201509280gnb,kan,WestCh01,def_int_td,0,,,,,
player,201509280gnb,kan,WestCh01,def_int_long,0,,,,,
player,201509280gnb,kan,WestCh01,pass_defended,0,,,,,
player,201509280gnb,kan,WestCh01,sacks,0.0,,,,,
player,201509280gnb,kan,WestCh01,tackles_combined,1,,,,,
player,201509280gnb,kan,WestCh01,tackles_solo,1,,,,,
player,201509280gnb,kan,WestCh01,tackles_assists,0,,,,,
player,201509280gnb,kan,WestCh01,tackles_loss,0,,,,,
player,201509280gnb,kan,WestCh01,qb_hits,0,,,,,
player,201509280gnb,kan,WestCh01,fumbles_rec,0,,,,,
player,201509280gnb,kan,WestCh01,fumbles_rec_yds,0,,,,,
player,201509280gnb,kan,WestCh01,fumbles_rec_td,0,,,,,
player,201509280gnb,kan,WestCh01,fumbles_forced,0,,,,,
player,201509280gnb,kan,AbduHu99,def_int,0,,,,,
player,201509280gnb,kan,AbduHu99,def_int_yds,0,,,,,
player,201509280gnb,kan,AbduHu99,def_int_td,0,,,,,
player,201509280gnb,kan,AbduHu99,def_int_long,0,,,,,
player,201509280gnb,kan,AbduHu99,pass_defended,0,,,,,
player,201509280gnb,kan,AbduHu99,sacks,0.0,,,,,
player,201509280gnb,kan,AbduHu99,tackles_combined,0,,,,,
player,201509280gnb,kan,AbduHu99,tackles_solo,0,,,,,
player,201509280gnb,kan,AbduHu99,tackles_assists,0,,,,,
player,201509280gnb,kan,AbduHu99,tackles_loss,1,,,,,
player,201509280gnb,kan,AbduHu99,qb_hits,1,,,,,
player,201509280gnb,kan,AbduHu99,fumbles_rec,0,,,,,
player,201509280gnb,kan,AbduHu99,fumbles_rec_yds,0,,,,,
player,201509280gnb,kan,AbduHu99,fumbles_rec_td,0,,,,,
player,201509280gnb,kan,AbduHu99,fumbles_forced,0,,,,,
player,201509280gnb,gnb,ShieSa00,def_int,1,,,,,
player,201509280gnb,gnb,ShieSa00,def_int_yds,15,,,,,
player,201509280gnb,gnb,ShieSa00,def_int_td,0,,,,,
player,201509280gnb,gnb,ShieSa00,def_int_long,15,,,,,
player,201509280gnb,gnb,ShieSa00,pass_defended,1,,,,,
player,201509280gnb,gnb,ShieSa00,sacks,0.0,,,,,
player,201509280gnb,gnb,ShieSa00,tackles_combined,6,,,,,
player,201509280gnb,gnb,ShieSa00,tackles_solo,6,,,,,
player,201509280gnb,gnb,ShieSa00,tackles_assists,0,,,,,
player,201509280gnb,gnb,ShieSa00,tackles_loss,1,,,,,
player,201509280gnb,gnb,ShieSa00,qb_hits,0,,,,,
player,201509280gnb,gnb,ShieSa00,fumbles_rec,0,,,,,
player,201509280gnb,gnb,ShieSa00,fumbles_rec_yds,0,,,,,
player,201509280gnb,gnb,ShieSa00,fumbles_rec_td,0,,,,,
player,201509280gnb,gnb,ShieSa00,fumbles_forced,0,,,,,
player,201509280gnb,gnb,MattCl99,def_int,0,,,,,
player,201509280gnb,gnb,MattCl99,def_int_yds,0,,,,,
player,201509280gnb,gnb,MattCl99,def_int_td,0,,,,,
player,201509280gnb,gnb,MattCl99,def_int_long,0,,,,,
player,201509280gnb,gnb,MattCl99,pass_defended,0,,,,,
player,201509280gnb,gnb,MattCl99,sacks,2.0,,,,,
player,201509280gnb,gnb,MattCl99,tackles_combined,3,,,,,
player,201509280gnb,gnb,MattCl99,tackles_solo,3,,,,,
player,201509280gnb,gnb,MattCl99,tackles_assists,0,,,,,
player,201509280gnb,gnb,MattCl99,tackles_loss,2,,,,,
player,201509280gnb,gnb,MattCl99,qb_hits,3,,,,,
player,201509280gnb,gnb,MattCl99,fumbles_rec,0,,,,,
player,201509280gnb,gnb,MattCl99,fumbles_rec_yds,0,,,,,
player,201509280gnb,gnb,MattCl99,fumbles_rec_td,0,,,,,
player,201509280gnb,gnb,MattCl99,fumbles_forced,0,,,,,
player,201509280gnb,gnb,DaniMi00,def_int,0,,,,,
player,201509280gnb,gnb,DaniMi00,def_int_yds,0,,,,,
player,201509280gnb,gnb,DaniMi00,def_int_td,0,,,,,
player,201509280gnb,gnb,DaniMi00,def_int_long,0,,,,,
player,201509280gnb,gnb,DaniMi00,pass_defended,0,,,,,
player,201509280gnb,gnb,DaniMi00,sacks,1.5,,,,,
player,201509280gnb,gnb,DaniMi00,tackles_combined,4,,,,,
player,201509280gnb,gnb,DaniMi00,tackles_solo,2,,,,,
player,201509280gnb,gnb,DaniMi00,tackles_assists,2,,,,,
player,201509280gnb,gnb,DaniMi00,tackles_loss,1,,,,,
player,201509280gnb,gnb,DaniMi00,qb_hits,2,,,,,
player,201509280gnb,gnb,DaniMi00,fumbles_rec,0,,,,,
player,201509280gnb,gnb,DaniMi00,fumbles_rec_yds,0,,,,,
player,201509280gnb,gnb,DaniMi00,fumbles_rec_td,0,,,,,
player,201509280gnb,gnb,DaniMi00,fumbles_forced,1,,,,,
player,201509280gnb,gnb,ElliJa02,def_int,0,,,,,
player,201509280gnb,gnb,ElliJa02,def_int_yds,0,,,,,
player,201509280gnb,gnb,ElliJa02,def_int_td,0,,,,,
player,201509280gnb,gnb,ElliJa02,def_int_long,0,,,,,
player,201509280gnb,gnb,ElliJa02,pass_defended,0,,,,,
player,201509280gnb,gnb,ElliJa02,sacks,1.0,,,,,
player,201509280gnb,gnb,ElliJa02,tackles_combined,4,,,,,
player,201509280gnb,gnb,ElliJa02,tackles_solo,4,,,,,
player,201509280gnb,gnb,ElliJa02,tackles_assists,0,,,,,
player,201509280gnb,gnb,ElliJa02,tackles_loss,1,,,,,
player,201509280gnb,gnb,ElliJa02,qb_hits,1,,,,,
player,201509280gnb,gnb,ElliJa02,fumbles_rec,0,,,,,
player,201509280gnb,gnb,ElliJa02,fumbles_rec_yds,0,,,,,
player,201509280gnb,gnb,ElliJa02,fumbles_rec_td,0,,,,,
player,201509280gnb,gnb,ElliJa02,fumbles_forced,0,,,,,
player,201509280gnb,gnb,ThomJo04,def_int,0,,,,,
player,201509280gnb,gnb,ThomJo04,def_int_yds,0,,,,,
player,201509280gnb,gnb,ThomJo04,def_int_td,0,,,,,
player,201509280gnb,gnb,ThomJo04,def_int_long,0,,,,,
player,201509280gnb,gnb,ThomJo04,pass_defended,0,,,,,
player,201509280gnb,gnb,ThomJo04,sacks,1.0,,,,,
player,201509280gnb,gnb,ThomJo04,tackles_combined,4,,,,,
player,201509280gnb,gnb,ThomJo04,tackles_solo,4,,,,,
player,201509280gnb,gnb,ThomJo04,tackles_assists,0,,,,,
player,201509280gnb,gnb,ThomJo04,tackles_loss,1,,,,,
player,201509280gnb,gnb,ThomJo04,qb_hits,1,,,,,
player,201509280gnb,gnb,ThomJo04,fumbles_rec,0,,,,,
player,201509280gnb,gnb,ThomJo04,fumbles_rec_yds,0,,,,,
player,201509280gnb,gnb,ThomJo04,fumbles_rec_td,0,,,,,
player,201509280gnb,gnb,ThomJo04,fumbles_forced,0,,,,,
player,201509280gnb,gnb,PerrNi00,def_int,0,,,,,
player,201509280gnb,gnb,PerrNi00,def_int_yds,0,,,,,
player,201509280gnb,gnb,PerrNi00,def_int_td,0,,,,,
player,201509280gnb,gnb,PerrNi00,def_int_long,0,,,,,
player,201509280gnb,gnb,PerrNi00,pass_defended,0,,,,,
player,201509280gnb,gnb,PerrNi00,sacks,1.0,,,,,
player,201509280gnb,gnb,PerrNi00,tackles_combined,3,,,,,
player,201509280gnb,gnb,PerrNi00,tackles_solo,3,,,,,
player,201509280gnb,gnb,PerrNi00,tackles_assists,0,,,,,
player,201509280gnb,gnb,PerrNi00,tackles_loss,2,,,,,
player,201509280gnb,gnb,PerrNi00,qb_hits,1,,,,,
player,201509280gnb,gnb,PerrNi00,fumbles_rec,0,,,,,
player,201509280gnb,gnb,PerrNi00,fumbles_rec_yds,0,,,,,
player,201509280gnb,gnb,PerrNi00,fumbles_rec_td,0,,,,,
player,201509280gnb,gnb,PerrNi00,fumbles_forced,1,,,,,
player,201509280gnb,gnb,NealMi99,def_int,0,,,,,
player,201509280gnb,gnb,NealMi99,def_int_yds,0,,,,,
player,201509280gnb,gnb,NealMi99,def_int_td,0,,,,,
player,201509280gnb,gnb,NealMi99,def_int_long,0,,,,,
player,201509280gnb,gnb,NealMi99,pass_defended,0,,,,,
player,201509280gnb,gnb,NealMi99,sacks,0.5,,,,,
player,201509280gnb,gnb,NealMi99,tackles_combined,1,,,,,
player,201509280gnb,gnb,NealMi99,tackles_solo,0,,,,,
