game,2015,3,20150928,201509280gnb,kan,"Kansas City Chiefs",28,gnb,"Green Bay Packers",38
player,201509280gnb,kan,FlemJa00,def_pct,11%,,,,,
player,201509280gnb,kan,FlemJa00,special_teams,15,,,,,
player,201509280gnb,kan,FlemJa00,st_pct,48%,,,,,
player,201509280gnb,kan,ZombFr00,pos,LB,,,,,
player,201509280gnb,kan,ZombFr00,offense,0,,,,,
player,201509280gnb,kan,ZombFr00,off_pct,0%,,,,,
player,201509280gnb,kan,ZombFr00,defense,3,,,,,
player,201509280gnb,kan,ZombFr00,def_pct,4%,,,,,
player,201509280gnb,kan,ZombFr00,special_teams,29,,,,,
player,201509280gnb,kan,ZombFr00,st_pct,94%,,,,,
player,201509280gnb,kan,SoreDa01,pos,FS,,,,,
player,201509280gnb,kan,SoreDa01,offense,0,,,,,
player,201509280gnb,kan,SoreDa01,off_pct,0%,,,,,
player,201509280gnb,kan,SoreDa01,defense,2,,,,,
player,201509280gnb,kan,SoreDa01,def_pct,3%,,,,,
player,201509280gnb,kan,SoreDa01,special_teams,29,,,,,
player,201509280gnb,kan,SoreDa01,st_pct,94%,,,,,
player,201509280gnb,kan,AlexD.00,pos,LB,,,,,
player,201509280gnb,kan,AlexD.00,offense,0,,,,,
player,201509280gnb,kan,AlexD.00,off_pct,0%,,,,,
player,201509280gnb,kan,AlexD.00,defense,0,,,,,
player,201509280gnb,kan,AlexD.00,def_pct,0%,,,,,
player,201509280gnb,kan,AlexD.00,special_teams,28,,,,,
player,201509280gnb,kan,AlexD.00,st_pct,90%,,,,,
player,201509280gnb,kan,WilsRa00,pos,LB,,,,,
player,201509280gnb,kan,WilsRa00,offense,0,,,,,
player,201509280gnb,kan,WilsRa00,off_pct,0%,,,,,
player,201509280gnb,kan,WilsRa00,defense,0,,,,,
player,201509280gnb,kan,WilsRa00,def_pct,0%,,,,,
player,201509280gnb,kan,WilsRa00,special_teams,14,,,,,
player,201509280gnb,kan,WilsRa00,st_pct,45%,,,,,
player,201509280gnb,kan,WincJa00,pos,LS,,,,,
player,201509280gnb,kan,WincJa00,offense,0,,,,,
player,201509280gnb,kan,WincJa00,off_pct,0%,,,,,
player,201509280gnb,kan,WincJa00,defense,0,,,,,
player,201509280gnb,kan,WincJa00,def_pct,0%,,,,,
player,201509280gnb,kan,WincJa00,special_teams,8,,,,,
player,201509280gnb,kan,WincJa00,st_pct,26%,,,,,
player,201509280gnb,kan,ColqDu20,pos,P,,,,,
player,201509280gnb,kan,ColqDu20,offense,0,,,,,
player,201509280gnb,kan,ColqDu20,off_pct,0%,,,,,
player,201509280gnb,kan,ColqDu20,defense,0,,,,,
player,201509280gnb,kan,ColqDu20,def_pct,0%,,,,,
player,201509280gnb,kan,ColqDu20,special_teams,8,,,,,
player,201509280gnb,kan,ColqDu20,st_pct,26%,,,,,
player,201509280gnb,kan,SantCa01,pos,K,,,,,
player,201509280gnb,kan,SantCa01,offense,0,,,,,
player,201509280gnb,kan,SantCa01,off_pct,0%,,,,,
player,201509280gnb,kan,SantCa01,defense,0,,,,,
player,201509280gnb,kan,SantCa01,def_pct,0%,,,,,
player,201509280gnb,kan,SantCa01,special_teams,7,,,,,
player,201509280gnb,kan,SantCa01,st_pct,23%,,,,,
player,201509280gnb,kan,DaviKn00,pos,RB,,,,,
player,201509280gnb,kan,DaviKn00,offense,0,,,,,
player,201509280gnb,kan,DaviKn00,off_pct,0%,,,,,
player,201509280gnb,kan,DaviKn00,defense,0,,,,,
player,201509280gnb,kan,DaviKn00,def_pct,0%,,,,,
player,201509280gnb,kan,DaviKn00,special_teams,6,,,,,
player,201509280gnb,kan,DaviKn00,st_pct,19%,,,,,
player,201509280gnb,kan,AlleJe01,pos,G,,,,,
player,201509280gnb,kan,AlleJe01,offense,0,,,,,
player,201509280gnb,kan,AlleJe01,off_pct,0%,,,,,
player,201509280gnb,kan,AlleJe01,defense,0,,,,,
player,201509280gnb,kan,AlleJe01,def_pct,0%,,,,,
player,201509280gnb,kan,AlleJe01,special_teams,2,,,,,
player,201509280gnb,kan,AlleJe01,st_pct,6%,,,,,
player,201509280gnb,kan,FultZa00,pos,C,,,,,
player,201509280gnb,kan,FultZa00,offense,0,,,,,
player,201509280gnb,kan,FultZa00,off_pct,0%,,,,,
player,201509280gnb,kan,FultZa00,defense,0,,,,,
player,201509280gnb,kan,FultZa00,def_pct,0%,,,,,
player,201509280gnb,kan,FultZa00,special_teams,2,,,,,
player,201509280gnb,kan,FultZa00,st_pct,6%,,,,,
