game,2017,4,20171001,201710010dal,ram,"Los Angeles Rams",35,dal,"Dallas Cowboys",30
player,201710010dal,ram,OgleAl00,tackles_solo,6,,,,,
player,201710010dal,ram,OgleAl00,tackles_assists,1,,,,,
player,201710010dal,ram,OgleAl00,tackles_loss,0,,,,,
player,201710010dal,ram,OgleAl00,qb_hits,1,,,,,
player,201710010dal,ram,OgleAl00,fumbles_rec,0,,,,,
player,201710010dal,ram,OgleAl00,fumbles_rec_yds,0,,,,,
player,201710010dal,ram,OgleAl00,fumbles_rec_td,0,,,,,
player,201710010dal,ram,OgleAl00,fumbles_forced,0,,,,,
player,201710010dal,ram,WebsKa00,def_int,0,,,,,
player,201710010dal,ram,WebsKa00,def_int_yds,0,,,,,
player,201710010dal,ram,WebsKa00,def_int_td,0,,,,,
player,201710010dal,ram,WebsKa00,def_int_long,0,,,,,
player,201710010dal,ram,WebsKa00,pass_defended,1,,,,,
player,201710010dal,ram,WebsKa00,sacks,0.0,,,,,
player,201710010dal,ram,WebsKa00,tackles_combined,6,,,,,
player,201710010dal,ram,WebsKa00,tackles_solo,6,,,,,
player,201710010dal,ram,WebsKa00,tackles_assists,0,,,,,
player,201710010dal,ram,WebsKa00,tackles_loss,0,,,,,
player,201710010dal,ram,WebsKa00,qb_hits,0,,,,,
player,201710010dal,ram,WebsKa00,fumbles_rec,0,,,,,
player,201710010dal,ram,WebsKa00,fumbles_rec_yds,0,,,,,
player,201710010dal,ram,WebsKa00,fumbles_rec_td,0,,,,,
player,201710010dal,ram,WebsKa00,fumbles_forced,0,,,,,
player,201710010dal,ram,JohnTr05,def_int,0,,,,,
player,201710010dal,ram,JohnTr05,def_int_yds,0,,,,,
player,201710010dal,ram,JohnTr05,def_int_td,0,,,,,
player,201710010dal,ram,JohnTr05,def_int_long,0,,,,,
player,201710010dal,ram,JohnTr05,pass_defended,1,,,,,
player,201710010dal,ram,JohnTr05,sacks,0.0,,,,,
player,201710010dal,ram,JohnTr05,tackles_combined,4,,,,,
player,201710010dal,ram,JohnTr05,tackles_solo,4,,,,,
player,201710010dal,ram,JohnTr05,tackles_assists,0,,,,,
player,201710010dal,ram,JohnTr05,tackles_loss,0,,,,,
player,201710010dal,ram,JohnTr05,qb_hits,0,,,,,
player,201710010dal,ram,JohnTr05,fumbles_rec,0,,,,,
player,201710010dal,ram,JohnTr05,fumbles_rec_yds,0,,,,,
player,201710010dal,ram,JohnTr05,fumbles_rec_td,0,,,,,
player,201710010dal,ram,JohnTr05,fumbles_forced,0,,,,,
player,201710010dal,ram,JohnJo10,def_int,0,,,,,
player,201710010dal,ram,JohnJo10,def_int_yds,0,,,,,
player,201710010dal,ram,JohnJo10,def_int_td,0,,,,,
player,201710010dal,ram,JohnJo10,def_int_long,0,,,,,
player,201710010dal,ram,JohnJo10,pass_defended,0,,,,,
player,201710010dal,ram,JohnJo10,sacks,0.0,,,,,
player,201710010dal,ram,JohnJo10,tackles_combined,4,,,,,
player,201710010dal,ram,JohnJo10,tackles_solo,4,,,,,
player,201710010dal,ram,JohnJo10,tackles_assists,0,,,,,
player,201710010dal,ram,JohnJo10,tackles_loss,0,,,,,
player,201710010dal,ram,JohnJo10,qb_hits,0,,,,,
player,201710010dal,ram,JohnJo10,fumbles_rec,0,,,,,
player,201710010dal,ram,JohnJo10,fumbles_rec_yds,0,,,,,
player,201710010dal,ram,JohnJo10,fumbles_rec_td,0,,,,,
player,201710010dal,ram,JohnJo10,fumbles_forced,0,,,,,
player,201710010dal,ram,AlexMa00,def_int,0,,,,,
player,201710010dal,ram,AlexMa00,def_int_yds,0,,,,,
player,201710010dal,ram,AlexMa00,def_int_td,0,,,,,
player,201710010dal,ram,AlexMa00,def_int_long,0,,,,,
player,201710010dal,ram,AlexMa00,pass_defended,0,,,,,
player,201710010dal,ram,AlexMa00,sacks,0.0,,,,,
player,201710010dal,ram,AlexMa00,tackles_combined,2,,,,,
player,201710010dal,ram,AlexMa00,tackles_solo,0,,,,,
player,201710010dal,ram,AlexMa00,tackles_assists,2,,,,,
player,201710010dal,ram,AlexMa00,tackles_loss,0,,,,,
player,201710010dal,ram,AlexMa00,qb_hits,0,,,,,
player,201710010dal,ram,AlexMa00,fumbles_rec,0,,,,,
player,201710010dal,ram,AlexMa00,fumbles_rec_yds,0,,,,,
player,201710010dal,ram,AlexMa00,fumbles_rec_td,0,,,,,
player,201710010dal,ram,AlexMa00,fumbles_forced,0,,,,,
player,201710010dal,ram,DaviCo02,def_int,0,,,,,
player,201710010dal,ram,DaviCo02,def_int_yds,0,,,,,
player,201710010dal,ram,DaviCo02,def_int_td,0,,,,,
player,201710010dal,ram,DaviCo02,def_int_long,0,,,,,
player,201710010dal,ram,DaviCo02,pass_defended,0,,,,,
player,201710010dal,ram,DaviCo02,sacks,0.0,,,,,
player,201710010dal,ram,DaviCo02,tackles_combined,2,,,,,
player,201710010dal,ram,DaviCo02,tackles_solo,1,,,,,
player,201710010dal,ram,DaviCo02,tackles_assists,1,,,,,
player,201710010dal,ram,DaviCo02,tackles_loss,0,,,,,
player,201710010dal,ram,DaviCo02,qb_hits,0,,,,,
player,201710010dal,ram,DaviCo02,fumbles_rec,0,,,,,
player,201710010dal,ram,DaviCo02,fumbles_rec_yds,0,,,,,
player,201710010dal,ram,DaviCo02,fumbles_rec_td,0,,,,,
player,201710010dal,ram,DaviCo02,fumbles_forced,0,,,,,
player,201710010dal,ram,DonaAa00,def_int,0,,,,,
player,201710010dal,ram,DonaAa00,def_int_yds,0,,,,,
player,201710010dal,ram,DonaAa00,def_int_td,0,,,,,
player,201710010dal,ram,DonaAa00,def_int_long,0,,,,,
player,201710010dal,ram,DonaAa00,pass_defended,0,,,,,
player,201710010dal,ram,DonaAa00,sacks,0.0,,,,,
player,201710010dal,ram,DonaAa00,tackles_combined,2,,,,,
player,201710010dal,ram,DonaAa00,tackles_solo,2,,,,,
player,201710010dal,ram,DonaAa00,tackles_assists,0,,,,,
player,201710010dal,ram,DonaAa00,tackles_loss,1,,,,,
player,201710010dal,ram,DonaAa00,qb_hits,2,,,,,
player,201710010dal,ram,DonaAa00,fumbles_rec,0,,,,,
player,201710010dal,ram,DonaAa00,fumbles_rec_yds,0,,,,,
player,201710010dal,ram,DonaAa00,fumbles_rec_td,0,,,,,
player,201710010dal,ram,DonaAa00,fumbles_forced,0,,,,,
player,201710010dal,ram,LongMa00,def_int,0,,,,,
player,201710010dal,ram,LongMa00,def_int_yds,0,,,,,
player,201710010dal,ram,LongMa00,def_int_td,0,,,,,
player,201710010dal,ram,LongMa00,def_int_long,0,,,,,
player,201710010dal,ram,LongMa00,pass_defended,0,,,,,
player,201710010dal,ram,LongMa00,sacks,0.0,,,,,
player,201710010dal,ram,LongMa00,tackles_combined,2,,,,,
player,201710010dal,ram,LongMa00,tackles_solo,2,,,,,
player,201710010dal,ram,LongMa00,tackles_assists,0,,,,,
player,201710010dal,ram,LongMa00,tackles_loss,0,,,,,
player,201710010dal,ram,LongMa00,qb_hits,0,,,,,
player,201710010dal,ram,LongMa00,fumbles_rec,0,,,,,
player,201710010dal,ram,LongMa00,fumbles_rec_yds,0,,,,,
player,201710010dal,ram,LongMa00,fumbles_rec_td,0,,,,,
player,201710010dal,ram,LongMa00,fumbles_forced,0,,,,,
player,201710010dal,ram,QuinRo00,def_int,0,,,,,
player,201710010dal,ram,QuinRo00,def_int_yds,0,,,,,
player,201710010dal,ram,QuinRo00,def_int_td,0,,,,,
player,201710010dal,ram,QuinRo00,def_int_long,0,,,,,
player,201710010dal,ram,QuinRo00,pass_defended,0,,,,,
player,201710010dal,ram,QuinRo00,sacks,0.0,,,,,
player,201710010dal,ram,QuinRo00,tackles_combined,2,,,,,
player,201710010dal,ram,QuinRo00,tackles_solo,1,,,,,
player,201710010dal,ram,QuinRo00,tackles_assists,1,,,,,
player,201710010dal,ram,QuinRo00,tackles_loss,0,,,,,
player,201710010dal,ram,QuinRo00,qb_hits,0,,,,,
player,201710010dal,ram,QuinRo00,fumbles_rec,0,,,,,
player,201710010dal,ram,QuinRo00,fumbles_rec_yds,0,,,,,
player,201710010dal,ram,QuinRo00,fumbles_rec_td,0,,,,,
player,201710010dal,ram,QuinRo00,fumbles_forced,0,,,,,
player,201710010dal,ram,RobeNi00,def_int,0,,,,,
player,201710010dal,ram,RobeNi00,def_int_yds,0,,,,,
player,201710010dal,ram,RobeNi00,def_int_td,0,,,,,
player,201710010dal,ram,RobeNi00,def_int_long,0,,,,,
player,201710010dal,ram,RobeNi00,pass_defended,0,,,,,
player,201710010dal,ram,RobeNi00,sacks,0.0,,,,,
player,201710010dal,ram,RobeNi00,tackles_combined,2,,,,,
player,201710010dal,ram,RobeNi00,tackles_solo,2,,,,,
player,201710010dal,ram,RobeNi00,tackles_assists,0,,,,,
player,201710010dal,ram,RobeNi00,tackles_loss,0,,,,,
player,201710010dal,ram,RobeNi00,qb_hits,0,,,,,
player,201710010dal,ram,RobeNi00,fumbles_rec,0,,,,,
player,201710010dal,ram,RobeNi00,fumbles_rec_yds,0,,,,,
player,201710010dal,ram,RobeNi00,fumbles_rec_td,0,,,,,
player,201710010dal,ram,RobeNi00,fumbles_forced,0,,,,,
player,201710010dal,ram,WestEt00,def_int,0,,,,,
player,201710010dal,ram,WestEt00,def_int_yds,0,,,,,
player,201710010dal,ram,WestEt00,def_int_td,0,,,,,
player,201710010dal,ram,WestEt00,def_int_long,0,,,,,
player,201710010dal,ram,WestEt00,pass_defended,0,,,,,
player,201710010dal,ram,WestEt00,sacks,0.0,,,,,
player,201710010dal,ram,WestEt00,tackles_combined,2,,,,,
player,201710010dal,ram,WestEt00,tackles_solo,0,,,,,
player,201710010dal,ram,WestEt00,tackles_assists,2,,,,,
player,201710010dal,ram,WestEt00,tackles_loss,0,,,,,
player,201710010dal,ram,WestEt00,qb_hits,0,,,,,
player,201710010dal,ram,WestEt00,fumbles_rec,0,,,,,
player,201710010dal,ram,WestEt00,fumbles_rec_yds,0,,,,,
player,201710010dal,ram,WestEt00,fumbles_rec_td,0,,,,,
player,201710010dal,ram,WestEt00,fumbles_forced,0,,,,,
player,201710010dal,ram,FoxxMo00,def_int,0,,,,,
player,201710010dal,ram,FoxxMo00,def_int_yds,0,,,,,
player,201710010dal,ram,FoxxMo00,def_int_td,0,,,,,
player,201710010dal,ram,FoxxMo00,def_int_long,0,,,,,
player,201710010dal,ram,FoxxMo00,pass_defended,0,,,,,
player,201710010dal,ram,FoxxMo00,sacks,0.0,,,,,
player,201710010dal,ram,FoxxMo00,tackles_combined,1,,,,,
player,201710010dal,ram,FoxxMo00,tackles_solo,1,,,,,
player,201710010dal,ram,FoxxMo00,tackles_assists,0,,,,,
player,201710010dal,ram,FoxxMo00,tackles_loss,0,,,,,
player,201710010dal,ram,FoxxMo00,qb_hits,0,,,,,
player,201710010dal,ram,FoxxMo00,fumbles_rec,0,,,,,
player,201710010dal,ram,FoxxMo00,fumbles_rec_yds,0,,,,,
player,201710010dal,ram,FoxxMo00,fumbles_rec_td,0,,,,,
player,201710010dal,ram,FoxxMo00,fumbles_forced,0,,,,,
player,201710010dal,ram,HageBr00,def_int,0,,,,,
player,201710010dal,ram,HageBr00,def_int_yds,0,,,,,
player,201710010dal,ram,HageBr00,def_int_td,0,,,,,
player,201710010dal,ram,HageBr00,def_int_long,0,,,,,
player,201710010dal,ram,HageBr00,pass_defended,0,,,,,
player,201710010dal,ram,HageBr00,sacks,0.0,,,,,
player,201710010dal,ram,HageBr00,tackles_combined,1,,,,,
player,201710010dal,ram,HageBr00,tackles_solo,1,,,,,
player,201710010dal,ram,HageBr00,tackles_assists,0,,,,,
player,201710010dal,ram,HageBr00,tackles_loss,0,,,,,
player,201710010dal,ram,HageBr00,qb_hits,0,,,,,
player,201710010dal,ram,HageBr00,fumbles_rec,0,,,,,
player,201710010dal,ram,HageBr00,fumbles_rec_yds,0,,,,,
player,201710010dal,ram,HageBr00,fumbles_rec_td,0,,,,,
player,201710010dal,ram,HageBr00,fumbles_forced,0,,,,,
player,201710010dal,ram,SmarTa00,def_int,0,,,,,
player,201710010dal,ram,SmarTa00,def_int_yds,0,,,,,
player,201710010dal,ram,SmarTa00,def_int_td,0,,,,,
player,201710010dal,ram,SmarTa00,def_int_long,0,,,,,
player,201710010dal,ram,SmarTa00,pass_defended,0,,,,,
player,201710010dal,ram,SmarTa00,sacks,0.0,,,,,
player,201710010dal,ram,SmarTa00,tackles_combined,1,,,,,
player,201710010dal,ram,SmarTa00,tackles_solo,0,,,,,
player,201710010dal,ram,SmarTa00,tackles_assists,1,,,,,
player,201710010dal,ram,SmarTa00,tackles_loss,0,,,,,
player,201710010dal,ram,SmarTa00,qb_hits,1,,,,,
player,201710010dal,ram,SmarTa00,fumbles_rec,0,,,,,
player,201710010dal,ram,SmarTa00,fumbles_rec_yds,0,,,,,
player,201710010dal,ram,SmarTa00,fumbles_rec_td,0,,,,,
player,201710010dal,ram,SmarTa00,fumbles_forced,0,,,,,
player,201710010dal,ram,HillTr01,def_int,0,,,,,
player,201710010dal,ram,HillTr01,def_int_yds,0,,,,,
player,201710010dal,ram,HillTr01,def_int_td,0,,,,,
player,201710010dal,ram,HillTr01,def_int_long,0,,,,,
player,201710010dal,ram,HillTr01,pass_defended,0,,,,,
player,201710010dal,ram,HillTr01,sacks,0.0,,,,,
player,201710010dal,ram,HillTr01,tackles_combined,0,,,,,
player,201710010dal,ram,HillTr01,tackles_solo,0,,,,,
player,201710010dal,ram,HillTr01,tackles_assists,0,,,,,
player,201710010dal,ram,HillTr01,tackles_loss,,,,,,
player,201710010dal,ram,HillTr01,qb_hits,,,,,,
player,201710010dal,ram,HillTr01,fumbles_rec,1,,,,,
player,201710010dal,ram,HillTr01,fumbles_rec_yds,0,,,,,
player,201710010dal,ram,HillTr01,fumbles_rec_td,0,,,,,
player,201710010dal,ram,HillTr01,fumbles_forced,0,,,,,
player,201710010dal,dal,LawrDe00,def_int,0,,,,,
player,201710010dal,dal,LawrDe00,def_int_yds,0,,,,,
player,201710010dal,dal,LawrDe00,def_int_td,0,,,,,
player,201710010dal,dal,LawrDe00,def_int_long,0,,,,,
player,201710010dal,dal,LawrDe00,pass_defended,0,,,,,
player,201710010dal,dal,LawrDe00,sacks,1.0,,,,,
player,201710010dal,dal,LawrDe00,tackles_combined,4,,,,,
player,201710010dal,dal,LawrDe00,tackles_solo,3,,,,,
player,201710010dal,dal,LawrDe00,tackles_assists,1,,,,,
player,201710010dal,dal,LawrDe00,tackles_loss,1,,,,,
player,201710010dal,dal,LawrDe00,qb_hits,1,,,,,
player,201710010dal,dal,LawrDe00,fumbles_rec,0,,,,,
player,201710010dal,dal,LawrDe00,fumbles_rec_yds,0,,,,,
player,201710010dal,dal,LawrDe00,fumbles_rec_td,0,,,,,
player,201710010dal,dal,LawrDe00,fumbles_forced,1,,,,,
player,201710010dal,dal,SmitJa05,def_int,0,,,,,
player,201710010dal,dal,SmitJa05,def_int_yds,0,,,,,
player,201710010dal,dal,SmitJa05,def_int_td,0,,,,,
player,201710010dal,dal,SmitJa05,def_int_long,0,,,,,
player,201710010dal,dal,SmitJa05,pass_defended,0,,,,,
player,201710010dal,dal,SmitJa05,sacks,0.0,,,,,
player,201710010dal,dal,SmitJa05,tackles_combined,10,,,,,
player,201710010dal,dal,SmitJa05,tackles_solo,7,,,,,
player,201710010dal,dal,SmitJa05,tackles_assists,3,,,,,
player,201710010dal,dal,SmitJa05,tackles_loss,0,,,,,
player,201710010dal,dal,SmitJa05,qb_hits,1,,,,,
player,201710010dal,dal,SmitJa05,fumbles_rec,0,,,,,
player,201710010dal,dal,SmitJa05,fumbles_rec_yds,0,,,,,
player,201710010dal,dal,SmitJa05,fumbles_rec_td,0,,,,,
player,201710010dal,dal,SmitJa05,fumbles_forced,0,,,,,
player,201710010dal,dal,JoneBy00,def_int,0,,,,,
player,201710010dal,dal,JoneBy00,def_int_yds,0,,,,,
player,201710010dal,dal,JoneBy00,def_int_td,0,,,,,
player,201710010dal,dal,JoneBy00,def_int_long,0,,,,,
player,201710010dal,dal,JoneBy00,pass_defended,1,,,,,
player,201710010dal,dal,JoneBy00,sacks,0.0,,,,,
player,201710010dal,dal,JoneBy00,tackles_combined,7,,,,,
player,201710010dal,dal,JoneBy00,tackles_solo,7,,,,,
player,201710010dal,dal,JoneBy00,tackles_assists,0,,,,,
player,201710010dal,dal,JoneBy00,tackles_loss,1,,,,,
player,201710010dal,dal,JoneBy00,qb_hits,0,,,,,
player,201710010dal,dal,JoneBy00,fumbles_rec,0,,,,,
player,201710010dal,dal,JoneBy00,fumbles_rec_yds,0,,,,,
player,201710010dal,dal,JoneBy00,fumbles_rec_td,0,,,,,
player,201710010dal,dal,JoneBy00,fumbles_forced,0,,,,,
player,201710010dal,dal,BrowAn02,def_int,0,,,,,
player,201710010dal,dal,BrowAn02,def_int_yds,0,,,,,
player,201710010dal,dal,BrowAn02,def_int_td,0,,,,,
player,201710010dal,dal,BrowAn02,def_int_long,0,,,,,
player,201710010dal,dal,BrowAn02,pass_defended,1,,,,,
player,201710010dal,dal,BrowAn02,sacks,0.0,,,,,
player,201710010dal,dal,BrowAn02,tackles_combined,6,,,,,
player,201710010dal,dal,BrowAn02,tackles_solo,5,,,,,
player,201710010dal,dal,BrowAn02,tackles_assists,1,,,,,
player,201710010dal,dal,BrowAn02,tackles_loss,1,,,,,
player,201710010dal,dal,BrowAn02,qb_hits,0,,,,,
player,201710010dal,dal,BrowAn02,fumbles_rec,0,,,,,
player,201710010dal,dal,BrowAn02,fumbles_rec_yds,0,,,,,
player,201710010dal,dal,BrowAn02,fumbles_rec_td,0,,,,,
player,201710010dal,dal,BrowAn02,fumbles_forced,0,,,,,
player,201710010dal,dal,HeatJe00,def_int,0,,,,,
player,201710010dal,dal,HeatJe00,def_int_yds,0,,,,,
player,201710010dal,dal,HeatJe00,def_int_td,0,,,,,
player,201710010dal,dal,HeatJe00,def_int_long,0,,,,,
player,201710010dal,dal,HeatJe00,pass_defended,0,,,,,
player,201710010dal,dal,HeatJe00,sacks,0.0,,,,,
player,201710010dal,dal,HeatJe00,tackles_combined,6,,,,,
player,201710010dal,dal,HeatJe00,tackles_solo,5,,,,,
player,201710010dal,dal,HeatJe00,tackles_assists,1,,,,,
player,201710010dal,dal,HeatJe00,tackles_loss,0,,,,,
player,201710010dal,dal,HeatJe00,qb_hits,0,,,,,
player,201710010dal,dal,HeatJe00,fumbles_rec,0,,,,,
player,201710010dal,dal,HeatJe00,fumbles_rec_yds,0,,,,,
player,201710010dal,dal,HeatJe00,fumbles_rec_td,0,,,,,
player,201710010dal,dal,HeatJe00,fumbles_forced,0,,,,,
player,201710010dal,dal,DuraJu99,def_int,0,,,,,
player,201710010dal,dal,DuraJu99,def_int_yds,0,,,,,
player,201710010dal,dal,DuraJu99,def_int_td,0,,,,,
player,201710010dal,dal,DuraJu99,def_int_long,0,,,,,
player,201710010dal,dal,DuraJu99,pass_defended,0,,,,,
player,201710010dal,dal,DuraJu99,sacks,0.0,,,,,
player,201710010dal,dal,DuraJu99,tackles_combined,4,,,,,
player,201710010dal,dal,DuraJu99,tackles_solo,3,,,,,
player,201710010dal,dal,DuraJu99,tackles_assists,1,,,,,
player,201710010dal,dal,DuraJu99,tackles_loss,1,,,,,
player,201710010dal,dal,DuraJu99,qb_hits,0,,,,,
player,201710010dal,dal,DuraJu99,fumbles_rec,0,,,,,
player,201710010dal,dal,DuraJu99,fumbles_rec_yds,0,,,,,
player,201710010dal,dal,DuraJu99,fumbles_rec_td,0,,,,,
player,201710010dal,dal,DuraJu99,fumbles_forced,0,,,,,
player,201710010dal,dal,FrazKa00,def_int,0,,,,,
player,201710010dal,dal,FrazKa00,def_int_yds,0,,,,,
player,201710010dal,dal,FrazKa00,def_int_td,0,,,,,
player,201710010dal,dal,FrazKa00,def_int_long,0,,,,,
player,201710010dal,dal,FrazKa00,pass_defended,0,,,,,
player,201710010dal,dal,FrazKa00,sacks,0.0,,,,,
player,201710010dal,dal,FrazKa00,tackles_combined,4,,,,,
player,201710010dal,dal,FrazKa00,tackles_solo,2,,,,,
player,201710010dal,dal,FrazKa00,tackles_assists,2,,,,,
player,201710010dal,dal,FrazKa00,tackles_loss,0,,,,,
player,201710010dal,dal,FrazKa00,qb_hits,0,,,,,
player,201710010dal,dal,FrazKa00,fumbles_rec,0,,,,,
player,201710010dal,dal,FrazKa00,fumbles_rec_yds,0,,,,,
player,201710010dal,dal,FrazKa00,fumbles_rec_td,0,,,,,
player,201710010dal,dal,FrazKa00,fumbles_forced,0,,,,,
player,201710010dal,dal,ScanOr99,def_int,0,,,,,
player,201710010dal,dal,ScanOr99,def_int_yds,0,,,,,
player,201710010dal,dal,ScanOr99,def_int_td,0,,,,,
player,201710010dal,dal,ScanOr99,def_int_long,0,,,,,
player,201710010dal,dal,ScanOr99,pass_defended,0,,,,,
player,201710010dal,dal,ScanOr99,sacks,0.0,,,,,
player,201710010dal,dal,ScanOr99,tackles_combined,4,,,,,
player,201710010dal,dal,ScanOr99,tackles_solo,3,,,,,
player,201710010dal,dal,ScanOr99,tackles_assists,1,,,,,
player,201710010dal,dal,ScanOr99,tackles_loss,1,,,,,
player,201710010dal,dal,ScanOr99,qb_hits,0,,,,,
player,201710010dal,dal,ScanOr99,fumbles_rec,0,,,,,
player,201710010dal,dal,ScanOr99,fumbles_rec_yds,0,,,,,
player,201710010dal,dal,ScanOr99,fumbles_rec_td,0,,,,,
player,201710010dal,dal,ScanOr99,fumbles_forced,0,,,,,
player,201710010dal,dal,LewiJo01,def_int,0,,,,,
player,201710010dal,dal,LewiJo01,def_int_yds,0,,,,,
player,201710010dal,dal,LewiJo01,def_int_td,0,,,,,
player,201710010dal,dal,LewiJo01,def_int_long,0,,,,,
player,201710010dal,dal,LewiJo01,pass_defended,0,,,,,
player,201710010dal,dal,LewiJo01,sacks,0.0,,,,,
player,201710010dal,dal,LewiJo01,tackles_combined,3,,,,,
player,201710010dal,dal,LewiJo01,tackles_solo,2,,,,,
player,201710010dal,dal,LewiJo01,tackles_assists,1,,,,,
player,201710010dal,dal,LewiJo01,tackles_loss,1,,,,,
player,201710010dal,dal,LewiJo01,qb_hits,0,,,,,
player,201710010dal,dal,LewiJo01,fumbles_rec,0,,,,,
player,201710010dal,dal,LewiJo01,fumbles_rec_yds,0,,,,,
player,201710010dal,dal,LewiJo01,fumbles_rec_td,0,,,,,
player,201710010dal,dal,LewiJo01,fumbles_forced,0,,,,,
player,201710010dal,dal,WilsDa02,def_int,0,,,,,
player,201710010dal,dal,WilsDa02,def_int_yds,0,,,,,
player,201710010dal,dal,WilsDa02,def_int_td,0,,,,,
player,201710010dal,dal,WilsDa02,def_int_long,0,,,,,
player,201710010dal,dal,WilsDa02,pass_defended,0,,,,,
player,201710010dal,dal,WilsDa02,sacks,0.0,,,,,
player,201710010dal,dal,WilsDa02,tackles_combined,3,,,,,
player,201710010dal,dal,WilsDa02,tackles_solo,3,,,,,
player,201710010dal,dal,WilsDa02,tackles_assists,0,,,,,
player,201710010dal,dal,WilsDa02,tackles_loss,0,,,,,
player,201710010dal,dal,WilsDa02,qb_hits,1,,,,,
player,201710010dal,dal,WilsDa02,fumbles_rec,0,,,,,
player,201710010dal,dal,WilsDa02,fumbles_rec_yds,0,,,,,
player,201710010dal,dal,WilsDa02,fumbles_rec_td,0,,,,,
player,201710010dal,dal,WilsDa02,fumbles_forced,0,,,,,
player,201710010dal,dal,CollMa00,def_int,0,,,,,
player,201710010dal,dal,CollMa00,def_int_yds,0,,,,,
player,201710010dal,dal,CollMa00,def_int_td,0,,,,,
player,201710010dal,dal,CollMa00,def_int_long,0,,,,,
player,201710010dal,dal,CollMa00,pass_defended,0,,,,,
player,201710010dal,dal,CollMa00,sacks,0.0,,,,,
player,201710010dal,dal,CollMa00,tackles_combined,2,,,,,
player,201710010dal,dal,CollMa00,tackles_solo,2,,,,,
player,201710010dal,dal,CollMa00,tackles_assists,0,,,,,
player,201710010dal,dal,CollMa00,tackles_loss,1,,,,,
player,201710010dal,dal,CollMa00,qb_hits,0,,,,,
player,201710010dal,dal,CollMa00,fumbles_rec,0,,,,,
player,201710010dal,dal,CollMa00,fumbles_rec_yds,0,,,,,
player,201710010dal,dal,CollMa00,fumbles_rec_td,0,,,,,
player,201710010dal,dal,CollMa00,fumbles_forced,0,,,,,
player,201710010dal,dal,MoorDa01,def_int,0,,,,,
player,201710010dal,dal,MoorDa01,def_int_yds,0,,,,,
player,201710010dal,dal,MoorDa01,def_int_td,0,,,,,
player,201710010dal,dal,MoorDa01,def_int_long,0,,,,,
player,201710010dal,dal,MoorDa01,pass_defended,0,,,,,
player,201710010dal,dal,MoorDa01,sacks,0.0,,,,,
player,201710010dal,dal,MoorDa01,tackles_combined,2,,,,,
player,201710010dal,dal,MoorDa01,tackles_solo,1,,,,,
player,201710010dal,dal,MoorDa01,tackles_assists,1,,,,,
player,201710010dal,dal,MoorDa01,tackles_loss,0,,,,,
player,201710010dal,dal,MoorDa01,qb_hits,1,,,,,
player,201710010dal,dal,MoorDa01,fumbles_rec,0,,,,,
player,201710010dal,dal,MoorDa01,fumbles_rec_yds,0,,,,,
player,201710010dal,dal,MoorDa01,fumbles_rec_td,0,,,,,
player,201710010dal,dal,MoorDa01,fumbles_forced,0,,,,,
player,201710010dal,dal,WoodXa00,def_int,0,,,,,
player,201710010dal,dal,WoodXa00,def_int_yds,0,,,,,
player,201710010dal,dal,WoodXa00,def_int_td,0,,,,,
player,201710010dal,dal,WoodXa00,def_int_long,0,,,,,
player,201710010dal,dal,WoodXa00,pass_defended,0,,,,,
player,201710010dal,dal,WoodXa00,sacks,0.0,,,,,
player,201710010dal,dal,WoodXa00,tackles_combined,2,,,,,
player,201710010dal,dal,WoodXa00,tackles_solo,2,,,,,
player,201710010dal,dal,WoodXa00,tackles_assists,0,,,,,
player,201710010dal,dal,WoodXa00,tackles_loss,0,,,,,
player,201710010dal,dal,WoodXa00,qb_hits,0,,,,,
player,201710010dal,dal,WoodXa00,fumbles_rec,0,,,,,
player,201710010dal,dal,WoodXa00,fumbles_rec_yds,0,,,,,
player,201710010dal,dal,WoodXa00,fumbles_rec_td,0,,,,,
player,201710010dal,dal,WoodXa00,fumbles_forced,0,,,,,
player,201710010dal,dal,CharTa00,def_int,0,,,,,
player,201710010dal,dal,CharTa00,def_int_yds,0,,,,,
player,201710010dal,dal,CharTa00,def_int_td,0,,,,,
player,201710010dal,dal,CharTa00,def_int_long,0,,,,,
player,201710010dal,dal,CharTa00,pass_defended,0,,,,,
player,201710010dal,dal,CharTa00,sacks,0.0,,,,,
player,201710010dal,dal,CharTa00,tackles_combined,1,,,,,
player,201710010dal,dal,CharTa00,tackles_solo,0,,,,,
player,201710010dal,dal,CharTa00,tackles_assists,1,,,,,
player,201710010dal,dal,CharTa00,tackles_loss,0,,,,,
player,201710010dal,dal,CharTa00,qb_hits,0,,,,,
player,201710010dal,dal,CharTa00,fumbles_rec,0,,,,,
player,201710010dal,dal,CharTa00,fumbles_rec_yds,0,,,,,
player,201710010dal,dal,CharTa00,fumbles_rec_td,0,,,,,
player,201710010dal,dal,CharTa00,fumbles_forced,0,,,,,
player,201710010dal,dal,CrawTy00,def_int,0,,,,,
player,201710010dal,dal,CrawTy00,def_int_yds,0,,,,,
player,201710010dal,dal,CrawTy00,def_int_td,0,,,,,
player,201710010dal,dal,CrawTy00,def_int_long,0,,,,,
player,201710010dal,dal,CrawTy00,pass_defended,0,,,,,
player,201710010dal,dal,CrawTy00,sacks,0.0,,,,,
player,201710010dal,dal,CrawTy00,tackles_combined,1,,,,,
player,201710010dal,dal,CrawTy00,tackles_solo,1,,,,,
player,201710010dal,dal,CrawTy00,tackles_assists,0,,,,,
