game,2017,5,20171005,201710050tam,nwe,"New England Patriots",19,tam,"Tampa Bay Buccaneers",14
player,201710050tam,nwe,BoldBr00,st_pct,66%,,,,,
player,201710050tam,nwe,KingBr02,pos,FS,,,,,
player,201710050tam,nwe,KingBr02,offense,0,,,,,
player,201710050tam,nwe,KingBr02,off_pct,0%,,,,,
player,201710050tam,nwe,KingBr02,defense,0,,,,,
player,201710050tam,nwe,KingBr02,def_pct,0%,,,,,
player,201710050tam,nwe,KingBr02,special_teams,18,,,,,
player,201710050tam,nwe,KingBr02,st_pct,62%,,,,,
player,201710050tam,nwe,BadeJo00,pos,CB,,,,,
player,201710050tam,nwe,BadeJo00,offense,0,,,,,
player,201710050tam,nwe,BadeJo00,off_pct,0%,,,,,
player,201710050tam,nwe,BadeJo00,defense,0,,,,,
player,201710050tam,nwe,BadeJo00,def_pct,0%,,,,,
player,201710050tam,nwe,BadeJo00,special_teams,17,,,,,
player,201710050tam,nwe,BadeJo00,st_pct,59%,,,,,
player,201710050tam,nwe,FlowMa00,pos,LB,,,,,
player,201710050tam,nwe,FlowMa00,offense,0,,,,,
player,201710050tam,nwe,FlowMa00,off_pct,0%,,,,,
player,201710050tam,nwe,FlowMa00,defense,0,,,,,
player,201710050tam,nwe,FlowMa00,def_pct,0%,,,,,
player,201710050tam,nwe,FlowMa00,special_teams,15,,,,,
player,201710050tam,nwe,FlowMa00,st_pct,52%,,,,,
player,201710050tam,nwe,SlatMa00,pos,WR,,,,,
player,201710050tam,nwe,SlatMa00,offense,0,,,,,
player,201710050tam,nwe,SlatMa00,off_pct,0%,,,,,
player,201710050tam,nwe,SlatMa00,defense,0,,,,,
player,201710050tam,nwe,SlatMa00,def_pct,0%,,,,,
player,201710050tam,nwe,SlatMa00,special_teams,11,,,,,
player,201710050tam,nwe,SlatMa00,st_pct,38%,,,,,
player,201710050tam,nwe,GostSt20,pos,K,,,,,
player,201710050tam,nwe,GostSt20,offense,0,,,,,
player,201710050tam,nwe,GostSt20,off_pct,0%,,,,,
player,201710050tam,nwe,GostSt20,defense,0,,,,,
player,201710050tam,nwe,GostSt20,def_pct,0%,,,,,
player,201710050tam,nwe,GostSt20,special_teams,11,,,,,
player,201710050tam,nwe,GostSt20,st_pct,38%,,,,,
player,201710050tam,nwe,CardJo00,pos,LS,,,,,
player,201710050tam,nwe,CardJo00,offense,0,,,,,
player,201710050tam,nwe,CardJo00,off_pct,0%,,,,,
player,201710050tam,nwe,CardJo00,defense,0,,,,,
player,201710050tam,nwe,CardJo00,def_pct,0%,,,,,
player,201710050tam,nwe,CardJo00,special_teams,9,,,,,
player,201710050tam,nwe,CardJo00,st_pct,31%,,,,,
player,201710050tam,nwe,AlleRy01,pos,P,,,,,
player,201710050tam,nwe,AlleRy01,offense,0,,,,,
player,201710050tam,nwe,AlleRy01,off_pct,0%,,,,,
player,201710050tam,nwe,AlleRy01,defense,0,,,,,
player,201710050tam,nwe,AlleRy01,def_pct,0%,,,,,
player,201710050tam,nwe,AlleRy01,special_teams,9,,,,,
player,201710050tam,nwe,AlleRy01,st_pct,31%,,,,,
player,201710050tam,nwe,KarrTe00,pos,C,,,,,
player,201710050tam,nwe,KarrTe00,offense,0,,,,,
player,201710050tam,nwe,KarrTe00,off_pct,0%,,,,,
player,201710050tam,nwe,KarrTe00,defense,0,,,,,
player,201710050tam,nwe,KarrTe00,def_pct,0%,,,,,
player,201710050tam,nwe,KarrTe00,special_teams,5,,,,,
player,201710050tam,nwe,KarrTe00,st_pct,17%,,,,,
