game,2017,4,20171001,201710010mia,nor,"New Orleans Saints",20,mia,"Miami Dolphins",0
player,201710010mia,nor,OnyeDa00,qb_hits,1,,,,,
player,201710010mia,nor,OnyeDa00,fumbles_rec,0,,,,,
player,201710010mia,nor,OnyeDa00,fumbles_rec_yds,0,,,,,
player,201710010mia,nor,OnyeDa00,fumbles_rec_td,0,,,,,
player,201710010mia,nor,OnyeDa00,fumbles_forced,0,,,,,
player,201710010mia,nor,WillMa06,def_int,0,,,,,
player,201710010mia,nor,WillMa06,def_int_yds,0,,,,,
player,201710010mia,nor,WillMa06,def_int_td,0,,,,,
player,201710010mia,nor,WillMa06,def_int_long,0,,,,,
player,201710010mia,nor,WillMa06,pass_defended,0,,,,,
player,201710010mia,nor,WillMa06,sacks,0.0,,,,,
player,201710010mia,nor,WillMa06,tackles_combined,6,,,,,
player,201710010mia,nor,WillMa06,tackles_solo,6,,,,,
player,201710010mia,nor,WillMa06,tackles_assists,0,,,,,
player,201710010mia,nor,WillMa06,tackles_loss,0,,,,,
player,201710010mia,nor,WillMa06,qb_hits,0,,,,,
player,201710010mia,nor,WillMa06,fumbles_rec,0,,,,,
player,201710010mia,nor,WillMa06,fumbles_rec_yds,0,,,,,
player,201710010mia,nor,WillMa06,fumbles_rec_td,0,,,,,
player,201710010mia,nor,WillMa06,fumbles_forced,0,,,,,
player,201710010mia,nor,LattMa01,def_int,0,,,,,
player,201710010mia,nor,LattMa01,def_int_yds,0,,,,,
player,201710010mia,nor,LattMa01,def_int_td,0,,,,,
player,201710010mia,nor,LattMa01,def_int_long,0,,,,,
player,201710010mia,nor,LattMa01,pass_defended,0,,,,,
player,201710010mia,nor,LattMa01,sacks,0.0,,,,,
player,201710010mia,nor,LattMa01,tackles_combined,5,,,,,
player,201710010mia,nor,LattMa01,tackles_solo,5,,,,,
player,201710010mia,nor,LattMa01,tackles_assists,0,,,,,
player,201710010mia,nor,LattMa01,tackles_loss,0,,,,,
player,201710010mia,nor,LattMa01,qb_hits,0,,,,,
player,201710010mia,nor,LattMa01,fumbles_rec,0,,,,,
player,201710010mia,nor,LattMa01,fumbles_rec_yds,0,,,,,
player,201710010mia,nor,LattMa01,fumbles_rec_td,0,,,,,
player,201710010mia,nor,LattMa01,fumbles_forced,1,,,,,
player,201710010mia,nor,BellVo00,def_int,0,,,,,
player,201710010mia,nor,BellVo00,def_int_yds,0,,,,,
player,201710010mia,nor,BellVo00,def_int_td,0,,,,,
player,201710010mia,nor,BellVo00,def_int_long,0,,,,,
player,201710010mia,nor,BellVo00,pass_defended,1,,,,,
player,201710010mia,nor,BellVo00,sacks,0.0,,,,,
player,201710010mia,nor,BellVo00,tackles_combined,4,,,,,
player,201710010mia,nor,BellVo00,tackles_solo,4,,,,,
player,201710010mia,nor,BellVo00,tackles_assists,0,,,,,
player,201710010mia,nor,BellVo00,tackles_loss,0,,,,,
player,201710010mia,nor,BellVo00,qb_hits,0,,,,,
player,201710010mia,nor,BellVo00,fumbles_rec,0,,,,,
player,201710010mia,nor,BellVo00,fumbles_rec_yds,0,,,,,
player,201710010mia,nor,BellVo00,fumbles_rec_td,0,,,,,
player,201710010mia,nor,BellVo00,fumbles_forced,0,,,,,
player,201710010mia,nor,VaccKe00,def_int,0,,,,,
player,201710010mia,nor,VaccKe00,def_int_yds,0,,,,,
player,201710010mia,nor,VaccKe00,def_int_td,0,,,,,
player,201710010mia,nor,VaccKe00,def_int_long,0,,,,,
player,201710010mia,nor,VaccKe00,pass_defended,0,,,,,
player,201710010mia,nor,VaccKe00,sacks,0.0,,,,,
player,201710010mia,nor,VaccKe00,tackles_combined,4,,,,,
player,201710010mia,nor,VaccKe00,tackles_solo,4,,,,,
player,201710010mia,nor,VaccKe00,tackles_assists,0,,,,,
player,201710010mia,nor,VaccKe00,tackles_loss,1,,,,,
player,201710010mia,nor,VaccKe00,qb_hits,0,,,,,
player,201710010mia,nor,VaccKe00,fumbles_rec,0,,,,,
player,201710010mia,nor,VaccKe00,fumbles_rec_yds,0,,,,,
player,201710010mia,nor,VaccKe00,fumbles_rec_td,0,,,,,
player,201710010mia,nor,VaccKe00,fumbles_forced,0,,,,,
player,201710010mia,nor,OkafAl00,def_int,0,,,,,
player,201710010mia,nor,OkafAl00,def_int_yds,0,,,,,
player,201710010mia,nor,OkafAl00,def_int_td,0,,,,,
player,201710010mia,nor,OkafAl00,def_int_long,0,,,,,
player,201710010mia,nor,OkafAl00,pass_defended,0,,,,,
player,201710010mia,nor,OkafAl00,sacks,0.0,,,,,
player,201710010mia,nor,OkafAl00,tackles_combined,3,,,,,
player,201710010mia,nor,OkafAl00,tackles_solo,3,,,,,
player,201710010mia,nor,OkafAl00,tackles_assists,0,,,,,
player,201710010mia,nor,OkafAl00,tackles_loss,0,,,,,
player,201710010mia,nor,OkafAl00,qb_hits,0,,,,,
player,201710010mia,nor,OkafAl00,fumbles_rec,0,,,,,
player,201710010mia,nor,OkafAl00,fumbles_rec_yds,0,,,,,
player,201710010mia,nor,OkafAl00,fumbles_rec_td,0,,,,,
player,201710010mia,nor,OkafAl00,fumbles_forced,0,,,,,
player,201710010mia,nor,RobeCr00,def_int,0,,,,,
player,201710010mia,nor,RobeCr00,def_int_yds,0,,,,,
player,201710010mia,nor,RobeCr00,def_int_td,0,,,,,
player,201710010mia,nor,RobeCr00,def_int_long,0,,,,,
player,201710010mia,nor,RobeCr00,pass_defended,0,,,,,
player,201710010mia,nor,RobeCr00,sacks,0.0,,,,,
player,201710010mia,nor,RobeCr00,tackles_combined,3,,,,,
player,201710010mia,nor,RobeCr00,tackles_solo,3,,,,,
player,201710010mia,nor,RobeCr00,tackles_assists,0,,,,,
player,201710010mia,nor,RobeCr00,tackles_loss,0,,,,,
player,201710010mia,nor,RobeCr00,qb_hits,0,,,,,
player,201710010mia,nor,RobeCr00,fumbles_rec,0,,,,,
player,201710010mia,nor,RobeCr00,fumbles_rec_yds,0,,,,,
player,201710010mia,nor,RobeCr00,fumbles_rec_td,0,,,,,
player,201710010mia,nor,RobeCr00,fumbles_forced,0,,,,,
player,201710010mia,nor,AnzaAl00,def_int,0,,,,,
player,201710010mia,nor,AnzaAl00,def_int_yds,0,,,,,
player,201710010mia,nor,AnzaAl00,def_int_td,0,,,,,
player,201710010mia,nor,AnzaAl00,def_int_long,0,,,,,
player,201710010mia,nor,AnzaAl00,pass_defended,0,,,,,
player,201710010mia,nor,AnzaAl00,sacks,0.0,,,,,
player,201710010mia,nor,AnzaAl00,tackles_combined,1,,,,,
player,201710010mia,nor,AnzaAl00,tackles_solo,1,,,,,
player,201710010mia,nor,AnzaAl00,tackles_assists,0,,,,,
player,201710010mia,nor,AnzaAl00,tackles_loss,0,,,,,
player,201710010mia,nor,AnzaAl00,qb_hits,0,,,,,
player,201710010mia,nor,AnzaAl00,fumbles_rec,0,,,,,
player,201710010mia,nor,AnzaAl00,fumbles_rec_yds,0,,,,,
player,201710010mia,nor,AnzaAl00,fumbles_rec_td,0,,,,,
player,201710010mia,nor,AnzaAl00,fumbles_forced,0,,,,,
player,201710010mia,nor,DaviTy01,def_int,0,,,,,
player,201710010mia,nor,DaviTy01,def_int_yds,0,,,,,
player,201710010mia,nor,DaviTy01,def_int_td,0,,,,,
player,201710010mia,nor,DaviTy01,def_int_long,0,,,,,
player,201710010mia,nor,DaviTy01,pass_defended,0,,,,,
player,201710010mia,nor,DaviTy01,sacks,0.0,,,,,
player,201710010mia,nor,DaviTy01,tackles_combined,1,,,,,
player,201710010mia,nor,DaviTy01,tackles_solo,1,,,,,
player,201710010mia,nor,DaviTy01,tackles_assists,0,,,,,
player,201710010mia,nor,DaviTy01,tackles_loss,1,,,,,
player,201710010mia,nor,DaviTy01,qb_hits,0,,,,,
player,201710010mia,nor,DaviTy01,fumbles_rec,0,,,,,
player,201710010mia,nor,DaviTy01,fumbles_rec_yds,0,,,,,
player,201710010mia,nor,DaviTy01,fumbles_rec_td,0,,,,,
player,201710010mia,nor,DaviTy01,fumbles_forced,0,,,,,
player,201710010mia,nor,EdmuTr00,def_int,0,,,,,
player,201710010mia,nor,EdmuTr00,def_int_yds,0,,,,,
player,201710010mia,nor,EdmuTr00,def_int_td,0,,,,,
player,201710010mia,nor,EdmuTr00,def_int_long,0,,,,,
player,201710010mia,nor,EdmuTr00,pass_defended,0,,,,,
player,201710010mia,nor,EdmuTr00,sacks,0.0,,,,,
player,201710010mia,nor,EdmuTr00,tackles_combined,1,,,,,
player,201710010mia,nor,EdmuTr00,tackles_solo,1,,,,,
player,201710010mia,nor,EdmuTr00,tackles_assists,0,,,,,
player,201710010mia,nor,EdmuTr00,tackles_loss,0,,,,,
player,201710010mia,nor,EdmuTr00,qb_hits,0,,,,,
player,201710010mia,nor,EdmuTr00,fumbles_rec,0,,,,,
player,201710010mia,nor,EdmuTr00,fumbles_rec_yds,0,,,,,
player,201710010mia,nor,EdmuTr00,fumbles_rec_td,0,,,,,
player,201710010mia,nor,EdmuTr00,fumbles_forced,0,,,,,
player,201710010mia,nor,HardJu01,def_int,0,,,,,
player,201710010mia,nor,HardJu01,def_int_yds,0,,,,,
player,201710010mia,nor,HardJu01,def_int_td,0,,,,,
player,201710010mia,nor,HardJu01,def_int_long,0,,,,,
player,201710010mia,nor,HardJu01,pass_defended,0,,,,,
player,201710010mia,nor,HardJu01,sacks,0.0,,,,,
player,201710010mia,nor,HardJu01,tackles_combined,1,,,,,
player,201710010mia,nor,HardJu01,tackles_solo,1,,,,,
player,201710010mia,nor,HardJu01,tackles_assists,0,,,,,
player,201710010mia,nor,HardJu01,tackles_loss,0,,,,,
player,201710010mia,nor,HardJu01,qb_hits,0,,,,,
player,201710010mia,nor,HardJu01,fumbles_rec,0,,,,,
player,201710010mia,nor,HardJu01,fumbles_rec_yds,0,,,,,
player,201710010mia,nor,HardJu01,fumbles_rec_td,0,,,,,
player,201710010mia,nor,HardJu01,fumbles_forced,0,,,,,
player,201710010mia,nor,StupNa01,def_int,0,,,,,
player,201710010mia,nor,StupNa01,def_int_yds,0,,,,,
player,201710010mia,nor,StupNa01,def_int_td,0,,,,,
player,201710010mia,nor,StupNa01,def_int_long,0,,,,,
player,201710010mia,nor,StupNa01,pass_defended,0,,,,,
player,201710010mia,nor,StupNa01,sacks,0.0,,,,,
player,201710010mia,nor,StupNa01,tackles_combined,1,,,,,
player,201710010mia,nor,StupNa01,tackles_solo,1,,,,,
player,201710010mia,nor,StupNa01,tackles_assists,0,,,,,
player,201710010mia,nor,StupNa01,tackles_loss,0,,,,,
player,201710010mia,nor,StupNa01,qb_hits,0,,,,,
player,201710010mia,nor,StupNa01,fumbles_rec,0,,,,,
player,201710010mia,nor,StupNa01,fumbles_rec_yds,0,,,,,
player,201710010mia,nor,StupNa01,fumbles_rec_td,0,,,,,
player,201710010mia,nor,StupNa01,fumbles_forced,0,,,,,
player,201710010mia,mia,WakeCa00,def_int,0,,,,,
player,201710010mia,mia,WakeCa00,def_int_yds,0,,,,,
player,201710010mia,mia,WakeCa00,def_int_td,0,,,,,
player,201710010mia,mia,WakeCa00,def_int_long,0,,,,,
player,201710010mia,mia,WakeCa00,pass_defended,0,,,,,
player,201710010mia,mia,WakeCa00,sacks,1.0,,,,,
player,201710010mia,mia,WakeCa00,tackles_combined,3,,,,,
player,201710010mia,mia,WakeCa00,tackles_solo,3,,,,,
player,201710010mia,mia,WakeCa00,tackles_assists,0,,,,,
player,201710010mia,mia,WakeCa00,tackles_loss,3,,,,,
player,201710010mia,mia,WakeCa00,qb_hits,2,,,,,
player,201710010mia,mia,WakeCa00,fumbles_rec,0,,,,,
player,201710010mia,mia,WakeCa00,fumbles_rec_yds,0,,,,,
player,201710010mia,mia,WakeCa00,fumbles_rec_td,0,,,,,
player,201710010mia,mia,WakeCa00,fumbles_forced,0,,,,,
player,201710010mia,mia,McCaBo01,def_int,0,,,,,
player,201710010mia,mia,McCaBo01,def_int_yds,0,,,,,
player,201710010mia,mia,McCaBo01,def_int_td,0,,,,,
player,201710010mia,mia,McCaBo01,def_int_long,0,,,,,
player,201710010mia,mia,McCaBo01,pass_defended,0,,,,,
player,201710010mia,mia,McCaBo01,sacks,0.0,,,,,
player,201710010mia,mia,McCaBo01,tackles_combined,7,,,,,
player,201710010mia,mia,McCaBo01,tackles_solo,6,,,,,
player,201710010mia,mia,McCaBo01,tackles_assists,1,,,,,
player,201710010mia,mia,McCaBo01,tackles_loss,0,,,,,
player,201710010mia,mia,McCaBo01,qb_hits,0,,,,,
player,201710010mia,mia,McCaBo01,fumbles_rec,0,,,,,
player,201710010mia,mia,McCaBo01,fumbles_rec_yds,0,,,,,
player,201710010mia,mia,McCaBo01,fumbles_rec_td,0,,,,,
player,201710010mia,mia,McCaBo01,fumbles_forced,0,,,,,
player,201710010mia,mia,AlonKi00,def_int,0,,,,,
player,201710010mia,mia,AlonKi00,def_int_yds,0,,,,,
player,201710010mia,mia,AlonKi00,def_int_td,0,,,,,
player,201710010mia,mia,AlonKi00,def_int_long,0,,,,,
player,201710010mia,mia,AlonKi00,pass_defended,0,,,,,
player,201710010mia,mia,AlonKi00,sacks,0.0,,,,,
player,201710010mia,mia,AlonKi00,tackles_combined,6,,,,,
player,201710010mia,mia,AlonKi00,tackles_solo,5,,,,,
player,201710010mia,mia,AlonKi00,tackles_assists,1,,,,,
player,201710010mia,mia,AlonKi00,tackles_loss,1,,,,,
player,201710010mia,mia,AlonKi00,qb_hits,0,,,,,
player,201710010mia,mia,AlonKi00,fumbles_rec,0,,,,,
player,201710010mia,mia,AlonKi00,fumbles_rec_yds,0,,,,,
player,201710010mia,mia,AlonKi00,fumbles_rec_td,0,,,,,
player,201710010mia,mia,AlonKi00,fumbles_forced,0,,,,,
player,201710010mia,mia,TimmLa99,def_int,0,,,,,
player,201710010mia,mia,TimmLa99,def_int_yds,0,,,,,
player,201710010mia,mia,TimmLa99,def_int_td,0,,,,,
player,201710010mia,mia,TimmLa99,def_int_long,0,,,,,
player,201710010mia,mia,TimmLa99,pass_defended,0,,,,,
player,201710010mia,mia,TimmLa99,sacks,0.0,,,,,
player,201710010mia,mia,TimmLa99,tackles_combined,6,,,,,
player,201710010mia,mia,TimmLa99,tackles_solo,6,,,,,
player,201710010mia,mia,TimmLa99,tackles_assists,0,,,,,
player,201710010mia,mia,TimmLa99,tackles_loss,1,,,,,
player,201710010mia,mia,TimmLa99,qb_hits,1,,,,,
player,201710010mia,mia,TimmLa99,fumbles_rec,0,,,,,
player,201710010mia,mia,TimmLa99,fumbles_rec_yds,0,,,,,
player,201710010mia,mia,TimmLa99,fumbles_rec_td,0,,,,,
player,201710010mia,mia,TimmLa99,fumbles_forced,0,,,,,
player,201710010mia,mia,AlleNa99,def_int,0,,,,,
player,201710010mia,mia,AlleNa99,def_int_yds,0,,,,,
player,201710010mia,mia,AlleNa99,def_int_td,0,,,,,
player,201710010mia,mia,AlleNa99,def_int_long,0,,,,,
player,201710010mia,mia,AlleNa99,pass_defended,0,,,,,
player,201710010mia,mia,AlleNa99,sacks,0.0,,,,,
player,201710010mia,mia,AlleNa99,tackles_combined,5,,,,,
player,201710010mia,mia,AlleNa99,tackles_solo,5,,,,,
player,201710010mia,mia,AlleNa99,tackles_assists,0,,,,,
player,201710010mia,mia,AlleNa99,tackles_loss,0,,,,,
player,201710010mia,mia,AlleNa99,qb_hits,0,,,,,
player,201710010mia,mia,AlleNa99,fumbles_rec,0,,,,,
player,201710010mia,mia,AlleNa99,fumbles_rec_yds,0,,,,,
player,201710010mia,mia,AlleNa99,fumbles_rec_td,0,,,,,
player,201710010mia,mia,AlleNa99,fumbles_forced,0,,,,,
player,201710010mia,mia,HowaXa00,def_int,0,,,,,
player,201710010mia,mia,HowaXa00,def_int_yds,0,,,,,
player,201710010mia,mia,HowaXa00,def_int_td,0,,,,,
player,201710010mia,mia,HowaXa00,def_int_long,0,,,,,
player,201710010mia,mia,HowaXa00,pass_defended,0,,,,,
player,201710010mia,mia,HowaXa00,sacks,0.0,,,,,
player,201710010mia,mia,HowaXa00,tackles_combined,5,,,,,
player,201710010mia,mia,HowaXa00,tackles_solo,5,,,,,
player,201710010mia,mia,HowaXa00,tackles_assists,0,,,,,
player,201710010mia,mia,HowaXa00,tackles_loss,0,,,,,
player,201710010mia,mia,HowaXa00,qb_hits,0,,,,,
player,201710010mia,mia,HowaXa00,fumbles_rec,0,,,,,
player,201710010mia,mia,HowaXa00,fumbles_rec_yds,0,,,,,
player,201710010mia,mia,HowaXa00,fumbles_rec_td,0,,,,,
player,201710010mia,mia,HowaXa00,fumbles_forced,0,,,,,
player,201710010mia,mia,JoneRe99,def_int,0,,,,,
player,201710010mia,mia,JoneRe99,def_int_yds,0,,,,,
player,201710010mia,mia,JoneRe99,def_int_td,0,,,,,
player,201710010mia,mia,JoneRe99,def_int_long,0,,,,,
player,201710010mia,mia,JoneRe99,pass_defended,0,,,,,
player,201710010mia,mia,JoneRe99,sacks,0.0,,,,,
player,201710010mia,mia,JoneRe99,tackles_combined,5,,,,,
player,201710010mia,mia,JoneRe99,tackles_solo,5,,,,,
player,201710010mia,mia,JoneRe99,tackles_assists,0,,,,,
player,201710010mia,mia,JoneRe99,tackles_loss,0,,,,,
player,201710010mia,mia,JoneRe99,qb_hits,0,,,,,
player,201710010mia,mia,JoneRe99,fumbles_rec,0,,,,,
player,201710010mia,mia,JoneRe99,fumbles_rec_yds,0,,,,,
player,201710010mia,mia,JoneRe99,fumbles_rec_td,0,,,,,
player,201710010mia,mia,JoneRe99,fumbles_forced,0,,,,,
player,201710010mia,mia,TankCo00,def_int,0,,,,,
player,201710010mia,mia,TankCo00,def_int_yds,0,,,,,
player,201710010mia,mia,TankCo00,def_int_td,0,,,,,
player,201710010mia,mia,TankCo00,def_int_long,0,,,,,
player,201710010mia,mia,TankCo00,pass_defended,1,,,,,
player,201710010mia,mia,TankCo00,sacks,0.0,,,,,
player,201710010mia,mia,TankCo00,tackles_combined,5,,,,,
player,201710010mia,mia,TankCo00,tackles_solo,5,,,,,
player,201710010mia,mia,TankCo00,tackles_assists,0,,,,,
player,201710010mia,mia,TankCo00,tackles_loss,0,,,,,
player,201710010mia,mia,TankCo00,qb_hits,0,,,,,
player,201710010mia,mia,TankCo00,fumbles_rec,0,,,,,
player,201710010mia,mia,TankCo00,fumbles_rec_yds,0,,,,,
player,201710010mia,mia,TankCo00,fumbles_rec_td,0,,,,,
player,201710010mia,mia,TankCo00,fumbles_forced,0,,,,,
player,201710010mia,mia,SuhxNd99,def_int,0,,,,,
player,201710010mia,mia,SuhxNd99,def_int_yds,0,,,,,
player,201710010mia,mia,SuhxNd99,def_int_td,0,,,,,
player,201710010mia,mia,SuhxNd99,def_int_long,0,,,,,
player,201710010mia,mia,SuhxNd99,pass_defended,0,,,,,
player,201710010mia,mia,SuhxNd99,sacks,0.0,,,,,
player,201710010mia,mia,SuhxNd99,tackles_combined,4,,,,,
player,201710010mia,mia,SuhxNd99,tackles_solo,4,,,,,
player,201710010mia,mia,SuhxNd99,tackles_assists,0,,,,,
player,201710010mia,mia,SuhxNd99,tackles_loss,0,,,,,
player,201710010mia,mia,SuhxNd99,qb_hits,0,,,,,
player,201710010mia,mia,SuhxNd99,fumbles_rec,0,,,,,
player,201710010mia,mia,SuhxNd99,fumbles_rec_yds,0,,,,,
player,201710010mia,mia,SuhxNd99,fumbles_rec_td,0,,,,,
player,201710010mia,mia,SuhxNd99,fumbles_forced,0,,,,,
player,201710010mia,mia,HullMi01,def_int,0,,,,,
player,201710010mia,mia,HullMi01,def_int_yds,0,,,,,
player,201710010mia,mia,HullMi01,def_int_td,0,,,,,
player,201710010mia,mia,HullMi01,def_int_long,0,,,,,
player,201710010mia,mia,HullMi01,pass_defended,0,,,,,
player,201710010mia,mia,HullMi01,sacks,0.0,,,,,
player,201710010mia,mia,HullMi01,tackles_combined,3,,,,,
player,201710010mia,mia,HullMi01,tackles_solo,3,,,,,
player,201710010mia,mia,HullMi01,tackles_assists,0,,,,,
player,201710010mia,mia,HullMi01,tackles_loss,0,,,,,
player,201710010mia,mia,HullMi01,qb_hits,0,,,,,
player,201710010mia,mia,HullMi01,fumbles_rec,0,,,,,
player,201710010mia,mia,HullMi01,fumbles_rec_yds,0,,,,,
player,201710010mia,mia,HullMi01,fumbles_rec_td,0,,,,,
player,201710010mia,mia,HullMi01,fumbles_forced,0,,,,,
player,201710010mia,mia,TaylVi00,def_int,0,,,,,
player,201710010mia,mia,TaylVi00,def_int_yds,0,,,,,
player,201710010mia,mia,TaylVi00,def_int_td,0,,,,,
player,201710010mia,mia,TaylVi00,def_int_long,0,,,,,
player,201710010mia,mia,TaylVi00,pass_defended,0,,,,,
player,201710010mia,mia,TaylVi00,sacks,0.0,,,,,
player,201710010mia,mia,TaylVi00,tackles_combined,3,,,,,
player,201710010mia,mia,TaylVi00,tackles_solo,3,,,,,
player,201710010mia,mia,TaylVi00,tackles_assists,0,,,,,
player,201710010mia,mia,TaylVi00,tackles_loss,0,,,,,
player,201710010mia,mia,TaylVi00,qb_hits,1,,,,,
player,201710010mia,mia,TaylVi00,fumbles_rec,0,,,,,
player,201710010mia,mia,TaylVi00,fumbles_rec_yds,0,,,,,
player,201710010mia,mia,TaylVi00,fumbles_rec_td,0,,,,,
player,201710010mia,mia,TaylVi00,fumbles_forced,0,,,,,
player,201710010mia,mia,AlleCh02,def_int,0,,,,,
player,201710010mia,mia,AlleCh02,def_int_yds,0,,,,,
player,201710010mia,mia,AlleCh02,def_int_td,0,,,,,
player,201710010mia,mia,AlleCh02,def_int_long,0,,,,,
player,201710010mia,mia,AlleCh02,pass_defended,0,,,,,
player,201710010mia,mia,AlleCh02,sacks,0.0,,,,,
player,201710010mia,mia,AlleCh02,tackles_combined,2,,,,,
player,201710010mia,mia,AlleCh02,tackles_solo,2,,,,,
player,201710010mia,mia,AlleCh02,tackles_assists,0,,,,,
player,201710010mia,mia,AlleCh02,tackles_loss,0,,,,,
player,201710010mia,mia,AlleCh02,qb_hits,0,,,,,
player,201710010mia,mia,AlleCh02,fumbles_rec,0,,,,,
player,201710010mia,mia,AlleCh02,fumbles_rec_yds,0,,,,,
player,201710010mia,mia,AlleCh02,fumbles_rec_td,0,,,,,
player,201710010mia,mia,AlleCh02,fumbles_forced,0,,,,,
player,201710010mia,mia,DennJo20,def_int,0,,,,,
player,201710010mia,mia,DennJo20,def_int_yds,0,,,,,
player,201710010mia,mia,DennJo20,def_int_td,0,,,,,
player,201710010mia,mia,DennJo20,def_int_long,0,,,,,
player,201710010mia,mia,DennJo20,pass_defended,0,,,,,
player,201710010mia,mia,DennJo20,sacks,0.0,,,,,
player,201710010mia,mia,DennJo20,tackles_combined,1,,,,,
player,201710010mia,mia,DennJo20,tackles_solo,1,,,,,
player,201710010mia,mia,DennJo20,tackles_assists,0,,,,,
player,201710010mia,mia,DennJo20,tackles_loss,0,,,,,
player,201710010mia,mia,DennJo20,qb_hits,0,,,,,
player,201710010mia,mia,DennJo20,fumbles_rec,0,,,,,
player,201710010mia,mia,DennJo20,fumbles_rec_yds,0,,,,,
player,201710010mia,mia,DennJo20,fumbles_rec_td,0,,,,,
player,201710010mia,mia,DennJo20,fumbles_forced,0,,,,,
player,201710010mia,mia,GodcDa00,def_int,0,,,,,
player,201710010mia,mia,GodcDa00,def_int_yds,0,,,,,
player,201710010mia,mia,GodcDa00,def_int_td,0,,,,,
player,201710010mia,mia,GodcDa00,def_int_long,0,,,,,
player,201710010mia,mia,GodcDa00,pass_defended,0,,,,,
player,201710010mia,mia,GodcDa00,sacks,0.0,,,,,
player,201710010mia,mia,GodcDa00,tackles_combined,1,,,,,
player,201710010mia,mia,GodcDa00,tackles_solo,1,,,,,
player,201710010mia,mia,GodcDa00,tackles_assists,0,,,,,
player,201710010mia,mia,GodcDa00,tackles_loss,0,,,,,
player,201710010mia,mia,GodcDa00,qb_hits,0,,,,,
player,201710010mia,mia,GodcDa00,fumbles_rec,0,,,,,
player,201710010mia,mia,GodcDa00,fumbles_rec_yds,0,,,,,
player,201710010mia,mia,GodcDa00,fumbles_rec_td,0,,,,,
player,201710010mia,mia,GodcDa00,fumbles_forced,0,,,,,
player,201710010mia,mia,HarrCh03,def_int,0,,,,,
player,201710010mia,mia,HarrCh03,def_int_yds,0,,,,,
player,201710010mia,mia,HarrCh03,def_int_td,0,,,,,
player,201710010mia,mia,HarrCh03,def_int_long,0,,,,,
player,201710010mia,mia,HarrCh03,pass_defended,0,,,,,
player,201710010mia,mia,HarrCh03,sacks,0.0,,,,,
player,201710010mia,mia,HarrCh03,tackles_combined,1,,,,,
player,201710010mia,mia,HarrCh03,tackles_solo,1,,,,,
player,201710010mia,mia,HarrCh03,tackles_assists,0,,,,,
player,201710010mia,mia,HarrCh03,tackles_loss,0,,,,,
player,201710010mia,mia,HarrCh03,qb_hits,1,,,,,
player,201710010mia,mia,HarrCh03,fumbles_rec,0,,,,,
player,201710010mia,mia,HarrCh03,fumbles_rec_yds,0,,,,,
player,201710010mia,mia,HarrCh03,fumbles_rec_td,0,,,,,
player,201710010mia,mia,HarrCh03,fumbles_forced,0,,,,,
player,201710010mia,mia,HayeWi99,def_int,0,,,,,
player,201710010mia,mia,HayeWi99,def_int_yds,0,,,,,
player,201710010mia,mia,HayeWi99,def_int_td,0,,,,,
player,201710010mia,mia,HayeWi99,def_int_long,0,,,,,
player,201710010mia,mia,HayeWi99,pass_defended,0,,,,,
player,201710010mia,mia,HayeWi99,sacks,0.0,,,,,
player,201710010mia,mia,HayeWi99,tackles_combined,1,,,,,
player,201710010mia,mia,HayeWi99,tackles_solo,1,,,,,
player,201710010mia,mia,HayeWi99,tackles_assists,0,,,,,
player,201710010mia,mia,HayeWi99,tackles_loss,0,,,,,
player,201710010mia,mia,HayeWi99,qb_hits,0,,,,,
player,201710010mia,mia,HayeWi99,fumbles_rec,0,,,,,
player,201710010mia,mia,HayeWi99,fumbles_rec_yds,0,,,,,
player,201710010mia,mia,HayeWi99,fumbles_rec_td,0,,,,,
player,201710010mia,mia,HayeWi99,fumbles_forced,0,,,,,
player,201710010mia,mia,VernAl99,def_int,0,,,,,
player,201710010mia,mia,VernAl99,def_int_yds,0,,,,,
player,201710010mia,mia,VernAl99,def_int_td,0,,,,,
player,201710010mia,mia,VernAl99,def_int_long,0,,,,,
player,201710010mia,mia,VernAl99,pass_defended,0,,,,,
player,201710010mia,mia,VernAl99,sacks,0.0,,,,,
player,201710010mia,mia,VernAl99,tackles_combined,1,,,,,
player,201710010mia,mia,VernAl99,tackles_solo,1,,,,,
player,201710010mia,mia,VernAl99,tackles_assists,0,,,,,
player,201710010mia,mia,VernAl99,tackles_loss,0,,,,,
player,201710010mia,mia,VernAl99,qb_hits,0,,,,,
player,201710010mia,mia,VernAl99,fumbles_rec,0,,,,,
player,201710010mia,mia,VernAl99,fumbles_rec_yds,0,,,,,
player,201710010mia,mia,VernAl99,fumbles_rec_td,0,,,,,
player,201710010mia,mia,VernAl99,fumbles_forced,0,,,,,
player,201710010mia,mia,WillDa05,def_int,0,,,,,
player,201710010mia,mia,WillDa05,def_int_yds,0,,,,,
player,201710010mia,mia,WillDa05,def_int_td,0,,,,,
player,201710010mia,mia,WillDa05,def_int_long,0,,,,,
player,201710010mia,mia,WillDa05,pass_defended,0,,,,,
player,201710010mia,mia,WillDa05,sacks,0.0,,,,,
player,201710010mia,mia,WillDa05,tackles_combined,1,,,,,
player,201710010mia,mia,WillDa05,tackles_solo,1,,,,,
player,201710010mia,mia,WillDa05,tackles_assists,0,,,,,
player,201710010mia,mia,WillDa05,tackles_loss,0,,,,,
player,201710010mia,mia,WillDa05,qb_hits,0,,,,,
player,201710010mia,mia,WillDa05,fumbles_rec,0,,,,,
player,201710010mia,mia,WillDa05,fumbles_rec_yds,0,,,,,
