game,2017,8,20171029,201710290sea,htx,"Houston Texans",38,sea,"Seattle Seahawks",41
player,201710290sea,sea,WilhMi00,def_pct,21%,,,,,
player,201710290sea,sea,WilhMi00,special_teams,13,,,,,
player,201710290sea,sea,WilhMi00,st_pct,34%,,,,,
player,201710290sea,sea,McDoBr01,pos,FS,,,,,
player,201710290sea,sea,McDoBr01,offense,0,,,,,
player,201710290sea,sea,McDoBr01,off_pct,0%,,,,,
player,201710290sea,sea,McDoBr01,defense,13,,,,,
player,201710290sea,sea,McDoBr01,def_pct,18%,,,,,
player,201710290sea,sea,McDoBr01,special_teams,31,,,,,
player,201710290sea,sea,McDoBr01,st_pct,82%,,,,,
player,201710290sea,sea,LaneJe00,pos,CB,,,,,
player,201710290sea,sea,LaneJe00,offense,0,,,,,
player,201710290sea,sea,LaneJe00,off_pct,0%,,,,,
player,201710290sea,sea,LaneJe00,defense,6,,,,,
player,201710290sea,sea,LaneJe00,def_pct,8%,,,,,
player,201710290sea,sea,LaneJe00,special_teams,5,,,,,
player,201710290sea,sea,LaneJe00,st_pct,13%,,,,,
player,201710290sea,sea,ThorNe00,pos,CB,,,,,
player,201710290sea,sea,ThorNe00,offense,0,,,,,
player,201710290sea,sea,ThorNe00,off_pct,0%,,,,,
player,201710290sea,sea,ThorNe00,defense,0,,,,,
player,201710290sea,sea,ThorNe00,def_pct,0%,,,,,
player,201710290sea,sea,ThorNe00,special_teams,31,,,,,
player,201710290sea,sea,ThorNe00,st_pct,82%,,,,,
player,201710290sea,sea,HillDe02,pos,SS,,,,,
player,201710290sea,sea,HillDe02,offense,0,,,,,
player,201710290sea,sea,HillDe02,off_pct,0%,,,,,
player,201710290sea,sea,HillDe02,defense,0,,,,,
player,201710290sea,sea,HillDe02,def_pct,0%,,,,,
player,201710290sea,sea,HillDe02,special_teams,26,,,,,
player,201710290sea,sea,HillDe02,st_pct,68%,,,,,
player,201710290sea,sea,AlexD.00,pos,LB,,,,,
player,201710290sea,sea,AlexD.00,offense,0,,,,,
player,201710290sea,sea,AlexD.00,off_pct,0%,,,,,
player,201710290sea,sea,AlexD.00,defense,0,,,,,
player,201710290sea,sea,AlexD.00,def_pct,0%,,,,,
player,201710290sea,sea,AlexD.00,special_teams,25,,,,,
player,201710290sea,sea,AlexD.00,st_pct,66%,,,,,
player,201710290sea,sea,GarvTe00,pos,LB,,,,,
player,201710290sea,sea,GarvTe00,offense,0,,,,,
player,201710290sea,sea,GarvTe00,off_pct,0%,,,,,
player,201710290sea,sea,GarvTe00,defense,0,,,,,
player,201710290sea,sea,GarvTe00,def_pct,0%,,,,,
player,201710290sea,sea,GarvTe00,special_teams,24,,,,,
player,201710290sea,sea,GarvTe00,st_pct,63%,,,,,
player,201710290sea,sea,WalsBl00,pos,K,,,,,
player,201710290sea,sea,WalsBl00,offense,0,,,,,
player,201710290sea,sea,WalsBl00,off_pct,0%,,,,,
player,201710290sea,sea,WalsBl00,defense,0,,,,,
player,201710290sea,sea,WalsBl00,def_pct,0%,,,,,
player,201710290sea,sea,WalsBl00,special_teams,15,,,,,
player,201710290sea,sea,WalsBl00,st_pct,39%,,,,,
player,201710290sea,sea,GlowMa00,pos,G,,,,,
player,201710290sea,sea,GlowMa00,offense,0,,,,,
player,201710290sea,sea,GlowMa00,off_pct,0%,,,,,
player,201710290sea,sea,GlowMa00,defense,0,,,,,
player,201710290sea,sea,GlowMa00,def_pct,0%,,,,,
player,201710290sea,sea,GlowMa00,special_teams,14,,,,,
player,201710290sea,sea,GlowMa00,st_pct,37%,,,,,
player,201710290sea,sea,OttxTy00,pos,LS,,,,,
player,201710290sea,sea,OttxTy00,offense,0,,,,,
player,201710290sea,sea,OttxTy00,off_pct,0%,,,,,
player,201710290sea,sea,OttxTy00,defense,0,,,,,
player,201710290sea,sea,OttxTy00,def_pct,0%,,,,,
player,201710290sea,sea,OttxTy00,special_teams,12,,,,,
player,201710290sea,sea,OttxTy00,st_pct,32%,,,,,
player,201710290sea,sea,RyanJo21,pos,P,,,,,
player,201710290sea,sea,RyanJo21,offense,0,,,,,
player,201710290sea,sea,RyanJo21,off_pct,0%,,,,,
player,201710290sea,sea,RyanJo21,defense,0,,,,,
player,201710290sea,sea,RyanJo21,def_pct,0%,,,,,
player,201710290sea,sea,RyanJo21,special_teams,12,,,,,
player,201710290sea,sea,RyanJo21,st_pct,32%,,,,,
player,201710290sea,htx,Sua-Xa00,pos,G,,,,,
player,201710290sea,htx,Sua-Xa00,offense,71,,,,,
player,201710290sea,htx,Sua-Xa00,off_pct,100%,,,,,
player,201710290sea,htx,Sua-Xa00,defense,0,,,,,
player,201710290sea,htx,Sua-Xa00,def_pct,0%,,,,,
player,201710290sea,htx,Sua-Xa00,special_teams,6,,,,,
player,201710290sea,htx,Sua-Xa00,st_pct,16%,,,,,
player,201710290sea,htx,GiacBr20,pos,T,,,,,
player,201710290sea,htx,GiacBr20,offense,71,,,,,
player,201710290sea,htx,GiacBr20,off_pct,100%,,,,,
player,201710290sea,htx,GiacBr20,defense,0,,,,,
player,201710290sea,htx,GiacBr20,def_pct,0%,,,,,
player,201710290sea,htx,GiacBr20,special_teams,6,,,,,
player,201710290sea,htx,GiacBr20,st_pct,16%,,,,,
player,201710290sea,htx,MartNi00,pos,C,,,,,
player,201710290sea,htx,MartNi00,offense,71,,,,,
player,201710290sea,htx,MartNi00,off_pct,100%,,,,,
player,201710290sea,htx,MartNi00,defense,0,,,,,
player,201710290sea,htx,MartNi00,def_pct,0%,,,,,
player,201710290sea,htx,MartNi00,special_teams,0,,,,,
player,201710290sea,htx,MartNi00,st_pct,0%,,,,,
player,201710290sea,htx,WatsDe00,pos,QB,,,,,
player,201710290sea,htx,WatsDe00,offense,71,,,,,
player,201710290sea,htx,WatsDe00,off_pct,100%,,,,,
player,201710290sea,htx,WatsDe00,defense,0,,,,,
player,201710290sea,htx,WatsDe00,def_pct,0%,,,,,
player,201710290sea,htx,WatsDe00,special_teams,0,,,,,
player,201710290sea,htx,WatsDe00,st_pct,0%,,,,,
player,201710290sea,htx,HopkDe00,pos,WR,,,,,
player,201710290sea,htx,HopkDe00,offense,71,,,,,
player,201710290sea,htx,HopkDe00,off_pct,100%,,,,,
player,201710290sea,htx,HopkDe00,defense,0,,,,,
player,201710290sea,htx,HopkDe00,def_pct,0%,,,,,
player,201710290sea,htx,HopkDe00,special_teams,0,,,,,
player,201710290sea,htx,HopkDe00,st_pct,0%,,,,,
player,201710290sea,htx,BrowDu20,pos,T,,,,,
player,201710290sea,htx,BrowDu20,offense,68,,,,,
player,201710290sea,htx,BrowDu20,off_pct,96%,,,,,
player,201710290sea,htx,BrowDu20,defense,0,,,,,
player,201710290sea,htx,BrowDu20,def_pct,0%,,,,,
player,201710290sea,htx,BrowDu20,special_teams,6,,,,,
player,201710290sea,htx,BrowDu20,st_pct,16%,,,,,
player,201710290sea,htx,GrifRy00,pos,TE,,,,,
player,201710290sea,htx,GrifRy00,offense,65,,,,,
player,201710290sea,htx,GrifRy00,off_pct,92%,,,,,
player,201710290sea,htx,GrifRy00,defense,0,,,,,
player,201710290sea,htx,GrifRy00,def_pct,0%,,,,,
player,201710290sea,htx,GrifRy00,special_teams,6,,,,,
player,201710290sea,htx,GrifRy00,st_pct,16%,,,,,
player,201710290sea,htx,FullWi01,pos,WR,,,,,
player,201710290sea,htx,FullWi01,offense,62,,,,,
player,201710290sea,htx,FullWi01,off_pct,87%,,,,,
player,201710290sea,htx,FullWi01,defense,0,,,,,
player,201710290sea,htx,FullWi01,def_pct,0%,,,,,
player,201710290sea,htx,FullWi01,special_teams,5,,,,,
player,201710290sea,htx,FullWi01,st_pct,13%,,,,,
player,201710290sea,htx,MillLa01,pos,RB,,,,,
player,201710290sea,htx,MillLa01,offense,62,,,,,
player,201710290sea,htx,MillLa01,off_pct,87%,,,,,
player,201710290sea,htx,MillLa01,defense,0,,,,,
player,201710290sea,htx,MillLa01,def_pct,0%,,,,,
player,201710290sea,htx,MillLa01,special_teams,0,,,,,
player,201710290sea,htx,MillLa01,st_pct,0%,,,,,
player,201710290sea,htx,ElliBr00,pos,WR,,,,,
player,201710290sea,htx,ElliBr00,offense,57,,,,,
player,201710290sea,htx,ElliBr00,off_pct,80%,,,,,
player,201710290sea,htx,ElliBr00,defense,0,,,,,
player,201710290sea,htx,ElliBr00,def_pct,0%,,,,,
player,201710290sea,htx,ElliBr00,special_teams,0,,,,,
player,201710290sea,htx,ElliBr00,st_pct,0%,,,,,
player,201710290sea,htx,AlleJe01,pos,G,,,,,
player,201710290sea,htx,AlleJe01,offense,55,,,,,
player,201710290sea,htx,AlleJe01,off_pct,77%,,,,,
player,201710290sea,htx,AlleJe01,defense,0,,,,,
player,201710290sea,htx,AlleJe01,def_pct,0%,,,,,
player,201710290sea,htx,AlleJe01,special_teams,6,,,,,
player,201710290sea,htx,AlleJe01,st_pct,16%,,,,,
player,201710290sea,htx,MancGr00,pos,C,,,,,
player,201710290sea,htx,MancGr00,offense,16,,,,,
player,201710290sea,htx,MancGr00,off_pct,23%,,,,,
player,201710290sea,htx,MancGr00,defense,0,,,,,
player,201710290sea,htx,MancGr00,def_pct,0%,,,,,
player,201710290sea,htx,MancGr00,special_teams,6,,,,,
player,201710290sea,htx,MancGr00,st_pct,16%,,,,,
player,201710290sea,htx,BlueAl00,pos,RB,,,,,
player,201710290sea,htx,BlueAl00,offense,11,,,,,
player,201710290sea,htx,BlueAl00,off_pct,15%,,,,,
player,201710290sea,htx,BlueAl00,defense,0,,,,,
player,201710290sea,htx,BlueAl00,def_pct,0%,,,,,
player,201710290sea,htx,BlueAl00,special_teams,24,,,,,
player,201710290sea,htx,BlueAl00,st_pct,63%,,,,,
player,201710290sea,htx,AndeSt01,pos,TE,,,,,
player,201710290sea,htx,AndeSt01,offense,11,,,,,
player,201710290sea,htx,AndeSt01,off_pct,15%,,,,,
player,201710290sea,htx,AndeSt01,defense,0,,,,,
player,201710290sea,htx,AndeSt01,def_pct,0%,,,,,
player,201710290sea,htx,AndeSt01,special_teams,8,,,,,
player,201710290sea,htx,AndeSt01,st_pct,21%,,,,,
player,201710290sea,htx,ProsJa00,pos,FB,,,,,
player,201710290sea,htx,ProsJa00,offense,9,,,,,
player,201710290sea,htx,ProsJa00,off_pct,13%,,,,,
player,201710290sea,htx,ProsJa00,defense,0,,,,,
player,201710290sea,htx,ProsJa00,def_pct,0%,,,,,
player,201710290sea,htx,ProsJa00,special_teams,21,,,,,
player,201710290sea,htx,ProsJa00,st_pct,55%,,,,,
player,201710290sea,htx,DaveJu00,pos,T,,,,,
player,201710290sea,htx,DaveJu00,offense,5,,,,,
player,201710290sea,htx,DaveJu00,off_pct,7%,,,,,
player,201710290sea,htx,DaveJu00,defense,0,,,,,
player,201710290sea,htx,DaveJu00,def_pct,0%,,,,,
player,201710290sea,htx,DaveJu00,special_teams,6,,,,,
player,201710290sea,htx,DaveJu00,st_pct,16%,,,,,
player,201710290sea,htx,MillBr03,pos,WR,,,,,
player,201710290sea,htx,MillBr03,offense,3,,,,,
player,201710290sea,htx,MillBr03,off_pct,4%,,,,,
player,201710290sea,htx,MillBr03,defense,0,,,,,
player,201710290sea,htx,MillBr03,def_pct,0%,,,,,
player,201710290sea,htx,MillBr03,special_teams,0,,,,,
player,201710290sea,htx,MillBr03,st_pct,0%,,,,,
player,201710290sea,htx,ThomCh05,pos,WR,,,,,
player,201710290sea,htx,ThomCh05,offense,1,,,,,
player,201710290sea,htx,ThomCh05,off_pct,1%,,,,,
player,201710290sea,htx,ThomCh05,defense,0,,,,,
player,201710290sea,htx,ThomCh05,def_pct,0%,,,,,
player,201710290sea,htx,ThomCh05,special_teams,25,,,,,
player,201710290sea,htx,ThomCh05,st_pct,66%,,,,,
player,201710290sea,htx,ForeDO00,pos,RB,,,,,
player,201710290sea,htx,ForeDO00,offense,1,,,,,
player,201710290sea,htx,ForeDO00,off_pct,1%,,,,,
player,201710290sea,htx,ForeDO00,defense,0,,,,,
player,201710290sea,htx,ForeDO00,def_pct,0%,,,,,
player,201710290sea,htx,ForeDO00,special_teams,0,,,,,
player,201710290sea,htx,ForeDO00,st_pct,0%,,,,,
player,201710290sea,htx,CunnZa00,pos,LB,,,,,
player,201710290sea,htx,CunnZa00,offense,0,,,,,
player,201710290sea,htx,CunnZa00,off_pct,0%,,,,,
player,201710290sea,htx,CunnZa00,defense,69,,,,,
player,201710290sea,htx,CunnZa00,def_pct,100%,,,,,
player,201710290sea,htx,CunnZa00,special_teams,12,,,,,
player,201710290sea,htx,CunnZa00,st_pct,32%,,,,,
player,201710290sea,htx,HalxAn00,pos,FS,,,,,
player,201710290sea,htx,HalxAn00,offense,0,,,,,
player,201710290sea,htx,HalxAn00,off_pct,0%,,,,,
player,201710290sea,htx,HalxAn00,defense,69,,,,,
player,201710290sea,htx,HalxAn00,def_pct,100%,,,,,
player,201710290sea,htx,HalxAn00,special_teams,7,,,,,
player,201710290sea,htx,HalxAn00,st_pct,18%,,,,,
player,201710290sea,htx,McKiBe00,pos,LB,,,,,
player,201710290sea,htx,McKiBe00,offense,0,,,,,
player,201710290sea,htx,McKiBe00,off_pct,0%,,,,,
player,201710290sea,htx,McKiBe00,defense,68,,,,,
player,201710290sea,htx,McKiBe00,def_pct,99%,,,,,
player,201710290sea,htx,McKiBe00,special_teams,8,,,,,
player,201710290sea,htx,McKiBe00,st_pct,21%,,,,,
player,201710290sea,htx,GilcMa00,pos,FS,,,,,
player,201710290sea,htx,GilcMa00,offense,0,,,,,
player,201710290sea,htx,GilcMa00,off_pct,0%,,,,,
player,201710290sea,htx,GilcMa00,defense,68,,,,,
player,201710290sea,htx,GilcMa00,def_pct,99%,,,,,
player,201710290sea,htx,GilcMa00,special_teams,7,,,,,
player,201710290sea,htx,GilcMa00,st_pct,18%,,,,,
player,201710290sea,htx,ClowJa00,pos,LB,,,,,
player,201710290sea,htx,ClowJa00,offense,0,,,,,
player,201710290sea,htx,ClowJa00,off_pct,0%,,,,,
player,201710290sea,htx,ClowJa00,defense,67,,,,,
player,201710290sea,htx,ClowJa00,def_pct,97%,,,,,
player,201710290sea,htx,ClowJa00,special_teams,8,,,,,
player,201710290sea,htx,ClowJa00,st_pct,21%,,,,,
player,201710290sea,htx,JackKa99,pos,CB,,,,,
player,201710290sea,htx,JackKa99,offense,0,,,,,
player,201710290sea,htx,JackKa99,off_pct,0%,,,,,
player,201710290sea,htx,JackKa99,defense,66,,,,,
player,201710290sea,htx,JackKa99,def_pct,96%,,,,,
player,201710290sea,htx,JackKa99,special_teams,7,,,,,
player,201710290sea,htx,JackKa99,st_pct,18%,,,,,
player,201710290sea,htx,JoseJo20,pos,CB,,,,,
player,201710290sea,htx,JoseJo20,offense,0,,,,,
player,201710290sea,htx,JoseJo20,off_pct,0%,,,,,
player,201710290sea,htx,JoseJo20,defense,61,,,,,
player,201710290sea,htx,JoseJo20,def_pct,88%,,,,,
player,201710290sea,htx,JoseJo20,special_teams,5,,,,,
player,201710290sea,htx,JoseJo20,st_pct,13%,,,,,
player,201710290sea,htx,ReadD.00,pos,NT,,,,,
player,201710290sea,htx,ReadD.00,offense,0,,,,,
player,201710290sea,htx,ReadD.00,off_pct,0%,,,,,
player,201710290sea,htx,ReadD.00,defense,55,,,,,
player,201710290sea,htx,ReadD.00,def_pct,80%,,,,,
player,201710290sea,htx,ReadD.00,special_teams,7,,,,,
player,201710290sea,htx,ReadD.00,st_pct,18%,,,,,
player,201710290sea,htx,JohnKe04,pos,CB,,,,,
player,201710290sea,htx,JohnKe04,offense,0,,,,,
player,201710290sea,htx,JohnKe04,off_pct,0%,,,,,
player,201710290sea,htx,JohnKe04,defense,45,,,,,
player,201710290sea,htx,JohnKe04,def_pct,65%,,,,,
player,201710290sea,htx,JohnKe04,special_teams,1,,,,,
player,201710290sea,htx,JohnKe04,st_pct,3%,,,,,
player,201710290sea,htx,HousLa99,pos,LB,,,,,
player,201710290sea,htx,HousLa99,offense,0,,,,,
player,201710290sea,htx,HousLa99,off_pct,0%,,,,,
player,201710290sea,htx,HousLa99,defense,38,,,,,
player,201710290sea,htx,HousLa99,def_pct,55%,,,,,
player,201710290sea,htx,HousLa99,special_teams,0,,,,,
player,201710290sea,htx,HousLa99,st_pct,0%,,,,,
player,201710290sea,htx,DunnBr00,pos,NT,,,,,
player,201710290sea,htx,DunnBr00,offense,0,,,,,
player,201710290sea,htx,DunnBr00,off_pct,0%,,,,,
player,201710290sea,htx,DunnBr00,defense,33,,,,,
player,201710290sea,htx,DunnBr00,def_pct,48%,,,,,
player,201710290sea,htx,DunnBr00,special_teams,7,,,,,
player,201710290sea,htx,DunnBr00,st_pct,18%,,,,,
player,201710290sea,htx,WatkCa00,pos,DE,,,,,
player,201710290sea,htx,WatkCa00,offense,0,,,,,
player,201710290sea,htx,WatkCa00,off_pct,0%,,,,,
player,201710290sea,htx,WatkCa00,defense,28,,,,,
player,201710290sea,htx,WatkCa00,def_pct,41%,,,,,
player,201710290sea,htx,WatkCa00,special_teams,4,,,,,
player,201710290sea,htx,WatkCa00,st_pct,11%,,,,,
player,201710290sea,htx,ScarBr00,pos,LB,,,,,
player,201710290sea,htx,ScarBr00,offense,0,,,,,
player,201710290sea,htx,ScarBr00,off_pct,0%,,,,,
player,201710290sea,htx,ScarBr00,defense,24,,,,,
player,201710290sea,htx,ScarBr00,def_pct,35%,,,,,
player,201710290sea,htx,ScarBr00,special_teams,21,,,,,
player,201710290sea,htx,ScarBr00,st_pct,55%,,,,,
player,201710290sea,htx,CoviCh00,pos,DE,,,,,
player,201710290sea,htx,CoviCh00,offense,0,,,,,
player,201710290sea,htx,CoviCh00,off_pct,0%,,,,,
player,201710290sea,htx,CoviCh00,defense,24,,,,,
player,201710290sea,htx,CoviCh00,def_pct,35%,,,,,
player,201710290sea,htx,CoviCh00,special_teams,3,,,,,
player,201710290sea,htx,CoviCh00,st_pct,8%,,,,,
player,201710290sea,htx,PleaEd00,pos,SS,,,,,
player,201710290sea,htx,PleaEd00,offense,0,,,,,
player,201710290sea,htx,PleaEd00,off_pct,0%,,,,,
player,201710290sea,htx,PleaEd00,defense,16,,,,,
player,201710290sea,htx,PleaEd00,def_pct,23%,,,,,
player,201710290sea,htx,PleaEd00,special_teams,20,,,,,
player,201710290sea,htx,PleaEd00,st_pct,53%,,,,,
player,201710290sea,htx,WillMa03,pos,CB,,,,,
player,201710290sea,htx,WillMa03,offense,0,,,,,
player,201710290sea,htx,WillMa03,off_pct,0%,,,,,
player,201710290sea,htx,WillMa03,defense,16,,,,,
player,201710290sea,htx,WillMa03,def_pct,23%,,,,,
player,201710290sea,htx,WillMa03,special_teams,12,,,,,
player,201710290sea,htx,WillMa03,st_pct,32%,,,,,
player,201710290sea,htx,KamaUf00,pos,LB,,,,,
player,201710290sea,htx,KamaUf00,offense,0,,,,,
player,201710290sea,htx,KamaUf00,off_pct,0%,,,,,
player,201710290sea,htx,KamaUf00,defense,10,,,,,
player,201710290sea,htx,KamaUf00,def_pct,14%,,,,,
player,201710290sea,htx,KamaUf00,special_teams,6,,,,,
player,201710290sea,htx,KamaUf00,st_pct,16%,,,,,
player,201710290sea,htx,PeteBr00,pos,LB,,,,,
player,201710290sea,htx,PeteBr00,offense,0,,,,,
player,201710290sea,htx,PeteBr00,off_pct,0%,,,,,
player,201710290sea,htx,PeteBr00,defense,1,,,,,
player,201710290sea,htx,PeteBr00,def_pct,1%,,,,,
player,201710290sea,htx,PeteBr00,special_teams,25,,,,,
player,201710290sea,htx,PeteBr00,st_pct,66%,,,,,
player,201710290sea,htx,DrumKu01,pos,SS,,,,,
player,201710290sea,htx,DrumKu01,offense,0,,,,,
player,201710290sea,htx,DrumKu01,off_pct,0%,,,,,
player,201710290sea,htx,DrumKu01,defense,1,,,,,
player,201710290sea,htx,DrumKu01,def_pct,1%,,,,,
player,201710290sea,htx,DrumKu01,special_teams,25,,,,,
player,201710290sea,htx,DrumKu01,st_pct,66%,,,,,
player,201710290sea,htx,MoorCo00,pos,SS,,,,,
player,201710290sea,htx,MoorCo00,offense,0,,,,,
player,201710290sea,htx,MoorCo00,off_pct,0%,,,,,
player,201710290sea,htx,MoorCo00,defense,0,,,,,
player,201710290sea,htx,MoorCo00,def_pct,0%,,,,,
player,201710290sea,htx,MoorCo00,special_teams,25,,,,,
player,201710290sea,htx,MoorCo00,st_pct,66%,,,,,
player,201710290sea,htx,HeenBe00,pos,LB,,,,,
player,201710290sea,htx,HeenBe00,offense,0,,,,,
player,201710290sea,htx,HeenBe00,off_pct,0%,,,,,
player,201710290sea,htx,HeenBe00,defense,0,,,,,
player,201710290sea,htx,HeenBe00,def_pct,0%,,,,,
player,201710290sea,htx,HeenBe00,special_teams,24,,,,,
player,201710290sea,htx,HeenBe00,st_pct,63%,,,,,
player,201710290sea,htx,TodmJo00,pos,RB,,,,,
player,201710290sea,htx,TodmJo00,offense,0,,,,,
player,201710290sea,htx,TodmJo00,off_pct,0%,,,,,
player,201710290sea,htx,TodmJo00,defense,0,,,,,
player,201710290sea,htx,TodmJo00,def_pct,0%,,,,,
player,201710290sea,htx,TodmJo00,special_teams,24,,,,,
player,201710290sea,htx,TodmJo00,st_pct,63%,,,,,
player,201710290sea,htx,FairKa01,pos,K,,,,,
player,201710290sea,htx,FairKa01,offense,0,,,,,
player,201710290sea,htx,FairKa01,off_pct,0%,,,,,
player,201710290sea,htx,FairKa01,defense,0,,,,,
player,201710290sea,htx,FairKa01,def_pct,0%,,,,,
player,201710290sea,htx,FairKa01,special_teams,13,,,,,
player,201710290sea,htx,FairKa01,st_pct,34%,,,,,
player,201710290sea,htx,LechSh20,pos,P,,,,,
player,201710290sea,htx,LechSh20,offense,0,,,,,
player,201710290sea,htx,LechSh20,off_pct,0%,,,,,
player,201710290sea,htx,LechSh20,defense,0,,,,,
player,201710290sea,htx,LechSh20,def_pct,0%,,,,,
player,201710290sea,htx,LechSh20,special_teams,11,,,,,
player,201710290sea,htx,LechSh20,st_pct,29%,,,,,
player,201710290sea,htx,WeekJo00,pos,LS,,,,,
player,201710290sea,htx,WeekJo00,offense,0,,,,,
player,201710290sea,htx,WeekJo00,off_pct,0%,,,,,
player,201710290sea,htx,WeekJo00,defense,0,,,,,
player,201710290sea,htx,WeekJo00,def_pct,0%,,,,,
player,201710290sea,htx,WeekJo00,special_teams,11,,,,,
player,201710290sea,htx,WeekJo00,st_pct,29%,,,,,
