game,2017,14,20171210,201712100htx,sfo,"San Francisco 49ers",26,htx,"Houston Texans",16
player,201712100htx,htx,PleaEd00,defense,17,,,,,
player,201712100htx,htx,PleaEd00,def_pct,23%,,,,,
player,201712100htx,htx,PleaEd00,special_teams,14,,,,,
player,201712100htx,htx,PleaEd00,st_pct,45%,,,,,
player,201712100htx,htx,WillMa03,pos,CB,,,,,
player,201712100htx,htx,WillMa03,offense,0,,,,,
player,201712100htx,htx,WillMa03,off_pct,0%,,,,,
player,201712100htx,htx,WillMa03,defense,8,,,,,
player,201712100htx,htx,WillMa03,def_pct,11%,,,,,
player,201712100htx,htx,WillMa03,special_teams,9,,,,,
player,201712100htx,htx,WillMa03,st_pct,29%,,,,,
player,201712100htx,htx,ColeDy00,pos,LB,,,,,
player,201712100htx,htx,ColeDy00,offense,0,,,,,
player,201712100htx,htx,ColeDy00,off_pct,0%,,,,,
player,201712100htx,htx,ColeDy00,defense,7,,,,,
player,201712100htx,htx,ColeDy00,def_pct,10%,,,,,
player,201712100htx,htx,ColeDy00,special_teams,21,,,,,
player,201712100htx,htx,ColeDy00,st_pct,68%,,,,,
player,201712100htx,htx,MoorCo00,pos,SS,,,,,
player,201712100htx,htx,MoorCo00,offense,0,,,,,
player,201712100htx,htx,MoorCo00,off_pct,0%,,,,,
player,201712100htx,htx,MoorCo00,defense,4,,,,,
player,201712100htx,htx,MoorCo00,def_pct,5%,,,,,
player,201712100htx,htx,MoorCo00,special_teams,22,,,,,
player,201712100htx,htx,MoorCo00,st_pct,71%,,,,,
player,201712100htx,htx,PeteBr00,pos,LB,,,,,
player,201712100htx,htx,PeteBr00,offense,0,,,,,
player,201712100htx,htx,PeteBr00,off_pct,0%,,,,,
player,201712100htx,htx,PeteBr00,defense,3,,,,,
player,201712100htx,htx,PeteBr00,def_pct,4%,,,,,
player,201712100htx,htx,PeteBr00,special_teams,21,,,,,
player,201712100htx,htx,PeteBr00,st_pct,68%,,,,,
player,201712100htx,htx,ThomCh05,pos,WR,,,,,
player,201712100htx,htx,ThomCh05,offense,0,,,,,
player,201712100htx,htx,ThomCh05,off_pct,0%,,,,,
player,201712100htx,htx,ThomCh05,defense,0,,,,,
player,201712100htx,htx,ThomCh05,def_pct,0%,,,,,
player,201712100htx,htx,ThomCh05,special_teams,21,,,,,
player,201712100htx,htx,ThomCh05,st_pct,68%,,,,,
player,201712100htx,htx,DrumKu01,pos,SS,,,,,
player,201712100htx,htx,DrumKu01,offense,0,,,,,
player,201712100htx,htx,DrumKu01,off_pct,0%,,,,,
player,201712100htx,htx,DrumKu01,defense,0,,,,,
player,201712100htx,htx,DrumKu01,def_pct,0%,,,,,
player,201712100htx,htx,DrumKu01,special_teams,21,,,,,
player,201712100htx,htx,DrumKu01,st_pct,68%,,,,,
player,201712100htx,htx,TodmJo00,pos,RB,,,,,
player,201712100htx,htx,TodmJo00,offense,0,,,,,
player,201712100htx,htx,TodmJo00,off_pct,0%,,,,,
player,201712100htx,htx,TodmJo00,defense,0,,,,,
player,201712100htx,htx,TodmJo00,def_pct,0%,,,,,
player,201712100htx,htx,TodmJo00,special_teams,20,,,,,
player,201712100htx,htx,TodmJo00,st_pct,65%,,,,,
player,201712100htx,htx,LechSh20,pos,P,,,,,
player,201712100htx,htx,LechSh20,offense,0,,,,,
player,201712100htx,htx,LechSh20,off_pct,0%,,,,,
player,201712100htx,htx,LechSh20,defense,0,,,,,
player,201712100htx,htx,LechSh20,def_pct,0%,,,,,
player,201712100htx,htx,LechSh20,special_teams,10,,,,,
player,201712100htx,htx,LechSh20,st_pct,32%,,,,,
player,201712100htx,htx,WeekJo00,pos,LS,,,,,
player,201712100htx,htx,WeekJo00,offense,0,,,,,
player,201712100htx,htx,WeekJo00,off_pct,0%,,,,,
player,201712100htx,htx,WeekJo00,defense,0,,,,,
player,201712100htx,htx,WeekJo00,def_pct,0%,,,,,
player,201712100htx,htx,WeekJo00,special_teams,10,,,,,
player,201712100htx,htx,WeekJo00,st_pct,32%,,,,,
player,201712100htx,htx,DecoTr00,pos,CB,,,,,
player,201712100htx,htx,DecoTr00,offense,0,,,,,
player,201712100htx,htx,DecoTr00,off_pct,0%,,,,,
player,201712100htx,htx,DecoTr00,defense,0,,,,,
player,201712100htx,htx,DecoTr00,def_pct,0%,,,,,
player,201712100htx,htx,DecoTr00,special_teams,9,,,,,
player,201712100htx,htx,DecoTr00,st_pct,29%,,,,,
player,201712100htx,htx,FairKa01,pos,K,,,,,
player,201712100htx,htx,FairKa01,offense,0,,,,,
player,201712100htx,htx,FairKa01,off_pct,0%,,,,,
player,201712100htx,htx,FairKa01,defense,0,,,,,
player,201712100htx,htx,FairKa01,def_pct,0%,,,,,
player,201712100htx,htx,FairKa01,special_teams,8,,,,,
player,201712100htx,htx,FairKa01,st_pct,26%,,,,,
player,201712100htx,sfo,BeadZa20,pos,G,,,,,
player,201712100htx,sfo,BeadZa20,offense,73,,,,,
player,201712100htx,sfo,BeadZa20,off_pct,100%,,,,,
player,201712100htx,sfo,BeadZa20,defense,0,,,,,
player,201712100htx,sfo,BeadZa20,def_pct,0%,,,,,
player,201712100htx,sfo,BeadZa20,special_teams,6,,,,,
player,201712100htx,sfo,BeadZa20,st_pct,19%,,,,,
player,201712100htx,sfo,TomlLa01,pos,G,,,,,
player,201712100htx,sfo,TomlLa01,offense,73,,,,,
player,201712100htx,sfo,TomlLa01,off_pct,100%,,,,,
player,201712100htx,sfo,TomlLa01,defense,0,,,,,
player,201712100htx,sfo,TomlLa01,def_pct,0%,,,,,
player,201712100htx,sfo,TomlLa01,special_teams,6,,,,,
player,201712100htx,sfo,TomlLa01,st_pct,19%,,,,,
player,201712100htx,sfo,FuscBr00,pos,G,,,,,
player,201712100htx,sfo,FuscBr00,offense,73,,,,,
player,201712100htx,sfo,FuscBr00,off_pct,100%,,,,,
player,201712100htx,sfo,FuscBr00,defense,0,,,,,
player,201712100htx,sfo,FuscBr00,def_pct,0%,,,,,
player,201712100htx,sfo,FuscBr00,special_teams,6,,,,,
player,201712100htx,sfo,FuscBr00,st_pct,19%,,,,,
player,201712100htx,sfo,StalJo20,pos,T,,,,,
player,201712100htx,sfo,StalJo20,offense,73,,,,,
player,201712100htx,sfo,StalJo20,off_pct,100%,,,,,
player,201712100htx,sfo,StalJo20,defense,0,,,,,
player,201712100htx,sfo,StalJo20,def_pct,0%,,,,,
player,201712100htx,sfo,StalJo20,special_teams,6,,,,,
player,201712100htx,sfo,StalJo20,st_pct,19%,,,,,
player,201712100htx,sfo,KilgDa00,pos,C,,,,,
player,201712100htx,sfo,KilgDa00,offense,73,,,,,
player,201712100htx,sfo,KilgDa00,off_pct,100%,,,,,
player,201712100htx,sfo,KilgDa00,defense,0,,,,,
player,201712100htx,sfo,KilgDa00,def_pct,0%,,,,,
player,201712100htx,sfo,KilgDa00,special_teams,6,,,,,
player,201712100htx,sfo,KilgDa00,st_pct,19%,,,,,
player,201712100htx,sfo,GaroJi00,pos,QB,,,,,
player,201712100htx,sfo,GaroJi00,offense,73,,,,,
player,201712100htx,sfo,GaroJi00,off_pct,100%,,,,,
player,201712100htx,sfo,GaroJi00,defense,0,,,,,
player,201712100htx,sfo,GaroJi00,def_pct,0%,,,,,
player,201712100htx,sfo,GaroJi00,special_teams,0,,,,,
player,201712100htx,sfo,GaroJi00,st_pct,0%,,,,,
player,201712100htx,sfo,CeleGa00,pos,TE,,,,,
player,201712100htx,sfo,CeleGa00,offense,61,,,,,
player,201712100htx,sfo,CeleGa00,off_pct,84%,,,,,
player,201712100htx,sfo,CeleGa00,defense,0,,,,,
player,201712100htx,sfo,CeleGa00,def_pct,0%,,,,,
player,201712100htx,sfo,CeleGa00,special_teams,10,,,,,
player,201712100htx,sfo,CeleGa00,st_pct,32%,,,,,
player,201712100htx,sfo,GoodMa00,pos,WR,,,,,
player,201712100htx,sfo,GoodMa00,offense,52,,,,,
player,201712100htx,sfo,GoodMa00,off_pct,71%,,,,,
player,201712100htx,sfo,GoodMa00,defense,0,,,,,
player,201712100htx,sfo,GoodMa00,def_pct,0%,,,,,
player,201712100htx,sfo,GoodMa00,special_teams,0,,,,,
player,201712100htx,sfo,GoodMa00,st_pct,0%,,,,,
player,201712100htx,sfo,HydeCa00,pos,RB,,,,,
player,201712100htx,sfo,HydeCa00,offense,41,,,,,
player,201712100htx,sfo,HydeCa00,off_pct,56%,,,,,
player,201712100htx,sfo,HydeCa00,defense,0,,,,,
player,201712100htx,sfo,HydeCa00,def_pct,0%,,,,,
player,201712100htx,sfo,HydeCa00,special_teams,0,,,,,
player,201712100htx,sfo,HydeCa00,st_pct,0%,,,,,
player,201712100htx,sfo,JuszKy00,pos,FB,,,,,
player,201712100htx,sfo,JuszKy00,offense,36,,,,,
player,201712100htx,sfo,JuszKy00,off_pct,49%,,,,,
player,201712100htx,sfo,JuszKy00,defense,0,,,,,
player,201712100htx,sfo,JuszKy00,def_pct,0%,,,,,
player,201712100htx,sfo,JuszKy00,special_teams,5,,,,,
player,201712100htx,sfo,JuszKy00,st_pct,16%,,,,,
player,201712100htx,sfo,BreiMa00,pos,RB,,,,,
player,201712100htx,sfo,BreiMa00,offense,32,,,,,
player,201712100htx,sfo,BreiMa00,off_pct,44%,,,,,
player,201712100htx,sfo,BreiMa00,defense,0,,,,,
player,201712100htx,sfo,BreiMa00,def_pct,0%,,,,,
player,201712100htx,sfo,BreiMa00,special_teams,6,,,,,
player,201712100htx,sfo,BreiMa00,st_pct,19%,,,,,
player,201712100htx,sfo,TaylTr02,pos,WR,,,,,
player,201712100htx,sfo,TaylTr02,offense,31,,,,,
player,201712100htx,sfo,TaylTr02,off_pct,42%,,,,,
player,201712100htx,sfo,TaylTr02,defense,0,,,,,
player,201712100htx,sfo,TaylTr02,def_pct,0%,,,,,
player,201712100htx,sfo,TaylTr02,special_teams,6,,,,,
player,201712100htx,sfo,TaylTr02,st_pct,19%,,,,,
player,201712100htx,sfo,BourKe00,pos,WR,,,,,
player,201712100htx,sfo,BourKe00,offense,31,,,,,
player,201712100htx,sfo,BourKe00,off_pct,42%,,,,,
player,201712100htx,sfo,BourKe00,defense,0,,,,,
player,201712100htx,sfo,BourKe00,def_pct,0%,,,,,
player,201712100htx,sfo,BourKe00,special_teams,0,,,,,
player,201712100htx,sfo,BourKe00,st_pct,0%,,,,,
player,201712100htx,sfo,MurpLo00,pos,WR,,,,,
player,201712100htx,sfo,MurpLo00,offense,29,,,,,
player,201712100htx,sfo,MurpLo00,off_pct,40%,,,,,
player,201712100htx,sfo,MurpLo00,defense,0,,,,,
player,201712100htx,sfo,MurpLo00,def_pct,0%,,,,,
player,201712100htx,sfo,MurpLo00,special_teams,0,,,,,
player,201712100htx,sfo,MurpLo00,st_pct,0%,,,,,
player,201712100htx,sfo,RobiAl00,pos,WR,,,,,
player,201712100htx,sfo,RobiAl00,offense,26,,,,,
player,201712100htx,sfo,RobiAl00,off_pct,36%,,,,,
player,201712100htx,sfo,RobiAl00,defense,0,,,,,
player,201712100htx,sfo,RobiAl00,def_pct,0%,,,,,
player,201712100htx,sfo,RobiAl00,special_teams,15,,,,,
player,201712100htx,sfo,RobiAl00,st_pct,48%,,,,,
player,201712100htx,sfo,KittGe00,pos,TE,,,,,
player,201712100htx,sfo,KittGe00,offense,20,,,,,
player,201712100htx,sfo,KittGe00,off_pct,27%,,,,,
player,201712100htx,sfo,KittGe00,defense,0,,,,,
player,201712100htx,sfo,KittGe00,def_pct,0%,,,,,
player,201712100htx,sfo,KittGe00,special_teams,0,,,,,
player,201712100htx,sfo,KittGe00,st_pct,0%,,,,,
player,201712100htx,sfo,PaulLo00,pos,TE,,,,,
player,201712100htx,sfo,PaulLo00,offense,6,,,,,
player,201712100htx,sfo,PaulLo00,off_pct,8%,,,,,
player,201712100htx,sfo,PaulLo00,defense,0,,,,,
player,201712100htx,sfo,PaulLo00,def_pct,0%,,,,,
player,201712100htx,sfo,PaulLo00,special_teams,10,,,,,
player,201712100htx,sfo,PaulLo00,st_pct,32%,,,,,
player,201712100htx,sfo,ReidEr00,pos,SS,,,,,
player,201712100htx,sfo,ReidEr00,offense,0,,,,,
player,201712100htx,sfo,ReidEr00,off_pct,0%,,,,,
player,201712100htx,sfo,ReidEr00,defense,67,,,,,
player,201712100htx,sfo,ReidEr00,def_pct,100%,,,,,
player,201712100htx,sfo,ReidEr00,special_teams,6,,,,,
player,201712100htx,sfo,ReidEr00,st_pct,19%,,,,,
player,201712100htx,sfo,ColbAd00,pos,FS,,,,,
player,201712100htx,sfo,ColbAd00,offense,0,,,,,
player,201712100htx,sfo,ColbAd00,off_pct,0%,,,,,
player,201712100htx,sfo,ColbAd00,defense,67,,,,,
player,201712100htx,sfo,ColbAd00,def_pct,100%,,,,,
player,201712100htx,sfo,ColbAd00,special_teams,5,,,,,
player,201712100htx,sfo,ColbAd00,st_pct,16%,,,,,
player,201712100htx,sfo,FostRe00,pos,LB,,,,,
player,201712100htx,sfo,FostRe00,offense,0,,,,,
player,201712100htx,sfo,FostRe00,off_pct,0%,,,,,
player,201712100htx,sfo,FostRe00,defense,67,,,,,
player,201712100htx,sfo,FostRe00,def_pct,100%,,,,,
player,201712100htx,sfo,FostRe00,special_teams,2,,,,,
player,201712100htx,sfo,FostRe00,st_pct,6%,,,,,
player,201712100htx,sfo,WithAh00,pos,CB,,,,,
player,201712100htx,sfo,WithAh00,offense,0,,,,,
player,201712100htx,sfo,WithAh00,off_pct,0%,,,,,
player,201712100htx,sfo,WithAh00,defense,56,,,,,
player,201712100htx,sfo,WithAh00,def_pct,84%,,,,,
player,201712100htx,sfo,WithAh00,special_teams,9,,,,,
player,201712100htx,sfo,WithAh00,st_pct,29%,,,,,
player,201712100htx,sfo,BuckDe00,pos,DT,,,,,
player,201712100htx,sfo,BuckDe00,offense,0,,,,,
player,201712100htx,sfo,BuckDe00,off_pct,0%,,,,,
player,201712100htx,sfo,BuckDe00,defense,53,,,,,
player,201712100htx,sfo,BuckDe00,def_pct,79%,,,,,
player,201712100htx,sfo,BuckDe00,special_teams,6,,,,,
player,201712100htx,sfo,BuckDe00,st_pct,19%,,,,,
player,201712100htx,sfo,JohnDo02,pos,CB,,,,,
player,201712100htx,sfo,JohnDo02,offense,0,,,,,
player,201712100htx,sfo,JohnDo02,off_pct,0%,,,,,
player,201712100htx,sfo,JohnDo02,defense,52,,,,,
player,201712100htx,sfo,JohnDo02,def_pct,78%,,,,,
player,201712100htx,sfo,JohnDo02,special_teams,14,,,,,
player,201712100htx,sfo,JohnDo02,st_pct,45%,,,,,
player,201712100htx,sfo,CoylBr00,pos,LB,,,,,
player,201712100htx,sfo,CoylBr00,offense,0,,,,,
player,201712100htx,sfo,CoylBr00,off_pct,0%,,,,,
player,201712100htx,sfo,CoylBr00,defense,48,,,,,
player,201712100htx,sfo,CoylBr00,def_pct,72%,,,,,
player,201712100htx,sfo,CoylBr00,special_teams,4,,,,,
player,201712100htx,sfo,CoylBr00,st_pct,13%,,,,,
player,201712100htx,sfo,WillKW00,pos,CB,,,,,
player,201712100htx,sfo,WillKW00,offense,0,,,,,
player,201712100htx,sfo,WillKW00,off_pct,0%,,,,,
player,201712100htx,sfo,WillKW00,defense,47,,,,,
player,201712100htx,sfo,WillKW00,def_pct,70%,,,,,
player,201712100htx,sfo,WillKW00,special_teams,2,,,,,
player,201712100htx,sfo,WillKW00,st_pct,6%,,,,,
player,201712100htx,sfo,ThomSo00,pos,DE,,,,,
player,201712100htx,sfo,ThomSo00,offense,0,,,,,
player,201712100htx,sfo,ThomSo00,off_pct,0%,,,,,
player,201712100htx,sfo,ThomSo00,defense,44,,,,,
player,201712100htx,sfo,ThomSo00,def_pct,66%,,,,,
player,201712100htx,sfo,ThomSo00,special_teams,6,,,,,
player,201712100htx,sfo,ThomSo00,st_pct,19%,,,,,
player,201712100htx,sfo,DayxSh00,pos,DT,,,,,
player,201712100htx,sfo,DayxSh00,offense,0,,,,,
player,201712100htx,sfo,DayxSh00,off_pct,0%,,,,,
player,201712100htx,sfo,DayxSh00,defense,34,,,,,
player,201712100htx,sfo,DayxSh00,def_pct,51%,,,,,
player,201712100htx,sfo,DayxSh00,special_teams,0,,,,,
player,201712100htx,sfo,DayxSh00,st_pct,0%,,,,,
player,201712100htx,sfo,MarsCa00,pos,DE,,,,,
player,201712100htx,sfo,MarsCa00,offense,0,,,,,
player,201712100htx,sfo,MarsCa00,off_pct,0%,,,,,
player,201712100htx,sfo,MarsCa00,defense,33,,,,,
player,201712100htx,sfo,MarsCa00,def_pct,49%,,,,,
player,201712100htx,sfo,MarsCa00,special_teams,25,,,,,
player,201712100htx,sfo,MarsCa00,st_pct,81%,,,,,
player,201712100htx,sfo,LyncAa00,pos,DE,,,,,
player,201712100htx,sfo,LyncAa00,offense,0,,,,,
player,201712100htx,sfo,LyncAa00,off_pct,0%,,,,,
player,201712100htx,sfo,LyncAa00,defense,27,,,,,
player,201712100htx,sfo,LyncAa00,def_pct,40%,,,,,
player,201712100htx,sfo,LyncAa00,special_teams,1,,,,,
player,201712100htx,sfo,LyncAa00,st_pct,3%,,,,,
player,201712100htx,sfo,MabiGr00,pos,CB,,,,,
player,201712100htx,sfo,MabiGr00,offense,0,,,,,
player,201712100htx,sfo,MabiGr00,off_pct,0%,,,,,
player,201712100htx,sfo,MabiGr00,defense,26,,,,,
player,201712100htx,sfo,MabiGr00,def_pct,39%,,,,,
player,201712100htx,sfo,MabiGr00,special_teams,19,,,,,
player,201712100htx,sfo,MabiGr00,st_pct,61%,,,,,
player,201712100htx,sfo,DumeEl20,pos,DE,,,,,
player,201712100htx,sfo,DumeEl20,offense,0,,,,,
player,201712100htx,sfo,DumeEl20,off_pct,0%,,,,,
player,201712100htx,sfo,DumeEl20,defense,26,,,,,
player,201712100htx,sfo,DumeEl20,def_pct,39%,,,,,
player,201712100htx,sfo,DumeEl20,special_teams,1,,,,,
player,201712100htx,sfo,DumeEl20,st_pct,3%,,,,,
player,201712100htx,sfo,CarrCo00,pos,DE,,,,,
player,201712100htx,sfo,CarrCo00,offense,0,,,,,
player,201712100htx,sfo,CarrCo00,off_pct,0%,,,,,
player,201712100htx,sfo,CarrCo00,defense,26,,,,,
player,201712100htx,sfo,CarrCo00,def_pct,39%,,,,,
player,201712100htx,sfo,CarrCo00,special_teams,0,,,,,
player,201712100htx,sfo,CarrCo00,st_pct,0%,,,,,
player,201712100htx,sfo,MitcEa99,pos,DT,,,,,
player,201712100htx,sfo,MitcEa99,offense,0,,,,,
player,201712100htx,sfo,MitcEa99,off_pct,0%,,,,,
player,201712100htx,sfo,MitcEa99,defense,25,,,,,
player,201712100htx,sfo,MitcEa99,def_pct,37%,,,,,
player,201712100htx,sfo,MitcEa99,special_teams,4,,,,,
player,201712100htx,sfo,MitcEa99,st_pct,13%,,,,,
player,201712100htx,sfo,HaroEl00,pos,LB,,,,,
player,201712100htx,sfo,HaroEl00,offense,0,,,,,
player,201712100htx,sfo,HaroEl00,off_pct,0%,,,,,
player,201712100htx,sfo,HaroEl00,defense,20,,,,,
player,201712100htx,sfo,HaroEl00,def_pct,30%,,,,,
player,201712100htx,sfo,HaroEl00,special_teams,16,,,,,
player,201712100htx,sfo,HaroEl00,st_pct,52%,,,,,
player,201712100htx,sfo,HallLe98,pos,CB,,,,,
player,201712100htx,sfo,HallLe98,offense,0,,,,,
player,201712100htx,sfo,HallLe98,off_pct,0%,,,,,
player,201712100htx,sfo,HallLe98,defense,19,,,,,
player,201712100htx,sfo,HallLe98,def_pct,28%,,,,,
player,201712100htx,sfo,HallLe98,special_teams,9,,,,,
player,201712100htx,sfo,HallLe98,st_pct,29%,,,,,
player,201712100htx,sfo,WatsDe99,pos,LB,,,,,
player,201712100htx,sfo,WatsDe99,offense,0,,,,,
player,201712100htx,sfo,WatsDe99,off_pct,0%,,,,,
player,201712100htx,sfo,WatsDe99,defense,0,,,,,
player,201712100htx,sfo,WatsDe99,def_pct,0%,,,,,
player,201712100htx,sfo,WatsDe99,special_teams,23,,,,,
player,201712100htx,sfo,WatsDe99,st_pct,74%,,,,,
player,201712100htx,sfo,McCoDe00,pos,FS,,,,,
player,201712100htx,sfo,McCoDe00,offense,0,,,,,
player,201712100htx,sfo,McCoDe00,off_pct,0%,,,,,
player,201712100htx,sfo,McCoDe00,defense,0,,,,,
player,201712100htx,sfo,McCoDe00,def_pct,0%,,,,,
player,201712100htx,sfo,McCoDe00,special_teams,19,,,,,
player,201712100htx,sfo,McCoDe00,st_pct,61%,,,,,
player,201712100htx,sfo,LeexEl00,pos,LB,,,,,
player,201712100htx,sfo,LeexEl00,offense,0,,,,,
player,201712100htx,sfo,LeexEl00,off_pct,0%,,,,,
player,201712100htx,sfo,LeexEl00,defense,0,,,,,
player,201712100htx,sfo,LeexEl00,def_pct,0%,,,,,
player,201712100htx,sfo,LeexEl00,special_teams,19,,,,,
player,201712100htx,sfo,LeexEl00,st_pct,61%,,,,,
player,201712100htx,sfo,NzeoMa00,pos,LB,,,,,
player,201712100htx,sfo,NzeoMa00,offense,0,,,,,
player,201712100htx,sfo,NzeoMa00,off_pct,0%,,,,,
player,201712100htx,sfo,NzeoMa00,defense,0,,,,,
player,201712100htx,sfo,NzeoMa00,def_pct,0%,,,,,
player,201712100htx,sfo,NzeoMa00,special_teams,19,,,,,
player,201712100htx,sfo,NzeoMa00,st_pct,61%,,,,,
player,201712100htx,sfo,PiniBr00,pos,P,,,,,
player,201712100htx,sfo,PiniBr00,offense,0,,,,,
player,201712100htx,sfo,PiniBr00,off_pct,0%,,,,,
player,201712100htx,sfo,PiniBr00,defense,0,,,,,
player,201712100htx,sfo,PiniBr00,def_pct,0%,,,,,
player,201712100htx,sfo,PiniBr00,special_teams,17,,,,,
player,201712100htx,sfo,PiniBr00,st_pct,55%,,,,,
player,201712100htx,sfo,NelsKy00,pos,LS,,,,,
player,201712100htx,sfo,NelsKy00,offense,0,,,,,
player,201712100htx,sfo,NelsKy00,off_pct,0%,,,,,
player,201712100htx,sfo,NelsKy00,defense,0,,,,,
player,201712100htx,sfo,NelsKy00,def_pct,0%,,,,,
player,201712100htx,sfo,NelsKy00,special_teams,11,,,,,
player,201712100htx,sfo,NelsKy00,st_pct,35%,,,,,
player,201712100htx,sfo,BoldVi00,pos,WR,,,,,
player,201712100htx,sfo,BoldVi00,offense,0,,,,,
player,201712100htx,sfo,BoldVi00,off_pct,0%,,,,,
player,201712100htx,sfo,BoldVi00,defense,0,,,,,
player,201712100htx,sfo,BoldVi00,def_pct,0%,,,,,
player,201712100htx,sfo,BoldVi00,special_teams,10,,,,,
player,201712100htx,sfo,BoldVi00,st_pct,32%,,,,,
player,201712100htx,sfo,WillDa08,pos,T,,,,,
player,201712100htx,sfo,WillDa08,offense,0,,,,,
player,201712100htx,sfo,WillDa08,off_pct,0%,,,,,
player,201712100htx,sfo,WillDa08,defense,0,,,,,
player,201712100htx,sfo,WillDa08,def_pct,0%,,,,,
player,201712100htx,sfo,WillDa08,special_teams,6,,,,,
player,201712100htx,sfo,WillDa08,st_pct,19%,,,,,
player,201712100htx,sfo,gouldrob01,pos,K,,,,,
player,201712100htx,sfo,gouldrob01,offense,0,,,,,
player,201712100htx,sfo,gouldrob01,off_pct,0%,,,,,
player,201712100htx,sfo,gouldrob01,defense,0,,,,,
player,201712100htx,sfo,gouldrob01,def_pct,0%,,,,,
player,201712100htx,sfo,gouldrob01,special_teams,6,,,,,
player,201712100htx,sfo,gouldrob01,st_pct,19%,,,,,
