game,2017,11,20171119,201711190nyg,kan,"Kansas City Chiefs",9,nyg,"New York Giants",12
player,201711190nyg,nyg,ElliRh00,rec_yds,7,,,,,
player,201711190nyg,nyg,ElliRh00,rec_td,0,,,,,
player,201711190nyg,nyg,ElliRh00,rec_long,7,,,,,
player,201711190nyg,nyg,ElliRh00,fumbles,0,,,,,
player,201711190nyg,nyg,ElliRh00,fumbles_lost,0,,,,,
player,201711190nyg,nyg,AdamJe01,pass_cmp,0,,,,,
player,201711190nyg,nyg,AdamJe01,pass_att,0,,,,,
player,201711190nyg,nyg,AdamJe01,pass_yds,0,,,,,
player,201711190nyg,nyg,AdamJe01,pass_td,0,,,,,
player,201711190nyg,nyg,AdamJe01,pass_int,0,,,,,
player,201711190nyg,nyg,AdamJe01,pass_sacked,0,,,,,
player,201711190nyg,nyg,AdamJe01,pass_sacked_yds,0,,,,,
player,201711190nyg,nyg,AdamJe01,pass_long,0,,,,,
player,201711190nyg,nyg,AdamJe01,pass_rating,,,,,,
player,201711190nyg,nyg,AdamJe01,rush_att,0,,,,,
player,201711190nyg,nyg,AdamJe01,rush_yds,0,,,,,
player,201711190nyg,nyg,AdamJe01,rush_td,0,,,,,
player,201711190nyg,nyg,AdamJe01,rush_long,0,,,,,
player,201711190nyg,nyg,AdamJe01,targets,1,,,,,
player,201711190nyg,nyg,AdamJe01,rec,1,,,,,
player,201711190nyg,nyg,AdamJe01,rec_yds,6,,,,,
player,201711190nyg,nyg,AdamJe01,rec_td,0,,,,,
player,201711190nyg,nyg,AdamJe01,rec_long,6,,,,,
player,201711190nyg,nyg,AdamJe01,fumbles,0,,,,,
player,201711190nyg,nyg,AdamJe01,fumbles_lost,0,,,,,
player,201711190nyg,nyg,RaymKa00,pass_cmp,0,,,,,
player,201711190nyg,nyg,RaymKa00,pass_att,0,,,,,
player,201711190nyg,nyg,RaymKa00,pass_yds,0,,,,,
player,201711190nyg,nyg,RaymKa00,pass_td,0,,,,,
player,201711190nyg,nyg,RaymKa00,pass_int,0,,,,,
player,201711190nyg,nyg,RaymKa00,pass_sacked,0,,,,,
player,201711190nyg,nyg,RaymKa00,pass_sacked_yds,0,,,,,
player,201711190nyg,nyg,RaymKa00,pass_long,0,,,,,
player,201711190nyg,nyg,RaymKa00,pass_rating,,,,,,
player,201711190nyg,nyg,RaymKa00,rush_att,1,,,,,
player,201711190nyg,nyg,RaymKa00,rush_yds,-1,,,,,
player,201711190nyg,nyg,RaymKa00,rush_td,0,,,,,
player,201711190nyg,nyg,RaymKa00,rush_long,-1,,,,,
player,201711190nyg,nyg,RaymKa00,targets,1,,,,,
player,201711190nyg,nyg,RaymKa00,rec,1,,,,,
player,201711190nyg,nyg,RaymKa00,rec_yds,12,,,,,
player,201711190nyg,nyg,RaymKa00,rec_td,0,,,,,
player,201711190nyg,nyg,RaymKa00,rec_long,12,,,,,
player,201711190nyg,nyg,RaymKa00,fumbles,1,,,,,
player,201711190nyg,nyg,RaymKa00,fumbles_lost,0,,,,,
player,201711190nyg,kan,SoreDa01,def_int,1,,,,,
player,201711190nyg,kan,SoreDa01,def_int_yds,3,,,,,
player,201711190nyg,kan,SoreDa01,def_int_td,0,,,,,
player,201711190nyg,kan,SoreDa01,def_int_long,3,,,,,
player,201711190nyg,kan,SoreDa01,pass_defended,1,,,,,
player,201711190nyg,kan,SoreDa01,sacks,0.0,,,,,
player,201711190nyg,kan,SoreDa01,tackles_combined,6,,,,,
player,201711190nyg,kan,SoreDa01,tackles_solo,5,,,,,
player,201711190nyg,kan,SoreDa01,tackles_assists,1,,,,,
player,201711190nyg,kan,SoreDa01,tackles_loss,0,,,,,
player,201711190nyg,kan,SoreDa01,qb_hits,0,,,,,
player,201711190nyg,kan,SoreDa01,fumbles_rec,0,,,,,
player,201711190nyg,kan,SoreDa01,fumbles_rec_yds,0,,,,,
player,201711190nyg,kan,SoreDa01,fumbles_rec_td,0,,,,,
player,201711190nyg,kan,SoreDa01,fumbles_forced,0,,,,,
player,201711190nyg,kan,RaglRe00,def_int,0,,,,,
player,201711190nyg,kan,RaglRe00,def_int_yds,0,,,,,
player,201711190nyg,kan,RaglRe00,def_int_td,0,,,,,
player,201711190nyg,kan,RaglRe00,def_int_long,0,,,,,
player,201711190nyg,kan,RaglRe00,pass_defended,0,,,,,
player,201711190nyg,kan,RaglRe00,sacks,0.0,,,,,
player,201711190nyg,kan,RaglRe00,tackles_combined,9,,,,,
player,201711190nyg,kan,RaglRe00,tackles_solo,8,,,,,
player,201711190nyg,kan,RaglRe00,tackles_assists,1,,,,,
player,201711190nyg,kan,RaglRe00,tackles_loss,1,,,,,
player,201711190nyg,kan,RaglRe00,qb_hits,0,,,,,
player,201711190nyg,kan,RaglRe00,fumbles_rec,0,,,,,
player,201711190nyg,kan,RaglRe00,fumbles_rec_yds,0,,,,,
player,201711190nyg,kan,RaglRe00,fumbles_rec_td,0,,,,,
player,201711190nyg,kan,RaglRe00,fumbles_forced,0,,,,,
player,201711190nyg,kan,HousJu00,def_int,0,,,,,
player,201711190nyg,kan,HousJu00,def_int_yds,0,,,,,
player,201711190nyg,kan,HousJu00,def_int_td,0,,,,,
player,201711190nyg,kan,HousJu00,def_int_long,0,,,,,
player,201711190nyg,kan,HousJu00,pass_defended,0,,,,,
player,201711190nyg,kan,HousJu00,sacks,0.0,,,,,
player,201711190nyg,kan,HousJu00,tackles_combined,7,,,,,
player,201711190nyg,kan,HousJu00,tackles_solo,5,,,,,
player,201711190nyg,kan,HousJu00,tackles_assists,2,,,,,
player,201711190nyg,kan,HousJu00,tackles_loss,1,,,,,
player,201711190nyg,kan,HousJu00,qb_hits,0,,,,,
player,201711190nyg,kan,HousJu00,fumbles_rec,0,,,,,
player,201711190nyg,kan,HousJu00,fumbles_rec_yds,0,,,,,
player,201711190nyg,kan,HousJu00,fumbles_rec_td,0,,,,,
player,201711190nyg,kan,HousJu00,fumbles_forced,0,,,,,
player,201711190nyg,kan,NelsSt01,def_int,0,,,,,
player,201711190nyg,kan,NelsSt01,def_int_yds,0,,,,,
player,201711190nyg,kan,NelsSt01,def_int_td,0,,,,,
player,201711190nyg,kan,NelsSt01,def_int_long,0,,,,,
player,201711190nyg,kan,NelsSt01,pass_defended,2,,,,,
player,201711190nyg,kan,NelsSt01,sacks,0.0,,,,,
player,201711190nyg,kan,NelsSt01,tackles_combined,5,,,,,
player,201711190nyg,kan,NelsSt01,tackles_solo,5,,,,,
player,201711190nyg,kan,NelsSt01,tackles_assists,0,,,,,
player,201711190nyg,kan,NelsSt01,tackles_loss,0,,,,,
player,201711190nyg,kan,NelsSt01,qb_hits,0,,,,,
player,201711190nyg,kan,NelsSt01,fumbles_rec,0,,,,,
player,201711190nyg,kan,NelsSt01,fumbles_rec_yds,0,,,,,
player,201711190nyg,kan,NelsSt01,fumbles_rec_td,0,,,,,
player,201711190nyg,kan,NelsSt01,fumbles_forced,0,,,,,
player,201711190nyg,kan,ParkRo01,def_int,0,,,,,
player,201711190nyg,kan,ParkRo01,def_int_yds,0,,,,,
player,201711190nyg,kan,ParkRo01,def_int_td,0,,,,,
player,201711190nyg,kan,ParkRo01,def_int_long,0,,,,,
player,201711190nyg,kan,ParkRo01,pass_defended,0,,,,,
player,201711190nyg,kan,ParkRo01,sacks,0.0,,,,,
player,201711190nyg,kan,ParkRo01,tackles_combined,5,,,,,
player,201711190nyg,kan,ParkRo01,tackles_solo,5,,,,,
player,201711190nyg,kan,ParkRo01,tackles_assists,0,,,,,
player,201711190nyg,kan,ParkRo01,tackles_loss,0,,,,,
player,201711190nyg,kan,ParkRo01,qb_hits,0,,,,,
player,201711190nyg,kan,ParkRo01,fumbles_rec,0,,,,,
player,201711190nyg,kan,ParkRo01,fumbles_rec_yds,0,,,,,
player,201711190nyg,kan,ParkRo01,fumbles_rec_td,0,,,,,
player,201711190nyg,kan,ParkRo01,fumbles_forced,0,,,,,
player,201711190nyg,kan,PeteMa00,def_int,0,,,,,
player,201711190nyg,kan,PeteMa00,def_int_yds,0,,,,,
player,201711190nyg,kan,PeteMa00,def_int_td,0,,,,,
player,201711190nyg,kan,PeteMa00,def_int_long,0,,,,,
player,201711190nyg,kan,PeteMa00,pass_defended,0,,,,,
player,201711190nyg,kan,PeteMa00,sacks,0.0,,,,,
player,201711190nyg,kan,PeteMa00,tackles_combined,5,,,,,
player,201711190nyg,kan,PeteMa00,tackles_solo,2,,,,,
player,201711190nyg,kan,PeteMa00,tackles_assists,3,,,,,
player,201711190nyg,kan,PeteMa00,tackles_loss,0,,,,,
player,201711190nyg,kan,PeteMa00,qb_hits,0,,,,,
player,201711190nyg,kan,PeteMa00,fumbles_rec,0,,,,,
player,201711190nyg,kan,PeteMa00,fumbles_rec_yds,0,,,,,
player,201711190nyg,kan,PeteMa00,fumbles_rec_td,0,,,,,
player,201711190nyg,kan,PeteMa00,fumbles_forced,0,,,,,
player,201711190nyg,kan,PierKe00,def_int,0,,,,,
player,201711190nyg,kan,PierKe00,def_int_yds,0,,,,,
player,201711190nyg,kan,PierKe00,def_int_td,0,,,,,
player,201711190nyg,kan,PierKe00,def_int_long,0,,,,,
player,201711190nyg,kan,PierKe00,pass_defended,0,,,,,
player,201711190nyg,kan,PierKe00,sacks,0.0,,,,,
player,201711190nyg,kan,PierKe00,tackles_combined,5,,,,,
player,201711190nyg,kan,PierKe00,tackles_solo,4,,,,,
player,201711190nyg,kan,PierKe00,tackles_assists,1,,,,,
player,201711190nyg,kan,PierKe00,tackles_loss,0,,,,,
player,201711190nyg,kan,PierKe00,qb_hits,0,,,,,
player,201711190nyg,kan,PierKe00,fumbles_rec,0,,,,,
player,201711190nyg,kan,PierKe00,fumbles_rec_yds,0,,,,,
player,201711190nyg,kan,PierKe00,fumbles_rec_td,0,,,,,
player,201711190nyg,kan,PierKe00,fumbles_forced,0,,,,,
player,201711190nyg,kan,JohnDe25,def_int,0,,,,,
player,201711190nyg,kan,JohnDe25,def_int_yds,0,,,,,
player,201711190nyg,kan,JohnDe25,def_int_td,0,,,,,
player,201711190nyg,kan,JohnDe25,def_int_long,0,,,,,
player,201711190nyg,kan,JohnDe25,pass_defended,1,,,,,
player,201711190nyg,kan,JohnDe25,sacks,0.0,,,,,
player,201711190nyg,kan,JohnDe25,tackles_combined,4,,,,,
player,201711190nyg,kan,JohnDe25,tackles_solo,3,,,,,
player,201711190nyg,kan,JohnDe25,tackles_assists,1,,,,,
player,201711190nyg,kan,JohnDe25,tackles_loss,0,,,,,
player,201711190nyg,kan,JohnDe25,qb_hits,0,,,,,
player,201711190nyg,kan,JohnDe25,fumbles_rec,0,,,,,
player,201711190nyg,kan,JohnDe25,fumbles_rec_yds,0,,,,,
player,201711190nyg,kan,JohnDe25,fumbles_rec_td,0,,,,,
player,201711190nyg,kan,JohnDe25,fumbles_forced,0,,,,,
player,201711190nyg,kan,JoneCh09,def_int,0,,,,,
player,201711190nyg,kan,JoneCh09,def_int_yds,0,,,,,
player,201711190nyg,kan,JoneCh09,def_int_td,0,,,,,
player,201711190nyg,kan,JoneCh09,def_int_long,0,,,,,
player,201711190nyg,kan,JoneCh09,pass_defended,1,,,,,
player,201711190nyg,kan,JoneCh09,sacks,0.0,,,,,
player,201711190nyg,kan,JoneCh09,tackles_combined,4,,,,,
player,201711190nyg,kan,JoneCh09,tackles_solo,2,,,,,
player,201711190nyg,kan,JoneCh09,tackles_assists,2,,,,,
player,201711190nyg,kan,JoneCh09,tackles_loss,0,,,,,
player,201711190nyg,kan,JoneCh09,qb_hits,0,,,,,
player,201711190nyg,kan,JoneCh09,fumbles_rec,0,,,,,
player,201711190nyg,kan,JoneCh09,fumbles_rec_yds,0,,,,,
player,201711190nyg,kan,JoneCh09,fumbles_rec_td,0,,,,,
player,201711190nyg,kan,JoneCh09,fumbles_forced,0,,,,,
player,201711190nyg,kan,LogaBe00,def_int,0,,,,,
player,201711190nyg,kan,LogaBe00,def_int_yds,0,,,,,
player,201711190nyg,kan,LogaBe00,def_int_td,0,,,,,
player,201711190nyg,kan,LogaBe00,def_int_long,0,,,,,
player,201711190nyg,kan,LogaBe00,pass_defended,0,,,,,
player,201711190nyg,kan,LogaBe00,sacks,0.0,,,,,
player,201711190nyg,kan,LogaBe00,tackles_combined,4,,,,,
player,201711190nyg,kan,LogaBe00,tackles_solo,1,,,,,
player,201711190nyg,kan,LogaBe00,tackles_assists,3,,,,,
player,201711190nyg,kan,LogaBe00,tackles_loss,1,,,,,
player,201711190nyg,kan,LogaBe00,qb_hits,0,,,,,
player,201711190nyg,kan,LogaBe00,fumbles_rec,0,,,,,
player,201711190nyg,kan,LogaBe00,fumbles_rec_yds,0,,,,,
player,201711190nyg,kan,LogaBe00,fumbles_rec_td,0,,,,,
player,201711190nyg,kan,LogaBe00,fumbles_forced,0,,,,,
player,201711190nyg,kan,ZombFr00,def_int,0,,,,,
player,201711190nyg,kan,ZombFr00,def_int_yds,0,,,,,
player,201711190nyg,kan,ZombFr00,def_int_td,0,,,,,
player,201711190nyg,kan,ZombFr00,def_int_long,0,,,,,
player,201711190nyg,kan,ZombFr00,pass_defended,0,,,,,
player,201711190nyg,kan,ZombFr00,sacks,0.0,,,,,
player,201711190nyg,kan,ZombFr00,tackles_combined,3,,,,,
player,201711190nyg,kan,ZombFr00,tackles_solo,2,,,,,
player,201711190nyg,kan,ZombFr00,tackles_assists,1,,,,,
player,201711190nyg,kan,ZombFr00,tackles_loss,0,,,,,
player,201711190nyg,kan,ZombFr00,qb_hits,1,,,,,
player,201711190nyg,kan,ZombFr00,fumbles_rec,0,,,,,
player,201711190nyg,kan,ZombFr00,fumbles_rec_yds,0,,,,,
player,201711190nyg,kan,ZombFr00,fumbles_rec_td,0,,,,,
player,201711190nyg,kan,ZombFr00,fumbles_forced,0,,,,,
player,201711190nyg,kan,GainPh00,def_int,0,,,,,
player,201711190nyg,kan,GainPh00,def_int_yds,0,,,,,
player,201711190nyg,kan,GainPh00,def_int_td,0,,,,,
player,201711190nyg,kan,GainPh00,def_int_long,0,,,,,
player,201711190nyg,kan,GainPh00,pass_defended,0,,,,,
player,201711190nyg,kan,GainPh00,sacks,0.0,,,,,
player,201711190nyg,kan,GainPh00,tackles_combined,2,,,,,
player,201711190nyg,kan,GainPh00,tackles_solo,2,,,,,
player,201711190nyg,kan,GainPh00,tackles_assists,0,,,,,
player,201711190nyg,kan,GainPh00,tackles_loss,0,,,,,
player,201711190nyg,kan,GainPh00,qb_hits,0,,,,,
player,201711190nyg,kan,GainPh00,fumbles_rec,0,,,,,
player,201711190nyg,kan,GainPh00,fumbles_rec_yds,0,,,,,
player,201711190nyg,kan,GainPh00,fumbles_rec_td,0,,,,,
player,201711190nyg,kan,GainPh00,fumbles_forced,0,,,,,
player,201711190nyg,kan,HuntAk01,def_int,0,,,,,
player,201711190nyg,kan,HuntAk01,def_int_yds,0,,,,,
player,201711190nyg,kan,HuntAk01,def_int_td,0,,,,,
player,201711190nyg,kan,HuntAk01,def_int_long,0,,,,,
player,201711190nyg,kan,HuntAk01,pass_defended,0,,,,,
player,201711190nyg,kan,HuntAk01,sacks,0.0,,,,,
player,201711190nyg,kan,HuntAk01,tackles_combined,2,,,,,
player,201711190nyg,kan,HuntAk01,tackles_solo,2,,,,,
player,201711190nyg,kan,HuntAk01,tackles_assists,0,,,,,
player,201711190nyg,kan,HuntAk01,tackles_loss,0,,,,,
player,201711190nyg,kan,HuntAk01,qb_hits,0,,,,,
player,201711190nyg,kan,HuntAk01,fumbles_rec,0,,,,,
player,201711190nyg,kan,HuntAk01,fumbles_rec_yds,0,,,,,
player,201711190nyg,kan,HuntAk01,fumbles_rec_td,0,,,,,
player,201711190nyg,kan,HuntAk01,fumbles_forced,0,,,,,
player,201711190nyg,kan,JenkJa01,def_int,0,,,,,
player,201711190nyg,kan,JenkJa01,def_int_yds,0,,,,,
player,201711190nyg,kan,JenkJa01,def_int_td,0,,,,,
player,201711190nyg,kan,JenkJa01,def_int_long,0,,,,,
player,201711190nyg,kan,JenkJa01,pass_defended,0,,,,,
player,201711190nyg,kan,JenkJa01,sacks,0.0,,,,,
player,201711190nyg,kan,JenkJa01,tackles_combined,2,,,,,
player,201711190nyg,kan,JenkJa01,tackles_solo,2,,,,,
player,201711190nyg,kan,JenkJa01,tackles_assists,0,,,,,
player,201711190nyg,kan,JenkJa01,tackles_loss,0,,,,,
player,201711190nyg,kan,JenkJa01,qb_hits,0,,,,,
player,201711190nyg,kan,JenkJa01,fumbles_rec,0,,,,,
player,201711190nyg,kan,JenkJa01,fumbles_rec_yds,0,,,,,
player,201711190nyg,kan,JenkJa01,fumbles_rec_td,0,,,,,
player,201711190nyg,kan,JenkJa01,fumbles_forced,0,,,,,
player,201711190nyg,kan,NuneRa00,def_int,0,,,,,
player,201711190nyg,kan,NuneRa00,def_int_yds,0,,,,,
player,201711190nyg,kan,NuneRa00,def_int_td,0,,,,,
player,201711190nyg,kan,NuneRa00,def_int_long,0,,,,,
player,201711190nyg,kan,NuneRa00,pass_defended,0,,,,,
player,201711190nyg,kan,NuneRa00,sacks,0.0,,,,,
player,201711190nyg,kan,NuneRa00,tackles_combined,2,,,,,
player,201711190nyg,kan,NuneRa00,tackles_solo,0,,,,,
player,201711190nyg,kan,NuneRa00,tackles_assists,2,,,,,
player,201711190nyg,kan,NuneRa00,tackles_loss,0,,,,,
player,201711190nyg,kan,NuneRa00,qb_hits,0,,,,,
player,201711190nyg,kan,NuneRa00,fumbles_rec,0,,,,,
player,201711190nyg,kan,NuneRa00,fumbles_rec_yds,0,,,,,
player,201711190nyg,kan,NuneRa00,fumbles_rec_td,0,,,,,
player,201711190nyg,kan,NuneRa00,fumbles_forced,0,,,,,
player,201711190nyg,kan,AckeKe00,def_int,0,,,,,
player,201711190nyg,kan,AckeKe00,def_int_yds,0,,,,,
player,201711190nyg,kan,AckeKe00,def_int_td,0,,,,,
player,201711190nyg,kan,AckeKe00,def_int_long,0,,,,,
player,201711190nyg,kan,AckeKe00,pass_defended,0,,,,,
player,201711190nyg,kan,AckeKe00,sacks,0.0,,,,,
player,201711190nyg,kan,AckeKe00,tackles_combined,1,,,,,
player,201711190nyg,kan,AckeKe00,tackles_solo,1,,,,,
player,201711190nyg,kan,AckeKe00,tackles_assists,0,,,,,
player,201711190nyg,kan,AckeKe00,tackles_loss,0,,,,,
player,201711190nyg,kan,AckeKe00,qb_hits,0,,,,,
player,201711190nyg,kan,AckeKe00,fumbles_rec,1,,,,,
player,201711190nyg,kan,AckeKe00,fumbles_rec_yds,0,,,,,
player,201711190nyg,kan,AckeKe00,fumbles_rec_td,0,,,,,
player,201711190nyg,kan,AckeKe00,fumbles_forced,0,,,,,
player,201711190nyg,kan,MurrEr00,def_int,0,,,,,
player,201711190nyg,kan,MurrEr00,def_int_yds,0,,,,,
player,201711190nyg,kan,MurrEr00,def_int_td,0,,,,,
player,201711190nyg,kan,MurrEr00,def_int_long,0,,,,,
player,201711190nyg,kan,MurrEr00,pass_defended,0,,,,,
player,201711190nyg,kan,MurrEr00,sacks,0.0,,,,,
player,201711190nyg,kan,MurrEr00,tackles_combined,1,,,,,
player,201711190nyg,kan,MurrEr00,tackles_solo,1,,,,,
player,201711190nyg,kan,MurrEr00,tackles_assists,0,,,,,
player,201711190nyg,kan,MurrEr00,tackles_loss,0,,,,,
player,201711190nyg,kan,MurrEr00,qb_hits,0,,,,,
player,201711190nyg,kan,MurrEr00,fumbles_rec,0,,,,,
player,201711190nyg,kan,MurrEr00,fumbles_rec_yds,0,,,,,
player,201711190nyg,kan,MurrEr00,fumbles_rec_td,0,,,,,
player,201711190nyg,kan,MurrEr00,fumbles_forced,0,,,,,
player,201711190nyg,kan,ThomCa99,def_int,0,,,,,
player,201711190nyg,kan,ThomCa99,def_int_yds,0,,,,,
player,201711190nyg,kan,ThomCa99,def_int_td,0,,,,,
player,201711190nyg,kan,ThomCa99,def_int_long,0,,,,,
player,201711190nyg,kan,ThomCa99,pass_defended,1,,,,,
player,201711190nyg,kan,ThomCa99,sacks,0.0,,,,,
player,201711190nyg,kan,ThomCa99,tackles_combined,1,,,,,
player,201711190nyg,kan,ThomCa99,tackles_solo,1,,,,,
player,201711190nyg,kan,ThomCa99,tackles_assists,0,,,,,
player,201711190nyg,kan,ThomCa99,tackles_loss,0,,,,,
player,201711190nyg,kan,ThomCa99,qb_hits,0,,,,,
player,201711190nyg,kan,ThomCa99,fumbles_rec,0,,,,,
player,201711190nyg,kan,ThomCa99,fumbles_rec_yds,0,,,,,
player,201711190nyg,kan,ThomCa99,fumbles_rec_td,0,,,,,
player,201711190nyg,kan,ThomCa99,fumbles_forced,0,,,,,
player,201711190nyg,kan,WilsRa00,def_int,0,,,,,
player,201711190nyg,kan,WilsRa00,def_int_yds,0,,,,,
player,201711190nyg,kan,WilsRa00,def_int_td,0,,,,,
player,201711190nyg,kan,WilsRa00,def_int_long,0,,,,,
player,201711190nyg,kan,WilsRa00,pass_defended,0,,,,,
player,201711190nyg,kan,WilsRa00,sacks,0.0,,,,,
player,201711190nyg,kan,WilsRa00,tackles_combined,1,,,,,
player,201711190nyg,kan,WilsRa00,tackles_solo,0,,,,,
player,201711190nyg,kan,WilsRa00,tackles_assists,1,,,,,
player,201711190nyg,kan,WilsRa00,tackles_loss,0,,,,,
player,201711190nyg,kan,WilsRa00,qb_hits,0,,,,,
player,201711190nyg,kan,WilsRa00,fumbles_rec,0,,,,,
player,201711190nyg,kan,WilsRa00,fumbles_rec_yds,0,,,,,
player,201711190nyg,kan,WilsRa00,fumbles_rec_td,0,,,,,
player,201711190nyg,kan,WilsRa00,fumbles_forced,0,,,,,
player,201711190nyg,nyg,CollLa00,def_int,1,,,,,
player,201711190nyg,nyg,CollLa00,def_int_yds,0,,,,,
player,201711190nyg,nyg,CollLa00,def_int_td,0,,,,,
player,201711190nyg,nyg,CollLa00,def_int_long,0,,,,,
player,201711190nyg,nyg,CollLa00,pass_defended,1,,,,,
player,201711190nyg,nyg,CollLa00,sacks,0.0,,,,,
player,201711190nyg,nyg,CollLa00,tackles_combined,15,,,,,
player,201711190nyg,nyg,CollLa00,tackles_solo,11,,,,,
player,201711190nyg,nyg,CollLa00,tackles_assists,4,,,,,
player,201711190nyg,nyg,CollLa00,tackles_loss,1,,,,,
player,201711190nyg,nyg,CollLa00,qb_hits,0,,,,,
player,201711190nyg,nyg,CollLa00,fumbles_rec,0,,,,,
player,201711190nyg,nyg,CollLa00,fumbles_rec_yds,0,,,,,
player,201711190nyg,nyg,CollLa00,fumbles_rec_td,0,,,,,
player,201711190nyg,nyg,CollLa00,fumbles_forced,0,,,,,
player,201711190nyg,nyg,HarrDa03,def_int,1,,,,,
player,201711190nyg,nyg,HarrDa03,def_int_yds,9,,,,,
player,201711190nyg,nyg,HarrDa03,def_int_td,0,,,,,
player,201711190nyg,nyg,HarrDa03,def_int_long,9,,,,,
player,201711190nyg,nyg,HarrDa03,pass_defended,1,,,,,
player,201711190nyg,nyg,HarrDa03,sacks,0.0,,,,,
player,201711190nyg,nyg,HarrDa03,tackles_combined,5,,,,,
player,201711190nyg,nyg,HarrDa03,tackles_solo,3,,,,,
player,201711190nyg,nyg,HarrDa03,tackles_assists,2,,,,,
player,201711190nyg,nyg,HarrDa03,tackles_loss,0,,,,,
player,201711190nyg,nyg,HarrDa03,qb_hits,0,,,,,
player,201711190nyg,nyg,HarrDa03,fumbles_rec,0,,,,,
player,201711190nyg,nyg,HarrDa03,fumbles_rec_yds,0,,,,,
player,201711190nyg,nyg,HarrDa03,fumbles_rec_td,0,,,,,
player,201711190nyg,nyg,HarrDa03,fumbles_forced,0,,,,,
player,201711190nyg,nyg,JenkJa03,def_int,1,,,,,
player,201711190nyg,nyg,JenkJa03,def_int_yds,17,,,,,
player,201711190nyg,nyg,JenkJa03,def_int_td,0,,,,,
player,201711190nyg,nyg,JenkJa03,def_int_long,17,,,,,
player,201711190nyg,nyg,JenkJa03,pass_defended,1,,,,,
player,201711190nyg,nyg,JenkJa03,sacks,0.0,,,,,
player,201711190nyg,nyg,JenkJa03,tackles_combined,5,,,,,
player,201711190nyg,nyg,JenkJa03,tackles_solo,4,,,,,
player,201711190nyg,nyg,JenkJa03,tackles_assists,1,,,,,
player,201711190nyg,nyg,JenkJa03,tackles_loss,0,,,,,
player,201711190nyg,nyg,JenkJa03,qb_hits,0,,,,,
player,201711190nyg,nyg,JenkJa03,fumbles_rec,0,,,,,
player,201711190nyg,nyg,JenkJa03,fumbles_rec_yds,0,,,,,
player,201711190nyg,nyg,JenkJa03,fumbles_rec_td,0,,,,,
player,201711190nyg,nyg,JenkJa03,fumbles_forced,0,,,,,
player,201711190nyg,nyg,KennDe00,def_int,0,,,,,
player,201711190nyg,nyg,KennDe00,def_int_yds,0,,,,,
player,201711190nyg,nyg,KennDe00,def_int_td,0,,,,,
player,201711190nyg,nyg,KennDe00,def_int_long,0,,,,,
player,201711190nyg,nyg,KennDe00,pass_defended,0,,,,,
player,201711190nyg,nyg,KennDe00,sacks,1.0,,,,,
player,201711190nyg,nyg,KennDe00,tackles_combined,2,,,,,
player,201711190nyg,nyg,KennDe00,tackles_solo,2,,,,,
player,201711190nyg,nyg,KennDe00,tackles_assists,0,,,,,
player,201711190nyg,nyg,KennDe00,tackles_loss,1,,,,,
player,201711190nyg,nyg,KennDe00,qb_hits,1,,,,,
player,201711190nyg,nyg,KennDe00,fumbles_rec,0,,,,,
player,201711190nyg,nyg,KennDe00,fumbles_rec_yds,0,,,,,
player,201711190nyg,nyg,KennDe00,fumbles_rec_td,0,,,,,
player,201711190nyg,nyg,KennDe00,fumbles_forced,0,,,,,
player,201711190nyg,nyg,MunsCa00,def_int,0,,,,,
player,201711190nyg,nyg,MunsCa00,def_int_yds,0,,,,,
player,201711190nyg,nyg,MunsCa00,def_int_td,0,,,,,
player,201711190nyg,nyg,MunsCa00,def_int_long,0,,,,,
player,201711190nyg,nyg,MunsCa00,pass_defended,0,,,,,
player,201711190nyg,nyg,MunsCa00,sacks,0.0,,,,,
player,201711190nyg,nyg,MunsCa00,tackles_combined,13,,,,,
player,201711190nyg,nyg,MunsCa00,tackles_solo,8,,,,,
player,201711190nyg,nyg,MunsCa00,tackles_assists,5,,,,,
player,201711190nyg,nyg,MunsCa00,tackles_loss,0,,,,,
player,201711190nyg,nyg,MunsCa00,qb_hits,0,,,,,
player,201711190nyg,nyg,MunsCa00,fumbles_rec,0,,,,,
player,201711190nyg,nyg,MunsCa00,fumbles_rec_yds,0,,,,,
player,201711190nyg,nyg,MunsCa00,fumbles_rec_td,0,,,,,
player,201711190nyg,nyg,MunsCa00,fumbles_forced,0,,,,,
player,201711190nyg,nyg,CockRo00,def_int,0,,,,,
player,201711190nyg,nyg,CockRo00,def_int_yds,0,,,,,
player,201711190nyg,nyg,CockRo00,def_int_td,0,,,,,
player,201711190nyg,nyg,CockRo00,def_int_long,0,,,,,
player,201711190nyg,nyg,CockRo00,pass_defended,0,,,,,
player,201711190nyg,nyg,CockRo00,sacks,0.0,,,,,
player,201711190nyg,nyg,CockRo00,tackles_combined,6,,,,,
player,201711190nyg,nyg,CockRo00,tackles_solo,5,,,,,
player,201711190nyg,nyg,CockRo00,tackles_assists,1,,,,,
player,201711190nyg,nyg,CockRo00,tackles_loss,0,,,,,
player,201711190nyg,nyg,CockRo00,qb_hits,0,,,,,
player,201711190nyg,nyg,CockRo00,fumbles_rec,0,,,,,
player,201711190nyg,nyg,CockRo00,fumbles_rec_yds,0,,,,,
player,201711190nyg,nyg,CockRo00,fumbles_rec_td,0,,,,,
player,201711190nyg,nyg,CockRo00,fumbles_forced,0,,,,,
player,201711190nyg,nyg,RodgDo99,def_int,0,,,,,
player,201711190nyg,nyg,RodgDo99,def_int_yds,0,,,,,
