game,2017,11,20171119,201711190nyg,kan,"Kansas City Chiefs",9,nyg,"New York Giants",12
player,201711190nyg,kan,AckeKe00,offense,0,,,,,
player,201711190nyg,kan,AckeKe00,off_pct,0%,,,,,
player,201711190nyg,kan,AckeKe00,defense,2,,,,,
player,201711190nyg,kan,AckeKe00,def_pct,3%,,,,,
player,201711190nyg,kan,AckeKe00,special_teams,15,,,,,
player,201711190nyg,kan,AckeKe00,st_pct,58%,,,,,
player,201711190nyg,kan,MitcTe00,pos,CB,,,,,
player,201711190nyg,kan,MitcTe00,offense,0,,,,,
player,201711190nyg,kan,MitcTe00,off_pct,0%,,,,,
player,201711190nyg,kan,MitcTe00,defense,2,,,,,
player,201711190nyg,kan,MitcTe00,def_pct,3%,,,,,
player,201711190nyg,kan,MitcTe00,special_teams,0,,,,,
player,201711190nyg,kan,MitcTe00,st_pct,0%,,,,,
player,201711190nyg,kan,EligUk00,pos,LB,,,,,
player,201711190nyg,kan,EligUk00,offense,0,,,,,
player,201711190nyg,kan,EligUk00,off_pct,0%,,,,,
player,201711190nyg,kan,EligUk00,defense,0,,,,,
player,201711190nyg,kan,EligUk00,def_pct,0%,,,,,
player,201711190nyg,kan,EligUk00,special_teams,20,,,,,
player,201711190nyg,kan,EligUk00,st_pct,77%,,,,,
player,201711190nyg,kan,WilsRa00,pos,LB,,,,,
player,201711190nyg,kan,WilsRa00,offense,0,,,,,
player,201711190nyg,kan,WilsRa00,off_pct,0%,,,,,
player,201711190nyg,kan,WilsRa00,defense,0,,,,,
player,201711190nyg,kan,WilsRa00,def_pct,0%,,,,,
player,201711190nyg,kan,WilsRa00,special_teams,12,,,,,
player,201711190nyg,kan,WilsRa00,st_pct,46%,,,,,
player,201711190nyg,kan,SmitTe04,pos,LB,,,,,
player,201711190nyg,kan,SmitTe04,offense,0,,,,,
player,201711190nyg,kan,SmitTe04,off_pct,0%,,,,,
player,201711190nyg,kan,SmitTe04,defense,0,,,,,
player,201711190nyg,kan,SmitTe04,def_pct,0%,,,,,
player,201711190nyg,kan,SmitTe04,special_teams,9,,,,,
player,201711190nyg,kan,SmitTe04,st_pct,35%,,,,,
player,201711190nyg,kan,ColqDu20,pos,P,,,,,
player,201711190nyg,kan,ColqDu20,offense,0,,,,,
player,201711190nyg,kan,ColqDu20,off_pct,0%,,,,,
player,201711190nyg,kan,ColqDu20,defense,0,,,,,
player,201711190nyg,kan,ColqDu20,def_pct,0%,,,,,
player,201711190nyg,kan,ColqDu20,special_teams,8,,,,,
player,201711190nyg,kan,ColqDu20,st_pct,31%,,,,,
player,201711190nyg,kan,WincJa00,pos,LS,,,,,
player,201711190nyg,kan,WincJa00,offense,0,,,,,
player,201711190nyg,kan,WincJa00,off_pct,0%,,,,,
player,201711190nyg,kan,WincJa00,defense,0,,,,,
player,201711190nyg,kan,WincJa00,def_pct,0%,,,,,
player,201711190nyg,kan,WincJa00,special_teams,8,,,,,
player,201711190nyg,kan,WincJa00,st_pct,31%,,,,,
player,201711190nyg,kan,ButkHa00,pos,K,,,,,
player,201711190nyg,kan,ButkHa00,offense,0,,,,,
player,201711190nyg,kan,ButkHa00,off_pct,0%,,,,,
player,201711190nyg,kan,ButkHa00,defense,0,,,,,
player,201711190nyg,kan,ButkHa00,def_pct,0%,,,,,
player,201711190nyg,kan,ButkHa00,special_teams,7,,,,,
player,201711190nyg,kan,ButkHa00,st_pct,27%,,,,,
player,201711190nyg,kan,TerrSt00,pos,FS,,,,,
player,201711190nyg,kan,TerrSt00,offense,0,,,,,
player,201711190nyg,kan,TerrSt00,off_pct,0%,,,,,
player,201711190nyg,kan,TerrSt00,defense,0,,,,,
player,201711190nyg,kan,TerrSt00,def_pct,0%,,,,,
player,201711190nyg,kan,TerrSt00,special_teams,5,,,,,
player,201711190nyg,kan,TerrSt00,st_pct,19%,,,,,
player,201711190nyg,kan,WitzBr00,pos,G,,,,,
player,201711190nyg,kan,WitzBr00,offense,0,,,,,
player,201711190nyg,kan,WitzBr00,off_pct,0%,,,,,
player,201711190nyg,kan,WitzBr00,defense,0,,,,,
player,201711190nyg,kan,WitzBr00,def_pct,0%,,,,,
player,201711190nyg,kan,WitzBr00,special_teams,3,,,,,
player,201711190nyg,kan,WitzBr00,st_pct,12%,,,,,
