game,2017,15,20171217,201712170rai,dal,"Dallas Cowboys",20,rai,"Oakland Raiders",17
player,201712170rai,dal,HeatJe00,pass_defended,1,,,,,
player,201712170rai,dal,HeatJe00,sacks,0.0,,,,,
player,201712170rai,dal,HeatJe00,tackles_combined,6,,,,,
player,201712170rai,dal,HeatJe00,tackles_solo,6,,,,,
player,201712170rai,dal,HeatJe00,tackles_assists,0,,,,,
player,201712170rai,dal,HeatJe00,tackles_loss,0,,,,,
player,201712170rai,dal,HeatJe00,qb_hits,0,,,,,
player,201712170rai,dal,HeatJe00,fumbles_rec,0,,,,,
player,201712170rai,dal,HeatJe00,fumbles_rec_yds,0,,,,,
player,201712170rai,dal,HeatJe00,fumbles_rec_td,0,,,,,
player,201712170rai,dal,HeatJe00,fumbles_forced,1,,,,,
player,201712170rai,dal,HitcAn00,def_int,0,,,,,
player,201712170rai,dal,HitcAn00,def_int_yds,0,,,,,
player,201712170rai,dal,HitcAn00,def_int_td,0,,,,,
player,201712170rai,dal,HitcAn00,def_int_long,0,,,,,
player,201712170rai,dal,HitcAn00,pass_defended,0,,,,,
player,201712170rai,dal,HitcAn00,sacks,0.0,,,,,
player,201712170rai,dal,HitcAn00,tackles_combined,6,,,,,
player,201712170rai,dal,HitcAn00,tackles_solo,1,,,,,
player,201712170rai,dal,HitcAn00,tackles_assists,5,,,,,
player,201712170rai,dal,HitcAn00,tackles_loss,0,,,,,
player,201712170rai,dal,HitcAn00,qb_hits,0,,,,,
player,201712170rai,dal,HitcAn00,fumbles_rec,0,,,,,
player,201712170rai,dal,HitcAn00,fumbles_rec_yds,0,,,,,
player,201712170rai,dal,HitcAn00,fumbles_rec_td,0,,,,,
player,201712170rai,dal,HitcAn00,fumbles_forced,0,,,,,
player,201712170rai,dal,LewiJo01,def_int,0,,,,,
player,201712170rai,dal,LewiJo01,def_int_yds,0,,,,,
player,201712170rai,dal,LewiJo01,def_int_td,0,,,,,
player,201712170rai,dal,LewiJo01,def_int_long,0,,,,,
player,201712170rai,dal,LewiJo01,pass_defended,1,,,,,
player,201712170rai,dal,LewiJo01,sacks,0.0,,,,,
player,201712170rai,dal,LewiJo01,tackles_combined,6,,,,,
player,201712170rai,dal,LewiJo01,tackles_solo,4,,,,,
player,201712170rai,dal,LewiJo01,tackles_assists,2,,,,,
player,201712170rai,dal,LewiJo01,tackles_loss,0,,,,,
player,201712170rai,dal,LewiJo01,qb_hits,0,,,,,
player,201712170rai,dal,LewiJo01,fumbles_rec,0,,,,,
player,201712170rai,dal,LewiJo01,fumbles_rec_yds,0,,,,,
player,201712170rai,dal,LewiJo01,fumbles_rec_td,0,,,,,
player,201712170rai,dal,LewiJo01,fumbles_forced,0,,,,,
player,201712170rai,dal,AwuzCh00,def_int,0,,,,,
player,201712170rai,dal,AwuzCh00,def_int_yds,0,,,,,
player,201712170rai,dal,AwuzCh00,def_int_td,0,,,,,
player,201712170rai,dal,AwuzCh00,def_int_long,0,,,,,
player,201712170rai,dal,AwuzCh00,pass_defended,1,,,,,
player,201712170rai,dal,AwuzCh00,sacks,0.0,,,,,
player,201712170rai,dal,AwuzCh00,tackles_combined,5,,,,,
player,201712170rai,dal,AwuzCh00,tackles_solo,4,,,,,
player,201712170rai,dal,AwuzCh00,tackles_assists,1,,,,,
player,201712170rai,dal,AwuzCh00,tackles_loss,0,,,,,
player,201712170rai,dal,AwuzCh00,qb_hits,0,,,,,
player,201712170rai,dal,AwuzCh00,fumbles_rec,0,,,,,
player,201712170rai,dal,AwuzCh00,fumbles_rec_yds,0,,,,,
player,201712170rai,dal,AwuzCh00,fumbles_rec_td,0,,,,,
player,201712170rai,dal,AwuzCh00,fumbles_forced,1,,,,,
player,201712170rai,dal,WoodXa00,def_int,0,,,,,
player,201712170rai,dal,WoodXa00,def_int_yds,0,,,,,
player,201712170rai,dal,WoodXa00,def_int_td,0,,,,,
player,201712170rai,dal,WoodXa00,def_int_long,0,,,,,
player,201712170rai,dal,WoodXa00,pass_defended,0,,,,,
player,201712170rai,dal,WoodXa00,sacks,0.0,,,,,
player,201712170rai,dal,WoodXa00,tackles_combined,4,,,,,
player,201712170rai,dal,WoodXa00,tackles_solo,3,,,,,
player,201712170rai,dal,WoodXa00,tackles_assists,1,,,,,
player,201712170rai,dal,WoodXa00,tackles_loss,0,,,,,
player,201712170rai,dal,WoodXa00,qb_hits,0,,,,,
player,201712170rai,dal,WoodXa00,fumbles_rec,0,,,,,
player,201712170rai,dal,WoodXa00,fumbles_rec_yds,0,,,,,
player,201712170rai,dal,WoodXa00,fumbles_rec_td,0,,,,,
player,201712170rai,dal,WoodXa00,fumbles_forced,0,,,,,
player,201712170rai,dal,BrowAn02,def_int,0,,,,,
player,201712170rai,dal,BrowAn02,def_int_yds,0,,,,,
player,201712170rai,dal,BrowAn02,def_int_td,0,,,,,
player,201712170rai,dal,BrowAn02,def_int_long,0,,,,,
player,201712170rai,dal,BrowAn02,pass_defended,3,,,,,
player,201712170rai,dal,BrowAn02,sacks,0.0,,,,,
player,201712170rai,dal,BrowAn02,tackles_combined,3,,,,,
player,201712170rai,dal,BrowAn02,tackles_solo,2,,,,,
player,201712170rai,dal,BrowAn02,tackles_assists,1,,,,,
player,201712170rai,dal,BrowAn02,tackles_loss,0,,,,,
player,201712170rai,dal,BrowAn02,qb_hits,0,,,,,
player,201712170rai,dal,BrowAn02,fumbles_rec,0,,,,,
player,201712170rai,dal,BrowAn02,fumbles_rec_yds,0,,,,,
player,201712170rai,dal,BrowAn02,fumbles_rec_td,0,,,,,
player,201712170rai,dal,BrowAn02,fumbles_forced,1,,,,,
player,201712170rai,dal,CrawTy00,def_int,0,,,,,
player,201712170rai,dal,CrawTy00,def_int_yds,0,,,,,
player,201712170rai,dal,CrawTy00,def_int_td,0,,,,,
player,201712170rai,dal,CrawTy00,def_int_long,0,,,,,
player,201712170rai,dal,CrawTy00,pass_defended,0,,,,,
player,201712170rai,dal,CrawTy00,sacks,0.0,,,,,
player,201712170rai,dal,CrawTy00,tackles_combined,3,,,,,
player,201712170rai,dal,CrawTy00,tackles_solo,1,,,,,
player,201712170rai,dal,CrawTy00,tackles_assists,2,,,,,
player,201712170rai,dal,CrawTy00,tackles_loss,0,,,,,
player,201712170rai,dal,CrawTy00,qb_hits,0,,,,,
player,201712170rai,dal,CrawTy00,fumbles_rec,0,,,,,
player,201712170rai,dal,CrawTy00,fumbles_rec_yds,0,,,,,
player,201712170rai,dal,CrawTy00,fumbles_rec_td,0,,,,,
player,201712170rai,dal,CrawTy00,fumbles_forced,0,,,,,
player,201712170rai,dal,WilsDa02,def_int,0,,,,,
player,201712170rai,dal,WilsDa02,def_int_yds,0,,,,,
player,201712170rai,dal,WilsDa02,def_int_td,0,,,,,
player,201712170rai,dal,WilsDa02,def_int_long,0,,,,,
player,201712170rai,dal,WilsDa02,pass_defended,0,,,,,
player,201712170rai,dal,WilsDa02,sacks,0.0,,,,,
player,201712170rai,dal,WilsDa02,tackles_combined,3,,,,,
player,201712170rai,dal,WilsDa02,tackles_solo,2,,,,,
player,201712170rai,dal,WilsDa02,tackles_assists,1,,,,,
player,201712170rai,dal,WilsDa02,tackles_loss,0,,,,,
player,201712170rai,dal,WilsDa02,qb_hits,0,,,,,
player,201712170rai,dal,WilsDa02,fumbles_rec,0,,,,,
player,201712170rai,dal,WilsDa02,fumbles_rec_yds,0,,,,,
player,201712170rai,dal,WilsDa02,fumbles_rec_td,0,,,,,
player,201712170rai,dal,WilsDa02,fumbles_forced,0,,,,,
player,201712170rai,dal,LawrDe00,def_int,0,,,,,
player,201712170rai,dal,LawrDe00,def_int_yds,0,,,,,
player,201712170rai,dal,LawrDe00,def_int_td,0,,,,,
player,201712170rai,dal,LawrDe00,def_int_long,0,,,,,
player,201712170rai,dal,LawrDe00,pass_defended,0,,,,,
player,201712170rai,dal,LawrDe00,sacks,0.0,,,,,
player,201712170rai,dal,LawrDe00,tackles_combined,2,,,,,
player,201712170rai,dal,LawrDe00,tackles_solo,0,,,,,
player,201712170rai,dal,LawrDe00,tackles_assists,2,,,,,
player,201712170rai,dal,LawrDe00,tackles_loss,0,,,,,
player,201712170rai,dal,LawrDe00,qb_hits,0,,,,,
player,201712170rai,dal,LawrDe00,fumbles_rec,0,,,,,
player,201712170rai,dal,LawrDe00,fumbles_rec_yds,0,,,,,
player,201712170rai,dal,LawrDe00,fumbles_rec_td,0,,,,,
player,201712170rai,dal,LawrDe00,fumbles_forced,0,,,,,
player,201712170rai,dal,AshxRi00,def_int,0,,,,,
player,201712170rai,dal,AshxRi00,def_int_yds,0,,,,,
player,201712170rai,dal,AshxRi00,def_int_td,0,,,,,
player,201712170rai,dal,AshxRi00,def_int_long,0,,,,,
player,201712170rai,dal,AshxRi00,pass_defended,0,,,,,
player,201712170rai,dal,AshxRi00,sacks,0.0,,,,,
player,201712170rai,dal,AshxRi00,tackles_combined,1,,,,,
player,201712170rai,dal,AshxRi00,tackles_solo,1,,,,,
player,201712170rai,dal,AshxRi00,tackles_assists,0,,,,,
player,201712170rai,dal,AshxRi00,tackles_loss,0,,,,,
player,201712170rai,dal,AshxRi00,qb_hits,1,,,,,
player,201712170rai,dal,AshxRi00,fumbles_rec,0,,,,,
player,201712170rai,dal,AshxRi00,fumbles_rec_yds,0,,,,,
player,201712170rai,dal,AshxRi00,fumbles_rec_td,0,,,,,
player,201712170rai,dal,AshxRi00,fumbles_forced,0,,,,,
player,201712170rai,dal,CollMa00,def_int,0,,,,,
player,201712170rai,dal,CollMa00,def_int_yds,0,,,,,
player,201712170rai,dal,CollMa00,def_int_td,0,,,,,
player,201712170rai,dal,CollMa00,def_int_long,0,,,,,
player,201712170rai,dal,CollMa00,pass_defended,0,,,,,
player,201712170rai,dal,CollMa00,sacks,0.0,,,,,
player,201712170rai,dal,CollMa00,tackles_combined,1,,,,,
player,201712170rai,dal,CollMa00,tackles_solo,1,,,,,
player,201712170rai,dal,CollMa00,tackles_assists,0,,,,,
player,201712170rai,dal,CollMa00,tackles_loss,1,,,,,
player,201712170rai,dal,CollMa00,qb_hits,0,,,,,
player,201712170rai,dal,CollMa00,fumbles_rec,0,,,,,
player,201712170rai,dal,CollMa00,fumbles_rec_yds,0,,,,,
player,201712170rai,dal,CollMa00,fumbles_rec_td,0,,,,,
player,201712170rai,dal,CollMa00,fumbles_forced,0,,,,,
player,201712170rai,dal,JoneDa03,def_int,0,,,,,
player,201712170rai,dal,JoneDa03,def_int_yds,0,,,,,
player,201712170rai,dal,JoneDa03,def_int_td,0,,,,,
player,201712170rai,dal,JoneDa03,def_int_long,0,,,,,
player,201712170rai,dal,JoneDa03,pass_defended,0,,,,,
player,201712170rai,dal,JoneDa03,sacks,0.0,,,,,
player,201712170rai,dal,JoneDa03,tackles_combined,1,,,,,
player,201712170rai,dal,JoneDa03,tackles_solo,1,,,,,
player,201712170rai,dal,JoneDa03,tackles_assists,0,,,,,
player,201712170rai,dal,JoneDa03,tackles_loss,0,,,,,
player,201712170rai,dal,JoneDa03,qb_hits,0,,,,,
player,201712170rai,dal,JoneDa03,fumbles_rec,0,,,,,
player,201712170rai,dal,JoneDa03,fumbles_rec_yds,0,,,,,
player,201712170rai,dal,JoneDa03,fumbles_rec_td,0,,,,,
player,201712170rai,dal,JoneDa03,fumbles_forced,0,,,,,
player,201712170rai,dal,JoneBy00,def_int,0,,,,,
player,201712170rai,dal,JoneBy00,def_int_yds,0,,,,,
player,201712170rai,dal,JoneBy00,def_int_td,0,,,,,
player,201712170rai,dal,JoneBy00,def_int_long,0,,,,,
player,201712170rai,dal,JoneBy00,pass_defended,1,,,,,
player,201712170rai,dal,JoneBy00,sacks,0.0,,,,,
player,201712170rai,dal,JoneBy00,tackles_combined,1,,,,,
player,201712170rai,dal,JoneBy00,tackles_solo,1,,,,,
player,201712170rai,dal,JoneBy00,tackles_assists,0,,,,,
player,201712170rai,dal,JoneBy00,tackles_loss,0,,,,,
player,201712170rai,dal,JoneBy00,qb_hits,0,,,,,
player,201712170rai,dal,JoneBy00,fumbles_rec,0,,,,,
player,201712170rai,dal,JoneBy00,fumbles_rec_yds,0,,,,,
player,201712170rai,dal,JoneBy00,fumbles_rec_td,0,,,,,
player,201712170rai,dal,JoneBy00,fumbles_forced,0,,,,,
player,201712170rai,dal,SmitKe03,def_int,0,,,,,
player,201712170rai,dal,SmitKe03,def_int_yds,0,,,,,
player,201712170rai,dal,SmitKe03,def_int_td,0,,,,,
player,201712170rai,dal,SmitKe03,def_int_long,0,,,,,
player,201712170rai,dal,SmitKe03,pass_defended,0,,,,,
player,201712170rai,dal,SmitKe03,sacks,0.0,,,,,
player,201712170rai,dal,SmitKe03,tackles_combined,1,,,,,
player,201712170rai,dal,SmitKe03,tackles_solo,1,,,,,
player,201712170rai,dal,SmitKe03,tackles_assists,0,,,,,
player,201712170rai,dal,SmitKe03,tackles_loss,0,,,,,
player,201712170rai,dal,SmitKe03,qb_hits,0,,,,,
player,201712170rai,dal,SmitKe03,fumbles_rec,0,,,,,
player,201712170rai,dal,SmitKe03,fumbles_rec_yds,0,,,,,
player,201712170rai,dal,SmitKe03,fumbles_rec_td,0,,,,,
player,201712170rai,dal,SmitKe03,fumbles_forced,1,,,,,
player,201712170rai,dal,SmitJa05,def_int,0,,,,,
player,201712170rai,dal,SmitJa05,def_int_yds,0,,,,,
player,201712170rai,dal,SmitJa05,def_int_td,0,,,,,
player,201712170rai,dal,SmitJa05,def_int_long,0,,,,,
player,201712170rai,dal,SmitJa05,pass_defended,0,,,,,
player,201712170rai,dal,SmitJa05,sacks,0.0,,,,,
player,201712170rai,dal,SmitJa05,tackles_combined,1,,,,,
player,201712170rai,dal,SmitJa05,tackles_solo,1,,,,,
player,201712170rai,dal,SmitJa05,tackles_assists,0,,,,,
player,201712170rai,dal,SmitJa05,tackles_loss,0,,,,,
player,201712170rai,dal,SmitJa05,qb_hits,0,,,,,
player,201712170rai,dal,SmitJa05,fumbles_rec,0,,,,,
player,201712170rai,dal,SmitJa05,fumbles_rec_yds,0,,,,,
player,201712170rai,dal,SmitJa05,fumbles_rec_td,0,,,,,
player,201712170rai,dal,SmitJa05,fumbles_forced,0,,,,,
player,201712170rai,dal,CharTa00,def_int,0,,,,,
player,201712170rai,dal,CharTa00,def_int_yds,0,,,,,
player,201712170rai,dal,CharTa00,def_int_td,0,,,,,
player,201712170rai,dal,CharTa00,def_int_long,0,,,,,
player,201712170rai,dal,CharTa00,pass_defended,0,,,,,
player,201712170rai,dal,CharTa00,sacks,0.0,,,,,
player,201712170rai,dal,CharTa00,tackles_combined,0,,,,,
player,201712170rai,dal,CharTa00,tackles_solo,0,,,,,
player,201712170rai,dal,CharTa00,tackles_assists,0,,,,,
player,201712170rai,dal,CharTa00,tackles_loss,0,,,,,
player,201712170rai,dal,CharTa00,qb_hits,2,,,,,
player,201712170rai,dal,CharTa00,fumbles_rec,0,,,,,
player,201712170rai,dal,CharTa00,fumbles_rec_yds,0,,,,,
player,201712170rai,dal,CharTa00,fumbles_rec_td,0,,,,,
player,201712170rai,dal,CharTa00,fumbles_forced,0,,,,,
player,201712170rai,dal,RossDa02,def_int,0,,,,,
player,201712170rai,dal,RossDa02,def_int_yds,0,,,,,
player,201712170rai,dal,RossDa02,def_int_td,0,,,,,
player,201712170rai,dal,RossDa02,def_int_long,0,,,,,
player,201712170rai,dal,RossDa02,pass_defended,0,,,,,
player,201712170rai,dal,RossDa02,sacks,0.0,,,,,
player,201712170rai,dal,RossDa02,tackles_combined,0,,,,,
player,201712170rai,dal,RossDa02,tackles_solo,0,,,,,
player,201712170rai,dal,RossDa02,tackles_assists,0,,,,,
player,201712170rai,dal,RossDa02,tackles_loss,0,,,,,
player,201712170rai,dal,RossDa02,qb_hits,1,,,,,
player,201712170rai,dal,RossDa02,fumbles_rec,0,,,,,
player,201712170rai,dal,RossDa02,fumbles_rec_yds,0,,,,,
player,201712170rai,dal,RossDa02,fumbles_rec_td,0,,,,,
player,201712170rai,dal,RossDa02,fumbles_forced,0,,,,,
player,201712170rai,rai,SmitSe99,def_int,2,,,,,
player,201712170rai,rai,SmitSe99,def_int_yds,8,,,,,
player,201712170rai,rai,SmitSe99,def_int_td,0,,,,,
player,201712170rai,rai,SmitSe99,def_int_long,8,,,,,
player,201712170rai,rai,SmitSe99,pass_defended,2,,,,,
player,201712170rai,rai,SmitSe99,sacks,0.0,,,,,
player,201712170rai,rai,SmitSe99,tackles_combined,3,,,,,
player,201712170rai,rai,SmitSe99,tackles_solo,3,,,,,
player,201712170rai,rai,SmitSe99,tackles_assists,0,,,,,
player,201712170rai,rai,SmitSe99,tackles_loss,0,,,,,
player,201712170rai,rai,SmitSe99,qb_hits,0,,,,,
player,201712170rai,rai,SmitSe99,fumbles_rec,0,,,,,
player,201712170rai,rai,SmitSe99,fumbles_rec_yds,0,,,,,
player,201712170rai,rai,SmitSe99,fumbles_rec_td,0,,,,,
player,201712170rai,rai,SmitSe99,fumbles_forced,0,,,,,
player,201712170rai,rai,MackKh00,def_int,0,,,,,
player,201712170rai,rai,MackKh00,def_int_yds,0,,,,,
player,201712170rai,rai,MackKh00,def_int_td,0,,,,,
player,201712170rai,rai,MackKh00,def_int_long,0,,,,,
player,201712170rai,rai,MackKh00,pass_defended,0,,,,,
player,201712170rai,rai,MackKh00,sacks,2.0,,,,,
player,201712170rai,rai,MackKh00,tackles_combined,6,,,,,
player,201712170rai,rai,MackKh00,tackles_solo,5,,,,,
player,201712170rai,rai,MackKh00,tackles_assists,1,,,,,
player,201712170rai,rai,MackKh00,tackles_loss,2,,,,,
player,201712170rai,rai,MackKh00,qb_hits,3,,,,,
player,201712170rai,rai,MackKh00,fumbles_rec,0,,,,,
player,201712170rai,rai,MackKh00,fumbles_rec_yds,0,,,,,
player,201712170rai,rai,MackKh00,fumbles_rec_td,0,,,,,
player,201712170rai,rai,MackKh00,fumbles_forced,0,,,,,
player,201712170rai,rai,BowmNa99,def_int,0,,,,,
player,201712170rai,rai,BowmNa99,def_int_yds,0,,,,,
player,201712170rai,rai,BowmNa99,def_int_td,0,,,,,
player,201712170rai,rai,BowmNa99,def_int_long,0,,,,,
player,201712170rai,rai,BowmNa99,pass_defended,0,,,,,
player,201712170rai,rai,BowmNa99,sacks,0.0,,,,,
player,201712170rai,rai,BowmNa99,tackles_combined,9,,,,,
player,201712170rai,rai,BowmNa99,tackles_solo,6,,,,,
player,201712170rai,rai,BowmNa99,tackles_assists,3,,,,,
player,201712170rai,rai,BowmNa99,tackles_loss,1,,,,,
player,201712170rai,rai,BowmNa99,qb_hits,0,,,,,
player,201712170rai,rai,BowmNa99,fumbles_rec,0,,,,,
player,201712170rai,rai,BowmNa99,fumbles_rec_yds,0,,,,,
player,201712170rai,rai,BowmNa99,fumbles_rec_td,0,,,,,
player,201712170rai,rai,BowmNa99,fumbles_forced,0,,,,,
player,201712170rai,rai,MorrNi00,def_int,0,,,,,
player,201712170rai,rai,MorrNi00,def_int_yds,0,,,,,
player,201712170rai,rai,MorrNi00,def_int_td,0,,,,,
player,201712170rai,rai,MorrNi00,def_int_long,0,,,,,
player,201712170rai,rai,MorrNi00,pass_defended,1,,,,,
player,201712170rai,rai,MorrNi00,sacks,0.0,,,,,
player,201712170rai,rai,MorrNi00,tackles_combined,7,,,,,
player,201712170rai,rai,MorrNi00,tackles_solo,5,,,,,
player,201712170rai,rai,MorrNi00,tackles_assists,2,,,,,
player,201712170rai,rai,MorrNi00,tackles_loss,1,,,,,
player,201712170rai,rai,MorrNi00,qb_hits,1,,,,,
player,201712170rai,rai,MorrNi00,fumbles_rec,0,,,,,
player,201712170rai,rai,MorrNi00,fumbles_rec_yds,0,,,,,
player,201712170rai,rai,MorrNi00,fumbles_rec_td,0,,,,,
player,201712170rai,rai,MorrNi00,fumbles_forced,0,,,,,
player,201712170rai,rai,JoseKa00,def_int,0,,,,,
player,201712170rai,rai,JoseKa00,def_int_yds,0,,,,,
player,201712170rai,rai,JoseKa00,def_int_td,0,,,,,
player,201712170rai,rai,JoseKa00,def_int_long,0,,,,,
player,201712170rai,rai,JoseKa00,pass_defended,0,,,,,
player,201712170rai,rai,JoseKa00,sacks,0.0,,,,,
player,201712170rai,rai,JoseKa00,tackles_combined,6,,,,,
player,201712170rai,rai,JoseKa00,tackles_solo,3,,,,,
player,201712170rai,rai,JoseKa00,tackles_assists,3,,,,,
player,201712170rai,rai,JoseKa00,tackles_loss,1,,,,,
player,201712170rai,rai,JoseKa00,qb_hits,0,,,,,
player,201712170rai,rai,JoseKa00,fumbles_rec,0,,,,,
player,201712170rai,rai,JoseKa00,fumbles_rec_yds,0,,,,,
player,201712170rai,rai,JoseKa00,fumbles_rec_td,0,,,,,
player,201712170rai,rai,JoseKa00,fumbles_forced,0,,,,,
player,201712170rai,rai,CarrTr00,def_int,0,,,,,
player,201712170rai,rai,CarrTr00,def_int_yds,0,,,,,
player,201712170rai,rai,CarrTr00,def_int_td,0,,,,,
player,201712170rai,rai,CarrTr00,def_int_long,0,,,,,
player,201712170rai,rai,CarrTr00,pass_defended,2,,,,,
player,201712170rai,rai,CarrTr00,sacks,0.0,,,,,
player,201712170rai,rai,CarrTr00,tackles_combined,5,,,,,
player,201712170rai,rai,CarrTr00,tackles_solo,2,,,,,
player,201712170rai,rai,CarrTr00,tackles_assists,3,,,,,
player,201712170rai,rai,CarrTr00,tackles_loss,0,,,,,
player,201712170rai,rai,CarrTr00,qb_hits,0,,,,,
player,201712170rai,rai,CarrTr00,fumbles_rec,0,,,,,
player,201712170rai,rai,CarrTr00,fumbles_rec_yds,0,,,,,
player,201712170rai,rai,CarrTr00,fumbles_rec_td,0,,,,,
player,201712170rai,rai,CarrTr00,fumbles_forced,0,,,,,
player,201712170rai,rai,ElliJu01,def_int,0,,,,,
player,201712170rai,rai,ElliJu01,def_int_yds,0,,,,,
player,201712170rai,rai,ElliJu01,def_int_td,0,,,,,
player,201712170rai,rai,ElliJu01,def_int_long,0,,,,,
player,201712170rai,rai,ElliJu01,pass_defended,0,,,,,
player,201712170rai,rai,ElliJu01,sacks,0.0,,,,,
player,201712170rai,rai,ElliJu01,tackles_combined,5,,,,,
player,201712170rai,rai,ElliJu01,tackles_solo,3,,,,,
player,201712170rai,rai,ElliJu01,tackles_assists,2,,,,,
player,201712170rai,rai,ElliJu01,tackles_loss,0,,,,,
player,201712170rai,rai,ElliJu01,qb_hits,0,,,,,
player,201712170rai,rai,ElliJu01,fumbles_rec,0,,,,,
player,201712170rai,rai,ElliJu01,fumbles_rec_yds,0,,,,,
player,201712170rai,rai,ElliJu01,fumbles_rec_td,0,,,,,
player,201712170rai,rai,ElliJu01,fumbles_forced,0,,,,,
player,201712170rai,rai,NelsRe99,def_int,0,,,,,
player,201712170rai,rai,NelsRe99,def_int_yds,0,,,,,
player,201712170rai,rai,NelsRe99,def_int_td,0,,,,,
player,201712170rai,rai,NelsRe99,def_int_long,0,,,,,
player,201712170rai,rai,NelsRe99,pass_defended,0,,,,,
player,201712170rai,rai,NelsRe99,sacks,0.0,,,,,
player,201712170rai,rai,NelsRe99,tackles_combined,5,,,,,
player,201712170rai,rai,NelsRe99,tackles_solo,4,,,,,
player,201712170rai,rai,NelsRe99,tackles_assists,1,,,,,
player,201712170rai,rai,NelsRe99,tackles_loss,0,,,,,
player,201712170rai,rai,NelsRe99,qb_hits,0,,,,,
player,201712170rai,rai,NelsRe99,fumbles_rec,0,,,,,
player,201712170rai,rai,NelsRe99,fumbles_rec_yds,0,,,,,
player,201712170rai,rai,NelsRe99,fumbles_rec_td,0,,,,,
player,201712170rai,rai,NelsRe99,fumbles_forced,0,,,,,
player,201712170rai,rai,LathDa01,def_int,0,,,,,
player,201712170rai,rai,LathDa01,def_int_yds,0,,,,,
player,201712170rai,rai,LathDa01,def_int_td,0,,,,,
player,201712170rai,rai,LathDa01,def_int_long,0,,,,,
player,201712170rai,rai,LathDa01,pass_defended,0,,,,,
player,201712170rai,rai,LathDa01,sacks,0.0,,,,,
player,201712170rai,rai,LathDa01,tackles_combined,4,,,,,
player,201712170rai,rai,LathDa01,tackles_solo,2,,,,,
player,201712170rai,rai,LathDa01,tackles_assists,2,,,,,
player,201712170rai,rai,LathDa01,tackles_loss,0,,,,,
player,201712170rai,rai,LathDa01,qb_hits,0,,,,,
player,201712170rai,rai,LathDa01,fumbles_rec,0,,,,,
player,201712170rai,rai,LathDa01,fumbles_rec_yds,0,,,,,
player,201712170rai,rai,LathDa01,fumbles_rec_td,0,,,,,
player,201712170rai,rai,LathDa01,fumbles_forced,0,,,,,
player,201712170rai,rai,McDoDe02,def_int,0,,,,,
player,201712170rai,rai,McDoDe02,def_int_yds,0,,,,,
player,201712170rai,rai,McDoDe02,def_int_td,0,,,,,
player,201712170rai,rai,McDoDe02,def_int_long,0,,,,,
player,201712170rai,rai,McDoDe02,pass_defended,1,,,,,
player,201712170rai,rai,McDoDe02,sacks,0.0,,,,,
player,201712170rai,rai,McDoDe02,tackles_combined,4,,,,,
player,201712170rai,rai,McDoDe02,tackles_solo,3,,,,,
player,201712170rai,rai,McDoDe02,tackles_assists,1,,,,,
player,201712170rai,rai,McDoDe02,tackles_loss,0,,,,,
player,201712170rai,rai,McDoDe02,qb_hits,0,,,,,
player,201712170rai,rai,McDoDe02,fumbles_rec,0,,,,,
player,201712170rai,rai,McDoDe02,fumbles_rec_yds,0,,,,,
player,201712170rai,rai,McDoDe02,fumbles_rec_td,0,,,,,
player,201712170rai,rai,McDoDe02,fumbles_forced,0,,,,,
player,201712170rai,rai,AutrDe00,def_int,0,,,,,
player,201712170rai,rai,AutrDe00,def_int_yds,0,,,,,
player,201712170rai,rai,AutrDe00,def_int_td,0,,,,,
player,201712170rai,rai,AutrDe00,def_int_long,0,,,,,
player,201712170rai,rai,AutrDe00,pass_defended,0,,,,,
player,201712170rai,rai,AutrDe00,sacks,0.0,,,,,
player,201712170rai,rai,AutrDe00,tackles_combined,2,,,,,
player,201712170rai,rai,AutrDe00,tackles_solo,0,,,,,
player,201712170rai,rai,AutrDe00,tackles_assists,2,,,,,
player,201712170rai,rai,AutrDe00,tackles_loss,0,,,,,
player,201712170rai,rai,AutrDe00,qb_hits,0,,,,,
player,201712170rai,rai,AutrDe00,fumbles_rec,0,,,,,
player,201712170rai,rai,AutrDe00,fumbles_rec_yds,0,,,,,
player,201712170rai,rai,AutrDe00,fumbles_rec_td,0,,,,,
player,201712170rai,rai,AutrDe00,fumbles_forced,0,,,,,
player,201712170rai,rai,CalhSh00,def_int,0,,,,,
player,201712170rai,rai,CalhSh00,def_int_yds,0,,,,,
player,201712170rai,rai,CalhSh00,def_int_td,0,,,,,
player,201712170rai,rai,CalhSh00,def_int_long,0,,,,,
player,201712170rai,rai,CalhSh00,pass_defended,0,,,,,
player,201712170rai,rai,CalhSh00,sacks,0.0,,,,,
player,201712170rai,rai,CalhSh00,tackles_combined,2,,,,,
player,201712170rai,rai,CalhSh00,tackles_solo,1,,,,,
player,201712170rai,rai,CalhSh00,tackles_assists,1,,,,,
player,201712170rai,rai,CalhSh00,tackles_loss,0,,,,,
player,201712170rai,rai,CalhSh00,qb_hits,0,,,,,
player,201712170rai,rai,CalhSh00,fumbles_rec,0,,,,,
player,201712170rai,rai,CalhSh00,fumbles_rec_yds,0,,,,,
player,201712170rai,rai,CalhSh00,fumbles_rec_td,0,,,,,
player,201712170rai,rai,CalhSh00,fumbles_forced,0,,,,,
player,201712170rai,rai,IrviBr00,def_int,0,,,,,
player,201712170rai,rai,IrviBr00,def_int_yds,0,,,,,
player,201712170rai,rai,IrviBr00,def_int_td,0,,,,,
player,201712170rai,rai,IrviBr00,def_int_long,0,,,,,
player,201712170rai,rai,IrviBr00,pass_defended,1,,,,,
player,201712170rai,rai,IrviBr00,sacks,0.0,,,,,
