game,2017,9,20171105,201711050nyg,ram,"Los Angeles Rams",51,nyg,"New York Giants",17
player,201711050nyg,nyg,ElliRh00,rec_yds,21,,,,,
player,201711050nyg,nyg,ElliRh00,rec_td,0,,,,,
player,201711050nyg,nyg,ElliRh00,rec_long,14,,,,,
player,201711050nyg,nyg,ElliRh00,fumbles,0,,,,,
player,201711050nyg,nyg,ElliRh00,fumbles_lost,0,,,,,
player,201711050nyg,nyg,VereSh00,pass_cmp,0,,,,,
player,201711050nyg,nyg,VereSh00,pass_att,0,,,,,
player,201711050nyg,nyg,VereSh00,pass_yds,0,,,,,
player,201711050nyg,nyg,VereSh00,pass_td,0,,,,,
player,201711050nyg,nyg,VereSh00,pass_int,0,,,,,
player,201711050nyg,nyg,VereSh00,pass_sacked,0,,,,,
player,201711050nyg,nyg,VereSh00,pass_sacked_yds,0,,,,,
player,201711050nyg,nyg,VereSh00,pass_long,0,,,,,
player,201711050nyg,nyg,VereSh00,pass_rating,,,,,,
player,201711050nyg,nyg,VereSh00,rush_att,0,,,,,
player,201711050nyg,nyg,VereSh00,rush_yds,0,,,,,
player,201711050nyg,nyg,VereSh00,rush_td,0,,,,,
player,201711050nyg,nyg,VereSh00,rush_long,0,,,,,
player,201711050nyg,nyg,VereSh00,targets,4,,,,,
player,201711050nyg,nyg,VereSh00,rec,3,,,,,
player,201711050nyg,nyg,VereSh00,rec_yds,14,,,,,
player,201711050nyg,nyg,VereSh00,rec_td,0,,,,,
player,201711050nyg,nyg,VereSh00,rec_long,8,,,,,
player,201711050nyg,nyg,VereSh00,fumbles,0,,,,,
player,201711050nyg,nyg,VereSh00,fumbles_lost,0,,,,,
player,201711050nyg,nyg,LewiRo03,pass_cmp,0,,,,,
player,201711050nyg,nyg,LewiRo03,pass_att,0,,,,,
player,201711050nyg,nyg,LewiRo03,pass_yds,0,,,,,
player,201711050nyg,nyg,LewiRo03,pass_td,0,,,,,
player,201711050nyg,nyg,LewiRo03,pass_int,0,,,,,
player,201711050nyg,nyg,LewiRo03,pass_sacked,0,,,,,
player,201711050nyg,nyg,LewiRo03,pass_sacked_yds,0,,,,,
player,201711050nyg,nyg,LewiRo03,pass_long,0,,,,,
player,201711050nyg,nyg,LewiRo03,pass_rating,,,,,,
player,201711050nyg,nyg,LewiRo03,rush_att,0,,,,,
player,201711050nyg,nyg,LewiRo03,rush_yds,0,,,,,
player,201711050nyg,nyg,LewiRo03,rush_td,0,,,,,
player,201711050nyg,nyg,LewiRo03,rush_long,0,,,,,
player,201711050nyg,nyg,LewiRo03,targets,3,,,,,
player,201711050nyg,nyg,LewiRo03,rec,1,,,,,
player,201711050nyg,nyg,LewiRo03,rec_yds,4,,,,,
player,201711050nyg,nyg,LewiRo03,rec_td,0,,,,,
player,201711050nyg,nyg,LewiRo03,rec_long,4,,,,,
player,201711050nyg,nyg,LewiRo03,fumbles,0,,,,,
player,201711050nyg,nyg,LewiRo03,fumbles_lost,0,,,,,
player,201711050nyg,nyg,EagaEd00,pass_cmp,0,,,,,
player,201711050nyg,nyg,EagaEd00,pass_att,0,,,,,
player,201711050nyg,nyg,EagaEd00,pass_yds,0,,,,,
player,201711050nyg,nyg,EagaEd00,pass_td,0,,,,,
player,201711050nyg,nyg,EagaEd00,pass_int,0,,,,,
player,201711050nyg,nyg,EagaEd00,pass_sacked,0,,,,,
player,201711050nyg,nyg,EagaEd00,pass_sacked_yds,0,,,,,
player,201711050nyg,nyg,EagaEd00,pass_long,0,,,,,
player,201711050nyg,nyg,EagaEd00,pass_rating,,,,,,
player,201711050nyg,nyg,EagaEd00,rush_att,0,,,,,
player,201711050nyg,nyg,EagaEd00,rush_yds,0,,,,,
player,201711050nyg,nyg,EagaEd00,rush_td,0,,,,,
player,201711050nyg,nyg,EagaEd00,rush_long,0,,,,,
player,201711050nyg,nyg,EagaEd00,targets,1,,,,,
player,201711050nyg,nyg,EagaEd00,rec,0,,,,,
player,201711050nyg,nyg,EagaEd00,rec_yds,0,,,,,
player,201711050nyg,nyg,EagaEd00,rec_td,0,,,,,
player,201711050nyg,nyg,EagaEd00,rec_long,0,,,,,
player,201711050nyg,nyg,EagaEd00,fumbles,0,,,,,
player,201711050nyg,nyg,EagaEd00,fumbles_lost,0,,,,,
player,201711050nyg,ram,JohnTr05,def_int,1,,,,,
player,201711050nyg,ram,JohnTr05,def_int_yds,0,,,,,
player,201711050nyg,ram,JohnTr05,def_int_td,0,,,,,
player,201711050nyg,ram,JohnTr05,def_int_long,0,,,,,
player,201711050nyg,ram,JohnTr05,pass_defended,1,,,,,
player,201711050nyg,ram,JohnTr05,sacks,0.0,,,,,
player,201711050nyg,ram,JohnTr05,tackles_combined,6,,,,,
player,201711050nyg,ram,JohnTr05,tackles_solo,5,,,,,
player,201711050nyg,ram,JohnTr05,tackles_assists,1,,,,,
player,201711050nyg,ram,JohnTr05,tackles_loss,0,,,,,
player,201711050nyg,ram,JohnTr05,qb_hits,0,,,,,
player,201711050nyg,ram,JohnTr05,fumbles_rec,0,,,,,
player,201711050nyg,ram,JohnTr05,fumbles_rec_yds,0,,,,,
player,201711050nyg,ram,JohnTr05,fumbles_rec_td,0,,,,,
player,201711050nyg,ram,JohnTr05,fumbles_forced,0,,,,,
player,201711050nyg,ram,BarwCo99,def_int,0,,,,,
player,201711050nyg,ram,BarwCo99,def_int_yds,0,,,,,
player,201711050nyg,ram,BarwCo99,def_int_td,0,,,,,
player,201711050nyg,ram,BarwCo99,def_int_long,0,,,,,
player,201711050nyg,ram,BarwCo99,pass_defended,0,,,,,
player,201711050nyg,ram,BarwCo99,sacks,1.0,,,,,
player,201711050nyg,ram,BarwCo99,tackles_combined,4,,,,,
player,201711050nyg,ram,BarwCo99,tackles_solo,3,,,,,
player,201711050nyg,ram,BarwCo99,tackles_assists,1,,,,,
player,201711050nyg,ram,BarwCo99,tackles_loss,1,,,,,
player,201711050nyg,ram,BarwCo99,qb_hits,1,,,,,
player,201711050nyg,ram,BarwCo99,fumbles_rec,1,,,,,
player,201711050nyg,ram,BarwCo99,fumbles_rec_yds,0,,,,,
player,201711050nyg,ram,BarwCo99,fumbles_rec_td,0,,,,,
player,201711050nyg,ram,BarwCo99,fumbles_forced,0,,,,,
player,201711050nyg,ram,DonaAa00,def_int,0,,,,,
player,201711050nyg,ram,DonaAa00,def_int_yds,0,,,,,
player,201711050nyg,ram,DonaAa00,def_int_td,0,,,,,
player,201711050nyg,ram,DonaAa00,def_int_long,0,,,,,
player,201711050nyg,ram,DonaAa00,pass_defended,0,,,,,
player,201711050nyg,ram,DonaAa00,sacks,1.0,,,,,
player,201711050nyg,ram,DonaAa00,tackles_combined,3,,,,,
player,201711050nyg,ram,DonaAa00,tackles_solo,3,,,,,
player,201711050nyg,ram,DonaAa00,tackles_assists,0,,,,,
player,201711050nyg,ram,DonaAa00,tackles_loss,0,,,,,
player,201711050nyg,ram,DonaAa00,qb_hits,1,,,,,
player,201711050nyg,ram,DonaAa00,fumbles_rec,1,,,,,
player,201711050nyg,ram,DonaAa00,fumbles_rec_yds,0,,,,,
player,201711050nyg,ram,DonaAa00,fumbles_rec_td,0,,,,,
player,201711050nyg,ram,DonaAa00,fumbles_forced,1,,,,,
player,201711050nyg,ram,BarrMa00,def_int,0,,,,,
player,201711050nyg,ram,BarrMa00,def_int_yds,0,,,,,
player,201711050nyg,ram,BarrMa00,def_int_td,0,,,,,
player,201711050nyg,ram,BarrMa00,def_int_long,0,,,,,
player,201711050nyg,ram,BarrMa00,pass_defended,1,,,,,
player,201711050nyg,ram,BarrMa00,sacks,0.0,,,,,
player,201711050nyg,ram,BarrMa00,tackles_combined,8,,,,,
player,201711050nyg,ram,BarrMa00,tackles_solo,7,,,,,
player,201711050nyg,ram,BarrMa00,tackles_assists,1,,,,,
player,201711050nyg,ram,BarrMa00,tackles_loss,0,,,,,
player,201711050nyg,ram,BarrMa00,qb_hits,0,,,,,
player,201711050nyg,ram,BarrMa00,fumbles_rec,0,,,,,
player,201711050nyg,ram,BarrMa00,fumbles_rec_yds,0,,,,,
player,201711050nyg,ram,BarrMa00,fumbles_rec_td,0,,,,,
player,201711050nyg,ram,BarrMa00,fumbles_forced,0,,,,,
player,201711050nyg,ram,OgleAl00,def_int,0,,,,,
player,201711050nyg,ram,OgleAl00,def_int_yds,0,,,,,
player,201711050nyg,ram,OgleAl00,def_int_td,0,,,,,
player,201711050nyg,ram,OgleAl00,def_int_long,0,,,,,
player,201711050nyg,ram,OgleAl00,pass_defended,0,,,,,
player,201711050nyg,ram,OgleAl00,sacks,0.0,,,,,
player,201711050nyg,ram,OgleAl00,tackles_combined,8,,,,,
player,201711050nyg,ram,OgleAl00,tackles_solo,5,,,,,
player,201711050nyg,ram,OgleAl00,tackles_assists,3,,,,,
player,201711050nyg,ram,OgleAl00,tackles_loss,0,,,,,
player,201711050nyg,ram,OgleAl00,qb_hits,0,,,,,
player,201711050nyg,ram,OgleAl00,fumbles_rec,0,,,,,
player,201711050nyg,ram,OgleAl00,fumbles_rec_yds,0,,,,,
player,201711050nyg,ram,OgleAl00,fumbles_rec_td,0,,,,,
player,201711050nyg,ram,OgleAl00,fumbles_forced,1,,,,,
player,201711050nyg,ram,JohnJo10,def_int,0,,,,,
player,201711050nyg,ram,JohnJo10,def_int_yds,0,,,,,
player,201711050nyg,ram,JohnJo10,def_int_td,0,,,,,
player,201711050nyg,ram,JohnJo10,def_int_long,0,,,,,
player,201711050nyg,ram,JohnJo10,pass_defended,1,,,,,
player,201711050nyg,ram,JohnJo10,sacks,0.0,,,,,
player,201711050nyg,ram,JohnJo10,tackles_combined,7,,,,,
player,201711050nyg,ram,JohnJo10,tackles_solo,4,,,,,
player,201711050nyg,ram,JohnJo10,tackles_assists,3,,,,,
player,201711050nyg,ram,JohnJo10,tackles_loss,0,,,,,
player,201711050nyg,ram,JohnJo10,qb_hits,0,,,,,
player,201711050nyg,ram,JohnJo10,fumbles_rec,0,,,,,
player,201711050nyg,ram,JohnJo10,fumbles_rec_yds,0,,,,,
player,201711050nyg,ram,JohnJo10,fumbles_rec_td,0,,,,,
player,201711050nyg,ram,JohnJo10,fumbles_forced,0,,,,,
player,201711050nyg,ram,BrocMi00,def_int,0,,,,,
player,201711050nyg,ram,BrocMi00,def_int_yds,0,,,,,
player,201711050nyg,ram,BrocMi00,def_int_td,0,,,,,
player,201711050nyg,ram,BrocMi00,def_int_long,0,,,,,
player,201711050nyg,ram,BrocMi00,pass_defended,0,,,,,
player,201711050nyg,ram,BrocMi00,sacks,0.0,,,,,
player,201711050nyg,ram,BrocMi00,tackles_combined,4,,,,,
player,201711050nyg,ram,BrocMi00,tackles_solo,4,,,,,
player,201711050nyg,ram,BrocMi00,tackles_assists,0,,,,,
player,201711050nyg,ram,BrocMi00,tackles_loss,0,,,,,
player,201711050nyg,ram,BrocMi00,qb_hits,0,,,,,
player,201711050nyg,ram,BrocMi00,fumbles_rec,0,,,,,
player,201711050nyg,ram,BrocMi00,fumbles_rec_yds,0,,,,,
player,201711050nyg,ram,BrocMi00,fumbles_rec_td,0,,,,,
player,201711050nyg,ram,BrocMi00,fumbles_forced,0,,,,,
player,201711050nyg,ram,JoynLa00,def_int,0,,,,,
player,201711050nyg,ram,JoynLa00,def_int_yds,0,,,,,
player,201711050nyg,ram,JoynLa00,def_int_td,0,,,,,
player,201711050nyg,ram,JoynLa00,def_int_long,0,,,,,
player,201711050nyg,ram,JoynLa00,pass_defended,0,,,,,
player,201711050nyg,ram,JoynLa00,sacks,0.0,,,,,
player,201711050nyg,ram,JoynLa00,tackles_combined,4,,,,,
player,201711050nyg,ram,JoynLa00,tackles_solo,2,,,,,
player,201711050nyg,ram,JoynLa00,tackles_assists,2,,,,,
player,201711050nyg,ram,JoynLa00,tackles_loss,0,,,,,
player,201711050nyg,ram,JoynLa00,qb_hits,0,,,,,
player,201711050nyg,ram,JoynLa00,fumbles_rec,0,,,,,
player,201711050nyg,ram,JoynLa00,fumbles_rec_yds,0,,,,,
player,201711050nyg,ram,JoynLa00,fumbles_rec_td,0,,,,,
player,201711050nyg,ram,JoynLa00,fumbles_forced,0,,,,,
player,201711050nyg,ram,CounBl00,def_int,0,,,,,
player,201711050nyg,ram,CounBl00,def_int_yds,0,,,,,
player,201711050nyg,ram,CounBl00,def_int_td,0,,,,,
player,201711050nyg,ram,CounBl00,def_int_long,0,,,,,
player,201711050nyg,ram,CounBl00,pass_defended,0,,,,,
player,201711050nyg,ram,CounBl00,sacks,0.0,,,,,
player,201711050nyg,ram,CounBl00,tackles_combined,3,,,,,
player,201711050nyg,ram,CounBl00,tackles_solo,1,,,,,
player,201711050nyg,ram,CounBl00,tackles_assists,2,,,,,
player,201711050nyg,ram,CounBl00,tackles_loss,0,,,,,
player,201711050nyg,ram,CounBl00,qb_hits,0,,,,,
player,201711050nyg,ram,CounBl00,fumbles_rec,0,,,,,
player,201711050nyg,ram,CounBl00,fumbles_rec_yds,0,,,,,
player,201711050nyg,ram,CounBl00,fumbles_rec_td,0,,,,,
player,201711050nyg,ram,CounBl00,fumbles_forced,0,,,,,
player,201711050nyg,ram,HageBr00,def_int,0,,,,,
player,201711050nyg,ram,HageBr00,def_int_yds,0,,,,,
player,201711050nyg,ram,HageBr00,def_int_td,0,,,,,
player,201711050nyg,ram,HageBr00,def_int_long,0,,,,,
player,201711050nyg,ram,HageBr00,pass_defended,0,,,,,
player,201711050nyg,ram,HageBr00,sacks,0.0,,,,,
player,201711050nyg,ram,HageBr00,tackles_combined,3,,,,,
player,201711050nyg,ram,HageBr00,tackles_solo,3,,,,,
player,201711050nyg,ram,HageBr00,tackles_assists,0,,,,,
player,201711050nyg,ram,HageBr00,tackles_loss,0,,,,,
player,201711050nyg,ram,HageBr00,qb_hits,1,,,,,
player,201711050nyg,ram,HageBr00,fumbles_rec,0,,,,,
player,201711050nyg,ram,HageBr00,fumbles_rec_yds,0,,,,,
player,201711050nyg,ram,HageBr00,fumbles_rec_td,0,,,,,
player,201711050nyg,ram,HageBr00,fumbles_forced,0,,,,,
player,201711050nyg,ram,RobeNi00,def_int,0,,,,,
player,201711050nyg,ram,RobeNi00,def_int_yds,0,,,,,
player,201711050nyg,ram,RobeNi00,def_int_td,0,,,,,
player,201711050nyg,ram,RobeNi00,def_int_long,0,,,,,
player,201711050nyg,ram,RobeNi00,pass_defended,1,,,,,
player,201711050nyg,ram,RobeNi00,sacks,0.0,,,,,
player,201711050nyg,ram,RobeNi00,tackles_combined,3,,,,,
player,201711050nyg,ram,RobeNi00,tackles_solo,2,,,,,
player,201711050nyg,ram,RobeNi00,tackles_assists,1,,,,,
player,201711050nyg,ram,RobeNi00,tackles_loss,0,,,,,
player,201711050nyg,ram,RobeNi00,qb_hits,0,,,,,
player,201711050nyg,ram,RobeNi00,fumbles_rec,0,,,,,
player,201711050nyg,ram,RobeNi00,fumbles_rec_yds,0,,,,,
player,201711050nyg,ram,RobeNi00,fumbles_rec_td,0,,,,,
player,201711050nyg,ram,RobeNi00,fumbles_forced,0,,,,,
player,201711050nyg,ram,WebsKa00,def_int,0,,,,,
player,201711050nyg,ram,WebsKa00,def_int_yds,0,,,,,
player,201711050nyg,ram,WebsKa00,def_int_td,0,,,,,
player,201711050nyg,ram,WebsKa00,def_int_long,0,,,,,
player,201711050nyg,ram,WebsKa00,pass_defended,0,,,,,
player,201711050nyg,ram,WebsKa00,sacks,0.0,,,,,
player,201711050nyg,ram,WebsKa00,tackles_combined,3,,,,,
player,201711050nyg,ram,WebsKa00,tackles_solo,2,,,,,
player,201711050nyg,ram,WebsKa00,tackles_assists,1,,,,,
player,201711050nyg,ram,WebsKa00,tackles_loss,0,,,,,
player,201711050nyg,ram,WebsKa00,qb_hits,0,,,,,
player,201711050nyg,ram,WebsKa00,fumbles_rec,0,,,,,
player,201711050nyg,ram,WebsKa00,fumbles_rec_yds,0,,,,,
player,201711050nyg,ram,WebsKa00,fumbles_rec_td,0,,,,,
player,201711050nyg,ram,WebsKa00,fumbles_forced,0,,,,,
player,201711050nyg,ram,ChriMa00,def_int,0,,,,,
player,201711050nyg,ram,ChriMa00,def_int_yds,0,,,,,
player,201711050nyg,ram,ChriMa00,def_int_td,0,,,,,
player,201711050nyg,ram,ChriMa00,def_int_long,0,,,,,
player,201711050nyg,ram,ChriMa00,pass_defended,0,,,,,
player,201711050nyg,ram,ChriMa00,sacks,0.0,,,,,
player,201711050nyg,ram,ChriMa00,tackles_combined,2,,,,,
player,201711050nyg,ram,ChriMa00,tackles_solo,2,,,,,
player,201711050nyg,ram,ChriMa00,tackles_assists,0,,,,,
player,201711050nyg,ram,ChriMa00,tackles_loss,0,,,,,
player,201711050nyg,ram,ChriMa00,qb_hits,0,,,,,
player,201711050nyg,ram,ChriMa00,fumbles_rec,0,,,,,
player,201711050nyg,ram,ChriMa00,fumbles_rec_yds,0,,,,,
player,201711050nyg,ram,ChriMa00,fumbles_rec_td,0,,,,,
player,201711050nyg,ram,ChriMa00,fumbles_forced,0,,,,,
player,201711050nyg,ram,EbukSa00,def_int,0,,,,,
player,201711050nyg,ram,EbukSa00,def_int_yds,0,,,,,
player,201711050nyg,ram,EbukSa00,def_int_td,0,,,,,
player,201711050nyg,ram,EbukSa00,def_int_long,0,,,,,
player,201711050nyg,ram,EbukSa00,pass_defended,0,,,,,
player,201711050nyg,ram,EbukSa00,sacks,0.0,,,,,
player,201711050nyg,ram,EbukSa00,tackles_combined,2,,,,,
player,201711050nyg,ram,EbukSa00,tackles_solo,1,,,,,
player,201711050nyg,ram,EbukSa00,tackles_assists,1,,,,,
player,201711050nyg,ram,EbukSa00,tackles_loss,0,,,,,
player,201711050nyg,ram,EbukSa00,qb_hits,0,,,,,
player,201711050nyg,ram,EbukSa00,fumbles_rec,0,,,,,
player,201711050nyg,ram,EbukSa00,fumbles_rec_yds,0,,,,,
player,201711050nyg,ram,EbukSa00,fumbles_rec_td,0,,,,,
player,201711050nyg,ram,EbukSa00,fumbles_forced,0,,,,,
player,201711050nyg,ram,HillTr01,def_int,0,,,,,
player,201711050nyg,ram,HillTr01,def_int_yds,0,,,,,
player,201711050nyg,ram,HillTr01,def_int_td,0,,,,,
player,201711050nyg,ram,HillTr01,def_int_long,0,,,,,
player,201711050nyg,ram,HillTr01,pass_defended,0,,,,,
player,201711050nyg,ram,HillTr01,sacks,0.0,,,,,
player,201711050nyg,ram,HillTr01,tackles_combined,2,,,,,
player,201711050nyg,ram,HillTr01,tackles_solo,1,,,,,
player,201711050nyg,ram,HillTr01,tackles_assists,1,,,,,
player,201711050nyg,ram,HillTr01,tackles_loss,,,,,,
player,201711050nyg,ram,HillTr01,qb_hits,,,,,,
player,201711050nyg,ram,HillTr01,fumbles_rec,0,,,,,
player,201711050nyg,ram,HillTr01,fumbles_rec_yds,0,,,,,
player,201711050nyg,ram,HillTr01,fumbles_rec_td,0,,,,,
player,201711050nyg,ram,HillTr01,fumbles_forced,0,,,,,
player,201711050nyg,ram,LittCo01,def_int,0,,,,,
player,201711050nyg,ram,LittCo01,def_int_yds,0,,,,,
player,201711050nyg,ram,LittCo01,def_int_td,0,,,,,
player,201711050nyg,ram,LittCo01,def_int_long,0,,,,,
player,201711050nyg,ram,LittCo01,pass_defended,1,,,,,
player,201711050nyg,ram,LittCo01,sacks,0.0,,,,,
player,201711050nyg,ram,LittCo01,tackles_combined,2,,,,,
player,201711050nyg,ram,LittCo01,tackles_solo,1,,,,,
player,201711050nyg,ram,LittCo01,tackles_assists,1,,,,,
player,201711050nyg,ram,LittCo01,tackles_loss,0,,,,,
player,201711050nyg,ram,LittCo01,qb_hits,0,,,,,
player,201711050nyg,ram,LittCo01,fumbles_rec,0,,,,,
player,201711050nyg,ram,LittCo01,fumbles_rec_yds,0,,,,,
player,201711050nyg,ram,LittCo01,fumbles_rec_td,0,,,,,
player,201711050nyg,ram,LittCo01,fumbles_forced,0,,,,,
player,201711050nyg,ram,LongMa00,def_int,0,,,,,
player,201711050nyg,ram,LongMa00,def_int_yds,0,,,,,
player,201711050nyg,ram,LongMa00,def_int_td,0,,,,,
player,201711050nyg,ram,LongMa00,def_int_long,0,,,,,
player,201711050nyg,ram,LongMa00,pass_defended,0,,,,,
player,201711050nyg,ram,LongMa00,sacks,0.0,,,,,
player,201711050nyg,ram,LongMa00,tackles_combined,2,,,,,
player,201711050nyg,ram,LongMa00,tackles_solo,1,,,,,
player,201711050nyg,ram,LongMa00,tackles_assists,1,,,,,
player,201711050nyg,ram,LongMa00,tackles_loss,0,,,,,
player,201711050nyg,ram,LongMa00,qb_hits,1,,,,,
player,201711050nyg,ram,LongMa00,fumbles_rec,0,,,,,
player,201711050nyg,ram,LongMa00,fumbles_rec_yds,0,,,,,
player,201711050nyg,ram,LongMa00,fumbles_rec_td,0,,,,,
player,201711050nyg,ram,LongMa00,fumbles_forced,0,,,,,
player,201711050nyg,ram,QuinRo00,def_int,0,,,,,
player,201711050nyg,ram,QuinRo00,def_int_yds,0,,,,,
player,201711050nyg,ram,QuinRo00,def_int_td,0,,,,,
player,201711050nyg,ram,QuinRo00,def_int_long,0,,,,,
player,201711050nyg,ram,QuinRo00,pass_defended,0,,,,,
player,201711050nyg,ram,QuinRo00,sacks,0.0,,,,,
player,201711050nyg,ram,QuinRo00,tackles_combined,2,,,,,
player,201711050nyg,ram,QuinRo00,tackles_solo,0,,,,,
player,201711050nyg,ram,QuinRo00,tackles_assists,2,,,,,
player,201711050nyg,ram,QuinRo00,tackles_loss,0,,,,,
player,201711050nyg,ram,QuinRo00,qb_hits,0,,,,,
player,201711050nyg,ram,QuinRo00,fumbles_rec,0,,,,,
player,201711050nyg,ram,QuinRo00,fumbles_rec_yds,0,,,,,
player,201711050nyg,ram,QuinRo00,fumbles_rec_td,0,,,,,
player,201711050nyg,ram,QuinRo00,fumbles_forced,0,,,,,
player,201711050nyg,ram,WalkTy00,def_int,0,,,,,
player,201711050nyg,ram,WalkTy00,def_int_yds,0,,,,,
player,201711050nyg,ram,WalkTy00,def_int_td,0,,,,,
player,201711050nyg,ram,WalkTy00,def_int_long,0,,,,,
player,201711050nyg,ram,WalkTy00,pass_defended,0,,,,,
player,201711050nyg,ram,WalkTy00,sacks,0.0,,,,,
player,201711050nyg,ram,WalkTy00,tackles_combined,2,,,,,
player,201711050nyg,ram,WalkTy00,tackles_solo,1,,,,,
player,201711050nyg,ram,WalkTy00,tackles_assists,1,,,,,
player,201711050nyg,ram,WalkTy00,tackles_loss,1,,,,,
player,201711050nyg,ram,WalkTy00,qb_hits,0,,,,,
player,201711050nyg,ram,WalkTy00,fumbles_rec,0,,,,,
player,201711050nyg,ram,WalkTy00,fumbles_rec_yds,0,,,,,
player,201711050nyg,ram,WalkTy00,fumbles_rec_td,0,,,,,
player,201711050nyg,ram,WalkTy00,fumbles_forced,0,,,,,
player,201711050nyg,ram,FoxxMo00,def_int,0,,,,,
player,201711050nyg,ram,FoxxMo00,def_int_yds,0,,,,,
player,201711050nyg,ram,FoxxMo00,def_int_td,0,,,,,
player,201711050nyg,ram,FoxxMo00,def_int_long,0,,,,,
player,201711050nyg,ram,FoxxMo00,pass_defended,0,,,,,
player,201711050nyg,ram,FoxxMo00,sacks,0.0,,,,,
player,201711050nyg,ram,FoxxMo00,tackles_combined,1,,,,,
player,201711050nyg,ram,FoxxMo00,tackles_solo,0,,,,,
player,201711050nyg,ram,FoxxMo00,tackles_assists,1,,,,,
player,201711050nyg,ram,FoxxMo00,tackles_loss,0,,,,,
player,201711050nyg,ram,FoxxMo00,qb_hits,0,,,,,
player,201711050nyg,ram,FoxxMo00,fumbles_rec,0,,,,,
player,201711050nyg,ram,FoxxMo00,fumbles_rec_yds,0,,,,,
player,201711050nyg,ram,FoxxMo00,fumbles_rec_td,0,,,,,
player,201711050nyg,ram,FoxxMo00,fumbles_forced,0,,,,,
player,201711050nyg,ram,WestEt00,def_int,0,,,,,
player,201711050nyg,ram,WestEt00,def_int_yds,0,,,,,
player,201711050nyg,ram,WestEt00,def_int_td,0,,,,,
player,201711050nyg,ram,WestEt00,def_int_long,0,,,,,
player,201711050nyg,ram,WestEt00,pass_defended,0,,,,,
player,201711050nyg,ram,WestEt00,sacks,0.0,,,,,
player,201711050nyg,ram,WestEt00,tackles_combined,0,,,,,
player,201711050nyg,ram,WestEt00,tackles_solo,0,,,,,
player,201711050nyg,ram,WestEt00,tackles_assists,0,,,,,
player,201711050nyg,ram,WestEt00,tackles_loss,0,,,,,
player,201711050nyg,ram,WestEt00,qb_hits,1,,,,,
player,201711050nyg,ram,WestEt00,fumbles_rec,0,,,,,
player,201711050nyg,ram,WestEt00,fumbles_rec_yds,0,,,,,
player,201711050nyg,ram,WestEt00,fumbles_rec_td,0,,,,,
player,201711050nyg,ram,WestEt00,fumbles_forced,0,,,,,
player,201711050nyg,nyg,CollLa00,def_int,0,,,,,
player,201711050nyg,nyg,CollLa00,def_int_yds,0,,,,,
player,201711050nyg,nyg,CollLa00,def_int_td,0,,,,,
player,201711050nyg,nyg,CollLa00,def_int_long,0,,,,,
player,201711050nyg,nyg,CollLa00,pass_defended,0,,,,,
player,201711050nyg,nyg,CollLa00,sacks,0.0,,,,,
player,201711050nyg,nyg,CollLa00,tackles_combined,7,,,,,
player,201711050nyg,nyg,CollLa00,tackles_solo,5,,,,,
player,201711050nyg,nyg,CollLa00,tackles_assists,2,,,,,
player,201711050nyg,nyg,CollLa00,tackles_loss,0,,,,,
player,201711050nyg,nyg,CollLa00,qb_hits,0,,,,,
player,201711050nyg,nyg,CollLa00,fumbles_rec,0,,,,,
player,201711050nyg,nyg,CollLa00,fumbles_rec_yds,0,,,,,
player,201711050nyg,nyg,CollLa00,fumbles_rec_td,0,,,,,
player,201711050nyg,nyg,CollLa00,fumbles_forced,0,,,,,
player,201711050nyg,nyg,HarrDa03,def_int,0,,,,,
player,201711050nyg,nyg,HarrDa03,def_int_yds,0,,,,,
player,201711050nyg,nyg,HarrDa03,def_int_td,0,,,,,
player,201711050nyg,nyg,HarrDa03,def_int_long,0,,,,,
player,201711050nyg,nyg,HarrDa03,pass_defended,0,,,,,
player,201711050nyg,nyg,HarrDa03,sacks,0.0,,,,,
player,201711050nyg,nyg,HarrDa03,tackles_combined,7,,,,,
player,201711050nyg,nyg,HarrDa03,tackles_solo,4,,,,,
player,201711050nyg,nyg,HarrDa03,tackles_assists,3,,,,,
player,201711050nyg,nyg,HarrDa03,tackles_loss,0,,,,,
player,201711050nyg,nyg,HarrDa03,qb_hits,0,,,,,
player,201711050nyg,nyg,HarrDa03,fumbles_rec,0,,,,,
player,201711050nyg,nyg,HarrDa03,fumbles_rec_yds,0,,,,,
player,201711050nyg,nyg,HarrDa03,fumbles_rec_td,0,,,,,
player,201711050nyg,nyg,HarrDa03,fumbles_forced,0,,,,,
player,201711050nyg,nyg,CockRo00,def_int,0,,,,,
player,201711050nyg,nyg,CockRo00,def_int_yds,0,,,,,
player,201711050nyg,nyg,CockRo00,def_int_td,0,,,,,
player,201711050nyg,nyg,CockRo00,def_int_long,0,,,,,
player,201711050nyg,nyg,CockRo00,pass_defended,0,,,,,
player,201711050nyg,nyg,CockRo00,sacks,0.0,,,,,
player,201711050nyg,nyg,CockRo00,tackles_combined,6,,,,,
player,201711050nyg,nyg,CockRo00,tackles_solo,5,,,,,
player,201711050nyg,nyg,CockRo00,tackles_assists,1,,,,,
player,201711050nyg,nyg,CockRo00,tackles_loss,1,,,,,
player,201711050nyg,nyg,CockRo00,qb_hits,0,,,,,
player,201711050nyg,nyg,CockRo00,fumbles_rec,0,,,,,
player,201711050nyg,nyg,CockRo00,fumbles_rec_yds,0,,,,,
player,201711050nyg,nyg,CockRo00,fumbles_rec_td,0,,,,,
player,201711050nyg,nyg,CockRo00,fumbles_forced,0,,,,,
