game,2017,6,20171015,201710150rav,chi,"Chicago Bears",27,rav,"Baltimore Ravens",24
player,201710150rav,chi,CallBr00,def_int,1,,,,,
player,201710150rav,chi,CallBr00,def_int_yds,52,,,,,
player,201710150rav,chi,CallBr00,def_int_td,0,,,,,
player,201710150rav,chi,CallBr00,def_int_long,52,,,,,
player,201710150rav,chi,CallBr00,pass_defended,1,,,,,
player,201710150rav,chi,CallBr00,sacks,0.0,,,,,
player,201710150rav,chi,CallBr00,tackles_combined,4,,,,,
player,201710150rav,chi,CallBr00,tackles_solo,3,,,,,
player,201710150rav,chi,CallBr00,tackles_assists,1,,,,,
player,201710150rav,chi,CallBr00,tackles_loss,0,,,,,
player,201710150rav,chi,CallBr00,qb_hits,0,,,,,
player,201710150rav,chi,CallBr00,fumbles_rec,0,,,,,
player,201710150rav,chi,CallBr00,fumbles_rec_yds,0,,,,,
player,201710150rav,chi,CallBr00,fumbles_rec_td,0,,,,,
player,201710150rav,chi,CallBr00,fumbles_forced,0,,,,,
player,201710150rav,chi,TrevDa00,def_int,0,,,,,
player,201710150rav,chi,TrevDa00,def_int_yds,0,,,,,
player,201710150rav,chi,TrevDa00,def_int_td,0,,,,,
player,201710150rav,chi,TrevDa00,def_int_long,0,,,,,
player,201710150rav,chi,TrevDa00,pass_defended,0,,,,,
player,201710150rav,chi,TrevDa00,sacks,1.0,,,,,
player,201710150rav,chi,TrevDa00,tackles_combined,6,,,,,
player,201710150rav,chi,TrevDa00,tackles_solo,5,,,,,
player,201710150rav,chi,TrevDa00,tackles_assists,1,,,,,
player,201710150rav,chi,TrevDa00,tackles_loss,1,,,,,
player,201710150rav,chi,TrevDa00,qb_hits,1,,,,,
player,201710150rav,chi,TrevDa00,fumbles_rec,1,,,,,
player,201710150rav,chi,TrevDa00,fumbles_rec_yds,0,,,,,
player,201710150rav,chi,TrevDa00,fumbles_rec_td,0,,,,,
player,201710150rav,chi,TrevDa00,fumbles_forced,0,,,,,
player,201710150rav,chi,HickAk00,def_int,0,,,,,
player,201710150rav,chi,HickAk00,def_int_yds,0,,,,,
player,201710150rav,chi,HickAk00,def_int_td,0,,,,,
player,201710150rav,chi,HickAk00,def_int_long,0,,,,,
player,201710150rav,chi,HickAk00,pass_defended,0,,,,,
player,201710150rav,chi,HickAk00,sacks,1.0,,,,,
player,201710150rav,chi,HickAk00,tackles_combined,3,,,,,
player,201710150rav,chi,HickAk00,tackles_solo,3,,,,,
player,201710150rav,chi,HickAk00,tackles_assists,0,,,,,
player,201710150rav,chi,HickAk00,tackles_loss,1,,,,,
player,201710150rav,chi,HickAk00,qb_hits,1,,,,,
player,201710150rav,chi,HickAk00,fumbles_rec,0,,,,,
player,201710150rav,chi,HickAk00,fumbles_rec_yds,0,,,,,
player,201710150rav,chi,HickAk00,fumbles_rec_td,0,,,,,
player,201710150rav,chi,HickAk00,fumbles_forced,0,,,,,
player,201710150rav,chi,McPhPe00,def_int,0,,,,,
player,201710150rav,chi,McPhPe00,def_int_yds,0,,,,,
player,201710150rav,chi,McPhPe00,def_int_td,0,,,,,
player,201710150rav,chi,McPhPe00,def_int_long,0,,,,,
player,201710150rav,chi,McPhPe00,pass_defended,0,,,,,
player,201710150rav,chi,McPhPe00,sacks,1.0,,,,,
player,201710150rav,chi,McPhPe00,tackles_combined,2,,,,,
player,201710150rav,chi,McPhPe00,tackles_solo,2,,,,,
player,201710150rav,chi,McPhPe00,tackles_assists,0,,,,,
player,201710150rav,chi,McPhPe00,tackles_loss,1,,,,,
player,201710150rav,chi,McPhPe00,qb_hits,1,,,,,
player,201710150rav,chi,McPhPe00,fumbles_rec,0,,,,,
player,201710150rav,chi,McPhPe00,fumbles_rec_yds,0,,,,,
player,201710150rav,chi,McPhPe00,fumbles_rec_td,0,,,,,
player,201710150rav,chi,McPhPe00,fumbles_forced,0,,,,,
player,201710150rav,chi,JoneCh05,def_int,0,,,,,
player,201710150rav,chi,JoneCh05,def_int_yds,0,,,,,
player,201710150rav,chi,JoneCh05,def_int_td,0,,,,,
player,201710150rav,chi,JoneCh05,def_int_long,0,,,,,
player,201710150rav,chi,JoneCh05,pass_defended,0,,,,,
player,201710150rav,chi,JoneCh05,sacks,0.0,,,,,
player,201710150rav,chi,JoneCh05,tackles_combined,8,,,,,
player,201710150rav,chi,JoneCh05,tackles_solo,4,,,,,
player,201710150rav,chi,JoneCh05,tackles_assists,4,,,,,
player,201710150rav,chi,JoneCh05,tackles_loss,0,,,,,
player,201710150rav,chi,JoneCh05,qb_hits,0,,,,,
player,201710150rav,chi,JoneCh05,fumbles_rec,0,,,,,
player,201710150rav,chi,JoneCh05,fumbles_rec_yds,0,,,,,
player,201710150rav,chi,JoneCh05,fumbles_rec_td,0,,,,,
player,201710150rav,chi,JoneCh05,fumbles_forced,1,,,,,
player,201710150rav,chi,FullKy00,def_int,0,,,,,
player,201710150rav,chi,FullKy00,def_int_yds,0,,,,,
player,201710150rav,chi,FullKy00,def_int_td,0,,,,,
player,201710150rav,chi,FullKy00,def_int_long,0,,,,,
player,201710150rav,chi,FullKy00,pass_defended,3,,,,,
player,201710150rav,chi,FullKy00,sacks,0.0,,,,,
player,201710150rav,chi,FullKy00,tackles_combined,6,,,,,
player,201710150rav,chi,FullKy00,tackles_solo,5,,,,,
player,201710150rav,chi,FullKy00,tackles_assists,1,,,,,
player,201710150rav,chi,FullKy00,tackles_loss,0,,,,,
player,201710150rav,chi,FullKy00,qb_hits,0,,,,,
player,201710150rav,chi,FullKy00,fumbles_rec,0,,,,,
player,201710150rav,chi,FullKy00,fumbles_rec_yds,0,,,,,
player,201710150rav,chi,FullKy00,fumbles_rec_td,0,,,,,
player,201710150rav,chi,FullKy00,fumbles_forced,0,,,,,
player,201710150rav,chi,GoldEd00,def_int,0,,,,,
player,201710150rav,chi,GoldEd00,def_int_yds,0,,,,,
player,201710150rav,chi,GoldEd00,def_int_td,0,,,,,
player,201710150rav,chi,GoldEd00,def_int_long,0,,,,,
player,201710150rav,chi,GoldEd00,pass_defended,0,,,,,
player,201710150rav,chi,GoldEd00,sacks,0.0,,,,,
player,201710150rav,chi,GoldEd00,tackles_combined,6,,,,,
player,201710150rav,chi,GoldEd00,tackles_solo,6,,,,,
player,201710150rav,chi,GoldEd00,tackles_assists,0,,,,,
player,201710150rav,chi,GoldEd00,tackles_loss,1,,,,,
player,201710150rav,chi,GoldEd00,qb_hits,0,,,,,
player,201710150rav,chi,GoldEd00,fumbles_rec,0,,,,,
player,201710150rav,chi,GoldEd00,fumbles_rec_yds,0,,,,,
player,201710150rav,chi,GoldEd00,fumbles_rec_td,0,,,,,
player,201710150rav,chi,GoldEd00,fumbles_forced,0,,,,,
player,201710150rav,chi,JackEd01,def_int,0,,,,,
player,201710150rav,chi,JackEd01,def_int_yds,0,,,,,
player,201710150rav,chi,JackEd01,def_int_td,0,,,,,
player,201710150rav,chi,JackEd01,def_int_long,0,,,,,
player,201710150rav,chi,JackEd01,pass_defended,1,,,,,
player,201710150rav,chi,JackEd01,sacks,0.0,,,,,
player,201710150rav,chi,JackEd01,tackles_combined,6,,,,,
player,201710150rav,chi,JackEd01,tackles_solo,5,,,,,
player,201710150rav,chi,JackEd01,tackles_assists,1,,,,,
player,201710150rav,chi,JackEd01,tackles_loss,0,,,,,
player,201710150rav,chi,JackEd01,qb_hits,0,,,,,
player,201710150rav,chi,JackEd01,fumbles_rec,0,,,,,
player,201710150rav,chi,JackEd01,fumbles_rec_yds,0,,,,,
player,201710150rav,chi,JackEd01,fumbles_rec_td,0,,,,,
player,201710150rav,chi,JackEd01,fumbles_forced,0,,,,,
player,201710150rav,chi,AchoSa00,def_int,0,,,,,
player,201710150rav,chi,AchoSa00,def_int_yds,0,,,,,
player,201710150rav,chi,AchoSa00,def_int_td,0,,,,,
player,201710150rav,chi,AchoSa00,def_int_long,0,,,,,
player,201710150rav,chi,AchoSa00,pass_defended,0,,,,,
player,201710150rav,chi,AchoSa00,sacks,0.0,,,,,
player,201710150rav,chi,AchoSa00,tackles_combined,3,,,,,
player,201710150rav,chi,AchoSa00,tackles_solo,3,,,,,
player,201710150rav,chi,AchoSa00,tackles_assists,0,,,,,
player,201710150rav,chi,AchoSa00,tackles_loss,0,,,,,
player,201710150rav,chi,AchoSa00,qb_hits,0,,,,,
player,201710150rav,chi,AchoSa00,fumbles_rec,0,,,,,
player,201710150rav,chi,AchoSa00,fumbles_rec_yds,0,,,,,
player,201710150rav,chi,AchoSa00,fumbles_rec_td,0,,,,,
player,201710150rav,chi,AchoSa00,fumbles_forced,0,,,,,
player,201710150rav,chi,AmukPr00,def_int,0,,,,,
player,201710150rav,chi,AmukPr00,def_int_yds,0,,,,,
player,201710150rav,chi,AmukPr00,def_int_td,0,,,,,
player,201710150rav,chi,AmukPr00,def_int_long,0,,,,,
player,201710150rav,chi,AmukPr00,pass_defended,0,,,,,
player,201710150rav,chi,AmukPr00,sacks,0.0,,,,,
player,201710150rav,chi,AmukPr00,tackles_combined,2,,,,,
player,201710150rav,chi,AmukPr00,tackles_solo,2,,,,,
player,201710150rav,chi,AmukPr00,tackles_assists,0,,,,,
player,201710150rav,chi,AmukPr00,tackles_loss,0,,,,,
player,201710150rav,chi,AmukPr00,qb_hits,0,,,,,
player,201710150rav,chi,AmukPr00,fumbles_rec,0,,,,,
player,201710150rav,chi,AmukPr00,fumbles_rec_yds,0,,,,,
player,201710150rav,chi,AmukPr00,fumbles_rec_td,0,,,,,
player,201710150rav,chi,AmukPr00,fumbles_forced,0,,,,,
player,201710150rav,chi,CunnBe01,def_int,0,,,,,
player,201710150rav,chi,CunnBe01,def_int_yds,0,,,,,
player,201710150rav,chi,CunnBe01,def_int_td,0,,,,,
player,201710150rav,chi,CunnBe01,def_int_long,0,,,,,
player,201710150rav,chi,CunnBe01,pass_defended,0,,,,,
player,201710150rav,chi,CunnBe01,sacks,0.0,,,,,
player,201710150rav,chi,CunnBe01,tackles_combined,2,,,,,
player,201710150rav,chi,CunnBe01,tackles_solo,2,,,,,
player,201710150rav,chi,CunnBe01,tackles_assists,0,,,,,
player,201710150rav,chi,CunnBe01,tackles_loss,0,,,,,
player,201710150rav,chi,CunnBe01,qb_hits,0,,,,,
player,201710150rav,chi,CunnBe01,fumbles_rec,0,,,,,
player,201710150rav,chi,CunnBe01,fumbles_rec_yds,0,,,,,
player,201710150rav,chi,CunnBe01,fumbles_rec_td,0,,,,,
player,201710150rav,chi,CunnBe01,fumbles_forced,0,,,,,
player,201710150rav,chi,FloyLe00,def_int,0,,,,,
player,201710150rav,chi,FloyLe00,def_int_yds,0,,,,,
player,201710150rav,chi,FloyLe00,def_int_td,0,,,,,
player,201710150rav,chi,FloyLe00,def_int_long,0,,,,,
player,201710150rav,chi,FloyLe00,pass_defended,0,,,,,
player,201710150rav,chi,FloyLe00,sacks,0.0,,,,,
player,201710150rav,chi,FloyLe00,tackles_combined,2,,,,,
player,201710150rav,chi,FloyLe00,tackles_solo,0,,,,,
player,201710150rav,chi,FloyLe00,tackles_assists,2,,,,,
player,201710150rav,chi,FloyLe00,tackles_loss,0,,,,,
player,201710150rav,chi,FloyLe00,qb_hits,0,,,,,
player,201710150rav,chi,FloyLe00,fumbles_rec,0,,,,,
player,201710150rav,chi,FloyLe00,fumbles_rec_yds,0,,,,,
player,201710150rav,chi,FloyLe00,fumbles_rec_td,0,,,,,
player,201710150rav,chi,FloyLe00,fumbles_forced,0,,,,,
player,201710150rav,chi,UnreMi00,def_int,0,,,,,
player,201710150rav,chi,UnreMi00,def_int_yds,0,,,,,
player,201710150rav,chi,UnreMi00,def_int_td,0,,,,,
player,201710150rav,chi,UnreMi00,def_int_long,0,,,,,
player,201710150rav,chi,UnreMi00,pass_defended,0,,,,,
player,201710150rav,chi,UnreMi00,sacks,0.0,,,,,
player,201710150rav,chi,UnreMi00,tackles_combined,2,,,,,
player,201710150rav,chi,UnreMi00,tackles_solo,2,,,,,
player,201710150rav,chi,UnreMi00,tackles_assists,0,,,,,
player,201710150rav,chi,UnreMi00,tackles_loss,0,,,,,
player,201710150rav,chi,UnreMi00,qb_hits,0,,,,,
player,201710150rav,chi,UnreMi00,fumbles_rec,0,,,,,
player,201710150rav,chi,UnreMi00,fumbles_rec_yds,0,,,,,
player,201710150rav,chi,UnreMi00,fumbles_rec_td,0,,,,,
player,201710150rav,chi,UnreMi00,fumbles_forced,0,,,,,
player,201710150rav,chi,AndeJo01,def_int,0,,,,,
player,201710150rav,chi,AndeJo01,def_int_yds,0,,,,,
player,201710150rav,chi,AndeJo01,def_int_td,0,,,,,
player,201710150rav,chi,AndeJo01,def_int_long,0,,,,,
player,201710150rav,chi,AndeJo01,pass_defended,0,,,,,
player,201710150rav,chi,AndeJo01,sacks,0.0,,,,,
player,201710150rav,chi,AndeJo01,tackles_combined,1,,,,,
player,201710150rav,chi,AndeJo01,tackles_solo,1,,,,,
player,201710150rav,chi,AndeJo01,tackles_assists,0,,,,,
player,201710150rav,chi,AndeJo01,tackles_loss,0,,,,,
player,201710150rav,chi,AndeJo01,qb_hits,0,,,,,
player,201710150rav,chi,AndeJo01,fumbles_rec,0,,,,,
player,201710150rav,chi,AndeJo01,fumbles_rec_yds,0,,,,,
player,201710150rav,chi,AndeJo01,fumbles_rec_td,0,,,,,
player,201710150rav,chi,AndeJo01,fumbles_forced,0,,,,,
player,201710150rav,chi,BellJo02,def_int,0,,,,,
player,201710150rav,chi,BellJo02,def_int_yds,0,,,,,
player,201710150rav,chi,BellJo02,def_int_td,0,,,,,
player,201710150rav,chi,BellJo02,def_int_long,0,,,,,
player,201710150rav,chi,BellJo02,pass_defended,0,,,,,
player,201710150rav,chi,BellJo02,sacks,0.0,,,,,
player,201710150rav,chi,BellJo02,tackles_combined,1,,,,,
player,201710150rav,chi,BellJo02,tackles_solo,1,,,,,
player,201710150rav,chi,BellJo02,tackles_assists,0,,,,,
player,201710150rav,chi,BellJo02,tackles_loss,0,,,,,
player,201710150rav,chi,BellJo02,qb_hits,0,,,,,
player,201710150rav,chi,BellJo02,fumbles_rec,0,,,,,
player,201710150rav,chi,BellJo02,fumbles_rec_yds,0,,,,,
player,201710150rav,chi,BellJo02,fumbles_rec_td,0,,,,,
player,201710150rav,chi,BellJo02,fumbles_forced,0,,,,,
player,201710150rav,chi,BushDe00,def_int,0,,,,,
player,201710150rav,chi,BushDe00,def_int_yds,0,,,,,
player,201710150rav,chi,BushDe00,def_int_td,0,,,,,
player,201710150rav,chi,BushDe00,def_int_long,0,,,,,
player,201710150rav,chi,BushDe00,pass_defended,0,,,,,
player,201710150rav,chi,BushDe00,sacks,0.0,,,,,
player,201710150rav,chi,BushDe00,tackles_combined,1,,,,,
player,201710150rav,chi,BushDe00,tackles_solo,1,,,,,
player,201710150rav,chi,BushDe00,tackles_assists,0,,,,,
player,201710150rav,chi,BushDe00,tackles_loss,0,,,,,
player,201710150rav,chi,BushDe00,qb_hits,0,,,,,
player,201710150rav,chi,BushDe00,fumbles_rec,0,,,,,
player,201710150rav,chi,BushDe00,fumbles_rec_yds,0,,,,,
player,201710150rav,chi,BushDe00,fumbles_rec_td,0,,,,,
player,201710150rav,chi,BushDe00,fumbles_forced,0,,,,,
player,201710150rav,chi,LeBlCr01,def_int,0,,,,,
player,201710150rav,chi,LeBlCr01,def_int_yds,0,,,,,
player,201710150rav,chi,LeBlCr01,def_int_td,0,,,,,
player,201710150rav,chi,LeBlCr01,def_int_long,0,,,,,
player,201710150rav,chi,LeBlCr01,pass_defended,0,,,,,
player,201710150rav,chi,LeBlCr01,sacks,0.0,,,,,
player,201710150rav,chi,LeBlCr01,tackles_combined,1,,,,,
player,201710150rav,chi,LeBlCr01,tackles_solo,1,,,,,
player,201710150rav,chi,LeBlCr01,tackles_assists,0,,,,,
player,201710150rav,chi,LeBlCr01,tackles_loss,0,,,,,
player,201710150rav,chi,LeBlCr01,qb_hits,0,,,,,
player,201710150rav,chi,LeBlCr01,fumbles_rec,0,,,,,
player,201710150rav,chi,LeBlCr01,fumbles_rec_yds,0,,,,,
player,201710150rav,chi,LeBlCr01,fumbles_rec_td,0,,,,,
player,201710150rav,chi,LeBlCr01,fumbles_forced,0,,,,,
player,201710150rav,chi,RobeRo00,def_int,0,,,,,
player,201710150rav,chi,RobeRo00,def_int_yds,0,,,,,
player,201710150rav,chi,RobeRo00,def_int_td,0,,,,,
player,201710150rav,chi,RobeRo00,def_int_long,0,,,,,
player,201710150rav,chi,RobeRo00,pass_defended,0,,,,,
player,201710150rav,chi,RobeRo00,sacks,0.0,,,,,
player,201710150rav,chi,RobeRo00,tackles_combined,1,,,,,
player,201710150rav,chi,RobeRo00,tackles_solo,1,,,,,
player,201710150rav,chi,RobeRo00,tackles_assists,0,,,,,
player,201710150rav,chi,RobeRo00,tackles_loss,0,,,,,
player,201710150rav,chi,RobeRo00,qb_hits,0,,,,,
player,201710150rav,chi,RobeRo00,fumbles_rec,0,,,,,
player,201710150rav,chi,RobeRo00,fumbles_rec_yds,0,,,,,
player,201710150rav,chi,RobeRo00,fumbles_rec_td,0,,,,,
player,201710150rav,chi,RobeRo00,fumbles_forced,0,,,,,
player,201710150rav,rav,JudoMa00,def_int,0,,,,,
player,201710150rav,rav,JudoMa00,def_int_yds,0,,,,,
player,201710150rav,rav,JudoMa00,def_int_td,0,,,,,
player,201710150rav,rav,JudoMa00,def_int_long,0,,,,,
player,201710150rav,rav,JudoMa00,pass_defended,0,,,,,
player,201710150rav,rav,JudoMa00,sacks,2.0,,,,,
player,201710150rav,rav,JudoMa00,tackles_combined,14,,,,,
player,201710150rav,rav,JudoMa00,tackles_solo,12,,,,,
player,201710150rav,rav,JudoMa00,tackles_assists,2,,,,,
player,201710150rav,rav,JudoMa00,tackles_loss,4,,,,,
player,201710150rav,rav,JudoMa00,qb_hits,3,,,,,
player,201710150rav,rav,JudoMa00,fumbles_rec,0,,,,,
player,201710150rav,rav,JudoMa00,fumbles_rec_yds,0,,,,,
player,201710150rav,rav,JudoMa00,fumbles_rec_td,0,,,,,
player,201710150rav,rav,JudoMa00,fumbles_forced,0,,,,,
player,201710150rav,rav,WebbLa99,def_int,0,,,,,
player,201710150rav,rav,WebbLa99,def_int_yds,0,,,,,
player,201710150rav,rav,WebbLa99,def_int_td,0,,,,,
player,201710150rav,rav,WebbLa99,def_int_long,0,,,,,
player,201710150rav,rav,WebbLa99,pass_defended,0,,,,,
player,201710150rav,rav,WebbLa99,sacks,1.0,,,,,
player,201710150rav,rav,WebbLa99,tackles_combined,3,,,,,
player,201710150rav,rav,WebbLa99,tackles_solo,3,,,,,
player,201710150rav,rav,WebbLa99,tackles_assists,0,,,,,
player,201710150rav,rav,WebbLa99,tackles_loss,0,,,,,
player,201710150rav,rav,WebbLa99,qb_hits,0,,,,,
player,201710150rav,rav,WebbLa99,fumbles_rec,0,,,,,
player,201710150rav,rav,WebbLa99,fumbles_rec_yds,0,,,,,
player,201710150rav,rav,WebbLa99,fumbles_rec_td,0,,,,,
player,201710150rav,rav,WebbLa99,fumbles_forced,1,,,,,
player,201710150rav,rav,SuggTe99,def_int,0,,,,,
player,201710150rav,rav,SuggTe99,def_int_yds,0,,,,,
player,201710150rav,rav,SuggTe99,def_int_td,0,,,,,
player,201710150rav,rav,SuggTe99,def_int_long,0,,,,,
player,201710150rav,rav,SuggTe99,pass_defended,0,,,,,
player,201710150rav,rav,SuggTe99,sacks,0.5,,,,,
player,201710150rav,rav,SuggTe99,tackles_combined,4,,,,,
player,201710150rav,rav,SuggTe99,tackles_solo,3,,,,,
player,201710150rav,rav,SuggTe99,tackles_assists,1,,,,,
player,201710150rav,rav,SuggTe99,tackles_loss,2,,,,,
player,201710150rav,rav,SuggTe99,qb_hits,2,,,,,
player,201710150rav,rav,SuggTe99,fumbles_rec,0,,,,,
player,201710150rav,rav,SuggTe99,fumbles_rec_yds,0,,,,,
player,201710150rav,rav,SuggTe99,fumbles_rec_td,0,,,,,
player,201710150rav,rav,SuggTe99,fumbles_forced,0,,,,,
player,201710150rav,rav,HenrWi00,def_int,0,,,,,
player,201710150rav,rav,HenrWi00,def_int_yds,0,,,,,
player,201710150rav,rav,HenrWi00,def_int_td,0,,,,,
player,201710150rav,rav,HenrWi00,def_int_long,0,,,,,
player,201710150rav,rav,HenrWi00,pass_defended,0,,,,,
player,201710150rav,rav,HenrWi00,sacks,0.5,,,,,
player,201710150rav,rav,HenrWi00,tackles_combined,3,,,,,
player,201710150rav,rav,HenrWi00,tackles_solo,2,,,,,
player,201710150rav,rav,HenrWi00,tackles_assists,1,,,,,
player,201710150rav,rav,HenrWi00,tackles_loss,1,,,,,
player,201710150rav,rav,HenrWi00,qb_hits,1,,,,,
player,201710150rav,rav,HenrWi00,fumbles_rec,0,,,,,
player,201710150rav,rav,HenrWi00,fumbles_rec_yds,0,,,,,
player,201710150rav,rav,HenrWi00,fumbles_rec_td,0,,,,,
player,201710150rav,rav,HenrWi00,fumbles_forced,0,,,,,
player,201710150rav,rav,MoslC.00,def_int,0,,,,,
player,201710150rav,rav,MoslC.00,def_int_yds,0,,,,,
player,201710150rav,rav,MoslC.00,def_int_td,0,,,,,
player,201710150rav,rav,MoslC.00,def_int_long,0,,,,,
player,201710150rav,rav,MoslC.00,pass_defended,0,,,,,
player,201710150rav,rav,MoslC.00,sacks,0.0,,,,,
player,201710150rav,rav,MoslC.00,tackles_combined,11,,,,,
player,201710150rav,rav,MoslC.00,tackles_solo,8,,,,,
player,201710150rav,rav,MoslC.00,tackles_assists,3,,,,,
player,201710150rav,rav,MoslC.00,tackles_loss,1,,,,,
player,201710150rav,rav,MoslC.00,qb_hits,0,,,,,
player,201710150rav,rav,MoslC.00,fumbles_rec,1,,,,,
player,201710150rav,rav,MoslC.00,fumbles_rec_yds,0,,,,,
player,201710150rav,rav,MoslC.00,fumbles_rec_td,0,,,,,
player,201710150rav,rav,MoslC.00,fumbles_forced,0,,,,,
player,201710150rav,rav,OnwuPa00,def_int,0,,,,,
player,201710150rav,rav,OnwuPa00,def_int_yds,0,,,,,
player,201710150rav,rav,OnwuPa00,def_int_td,0,,,,,
player,201710150rav,rav,OnwuPa00,def_int_long,0,,,,,
player,201710150rav,rav,OnwuPa00,pass_defended,0,,,,,
player,201710150rav,rav,OnwuPa00,sacks,0.0,,,,,
player,201710150rav,rav,OnwuPa00,tackles_combined,7,,,,,
player,201710150rav,rav,OnwuPa00,tackles_solo,5,,,,,
player,201710150rav,rav,OnwuPa00,tackles_assists,2,,,,,
player,201710150rav,rav,OnwuPa00,tackles_loss,0,,,,,
player,201710150rav,rav,OnwuPa00,qb_hits,0,,,,,
player,201710150rav,rav,OnwuPa00,fumbles_rec,0,,,,,
player,201710150rav,rav,OnwuPa00,fumbles_rec_yds,0,,,,,
player,201710150rav,rav,OnwuPa00,fumbles_rec_td,0,,,,,
player,201710150rav,rav,OnwuPa00,fumbles_forced,0,,,,,
player,201710150rav,rav,PierMi00,def_int,0,,,,,
player,201710150rav,rav,PierMi00,def_int_yds,0,,,,,
player,201710150rav,rav,PierMi00,def_int_td,0,,,,,
player,201710150rav,rav,PierMi00,def_int_long,0,,,,,
player,201710150rav,rav,PierMi00,pass_defended,0,,,,,
player,201710150rav,rav,PierMi00,sacks,0.0,,,,,
player,201710150rav,rav,PierMi00,tackles_combined,6,,,,,
player,201710150rav,rav,PierMi00,tackles_solo,6,,,,,
player,201710150rav,rav,PierMi00,tackles_assists,0,,,,,
player,201710150rav,rav,PierMi00,tackles_loss,1,,,,,
player,201710150rav,rav,PierMi00,qb_hits,0,,,,,
player,201710150rav,rav,PierMi00,fumbles_rec,1,,,,,
player,201710150rav,rav,PierMi00,fumbles_rec_yds,0,,,,,
player,201710150rav,rav,PierMi00,fumbles_rec_td,0,,,,,
player,201710150rav,rav,PierMi00,fumbles_forced,0,,,,,
player,201710150rav,rav,WeddEr99,def_int,0,,,,,
player,201710150rav,rav,WeddEr99,def_int_yds,0,,,,,
player,201710150rav,rav,WeddEr99,def_int_td,0,,,,,
player,201710150rav,rav,WeddEr99,def_int_long,0,,,,,
player,201710150rav,rav,WeddEr99,pass_defended,0,,,,,
player,201710150rav,rav,WeddEr99,sacks,0.0,,,,,
player,201710150rav,rav,WeddEr99,tackles_combined,5,,,,,
player,201710150rav,rav,WeddEr99,tackles_solo,5,,,,,
player,201710150rav,rav,WeddEr99,tackles_assists,0,,,,,
player,201710150rav,rav,WeddEr99,tackles_loss,1,,,,,
player,201710150rav,rav,WeddEr99,qb_hits,0,,,,,
player,201710150rav,rav,WeddEr99,fumbles_rec,0,,,,,
player,201710150rav,rav,WeddEr99,fumbles_rec_yds,0,,,,,
player,201710150rav,rav,WeddEr99,fumbles_rec_td,0,,,,,
player,201710150rav,rav,WeddEr99,fumbles_forced,1,,,,,
player,201710150rav,rav,JeffTo00,def_int,0,,,,,
player,201710150rav,rav,JeffTo00,def_int_yds,0,,,,,
player,201710150rav,rav,JeffTo00,def_int_td,0,,,,,
player,201710150rav,rav,JeffTo00,def_int_long,0,,,,,
player,201710150rav,rav,JeffTo00,pass_defended,0,,,,,
player,201710150rav,rav,JeffTo00,sacks,0.0,,,,,
player,201710150rav,rav,JeffTo00,tackles_combined,4,,,,,
player,201710150rav,rav,JeffTo00,tackles_solo,2,,,,,
player,201710150rav,rav,JeffTo00,tackles_assists,2,,,,,
player,201710150rav,rav,JeffTo00,tackles_loss,0,,,,,
player,201710150rav,rav,JeffTo00,qb_hits,0,,,,,
player,201710150rav,rav,JeffTo00,fumbles_rec,0,,,,,
player,201710150rav,rav,JeffTo00,fumbles_rec_yds,0,,,,,
player,201710150rav,rav,JeffTo00,fumbles_rec_td,0,,,,,
player,201710150rav,rav,JeffTo00,fumbles_forced,0,,,,,
player,201710150rav,rav,LeviAn00,def_int,0,,,,,
player,201710150rav,rav,LeviAn00,def_int_yds,0,,,,,
player,201710150rav,rav,LeviAn00,def_int_td,0,,,,,
player,201710150rav,rav,LeviAn00,def_int_long,0,,,,,
player,201710150rav,rav,LeviAn00,pass_defended,0,,,,,
player,201710150rav,rav,LeviAn00,sacks,0.0,,,,,
player,201710150rav,rav,LeviAn00,tackles_combined,3,,,,,
player,201710150rav,rav,LeviAn00,tackles_solo,1,,,,,
player,201710150rav,rav,LeviAn00,tackles_assists,2,,,,,
player,201710150rav,rav,LeviAn00,tackles_loss,0,,,,,
player,201710150rav,rav,LeviAn00,qb_hits,0,,,,,
player,201710150rav,rav,LeviAn00,fumbles_rec,0,,,,,
player,201710150rav,rav,LeviAn00,fumbles_rec_yds,0,,,,,
player,201710150rav,rav,LeviAn00,fumbles_rec_td,0,,,,,
player,201710150rav,rav,LeviAn00,fumbles_forced,0,,,,,
player,201710150rav,rav,MattCh00,def_int,0,,,,,
player,201710150rav,rav,MattCh00,def_int_yds,0,,,,,
player,201710150rav,rav,MattCh00,def_int_td,0,,,,,
player,201710150rav,rav,MattCh00,def_int_long,0,,,,,
player,201710150rav,rav,MattCh00,pass_defended,0,,,,,
player,201710150rav,rav,MattCh00,sacks,0.0,,,,,
player,201710150rav,rav,MattCh00,tackles_combined,3,,,,,
player,201710150rav,rav,MattCh00,tackles_solo,3,,,,,
player,201710150rav,rav,MattCh00,tackles_assists,0,,,,,
player,201710150rav,rav,MattCh00,tackles_loss,0,,,,,
player,201710150rav,rav,MattCh00,qb_hits,0,,,,,
player,201710150rav,rav,MattCh00,fumbles_rec,0,,,,,
player,201710150rav,rav,MattCh00,fumbles_rec_yds,0,,,,,
player,201710150rav,rav,MattCh00,fumbles_rec_td,0,,,,,
player,201710150rav,rav,MattCh00,fumbles_forced,0,,,,,
player,201710150rav,rav,RicaPa00,def_int,0,,,,,
player,201710150rav,rav,RicaPa00,def_int_yds,0,,,,,
player,201710150rav,rav,RicaPa00,def_int_td,0,,,,,
