game,2017,9,20171105,201711050dal,kan,"Kansas City Chiefs",17,dal,"Dallas Cowboys",28
player,201711050dal,dal,FrazKa00,tackles_loss,0,,,,,
player,201711050dal,dal,FrazKa00,qb_hits,0,,,,,
player,201711050dal,dal,FrazKa00,fumbles_rec,0,,,,,
player,201711050dal,dal,FrazKa00,fumbles_rec_yds,0,,,,,
player,201711050dal,dal,FrazKa00,fumbles_rec_td,0,,,,,
player,201711050dal,dal,FrazKa00,fumbles_forced,0,,,,,
player,201711050dal,dal,HannJa00,def_int,0,,,,,
player,201711050dal,dal,HannJa00,def_int_yds,0,,,,,
player,201711050dal,dal,HannJa00,def_int_td,0,,,,,
player,201711050dal,dal,HannJa00,def_int_long,0,,,,,
player,201711050dal,dal,HannJa00,pass_defended,0,,,,,
player,201711050dal,dal,HannJa00,sacks,0.0,,,,,
player,201711050dal,dal,HannJa00,tackles_combined,1,,,,,
player,201711050dal,dal,HannJa00,tackles_solo,1,,,,,
player,201711050dal,dal,HannJa00,tackles_assists,0,,,,,
player,201711050dal,dal,HannJa00,tackles_loss,0,,,,,
player,201711050dal,dal,HannJa00,qb_hits,0,,,,,
player,201711050dal,dal,HannJa00,fumbles_rec,0,,,,,
player,201711050dal,dal,HannJa00,fumbles_rec_yds,0,,,,,
player,201711050dal,dal,HannJa00,fumbles_rec_td,0,,,,,
player,201711050dal,dal,HannJa00,fumbles_forced,0,,,,,
player,201711050dal,dal,MayoBe00,def_int,0,,,,,
player,201711050dal,dal,MayoBe00,def_int_yds,0,,,,,
player,201711050dal,dal,MayoBe00,def_int_td,0,,,,,
player,201711050dal,dal,MayoBe00,def_int_long,0,,,,,
player,201711050dal,dal,MayoBe00,pass_defended,0,,,,,
player,201711050dal,dal,MayoBe00,sacks,0.0,,,,,
player,201711050dal,dal,MayoBe00,tackles_combined,1,,,,,
player,201711050dal,dal,MayoBe00,tackles_solo,0,,,,,
player,201711050dal,dal,MayoBe00,tackles_assists,1,,,,,
player,201711050dal,dal,MayoBe00,tackles_loss,0,,,,,
player,201711050dal,dal,MayoBe00,qb_hits,0,,,,,
player,201711050dal,dal,MayoBe00,fumbles_rec,0,,,,,
player,201711050dal,dal,MayoBe00,fumbles_rec_yds,0,,,,,
player,201711050dal,dal,MayoBe00,fumbles_rec_td,0,,,,,
player,201711050dal,dal,MayoBe00,fumbles_forced,0,,,,,
player,201711050dal,dal,PricBr00,def_int,0,,,,,
player,201711050dal,dal,PricBr00,def_int_yds,0,,,,,
player,201711050dal,dal,PricBr00,def_int_td,0,,,,,
player,201711050dal,dal,PricBr00,def_int_long,0,,,,,
player,201711050dal,dal,PricBr00,pass_defended,0,,,,,
player,201711050dal,dal,PricBr00,sacks,0.0,,,,,
player,201711050dal,dal,PricBr00,tackles_combined,1,,,,,
player,201711050dal,dal,PricBr00,tackles_solo,0,,,,,
player,201711050dal,dal,PricBr00,tackles_assists,1,,,,,
player,201711050dal,dal,PricBr00,tackles_loss,0,,,,,
player,201711050dal,dal,PricBr00,qb_hits,0,,,,,
player,201711050dal,dal,PricBr00,fumbles_rec,0,,,,,
player,201711050dal,dal,PricBr00,fumbles_rec_yds,0,,,,,
player,201711050dal,dal,PricBr00,fumbles_rec_td,0,,,,,
player,201711050dal,dal,PricBr00,fumbles_forced,0,,,,,
player,201711050dal,kan,ThomDe05,kick_ret,1,,,,,
player,201711050dal,kan,ThomDe05,kick_ret_yds,30,,,,,
player,201711050dal,kan,ThomDe05,kick_ret_yds_per_ret,30.0,,,,,
player,201711050dal,kan,ThomDe05,kick_ret_td,0,,,,,
player,201711050dal,kan,ThomDe05,kick_ret_long,30,,,,,
player,201711050dal,kan,ThomDe05,punt_ret,1,,,,,
player,201711050dal,kan,ThomDe05,punt_ret_yds,0,,,,,
player,201711050dal,kan,ThomDe05,punt_ret_yds_per_ret,0.0,,,,,
player,201711050dal,kan,ThomDe05,punt_ret_td,0,,,,,
player,201711050dal,kan,ThomDe05,punt_ret_long,0,,,,,
player,201711050dal,kan,HillTy00,kick_ret,0,,,,,
player,201711050dal,kan,HillTy00,kick_ret_yds,0,,,,,
player,201711050dal,kan,HillTy00,kick_ret_yds_per_ret,,,,,,
player,201711050dal,kan,HillTy00,kick_ret_td,0,,,,,
player,201711050dal,kan,HillTy00,kick_ret_long,0,,,,,
player,201711050dal,kan,HillTy00,punt_ret,1,,,,,
player,201711050dal,kan,HillTy00,punt_ret_yds,0,,,,,
player,201711050dal,kan,HillTy00,punt_ret_yds_per_ret,0.0,,,,,
player,201711050dal,kan,HillTy00,punt_ret_td,0,,,,,
player,201711050dal,kan,HillTy00,punt_ret_long,0,,,,,
player,201711050dal,kan,HuntAk01,kick_ret,2,,,,,
player,201711050dal,kan,HuntAk01,kick_ret_yds,51,,,,,
player,201711050dal,kan,HuntAk01,kick_ret_yds_per_ret,25.5,,,,,
player,201711050dal,kan,HuntAk01,kick_ret_td,0,,,,,
player,201711050dal,kan,HuntAk01,kick_ret_long,26,,,,,
player,201711050dal,kan,HuntAk01,punt_ret,0,,,,,
player,201711050dal,kan,HuntAk01,punt_ret_yds,0,,,,,
player,201711050dal,kan,HuntAk01,punt_ret_yds_per_ret,,,,,,
player,201711050dal,kan,HuntAk01,punt_ret_td,0,,,,,
player,201711050dal,kan,HuntAk01,punt_ret_long,0,,,,,
player,201711050dal,dal,SwitRy00,kick_ret,0,,,,,
player,201711050dal,dal,SwitRy00,kick_ret_yds,0,,,,,
player,201711050dal,dal,SwitRy00,kick_ret_yds_per_ret,,,,,,
player,201711050dal,dal,SwitRy00,kick_ret_td,0,,,,,
player,201711050dal,dal,SwitRy00,kick_ret_long,0,,,,,
player,201711050dal,dal,SwitRy00,punt_ret,2,,,,,
player,201711050dal,dal,SwitRy00,punt_ret_yds,1,,,,,
player,201711050dal,dal,SwitRy00,punt_ret_yds_per_ret,0.5,,,,,
player,201711050dal,dal,SwitRy00,punt_ret_td,0,,,,,
player,201711050dal,dal,SwitRy00,punt_ret_long,1,,,,,
player,201711050dal,kan,ButkHa00,xpm,2,,,,,
player,201711050dal,kan,ButkHa00,xpa,2,,,,,
player,201711050dal,kan,ButkHa00,fgm,1,,,,,
player,201711050dal,kan,ButkHa00,fga,1,,,,,
player,201711050dal,kan,ButkHa00,punt,0,,,,,
player,201711050dal,kan,ButkHa00,punt_yds,0,,,,,
player,201711050dal,kan,ButkHa00,punt_yds_per_punt,,,,,,
player,201711050dal,kan,ButkHa00,punt_long,0,,,,,
player,201711050dal,kan,ColqDu20,xpm,,,,,,
player,201711050dal,kan,ColqDu20,xpa,,,,,,
player,201711050dal,kan,ColqDu20,fgm,,,,,,
player,201711050dal,kan,ColqDu20,fga,,,,,,
player,201711050dal,kan,ColqDu20,punt,5,,,,,
player,201711050dal,kan,ColqDu20,punt_yds,231,,,,,
player,201711050dal,kan,ColqDu20,punt_yds_per_punt,46.2,,,,,
player,201711050dal,kan,ColqDu20,punt_long,54,,,,,
player,201711050dal,dal,nugenmik01,xpm,4,,,,,
player,201711050dal,dal,nugenmik01,xpa,4,,,,,
player,201711050dal,dal,nugenmik01,fgm,,,,,,
player,201711050dal,dal,nugenmik01,fga,,,,,,
player,201711050dal,dal,nugenmik01,punt,0,,,,,
player,201711050dal,dal,nugenmik01,punt_yds,0,,,,,
player,201711050dal,dal,nugenmik01,punt_yds_per_punt,,,,,,
player,201711050dal,dal,nugenmik01,punt_long,0,,,,,
player,201711050dal,dal,JoneCh02,xpm,,,,,,
player,201711050dal,dal,JoneCh02,xpa,,,,,,
player,201711050dal,dal,JoneCh02,fgm,,,,,,
player,201711050dal,dal,JoneCh02,fga,,,,,,
player,201711050dal,dal,JoneCh02,punt,5,,,,,
player,201711050dal,dal,JoneCh02,punt_yds,195,,,,,
player,201711050dal,dal,JoneCh02,punt_yds_per_punt,39.0,,,,,
player,201711050dal,dal,JoneCh02,punt_long,50,,,,,
player,201711050dal,dal,CollLa01,pos,T,,,,,
player,201711050dal,dal,CollLa01,offense,67,,,,,
player,201711050dal,dal,CollLa01,off_pct,100%,,,,,
player,201711050dal,dal,CollLa01,defense,0,,,,,
player,201711050dal,dal,CollLa01,def_pct,0%,,,,,
player,201711050dal,dal,CollLa01,special_teams,4,,,,,
player,201711050dal,dal,CollLa01,st_pct,16%,,,,,
player,201711050dal,dal,CoopJo01,pos,G,,,,,
player,201711050dal,dal,CoopJo01,offense,67,,,,,
player,201711050dal,dal,CoopJo01,off_pct,100%,,,,,
player,201711050dal,dal,CoopJo01,defense,0,,,,,
player,201711050dal,dal,CoopJo01,def_pct,0%,,,,,
player,201711050dal,dal,CoopJo01,special_teams,4,,,,,
player,201711050dal,dal,CoopJo01,st_pct,16%,,,,,
player,201711050dal,dal,MartZa00,pos,G,,,,,
player,201711050dal,dal,MartZa00,offense,67,,,,,
player,201711050dal,dal,MartZa00,off_pct,100%,,,,,
player,201711050dal,dal,MartZa00,defense,0,,,,,
player,201711050dal,dal,MartZa00,def_pct,0%,,,,,
player,201711050dal,dal,MartZa00,special_teams,4,,,,,
player,201711050dal,dal,MartZa00,st_pct,16%,,,,,
player,201711050dal,dal,FredTr00,pos,C,,,,,
player,201711050dal,dal,FredTr00,offense,67,,,,,
player,201711050dal,dal,FredTr00,off_pct,100%,,,,,
player,201711050dal,dal,FredTr00,defense,0,,,,,
player,201711050dal,dal,FredTr00,def_pct,0%,,,,,
player,201711050dal,dal,FredTr00,special_teams,4,,,,,
player,201711050dal,dal,FredTr00,st_pct,16%,,,,,
player,201711050dal,dal,WittJa00,pos,TE,,,,,
player,201711050dal,dal,WittJa00,offense,67,,,,,
player,201711050dal,dal,WittJa00,off_pct,100%,,,,,
player,201711050dal,dal,WittJa00,defense,0,,,,,
player,201711050dal,dal,WittJa00,def_pct,0%,,,,,
player,201711050dal,dal,WittJa00,special_teams,4,,,,,
player,201711050dal,dal,WittJa00,st_pct,16%,,,,,
player,201711050dal,dal,PresDa01,pos,QB,,,,,
player,201711050dal,dal,PresDa01,offense,67,,,,,
player,201711050dal,dal,PresDa01,off_pct,100%,,,,,
player,201711050dal,dal,PresDa01,defense,0,,,,,
player,201711050dal,dal,PresDa01,def_pct,0%,,,,,
player,201711050dal,dal,PresDa01,special_teams,0,,,,,
player,201711050dal,dal,PresDa01,st_pct,0%,,,,,
player,201711050dal,dal,ElliEz00,pos,RB,,,,,
player,201711050dal,dal,ElliEz00,offense,62,,,,,
player,201711050dal,dal,ElliEz00,off_pct,93%,,,,,
player,201711050dal,dal,ElliEz00,defense,0,,,,,
player,201711050dal,dal,ElliEz00,def_pct,0%,,,,,
player,201711050dal,dal,ElliEz00,special_teams,0,,,,,
player,201711050dal,dal,ElliEz00,st_pct,0%,,,,,
player,201711050dal,dal,SmitTy00,pos,T,,,,,
player,201711050dal,dal,SmitTy00,offense,61,,,,,
player,201711050dal,dal,SmitTy00,off_pct,91%,,,,,
player,201711050dal,dal,SmitTy00,defense,0,,,,,
player,201711050dal,dal,SmitTy00,def_pct,0%,,,,,
player,201711050dal,dal,SmitTy00,special_teams,4,,,,,
player,201711050dal,dal,SmitTy00,st_pct,16%,,,,,
player,201711050dal,dal,WillTe01,pos,WR,,,,,
player,201711050dal,dal,WillTe01,offense,54,,,,,
player,201711050dal,dal,WillTe01,off_pct,81%,,,,,
player,201711050dal,dal,WillTe01,defense,0,,,,,
player,201711050dal,dal,WillTe01,def_pct,0%,,,,,
player,201711050dal,dal,WillTe01,special_teams,0,,,,,
player,201711050dal,dal,WillTe01,st_pct,0%,,,,,
player,201711050dal,dal,BryaDe01,pos,WR,,,,,
player,201711050dal,dal,BryaDe01,offense,46,,,,,
player,201711050dal,dal,BryaDe01,off_pct,69%,,,,,
player,201711050dal,dal,BryaDe01,defense,0,,,,,
player,201711050dal,dal,BryaDe01,def_pct,0%,,,,,
player,201711050dal,dal,BryaDe01,special_teams,0,,,,,
player,201711050dal,dal,BryaDe01,st_pct,0%,,,,,
player,201711050dal,dal,BeasCo00,pos,WR,,,,,
player,201711050dal,dal,BeasCo00,offense,44,,,,,
player,201711050dal,dal,BeasCo00,off_pct,66%,,,,,
player,201711050dal,dal,BeasCo00,defense,0,,,,,
player,201711050dal,dal,BeasCo00,def_pct,0%,,,,,
player,201711050dal,dal,BeasCo00,special_teams,2,,,,,
player,201711050dal,dal,BeasCo00,st_pct,8%,,,,,
player,201711050dal,dal,ButlBr00,pos,WR,,,,,
player,201711050dal,dal,ButlBr00,offense,27,,,,,
player,201711050dal,dal,ButlBr00,off_pct,40%,,,,,
player,201711050dal,dal,ButlBr00,defense,0,,,,,
player,201711050dal,dal,ButlBr00,def_pct,0%,,,,,
player,201711050dal,dal,ButlBr00,special_teams,1,,,,,
player,201711050dal,dal,ButlBr00,st_pct,4%,,,,,
player,201711050dal,dal,SmitKe03,pos,FB,,,,,
player,201711050dal,dal,SmitKe03,offense,11,,,,,
player,201711050dal,dal,SmitKe03,off_pct,16%,,,,,
player,201711050dal,dal,SmitKe03,defense,0,,,,,
player,201711050dal,dal,SmitKe03,def_pct,0%,,,,,
player,201711050dal,dal,SmitKe03,special_teams,14,,,,,
player,201711050dal,dal,SmitKe03,st_pct,56%,,,,,
player,201711050dal,dal,SwaiGe00,pos,TE,,,,,
player,201711050dal,dal,SwaiGe00,offense,10,,,,,
player,201711050dal,dal,SwaiGe00,off_pct,15%,,,,,
player,201711050dal,dal,SwaiGe00,defense,0,,,,,
player,201711050dal,dal,SwaiGe00,def_pct,0%,,,,,
player,201711050dal,dal,SwaiGe00,special_teams,12,,,,,
player,201711050dal,dal,SwaiGe00,st_pct,48%,,,,,
player,201711050dal,dal,HannJa00,pos,TE,,,,,
player,201711050dal,dal,HannJa00,offense,10,,,,,
player,201711050dal,dal,HannJa00,off_pct,15%,,,,,
player,201711050dal,dal,HannJa00,defense,0,,,,,
player,201711050dal,dal,HannJa00,def_pct,0%,,,,,
player,201711050dal,dal,HannJa00,special_teams,8,,,,,
player,201711050dal,dal,HannJa00,st_pct,32%,,,,,
player,201711050dal,dal,GreeCh02,pos,G,,,,,
player,201711050dal,dal,GreeCh02,offense,6,,,,,
player,201711050dal,dal,GreeCh02,off_pct,9%,,,,,
player,201711050dal,dal,GreeCh02,defense,0,,,,,
player,201711050dal,dal,GreeCh02,def_pct,0%,,,,,
player,201711050dal,dal,GreeCh02,special_teams,4,,,,,
player,201711050dal,dal,GreeCh02,st_pct,16%,,,,,
player,201711050dal,dal,SmitRo06,pos,FB,,,,,
player,201711050dal,dal,SmitRo06,offense,1,,,,,
player,201711050dal,dal,SmitRo06,off_pct,1%,,,,,
player,201711050dal,dal,SmitRo06,defense,0,,,,,
player,201711050dal,dal,SmitRo06,def_pct,0%,,,,,
player,201711050dal,dal,SmitRo06,special_teams,17,,,,,
player,201711050dal,dal,SmitRo06,st_pct,68%,,,,,
player,201711050dal,dal,SwitRy00,pos,WR,,,,,
player,201711050dal,dal,SwitRy00,offense,1,,,,,
player,201711050dal,dal,SwitRy00,off_pct,1%,,,,,
player,201711050dal,dal,SwitRy00,defense,0,,,,,
player,201711050dal,dal,SwitRy00,def_pct,0%,,,,,
player,201711050dal,dal,SwitRy00,special_teams,6,,,,,
player,201711050dal,dal,SwitRy00,st_pct,24%,,,,,
player,201711050dal,dal,LoonJo01,pos,C,,,,,
player,201711050dal,dal,LoonJo01,offense,1,,,,,
player,201711050dal,dal,LoonJo01,off_pct,1%,,,,,
player,201711050dal,dal,LoonJo01,defense,0,,,,,
player,201711050dal,dal,LoonJo01,def_pct,0%,,,,,
player,201711050dal,dal,LoonJo01,special_teams,4,,,,,
player,201711050dal,dal,LoonJo01,st_pct,16%,,,,,
player,201711050dal,dal,MorrAl00,pos,RB,,,,,
player,201711050dal,dal,MorrAl00,offense,1,,,,,
player,201711050dal,dal,MorrAl00,off_pct,1%,,,,,
player,201711050dal,dal,MorrAl00,defense,0,,,,,
player,201711050dal,dal,MorrAl00,def_pct,0%,,,,,
player,201711050dal,dal,MorrAl00,special_teams,0,,,,,
player,201711050dal,dal,MorrAl00,st_pct,0%,,,,,
player,201711050dal,dal,BrowAn02,pos,CB,,,,,
player,201711050dal,dal,BrowAn02,offense,0,,,,,
player,201711050dal,dal,BrowAn02,off_pct,0%,,,,,
player,201711050dal,dal,BrowAn02,defense,57,,,,,
player,201711050dal,dal,BrowAn02,def_pct,100%,,,,,
player,201711050dal,dal,BrowAn02,special_teams,11,,,,,
player,201711050dal,dal,BrowAn02,st_pct,44%,,,,,
player,201711050dal,dal,JoneBy00,pos,FS,,,,,
player,201711050dal,dal,JoneBy00,offense,0,,,,,
player,201711050dal,dal,JoneBy00,off_pct,0%,,,,,
player,201711050dal,dal,JoneBy00,defense,57,,,,,
player,201711050dal,dal,JoneBy00,def_pct,100%,,,,,
player,201711050dal,dal,JoneBy00,special_teams,10,,,,,
player,201711050dal,dal,JoneBy00,st_pct,40%,,,,,
player,201711050dal,dal,ScanOr99,pos,CB,,,,,
player,201711050dal,dal,ScanOr99,offense,0,,,,,
player,201711050dal,dal,ScanOr99,off_pct,0%,,,,,
player,201711050dal,dal,ScanOr99,defense,56,,,,,
player,201711050dal,dal,ScanOr99,def_pct,98%,,,,,
player,201711050dal,dal,ScanOr99,special_teams,3,,,,,
player,201711050dal,dal,ScanOr99,st_pct,12%,,,,,
player,201711050dal,dal,LeexSe99,pos,LB,,,,,
player,201711050dal,dal,LeexSe99,offense,0,,,,,
player,201711050dal,dal,LeexSe99,off_pct,0%,,,,,
player,201711050dal,dal,LeexSe99,defense,54,,,,,
player,201711050dal,dal,LeexSe99,def_pct,95%,,,,,
player,201711050dal,dal,LeexSe99,special_teams,3,,,,,
player,201711050dal,dal,LeexSe99,st_pct,12%,,,,,
player,201711050dal,dal,HeatJe00,pos,SS,,,,,
player,201711050dal,dal,HeatJe00,offense,0,,,,,
player,201711050dal,dal,HeatJe00,off_pct,0%,,,,,
player,201711050dal,dal,HeatJe00,defense,47,,,,,
player,201711050dal,dal,HeatJe00,def_pct,82%,,,,,
player,201711050dal,dal,HeatJe00,special_teams,17,,,,,
player,201711050dal,dal,HeatJe00,st_pct,68%,,,,,
player,201711050dal,dal,IrviDa00,pos,DE,,,,,
player,201711050dal,dal,IrviDa00,offense,0,,,,,
player,201711050dal,dal,IrviDa00,off_pct,0%,,,,,
player,201711050dal,dal,IrviDa00,defense,44,,,,,
player,201711050dal,dal,IrviDa00,def_pct,77%,,,,,
player,201711050dal,dal,IrviDa00,special_teams,4,,,,,
player,201711050dal,dal,IrviDa00,st_pct,16%,,,,,
player,201711050dal,dal,LewiJo01,pos,CB,,,,,
player,201711050dal,dal,LewiJo01,offense,0,,,,,
player,201711050dal,dal,LewiJo01,off_pct,0%,,,,,
player,201711050dal,dal,LewiJo01,defense,44,,,,,
player,201711050dal,dal,LewiJo01,def_pct,77%,,,,,
player,201711050dal,dal,LewiJo01,special_teams,2,,,,,
player,201711050dal,dal,LewiJo01,st_pct,8%,,,,,
player,201711050dal,dal,LawrDe00,pos,DE,,,,,
player,201711050dal,dal,LawrDe00,offense,0,,,,,
player,201711050dal,dal,LawrDe00,off_pct,0%,,,,,
player,201711050dal,dal,LawrDe00,defense,41,,,,,
player,201711050dal,dal,LawrDe00,def_pct,72%,,,,,
player,201711050dal,dal,LawrDe00,special_teams,4,,,,,
player,201711050dal,dal,LawrDe00,st_pct,16%,,,,,
player,201711050dal,dal,CrawTy00,pos,DE,,,,,
player,201711050dal,dal,CrawTy00,offense,0,,,,,
player,201711050dal,dal,CrawTy00,off_pct,0%,,,,,
player,201711050dal,dal,CrawTy00,defense,40,,,,,
player,201711050dal,dal,CrawTy00,def_pct,70%,,,,,
player,201711050dal,dal,CrawTy00,special_teams,4,,,,,
player,201711050dal,dal,CrawTy00,st_pct,16%,,,,,
player,201711050dal,dal,CollMa00,pos,DT,,,,,
player,201711050dal,dal,CollMa00,offense,0,,,,,
player,201711050dal,dal,CollMa00,off_pct,0%,,,,,
player,201711050dal,dal,CollMa00,defense,40,,,,,
player,201711050dal,dal,CollMa00,def_pct,70%,,,,,
player,201711050dal,dal,CollMa00,special_teams,1,,,,,
player,201711050dal,dal,CollMa00,st_pct,4%,,,,,
player,201711050dal,dal,HitcAn00,pos,LB,,,,,
player,201711050dal,dal,HitcAn00,offense,0,,,,,
player,201711050dal,dal,HitcAn00,off_pct,0%,,,,,
player,201711050dal,dal,HitcAn00,defense,28,,,,,
player,201711050dal,dal,HitcAn00,def_pct,49%,,,,,
player,201711050dal,dal,HitcAn00,special_teams,1,,,,,
player,201711050dal,dal,HitcAn00,st_pct,4%,,,,,
player,201711050dal,dal,WoodXa00,pos,FS,,,,,
player,201711050dal,dal,WoodXa00,offense,0,,,,,
player,201711050dal,dal,WoodXa00,off_pct,0%,,,,,
player,201711050dal,dal,WoodXa00,defense,24,,,,,
player,201711050dal,dal,WoodXa00,def_pct,42%,,,,,
player,201711050dal,dal,WoodXa00,special_teams,15,,,,,
player,201711050dal,dal,WoodXa00,st_pct,60%,,,,,
player,201711050dal,dal,WilsDa02,pos,LB,,,,,
player,201711050dal,dal,WilsDa02,offense,0,,,,,
player,201711050dal,dal,WilsDa02,off_pct,0%,,,,,
player,201711050dal,dal,WilsDa02,defense,19,,,,,
player,201711050dal,dal,WilsDa02,def_pct,33%,,,,,
player,201711050dal,dal,WilsDa02,special_teams,21,,,,,
player,201711050dal,dal,WilsDa02,st_pct,84%,,,,,
player,201711050dal,dal,MayoBe00,pos,DE,,,,,
player,201711050dal,dal,MayoBe00,offense,0,,,,,
player,201711050dal,dal,MayoBe00,off_pct,0%,,,,,
player,201711050dal,dal,MayoBe00,defense,19,,,,,
player,201711050dal,dal,MayoBe00,def_pct,33%,,,,,
player,201711050dal,dal,MayoBe00,special_teams,0,,,,,
player,201711050dal,dal,MayoBe00,st_pct,0%,,,,,
player,201711050dal,dal,CharTa00,pos,DE,,,,,
player,201711050dal,dal,CharTa00,offense,0,,,,,
player,201711050dal,dal,CharTa00,off_pct,0%,,,,,
player,201711050dal,dal,CharTa00,defense,18,,,,,
player,201711050dal,dal,CharTa00,def_pct,32%,,,,,
player,201711050dal,dal,CharTa00,special_teams,0,,,,,
player,201711050dal,dal,CharTa00,st_pct,0%,,,,,
player,201711050dal,dal,SmitJa05,pos,LB,,,,,
player,201711050dal,dal,SmitJa05,offense,0,,,,,
player,201711050dal,dal,SmitJa05,off_pct,0%,,,,,
player,201711050dal,dal,SmitJa05,defense,17,,,,,
player,201711050dal,dal,SmitJa05,def_pct,30%,,,,,
player,201711050dal,dal,SmitJa05,special_teams,0,,,,,
player,201711050dal,dal,SmitJa05,st_pct,0%,,,,,
player,201711050dal,dal,AshxRi00,pos,DT,,,,,
player,201711050dal,dal,AshxRi00,offense,0,,,,,
player,201711050dal,dal,AshxRi00,off_pct,0%,,,,,
player,201711050dal,dal,AshxRi00,defense,12,,,,,
player,201711050dal,dal,AshxRi00,def_pct,21%,,,,,
player,201711050dal,dal,AshxRi00,special_teams,0,,,,,
player,201711050dal,dal,AshxRi00,st_pct,0%,,,,,
player,201711050dal,dal,PricBr00,pos,DT,,,,,
player,201711050dal,dal,PricBr00,offense,0,,,,,
player,201711050dal,dal,PricBr00,off_pct,0%,,,,,
player,201711050dal,dal,PricBr00,defense,9,,,,,
player,201711050dal,dal,PricBr00,def_pct,16%,,,,,
player,201711050dal,dal,PricBr00,special_teams,3,,,,,
player,201711050dal,dal,PricBr00,st_pct,12%,,,,,
player,201711050dal,dal,FrazKa00,pos,SS,,,,,
player,201711050dal,dal,FrazKa00,offense,0,,,,,
player,201711050dal,dal,FrazKa00,off_pct,0%,,,,,
player,201711050dal,dal,FrazKa00,defense,1,,,,,
player,201711050dal,dal,FrazKa00,def_pct,2%,,,,,
player,201711050dal,dal,FrazKa00,special_teams,17,,,,,
player,201711050dal,dal,FrazKa00,st_pct,68%,,,,,
player,201711050dal,dal,WilbKy00,pos,LB,,,,,
player,201711050dal,dal,WilbKy00,offense,0,,,,,
player,201711050dal,dal,WilbKy00,off_pct,0%,,,,,
player,201711050dal,dal,WilbKy00,defense,0,,,,,
player,201711050dal,dal,WilbKy00,def_pct,0%,,,,,
player,201711050dal,dal,WilbKy00,special_teams,21,,,,,
player,201711050dal,dal,WilbKy00,st_pct,84%,,,,,
player,201711050dal,dal,BenwBe00,pos,CB,,,,,
player,201711050dal,dal,BenwBe00,offense,0,,,,,
player,201711050dal,dal,BenwBe00,off_pct,0%,,,,,
player,201711050dal,dal,BenwBe00,defense,0,,,,,
player,201711050dal,dal,BenwBe00,def_pct,0%,,,,,
player,201711050dal,dal,BenwBe00,special_teams,12,,,,,
player,201711050dal,dal,BenwBe00,st_pct,48%,,,,,
player,201711050dal,dal,JoneCh02,pos,P,,,,,
player,201711050dal,dal,JoneCh02,offense,0,,,,,
player,201711050dal,dal,JoneCh02,off_pct,0%,,,,,
player,201711050dal,dal,JoneCh02,defense,0,,,,,
player,201711050dal,dal,JoneCh02,def_pct,0%,,,,,
player,201711050dal,dal,JoneCh02,special_teams,9,,,,,
player,201711050dal,dal,JoneCh02,st_pct,36%,,,,,
player,201711050dal,dal,LadoL.20,pos,LS,,,,,
player,201711050dal,dal,LadoL.20,offense,0,,,,,
player,201711050dal,dal,LadoL.20,off_pct,0%,,,,,
player,201711050dal,dal,LadoL.20,defense,0,,,,,
player,201711050dal,dal,LadoL.20,def_pct,0%,,,,,
player,201711050dal,dal,LadoL.20,special_teams,9,,,,,
player,201711050dal,dal,LadoL.20,st_pct,36%,,,,,
player,201711050dal,dal,nugenmik01,pos,K,,,,,
player,201711050dal,dal,nugenmik01,offense,0,,,,,
player,201711050dal,dal,nugenmik01,off_pct,0%,,,,,
player,201711050dal,dal,nugenmik01,defense,0,,,,,
player,201711050dal,dal,nugenmik01,def_pct,0%,,,,,
player,201711050dal,dal,nugenmik01,special_teams,9,,,,,
player,201711050dal,dal,nugenmik01,st_pct,36%,,,,,
player,201711050dal,dal,MarcJu00,pos,LB,,,,,
player,201711050dal,dal,MarcJu00,offense,0,,,,,
player,201711050dal,dal,MarcJu00,off_pct,0%,,,,,
player,201711050dal,dal,MarcJu00,defense,0,,,,,
player,201711050dal,dal,MarcJu00,def_pct,0%,,,,,
player,201711050dal,dal,MarcJu00,special_teams,7,,,,,
player,201711050dal,dal,MarcJu00,st_pct,28%,,,,,
player,201711050dal,kan,DuveLa00,pos,G,,,,,
player,201711050dal,kan,DuveLa00,offense,57,,,,,
player,201711050dal,kan,DuveLa00,off_pct,100%,,,,,
player,201711050dal,kan,DuveLa00,defense,0,,,,,
player,201711050dal,kan,DuveLa00,def_pct,0%,,,,,
player,201711050dal,kan,DuveLa00,special_teams,3,,,,,
player,201711050dal,kan,DuveLa00,st_pct,12%,,,,,
player,201711050dal,kan,SchwMi00,pos,T,,,,,
player,201711050dal,kan,SchwMi00,offense,57,,,,,
player,201711050dal,kan,SchwMi00,off_pct,100%,,,,,
player,201711050dal,kan,SchwMi00,defense,0,,,,,
player,201711050dal,kan,SchwMi00,def_pct,0%,,,,,
player,201711050dal,kan,SchwMi00,special_teams,3,,,,,
player,201711050dal,kan,SchwMi00,st_pct,12%,,,,,
player,201711050dal,kan,MorsMi00,pos,C,,,,,
player,201711050dal,kan,MorsMi00,offense,57,,,,,
player,201711050dal,kan,MorsMi00,off_pct,100%,,,,,
player,201711050dal,kan,MorsMi00,defense,0,,,,,
player,201711050dal,kan,MorsMi00,def_pct,0%,,,,,
player,201711050dal,kan,MorsMi00,special_teams,3,,,,,
player,201711050dal,kan,MorsMi00,st_pct,12%,,,,,
player,201711050dal,kan,FishEr00,pos,T,,,,,
player,201711050dal,kan,FishEr00,offense,57,,,,,
player,201711050dal,kan,FishEr00,off_pct,100%,,,,,
player,201711050dal,kan,FishEr00,defense,0,,,,,
