game,2017,10,20171112,201711120ram,htx,"Houston Texans",7,ram,"Los Angeles Rams",33
player,201711120ram,htx,ScarBr00,fumbles_rec_td,0,,,,,
player,201711120ram,htx,ScarBr00,fumbles_forced,0,,,,,
player,201711120ram,htx,ClowJa00,def_int,0,,,,,
player,201711120ram,htx,ClowJa00,def_int_yds,0,,,,,
player,201711120ram,htx,ClowJa00,def_int_td,0,,,,,
player,201711120ram,htx,ClowJa00,def_int_long,0,,,,,
player,201711120ram,htx,ClowJa00,pass_defended,0,,,,,
player,201711120ram,htx,ClowJa00,sacks,1.0,,,,,
player,201711120ram,htx,ClowJa00,tackles_combined,3,,,,,
player,201711120ram,htx,ClowJa00,tackles_solo,3,,,,,
player,201711120ram,htx,ClowJa00,tackles_assists,0,,,,,
player,201711120ram,htx,ClowJa00,tackles_loss,3,,,,,
player,201711120ram,htx,ClowJa00,qb_hits,1,,,,,
player,201711120ram,htx,ClowJa00,fumbles_rec,0,,,,,
player,201711120ram,htx,ClowJa00,fumbles_rec_yds,0,,,,,
player,201711120ram,htx,ClowJa00,fumbles_rec_td,0,,,,,
player,201711120ram,htx,ClowJa00,fumbles_forced,0,,,,,
player,201711120ram,htx,JackKa99,def_int,0,,,,,
player,201711120ram,htx,JackKa99,def_int_yds,0,,,,,
player,201711120ram,htx,JackKa99,def_int_td,0,,,,,
player,201711120ram,htx,JackKa99,def_int_long,0,,,,,
player,201711120ram,htx,JackKa99,pass_defended,0,,,,,
player,201711120ram,htx,JackKa99,sacks,0.0,,,,,
player,201711120ram,htx,JackKa99,tackles_combined,5,,,,,
player,201711120ram,htx,JackKa99,tackles_solo,4,,,,,
player,201711120ram,htx,JackKa99,tackles_assists,1,,,,,
player,201711120ram,htx,JackKa99,tackles_loss,0,,,,,
player,201711120ram,htx,JackKa99,qb_hits,0,,,,,
player,201711120ram,htx,JackKa99,fumbles_rec,0,,,,,
player,201711120ram,htx,JackKa99,fumbles_rec_yds,0,,,,,
player,201711120ram,htx,JackKa99,fumbles_rec_td,0,,,,,
player,201711120ram,htx,JackKa99,fumbles_forced,0,,,,,
player,201711120ram,htx,JoseJo20,def_int,0,,,,,
player,201711120ram,htx,JoseJo20,def_int_yds,0,,,,,
player,201711120ram,htx,JoseJo20,def_int_td,0,,,,,
player,201711120ram,htx,JoseJo20,def_int_long,0,,,,,
player,201711120ram,htx,JoseJo20,pass_defended,0,,,,,
player,201711120ram,htx,JoseJo20,sacks,0.0,,,,,
player,201711120ram,htx,JoseJo20,tackles_combined,5,,,,,
player,201711120ram,htx,JoseJo20,tackles_solo,4,,,,,
player,201711120ram,htx,JoseJo20,tackles_assists,1,,,,,
player,201711120ram,htx,JoseJo20,tackles_loss,0,,,,,
player,201711120ram,htx,JoseJo20,qb_hits,0,,,,,
player,201711120ram,htx,JoseJo20,fumbles_rec,0,,,,,
player,201711120ram,htx,JoseJo20,fumbles_rec_yds,0,,,,,
player,201711120ram,htx,JoseJo20,fumbles_rec_td,0,,,,,
player,201711120ram,htx,JoseJo20,fumbles_forced,0,,,,,
player,201711120ram,htx,HalxAn00,def_int,0,,,,,
player,201711120ram,htx,HalxAn00,def_int_yds,0,,,,,
player,201711120ram,htx,HalxAn00,def_int_td,0,,,,,
player,201711120ram,htx,HalxAn00,def_int_long,0,,,,,
player,201711120ram,htx,HalxAn00,pass_defended,0,,,,,
player,201711120ram,htx,HalxAn00,sacks,0.0,,,,,
player,201711120ram,htx,HalxAn00,tackles_combined,4,,,,,
player,201711120ram,htx,HalxAn00,tackles_solo,4,,,,,
player,201711120ram,htx,HalxAn00,tackles_assists,0,,,,,
player,201711120ram,htx,HalxAn00,tackles_loss,1,,,,,
player,201711120ram,htx,HalxAn00,qb_hits,0,,,,,
player,201711120ram,htx,HalxAn00,fumbles_rec,0,,,,,
player,201711120ram,htx,HalxAn00,fumbles_rec_yds,0,,,,,
player,201711120ram,htx,HalxAn00,fumbles_rec_td,0,,,,,
player,201711120ram,htx,HalxAn00,fumbles_forced,0,,,,,
player,201711120ram,htx,JohnKe04,def_int,0,,,,,
player,201711120ram,htx,JohnKe04,def_int_yds,0,,,,,
player,201711120ram,htx,JohnKe04,def_int_td,0,,,,,
player,201711120ram,htx,JohnKe04,def_int_long,0,,,,,
player,201711120ram,htx,JohnKe04,pass_defended,0,,,,,
player,201711120ram,htx,JohnKe04,sacks,0.0,,,,,
player,201711120ram,htx,JohnKe04,tackles_combined,4,,,,,
player,201711120ram,htx,JohnKe04,tackles_solo,3,,,,,
player,201711120ram,htx,JohnKe04,tackles_assists,1,,,,,
player,201711120ram,htx,JohnKe04,tackles_loss,1,,,,,
player,201711120ram,htx,JohnKe04,qb_hits,0,,,,,
player,201711120ram,htx,JohnKe04,fumbles_rec,0,,,,,
player,201711120ram,htx,JohnKe04,fumbles_rec_yds,0,,,,,
player,201711120ram,htx,JohnKe04,fumbles_rec_td,0,,,,,
player,201711120ram,htx,JohnKe04,fumbles_forced,0,,,,,
player,201711120ram,htx,DrumKu01,def_int,0,,,,,
player,201711120ram,htx,DrumKu01,def_int_yds,0,,,,,
player,201711120ram,htx,DrumKu01,def_int_td,0,,,,,
player,201711120ram,htx,DrumKu01,def_int_long,0,,,,,
player,201711120ram,htx,DrumKu01,pass_defended,0,,,,,
player,201711120ram,htx,DrumKu01,sacks,0.0,,,,,
player,201711120ram,htx,DrumKu01,tackles_combined,3,,,,,
player,201711120ram,htx,DrumKu01,tackles_solo,3,,,,,
player,201711120ram,htx,DrumKu01,tackles_assists,0,,,,,
player,201711120ram,htx,DrumKu01,tackles_loss,0,,,,,
player,201711120ram,htx,DrumKu01,qb_hits,0,,,,,
player,201711120ram,htx,DrumKu01,fumbles_rec,0,,,,,
player,201711120ram,htx,DrumKu01,fumbles_rec_yds,0,,,,,
player,201711120ram,htx,DrumKu01,fumbles_rec_td,0,,,,,
player,201711120ram,htx,DrumKu01,fumbles_forced,0,,,,,
player,201711120ram,htx,HousLa99,def_int,0,,,,,
player,201711120ram,htx,HousLa99,def_int_yds,0,,,,,
player,201711120ram,htx,HousLa99,def_int_td,0,,,,,
player,201711120ram,htx,HousLa99,def_int_long,0,,,,,
player,201711120ram,htx,HousLa99,pass_defended,0,,,,,
player,201711120ram,htx,HousLa99,sacks,0.0,,,,,
player,201711120ram,htx,HousLa99,tackles_combined,3,,,,,
player,201711120ram,htx,HousLa99,tackles_solo,3,,,,,
player,201711120ram,htx,HousLa99,tackles_assists,0,,,,,
player,201711120ram,htx,HousLa99,tackles_loss,1,,,,,
player,201711120ram,htx,HousLa99,qb_hits,1,,,,,
player,201711120ram,htx,HousLa99,fumbles_rec,0,,,,,
player,201711120ram,htx,HousLa99,fumbles_rec_yds,0,,,,,
player,201711120ram,htx,HousLa99,fumbles_rec_td,0,,,,,
player,201711120ram,htx,HousLa99,fumbles_forced,0,,,,,
player,201711120ram,htx,JenkJe00,def_int,0,,,,,
player,201711120ram,htx,JenkJe00,def_int_yds,0,,,,,
player,201711120ram,htx,JenkJe00,def_int_td,0,,,,,
player,201711120ram,htx,JenkJe00,def_int_long,0,,,,,
player,201711120ram,htx,JenkJe00,pass_defended,0,,,,,
player,201711120ram,htx,JenkJe00,sacks,0.0,,,,,
player,201711120ram,htx,JenkJe00,tackles_combined,3,,,,,
player,201711120ram,htx,JenkJe00,tackles_solo,3,,,,,
player,201711120ram,htx,JenkJe00,tackles_assists,0,,,,,
player,201711120ram,htx,JenkJe00,tackles_loss,0,,,,,
player,201711120ram,htx,JenkJe00,qb_hits,0,,,,,
player,201711120ram,htx,JenkJe00,fumbles_rec,0,,,,,
player,201711120ram,htx,JenkJe00,fumbles_rec_yds,0,,,,,
player,201711120ram,htx,JenkJe00,fumbles_rec_td,0,,,,,
player,201711120ram,htx,JenkJe00,fumbles_forced,0,,,,,
player,201711120ram,htx,McKiBe00,def_int,0,,,,,
player,201711120ram,htx,McKiBe00,def_int_yds,0,,,,,
player,201711120ram,htx,McKiBe00,def_int_td,0,,,,,
player,201711120ram,htx,McKiBe00,def_int_long,0,,,,,
player,201711120ram,htx,McKiBe00,pass_defended,1,,,,,
player,201711120ram,htx,McKiBe00,sacks,0.0,,,,,
player,201711120ram,htx,McKiBe00,tackles_combined,3,,,,,
player,201711120ram,htx,McKiBe00,tackles_solo,3,,,,,
player,201711120ram,htx,McKiBe00,tackles_assists,0,,,,,
player,201711120ram,htx,McKiBe00,tackles_loss,0,,,,,
player,201711120ram,htx,McKiBe00,qb_hits,1,,,,,
player,201711120ram,htx,McKiBe00,fumbles_rec,0,,,,,
player,201711120ram,htx,McKiBe00,fumbles_rec_yds,0,,,,,
player,201711120ram,htx,McKiBe00,fumbles_rec_td,0,,,,,
player,201711120ram,htx,McKiBe00,fumbles_forced,0,,,,,
player,201711120ram,htx,MoorCo00,def_int,0,,,,,
player,201711120ram,htx,MoorCo00,def_int_yds,0,,,,,
player,201711120ram,htx,MoorCo00,def_int_td,0,,,,,
player,201711120ram,htx,MoorCo00,def_int_long,0,,,,,
player,201711120ram,htx,MoorCo00,pass_defended,0,,,,,
player,201711120ram,htx,MoorCo00,sacks,0.0,,,,,
player,201711120ram,htx,MoorCo00,tackles_combined,3,,,,,
player,201711120ram,htx,MoorCo00,tackles_solo,3,,,,,
player,201711120ram,htx,MoorCo00,tackles_assists,0,,,,,
player,201711120ram,htx,MoorCo00,tackles_loss,0,,,,,
player,201711120ram,htx,MoorCo00,qb_hits,0,,,,,
player,201711120ram,htx,MoorCo00,fumbles_rec,0,,,,,
player,201711120ram,htx,MoorCo00,fumbles_rec_yds,0,,,,,
player,201711120ram,htx,MoorCo00,fumbles_rec_td,0,,,,,
player,201711120ram,htx,MoorCo00,fumbles_forced,0,,,,,
player,201711120ram,htx,PeteBr00,def_int,0,,,,,
player,201711120ram,htx,PeteBr00,def_int_yds,0,,,,,
player,201711120ram,htx,PeteBr00,def_int_td,0,,,,,
player,201711120ram,htx,PeteBr00,def_int_long,0,,,,,
player,201711120ram,htx,PeteBr00,pass_defended,0,,,,,
player,201711120ram,htx,PeteBr00,sacks,0.0,,,,,
player,201711120ram,htx,PeteBr00,tackles_combined,3,,,,,
player,201711120ram,htx,PeteBr00,tackles_solo,3,,,,,
player,201711120ram,htx,PeteBr00,tackles_assists,0,,,,,
player,201711120ram,htx,PeteBr00,tackles_loss,0,,,,,
player,201711120ram,htx,PeteBr00,qb_hits,0,,,,,
player,201711120ram,htx,PeteBr00,fumbles_rec,0,,,,,
player,201711120ram,htx,PeteBr00,fumbles_rec_yds,0,,,,,
player,201711120ram,htx,PeteBr00,fumbles_rec_td,0,,,,,
player,201711120ram,htx,PeteBr00,fumbles_forced,0,,,,,
player,201711120ram,htx,PleaEd00,def_int,0,,,,,
player,201711120ram,htx,PleaEd00,def_int_yds,0,,,,,
player,201711120ram,htx,PleaEd00,def_int_td,0,,,,,
player,201711120ram,htx,PleaEd00,def_int_long,0,,,,,
player,201711120ram,htx,PleaEd00,pass_defended,0,,,,,
player,201711120ram,htx,PleaEd00,sacks,0.0,,,,,
player,201711120ram,htx,PleaEd00,tackles_combined,3,,,,,
player,201711120ram,htx,PleaEd00,tackles_solo,3,,,,,
player,201711120ram,htx,PleaEd00,tackles_assists,0,,,,,
player,201711120ram,htx,PleaEd00,tackles_loss,0,,,,,
player,201711120ram,htx,PleaEd00,qb_hits,0,,,,,
player,201711120ram,htx,PleaEd00,fumbles_rec,0,,,,,
player,201711120ram,htx,PleaEd00,fumbles_rec_yds,0,,,,,
player,201711120ram,htx,PleaEd00,fumbles_rec_td,0,,,,,
player,201711120ram,htx,PleaEd00,fumbles_forced,0,,,,,
player,201711120ram,htx,BlacAn00,def_int,0,,,,,
player,201711120ram,htx,BlacAn00,def_int_yds,0,,,,,
player,201711120ram,htx,BlacAn00,def_int_td,0,,,,,
player,201711120ram,htx,BlacAn00,def_int_long,0,,,,,
player,201711120ram,htx,BlacAn00,pass_defended,1,,,,,
player,201711120ram,htx,BlacAn00,sacks,0.0,,,,,
player,201711120ram,htx,BlacAn00,tackles_combined,2,,,,,
player,201711120ram,htx,BlacAn00,tackles_solo,1,,,,,
player,201711120ram,htx,BlacAn00,tackles_assists,1,,,,,
player,201711120ram,htx,BlacAn00,tackles_loss,0,,,,,
player,201711120ram,htx,BlacAn00,qb_hits,0,,,,,
player,201711120ram,htx,BlacAn00,fumbles_rec,0,,,,,
player,201711120ram,htx,BlacAn00,fumbles_rec_yds,0,,,,,
player,201711120ram,htx,BlacAn00,fumbles_rec_td,0,,,,,
player,201711120ram,htx,BlacAn00,fumbles_forced,0,,,,,
player,201711120ram,htx,CunnZa00,def_int,0,,,,,
player,201711120ram,htx,CunnZa00,def_int_yds,0,,,,,
player,201711120ram,htx,CunnZa00,def_int_td,0,,,,,
player,201711120ram,htx,CunnZa00,def_int_long,0,,,,,
player,201711120ram,htx,CunnZa00,pass_defended,0,,,,,
player,201711120ram,htx,CunnZa00,sacks,0.0,,,,,
player,201711120ram,htx,CunnZa00,tackles_combined,2,,,,,
player,201711120ram,htx,CunnZa00,tackles_solo,1,,,,,
player,201711120ram,htx,CunnZa00,tackles_assists,1,,,,,
player,201711120ram,htx,CunnZa00,tackles_loss,0,,,,,
player,201711120ram,htx,CunnZa00,qb_hits,0,,,,,
player,201711120ram,htx,CunnZa00,fumbles_rec,0,,,,,
player,201711120ram,htx,CunnZa00,fumbles_rec_yds,0,,,,,
player,201711120ram,htx,CunnZa00,fumbles_rec_td,0,,,,,
player,201711120ram,htx,CunnZa00,fumbles_forced,0,,,,,
player,201711120ram,htx,GilcMa00,def_int,0,,,,,
player,201711120ram,htx,GilcMa00,def_int_yds,0,,,,,
player,201711120ram,htx,GilcMa00,def_int_td,0,,,,,
player,201711120ram,htx,GilcMa00,def_int_long,0,,,,,
player,201711120ram,htx,GilcMa00,pass_defended,0,,,,,
player,201711120ram,htx,GilcMa00,sacks,0.0,,,,,
player,201711120ram,htx,GilcMa00,tackles_combined,2,,,,,
player,201711120ram,htx,GilcMa00,tackles_solo,1,,,,,
player,201711120ram,htx,GilcMa00,tackles_assists,1,,,,,
player,201711120ram,htx,GilcMa00,tackles_loss,0,,,,,
player,201711120ram,htx,GilcMa00,qb_hits,0,,,,,
player,201711120ram,htx,GilcMa00,fumbles_rec,0,,,,,
player,201711120ram,htx,GilcMa00,fumbles_rec_yds,0,,,,,
player,201711120ram,htx,GilcMa00,fumbles_rec_td,0,,,,,
player,201711120ram,htx,GilcMa00,fumbles_forced,0,,,,,
player,201711120ram,htx,ThomCh05,def_int,0,,,,,
player,201711120ram,htx,ThomCh05,def_int_yds,0,,,,,
player,201711120ram,htx,ThomCh05,def_int_td,0,,,,,
player,201711120ram,htx,ThomCh05,def_int_long,0,,,,,
player,201711120ram,htx,ThomCh05,pass_defended,0,,,,,
player,201711120ram,htx,ThomCh05,sacks,0.0,,,,,
player,201711120ram,htx,ThomCh05,tackles_combined,2,,,,,
player,201711120ram,htx,ThomCh05,tackles_solo,2,,,,,
player,201711120ram,htx,ThomCh05,tackles_assists,0,,,,,
player,201711120ram,htx,ThomCh05,tackles_loss,0,,,,,
player,201711120ram,htx,ThomCh05,qb_hits,0,,,,,
player,201711120ram,htx,ThomCh05,fumbles_rec,0,,,,,
player,201711120ram,htx,ThomCh05,fumbles_rec_yds,0,,,,,
player,201711120ram,htx,ThomCh05,fumbles_rec_td,0,,,,,
player,201711120ram,htx,ThomCh05,fumbles_forced,0,,,,,
player,201711120ram,htx,WatkCa00,def_int,0,,,,,
player,201711120ram,htx,WatkCa00,def_int_yds,0,,,,,
player,201711120ram,htx,WatkCa00,def_int_td,0,,,,,
player,201711120ram,htx,WatkCa00,def_int_long,0,,,,,
player,201711120ram,htx,WatkCa00,pass_defended,1,,,,,
player,201711120ram,htx,WatkCa00,sacks,0.0,,,,,
player,201711120ram,htx,WatkCa00,tackles_combined,2,,,,,
player,201711120ram,htx,WatkCa00,tackles_solo,1,,,,,
player,201711120ram,htx,WatkCa00,tackles_assists,1,,,,,
player,201711120ram,htx,WatkCa00,tackles_loss,1,,,,,
player,201711120ram,htx,WatkCa00,qb_hits,0,,,,,
player,201711120ram,htx,WatkCa00,fumbles_rec,0,,,,,
player,201711120ram,htx,WatkCa00,fumbles_rec_yds,0,,,,,
player,201711120ram,htx,WatkCa00,fumbles_rec_td,0,,,,,
player,201711120ram,htx,WatkCa00,fumbles_forced,0,,,,,
player,201711120ram,htx,WillMa03,def_int,0,,,,,
player,201711120ram,htx,WillMa03,def_int_yds,0,,,,,
player,201711120ram,htx,WillMa03,def_int_td,0,,,,,
player,201711120ram,htx,WillMa03,def_int_long,0,,,,,
player,201711120ram,htx,WillMa03,pass_defended,0,,,,,
player,201711120ram,htx,WillMa03,sacks,0.0,,,,,
player,201711120ram,htx,WillMa03,tackles_combined,2,,,,,
player,201711120ram,htx,WillMa03,tackles_solo,2,,,,,
player,201711120ram,htx,WillMa03,tackles_assists,0,,,,,
player,201711120ram,htx,WillMa03,tackles_loss,0,,,,,
player,201711120ram,htx,WillMa03,qb_hits,0,,,,,
player,201711120ram,htx,WillMa03,fumbles_rec,0,,,,,
player,201711120ram,htx,WillMa03,fumbles_rec_yds,0,,,,,
player,201711120ram,htx,WillMa03,fumbles_rec_td,0,,,,,
player,201711120ram,htx,WillMa03,fumbles_forced,0,,,,,
player,201711120ram,htx,ReadD.00,def_int,0,,,,,
player,201711120ram,htx,ReadD.00,def_int_yds,0,,,,,
player,201711120ram,htx,ReadD.00,def_int_td,0,,,,,
player,201711120ram,htx,ReadD.00,def_int_long,0,,,,,
player,201711120ram,htx,ReadD.00,pass_defended,0,,,,,
player,201711120ram,htx,ReadD.00,sacks,0.0,,,,,
player,201711120ram,htx,ReadD.00,tackles_combined,1,,,,,
player,201711120ram,htx,ReadD.00,tackles_solo,0,,,,,
player,201711120ram,htx,ReadD.00,tackles_assists,1,,,,,
player,201711120ram,htx,ReadD.00,tackles_loss,0,,,,,
player,201711120ram,htx,ReadD.00,qb_hits,0,,,,,
player,201711120ram,htx,ReadD.00,fumbles_rec,0,,,,,
player,201711120ram,htx,ReadD.00,fumbles_rec_yds,0,,,,,
player,201711120ram,htx,ReadD.00,fumbles_rec_td,0,,,,,
player,201711120ram,htx,ReadD.00,fumbles_forced,0,,,,,
player,201711120ram,htx,KamaUf00,def_int,0,,,,,
player,201711120ram,htx,KamaUf00,def_int_yds,0,,,,,
player,201711120ram,htx,KamaUf00,def_int_td,0,,,,,
player,201711120ram,htx,KamaUf00,def_int_long,0,,,,,
player,201711120ram,htx,KamaUf00,pass_defended,0,,,,,
player,201711120ram,htx,KamaUf00,sacks,0.0,,,,,
player,201711120ram,htx,KamaUf00,tackles_combined,0,,,,,
player,201711120ram,htx,KamaUf00,tackles_solo,0,,,,,
player,201711120ram,htx,KamaUf00,tackles_assists,0,,,,,
player,201711120ram,htx,KamaUf00,tackles_loss,0,,,,,
player,201711120ram,htx,KamaUf00,qb_hits,1,,,,,
player,201711120ram,htx,KamaUf00,fumbles_rec,0,,,,,
player,201711120ram,htx,KamaUf00,fumbles_rec_yds,0,,,,,
player,201711120ram,htx,KamaUf00,fumbles_rec_td,0,,,,,
player,201711120ram,htx,KamaUf00,fumbles_forced,0,,,,,
player,201711120ram,ram,BarrMa00,def_int,1,,,,,
player,201711120ram,ram,BarrMa00,def_int_yds,15,,,,,
player,201711120ram,ram,BarrMa00,def_int_td,0,,,,,
player,201711120ram,ram,BarrMa00,def_int_long,15,,,,,
player,201711120ram,ram,BarrMa00,pass_defended,1,,,,,
player,201711120ram,ram,BarrMa00,sacks,0.0,,,,,
player,201711120ram,ram,BarrMa00,tackles_combined,5,,,,,
player,201711120ram,ram,BarrMa00,tackles_solo,5,,,,,
player,201711120ram,ram,BarrMa00,tackles_assists,0,,,,,
player,201711120ram,ram,BarrMa00,tackles_loss,0,,,,,
player,201711120ram,ram,BarrMa00,qb_hits,0,,,,,
player,201711120ram,ram,BarrMa00,fumbles_rec,0,,,,,
player,201711120ram,ram,BarrMa00,fumbles_rec_yds,0,,,,,
player,201711120ram,ram,BarrMa00,fumbles_rec_td,0,,,,,
player,201711120ram,ram,BarrMa00,fumbles_forced,0,,,,,
player,201711120ram,ram,CounBl00,def_int,1,,,,,
player,201711120ram,ram,CounBl00,def_int_yds,19,,,,,
player,201711120ram,ram,CounBl00,def_int_td,0,,,,,
player,201711120ram,ram,CounBl00,def_int_long,19,,,,,
player,201711120ram,ram,CounBl00,pass_defended,1,,,,,
player,201711120ram,ram,CounBl00,sacks,0.0,,,,,
player,201711120ram,ram,CounBl00,tackles_combined,0,,,,,
player,201711120ram,ram,CounBl00,tackles_solo,0,,,,,
player,201711120ram,ram,CounBl00,tackles_assists,0,,,,,
player,201711120ram,ram,CounBl00,tackles_loss,0,,,,,
player,201711120ram,ram,CounBl00,qb_hits,0,,,,,
player,201711120ram,ram,CounBl00,fumbles_rec,0,,,,,
player,201711120ram,ram,CounBl00,fumbles_rec_yds,0,,,,,
player,201711120ram,ram,CounBl00,fumbles_rec_td,0,,,,,
player,201711120ram,ram,CounBl00,fumbles_forced,0,,,,,
player,201711120ram,ram,BrocMi00,def_int,0,,,,,
player,201711120ram,ram,BrocMi00,def_int_yds,0,,,,,
player,201711120ram,ram,BrocMi00,def_int_td,0,,,,,
player,201711120ram,ram,BrocMi00,def_int_long,0,,,,,
player,201711120ram,ram,BrocMi00,pass_defended,1,,,,,
player,201711120ram,ram,BrocMi00,sacks,1.0,,,,,
player,201711120ram,ram,BrocMi00,tackles_combined,3,,,,,
player,201711120ram,ram,BrocMi00,tackles_solo,2,,,,,
player,201711120ram,ram,BrocMi00,tackles_assists,1,,,,,
player,201711120ram,ram,BrocMi00,tackles_loss,1,,,,,
player,201711120ram,ram,BrocMi00,qb_hits,1,,,,,
player,201711120ram,ram,BrocMi00,fumbles_rec,0,,,,,
player,201711120ram,ram,BrocMi00,fumbles_rec_yds,0,,,,,
player,201711120ram,ram,BrocMi00,fumbles_rec_td,0,,,,,
player,201711120ram,ram,BrocMi00,fumbles_forced,0,,,,,
player,201711120ram,ram,DonaAa00,def_int,0,,,,,
player,201711120ram,ram,DonaAa00,def_int_yds,0,,,,,
player,201711120ram,ram,DonaAa00,def_int_td,0,,,,,
player,201711120ram,ram,DonaAa00,def_int_long,0,,,,,
player,201711120ram,ram,DonaAa00,pass_defended,1,,,,,
player,201711120ram,ram,DonaAa00,sacks,1.0,,,,,
player,201711120ram,ram,DonaAa00,tackles_combined,3,,,,,
player,201711120ram,ram,DonaAa00,tackles_solo,2,,,,,
player,201711120ram,ram,DonaAa00,tackles_assists,1,,,,,
player,201711120ram,ram,DonaAa00,tackles_loss,1,,,,,
player,201711120ram,ram,DonaAa00,qb_hits,1,,,,,
player,201711120ram,ram,DonaAa00,fumbles_rec,0,,,,,
player,201711120ram,ram,DonaAa00,fumbles_rec_yds,0,,,,,
player,201711120ram,ram,DonaAa00,fumbles_rec_td,0,,,,,
player,201711120ram,ram,DonaAa00,fumbles_forced,1,,,,,
player,201711120ram,ram,EbukSa00,def_int,0,,,,,
player,201711120ram,ram,EbukSa00,def_int_yds,0,,,,,
player,201711120ram,ram,EbukSa00,def_int_td,0,,,,,
player,201711120ram,ram,EbukSa00,def_int_long,0,,,,,
player,201711120ram,ram,EbukSa00,pass_defended,0,,,,,
player,201711120ram,ram,EbukSa00,sacks,1.0,,,,,
player,201711120ram,ram,EbukSa00,tackles_combined,1,,,,,
player,201711120ram,ram,EbukSa00,tackles_solo,1,,,,,
player,201711120ram,ram,EbukSa00,tackles_assists,0,,,,,
player,201711120ram,ram,EbukSa00,tackles_loss,0,,,,,
player,201711120ram,ram,EbukSa00,qb_hits,2,,,,,
player,201711120ram,ram,EbukSa00,fumbles_rec,0,,,,,
player,201711120ram,ram,EbukSa00,fumbles_rec_yds,0,,,,,
player,201711120ram,ram,EbukSa00,fumbles_rec_td,0,,,,,
player,201711120ram,ram,EbukSa00,fumbles_forced,1,,,,,
player,201711120ram,ram,OgleAl00,def_int,0,,,,,
player,201711120ram,ram,OgleAl00,def_int_yds,0,,,,,
player,201711120ram,ram,OgleAl00,def_int_td,0,,,,,
player,201711120ram,ram,OgleAl00,def_int_long,0,,,,,
player,201711120ram,ram,OgleAl00,pass_defended,1,,,,,
player,201711120ram,ram,OgleAl00,sacks,0.0,,,,,
player,201711120ram,ram,OgleAl00,tackles_combined,7,,,,,
player,201711120ram,ram,OgleAl00,tackles_solo,4,,,,,
player,201711120ram,ram,OgleAl00,tackles_assists,3,,,,,
player,201711120ram,ram,OgleAl00,tackles_loss,0,,,,,
player,201711120ram,ram,OgleAl00,qb_hits,0,,,,,
player,201711120ram,ram,OgleAl00,fumbles_rec,0,,,,,
player,201711120ram,ram,OgleAl00,fumbles_rec_yds,0,,,,,
player,201711120ram,ram,OgleAl00,fumbles_rec_td,0,,,,,
player,201711120ram,ram,OgleAl00,fumbles_forced,0,,,,,
player,201711120ram,ram,JohnTr05,def_int,0,,,,,
player,201711120ram,ram,JohnTr05,def_int_yds,0,,,,,
player,201711120ram,ram,JohnTr05,def_int_td,0,,,,,
player,201711120ram,ram,JohnTr05,def_int_long,0,,,,,
player,201711120ram,ram,JohnTr05,pass_defended,2,,,,,
player,201711120ram,ram,JohnTr05,sacks,0.0,,,,,
player,201711120ram,ram,JohnTr05,tackles_combined,5,,,,,
player,201711120ram,ram,JohnTr05,tackles_solo,5,,,,,
player,201711120ram,ram,JohnTr05,tackles_assists,0,,,,,
player,201711120ram,ram,JohnTr05,tackles_loss,0,,,,,
player,201711120ram,ram,JohnTr05,qb_hits,0,,,,,
player,201711120ram,ram,JohnTr05,fumbles_rec,0,,,,,
player,201711120ram,ram,JohnTr05,fumbles_rec_yds,0,,,,,
player,201711120ram,ram,JohnTr05,fumbles_rec_td,0,,,,,
player,201711120ram,ram,JohnTr05,fumbles_forced,0,,,,,
player,201711120ram,ram,WebsKa00,def_int,0,,,,,
player,201711120ram,ram,WebsKa00,def_int_yds,0,,,,,
player,201711120ram,ram,WebsKa00,def_int_td,0,,,,,
player,201711120ram,ram,WebsKa00,def_int_long,0,,,,,
player,201711120ram,ram,WebsKa00,pass_defended,1,,,,,
player,201711120ram,ram,WebsKa00,sacks,0.0,,,,,
player,201711120ram,ram,WebsKa00,tackles_combined,5,,,,,
player,201711120ram,ram,WebsKa00,tackles_solo,5,,,,,
player,201711120ram,ram,WebsKa00,tackles_assists,0,,,,,
player,201711120ram,ram,WebsKa00,tackles_loss,0,,,,,
player,201711120ram,ram,WebsKa00,qb_hits,0,,,,,
player,201711120ram,ram,WebsKa00,fumbles_rec,0,,,,,
player,201711120ram,ram,WebsKa00,fumbles_rec_yds,0,,,,,
player,201711120ram,ram,WebsKa00,fumbles_rec_td,0,,,,,
player,201711120ram,ram,WebsKa00,fumbles_forced,0,,,,,
player,201711120ram,ram,JohnJo10,def_int,0,,,,,
player,201711120ram,ram,JohnJo10,def_int_yds,0,,,,,
player,201711120ram,ram,JohnJo10,def_int_td,0,,,,,
player,201711120ram,ram,JohnJo10,def_int_long,0,,,,,
player,201711120ram,ram,JohnJo10,pass_defended,1,,,,,
player,201711120ram,ram,JohnJo10,sacks,0.0,,,,,
player,201711120ram,ram,JohnJo10,tackles_combined,4,,,,,
player,201711120ram,ram,JohnJo10,tackles_solo,3,,,,,
player,201711120ram,ram,JohnJo10,tackles_assists,1,,,,,
player,201711120ram,ram,JohnJo10,tackles_loss,0,,,,,
player,201711120ram,ram,JohnJo10,qb_hits,0,,,,,
player,201711120ram,ram,JohnJo10,fumbles_rec,0,,,,,
player,201711120ram,ram,JohnJo10,fumbles_rec_yds,0,,,,,
player,201711120ram,ram,JohnJo10,fumbles_rec_td,0,,,,,
