game,2017,13,20171203,201712030gnb,tam,"Tampa Bay Buccaneers",20,gnb,"Green Bay Packers",26
player,201712030gnb,gnb,AlliGe01,rec,0,,,,,
player,201712030gnb,gnb,AlliGe01,rec_yds,0,,,,,
player,201712030gnb,gnb,AlliGe01,rec_td,0,,,,,
player,201712030gnb,gnb,AlliGe01,rec_long,0,,,,,
player,201712030gnb,gnb,AlliGe01,fumbles,0,,,,,
player,201712030gnb,gnb,AlliGe01,fumbles_lost,0,,,,,
player,201712030gnb,gnb,RipkAa00,pass_cmp,0,,,,,
player,201712030gnb,gnb,RipkAa00,pass_att,0,,,,,
player,201712030gnb,gnb,RipkAa00,pass_yds,0,,,,,
player,201712030gnb,gnb,RipkAa00,pass_td,0,,,,,
player,201712030gnb,gnb,RipkAa00,pass_int,0,,,,,
player,201712030gnb,gnb,RipkAa00,pass_sacked,0,,,,,
player,201712030gnb,gnb,RipkAa00,pass_sacked_yds,0,,,,,
player,201712030gnb,gnb,RipkAa00,pass_long,0,,,,,
player,201712030gnb,gnb,RipkAa00,pass_rating,,,,,,
player,201712030gnb,gnb,RipkAa00,rush_att,0,,,,,
player,201712030gnb,gnb,RipkAa00,rush_yds,0,,,,,
player,201712030gnb,gnb,RipkAa00,rush_td,0,,,,,
player,201712030gnb,gnb,RipkAa00,rush_long,0,,,,,
player,201712030gnb,gnb,RipkAa00,targets,1,,,,,
player,201712030gnb,gnb,RipkAa00,rec,0,,,,,
player,201712030gnb,gnb,RipkAa00,rec_yds,0,,,,,
player,201712030gnb,gnb,RipkAa00,rec_td,0,,,,,
player,201712030gnb,gnb,RipkAa00,rec_long,0,,,,,
player,201712030gnb,gnb,RipkAa00,fumbles,0,,,,,
player,201712030gnb,gnb,RipkAa00,fumbles_lost,0,,,,,
player,201712030gnb,tam,EvanJu00,def_int,1,,,,,
player,201712030gnb,tam,EvanJu00,def_int_yds,15,,,,,
player,201712030gnb,tam,EvanJu00,def_int_td,0,,,,,
player,201712030gnb,tam,EvanJu00,def_int_long,15,,,,,
player,201712030gnb,tam,EvanJu00,pass_defended,1,,,,,
player,201712030gnb,tam,EvanJu00,sacks,0.0,,,,,
player,201712030gnb,tam,EvanJu00,tackles_combined,6,,,,,
player,201712030gnb,tam,EvanJu00,tackles_solo,4,,,,,
player,201712030gnb,tam,EvanJu00,tackles_assists,2,,,,,
player,201712030gnb,tam,EvanJu00,tackles_loss,0,,,,,
player,201712030gnb,tam,EvanJu00,qb_hits,0,,,,,
player,201712030gnb,tam,EvanJu00,fumbles_rec,0,,,,,
player,201712030gnb,tam,EvanJu00,fumbles_rec_yds,0,,,,,
player,201712030gnb,tam,EvanJu00,fumbles_rec_td,0,,,,,
player,201712030gnb,tam,EvanJu00,fumbles_forced,0,,,,,
player,201712030gnb,tam,ClarWi00,def_int,0,,,,,
player,201712030gnb,tam,ClarWi00,def_int_yds,0,,,,,
player,201712030gnb,tam,ClarWi00,def_int_td,0,,,,,
player,201712030gnb,tam,ClarWi00,def_int_long,0,,,,,
player,201712030gnb,tam,ClarWi00,pass_defended,1,,,,,
player,201712030gnb,tam,ClarWi00,sacks,1.5,,,,,
player,201712030gnb,tam,ClarWi00,tackles_combined,3,,,,,
player,201712030gnb,tam,ClarWi00,tackles_solo,2,,,,,
player,201712030gnb,tam,ClarWi00,tackles_assists,1,,,,,
player,201712030gnb,tam,ClarWi00,tackles_loss,1,,,,,
player,201712030gnb,tam,ClarWi00,qb_hits,3,,,,,
player,201712030gnb,tam,ClarWi00,fumbles_rec,0,,,,,
player,201712030gnb,tam,ClarWi00,fumbles_rec_yds,0,,,,,
player,201712030gnb,tam,ClarWi00,fumbles_rec_td,0,,,,,
player,201712030gnb,tam,ClarWi00,fumbles_forced,0,,,,,
player,201712030gnb,tam,BakeCh99,def_int,0,,,,,
player,201712030gnb,tam,BakeCh99,def_int_yds,0,,,,,
player,201712030gnb,tam,BakeCh99,def_int_td,0,,,,,
player,201712030gnb,tam,BakeCh99,def_int_long,0,,,,,
player,201712030gnb,tam,BakeCh99,pass_defended,0,,,,,
player,201712030gnb,tam,BakeCh99,sacks,0.5,,,,,
player,201712030gnb,tam,BakeCh99,tackles_combined,2,,,,,
player,201712030gnb,tam,BakeCh99,tackles_solo,1,,,,,
player,201712030gnb,tam,BakeCh99,tackles_assists,1,,,,,
player,201712030gnb,tam,BakeCh99,tackles_loss,0,,,,,
player,201712030gnb,tam,BakeCh99,qb_hits,1,,,,,
player,201712030gnb,tam,BakeCh99,fumbles_rec,0,,,,,
player,201712030gnb,tam,BakeCh99,fumbles_rec_yds,0,,,,,
player,201712030gnb,tam,BakeCh99,fumbles_rec_td,0,,,,,
player,201712030gnb,tam,BakeCh99,fumbles_forced,0,,,,,
player,201712030gnb,tam,DaviLa00,def_int,0,,,,,
player,201712030gnb,tam,DaviLa00,def_int_yds,0,,,,,
player,201712030gnb,tam,DaviLa00,def_int_td,0,,,,,
player,201712030gnb,tam,DaviLa00,def_int_long,0,,,,,
player,201712030gnb,tam,DaviLa00,pass_defended,0,,,,,
player,201712030gnb,tam,DaviLa00,sacks,0.0,,,,,
player,201712030gnb,tam,DaviLa00,tackles_combined,7,,,,,
player,201712030gnb,tam,DaviLa00,tackles_solo,5,,,,,
player,201712030gnb,tam,DaviLa00,tackles_assists,2,,,,,
player,201712030gnb,tam,DaviLa00,tackles_loss,0,,,,,
player,201712030gnb,tam,DaviLa00,qb_hits,0,,,,,
player,201712030gnb,tam,DaviLa00,fumbles_rec,0,,,,,
player,201712030gnb,tam,DaviLa00,fumbles_rec_yds,0,,,,,
player,201712030gnb,tam,DaviLa00,fumbles_rec_td,0,,,,,
player,201712030gnb,tam,DaviLa00,fumbles_forced,0,,,,,
player,201712030gnb,tam,AlexKw00,def_int,0,,,,,
player,201712030gnb,tam,AlexKw00,def_int_yds,0,,,,,
player,201712030gnb,tam,AlexKw00,def_int_td,0,,,,,
player,201712030gnb,tam,AlexKw00,def_int_long,0,,,,,
player,201712030gnb,tam,AlexKw00,pass_defended,0,,,,,
player,201712030gnb,tam,AlexKw00,sacks,0.0,,,,,
player,201712030gnb,tam,AlexKw00,tackles_combined,6,,,,,
player,201712030gnb,tam,AlexKw00,tackles_solo,2,,,,,
player,201712030gnb,tam,AlexKw00,tackles_assists,4,,,,,
player,201712030gnb,tam,AlexKw00,tackles_loss,0,,,,,
player,201712030gnb,tam,AlexKw00,qb_hits,0,,,,,
player,201712030gnb,tam,AlexKw00,fumbles_rec,0,,,,,
player,201712030gnb,tam,AlexKw00,fumbles_rec_yds,0,,,,,
player,201712030gnb,tam,AlexKw00,fumbles_rec_td,0,,,,,
player,201712030gnb,tam,AlexKw00,fumbles_forced,0,,,,,
player,201712030gnb,tam,GrimBr20,def_int,0,,,,,
player,201712030gnb,tam,GrimBr20,def_int_yds,0,,,,,
player,201712030gnb,tam,GrimBr20,def_int_td,0,,,,,
player,201712030gnb,tam,GrimBr20,def_int_long,0,,,,,
player,201712030gnb,tam,GrimBr20,pass_defended,0,,,,,
player,201712030gnb,tam,GrimBr20,sacks,0.0,,,,,
player,201712030gnb,tam,GrimBr20,tackles_combined,5,,,,,
player,201712030gnb,tam,GrimBr20,tackles_solo,5,,,,,
player,201712030gnb,tam,GrimBr20,tackles_assists,0,,,,,
player,201712030gnb,tam,GrimBr20,tackles_loss,0,,,,,
player,201712030gnb,tam,GrimBr20,qb_hits,0,,,,,
player,201712030gnb,tam,GrimBr20,fumbles_rec,0,,,,,
player,201712030gnb,tam,GrimBr20,fumbles_rec_yds,0,,,,,
player,201712030gnb,tam,GrimBr20,fumbles_rec_td,0,,,,,
player,201712030gnb,tam,GrimBr20,fumbles_forced,0,,,,,
player,201712030gnb,tam,SmitRy00,def_int,0,,,,,
player,201712030gnb,tam,SmitRy00,def_int_yds,0,,,,,
player,201712030gnb,tam,SmitRy00,def_int_td,0,,,,,
player,201712030gnb,tam,SmitRy00,def_int_long,0,,,,,
player,201712030gnb,tam,SmitRy00,pass_defended,1,,,,,
player,201712030gnb,tam,SmitRy00,sacks,0.0,,,,,
player,201712030gnb,tam,SmitRy00,tackles_combined,5,,,,,
player,201712030gnb,tam,SmitRy00,tackles_solo,2,,,,,
player,201712030gnb,tam,SmitRy00,tackles_assists,3,,,,,
player,201712030gnb,tam,SmitRy00,tackles_loss,0,,,,,
player,201712030gnb,tam,SmitRy00,qb_hits,0,,,,,
player,201712030gnb,tam,SmitRy00,fumbles_rec,0,,,,,
player,201712030gnb,tam,SmitRy00,fumbles_rec_yds,0,,,,,
player,201712030gnb,tam,SmitRy00,fumbles_rec_td,0,,,,,
player,201712030gnb,tam,SmitRy00,fumbles_forced,0,,,,,
player,201712030gnb,tam,TandKe00,def_int,0,,,,,
player,201712030gnb,tam,TandKe00,def_int_yds,0,,,,,
player,201712030gnb,tam,TandKe00,def_int_td,0,,,,,
player,201712030gnb,tam,TandKe00,def_int_long,0,,,,,
player,201712030gnb,tam,TandKe00,pass_defended,0,,,,,
player,201712030gnb,tam,TandKe00,sacks,0.0,,,,,
player,201712030gnb,tam,TandKe00,tackles_combined,4,,,,,
player,201712030gnb,tam,TandKe00,tackles_solo,4,,,,,
player,201712030gnb,tam,TandKe00,tackles_assists,0,,,,,
player,201712030gnb,tam,TandKe00,tackles_loss,0,,,,,
player,201712030gnb,tam,TandKe00,qb_hits,0,,,,,
player,201712030gnb,tam,TandKe00,fumbles_rec,0,,,,,
player,201712030gnb,tam,TandKe00,fumbles_rec_yds,0,,,,,
player,201712030gnb,tam,TandKe00,fumbles_rec_td,0,,,,,
player,201712030gnb,tam,TandKe00,fumbles_forced,0,,,,,
player,201712030gnb,tam,BeckKe00,def_int,0,,,,,
player,201712030gnb,tam,BeckKe00,def_int_yds,0,,,,,
player,201712030gnb,tam,BeckKe00,def_int_td,0,,,,,
player,201712030gnb,tam,BeckKe00,def_int_long,0,,,,,
player,201712030gnb,tam,BeckKe00,pass_defended,0,,,,,
player,201712030gnb,tam,BeckKe00,sacks,0.0,,,,,
player,201712030gnb,tam,BeckKe00,tackles_combined,3,,,,,
player,201712030gnb,tam,BeckKe00,tackles_solo,3,,,,,
player,201712030gnb,tam,BeckKe00,tackles_assists,0,,,,,
player,201712030gnb,tam,BeckKe00,tackles_loss,0,,,,,
player,201712030gnb,tam,BeckKe00,qb_hits,0,,,,,
player,201712030gnb,tam,BeckKe00,fumbles_rec,0,,,,,
player,201712030gnb,tam,BeckKe00,fumbles_rec_yds,0,,,,,
player,201712030gnb,tam,BeckKe00,fumbles_rec_td,0,,,,,
player,201712030gnb,tam,BeckKe00,fumbles_forced,0,,,,,
player,201712030gnb,tam,ContCh00,def_int,0,,,,,
player,201712030gnb,tam,ContCh00,def_int_yds,0,,,,,
player,201712030gnb,tam,ContCh00,def_int_td,0,,,,,
player,201712030gnb,tam,ContCh00,def_int_long,0,,,,,
player,201712030gnb,tam,ContCh00,pass_defended,0,,,,,
player,201712030gnb,tam,ContCh00,sacks,0.0,,,,,
player,201712030gnb,tam,ContCh00,tackles_combined,3,,,,,
player,201712030gnb,tam,ContCh00,tackles_solo,2,,,,,
player,201712030gnb,tam,ContCh00,tackles_assists,1,,,,,
player,201712030gnb,tam,ContCh00,tackles_loss,0,,,,,
player,201712030gnb,tam,ContCh00,qb_hits,0,,,,,
player,201712030gnb,tam,ContCh00,fumbles_rec,0,,,,,
player,201712030gnb,tam,ContCh00,fumbles_rec_yds,0,,,,,
player,201712030gnb,tam,ContCh00,fumbles_rec_td,0,,,,,
player,201712030gnb,tam,ContCh00,fumbles_forced,0,,,,,
player,201712030gnb,tam,McClRo98,def_int,0,,,,,
player,201712030gnb,tam,McClRo98,def_int_yds,0,,,,,
player,201712030gnb,tam,McClRo98,def_int_td,0,,,,,
player,201712030gnb,tam,McClRo98,def_int_long,0,,,,,
player,201712030gnb,tam,McClRo98,pass_defended,0,,,,,
player,201712030gnb,tam,McClRo98,sacks,0.0,,,,,
player,201712030gnb,tam,McClRo98,tackles_combined,3,,,,,
player,201712030gnb,tam,McClRo98,tackles_solo,3,,,,,
player,201712030gnb,tam,McClRo98,tackles_assists,0,,,,,
player,201712030gnb,tam,McClRo98,tackles_loss,0,,,,,
player,201712030gnb,tam,McClRo98,qb_hits,0,,,,,
player,201712030gnb,tam,McClRo98,fumbles_rec,0,,,,,
player,201712030gnb,tam,McClRo98,fumbles_rec_yds,0,,,,,
player,201712030gnb,tam,McClRo98,fumbles_rec_td,0,,,,,
player,201712030gnb,tam,McClRo98,fumbles_forced,0,,,,,
player,201712030gnb,tam,McCoGe99,def_int,0,,,,,
player,201712030gnb,tam,McCoGe99,def_int_yds,0,,,,,
player,201712030gnb,tam,McCoGe99,def_int_td,0,,,,,
player,201712030gnb,tam,McCoGe99,def_int_long,0,,,,,
player,201712030gnb,tam,McCoGe99,pass_defended,0,,,,,
player,201712030gnb,tam,McCoGe99,sacks,0.0,,,,,
player,201712030gnb,tam,McCoGe99,tackles_combined,3,,,,,
player,201712030gnb,tam,McCoGe99,tackles_solo,2,,,,,
player,201712030gnb,tam,McCoGe99,tackles_assists,1,,,,,
player,201712030gnb,tam,McCoGe99,tackles_loss,2,,,,,
player,201712030gnb,tam,McCoGe99,qb_hits,1,,,,,
player,201712030gnb,tam,McCoGe99,fumbles_rec,0,,,,,
player,201712030gnb,tam,McCoGe99,fumbles_rec_yds,0,,,,,
player,201712030gnb,tam,McCoGe99,fumbles_rec_td,0,,,,,
player,201712030gnb,tam,McCoGe99,fumbles_forced,0,,,,,
player,201712030gnb,tam,BondDe00,def_int,0,,,,,
player,201712030gnb,tam,BondDe00,def_int_yds,0,,,,,
player,201712030gnb,tam,BondDe00,def_int_td,0,,,,,
player,201712030gnb,tam,BondDe00,def_int_long,0,,,,,
player,201712030gnb,tam,BondDe00,pass_defended,0,,,,,
player,201712030gnb,tam,BondDe00,sacks,0.0,,,,,
player,201712030gnb,tam,BondDe00,tackles_combined,1,,,,,
player,201712030gnb,tam,BondDe00,tackles_solo,1,,,,,
player,201712030gnb,tam,BondDe00,tackles_assists,0,,,,,
player,201712030gnb,tam,BondDe00,tackles_loss,0,,,,,
player,201712030gnb,tam,BondDe00,qb_hits,0,,,,,
player,201712030gnb,tam,BondDe00,fumbles_rec,0,,,,,
player,201712030gnb,tam,BondDe00,fumbles_rec_yds,0,,,,,
player,201712030gnb,tam,BondDe00,fumbles_rec_td,0,,,,,
player,201712030gnb,tam,BondDe00,fumbles_forced,0,,,,,
player,201712030gnb,tam,GodwCh00,def_int,0,,,,,
player,201712030gnb,tam,GodwCh00,def_int_yds,0,,,,,
player,201712030gnb,tam,GodwCh00,def_int_td,0,,,,,
player,201712030gnb,tam,GodwCh00,def_int_long,0,,,,,
player,201712030gnb,tam,GodwCh00,pass_defended,0,,,,,
player,201712030gnb,tam,GodwCh00,sacks,0.0,,,,,
player,201712030gnb,tam,GodwCh00,tackles_combined,1,,,,,
player,201712030gnb,tam,GodwCh00,tackles_solo,1,,,,,
player,201712030gnb,tam,GodwCh00,tackles_assists,0,,,,,
player,201712030gnb,tam,GodwCh00,tackles_loss,0,,,,,
player,201712030gnb,tam,GodwCh00,qb_hits,0,,,,,
player,201712030gnb,tam,GodwCh00,fumbles_rec,0,,,,,
player,201712030gnb,tam,GodwCh00,fumbles_rec_yds,0,,,,,
player,201712030gnb,tam,GodwCh00,fumbles_rec_td,0,,,,,
player,201712030gnb,tam,GodwCh00,fumbles_forced,0,,,,,
player,201712030gnb,tam,MartFr00,def_int,0,,,,,
player,201712030gnb,tam,MartFr00,def_int_yds,0,,,,,
player,201712030gnb,tam,MartFr00,def_int_td,0,,,,,
player,201712030gnb,tam,MartFr00,def_int_long,0,,,,,
player,201712030gnb,tam,MartFr00,pass_defended,0,,,,,
player,201712030gnb,tam,MartFr00,sacks,0.0,,,,,
player,201712030gnb,tam,MartFr00,tackles_combined,1,,,,,
player,201712030gnb,tam,MartFr00,tackles_solo,1,,,,,
player,201712030gnb,tam,MartFr00,tackles_assists,0,,,,,
player,201712030gnb,tam,MartFr00,tackles_loss,0,,,,,
player,201712030gnb,tam,MartFr00,qb_hits,0,,,,,
player,201712030gnb,tam,MartFr00,fumbles_rec,0,,,,,
player,201712030gnb,tam,MartFr00,fumbles_rec_yds,0,,,,,
player,201712030gnb,tam,MartFr00,fumbles_rec_td,0,,,,,
player,201712030gnb,tam,MartFr00,fumbles_forced,0,,,,,
player,201712030gnb,tam,MurrPa01,def_int,0,,,,,
player,201712030gnb,tam,MurrPa01,def_int_yds,0,,,,,
player,201712030gnb,tam,MurrPa01,def_int_td,0,,,,,
player,201712030gnb,tam,MurrPa01,def_int_long,0,,,,,
player,201712030gnb,tam,MurrPa01,pass_defended,0,,,,,
player,201712030gnb,tam,MurrPa01,sacks,0.0,,,,,
player,201712030gnb,tam,MurrPa01,tackles_combined,1,,,,,
player,201712030gnb,tam,MurrPa01,tackles_solo,1,,,,,
player,201712030gnb,tam,MurrPa01,tackles_assists,0,,,,,
player,201712030gnb,tam,MurrPa01,tackles_loss,0,,,,,
player,201712030gnb,tam,MurrPa01,qb_hits,0,,,,,
player,201712030gnb,tam,MurrPa01,fumbles_rec,0,,,,,
player,201712030gnb,tam,MurrPa01,fumbles_rec_yds,0,,,,,
player,201712030gnb,tam,MurrPa01,fumbles_rec_td,0,,,,,
player,201712030gnb,tam,MurrPa01,fumbles_forced,0,,,,,
player,201712030gnb,tam,RodgJa00,def_int,0,,,,,
player,201712030gnb,tam,RodgJa00,def_int_yds,0,,,,,
player,201712030gnb,tam,RodgJa00,def_int_td,0,,,,,
player,201712030gnb,tam,RodgJa00,def_int_long,0,,,,,
player,201712030gnb,tam,RodgJa00,pass_defended,0,,,,,
player,201712030gnb,tam,RodgJa00,sacks,0.0,,,,,
player,201712030gnb,tam,RodgJa00,tackles_combined,1,,,,,
player,201712030gnb,tam,RodgJa00,tackles_solo,0,,,,,
player,201712030gnb,tam,RodgJa00,tackles_assists,1,,,,,
player,201712030gnb,tam,RodgJa00,tackles_loss,0,,,,,
player,201712030gnb,tam,RodgJa00,qb_hits,0,,,,,
player,201712030gnb,tam,RodgJa00,fumbles_rec,0,,,,,
player,201712030gnb,tam,RodgJa00,fumbles_rec_yds,0,,,,,
player,201712030gnb,tam,RodgJa00,fumbles_rec_td,0,,,,,
player,201712030gnb,tam,RodgJa00,fumbles_forced,0,,,,,
player,201712030gnb,tam,RussRy00,def_int,0,,,,,
player,201712030gnb,tam,RussRy00,def_int_yds,0,,,,,
player,201712030gnb,tam,RussRy00,def_int_td,0,,,,,
player,201712030gnb,tam,RussRy00,def_int_long,0,,,,,
player,201712030gnb,tam,RussRy00,pass_defended,0,,,,,
player,201712030gnb,tam,RussRy00,sacks,0.0,,,,,
player,201712030gnb,tam,RussRy00,tackles_combined,1,,,,,
player,201712030gnb,tam,RussRy00,tackles_solo,1,,,,,
player,201712030gnb,tam,RussRy00,tackles_assists,0,,,,,
player,201712030gnb,tam,RussRy00,tackles_loss,0,,,,,
player,201712030gnb,tam,RussRy00,qb_hits,0,,,,,
player,201712030gnb,tam,RussRy00,fumbles_rec,0,,,,,
player,201712030gnb,tam,RussRy00,fumbles_rec_yds,0,,,,,
player,201712030gnb,tam,RussRy00,fumbles_rec_td,0,,,,,
player,201712030gnb,tam,RussRy00,fumbles_forced,0,,,,,
player,201712030gnb,tam,SiliSe00,def_int,0,,,,,
player,201712030gnb,tam,SiliSe00,def_int_yds,0,,,,,
player,201712030gnb,tam,SiliSe00,def_int_td,0,,,,,
player,201712030gnb,tam,SiliSe00,def_int_long,0,,,,,
player,201712030gnb,tam,SiliSe00,pass_defended,0,,,,,
player,201712030gnb,tam,SiliSe00,sacks,0.0,,,,,
player,201712030gnb,tam,SiliSe00,tackles_combined,1,,,,,
player,201712030gnb,tam,SiliSe00,tackles_solo,1,,,,,
player,201712030gnb,tam,SiliSe00,tackles_assists,0,,,,,
player,201712030gnb,tam,SiliSe00,tackles_loss,1,,,,,
player,201712030gnb,tam,SiliSe00,qb_hits,0,,,,,
player,201712030gnb,tam,SiliSe00,fumbles_rec,0,,,,,
player,201712030gnb,tam,SiliSe00,fumbles_rec_yds,0,,,,,
player,201712030gnb,tam,SiliSe00,fumbles_rec_td,0,,,,,
player,201712030gnb,tam,SiliSe00,fumbles_forced,0,,,,,
player,201712030gnb,tam,GholWi00,def_int,0,,,,,
player,201712030gnb,tam,GholWi00,def_int_yds,0,,,,,
player,201712030gnb,tam,GholWi00,def_int_td,0,,,,,
player,201712030gnb,tam,GholWi00,def_int_long,0,,,,,
player,201712030gnb,tam,GholWi00,pass_defended,0,,,,,
player,201712030gnb,tam,GholWi00,sacks,0.0,,,,,
player,201712030gnb,tam,GholWi00,tackles_combined,0,,,,,
player,201712030gnb,tam,GholWi00,tackles_solo,0,,,,,
player,201712030gnb,tam,GholWi00,tackles_assists,0,,,,,
player,201712030gnb,tam,GholWi00,tackles_loss,0,,,,,
player,201712030gnb,tam,GholWi00,qb_hits,1,,,,,
player,201712030gnb,tam,GholWi00,fumbles_rec,0,,,,,
player,201712030gnb,tam,GholWi00,fumbles_rec_yds,0,,,,,
player,201712030gnb,tam,GholWi00,fumbles_rec_td,0,,,,,
player,201712030gnb,tam,GholWi00,fumbles_forced,0,,,,,
player,201712030gnb,gnb,MattCl99,def_int,0,,,,,
player,201712030gnb,gnb,MattCl99,def_int_yds,0,,,,,
player,201712030gnb,gnb,MattCl99,def_int_td,0,,,,,
player,201712030gnb,gnb,MattCl99,def_int_long,0,,,,,
player,201712030gnb,gnb,MattCl99,pass_defended,0,,,,,
player,201712030gnb,gnb,MattCl99,sacks,3.0,,,,,
player,201712030gnb,gnb,MattCl99,tackles_combined,7,,,,,
player,201712030gnb,gnb,MattCl99,tackles_solo,5,,,,,
player,201712030gnb,gnb,MattCl99,tackles_assists,2,,,,,
player,201712030gnb,gnb,MattCl99,tackles_loss,1,,,,,
player,201712030gnb,gnb,MattCl99,qb_hits,4,,,,,
player,201712030gnb,gnb,MattCl99,fumbles_rec,0,,,,,
player,201712030gnb,gnb,MattCl99,fumbles_rec_yds,0,,,,,
player,201712030gnb,gnb,MattCl99,fumbles_rec_td,0,,,,,
player,201712030gnb,gnb,MattCl99,fumbles_forced,0,,,,,
player,201712030gnb,gnb,ClarKe01,def_int,0,,,,,
player,201712030gnb,gnb,ClarKe01,def_int_yds,0,,,,,
player,201712030gnb,gnb,ClarKe01,def_int_td,0,,,,,
player,201712030gnb,gnb,ClarKe01,def_int_long,0,,,,,
player,201712030gnb,gnb,ClarKe01,pass_defended,0,,,,,
player,201712030gnb,gnb,ClarKe01,sacks,1.5,,,,,
player,201712030gnb,gnb,ClarKe01,tackles_combined,6,,,,,
player,201712030gnb,gnb,ClarKe01,tackles_solo,3,,,,,
player,201712030gnb,gnb,ClarKe01,tackles_assists,3,,,,,
player,201712030gnb,gnb,ClarKe01,tackles_loss,0,,,,,
player,201712030gnb,gnb,ClarKe01,qb_hits,2,,,,,
player,201712030gnb,gnb,ClarKe01,fumbles_rec,0,,,,,
player,201712030gnb,gnb,ClarKe01,fumbles_rec_yds,0,,,,,
player,201712030gnb,gnb,ClarKe01,fumbles_rec_td,0,,,,,
player,201712030gnb,gnb,ClarKe01,fumbles_forced,1,,,,,
player,201712030gnb,gnb,RyanJa00,def_int,0,,,,,
player,201712030gnb,gnb,RyanJa00,def_int_yds,0,,,,,
player,201712030gnb,gnb,RyanJa00,def_int_td,0,,,,,
player,201712030gnb,gnb,RyanJa00,def_int_long,0,,,,,
player,201712030gnb,gnb,RyanJa00,pass_defended,0,,,,,
player,201712030gnb,gnb,RyanJa00,sacks,1.0,,,,,
player,201712030gnb,gnb,RyanJa00,tackles_combined,10,,,,,
player,201712030gnb,gnb,RyanJa00,tackles_solo,5,,,,,
player,201712030gnb,gnb,RyanJa00,tackles_assists,5,,,,,
player,201712030gnb,gnb,RyanJa00,tackles_loss,1,,,,,
player,201712030gnb,gnb,RyanJa00,qb_hits,1,,,,,
player,201712030gnb,gnb,RyanJa00,fumbles_rec,0,,,,,
player,201712030gnb,gnb,RyanJa00,fumbles_rec_yds,0,,,,,
player,201712030gnb,gnb,RyanJa00,fumbles_rec_td,0,,,,,
player,201712030gnb,gnb,RyanJa00,fumbles_forced,0,,,,,
player,201712030gnb,gnb,LowrDe00,def_int,0,,,,,
player,201712030gnb,gnb,LowrDe00,def_int_yds,0,,,,,
player,201712030gnb,gnb,LowrDe00,def_int_td,0,,,,,
player,201712030gnb,gnb,LowrDe00,def_int_long,0,,,,,
player,201712030gnb,gnb,LowrDe00,pass_defended,0,,,,,
player,201712030gnb,gnb,LowrDe00,sacks,1.0,,,,,
player,201712030gnb,gnb,LowrDe00,tackles_combined,4,,,,,
player,201712030gnb,gnb,LowrDe00,tackles_solo,3,,,,,
player,201712030gnb,gnb,LowrDe00,tackles_assists,1,,,,,
player,201712030gnb,gnb,LowrDe00,tackles_loss,2,,,,,
player,201712030gnb,gnb,LowrDe00,qb_hits,1,,,,,
player,201712030gnb,gnb,LowrDe00,fumbles_rec,1,,,,,
player,201712030gnb,gnb,LowrDe00,fumbles_rec_yds,62,,,,,
player,201712030gnb,gnb,LowrDe00,fumbles_rec_td,1,,,,,
player,201712030gnb,gnb,LowrDe00,fumbles_forced,0,,,,,
player,201712030gnb,gnb,DaniMi00,def_int,0,,,,,
player,201712030gnb,gnb,DaniMi00,def_int_yds,0,,,,,
player,201712030gnb,gnb,DaniMi00,def_int_td,0,,,,,
player,201712030gnb,gnb,DaniMi00,def_int_long,0,,,,,
player,201712030gnb,gnb,DaniMi00,pass_defended,0,,,,,
player,201712030gnb,gnb,DaniMi00,sacks,0.5,,,,,
player,201712030gnb,gnb,DaniMi00,tackles_combined,5,,,,,
player,201712030gnb,gnb,DaniMi00,tackles_solo,1,,,,,
player,201712030gnb,gnb,DaniMi00,tackles_assists,4,,,,,
player,201712030gnb,gnb,DaniMi00,tackles_loss,0,,,,,
player,201712030gnb,gnb,DaniMi00,qb_hits,2,,,,,
player,201712030gnb,gnb,DaniMi00,fumbles_rec,0,,,,,
player,201712030gnb,gnb,DaniMi00,fumbles_rec_yds,0,,,,,
player,201712030gnb,gnb,DaniMi00,fumbles_rec_td,0,,,,,
player,201712030gnb,gnb,DaniMi00,fumbles_forced,0,,,,,
player,201712030gnb,gnb,MartBl01,def_int,0,,,,,
player,201712030gnb,gnb,MartBl01,def_int_yds,0,,,,,
player,201712030gnb,gnb,MartBl01,def_int_td,0,,,,,
player,201712030gnb,gnb,MartBl01,def_int_long,0,,,,,
player,201712030gnb,gnb,MartBl01,pass_defended,1,,,,,
player,201712030gnb,gnb,MartBl01,sacks,0.0,,,,,
player,201712030gnb,gnb,MartBl01,tackles_combined,11,,,,,
player,201712030gnb,gnb,MartBl01,tackles_solo,6,,,,,
player,201712030gnb,gnb,MartBl01,tackles_assists,5,,,,,
player,201712030gnb,gnb,MartBl01,tackles_loss,0,,,,,
player,201712030gnb,gnb,MartBl01,qb_hits,1,,,,,
player,201712030gnb,gnb,MartBl01,fumbles_rec,0,,,,,
player,201712030gnb,gnb,MartBl01,fumbles_rec_yds,0,,,,,
player,201712030gnb,gnb,MartBl01,fumbles_rec_td,0,,,,,
player,201712030gnb,gnb,MartBl01,fumbles_forced,0,,,,,
player,201712030gnb,gnb,ClinHa00,def_int,0,,,,,
player,201712030gnb,gnb,ClinHa00,def_int_yds,0,,,,,
player,201712030gnb,gnb,ClinHa00,def_int_td,0,,,,,
player,201712030gnb,gnb,ClinHa00,def_int_long,0,,,,,
player,201712030gnb,gnb,ClinHa00,pass_defended,0,,,,,
player,201712030gnb,gnb,ClinHa00,sacks,0.0,,,,,
player,201712030gnb,gnb,ClinHa00,tackles_combined,9,,,,,
