game,2017,3,20170924,201709240was,rai,"Oakland Raiders",10,was,"Washington Redskins",27
player,201709240was,rai,AmerDa00,fumbles_rec,0,,,,,
player,201709240was,rai,AmerDa00,fumbles_rec_yds,0,,,,,
player,201709240was,rai,AmerDa00,fumbles_rec_td,0,,,,,
player,201709240was,rai,AmerDa00,fumbles_forced,0,,,,,
player,201709240was,rai,ElliJu01,def_int,0,,,,,
player,201709240was,rai,ElliJu01,def_int_yds,0,,,,,
player,201709240was,rai,ElliJu01,def_int_td,0,,,,,
player,201709240was,rai,ElliJu01,def_int_long,0,,,,,
player,201709240was,rai,ElliJu01,pass_defended,0,,,,,
player,201709240was,rai,ElliJu01,sacks,0.0,,,,,
player,201709240was,rai,ElliJu01,tackles_combined,6,,,,,
player,201709240was,rai,ElliJu01,tackles_solo,1,,,,,
player,201709240was,rai,ElliJu01,tackles_assists,5,,,,,
player,201709240was,rai,ElliJu01,tackles_loss,0,,,,,
player,201709240was,rai,ElliJu01,qb_hits,0,,,,,
player,201709240was,rai,ElliJu01,fumbles_rec,0,,,,,
player,201709240was,rai,ElliJu01,fumbles_rec_yds,0,,,,,
player,201709240was,rai,ElliJu01,fumbles_rec_td,0,,,,,
player,201709240was,rai,ElliJu01,fumbles_forced,0,,,,,
player,201709240was,rai,IrviBr00,def_int,0,,,,,
player,201709240was,rai,IrviBr00,def_int_yds,0,,,,,
player,201709240was,rai,IrviBr00,def_int_td,0,,,,,
player,201709240was,rai,IrviBr00,def_int_long,0,,,,,
player,201709240was,rai,IrviBr00,pass_defended,0,,,,,
player,201709240was,rai,IrviBr00,sacks,0.0,,,,,
player,201709240was,rai,IrviBr00,tackles_combined,6,,,,,
player,201709240was,rai,IrviBr00,tackles_solo,3,,,,,
player,201709240was,rai,IrviBr00,tackles_assists,3,,,,,
player,201709240was,rai,IrviBr00,tackles_loss,0,,,,,
player,201709240was,rai,IrviBr00,qb_hits,0,,,,,
player,201709240was,rai,IrviBr00,fumbles_rec,0,,,,,
player,201709240was,rai,IrviBr00,fumbles_rec_yds,0,,,,,
player,201709240was,rai,IrviBr00,fumbles_rec_td,0,,,,,
player,201709240was,rai,IrviBr00,fumbles_forced,0,,,,,
player,201709240was,rai,CarrTr00,def_int,0,,,,,
player,201709240was,rai,CarrTr00,def_int_yds,0,,,,,
player,201709240was,rai,CarrTr00,def_int_td,0,,,,,
player,201709240was,rai,CarrTr00,def_int_long,0,,,,,
player,201709240was,rai,CarrTr00,pass_defended,0,,,,,
player,201709240was,rai,CarrTr00,sacks,0.0,,,,,
player,201709240was,rai,CarrTr00,tackles_combined,5,,,,,
player,201709240was,rai,CarrTr00,tackles_solo,4,,,,,
player,201709240was,rai,CarrTr00,tackles_assists,1,,,,,
player,201709240was,rai,CarrTr00,tackles_loss,1,,,,,
player,201709240was,rai,CarrTr00,qb_hits,0,,,,,
player,201709240was,rai,CarrTr00,fumbles_rec,0,,,,,
player,201709240was,rai,CarrTr00,fumbles_rec_yds,0,,,,,
player,201709240was,rai,CarrTr00,fumbles_rec_td,0,,,,,
player,201709240was,rai,CarrTr00,fumbles_forced,0,,,,,
player,201709240was,rai,LeexMa01,def_int,0,,,,,
player,201709240was,rai,LeexMa01,def_int_yds,0,,,,,
player,201709240was,rai,LeexMa01,def_int_td,0,,,,,
player,201709240was,rai,LeexMa01,def_int_long,0,,,,,
player,201709240was,rai,LeexMa01,pass_defended,0,,,,,
player,201709240was,rai,LeexMa01,sacks,0.0,,,,,
player,201709240was,rai,LeexMa01,tackles_combined,5,,,,,
player,201709240was,rai,LeexMa01,tackles_solo,2,,,,,
player,201709240was,rai,LeexMa01,tackles_assists,3,,,,,
player,201709240was,rai,LeexMa01,tackles_loss,0,,,,,
player,201709240was,rai,LeexMa01,qb_hits,0,,,,,
player,201709240was,rai,LeexMa01,fumbles_rec,0,,,,,
player,201709240was,rai,LeexMa01,fumbles_rec_yds,0,,,,,
player,201709240was,rai,LeexMa01,fumbles_rec_td,0,,,,,
player,201709240was,rai,LeexMa01,fumbles_forced,0,,,,,
player,201709240was,rai,AutrDe00,def_int,0,,,,,
player,201709240was,rai,AutrDe00,def_int_yds,0,,,,,
player,201709240was,rai,AutrDe00,def_int_td,0,,,,,
player,201709240was,rai,AutrDe00,def_int_long,0,,,,,
player,201709240was,rai,AutrDe00,pass_defended,0,,,,,
player,201709240was,rai,AutrDe00,sacks,0.0,,,,,
player,201709240was,rai,AutrDe00,tackles_combined,4,,,,,
player,201709240was,rai,AutrDe00,tackles_solo,1,,,,,
player,201709240was,rai,AutrDe00,tackles_assists,3,,,,,
player,201709240was,rai,AutrDe00,tackles_loss,1,,,,,
player,201709240was,rai,AutrDe00,qb_hits,0,,,,,
player,201709240was,rai,AutrDe00,fumbles_rec,0,,,,,
player,201709240was,rai,AutrDe00,fumbles_rec_yds,0,,,,,
player,201709240was,rai,AutrDe00,fumbles_rec_td,0,,,,,
player,201709240was,rai,AutrDe00,fumbles_forced,0,,,,,
player,201709240was,rai,ConlGa00,def_int,0,,,,,
player,201709240was,rai,ConlGa00,def_int_yds,0,,,,,
player,201709240was,rai,ConlGa00,def_int_td,0,,,,,
player,201709240was,rai,ConlGa00,def_int_long,0,,,,,
player,201709240was,rai,ConlGa00,pass_defended,0,,,,,
player,201709240was,rai,ConlGa00,sacks,0.0,,,,,
player,201709240was,rai,ConlGa00,tackles_combined,4,,,,,
player,201709240was,rai,ConlGa00,tackles_solo,3,,,,,
player,201709240was,rai,ConlGa00,tackles_assists,1,,,,,
player,201709240was,rai,ConlGa00,tackles_loss,0,,,,,
player,201709240was,rai,ConlGa00,qb_hits,0,,,,,
player,201709240was,rai,ConlGa00,fumbles_rec,0,,,,,
player,201709240was,rai,ConlGa00,fumbles_rec_yds,0,,,,,
player,201709240was,rai,ConlGa00,fumbles_rec_td,0,,,,,
player,201709240was,rai,ConlGa00,fumbles_forced,0,,,,,
player,201709240was,rai,CowsJa00,def_int,0,,,,,
player,201709240was,rai,CowsJa00,def_int_yds,0,,,,,
player,201709240was,rai,CowsJa00,def_int_td,0,,,,,
player,201709240was,rai,CowsJa00,def_int_long,0,,,,,
player,201709240was,rai,CowsJa00,pass_defended,0,,,,,
player,201709240was,rai,CowsJa00,sacks,0.0,,,,,
player,201709240was,rai,CowsJa00,tackles_combined,3,,,,,
player,201709240was,rai,CowsJa00,tackles_solo,2,,,,,
player,201709240was,rai,CowsJa00,tackles_assists,1,,,,,
player,201709240was,rai,CowsJa00,tackles_loss,0,,,,,
player,201709240was,rai,CowsJa00,qb_hits,0,,,,,
player,201709240was,rai,CowsJa00,fumbles_rec,2,,,,,
player,201709240was,rai,CowsJa00,fumbles_rec_yds,0,,,,,
player,201709240was,rai,CowsJa00,fumbles_rec_td,0,,,,,
player,201709240was,rai,CowsJa00,fumbles_forced,0,,,,,
player,201709240was,rai,MorrNi00,def_int,0,,,,,
player,201709240was,rai,MorrNi00,def_int_yds,0,,,,,
player,201709240was,rai,MorrNi00,def_int_td,0,,,,,
player,201709240was,rai,MorrNi00,def_int_long,0,,,,,
player,201709240was,rai,MorrNi00,pass_defended,0,,,,,
player,201709240was,rai,MorrNi00,sacks,0.0,,,,,
player,201709240was,rai,MorrNi00,tackles_combined,3,,,,,
player,201709240was,rai,MorrNi00,tackles_solo,3,,,,,
player,201709240was,rai,MorrNi00,tackles_assists,0,,,,,
player,201709240was,rai,MorrNi00,tackles_loss,0,,,,,
player,201709240was,rai,MorrNi00,qb_hits,0,,,,,
player,201709240was,rai,MorrNi00,fumbles_rec,0,,,,,
player,201709240was,rai,MorrNi00,fumbles_rec_yds,0,,,,,
player,201709240was,rai,MorrNi00,fumbles_rec_td,0,,,,,
player,201709240was,rai,MorrNi00,fumbles_forced,0,,,,,
player,201709240was,rai,HestTr00,def_int,0,,,,,
player,201709240was,rai,HestTr00,def_int_yds,0,,,,,
player,201709240was,rai,HestTr00,def_int_td,0,,,,,
player,201709240was,rai,HestTr00,def_int_long,0,,,,,
player,201709240was,rai,HestTr00,pass_defended,0,,,,,
player,201709240was,rai,HestTr00,sacks,0.0,,,,,
player,201709240was,rai,HestTr00,tackles_combined,2,,,,,
player,201709240was,rai,HestTr00,tackles_solo,1,,,,,
player,201709240was,rai,HestTr00,tackles_assists,1,,,,,
player,201709240was,rai,HestTr00,tackles_loss,0,,,,,
player,201709240was,rai,HestTr00,qb_hits,1,,,,,
player,201709240was,rai,HestTr00,fumbles_rec,0,,,,,
player,201709240was,rai,HestTr00,fumbles_rec_yds,0,,,,,
player,201709240was,rai,HestTr00,fumbles_rec_td,0,,,,,
player,201709240was,rai,HestTr00,fumbles_forced,0,,,,,
player,201709240was,rai,NelsRe99,def_int,0,,,,,
player,201709240was,rai,NelsRe99,def_int_yds,0,,,,,
player,201709240was,rai,NelsRe99,def_int_td,0,,,,,
player,201709240was,rai,NelsRe99,def_int_long,0,,,,,
player,201709240was,rai,NelsRe99,pass_defended,0,,,,,
player,201709240was,rai,NelsRe99,sacks,0.0,,,,,
player,201709240was,rai,NelsRe99,tackles_combined,2,,,,,
player,201709240was,rai,NelsRe99,tackles_solo,2,,,,,
player,201709240was,rai,NelsRe99,tackles_assists,0,,,,,
player,201709240was,rai,NelsRe99,tackles_loss,0,,,,,
player,201709240was,rai,NelsRe99,qb_hits,0,,,,,
player,201709240was,rai,NelsRe99,fumbles_rec,0,,,,,
player,201709240was,rai,NelsRe99,fumbles_rec_yds,0,,,,,
player,201709240was,rai,NelsRe99,fumbles_rec_td,0,,,,,
player,201709240was,rai,NelsRe99,fumbles_forced,0,,,,,
player,201709240was,rai,AdamTy00,def_int,0,,,,,
player,201709240was,rai,AdamTy00,def_int_yds,0,,,,,
player,201709240was,rai,AdamTy00,def_int_td,0,,,,,
player,201709240was,rai,AdamTy00,def_int_long,0,,,,,
player,201709240was,rai,AdamTy00,pass_defended,0,,,,,
player,201709240was,rai,AdamTy00,sacks,0.0,,,,,
player,201709240was,rai,AdamTy00,tackles_combined,1,,,,,
player,201709240was,rai,AdamTy00,tackles_solo,1,,,,,
player,201709240was,rai,AdamTy00,tackles_assists,0,,,,,
player,201709240was,rai,AdamTy00,tackles_loss,0,,,,,
player,201709240was,rai,AdamTy00,qb_hits,0,,,,,
player,201709240was,rai,AdamTy00,fumbles_rec,0,,,,,
player,201709240was,rai,AdamTy00,fumbles_rec_yds,0,,,,,
player,201709240was,rai,AdamTy00,fumbles_rec_td,0,,,,,
player,201709240was,rai,AdamTy00,fumbles_forced,0,,,,,
player,201709240was,rai,EdwaMa01,def_int,0,,,,,
player,201709240was,rai,EdwaMa01,def_int_yds,0,,,,,
player,201709240was,rai,EdwaMa01,def_int_td,0,,,,,
player,201709240was,rai,EdwaMa01,def_int_long,0,,,,,
player,201709240was,rai,EdwaMa01,pass_defended,0,,,,,
player,201709240was,rai,EdwaMa01,sacks,0.0,,,,,
player,201709240was,rai,EdwaMa01,tackles_combined,1,,,,,
player,201709240was,rai,EdwaMa01,tackles_solo,1,,,,,
player,201709240was,rai,EdwaMa01,tackles_assists,0,,,,,
player,201709240was,rai,EdwaMa01,tackles_loss,0,,,,,
player,201709240was,rai,EdwaMa01,qb_hits,2,,,,,
player,201709240was,rai,EdwaMa01,fumbles_rec,0,,,,,
player,201709240was,rai,EdwaMa01,fumbles_rec_yds,0,,,,,
player,201709240was,rai,EdwaMa01,fumbles_rec_td,0,,,,,
player,201709240was,rai,EdwaMa01,fumbles_forced,0,,,,,
player,201709240was,rai,HoltJo00,def_int,0,,,,,
player,201709240was,rai,HoltJo00,def_int_yds,0,,,,,
player,201709240was,rai,HoltJo00,def_int_td,0,,,,,
player,201709240was,rai,HoltJo00,def_int_long,0,,,,,
player,201709240was,rai,HoltJo00,pass_defended,0,,,,,
player,201709240was,rai,HoltJo00,sacks,0.0,,,,,
player,201709240was,rai,HoltJo00,tackles_combined,1,,,,,
player,201709240was,rai,HoltJo00,tackles_solo,1,,,,,
player,201709240was,rai,HoltJo00,tackles_assists,0,,,,,
player,201709240was,rai,HoltJo00,tackles_loss,0,,,,,
player,201709240was,rai,HoltJo00,qb_hits,0,,,,,
player,201709240was,rai,HoltJo00,fumbles_rec,0,,,,,
player,201709240was,rai,HoltJo00,fumbles_rec_yds,0,,,,,
player,201709240was,rai,HoltJo00,fumbles_rec_td,0,,,,,
player,201709240was,rai,HoltJo00,fumbles_forced,0,,,,,
player,201709240was,rai,McGiKe00,def_int,0,,,,,
player,201709240was,rai,McGiKe00,def_int_yds,0,,,,,
player,201709240was,rai,McGiKe00,def_int_td,0,,,,,
player,201709240was,rai,McGiKe00,def_int_long,0,,,,,
player,201709240was,rai,McGiKe00,pass_defended,0,,,,,
player,201709240was,rai,McGiKe00,sacks,0.0,,,,,
player,201709240was,rai,McGiKe00,tackles_combined,1,,,,,
player,201709240was,rai,McGiKe00,tackles_solo,1,,,,,
player,201709240was,rai,McGiKe00,tackles_assists,0,,,,,
player,201709240was,rai,McGiKe00,tackles_loss,0,,,,,
player,201709240was,rai,McGiKe00,qb_hits,0,,,,,
player,201709240was,rai,McGiKe00,fumbles_rec,0,,,,,
player,201709240was,rai,McGiKe00,fumbles_rec_yds,0,,,,,
player,201709240was,rai,McGiKe00,fumbles_rec_td,0,,,,,
player,201709240was,rai,McGiKe00,fumbles_forced,0,,,,,
player,201709240was,rai,OlawJa00,def_int,0,,,,,
player,201709240was,rai,OlawJa00,def_int_yds,0,,,,,
player,201709240was,rai,OlawJa00,def_int_td,0,,,,,
player,201709240was,rai,OlawJa00,def_int_long,0,,,,,
player,201709240was,rai,OlawJa00,pass_defended,0,,,,,
player,201709240was,rai,OlawJa00,sacks,0.0,,,,,
player,201709240was,rai,OlawJa00,tackles_combined,1,,,,,
player,201709240was,rai,OlawJa00,tackles_solo,0,,,,,
player,201709240was,rai,OlawJa00,tackles_assists,1,,,,,
player,201709240was,rai,OlawJa00,tackles_loss,0,,,,,
player,201709240was,rai,OlawJa00,qb_hits,0,,,,,
player,201709240was,rai,OlawJa00,fumbles_rec,0,,,,,
player,201709240was,rai,OlawJa00,fumbles_rec_yds,0,,,,,
player,201709240was,rai,OlawJa00,fumbles_rec_td,0,,,,,
player,201709240was,rai,OlawJa00,fumbles_forced,0,,,,,
player,201709240was,rai,VandEd00,def_int,0,,,,,
player,201709240was,rai,VandEd00,def_int_yds,0,,,,,
player,201709240was,rai,VandEd00,def_int_td,0,,,,,
player,201709240was,rai,VandEd00,def_int_long,0,,,,,
player,201709240was,rai,VandEd00,pass_defended,0,,,,,
player,201709240was,rai,VandEd00,sacks,0.0,,,,,
player,201709240was,rai,VandEd00,tackles_combined,1,,,,,
player,201709240was,rai,VandEd00,tackles_solo,1,,,,,
player,201709240was,rai,VandEd00,tackles_assists,0,,,,,
player,201709240was,rai,VandEd00,tackles_loss,1,,,,,
player,201709240was,rai,VandEd00,qb_hits,0,,,,,
player,201709240was,rai,VandEd00,fumbles_rec,0,,,,,
player,201709240was,rai,VandEd00,fumbles_rec_yds,0,,,,,
player,201709240was,rai,VandEd00,fumbles_rec_td,0,,,,,
player,201709240was,rai,VandEd00,fumbles_forced,0,,,,,
player,201709240was,was,FullKe00,def_int,1,,,,,
player,201709240was,was,FullKe00,def_int_yds,0,,,,,
player,201709240was,was,FullKe00,def_int_td,0,,,,,
player,201709240was,was,FullKe00,def_int_long,0,,,,,
player,201709240was,was,FullKe00,pass_defended,1,,,,,
player,201709240was,was,FullKe00,sacks,0.0,,,,,
player,201709240was,was,FullKe00,tackles_combined,3,,,,,
player,201709240was,was,FullKe00,tackles_solo,1,,,,,
player,201709240was,was,FullKe00,tackles_assists,2,,,,,
player,201709240was,was,FullKe00,tackles_loss,0,,,,,
player,201709240was,was,FullKe00,qb_hits,0,,,,,
player,201709240was,was,FullKe00,fumbles_rec,0,,,,,
player,201709240was,was,FullKe00,fumbles_rec_yds,0,,,,,
player,201709240was,was,FullKe00,fumbles_rec_td,0,,,,,
player,201709240was,was,FullKe00,fumbles_forced,1,,,,,
player,201709240was,was,NichMo00,def_int,1,,,,,
player,201709240was,was,NichMo00,def_int_yds,0,,,,,
player,201709240was,was,NichMo00,def_int_td,0,,,,,
player,201709240was,was,NichMo00,def_int_long,0,,,,,
player,201709240was,was,NichMo00,pass_defended,1,,,,,
player,201709240was,was,NichMo00,sacks,0.0,,,,,
player,201709240was,was,NichMo00,tackles_combined,1,,,,,
player,201709240was,was,NichMo00,tackles_solo,1,,,,,
player,201709240was,was,NichMo00,tackles_assists,0,,,,,
player,201709240was,was,NichMo00,tackles_loss,0,,,,,
player,201709240was,was,NichMo00,qb_hits,0,,,,,
player,201709240was,was,NichMo00,fumbles_rec,0,,,,,
player,201709240was,was,NichMo00,fumbles_rec_yds,0,,,,,
player,201709240was,was,NichMo00,fumbles_rec_td,0,,,,,
player,201709240was,was,NichMo00,fumbles_forced,0,,,,,
player,201709240was,was,KerrRy00,def_int,0,,,,,
player,201709240was,was,KerrRy00,def_int_yds,0,,,,,
player,201709240was,was,KerrRy00,def_int_td,0,,,,,
player,201709240was,was,KerrRy00,def_int_long,0,,,,,
player,201709240was,was,KerrRy00,pass_defended,0,,,,,
player,201709240was,was,KerrRy00,sacks,1.0,,,,,
player,201709240was,was,KerrRy00,tackles_combined,4,,,,,
player,201709240was,was,KerrRy00,tackles_solo,4,,,,,
player,201709240was,was,KerrRy00,tackles_assists,0,,,,,
player,201709240was,was,KerrRy00,tackles_loss,3,,,,,
player,201709240was,was,KerrRy00,qb_hits,1,,,,,
player,201709240was,was,KerrRy00,fumbles_rec,0,,,,,
player,201709240was,was,KerrRy00,fumbles_rec_yds,0,,,,,
player,201709240was,was,KerrRy00,fumbles_rec_td,0,,,,,
player,201709240was,was,KerrRy00,fumbles_forced,0,,,,,
player,201709240was,was,AlleJo01,def_int,0,,,,,
player,201709240was,was,AlleJo01,def_int_yds,0,,,,,
player,201709240was,was,AlleJo01,def_int_td,0,,,,,
player,201709240was,was,AlleJo01,def_int_long,0,,,,,
player,201709240was,was,AlleJo01,pass_defended,0,,,,,
player,201709240was,was,AlleJo01,sacks,1.0,,,,,
player,201709240was,was,AlleJo01,tackles_combined,2,,,,,
player,201709240was,was,AlleJo01,tackles_solo,0,,,,,
player,201709240was,was,AlleJo01,tackles_assists,2,,,,,
player,201709240was,was,AlleJo01,tackles_loss,0,,,,,
player,201709240was,was,AlleJo01,qb_hits,2,,,,,
player,201709240was,was,AlleJo01,fumbles_rec,0,,,,,
player,201709240was,was,AlleJo01,fumbles_rec_yds,0,,,,,
player,201709240was,was,AlleJo01,fumbles_rec_td,0,,,,,
player,201709240was,was,AlleJo01,fumbles_forced,0,,,,,
player,201709240was,was,SmitPr00,def_int,0,,,,,
player,201709240was,was,SmitPr00,def_int_yds,0,,,,,
player,201709240was,was,SmitPr00,def_int_td,0,,,,,
player,201709240was,was,SmitPr00,def_int_long,0,,,,,
player,201709240was,was,SmitPr00,pass_defended,1,,,,,
player,201709240was,was,SmitPr00,sacks,1.0,,,,,
player,201709240was,was,SmitPr00,tackles_combined,2,,,,,
player,201709240was,was,SmitPr00,tackles_solo,2,,,,,
player,201709240was,was,SmitPr00,tackles_assists,0,,,,,
player,201709240was,was,SmitPr00,tackles_loss,1,,,,,
player,201709240was,was,SmitPr00,qb_hits,1,,,,,
player,201709240was,was,SmitPr00,fumbles_rec,0,,,,,
player,201709240was,was,SmitPr00,fumbles_rec_yds,0,,,,,
player,201709240was,was,SmitPr00,fumbles_rec_td,0,,,,,
player,201709240was,was,SmitPr00,fumbles_forced,0,,,,,
player,201709240was,was,IoanMa01,def_int,0,,,,,
player,201709240was,was,IoanMa01,def_int_yds,0,,,,,
player,201709240was,was,IoanMa01,def_int_td,0,,,,,
player,201709240was,was,IoanMa01,def_int_long,0,,,,,
player,201709240was,was,IoanMa01,pass_defended,0,,,,,
player,201709240was,was,IoanMa01,sacks,0.5,,,,,
player,201709240was,was,IoanMa01,tackles_combined,2,,,,,
player,201709240was,was,IoanMa01,tackles_solo,1,,,,,
player,201709240was,was,IoanMa01,tackles_assists,1,,,,,
player,201709240was,was,IoanMa01,tackles_loss,0,,,,,
player,201709240was,was,IoanMa01,qb_hits,1,,,,,
player,201709240was,was,IoanMa01,fumbles_rec,0,,,,,
player,201709240was,was,IoanMa01,fumbles_rec_yds,0,,,,,
player,201709240was,was,IoanMa01,fumbles_rec_td,0,,,,,
player,201709240was,was,IoanMa01,fumbles_forced,0,,,,,
player,201709240was,was,GaleJu00,def_int,0,,,,,
player,201709240was,was,GaleJu00,def_int_yds,0,,,,,
player,201709240was,was,GaleJu00,def_int_td,0,,,,,
player,201709240was,was,GaleJu00,def_int_long,0,,,,,
player,201709240was,was,GaleJu00,pass_defended,1,,,,,
player,201709240was,was,GaleJu00,sacks,0.5,,,,,
player,201709240was,was,GaleJu00,tackles_combined,1,,,,,
player,201709240was,was,GaleJu00,tackles_solo,0,,,,,
player,201709240was,was,GaleJu00,tackles_assists,1,,,,,
player,201709240was,was,GaleJu00,tackles_loss,0,,,,,
player,201709240was,was,GaleJu00,qb_hits,1,,,,,
player,201709240was,was,GaleJu00,fumbles_rec,0,,,,,
player,201709240was,was,GaleJu00,fumbles_rec_yds,0,,,,,
player,201709240was,was,GaleJu00,fumbles_rec_td,0,,,,,
player,201709240was,was,GaleJu00,fumbles_forced,0,,,,,
player,201709240was,was,BrowZa00,def_int,0,,,,,
player,201709240was,was,BrowZa00,def_int_yds,0,,,,,
player,201709240was,was,BrowZa00,def_int_td,0,,,,,
player,201709240was,was,BrowZa00,def_int_long,0,,,,,
player,201709240was,was,BrowZa00,pass_defended,0,,,,,
player,201709240was,was,BrowZa00,sacks,0.0,,,,,
player,201709240was,was,BrowZa00,tackles_combined,11,,,,,
player,201709240was,was,BrowZa00,tackles_solo,5,,,,,
player,201709240was,was,BrowZa00,tackles_assists,6,,,,,
player,201709240was,was,BrowZa00,tackles_loss,1,,,,,
player,201709240was,was,BrowZa00,qb_hits,0,,,,,
player,201709240was,was,BrowZa00,fumbles_rec,0,,,,,
player,201709240was,was,BrowZa00,fumbles_rec_yds,0,,,,,
player,201709240was,was,BrowZa00,fumbles_rec_td,0,,,,,
player,201709240was,was,BrowZa00,fumbles_forced,0,,,,,
player,201709240was,was,SpaiMa00,def_int,0,,,,,
player,201709240was,was,SpaiMa00,def_int_yds,0,,,,,
player,201709240was,was,SpaiMa00,def_int_td,0,,,,,
player,201709240was,was,SpaiMa00,def_int_long,0,,,,,
player,201709240was,was,SpaiMa00,pass_defended,0,,,,,
player,201709240was,was,SpaiMa00,sacks,0.0,,,,,
player,201709240was,was,SpaiMa00,tackles_combined,9,,,,,
player,201709240was,was,SpaiMa00,tackles_solo,3,,,,,
player,201709240was,was,SpaiMa00,tackles_assists,6,,,,,
player,201709240was,was,SpaiMa00,tackles_loss,0,,,,,
player,201709240was,was,SpaiMa00,qb_hits,0,,,,,
player,201709240was,was,SpaiMa00,fumbles_rec,1,,,,,
player,201709240was,was,SpaiMa00,fumbles_rec_yds,0,,,,,
player,201709240was,was,SpaiMa00,fumbles_rec_td,0,,,,,
player,201709240was,was,SpaiMa00,fumbles_forced,0,,,,,
player,201709240was,was,BreeBa00,def_int,0,,,,,
player,201709240was,was,BreeBa00,def_int_yds,0,,,,,
player,201709240was,was,BreeBa00,def_int_td,0,,,,,
player,201709240was,was,BreeBa00,def_int_long,0,,,,,
player,201709240was,was,BreeBa00,pass_defended,1,,,,,
player,201709240was,was,BreeBa00,sacks,0.0,,,,,
player,201709240was,was,BreeBa00,tackles_combined,4,,,,,
player,201709240was,was,BreeBa00,tackles_solo,2,,,,,
player,201709240was,was,BreeBa00,tackles_assists,2,,,,,
player,201709240was,was,BreeBa00,tackles_loss,0,,,,,
player,201709240was,was,BreeBa00,qb_hits,0,,,,,
player,201709240was,was,BreeBa00,fumbles_rec,0,,,,,
player,201709240was,was,BreeBa00,fumbles_rec_yds,0,,,,,
player,201709240was,was,BreeBa00,fumbles_rec_td,0,,,,,
player,201709240was,was,BreeBa00,fumbles_forced,0,,,,,
player,201709240was,was,MoreFa00,def_int,0,,,,,
player,201709240was,was,MoreFa00,def_int_yds,0,,,,,
player,201709240was,was,MoreFa00,def_int_td,0,,,,,
player,201709240was,was,MoreFa00,def_int_long,0,,,,,
player,201709240was,was,MoreFa00,pass_defended,0,,,,,
player,201709240was,was,MoreFa00,sacks,0.0,,,,,
player,201709240was,was,MoreFa00,tackles_combined,3,,,,,
player,201709240was,was,MoreFa00,tackles_solo,2,,,,,
player,201709240was,was,MoreFa00,tackles_assists,1,,,,,
player,201709240was,was,MoreFa00,tackles_loss,0,,,,,
player,201709240was,was,MoreFa00,qb_hits,0,,,,,
player,201709240was,was,MoreFa00,fumbles_rec,0,,,,,
player,201709240was,was,MoreFa00,fumbles_rec_yds,0,,,,,
player,201709240was,was,MoreFa00,fumbles_rec_td,0,,,,,
player,201709240was,was,MoreFa00,fumbles_forced,0,,,,,
player,201709240was,was,NormJo01,def_int,0,,,,,
player,201709240was,was,NormJo01,def_int_yds,0,,,,,
player,201709240was,was,NormJo01,def_int_td,0,,,,,
player,201709240was,was,NormJo01,def_int_long,0,,,,,
player,201709240was,was,NormJo01,pass_defended,0,,,,,
player,201709240was,was,NormJo01,sacks,0.0,,,,,
player,201709240was,was,NormJo01,tackles_combined,3,,,,,
player,201709240was,was,NormJo01,tackles_solo,2,,,,,
player,201709240was,was,NormJo01,tackles_assists,1,,,,,
player,201709240was,was,NormJo01,tackles_loss,0,,,,,
player,201709240was,was,NormJo01,qb_hits,0,,,,,
player,201709240was,was,NormJo01,fumbles_rec,0,,,,,
player,201709240was,was,NormJo01,fumbles_rec_yds,0,,,,,
player,201709240was,was,NormJo01,fumbles_rec_td,0,,,,,
player,201709240was,was,NormJo01,fumbles_forced,0,,,,,
player,201709240was,was,AndeRy00,def_int,0,,,,,
player,201709240was,was,AndeRy00,def_int_yds,0,,,,,
player,201709240was,was,AndeRy00,def_int_td,0,,,,,
player,201709240was,was,AndeRy00,def_int_long,0,,,,,
player,201709240was,was,AndeRy00,pass_defended,0,,,,,
player,201709240was,was,AndeRy00,sacks,0.0,,,,,
player,201709240was,was,AndeRy00,tackles_combined,2,,,,,
player,201709240was,was,AndeRy00,tackles_solo,2,,,,,
player,201709240was,was,AndeRy00,tackles_assists,0,,,,,
player,201709240was,was,AndeRy00,tackles_loss,1,,,,,
player,201709240was,was,AndeRy00,qb_hits,0,,,,,
player,201709240was,was,AndeRy00,fumbles_rec,0,,,,,
player,201709240was,was,AndeRy00,fumbles_rec_yds,0,,,,,
player,201709240was,was,AndeRy00,fumbles_rec_td,0,,,,,
player,201709240was,was,AndeRy00,fumbles_forced,0,,,,,
player,201709240was,was,DunbQu00,def_int,0,,,,,
player,201709240was,was,DunbQu00,def_int_yds,0,,,,,
player,201709240was,was,DunbQu00,def_int_td,0,,,,,
player,201709240was,was,DunbQu00,def_int_long,0,,,,,
player,201709240was,was,DunbQu00,pass_defended,0,,,,,
player,201709240was,was,DunbQu00,sacks,0.0,,,,,
player,201709240was,was,DunbQu00,tackles_combined,2,,,,,
player,201709240was,was,DunbQu00,tackles_solo,1,,,,,
player,201709240was,was,DunbQu00,tackles_assists,1,,,,,
player,201709240was,was,DunbQu00,tackles_loss,0,,,,,
player,201709240was,was,DunbQu00,qb_hits,0,,,,,
player,201709240was,was,DunbQu00,fumbles_rec,0,,,,,
player,201709240was,was,DunbQu00,fumbles_rec_yds,0,,,,,
player,201709240was,was,DunbQu00,fumbles_rec_td,0,,,,,
player,201709240was,was,DunbQu00,fumbles_forced,0,,,,,
player,201709240was,was,SweaDJ00,def_int,0,,,,,
player,201709240was,was,SweaDJ00,def_int_yds,0,,,,,
player,201709240was,was,SweaDJ00,def_int_td,0,,,,,
