game,2017,1,20170910,201709100ram,clt,"Indianapolis Colts",9,ram,"Los Angeles Rams",46
player,201709100ram,ram,HigbTy00,targets,3,,,,,
player,201709100ram,ram,HigbTy00,rec,2,,,,,
player,201709100ram,ram,HigbTy00,rec_yds,17,,,,,
player,201709100ram,ram,HigbTy00,rec_td,0,,,,,
player,201709100ram,ram,HigbTy00,rec_long,9,,,,,
player,201709100ram,ram,HigbTy00,fumbles,0,,,,,
player,201709100ram,ram,HigbTy00,fumbles_lost,0,,,,,
player,201709100ram,ram,CarrDe00,pass_cmp,0,,,,,
player,201709100ram,ram,CarrDe00,pass_att,0,,,,,
player,201709100ram,ram,CarrDe00,pass_yds,0,,,,,
player,201709100ram,ram,CarrDe00,pass_td,0,,,,,
player,201709100ram,ram,CarrDe00,pass_int,0,,,,,
player,201709100ram,ram,CarrDe00,pass_sacked,0,,,,,
player,201709100ram,ram,CarrDe00,pass_sacked_yds,0,,,,,
player,201709100ram,ram,CarrDe00,pass_long,0,,,,,
player,201709100ram,ram,CarrDe00,pass_rating,,,,,,
player,201709100ram,ram,CarrDe00,rush_att,0,,,,,
player,201709100ram,ram,CarrDe00,rush_yds,0,,,,,
player,201709100ram,ram,CarrDe00,rush_td,0,,,,,
player,201709100ram,ram,CarrDe00,rush_long,0,,,,,
player,201709100ram,ram,CarrDe00,targets,2,,,,,
player,201709100ram,ram,CarrDe00,rec,1,,,,,
player,201709100ram,ram,CarrDe00,rec_yds,12,,,,,
player,201709100ram,ram,CarrDe00,rec_td,0,,,,,
player,201709100ram,ram,CarrDe00,rec_long,12,,,,,
player,201709100ram,ram,CarrDe00,fumbles,0,,,,,
player,201709100ram,ram,CarrDe00,fumbles_lost,0,,,,,
player,201709100ram,ram,CoopPh00,pass_cmp,0,,,,,
player,201709100ram,ram,CoopPh00,pass_att,0,,,,,
player,201709100ram,ram,CoopPh00,pass_yds,0,,,,,
player,201709100ram,ram,CoopPh00,pass_td,0,,,,,
player,201709100ram,ram,CoopPh00,pass_int,0,,,,,
player,201709100ram,ram,CoopPh00,pass_sacked,0,,,,,
player,201709100ram,ram,CoopPh00,pass_sacked_yds,0,,,,,
player,201709100ram,ram,CoopPh00,pass_long,0,,,,,
player,201709100ram,ram,CoopPh00,pass_rating,,,,,,
player,201709100ram,ram,CoopPh00,rush_att,0,,,,,
player,201709100ram,ram,CoopPh00,rush_yds,0,,,,,
player,201709100ram,ram,CoopPh00,rush_td,0,,,,,
player,201709100ram,ram,CoopPh00,rush_long,0,,,,,
player,201709100ram,ram,CoopPh00,targets,1,,,,,
player,201709100ram,ram,CoopPh00,rec,0,,,,,
player,201709100ram,ram,CoopPh00,rec_yds,0,,,,,
player,201709100ram,ram,CoopPh00,rec_td,0,,,,,
player,201709100ram,ram,CoopPh00,rec_long,0,,,,,
player,201709100ram,ram,CoopPh00,fumbles,0,,,,,
player,201709100ram,ram,CoopPh00,fumbles_lost,0,,,,,
player,201709100ram,clt,HuntMa00,def_int,0,,,,,
player,201709100ram,clt,HuntMa00,def_int_yds,0,,,,,
player,201709100ram,clt,HuntMa00,def_int_td,0,,,,,
player,201709100ram,clt,HuntMa00,def_int_long,0,,,,,
player,201709100ram,clt,HuntMa00,pass_defended,0,,,,,
player,201709100ram,clt,HuntMa00,sacks,1.0,,,,,
player,201709100ram,clt,HuntMa00,tackles_combined,2,,,,,
player,201709100ram,clt,HuntMa00,tackles_solo,2,,,,,
player,201709100ram,clt,HuntMa00,tackles_assists,0,,,,,
player,201709100ram,clt,HuntMa00,tackles_loss,1,,,,,
player,201709100ram,clt,HuntMa00,qb_hits,1,,,,,
player,201709100ram,clt,HuntMa00,fumbles_rec,0,,,,,
player,201709100ram,clt,HuntMa00,fumbles_rec_yds,0,,,,,
player,201709100ram,clt,HuntMa00,fumbles_rec_td,0,,,,,
player,201709100ram,clt,HuntMa00,fumbles_forced,0,,,,,
player,201709100ram,clt,FarlMa00,def_int,0,,,,,
player,201709100ram,clt,FarlMa00,def_int_yds,0,,,,,
player,201709100ram,clt,FarlMa00,def_int_td,0,,,,,
player,201709100ram,clt,FarlMa00,def_int_long,0,,,,,
player,201709100ram,clt,FarlMa00,pass_defended,0,,,,,
player,201709100ram,clt,FarlMa00,sacks,0.0,,,,,
player,201709100ram,clt,FarlMa00,tackles_combined,10,,,,,
player,201709100ram,clt,FarlMa00,tackles_solo,8,,,,,
player,201709100ram,clt,FarlMa00,tackles_assists,2,,,,,
player,201709100ram,clt,FarlMa00,tackles_loss,0,,,,,
player,201709100ram,clt,FarlMa00,qb_hits,0,,,,,
player,201709100ram,clt,FarlMa00,fumbles_rec,0,,,,,
player,201709100ram,clt,FarlMa00,fumbles_rec_yds,0,,,,,
player,201709100ram,clt,FarlMa00,fumbles_rec_td,0,,,,,
player,201709100ram,clt,FarlMa00,fumbles_forced,0,,,,,
player,201709100ram,clt,BostJo00,def_int,0,,,,,
player,201709100ram,clt,BostJo00,def_int_yds,0,,,,,
player,201709100ram,clt,BostJo00,def_int_td,0,,,,,
player,201709100ram,clt,BostJo00,def_int_long,0,,,,,
player,201709100ram,clt,BostJo00,pass_defended,0,,,,,
player,201709100ram,clt,BostJo00,sacks,0.0,,,,,
player,201709100ram,clt,BostJo00,tackles_combined,7,,,,,
player,201709100ram,clt,BostJo00,tackles_solo,5,,,,,
player,201709100ram,clt,BostJo00,tackles_assists,2,,,,,
player,201709100ram,clt,BostJo00,tackles_loss,0,,,,,
player,201709100ram,clt,BostJo00,qb_hits,0,,,,,
player,201709100ram,clt,BostJo00,fumbles_rec,0,,,,,
player,201709100ram,clt,BostJo00,fumbles_rec_yds,0,,,,,
player,201709100ram,clt,BostJo00,fumbles_rec_td,0,,,,,
player,201709100ram,clt,BostJo00,fumbles_forced,0,,,,,
player,201709100ram,clt,MelvRa00,def_int,0,,,,,
player,201709100ram,clt,MelvRa00,def_int_yds,0,,,,,
player,201709100ram,clt,MelvRa00,def_int_td,0,,,,,
player,201709100ram,clt,MelvRa00,def_int_long,0,,,,,
player,201709100ram,clt,MelvRa00,pass_defended,0,,,,,
player,201709100ram,clt,MelvRa00,sacks,0.0,,,,,
player,201709100ram,clt,MelvRa00,tackles_combined,6,,,,,
player,201709100ram,clt,MelvRa00,tackles_solo,6,,,,,
player,201709100ram,clt,MelvRa00,tackles_assists,0,,,,,
player,201709100ram,clt,MelvRa00,tackles_loss,0,,,,,
player,201709100ram,clt,MelvRa00,qb_hits,0,,,,,
player,201709100ram,clt,MelvRa00,fumbles_rec,0,,,,,
player,201709100ram,clt,MelvRa00,fumbles_rec_yds,0,,,,,
player,201709100ram,clt,MelvRa00,fumbles_rec_td,0,,,,,
player,201709100ram,clt,MelvRa00,fumbles_forced,0,,,,,
player,201709100ram,clt,SimoJo01,def_int,0,,,,,
player,201709100ram,clt,SimoJo01,def_int_yds,0,,,,,
player,201709100ram,clt,SimoJo01,def_int_td,0,,,,,
player,201709100ram,clt,SimoJo01,def_int_long,0,,,,,
player,201709100ram,clt,SimoJo01,pass_defended,0,,,,,
player,201709100ram,clt,SimoJo01,sacks,0.0,,,,,
player,201709100ram,clt,SimoJo01,tackles_combined,6,,,,,
player,201709100ram,clt,SimoJo01,tackles_solo,5,,,,,
player,201709100ram,clt,SimoJo01,tackles_assists,1,,,,,
player,201709100ram,clt,SimoJo01,tackles_loss,1,,,,,
player,201709100ram,clt,SimoJo01,qb_hits,0,,,,,
player,201709100ram,clt,SimoJo01,fumbles_rec,0,,,,,
player,201709100ram,clt,SimoJo01,fumbles_rec_yds,0,,,,,
player,201709100ram,clt,SimoJo01,fumbles_rec_td,0,,,,,
player,201709100ram,clt,SimoJo01,fumbles_forced,0,,,,,
player,201709100ram,clt,HookMa00,def_int,0,,,,,
player,201709100ram,clt,HookMa00,def_int_yds,0,,,,,
player,201709100ram,clt,HookMa00,def_int_td,0,,,,,
player,201709100ram,clt,HookMa00,def_int_long,0,,,,,
player,201709100ram,clt,HookMa00,pass_defended,0,,,,,
player,201709100ram,clt,HookMa00,sacks,0.0,,,,,
player,201709100ram,clt,HookMa00,tackles_combined,4,,,,,
player,201709100ram,clt,HookMa00,tackles_solo,3,,,,,
player,201709100ram,clt,HookMa00,tackles_assists,1,,,,,
player,201709100ram,clt,HookMa00,tackles_loss,0,,,,,
player,201709100ram,clt,HookMa00,qb_hits,0,,,,,
player,201709100ram,clt,HookMa00,fumbles_rec,0,,,,,
player,201709100ram,clt,HookMa00,fumbles_rec_yds,0,,,,,
player,201709100ram,clt,HookMa00,fumbles_rec_td,0,,,,,
player,201709100ram,clt,HookMa00,fumbles_forced,0,,,,,
player,201709100ram,clt,MorrAn01,def_int,0,,,,,
player,201709100ram,clt,MorrAn01,def_int_yds,0,,,,,
player,201709100ram,clt,MorrAn01,def_int_td,0,,,,,
player,201709100ram,clt,MorrAn01,def_int_long,0,,,,,
player,201709100ram,clt,MorrAn01,pass_defended,0,,,,,
player,201709100ram,clt,MorrAn01,sacks,0.0,,,,,
player,201709100ram,clt,MorrAn01,tackles_combined,4,,,,,
player,201709100ram,clt,MorrAn01,tackles_solo,3,,,,,
player,201709100ram,clt,MorrAn01,tackles_assists,1,,,,,
player,201709100ram,clt,MorrAn01,tackles_loss,0,,,,,
player,201709100ram,clt,MorrAn01,qb_hits,0,,,,,
player,201709100ram,clt,MorrAn01,fumbles_rec,0,,,,,
player,201709100ram,clt,MorrAn01,fumbles_rec_yds,0,,,,,
player,201709100ram,clt,MorrAn01,fumbles_rec_td,0,,,,,
player,201709100ram,clt,MorrAn01,fumbles_forced,0,,,,,
player,201709100ram,clt,ButlDa99,def_int,0,,,,,
player,201709100ram,clt,ButlDa99,def_int_yds,0,,,,,
player,201709100ram,clt,ButlDa99,def_int_td,0,,,,,
player,201709100ram,clt,ButlDa99,def_int_long,0,,,,,
player,201709100ram,clt,ButlDa99,pass_defended,0,,,,,
player,201709100ram,clt,ButlDa99,sacks,0.0,,,,,
player,201709100ram,clt,ButlDa99,tackles_combined,3,,,,,
player,201709100ram,clt,ButlDa99,tackles_solo,3,,,,,
player,201709100ram,clt,ButlDa99,tackles_assists,0,,,,,
player,201709100ram,clt,ButlDa99,tackles_loss,0,,,,,
player,201709100ram,clt,ButlDa99,qb_hits,0,,,,,
player,201709100ram,clt,ButlDa99,fumbles_rec,0,,,,,
player,201709100ram,clt,ButlDa99,fumbles_rec_yds,0,,,,,
player,201709100ram,clt,ButlDa99,fumbles_rec_td,0,,,,,
player,201709100ram,clt,ButlDa99,fumbles_forced,1,,,,,
player,201709100ram,clt,GreeT.00,def_int,0,,,,,
player,201709100ram,clt,GreeT.00,def_int_yds,0,,,,,
player,201709100ram,clt,GreeT.00,def_int_td,0,,,,,
player,201709100ram,clt,GreeT.00,def_int_long,0,,,,,
player,201709100ram,clt,GreeT.00,pass_defended,0,,,,,
player,201709100ram,clt,GreeT.00,sacks,0.0,,,,,
player,201709100ram,clt,GreeT.00,tackles_combined,3,,,,,
player,201709100ram,clt,GreeT.00,tackles_solo,3,,,,,
player,201709100ram,clt,GreeT.00,tackles_assists,0,,,,,
player,201709100ram,clt,GreeT.00,tackles_loss,0,,,,,
player,201709100ram,clt,GreeT.00,qb_hits,0,,,,,
player,201709100ram,clt,GreeT.00,fumbles_rec,0,,,,,
player,201709100ram,clt,GreeT.00,fumbles_rec_yds,0,,,,,
player,201709100ram,clt,GreeT.00,fumbles_rec_td,0,,,,,
player,201709100ram,clt,GreeT.00,fumbles_forced,0,,,,,
player,201709100ram,clt,GeorJe01,def_int,0,,,,,
player,201709100ram,clt,GeorJe01,def_int_yds,0,,,,,
player,201709100ram,clt,GeorJe01,def_int_td,0,,,,,
player,201709100ram,clt,GeorJe01,def_int_long,0,,,,,
player,201709100ram,clt,GeorJe01,pass_defended,0,,,,,
player,201709100ram,clt,GeorJe01,sacks,0.0,,,,,
player,201709100ram,clt,GeorJe01,tackles_combined,2,,,,,
player,201709100ram,clt,GeorJe01,tackles_solo,2,,,,,
player,201709100ram,clt,GeorJe01,tackles_assists,0,,,,,
player,201709100ram,clt,GeorJe01,tackles_loss,0,,,,,
player,201709100ram,clt,GeorJe01,qb_hits,0,,,,,
player,201709100ram,clt,GeorJe01,fumbles_rec,1,,,,,
player,201709100ram,clt,GeorJe01,fumbles_rec_yds,0,,,,,
player,201709100ram,clt,GeorJe01,fumbles_rec_td,0,,,,,
player,201709100ram,clt,GeorJe01,fumbles_forced,0,,,,,
player,201709100ram,clt,HankJo00,def_int,0,,,,,
player,201709100ram,clt,HankJo00,def_int_yds,0,,,,,
player,201709100ram,clt,HankJo00,def_int_td,0,,,,,
player,201709100ram,clt,HankJo00,def_int_long,0,,,,,
player,201709100ram,clt,HankJo00,pass_defended,0,,,,,
player,201709100ram,clt,HankJo00,sacks,0.0,,,,,
player,201709100ram,clt,HankJo00,tackles_combined,2,,,,,
player,201709100ram,clt,HankJo00,tackles_solo,2,,,,,
player,201709100ram,clt,HankJo00,tackles_assists,0,,,,,
player,201709100ram,clt,HankJo00,tackles_loss,0,,,,,
player,201709100ram,clt,HankJo00,qb_hits,1,,,,,
player,201709100ram,clt,HankJo00,fumbles_rec,0,,,,,
player,201709100ram,clt,HankJo00,fumbles_rec_yds,0,,,,,
player,201709100ram,clt,HankJo00,fumbles_rec_td,0,,,,,
player,201709100ram,clt,HankJo00,fumbles_forced,0,,,,,
player,201709100ram,clt,WoodAl99,def_int,0,,,,,
player,201709100ram,clt,WoodAl99,def_int_yds,0,,,,,
player,201709100ram,clt,WoodAl99,def_int_td,0,,,,,
player,201709100ram,clt,WoodAl99,def_int_long,0,,,,,
player,201709100ram,clt,WoodAl99,pass_defended,0,,,,,
player,201709100ram,clt,WoodAl99,sacks,0.0,,,,,
player,201709100ram,clt,WoodAl99,tackles_combined,2,,,,,
player,201709100ram,clt,WoodAl99,tackles_solo,2,,,,,
player,201709100ram,clt,WoodAl99,tackles_assists,0,,,,,
player,201709100ram,clt,WoodAl99,tackles_loss,1,,,,,
player,201709100ram,clt,WoodAl99,qb_hits,0,,,,,
player,201709100ram,clt,WoodAl99,fumbles_rec,0,,,,,
player,201709100ram,clt,WoodAl99,fumbles_rec_yds,0,,,,,
player,201709100ram,clt,WoodAl99,fumbles_rec_td,0,,,,,
player,201709100ram,clt,WoodAl99,fumbles_forced,0,,,,,
player,201709100ram,clt,AndeHe00,def_int,0,,,,,
player,201709100ram,clt,AndeHe00,def_int_yds,0,,,,,
player,201709100ram,clt,AndeHe00,def_int_td,0,,,,,
player,201709100ram,clt,AndeHe00,def_int_long,0,,,,,
player,201709100ram,clt,AndeHe00,pass_defended,0,,,,,
player,201709100ram,clt,AndeHe00,sacks,0.0,,,,,
player,201709100ram,clt,AndeHe00,tackles_combined,1,,,,,
player,201709100ram,clt,AndeHe00,tackles_solo,1,,,,,
player,201709100ram,clt,AndeHe00,tackles_assists,0,,,,,
player,201709100ram,clt,AndeHe00,tackles_loss,0,,,,,
player,201709100ram,clt,AndeHe00,qb_hits,1,,,,,
player,201709100ram,clt,AndeHe00,fumbles_rec,0,,,,,
player,201709100ram,clt,AndeHe00,fumbles_rec_yds,0,,,,,
player,201709100ram,clt,AndeHe00,fumbles_rec_td,0,,,,,
player,201709100ram,clt,AndeHe00,fumbles_forced,0,,,,,
player,201709100ram,clt,HairNa00,def_int,0,,,,,
player,201709100ram,clt,HairNa00,def_int_yds,0,,,,,
player,201709100ram,clt,HairNa00,def_int_td,0,,,,,
player,201709100ram,clt,HairNa00,def_int_long,0,,,,,
player,201709100ram,clt,HairNa00,pass_defended,0,,,,,
player,201709100ram,clt,HairNa00,sacks,0.0,,,,,
player,201709100ram,clt,HairNa00,tackles_combined,1,,,,,
player,201709100ram,clt,HairNa00,tackles_solo,1,,,,,
player,201709100ram,clt,HairNa00,tackles_assists,0,,,,,
player,201709100ram,clt,HairNa00,tackles_loss,0,,,,,
player,201709100ram,clt,HairNa00,qb_hits,0,,,,,
player,201709100ram,clt,HairNa00,fumbles_rec,0,,,,,
player,201709100ram,clt,HairNa00,fumbles_rec_yds,0,,,,,
player,201709100ram,clt,HairNa00,fumbles_rec_td,0,,,,,
player,201709100ram,clt,HairNa00,fumbles_forced,0,,,,,
player,201709100ram,clt,MiltCh00,def_int,0,,,,,
player,201709100ram,clt,MiltCh00,def_int_yds,0,,,,,
player,201709100ram,clt,MiltCh00,def_int_td,0,,,,,
player,201709100ram,clt,MiltCh00,def_int_long,0,,,,,
player,201709100ram,clt,MiltCh00,pass_defended,0,,,,,
player,201709100ram,clt,MiltCh00,sacks,0.0,,,,,
player,201709100ram,clt,MiltCh00,tackles_combined,1,,,,,
player,201709100ram,clt,MiltCh00,tackles_solo,1,,,,,
player,201709100ram,clt,MiltCh00,tackles_assists,0,,,,,
player,201709100ram,clt,MiltCh00,tackles_loss,0,,,,,
player,201709100ram,clt,MiltCh00,qb_hits,0,,,,,
player,201709100ram,clt,MiltCh00,fumbles_rec,0,,,,,
player,201709100ram,clt,MiltCh00,fumbles_rec_yds,0,,,,,
player,201709100ram,clt,MiltCh00,fumbles_rec_td,0,,,,,
player,201709100ram,clt,MiltCh00,fumbles_forced,0,,,,,
player,201709100ram,clt,MingBa00,def_int,0,,,,,
player,201709100ram,clt,MingBa00,def_int_yds,0,,,,,
player,201709100ram,clt,MingBa00,def_int_td,0,,,,,
player,201709100ram,clt,MingBa00,def_int_long,0,,,,,
player,201709100ram,clt,MingBa00,pass_defended,0,,,,,
player,201709100ram,clt,MingBa00,sacks,0.0,,,,,
player,201709100ram,clt,MingBa00,tackles_combined,1,,,,,
player,201709100ram,clt,MingBa00,tackles_solo,0,,,,,
player,201709100ram,clt,MingBa00,tackles_assists,1,,,,,
player,201709100ram,clt,MingBa00,tackles_loss,0,,,,,
player,201709100ram,clt,MingBa00,qb_hits,1,,,,,
player,201709100ram,clt,MingBa00,fumbles_rec,0,,,,,
player,201709100ram,clt,MingBa00,fumbles_rec_yds,0,,,,,
player,201709100ram,clt,MingBa00,fumbles_rec_td,0,,,,,
player,201709100ram,clt,MingBa00,fumbles_forced,0,,,,,
player,201709100ram,clt,MoorKe03,def_int,0,,,,,
player,201709100ram,clt,MoorKe03,def_int_yds,0,,,,,
player,201709100ram,clt,MoorKe03,def_int_td,0,,,,,
player,201709100ram,clt,MoorKe03,def_int_long,0,,,,,
player,201709100ram,clt,MoorKe03,pass_defended,0,,,,,
player,201709100ram,clt,MoorKe03,sacks,0.0,,,,,
player,201709100ram,clt,MoorKe03,tackles_combined,1,,,,,
player,201709100ram,clt,MoorKe03,tackles_solo,1,,,,,
player,201709100ram,clt,MoorKe03,tackles_assists,0,,,,,
player,201709100ram,clt,MoorKe03,tackles_loss,0,,,,,
player,201709100ram,clt,MoorKe03,qb_hits,0,,,,,
player,201709100ram,clt,MoorKe03,fumbles_rec,0,,,,,
player,201709100ram,clt,MoorKe03,fumbles_rec_yds,0,,,,,
player,201709100ram,clt,MoorKe03,fumbles_rec_td,0,,,,,
player,201709100ram,clt,MoorKe03,fumbles_forced,0,,,,,
player,201709100ram,clt,SheaJa00,def_int,0,,,,,
player,201709100ram,clt,SheaJa00,def_int_yds,0,,,,,
player,201709100ram,clt,SheaJa00,def_int_td,0,,,,,
player,201709100ram,clt,SheaJa00,def_int_long,0,,,,,
player,201709100ram,clt,SheaJa00,pass_defended,0,,,,,
player,201709100ram,clt,SheaJa00,sacks,0.0,,,,,
player,201709100ram,clt,SheaJa00,tackles_combined,1,,,,,
player,201709100ram,clt,SheaJa00,tackles_solo,1,,,,,
player,201709100ram,clt,SheaJa00,tackles_assists,0,,,,,
player,201709100ram,clt,SheaJa00,tackles_loss,0,,,,,
player,201709100ram,clt,SheaJa00,qb_hits,0,,,,,
player,201709100ram,clt,SheaJa00,fumbles_rec,0,,,,,
player,201709100ram,clt,SheaJa00,fumbles_rec_yds,0,,,,,
player,201709100ram,clt,SheaJa00,fumbles_rec_td,0,,,,,
player,201709100ram,clt,SheaJa00,fumbles_forced,0,,,,,
player,201709100ram,clt,WilsQu01,def_int,0,,,,,
player,201709100ram,clt,WilsQu01,def_int_yds,0,,,,,
player,201709100ram,clt,WilsQu01,def_int_td,0,,,,,
player,201709100ram,clt,WilsQu01,def_int_long,0,,,,,
player,201709100ram,clt,WilsQu01,pass_defended,0,,,,,
player,201709100ram,clt,WilsQu01,sacks,0.0,,,,,
player,201709100ram,clt,WilsQu01,tackles_combined,1,,,,,
player,201709100ram,clt,WilsQu01,tackles_solo,1,,,,,
player,201709100ram,clt,WilsQu01,tackles_assists,0,,,,,
player,201709100ram,clt,WilsQu01,tackles_loss,0,,,,,
player,201709100ram,clt,WilsQu01,qb_hits,0,,,,,
player,201709100ram,clt,WilsQu01,fumbles_rec,0,,,,,
player,201709100ram,clt,WilsQu01,fumbles_rec_yds,0,,,,,
player,201709100ram,clt,WilsQu01,fumbles_rec_td,0,,,,,
player,201709100ram,clt,WilsQu01,fumbles_forced,0,,,,,
player,201709100ram,clt,TolzSc00,def_int,0,,,,,
player,201709100ram,clt,TolzSc00,def_int_yds,0,,,,,
player,201709100ram,clt,TolzSc00,def_int_td,0,,,,,
player,201709100ram,clt,TolzSc00,def_int_long,0,,,,,
player,201709100ram,clt,TolzSc00,pass_defended,0,,,,,
player,201709100ram,clt,TolzSc00,sacks,0.0,,,,,
player,201709100ram,clt,TolzSc00,tackles_combined,0,,,,,
player,201709100ram,clt,TolzSc00,tackles_solo,0,,,,,
player,201709100ram,clt,TolzSc00,tackles_assists,0,,,,,
player,201709100ram,clt,TolzSc00,tackles_loss,,,,,,
player,201709100ram,clt,TolzSc00,qb_hits,,,,,,
player,201709100ram,clt,TolzSc00,fumbles_rec,1,,,,,
player,201709100ram,clt,TolzSc00,fumbles_rec_yds,0,,,,,
player,201709100ram,clt,TolzSc00,fumbles_rec_td,0,,,,,
player,201709100ram,clt,TolzSc00,fumbles_forced,0,,,,,
player,201709100ram,ram,JoynLa00,def_int,1,,,,,
player,201709100ram,ram,JoynLa00,def_int_yds,29,,,,,
player,201709100ram,ram,JoynLa00,def_int_td,1,,,,,
player,201709100ram,ram,JoynLa00,def_int_long,29,,,,,
player,201709100ram,ram,JoynLa00,pass_defended,2,,,,,
player,201709100ram,ram,JoynLa00,sacks,0.0,,,,,
player,201709100ram,ram,JoynLa00,tackles_combined,4,,,,,
player,201709100ram,ram,JoynLa00,tackles_solo,4,,,,,
player,201709100ram,ram,JoynLa00,tackles_assists,0,,,,,
player,201709100ram,ram,JoynLa00,tackles_loss,0,,,,,
player,201709100ram,ram,JoynLa00,qb_hits,0,,,,,
player,201709100ram,ram,JoynLa00,fumbles_rec,0,,,,,
player,201709100ram,ram,JoynLa00,fumbles_rec_yds,0,,,,,
player,201709100ram,ram,JoynLa00,fumbles_rec_td,0,,,,,
player,201709100ram,ram,JoynLa00,fumbles_forced,0,,,,,
player,201709100ram,ram,JohnTr05,def_int,1,,,,,
player,201709100ram,ram,JohnTr05,def_int_yds,39,,,,,
player,201709100ram,ram,JohnTr05,def_int_td,1,,,,,
player,201709100ram,ram,JohnTr05,def_int_long,39,,,,,
player,201709100ram,ram,JohnTr05,pass_defended,1,,,,,
player,201709100ram,ram,JohnTr05,sacks,0.0,,,,,
player,201709100ram,ram,JohnTr05,tackles_combined,2,,,,,
player,201709100ram,ram,JohnTr05,tackles_solo,2,,,,,
player,201709100ram,ram,JohnTr05,tackles_assists,0,,,,,
player,201709100ram,ram,JohnTr05,tackles_loss,0,,,,,
player,201709100ram,ram,JohnTr05,qb_hits,0,,,,,
player,201709100ram,ram,JohnTr05,fumbles_rec,1,,,,,
player,201709100ram,ram,JohnTr05,fumbles_rec_yds,0,,,,,
player,201709100ram,ram,JohnTr05,fumbles_rec_td,0,,,,,
player,201709100ram,ram,JohnTr05,fumbles_forced,1,,,,,
player,201709100ram,ram,WestEt00,def_int,0,,,,,
player,201709100ram,ram,WestEt00,def_int_yds,0,,,,,
player,201709100ram,ram,WestEt00,def_int_td,0,,,,,
player,201709100ram,ram,WestEt00,def_int_long,0,,,,,
player,201709100ram,ram,WestEt00,pass_defended,0,,,,,
player,201709100ram,ram,WestEt00,sacks,1.0,,,,,
player,201709100ram,ram,WestEt00,tackles_combined,3,,,,,
player,201709100ram,ram,WestEt00,tackles_solo,2,,,,,
player,201709100ram,ram,WestEt00,tackles_assists,1,,,,,
player,201709100ram,ram,WestEt00,tackles_loss,1,,,,,
player,201709100ram,ram,WestEt00,qb_hits,1,,,,,
player,201709100ram,ram,WestEt00,fumbles_rec,0,,,,,
player,201709100ram,ram,WestEt00,fumbles_rec_yds,0,,,,,
player,201709100ram,ram,WestEt00,fumbles_rec_td,0,,,,,
player,201709100ram,ram,WestEt00,fumbles_forced,0,,,,,
player,201709100ram,ram,QuinRo00,def_int,0,,,,,
player,201709100ram,ram,QuinRo00,def_int_yds,0,,,,,
player,201709100ram,ram,QuinRo00,def_int_td,0,,,,,
player,201709100ram,ram,QuinRo00,def_int_long,0,,,,,
player,201709100ram,ram,QuinRo00,pass_defended,0,,,,,
player,201709100ram,ram,QuinRo00,sacks,1.0,,,,,
player,201709100ram,ram,QuinRo00,tackles_combined,2,,,,,
player,201709100ram,ram,QuinRo00,tackles_solo,2,,,,,
player,201709100ram,ram,QuinRo00,tackles_assists,0,,,,,
player,201709100ram,ram,QuinRo00,tackles_loss,2,,,,,
player,201709100ram,ram,QuinRo00,qb_hits,1,,,,,
player,201709100ram,ram,QuinRo00,fumbles_rec,0,,,,,
player,201709100ram,ram,QuinRo00,fumbles_rec_yds,0,,,,,
player,201709100ram,ram,QuinRo00,fumbles_rec_td,0,,,,,
player,201709100ram,ram,QuinRo00,fumbles_forced,0,,,,,
player,201709100ram,ram,WalkTy00,def_int,0,,,,,
player,201709100ram,ram,WalkTy00,def_int_yds,0,,,,,
player,201709100ram,ram,WalkTy00,def_int_td,0,,,,,
player,201709100ram,ram,WalkTy00,def_int_long,0,,,,,
player,201709100ram,ram,WalkTy00,pass_defended,0,,,,,
player,201709100ram,ram,WalkTy00,sacks,1.0,,,,,
player,201709100ram,ram,WalkTy00,tackles_combined,2,,,,,
player,201709100ram,ram,WalkTy00,tackles_solo,2,,,,,
player,201709100ram,ram,WalkTy00,tackles_assists,0,,,,,
player,201709100ram,ram,WalkTy00,tackles_loss,2,,,,,
player,201709100ram,ram,WalkTy00,qb_hits,1,,,,,
player,201709100ram,ram,WalkTy00,fumbles_rec,0,,,,,
player,201709100ram,ram,WalkTy00,fumbles_rec_yds,0,,,,,
player,201709100ram,ram,WalkTy00,fumbles_rec_td,0,,,,,
player,201709100ram,ram,WalkTy00,fumbles_forced,0,,,,,
player,201709100ram,ram,LongMa00,def_int,0,,,,,
player,201709100ram,ram,LongMa00,def_int_yds,0,,,,,
player,201709100ram,ram,LongMa00,def_int_td,0,,,,,
player,201709100ram,ram,LongMa00,def_int_long,0,,,,,
player,201709100ram,ram,LongMa00,pass_defended,0,,,,,
player,201709100ram,ram,LongMa00,sacks,1.0,,,,,
player,201709100ram,ram,LongMa00,tackles_combined,1,,,,,
player,201709100ram,ram,LongMa00,tackles_solo,1,,,,,
player,201709100ram,ram,LongMa00,tackles_assists,0,,,,,
player,201709100ram,ram,LongMa00,tackles_loss,1,,,,,
player,201709100ram,ram,LongMa00,qb_hits,1,,,,,
player,201709100ram,ram,LongMa00,fumbles_rec,0,,,,,
player,201709100ram,ram,LongMa00,fumbles_rec_yds,0,,,,,
player,201709100ram,ram,LongMa00,fumbles_rec_td,0,,,,,
player,201709100ram,ram,LongMa00,fumbles_forced,0,,,,,
player,201709100ram,ram,BrocMi00,def_int,0,,,,,
player,201709100ram,ram,BrocMi00,def_int_yds,0,,,,,
player,201709100ram,ram,BrocMi00,def_int_td,0,,,,,
