game,2017,1,20170910,201709100ram,clt,"Indianapolis Colts",9,ram,"Los Angeles Rams",46
player,201709100ram,clt,WalkAn01,pos,LB,,,,,
player,201709100ram,clt,WalkAn01,offense,0,,,,,
player,201709100ram,clt,WalkAn01,off_pct,0%,,,,,
player,201709100ram,clt,WalkAn01,defense,0,,,,,
player,201709100ram,clt,WalkAn01,def_pct,0%,,,,,
player,201709100ram,clt,WalkAn01,special_teams,8,,,,,
player,201709100ram,clt,WalkAn01,st_pct,23%,,,,,
player,201709100ram,clt,ClarLe01,pos,T,,,,,
player,201709100ram,clt,ClarLe01,offense,0,,,,,
player,201709100ram,clt,ClarLe01,off_pct,0%,,,,,
player,201709100ram,clt,ClarLe01,defense,0,,,,,
player,201709100ram,clt,ClarLe01,def_pct,0%,,,,,
player,201709100ram,clt,ClarLe01,special_teams,3,,,,,
player,201709100ram,clt,ClarLe01,st_pct,9%,,,,,
player,201709100ram,clt,vinatada01,pos,K,,,,,
player,201709100ram,clt,vinatada01,offense,0,,,,,
player,201709100ram,clt,vinatada01,off_pct,0%,,,,,
player,201709100ram,clt,vinatada01,defense,0,,,,,
player,201709100ram,clt,vinatada01,def_pct,0%,,,,,
player,201709100ram,clt,vinatada01,special_teams,3,,,,,
player,201709100ram,clt,vinatada01,st_pct,9%,,,,,
