game,2017,4,20171001,201710010nwe,car,"Carolina Panthers",33,nwe,"New England Patriots",30
player,201710010nwe,nwe,AlleDw00,fumbles,0,,,,,
player,201710010nwe,nwe,AlleDw00,fumbles_lost,0,,,,,
player,201710010nwe,car,PeppJu99,def_int,0,,,,,
player,201710010nwe,car,PeppJu99,def_int_yds,0,,,,,
player,201710010nwe,car,PeppJu99,def_int_td,0,,,,,
player,201710010nwe,car,PeppJu99,def_int_long,0,,,,,
player,201710010nwe,car,PeppJu99,pass_defended,0,,,,,
player,201710010nwe,car,PeppJu99,sacks,2.0,,,,,
player,201710010nwe,car,PeppJu99,tackles_combined,4,,,,,
player,201710010nwe,car,PeppJu99,tackles_solo,2,,,,,
player,201710010nwe,car,PeppJu99,tackles_assists,2,,,,,
player,201710010nwe,car,PeppJu99,tackles_loss,2,,,,,
player,201710010nwe,car,PeppJu99,qb_hits,3,,,,,
player,201710010nwe,car,PeppJu99,fumbles_rec,0,,,,,
player,201710010nwe,car,PeppJu99,fumbles_rec_yds,0,,,,,
player,201710010nwe,car,PeppJu99,fumbles_rec_td,0,,,,,
player,201710010nwe,car,PeppJu99,fumbles_forced,0,,,,,
player,201710010nwe,car,ShorKa00,def_int,0,,,,,
player,201710010nwe,car,ShorKa00,def_int_yds,0,,,,,
player,201710010nwe,car,ShorKa00,def_int_td,0,,,,,
player,201710010nwe,car,ShorKa00,def_int_long,0,,,,,
player,201710010nwe,car,ShorKa00,pass_defended,0,,,,,
player,201710010nwe,car,ShorKa00,sacks,1.0,,,,,
player,201710010nwe,car,ShorKa00,tackles_combined,2,,,,,
player,201710010nwe,car,ShorKa00,tackles_solo,1,,,,,
player,201710010nwe,car,ShorKa00,tackles_assists,1,,,,,
player,201710010nwe,car,ShorKa00,tackles_loss,1,,,,,
player,201710010nwe,car,ShorKa00,qb_hits,2,,,,,
player,201710010nwe,car,ShorKa00,fumbles_rec,0,,,,,
player,201710010nwe,car,ShorKa00,fumbles_rec_yds,0,,,,,
player,201710010nwe,car,ShorKa00,fumbles_rec_td,0,,,,,
player,201710010nwe,car,ShorKa00,fumbles_forced,0,,,,,
player,201710010nwe,car,KuecLu00,def_int,0,,,,,
player,201710010nwe,car,KuecLu00,def_int_yds,0,,,,,
player,201710010nwe,car,KuecLu00,def_int_td,0,,,,,
player,201710010nwe,car,KuecLu00,def_int_long,0,,,,,
player,201710010nwe,car,KuecLu00,pass_defended,0,,,,,
player,201710010nwe,car,KuecLu00,sacks,0.0,,,,,
player,201710010nwe,car,KuecLu00,tackles_combined,14,,,,,
player,201710010nwe,car,KuecLu00,tackles_solo,12,,,,,
player,201710010nwe,car,KuecLu00,tackles_assists,2,,,,,
player,201710010nwe,car,KuecLu00,tackles_loss,1,,,,,
player,201710010nwe,car,KuecLu00,qb_hits,0,,,,,
player,201710010nwe,car,KuecLu00,fumbles_rec,0,,,,,
player,201710010nwe,car,KuecLu00,fumbles_rec_yds,0,,,,,
player,201710010nwe,car,KuecLu00,fumbles_rec_td,0,,,,,
player,201710010nwe,car,KuecLu00,fumbles_forced,0,,,,,
player,201710010nwe,car,ThomSh01,def_int,0,,,,,
player,201710010nwe,car,ThomSh01,def_int_yds,0,,,,,
player,201710010nwe,car,ThomSh01,def_int_td,0,,,,,
player,201710010nwe,car,ThomSh01,def_int_long,0,,,,,
player,201710010nwe,car,ThomSh01,pass_defended,0,,,,,
player,201710010nwe,car,ThomSh01,sacks,0.0,,,,,
player,201710010nwe,car,ThomSh01,tackles_combined,10,,,,,
player,201710010nwe,car,ThomSh01,tackles_solo,9,,,,,
player,201710010nwe,car,ThomSh01,tackles_assists,1,,,,,
player,201710010nwe,car,ThomSh01,tackles_loss,1,,,,,
player,201710010nwe,car,ThomSh01,qb_hits,0,,,,,
player,201710010nwe,car,ThomSh01,fumbles_rec,0,,,,,
player,201710010nwe,car,ThomSh01,fumbles_rec_yds,0,,,,,
player,201710010nwe,car,ThomSh01,fumbles_rec_td,0,,,,,
player,201710010nwe,car,ThomSh01,fumbles_forced,0,,,,,
player,201710010nwe,car,AdamMi21,def_int,0,,,,,
player,201710010nwe,car,AdamMi21,def_int_yds,0,,,,,
player,201710010nwe,car,AdamMi21,def_int_td,0,,,,,
player,201710010nwe,car,AdamMi21,def_int_long,0,,,,,
player,201710010nwe,car,AdamMi21,pass_defended,2,,,,,
player,201710010nwe,car,AdamMi21,sacks,0.0,,,,,
player,201710010nwe,car,AdamMi21,tackles_combined,7,,,,,
player,201710010nwe,car,AdamMi21,tackles_solo,7,,,,,
player,201710010nwe,car,AdamMi21,tackles_assists,0,,,,,
player,201710010nwe,car,AdamMi21,tackles_loss,0,,,,,
player,201710010nwe,car,AdamMi21,qb_hits,0,,,,,
player,201710010nwe,car,AdamMi21,fumbles_rec,0,,,,,
player,201710010nwe,car,AdamMi21,fumbles_rec_yds,0,,,,,
player,201710010nwe,car,AdamMi21,fumbles_rec_td,0,,,,,
player,201710010nwe,car,AdamMi21,fumbles_forced,0,,,,,
player,201710010nwe,car,BradJa00,def_int,0,,,,,
player,201710010nwe,car,BradJa00,def_int_yds,0,,,,,
player,201710010nwe,car,BradJa00,def_int_td,0,,,,,
player,201710010nwe,car,BradJa00,def_int_long,0,,,,,
player,201710010nwe,car,BradJa00,pass_defended,1,,,,,
player,201710010nwe,car,BradJa00,sacks,0.0,,,,,
player,201710010nwe,car,BradJa00,tackles_combined,6,,,,,
player,201710010nwe,car,BradJa00,tackles_solo,6,,,,,
player,201710010nwe,car,BradJa00,tackles_assists,0,,,,,
player,201710010nwe,car,BradJa00,tackles_loss,0,,,,,
player,201710010nwe,car,BradJa00,qb_hits,0,,,,,
player,201710010nwe,car,BradJa00,fumbles_rec,0,,,,,
player,201710010nwe,car,BradJa00,fumbles_rec_yds,0,,,,,
player,201710010nwe,car,BradJa00,fumbles_rec_td,0,,,,,
player,201710010nwe,car,BradJa00,fumbles_forced,0,,,,,
player,201710010nwe,car,CoxxDe00,def_int,0,,,,,
player,201710010nwe,car,CoxxDe00,def_int_yds,0,,,,,
player,201710010nwe,car,CoxxDe00,def_int_td,0,,,,,
player,201710010nwe,car,CoxxDe00,def_int_long,0,,,,,
player,201710010nwe,car,CoxxDe00,pass_defended,0,,,,,
player,201710010nwe,car,CoxxDe00,sacks,0.0,,,,,
player,201710010nwe,car,CoxxDe00,tackles_combined,4,,,,,
player,201710010nwe,car,CoxxDe00,tackles_solo,4,,,,,
player,201710010nwe,car,CoxxDe00,tackles_assists,0,,,,,
player,201710010nwe,car,CoxxDe00,tackles_loss,0,,,,,
player,201710010nwe,car,CoxxDe00,qb_hits,0,,,,,
player,201710010nwe,car,CoxxDe00,fumbles_rec,0,,,,,
player,201710010nwe,car,CoxxDe00,fumbles_rec_yds,0,,,,,
player,201710010nwe,car,CoxxDe00,fumbles_rec_td,0,,,,,
player,201710010nwe,car,CoxxDe00,fumbles_forced,0,,,,,
player,201710010nwe,car,ColeKu99,def_int,0,,,,,
player,201710010nwe,car,ColeKu99,def_int_yds,0,,,,,
player,201710010nwe,car,ColeKu99,def_int_td,0,,,,,
player,201710010nwe,car,ColeKu99,def_int_long,0,,,,,
player,201710010nwe,car,ColeKu99,pass_defended,0,,,,,
player,201710010nwe,car,ColeKu99,sacks,0.0,,,,,
player,201710010nwe,car,ColeKu99,tackles_combined,2,,,,,
player,201710010nwe,car,ColeKu99,tackles_solo,1,,,,,
player,201710010nwe,car,ColeKu99,tackles_assists,1,,,,,
player,201710010nwe,car,ColeKu99,tackles_loss,0,,,,,
player,201710010nwe,car,ColeKu99,qb_hits,0,,,,,
player,201710010nwe,car,ColeKu99,fumbles_rec,0,,,,,
player,201710010nwe,car,ColeKu99,fumbles_rec_yds,0,,,,,
player,201710010nwe,car,ColeKu99,fumbles_rec_td,0,,,,,
player,201710010nwe,car,ColeKu99,fumbles_forced,0,,,,,
player,201710010nwe,car,DaviTh20,def_int,0,,,,,
player,201710010nwe,car,DaviTh20,def_int_yds,0,,,,,
player,201710010nwe,car,DaviTh20,def_int_td,0,,,,,
player,201710010nwe,car,DaviTh20,def_int_long,0,,,,,
player,201710010nwe,car,DaviTh20,pass_defended,0,,,,,
player,201710010nwe,car,DaviTh20,sacks,0.0,,,,,
player,201710010nwe,car,DaviTh20,tackles_combined,2,,,,,
player,201710010nwe,car,DaviTh20,tackles_solo,2,,,,,
player,201710010nwe,car,DaviTh20,tackles_assists,0,,,,,
player,201710010nwe,car,DaviTh20,tackles_loss,0,,,,,
player,201710010nwe,car,DaviTh20,qb_hits,0,,,,,
player,201710010nwe,car,DaviTh20,fumbles_rec,0,,,,,
player,201710010nwe,car,DaviTh20,fumbles_rec_yds,0,,,,,
player,201710010nwe,car,DaviTh20,fumbles_rec_td,0,,,,,
player,201710010nwe,car,DaviTh20,fumbles_forced,0,,,,,
player,201710010nwe,car,MunnCa99,def_int,0,,,,,
player,201710010nwe,car,MunnCa99,def_int_yds,0,,,,,
player,201710010nwe,car,MunnCa99,def_int_td,0,,,,,
player,201710010nwe,car,MunnCa99,def_int_long,0,,,,,
player,201710010nwe,car,MunnCa99,pass_defended,0,,,,,
player,201710010nwe,car,MunnCa99,sacks,0.0,,,,,
player,201710010nwe,car,MunnCa99,tackles_combined,2,,,,,
player,201710010nwe,car,MunnCa99,tackles_solo,2,,,,,
player,201710010nwe,car,MunnCa99,tackles_assists,0,,,,,
player,201710010nwe,car,MunnCa99,tackles_loss,0,,,,,
player,201710010nwe,car,MunnCa99,qb_hits,0,,,,,
player,201710010nwe,car,MunnCa99,fumbles_rec,0,,,,,
player,201710010nwe,car,MunnCa99,fumbles_rec_yds,0,,,,,
player,201710010nwe,car,MunnCa99,fumbles_rec_td,0,,,,,
player,201710010nwe,car,MunnCa99,fumbles_forced,0,,,,,
player,201710010nwe,car,ArmaAl00,def_int,0,,,,,
player,201710010nwe,car,ArmaAl00,def_int_yds,0,,,,,
player,201710010nwe,car,ArmaAl00,def_int_td,0,,,,,
player,201710010nwe,car,ArmaAl00,def_int_long,0,,,,,
player,201710010nwe,car,ArmaAl00,pass_defended,0,,,,,
player,201710010nwe,car,ArmaAl00,sacks,0.0,,,,,
player,201710010nwe,car,ArmaAl00,tackles_combined,1,,,,,
player,201710010nwe,car,ArmaAl00,tackles_solo,0,,,,,
player,201710010nwe,car,ArmaAl00,tackles_assists,1,,,,,
player,201710010nwe,car,ArmaAl00,tackles_loss,0,,,,,
player,201710010nwe,car,ArmaAl00,qb_hits,0,,,,,
player,201710010nwe,car,ArmaAl00,fumbles_rec,0,,,,,
player,201710010nwe,car,ArmaAl00,fumbles_rec_yds,0,,,,,
player,201710010nwe,car,ArmaAl00,fumbles_rec_td,0,,,,,
player,201710010nwe,car,ArmaAl00,fumbles_forced,0,,,,,
player,201710010nwe,car,ButlVe00,def_int,0,,,,,
player,201710010nwe,car,ButlVe00,def_int_yds,0,,,,,
player,201710010nwe,car,ButlVe00,def_int_td,0,,,,,
player,201710010nwe,car,ButlVe00,def_int_long,0,,,,,
player,201710010nwe,car,ButlVe00,pass_defended,0,,,,,
player,201710010nwe,car,ButlVe00,sacks,0.0,,,,,
player,201710010nwe,car,ButlVe00,tackles_combined,1,,,,,
player,201710010nwe,car,ButlVe00,tackles_solo,1,,,,,
player,201710010nwe,car,ButlVe00,tackles_assists,0,,,,,
player,201710010nwe,car,ButlVe00,tackles_loss,1,,,,,
player,201710010nwe,car,ButlVe00,qb_hits,0,,,,,
player,201710010nwe,car,ButlVe00,fumbles_rec,0,,,,,
player,201710010nwe,car,ButlVe00,fumbles_rec_yds,0,,,,,
player,201710010nwe,car,ButlVe00,fumbles_rec_td,0,,,,,
player,201710010nwe,car,ButlVe00,fumbles_forced,0,,,,,
player,201710010nwe,car,HortWe00,def_int,0,,,,,
player,201710010nwe,car,HortWe00,def_int_yds,0,,,,,
player,201710010nwe,car,HortWe00,def_int_td,0,,,,,
player,201710010nwe,car,HortWe00,def_int_long,0,,,,,
player,201710010nwe,car,HortWe00,pass_defended,0,,,,,
player,201710010nwe,car,HortWe00,sacks,0.0,,,,,
player,201710010nwe,car,HortWe00,tackles_combined,1,,,,,
player,201710010nwe,car,HortWe00,tackles_solo,1,,,,,
player,201710010nwe,car,HortWe00,tackles_assists,0,,,,,
player,201710010nwe,car,HortWe00,tackles_loss,0,,,,,
player,201710010nwe,car,HortWe00,qb_hits,0,,,,,
player,201710010nwe,car,HortWe00,fumbles_rec,0,,,,,
player,201710010nwe,car,HortWe00,fumbles_rec_yds,0,,,,,
player,201710010nwe,car,HortWe00,fumbles_rec_td,0,,,,,
player,201710010nwe,car,HortWe00,fumbles_forced,0,,,,,
player,201710010nwe,car,LotuSt00,def_int,0,,,,,
player,201710010nwe,car,LotuSt00,def_int_yds,0,,,,,
player,201710010nwe,car,LotuSt00,def_int_td,0,,,,,
player,201710010nwe,car,LotuSt00,def_int_long,0,,,,,
player,201710010nwe,car,LotuSt00,pass_defended,0,,,,,
player,201710010nwe,car,LotuSt00,sacks,0.0,,,,,
player,201710010nwe,car,LotuSt00,tackles_combined,1,,,,,
player,201710010nwe,car,LotuSt00,tackles_solo,1,,,,,
player,201710010nwe,car,LotuSt00,tackles_assists,0,,,,,
player,201710010nwe,car,LotuSt00,tackles_loss,0,,,,,
player,201710010nwe,car,LotuSt00,qb_hits,0,,,,,
player,201710010nwe,car,LotuSt00,fumbles_rec,0,,,,,
player,201710010nwe,car,LotuSt00,fumbles_rec_yds,0,,,,,
player,201710010nwe,car,LotuSt00,fumbles_rec_td,0,,,,,
player,201710010nwe,car,LotuSt00,fumbles_forced,0,,,,,
player,201710010nwe,car,LoveKy00,def_int,0,,,,,
player,201710010nwe,car,LoveKy00,def_int_yds,0,,,,,
player,201710010nwe,car,LoveKy00,def_int_td,0,,,,,
player,201710010nwe,car,LoveKy00,def_int_long,0,,,,,
player,201710010nwe,car,LoveKy00,pass_defended,0,,,,,
player,201710010nwe,car,LoveKy00,sacks,0.0,,,,,
player,201710010nwe,car,LoveKy00,tackles_combined,1,,,,,
player,201710010nwe,car,LoveKy00,tackles_solo,1,,,,,
player,201710010nwe,car,LoveKy00,tackles_assists,0,,,,,
player,201710010nwe,car,LoveKy00,tackles_loss,0,,,,,
player,201710010nwe,car,LoveKy00,qb_hits,2,,,,,
player,201710010nwe,car,LoveKy00,fumbles_rec,0,,,,,
player,201710010nwe,car,LoveKy00,fumbles_rec_yds,0,,,,,
player,201710010nwe,car,LoveKy00,fumbles_rec_td,0,,,,,
player,201710010nwe,car,LoveKy00,fumbles_forced,0,,,,,
player,201710010nwe,car,NorrJa00,def_int,0,,,,,
player,201710010nwe,car,NorrJa00,def_int_yds,0,,,,,
player,201710010nwe,car,NorrJa00,def_int_td,0,,,,,
player,201710010nwe,car,NorrJa00,def_int_long,0,,,,,
player,201710010nwe,car,NorrJa00,pass_defended,0,,,,,
player,201710010nwe,car,NorrJa00,sacks,0.0,,,,,
player,201710010nwe,car,NorrJa00,tackles_combined,1,,,,,
player,201710010nwe,car,NorrJa00,tackles_solo,1,,,,,
player,201710010nwe,car,NorrJa00,tackles_assists,0,,,,,
player,201710010nwe,car,NorrJa00,tackles_loss,0,,,,,
player,201710010nwe,car,NorrJa00,qb_hits,0,,,,,
player,201710010nwe,car,NorrJa00,fumbles_rec,0,,,,,
player,201710010nwe,car,NorrJa00,fumbles_rec_yds,0,,,,,
player,201710010nwe,car,NorrJa00,fumbles_rec_td,0,,,,,
player,201710010nwe,car,NorrJa00,fumbles_forced,0,,,,,
player,201710010nwe,car,SeymKe00,def_int,0,,,,,
player,201710010nwe,car,SeymKe00,def_int_yds,0,,,,,
player,201710010nwe,car,SeymKe00,def_int_td,0,,,,,
player,201710010nwe,car,SeymKe00,def_int_long,0,,,,,
player,201710010nwe,car,SeymKe00,pass_defended,0,,,,,
player,201710010nwe,car,SeymKe00,sacks,0.0,,,,,
player,201710010nwe,car,SeymKe00,tackles_combined,1,,,,,
player,201710010nwe,car,SeymKe00,tackles_solo,1,,,,,
player,201710010nwe,car,SeymKe00,tackles_assists,0,,,,,
player,201710010nwe,car,SeymKe00,tackles_loss,0,,,,,
player,201710010nwe,car,SeymKe00,qb_hits,0,,,,,
player,201710010nwe,car,SeymKe00,fumbles_rec,0,,,,,
player,201710010nwe,car,SeymKe00,fumbles_rec_yds,0,,,,,
player,201710010nwe,car,SeymKe00,fumbles_rec_td,0,,,,,
player,201710010nwe,car,SeymKe00,fumbles_forced,0,,,,,
player,201710010nwe,nwe,ButlMa01,def_int,1,,,,,
player,201710010nwe,nwe,ButlMa01,def_int_yds,-2,,,,,
player,201710010nwe,nwe,ButlMa01,def_int_td,0,,,,,
player,201710010nwe,nwe,ButlMa01,def_int_long,-2,,,,,
player,201710010nwe,nwe,ButlMa01,pass_defended,1,,,,,
player,201710010nwe,nwe,ButlMa01,sacks,0.0,,,,,
player,201710010nwe,nwe,ButlMa01,tackles_combined,8,,,,,
player,201710010nwe,nwe,ButlMa01,tackles_solo,7,,,,,
player,201710010nwe,nwe,ButlMa01,tackles_assists,1,,,,,
player,201710010nwe,nwe,ButlMa01,tackles_loss,0,,,,,
player,201710010nwe,nwe,ButlMa01,qb_hits,0,,,,,
player,201710010nwe,nwe,ButlMa01,fumbles_rec,0,,,,,
player,201710010nwe,nwe,ButlMa01,fumbles_rec_yds,0,,,,,
player,201710010nwe,nwe,ButlMa01,fumbles_rec_td,0,,,,,
player,201710010nwe,nwe,ButlMa01,fumbles_forced,0,,,,,
player,201710010nwe,nwe,VanNKy00,def_int,0,,,,,
player,201710010nwe,nwe,VanNKy00,def_int_yds,0,,,,,
player,201710010nwe,nwe,VanNKy00,def_int_td,0,,,,,
player,201710010nwe,nwe,VanNKy00,def_int_long,0,,,,,
player,201710010nwe,nwe,VanNKy00,pass_defended,0,,,,,
player,201710010nwe,nwe,VanNKy00,sacks,1.0,,,,,
player,201710010nwe,nwe,VanNKy00,tackles_combined,7,,,,,
player,201710010nwe,nwe,VanNKy00,tackles_solo,5,,,,,
player,201710010nwe,nwe,VanNKy00,tackles_assists,2,,,,,
player,201710010nwe,nwe,VanNKy00,tackles_loss,0,,,,,
player,201710010nwe,nwe,VanNKy00,qb_hits,1,,,,,
player,201710010nwe,nwe,VanNKy00,fumbles_rec,0,,,,,
player,201710010nwe,nwe,VanNKy00,fumbles_rec_yds,0,,,,,
player,201710010nwe,nwe,VanNKy00,fumbles_rec_td,0,,,,,
player,201710010nwe,nwe,VanNKy00,fumbles_forced,0,,,,,
player,201710010nwe,nwe,HighDo01,def_int,0,,,,,
player,201710010nwe,nwe,HighDo01,def_int_yds,0,,,,,
player,201710010nwe,nwe,HighDo01,def_int_td,0,,,,,
player,201710010nwe,nwe,HighDo01,def_int_long,0,,,,,
player,201710010nwe,nwe,HighDo01,pass_defended,0,,,,,
player,201710010nwe,nwe,HighDo01,sacks,1.0,,,,,
player,201710010nwe,nwe,HighDo01,tackles_combined,2,,,,,
player,201710010nwe,nwe,HighDo01,tackles_solo,2,,,,,
player,201710010nwe,nwe,HighDo01,tackles_assists,0,,,,,
player,201710010nwe,nwe,HighDo01,tackles_loss,1,,,,,
player,201710010nwe,nwe,HighDo01,qb_hits,1,,,,,
player,201710010nwe,nwe,HighDo01,fumbles_rec,0,,,,,
player,201710010nwe,nwe,HighDo01,fumbles_rec_yds,0,,,,,
player,201710010nwe,nwe,HighDo01,fumbles_rec_td,0,,,,,
player,201710010nwe,nwe,HighDo01,fumbles_forced,0,,,,,
player,201710010nwe,nwe,ChunPa99,def_int,0,,,,,
player,201710010nwe,nwe,ChunPa99,def_int_yds,0,,,,,
player,201710010nwe,nwe,ChunPa99,def_int_td,0,,,,,
player,201710010nwe,nwe,ChunPa99,def_int_long,0,,,,,
player,201710010nwe,nwe,ChunPa99,pass_defended,0,,,,,
player,201710010nwe,nwe,ChunPa99,sacks,0.0,,,,,
player,201710010nwe,nwe,ChunPa99,tackles_combined,7,,,,,
player,201710010nwe,nwe,ChunPa99,tackles_solo,5,,,,,
player,201710010nwe,nwe,ChunPa99,tackles_assists,2,,,,,
player,201710010nwe,nwe,ChunPa99,tackles_loss,0,,,,,
player,201710010nwe,nwe,ChunPa99,qb_hits,0,,,,,
player,201710010nwe,nwe,ChunPa99,fumbles_rec,0,,,,,
player,201710010nwe,nwe,ChunPa99,fumbles_rec_yds,0,,,,,
player,201710010nwe,nwe,ChunPa99,fumbles_rec_td,0,,,,,
player,201710010nwe,nwe,ChunPa99,fumbles_forced,0,,,,,
player,201710010nwe,nwe,FlowTr00,def_int,0,,,,,
player,201710010nwe,nwe,FlowTr00,def_int_yds,0,,,,,
player,201710010nwe,nwe,FlowTr00,def_int_td,0,,,,,
player,201710010nwe,nwe,FlowTr00,def_int_long,0,,,,,
player,201710010nwe,nwe,FlowTr00,pass_defended,0,,,,,
player,201710010nwe,nwe,FlowTr00,sacks,0.0,,,,,
player,201710010nwe,nwe,FlowTr00,tackles_combined,6,,,,,
player,201710010nwe,nwe,FlowTr00,tackles_solo,4,,,,,
player,201710010nwe,nwe,FlowTr00,tackles_assists,2,,,,,
player,201710010nwe,nwe,FlowTr00,tackles_loss,0,,,,,
player,201710010nwe,nwe,FlowTr00,qb_hits,2,,,,,
player,201710010nwe,nwe,FlowTr00,fumbles_rec,0,,,,,
player,201710010nwe,nwe,FlowTr00,fumbles_rec_yds,0,,,,,
player,201710010nwe,nwe,FlowTr00,fumbles_rec_td,0,,,,,
player,201710010nwe,nwe,FlowTr00,fumbles_forced,1,,,,,
player,201710010nwe,nwe,McCoDe99,def_int,0,,,,,
player,201710010nwe,nwe,McCoDe99,def_int_yds,0,,,,,
player,201710010nwe,nwe,McCoDe99,def_int_td,0,,,,,
player,201710010nwe,nwe,McCoDe99,def_int_long,0,,,,,
player,201710010nwe,nwe,McCoDe99,pass_defended,0,,,,,
player,201710010nwe,nwe,McCoDe99,sacks,0.0,,,,,
player,201710010nwe,nwe,McCoDe99,tackles_combined,5,,,,,
player,201710010nwe,nwe,McCoDe99,tackles_solo,3,,,,,
player,201710010nwe,nwe,McCoDe99,tackles_assists,2,,,,,
player,201710010nwe,nwe,McCoDe99,tackles_loss,0,,,,,
player,201710010nwe,nwe,McCoDe99,qb_hits,0,,,,,
player,201710010nwe,nwe,McCoDe99,fumbles_rec,0,,,,,
player,201710010nwe,nwe,McCoDe99,fumbles_rec_yds,0,,,,,
player,201710010nwe,nwe,McCoDe99,fumbles_rec_td,0,,,,,
player,201710010nwe,nwe,McCoDe99,fumbles_forced,0,,,,,
player,201710010nwe,nwe,RobeEl00,def_int,0,,,,,
player,201710010nwe,nwe,RobeEl00,def_int_yds,0,,,,,
player,201710010nwe,nwe,RobeEl00,def_int_td,0,,,,,
player,201710010nwe,nwe,RobeEl00,def_int_long,0,,,,,
player,201710010nwe,nwe,RobeEl00,pass_defended,0,,,,,
player,201710010nwe,nwe,RobeEl00,sacks,0.0,,,,,
player,201710010nwe,nwe,RobeEl00,tackles_combined,5,,,,,
player,201710010nwe,nwe,RobeEl00,tackles_solo,4,,,,,
player,201710010nwe,nwe,RobeEl00,tackles_assists,1,,,,,
player,201710010nwe,nwe,RobeEl00,tackles_loss,0,,,,,
player,201710010nwe,nwe,RobeEl00,qb_hits,0,,,,,
player,201710010nwe,nwe,RobeEl00,fumbles_rec,1,,,,,
player,201710010nwe,nwe,RobeEl00,fumbles_rec_yds,0,,,,,
player,201710010nwe,nwe,RobeEl00,fumbles_rec_td,0,,,,,
player,201710010nwe,nwe,RobeEl00,fumbles_forced,0,,,,,
player,201710010nwe,nwe,BrowMa01,def_int,0,,,,,
player,201710010nwe,nwe,BrowMa01,def_int_yds,0,,,,,
player,201710010nwe,nwe,BrowMa01,def_int_td,0,,,,,
player,201710010nwe,nwe,BrowMa01,def_int_long,0,,,,,
player,201710010nwe,nwe,BrowMa01,pass_defended,0,,,,,
player,201710010nwe,nwe,BrowMa01,sacks,0.0,,,,,
player,201710010nwe,nwe,BrowMa01,tackles_combined,4,,,,,
player,201710010nwe,nwe,BrowMa01,tackles_solo,2,,,,,
player,201710010nwe,nwe,BrowMa01,tackles_assists,2,,,,,
player,201710010nwe,nwe,BrowMa01,tackles_loss,0,,,,,
player,201710010nwe,nwe,BrowMa01,qb_hits,0,,,,,
player,201710010nwe,nwe,BrowMa01,fumbles_rec,0,,,,,
player,201710010nwe,nwe,BrowMa01,fumbles_rec_yds,0,,,,,
player,201710010nwe,nwe,BrowMa01,fumbles_rec_td,0,,,,,
player,201710010nwe,nwe,BrowMa01,fumbles_forced,0,,,,,
player,201710010nwe,nwe,GilmSt00,def_int,0,,,,,
player,201710010nwe,nwe,GilmSt00,def_int_yds,0,,,,,
player,201710010nwe,nwe,GilmSt00,def_int_td,0,,,,,
player,201710010nwe,nwe,GilmSt00,def_int_long,0,,,,,
player,201710010nwe,nwe,GilmSt00,pass_defended,0,,,,,
player,201710010nwe,nwe,GilmSt00,sacks,0.0,,,,,
player,201710010nwe,nwe,GilmSt00,tackles_combined,4,,,,,
player,201710010nwe,nwe,GilmSt00,tackles_solo,3,,,,,
player,201710010nwe,nwe,GilmSt00,tackles_assists,1,,,,,
player,201710010nwe,nwe,GilmSt00,tackles_loss,0,,,,,
player,201710010nwe,nwe,GilmSt00,qb_hits,0,,,,,
player,201710010nwe,nwe,GilmSt00,fumbles_rec,0,,,,,
player,201710010nwe,nwe,GilmSt00,fumbles_rec_yds,0,,,,,
player,201710010nwe,nwe,GilmSt00,fumbles_rec_td,0,,,,,
player,201710010nwe,nwe,GilmSt00,fumbles_forced,0,,,,,
player,201710010nwe,nwe,MarsCa00,def_int,0,,,,,
player,201710010nwe,nwe,MarsCa00,def_int_yds,0,,,,,
player,201710010nwe,nwe,MarsCa00,def_int_td,0,,,,,
player,201710010nwe,nwe,MarsCa00,def_int_long,0,,,,,
player,201710010nwe,nwe,MarsCa00,pass_defended,0,,,,,
player,201710010nwe,nwe,MarsCa00,sacks,0.0,,,,,
player,201710010nwe,nwe,MarsCa00,tackles_combined,4,,,,,
player,201710010nwe,nwe,MarsCa00,tackles_solo,3,,,,,
player,201710010nwe,nwe,MarsCa00,tackles_assists,1,,,,,
player,201710010nwe,nwe,MarsCa00,tackles_loss,0,,,,,
player,201710010nwe,nwe,MarsCa00,qb_hits,0,,,,,
player,201710010nwe,nwe,MarsCa00,fumbles_rec,0,,,,,
player,201710010nwe,nwe,MarsCa00,fumbles_rec_yds,0,,,,,
player,201710010nwe,nwe,MarsCa00,fumbles_rec_td,0,,,,,
player,201710010nwe,nwe,MarsCa00,fumbles_forced,0,,,,,
player,201710010nwe,nwe,GuyxLa00,def_int,0,,,,,
player,201710010nwe,nwe,GuyxLa00,def_int_yds,0,,,,,
player,201710010nwe,nwe,GuyxLa00,def_int_td,0,,,,,
player,201710010nwe,nwe,GuyxLa00,def_int_long,0,,,,,
player,201710010nwe,nwe,GuyxLa00,pass_defended,0,,,,,
player,201710010nwe,nwe,GuyxLa00,sacks,0.0,,,,,
player,201710010nwe,nwe,GuyxLa00,tackles_combined,3,,,,,
player,201710010nwe,nwe,GuyxLa00,tackles_solo,3,,,,,
player,201710010nwe,nwe,GuyxLa00,tackles_assists,0,,,,,
player,201710010nwe,nwe,GuyxLa00,tackles_loss,0,,,,,
player,201710010nwe,nwe,GuyxLa00,qb_hits,0,,,,,
player,201710010nwe,nwe,GuyxLa00,fumbles_rec,0,,,,,
player,201710010nwe,nwe,GuyxLa00,fumbles_rec_yds,0,,,,,
player,201710010nwe,nwe,GuyxLa00,fumbles_rec_td,0,,,,,
player,201710010nwe,nwe,GuyxLa00,fumbles_forced,0,,,,,
player,201710010nwe,nwe,JoneJo03,def_int,0,,,,,
player,201710010nwe,nwe,JoneJo03,def_int_yds,0,,,,,
