game,2017,2,20170917,201709170clt,crd,"Arizona Cardinals",16,clt,"Indianapolis Colts",13
player,201709170clt,crd,ByneJo00,def_int_td,0,,,,,
player,201709170clt,crd,ByneJo00,def_int_long,0,,,,,
player,201709170clt,crd,ByneJo00,pass_defended,0,,,,,
player,201709170clt,crd,ByneJo00,sacks,1.0,,,,,
player,201709170clt,crd,ByneJo00,tackles_combined,5,,,,,
player,201709170clt,crd,ByneJo00,tackles_solo,5,,,,,
player,201709170clt,crd,ByneJo00,tackles_assists,0,,,,,
player,201709170clt,crd,ByneJo00,tackles_loss,1,,,,,
player,201709170clt,crd,ByneJo00,qb_hits,1,,,,,
player,201709170clt,crd,ByneJo00,fumbles_rec,0,,,,,
player,201709170clt,crd,ByneJo00,fumbles_rec_yds,0,,,,,
player,201709170clt,crd,ByneJo00,fumbles_rec_td,0,,,,,
player,201709170clt,crd,ByneJo00,fumbles_forced,1,,,,,
player,201709170clt,crd,MaurJo00,def_int,0,,,,,
player,201709170clt,crd,MaurJo00,def_int_yds,0,,,,,
player,201709170clt,crd,MaurJo00,def_int_td,0,,,,,
player,201709170clt,crd,MaurJo00,def_int_long,0,,,,,
player,201709170clt,crd,MaurJo00,pass_defended,0,,,,,
player,201709170clt,crd,MaurJo00,sacks,1.0,,,,,
player,201709170clt,crd,MaurJo00,tackles_combined,2,,,,,
player,201709170clt,crd,MaurJo00,tackles_solo,1,,,,,
player,201709170clt,crd,MaurJo00,tackles_assists,1,,,,,
player,201709170clt,crd,MaurJo00,tackles_loss,1,,,,,
player,201709170clt,crd,MaurJo00,qb_hits,1,,,,,
player,201709170clt,crd,MaurJo00,fumbles_rec,0,,,,,
player,201709170clt,crd,MaurJo00,fumbles_rec_yds,0,,,,,
player,201709170clt,crd,MaurJo00,fumbles_rec_td,0,,,,,
player,201709170clt,crd,MaurJo00,fumbles_forced,0,,,,,
player,201709170clt,crd,DansKa20,def_int,0,,,,,
player,201709170clt,crd,DansKa20,def_int_yds,0,,,,,
player,201709170clt,crd,DansKa20,def_int_td,0,,,,,
player,201709170clt,crd,DansKa20,def_int_long,0,,,,,
player,201709170clt,crd,DansKa20,pass_defended,0,,,,,
player,201709170clt,crd,DansKa20,sacks,0.0,,,,,
player,201709170clt,crd,DansKa20,tackles_combined,10,,,,,
player,201709170clt,crd,DansKa20,tackles_solo,6,,,,,
player,201709170clt,crd,DansKa20,tackles_assists,4,,,,,
player,201709170clt,crd,DansKa20,tackles_loss,1,,,,,
player,201709170clt,crd,DansKa20,qb_hits,0,,,,,
player,201709170clt,crd,DansKa20,fumbles_rec,0,,,,,
player,201709170clt,crd,DansKa20,fumbles_rec_yds,0,,,,,
player,201709170clt,crd,DansKa20,fumbles_rec_td,0,,,,,
player,201709170clt,crd,DansKa20,fumbles_forced,0,,,,,
player,201709170clt,crd,BethJu00,def_int,0,,,,,
player,201709170clt,crd,BethJu00,def_int_yds,0,,,,,
player,201709170clt,crd,BethJu00,def_int_td,0,,,,,
player,201709170clt,crd,BethJu00,def_int_long,0,,,,,
player,201709170clt,crd,BethJu00,pass_defended,1,,,,,
player,201709170clt,crd,BethJu00,sacks,0.0,,,,,
player,201709170clt,crd,BethJu00,tackles_combined,7,,,,,
player,201709170clt,crd,BethJu00,tackles_solo,5,,,,,
player,201709170clt,crd,BethJu00,tackles_assists,2,,,,,
player,201709170clt,crd,BethJu00,tackles_loss,0,,,,,
player,201709170clt,crd,BethJu00,qb_hits,0,,,,,
player,201709170clt,crd,BethJu00,fumbles_rec,0,,,,,
player,201709170clt,crd,BethJu00,fumbles_rec_yds,0,,,,,
player,201709170clt,crd,BethJu00,fumbles_rec_td,0,,,,,
player,201709170clt,crd,BethJu00,fumbles_forced,0,,,,,
player,201709170clt,crd,BranTy99,def_int,0,,,,,
player,201709170clt,crd,BranTy99,def_int_yds,0,,,,,
player,201709170clt,crd,BranTy99,def_int_td,0,,,,,
player,201709170clt,crd,BranTy99,def_int_long,0,,,,,
player,201709170clt,crd,BranTy99,pass_defended,1,,,,,
player,201709170clt,crd,BranTy99,sacks,0.0,,,,,
player,201709170clt,crd,BranTy99,tackles_combined,7,,,,,
player,201709170clt,crd,BranTy99,tackles_solo,4,,,,,
player,201709170clt,crd,BranTy99,tackles_assists,3,,,,,
player,201709170clt,crd,BranTy99,tackles_loss,0,,,,,
player,201709170clt,crd,BranTy99,qb_hits,0,,,,,
player,201709170clt,crd,BranTy99,fumbles_rec,0,,,,,
player,201709170clt,crd,BranTy99,fumbles_rec_yds,0,,,,,
player,201709170clt,crd,BranTy99,fumbles_rec_td,0,,,,,
player,201709170clt,crd,BranTy99,fumbles_forced,0,,,,,
player,201709170clt,crd,ReddHa00,def_int,0,,,,,
player,201709170clt,crd,ReddHa00,def_int_yds,0,,,,,
player,201709170clt,crd,ReddHa00,def_int_td,0,,,,,
player,201709170clt,crd,ReddHa00,def_int_long,0,,,,,
player,201709170clt,crd,ReddHa00,pass_defended,0,,,,,
player,201709170clt,crd,ReddHa00,sacks,0.0,,,,,
player,201709170clt,crd,ReddHa00,tackles_combined,7,,,,,
player,201709170clt,crd,ReddHa00,tackles_solo,1,,,,,
player,201709170clt,crd,ReddHa00,tackles_assists,6,,,,,
player,201709170clt,crd,ReddHa00,tackles_loss,0,,,,,
player,201709170clt,crd,ReddHa00,qb_hits,0,,,,,
player,201709170clt,crd,ReddHa00,fumbles_rec,0,,,,,
player,201709170clt,crd,ReddHa00,fumbles_rec_yds,0,,,,,
player,201709170clt,crd,ReddHa00,fumbles_rec_td,0,,,,,
player,201709170clt,crd,ReddHa00,fumbles_forced,0,,,,,
player,201709170clt,crd,BakeBu00,def_int,0,,,,,
player,201709170clt,crd,BakeBu00,def_int_yds,0,,,,,
player,201709170clt,crd,BakeBu00,def_int_td,0,,,,,
player,201709170clt,crd,BakeBu00,def_int_long,0,,,,,
player,201709170clt,crd,BakeBu00,pass_defended,0,,,,,
player,201709170clt,crd,BakeBu00,sacks,0.0,,,,,
player,201709170clt,crd,BakeBu00,tackles_combined,5,,,,,
player,201709170clt,crd,BakeBu00,tackles_solo,4,,,,,
player,201709170clt,crd,BakeBu00,tackles_assists,1,,,,,
player,201709170clt,crd,BakeBu00,tackles_loss,0,,,,,
player,201709170clt,crd,BakeBu00,qb_hits,0,,,,,
player,201709170clt,crd,BakeBu00,fumbles_rec,0,,,,,
player,201709170clt,crd,BakeBu00,fumbles_rec_yds,0,,,,,
player,201709170clt,crd,BakeBu00,fumbles_rec_td,0,,,,,
player,201709170clt,crd,BakeBu00,fumbles_forced,0,,,,,
player,201709170clt,crd,GoldMa00,def_int,0,,,,,
player,201709170clt,crd,GoldMa00,def_int_yds,0,,,,,
player,201709170clt,crd,GoldMa00,def_int_td,0,,,,,
player,201709170clt,crd,GoldMa00,def_int_long,0,,,,,
player,201709170clt,crd,GoldMa00,pass_defended,0,,,,,
player,201709170clt,crd,GoldMa00,sacks,0.0,,,,,
player,201709170clt,crd,GoldMa00,tackles_combined,4,,,,,
player,201709170clt,crd,GoldMa00,tackles_solo,4,,,,,
player,201709170clt,crd,GoldMa00,tackles_assists,0,,,,,
player,201709170clt,crd,GoldMa00,tackles_loss,0,,,,,
player,201709170clt,crd,GoldMa00,qb_hits,1,,,,,
player,201709170clt,crd,GoldMa00,fumbles_rec,0,,,,,
player,201709170clt,crd,GoldMa00,fumbles_rec_yds,0,,,,,
player,201709170clt,crd,GoldMa00,fumbles_rec_td,0,,,,,
player,201709170clt,crd,GoldMa00,fumbles_forced,0,,,,,
player,201709170clt,crd,BethAn20,def_int,0,,,,,
player,201709170clt,crd,BethAn20,def_int_yds,0,,,,,
player,201709170clt,crd,BethAn20,def_int_td,0,,,,,
player,201709170clt,crd,BethAn20,def_int_long,0,,,,,
player,201709170clt,crd,BethAn20,pass_defended,0,,,,,
player,201709170clt,crd,BethAn20,sacks,0.0,,,,,
player,201709170clt,crd,BethAn20,tackles_combined,3,,,,,
player,201709170clt,crd,BethAn20,tackles_solo,3,,,,,
player,201709170clt,crd,BethAn20,tackles_assists,0,,,,,
player,201709170clt,crd,BethAn20,tackles_loss,0,,,,,
player,201709170clt,crd,BethAn20,qb_hits,1,,,,,
player,201709170clt,crd,BethAn20,fumbles_rec,0,,,,,
player,201709170clt,crd,BethAn20,fumbles_rec_yds,0,,,,,
player,201709170clt,crd,BethAn20,fumbles_rec_td,0,,,,,
player,201709170clt,crd,BethAn20,fumbles_forced,0,,,,,
player,201709170clt,crd,PetePa00,def_int,0,,,,,
player,201709170clt,crd,PetePa00,def_int_yds,0,,,,,
player,201709170clt,crd,PetePa00,def_int_td,0,,,,,
player,201709170clt,crd,PetePa00,def_int_long,0,,,,,
player,201709170clt,crd,PetePa00,pass_defended,0,,,,,
player,201709170clt,crd,PetePa00,sacks,0.0,,,,,
player,201709170clt,crd,PetePa00,tackles_combined,3,,,,,
player,201709170clt,crd,PetePa00,tackles_solo,3,,,,,
player,201709170clt,crd,PetePa00,tackles_assists,0,,,,,
player,201709170clt,crd,PetePa00,tackles_loss,0,,,,,
player,201709170clt,crd,PetePa00,qb_hits,0,,,,,
player,201709170clt,crd,PetePa00,fumbles_rec,0,,,,,
player,201709170clt,crd,PetePa00,fumbles_rec_yds,0,,,,,
player,201709170clt,crd,PetePa00,fumbles_rec_td,0,,,,,
player,201709170clt,crd,PetePa00,fumbles_forced,0,,,,,
player,201709170clt,crd,RuckFr99,def_int,0,,,,,
player,201709170clt,crd,RuckFr99,def_int_yds,0,,,,,
player,201709170clt,crd,RuckFr99,def_int_td,0,,,,,
player,201709170clt,crd,RuckFr99,def_int_long,0,,,,,
player,201709170clt,crd,RuckFr99,pass_defended,0,,,,,
player,201709170clt,crd,RuckFr99,sacks,0.0,,,,,
player,201709170clt,crd,RuckFr99,tackles_combined,3,,,,,
player,201709170clt,crd,RuckFr99,tackles_solo,3,,,,,
player,201709170clt,crd,RuckFr99,tackles_assists,0,,,,,
player,201709170clt,crd,RuckFr99,tackles_loss,1,,,,,
player,201709170clt,crd,RuckFr99,qb_hits,1,,,,,
player,201709170clt,crd,RuckFr99,fumbles_rec,0,,,,,
player,201709170clt,crd,RuckFr99,fumbles_rec_yds,0,,,,,
player,201709170clt,crd,RuckFr99,fumbles_rec_td,0,,,,,
player,201709170clt,crd,RuckFr99,fumbles_forced,0,,,,,
player,201709170clt,crd,PennEl00,def_int,0,,,,,
player,201709170clt,crd,PennEl00,def_int_yds,0,,,,,
player,201709170clt,crd,PennEl00,def_int_td,0,,,,,
player,201709170clt,crd,PennEl00,def_int_long,0,,,,,
player,201709170clt,crd,PennEl00,pass_defended,0,,,,,
player,201709170clt,crd,PennEl00,sacks,0.0,,,,,
player,201709170clt,crd,PennEl00,tackles_combined,2,,,,,
player,201709170clt,crd,PennEl00,tackles_solo,1,,,,,
player,201709170clt,crd,PennEl00,tackles_assists,1,,,,,
player,201709170clt,crd,PennEl00,tackles_loss,0,,,,,
player,201709170clt,crd,PennEl00,qb_hits,0,,,,,
player,201709170clt,crd,PennEl00,fumbles_rec,0,,,,,
player,201709170clt,crd,PennEl00,fumbles_rec_yds,0,,,,,
player,201709170clt,crd,PennEl00,fumbles_rec_td,0,,,,,
player,201709170clt,crd,PennEl00,fumbles_forced,0,,,,,
player,201709170clt,crd,WillXa00,def_int,0,,,,,
player,201709170clt,crd,WillXa00,def_int_yds,0,,,,,
player,201709170clt,crd,WillXa00,def_int_td,0,,,,,
player,201709170clt,crd,WillXa00,def_int_long,0,,,,,
player,201709170clt,crd,WillXa00,pass_defended,0,,,,,
player,201709170clt,crd,WillXa00,sacks,0.0,,,,,
player,201709170clt,crd,WillXa00,tackles_combined,2,,,,,
player,201709170clt,crd,WillXa00,tackles_solo,2,,,,,
player,201709170clt,crd,WillXa00,tackles_assists,0,,,,,
player,201709170clt,crd,WillXa00,tackles_loss,1,,,,,
player,201709170clt,crd,WillXa00,qb_hits,0,,,,,
player,201709170clt,crd,WillXa00,fumbles_rec,0,,,,,
player,201709170clt,crd,WillXa00,fumbles_rec_yds,0,,,,,
player,201709170clt,crd,WillXa00,fumbles_rec_td,0,,,,,
player,201709170clt,crd,WillXa00,fumbles_forced,0,,,,,
player,201709170clt,crd,PierOl00,def_int,0,,,,,
player,201709170clt,crd,PierOl00,def_int_yds,0,,,,,
player,201709170clt,crd,PierOl00,def_int_td,0,,,,,
player,201709170clt,crd,PierOl00,def_int_long,0,,,,,
player,201709170clt,crd,PierOl00,pass_defended,0,,,,,
player,201709170clt,crd,PierOl00,sacks,0.0,,,,,
player,201709170clt,crd,PierOl00,tackles_combined,1,,,,,
player,201709170clt,crd,PierOl00,tackles_solo,1,,,,,
player,201709170clt,crd,PierOl00,tackles_assists,0,,,,,
player,201709170clt,crd,PierOl00,tackles_loss,1,,,,,
player,201709170clt,crd,PierOl00,qb_hits,0,,,,,
player,201709170clt,crd,PierOl00,fumbles_rec,0,,,,,
player,201709170clt,crd,PierOl00,fumbles_rec_yds,0,,,,,
player,201709170clt,crd,PierOl00,fumbles_rec_td,0,,,,,
player,201709170clt,crd,PierOl00,fumbles_forced,0,,,,,
player,201709170clt,crd,PeteCo00,def_int,0,,,,,
player,201709170clt,crd,PeteCo00,def_int_yds,0,,,,,
player,201709170clt,crd,PeteCo00,def_int_td,0,,,,,
player,201709170clt,crd,PeteCo00,def_int_long,0,,,,,
player,201709170clt,crd,PeteCo00,pass_defended,0,,,,,
player,201709170clt,crd,PeteCo00,sacks,0.0,,,,,
player,201709170clt,crd,PeteCo00,tackles_combined,0,,,,,
player,201709170clt,crd,PeteCo00,tackles_solo,0,,,,,
player,201709170clt,crd,PeteCo00,tackles_assists,0,,,,,
player,201709170clt,crd,PeteCo00,tackles_loss,0,,,,,
player,201709170clt,crd,PeteCo00,qb_hits,1,,,,,
player,201709170clt,crd,PeteCo00,fumbles_rec,0,,,,,
player,201709170clt,crd,PeteCo00,fumbles_rec_yds,0,,,,,
player,201709170clt,crd,PeteCo00,fumbles_rec_td,0,,,,,
player,201709170clt,crd,PeteCo00,fumbles_forced,0,,,,,
player,201709170clt,clt,HookMa00,def_int,1,,,,,
player,201709170clt,clt,HookMa00,def_int_yds,32,,,,,
player,201709170clt,clt,HookMa00,def_int_td,0,,,,,
player,201709170clt,clt,HookMa00,def_int_long,32,,,,,
player,201709170clt,clt,HookMa00,pass_defended,1,,,,,
player,201709170clt,clt,HookMa00,sacks,0.0,,,,,
player,201709170clt,clt,HookMa00,tackles_combined,2,,,,,
player,201709170clt,clt,HookMa00,tackles_solo,1,,,,,
player,201709170clt,clt,HookMa00,tackles_assists,1,,,,,
player,201709170clt,clt,HookMa00,tackles_loss,0,,,,,
player,201709170clt,clt,HookMa00,qb_hits,0,,,,,
player,201709170clt,clt,HookMa00,fumbles_rec,0,,,,,
player,201709170clt,clt,HookMa00,fumbles_rec_yds,0,,,,,
player,201709170clt,clt,HookMa00,fumbles_rec_td,0,,,,,
player,201709170clt,clt,HookMa00,fumbles_forced,0,,,,,
player,201709170clt,clt,SimoJo01,def_int,0,,,,,
player,201709170clt,clt,SimoJo01,def_int_yds,0,,,,,
player,201709170clt,clt,SimoJo01,def_int_td,0,,,,,
player,201709170clt,clt,SimoJo01,def_int_long,0,,,,,
player,201709170clt,clt,SimoJo01,pass_defended,0,,,,,
player,201709170clt,clt,SimoJo01,sacks,1.0,,,,,
player,201709170clt,clt,SimoJo01,tackles_combined,5,,,,,
player,201709170clt,clt,SimoJo01,tackles_solo,4,,,,,
player,201709170clt,clt,SimoJo01,tackles_assists,1,,,,,
player,201709170clt,clt,SimoJo01,tackles_loss,1,,,,,
player,201709170clt,clt,SimoJo01,qb_hits,3,,,,,
player,201709170clt,clt,SimoJo01,fumbles_rec,0,,,,,
player,201709170clt,clt,SimoJo01,fumbles_rec_yds,0,,,,,
player,201709170clt,clt,SimoJo01,fumbles_rec_td,0,,,,,
player,201709170clt,clt,SimoJo01,fumbles_forced,0,,,,,
player,201709170clt,clt,HairNa00,def_int,0,,,,,
player,201709170clt,clt,HairNa00,def_int_yds,0,,,,,
player,201709170clt,clt,HairNa00,def_int_td,0,,,,,
player,201709170clt,clt,HairNa00,def_int_long,0,,,,,
player,201709170clt,clt,HairNa00,pass_defended,0,,,,,
player,201709170clt,clt,HairNa00,sacks,1.0,,,,,
player,201709170clt,clt,HairNa00,tackles_combined,4,,,,,
player,201709170clt,clt,HairNa00,tackles_solo,4,,,,,
player,201709170clt,clt,HairNa00,tackles_assists,0,,,,,
player,201709170clt,clt,HairNa00,tackles_loss,1,,,,,
player,201709170clt,clt,HairNa00,qb_hits,1,,,,,
player,201709170clt,clt,HairNa00,fumbles_rec,0,,,,,
player,201709170clt,clt,HairNa00,fumbles_rec_yds,0,,,,,
player,201709170clt,clt,HairNa00,fumbles_rec_td,0,,,,,
player,201709170clt,clt,HairNa00,fumbles_forced,0,,,,,
player,201709170clt,clt,WoodAl99,def_int,0,,,,,
player,201709170clt,clt,WoodAl99,def_int_yds,0,,,,,
player,201709170clt,clt,WoodAl99,def_int_td,0,,,,,
player,201709170clt,clt,WoodAl99,def_int_long,0,,,,,
player,201709170clt,clt,WoodAl99,pass_defended,0,,,,,
player,201709170clt,clt,WoodAl99,sacks,1.0,,,,,
player,201709170clt,clt,WoodAl99,tackles_combined,2,,,,,
player,201709170clt,clt,WoodAl99,tackles_solo,1,,,,,
player,201709170clt,clt,WoodAl99,tackles_assists,1,,,,,
player,201709170clt,clt,WoodAl99,tackles_loss,1,,,,,
player,201709170clt,clt,WoodAl99,qb_hits,1,,,,,
player,201709170clt,clt,WoodAl99,fumbles_rec,0,,,,,
player,201709170clt,clt,WoodAl99,fumbles_rec_yds,0,,,,,
player,201709170clt,clt,WoodAl99,fumbles_rec_td,0,,,,,
player,201709170clt,clt,WoodAl99,fumbles_forced,0,,,,,
player,201709170clt,clt,RidgHa00,def_int,0,,,,,
player,201709170clt,clt,RidgHa00,def_int_yds,0,,,,,
player,201709170clt,clt,RidgHa00,def_int_td,0,,,,,
player,201709170clt,clt,RidgHa00,def_int_long,0,,,,,
player,201709170clt,clt,RidgHa00,pass_defended,0,,,,,
player,201709170clt,clt,RidgHa00,sacks,1.0,,,,,
player,201709170clt,clt,RidgHa00,tackles_combined,1,,,,,
player,201709170clt,clt,RidgHa00,tackles_solo,1,,,,,
player,201709170clt,clt,RidgHa00,tackles_assists,0,,,,,
player,201709170clt,clt,RidgHa00,tackles_loss,1,,,,,
player,201709170clt,clt,RidgHa00,qb_hits,1,,,,,
player,201709170clt,clt,RidgHa00,fumbles_rec,0,,,,,
player,201709170clt,clt,RidgHa00,fumbles_rec_yds,0,,,,,
player,201709170clt,clt,RidgHa00,fumbles_rec_td,0,,,,,
player,201709170clt,clt,RidgHa00,fumbles_forced,0,,,,,
player,201709170clt,clt,FarlMa00,def_int,0,,,,,
player,201709170clt,clt,FarlMa00,def_int_yds,0,,,,,
player,201709170clt,clt,FarlMa00,def_int_td,0,,,,,
player,201709170clt,clt,FarlMa00,def_int_long,0,,,,,
player,201709170clt,clt,FarlMa00,pass_defended,2,,,,,
player,201709170clt,clt,FarlMa00,sacks,0.0,,,,,
player,201709170clt,clt,FarlMa00,tackles_combined,8,,,,,
player,201709170clt,clt,FarlMa00,tackles_solo,6,,,,,
player,201709170clt,clt,FarlMa00,tackles_assists,2,,,,,
player,201709170clt,clt,FarlMa00,tackles_loss,0,,,,,
player,201709170clt,clt,FarlMa00,qb_hits,0,,,,,
player,201709170clt,clt,FarlMa00,fumbles_rec,0,,,,,
player,201709170clt,clt,FarlMa00,fumbles_rec_yds,0,,,,,
player,201709170clt,clt,FarlMa00,fumbles_rec_td,0,,,,,
player,201709170clt,clt,FarlMa00,fumbles_forced,0,,,,,
player,201709170clt,clt,MelvRa00,def_int,0,,,,,
player,201709170clt,clt,MelvRa00,def_int_yds,0,,,,,
player,201709170clt,clt,MelvRa00,def_int_td,0,,,,,
player,201709170clt,clt,MelvRa00,def_int_long,0,,,,,
player,201709170clt,clt,MelvRa00,pass_defended,2,,,,,
player,201709170clt,clt,MelvRa00,sacks,0.0,,,,,
player,201709170clt,clt,MelvRa00,tackles_combined,7,,,,,
player,201709170clt,clt,MelvRa00,tackles_solo,6,,,,,
player,201709170clt,clt,MelvRa00,tackles_assists,1,,,,,
player,201709170clt,clt,MelvRa00,tackles_loss,0,,,,,
player,201709170clt,clt,MelvRa00,qb_hits,0,,,,,
player,201709170clt,clt,MelvRa00,fumbles_rec,0,,,,,
player,201709170clt,clt,MelvRa00,fumbles_rec_yds,0,,,,,
player,201709170clt,clt,MelvRa00,fumbles_rec_td,0,,,,,
player,201709170clt,clt,MelvRa00,fumbles_forced,0,,,,,
player,201709170clt,clt,GeorJe01,def_int,0,,,,,
player,201709170clt,clt,GeorJe01,def_int_yds,0,,,,,
player,201709170clt,clt,GeorJe01,def_int_td,0,,,,,
player,201709170clt,clt,GeorJe01,def_int_long,0,,,,,
player,201709170clt,clt,GeorJe01,pass_defended,0,,,,,
player,201709170clt,clt,GeorJe01,sacks,0.0,,,,,
player,201709170clt,clt,GeorJe01,tackles_combined,5,,,,,
player,201709170clt,clt,GeorJe01,tackles_solo,4,,,,,
player,201709170clt,clt,GeorJe01,tackles_assists,1,,,,,
player,201709170clt,clt,GeorJe01,tackles_loss,1,,,,,
player,201709170clt,clt,GeorJe01,qb_hits,0,,,,,
player,201709170clt,clt,GeorJe01,fumbles_rec,0,,,,,
player,201709170clt,clt,GeorJe01,fumbles_rec_yds,0,,,,,
player,201709170clt,clt,GeorJe01,fumbles_rec_td,0,,,,,
player,201709170clt,clt,GeorJe01,fumbles_forced,0,,,,,
player,201709170clt,clt,BostJo00,def_int,0,,,,,
player,201709170clt,clt,BostJo00,def_int_yds,0,,,,,
player,201709170clt,clt,BostJo00,def_int_td,0,,,,,
player,201709170clt,clt,BostJo00,def_int_long,0,,,,,
player,201709170clt,clt,BostJo00,pass_defended,0,,,,,
player,201709170clt,clt,BostJo00,sacks,0.0,,,,,
player,201709170clt,clt,BostJo00,tackles_combined,4,,,,,
player,201709170clt,clt,BostJo00,tackles_solo,4,,,,,
player,201709170clt,clt,BostJo00,tackles_assists,0,,,,,
player,201709170clt,clt,BostJo00,tackles_loss,0,,,,,
player,201709170clt,clt,BostJo00,qb_hits,0,,,,,
player,201709170clt,clt,BostJo00,fumbles_rec,0,,,,,
player,201709170clt,clt,BostJo00,fumbles_rec_yds,0,,,,,
player,201709170clt,clt,BostJo00,fumbles_rec_td,0,,,,,
player,201709170clt,clt,BostJo00,fumbles_forced,0,,,,,
player,201709170clt,clt,SheaJa00,def_int,0,,,,,
player,201709170clt,clt,SheaJa00,def_int_yds,0,,,,,
player,201709170clt,clt,SheaJa00,def_int_td,0,,,,,
player,201709170clt,clt,SheaJa00,def_int_long,0,,,,,
player,201709170clt,clt,SheaJa00,pass_defended,0,,,,,
player,201709170clt,clt,SheaJa00,sacks,0.0,,,,,
player,201709170clt,clt,SheaJa00,tackles_combined,4,,,,,
player,201709170clt,clt,SheaJa00,tackles_solo,4,,,,,
player,201709170clt,clt,SheaJa00,tackles_assists,0,,,,,
player,201709170clt,clt,SheaJa00,tackles_loss,1,,,,,
player,201709170clt,clt,SheaJa00,qb_hits,0,,,,,
player,201709170clt,clt,SheaJa00,fumbles_rec,0,,,,,
player,201709170clt,clt,SheaJa00,fumbles_rec_yds,0,,,,,
player,201709170clt,clt,SheaJa00,fumbles_rec_td,0,,,,,
player,201709170clt,clt,SheaJa00,fumbles_forced,0,,,,,
player,201709170clt,clt,AndeHe00,def_int,0,,,,,
player,201709170clt,clt,AndeHe00,def_int_yds,0,,,,,
player,201709170clt,clt,AndeHe00,def_int_td,0,,,,,
player,201709170clt,clt,AndeHe00,def_int_long,0,,,,,
player,201709170clt,clt,AndeHe00,pass_defended,0,,,,,
player,201709170clt,clt,AndeHe00,sacks,0.0,,,,,
player,201709170clt,clt,AndeHe00,tackles_combined,2,,,,,
player,201709170clt,clt,AndeHe00,tackles_solo,2,,,,,
player,201709170clt,clt,AndeHe00,tackles_assists,0,,,,,
player,201709170clt,clt,AndeHe00,tackles_loss,0,,,,,
player,201709170clt,clt,AndeHe00,qb_hits,1,,,,,
player,201709170clt,clt,AndeHe00,fumbles_rec,0,,,,,
player,201709170clt,clt,AndeHe00,fumbles_rec_yds,0,,,,,
player,201709170clt,clt,AndeHe00,fumbles_rec_td,0,,,,,
player,201709170clt,clt,AndeHe00,fumbles_forced,0,,,,,
player,201709170clt,clt,HankJo00,def_int,0,,,,,
player,201709170clt,clt,HankJo00,def_int_yds,0,,,,,
player,201709170clt,clt,HankJo00,def_int_td,0,,,,,
player,201709170clt,clt,HankJo00,def_int_long,0,,,,,
player,201709170clt,clt,HankJo00,pass_defended,0,,,,,
player,201709170clt,clt,HankJo00,sacks,0.0,,,,,
player,201709170clt,clt,HankJo00,tackles_combined,2,,,,,
player,201709170clt,clt,HankJo00,tackles_solo,1,,,,,
player,201709170clt,clt,HankJo00,tackles_assists,1,,,,,
player,201709170clt,clt,HankJo00,tackles_loss,1,,,,,
player,201709170clt,clt,HankJo00,qb_hits,0,,,,,
player,201709170clt,clt,HankJo00,fumbles_rec,0,,,,,
player,201709170clt,clt,HankJo00,fumbles_rec_yds,0,,,,,
player,201709170clt,clt,HankJo00,fumbles_rec_td,0,,,,,
player,201709170clt,clt,HankJo00,fumbles_forced,0,,,,,
player,201709170clt,clt,WilsQu01,def_int,0,,,,,
player,201709170clt,clt,WilsQu01,def_int_yds,0,,,,,
player,201709170clt,clt,WilsQu01,def_int_td,0,,,,,
player,201709170clt,clt,WilsQu01,def_int_long,0,,,,,
player,201709170clt,clt,WilsQu01,pass_defended,2,,,,,
player,201709170clt,clt,WilsQu01,sacks,0.0,,,,,
player,201709170clt,clt,WilsQu01,tackles_combined,2,,,,,
player,201709170clt,clt,WilsQu01,tackles_solo,2,,,,,
player,201709170clt,clt,WilsQu01,tackles_assists,0,,,,,
player,201709170clt,clt,WilsQu01,tackles_loss,0,,,,,
player,201709170clt,clt,WilsQu01,qb_hits,0,,,,,
player,201709170clt,clt,WilsQu01,fumbles_rec,0,,,,,
player,201709170clt,clt,WilsQu01,fumbles_rec_yds,0,,,,,
player,201709170clt,clt,WilsQu01,fumbles_rec_td,0,,,,,
player,201709170clt,clt,WilsQu01,fumbles_forced,0,,,,,
player,201709170clt,clt,DaniDa02,def_int,0,,,,,
player,201709170clt,clt,DaniDa02,def_int_yds,0,,,,,
player,201709170clt,clt,DaniDa02,def_int_td,0,,,,,
player,201709170clt,clt,DaniDa02,def_int_long,0,,,,,
player,201709170clt,clt,DaniDa02,pass_defended,0,,,,,
player,201709170clt,clt,DaniDa02,sacks,0.0,,,,,
player,201709170clt,clt,DaniDa02,tackles_combined,1,,,,,
player,201709170clt,clt,DaniDa02,tackles_solo,1,,,,,
player,201709170clt,clt,DaniDa02,tackles_assists,0,,,,,
player,201709170clt,clt,DaniDa02,tackles_loss,0,,,,,
player,201709170clt,clt,DaniDa02,qb_hits,0,,,,,
player,201709170clt,clt,DaniDa02,fumbles_rec,0,,,,,
player,201709170clt,clt,DaniDa02,fumbles_rec_yds,0,,,,,
player,201709170clt,clt,DaniDa02,fumbles_rec_td,0,,,,,
player,201709170clt,clt,DaniDa02,fumbles_forced,0,,,,,
player,201709170clt,clt,HuntMa00,def_int,0,,,,,
player,201709170clt,clt,HuntMa00,def_int_yds,0,,,,,
player,201709170clt,clt,HuntMa00,def_int_td,0,,,,,
player,201709170clt,clt,HuntMa00,def_int_long,0,,,,,
player,201709170clt,clt,HuntMa00,pass_defended,0,,,,,
player,201709170clt,clt,HuntMa00,sacks,0.0,,,,,
player,201709170clt,clt,HuntMa00,tackles_combined,1,,,,,
