game,2011,16,20111224,201112240pit,ram,"St. Louis Rams",0,pit,"Pittsburgh Steelers",27
player,201112240pit,pit,CromDa00,tackles_combined,1,,,,,
player,201112240pit,pit,CromDa00,tackles_solo,1,,,,,
player,201112240pit,pit,CromDa00,tackles_assists,0,,,,,
player,201112240pit,pit,CromDa00,tackles_loss,0,,,,,
player,201112240pit,pit,CromDa00,qb_hits,0,,,,,
player,201112240pit,pit,CromDa00,fumbles_rec,0,,,,,
player,201112240pit,pit,CromDa00,fumbles_rec_yds,0,,,,,
player,201112240pit,pit,CromDa00,fumbles_rec_td,0,,,,,
player,201112240pit,pit,CromDa00,fumbles_forced,0,,,,,
player,201112240pit,pit,LewiKe96,def_int,0,,,,,
player,201112240pit,pit,LewiKe96,def_int_yds,0,,,,,
player,201112240pit,pit,LewiKe96,def_int_td,0,,,,,
player,201112240pit,pit,LewiKe96,def_int_long,0,,,,,
player,201112240pit,pit,LewiKe96,pass_defended,1,,,,,
player,201112240pit,pit,LewiKe96,sacks,0.0,,,,,
player,201112240pit,pit,LewiKe96,tackles_combined,0,,,,,
player,201112240pit,pit,LewiKe96,tackles_solo,0,,,,,
player,201112240pit,pit,LewiKe96,tackles_assists,0,,,,,
player,201112240pit,pit,LewiKe96,tackles_loss,0,,,,,
player,201112240pit,pit,LewiKe96,qb_hits,0,,,,,
player,201112240pit,pit,LewiKe96,fumbles_rec,0,,,,,
player,201112240pit,pit,LewiKe96,fumbles_rec_yds,0,,,,,
player,201112240pit,pit,LewiKe96,fumbles_rec_td,0,,,,,
player,201112240pit,pit,LewiKe96,fumbles_forced,0,,,,,
player,201112240pit,ram,MillNi00,kick_ret,0,,,,,
player,201112240pit,ram,MillNi00,kick_ret_yds,0,,,,,
player,201112240pit,ram,MillNi00,kick_ret_yds_per_ret,,,,,,
player,201112240pit,ram,MillNi00,kick_ret_td,0,,,,,
player,201112240pit,ram,MillNi00,kick_ret_long,0,,,,,
player,201112240pit,ram,MillNi00,punt_ret,3,,,,,
player,201112240pit,ram,MillNi00,punt_ret_yds,31,,,,,
player,201112240pit,ram,MillNi00,punt_ret_yds_per_ret,10.3,,,,,
player,201112240pit,ram,MillNi00,punt_ret_td,0,,,,,
player,201112240pit,ram,MillNi00,punt_ret_long,17,,,,,
player,201112240pit,ram,NorwJe00,kick_ret,3,,,,,
player,201112240pit,ram,NorwJe00,kick_ret_yds,72,,,,,
player,201112240pit,ram,NorwJe00,kick_ret_yds_per_ret,24.0,,,,,
player,201112240pit,ram,NorwJe00,kick_ret_td,0,,,,,
player,201112240pit,ram,NorwJe00,kick_ret_long,27,,,,,
player,201112240pit,ram,NorwJe00,punt_ret,0,,,,,
player,201112240pit,ram,NorwJe00,punt_ret_yds,0,,,,,
player,201112240pit,ram,NorwJe00,punt_ret_yds_per_ret,,,,,,
player,201112240pit,ram,NorwJe00,punt_ret_td,0,,,,,
player,201112240pit,ram,NorwJe00,punt_ret_long,0,,,,,
player,201112240pit,pit,BrowAn04,kick_ret,1,,,,,
player,201112240pit,pit,BrowAn04,kick_ret_yds,30,,,,,
player,201112240pit,pit,BrowAn04,kick_ret_yds_per_ret,30.0,,,,,
player,201112240pit,pit,BrowAn04,kick_ret_td,0,,,,,
player,201112240pit,pit,BrowAn04,kick_ret_long,30,,,,,
player,201112240pit,pit,BrowAn04,punt_ret,1,,,,,
player,201112240pit,pit,BrowAn04,punt_ret_yds,5,,,,,
player,201112240pit,pit,BrowAn04,punt_ret_yds_per_ret,5.0,,,,,
player,201112240pit,pit,BrowAn04,punt_ret_td,0,,,,,
player,201112240pit,pit,BrowAn04,punt_ret_long,5,,,,,
player,201112240pit,ram,JoneDo21,xpm,,,,,,
player,201112240pit,ram,JoneDo21,xpa,,,,,,
player,201112240pit,ram,JoneDo21,fgm,,,,,,
player,201112240pit,ram,JoneDo21,fga,,,,,,
player,201112240pit,ram,JoneDo21,punt,7,,,,,
player,201112240pit,ram,JoneDo21,punt_yds,281,,,,,
player,201112240pit,ram,JoneDo21,punt_yds_per_punt,40.1,,,,,
player,201112240pit,ram,JoneDo21,punt_long,51,,,,,
player,201112240pit,ram,brownjos01,xpm,,,,,,
player,201112240pit,ram,brownjos01,xpa,,,,,,
player,201112240pit,ram,brownjos01,fgm,,,,,,
player,201112240pit,ram,brownjos01,fga,2,,,,,
player,201112240pit,ram,brownjos01,punt,0,,,,,
player,201112240pit,ram,brownjos01,punt_yds,0,,,,,
player,201112240pit,ram,brownjos01,punt_yds_per_punt,,,,,,
player,201112240pit,ram,brownjos01,punt_long,0,,,,,
player,201112240pit,pit,suishsha01,xpm,3,,,,,
player,201112240pit,pit,suishsha01,xpa,3,,,,,
player,201112240pit,pit,suishsha01,fgm,2,,,,,
player,201112240pit,pit,suishsha01,fga,2,,,,,
player,201112240pit,pit,suishsha01,punt,0,,,,,
player,201112240pit,pit,suishsha01,punt_yds,0,,,,,
player,201112240pit,pit,suishsha01,punt_yds_per_punt,,,,,,
player,201112240pit,pit,suishsha01,punt_long,0,,,,,
player,201112240pit,pit,KapiJe20,xpm,,,,,,
player,201112240pit,pit,KapiJe20,xpa,,,,,,
player,201112240pit,pit,KapiJe20,fgm,,,,,,
player,201112240pit,pit,KapiJe20,fga,,,,,,
player,201112240pit,pit,KapiJe20,punt,4,,,,,
player,201112240pit,pit,KapiJe20,punt_yds,191,,,,,
player,201112240pit,pit,KapiJe20,punt_yds_per_punt,47.8,,,,,
player,201112240pit,pit,KapiJe20,punt_long,56,,,,,
