game,2011,12,20111127,201111270oti,tam,"Tampa Bay Buccaneers",17,oti,"Tennessee Titans",23
player,201111270oti,tam,JackTa99,def_int_td,0,,,,,
player,201111270oti,tam,JackTa99,def_int_long,0,,,,,
player,201111270oti,tam,JackTa99,pass_defended,1,,,,,
player,201111270oti,tam,JackTa99,sacks,0.0,,,,,
player,201111270oti,tam,JackTa99,tackles_combined,5,,,,,
player,201111270oti,tam,JackTa99,tackles_solo,4,,,,,
player,201111270oti,tam,JackTa99,tackles_assists,1,,,,,
player,201111270oti,tam,JackTa99,tackles_loss,0,,,,,
player,201111270oti,tam,JackTa99,qb_hits,0,,,,,
player,201111270oti,tam,JackTa99,fumbles_rec,1,,,,,
player,201111270oti,tam,JackTa99,fumbles_rec_yds,13,,,,,
player,201111270oti,tam,JackTa99,fumbles_rec_td,0,,,,,
player,201111270oti,tam,JackTa99,fumbles_forced,0,,,,,
player,201111270oti,tam,JoneSe20,def_int,0,,,,,
player,201111270oti,tam,JoneSe20,def_int_yds,0,,,,,
player,201111270oti,tam,JoneSe20,def_int_td,0,,,,,
player,201111270oti,tam,JoneSe20,def_int_long,0,,,,,
player,201111270oti,tam,JoneSe20,pass_defended,1,,,,,
player,201111270oti,tam,JoneSe20,sacks,0.0,,,,,
player,201111270oti,tam,JoneSe20,tackles_combined,5,,,,,
player,201111270oti,tam,JoneSe20,tackles_solo,4,,,,,
player,201111270oti,tam,JoneSe20,tackles_assists,1,,,,,
player,201111270oti,tam,JoneSe20,tackles_loss,0,,,,,
player,201111270oti,tam,JoneSe20,qb_hits,0,,,,,
player,201111270oti,tam,JoneSe20,fumbles_rec,1,,,,,
player,201111270oti,tam,JoneSe20,fumbles_rec_yds,0,,,,,
player,201111270oti,tam,JoneSe20,fumbles_rec_td,0,,,,,
player,201111270oti,tam,JoneSe20,fumbles_forced,0,,,,,
player,201111270oti,tam,BlacQu99,def_int,0,,,,,
player,201111270oti,tam,BlacQu99,def_int_yds,0,,,,,
player,201111270oti,tam,BlacQu99,def_int_td,0,,,,,
player,201111270oti,tam,BlacQu99,def_int_long,0,,,,,
player,201111270oti,tam,BlacQu99,pass_defended,0,,,,,
player,201111270oti,tam,BlacQu99,sacks,0.0,,,,,
player,201111270oti,tam,BlacQu99,tackles_combined,4,,,,,
player,201111270oti,tam,BlacQu99,tackles_solo,2,,,,,
player,201111270oti,tam,BlacQu99,tackles_assists,2,,,,,
player,201111270oti,tam,BlacQu99,tackles_loss,0,,,,,
player,201111270oti,tam,BlacQu99,qb_hits,0,,,,,
player,201111270oti,tam,BlacQu99,fumbles_rec,0,,,,,
player,201111270oti,tam,BlacQu99,fumbles_rec_yds,0,,,,,
player,201111270oti,tam,BlacQu99,fumbles_rec_td,0,,,,,
player,201111270oti,tam,BlacQu99,fumbles_forced,0,,,,,
player,201111270oti,tam,HaynAl20,def_int,0,,,,,
player,201111270oti,tam,HaynAl20,def_int_yds,0,,,,,
player,201111270oti,tam,HaynAl20,def_int_td,0,,,,,
player,201111270oti,tam,HaynAl20,def_int_long,0,,,,,
player,201111270oti,tam,HaynAl20,pass_defended,0,,,,,
player,201111270oti,tam,HaynAl20,sacks,0.0,,,,,
player,201111270oti,tam,HaynAl20,tackles_combined,4,,,,,
player,201111270oti,tam,HaynAl20,tackles_solo,4,,,,,
player,201111270oti,tam,HaynAl20,tackles_assists,0,,,,,
player,201111270oti,tam,HaynAl20,tackles_loss,2,,,,,
player,201111270oti,tam,HaynAl20,qb_hits,0,,,,,
player,201111270oti,tam,HaynAl20,fumbles_rec,0,,,,,
player,201111270oti,tam,HaynAl20,fumbles_rec_yds,0,,,,,
player,201111270oti,tam,HaynAl20,fumbles_rec_td,0,,,,,
player,201111270oti,tam,HaynAl20,fumbles_forced,0,,,,,
player,201111270oti,tam,MackEl20,def_int,0,,,,,
player,201111270oti,tam,MackEl20,def_int_yds,0,,,,,
player,201111270oti,tam,MackEl20,def_int_td,0,,,,,
player,201111270oti,tam,MackEl20,def_int_long,0,,,,,
player,201111270oti,tam,MackEl20,pass_defended,1,,,,,
player,201111270oti,tam,MackEl20,sacks,0.0,,,,,
player,201111270oti,tam,MackEl20,tackles_combined,4,,,,,
player,201111270oti,tam,MackEl20,tackles_solo,4,,,,,
player,201111270oti,tam,MackEl20,tackles_assists,0,,,,,
player,201111270oti,tam,MackEl20,tackles_loss,1,,,,,
player,201111270oti,tam,MackEl20,qb_hits,0,,,,,
player,201111270oti,tam,MackEl20,fumbles_rec,0,,,,,
player,201111270oti,tam,MackEl20,fumbles_rec_yds,0,,,,,
player,201111270oti,tam,MackEl20,fumbles_rec_td,0,,,,,
player,201111270oti,tam,MackEl20,fumbles_forced,0,,,,,
player,201111270oti,tam,CrowTi99,def_int,0,,,,,
player,201111270oti,tam,CrowTi99,def_int_yds,0,,,,,
player,201111270oti,tam,CrowTi99,def_int_td,0,,,,,
player,201111270oti,tam,CrowTi99,def_int_long,0,,,,,
player,201111270oti,tam,CrowTi99,pass_defended,0,,,,,
player,201111270oti,tam,CrowTi99,sacks,0.0,,,,,
player,201111270oti,tam,CrowTi99,tackles_combined,3,,,,,
player,201111270oti,tam,CrowTi99,tackles_solo,2,,,,,
player,201111270oti,tam,CrowTi99,tackles_assists,1,,,,,
player,201111270oti,tam,CrowTi99,tackles_loss,2,,,,,
player,201111270oti,tam,CrowTi99,qb_hits,0,,,,,
player,201111270oti,tam,CrowTi99,fumbles_rec,0,,,,,
player,201111270oti,tam,CrowTi99,fumbles_rec_yds,0,,,,,
player,201111270oti,tam,CrowTi99,fumbles_rec_td,0,,,,,
player,201111270oti,tam,CrowTi99,fumbles_forced,0,,,,,
player,201111270oti,tam,McCaJo22,def_int,0,,,,,
player,201111270oti,tam,McCaJo22,def_int_yds,0,,,,,
player,201111270oti,tam,McCaJo22,def_int_td,0,,,,,
player,201111270oti,tam,McCaJo22,def_int_long,0,,,,,
player,201111270oti,tam,McCaJo22,pass_defended,0,,,,,
player,201111270oti,tam,McCaJo22,sacks,0.0,,,,,
player,201111270oti,tam,McCaJo22,tackles_combined,3,,,,,
player,201111270oti,tam,McCaJo22,tackles_solo,1,,,,,
player,201111270oti,tam,McCaJo22,tackles_assists,2,,,,,
player,201111270oti,tam,McCaJo22,tackles_loss,0,,,,,
player,201111270oti,tam,McCaJo22,qb_hits,0,,,,,
player,201111270oti,tam,McCaJo22,fumbles_rec,0,,,,,
player,201111270oti,tam,McCaJo22,fumbles_rec_yds,0,,,,,
player,201111270oti,tam,McCaJo22,fumbles_rec_td,0,,,,,
player,201111270oti,tam,McCaJo22,fumbles_forced,0,,,,,
player,201111270oti,tam,MillRo99,def_int,0,,,,,
player,201111270oti,tam,MillRo99,def_int_yds,0,,,,,
player,201111270oti,tam,MillRo99,def_int_td,0,,,,,
player,201111270oti,tam,MillRo99,def_int_long,0,,,,,
player,201111270oti,tam,MillRo99,pass_defended,0,,,,,
player,201111270oti,tam,MillRo99,sacks,0.0,,,,,
player,201111270oti,tam,MillRo99,tackles_combined,3,,,,,
player,201111270oti,tam,MillRo99,tackles_solo,1,,,,,
player,201111270oti,tam,MillRo99,tackles_assists,2,,,,,
player,201111270oti,tam,MillRo99,tackles_loss,0,,,,,
player,201111270oti,tam,MillRo99,qb_hits,0,,,,,
player,201111270oti,tam,MillRo99,fumbles_rec,0,,,,,
player,201111270oti,tam,MillRo99,fumbles_rec_yds,0,,,,,
player,201111270oti,tam,MillRo99,fumbles_rec_td,0,,,,,
player,201111270oti,tam,MillRo99,fumbles_forced,0,,,,,
player,201111270oti,tam,HaywAd98,def_int,0,,,,,
player,201111270oti,tam,HaywAd98,def_int_yds,0,,,,,
player,201111270oti,tam,HaywAd98,def_int_td,0,,,,,
player,201111270oti,tam,HaywAd98,def_int_long,0,,,,,
player,201111270oti,tam,HaywAd98,pass_defended,0,,,,,
player,201111270oti,tam,HaywAd98,sacks,0.0,,,,,
player,201111270oti,tam,HaywAd98,tackles_combined,2,,,,,
player,201111270oti,tam,HaywAd98,tackles_solo,2,,,,,
player,201111270oti,tam,HaywAd98,tackles_assists,0,,,,,
player,201111270oti,tam,HaywAd98,tackles_loss,0,,,,,
player,201111270oti,tam,HaywAd98,qb_hits,0,,,,,
player,201111270oti,tam,HaywAd98,fumbles_rec,0,,,,,
player,201111270oti,tam,HaywAd98,fumbles_rec_yds,0,,,,,
player,201111270oti,tam,HaywAd98,fumbles_rec_td,0,,,,,
player,201111270oti,tam,HaywAd98,fumbles_forced,0,,,,,
player,201111270oti,tam,PricBr99,def_int,0,,,,,
player,201111270oti,tam,PricBr99,def_int_yds,0,,,,,
player,201111270oti,tam,PricBr99,def_int_td,0,,,,,
player,201111270oti,tam,PricBr99,def_int_long,0,,,,,
player,201111270oti,tam,PricBr99,pass_defended,0,,,,,
player,201111270oti,tam,PricBr99,sacks,0.0,,,,,
player,201111270oti,tam,PricBr99,tackles_combined,2,,,,,
player,201111270oti,tam,PricBr99,tackles_solo,1,,,,,
player,201111270oti,tam,PricBr99,tackles_assists,1,,,,,
player,201111270oti,tam,PricBr99,tackles_loss,0,,,,,
player,201111270oti,tam,PricBr99,qb_hits,0,,,,,
player,201111270oti,tam,PricBr99,fumbles_rec,0,,,,,
player,201111270oti,tam,PricBr99,fumbles_rec_yds,0,,,,,
player,201111270oti,tam,PricBr99,fumbles_rec_td,0,,,,,
player,201111270oti,tam,PricBr99,fumbles_forced,0,,,,,
player,201111270oti,tam,AsanLa99,def_int,0,,,,,
player,201111270oti,tam,AsanLa99,def_int_yds,0,,,,,
player,201111270oti,tam,AsanLa99,def_int_td,0,,,,,
player,201111270oti,tam,AsanLa99,def_int_long,0,,,,,
player,201111270oti,tam,AsanLa99,pass_defended,0,,,,,
player,201111270oti,tam,AsanLa99,sacks,0.0,,,,,
player,201111270oti,tam,AsanLa99,tackles_combined,1,,,,,
player,201111270oti,tam,AsanLa99,tackles_solo,0,,,,,
player,201111270oti,tam,AsanLa99,tackles_assists,1,,,,,
player,201111270oti,tam,AsanLa99,tackles_loss,0,,,,,
player,201111270oti,tam,AsanLa99,qb_hits,0,,,,,
player,201111270oti,tam,AsanLa99,fumbles_rec,0,,,,,
player,201111270oti,tam,AsanLa99,fumbles_rec_yds,0,,,,,
player,201111270oti,tam,AsanLa99,fumbles_rec_td,0,,,,,
player,201111270oti,tam,AsanLa99,fumbles_forced,0,,,,,
player,201111270oti,tam,BoweDa00,def_int,0,,,,,
player,201111270oti,tam,BoweDa00,def_int_yds,0,,,,,
player,201111270oti,tam,BoweDa00,def_int_td,0,,,,,
player,201111270oti,tam,BoweDa00,def_int_long,0,,,,,
player,201111270oti,tam,BoweDa00,pass_defended,0,,,,,
player,201111270oti,tam,BoweDa00,sacks,0.0,,,,,
player,201111270oti,tam,BoweDa00,tackles_combined,1,,,,,
player,201111270oti,tam,BoweDa00,tackles_solo,1,,,,,
player,201111270oti,tam,BoweDa00,tackles_assists,0,,,,,
player,201111270oti,tam,BoweDa00,tackles_loss,0,,,,,
player,201111270oti,tam,BoweDa00,qb_hits,1,,,,,
player,201111270oti,tam,BoweDa00,fumbles_rec,0,,,,,
player,201111270oti,tam,BoweDa00,fumbles_rec_yds,0,,,,,
player,201111270oti,tam,BoweDa00,fumbles_rec_td,0,,,,,
player,201111270oti,tam,BoweDa00,fumbles_forced,0,,,,,
player,201111270oti,tam,LyncCo99,def_int,0,,,,,
player,201111270oti,tam,LyncCo99,def_int_yds,0,,,,,
player,201111270oti,tam,LyncCo99,def_int_td,0,,,,,
player,201111270oti,tam,LyncCo99,def_int_long,0,,,,,
player,201111270oti,tam,LyncCo99,pass_defended,0,,,,,
player,201111270oti,tam,LyncCo99,sacks,0.0,,,,,
player,201111270oti,tam,LyncCo99,tackles_combined,1,,,,,
player,201111270oti,tam,LyncCo99,tackles_solo,0,,,,,
player,201111270oti,tam,LyncCo99,tackles_assists,1,,,,,
player,201111270oti,tam,LyncCo99,tackles_loss,0,,,,,
player,201111270oti,tam,LyncCo99,qb_hits,0,,,,,
player,201111270oti,tam,LyncCo99,fumbles_rec,0,,,,,
player,201111270oti,tam,LyncCo99,fumbles_rec_yds,0,,,,,
player,201111270oti,tam,LyncCo99,fumbles_rec_td,0,,,,,
player,201111270oti,tam,LyncCo99,fumbles_forced,0,,,,,
player,201111270oti,tam,StroSa00,def_int,0,,,,,
player,201111270oti,tam,StroSa00,def_int_yds,0,,,,,
player,201111270oti,tam,StroSa00,def_int_td,0,,,,,
player,201111270oti,tam,StroSa00,def_int_long,0,,,,,
player,201111270oti,tam,StroSa00,pass_defended,0,,,,,
player,201111270oti,tam,StroSa00,sacks,0.0,,,,,
player,201111270oti,tam,StroSa00,tackles_combined,1,,,,,
player,201111270oti,tam,StroSa00,tackles_solo,0,,,,,
player,201111270oti,tam,StroSa00,tackles_assists,1,,,,,
player,201111270oti,tam,StroSa00,tackles_loss,0,,,,,
player,201111270oti,tam,StroSa00,qb_hits,0,,,,,
player,201111270oti,tam,StroSa00,fumbles_rec,0,,,,,
player,201111270oti,tam,StroSa00,fumbles_rec_yds,0,,,,,
player,201111270oti,tam,StroSa00,fumbles_rec_td,0,,,,,
player,201111270oti,tam,StroSa00,fumbles_forced,0,,,,,
player,201111270oti,tam,WatsDe99,def_int,0,,,,,
player,201111270oti,tam,WatsDe99,def_int_yds,0,,,,,
player,201111270oti,tam,WatsDe99,def_int_td,0,,,,,
player,201111270oti,tam,WatsDe99,def_int_long,0,,,,,
player,201111270oti,tam,WatsDe99,pass_defended,0,,,,,
player,201111270oti,tam,WatsDe99,sacks,0.0,,,,,
player,201111270oti,tam,WatsDe99,tackles_combined,0,,,,,
player,201111270oti,tam,WatsDe99,tackles_solo,0,,,,,
player,201111270oti,tam,WatsDe99,tackles_assists,0,,,,,
player,201111270oti,tam,WatsDe99,tackles_loss,0,,,,,
player,201111270oti,tam,WatsDe99,qb_hits,1,,,,,
player,201111270oti,tam,WatsDe99,fumbles_rec,0,,,,,
player,201111270oti,tam,WatsDe99,fumbles_rec_yds,0,,,,,
player,201111270oti,tam,WatsDe99,fumbles_rec_td,0,,,,,
player,201111270oti,tam,WatsDe99,fumbles_forced,0,,,,,
player,201111270oti,oti,McCaCo00,def_int,1,,,,,
player,201111270oti,oti,McCaCo00,def_int_yds,0,,,,,
player,201111270oti,oti,McCaCo00,def_int_td,0,,,,,
player,201111270oti,oti,McCaCo00,def_int_long,0,,,,,
player,201111270oti,oti,McCaCo00,pass_defended,1,,,,,
player,201111270oti,oti,McCaCo00,sacks,0.0,,,,,
player,201111270oti,oti,McCaCo00,tackles_combined,10,,,,,
player,201111270oti,oti,McCaCo00,tackles_solo,7,,,,,
player,201111270oti,oti,McCaCo00,tackles_assists,3,,,,,
player,201111270oti,oti,McCaCo00,tackles_loss,0,,,,,
player,201111270oti,oti,McCaCo00,qb_hits,0,,,,,
player,201111270oti,oti,McCaCo00,fumbles_rec,0,,,,,
player,201111270oti,oti,McCaCo00,fumbles_rec_yds,0,,,,,
player,201111270oti,oti,McCaCo00,fumbles_rec_td,0,,,,,
player,201111270oti,oti,McCaCo00,fumbles_forced,0,,,,,
player,201111270oti,oti,BallDa20,def_int,0,,,,,
player,201111270oti,oti,BallDa20,def_int_yds,0,,,,,
player,201111270oti,oti,BallDa20,def_int_td,0,,,,,
player,201111270oti,oti,BallDa20,def_int_long,0,,,,,
player,201111270oti,oti,BallDa20,pass_defended,0,,,,,
player,201111270oti,oti,BallDa20,sacks,2.0,,,,,
player,201111270oti,oti,BallDa20,tackles_combined,4,,,,,
player,201111270oti,oti,BallDa20,tackles_solo,3,,,,,
player,201111270oti,oti,BallDa20,tackles_assists,1,,,,,
player,201111270oti,oti,BallDa20,tackles_loss,1,,,,,
player,201111270oti,oti,BallDa20,qb_hits,1,,,,,
player,201111270oti,oti,BallDa20,fumbles_rec,1,,,,,
player,201111270oti,oti,BallDa20,fumbles_rec_yds,0,,,,,
player,201111270oti,oti,BallDa20,fumbles_rec_td,0,,,,,
player,201111270oti,oti,BallDa20,fumbles_forced,1,,,,,
player,201111270oti,oti,AyerAk00,def_int,0,,,,,
player,201111270oti,oti,AyerAk00,def_int_yds,0,,,,,
player,201111270oti,oti,AyerAk00,def_int_td,0,,,,,
player,201111270oti,oti,AyerAk00,def_int_long,0,,,,,
player,201111270oti,oti,AyerAk00,pass_defended,0,,,,,
player,201111270oti,oti,AyerAk00,sacks,0.0,,,,,
player,201111270oti,oti,AyerAk00,tackles_combined,8,,,,,
player,201111270oti,oti,AyerAk00,tackles_solo,6,,,,,
player,201111270oti,oti,AyerAk00,tackles_assists,2,,,,,
player,201111270oti,oti,AyerAk00,tackles_loss,1,,,,,
player,201111270oti,oti,AyerAk00,qb_hits,0,,,,,
player,201111270oti,oti,AyerAk00,fumbles_rec,0,,,,,
player,201111270oti,oti,AyerAk00,fumbles_rec_yds,0,,,,,
player,201111270oti,oti,AyerAk00,fumbles_rec_td,0,,,,,
player,201111270oti,oti,AyerAk00,fumbles_forced,0,,,,,
player,201111270oti,oti,BabiJo21,def_int,0,,,,,
player,201111270oti,oti,BabiJo21,def_int_yds,0,,,,,
player,201111270oti,oti,BabiJo21,def_int_td,0,,,,,
player,201111270oti,oti,BabiJo21,def_int_long,0,,,,,
player,201111270oti,oti,BabiJo21,pass_defended,0,,,,,
player,201111270oti,oti,BabiJo21,sacks,0.0,,,,,
player,201111270oti,oti,BabiJo21,tackles_combined,6,,,,,
player,201111270oti,oti,BabiJo21,tackles_solo,4,,,,,
player,201111270oti,oti,BabiJo21,tackles_assists,2,,,,,
player,201111270oti,oti,BabiJo21,tackles_loss,1,,,,,
player,201111270oti,oti,BabiJo21,qb_hits,0,,,,,
player,201111270oti,oti,BabiJo21,fumbles_rec,0,,,,,
player,201111270oti,oti,BabiJo21,fumbles_rec_yds,0,,,,,
player,201111270oti,oti,BabiJo21,fumbles_rec_td,0,,,,,
player,201111270oti,oti,BabiJo21,fumbles_forced,1,,,,,
player,201111270oti,oti,CaseJu00,def_int,0,,,,,
player,201111270oti,oti,CaseJu00,def_int_yds,0,,,,,
player,201111270oti,oti,CaseJu00,def_int_td,0,,,,,
player,201111270oti,oti,CaseJu00,def_int_long,0,,,,,
player,201111270oti,oti,CaseJu00,pass_defended,0,,,,,
player,201111270oti,oti,CaseJu00,sacks,0.0,,,,,
player,201111270oti,oti,CaseJu00,tackles_combined,5,,,,,
player,201111270oti,oti,CaseJu00,tackles_solo,4,,,,,
player,201111270oti,oti,CaseJu00,tackles_assists,1,,,,,
player,201111270oti,oti,CaseJu00,tackles_loss,0,,,,,
player,201111270oti,oti,CaseJu00,qb_hits,0,,,,,
player,201111270oti,oti,CaseJu00,fumbles_rec,1,,,,,
player,201111270oti,oti,CaseJu00,fumbles_rec_yds,0,,,,,
player,201111270oti,oti,CaseJu00,fumbles_rec_td,0,,,,,
player,201111270oti,oti,CaseJu00,fumbles_forced,1,,,,,
player,201111270oti,oti,JoneJa99,def_int,0,,,,,
player,201111270oti,oti,JoneJa99,def_int_yds,0,,,,,
player,201111270oti,oti,JoneJa99,def_int_td,0,,,,,
player,201111270oti,oti,JoneJa99,def_int_long,0,,,,,
player,201111270oti,oti,JoneJa99,pass_defended,0,,,,,
player,201111270oti,oti,JoneJa99,sacks,0.0,,,,,
player,201111270oti,oti,JoneJa99,tackles_combined,4,,,,,
player,201111270oti,oti,JoneJa99,tackles_solo,4,,,,,
player,201111270oti,oti,JoneJa99,tackles_assists,0,,,,,
player,201111270oti,oti,JoneJa99,tackles_loss,0,,,,,
player,201111270oti,oti,JoneJa99,qb_hits,0,,,,,
player,201111270oti,oti,JoneJa99,fumbles_rec,0,,,,,
player,201111270oti,oti,JoneJa99,fumbles_rec_yds,0,,,,,
player,201111270oti,oti,JoneJa99,fumbles_rec_td,0,,,,,
player,201111270oti,oti,JoneJa99,fumbles_forced,1,,,,,
player,201111270oti,oti,McCoJa99,def_int,0,,,,,
player,201111270oti,oti,McCoJa99,def_int_yds,0,,,,,
player,201111270oti,oti,McCoJa99,def_int_td,0,,,,,
player,201111270oti,oti,McCoJa99,def_int_long,0,,,,,
player,201111270oti,oti,McCoJa99,pass_defended,2,,,,,
player,201111270oti,oti,McCoJa99,sacks,0.0,,,,,
player,201111270oti,oti,McCoJa99,tackles_combined,4,,,,,
player,201111270oti,oti,McCoJa99,tackles_solo,3,,,,,
player,201111270oti,oti,McCoJa99,tackles_assists,1,,,,,
player,201111270oti,oti,McCoJa99,tackles_loss,0,,,,,
player,201111270oti,oti,McCoJa99,qb_hits,0,,,,,
player,201111270oti,oti,McCoJa99,fumbles_rec,1,,,,,
player,201111270oti,oti,McCoJa99,fumbles_rec_yds,0,,,,,
player,201111270oti,oti,McCoJa99,fumbles_rec_td,0,,,,,
player,201111270oti,oti,McCoJa99,fumbles_forced,0,,,,,
player,201111270oti,oti,GrifMi99,def_int,0,,,,,
player,201111270oti,oti,GrifMi99,def_int_yds,0,,,,,
player,201111270oti,oti,GrifMi99,def_int_td,0,,,,,
player,201111270oti,oti,GrifMi99,def_int_long,0,,,,,
player,201111270oti,oti,GrifMi99,pass_defended,1,,,,,
player,201111270oti,oti,GrifMi99,sacks,0.0,,,,,
player,201111270oti,oti,GrifMi99,tackles_combined,3,,,,,
player,201111270oti,oti,GrifMi99,tackles_solo,2,,,,,
player,201111270oti,oti,GrifMi99,tackles_assists,1,,,,,
player,201111270oti,oti,GrifMi99,tackles_loss,0,,,,,
player,201111270oti,oti,GrifMi99,qb_hits,0,,,,,
player,201111270oti,oti,GrifMi99,fumbles_rec,0,,,,,
player,201111270oti,oti,GrifMi99,fumbles_rec_yds,0,,,,,
player,201111270oti,oti,GrifMi99,fumbles_rec_td,0,,,,,
player,201111270oti,oti,GrifMi99,fumbles_forced,0,,,,,
player,201111270oti,oti,bironrob01,def_int,0,,,,,
player,201111270oti,oti,bironrob01,def_int_yds,0,,,,,
player,201111270oti,oti,bironrob01,def_int_td,0,,,,,
player,201111270oti,oti,bironrob01,def_int_long,0,,,,,
player,201111270oti,oti,bironrob01,pass_defended,0,,,,,
player,201111270oti,oti,bironrob01,sacks,0.0,,,,,
player,201111270oti,oti,bironrob01,tackles_combined,1,,,,,
player,201111270oti,oti,bironrob01,tackles_solo,1,,,,,
player,201111270oti,oti,bironrob01,tackles_assists,0,,,,,
player,201111270oti,oti,bironrob01,tackles_loss,0,,,,,
player,201111270oti,oti,bironrob01,qb_hits,0,,,,,
player,201111270oti,oti,bironrob01,fumbles_rec,0,,,,,
player,201111270oti,oti,bironrob01,fumbles_rec_yds,0,,,,,
player,201111270oti,oti,bironrob01,fumbles_rec_td,0,,,,,
player,201111270oti,oti,bironrob01,fumbles_forced,0,,,,,
player,201111270oti,oti,FinnCo20,def_int,0,,,,,
player,201111270oti,oti,FinnCo20,def_int_yds,0,,,,,
player,201111270oti,oti,FinnCo20,def_int_td,0,,,,,
player,201111270oti,oti,FinnCo20,def_int_long,0,,,,,
player,201111270oti,oti,FinnCo20,pass_defended,0,,,,,
player,201111270oti,oti,FinnCo20,sacks,0.0,,,,,
player,201111270oti,oti,FinnCo20,tackles_combined,1,,,,,
player,201111270oti,oti,FinnCo20,tackles_solo,1,,,,,
player,201111270oti,oti,FinnCo20,tackles_assists,0,,,,,
player,201111270oti,oti,FinnCo20,tackles_loss,0,,,,,
player,201111270oti,oti,FinnCo20,qb_hits,0,,,,,
player,201111270oti,oti,FinnCo20,fumbles_rec,1,,,,,
player,201111270oti,oti,FinnCo20,fumbles_rec_yds,0,,,,,
player,201111270oti,oti,FinnCo20,fumbles_rec_td,0,,,,,
player,201111270oti,oti,FinnCo20,fumbles_forced,0,,,,,
player,201111270oti,oti,HayeWi99,def_int,0,,,,,
player,201111270oti,oti,HayeWi99,def_int_yds,0,,,,,
player,201111270oti,oti,HayeWi99,def_int_td,0,,,,,
player,201111270oti,oti,HayeWi99,def_int_long,0,,,,,
player,201111270oti,oti,HayeWi99,pass_defended,0,,,,,
player,201111270oti,oti,HayeWi99,sacks,0.0,,,,,
player,201111270oti,oti,HayeWi99,tackles_combined,1,,,,,
player,201111270oti,oti,HayeWi99,tackles_solo,1,,,,,
player,201111270oti,oti,HayeWi99,tackles_assists,0,,,,,
player,201111270oti,oti,HayeWi99,tackles_loss,0,,,,,
player,201111270oti,oti,HayeWi99,qb_hits,0,,,,,
player,201111270oti,oti,HayeWi99,fumbles_rec,0,,,,,
player,201111270oti,oti,HayeWi99,fumbles_rec_yds,0,,,,,
player,201111270oti,oti,HayeWi99,fumbles_rec_td,0,,,,,
player,201111270oti,oti,HayeWi99,fumbles_forced,0,,,,,
player,201111270oti,oti,MarkSe99,def_int,0,,,,,
player,201111270oti,oti,MarkSe99,def_int_yds,0,,,,,
player,201111270oti,oti,MarkSe99,def_int_td,0,,,,,
player,201111270oti,oti,MarkSe99,def_int_long,0,,,,,
player,201111270oti,oti,MarkSe99,pass_defended,0,,,,,
player,201111270oti,oti,MarkSe99,sacks,0.0,,,,,
player,201111270oti,oti,MarkSe99,tackles_combined,1,,,,,
player,201111270oti,oti,MarkSe99,tackles_solo,0,,,,,
player,201111270oti,oti,MarkSe99,tackles_assists,1,,,,,
player,201111270oti,oti,MarkSe99,tackles_loss,0,,,,,
player,201111270oti,oti,MarkSe99,qb_hits,1,,,,,
player,201111270oti,oti,MarkSe99,fumbles_rec,0,,,,,
player,201111270oti,oti,MarkSe99,fumbles_rec_yds,0,,,,,
player,201111270oti,oti,MarkSe99,fumbles_rec_td,0,,,,,
player,201111270oti,oti,MarkSe99,fumbles_forced,0,,,,,
player,201111270oti,oti,ShawTi99,def_int,0,,,,,
player,201111270oti,oti,ShawTi99,def_int_yds,0,,,,,
player,201111270oti,oti,ShawTi99,def_int_td,0,,,,,
player,201111270oti,oti,ShawTi99,def_int_long,0,,,,,
player,201111270oti,oti,ShawTi99,pass_defended,0,,,,,
player,201111270oti,oti,ShawTi99,sacks,0.0,,,,,
player,201111270oti,oti,ShawTi99,tackles_combined,1,,,,,
player,201111270oti,oti,ShawTi99,tackles_solo,1,,,,,
player,201111270oti,oti,ShawTi99,tackles_assists,0,,,,,
player,201111270oti,oti,ShawTi99,tackles_loss,0,,,,,
player,201111270oti,oti,ShawTi99,qb_hits,0,,,,,
player,201111270oti,oti,ShawTi99,fumbles_rec,0,,,,,
player,201111270oti,oti,ShawTi99,fumbles_rec_yds,0,,,,,
player,201111270oti,oti,ShawTi99,fumbles_rec_td,0,,,,,
player,201111270oti,oti,ShawTi99,fumbles_forced,0,,,,,
player,201111270oti,oti,SmitAn21,def_int,0,,,,,
player,201111270oti,oti,SmitAn21,def_int_yds,0,,,,,
player,201111270oti,oti,SmitAn21,def_int_td,0,,,,,
player,201111270oti,oti,SmitAn21,def_int_long,0,,,,,
player,201111270oti,oti,SmitAn21,pass_defended,0,,,,,
player,201111270oti,oti,SmitAn21,sacks,0.0,,,,,
player,201111270oti,oti,SmitAn21,tackles_combined,1,,,,,
player,201111270oti,oti,SmitAn21,tackles_solo,1,,,,,
player,201111270oti,oti,SmitAn21,tackles_assists,0,,,,,
player,201111270oti,oti,SmitAn21,tackles_loss,0,,,,,
player,201111270oti,oti,SmitAn21,qb_hits,0,,,,,
player,201111270oti,oti,SmitAn21,fumbles_rec,0,,,,,
player,201111270oti,oti,SmitAn21,fumbles_rec_yds,0,,,,,
player,201111270oti,oti,SmitAn21,fumbles_rec_td,0,,,,,
player,201111270oti,oti,SmitAn21,fumbles_forced,0,,,,,
player,201111270oti,oti,SmitSh20,def_int,0,,,,,
player,201111270oti,oti,SmitSh20,def_int_yds,0,,,,,
player,201111270oti,oti,SmitSh20,def_int_td,0,,,,,
player,201111270oti,oti,SmitSh20,def_int_long,0,,,,,
player,201111270oti,oti,SmitSh20,pass_defended,0,,,,,
