game,2011,2,20110918,201109180buf,rai,"Oakland Raiders",35,buf,"Buffalo Bills",38
player,201109180buf,rai,GiorMa20,tackles_assists,3,,,,,
player,201109180buf,rai,GiorMa20,tackles_loss,0,,,,,
player,201109180buf,rai,GiorMa20,qb_hits,0,,,,,
player,201109180buf,rai,GiorMa20,fumbles_rec,0,,,,,
player,201109180buf,rai,GiorMa20,fumbles_rec_yds,0,,,,,
player,201109180buf,rai,GiorMa20,fumbles_rec_td,0,,,,,
player,201109180buf,rai,GiorMa20,fumbles_forced,0,,,,,
player,201109180buf,rai,HuffMi20,def_int,0,,,,,
player,201109180buf,rai,HuffMi20,def_int_yds,0,,,,,
player,201109180buf,rai,HuffMi20,def_int_td,0,,,,,
player,201109180buf,rai,HuffMi20,def_int_long,0,,,,,
player,201109180buf,rai,HuffMi20,pass_defended,1,,,,,
player,201109180buf,rai,HuffMi20,sacks,0.0,,,,,
player,201109180buf,rai,HuffMi20,tackles_combined,6,,,,,
player,201109180buf,rai,HuffMi20,tackles_solo,4,,,,,
player,201109180buf,rai,HuffMi20,tackles_assists,2,,,,,
player,201109180buf,rai,HuffMi20,tackles_loss,0,,,,,
player,201109180buf,rai,HuffMi20,qb_hits,0,,,,,
player,201109180buf,rai,HuffMi20,fumbles_rec,0,,,,,
player,201109180buf,rai,HuffMi20,fumbles_rec_yds,0,,,,,
player,201109180buf,rai,HuffMi20,fumbles_rec_td,0,,,,,
player,201109180buf,rai,HuffMi20,fumbles_forced,0,,,,,
player,201109180buf,rai,JohnCh26,def_int,0,,,,,
player,201109180buf,rai,JohnCh26,def_int_yds,0,,,,,
player,201109180buf,rai,JohnCh26,def_int_td,0,,,,,
player,201109180buf,rai,JohnCh26,def_int_long,0,,,,,
player,201109180buf,rai,JohnCh26,pass_defended,2,,,,,
player,201109180buf,rai,JohnCh26,sacks,0.0,,,,,
player,201109180buf,rai,JohnCh26,tackles_combined,6,,,,,
player,201109180buf,rai,JohnCh26,tackles_solo,4,,,,,
player,201109180buf,rai,JohnCh26,tackles_assists,2,,,,,
player,201109180buf,rai,JohnCh26,tackles_loss,0,,,,,
player,201109180buf,rai,JohnCh26,qb_hits,0,,,,,
player,201109180buf,rai,JohnCh26,fumbles_rec,0,,,,,
player,201109180buf,rai,JohnCh26,fumbles_rec_yds,0,,,,,
player,201109180buf,rai,JohnCh26,fumbles_rec_td,0,,,,,
player,201109180buf,rai,JohnCh26,fumbles_forced,0,,,,,
player,201109180buf,rai,BoydJe00,def_int,0,,,,,
player,201109180buf,rai,BoydJe00,def_int_yds,0,,,,,
player,201109180buf,rai,BoydJe00,def_int_td,0,,,,,
player,201109180buf,rai,BoydJe00,def_int_long,0,,,,,
player,201109180buf,rai,BoydJe00,pass_defended,0,,,,,
player,201109180buf,rai,BoydJe00,sacks,0.0,,,,,
player,201109180buf,rai,BoydJe00,tackles_combined,4,,,,,
player,201109180buf,rai,BoydJe00,tackles_solo,2,,,,,
player,201109180buf,rai,BoydJe00,tackles_assists,2,,,,,
player,201109180buf,rai,BoydJe00,tackles_loss,0,,,,,
player,201109180buf,rai,BoydJe00,qb_hits,0,,,,,
player,201109180buf,rai,BoydJe00,fumbles_rec,0,,,,,
player,201109180buf,rai,BoydJe00,fumbles_rec_yds,0,,,,,
player,201109180buf,rai,BoydJe00,fumbles_rec_td,0,,,,,
player,201109180buf,rai,BoydJe00,fumbles_forced,0,,,,,
player,201109180buf,rai,GrovQu99,def_int,0,,,,,
player,201109180buf,rai,GrovQu99,def_int_yds,0,,,,,
player,201109180buf,rai,GrovQu99,def_int_td,0,,,,,
player,201109180buf,rai,GrovQu99,def_int_long,0,,,,,
player,201109180buf,rai,GrovQu99,pass_defended,0,,,,,
player,201109180buf,rai,GrovQu99,sacks,0.0,,,,,
player,201109180buf,rai,GrovQu99,tackles_combined,4,,,,,
player,201109180buf,rai,GrovQu99,tackles_solo,3,,,,,
player,201109180buf,rai,GrovQu99,tackles_assists,1,,,,,
player,201109180buf,rai,GrovQu99,tackles_loss,0,,,,,
player,201109180buf,rai,GrovQu99,qb_hits,0,,,,,
player,201109180buf,rai,GrovQu99,fumbles_rec,0,,,,,
player,201109180buf,rai,GrovQu99,fumbles_rec_yds,0,,,,,
player,201109180buf,rai,GrovQu99,fumbles_rec_td,0,,,,,
player,201109180buf,rai,GrovQu99,fumbles_forced,0,,,,,
player,201109180buf,rai,ShauMa99,def_int,0,,,,,
player,201109180buf,rai,ShauMa99,def_int_yds,0,,,,,
player,201109180buf,rai,ShauMa99,def_int_td,0,,,,,
player,201109180buf,rai,ShauMa99,def_int_long,0,,,,,
player,201109180buf,rai,ShauMa99,pass_defended,0,,,,,
player,201109180buf,rai,ShauMa99,sacks,0.0,,,,,
player,201109180buf,rai,ShauMa99,tackles_combined,4,,,,,
player,201109180buf,rai,ShauMa99,tackles_solo,3,,,,,
player,201109180buf,rai,ShauMa99,tackles_assists,1,,,,,
player,201109180buf,rai,ShauMa99,tackles_loss,1,,,,,
player,201109180buf,rai,ShauMa99,qb_hits,1,,,,,
player,201109180buf,rai,ShauMa99,fumbles_rec,0,,,,,
player,201109180buf,rai,ShauMa99,fumbles_rec_yds,0,,,,,
player,201109180buf,rai,ShauMa99,fumbles_rec_td,0,,,,,
player,201109180buf,rai,ShauMa99,fumbles_forced,0,,,,,
player,201109180buf,rai,HousLa99,def_int,0,,,,,
player,201109180buf,rai,HousLa99,def_int_yds,0,,,,,
player,201109180buf,rai,HousLa99,def_int_td,0,,,,,
player,201109180buf,rai,HousLa99,def_int_long,0,,,,,
player,201109180buf,rai,HousLa99,pass_defended,0,,,,,
player,201109180buf,rai,HousLa99,sacks,0.0,,,,,
player,201109180buf,rai,HousLa99,tackles_combined,3,,,,,
player,201109180buf,rai,HousLa99,tackles_solo,1,,,,,
player,201109180buf,rai,HousLa99,tackles_assists,2,,,,,
player,201109180buf,rai,HousLa99,tackles_loss,0,,,,,
player,201109180buf,rai,HousLa99,qb_hits,0,,,,,
player,201109180buf,rai,HousLa99,fumbles_rec,0,,,,,
player,201109180buf,rai,HousLa99,fumbles_rec_yds,0,,,,,
player,201109180buf,rai,HousLa99,fumbles_rec_td,0,,,,,
player,201109180buf,rai,HousLa99,fumbles_forced,0,,,,,
player,201109180buf,rai,KellTo21,def_int,0,,,,,
player,201109180buf,rai,KellTo21,def_int_yds,0,,,,,
player,201109180buf,rai,KellTo21,def_int_td,0,,,,,
player,201109180buf,rai,KellTo21,def_int_long,0,,,,,
player,201109180buf,rai,KellTo21,pass_defended,0,,,,,
player,201109180buf,rai,KellTo21,sacks,0.0,,,,,
player,201109180buf,rai,KellTo21,tackles_combined,3,,,,,
player,201109180buf,rai,KellTo21,tackles_solo,1,,,,,
player,201109180buf,rai,KellTo21,tackles_assists,2,,,,,
player,201109180buf,rai,KellTo21,tackles_loss,1,,,,,
player,201109180buf,rai,KellTo21,qb_hits,0,,,,,
player,201109180buf,rai,KellTo21,fumbles_rec,0,,,,,
player,201109180buf,rai,KellTo21,fumbles_rec_yds,0,,,,,
player,201109180buf,rai,KellTo21,fumbles_rec_td,0,,,,,
player,201109180buf,rai,KellTo21,fumbles_forced,0,,,,,
player,201109180buf,rai,SeymRi00,def_int,0,,,,,
player,201109180buf,rai,SeymRi00,def_int_yds,0,,,,,
player,201109180buf,rai,SeymRi00,def_int_td,0,,,,,
player,201109180buf,rai,SeymRi00,def_int_long,0,,,,,
player,201109180buf,rai,SeymRi00,pass_defended,0,,,,,
player,201109180buf,rai,SeymRi00,sacks,0.0,,,,,
player,201109180buf,rai,SeymRi00,tackles_combined,3,,,,,
player,201109180buf,rai,SeymRi00,tackles_solo,2,,,,,
player,201109180buf,rai,SeymRi00,tackles_assists,1,,,,,
player,201109180buf,rai,SeymRi00,tackles_loss,0,,,,,
player,201109180buf,rai,SeymRi00,qb_hits,0,,,,,
player,201109180buf,rai,SeymRi00,fumbles_rec,0,,,,,
player,201109180buf,rai,SeymRi00,fumbles_rec_yds,0,,,,,
player,201109180buf,rai,SeymRi00,fumbles_rec_td,0,,,,,
player,201109180buf,rai,SeymRi00,fumbles_forced,0,,,,,
player,201109180buf,rai,WimbKa20,def_int,0,,,,,
player,201109180buf,rai,WimbKa20,def_int_yds,0,,,,,
player,201109180buf,rai,WimbKa20,def_int_td,0,,,,,
player,201109180buf,rai,WimbKa20,def_int_long,0,,,,,
player,201109180buf,rai,WimbKa20,pass_defended,0,,,,,
player,201109180buf,rai,WimbKa20,sacks,0.0,,,,,
player,201109180buf,rai,WimbKa20,tackles_combined,3,,,,,
player,201109180buf,rai,WimbKa20,tackles_solo,2,,,,,
player,201109180buf,rai,WimbKa20,tackles_assists,1,,,,,
player,201109180buf,rai,WimbKa20,tackles_loss,0,,,,,
player,201109180buf,rai,WimbKa20,qb_hits,1,,,,,
player,201109180buf,rai,WimbKa20,fumbles_rec,0,,,,,
player,201109180buf,rai,WimbKa20,fumbles_rec_yds,0,,,,,
player,201109180buf,rai,WimbKa20,fumbles_rec_td,0,,,,,
player,201109180buf,rai,WimbKa20,fumbles_forced,0,,,,,
player,201109180buf,rai,HendJo99,def_int,0,,,,,
player,201109180buf,rai,HendJo99,def_int_yds,0,,,,,
player,201109180buf,rai,HendJo99,def_int_td,0,,,,,
player,201109180buf,rai,HendJo99,def_int_long,0,,,,,
player,201109180buf,rai,HendJo99,pass_defended,0,,,,,
player,201109180buf,rai,HendJo99,sacks,0.0,,,,,
player,201109180buf,rai,HendJo99,tackles_combined,2,,,,,
player,201109180buf,rai,HendJo99,tackles_solo,2,,,,,
player,201109180buf,rai,HendJo99,tackles_assists,0,,,,,
player,201109180buf,rai,HendJo99,tackles_loss,0,,,,,
player,201109180buf,rai,HendJo99,qb_hits,0,,,,,
player,201109180buf,rai,HendJo99,fumbles_rec,0,,,,,
player,201109180buf,rai,HendJo99,fumbles_rec_yds,0,,,,,
player,201109180buf,rai,HendJo99,fumbles_rec_td,0,,,,,
player,201109180buf,rai,HendJo99,fumbles_forced,0,,,,,
player,201109180buf,rai,BlacDa20,def_int,0,,,,,
player,201109180buf,rai,BlacDa20,def_int_yds,0,,,,,
player,201109180buf,rai,BlacDa20,def_int_td,0,,,,,
player,201109180buf,rai,BlacDa20,def_int_long,0,,,,,
player,201109180buf,rai,BlacDa20,pass_defended,0,,,,,
player,201109180buf,rai,BlacDa20,sacks,0.0,,,,,
player,201109180buf,rai,BlacDa20,tackles_combined,1,,,,,
player,201109180buf,rai,BlacDa20,tackles_solo,1,,,,,
player,201109180buf,rai,BlacDa20,tackles_assists,0,,,,,
player,201109180buf,rai,BlacDa20,tackles_loss,0,,,,,
player,201109180buf,rai,BlacDa20,qb_hits,0,,,,,
player,201109180buf,rai,BlacDa20,fumbles_rec,0,,,,,
player,201109180buf,rai,BlacDa20,fumbles_rec_yds,0,,,,,
player,201109180buf,rai,BlacDa20,fumbles_rec_td,0,,,,,
player,201109180buf,rai,BlacDa20,fumbles_forced,0,,,,,
player,201109180buf,rai,ChekCh00,def_int,0,,,,,
player,201109180buf,rai,ChekCh00,def_int_yds,0,,,,,
player,201109180buf,rai,ChekCh00,def_int_td,0,,,,,
player,201109180buf,rai,ChekCh00,def_int_long,0,,,,,
player,201109180buf,rai,ChekCh00,pass_defended,0,,,,,
player,201109180buf,rai,ChekCh00,sacks,0.0,,,,,
player,201109180buf,rai,ChekCh00,tackles_combined,1,,,,,
player,201109180buf,rai,ChekCh00,tackles_solo,1,,,,,
player,201109180buf,rai,ChekCh00,tackles_assists,0,,,,,
player,201109180buf,rai,ChekCh00,tackles_loss,0,,,,,
player,201109180buf,rai,ChekCh00,qb_hits,0,,,,,
player,201109180buf,rai,ChekCh00,fumbles_rec,0,,,,,
player,201109180buf,rai,ChekCh00,fumbles_rec_yds,0,,,,,
player,201109180buf,rai,ChekCh00,fumbles_rec_td,0,,,,,
player,201109180buf,rai,ChekCh00,fumbles_forced,0,,,,,
player,201109180buf,rai,CondJo20,def_int,0,,,,,
player,201109180buf,rai,CondJo20,def_int_yds,0,,,,,
player,201109180buf,rai,CondJo20,def_int_td,0,,,,,
player,201109180buf,rai,CondJo20,def_int_long,0,,,,,
player,201109180buf,rai,CondJo20,pass_defended,0,,,,,
player,201109180buf,rai,CondJo20,sacks,0.0,,,,,
player,201109180buf,rai,CondJo20,tackles_combined,1,,,,,
player,201109180buf,rai,CondJo20,tackles_solo,1,,,,,
player,201109180buf,rai,CondJo20,tackles_assists,0,,,,,
player,201109180buf,rai,CondJo20,tackles_loss,0,,,,,
player,201109180buf,rai,CondJo20,qb_hits,0,,,,,
player,201109180buf,rai,CondJo20,fumbles_rec,0,,,,,
player,201109180buf,rai,CondJo20,fumbles_rec_yds,0,,,,,
player,201109180buf,rai,CondJo20,fumbles_rec_td,0,,,,,
player,201109180buf,rai,CondJo20,fumbles_forced,0,,,,,
player,201109180buf,rai,BryaDe00,def_int,0,,,,,
player,201109180buf,rai,BryaDe00,def_int_yds,0,,,,,
player,201109180buf,rai,BryaDe00,def_int_td,0,,,,,
player,201109180buf,rai,BryaDe00,def_int_long,0,,,,,
player,201109180buf,rai,BryaDe00,pass_defended,0,,,,,
player,201109180buf,rai,BryaDe00,sacks,0.0,,,,,
player,201109180buf,rai,BryaDe00,tackles_combined,0,,,,,
player,201109180buf,rai,BryaDe00,tackles_solo,0,,,,,
player,201109180buf,rai,BryaDe00,tackles_assists,0,,,,,
player,201109180buf,rai,BryaDe00,tackles_loss,0,,,,,
player,201109180buf,rai,BryaDe00,qb_hits,1,,,,,
player,201109180buf,rai,BryaDe00,fumbles_rec,0,,,,,
player,201109180buf,rai,BryaDe00,fumbles_rec_yds,0,,,,,
player,201109180buf,rai,BryaDe00,fumbles_rec_td,0,,,,,
player,201109180buf,rai,BryaDe00,fumbles_forced,0,,,,,
player,201109180buf,buf,SearDa00,def_int,1,,,,,
player,201109180buf,buf,SearDa00,def_int_yds,0,,,,,
player,201109180buf,buf,SearDa00,def_int_td,0,,,,,
player,201109180buf,buf,SearDa00,def_int_long,0,,,,,
player,201109180buf,buf,SearDa00,pass_defended,1,,,,,
player,201109180buf,buf,SearDa00,sacks,0.0,,,,,
player,201109180buf,buf,SearDa00,tackles_combined,0,,,,,
player,201109180buf,buf,SearDa00,tackles_solo,0,,,,,
player,201109180buf,buf,SearDa00,tackles_assists,0,,,,,
player,201109180buf,buf,SearDa00,tackles_loss,0,,,,,
player,201109180buf,buf,SearDa00,qb_hits,0,,,,,
player,201109180buf,buf,SearDa00,fumbles_rec,0,,,,,
player,201109180buf,buf,SearDa00,fumbles_rec_yds,0,,,,,
player,201109180buf,buf,SearDa00,fumbles_rec_td,0,,,,,
player,201109180buf,buf,SearDa00,fumbles_forced,0,,,,,
player,201109180buf,buf,BarnNi20,def_int,0,,,,,
player,201109180buf,buf,BarnNi20,def_int_yds,0,,,,,
player,201109180buf,buf,BarnNi20,def_int_td,0,,,,,
player,201109180buf,buf,BarnNi20,def_int_long,0,,,,,
player,201109180buf,buf,BarnNi20,pass_defended,0,,,,,
player,201109180buf,buf,BarnNi20,sacks,0.0,,,,,
player,201109180buf,buf,BarnNi20,tackles_combined,14,,,,,
player,201109180buf,buf,BarnNi20,tackles_solo,7,,,,,
player,201109180buf,buf,BarnNi20,tackles_assists,7,,,,,
player,201109180buf,buf,BarnNi20,tackles_loss,1,,,,,
player,201109180buf,buf,BarnNi20,qb_hits,0,,,,,
player,201109180buf,buf,BarnNi20,fumbles_rec,0,,,,,
player,201109180buf,buf,BarnNi20,fumbles_rec_yds,0,,,,,
player,201109180buf,buf,BarnNi20,fumbles_rec_td,0,,,,,
player,201109180buf,buf,BarnNi20,fumbles_forced,1,,,,,
player,201109180buf,buf,ByrdJa99,def_int,0,,,,,
player,201109180buf,buf,ByrdJa99,def_int_yds,0,,,,,
player,201109180buf,buf,ByrdJa99,def_int_td,0,,,,,
player,201109180buf,buf,ByrdJa99,def_int_long,0,,,,,
player,201109180buf,buf,ByrdJa99,pass_defended,0,,,,,
player,201109180buf,buf,ByrdJa99,sacks,0.0,,,,,
player,201109180buf,buf,ByrdJa99,tackles_combined,10,,,,,
player,201109180buf,buf,ByrdJa99,tackles_solo,8,,,,,
player,201109180buf,buf,ByrdJa99,tackles_assists,2,,,,,
player,201109180buf,buf,ByrdJa99,tackles_loss,0,,,,,
player,201109180buf,buf,ByrdJa99,qb_hits,0,,,,,
player,201109180buf,buf,ByrdJa99,fumbles_rec,0,,,,,
player,201109180buf,buf,ByrdJa99,fumbles_rec_yds,0,,,,,
player,201109180buf,buf,ByrdJa99,fumbles_rec_td,0,,,,,
player,201109180buf,buf,ByrdJa99,fumbles_forced,0,,,,,
player,201109180buf,buf,WilsGe01,def_int,0,,,,,
player,201109180buf,buf,WilsGe01,def_int_yds,0,,,,,
player,201109180buf,buf,WilsGe01,def_int_td,0,,,,,
player,201109180buf,buf,WilsGe01,def_int_long,0,,,,,
player,201109180buf,buf,WilsGe01,pass_defended,0,,,,,
player,201109180buf,buf,WilsGe01,sacks,0.0,,,,,
player,201109180buf,buf,WilsGe01,tackles_combined,8,,,,,
player,201109180buf,buf,WilsGe01,tackles_solo,5,,,,,
player,201109180buf,buf,WilsGe01,tackles_assists,3,,,,,
player,201109180buf,buf,WilsGe01,tackles_loss,0,,,,,
player,201109180buf,buf,WilsGe01,qb_hits,0,,,,,
player,201109180buf,buf,WilsGe01,fumbles_rec,0,,,,,
player,201109180buf,buf,WilsGe01,fumbles_rec_yds,0,,,,,
player,201109180buf,buf,WilsGe01,fumbles_rec_td,0,,,,,
player,201109180buf,buf,WilsGe01,fumbles_forced,0,,,,,
player,201109180buf,buf,McKeLe99,def_int,0,,,,,
player,201109180buf,buf,McKeLe99,def_int_yds,0,,,,,
player,201109180buf,buf,McKeLe99,def_int_td,0,,,,,
player,201109180buf,buf,McKeLe99,def_int_long,0,,,,,
player,201109180buf,buf,McKeLe99,pass_defended,0,,,,,
player,201109180buf,buf,McKeLe99,sacks,0.0,,,,,
player,201109180buf,buf,McKeLe99,tackles_combined,6,,,,,
player,201109180buf,buf,McKeLe99,tackles_solo,6,,,,,
player,201109180buf,buf,McKeLe99,tackles_assists,0,,,,,
player,201109180buf,buf,McKeLe99,tackles_loss,0,,,,,
player,201109180buf,buf,McKeLe99,qb_hits,0,,,,,
player,201109180buf,buf,McKeLe99,fumbles_rec,0,,,,,
player,201109180buf,buf,McKeLe99,fumbles_rec_yds,0,,,,,
player,201109180buf,buf,McKeLe99,fumbles_rec_td,0,,,,,
player,201109180buf,buf,McKeLe99,fumbles_forced,0,,,,,
player,201109180buf,buf,DaviAn20,def_int,0,,,,,
player,201109180buf,buf,DaviAn20,def_int_yds,0,,,,,
player,201109180buf,buf,DaviAn20,def_int_td,0,,,,,
player,201109180buf,buf,DaviAn20,def_int_long,0,,,,,
player,201109180buf,buf,DaviAn20,pass_defended,0,,,,,
player,201109180buf,buf,DaviAn20,sacks,0.0,,,,,
player,201109180buf,buf,DaviAn20,tackles_combined,5,,,,,
player,201109180buf,buf,DaviAn20,tackles_solo,3,,,,,
player,201109180buf,buf,DaviAn20,tackles_assists,2,,,,,
player,201109180buf,buf,DaviAn20,tackles_loss,0,,,,,
player,201109180buf,buf,DaviAn20,qb_hits,0,,,,,
player,201109180buf,buf,DaviAn20,fumbles_rec,0,,,,,
player,201109180buf,buf,DaviAn20,fumbles_rec_yds,0,,,,,
player,201109180buf,buf,DaviAn20,fumbles_rec_td,0,,,,,
player,201109180buf,buf,DaviAn20,fumbles_forced,0,,,,,
player,201109180buf,buf,WillKy20,def_int,0,,,,,
player,201109180buf,buf,WillKy20,def_int_yds,0,,,,,
player,201109180buf,buf,WillKy20,def_int_td,0,,,,,
player,201109180buf,buf,WillKy20,def_int_long,0,,,,,
player,201109180buf,buf,WillKy20,pass_defended,0,,,,,
player,201109180buf,buf,WillKy20,sacks,0.0,,,,,
player,201109180buf,buf,WillKy20,tackles_combined,5,,,,,
player,201109180buf,buf,WillKy20,tackles_solo,3,,,,,
player,201109180buf,buf,WillKy20,tackles_assists,2,,,,,
player,201109180buf,buf,WillKy20,tackles_loss,0,,,,,
player,201109180buf,buf,WillKy20,qb_hits,2,,,,,
player,201109180buf,buf,WillKy20,fumbles_rec,0,,,,,
player,201109180buf,buf,WillKy20,fumbles_rec_yds,0,,,,,
player,201109180buf,buf,WillKy20,fumbles_rec_td,0,,,,,
player,201109180buf,buf,WillKy20,fumbles_forced,0,,,,,
player,201109180buf,buf,DareMa00,def_int,0,,,,,
player,201109180buf,buf,DareMa00,def_int_yds,0,,,,,
player,201109180buf,buf,DareMa00,def_int_td,0,,,,,
player,201109180buf,buf,DareMa00,def_int_long,0,,,,,
player,201109180buf,buf,DareMa00,pass_defended,0,,,,,
player,201109180buf,buf,DareMa00,sacks,0.0,,,,,
player,201109180buf,buf,DareMa00,tackles_combined,4,,,,,
player,201109180buf,buf,DareMa00,tackles_solo,4,,,,,
player,201109180buf,buf,DareMa00,tackles_assists,0,,,,,
player,201109180buf,buf,DareMa00,tackles_loss,0,,,,,
player,201109180buf,buf,DareMa00,qb_hits,0,,,,,
player,201109180buf,buf,DareMa00,fumbles_rec,0,,,,,
player,201109180buf,buf,DareMa00,fumbles_rec_yds,0,,,,,
player,201109180buf,buf,DareMa00,fumbles_rec_td,0,,,,,
player,201109180buf,buf,DareMa00,fumbles_forced,0,,,,,
player,201109180buf,buf,FlorDr20,def_int,0,,,,,
player,201109180buf,buf,FlorDr20,def_int_yds,0,,,,,
player,201109180buf,buf,FlorDr20,def_int_td,0,,,,,
player,201109180buf,buf,FlorDr20,def_int_long,0,,,,,
player,201109180buf,buf,FlorDr20,pass_defended,1,,,,,
player,201109180buf,buf,FlorDr20,sacks,0.0,,,,,
player,201109180buf,buf,FlorDr20,tackles_combined,4,,,,,
player,201109180buf,buf,FlorDr20,tackles_solo,1,,,,,
player,201109180buf,buf,FlorDr20,tackles_assists,3,,,,,
player,201109180buf,buf,FlorDr20,tackles_loss,0,,,,,
player,201109180buf,buf,FlorDr20,qb_hits,0,,,,,
player,201109180buf,buf,FlorDr20,fumbles_rec,0,,,,,
player,201109180buf,buf,FlorDr20,fumbles_rec_yds,0,,,,,
player,201109180buf,buf,FlorDr20,fumbles_rec_td,0,,,,,
player,201109180buf,buf,FlorDr20,fumbles_forced,0,,,,,
player,201109180buf,buf,MerrSh99,def_int,0,,,,,
player,201109180buf,buf,MerrSh99,def_int_yds,0,,,,,
player,201109180buf,buf,MerrSh99,def_int_td,0,,,,,
player,201109180buf,buf,MerrSh99,def_int_long,0,,,,,
player,201109180buf,buf,MerrSh99,pass_defended,0,,,,,
player,201109180buf,buf,MerrSh99,sacks,0.0,,,,,
player,201109180buf,buf,MerrSh99,tackles_combined,4,,,,,
player,201109180buf,buf,MerrSh99,tackles_solo,3,,,,,
player,201109180buf,buf,MerrSh99,tackles_assists,1,,,,,
player,201109180buf,buf,MerrSh99,tackles_loss,0,,,,,
player,201109180buf,buf,MerrSh99,qb_hits,0,,,,,
player,201109180buf,buf,MerrSh99,fumbles_rec,0,,,,,
player,201109180buf,buf,MerrSh99,fumbles_rec_yds,0,,,,,
player,201109180buf,buf,MerrSh99,fumbles_rec_td,0,,,,,
player,201109180buf,buf,MerrSh99,fumbles_forced,0,,,,,
player,201109180buf,buf,JohnSp20,def_int,0,,,,,
player,201109180buf,buf,JohnSp20,def_int_yds,0,,,,,
player,201109180buf,buf,JohnSp20,def_int_td,0,,,,,
player,201109180buf,buf,JohnSp20,def_int_long,0,,,,,
player,201109180buf,buf,JohnSp20,pass_defended,0,,,,,
player,201109180buf,buf,JohnSp20,sacks,0.0,,,,,
player,201109180buf,buf,JohnSp20,tackles_combined,3,,,,,
player,201109180buf,buf,JohnSp20,tackles_solo,0,,,,,
player,201109180buf,buf,JohnSp20,tackles_assists,3,,,,,
player,201109180buf,buf,JohnSp20,tackles_loss,0,,,,,
player,201109180buf,buf,JohnSp20,qb_hits,0,,,,,
player,201109180buf,buf,JohnSp20,fumbles_rec,0,,,,,
player,201109180buf,buf,JohnSp20,fumbles_rec_yds,0,,,,,
player,201109180buf,buf,JohnSp20,fumbles_rec_td,0,,,,,
player,201109180buf,buf,JohnSp20,fumbles_forced,0,,,,,
player,201109180buf,buf,KelsCh21,def_int,0,,,,,
player,201109180buf,buf,KelsCh21,def_int_yds,0,,,,,
player,201109180buf,buf,KelsCh21,def_int_td,0,,,,,
player,201109180buf,buf,KelsCh21,def_int_long,0,,,,,
player,201109180buf,buf,KelsCh21,pass_defended,0,,,,,
player,201109180buf,buf,KelsCh21,sacks,0.0,,,,,
player,201109180buf,buf,KelsCh21,tackles_combined,3,,,,,
player,201109180buf,buf,KelsCh21,tackles_solo,2,,,,,
player,201109180buf,buf,KelsCh21,tackles_assists,1,,,,,
player,201109180buf,buf,KelsCh21,tackles_loss,0,,,,,
player,201109180buf,buf,KelsCh21,qb_hits,2,,,,,
player,201109180buf,buf,KelsCh21,fumbles_rec,0,,,,,
player,201109180buf,buf,KelsCh21,fumbles_rec_yds,0,,,,,
player,201109180buf,buf,KelsCh21,fumbles_rec_td,0,,,,,
player,201109180buf,buf,KelsCh21,fumbles_forced,0,,,,,
player,201109180buf,buf,WillAa00,def_int,0,,,,,
player,201109180buf,buf,WillAa00,def_int_yds,0,,,,,
player,201109180buf,buf,WillAa00,def_int_td,0,,,,,
player,201109180buf,buf,WillAa00,def_int_long,0,,,,,
player,201109180buf,buf,WillAa00,pass_defended,0,,,,,
player,201109180buf,buf,WillAa00,sacks,0.0,,,,,
player,201109180buf,buf,WillAa00,tackles_combined,3,,,,,
player,201109180buf,buf,WillAa00,tackles_solo,1,,,,,
player,201109180buf,buf,WillAa00,tackles_assists,2,,,,,
player,201109180buf,buf,WillAa00,tackles_loss,0,,,,,
player,201109180buf,buf,WillAa00,qb_hits,0,,,,,
player,201109180buf,buf,WillAa00,fumbles_rec,0,,,,,
player,201109180buf,buf,WillAa00,fumbles_rec_yds,0,,,,,
player,201109180buf,buf,WillAa00,fumbles_rec_td,0,,,,,
player,201109180buf,buf,WillAa00,fumbles_forced,0,,,,,
player,201109180buf,buf,BattDa99,def_int,0,,,,,
player,201109180buf,buf,BattDa99,def_int_yds,0,,,,,
player,201109180buf,buf,BattDa99,def_int_td,0,,,,,
player,201109180buf,buf,BattDa99,def_int_long,0,,,,,
player,201109180buf,buf,BattDa99,pass_defended,0,,,,,
player,201109180buf,buf,BattDa99,sacks,0.0,,,,,
player,201109180buf,buf,BattDa99,tackles_combined,2,,,,,
player,201109180buf,buf,BattDa99,tackles_solo,1,,,,,
player,201109180buf,buf,BattDa99,tackles_assists,1,,,,,
player,201109180buf,buf,BattDa99,tackles_loss,0,,,,,
player,201109180buf,buf,BattDa99,qb_hits,0,,,,,
player,201109180buf,buf,BattDa99,fumbles_rec,1,,,,,
player,201109180buf,buf,BattDa99,fumbles_rec_yds,0,,,,,
player,201109180buf,buf,BattDa99,fumbles_rec_td,0,,,,,
player,201109180buf,buf,BattDa99,fumbles_forced,0,,,,,
player,201109180buf,buf,EdwaDw20,def_int,0,,,,,
player,201109180buf,buf,EdwaDw20,def_int_yds,0,,,,,
player,201109180buf,buf,EdwaDw20,def_int_td,0,,,,,
player,201109180buf,buf,EdwaDw20,def_int_long,0,,,,,
player,201109180buf,buf,EdwaDw20,pass_defended,0,,,,,
player,201109180buf,buf,EdwaDw20,sacks,0.0,,,,,
player,201109180buf,buf,EdwaDw20,tackles_combined,2,,,,,
player,201109180buf,buf,EdwaDw20,tackles_solo,1,,,,,
player,201109180buf,buf,EdwaDw20,tackles_assists,1,,,,,
player,201109180buf,buf,EdwaDw20,tackles_loss,0,,,,,
player,201109180buf,buf,EdwaDw20,qb_hits,0,,,,,
