game,2011,14,20111211,201112110was,nwe,"New England Patriots",34,was,"Washington Redskins",27
player,201112110was,nwe,McCoDe99,tackles_solo,6,,,,,
player,201112110was,nwe,McCoDe99,tackles_assists,2,,,,,
player,201112110was,nwe,McCoDe99,tackles_loss,0,,,,,
player,201112110was,nwe,McCoDe99,qb_hits,0,,,,,
player,201112110was,nwe,McCoDe99,fumbles_rec,0,,,,,
player,201112110was,nwe,McCoDe99,fumbles_rec_yds,0,,,,,
player,201112110was,nwe,McCoDe99,fumbles_rec_td,0,,,,,
player,201112110was,nwe,McCoDe99,fumbles_forced,0,,,,,
player,201112110was,nwe,ArriKy00,def_int,0,,,,,
player,201112110was,nwe,ArriKy00,def_int_yds,0,,,,,
player,201112110was,nwe,ArriKy00,def_int_td,0,,,,,
player,201112110was,nwe,ArriKy00,def_int_long,0,,,,,
player,201112110was,nwe,ArriKy00,pass_defended,0,,,,,
player,201112110was,nwe,ArriKy00,sacks,0.0,,,,,
player,201112110was,nwe,ArriKy00,tackles_combined,7,,,,,
player,201112110was,nwe,ArriKy00,tackles_solo,6,,,,,
player,201112110was,nwe,ArriKy00,tackles_assists,1,,,,,
player,201112110was,nwe,ArriKy00,tackles_loss,0,,,,,
player,201112110was,nwe,ArriKy00,qb_hits,0,,,,,
player,201112110was,nwe,ArriKy00,fumbles_rec,0,,,,,
player,201112110was,nwe,ArriKy00,fumbles_rec_yds,0,,,,,
player,201112110was,nwe,ArriKy00,fumbles_rec_td,0,,,,,
player,201112110was,nwe,ArriKy00,fumbles_forced,0,,,,,
player,201112110was,nwe,NinkRo20,def_int,0,,,,,
player,201112110was,nwe,NinkRo20,def_int_yds,0,,,,,
player,201112110was,nwe,NinkRo20,def_int_td,0,,,,,
player,201112110was,nwe,NinkRo20,def_int_long,0,,,,,
player,201112110was,nwe,NinkRo20,pass_defended,0,,,,,
player,201112110was,nwe,NinkRo20,sacks,0.0,,,,,
player,201112110was,nwe,NinkRo20,tackles_combined,7,,,,,
player,201112110was,nwe,NinkRo20,tackles_solo,4,,,,,
player,201112110was,nwe,NinkRo20,tackles_assists,3,,,,,
player,201112110was,nwe,NinkRo20,tackles_loss,2,,,,,
player,201112110was,nwe,NinkRo20,qb_hits,0,,,,,
player,201112110was,nwe,NinkRo20,fumbles_rec,0,,,,,
player,201112110was,nwe,NinkRo20,fumbles_rec_yds,0,,,,,
player,201112110was,nwe,NinkRo20,fumbles_rec_td,0,,,,,
player,201112110was,nwe,NinkRo20,fumbles_forced,0,,,,,
player,201112110was,nwe,EdelJu00,def_int,0,,,,,
player,201112110was,nwe,EdelJu00,def_int_yds,0,,,,,
player,201112110was,nwe,EdelJu00,def_int_td,0,,,,,
player,201112110was,nwe,EdelJu00,def_int_long,0,,,,,
player,201112110was,nwe,EdelJu00,pass_defended,0,,,,,
player,201112110was,nwe,EdelJu00,sacks,0.0,,,,,
player,201112110was,nwe,EdelJu00,tackles_combined,5,,,,,
player,201112110was,nwe,EdelJu00,tackles_solo,2,,,,,
player,201112110was,nwe,EdelJu00,tackles_assists,3,,,,,
player,201112110was,nwe,EdelJu00,tackles_loss,0,,,,,
player,201112110was,nwe,EdelJu00,qb_hits,0,,,,,
player,201112110was,nwe,EdelJu00,fumbles_rec,0,,,,,
player,201112110was,nwe,EdelJu00,fumbles_rec_yds,0,,,,,
player,201112110was,nwe,EdelJu00,fumbles_rec_td,0,,,,,
player,201112110was,nwe,EdelJu00,fumbles_forced,0,,,,,
player,201112110was,nwe,IhedJa00,def_int,0,,,,,
player,201112110was,nwe,IhedJa00,def_int_yds,0,,,,,
player,201112110was,nwe,IhedJa00,def_int_td,0,,,,,
player,201112110was,nwe,IhedJa00,def_int_long,0,,,,,
player,201112110was,nwe,IhedJa00,pass_defended,0,,,,,
player,201112110was,nwe,IhedJa00,sacks,0.0,,,,,
player,201112110was,nwe,IhedJa00,tackles_combined,5,,,,,
player,201112110was,nwe,IhedJa00,tackles_solo,4,,,,,
player,201112110was,nwe,IhedJa00,tackles_assists,1,,,,,
player,201112110was,nwe,IhedJa00,tackles_loss,0,,,,,
player,201112110was,nwe,IhedJa00,qb_hits,0,,,,,
player,201112110was,nwe,IhedJa00,fumbles_rec,0,,,,,
player,201112110was,nwe,IhedJa00,fumbles_rec_yds,0,,,,,
player,201112110was,nwe,IhedJa00,fumbles_rec_td,0,,,,,
player,201112110was,nwe,IhedJa00,fumbles_forced,0,,,,,
player,201112110was,nwe,WhitTr20,def_int,0,,,,,
player,201112110was,nwe,WhitTr20,def_int_yds,0,,,,,
player,201112110was,nwe,WhitTr20,def_int_td,0,,,,,
player,201112110was,nwe,WhitTr20,def_int_long,0,,,,,
player,201112110was,nwe,WhitTr20,pass_defended,1,,,,,
player,201112110was,nwe,WhitTr20,sacks,0.0,,,,,
player,201112110was,nwe,WhitTr20,tackles_combined,5,,,,,
player,201112110was,nwe,WhitTr20,tackles_solo,2,,,,,
player,201112110was,nwe,WhitTr20,tackles_assists,3,,,,,
player,201112110was,nwe,WhitTr20,tackles_loss,0,,,,,
player,201112110was,nwe,WhitTr20,qb_hits,0,,,,,
player,201112110was,nwe,WhitTr20,fumbles_rec,0,,,,,
player,201112110was,nwe,WhitTr20,fumbles_rec_yds,0,,,,,
player,201112110was,nwe,WhitTr20,fumbles_rec_td,0,,,,,
player,201112110was,nwe,WhitTr20,fumbles_forced,0,,,,,
player,201112110was,nwe,LoveKy00,def_int,0,,,,,
player,201112110was,nwe,LoveKy00,def_int_yds,0,,,,,
player,201112110was,nwe,LoveKy00,def_int_td,0,,,,,
player,201112110was,nwe,LoveKy00,def_int_long,0,,,,,
player,201112110was,nwe,LoveKy00,pass_defended,0,,,,,
player,201112110was,nwe,LoveKy00,sacks,0.0,,,,,
player,201112110was,nwe,LoveKy00,tackles_combined,4,,,,,
player,201112110was,nwe,LoveKy00,tackles_solo,3,,,,,
player,201112110was,nwe,LoveKy00,tackles_assists,1,,,,,
player,201112110was,nwe,LoveKy00,tackles_loss,0,,,,,
player,201112110was,nwe,LoveKy00,qb_hits,1,,,,,
player,201112110was,nwe,LoveKy00,fumbles_rec,0,,,,,
player,201112110was,nwe,LoveKy00,fumbles_rec_yds,0,,,,,
player,201112110was,nwe,LoveKy00,fumbles_rec_td,0,,,,,
player,201112110was,nwe,LoveKy00,fumbles_forced,0,,,,,
player,201112110was,nwe,WilfVi20,def_int,0,,,,,
player,201112110was,nwe,WilfVi20,def_int_yds,0,,,,,
player,201112110was,nwe,WilfVi20,def_int_td,0,,,,,
player,201112110was,nwe,WilfVi20,def_int_long,0,,,,,
player,201112110was,nwe,WilfVi20,pass_defended,1,,,,,
player,201112110was,nwe,WilfVi20,sacks,0.0,,,,,
player,201112110was,nwe,WilfVi20,tackles_combined,4,,,,,
player,201112110was,nwe,WilfVi20,tackles_solo,3,,,,,
player,201112110was,nwe,WilfVi20,tackles_assists,1,,,,,
player,201112110was,nwe,WilfVi20,tackles_loss,1,,,,,
player,201112110was,nwe,WilfVi20,qb_hits,0,,,,,
player,201112110was,nwe,WilfVi20,fumbles_rec,1,,,,,
player,201112110was,nwe,WilfVi20,fumbles_rec_yds,0,,,,,
player,201112110was,nwe,WilfVi20,fumbles_rec_td,1,,,,,
player,201112110was,nwe,WilfVi20,fumbles_forced,0,,,,,
player,201112110was,nwe,ElliSh00,def_int,0,,,,,
player,201112110was,nwe,ElliSh00,def_int_yds,0,,,,,
player,201112110was,nwe,ElliSh00,def_int_td,0,,,,,
player,201112110was,nwe,ElliSh00,def_int_long,0,,,,,
player,201112110was,nwe,ElliSh00,pass_defended,0,,,,,
player,201112110was,nwe,ElliSh00,sacks,0.0,,,,,
player,201112110was,nwe,ElliSh00,tackles_combined,3,,,,,
player,201112110was,nwe,ElliSh00,tackles_solo,1,,,,,
player,201112110was,nwe,ElliSh00,tackles_assists,2,,,,,
player,201112110was,nwe,ElliSh00,tackles_loss,0,,,,,
player,201112110was,nwe,ElliSh00,qb_hits,0,,,,,
player,201112110was,nwe,ElliSh00,fumbles_rec,0,,,,,
player,201112110was,nwe,ElliSh00,fumbles_rec_yds,0,,,,,
player,201112110was,nwe,ElliSh00,fumbles_rec_td,0,,,,,
player,201112110was,nwe,ElliSh00,fumbles_forced,0,,,,,
player,201112110was,nwe,KoutNi20,def_int,0,,,,,
player,201112110was,nwe,KoutNi20,def_int_yds,0,,,,,
player,201112110was,nwe,KoutNi20,def_int_td,0,,,,,
player,201112110was,nwe,KoutNi20,def_int_long,0,,,,,
player,201112110was,nwe,KoutNi20,pass_defended,0,,,,,
player,201112110was,nwe,KoutNi20,sacks,0.0,,,,,
player,201112110was,nwe,KoutNi20,tackles_combined,2,,,,,
player,201112110was,nwe,KoutNi20,tackles_solo,2,,,,,
player,201112110was,nwe,KoutNi20,tackles_assists,0,,,,,
player,201112110was,nwe,KoutNi20,tackles_loss,0,,,,,
player,201112110was,nwe,KoutNi20,qb_hits,0,,,,,
player,201112110was,nwe,KoutNi20,fumbles_rec,0,,,,,
player,201112110was,nwe,KoutNi20,fumbles_rec_yds,0,,,,,
player,201112110was,nwe,KoutNi20,fumbles_rec_td,0,,,,,
player,201112110was,nwe,KoutNi20,fumbles_forced,0,,,,,
player,201112110was,nwe,AndeMa21,def_int,0,,,,,
player,201112110was,nwe,AndeMa21,def_int_yds,0,,,,,
player,201112110was,nwe,AndeMa21,def_int_td,0,,,,,
player,201112110was,nwe,AndeMa21,def_int_long,0,,,,,
player,201112110was,nwe,AndeMa21,pass_defended,0,,,,,
player,201112110was,nwe,AndeMa21,sacks,0.0,,,,,
player,201112110was,nwe,AndeMa21,tackles_combined,1,,,,,
player,201112110was,nwe,AndeMa21,tackles_solo,1,,,,,
player,201112110was,nwe,AndeMa21,tackles_assists,0,,,,,
player,201112110was,nwe,AndeMa21,tackles_loss,0,,,,,
player,201112110was,nwe,AndeMa21,qb_hits,0,,,,,
player,201112110was,nwe,AndeMa21,fumbles_rec,0,,,,,
player,201112110was,nwe,AndeMa21,fumbles_rec_yds,0,,,,,
player,201112110was,nwe,AndeMa21,fumbles_rec_td,0,,,,,
player,201112110was,nwe,AndeMa21,fumbles_forced,0,,,,,
player,201112110was,nwe,BracRo99,def_int,0,,,,,
player,201112110was,nwe,BracRo99,def_int_yds,0,,,,,
player,201112110was,nwe,BracRo99,def_int_td,0,,,,,
player,201112110was,nwe,BracRo99,def_int_long,0,,,,,
player,201112110was,nwe,BracRo99,pass_defended,0,,,,,
player,201112110was,nwe,BracRo99,sacks,0.0,,,,,
player,201112110was,nwe,BracRo99,tackles_combined,1,,,,,
player,201112110was,nwe,BracRo99,tackles_solo,0,,,,,
player,201112110was,nwe,BracRo99,tackles_assists,1,,,,,
player,201112110was,nwe,BracRo99,tackles_loss,0,,,,,
player,201112110was,nwe,BracRo99,qb_hits,0,,,,,
player,201112110was,nwe,BracRo99,fumbles_rec,0,,,,,
player,201112110was,nwe,BracRo99,fumbles_rec_yds,0,,,,,
player,201112110was,nwe,BracRo99,fumbles_rec_td,0,,,,,
player,201112110was,nwe,BracRo99,fumbles_forced,0,,,,,
player,201112110was,nwe,JoneNa20,def_int,0,,,,,
player,201112110was,nwe,JoneNa20,def_int_yds,0,,,,,
player,201112110was,nwe,JoneNa20,def_int_td,0,,,,,
player,201112110was,nwe,JoneNa20,def_int_long,0,,,,,
player,201112110was,nwe,JoneNa20,pass_defended,0,,,,,
player,201112110was,nwe,JoneNa20,sacks,0.0,,,,,
player,201112110was,nwe,JoneNa20,tackles_combined,1,,,,,
player,201112110was,nwe,JoneNa20,tackles_solo,0,,,,,
player,201112110was,nwe,JoneNa20,tackles_assists,1,,,,,
player,201112110was,nwe,JoneNa20,tackles_loss,0,,,,,
player,201112110was,nwe,JoneNa20,qb_hits,0,,,,,
player,201112110was,nwe,JoneNa20,fumbles_rec,0,,,,,
player,201112110was,nwe,JoneNa20,fumbles_rec_yds,0,,,,,
player,201112110was,nwe,JoneNa20,fumbles_rec_td,0,,,,,
player,201112110was,nwe,JoneNa20,fumbles_forced,0,,,,,
player,201112110was,nwe,SlatMa00,def_int,0,,,,,
player,201112110was,nwe,SlatMa00,def_int_yds,0,,,,,
player,201112110was,nwe,SlatMa00,def_int_td,0,,,,,
player,201112110was,nwe,SlatMa00,def_int_long,0,,,,,
player,201112110was,nwe,SlatMa00,pass_defended,0,,,,,
player,201112110was,nwe,SlatMa00,sacks,0.0,,,,,
player,201112110was,nwe,SlatMa00,tackles_combined,1,,,,,
player,201112110was,nwe,SlatMa00,tackles_solo,0,,,,,
player,201112110was,nwe,SlatMa00,tackles_assists,1,,,,,
player,201112110was,nwe,SlatMa00,tackles_loss,0,,,,,
player,201112110was,nwe,SlatMa00,qb_hits,0,,,,,
player,201112110was,nwe,SlatMa00,fumbles_rec,0,,,,,
player,201112110was,nwe,SlatMa00,fumbles_rec_yds,0,,,,,
player,201112110was,nwe,SlatMa00,fumbles_rec_td,0,,,,,
player,201112110was,nwe,SlatMa00,fumbles_forced,0,,,,,
player,201112110was,was,WilsJo99,def_int,1,,,,,
player,201112110was,was,WilsJo99,def_int_yds,0,,,,,
player,201112110was,was,WilsJo99,def_int_td,0,,,,,
player,201112110was,was,WilsJo99,def_int_long,0,,,,,
player,201112110was,was,WilsJo99,pass_defended,1,,,,,
player,201112110was,was,WilsJo99,sacks,0.0,,,,,
player,201112110was,was,WilsJo99,tackles_combined,4,,,,,
player,201112110was,was,WilsJo99,tackles_solo,4,,,,,
player,201112110was,was,WilsJo99,tackles_assists,0,,,,,
player,201112110was,was,WilsJo99,tackles_loss,0,,,,,
player,201112110was,was,WilsJo99,qb_hits,0,,,,,
player,201112110was,was,WilsJo99,fumbles_rec,0,,,,,
player,201112110was,was,WilsJo99,fumbles_rec_yds,0,,,,,
player,201112110was,was,WilsJo99,fumbles_rec_td,0,,,,,
player,201112110was,was,WilsJo99,fumbles_forced,0,,,,,
player,201112110was,was,CofiBa20,def_int,0,,,,,
player,201112110was,was,CofiBa20,def_int_yds,0,,,,,
player,201112110was,was,CofiBa20,def_int_td,0,,,,,
player,201112110was,was,CofiBa20,def_int_long,0,,,,,
player,201112110was,was,CofiBa20,pass_defended,0,,,,,
player,201112110was,was,CofiBa20,sacks,0.5,,,,,
player,201112110was,was,CofiBa20,tackles_combined,5,,,,,
player,201112110was,was,CofiBa20,tackles_solo,2,,,,,
player,201112110was,was,CofiBa20,tackles_assists,3,,,,,
player,201112110was,was,CofiBa20,tackles_loss,0,,,,,
player,201112110was,was,CofiBa20,qb_hits,1,,,,,
player,201112110was,was,CofiBa20,fumbles_rec,0,,,,,
player,201112110was,was,CofiBa20,fumbles_rec_yds,0,,,,,
player,201112110was,was,CofiBa20,fumbles_rec_td,0,,,,,
player,201112110was,was,CofiBa20,fumbles_forced,0,,,,,
player,201112110was,was,BoweSt20,def_int,0,,,,,
player,201112110was,was,BoweSt20,def_int_yds,0,,,,,
player,201112110was,was,BoweSt20,def_int_td,0,,,,,
player,201112110was,was,BoweSt20,def_int_long,0,,,,,
player,201112110was,was,BoweSt20,pass_defended,1,,,,,
player,201112110was,was,BoweSt20,sacks,0.5,,,,,
player,201112110was,was,BoweSt20,tackles_combined,4,,,,,
player,201112110was,was,BoweSt20,tackles_solo,1,,,,,
player,201112110was,was,BoweSt20,tackles_assists,3,,,,,
player,201112110was,was,BoweSt20,tackles_loss,0,,,,,
player,201112110was,was,BoweSt20,qb_hits,1,,,,,
player,201112110was,was,BoweSt20,fumbles_rec,0,,,,,
player,201112110was,was,BoweSt20,fumbles_rec_yds,0,,,,,
player,201112110was,was,BoweSt20,fumbles_rec_td,0,,,,,
player,201112110was,was,BoweSt20,fumbles_forced,0,,,,,
player,201112110was,was,FletLo20,def_int,0,,,,,
player,201112110was,was,FletLo20,def_int_yds,0,,,,,
player,201112110was,was,FletLo20,def_int_td,0,,,,,
player,201112110was,was,FletLo20,def_int_long,0,,,,,
player,201112110was,was,FletLo20,pass_defended,0,,,,,
player,201112110was,was,FletLo20,sacks,0.0,,,,,
player,201112110was,was,FletLo20,tackles_combined,10,,,,,
player,201112110was,was,FletLo20,tackles_solo,7,,,,,
player,201112110was,was,FletLo20,tackles_assists,3,,,,,
player,201112110was,was,FletLo20,tackles_loss,0,,,,,
player,201112110was,was,FletLo20,qb_hits,2,,,,,
player,201112110was,was,FletLo20,fumbles_rec,0,,,,,
player,201112110was,was,FletLo20,fumbles_rec_yds,0,,,,,
player,201112110was,was,FletLo20,fumbles_rec_td,0,,,,,
player,201112110was,was,FletLo20,fumbles_forced,0,,,,,
player,201112110was,was,RilePe00,def_int,0,,,,,
player,201112110was,was,RilePe00,def_int_yds,0,,,,,
player,201112110was,was,RilePe00,def_int_td,0,,,,,
player,201112110was,was,RilePe00,def_int_long,0,,,,,
player,201112110was,was,RilePe00,pass_defended,1,,,,,
player,201112110was,was,RilePe00,sacks,0.0,,,,,
player,201112110was,was,RilePe00,tackles_combined,9,,,,,
player,201112110was,was,RilePe00,tackles_solo,6,,,,,
player,201112110was,was,RilePe00,tackles_assists,3,,,,,
player,201112110was,was,RilePe00,tackles_loss,0,,,,,
player,201112110was,was,RilePe00,qb_hits,0,,,,,
player,201112110was,was,RilePe00,fumbles_rec,0,,,,,
player,201112110was,was,RilePe00,fumbles_rec_yds,0,,,,,
player,201112110was,was,RilePe00,fumbles_rec_td,0,,,,,
player,201112110was,was,RilePe00,fumbles_forced,0,,,,,
player,201112110was,was,GomeDe00,def_int,0,,,,,
player,201112110was,was,GomeDe00,def_int_yds,0,,,,,
player,201112110was,was,GomeDe00,def_int_td,0,,,,,
player,201112110was,was,GomeDe00,def_int_long,0,,,,,
player,201112110was,was,GomeDe00,pass_defended,1,,,,,
player,201112110was,was,GomeDe00,sacks,0.0,,,,,
player,201112110was,was,GomeDe00,tackles_combined,5,,,,,
player,201112110was,was,GomeDe00,tackles_solo,4,,,,,
player,201112110was,was,GomeDe00,tackles_assists,1,,,,,
player,201112110was,was,GomeDe00,tackles_loss,0,,,,,
player,201112110was,was,GomeDe00,qb_hits,0,,,,,
player,201112110was,was,GomeDe00,fumbles_rec,0,,,,,
player,201112110was,was,GomeDe00,fumbles_rec_yds,0,,,,,
player,201112110was,was,GomeDe00,fumbles_rec_td,0,,,,,
player,201112110was,was,GomeDe00,fumbles_forced,0,,,,,
player,201112110was,was,HallDe99,def_int,0,,,,,
player,201112110was,was,HallDe99,def_int_yds,0,,,,,
player,201112110was,was,HallDe99,def_int_td,0,,,,,
player,201112110was,was,HallDe99,def_int_long,0,,,,,
player,201112110was,was,HallDe99,pass_defended,0,,,,,
player,201112110was,was,HallDe99,sacks,0.0,,,,,
player,201112110was,was,HallDe99,tackles_combined,5,,,,,
player,201112110was,was,HallDe99,tackles_solo,4,,,,,
player,201112110was,was,HallDe99,tackles_assists,1,,,,,
player,201112110was,was,HallDe99,tackles_loss,0,,,,,
player,201112110was,was,HallDe99,qb_hits,0,,,,,
player,201112110was,was,HallDe99,fumbles_rec,0,,,,,
player,201112110was,was,HallDe99,fumbles_rec_yds,0,,,,,
player,201112110was,was,HallDe99,fumbles_rec_td,0,,,,,
player,201112110was,was,HallDe99,fumbles_forced,0,,,,,
player,201112110was,was,DougRe20,def_int,0,,,,,
player,201112110was,was,DougRe20,def_int_yds,0,,,,,
player,201112110was,was,DougRe20,def_int_td,0,,,,,
player,201112110was,was,DougRe20,def_int_long,0,,,,,
player,201112110was,was,DougRe20,pass_defended,0,,,,,
player,201112110was,was,DougRe20,sacks,0.0,,,,,
player,201112110was,was,DougRe20,tackles_combined,4,,,,,
player,201112110was,was,DougRe20,tackles_solo,2,,,,,
player,201112110was,was,DougRe20,tackles_assists,2,,,,,
player,201112110was,was,DougRe20,tackles_loss,0,,,,,
player,201112110was,was,DougRe20,qb_hits,0,,,,,
player,201112110was,was,DougRe20,fumbles_rec,0,,,,,
player,201112110was,was,DougRe20,fumbles_rec_yds,0,,,,,
player,201112110was,was,DougRe20,fumbles_rec_td,0,,,,,
player,201112110was,was,DougRe20,fumbles_forced,0,,,,,
player,201112110was,was,BarnKe99,def_int,0,,,,,
player,201112110was,was,BarnKe99,def_int_yds,0,,,,,
player,201112110was,was,BarnKe99,def_int_td,0,,,,,
player,201112110was,was,BarnKe99,def_int_long,0,,,,,
player,201112110was,was,BarnKe99,pass_defended,0,,,,,
player,201112110was,was,BarnKe99,sacks,0.0,,,,,
player,201112110was,was,BarnKe99,tackles_combined,2,,,,,
player,201112110was,was,BarnKe99,tackles_solo,1,,,,,
player,201112110was,was,BarnKe99,tackles_assists,1,,,,,
player,201112110was,was,BarnKe99,tackles_loss,0,,,,,
player,201112110was,was,BarnKe99,qb_hits,0,,,,,
player,201112110was,was,BarnKe99,fumbles_rec,0,,,,,
player,201112110was,was,BarnKe99,fumbles_rec_yds,0,,,,,
player,201112110was,was,BarnKe99,fumbles_rec_td,0,,,,,
player,201112110was,was,BarnKe99,fumbles_forced,0,,,,,
player,201112110was,was,AlexLo99,def_int,0,,,,,
player,201112110was,was,AlexLo99,def_int_yds,0,,,,,
player,201112110was,was,AlexLo99,def_int_td,0,,,,,
player,201112110was,was,AlexLo99,def_int_long,0,,,,,
player,201112110was,was,AlexLo99,pass_defended,0,,,,,
player,201112110was,was,AlexLo99,sacks,0.0,,,,,
player,201112110was,was,AlexLo99,tackles_combined,1,,,,,
player,201112110was,was,AlexLo99,tackles_solo,0,,,,,
player,201112110was,was,AlexLo99,tackles_assists,1,,,,,
player,201112110was,was,AlexLo99,tackles_loss,0,,,,,
player,201112110was,was,AlexLo99,qb_hits,0,,,,,
player,201112110was,was,AlexLo99,fumbles_rec,0,,,,,
player,201112110was,was,AlexLo99,fumbles_rec_yds,0,,,,,
player,201112110was,was,AlexLo99,fumbles_rec_td,0,,,,,
player,201112110was,was,AlexLo99,fumbles_forced,0,,,,,
player,201112110was,was,AtogO.20,def_int,0,,,,,
player,201112110was,was,AtogO.20,def_int_yds,0,,,,,
player,201112110was,was,AtogO.20,def_int_td,0,,,,,
player,201112110was,was,AtogO.20,def_int_long,0,,,,,
player,201112110was,was,AtogO.20,pass_defended,0,,,,,
player,201112110was,was,AtogO.20,sacks,0.0,,,,,
player,201112110was,was,AtogO.20,tackles_combined,1,,,,,
player,201112110was,was,AtogO.20,tackles_solo,0,,,,,
player,201112110was,was,AtogO.20,tackles_assists,1,,,,,
player,201112110was,was,AtogO.20,tackles_loss,0,,,,,
player,201112110was,was,AtogO.20,qb_hits,0,,,,,
player,201112110was,was,AtogO.20,fumbles_rec,0,,,,,
player,201112110was,was,AtogO.20,fumbles_rec_yds,0,,,,,
player,201112110was,was,AtogO.20,fumbles_rec_td,0,,,,,
player,201112110was,was,AtogO.20,fumbles_forced,0,,,,,
player,201112110was,was,CarrAd99,def_int,0,,,,,
player,201112110was,was,CarrAd99,def_int_yds,0,,,,,
player,201112110was,was,CarrAd99,def_int_td,0,,,,,
player,201112110was,was,CarrAd99,def_int_long,0,,,,,
player,201112110was,was,CarrAd99,pass_defended,0,,,,,
player,201112110was,was,CarrAd99,sacks,0.0,,,,,
player,201112110was,was,CarrAd99,tackles_combined,1,,,,,
player,201112110was,was,CarrAd99,tackles_solo,0,,,,,
player,201112110was,was,CarrAd99,tackles_assists,1,,,,,
player,201112110was,was,CarrAd99,tackles_loss,0,,,,,
player,201112110was,was,CarrAd99,qb_hits,0,,,,,
player,201112110was,was,CarrAd99,fumbles_rec,0,,,,,
player,201112110was,was,CarrAd99,fumbles_rec_yds,0,,,,,
player,201112110was,was,CarrAd99,fumbles_rec_td,0,,,,,
player,201112110was,was,CarrAd99,fumbles_forced,0,,,,,
player,201112110was,was,KerrRy00,def_int,0,,,,,
player,201112110was,was,KerrRy00,def_int_yds,0,,,,,
player,201112110was,was,KerrRy00,def_int_td,0,,,,,
player,201112110was,was,KerrRy00,def_int_long,0,,,,,
player,201112110was,was,KerrRy00,pass_defended,0,,,,,
player,201112110was,was,KerrRy00,sacks,0.0,,,,,
player,201112110was,was,KerrRy00,tackles_combined,1,,,,,
player,201112110was,was,KerrRy00,tackles_solo,1,,,,,
player,201112110was,was,KerrRy00,tackles_assists,0,,,,,
player,201112110was,was,KerrRy00,tackles_loss,0,,,,,
player,201112110was,was,KerrRy00,qb_hits,1,,,,,
player,201112110was,was,KerrRy00,fumbles_rec,0,,,,,
player,201112110was,was,KerrRy00,fumbles_rec_yds,0,,,,,
player,201112110was,was,KerrRy00,fumbles_rec_td,0,,,,,
player,201112110was,was,KerrRy00,fumbles_forced,0,,,,,
player,201112110was,was,OrakBr99,def_int,0,,,,,
player,201112110was,was,OrakBr99,def_int_yds,0,,,,,
player,201112110was,was,OrakBr99,def_int_td,0,,,,,
player,201112110was,was,OrakBr99,def_int_long,0,,,,,
player,201112110was,was,OrakBr99,pass_defended,0,,,,,
player,201112110was,was,OrakBr99,sacks,0.0,,,,,
player,201112110was,was,OrakBr99,tackles_combined,1,,,,,
player,201112110was,was,OrakBr99,tackles_solo,1,,,,,
player,201112110was,was,OrakBr99,tackles_assists,0,,,,,
player,201112110was,was,OrakBr99,tackles_loss,0,,,,,
player,201112110was,was,OrakBr99,qb_hits,1,,,,,
player,201112110was,was,OrakBr99,fumbles_rec,0,,,,,
player,201112110was,was,OrakBr99,fumbles_rec_yds,0,,,,,
player,201112110was,was,OrakBr99,fumbles_rec_td,0,,,,,
player,201112110was,was,OrakBr99,fumbles_forced,0,,,,,
player,201112110was,was,PaulNi00,def_int,0,,,,,
player,201112110was,was,PaulNi00,def_int_yds,0,,,,,
player,201112110was,was,PaulNi00,def_int_td,0,,,,,
player,201112110was,was,PaulNi00,def_int_long,0,,,,,
player,201112110was,was,PaulNi00,pass_defended,0,,,,,
player,201112110was,was,PaulNi00,sacks,0.0,,,,,
player,201112110was,was,PaulNi00,tackles_combined,1,,,,,
player,201112110was,was,PaulNi00,tackles_solo,1,,,,,
player,201112110was,was,PaulNi00,tackles_assists,0,,,,,
player,201112110was,was,PaulNi00,tackles_loss,0,,,,,
player,201112110was,was,PaulNi00,qb_hits,0,,,,,
player,201112110was,was,PaulNi00,fumbles_rec,0,,,,,
player,201112110was,was,PaulNi00,fumbles_rec_yds,0,,,,,
player,201112110was,was,PaulNi00,fumbles_rec_td,0,,,,,
player,201112110was,was,PaulNi00,fumbles_forced,0,,,,,
player,201112110was,was,SellMi00,def_int,0,,,,,
player,201112110was,was,SellMi00,def_int_yds,0,,,,,
player,201112110was,was,SellMi00,def_int_td,0,,,,,
player,201112110was,was,SellMi00,def_int_long,0,,,,,
player,201112110was,was,SellMi00,pass_defended,0,,,,,
player,201112110was,was,SellMi00,sacks,0.0,,,,,
player,201112110was,was,SellMi00,tackles_combined,1,,,,,
player,201112110was,was,SellMi00,tackles_solo,0,,,,,
player,201112110was,was,SellMi00,tackles_assists,1,,,,,
player,201112110was,was,SellMi00,tackles_loss,0,,,,,
player,201112110was,was,SellMi00,qb_hits,0,,,,,
player,201112110was,was,SellMi00,fumbles_rec,0,,,,,
player,201112110was,was,SellMi00,fumbles_rec_yds,0,,,,,
player,201112110was,was,SellMi00,fumbles_rec_td,0,,,,,
player,201112110was,was,SellMi00,fumbles_forced,0,,,,,
player,201112110was,was,YounDa01,def_int,0,,,,,
player,201112110was,was,YounDa01,def_int_yds,0,,,,,
player,201112110was,was,YounDa01,def_int_td,0,,,,,
player,201112110was,was,YounDa01,def_int_long,0,,,,,
player,201112110was,was,YounDa01,pass_defended,0,,,,,
player,201112110was,was,YounDa01,sacks,0.0,,,,,
player,201112110was,was,YounDa01,tackles_combined,1,,,,,
player,201112110was,was,YounDa01,tackles_solo,1,,,,,
player,201112110was,was,YounDa01,tackles_assists,0,,,,,
player,201112110was,was,YounDa01,tackles_loss,0,,,,,
player,201112110was,was,YounDa01,qb_hits,0,,,,,
