game,2011,10,20111113,201111130sea,rav,"Baltimore Ravens",17,sea,"Seattle Seahawks",22
player,201111130sea,rav,NgatHa20,def_int_yds,0,,,,,
player,201111130sea,rav,NgatHa20,def_int_td,0,,,,,
player,201111130sea,rav,NgatHa20,def_int_long,0,,,,,
player,201111130sea,rav,NgatHa20,pass_defended,0,,,,,
player,201111130sea,rav,NgatHa20,sacks,0.0,,,,,
player,201111130sea,rav,NgatHa20,tackles_combined,11,,,,,
player,201111130sea,rav,NgatHa20,tackles_solo,3,,,,,
player,201111130sea,rav,NgatHa20,tackles_assists,8,,,,,
player,201111130sea,rav,NgatHa20,tackles_loss,0,,,,,
player,201111130sea,rav,NgatHa20,qb_hits,1,,,,,
player,201111130sea,rav,NgatHa20,fumbles_rec,0,,,,,
player,201111130sea,rav,NgatHa20,fumbles_rec_yds,0,,,,,
player,201111130sea,rav,NgatHa20,fumbles_rec_td,0,,,,,
player,201111130sea,rav,NgatHa20,fumbles_forced,0,,,,,
player,201111130sea,rav,McClJa01,def_int,0,,,,,
player,201111130sea,rav,McClJa01,def_int_yds,0,,,,,
player,201111130sea,rav,McClJa01,def_int_td,0,,,,,
player,201111130sea,rav,McClJa01,def_int_long,0,,,,,
player,201111130sea,rav,McClJa01,pass_defended,0,,,,,
player,201111130sea,rav,McClJa01,sacks,0.0,,,,,
player,201111130sea,rav,McClJa01,tackles_combined,10,,,,,
player,201111130sea,rav,McClJa01,tackles_solo,4,,,,,
player,201111130sea,rav,McClJa01,tackles_assists,6,,,,,
player,201111130sea,rav,McClJa01,tackles_loss,0,,,,,
player,201111130sea,rav,McClJa01,qb_hits,0,,,,,
player,201111130sea,rav,McClJa01,fumbles_rec,0,,,,,
player,201111130sea,rav,McClJa01,fumbles_rec_yds,0,,,,,
player,201111130sea,rav,McClJa01,fumbles_rec_td,0,,,,,
player,201111130sea,rav,McClJa01,fumbles_forced,0,,,,,
player,201111130sea,rav,LewiRa00,def_int,0,,,,,
player,201111130sea,rav,LewiRa00,def_int_yds,0,,,,,
player,201111130sea,rav,LewiRa00,def_int_td,0,,,,,
player,201111130sea,rav,LewiRa00,def_int_long,0,,,,,
player,201111130sea,rav,LewiRa00,pass_defended,0,,,,,
player,201111130sea,rav,LewiRa00,sacks,0.0,,,,,
player,201111130sea,rav,LewiRa00,tackles_combined,8,,,,,
player,201111130sea,rav,LewiRa00,tackles_solo,4,,,,,
player,201111130sea,rav,LewiRa00,tackles_assists,4,,,,,
player,201111130sea,rav,LewiRa00,tackles_loss,0,,,,,
player,201111130sea,rav,LewiRa00,qb_hits,0,,,,,
player,201111130sea,rav,LewiRa00,fumbles_rec,0,,,,,
player,201111130sea,rav,LewiRa00,fumbles_rec_yds,0,,,,,
player,201111130sea,rav,LewiRa00,fumbles_rec_td,0,,,,,
player,201111130sea,rav,LewiRa00,fumbles_forced,0,,,,,
player,201111130sea,rav,PollBe20,def_int,0,,,,,
player,201111130sea,rav,PollBe20,def_int_yds,0,,,,,
player,201111130sea,rav,PollBe20,def_int_td,0,,,,,
player,201111130sea,rav,PollBe20,def_int_long,0,,,,,
player,201111130sea,rav,PollBe20,pass_defended,0,,,,,
player,201111130sea,rav,PollBe20,sacks,0.0,,,,,
player,201111130sea,rav,PollBe20,tackles_combined,8,,,,,
player,201111130sea,rav,PollBe20,tackles_solo,3,,,,,
player,201111130sea,rav,PollBe20,tackles_assists,5,,,,,
player,201111130sea,rav,PollBe20,tackles_loss,0,,,,,
player,201111130sea,rav,PollBe20,qb_hits,0,,,,,
player,201111130sea,rav,PollBe20,fumbles_rec,0,,,,,
player,201111130sea,rav,PollBe20,fumbles_rec_yds,0,,,,,
player,201111130sea,rav,PollBe20,fumbles_rec_td,0,,,,,
player,201111130sea,rav,PollBe20,fumbles_forced,1,,,,,
player,201111130sea,rav,SuggTe99,def_int,0,,,,,
player,201111130sea,rav,SuggTe99,def_int_yds,0,,,,,
player,201111130sea,rav,SuggTe99,def_int_td,0,,,,,
player,201111130sea,rav,SuggTe99,def_int_long,0,,,,,
player,201111130sea,rav,SuggTe99,pass_defended,0,,,,,
player,201111130sea,rav,SuggTe99,sacks,0.0,,,,,
player,201111130sea,rav,SuggTe99,tackles_combined,7,,,,,
player,201111130sea,rav,SuggTe99,tackles_solo,2,,,,,
player,201111130sea,rav,SuggTe99,tackles_assists,5,,,,,
player,201111130sea,rav,SuggTe99,tackles_loss,2,,,,,
player,201111130sea,rav,SuggTe99,qb_hits,0,,,,,
player,201111130sea,rav,SuggTe99,fumbles_rec,0,,,,,
player,201111130sea,rav,SuggTe99,fumbles_rec_yds,0,,,,,
player,201111130sea,rav,SuggTe99,fumbles_rec_td,0,,,,,
player,201111130sea,rav,SuggTe99,fumbles_forced,0,,,,,
player,201111130sea,rav,CarrCh22,def_int,0,,,,,
player,201111130sea,rav,CarrCh22,def_int_yds,0,,,,,
player,201111130sea,rav,CarrCh22,def_int_td,0,,,,,
player,201111130sea,rav,CarrCh22,def_int_long,0,,,,,
player,201111130sea,rav,CarrCh22,pass_defended,1,,,,,
player,201111130sea,rav,CarrCh22,sacks,0.0,,,,,
player,201111130sea,rav,CarrCh22,tackles_combined,5,,,,,
player,201111130sea,rav,CarrCh22,tackles_solo,4,,,,,
player,201111130sea,rav,CarrCh22,tackles_assists,1,,,,,
player,201111130sea,rav,CarrCh22,tackles_loss,1,,,,,
player,201111130sea,rav,CarrCh22,qb_hits,0,,,,,
player,201111130sea,rav,CarrCh22,fumbles_rec,0,,,,,
player,201111130sea,rav,CarrCh22,fumbles_rec_yds,0,,,,,
player,201111130sea,rav,CarrCh22,fumbles_rec_td,0,,,,,
player,201111130sea,rav,CarrCh22,fumbles_forced,0,,,,,
player,201111130sea,rav,JoneAr22,def_int,0,,,,,
player,201111130sea,rav,JoneAr22,def_int_yds,0,,,,,
player,201111130sea,rav,JoneAr22,def_int_td,0,,,,,
player,201111130sea,rav,JoneAr22,def_int_long,0,,,,,
player,201111130sea,rav,JoneAr22,pass_defended,0,,,,,
player,201111130sea,rav,JoneAr22,sacks,0.0,,,,,
player,201111130sea,rav,JoneAr22,tackles_combined,5,,,,,
player,201111130sea,rav,JoneAr22,tackles_solo,4,,,,,
player,201111130sea,rav,JoneAr22,tackles_assists,1,,,,,
player,201111130sea,rav,JoneAr22,tackles_loss,0,,,,,
player,201111130sea,rav,JoneAr22,qb_hits,0,,,,,
player,201111130sea,rav,JoneAr22,fumbles_rec,0,,,,,
player,201111130sea,rav,JoneAr22,fumbles_rec_yds,0,,,,,
player,201111130sea,rav,JoneAr22,fumbles_rec_td,0,,,,,
player,201111130sea,rav,JoneAr22,fumbles_forced,0,,,,,
player,201111130sea,rav,JohnJa23,def_int,0,,,,,
player,201111130sea,rav,JohnJa23,def_int_yds,0,,,,,
player,201111130sea,rav,JohnJa23,def_int_td,0,,,,,
player,201111130sea,rav,JohnJa23,def_int_long,0,,,,,
player,201111130sea,rav,JohnJa23,pass_defended,0,,,,,
player,201111130sea,rav,JohnJa23,sacks,0.0,,,,,
player,201111130sea,rav,JohnJa23,tackles_combined,4,,,,,
player,201111130sea,rav,JohnJa23,tackles_solo,2,,,,,
player,201111130sea,rav,JohnJa23,tackles_assists,2,,,,,
player,201111130sea,rav,JohnJa23,tackles_loss,0,,,,,
player,201111130sea,rav,JohnJa23,qb_hits,0,,,,,
player,201111130sea,rav,JohnJa23,fumbles_rec,0,,,,,
player,201111130sea,rav,JohnJa23,fumbles_rec_yds,0,,,,,
player,201111130sea,rav,JohnJa23,fumbles_rec_td,0,,,,,
player,201111130sea,rav,JohnJa23,fumbles_forced,0,,,,,
player,201111130sea,rav,WebbLa99,def_int,0,,,,,
player,201111130sea,rav,WebbLa99,def_int_yds,0,,,,,
player,201111130sea,rav,WebbLa99,def_int_td,0,,,,,
player,201111130sea,rav,WebbLa99,def_int_long,0,,,,,
player,201111130sea,rav,WebbLa99,pass_defended,2,,,,,
player,201111130sea,rav,WebbLa99,sacks,0.0,,,,,
player,201111130sea,rav,WebbLa99,tackles_combined,4,,,,,
player,201111130sea,rav,WebbLa99,tackles_solo,2,,,,,
player,201111130sea,rav,WebbLa99,tackles_assists,2,,,,,
player,201111130sea,rav,WebbLa99,tackles_loss,0,,,,,
player,201111130sea,rav,WebbLa99,qb_hits,0,,,,,
player,201111130sea,rav,WebbLa99,fumbles_rec,0,,,,,
player,201111130sea,rav,WebbLa99,fumbles_rec_yds,0,,,,,
player,201111130sea,rav,WebbLa99,fumbles_rec_td,0,,,,,
player,201111130sea,rav,WebbLa99,fumbles_forced,0,,,,,
player,201111130sea,rav,WillCa99,def_int,0,,,,,
player,201111130sea,rav,WillCa99,def_int_yds,0,,,,,
player,201111130sea,rav,WillCa99,def_int_td,0,,,,,
player,201111130sea,rav,WillCa99,def_int_long,0,,,,,
player,201111130sea,rav,WillCa99,pass_defended,2,,,,,
player,201111130sea,rav,WillCa99,sacks,0.0,,,,,
player,201111130sea,rav,WillCa99,tackles_combined,4,,,,,
player,201111130sea,rav,WillCa99,tackles_solo,4,,,,,
player,201111130sea,rav,WillCa99,tackles_assists,0,,,,,
player,201111130sea,rav,WillCa99,tackles_loss,0,,,,,
player,201111130sea,rav,WillCa99,qb_hits,0,,,,,
player,201111130sea,rav,WillCa99,fumbles_rec,0,,,,,
player,201111130sea,rav,WillCa99,fumbles_rec_yds,0,,,,,
player,201111130sea,rav,WillCa99,fumbles_rec_td,0,,,,,
player,201111130sea,rav,WillCa99,fumbles_forced,0,,,,,
player,201111130sea,rav,McKiBr20,def_int,0,,,,,
player,201111130sea,rav,McKiBr20,def_int_yds,0,,,,,
player,201111130sea,rav,McKiBr20,def_int_td,0,,,,,
player,201111130sea,rav,McKiBr20,def_int_long,0,,,,,
player,201111130sea,rav,McKiBr20,pass_defended,0,,,,,
player,201111130sea,rav,McKiBr20,sacks,0.0,,,,,
player,201111130sea,rav,McKiBr20,tackles_combined,3,,,,,
player,201111130sea,rav,McKiBr20,tackles_solo,0,,,,,
player,201111130sea,rav,McKiBr20,tackles_assists,3,,,,,
player,201111130sea,rav,McKiBr20,tackles_loss,0,,,,,
player,201111130sea,rav,McKiBr20,qb_hits,0,,,,,
player,201111130sea,rav,McKiBr20,fumbles_rec,0,,,,,
player,201111130sea,rav,McKiBr20,fumbles_rec_yds,0,,,,,
player,201111130sea,rav,McKiBr20,fumbles_rec_td,0,,,,,
player,201111130sea,rav,McKiBr20,fumbles_forced,0,,,,,
player,201111130sea,rav,ReddCo20,def_int,0,,,,,
player,201111130sea,rav,ReddCo20,def_int_yds,0,,,,,
player,201111130sea,rav,ReddCo20,def_int_td,0,,,,,
player,201111130sea,rav,ReddCo20,def_int_long,0,,,,,
player,201111130sea,rav,ReddCo20,pass_defended,0,,,,,
player,201111130sea,rav,ReddCo20,sacks,0.0,,,,,
player,201111130sea,rav,ReddCo20,tackles_combined,3,,,,,
player,201111130sea,rav,ReddCo20,tackles_solo,1,,,,,
player,201111130sea,rav,ReddCo20,tackles_assists,2,,,,,
player,201111130sea,rav,ReddCo20,tackles_loss,0,,,,,
player,201111130sea,rav,ReddCo20,qb_hits,3,,,,,
player,201111130sea,rav,ReddCo20,fumbles_rec,0,,,,,
player,201111130sea,rav,ReddCo20,fumbles_rec_yds,0,,,,,
player,201111130sea,rav,ReddCo20,fumbles_rec_td,0,,,,,
player,201111130sea,rav,ReddCo20,fumbles_forced,0,,,,,
player,201111130sea,rav,CodyTe99,def_int,0,,,,,
player,201111130sea,rav,CodyTe99,def_int_yds,0,,,,,
player,201111130sea,rav,CodyTe99,def_int_td,0,,,,,
player,201111130sea,rav,CodyTe99,def_int_long,0,,,,,
player,201111130sea,rav,CodyTe99,pass_defended,0,,,,,
player,201111130sea,rav,CodyTe99,sacks,0.0,,,,,
player,201111130sea,rav,CodyTe99,tackles_combined,2,,,,,
player,201111130sea,rav,CodyTe99,tackles_solo,0,,,,,
player,201111130sea,rav,CodyTe99,tackles_assists,2,,,,,
player,201111130sea,rav,CodyTe99,tackles_loss,0,,,,,
player,201111130sea,rav,CodyTe99,qb_hits,0,,,,,
player,201111130sea,rav,CodyTe99,fumbles_rec,0,,,,,
player,201111130sea,rav,CodyTe99,fumbles_rec_yds,0,,,,,
player,201111130sea,rav,CodyTe99,fumbles_rec_td,0,,,,,
player,201111130sea,rav,CodyTe99,fumbles_forced,0,,,,,
player,201111130sea,rav,McClAl00,def_int,0,,,,,
player,201111130sea,rav,McClAl00,def_int_yds,0,,,,,
player,201111130sea,rav,McClAl00,def_int_td,0,,,,,
player,201111130sea,rav,McClAl00,def_int_long,0,,,,,
player,201111130sea,rav,McClAl00,pass_defended,0,,,,,
player,201111130sea,rav,McClAl00,sacks,0.0,,,,,
player,201111130sea,rav,McClAl00,tackles_combined,2,,,,,
player,201111130sea,rav,McClAl00,tackles_solo,1,,,,,
player,201111130sea,rav,McClAl00,tackles_assists,1,,,,,
player,201111130sea,rav,McClAl00,tackles_loss,0,,,,,
player,201111130sea,rav,McClAl00,qb_hits,0,,,,,
player,201111130sea,rav,McClAl00,fumbles_rec,0,,,,,
player,201111130sea,rav,McClAl00,fumbles_rec_yds,0,,,,,
player,201111130sea,rav,McClAl00,fumbles_rec_td,0,,,,,
player,201111130sea,rav,McClAl00,fumbles_forced,0,,,,,
player,201111130sea,rav,ReedEd00,def_int,0,,,,,
player,201111130sea,rav,ReedEd00,def_int_yds,0,,,,,
player,201111130sea,rav,ReedEd00,def_int_td,0,,,,,
player,201111130sea,rav,ReedEd00,def_int_long,0,,,,,
player,201111130sea,rav,ReedEd00,pass_defended,0,,,,,
player,201111130sea,rav,ReedEd00,sacks,0.0,,,,,
player,201111130sea,rav,ReedEd00,tackles_combined,2,,,,,
player,201111130sea,rav,ReedEd00,tackles_solo,2,,,,,
player,201111130sea,rav,ReedEd00,tackles_assists,0,,,,,
player,201111130sea,rav,ReedEd00,tackles_loss,0,,,,,
player,201111130sea,rav,ReedEd00,qb_hits,1,,,,,
player,201111130sea,rav,ReedEd00,fumbles_rec,0,,,,,
player,201111130sea,rav,ReedEd00,fumbles_rec_yds,0,,,,,
player,201111130sea,rav,ReedEd00,fumbles_rec_td,0,,,,,
player,201111130sea,rav,ReedEd00,fumbles_forced,0,,,,,
player,201111130sea,rav,AyanBr99,def_int,0,,,,,
player,201111130sea,rav,AyanBr99,def_int_yds,0,,,,,
player,201111130sea,rav,AyanBr99,def_int_td,0,,,,,
player,201111130sea,rav,AyanBr99,def_int_long,0,,,,,
player,201111130sea,rav,AyanBr99,pass_defended,0,,,,,
player,201111130sea,rav,AyanBr99,sacks,0.0,,,,,
player,201111130sea,rav,AyanBr99,tackles_combined,1,,,,,
player,201111130sea,rav,AyanBr99,tackles_solo,1,,,,,
player,201111130sea,rav,AyanBr99,tackles_assists,0,,,,,
player,201111130sea,rav,AyanBr99,tackles_loss,,,,,,
player,201111130sea,rav,AyanBr99,qb_hits,,,,,,
player,201111130sea,rav,AyanBr99,fumbles_rec,0,,,,,
player,201111130sea,rav,AyanBr99,fumbles_rec_yds,0,,,,,
player,201111130sea,rav,AyanBr99,fumbles_rec_td,0,,,,,
player,201111130sea,rav,AyanBr99,fumbles_forced,0,,,,,
player,201111130sea,rav,JoneEd22,def_int,0,,,,,
player,201111130sea,rav,JoneEd22,def_int_yds,0,,,,,
player,201111130sea,rav,JoneEd22,def_int_td,0,,,,,
player,201111130sea,rav,JoneEd22,def_int_long,0,,,,,
player,201111130sea,rav,JoneEd22,pass_defended,0,,,,,
player,201111130sea,rav,JoneEd22,sacks,0.0,,,,,
player,201111130sea,rav,JoneEd22,tackles_combined,1,,,,,
player,201111130sea,rav,JoneEd22,tackles_solo,1,,,,,
player,201111130sea,rav,JoneEd22,tackles_assists,0,,,,,
player,201111130sea,rav,JoneEd22,tackles_loss,0,,,,,
player,201111130sea,rav,JoneEd22,qb_hits,0,,,,,
player,201111130sea,rav,JoneEd22,fumbles_rec,0,,,,,
player,201111130sea,rav,JoneEd22,fumbles_rec_yds,0,,,,,
player,201111130sea,rav,JoneEd22,fumbles_rec_td,0,,,,,
player,201111130sea,rav,JoneEd22,fumbles_forced,0,,,,,
player,201111130sea,rav,NakaHa99,def_int,0,,,,,
player,201111130sea,rav,NakaHa99,def_int_yds,0,,,,,
player,201111130sea,rav,NakaHa99,def_int_td,0,,,,,
player,201111130sea,rav,NakaHa99,def_int_long,0,,,,,
player,201111130sea,rav,NakaHa99,pass_defended,0,,,,,
player,201111130sea,rav,NakaHa99,sacks,0.0,,,,,
player,201111130sea,rav,NakaHa99,tackles_combined,1,,,,,
player,201111130sea,rav,NakaHa99,tackles_solo,1,,,,,
player,201111130sea,rav,NakaHa99,tackles_assists,0,,,,,
player,201111130sea,rav,NakaHa99,tackles_loss,0,,,,,
player,201111130sea,rav,NakaHa99,qb_hits,0,,,,,
player,201111130sea,rav,NakaHa99,fumbles_rec,0,,,,,
player,201111130sea,rav,NakaHa99,fumbles_rec_yds,0,,,,,
player,201111130sea,rav,NakaHa99,fumbles_rec_td,0,,,,,
player,201111130sea,rav,NakaHa99,fumbles_forced,0,,,,,
player,201111130sea,rav,WillCh01,def_int,0,,,,,
player,201111130sea,rav,WillCh01,def_int_yds,0,,,,,
player,201111130sea,rav,WillCh01,def_int_td,0,,,,,
player,201111130sea,rav,WillCh01,def_int_long,0,,,,,
player,201111130sea,rav,WillCh01,pass_defended,0,,,,,
player,201111130sea,rav,WillCh01,sacks,0.0,,,,,
player,201111130sea,rav,WillCh01,tackles_combined,1,,,,,
player,201111130sea,rav,WillCh01,tackles_solo,0,,,,,
player,201111130sea,rav,WillCh01,tackles_assists,1,,,,,
player,201111130sea,rav,WillCh01,tackles_loss,0,,,,,
player,201111130sea,rav,WillCh01,qb_hits,0,,,,,
player,201111130sea,rav,WillCh01,fumbles_rec,0,,,,,
player,201111130sea,rav,WillCh01,fumbles_rec_yds,0,,,,,
player,201111130sea,rav,WillCh01,fumbles_rec_td,0,,,,,
player,201111130sea,rav,WillCh01,fumbles_forced,0,,,,,
player,201111130sea,rav,ZbikTo99,def_int,0,,,,,
player,201111130sea,rav,ZbikTo99,def_int_yds,0,,,,,
player,201111130sea,rav,ZbikTo99,def_int_td,0,,,,,
player,201111130sea,rav,ZbikTo99,def_int_long,0,,,,,
player,201111130sea,rav,ZbikTo99,pass_defended,0,,,,,
player,201111130sea,rav,ZbikTo99,sacks,0.0,,,,,
player,201111130sea,rav,ZbikTo99,tackles_combined,1,,,,,
player,201111130sea,rav,ZbikTo99,tackles_solo,1,,,,,
player,201111130sea,rav,ZbikTo99,tackles_assists,0,,,,,
player,201111130sea,rav,ZbikTo99,tackles_loss,0,,,,,
player,201111130sea,rav,ZbikTo99,qb_hits,0,,,,,
player,201111130sea,rav,ZbikTo99,fumbles_rec,0,,,,,
player,201111130sea,rav,ZbikTo99,fumbles_rec_yds,0,,,,,
player,201111130sea,rav,ZbikTo99,fumbles_rec_td,0,,,,,
player,201111130sea,rav,ZbikTo99,fumbles_forced,0,,,,,
player,201111130sea,sea,HawtDa20,def_int,1,,,,,
player,201111130sea,sea,HawtDa20,def_int_yds,34,,,,,
player,201111130sea,sea,HawtDa20,def_int_td,0,,,,,
player,201111130sea,sea,HawtDa20,def_int_long,34,,,,,
player,201111130sea,sea,HawtDa20,pass_defended,2,,,,,
player,201111130sea,sea,HawtDa20,sacks,0.0,,,,,
player,201111130sea,sea,HawtDa20,tackles_combined,7,,,,,
player,201111130sea,sea,HawtDa20,tackles_solo,5,,,,,
player,201111130sea,sea,HawtDa20,tackles_assists,2,,,,,
player,201111130sea,sea,HawtDa20,tackles_loss,0,,,,,
player,201111130sea,sea,HawtDa20,qb_hits,0,,,,,
player,201111130sea,sea,HawtDa20,fumbles_rec,0,,,,,
player,201111130sea,sea,HawtDa20,fumbles_rec_yds,0,,,,,
player,201111130sea,sea,HawtDa20,fumbles_rec_td,0,,,,,
player,201111130sea,sea,HawtDa20,fumbles_forced,0,,,,,
player,201111130sea,sea,SmitMa02,def_int,0,,,,,
player,201111130sea,sea,SmitMa02,def_int_yds,0,,,,,
player,201111130sea,sea,SmitMa02,def_int_td,0,,,,,
player,201111130sea,sea,SmitMa02,def_int_long,0,,,,,
player,201111130sea,sea,SmitMa02,pass_defended,0,,,,,
player,201111130sea,sea,SmitMa02,sacks,1.0,,,,,
player,201111130sea,sea,SmitMa02,tackles_combined,4,,,,,
player,201111130sea,sea,SmitMa02,tackles_solo,4,,,,,
player,201111130sea,sea,SmitMa02,tackles_assists,0,,,,,
player,201111130sea,sea,SmitMa02,tackles_loss,1,,,,,
player,201111130sea,sea,SmitMa02,qb_hits,1,,,,,
player,201111130sea,sea,SmitMa02,fumbles_rec,0,,,,,
player,201111130sea,sea,SmitMa02,fumbles_rec_yds,0,,,,,
player,201111130sea,sea,SmitMa02,fumbles_rec_td,0,,,,,
player,201111130sea,sea,SmitMa02,fumbles_forced,1,,,,,
player,201111130sea,sea,HillLe20,def_int,0,,,,,
player,201111130sea,sea,HillLe20,def_int_yds,0,,,,,
player,201111130sea,sea,HillLe20,def_int_td,0,,,,,
player,201111130sea,sea,HillLe20,def_int_long,0,,,,,
player,201111130sea,sea,HillLe20,pass_defended,0,,,,,
player,201111130sea,sea,HillLe20,sacks,0.0,,,,,
player,201111130sea,sea,HillLe20,tackles_combined,8,,,,,
player,201111130sea,sea,HillLe20,tackles_solo,4,,,,,
player,201111130sea,sea,HillLe20,tackles_assists,4,,,,,
player,201111130sea,sea,HillLe20,tackles_loss,0,,,,,
player,201111130sea,sea,HillLe20,qb_hits,0,,,,,
player,201111130sea,sea,HillLe20,fumbles_rec,0,,,,,
player,201111130sea,sea,HillLe20,fumbles_rec_yds,0,,,,,
player,201111130sea,sea,HillLe20,fumbles_rec_td,0,,,,,
player,201111130sea,sea,HillLe20,fumbles_forced,0,,,,,
player,201111130sea,sea,ThomEa99,def_int,0,,,,,
player,201111130sea,sea,ThomEa99,def_int_yds,0,,,,,
player,201111130sea,sea,ThomEa99,def_int_td,0,,,,,
player,201111130sea,sea,ThomEa99,def_int_long,0,,,,,
player,201111130sea,sea,ThomEa99,pass_defended,1,,,,,
player,201111130sea,sea,ThomEa99,sacks,0.0,,,,,
player,201111130sea,sea,ThomEa99,tackles_combined,8,,,,,
player,201111130sea,sea,ThomEa99,tackles_solo,7,,,,,
player,201111130sea,sea,ThomEa99,tackles_assists,1,,,,,
player,201111130sea,sea,ThomEa99,tackles_loss,0,,,,,
player,201111130sea,sea,ThomEa99,qb_hits,0,,,,,
player,201111130sea,sea,ThomEa99,fumbles_rec,0,,,,,
player,201111130sea,sea,ThomEa99,fumbles_rec_yds,0,,,,,
player,201111130sea,sea,ThomEa99,fumbles_rec_td,0,,,,,
player,201111130sea,sea,ThomEa99,fumbles_forced,0,,,,,
player,201111130sea,sea,LewiRo22,def_int,0,,,,,
player,201111130sea,sea,LewiRo22,def_int_yds,0,,,,,
player,201111130sea,sea,LewiRo22,def_int_td,0,,,,,
player,201111130sea,sea,LewiRo22,def_int_long,0,,,,,
player,201111130sea,sea,LewiRo22,pass_defended,0,,,,,
player,201111130sea,sea,LewiRo22,sacks,0.0,,,,,
player,201111130sea,sea,LewiRo22,tackles_combined,6,,,,,
player,201111130sea,sea,LewiRo22,tackles_solo,4,,,,,
player,201111130sea,sea,LewiRo22,tackles_assists,2,,,,,
player,201111130sea,sea,LewiRo22,tackles_loss,0,,,,,
player,201111130sea,sea,LewiRo22,qb_hits,0,,,,,
player,201111130sea,sea,LewiRo22,fumbles_rec,0,,,,,
player,201111130sea,sea,LewiRo22,fumbles_rec_yds,0,,,,,
player,201111130sea,sea,LewiRo22,fumbles_rec_td,0,,,,,
player,201111130sea,sea,LewiRo22,fumbles_forced,0,,,,,
player,201111130sea,sea,ChanKa99,def_int,0,,,,,
player,201111130sea,sea,ChanKa99,def_int_yds,0,,,,,
player,201111130sea,sea,ChanKa99,def_int_td,0,,,,,
player,201111130sea,sea,ChanKa99,def_int_long,0,,,,,
player,201111130sea,sea,ChanKa99,pass_defended,1,,,,,
player,201111130sea,sea,ChanKa99,sacks,0.0,,,,,
player,201111130sea,sea,ChanKa99,tackles_combined,5,,,,,
player,201111130sea,sea,ChanKa99,tackles_solo,2,,,,,
player,201111130sea,sea,ChanKa99,tackles_assists,3,,,,,
player,201111130sea,sea,ChanKa99,tackles_loss,0,,,,,
player,201111130sea,sea,ChanKa99,qb_hits,0,,,,,
player,201111130sea,sea,ChanKa99,fumbles_rec,0,,,,,
player,201111130sea,sea,ChanKa99,fumbles_rec_yds,0,,,,,
player,201111130sea,sea,ChanKa99,fumbles_rec_td,0,,,,,
player,201111130sea,sea,ChanKa99,fumbles_forced,0,,,,,
player,201111130sea,sea,BranAl99,def_int,0,,,,,
player,201111130sea,sea,BranAl99,def_int_yds,0,,,,,
player,201111130sea,sea,BranAl99,def_int_td,0,,,,,
player,201111130sea,sea,BranAl99,def_int_long,0,,,,,
player,201111130sea,sea,BranAl99,pass_defended,0,,,,,
player,201111130sea,sea,BranAl99,sacks,0.0,,,,,
player,201111130sea,sea,BranAl99,tackles_combined,3,,,,,
player,201111130sea,sea,BranAl99,tackles_solo,2,,,,,
player,201111130sea,sea,BranAl99,tackles_assists,1,,,,,
player,201111130sea,sea,BranAl99,tackles_loss,0,,,,,
player,201111130sea,sea,BranAl99,qb_hits,0,,,,,
player,201111130sea,sea,BranAl99,fumbles_rec,0,,,,,
player,201111130sea,sea,BranAl99,fumbles_rec_yds,0,,,,,
player,201111130sea,sea,BranAl99,fumbles_rec_td,0,,,,,
player,201111130sea,sea,BranAl99,fumbles_forced,0,,,,,
player,201111130sea,sea,MaraCh99,def_int,0,,,,,
player,201111130sea,sea,MaraCh99,def_int_yds,0,,,,,
player,201111130sea,sea,MaraCh99,def_int_td,0,,,,,
player,201111130sea,sea,MaraCh99,def_int_long,0,,,,,
player,201111130sea,sea,MaraCh99,pass_defended,0,,,,,
player,201111130sea,sea,MaraCh99,sacks,0.0,,,,,
player,201111130sea,sea,MaraCh99,tackles_combined,3,,,,,
player,201111130sea,sea,MaraCh99,tackles_solo,3,,,,,
player,201111130sea,sea,MaraCh99,tackles_assists,0,,,,,
player,201111130sea,sea,MaraCh99,tackles_loss,0,,,,,
player,201111130sea,sea,MaraCh99,qb_hits,0,,,,,
player,201111130sea,sea,MaraCh99,fumbles_rec,0,,,,,
player,201111130sea,sea,MaraCh99,fumbles_rec_yds,0,,,,,
player,201111130sea,sea,MaraCh99,fumbles_rec_td,0,,,,,
player,201111130sea,sea,MaraCh99,fumbles_forced,0,,,,,
player,201111130sea,sea,SherRi00,def_int,0,,,,,
player,201111130sea,sea,SherRi00,def_int_yds,0,,,,,
player,201111130sea,sea,SherRi00,def_int_td,0,,,,,
player,201111130sea,sea,SherRi00,def_int_long,0,,,,,
player,201111130sea,sea,SherRi00,pass_defended,2,,,,,
player,201111130sea,sea,SherRi00,sacks,0.0,,,,,
player,201111130sea,sea,SherRi00,tackles_combined,3,,,,,
player,201111130sea,sea,SherRi00,tackles_solo,2,,,,,
player,201111130sea,sea,SherRi00,tackles_assists,1,,,,,
player,201111130sea,sea,SherRi00,tackles_loss,0,,,,,
player,201111130sea,sea,SherRi00,qb_hits,0,,,,,
player,201111130sea,sea,SherRi00,fumbles_rec,0,,,,,
player,201111130sea,sea,SherRi00,fumbles_rec_yds,0,,,,,
player,201111130sea,sea,SherRi00,fumbles_rec_td,0,,,,,
player,201111130sea,sea,SherRi00,fumbles_forced,0,,,,,
player,201111130sea,sea,BryaRe99,def_int,0,,,,,
player,201111130sea,sea,BryaRe99,def_int_yds,0,,,,,
player,201111130sea,sea,BryaRe99,def_int_td,0,,,,,
player,201111130sea,sea,BryaRe99,def_int_long,0,,,,,
