game,2011,7,20111023,201110230crd,pit,"Pittsburgh Steelers",32,crd,"Arizona Cardinals",20
player,201110230crd,crd,RobeAn00,fumbles,0,,,,,
player,201110230crd,crd,RobeAn00,fumbles_lost,,,,,,
player,201110230crd,pit,ClarRy20,def_int,1,,,,,
player,201110230crd,pit,ClarRy20,def_int_yds,10,,,,,
player,201110230crd,pit,ClarRy20,def_int_td,0,,,,,
player,201110230crd,pit,ClarRy20,def_int_long,10,,,,,
player,201110230crd,pit,ClarRy20,pass_defended,1,,,,,
player,201110230crd,pit,ClarRy20,sacks,0.0,,,,,
player,201110230crd,pit,ClarRy20,tackles_combined,4,,,,,
player,201110230crd,pit,ClarRy20,tackles_solo,4,,,,,
player,201110230crd,pit,ClarRy20,tackles_assists,0,,,,,
player,201110230crd,pit,ClarRy20,tackles_loss,0,,,,,
player,201110230crd,pit,ClarRy20,qb_hits,0,,,,,
player,201110230crd,pit,ClarRy20,fumbles_rec,0,,,,,
player,201110230crd,pit,ClarRy20,fumbles_rec_yds,0,,,,,
player,201110230crd,pit,ClarRy20,fumbles_rec_td,0,,,,,
player,201110230crd,pit,ClarRy20,fumbles_forced,0,,,,,
player,201110230crd,pit,WoodLa99,def_int,0,,,,,
player,201110230crd,pit,WoodLa99,def_int_yds,0,,,,,
player,201110230crd,pit,WoodLa99,def_int_td,0,,,,,
player,201110230crd,pit,WoodLa99,def_int_long,0,,,,,
player,201110230crd,pit,WoodLa99,pass_defended,0,,,,,
player,201110230crd,pit,WoodLa99,sacks,2.0,,,,,
player,201110230crd,pit,WoodLa99,tackles_combined,7,,,,,
player,201110230crd,pit,WoodLa99,tackles_solo,6,,,,,
player,201110230crd,pit,WoodLa99,tackles_assists,1,,,,,
player,201110230crd,pit,WoodLa99,tackles_loss,2,,,,,
player,201110230crd,pit,WoodLa99,qb_hits,2,,,,,
player,201110230crd,pit,WoodLa99,fumbles_rec,0,,,,,
player,201110230crd,pit,WoodLa99,fumbles_rec_yds,0,,,,,
player,201110230crd,pit,WoodLa99,fumbles_rec_td,0,,,,,
player,201110230crd,pit,WoodLa99,fumbles_forced,0,,,,,
player,201110230crd,pit,McLeSt00,def_int,0,,,,,
player,201110230crd,pit,McLeSt00,def_int_yds,0,,,,,
player,201110230crd,pit,McLeSt00,def_int_td,0,,,,,
player,201110230crd,pit,McLeSt00,def_int_long,0,,,,,
player,201110230crd,pit,McLeSt00,pass_defended,0,,,,,
player,201110230crd,pit,McLeSt00,sacks,0.0,,,,,
player,201110230crd,pit,McLeSt00,tackles_combined,5,,,,,
player,201110230crd,pit,McLeSt00,tackles_solo,4,,,,,
player,201110230crd,pit,McLeSt00,tackles_assists,1,,,,,
player,201110230crd,pit,McLeSt00,tackles_loss,1,,,,,
player,201110230crd,pit,McLeSt00,qb_hits,0,,,,,
player,201110230crd,pit,McLeSt00,fumbles_rec,0,,,,,
player,201110230crd,pit,McLeSt00,fumbles_rec_yds,0,,,,,
player,201110230crd,pit,McLeSt00,fumbles_rec_td,0,,,,,
player,201110230crd,pit,McLeSt00,fumbles_forced,0,,,,,
player,201110230crd,pit,TaylIk20,def_int,0,,,,,
player,201110230crd,pit,TaylIk20,def_int_yds,0,,,,,
player,201110230crd,pit,TaylIk20,def_int_td,0,,,,,
player,201110230crd,pit,TaylIk20,def_int_long,0,,,,,
player,201110230crd,pit,TaylIk20,pass_defended,0,,,,,
player,201110230crd,pit,TaylIk20,sacks,0.0,,,,,
player,201110230crd,pit,TaylIk20,tackles_combined,4,,,,,
player,201110230crd,pit,TaylIk20,tackles_solo,2,,,,,
player,201110230crd,pit,TaylIk20,tackles_assists,2,,,,,
player,201110230crd,pit,TaylIk20,tackles_loss,0,,,,,
player,201110230crd,pit,TaylIk20,qb_hits,0,,,,,
player,201110230crd,pit,TaylIk20,fumbles_rec,0,,,,,
player,201110230crd,pit,TaylIk20,fumbles_rec_yds,0,,,,,
player,201110230crd,pit,TaylIk20,fumbles_rec_td,0,,,,,
player,201110230crd,pit,TaylIk20,fumbles_forced,0,,,,,
player,201110230crd,pit,FarrJa99,def_int,0,,,,,
player,201110230crd,pit,FarrJa99,def_int_yds,0,,,,,
player,201110230crd,pit,FarrJa99,def_int_td,0,,,,,
player,201110230crd,pit,FarrJa99,def_int_long,0,,,,,
player,201110230crd,pit,FarrJa99,pass_defended,1,,,,,
player,201110230crd,pit,FarrJa99,sacks,0.0,,,,,
player,201110230crd,pit,FarrJa99,tackles_combined,3,,,,,
player,201110230crd,pit,FarrJa99,tackles_solo,3,,,,,
player,201110230crd,pit,FarrJa99,tackles_assists,0,,,,,
player,201110230crd,pit,FarrJa99,tackles_loss,0,,,,,
player,201110230crd,pit,FarrJa99,qb_hits,0,,,,,
player,201110230crd,pit,FarrJa99,fumbles_rec,0,,,,,
player,201110230crd,pit,FarrJa99,fumbles_rec_yds,0,,,,,
player,201110230crd,pit,FarrJa99,fumbles_rec_td,0,,,,,
player,201110230crd,pit,FarrJa99,fumbles_forced,0,,,,,
player,201110230crd,pit,FootLa20,def_int,0,,,,,
player,201110230crd,pit,FootLa20,def_int_yds,0,,,,,
player,201110230crd,pit,FootLa20,def_int_td,0,,,,,
player,201110230crd,pit,FootLa20,def_int_long,0,,,,,
player,201110230crd,pit,FootLa20,pass_defended,0,,,,,
player,201110230crd,pit,FootLa20,sacks,0.0,,,,,
player,201110230crd,pit,FootLa20,tackles_combined,3,,,,,
player,201110230crd,pit,FootLa20,tackles_solo,3,,,,,
player,201110230crd,pit,FootLa20,tackles_assists,0,,,,,
player,201110230crd,pit,FootLa20,tackles_loss,0,,,,,
player,201110230crd,pit,FootLa20,qb_hits,0,,,,,
player,201110230crd,pit,FootLa20,fumbles_rec,0,,,,,
player,201110230crd,pit,FootLa20,fumbles_rec_yds,0,,,,,
player,201110230crd,pit,FootLa20,fumbles_rec_td,0,,,,,
player,201110230crd,pit,FootLa20,fumbles_forced,0,,,,,
player,201110230crd,pit,GayxWi99,def_int,0,,,,,
player,201110230crd,pit,GayxWi99,def_int_yds,0,,,,,
player,201110230crd,pit,GayxWi99,def_int_td,0,,,,,
player,201110230crd,pit,GayxWi99,def_int_long,0,,,,,
player,201110230crd,pit,GayxWi99,pass_defended,1,,,,,
player,201110230crd,pit,GayxWi99,sacks,0.0,,,,,
player,201110230crd,pit,GayxWi99,tackles_combined,3,,,,,
player,201110230crd,pit,GayxWi99,tackles_solo,3,,,,,
player,201110230crd,pit,GayxWi99,tackles_assists,0,,,,,
player,201110230crd,pit,GayxWi99,tackles_loss,0,,,,,
player,201110230crd,pit,GayxWi99,qb_hits,0,,,,,
player,201110230crd,pit,GayxWi99,fumbles_rec,0,,,,,
player,201110230crd,pit,GayxWi99,fumbles_rec_yds,0,,,,,
player,201110230crd,pit,GayxWi99,fumbles_rec_td,0,,,,,
player,201110230crd,pit,GayxWi99,fumbles_forced,0,,,,,
player,201110230crd,pit,LewiKe96,def_int,0,,,,,
player,201110230crd,pit,LewiKe96,def_int_yds,0,,,,,
player,201110230crd,pit,LewiKe96,def_int_td,0,,,,,
player,201110230crd,pit,LewiKe96,def_int_long,0,,,,,
player,201110230crd,pit,LewiKe96,pass_defended,0,,,,,
player,201110230crd,pit,LewiKe96,sacks,0.0,,,,,
player,201110230crd,pit,LewiKe96,tackles_combined,3,,,,,
player,201110230crd,pit,LewiKe96,tackles_solo,3,,,,,
player,201110230crd,pit,LewiKe96,tackles_assists,0,,,,,
player,201110230crd,pit,LewiKe96,tackles_loss,0,,,,,
player,201110230crd,pit,LewiKe96,qb_hits,0,,,,,
player,201110230crd,pit,LewiKe96,fumbles_rec,0,,,,,
player,201110230crd,pit,LewiKe96,fumbles_rec_yds,0,,,,,
player,201110230crd,pit,LewiKe96,fumbles_rec_td,0,,,,,
player,201110230crd,pit,LewiKe96,fumbles_forced,0,,,,,
player,201110230crd,pit,PolaTr99,def_int,0,,,,,
player,201110230crd,pit,PolaTr99,def_int_yds,0,,,,,
player,201110230crd,pit,PolaTr99,def_int_td,0,,,,,
player,201110230crd,pit,PolaTr99,def_int_long,0,,,,,
player,201110230crd,pit,PolaTr99,pass_defended,0,,,,,
player,201110230crd,pit,PolaTr99,sacks,0.0,,,,,
player,201110230crd,pit,PolaTr99,tackles_combined,3,,,,,
player,201110230crd,pit,PolaTr99,tackles_solo,1,,,,,
player,201110230crd,pit,PolaTr99,tackles_assists,2,,,,,
player,201110230crd,pit,PolaTr99,tackles_loss,0,,,,,
player,201110230crd,pit,PolaTr99,qb_hits,0,,,,,
player,201110230crd,pit,PolaTr99,fumbles_rec,0,,,,,
player,201110230crd,pit,PolaTr99,fumbles_rec_yds,0,,,,,
player,201110230crd,pit,PolaTr99,fumbles_rec_td,0,,,,,
player,201110230crd,pit,PolaTr99,fumbles_forced,0,,,,,
player,201110230crd,pit,TimmLa99,def_int,0,,,,,
player,201110230crd,pit,TimmLa99,def_int_yds,0,,,,,
player,201110230crd,pit,TimmLa99,def_int_td,0,,,,,
player,201110230crd,pit,TimmLa99,def_int_long,0,,,,,
player,201110230crd,pit,TimmLa99,pass_defended,0,,,,,
player,201110230crd,pit,TimmLa99,sacks,0.0,,,,,
player,201110230crd,pit,TimmLa99,tackles_combined,3,,,,,
player,201110230crd,pit,TimmLa99,tackles_solo,3,,,,,
player,201110230crd,pit,TimmLa99,tackles_assists,0,,,,,
player,201110230crd,pit,TimmLa99,tackles_loss,0,,,,,
player,201110230crd,pit,TimmLa99,qb_hits,1,,,,,
player,201110230crd,pit,TimmLa99,fumbles_rec,0,,,,,
player,201110230crd,pit,TimmLa99,fumbles_rec_yds,0,,,,,
player,201110230crd,pit,TimmLa99,fumbles_rec_td,0,,,,,
player,201110230crd,pit,TimmLa99,fumbles_forced,0,,,,,
player,201110230crd,pit,HoodEv99,def_int,0,,,,,
player,201110230crd,pit,HoodEv99,def_int_yds,0,,,,,
player,201110230crd,pit,HoodEv99,def_int_td,0,,,,,
player,201110230crd,pit,HoodEv99,def_int_long,0,,,,,
player,201110230crd,pit,HoodEv99,pass_defended,0,,,,,
player,201110230crd,pit,HoodEv99,sacks,0.0,,,,,
player,201110230crd,pit,HoodEv99,tackles_combined,2,,,,,
player,201110230crd,pit,HoodEv99,tackles_solo,1,,,,,
player,201110230crd,pit,HoodEv99,tackles_assists,1,,,,,
player,201110230crd,pit,HoodEv99,tackles_loss,0,,,,,
player,201110230crd,pit,HoodEv99,qb_hits,0,,,,,
player,201110230crd,pit,HoodEv99,fumbles_rec,0,,,,,
player,201110230crd,pit,HoodEv99,fumbles_rec_yds,0,,,,,
player,201110230crd,pit,HoodEv99,fumbles_rec_td,0,,,,,
player,201110230crd,pit,HoodEv99,fumbles_forced,0,,,,,
player,201110230crd,pit,KeisBr20,def_int,0,,,,,
player,201110230crd,pit,KeisBr20,def_int_yds,0,,,,,
player,201110230crd,pit,KeisBr20,def_int_td,0,,,,,
player,201110230crd,pit,KeisBr20,def_int_long,0,,,,,
player,201110230crd,pit,KeisBr20,pass_defended,0,,,,,
player,201110230crd,pit,KeisBr20,sacks,0.0,,,,,
player,201110230crd,pit,KeisBr20,tackles_combined,2,,,,,
player,201110230crd,pit,KeisBr20,tackles_solo,2,,,,,
player,201110230crd,pit,KeisBr20,tackles_assists,0,,,,,
player,201110230crd,pit,KeisBr20,tackles_loss,0,,,,,
player,201110230crd,pit,KeisBr20,qb_hits,0,,,,,
player,201110230crd,pit,KeisBr20,fumbles_rec,0,,,,,
player,201110230crd,pit,KeisBr20,fumbles_rec_yds,0,,,,,
player,201110230crd,pit,KeisBr20,fumbles_rec_td,0,,,,,
player,201110230crd,pit,KeisBr20,fumbles_forced,0,,,,,
player,201110230crd,pit,AlleWi21,def_int,0,,,,,
player,201110230crd,pit,AlleWi21,def_int_yds,0,,,,,
player,201110230crd,pit,AlleWi21,def_int_td,0,,,,,
player,201110230crd,pit,AlleWi21,def_int_long,0,,,,,
player,201110230crd,pit,AlleWi21,pass_defended,0,,,,,
player,201110230crd,pit,AlleWi21,sacks,0.0,,,,,
player,201110230crd,pit,AlleWi21,tackles_combined,1,,,,,
player,201110230crd,pit,AlleWi21,tackles_solo,1,,,,,
player,201110230crd,pit,AlleWi21,tackles_assists,0,,,,,
player,201110230crd,pit,AlleWi21,tackles_loss,0,,,,,
player,201110230crd,pit,AlleWi21,qb_hits,0,,,,,
player,201110230crd,pit,AlleWi21,fumbles_rec,0,,,,,
player,201110230crd,pit,AlleWi21,fumbles_rec_yds,0,,,,,
player,201110230crd,pit,AlleWi21,fumbles_rec_td,0,,,,,
player,201110230crd,pit,AlleWi21,fumbles_forced,0,,,,,
player,201110230crd,pit,AlleCo00,def_int,0,,,,,
player,201110230crd,pit,AlleCo00,def_int_yds,0,,,,,
player,201110230crd,pit,AlleCo00,def_int_td,0,,,,,
player,201110230crd,pit,AlleCo00,def_int_long,0,,,,,
player,201110230crd,pit,AlleCo00,pass_defended,0,,,,,
player,201110230crd,pit,AlleCo00,sacks,0.0,,,,,
player,201110230crd,pit,AlleCo00,tackles_combined,1,,,,,
player,201110230crd,pit,AlleCo00,tackles_solo,0,,,,,
player,201110230crd,pit,AlleCo00,tackles_assists,1,,,,,
player,201110230crd,pit,AlleCo00,tackles_loss,0,,,,,
player,201110230crd,pit,AlleCo00,qb_hits,0,,,,,
player,201110230crd,pit,AlleCo00,fumbles_rec,0,,,,,
player,201110230crd,pit,AlleCo00,fumbles_rec_yds,0,,,,,
player,201110230crd,pit,AlleCo00,fumbles_rec_td,0,,,,,
player,201110230crd,pit,AlleCo00,fumbles_forced,0,,,,,
player,201110230crd,pit,CartCh00,def_int,0,,,,,
player,201110230crd,pit,CartCh00,def_int_yds,0,,,,,
player,201110230crd,pit,CartCh00,def_int_td,0,,,,,
player,201110230crd,pit,CartCh00,def_int_long,0,,,,,
player,201110230crd,pit,CartCh00,pass_defended,0,,,,,
player,201110230crd,pit,CartCh00,sacks,0.0,,,,,
player,201110230crd,pit,CartCh00,tackles_combined,1,,,,,
player,201110230crd,pit,CartCh00,tackles_solo,1,,,,,
player,201110230crd,pit,CartCh00,tackles_assists,0,,,,,
player,201110230crd,pit,CartCh00,tackles_loss,0,,,,,
player,201110230crd,pit,CartCh00,qb_hits,0,,,,,
player,201110230crd,pit,CartCh00,fumbles_rec,0,,,,,
player,201110230crd,pit,CartCh00,fumbles_rec_yds,0,,,,,
player,201110230crd,pit,CartCh00,fumbles_rec_td,0,,,,,
player,201110230crd,pit,CartCh00,fumbles_forced,0,,,,,
player,201110230crd,pit,McFaBr20,def_int,0,,,,,
player,201110230crd,pit,McFaBr20,def_int_yds,0,,,,,
player,201110230crd,pit,McFaBr20,def_int_td,0,,,,,
player,201110230crd,pit,McFaBr20,def_int_long,0,,,,,
player,201110230crd,pit,McFaBr20,pass_defended,0,,,,,
player,201110230crd,pit,McFaBr20,sacks,0.0,,,,,
player,201110230crd,pit,McFaBr20,tackles_combined,1,,,,,
player,201110230crd,pit,McFaBr20,tackles_solo,1,,,,,
player,201110230crd,pit,McFaBr20,tackles_assists,0,,,,,
player,201110230crd,pit,McFaBr20,tackles_loss,0,,,,,
player,201110230crd,pit,McFaBr20,qb_hits,0,,,,,
player,201110230crd,pit,McFaBr20,fumbles_rec,0,,,,,
player,201110230crd,pit,McFaBr20,fumbles_rec_yds,0,,,,,
player,201110230crd,pit,McFaBr20,fumbles_rec_td,0,,,,,
player,201110230crd,pit,McFaBr20,fumbles_forced,0,,,,,
player,201110230crd,pit,MundRy00,def_int,0,,,,,
player,201110230crd,pit,MundRy00,def_int_yds,0,,,,,
player,201110230crd,pit,MundRy00,def_int_td,0,,,,,
player,201110230crd,pit,MundRy00,def_int_long,0,,,,,
player,201110230crd,pit,MundRy00,pass_defended,0,,,,,
player,201110230crd,pit,MundRy00,sacks,0.0,,,,,
player,201110230crd,pit,MundRy00,tackles_combined,1,,,,,
player,201110230crd,pit,MundRy00,tackles_solo,1,,,,,
player,201110230crd,pit,MundRy00,tackles_assists,0,,,,,
player,201110230crd,pit,MundRy00,tackles_loss,0,,,,,
player,201110230crd,pit,MundRy00,qb_hits,0,,,,,
player,201110230crd,pit,MundRy00,fumbles_rec,0,,,,,
player,201110230crd,pit,MundRy00,fumbles_rec_yds,0,,,,,
player,201110230crd,pit,MundRy00,fumbles_rec_td,0,,,,,
player,201110230crd,pit,MundRy00,fumbles_forced,0,,,,,
player,201110230crd,pit,SylvSt99,def_int,0,,,,,
player,201110230crd,pit,SylvSt99,def_int_yds,0,,,,,
player,201110230crd,pit,SylvSt99,def_int_td,0,,,,,
player,201110230crd,pit,SylvSt99,def_int_long,0,,,,,
player,201110230crd,pit,SylvSt99,pass_defended,0,,,,,
player,201110230crd,pit,SylvSt99,sacks,0.0,,,,,
player,201110230crd,pit,SylvSt99,tackles_combined,1,,,,,
player,201110230crd,pit,SylvSt99,tackles_solo,1,,,,,
player,201110230crd,pit,SylvSt99,tackles_assists,0,,,,,
player,201110230crd,pit,SylvSt99,tackles_loss,0,,,,,
player,201110230crd,pit,SylvSt99,qb_hits,0,,,,,
player,201110230crd,pit,SylvSt99,fumbles_rec,0,,,,,
player,201110230crd,pit,SylvSt99,fumbles_rec_yds,0,,,,,
player,201110230crd,pit,SylvSt99,fumbles_rec_td,0,,,,,
player,201110230crd,pit,SylvSt99,fumbles_forced,0,,,,,
player,201110230crd,crd,HaggCl20,def_int,0,,,,,
player,201110230crd,crd,HaggCl20,def_int_yds,0,,,,,
player,201110230crd,crd,HaggCl20,def_int_td,0,,,,,
player,201110230crd,crd,HaggCl20,def_int_long,0,,,,,
player,201110230crd,crd,HaggCl20,pass_defended,1,,,,,
player,201110230crd,crd,HaggCl20,sacks,1.0,,,,,
player,201110230crd,crd,HaggCl20,tackles_combined,5,,,,,
player,201110230crd,crd,HaggCl20,tackles_solo,3,,,,,
player,201110230crd,crd,HaggCl20,tackles_assists,2,,,,,
player,201110230crd,crd,HaggCl20,tackles_loss,2,,,,,
player,201110230crd,crd,HaggCl20,qb_hits,1,,,,,
player,201110230crd,crd,HaggCl20,fumbles_rec,0,,,,,
player,201110230crd,crd,HaggCl20,fumbles_rec_yds,0,,,,,
player,201110230crd,crd,HaggCl20,fumbles_rec_td,0,,,,,
player,201110230crd,crd,HaggCl20,fumbles_forced,0,,,,,
player,201110230crd,crd,AchoSa00,def_int,0,,,,,
player,201110230crd,crd,AchoSa00,def_int_yds,0,,,,,
player,201110230crd,crd,AchoSa00,def_int_td,0,,,,,
player,201110230crd,crd,AchoSa00,def_int_long,0,,,,,
player,201110230crd,crd,AchoSa00,pass_defended,0,,,,,
player,201110230crd,crd,AchoSa00,sacks,1.0,,,,,
player,201110230crd,crd,AchoSa00,tackles_combined,2,,,,,
player,201110230crd,crd,AchoSa00,tackles_solo,2,,,,,
player,201110230crd,crd,AchoSa00,tackles_assists,0,,,,,
player,201110230crd,crd,AchoSa00,tackles_loss,1,,,,,
player,201110230crd,crd,AchoSa00,qb_hits,1,,,,,
player,201110230crd,crd,AchoSa00,fumbles_rec,0,,,,,
player,201110230crd,crd,AchoSa00,fumbles_rec_yds,0,,,,,
player,201110230crd,crd,AchoSa00,fumbles_rec_td,0,,,,,
player,201110230crd,crd,AchoSa00,fumbles_forced,0,,,,,
player,201110230crd,crd,MarsRi20,def_int,0,,,,,
player,201110230crd,crd,MarsRi20,def_int_yds,0,,,,,
player,201110230crd,crd,MarsRi20,def_int_td,0,,,,,
player,201110230crd,crd,MarsRi20,def_int_long,0,,,,,
player,201110230crd,crd,MarsRi20,pass_defended,1,,,,,
player,201110230crd,crd,MarsRi20,sacks,0.0,,,,,
player,201110230crd,crd,MarsRi20,tackles_combined,8,,,,,
player,201110230crd,crd,MarsRi20,tackles_solo,8,,,,,
player,201110230crd,crd,MarsRi20,tackles_assists,0,,,,,
player,201110230crd,crd,MarsRi20,tackles_loss,0,,,,,
player,201110230crd,crd,MarsRi20,qb_hits,0,,,,,
player,201110230crd,crd,MarsRi20,fumbles_rec,0,,,,,
player,201110230crd,crd,MarsRi20,fumbles_rec_yds,0,,,,,
player,201110230crd,crd,MarsRi20,fumbles_rec_td,0,,,,,
player,201110230crd,crd,MarsRi20,fumbles_forced,0,,,,,
player,201110230crd,crd,LenoPa20,def_int,0,,,,,
player,201110230crd,crd,LenoPa20,def_int_yds,0,,,,,
player,201110230crd,crd,LenoPa20,def_int_td,0,,,,,
player,201110230crd,crd,LenoPa20,def_int_long,0,,,,,
player,201110230crd,crd,LenoPa20,pass_defended,0,,,,,
player,201110230crd,crd,LenoPa20,sacks,0.0,,,,,
player,201110230crd,crd,LenoPa20,tackles_combined,7,,,,,
player,201110230crd,crd,LenoPa20,tackles_solo,5,,,,,
player,201110230crd,crd,LenoPa20,tackles_assists,2,,,,,
player,201110230crd,crd,LenoPa20,tackles_loss,0,,,,,
player,201110230crd,crd,LenoPa20,qb_hits,1,,,,,
player,201110230crd,crd,LenoPa20,fumbles_rec,0,,,,,
player,201110230crd,crd,LenoPa20,fumbles_rec_yds,0,,,,,
player,201110230crd,crd,LenoPa20,fumbles_rec_td,0,,,,,
player,201110230crd,crd,LenoPa20,fumbles_forced,0,,,,,
player,201110230crd,crd,PetePa00,def_int,0,,,,,
player,201110230crd,crd,PetePa00,def_int_yds,0,,,,,
player,201110230crd,crd,PetePa00,def_int_td,0,,,,,
player,201110230crd,crd,PetePa00,def_int_long,0,,,,,
player,201110230crd,crd,PetePa00,pass_defended,0,,,,,
player,201110230crd,crd,PetePa00,sacks,0.0,,,,,
player,201110230crd,crd,PetePa00,tackles_combined,7,,,,,
player,201110230crd,crd,PetePa00,tackles_solo,7,,,,,
player,201110230crd,crd,PetePa00,tackles_assists,0,,,,,
player,201110230crd,crd,PetePa00,tackles_loss,0,,,,,
player,201110230crd,crd,PetePa00,qb_hits,0,,,,,
player,201110230crd,crd,PetePa00,fumbles_rec,0,,,,,
player,201110230crd,crd,PetePa00,fumbles_rec_yds,0,,,,,
player,201110230crd,crd,PetePa00,fumbles_rec_td,0,,,,,
player,201110230crd,crd,PetePa00,fumbles_forced,0,,,,,
player,201110230crd,crd,WashDa99,def_int,0,,,,,
player,201110230crd,crd,WashDa99,def_int_yds,0,,,,,
player,201110230crd,crd,WashDa99,def_int_td,0,,,,,
player,201110230crd,crd,WashDa99,def_int_long,0,,,,,
player,201110230crd,crd,WashDa99,pass_defended,0,,,,,
player,201110230crd,crd,WashDa99,sacks,0.0,,,,,
player,201110230crd,crd,WashDa99,tackles_combined,7,,,,,
player,201110230crd,crd,WashDa99,tackles_solo,7,,,,,
player,201110230crd,crd,WashDa99,tackles_assists,0,,,,,
player,201110230crd,crd,WashDa99,tackles_loss,1,,,,,
player,201110230crd,crd,WashDa99,qb_hits,0,,,,,
player,201110230crd,crd,WashDa99,fumbles_rec,0,,,,,
player,201110230crd,crd,WashDa99,fumbles_rec_yds,0,,,,,
player,201110230crd,crd,WashDa99,fumbles_rec_td,0,,,,,
player,201110230crd,crd,WashDa99,fumbles_forced,0,,,,,
player,201110230crd,crd,JeffA.00,def_int,0,,,,,
player,201110230crd,crd,JeffA.00,def_int_yds,0,,,,,
player,201110230crd,crd,JeffA.00,def_int_td,0,,,,,
player,201110230crd,crd,JeffA.00,def_int_long,0,,,,,
player,201110230crd,crd,JeffA.00,pass_defended,1,,,,,
player,201110230crd,crd,JeffA.00,sacks,0.0,,,,,
player,201110230crd,crd,JeffA.00,tackles_combined,5,,,,,
player,201110230crd,crd,JeffA.00,tackles_solo,5,,,,,
player,201110230crd,crd,JeffA.00,tackles_assists,0,,,,,
player,201110230crd,crd,JeffA.00,tackles_loss,0,,,,,
player,201110230crd,crd,JeffA.00,qb_hits,0,,,,,
player,201110230crd,crd,JeffA.00,fumbles_rec,0,,,,,
player,201110230crd,crd,JeffA.00,fumbles_rec_yds,0,,,,,
player,201110230crd,crd,JeffA.00,fumbles_rec_td,0,,,,,
player,201110230crd,crd,JeffA.00,fumbles_forced,0,,,,,
player,201110230crd,crd,JohnRa98,def_int,0,,,,,
player,201110230crd,crd,JohnRa98,def_int_yds,0,,,,,
player,201110230crd,crd,JohnRa98,def_int_td,0,,,,,
player,201110230crd,crd,JohnRa98,def_int_long,0,,,,,
player,201110230crd,crd,JohnRa98,pass_defended,0,,,,,
player,201110230crd,crd,JohnRa98,sacks,0.0,,,,,
player,201110230crd,crd,JohnRa98,tackles_combined,3,,,,,
player,201110230crd,crd,JohnRa98,tackles_solo,3,,,,,
player,201110230crd,crd,JohnRa98,tackles_assists,0,,,,,
player,201110230crd,crd,JohnRa98,tackles_loss,0,,,,,
player,201110230crd,crd,JohnRa98,qb_hits,0,,,,,
player,201110230crd,crd,JohnRa98,fumbles_rec,0,,,,,
player,201110230crd,crd,JohnRa98,fumbles_rec_yds,0,,,,,
player,201110230crd,crd,JohnRa98,fumbles_rec_td,0,,,,,
player,201110230crd,crd,JohnRa98,fumbles_forced,0,,,,,
player,201110230crd,crd,WilsAd99,def_int,0,,,,,
player,201110230crd,crd,WilsAd99,def_int_yds,0,,,,,
player,201110230crd,crd,WilsAd99,def_int_td,0,,,,,
player,201110230crd,crd,WilsAd99,def_int_long,0,,,,,
player,201110230crd,crd,WilsAd99,pass_defended,2,,,,,
player,201110230crd,crd,WilsAd99,sacks,0.0,,,,,
player,201110230crd,crd,WilsAd99,tackles_combined,3,,,,,
player,201110230crd,crd,WilsAd99,tackles_solo,3,,,,,
player,201110230crd,crd,WilsAd99,tackles_assists,0,,,,,
player,201110230crd,crd,WilsAd99,tackles_loss,0,,,,,
player,201110230crd,crd,WilsAd99,qb_hits,0,,,,,
player,201110230crd,crd,WilsAd99,fumbles_rec,0,,,,,
player,201110230crd,crd,WilsAd99,fumbles_rec_yds,0,,,,,
player,201110230crd,crd,WilsAd99,fumbles_rec_td,0,,,,,
player,201110230crd,crd,WilsAd99,fumbles_forced,0,,,,,
player,201110230crd,crd,BradSt99,def_int,0,,,,,
player,201110230crd,crd,BradSt99,def_int_yds,0,,,,,
player,201110230crd,crd,BradSt99,def_int_td,0,,,,,
player,201110230crd,crd,BradSt99,def_int_long,0,,,,,
player,201110230crd,crd,BradSt99,pass_defended,0,,,,,
player,201110230crd,crd,BradSt99,sacks,0.0,,,,,
player,201110230crd,crd,BradSt99,tackles_combined,2,,,,,
player,201110230crd,crd,BradSt99,tackles_solo,2,,,,,
player,201110230crd,crd,BradSt99,tackles_assists,0,,,,,
player,201110230crd,crd,BradSt99,tackles_loss,1,,,,,
player,201110230crd,crd,BradSt99,qb_hits,1,,,,,
player,201110230crd,crd,BradSt99,fumbles_rec,0,,,,,
player,201110230crd,crd,BradSt99,fumbles_rec_yds,0,,,,,
player,201110230crd,crd,BradSt99,fumbles_rec_td,0,,,,,
player,201110230crd,crd,BradSt99,fumbles_forced,0,,,,,
player,201110230crd,crd,CampCa99,def_int,0,,,,,
player,201110230crd,crd,CampCa99,def_int_yds,0,,,,,
player,201110230crd,crd,CampCa99,def_int_td,0,,,,,
player,201110230crd,crd,CampCa99,def_int_long,0,,,,,
player,201110230crd,crd,CampCa99,pass_defended,0,,,,,
player,201110230crd,crd,CampCa99,sacks,0.0,,,,,
player,201110230crd,crd,CampCa99,tackles_combined,2,,,,,
player,201110230crd,crd,CampCa99,tackles_solo,2,,,,,
player,201110230crd,crd,CampCa99,tackles_assists,0,,,,,
player,201110230crd,crd,CampCa99,tackles_loss,1,,,,,
player,201110230crd,crd,CampCa99,qb_hits,1,,,,,
player,201110230crd,crd,CampCa99,fumbles_rec,0,,,,,
player,201110230crd,crd,CampCa99,fumbles_rec_yds,0,,,,,
player,201110230crd,crd,CampCa99,fumbles_rec_td,0,,,,,
player,201110230crd,crd,CampCa99,fumbles_forced,0,,,,,
player,201110230crd,crd,PortJo00,def_int,0,,,,,
