game,2011,8,20111030,201110300rav,crd,"Arizona Cardinals",27,rav,"Baltimore Ravens",30
player,201110300rav,crd,CampCa99,tackles_loss,0,,,,,
player,201110300rav,crd,CampCa99,qb_hits,2,,,,,
player,201110300rav,crd,CampCa99,fumbles_rec,0,,,,,
player,201110300rav,crd,CampCa99,fumbles_rec_yds,0,,,,,
player,201110300rav,crd,CampCa99,fumbles_rec_td,0,,,,,
player,201110300rav,crd,CampCa99,fumbles_forced,0,,,,,
player,201110300rav,crd,LenoPa20,def_int,0,,,,,
player,201110300rav,crd,LenoPa20,def_int_yds,0,,,,,
player,201110300rav,crd,LenoPa20,def_int_td,0,,,,,
player,201110300rav,crd,LenoPa20,def_int_long,0,,,,,
player,201110300rav,crd,LenoPa20,pass_defended,0,,,,,
player,201110300rav,crd,LenoPa20,sacks,0.5,,,,,
player,201110300rav,crd,LenoPa20,tackles_combined,5,,,,,
player,201110300rav,crd,LenoPa20,tackles_solo,3,,,,,
player,201110300rav,crd,LenoPa20,tackles_assists,2,,,,,
player,201110300rav,crd,LenoPa20,tackles_loss,0,,,,,
player,201110300rav,crd,LenoPa20,qb_hits,1,,,,,
player,201110300rav,crd,LenoPa20,fumbles_rec,0,,,,,
player,201110300rav,crd,LenoPa20,fumbles_rec_yds,0,,,,,
player,201110300rav,crd,LenoPa20,fumbles_rec_td,0,,,,,
player,201110300rav,crd,LenoPa20,fumbles_forced,0,,,,,
player,201110300rav,crd,JohnRa98,def_int,0,,,,,
player,201110300rav,crd,JohnRa98,def_int_yds,0,,,,,
player,201110300rav,crd,JohnRa98,def_int_td,0,,,,,
player,201110300rav,crd,JohnRa98,def_int_long,0,,,,,
player,201110300rav,crd,JohnRa98,pass_defended,0,,,,,
player,201110300rav,crd,JohnRa98,sacks,0.0,,,,,
player,201110300rav,crd,JohnRa98,tackles_combined,8,,,,,
player,201110300rav,crd,JohnRa98,tackles_solo,7,,,,,
player,201110300rav,crd,JohnRa98,tackles_assists,1,,,,,
player,201110300rav,crd,JohnRa98,tackles_loss,0,,,,,
player,201110300rav,crd,JohnRa98,qb_hits,0,,,,,
player,201110300rav,crd,JohnRa98,fumbles_rec,0,,,,,
player,201110300rav,crd,JohnRa98,fumbles_rec_yds,0,,,,,
player,201110300rav,crd,JohnRa98,fumbles_rec_td,0,,,,,
player,201110300rav,crd,JohnRa98,fumbles_forced,0,,,,,
player,201110300rav,crd,AdamMi98,def_int,0,,,,,
player,201110300rav,crd,AdamMi98,def_int_yds,0,,,,,
player,201110300rav,crd,AdamMi98,def_int_td,0,,,,,
player,201110300rav,crd,AdamMi98,def_int_long,0,,,,,
player,201110300rav,crd,AdamMi98,pass_defended,1,,,,,
player,201110300rav,crd,AdamMi98,sacks,0.0,,,,,
player,201110300rav,crd,AdamMi98,tackles_combined,6,,,,,
player,201110300rav,crd,AdamMi98,tackles_solo,6,,,,,
player,201110300rav,crd,AdamMi98,tackles_assists,0,,,,,
player,201110300rav,crd,AdamMi98,tackles_loss,1,,,,,
player,201110300rav,crd,AdamMi98,qb_hits,0,,,,,
player,201110300rav,crd,AdamMi98,fumbles_rec,0,,,,,
player,201110300rav,crd,AdamMi98,fumbles_rec_yds,0,,,,,
player,201110300rav,crd,AdamMi98,fumbles_rec_td,0,,,,,
player,201110300rav,crd,AdamMi98,fumbles_forced,0,,,,,
player,201110300rav,crd,WashDa99,def_int,0,,,,,
player,201110300rav,crd,WashDa99,def_int_yds,0,,,,,
player,201110300rav,crd,WashDa99,def_int_td,0,,,,,
player,201110300rav,crd,WashDa99,def_int_long,0,,,,,
player,201110300rav,crd,WashDa99,pass_defended,1,,,,,
player,201110300rav,crd,WashDa99,sacks,0.0,,,,,
player,201110300rav,crd,WashDa99,tackles_combined,6,,,,,
player,201110300rav,crd,WashDa99,tackles_solo,6,,,,,
player,201110300rav,crd,WashDa99,tackles_assists,0,,,,,
player,201110300rav,crd,WashDa99,tackles_loss,1,,,,,
player,201110300rav,crd,WashDa99,qb_hits,0,,,,,
player,201110300rav,crd,WashDa99,fumbles_rec,0,,,,,
player,201110300rav,crd,WashDa99,fumbles_rec_yds,0,,,,,
player,201110300rav,crd,WashDa99,fumbles_rec_td,0,,,,,
player,201110300rav,crd,WashDa99,fumbles_forced,0,,,,,
player,201110300rav,crd,JeffA.00,def_int,0,,,,,
player,201110300rav,crd,JeffA.00,def_int_yds,0,,,,,
player,201110300rav,crd,JeffA.00,def_int_td,0,,,,,
player,201110300rav,crd,JeffA.00,def_int_long,0,,,,,
player,201110300rav,crd,JeffA.00,pass_defended,0,,,,,
player,201110300rav,crd,JeffA.00,sacks,0.0,,,,,
player,201110300rav,crd,JeffA.00,tackles_combined,5,,,,,
player,201110300rav,crd,JeffA.00,tackles_solo,5,,,,,
player,201110300rav,crd,JeffA.00,tackles_assists,0,,,,,
player,201110300rav,crd,JeffA.00,tackles_loss,0,,,,,
player,201110300rav,crd,JeffA.00,qb_hits,0,,,,,
player,201110300rav,crd,JeffA.00,fumbles_rec,0,,,,,
player,201110300rav,crd,JeffA.00,fumbles_rec_yds,0,,,,,
player,201110300rav,crd,JeffA.00,fumbles_rec_td,0,,,,,
player,201110300rav,crd,JeffA.00,fumbles_forced,0,,,,,
player,201110300rav,crd,WilsAd99,def_int,0,,,,,
player,201110300rav,crd,WilsAd99,def_int_yds,0,,,,,
player,201110300rav,crd,WilsAd99,def_int_td,0,,,,,
player,201110300rav,crd,WilsAd99,def_int_long,0,,,,,
player,201110300rav,crd,WilsAd99,pass_defended,2,,,,,
player,201110300rav,crd,WilsAd99,sacks,0.0,,,,,
player,201110300rav,crd,WilsAd99,tackles_combined,5,,,,,
player,201110300rav,crd,WilsAd99,tackles_solo,4,,,,,
player,201110300rav,crd,WilsAd99,tackles_assists,1,,,,,
player,201110300rav,crd,WilsAd99,tackles_loss,0,,,,,
player,201110300rav,crd,WilsAd99,qb_hits,0,,,,,
player,201110300rav,crd,WilsAd99,fumbles_rec,0,,,,,
player,201110300rav,crd,WilsAd99,fumbles_rec_yds,0,,,,,
player,201110300rav,crd,WilsAd99,fumbles_rec_td,0,,,,,
player,201110300rav,crd,WilsAd99,fumbles_forced,0,,,,,
player,201110300rav,crd,HaggCl20,def_int,0,,,,,
player,201110300rav,crd,HaggCl20,def_int_yds,0,,,,,
player,201110300rav,crd,HaggCl20,def_int_td,0,,,,,
player,201110300rav,crd,HaggCl20,def_int_long,0,,,,,
player,201110300rav,crd,HaggCl20,pass_defended,0,,,,,
player,201110300rav,crd,HaggCl20,sacks,0.0,,,,,
player,201110300rav,crd,HaggCl20,tackles_combined,4,,,,,
player,201110300rav,crd,HaggCl20,tackles_solo,1,,,,,
player,201110300rav,crd,HaggCl20,tackles_assists,3,,,,,
player,201110300rav,crd,HaggCl20,tackles_loss,0,,,,,
player,201110300rav,crd,HaggCl20,qb_hits,0,,,,,
player,201110300rav,crd,HaggCl20,fumbles_rec,0,,,,,
player,201110300rav,crd,HaggCl20,fumbles_rec_yds,0,,,,,
player,201110300rav,crd,HaggCl20,fumbles_rec_td,0,,,,,
player,201110300rav,crd,HaggCl20,fumbles_forced,0,,,,,
player,201110300rav,crd,DockDa20,def_int,0,,,,,
player,201110300rav,crd,DockDa20,def_int_yds,0,,,,,
player,201110300rav,crd,DockDa20,def_int_td,0,,,,,
player,201110300rav,crd,DockDa20,def_int_long,0,,,,,
player,201110300rav,crd,DockDa20,pass_defended,0,,,,,
player,201110300rav,crd,DockDa20,sacks,0.0,,,,,
player,201110300rav,crd,DockDa20,tackles_combined,3,,,,,
player,201110300rav,crd,DockDa20,tackles_solo,2,,,,,
player,201110300rav,crd,DockDa20,tackles_assists,1,,,,,
player,201110300rav,crd,DockDa20,tackles_loss,2,,,,,
player,201110300rav,crd,DockDa20,qb_hits,0,,,,,
player,201110300rav,crd,DockDa20,fumbles_rec,1,,,,,
player,201110300rav,crd,DockDa20,fumbles_rec_yds,0,,,,,
player,201110300rav,crd,DockDa20,fumbles_rec_td,0,,,,,
player,201110300rav,crd,DockDa20,fumbles_forced,0,,,,,
player,201110300rav,crd,WillDa99,def_int,0,,,,,
player,201110300rav,crd,WillDa99,def_int_yds,0,,,,,
player,201110300rav,crd,WillDa99,def_int_td,0,,,,,
player,201110300rav,crd,WillDa99,def_int_long,0,,,,,
player,201110300rav,crd,WillDa99,pass_defended,0,,,,,
player,201110300rav,crd,WillDa99,sacks,0.0,,,,,
player,201110300rav,crd,WillDa99,tackles_combined,3,,,,,
player,201110300rav,crd,WillDa99,tackles_solo,2,,,,,
player,201110300rav,crd,WillDa99,tackles_assists,1,,,,,
player,201110300rav,crd,WillDa99,tackles_loss,0,,,,,
player,201110300rav,crd,WillDa99,qb_hits,0,,,,,
player,201110300rav,crd,WillDa99,fumbles_rec,0,,,,,
player,201110300rav,crd,WillDa99,fumbles_rec_yds,0,,,,,
player,201110300rav,crd,WillDa99,fumbles_rec_td,0,,,,,
player,201110300rav,crd,WillDa99,fumbles_forced,0,,,,,
player,201110300rav,crd,BradSt99,def_int,0,,,,,
player,201110300rav,crd,BradSt99,def_int_yds,0,,,,,
player,201110300rav,crd,BradSt99,def_int_td,0,,,,,
player,201110300rav,crd,BradSt99,def_int_long,0,,,,,
player,201110300rav,crd,BradSt99,pass_defended,0,,,,,
player,201110300rav,crd,BradSt99,sacks,0.0,,,,,
player,201110300rav,crd,BradSt99,tackles_combined,2,,,,,
player,201110300rav,crd,BradSt99,tackles_solo,2,,,,,
player,201110300rav,crd,BradSt99,tackles_assists,0,,,,,
player,201110300rav,crd,BradSt99,tackles_loss,0,,,,,
player,201110300rav,crd,BradSt99,qb_hits,0,,,,,
player,201110300rav,crd,BradSt99,fumbles_rec,0,,,,,
player,201110300rav,crd,BradSt99,fumbles_rec_yds,0,,,,,
player,201110300rav,crd,BradSt99,fumbles_rec_td,0,,,,,
player,201110300rav,crd,BradSt99,fumbles_forced,0,,,,,
player,201110300rav,crd,AbduHa20,def_int,0,,,,,
player,201110300rav,crd,AbduHa20,def_int_yds,0,,,,,
player,201110300rav,crd,AbduHa20,def_int_td,0,,,,,
player,201110300rav,crd,AbduHa20,def_int_long,0,,,,,
player,201110300rav,crd,AbduHa20,pass_defended,0,,,,,
player,201110300rav,crd,AbduHa20,sacks,0.0,,,,,
player,201110300rav,crd,AbduHa20,tackles_combined,1,,,,,
player,201110300rav,crd,AbduHa20,tackles_solo,1,,,,,
player,201110300rav,crd,AbduHa20,tackles_assists,0,,,,,
player,201110300rav,crd,AbduHa20,tackles_loss,0,,,,,
player,201110300rav,crd,AbduHa20,qb_hits,0,,,,,
player,201110300rav,crd,AbduHa20,fumbles_rec,0,,,,,
player,201110300rav,crd,AbduHa20,fumbles_rec_yds,0,,,,,
player,201110300rav,crd,AbduHa20,fumbles_rec_td,0,,,,,
player,201110300rav,crd,AbduHa20,fumbles_forced,0,,,,,
player,201110300rav,crd,CartDa01,def_int,0,,,,,
player,201110300rav,crd,CartDa01,def_int_yds,0,,,,,
player,201110300rav,crd,CartDa01,def_int_td,0,,,,,
player,201110300rav,crd,CartDa01,def_int_long,0,,,,,
player,201110300rav,crd,CartDa01,pass_defended,1,,,,,
player,201110300rav,crd,CartDa01,sacks,0.0,,,,,
player,201110300rav,crd,CartDa01,tackles_combined,1,,,,,
player,201110300rav,crd,CartDa01,tackles_solo,1,,,,,
player,201110300rav,crd,CartDa01,tackles_assists,0,,,,,
player,201110300rav,crd,CartDa01,tackles_loss,0,,,,,
player,201110300rav,crd,CartDa01,qb_hits,0,,,,,
player,201110300rav,crd,CartDa01,fumbles_rec,0,,,,,
player,201110300rav,crd,CartDa01,fumbles_rec_yds,0,,,,,
player,201110300rav,crd,CartDa01,fumbles_rec_td,0,,,,,
player,201110300rav,crd,CartDa01,fumbles_forced,0,,,,,
player,201110300rav,crd,ConsSe20,def_int,0,,,,,
player,201110300rav,crd,ConsSe20,def_int_yds,0,,,,,
player,201110300rav,crd,ConsSe20,def_int_td,0,,,,,
player,201110300rav,crd,ConsSe20,def_int_long,0,,,,,
player,201110300rav,crd,ConsSe20,pass_defended,0,,,,,
player,201110300rav,crd,ConsSe20,sacks,0.0,,,,,
player,201110300rav,crd,ConsSe20,tackles_combined,1,,,,,
player,201110300rav,crd,ConsSe20,tackles_solo,1,,,,,
player,201110300rav,crd,ConsSe20,tackles_assists,0,,,,,
player,201110300rav,crd,ConsSe20,tackles_loss,0,,,,,
player,201110300rav,crd,ConsSe20,qb_hits,0,,,,,
player,201110300rav,crd,ConsSe20,fumbles_rec,0,,,,,
player,201110300rav,crd,ConsSe20,fumbles_rec_yds,0,,,,,
player,201110300rav,crd,ConsSe20,fumbles_rec_td,0,,,,,
player,201110300rav,crd,ConsSe20,fumbles_forced,0,,,,,
player,201110300rav,crd,DrayJi00,def_int,0,,,,,
player,201110300rav,crd,DrayJi00,def_int_yds,0,,,,,
player,201110300rav,crd,DrayJi00,def_int_td,0,,,,,
player,201110300rav,crd,DrayJi00,def_int_long,0,,,,,
player,201110300rav,crd,DrayJi00,pass_defended,0,,,,,
player,201110300rav,crd,DrayJi00,sacks,0.0,,,,,
player,201110300rav,crd,DrayJi00,tackles_combined,1,,,,,
player,201110300rav,crd,DrayJi00,tackles_solo,1,,,,,
player,201110300rav,crd,DrayJi00,tackles_assists,0,,,,,
player,201110300rav,crd,DrayJi00,tackles_loss,0,,,,,
player,201110300rav,crd,DrayJi00,qb_hits,0,,,,,
player,201110300rav,crd,DrayJi00,fumbles_rec,0,,,,,
player,201110300rav,crd,DrayJi00,fumbles_rec_yds,0,,,,,
player,201110300rav,crd,DrayJi00,fumbles_rec_td,0,,,,,
player,201110300rav,crd,DrayJi00,fumbles_forced,0,,,,,
player,201110300rav,crd,HollVo20,def_int,0,,,,,
player,201110300rav,crd,HollVo20,def_int_yds,0,,,,,
player,201110300rav,crd,HollVo20,def_int_td,0,,,,,
player,201110300rav,crd,HollVo20,def_int_long,0,,,,,
player,201110300rav,crd,HollVo20,pass_defended,0,,,,,
player,201110300rav,crd,HollVo20,sacks,0.0,,,,,
player,201110300rav,crd,HollVo20,tackles_combined,1,,,,,
player,201110300rav,crd,HollVo20,tackles_solo,1,,,,,
player,201110300rav,crd,HollVo20,tackles_assists,0,,,,,
player,201110300rav,crd,HollVo20,tackles_loss,0,,,,,
player,201110300rav,crd,HollVo20,qb_hits,0,,,,,
player,201110300rav,crd,HollVo20,fumbles_rec,0,,,,,
player,201110300rav,crd,HollVo20,fumbles_rec_yds,0,,,,,
player,201110300rav,crd,HollVo20,fumbles_rec_td,0,,,,,
player,201110300rav,crd,HollVo20,fumbles_forced,0,,,,,
player,201110300rav,crd,SmitAl22,def_int,0,,,,,
player,201110300rav,crd,SmitAl22,def_int_yds,0,,,,,
player,201110300rav,crd,SmitAl22,def_int_td,0,,,,,
player,201110300rav,crd,SmitAl22,def_int_long,0,,,,,
player,201110300rav,crd,SmitAl22,pass_defended,0,,,,,
player,201110300rav,crd,SmitAl22,sacks,0.0,,,,,
player,201110300rav,crd,SmitAl22,tackles_combined,1,,,,,
player,201110300rav,crd,SmitAl22,tackles_solo,1,,,,,
player,201110300rav,crd,SmitAl22,tackles_assists,0,,,,,
player,201110300rav,crd,SmitAl22,tackles_loss,0,,,,,
player,201110300rav,crd,SmitAl22,qb_hits,0,,,,,
player,201110300rav,crd,SmitAl22,fumbles_rec,0,,,,,
player,201110300rav,crd,SmitAl22,fumbles_rec_yds,0,,,,,
player,201110300rav,crd,SmitAl22,fumbles_rec_td,0,,,,,
player,201110300rav,crd,SmitAl22,fumbles_forced,0,,,,,
player,201110300rav,crd,WalkRe00,def_int,0,,,,,
player,201110300rav,crd,WalkRe00,def_int_yds,0,,,,,
player,201110300rav,crd,WalkRe00,def_int_td,0,,,,,
player,201110300rav,crd,WalkRe00,def_int_long,0,,,,,
player,201110300rav,crd,WalkRe00,pass_defended,0,,,,,
player,201110300rav,crd,WalkRe00,sacks,0.0,,,,,
player,201110300rav,crd,WalkRe00,tackles_combined,1,,,,,
player,201110300rav,crd,WalkRe00,tackles_solo,1,,,,,
player,201110300rav,crd,WalkRe00,tackles_assists,0,,,,,
player,201110300rav,crd,WalkRe00,tackles_loss,0,,,,,
player,201110300rav,crd,WalkRe00,qb_hits,0,,,,,
player,201110300rav,crd,WalkRe00,fumbles_rec,0,,,,,
player,201110300rav,crd,WalkRe00,fumbles_rec_yds,0,,,,,
player,201110300rav,crd,WalkRe00,fumbles_rec_td,0,,,,,
player,201110300rav,crd,WalkRe00,fumbles_forced,0,,,,,
player,201110300rav,crd,PetePa00,def_int,0,,,,,
player,201110300rav,crd,PetePa00,def_int_yds,0,,,,,
player,201110300rav,crd,PetePa00,def_int_td,0,,,,,
player,201110300rav,crd,PetePa00,def_int_long,0,,,,,
player,201110300rav,crd,PetePa00,pass_defended,2,,,,,
player,201110300rav,crd,PetePa00,sacks,0.0,,,,,
player,201110300rav,crd,PetePa00,tackles_combined,0,,,,,
player,201110300rav,crd,PetePa00,tackles_solo,0,,,,,
player,201110300rav,crd,PetePa00,tackles_assists,0,,,,,
player,201110300rav,crd,PetePa00,tackles_loss,0,,,,,
player,201110300rav,crd,PetePa00,qb_hits,0,,,,,
player,201110300rav,crd,PetePa00,fumbles_rec,0,,,,,
player,201110300rav,crd,PetePa00,fumbles_rec_yds,0,,,,,
player,201110300rav,crd,PetePa00,fumbles_rec_td,0,,,,,
player,201110300rav,crd,PetePa00,fumbles_forced,0,,,,,
player,201110300rav,rav,McClJa01,def_int,1,,,,,
player,201110300rav,rav,McClJa01,def_int_yds,8,,,,,
player,201110300rav,rav,McClJa01,def_int_td,0,,,,,
player,201110300rav,rav,McClJa01,def_int_long,8,,,,,
player,201110300rav,rav,McClJa01,pass_defended,1,,,,,
player,201110300rav,rav,McClJa01,sacks,0.0,,,,,
player,201110300rav,rav,McClJa01,tackles_combined,5,,,,,
player,201110300rav,rav,McClJa01,tackles_solo,3,,,,,
player,201110300rav,rav,McClJa01,tackles_assists,2,,,,,
player,201110300rav,rav,McClJa01,tackles_loss,0,,,,,
player,201110300rav,rav,McClJa01,qb_hits,0,,,,,
player,201110300rav,rav,McClJa01,fumbles_rec,0,,,,,
player,201110300rav,rav,McClJa01,fumbles_rec_yds,0,,,,,
player,201110300rav,rav,McClJa01,fumbles_rec_td,0,,,,,
player,201110300rav,rav,McClJa01,fumbles_forced,0,,,,,
player,201110300rav,rav,KrugPa99,def_int,0,,,,,
player,201110300rav,rav,KrugPa99,def_int_yds,0,,,,,
player,201110300rav,rav,KrugPa99,def_int_td,0,,,,,
player,201110300rav,rav,KrugPa99,def_int_long,0,,,,,
player,201110300rav,rav,KrugPa99,pass_defended,0,,,,,
player,201110300rav,rav,KrugPa99,sacks,2.0,,,,,
player,201110300rav,rav,KrugPa99,tackles_combined,2,,,,,
player,201110300rav,rav,KrugPa99,tackles_solo,2,,,,,
player,201110300rav,rav,KrugPa99,tackles_assists,0,,,,,
player,201110300rav,rav,KrugPa99,tackles_loss,2,,,,,
player,201110300rav,rav,KrugPa99,qb_hits,2,,,,,
player,201110300rav,rav,KrugPa99,fumbles_rec,0,,,,,
player,201110300rav,rav,KrugPa99,fumbles_rec_yds,0,,,,,
player,201110300rav,rav,KrugPa99,fumbles_rec_td,0,,,,,
player,201110300rav,rav,KrugPa99,fumbles_forced,0,,,,,
player,201110300rav,rav,SuggTe99,def_int,0,,,,,
player,201110300rav,rav,SuggTe99,def_int_yds,0,,,,,
player,201110300rav,rav,SuggTe99,def_int_td,0,,,,,
player,201110300rav,rav,SuggTe99,def_int_long,0,,,,,
player,201110300rav,rav,SuggTe99,pass_defended,0,,,,,
player,201110300rav,rav,SuggTe99,sacks,1.0,,,,,
player,201110300rav,rav,SuggTe99,tackles_combined,13,,,,,
player,201110300rav,rav,SuggTe99,tackles_solo,9,,,,,
player,201110300rav,rav,SuggTe99,tackles_assists,4,,,,,
player,201110300rav,rav,SuggTe99,tackles_loss,4,,,,,
player,201110300rav,rav,SuggTe99,qb_hits,2,,,,,
player,201110300rav,rav,SuggTe99,fumbles_rec,0,,,,,
player,201110300rav,rav,SuggTe99,fumbles_rec_yds,0,,,,,
player,201110300rav,rav,SuggTe99,fumbles_rec_td,0,,,,,
player,201110300rav,rav,SuggTe99,fumbles_forced,0,,,,,
player,201110300rav,rav,JohnJa23,def_int,0,,,,,
player,201110300rav,rav,JohnJa23,def_int_yds,0,,,,,
player,201110300rav,rav,JohnJa23,def_int_td,0,,,,,
player,201110300rav,rav,JohnJa23,def_int_long,0,,,,,
player,201110300rav,rav,JohnJa23,pass_defended,0,,,,,
player,201110300rav,rav,JohnJa23,sacks,1.0,,,,,
player,201110300rav,rav,JohnJa23,tackles_combined,6,,,,,
player,201110300rav,rav,JohnJa23,tackles_solo,6,,,,,
player,201110300rav,rav,JohnJa23,tackles_assists,0,,,,,
player,201110300rav,rav,JohnJa23,tackles_loss,1,,,,,
player,201110300rav,rav,JohnJa23,qb_hits,1,,,,,
player,201110300rav,rav,JohnJa23,fumbles_rec,0,,,,,
player,201110300rav,rav,JohnJa23,fumbles_rec_yds,0,,,,,
player,201110300rav,rav,JohnJa23,fumbles_rec_td,0,,,,,
player,201110300rav,rav,JohnJa23,fumbles_forced,1,,,,,
player,201110300rav,rav,PollBe20,def_int,0,,,,,
player,201110300rav,rav,PollBe20,def_int_yds,0,,,,,
player,201110300rav,rav,PollBe20,def_int_td,0,,,,,
player,201110300rav,rav,PollBe20,def_int_long,0,,,,,
player,201110300rav,rav,PollBe20,pass_defended,0,,,,,
player,201110300rav,rav,PollBe20,sacks,1.0,,,,,
player,201110300rav,rav,PollBe20,tackles_combined,5,,,,,
player,201110300rav,rav,PollBe20,tackles_solo,4,,,,,
player,201110300rav,rav,PollBe20,tackles_assists,1,,,,,
player,201110300rav,rav,PollBe20,tackles_loss,1,,,,,
player,201110300rav,rav,PollBe20,qb_hits,1,,,,,
player,201110300rav,rav,PollBe20,fumbles_rec,0,,,,,
player,201110300rav,rav,PollBe20,fumbles_rec_yds,0,,,,,
player,201110300rav,rav,PollBe20,fumbles_rec_td,0,,,,,
player,201110300rav,rav,PollBe20,fumbles_forced,0,,,,,
player,201110300rav,rav,CarrCh22,def_int,0,,,,,
player,201110300rav,rav,CarrCh22,def_int_yds,0,,,,,
player,201110300rav,rav,CarrCh22,def_int_td,0,,,,,
player,201110300rav,rav,CarrCh22,def_int_long,0,,,,,
player,201110300rav,rav,CarrCh22,pass_defended,0,,,,,
player,201110300rav,rav,CarrCh22,sacks,1.0,,,,,
player,201110300rav,rav,CarrCh22,tackles_combined,3,,,,,
player,201110300rav,rav,CarrCh22,tackles_solo,2,,,,,
player,201110300rav,rav,CarrCh22,tackles_assists,1,,,,,
player,201110300rav,rav,CarrCh22,tackles_loss,1,,,,,
player,201110300rav,rav,CarrCh22,qb_hits,1,,,,,
player,201110300rav,rav,CarrCh22,fumbles_rec,0,,,,,
player,201110300rav,rav,CarrCh22,fumbles_rec_yds,0,,,,,
player,201110300rav,rav,CarrCh22,fumbles_rec_td,0,,,,,
player,201110300rav,rav,CarrCh22,fumbles_forced,0,,,,,
player,201110300rav,rav,LewiRa00,def_int,0,,,,,
player,201110300rav,rav,LewiRa00,def_int_yds,0,,,,,
player,201110300rav,rav,LewiRa00,def_int_td,0,,,,,
player,201110300rav,rav,LewiRa00,def_int_long,0,,,,,
player,201110300rav,rav,LewiRa00,pass_defended,1,,,,,
player,201110300rav,rav,LewiRa00,sacks,0.0,,,,,
player,201110300rav,rav,LewiRa00,tackles_combined,5,,,,,
player,201110300rav,rav,LewiRa00,tackles_solo,3,,,,,
player,201110300rav,rav,LewiRa00,tackles_assists,2,,,,,
player,201110300rav,rav,LewiRa00,tackles_loss,0,,,,,
player,201110300rav,rav,LewiRa00,qb_hits,1,,,,,
player,201110300rav,rav,LewiRa00,fumbles_rec,0,,,,,
player,201110300rav,rav,LewiRa00,fumbles_rec_yds,0,,,,,
player,201110300rav,rav,LewiRa00,fumbles_rec_td,0,,,,,
player,201110300rav,rav,LewiRa00,fumbles_forced,0,,,,,
player,201110300rav,rav,NgatHa20,def_int,0,,,,,
player,201110300rav,rav,NgatHa20,def_int_yds,0,,,,,
player,201110300rav,rav,NgatHa20,def_int_td,0,,,,,
player,201110300rav,rav,NgatHa20,def_int_long,0,,,,,
player,201110300rav,rav,NgatHa20,pass_defended,0,,,,,
player,201110300rav,rav,NgatHa20,sacks,0.0,,,,,
player,201110300rav,rav,NgatHa20,tackles_combined,4,,,,,
player,201110300rav,rav,NgatHa20,tackles_solo,4,,,,,
player,201110300rav,rav,NgatHa20,tackles_assists,0,,,,,
player,201110300rav,rav,NgatHa20,tackles_loss,0,,,,,
player,201110300rav,rav,NgatHa20,qb_hits,1,,,,,
player,201110300rav,rav,NgatHa20,fumbles_rec,0,,,,,
player,201110300rav,rav,NgatHa20,fumbles_rec_yds,0,,,,,
player,201110300rav,rav,NgatHa20,fumbles_rec_td,0,,,,,
player,201110300rav,rav,NgatHa20,fumbles_forced,0,,,,,
player,201110300rav,rav,ReedEd00,def_int,0,,,,,
player,201110300rav,rav,ReedEd00,def_int_yds,0,,,,,
player,201110300rav,rav,ReedEd00,def_int_td,0,,,,,
player,201110300rav,rav,ReedEd00,def_int_long,0,,,,,
player,201110300rav,rav,ReedEd00,pass_defended,0,,,,,
player,201110300rav,rav,ReedEd00,sacks,0.0,,,,,
player,201110300rav,rav,ReedEd00,tackles_combined,4,,,,,
player,201110300rav,rav,ReedEd00,tackles_solo,4,,,,,
player,201110300rav,rav,ReedEd00,tackles_assists,0,,,,,
player,201110300rav,rav,ReedEd00,tackles_loss,0,,,,,
player,201110300rav,rav,ReedEd00,qb_hits,0,,,,,
player,201110300rav,rav,ReedEd00,fumbles_rec,0,,,,,
player,201110300rav,rav,ReedEd00,fumbles_rec_yds,0,,,,,
player,201110300rav,rav,ReedEd00,fumbles_rec_td,0,,,,,
player,201110300rav,rav,ReedEd00,fumbles_forced,0,,,,,
player,201110300rav,rav,WillCa99,def_int,0,,,,,
player,201110300rav,rav,WillCa99,def_int_yds,0,,,,,
player,201110300rav,rav,WillCa99,def_int_td,0,,,,,
player,201110300rav,rav,WillCa99,def_int_long,0,,,,,
player,201110300rav,rav,WillCa99,pass_defended,1,,,,,
player,201110300rav,rav,WillCa99,sacks,0.0,,,,,
player,201110300rav,rav,WillCa99,tackles_combined,3,,,,,
player,201110300rav,rav,WillCa99,tackles_solo,2,,,,,
player,201110300rav,rav,WillCa99,tackles_assists,1,,,,,
player,201110300rav,rav,WillCa99,tackles_loss,0,,,,,
player,201110300rav,rav,WillCa99,qb_hits,0,,,,,
player,201110300rav,rav,WillCa99,fumbles_rec,0,,,,,
player,201110300rav,rav,WillCa99,fumbles_rec_yds,0,,,,,
player,201110300rav,rav,WillCa99,fumbles_rec_td,0,,,,,
player,201110300rav,rav,WillCa99,fumbles_forced,0,,,,,
player,201110300rav,rav,McClAl00,def_int,0,,,,,
player,201110300rav,rav,McClAl00,def_int_yds,0,,,,,
player,201110300rav,rav,McClAl00,def_int_td,0,,,,,
player,201110300rav,rav,McClAl00,def_int_long,0,,,,,
player,201110300rav,rav,McClAl00,pass_defended,0,,,,,
player,201110300rav,rav,McClAl00,sacks,0.0,,,,,
player,201110300rav,rav,McClAl00,tackles_combined,2,,,,,
player,201110300rav,rav,McClAl00,tackles_solo,2,,,,,
player,201110300rav,rav,McClAl00,tackles_assists,0,,,,,
player,201110300rav,rav,McClAl00,tackles_loss,0,,,,,
player,201110300rav,rav,McClAl00,qb_hits,0,,,,,
player,201110300rav,rav,McClAl00,fumbles_rec,0,,,,,
player,201110300rav,rav,McClAl00,fumbles_rec_yds,0,,,,,
player,201110300rav,rav,McClAl00,fumbles_rec_td,0,,,,,
