game,2011,15,20111217,201112170tam,dal,"Dallas Cowboys",31,tam,"Tampa Bay Buccaneers",15
player,201112170tam,dal,SpenAn99,tackles_assists,0,,,,,
player,201112170tam,dal,SpenAn99,tackles_loss,0,,,,,
player,201112170tam,dal,SpenAn99,qb_hits,1,,,,,
player,201112170tam,dal,SpenAn99,fumbles_rec,0,,,,,
player,201112170tam,dal,SpenAn99,fumbles_rec_yds,0,,,,,
player,201112170tam,dal,SpenAn99,fumbles_rec_td,0,,,,,
player,201112170tam,dal,SpenAn99,fumbles_forced,1,,,,,
player,201112170tam,dal,BrooKe00,def_int,0,,,,,
player,201112170tam,dal,BrooKe00,def_int_yds,0,,,,,
player,201112170tam,dal,BrooKe00,def_int_td,0,,,,,
player,201112170tam,dal,BrooKe00,def_int_long,0,,,,,
player,201112170tam,dal,BrooKe00,pass_defended,0,,,,,
player,201112170tam,dal,BrooKe00,sacks,0.0,,,,,
player,201112170tam,dal,BrooKe00,tackles_combined,3,,,,,
player,201112170tam,dal,BrooKe00,tackles_solo,3,,,,,
player,201112170tam,dal,BrooKe00,tackles_assists,0,,,,,
player,201112170tam,dal,BrooKe00,tackles_loss,0,,,,,
player,201112170tam,dal,BrooKe00,qb_hits,0,,,,,
player,201112170tam,dal,BrooKe00,fumbles_rec,0,,,,,
player,201112170tam,dal,BrooKe00,fumbles_rec_yds,0,,,,,
player,201112170tam,dal,BrooKe00,fumbles_rec_td,0,,,,,
player,201112170tam,dal,BrooKe00,fumbles_forced,0,,,,,
player,201112170tam,dal,NewmTe20,def_int,0,,,,,
player,201112170tam,dal,NewmTe20,def_int_yds,0,,,,,
player,201112170tam,dal,NewmTe20,def_int_td,0,,,,,
player,201112170tam,dal,NewmTe20,def_int_long,0,,,,,
player,201112170tam,dal,NewmTe20,pass_defended,0,,,,,
player,201112170tam,dal,NewmTe20,sacks,0.0,,,,,
player,201112170tam,dal,NewmTe20,tackles_combined,3,,,,,
player,201112170tam,dal,NewmTe20,tackles_solo,3,,,,,
player,201112170tam,dal,NewmTe20,tackles_assists,0,,,,,
player,201112170tam,dal,NewmTe20,tackles_loss,0,,,,,
player,201112170tam,dal,NewmTe20,qb_hits,0,,,,,
player,201112170tam,dal,NewmTe20,fumbles_rec,0,,,,,
player,201112170tam,dal,NewmTe20,fumbles_rec_yds,0,,,,,
player,201112170tam,dal,NewmTe20,fumbles_rec_td,0,,,,,
player,201112170tam,dal,NewmTe20,fumbles_forced,0,,,,,
player,201112170tam,dal,AlbrAl00,def_int,0,,,,,
player,201112170tam,dal,AlbrAl00,def_int_yds,0,,,,,
player,201112170tam,dal,AlbrAl00,def_int_td,0,,,,,
player,201112170tam,dal,AlbrAl00,def_int_long,0,,,,,
player,201112170tam,dal,AlbrAl00,pass_defended,0,,,,,
player,201112170tam,dal,AlbrAl00,sacks,0.0,,,,,
player,201112170tam,dal,AlbrAl00,tackles_combined,2,,,,,
player,201112170tam,dal,AlbrAl00,tackles_solo,2,,,,,
player,201112170tam,dal,AlbrAl00,tackles_assists,0,,,,,
player,201112170tam,dal,AlbrAl00,tackles_loss,0,,,,,
player,201112170tam,dal,AlbrAl00,qb_hits,0,,,,,
player,201112170tam,dal,AlbrAl00,fumbles_rec,0,,,,,
player,201112170tam,dal,AlbrAl00,fumbles_rec_yds,0,,,,,
player,201112170tam,dal,AlbrAl00,fumbles_rec_td,0,,,,,
player,201112170tam,dal,AlbrAl00,fumbles_forced,0,,,,,
player,201112170tam,dal,ButlVi99,def_int,0,,,,,
player,201112170tam,dal,ButlVi99,def_int_yds,0,,,,,
player,201112170tam,dal,ButlVi99,def_int_td,0,,,,,
player,201112170tam,dal,ButlVi99,def_int_long,0,,,,,
player,201112170tam,dal,ButlVi99,pass_defended,0,,,,,
player,201112170tam,dal,ButlVi99,sacks,0.0,,,,,
player,201112170tam,dal,ButlVi99,tackles_combined,2,,,,,
player,201112170tam,dal,ButlVi99,tackles_solo,2,,,,,
player,201112170tam,dal,ButlVi99,tackles_assists,0,,,,,
player,201112170tam,dal,ButlVi99,tackles_loss,0,,,,,
player,201112170tam,dal,ButlVi99,qb_hits,0,,,,,
player,201112170tam,dal,ButlVi99,fumbles_rec,0,,,,,
player,201112170tam,dal,ButlVi99,fumbles_rec_yds,0,,,,,
player,201112170tam,dal,ButlVi99,fumbles_rec_td,0,,,,,
player,201112170tam,dal,ButlVi99,fumbles_forced,0,,,,,
player,201112170tam,dal,HatcJa20,def_int,0,,,,,
player,201112170tam,dal,HatcJa20,def_int_yds,0,,,,,
player,201112170tam,dal,HatcJa20,def_int_td,0,,,,,
player,201112170tam,dal,HatcJa20,def_int_long,0,,,,,
player,201112170tam,dal,HatcJa20,pass_defended,0,,,,,
player,201112170tam,dal,HatcJa20,sacks,0.0,,,,,
player,201112170tam,dal,HatcJa20,tackles_combined,2,,,,,
player,201112170tam,dal,HatcJa20,tackles_solo,1,,,,,
player,201112170tam,dal,HatcJa20,tackles_assists,1,,,,,
player,201112170tam,dal,HatcJa20,tackles_loss,0,,,,,
player,201112170tam,dal,HatcJa20,qb_hits,1,,,,,
player,201112170tam,dal,HatcJa20,fumbles_rec,0,,,,,
player,201112170tam,dal,HatcJa20,fumbles_rec_yds,0,,,,,
player,201112170tam,dal,HatcJa20,fumbles_rec_td,0,,,,,
player,201112170tam,dal,HatcJa20,fumbles_forced,0,,,,,
player,201112170tam,dal,LeexSe99,def_int,0,,,,,
player,201112170tam,dal,LeexSe99,def_int_yds,0,,,,,
player,201112170tam,dal,LeexSe99,def_int_td,0,,,,,
player,201112170tam,dal,LeexSe99,def_int_long,0,,,,,
player,201112170tam,dal,LeexSe99,pass_defended,0,,,,,
player,201112170tam,dal,LeexSe99,sacks,0.0,,,,,
player,201112170tam,dal,LeexSe99,tackles_combined,2,,,,,
player,201112170tam,dal,LeexSe99,tackles_solo,2,,,,,
player,201112170tam,dal,LeexSe99,tackles_assists,0,,,,,
player,201112170tam,dal,LeexSe99,tackles_loss,1,,,,,
player,201112170tam,dal,LeexSe99,qb_hits,0,,,,,
player,201112170tam,dal,LeexSe99,fumbles_rec,0,,,,,
player,201112170tam,dal,LeexSe99,fumbles_rec_yds,0,,,,,
player,201112170tam,dal,LeexSe99,fumbles_rec_td,0,,,,,
player,201112170tam,dal,LeexSe99,fumbles_forced,0,,,,,
player,201112170tam,dal,SpeaMa21,def_int,0,,,,,
player,201112170tam,dal,SpeaMa21,def_int_yds,0,,,,,
player,201112170tam,dal,SpeaMa21,def_int_td,0,,,,,
player,201112170tam,dal,SpeaMa21,def_int_long,0,,,,,
player,201112170tam,dal,SpeaMa21,pass_defended,1,,,,,
player,201112170tam,dal,SpeaMa21,sacks,0.0,,,,,
player,201112170tam,dal,SpeaMa21,tackles_combined,2,,,,,
player,201112170tam,dal,SpeaMa21,tackles_solo,2,,,,,
player,201112170tam,dal,SpeaMa21,tackles_assists,0,,,,,
player,201112170tam,dal,SpeaMa21,tackles_loss,0,,,,,
player,201112170tam,dal,SpeaMa21,qb_hits,0,,,,,
player,201112170tam,dal,SpeaMa21,fumbles_rec,0,,,,,
player,201112170tam,dal,SpeaMa21,fumbles_rec_yds,0,,,,,
player,201112170tam,dal,SpeaMa21,fumbles_rec_td,0,,,,,
player,201112170tam,dal,SpeaMa21,fumbles_forced,0,,,,,
player,201112170tam,dal,WalkFr20,def_int,0,,,,,
player,201112170tam,dal,WalkFr20,def_int_yds,0,,,,,
player,201112170tam,dal,WalkFr20,def_int_td,0,,,,,
player,201112170tam,dal,WalkFr20,def_int_long,0,,,,,
player,201112170tam,dal,WalkFr20,pass_defended,0,,,,,
player,201112170tam,dal,WalkFr20,sacks,0.0,,,,,
player,201112170tam,dal,WalkFr20,tackles_combined,2,,,,,
player,201112170tam,dal,WalkFr20,tackles_solo,1,,,,,
player,201112170tam,dal,WalkFr20,tackles_assists,1,,,,,
player,201112170tam,dal,WalkFr20,tackles_loss,0,,,,,
player,201112170tam,dal,WalkFr20,qb_hits,0,,,,,
player,201112170tam,dal,WalkFr20,fumbles_rec,0,,,,,
player,201112170tam,dal,WalkFr20,fumbles_rec_yds,0,,,,,
player,201112170tam,dal,WalkFr20,fumbles_rec_td,0,,,,,
player,201112170tam,dal,WalkFr20,fumbles_forced,0,,,,,
player,201112170tam,dal,BallAl99,def_int,0,,,,,
player,201112170tam,dal,BallAl99,def_int_yds,0,,,,,
player,201112170tam,dal,BallAl99,def_int_td,0,,,,,
player,201112170tam,dal,BallAl99,def_int_long,0,,,,,
player,201112170tam,dal,BallAl99,pass_defended,0,,,,,
player,201112170tam,dal,BallAl99,sacks,0.0,,,,,
player,201112170tam,dal,BallAl99,tackles_combined,1,,,,,
player,201112170tam,dal,BallAl99,tackles_solo,1,,,,,
player,201112170tam,dal,BallAl99,tackles_assists,0,,,,,
player,201112170tam,dal,BallAl99,tackles_loss,0,,,,,
player,201112170tam,dal,BallAl99,qb_hits,0,,,,,
player,201112170tam,dal,BallAl99,fumbles_rec,0,,,,,
player,201112170tam,dal,BallAl99,fumbles_rec_yds,0,,,,,
player,201112170tam,dal,BallAl99,fumbles_rec_td,0,,,,,
player,201112170tam,dal,BallAl99,fumbles_forced,0,,,,,
player,201112170tam,dal,ColeKe20,def_int,0,,,,,
player,201112170tam,dal,ColeKe20,def_int_yds,0,,,,,
player,201112170tam,dal,ColeKe20,def_int_td,0,,,,,
player,201112170tam,dal,ColeKe20,def_int_long,0,,,,,
player,201112170tam,dal,ColeKe20,pass_defended,0,,,,,
player,201112170tam,dal,ColeKe20,sacks,0.0,,,,,
player,201112170tam,dal,ColeKe20,tackles_combined,1,,,,,
player,201112170tam,dal,ColeKe20,tackles_solo,1,,,,,
player,201112170tam,dal,ColeKe20,tackles_assists,0,,,,,
player,201112170tam,dal,ColeKe20,tackles_loss,0,,,,,
player,201112170tam,dal,ColeKe20,qb_hits,0,,,,,
player,201112170tam,dal,ColeKe20,fumbles_rec,0,,,,,
player,201112170tam,dal,ColeKe20,fumbles_rec_yds,0,,,,,
player,201112170tam,dal,ColeKe20,fumbles_rec_td,0,,,,,
player,201112170tam,dal,ColeKe20,fumbles_forced,0,,,,,
player,201112170tam,dal,JenkMi99,def_int,0,,,,,
player,201112170tam,dal,JenkMi99,def_int_yds,0,,,,,
player,201112170tam,dal,JenkMi99,def_int_td,0,,,,,
player,201112170tam,dal,JenkMi99,def_int_long,0,,,,,
player,201112170tam,dal,JenkMi99,pass_defended,0,,,,,
player,201112170tam,dal,JenkMi99,sacks,0.0,,,,,
player,201112170tam,dal,JenkMi99,tackles_combined,1,,,,,
player,201112170tam,dal,JenkMi99,tackles_solo,1,,,,,
player,201112170tam,dal,JenkMi99,tackles_assists,0,,,,,
player,201112170tam,dal,JenkMi99,tackles_loss,0,,,,,
player,201112170tam,dal,JenkMi99,qb_hits,0,,,,,
player,201112170tam,dal,JenkMi99,fumbles_rec,0,,,,,
player,201112170tam,dal,JenkMi99,fumbles_rec_yds,0,,,,,
player,201112170tam,dal,JenkMi99,fumbles_rec_td,0,,,,,
player,201112170tam,dal,JenkMi99,fumbles_forced,0,,,,,
player,201112170tam,dal,PhilJo00,def_int,0,,,,,
player,201112170tam,dal,PhilJo00,def_int_yds,0,,,,,
player,201112170tam,dal,PhilJo00,def_int_td,0,,,,,
player,201112170tam,dal,PhilJo00,def_int_long,0,,,,,
player,201112170tam,dal,PhilJo00,pass_defended,0,,,,,
player,201112170tam,dal,PhilJo00,sacks,0.0,,,,,
player,201112170tam,dal,PhilJo00,tackles_combined,1,,,,,
player,201112170tam,dal,PhilJo00,tackles_solo,1,,,,,
player,201112170tam,dal,PhilJo00,tackles_assists,0,,,,,
player,201112170tam,dal,PhilJo00,tackles_loss,0,,,,,
player,201112170tam,dal,PhilJo00,qb_hits,0,,,,,
player,201112170tam,dal,PhilJo00,fumbles_rec,0,,,,,
player,201112170tam,dal,PhilJo00,fumbles_rec_yds,0,,,,,
player,201112170tam,dal,PhilJo00,fumbles_rec_td,0,,,,,
player,201112170tam,dal,PhilJo00,fumbles_forced,0,,,,,
player,201112170tam,dal,JameBr20,def_int,0,,,,,
player,201112170tam,dal,JameBr20,def_int_yds,0,,,,,
player,201112170tam,dal,JameBr20,def_int_td,0,,,,,
player,201112170tam,dal,JameBr20,def_int_long,0,,,,,
player,201112170tam,dal,JameBr20,pass_defended,0,,,,,
player,201112170tam,dal,JameBr20,sacks,0.0,,,,,
player,201112170tam,dal,JameBr20,tackles_combined,0,,,,,
player,201112170tam,dal,JameBr20,tackles_solo,0,,,,,
player,201112170tam,dal,JameBr20,tackles_assists,0,,,,,
player,201112170tam,dal,JameBr20,tackles_loss,0,,,,,
player,201112170tam,dal,JameBr20,qb_hits,0,,,,,
player,201112170tam,dal,JameBr20,fumbles_rec,1,,,,,
player,201112170tam,dal,JameBr20,fumbles_rec_yds,0,,,,,
player,201112170tam,dal,JameBr20,fumbles_rec_td,0,,,,,
player,201112170tam,dal,JameBr20,fumbles_forced,0,,,,,
player,201112170tam,tam,ClayAd00,def_int,0,,,,,
player,201112170tam,tam,ClayAd00,def_int_yds,0,,,,,
player,201112170tam,tam,ClayAd00,def_int_td,0,,,,,
player,201112170tam,tam,ClayAd00,def_int_long,0,,,,,
player,201112170tam,tam,ClayAd00,pass_defended,0,,,,,
player,201112170tam,tam,ClayAd00,sacks,1.0,,,,,
player,201112170tam,tam,ClayAd00,tackles_combined,4,,,,,
player,201112170tam,tam,ClayAd00,tackles_solo,2,,,,,
player,201112170tam,tam,ClayAd00,tackles_assists,2,,,,,
player,201112170tam,tam,ClayAd00,tackles_loss,1,,,,,
player,201112170tam,tam,ClayAd00,qb_hits,2,,,,,
player,201112170tam,tam,ClayAd00,fumbles_rec,0,,,,,
player,201112170tam,tam,ClayAd00,fumbles_rec_yds,0,,,,,
player,201112170tam,tam,ClayAd00,fumbles_rec_td,0,,,,,
player,201112170tam,tam,ClayAd00,fumbles_forced,1,,,,,
player,201112170tam,tam,BennMi99,def_int,0,,,,,
player,201112170tam,tam,BennMi99,def_int_yds,0,,,,,
player,201112170tam,tam,BennMi99,def_int_td,0,,,,,
player,201112170tam,tam,BennMi99,def_int_long,0,,,,,
player,201112170tam,tam,BennMi99,pass_defended,0,,,,,
player,201112170tam,tam,BennMi99,sacks,1.0,,,,,
player,201112170tam,tam,BennMi99,tackles_combined,3,,,,,
player,201112170tam,tam,BennMi99,tackles_solo,3,,,,,
player,201112170tam,tam,BennMi99,tackles_assists,0,,,,,
player,201112170tam,tam,BennMi99,tackles_loss,3,,,,,
player,201112170tam,tam,BennMi99,qb_hits,1,,,,,
player,201112170tam,tam,BennMi99,fumbles_rec,0,,,,,
player,201112170tam,tam,BennMi99,fumbles_rec_yds,0,,,,,
player,201112170tam,tam,BennMi99,fumbles_rec_td,0,,,,,
player,201112170tam,tam,BennMi99,fumbles_forced,0,,,,,
player,201112170tam,tam,FostMa00,def_int,0,,,,,
player,201112170tam,tam,FostMa00,def_int_yds,0,,,,,
player,201112170tam,tam,FostMa00,def_int_td,0,,,,,
player,201112170tam,tam,FostMa00,def_int_long,0,,,,,
player,201112170tam,tam,FostMa00,pass_defended,0,,,,,
player,201112170tam,tam,FostMa00,sacks,0.0,,,,,
player,201112170tam,tam,FostMa00,tackles_combined,8,,,,,
player,201112170tam,tam,FostMa00,tackles_solo,5,,,,,
player,201112170tam,tam,FostMa00,tackles_assists,3,,,,,
player,201112170tam,tam,FostMa00,tackles_loss,0,,,,,
player,201112170tam,tam,FostMa00,qb_hits,0,,,,,
player,201112170tam,tam,FostMa00,fumbles_rec,0,,,,,
player,201112170tam,tam,FostMa00,fumbles_rec_yds,0,,,,,
player,201112170tam,tam,FostMa00,fumbles_rec_td,0,,,,,
player,201112170tam,tam,FostMa00,fumbles_forced,0,,,,,
player,201112170tam,tam,BarbRo00,def_int,0,,,,,
player,201112170tam,tam,BarbRo00,def_int_yds,0,,,,,
player,201112170tam,tam,BarbRo00,def_int_td,0,,,,,
player,201112170tam,tam,BarbRo00,def_int_long,0,,,,,
player,201112170tam,tam,BarbRo00,pass_defended,0,,,,,
player,201112170tam,tam,BarbRo00,sacks,0.0,,,,,
player,201112170tam,tam,BarbRo00,tackles_combined,7,,,,,
player,201112170tam,tam,BarbRo00,tackles_solo,6,,,,,
player,201112170tam,tam,BarbRo00,tackles_assists,1,,,,,
player,201112170tam,tam,BarbRo00,tackles_loss,1,,,,,
player,201112170tam,tam,BarbRo00,qb_hits,0,,,,,
player,201112170tam,tam,BarbRo00,fumbles_rec,0,,,,,
player,201112170tam,tam,BarbRo00,fumbles_rec_yds,0,,,,,
player,201112170tam,tam,BarbRo00,fumbles_rec_td,0,,,,,
player,201112170tam,tam,BarbRo00,fumbles_forced,0,,,,,
player,201112170tam,tam,BlacQu99,def_int,0,,,,,
player,201112170tam,tam,BlacQu99,def_int_yds,0,,,,,
player,201112170tam,tam,BlacQu99,def_int_td,0,,,,,
player,201112170tam,tam,BlacQu99,def_int_long,0,,,,,
player,201112170tam,tam,BlacQu99,pass_defended,0,,,,,
player,201112170tam,tam,BlacQu99,sacks,0.0,,,,,
player,201112170tam,tam,BlacQu99,tackles_combined,6,,,,,
player,201112170tam,tam,BlacQu99,tackles_solo,6,,,,,
player,201112170tam,tam,BlacQu99,tackles_assists,0,,,,,
player,201112170tam,tam,BlacQu99,tackles_loss,0,,,,,
player,201112170tam,tam,BlacQu99,qb_hits,0,,,,,
player,201112170tam,tam,BlacQu99,fumbles_rec,0,,,,,
player,201112170tam,tam,BlacQu99,fumbles_rec_yds,0,,,,,
player,201112170tam,tam,BlacQu99,fumbles_rec_td,0,,,,,
player,201112170tam,tam,BlacQu99,fumbles_forced,0,,,,,
player,201112170tam,tam,JoneSe20,def_int,0,,,,,
player,201112170tam,tam,JoneSe20,def_int_yds,0,,,,,
player,201112170tam,tam,JoneSe20,def_int_td,0,,,,,
player,201112170tam,tam,JoneSe20,def_int_long,0,,,,,
player,201112170tam,tam,JoneSe20,pass_defended,0,,,,,
player,201112170tam,tam,JoneSe20,sacks,0.0,,,,,
player,201112170tam,tam,JoneSe20,tackles_combined,6,,,,,
player,201112170tam,tam,JoneSe20,tackles_solo,5,,,,,
player,201112170tam,tam,JoneSe20,tackles_assists,1,,,,,
player,201112170tam,tam,JoneSe20,tackles_loss,0,,,,,
player,201112170tam,tam,JoneSe20,qb_hits,1,,,,,
player,201112170tam,tam,JoneSe20,fumbles_rec,0,,,,,
player,201112170tam,tam,JoneSe20,fumbles_rec_yds,0,,,,,
player,201112170tam,tam,JoneSe20,fumbles_rec_td,0,,,,,
player,201112170tam,tam,JoneSe20,fumbles_forced,0,,,,,
player,201112170tam,tam,HayeGe98,def_int,0,,,,,
player,201112170tam,tam,HayeGe98,def_int_yds,0,,,,,
player,201112170tam,tam,HayeGe98,def_int_td,0,,,,,
player,201112170tam,tam,HayeGe98,def_int_long,0,,,,,
player,201112170tam,tam,HayeGe98,pass_defended,0,,,,,
player,201112170tam,tam,HayeGe98,sacks,0.0,,,,,
player,201112170tam,tam,HayeGe98,tackles_combined,5,,,,,
player,201112170tam,tam,HayeGe98,tackles_solo,4,,,,,
player,201112170tam,tam,HayeGe98,tackles_assists,1,,,,,
player,201112170tam,tam,HayeGe98,tackles_loss,0,,,,,
player,201112170tam,tam,HayeGe98,qb_hits,0,,,,,
player,201112170tam,tam,HayeGe98,fumbles_rec,0,,,,,
player,201112170tam,tam,HayeGe98,fumbles_rec_yds,0,,,,,
player,201112170tam,tam,HayeGe98,fumbles_rec_td,0,,,,,
player,201112170tam,tam,HayeGe98,fumbles_forced,1,,,,,
player,201112170tam,tam,HaynAl20,def_int,0,,,,,
player,201112170tam,tam,HaynAl20,def_int_yds,0,,,,,
player,201112170tam,tam,HaynAl20,def_int_td,0,,,,,
player,201112170tam,tam,HaynAl20,def_int_long,0,,,,,
player,201112170tam,tam,HaynAl20,pass_defended,1,,,,,
player,201112170tam,tam,HaynAl20,sacks,0.0,,,,,
player,201112170tam,tam,HaynAl20,tackles_combined,5,,,,,
player,201112170tam,tam,HaynAl20,tackles_solo,5,,,,,
player,201112170tam,tam,HaynAl20,tackles_assists,0,,,,,
player,201112170tam,tam,HaynAl20,tackles_loss,0,,,,,
player,201112170tam,tam,HaynAl20,qb_hits,0,,,,,
player,201112170tam,tam,HaynAl20,fumbles_rec,0,,,,,
player,201112170tam,tam,HaynAl20,fumbles_rec_yds,0,,,,,
player,201112170tam,tam,HaynAl20,fumbles_rec_td,0,,,,,
player,201112170tam,tam,HaynAl20,fumbles_forced,0,,,,,
player,201112170tam,tam,MillRo99,def_int,0,,,,,
player,201112170tam,tam,MillRo99,def_int_yds,0,,,,,
player,201112170tam,tam,MillRo99,def_int_td,0,,,,,
player,201112170tam,tam,MillRo99,def_int_long,0,,,,,
player,201112170tam,tam,MillRo99,pass_defended,0,,,,,
player,201112170tam,tam,MillRo99,sacks,0.0,,,,,
player,201112170tam,tam,MillRo99,tackles_combined,5,,,,,
player,201112170tam,tam,MillRo99,tackles_solo,4,,,,,
player,201112170tam,tam,MillRo99,tackles_assists,1,,,,,
player,201112170tam,tam,MillRo99,tackles_loss,0,,,,,
player,201112170tam,tam,MillRo99,qb_hits,0,,,,,
player,201112170tam,tam,MillRo99,fumbles_rec,0,,,,,
player,201112170tam,tam,MillRo99,fumbles_rec_yds,0,,,,,
player,201112170tam,tam,MillRo99,fumbles_rec_td,0,,,,,
player,201112170tam,tam,MillRo99,fumbles_forced,0,,,,,
player,201112170tam,tam,JackTa99,def_int,0,,,,,
player,201112170tam,tam,JackTa99,def_int_yds,0,,,,,
player,201112170tam,tam,JackTa99,def_int_td,0,,,,,
player,201112170tam,tam,JackTa99,def_int_long,0,,,,,
player,201112170tam,tam,JackTa99,pass_defended,0,,,,,
player,201112170tam,tam,JackTa99,sacks,0.0,,,,,
player,201112170tam,tam,JackTa99,tackles_combined,4,,,,,
player,201112170tam,tam,JackTa99,tackles_solo,3,,,,,
player,201112170tam,tam,JackTa99,tackles_assists,1,,,,,
player,201112170tam,tam,JackTa99,tackles_loss,0,,,,,
player,201112170tam,tam,JackTa99,qb_hits,0,,,,,
player,201112170tam,tam,JackTa99,fumbles_rec,0,,,,,
player,201112170tam,tam,JackTa99,fumbles_rec_yds,0,,,,,
player,201112170tam,tam,JackTa99,fumbles_rec_td,0,,,,,
player,201112170tam,tam,JackTa99,fumbles_forced,0,,,,,
player,201112170tam,tam,WatsDe99,def_int,0,,,,,
player,201112170tam,tam,WatsDe99,def_int_yds,0,,,,,
player,201112170tam,tam,WatsDe99,def_int_td,0,,,,,
player,201112170tam,tam,WatsDe99,def_int_long,0,,,,,
player,201112170tam,tam,WatsDe99,pass_defended,0,,,,,
player,201112170tam,tam,WatsDe99,sacks,0.0,,,,,
player,201112170tam,tam,WatsDe99,tackles_combined,4,,,,,
player,201112170tam,tam,WatsDe99,tackles_solo,4,,,,,
player,201112170tam,tam,WatsDe99,tackles_assists,0,,,,,
player,201112170tam,tam,WatsDe99,tackles_loss,0,,,,,
player,201112170tam,tam,WatsDe99,qb_hits,0,,,,,
player,201112170tam,tam,WatsDe99,fumbles_rec,1,,,,,
player,201112170tam,tam,WatsDe99,fumbles_rec_yds,7,,,,,
player,201112170tam,tam,WatsDe99,fumbles_rec_td,1,,,,,
player,201112170tam,tam,WatsDe99,fumbles_forced,0,,,,,
player,201112170tam,tam,BiggE.99,def_int,0,,,,,
player,201112170tam,tam,BiggE.99,def_int_yds,0,,,,,
player,201112170tam,tam,BiggE.99,def_int_td,0,,,,,
player,201112170tam,tam,BiggE.99,def_int_long,0,,,,,
player,201112170tam,tam,BiggE.99,pass_defended,0,,,,,
player,201112170tam,tam,BiggE.99,sacks,0.0,,,,,
player,201112170tam,tam,BiggE.99,tackles_combined,3,,,,,
player,201112170tam,tam,BiggE.99,tackles_solo,3,,,,,
player,201112170tam,tam,BiggE.99,tackles_assists,0,,,,,
player,201112170tam,tam,BiggE.99,tackles_loss,0,,,,,
player,201112170tam,tam,BiggE.99,qb_hits,0,,,,,
player,201112170tam,tam,BiggE.99,fumbles_rec,0,,,,,
player,201112170tam,tam,BiggE.99,fumbles_rec_yds,0,,,,,
player,201112170tam,tam,BiggE.99,fumbles_rec_td,0,,,,,
player,201112170tam,tam,BiggE.99,fumbles_forced,0,,,,,
player,201112170tam,tam,GaitAn00,def_int,0,,,,,
player,201112170tam,tam,GaitAn00,def_int_yds,0,,,,,
player,201112170tam,tam,GaitAn00,def_int_td,0,,,,,
player,201112170tam,tam,GaitAn00,def_int_long,0,,,,,
player,201112170tam,tam,GaitAn00,pass_defended,0,,,,,
player,201112170tam,tam,GaitAn00,sacks,0.0,,,,,
player,201112170tam,tam,GaitAn00,tackles_combined,2,,,,,
player,201112170tam,tam,GaitAn00,tackles_solo,2,,,,,
player,201112170tam,tam,GaitAn00,tackles_assists,0,,,,,
player,201112170tam,tam,GaitAn00,tackles_loss,0,,,,,
player,201112170tam,tam,GaitAn00,qb_hits,0,,,,,
player,201112170tam,tam,GaitAn00,fumbles_rec,0,,,,,
player,201112170tam,tam,GaitAn00,fumbles_rec_yds,0,,,,,
player,201112170tam,tam,GaitAn00,fumbles_rec_td,0,,,,,
player,201112170tam,tam,GaitAn00,fumbles_forced,0,,,,,
player,201112170tam,tam,MackEl20,def_int,0,,,,,
player,201112170tam,tam,MackEl20,def_int_yds,0,,,,,
player,201112170tam,tam,MackEl20,def_int_td,0,,,,,
player,201112170tam,tam,MackEl20,def_int_long,0,,,,,
player,201112170tam,tam,MackEl20,pass_defended,0,,,,,
player,201112170tam,tam,MackEl20,sacks,0.0,,,,,
player,201112170tam,tam,MackEl20,tackles_combined,2,,,,,
player,201112170tam,tam,MackEl20,tackles_solo,2,,,,,
player,201112170tam,tam,MackEl20,tackles_assists,0,,,,,
player,201112170tam,tam,MackEl20,tackles_loss,0,,,,,
player,201112170tam,tam,MackEl20,qb_hits,0,,,,,
player,201112170tam,tam,MackEl20,fumbles_rec,0,,,,,
player,201112170tam,tam,MackEl20,fumbles_rec_yds,0,,,,,
player,201112170tam,tam,MackEl20,fumbles_rec_td,0,,,,,
player,201112170tam,tam,MackEl20,fumbles_forced,0,,,,,
player,201112170tam,tam,LyncCo99,def_int,0,,,,,
player,201112170tam,tam,LyncCo99,def_int_yds,0,,,,,
player,201112170tam,tam,LyncCo99,def_int_td,0,,,,,
player,201112170tam,tam,LyncCo99,def_int_long,0,,,,,
player,201112170tam,tam,LyncCo99,pass_defended,0,,,,,
player,201112170tam,tam,LyncCo99,sacks,0.0,,,,,
player,201112170tam,tam,LyncCo99,tackles_combined,1,,,,,
player,201112170tam,tam,LyncCo99,tackles_solo,1,,,,,
player,201112170tam,tam,LyncCo99,tackles_assists,0,,,,,
player,201112170tam,tam,LyncCo99,tackles_loss,0,,,,,
player,201112170tam,tam,LyncCo99,qb_hits,0,,,,,
player,201112170tam,tam,LyncCo99,fumbles_rec,0,,,,,
player,201112170tam,tam,LyncCo99,fumbles_rec_yds,0,,,,,
player,201112170tam,tam,LyncCo99,fumbles_rec_td,0,,,,,
player,201112170tam,tam,LyncCo99,fumbles_forced,0,,,,,
player,201112170tam,tam,OkamFr99,def_int,0,,,,,
player,201112170tam,tam,OkamFr99,def_int_yds,0,,,,,
player,201112170tam,tam,OkamFr99,def_int_td,0,,,,,
player,201112170tam,tam,OkamFr99,def_int_long,0,,,,,
player,201112170tam,tam,OkamFr99,pass_defended,0,,,,,
player,201112170tam,tam,OkamFr99,sacks,0.0,,,,,
player,201112170tam,tam,OkamFr99,tackles_combined,1,,,,,
player,201112170tam,tam,OkamFr99,tackles_solo,1,,,,,
player,201112170tam,tam,OkamFr99,tackles_assists,0,,,,,
player,201112170tam,tam,OkamFr99,tackles_loss,0,,,,,
