game,2011,2,20110918,201109180nyj,jax,"Jacksonville Jaguars",3,nyj,"New York Jets",32
player,201109180nyj,nyj,MullMa00,rec,2,,,,,
player,201109180nyj,nyj,MullMa00,rec_yds,8,,,,,
player,201109180nyj,nyj,MullMa00,rec_td,0,,,,,
player,201109180nyj,nyj,MullMa00,rec_long,6,,,,,
player,201109180nyj,nyj,MullMa00,fumbles,0,,,,,
player,201109180nyj,nyj,MullMa00,fumbles_lost,,,,,,
player,201109180nyj,nyj,MasoDe00,pass_cmp,0,,,,,
player,201109180nyj,nyj,MasoDe00,pass_att,0,,,,,
player,201109180nyj,nyj,MasoDe00,pass_yds,0,,,,,
player,201109180nyj,nyj,MasoDe00,pass_td,0,,,,,
player,201109180nyj,nyj,MasoDe00,pass_int,0,,,,,
player,201109180nyj,nyj,MasoDe00,pass_sacked,0,,,,,
player,201109180nyj,nyj,MasoDe00,pass_sacked_yds,0,,,,,
player,201109180nyj,nyj,MasoDe00,pass_long,0,,,,,
player,201109180nyj,nyj,MasoDe00,pass_rating,,,,,,
player,201109180nyj,nyj,MasoDe00,rush_att,0,,,,,
player,201109180nyj,nyj,MasoDe00,rush_yds,0,,,,,
player,201109180nyj,nyj,MasoDe00,rush_td,0,,,,,
player,201109180nyj,nyj,MasoDe00,rush_long,0,,,,,
player,201109180nyj,nyj,MasoDe00,targets,2,,,,,
player,201109180nyj,nyj,MasoDe00,rec,1,,,,,
player,201109180nyj,nyj,MasoDe00,rec_yds,7,,,,,
player,201109180nyj,nyj,MasoDe00,rec_td,0,,,,,
player,201109180nyj,nyj,MasoDe00,rec_long,7,,,,,
player,201109180nyj,nyj,MasoDe00,fumbles,0,,,,,
player,201109180nyj,nyj,MasoDe00,fumbles_lost,,,,,,
player,201109180nyj,nyj,CumbJe00,pass_cmp,0,,,,,
player,201109180nyj,nyj,CumbJe00,pass_att,0,,,,,
player,201109180nyj,nyj,CumbJe00,pass_yds,0,,,,,
player,201109180nyj,nyj,CumbJe00,pass_td,0,,,,,
player,201109180nyj,nyj,CumbJe00,pass_int,0,,,,,
player,201109180nyj,nyj,CumbJe00,pass_sacked,0,,,,,
player,201109180nyj,nyj,CumbJe00,pass_sacked_yds,0,,,,,
player,201109180nyj,nyj,CumbJe00,pass_long,0,,,,,
player,201109180nyj,nyj,CumbJe00,pass_rating,,,,,,
player,201109180nyj,nyj,CumbJe00,rush_att,0,,,,,
player,201109180nyj,nyj,CumbJe00,rush_yds,0,,,,,
player,201109180nyj,nyj,CumbJe00,rush_td,0,,,,,
player,201109180nyj,nyj,CumbJe00,rush_long,0,,,,,
player,201109180nyj,nyj,CumbJe00,targets,2,,,,,
player,201109180nyj,nyj,CumbJe00,rec,1,,,,,
player,201109180nyj,nyj,CumbJe00,rec_yds,2,,,,,
player,201109180nyj,nyj,CumbJe00,rec_td,0,,,,,
player,201109180nyj,nyj,CumbJe00,rec_long,2,,,,,
player,201109180nyj,nyj,CumbJe00,fumbles,0,,,,,
player,201109180nyj,nyj,CumbJe00,fumbles_lost,,,,,,
player,201109180nyj,nyj,BurrPl00,pass_cmp,0,,,,,
player,201109180nyj,nyj,BurrPl00,pass_att,0,,,,,
player,201109180nyj,nyj,BurrPl00,pass_yds,0,,,,,
player,201109180nyj,nyj,BurrPl00,pass_td,0,,,,,
player,201109180nyj,nyj,BurrPl00,pass_int,0,,,,,
player,201109180nyj,nyj,BurrPl00,pass_sacked,0,,,,,
player,201109180nyj,nyj,BurrPl00,pass_sacked_yds,0,,,,,
player,201109180nyj,nyj,BurrPl00,pass_long,0,,,,,
player,201109180nyj,nyj,BurrPl00,pass_rating,,,,,,
player,201109180nyj,nyj,BurrPl00,rush_att,0,,,,,
player,201109180nyj,nyj,BurrPl00,rush_yds,0,,,,,
player,201109180nyj,nyj,BurrPl00,rush_td,0,,,,,
player,201109180nyj,nyj,BurrPl00,rush_long,0,,,,,
player,201109180nyj,nyj,BurrPl00,targets,2,,,,,
player,201109180nyj,nyj,BurrPl00,rec,0,,,,,
player,201109180nyj,nyj,BurrPl00,rec_yds,0,,,,,
player,201109180nyj,nyj,BurrPl00,rec_td,0,,,,,
player,201109180nyj,nyj,BurrPl00,rec_long,0,,,,,
player,201109180nyj,nyj,BurrPl00,fumbles,0,,,,,
player,201109180nyj,nyj,BurrPl00,fumbles_lost,,,,,,
player,201109180nyj,jax,MathRa99,def_int,1,,,,,
player,201109180nyj,jax,MathRa99,def_int_yds,1,,,,,
player,201109180nyj,jax,MathRa99,def_int_td,0,,,,,
player,201109180nyj,jax,MathRa99,def_int_long,1,,,,,
player,201109180nyj,jax,MathRa99,pass_defended,1,,,,,
player,201109180nyj,jax,MathRa99,sacks,0.0,,,,,
player,201109180nyj,jax,MathRa99,tackles_combined,7,,,,,
player,201109180nyj,jax,MathRa99,tackles_solo,7,,,,,
player,201109180nyj,jax,MathRa99,tackles_assists,0,,,,,
player,201109180nyj,jax,MathRa99,tackles_loss,0,,,,,
player,201109180nyj,jax,MathRa99,qb_hits,0,,,,,
player,201109180nyj,jax,MathRa99,fumbles_rec,0,,,,,
player,201109180nyj,jax,MathRa99,fumbles_rec_yds,0,,,,,
player,201109180nyj,jax,MathRa99,fumbles_rec_td,0,,,,,
player,201109180nyj,jax,MathRa99,fumbles_forced,0,,,,,
player,201109180nyj,jax,MiddWi98,def_int,1,,,,,
player,201109180nyj,jax,MiddWi98,def_int_yds,11,,,,,
player,201109180nyj,jax,MiddWi98,def_int_td,0,,,,,
player,201109180nyj,jax,MiddWi98,def_int_long,11,,,,,
player,201109180nyj,jax,MiddWi98,pass_defended,1,,,,,
player,201109180nyj,jax,MiddWi98,sacks,0.0,,,,,
player,201109180nyj,jax,MiddWi98,tackles_combined,3,,,,,
player,201109180nyj,jax,MiddWi98,tackles_solo,3,,,,,
player,201109180nyj,jax,MiddWi98,tackles_assists,0,,,,,
player,201109180nyj,jax,MiddWi98,tackles_loss,0,,,,,
player,201109180nyj,jax,MiddWi98,qb_hits,0,,,,,
player,201109180nyj,jax,MiddWi98,fumbles_rec,0,,,,,
player,201109180nyj,jax,MiddWi98,fumbles_rec_yds,0,,,,,
player,201109180nyj,jax,MiddWi98,fumbles_rec_td,0,,,,,
player,201109180nyj,jax,MiddWi98,fumbles_forced,0,,,,,
player,201109180nyj,jax,RothMa20,def_int,0,,,,,
player,201109180nyj,jax,RothMa20,def_int_yds,0,,,,,
player,201109180nyj,jax,RothMa20,def_int_td,0,,,,,
player,201109180nyj,jax,RothMa20,def_int_long,0,,,,,
player,201109180nyj,jax,RothMa20,pass_defended,0,,,,,
player,201109180nyj,jax,RothMa20,sacks,1.0,,,,,
player,201109180nyj,jax,RothMa20,tackles_combined,3,,,,,
player,201109180nyj,jax,RothMa20,tackles_solo,3,,,,,
player,201109180nyj,jax,RothMa20,tackles_assists,0,,,,,
player,201109180nyj,jax,RothMa20,tackles_loss,0,,,,,
player,201109180nyj,jax,RothMa20,qb_hits,2,,,,,
player,201109180nyj,jax,RothMa20,fumbles_rec,0,,,,,
player,201109180nyj,jax,RothMa20,fumbles_rec_yds,0,,,,,
player,201109180nyj,jax,RothMa20,fumbles_rec_td,0,,,,,
player,201109180nyj,jax,RothMa20,fumbles_forced,0,,,,,
player,201109180nyj,jax,PoluPa99,def_int,0,,,,,
player,201109180nyj,jax,PoluPa99,def_int_yds,0,,,,,
player,201109180nyj,jax,PoluPa99,def_int_td,0,,,,,
player,201109180nyj,jax,PoluPa99,def_int_long,0,,,,,
player,201109180nyj,jax,PoluPa99,pass_defended,0,,,,,
player,201109180nyj,jax,PoluPa99,sacks,0.0,,,,,
player,201109180nyj,jax,PoluPa99,tackles_combined,8,,,,,
player,201109180nyj,jax,PoluPa99,tackles_solo,4,,,,,
player,201109180nyj,jax,PoluPa99,tackles_assists,4,,,,,
player,201109180nyj,jax,PoluPa99,tackles_loss,0,,,,,
player,201109180nyj,jax,PoluPa99,qb_hits,0,,,,,
player,201109180nyj,jax,PoluPa99,fumbles_rec,0,,,,,
player,201109180nyj,jax,PoluPa99,fumbles_rec_yds,0,,,,,
player,201109180nyj,jax,PoluPa99,fumbles_rec_td,0,,,,,
player,201109180nyj,jax,PoluPa99,fumbles_forced,0,,,,,
player,201109180nyj,jax,SmitDa24,def_int,0,,,,,
player,201109180nyj,jax,SmitDa24,def_int_yds,0,,,,,
player,201109180nyj,jax,SmitDa24,def_int_td,0,,,,,
player,201109180nyj,jax,SmitDa24,def_int_long,0,,,,,
player,201109180nyj,jax,SmitDa24,pass_defended,0,,,,,
player,201109180nyj,jax,SmitDa24,sacks,0.0,,,,,
player,201109180nyj,jax,SmitDa24,tackles_combined,6,,,,,
player,201109180nyj,jax,SmitDa24,tackles_solo,5,,,,,
player,201109180nyj,jax,SmitDa24,tackles_assists,1,,,,,
player,201109180nyj,jax,SmitDa24,tackles_loss,1,,,,,
player,201109180nyj,jax,SmitDa24,qb_hits,1,,,,,
player,201109180nyj,jax,SmitDa24,fumbles_rec,0,,,,,
player,201109180nyj,jax,SmitDa24,fumbles_rec_yds,0,,,,,
player,201109180nyj,jax,SmitDa24,fumbles_rec_td,0,,,,,
player,201109180nyj,jax,SmitDa24,fumbles_forced,0,,,,,
player,201109180nyj,jax,AluaTy99,def_int,0,,,,,
player,201109180nyj,jax,AluaTy99,def_int_yds,0,,,,,
player,201109180nyj,jax,AluaTy99,def_int_td,0,,,,,
player,201109180nyj,jax,AluaTy99,def_int_long,0,,,,,
player,201109180nyj,jax,AluaTy99,pass_defended,0,,,,,
player,201109180nyj,jax,AluaTy99,sacks,0.0,,,,,
player,201109180nyj,jax,AluaTy99,tackles_combined,4,,,,,
player,201109180nyj,jax,AluaTy99,tackles_solo,4,,,,,
player,201109180nyj,jax,AluaTy99,tackles_assists,0,,,,,
player,201109180nyj,jax,AluaTy99,tackles_loss,0,,,,,
player,201109180nyj,jax,AluaTy99,qb_hits,1,,,,,
player,201109180nyj,jax,AluaTy99,fumbles_rec,0,,,,,
player,201109180nyj,jax,AluaTy99,fumbles_rec_yds,0,,,,,
player,201109180nyj,jax,AluaTy99,fumbles_rec_td,0,,,,,
player,201109180nyj,jax,AluaTy99,fumbles_forced,0,,,,,
player,201109180nyj,jax,SessCl99,def_int,0,,,,,
player,201109180nyj,jax,SessCl99,def_int_yds,0,,,,,
player,201109180nyj,jax,SessCl99,def_int_td,0,,,,,
player,201109180nyj,jax,SessCl99,def_int_long,0,,,,,
player,201109180nyj,jax,SessCl99,pass_defended,0,,,,,
player,201109180nyj,jax,SessCl99,sacks,0.0,,,,,
player,201109180nyj,jax,SessCl99,tackles_combined,4,,,,,
player,201109180nyj,jax,SessCl99,tackles_solo,2,,,,,
player,201109180nyj,jax,SessCl99,tackles_assists,2,,,,,
player,201109180nyj,jax,SessCl99,tackles_loss,0,,,,,
player,201109180nyj,jax,SessCl99,qb_hits,0,,,,,
player,201109180nyj,jax,SessCl99,fumbles_rec,0,,,,,
player,201109180nyj,jax,SessCl99,fumbles_rec_yds,0,,,,,
player,201109180nyj,jax,SessCl99,fumbles_rec_td,0,,,,,
player,201109180nyj,jax,SessCl99,fumbles_forced,0,,,,,
player,201109180nyj,jax,ColeDr20,def_int,0,,,,,
player,201109180nyj,jax,ColeDr20,def_int_yds,0,,,,,
player,201109180nyj,jax,ColeDr20,def_int_td,0,,,,,
player,201109180nyj,jax,ColeDr20,def_int_long,0,,,,,
player,201109180nyj,jax,ColeDr20,pass_defended,0,,,,,
player,201109180nyj,jax,ColeDr20,sacks,0.0,,,,,
player,201109180nyj,jax,ColeDr20,tackles_combined,3,,,,,
player,201109180nyj,jax,ColeDr20,tackles_solo,2,,,,,
player,201109180nyj,jax,ColeDr20,tackles_assists,1,,,,,
player,201109180nyj,jax,ColeDr20,tackles_loss,0,,,,,
player,201109180nyj,jax,ColeDr20,qb_hits,0,,,,,
player,201109180nyj,jax,ColeDr20,fumbles_rec,0,,,,,
player,201109180nyj,jax,ColeDr20,fumbles_rec_yds,0,,,,,
player,201109180nyj,jax,ColeDr20,fumbles_rec_td,0,,,,,
player,201109180nyj,jax,ColeDr20,fumbles_forced,0,,,,,
player,201109180nyj,jax,DouzLe00,def_int,0,,,,,
player,201109180nyj,jax,DouzLe00,def_int_yds,0,,,,,
player,201109180nyj,jax,DouzLe00,def_int_td,0,,,,,
player,201109180nyj,jax,DouzLe00,def_int_long,0,,,,,
player,201109180nyj,jax,DouzLe00,pass_defended,0,,,,,
player,201109180nyj,jax,DouzLe00,sacks,0.0,,,,,
player,201109180nyj,jax,DouzLe00,tackles_combined,3,,,,,
player,201109180nyj,jax,DouzLe00,tackles_solo,3,,,,,
player,201109180nyj,jax,DouzLe00,tackles_assists,0,,,,,
player,201109180nyj,jax,DouzLe00,tackles_loss,1,,,,,
player,201109180nyj,jax,DouzLe00,qb_hits,0,,,,,
player,201109180nyj,jax,DouzLe00,fumbles_rec,0,,,,,
player,201109180nyj,jax,DouzLe00,fumbles_rec_yds,0,,,,,
player,201109180nyj,jax,DouzLe00,fumbles_rec_td,0,,,,,
player,201109180nyj,jax,DouzLe00,fumbles_forced,0,,,,,
player,201109180nyj,jax,KnigTe99,def_int,0,,,,,
player,201109180nyj,jax,KnigTe99,def_int_yds,0,,,,,
player,201109180nyj,jax,KnigTe99,def_int_td,0,,,,,
player,201109180nyj,jax,KnigTe99,def_int_long,0,,,,,
player,201109180nyj,jax,KnigTe99,pass_defended,0,,,,,
player,201109180nyj,jax,KnigTe99,sacks,0.0,,,,,
player,201109180nyj,jax,KnigTe99,tackles_combined,3,,,,,
player,201109180nyj,jax,KnigTe99,tackles_solo,2,,,,,
player,201109180nyj,jax,KnigTe99,tackles_assists,1,,,,,
player,201109180nyj,jax,KnigTe99,tackles_loss,1,,,,,
player,201109180nyj,jax,KnigTe99,qb_hits,0,,,,,
player,201109180nyj,jax,KnigTe99,fumbles_rec,0,,,,,
player,201109180nyj,jax,KnigTe99,fumbles_rec_yds,0,,,,,
player,201109180nyj,jax,KnigTe99,fumbles_rec_td,0,,,,,
player,201109180nyj,jax,KnigTe99,fumbles_forced,0,,,,,
player,201109180nyj,jax,GreeCo99,def_int,0,,,,,
player,201109180nyj,jax,GreeCo99,def_int_yds,0,,,,,
player,201109180nyj,jax,GreeCo99,def_int_td,0,,,,,
player,201109180nyj,jax,GreeCo99,def_int_long,0,,,,,
player,201109180nyj,jax,GreeCo99,pass_defended,0,,,,,
player,201109180nyj,jax,GreeCo99,sacks,0.0,,,,,
player,201109180nyj,jax,GreeCo99,tackles_combined,2,,,,,
player,201109180nyj,jax,GreeCo99,tackles_solo,1,,,,,
player,201109180nyj,jax,GreeCo99,tackles_assists,1,,,,,
player,201109180nyj,jax,GreeCo99,tackles_loss,0,,,,,
player,201109180nyj,jax,GreeCo99,qb_hits,0,,,,,
player,201109180nyj,jax,GreeCo99,fumbles_rec,0,,,,,
player,201109180nyj,jax,GreeCo99,fumbles_rec_yds,0,,,,,
player,201109180nyj,jax,GreeCo99,fumbles_rec_td,0,,,,,
player,201109180nyj,jax,GreeCo99,fumbles_forced,0,,,,,
player,201109180nyj,jax,LandDa21,def_int,0,,,,,
player,201109180nyj,jax,LandDa21,def_int_yds,0,,,,,
player,201109180nyj,jax,LandDa21,def_int_td,0,,,,,
player,201109180nyj,jax,LandDa21,def_int_long,0,,,,,
player,201109180nyj,jax,LandDa21,pass_defended,0,,,,,
player,201109180nyj,jax,LandDa21,sacks,0.0,,,,,
player,201109180nyj,jax,LandDa21,tackles_combined,2,,,,,
player,201109180nyj,jax,LandDa21,tackles_solo,2,,,,,
player,201109180nyj,jax,LandDa21,tackles_assists,0,,,,,
player,201109180nyj,jax,LandDa21,tackles_loss,0,,,,,
player,201109180nyj,jax,LandDa21,qb_hits,0,,,,,
player,201109180nyj,jax,LandDa21,fumbles_rec,0,,,,,
player,201109180nyj,jax,LandDa21,fumbles_rec_yds,0,,,,,
player,201109180nyj,jax,LandDa21,fumbles_rec_td,0,,,,,
player,201109180nyj,jax,LandDa21,fumbles_forced,0,,,,,
player,201109180nyj,jax,OsgoKa00,def_int,0,,,,,
player,201109180nyj,jax,OsgoKa00,def_int_yds,0,,,,,
player,201109180nyj,jax,OsgoKa00,def_int_td,0,,,,,
player,201109180nyj,jax,OsgoKa00,def_int_long,0,,,,,
player,201109180nyj,jax,OsgoKa00,pass_defended,0,,,,,
player,201109180nyj,jax,OsgoKa00,sacks,0.0,,,,,
player,201109180nyj,jax,OsgoKa00,tackles_combined,2,,,,,
player,201109180nyj,jax,OsgoKa00,tackles_solo,2,,,,,
player,201109180nyj,jax,OsgoKa00,tackles_assists,0,,,,,
player,201109180nyj,jax,OsgoKa00,tackles_loss,0,,,,,
player,201109180nyj,jax,OsgoKa00,qb_hits,0,,,,,
player,201109180nyj,jax,OsgoKa00,fumbles_rec,0,,,,,
player,201109180nyj,jax,OsgoKa00,fumbles_rec_yds,0,,,,,
player,201109180nyj,jax,OsgoKa00,fumbles_rec_td,0,,,,,
player,201109180nyj,jax,OsgoKa00,fumbles_forced,0,,,,,
player,201109180nyj,jax,ChicJo00,def_int,0,,,,,
player,201109180nyj,jax,ChicJo00,def_int_yds,0,,,,,
player,201109180nyj,jax,ChicJo00,def_int_td,0,,,,,
player,201109180nyj,jax,ChicJo00,def_int_long,0,,,,,
player,201109180nyj,jax,ChicJo00,pass_defended,0,,,,,
player,201109180nyj,jax,ChicJo00,sacks,0.0,,,,,
player,201109180nyj,jax,ChicJo00,tackles_combined,1,,,,,
player,201109180nyj,jax,ChicJo00,tackles_solo,1,,,,,
player,201109180nyj,jax,ChicJo00,tackles_assists,0,,,,,
player,201109180nyj,jax,ChicJo00,tackles_loss,0,,,,,
player,201109180nyj,jax,ChicJo00,qb_hits,0,,,,,
player,201109180nyj,jax,ChicJo00,fumbles_rec,0,,,,,
player,201109180nyj,jax,ChicJo00,fumbles_rec_yds,0,,,,,
player,201109180nyj,jax,ChicJo00,fumbles_rec_td,0,,,,,
player,201109180nyj,jax,ChicJo00,fumbles_forced,0,,,,,
player,201109180nyj,jax,LaneAu99,def_int,0,,,,,
player,201109180nyj,jax,LaneAu99,def_int_yds,0,,,,,
player,201109180nyj,jax,LaneAu99,def_int_td,0,,,,,
player,201109180nyj,jax,LaneAu99,def_int_long,0,,,,,
player,201109180nyj,jax,LaneAu99,pass_defended,0,,,,,
player,201109180nyj,jax,LaneAu99,sacks,0.0,,,,,
player,201109180nyj,jax,LaneAu99,tackles_combined,1,,,,,
player,201109180nyj,jax,LaneAu99,tackles_solo,1,,,,,
player,201109180nyj,jax,LaneAu99,tackles_assists,0,,,,,
player,201109180nyj,jax,LaneAu99,tackles_loss,0,,,,,
player,201109180nyj,jax,LaneAu99,qb_hits,0,,,,,
player,201109180nyj,jax,LaneAu99,fumbles_rec,0,,,,,
player,201109180nyj,jax,LaneAu99,fumbles_rec_yds,0,,,,,
player,201109180nyj,jax,LaneAu99,fumbles_rec_td,0,,,,,
player,201109180nyj,jax,LaneAu99,fumbles_forced,0,,,,,
player,201109180nyj,jax,LoweDw99,def_int,0,,,,,
player,201109180nyj,jax,LoweDw99,def_int_yds,0,,,,,
player,201109180nyj,jax,LoweDw99,def_int_td,0,,,,,
player,201109180nyj,jax,LoweDw99,def_int_long,0,,,,,
player,201109180nyj,jax,LoweDw99,pass_defended,0,,,,,
player,201109180nyj,jax,LoweDw99,sacks,0.0,,,,,
player,201109180nyj,jax,LoweDw99,tackles_combined,1,,,,,
player,201109180nyj,jax,LoweDw99,tackles_solo,1,,,,,
player,201109180nyj,jax,LoweDw99,tackles_assists,0,,,,,
player,201109180nyj,jax,LoweDw99,tackles_loss,0,,,,,
player,201109180nyj,jax,LoweDw99,qb_hits,0,,,,,
player,201109180nyj,jax,LoweDw99,fumbles_rec,0,,,,,
player,201109180nyj,jax,LoweDw99,fumbles_rec_yds,0,,,,,
player,201109180nyj,jax,LoweDw99,fumbles_rec_td,0,,,,,
player,201109180nyj,jax,LoweDw99,fumbles_forced,0,,,,,
player,201109180nyj,jax,MincJe99,def_int,0,,,,,
player,201109180nyj,jax,MincJe99,def_int_yds,0,,,,,
player,201109180nyj,jax,MincJe99,def_int_td,0,,,,,
player,201109180nyj,jax,MincJe99,def_int_long,0,,,,,
player,201109180nyj,jax,MincJe99,pass_defended,0,,,,,
player,201109180nyj,jax,MincJe99,sacks,0.0,,,,,
player,201109180nyj,jax,MincJe99,tackles_combined,1,,,,,
player,201109180nyj,jax,MincJe99,tackles_solo,1,,,,,
player,201109180nyj,jax,MincJe99,tackles_assists,0,,,,,
player,201109180nyj,jax,MincJe99,tackles_loss,0,,,,,
player,201109180nyj,jax,MincJe99,qb_hits,0,,,,,
player,201109180nyj,jax,MincJe99,fumbles_rec,0,,,,,
player,201109180nyj,jax,MincJe99,fumbles_rec_yds,0,,,,,
player,201109180nyj,jax,MincJe99,fumbles_rec_td,0,,,,,
player,201109180nyj,jax,MincJe99,fumbles_forced,0,,,,,
player,201109180nyj,nyj,CromAn20,def_int,2,,,,,
player,201109180nyj,nyj,CromAn20,def_int_yds,63,,,,,
player,201109180nyj,nyj,CromAn20,def_int_td,0,,,,,
player,201109180nyj,nyj,CromAn20,def_int_long,37,,,,,
player,201109180nyj,nyj,CromAn20,pass_defended,2,,,,,
player,201109180nyj,nyj,CromAn20,sacks,0.0,,,,,
player,201109180nyj,nyj,CromAn20,tackles_combined,3,,,,,
player,201109180nyj,nyj,CromAn20,tackles_solo,2,,,,,
player,201109180nyj,nyj,CromAn20,tackles_assists,1,,,,,
player,201109180nyj,nyj,CromAn20,tackles_loss,0,,,,,
player,201109180nyj,nyj,CromAn20,qb_hits,0,,,,,
player,201109180nyj,nyj,CromAn20,fumbles_rec,0,,,,,
player,201109180nyj,nyj,CromAn20,fumbles_rec_yds,0,,,,,
player,201109180nyj,nyj,CromAn20,fumbles_rec_td,0,,,,,
player,201109180nyj,nyj,CromAn20,fumbles_forced,0,,,,,
player,201109180nyj,nyj,SmitEr22,def_int,1,,,,,
player,201109180nyj,nyj,SmitEr22,def_int_yds,2,,,,,
player,201109180nyj,nyj,SmitEr22,def_int_td,0,,,,,
player,201109180nyj,nyj,SmitEr22,def_int_long,2,,,,,
player,201109180nyj,nyj,SmitEr22,pass_defended,2,,,,,
player,201109180nyj,nyj,SmitEr22,sacks,0.0,,,,,
player,201109180nyj,nyj,SmitEr22,tackles_combined,5,,,,,
player,201109180nyj,nyj,SmitEr22,tackles_solo,4,,,,,
player,201109180nyj,nyj,SmitEr22,tackles_assists,1,,,,,
player,201109180nyj,nyj,SmitEr22,tackles_loss,0,,,,,
player,201109180nyj,nyj,SmitEr22,qb_hits,0,,,,,
player,201109180nyj,nyj,SmitEr22,fumbles_rec,0,,,,,
player,201109180nyj,nyj,SmitEr22,fumbles_rec_yds,0,,,,,
player,201109180nyj,nyj,SmitEr22,fumbles_rec_td,0,,,,,
player,201109180nyj,nyj,SmitEr22,fumbles_forced,0,,,,,
player,201109180nyj,nyj,MaugJo00,def_int,1,,,,,
player,201109180nyj,nyj,MaugJo00,def_int_yds,11,,,,,
player,201109180nyj,nyj,MaugJo00,def_int_td,0,,,,,
player,201109180nyj,nyj,MaugJo00,def_int_long,11,,,,,
player,201109180nyj,nyj,MaugJo00,pass_defended,1,,,,,
player,201109180nyj,nyj,MaugJo00,sacks,0.0,,,,,
player,201109180nyj,nyj,MaugJo00,tackles_combined,3,,,,,
player,201109180nyj,nyj,MaugJo00,tackles_solo,1,,,,,
player,201109180nyj,nyj,MaugJo00,tackles_assists,2,,,,,
player,201109180nyj,nyj,MaugJo00,tackles_loss,0,,,,,
player,201109180nyj,nyj,MaugJo00,qb_hits,0,,,,,
player,201109180nyj,nyj,MaugJo00,fumbles_rec,0,,,,,
player,201109180nyj,nyj,MaugJo00,fumbles_rec_yds,0,,,,,
player,201109180nyj,nyj,MaugJo00,fumbles_rec_td,0,,,,,
player,201109180nyj,nyj,MaugJo00,fumbles_forced,0,,,,,
player,201109180nyj,nyj,ScotBa20,def_int,0,,,,,
player,201109180nyj,nyj,ScotBa20,def_int_yds,0,,,,,
player,201109180nyj,nyj,ScotBa20,def_int_td,0,,,,,
player,201109180nyj,nyj,ScotBa20,def_int_long,0,,,,,
player,201109180nyj,nyj,ScotBa20,pass_defended,0,,,,,
player,201109180nyj,nyj,ScotBa20,sacks,1.0,,,,,
player,201109180nyj,nyj,ScotBa20,tackles_combined,4,,,,,
player,201109180nyj,nyj,ScotBa20,tackles_solo,4,,,,,
player,201109180nyj,nyj,ScotBa20,tackles_assists,0,,,,,
player,201109180nyj,nyj,ScotBa20,tackles_loss,1,,,,,
player,201109180nyj,nyj,ScotBa20,qb_hits,2,,,,,
player,201109180nyj,nyj,ScotBa20,fumbles_rec,0,,,,,
player,201109180nyj,nyj,ScotBa20,fumbles_rec_yds,0,,,,,
player,201109180nyj,nyj,ScotBa20,fumbles_rec_td,0,,,,,
player,201109180nyj,nyj,ScotBa20,fumbles_forced,0,,,,,
player,201109180nyj,nyj,WilkMu00,def_int,0,,,,,
player,201109180nyj,nyj,WilkMu00,def_int_yds,0,,,,,
player,201109180nyj,nyj,WilkMu00,def_int_td,0,,,,,
player,201109180nyj,nyj,WilkMu00,def_int_long,0,,,,,
player,201109180nyj,nyj,WilkMu00,pass_defended,0,,,,,
player,201109180nyj,nyj,WilkMu00,sacks,1.0,,,,,
player,201109180nyj,nyj,WilkMu00,tackles_combined,2,,,,,
player,201109180nyj,nyj,WilkMu00,tackles_solo,2,,,,,
player,201109180nyj,nyj,WilkMu00,tackles_assists,0,,,,,
player,201109180nyj,nyj,WilkMu00,tackles_loss,1,,,,,
player,201109180nyj,nyj,WilkMu00,qb_hits,1,,,,,
player,201109180nyj,nyj,WilkMu00,fumbles_rec,0,,,,,
player,201109180nyj,nyj,WilkMu00,fumbles_rec_yds,0,,,,,
player,201109180nyj,nyj,WilkMu00,fumbles_rec_td,0,,,,,
player,201109180nyj,nyj,WilkMu00,fumbles_forced,0,,,,,
player,201109180nyj,nyj,DeViMi99,def_int,0,,,,,
player,201109180nyj,nyj,DeViMi99,def_int_yds,0,,,,,
player,201109180nyj,nyj,DeViMi99,def_int_td,0,,,,,
player,201109180nyj,nyj,DeViMi99,def_int_long,0,,,,,
player,201109180nyj,nyj,DeViMi99,pass_defended,0,,,,,
player,201109180nyj,nyj,DeViMi99,sacks,0.0,,,,,
player,201109180nyj,nyj,DeViMi99,tackles_combined,5,,,,,
player,201109180nyj,nyj,DeViMi99,tackles_solo,5,,,,,
player,201109180nyj,nyj,DeViMi99,tackles_assists,0,,,,,
player,201109180nyj,nyj,DeViMi99,tackles_loss,0,,,,,
player,201109180nyj,nyj,DeViMi99,qb_hits,0,,,,,
player,201109180nyj,nyj,DeViMi99,fumbles_rec,0,,,,,
player,201109180nyj,nyj,DeViMi99,fumbles_rec_yds,0,,,,,
player,201109180nyj,nyj,DeViMi99,fumbles_rec_td,0,,,,,
player,201109180nyj,nyj,DeViMi99,fumbles_forced,0,,,,,
player,201109180nyj,nyj,PaceCa20,def_int,0,,,,,
player,201109180nyj,nyj,PaceCa20,def_int_yds,0,,,,,
player,201109180nyj,nyj,PaceCa20,def_int_td,0,,,,,
player,201109180nyj,nyj,PaceCa20,def_int_long,0,,,,,
player,201109180nyj,nyj,PaceCa20,pass_defended,1,,,,,
player,201109180nyj,nyj,PaceCa20,sacks,0.0,,,,,
player,201109180nyj,nyj,PaceCa20,tackles_combined,5,,,,,
player,201109180nyj,nyj,PaceCa20,tackles_solo,3,,,,,
player,201109180nyj,nyj,PaceCa20,tackles_assists,2,,,,,
player,201109180nyj,nyj,PaceCa20,tackles_loss,0,,,,,
player,201109180nyj,nyj,PaceCa20,qb_hits,0,,,,,
