game,2011,8,20111030,201110300buf,was,"Washington Redskins",0,buf,"Buffalo Bills",23
player,201110300buf,was,HallDe99,tackles_solo,4,,,,,
player,201110300buf,was,HallDe99,tackles_assists,2,,,,,
player,201110300buf,was,HallDe99,tackles_loss,0,,,,,
player,201110300buf,was,HallDe99,qb_hits,0,,,,,
player,201110300buf,was,HallDe99,fumbles_rec,0,,,,,
player,201110300buf,was,HallDe99,fumbles_rec_yds,0,,,,,
player,201110300buf,was,HallDe99,fumbles_rec_td,0,,,,,
player,201110300buf,was,HallDe99,fumbles_forced,0,,,,,
player,201110300buf,was,FoxxKe20,def_int,0,,,,,
player,201110300buf,was,FoxxKe20,def_int_yds,0,,,,,
player,201110300buf,was,FoxxKe20,def_int_td,0,,,,,
player,201110300buf,was,FoxxKe20,def_int_long,0,,,,,
player,201110300buf,was,FoxxKe20,pass_defended,0,,,,,
player,201110300buf,was,FoxxKe20,sacks,0.0,,,,,
player,201110300buf,was,FoxxKe20,tackles_combined,5,,,,,
player,201110300buf,was,FoxxKe20,tackles_solo,3,,,,,
player,201110300buf,was,FoxxKe20,tackles_assists,2,,,,,
player,201110300buf,was,FoxxKe20,tackles_loss,0,,,,,
player,201110300buf,was,FoxxKe20,qb_hits,0,,,,,
player,201110300buf,was,FoxxKe20,fumbles_rec,0,,,,,
player,201110300buf,was,FoxxKe20,fumbles_rec_yds,0,,,,,
player,201110300buf,was,FoxxKe20,fumbles_rec_td,0,,,,,
player,201110300buf,was,FoxxKe20,fumbles_forced,0,,,,,
player,201110300buf,was,KerrRy00,def_int,0,,,,,
player,201110300buf,was,KerrRy00,def_int_yds,0,,,,,
player,201110300buf,was,KerrRy00,def_int_td,0,,,,,
player,201110300buf,was,KerrRy00,def_int_long,0,,,,,
player,201110300buf,was,KerrRy00,pass_defended,0,,,,,
player,201110300buf,was,KerrRy00,sacks,0.0,,,,,
player,201110300buf,was,KerrRy00,tackles_combined,5,,,,,
player,201110300buf,was,KerrRy00,tackles_solo,5,,,,,
player,201110300buf,was,KerrRy00,tackles_assists,0,,,,,
player,201110300buf,was,KerrRy00,tackles_loss,2,,,,,
player,201110300buf,was,KerrRy00,qb_hits,0,,,,,
player,201110300buf,was,KerrRy00,fumbles_rec,0,,,,,
player,201110300buf,was,KerrRy00,fumbles_rec_yds,0,,,,,
player,201110300buf,was,KerrRy00,fumbles_rec_td,0,,,,,
player,201110300buf,was,KerrRy00,fumbles_forced,0,,,,,
player,201110300buf,was,OrakBr99,def_int,0,,,,,
player,201110300buf,was,OrakBr99,def_int_yds,0,,,,,
player,201110300buf,was,OrakBr99,def_int_td,0,,,,,
player,201110300buf,was,OrakBr99,def_int_long,0,,,,,
player,201110300buf,was,OrakBr99,pass_defended,0,,,,,
player,201110300buf,was,OrakBr99,sacks,0.0,,,,,
player,201110300buf,was,OrakBr99,tackles_combined,5,,,,,
player,201110300buf,was,OrakBr99,tackles_solo,4,,,,,
player,201110300buf,was,OrakBr99,tackles_assists,1,,,,,
player,201110300buf,was,OrakBr99,tackles_loss,0,,,,,
player,201110300buf,was,OrakBr99,qb_hits,0,,,,,
player,201110300buf,was,OrakBr99,fumbles_rec,1,,,,,
player,201110300buf,was,OrakBr99,fumbles_rec_yds,0,,,,,
player,201110300buf,was,OrakBr99,fumbles_rec_td,0,,,,,
player,201110300buf,was,OrakBr99,fumbles_forced,0,,,,,
player,201110300buf,was,AtogO.20,def_int,0,,,,,
player,201110300buf,was,AtogO.20,def_int_yds,0,,,,,
player,201110300buf,was,AtogO.20,def_int_td,0,,,,,
player,201110300buf,was,AtogO.20,def_int_long,0,,,,,
player,201110300buf,was,AtogO.20,pass_defended,0,,,,,
player,201110300buf,was,AtogO.20,sacks,0.0,,,,,
player,201110300buf,was,AtogO.20,tackles_combined,3,,,,,
player,201110300buf,was,AtogO.20,tackles_solo,2,,,,,
player,201110300buf,was,AtogO.20,tackles_assists,1,,,,,
player,201110300buf,was,AtogO.20,tackles_loss,0,,,,,
player,201110300buf,was,AtogO.20,qb_hits,0,,,,,
player,201110300buf,was,AtogO.20,fumbles_rec,0,,,,,
player,201110300buf,was,AtogO.20,fumbles_rec_yds,0,,,,,
player,201110300buf,was,AtogO.20,fumbles_rec_td,0,,,,,
player,201110300buf,was,AtogO.20,fumbles_forced,0,,,,,
player,201110300buf,was,BarnKe99,def_int,0,,,,,
player,201110300buf,was,BarnKe99,def_int_yds,0,,,,,
player,201110300buf,was,BarnKe99,def_int_td,0,,,,,
player,201110300buf,was,BarnKe99,def_int_long,0,,,,,
player,201110300buf,was,BarnKe99,pass_defended,0,,,,,
player,201110300buf,was,BarnKe99,sacks,0.0,,,,,
player,201110300buf,was,BarnKe99,tackles_combined,3,,,,,
player,201110300buf,was,BarnKe99,tackles_solo,3,,,,,
player,201110300buf,was,BarnKe99,tackles_assists,0,,,,,
player,201110300buf,was,BarnKe99,tackles_loss,1,,,,,
player,201110300buf,was,BarnKe99,qb_hits,0,,,,,
player,201110300buf,was,BarnKe99,fumbles_rec,0,,,,,
player,201110300buf,was,BarnKe99,fumbles_rec_yds,0,,,,,
player,201110300buf,was,BarnKe99,fumbles_rec_td,0,,,,,
player,201110300buf,was,BarnKe99,fumbles_forced,0,,,,,
player,201110300buf,was,CofiBa20,def_int,0,,,,,
player,201110300buf,was,CofiBa20,def_int_yds,0,,,,,
player,201110300buf,was,CofiBa20,def_int_td,0,,,,,
player,201110300buf,was,CofiBa20,def_int_long,0,,,,,
player,201110300buf,was,CofiBa20,pass_defended,0,,,,,
player,201110300buf,was,CofiBa20,sacks,0.0,,,,,
player,201110300buf,was,CofiBa20,tackles_combined,3,,,,,
player,201110300buf,was,CofiBa20,tackles_solo,1,,,,,
player,201110300buf,was,CofiBa20,tackles_assists,2,,,,,
player,201110300buf,was,CofiBa20,tackles_loss,0,,,,,
player,201110300buf,was,CofiBa20,qb_hits,0,,,,,
player,201110300buf,was,CofiBa20,fumbles_rec,0,,,,,
player,201110300buf,was,CofiBa20,fumbles_rec_yds,0,,,,,
player,201110300buf,was,CofiBa20,fumbles_rec_td,0,,,,,
player,201110300buf,was,CofiBa20,fumbles_forced,0,,,,,
player,201110300buf,was,AlexLo99,def_int,0,,,,,
player,201110300buf,was,AlexLo99,def_int_yds,0,,,,,
player,201110300buf,was,AlexLo99,def_int_td,0,,,,,
player,201110300buf,was,AlexLo99,def_int_long,0,,,,,
player,201110300buf,was,AlexLo99,pass_defended,0,,,,,
player,201110300buf,was,AlexLo99,sacks,0.0,,,,,
player,201110300buf,was,AlexLo99,tackles_combined,2,,,,,
player,201110300buf,was,AlexLo99,tackles_solo,0,,,,,
player,201110300buf,was,AlexLo99,tackles_assists,2,,,,,
player,201110300buf,was,AlexLo99,tackles_loss,0,,,,,
player,201110300buf,was,AlexLo99,qb_hits,0,,,,,
player,201110300buf,was,AlexLo99,fumbles_rec,0,,,,,
player,201110300buf,was,AlexLo99,fumbles_rec_yds,0,,,,,
player,201110300buf,was,AlexLo99,fumbles_rec_td,0,,,,,
player,201110300buf,was,AlexLo99,fumbles_forced,0,,,,,
player,201110300buf,was,CarrAd99,def_int,0,,,,,
player,201110300buf,was,CarrAd99,def_int_yds,0,,,,,
player,201110300buf,was,CarrAd99,def_int_td,0,,,,,
player,201110300buf,was,CarrAd99,def_int_long,0,,,,,
player,201110300buf,was,CarrAd99,pass_defended,0,,,,,
player,201110300buf,was,CarrAd99,sacks,0.0,,,,,
player,201110300buf,was,CarrAd99,tackles_combined,1,,,,,
player,201110300buf,was,CarrAd99,tackles_solo,0,,,,,
player,201110300buf,was,CarrAd99,tackles_assists,1,,,,,
player,201110300buf,was,CarrAd99,tackles_loss,0,,,,,
player,201110300buf,was,CarrAd99,qb_hits,0,,,,,
player,201110300buf,was,CarrAd99,fumbles_rec,0,,,,,
player,201110300buf,was,CarrAd99,fumbles_rec_yds,0,,,,,
player,201110300buf,was,CarrAd99,fumbles_rec_td,0,,,,,
player,201110300buf,was,CarrAd99,fumbles_forced,0,,,,,
player,201110300buf,was,GomeDe00,def_int,0,,,,,
player,201110300buf,was,GomeDe00,def_int_yds,0,,,,,
player,201110300buf,was,GomeDe00,def_int_td,0,,,,,
player,201110300buf,was,GomeDe00,def_int_long,0,,,,,
player,201110300buf,was,GomeDe00,pass_defended,0,,,,,
player,201110300buf,was,GomeDe00,sacks,0.0,,,,,
player,201110300buf,was,GomeDe00,tackles_combined,1,,,,,
player,201110300buf,was,GomeDe00,tackles_solo,1,,,,,
player,201110300buf,was,GomeDe00,tackles_assists,0,,,,,
player,201110300buf,was,GomeDe00,tackles_loss,0,,,,,
player,201110300buf,was,GomeDe00,qb_hits,0,,,,,
player,201110300buf,was,GomeDe00,fumbles_rec,0,,,,,
player,201110300buf,was,GomeDe00,fumbles_rec_yds,0,,,,,
player,201110300buf,was,GomeDe00,fumbles_rec_td,0,,,,,
player,201110300buf,was,GomeDe00,fumbles_forced,0,,,,,
player,201110300buf,was,RilePe00,def_int,0,,,,,
player,201110300buf,was,RilePe00,def_int_yds,0,,,,,
player,201110300buf,was,RilePe00,def_int_td,0,,,,,
player,201110300buf,was,RilePe00,def_int_long,0,,,,,
player,201110300buf,was,RilePe00,pass_defended,0,,,,,
player,201110300buf,was,RilePe00,sacks,0.0,,,,,
player,201110300buf,was,RilePe00,tackles_combined,1,,,,,
player,201110300buf,was,RilePe00,tackles_solo,0,,,,,
player,201110300buf,was,RilePe00,tackles_assists,1,,,,,
player,201110300buf,was,RilePe00,tackles_loss,0,,,,,
player,201110300buf,was,RilePe00,qb_hits,0,,,,,
player,201110300buf,was,RilePe00,fumbles_rec,0,,,,,
player,201110300buf,was,RilePe00,fumbles_rec_yds,0,,,,,
player,201110300buf,was,RilePe00,fumbles_rec_td,0,,,,,
player,201110300buf,was,RilePe00,fumbles_forced,0,,,,,
player,201110300buf,was,WilsJo99,def_int,0,,,,,
player,201110300buf,was,WilsJo99,def_int_yds,0,,,,,
player,201110300buf,was,WilsJo99,def_int_td,0,,,,,
player,201110300buf,was,WilsJo99,def_int_long,0,,,,,
player,201110300buf,was,WilsJo99,pass_defended,0,,,,,
player,201110300buf,was,WilsJo99,sacks,0.0,,,,,
player,201110300buf,was,WilsJo99,tackles_combined,1,,,,,
player,201110300buf,was,WilsJo99,tackles_solo,1,,,,,
player,201110300buf,was,WilsJo99,tackles_assists,0,,,,,
player,201110300buf,was,WilsJo99,tackles_loss,0,,,,,
player,201110300buf,was,WilsJo99,qb_hits,0,,,,,
player,201110300buf,was,WilsJo99,fumbles_rec,0,,,,,
player,201110300buf,was,WilsJo99,fumbles_rec_yds,0,,,,,
player,201110300buf,was,WilsJo99,fumbles_rec_td,0,,,,,
player,201110300buf,was,WilsJo99,fumbles_forced,0,,,,,
player,201110300buf,was,WestBy00,def_int,,,,,,
player,201110300buf,was,WestBy00,def_int_yds,,,,,,
player,201110300buf,was,WestBy00,def_int_td,,,,,,
player,201110300buf,was,WestBy00,def_int_long,,,,,,
player,201110300buf,was,WestBy00,pass_defended,,,,,,
player,201110300buf,was,WestBy00,sacks,0.0,,,,,
player,201110300buf,was,WestBy00,tackles_combined,,,,,,
player,201110300buf,was,WestBy00,tackles_solo,,,,,,
player,201110300buf,was,WestBy00,tackles_assists,,,,,,
player,201110300buf,was,WestBy00,tackles_loss,1,,,,,
player,201110300buf,was,WestBy00,qb_hits,1,,,,,
player,201110300buf,was,WestBy00,fumbles_rec,,,,,,
player,201110300buf,was,WestBy00,fumbles_rec_yds,,,,,,
player,201110300buf,was,WestBy00,fumbles_rec_td,,,,,,
player,201110300buf,was,WestBy00,fumbles_forced,,,,,,
player,201110300buf,buf,ByrdJa99,def_int,1,,,,,
player,201110300buf,buf,ByrdJa99,def_int_yds,22,,,,,
player,201110300buf,buf,ByrdJa99,def_int_td,0,,,,,
player,201110300buf,buf,ByrdJa99,def_int_long,22,,,,,
player,201110300buf,buf,ByrdJa99,pass_defended,1,,,,,
player,201110300buf,buf,ByrdJa99,sacks,1.0,,,,,
player,201110300buf,buf,ByrdJa99,tackles_combined,4,,,,,
player,201110300buf,buf,ByrdJa99,tackles_solo,3,,,,,
player,201110300buf,buf,ByrdJa99,tackles_assists,1,,,,,
player,201110300buf,buf,ByrdJa99,tackles_loss,1,,,,,
player,201110300buf,buf,ByrdJa99,qb_hits,1,,,,,
player,201110300buf,buf,ByrdJa99,fumbles_rec,0,,,,,
player,201110300buf,buf,ByrdJa99,fumbles_rec_yds,0,,,,,
player,201110300buf,buf,ByrdJa99,fumbles_rec_td,0,,,,,
player,201110300buf,buf,ByrdJa99,fumbles_forced,0,,,,,
player,201110300buf,buf,WilsGe01,def_int,1,,,,,
player,201110300buf,buf,WilsGe01,def_int_yds,12,,,,,
player,201110300buf,buf,WilsGe01,def_int_td,0,,,,,
player,201110300buf,buf,WilsGe01,def_int_long,12,,,,,
player,201110300buf,buf,WilsGe01,pass_defended,1,,,,,
player,201110300buf,buf,WilsGe01,sacks,0.0,,,,,
player,201110300buf,buf,WilsGe01,tackles_combined,9,,,,,
player,201110300buf,buf,WilsGe01,tackles_solo,8,,,,,
player,201110300buf,buf,WilsGe01,tackles_assists,1,,,,,
player,201110300buf,buf,WilsGe01,tackles_loss,0,,,,,
player,201110300buf,buf,WilsGe01,qb_hits,0,,,,,
player,201110300buf,buf,WilsGe01,fumbles_rec,0,,,,,
player,201110300buf,buf,WilsGe01,fumbles_rec_yds,0,,,,,
player,201110300buf,buf,WilsGe01,fumbles_rec_td,0,,,,,
player,201110300buf,buf,WilsGe01,fumbles_forced,0,,,,,
player,201110300buf,buf,DareMa00,def_int,0,,,,,
player,201110300buf,buf,DareMa00,def_int_yds,0,,,,,
player,201110300buf,buf,DareMa00,def_int_td,0,,,,,
player,201110300buf,buf,DareMa00,def_int_long,0,,,,,
player,201110300buf,buf,DareMa00,pass_defended,0,,,,,
player,201110300buf,buf,DareMa00,sacks,2.5,,,,,
player,201110300buf,buf,DareMa00,tackles_combined,4,,,,,
player,201110300buf,buf,DareMa00,tackles_solo,2,,,,,
player,201110300buf,buf,DareMa00,tackles_assists,2,,,,,
player,201110300buf,buf,DareMa00,tackles_loss,2,,,,,
player,201110300buf,buf,DareMa00,qb_hits,3,,,,,
player,201110300buf,buf,DareMa00,fumbles_rec,0,,,,,
player,201110300buf,buf,DareMa00,fumbles_rec_yds,0,,,,,
player,201110300buf,buf,DareMa00,fumbles_rec_td,0,,,,,
player,201110300buf,buf,DareMa00,fumbles_forced,0,,,,,
player,201110300buf,buf,EdwaDw20,def_int,0,,,,,
player,201110300buf,buf,EdwaDw20,def_int_yds,0,,,,,
player,201110300buf,buf,EdwaDw20,def_int_td,0,,,,,
player,201110300buf,buf,EdwaDw20,def_int_long,0,,,,,
player,201110300buf,buf,EdwaDw20,pass_defended,0,,,,,
player,201110300buf,buf,EdwaDw20,sacks,1.5,,,,,
player,201110300buf,buf,EdwaDw20,tackles_combined,4,,,,,
player,201110300buf,buf,EdwaDw20,tackles_solo,1,,,,,
player,201110300buf,buf,EdwaDw20,tackles_assists,3,,,,,
player,201110300buf,buf,EdwaDw20,tackles_loss,1,,,,,
player,201110300buf,buf,EdwaDw20,qb_hits,4,,,,,
player,201110300buf,buf,EdwaDw20,fumbles_rec,0,,,,,
player,201110300buf,buf,EdwaDw20,fumbles_rec_yds,0,,,,,
player,201110300buf,buf,EdwaDw20,fumbles_rec_td,0,,,,,
player,201110300buf,buf,EdwaDw20,fumbles_forced,0,,,,,
player,201110300buf,buf,BarnNi20,def_int,0,,,,,
player,201110300buf,buf,BarnNi20,def_int_yds,0,,,,,
player,201110300buf,buf,BarnNi20,def_int_td,0,,,,,
player,201110300buf,buf,BarnNi20,def_int_long,0,,,,,
player,201110300buf,buf,BarnNi20,pass_defended,0,,,,,
player,201110300buf,buf,BarnNi20,sacks,1.0,,,,,
player,201110300buf,buf,BarnNi20,tackles_combined,10,,,,,
player,201110300buf,buf,BarnNi20,tackles_solo,5,,,,,
player,201110300buf,buf,BarnNi20,tackles_assists,5,,,,,
player,201110300buf,buf,BarnNi20,tackles_loss,0,,,,,
player,201110300buf,buf,BarnNi20,qb_hits,2,,,,,
player,201110300buf,buf,BarnNi20,fumbles_rec,0,,,,,
player,201110300buf,buf,BarnNi20,fumbles_rec_yds,0,,,,,
player,201110300buf,buf,BarnNi20,fumbles_rec_td,0,,,,,
player,201110300buf,buf,BarnNi20,fumbles_forced,0,,,,,
player,201110300buf,buf,JohnSp20,def_int,0,,,,,
player,201110300buf,buf,JohnSp20,def_int_yds,0,,,,,
player,201110300buf,buf,JohnSp20,def_int_td,0,,,,,
player,201110300buf,buf,JohnSp20,def_int_long,0,,,,,
player,201110300buf,buf,JohnSp20,pass_defended,0,,,,,
player,201110300buf,buf,JohnSp20,sacks,1.0,,,,,
player,201110300buf,buf,JohnSp20,tackles_combined,4,,,,,
player,201110300buf,buf,JohnSp20,tackles_solo,4,,,,,
player,201110300buf,buf,JohnSp20,tackles_assists,0,,,,,
player,201110300buf,buf,JohnSp20,tackles_loss,2,,,,,
player,201110300buf,buf,JohnSp20,qb_hits,1,,,,,
player,201110300buf,buf,JohnSp20,fumbles_rec,0,,,,,
player,201110300buf,buf,JohnSp20,fumbles_rec_yds,0,,,,,
player,201110300buf,buf,JohnSp20,fumbles_rec_td,0,,,,,
player,201110300buf,buf,JohnSp20,fumbles_forced,0,,,,,
player,201110300buf,buf,MorrKi20,def_int,0,,,,,
player,201110300buf,buf,MorrKi20,def_int_yds,0,,,,,
player,201110300buf,buf,MorrKi20,def_int_td,0,,,,,
player,201110300buf,buf,MorrKi20,def_int_long,0,,,,,
player,201110300buf,buf,MorrKi20,pass_defended,0,,,,,
player,201110300buf,buf,MorrKi20,sacks,1.0,,,,,
player,201110300buf,buf,MorrKi20,tackles_combined,2,,,,,
player,201110300buf,buf,MorrKi20,tackles_solo,2,,,,,
player,201110300buf,buf,MorrKi20,tackles_assists,0,,,,,
player,201110300buf,buf,MorrKi20,tackles_loss,1,,,,,
player,201110300buf,buf,MorrKi20,qb_hits,1,,,,,
player,201110300buf,buf,MorrKi20,fumbles_rec,0,,,,,
player,201110300buf,buf,MorrKi20,fumbles_rec_yds,0,,,,,
player,201110300buf,buf,MorrKi20,fumbles_rec_td,0,,,,,
player,201110300buf,buf,MorrKi20,fumbles_forced,0,,,,,
player,201110300buf,buf,KelsCh21,def_int,0,,,,,
player,201110300buf,buf,KelsCh21,def_int_yds,0,,,,,
player,201110300buf,buf,KelsCh21,def_int_td,0,,,,,
player,201110300buf,buf,KelsCh21,def_int_long,0,,,,,
player,201110300buf,buf,KelsCh21,pass_defended,0,,,,,
player,201110300buf,buf,KelsCh21,sacks,1.0,,,,,
player,201110300buf,buf,KelsCh21,tackles_combined,1,,,,,
player,201110300buf,buf,KelsCh21,tackles_solo,1,,,,,
player,201110300buf,buf,KelsCh21,tackles_assists,0,,,,,
player,201110300buf,buf,KelsCh21,tackles_loss,1,,,,,
player,201110300buf,buf,KelsCh21,qb_hits,1,,,,,
player,201110300buf,buf,KelsCh21,fumbles_rec,0,,,,,
player,201110300buf,buf,KelsCh21,fumbles_rec_yds,0,,,,,
player,201110300buf,buf,KelsCh21,fumbles_rec_td,0,,,,,
player,201110300buf,buf,KelsCh21,fumbles_forced,0,,,,,
player,201110300buf,buf,MoatAr00,def_int,0,,,,,
player,201110300buf,buf,MoatAr00,def_int_yds,0,,,,,
player,201110300buf,buf,MoatAr00,def_int_td,0,,,,,
player,201110300buf,buf,MoatAr00,def_int_long,0,,,,,
player,201110300buf,buf,MoatAr00,pass_defended,0,,,,,
player,201110300buf,buf,MoatAr00,sacks,0.5,,,,,
player,201110300buf,buf,MoatAr00,tackles_combined,2,,,,,
player,201110300buf,buf,MoatAr00,tackles_solo,1,,,,,
player,201110300buf,buf,MoatAr00,tackles_assists,1,,,,,
player,201110300buf,buf,MoatAr00,tackles_loss,0,,,,,
player,201110300buf,buf,MoatAr00,qb_hits,2,,,,,
player,201110300buf,buf,MoatAr00,fumbles_rec,0,,,,,
player,201110300buf,buf,MoatAr00,fumbles_rec_yds,0,,,,,
player,201110300buf,buf,MoatAr00,fumbles_rec_td,0,,,,,
player,201110300buf,buf,MoatAr00,fumbles_forced,0,,,,,
player,201110300buf,buf,BattDa99,def_int,0,,,,,
player,201110300buf,buf,BattDa99,def_int_yds,0,,,,,
player,201110300buf,buf,BattDa99,def_int_td,0,,,,,
player,201110300buf,buf,BattDa99,def_int_long,0,,,,,
player,201110300buf,buf,BattDa99,pass_defended,0,,,,,
player,201110300buf,buf,BattDa99,sacks,0.5,,,,,
player,201110300buf,buf,BattDa99,tackles_combined,1,,,,,
player,201110300buf,buf,BattDa99,tackles_solo,0,,,,,
player,201110300buf,buf,BattDa99,tackles_assists,1,,,,,
player,201110300buf,buf,BattDa99,tackles_loss,0,,,,,
player,201110300buf,buf,BattDa99,qb_hits,1,,,,,
player,201110300buf,buf,BattDa99,fumbles_rec,0,,,,,
player,201110300buf,buf,BattDa99,fumbles_rec_yds,0,,,,,
player,201110300buf,buf,BattDa99,fumbles_rec_td,0,,,,,
player,201110300buf,buf,BattDa99,fumbles_forced,0,,,,,
player,201110300buf,buf,ScotBr20,def_int,0,,,,,
player,201110300buf,buf,ScotBr20,def_int_yds,0,,,,,
player,201110300buf,buf,ScotBr20,def_int_td,0,,,,,
player,201110300buf,buf,ScotBr20,def_int_long,0,,,,,
player,201110300buf,buf,ScotBr20,pass_defended,0,,,,,
player,201110300buf,buf,ScotBr20,sacks,0.0,,,,,
player,201110300buf,buf,ScotBr20,tackles_combined,4,,,,,
player,201110300buf,buf,ScotBr20,tackles_solo,3,,,,,
player,201110300buf,buf,ScotBr20,tackles_assists,1,,,,,
player,201110300buf,buf,ScotBr20,tackles_loss,0,,,,,
player,201110300buf,buf,ScotBr20,qb_hits,0,,,,,
player,201110300buf,buf,ScotBr20,fumbles_rec,0,,,,,
player,201110300buf,buf,ScotBr20,fumbles_rec_yds,0,,,,,
player,201110300buf,buf,ScotBr20,fumbles_rec_td,0,,,,,
player,201110300buf,buf,ScotBr20,fumbles_forced,0,,,,,
player,201110300buf,buf,McGeTe99,def_int,0,,,,,
player,201110300buf,buf,McGeTe99,def_int_yds,0,,,,,
player,201110300buf,buf,McGeTe99,def_int_td,0,,,,,
player,201110300buf,buf,McGeTe99,def_int_long,0,,,,,
player,201110300buf,buf,McGeTe99,pass_defended,0,,,,,
player,201110300buf,buf,McGeTe99,sacks,0.0,,,,,
player,201110300buf,buf,McGeTe99,tackles_combined,3,,,,,
player,201110300buf,buf,McGeTe99,tackles_solo,2,,,,,
player,201110300buf,buf,McGeTe99,tackles_assists,1,,,,,
player,201110300buf,buf,McGeTe99,tackles_loss,0,,,,,
player,201110300buf,buf,McGeTe99,qb_hits,0,,,,,
player,201110300buf,buf,McGeTe99,fumbles_rec,0,,,,,
player,201110300buf,buf,McGeTe99,fumbles_rec_yds,0,,,,,
player,201110300buf,buf,McGeTe99,fumbles_rec_td,0,,,,,
player,201110300buf,buf,McGeTe99,fumbles_forced,0,,,,,
player,201110300buf,buf,McInCo00,def_int,0,,,,,
player,201110300buf,buf,McInCo00,def_int_yds,0,,,,,
player,201110300buf,buf,McInCo00,def_int_td,0,,,,,
player,201110300buf,buf,McInCo00,def_int_long,0,,,,,
player,201110300buf,buf,McInCo00,pass_defended,0,,,,,
player,201110300buf,buf,McInCo00,sacks,0.0,,,,,
player,201110300buf,buf,McInCo00,tackles_combined,3,,,,,
player,201110300buf,buf,McInCo00,tackles_solo,3,,,,,
player,201110300buf,buf,McInCo00,tackles_assists,0,,,,,
player,201110300buf,buf,McInCo00,tackles_loss,0,,,,,
player,201110300buf,buf,McInCo00,qb_hits,0,,,,,
player,201110300buf,buf,McInCo00,fumbles_rec,0,,,,,
player,201110300buf,buf,McInCo00,fumbles_rec_yds,0,,,,,
player,201110300buf,buf,McInCo00,fumbles_rec_td,0,,,,,
player,201110300buf,buf,McInCo00,fumbles_forced,0,,,,,
player,201110300buf,buf,CarrAl99,def_int,0,,,,,
player,201110300buf,buf,CarrAl99,def_int_yds,0,,,,,
player,201110300buf,buf,CarrAl99,def_int_td,0,,,,,
player,201110300buf,buf,CarrAl99,def_int_long,0,,,,,
player,201110300buf,buf,CarrAl99,pass_defended,0,,,,,
player,201110300buf,buf,CarrAl99,sacks,0.0,,,,,
player,201110300buf,buf,CarrAl99,tackles_combined,2,,,,,
player,201110300buf,buf,CarrAl99,tackles_solo,0,,,,,
player,201110300buf,buf,CarrAl99,tackles_assists,2,,,,,
player,201110300buf,buf,CarrAl99,tackles_loss,0,,,,,
player,201110300buf,buf,CarrAl99,qb_hits,0,,,,,
player,201110300buf,buf,CarrAl99,fumbles_rec,0,,,,,
player,201110300buf,buf,CarrAl99,fumbles_rec_yds,0,,,,,
player,201110300buf,buf,CarrAl99,fumbles_rec_td,0,,,,,
player,201110300buf,buf,CarrAl99,fumbles_forced,0,,,,,
player,201110300buf,buf,McKeLe99,def_int,0,,,,,
player,201110300buf,buf,McKeLe99,def_int_yds,0,,,,,
player,201110300buf,buf,McKeLe99,def_int_td,0,,,,,
player,201110300buf,buf,McKeLe99,def_int_long,0,,,,,
player,201110300buf,buf,McKeLe99,pass_defended,2,,,,,
player,201110300buf,buf,McKeLe99,sacks,0.0,,,,,
player,201110300buf,buf,McKeLe99,tackles_combined,2,,,,,
player,201110300buf,buf,McKeLe99,tackles_solo,1,,,,,
player,201110300buf,buf,McKeLe99,tackles_assists,1,,,,,
player,201110300buf,buf,McKeLe99,tackles_loss,0,,,,,
player,201110300buf,buf,McKeLe99,qb_hits,0,,,,,
player,201110300buf,buf,McKeLe99,fumbles_rec,0,,,,,
player,201110300buf,buf,McKeLe99,fumbles_rec_yds,0,,,,,
player,201110300buf,buf,McKeLe99,fumbles_rec_td,0,,,,,
player,201110300buf,buf,McKeLe99,fumbles_forced,0,,,,,
player,201110300buf,buf,MoorBr24,def_int,0,,,,,
player,201110300buf,buf,MoorBr24,def_int_yds,0,,,,,
player,201110300buf,buf,MoorBr24,def_int_td,0,,,,,
player,201110300buf,buf,MoorBr24,def_int_long,0,,,,,
player,201110300buf,buf,MoorBr24,pass_defended,0,,,,,
player,201110300buf,buf,MoorBr24,sacks,0.0,,,,,
player,201110300buf,buf,MoorBr24,tackles_combined,1,,,,,
player,201110300buf,buf,MoorBr24,tackles_solo,1,,,,,
player,201110300buf,buf,MoorBr24,tackles_assists,0,,,,,
player,201110300buf,buf,MoorBr24,tackles_loss,0,,,,,
player,201110300buf,buf,MoorBr24,qb_hits,0,,,,,
player,201110300buf,buf,MoorBr24,fumbles_rec,0,,,,,
player,201110300buf,buf,MoorBr24,fumbles_rec_yds,0,,,,,
player,201110300buf,buf,MoorBr24,fumbles_rec_td,0,,,,,
player,201110300buf,buf,MoorBr24,fumbles_forced,0,,,,,
player,201110300buf,buf,SearDa00,def_int,0,,,,,
player,201110300buf,buf,SearDa00,def_int_yds,0,,,,,
player,201110300buf,buf,SearDa00,def_int_td,0,,,,,
player,201110300buf,buf,SearDa00,def_int_long,0,,,,,
player,201110300buf,buf,SearDa00,pass_defended,0,,,,,
player,201110300buf,buf,SearDa00,sacks,0.0,,,,,
player,201110300buf,buf,SearDa00,tackles_combined,1,,,,,
player,201110300buf,buf,SearDa00,tackles_solo,1,,,,,
player,201110300buf,buf,SearDa00,tackles_assists,0,,,,,
player,201110300buf,buf,SearDa00,tackles_loss,0,,,,,
player,201110300buf,buf,SearDa00,qb_hits,0,,,,,
player,201110300buf,buf,SearDa00,fumbles_rec,0,,,,,
player,201110300buf,buf,SearDa00,fumbles_rec_yds,0,,,,,
player,201110300buf,buf,SearDa00,fumbles_rec_td,0,,,,,
