game,2011,2,20110918,201109180nor,chi,"Chicago Bears",13,nor,"New Orleans Saints",30
player,201109180nor,chi,IdonIs20,fumbles_rec_td,0,,,,,
player,201109180nor,chi,IdonIs20,fumbles_forced,0,,,,,
player,201109180nor,chi,BrigLa99,def_int,0,,,,,
player,201109180nor,chi,BrigLa99,def_int_yds,0,,,,,
player,201109180nor,chi,BrigLa99,def_int_td,0,,,,,
player,201109180nor,chi,BrigLa99,def_int_long,0,,,,,
player,201109180nor,chi,BrigLa99,pass_defended,0,,,,,
player,201109180nor,chi,BrigLa99,sacks,0.0,,,,,
player,201109180nor,chi,BrigLa99,tackles_combined,11,,,,,
player,201109180nor,chi,BrigLa99,tackles_solo,10,,,,,
player,201109180nor,chi,BrigLa99,tackles_assists,1,,,,,
player,201109180nor,chi,BrigLa99,tackles_loss,0,,,,,
player,201109180nor,chi,BrigLa99,qb_hits,0,,,,,
player,201109180nor,chi,BrigLa99,fumbles_rec,0,,,,,
player,201109180nor,chi,BrigLa99,fumbles_rec_yds,0,,,,,
player,201109180nor,chi,BrigLa99,fumbles_rec_td,0,,,,,
player,201109180nor,chi,BrigLa99,fumbles_forced,0,,,,,
player,201109180nor,chi,JennTi20,def_int,0,,,,,
player,201109180nor,chi,JennTi20,def_int_yds,0,,,,,
player,201109180nor,chi,JennTi20,def_int_td,0,,,,,
player,201109180nor,chi,JennTi20,def_int_long,0,,,,,
player,201109180nor,chi,JennTi20,pass_defended,1,,,,,
player,201109180nor,chi,JennTi20,sacks,0.0,,,,,
player,201109180nor,chi,JennTi20,tackles_combined,9,,,,,
player,201109180nor,chi,JennTi20,tackles_solo,7,,,,,
player,201109180nor,chi,JennTi20,tackles_assists,2,,,,,
player,201109180nor,chi,JennTi20,tackles_loss,2,,,,,
player,201109180nor,chi,JennTi20,qb_hits,0,,,,,
player,201109180nor,chi,JennTi20,fumbles_rec,0,,,,,
player,201109180nor,chi,JennTi20,fumbles_rec_yds,0,,,,,
player,201109180nor,chi,JennTi20,fumbles_rec_td,0,,,,,
player,201109180nor,chi,JennTi20,fumbles_forced,0,,,,,
player,201109180nor,chi,WrigMa99,def_int,0,,,,,
player,201109180nor,chi,WrigMa99,def_int_yds,0,,,,,
player,201109180nor,chi,WrigMa99,def_int_td,0,,,,,
player,201109180nor,chi,WrigMa99,def_int_long,0,,,,,
player,201109180nor,chi,WrigMa99,pass_defended,0,,,,,
player,201109180nor,chi,WrigMa99,sacks,0.0,,,,,
player,201109180nor,chi,WrigMa99,tackles_combined,6,,,,,
player,201109180nor,chi,WrigMa99,tackles_solo,5,,,,,
player,201109180nor,chi,WrigMa99,tackles_assists,1,,,,,
player,201109180nor,chi,WrigMa99,tackles_loss,0,,,,,
player,201109180nor,chi,WrigMa99,qb_hits,0,,,,,
player,201109180nor,chi,WrigMa99,fumbles_rec,0,,,,,
player,201109180nor,chi,WrigMa99,fumbles_rec_yds,0,,,,,
player,201109180nor,chi,WrigMa99,fumbles_rec_td,0,,,,,
player,201109180nor,chi,WrigMa99,fumbles_forced,0,,,,,
player,201109180nor,chi,RoacNi99,def_int,0,,,,,
player,201109180nor,chi,RoacNi99,def_int_yds,0,,,,,
player,201109180nor,chi,RoacNi99,def_int_td,0,,,,,
player,201109180nor,chi,RoacNi99,def_int_long,0,,,,,
player,201109180nor,chi,RoacNi99,pass_defended,1,,,,,
player,201109180nor,chi,RoacNi99,sacks,0.0,,,,,
player,201109180nor,chi,RoacNi99,tackles_combined,5,,,,,
player,201109180nor,chi,RoacNi99,tackles_solo,4,,,,,
player,201109180nor,chi,RoacNi99,tackles_assists,1,,,,,
player,201109180nor,chi,RoacNi99,tackles_loss,1,,,,,
player,201109180nor,chi,RoacNi99,qb_hits,0,,,,,
player,201109180nor,chi,RoacNi99,fumbles_rec,0,,,,,
player,201109180nor,chi,RoacNi99,fumbles_rec_yds,0,,,,,
player,201109180nor,chi,RoacNi99,fumbles_rec_td,0,,,,,
player,201109180nor,chi,RoacNi99,fumbles_forced,0,,,,,
player,201109180nor,chi,MeriBr99,def_int,0,,,,,
player,201109180nor,chi,MeriBr99,def_int_yds,0,,,,,
player,201109180nor,chi,MeriBr99,def_int_td,0,,,,,
player,201109180nor,chi,MeriBr99,def_int_long,0,,,,,
player,201109180nor,chi,MeriBr99,pass_defended,0,,,,,
player,201109180nor,chi,MeriBr99,sacks,0.0,,,,,
player,201109180nor,chi,MeriBr99,tackles_combined,4,,,,,
player,201109180nor,chi,MeriBr99,tackles_solo,1,,,,,
player,201109180nor,chi,MeriBr99,tackles_assists,3,,,,,
player,201109180nor,chi,MeriBr99,tackles_loss,0,,,,,
player,201109180nor,chi,MeriBr99,qb_hits,0,,,,,
player,201109180nor,chi,MeriBr99,fumbles_rec,0,,,,,
player,201109180nor,chi,MeriBr99,fumbles_rec_yds,0,,,,,
player,201109180nor,chi,MeriBr99,fumbles_rec_td,0,,,,,
player,201109180nor,chi,MeriBr99,fumbles_forced,0,,,,,
player,201109180nor,chi,StelCr99,def_int,0,,,,,
player,201109180nor,chi,StelCr99,def_int_yds,0,,,,,
player,201109180nor,chi,StelCr99,def_int_td,0,,,,,
player,201109180nor,chi,StelCr99,def_int_long,0,,,,,
player,201109180nor,chi,StelCr99,pass_defended,0,,,,,
player,201109180nor,chi,StelCr99,sacks,0.0,,,,,
player,201109180nor,chi,StelCr99,tackles_combined,4,,,,,
player,201109180nor,chi,StelCr99,tackles_solo,3,,,,,
player,201109180nor,chi,StelCr99,tackles_assists,1,,,,,
player,201109180nor,chi,StelCr99,tackles_loss,0,,,,,
player,201109180nor,chi,StelCr99,qb_hits,0,,,,,
player,201109180nor,chi,StelCr99,fumbles_rec,0,,,,,
player,201109180nor,chi,StelCr99,fumbles_rec_yds,0,,,,,
player,201109180nor,chi,StelCr99,fumbles_rec_td,0,,,,,
player,201109180nor,chi,StelCr99,fumbles_forced,0,,,,,
player,201109180nor,chi,TillCh20,def_int,0,,,,,
player,201109180nor,chi,TillCh20,def_int_yds,0,,,,,
player,201109180nor,chi,TillCh20,def_int_td,0,,,,,
player,201109180nor,chi,TillCh20,def_int_long,0,,,,,
player,201109180nor,chi,TillCh20,pass_defended,0,,,,,
player,201109180nor,chi,TillCh20,sacks,0.0,,,,,
player,201109180nor,chi,TillCh20,tackles_combined,4,,,,,
player,201109180nor,chi,TillCh20,tackles_solo,3,,,,,
player,201109180nor,chi,TillCh20,tackles_assists,1,,,,,
player,201109180nor,chi,TillCh20,tackles_loss,0,,,,,
player,201109180nor,chi,TillCh20,qb_hits,0,,,,,
player,201109180nor,chi,TillCh20,fumbles_rec,1,,,,,
player,201109180nor,chi,TillCh20,fumbles_rec_yds,1,,,,,
player,201109180nor,chi,TillCh20,fumbles_rec_td,0,,,,,
player,201109180nor,chi,TillCh20,fumbles_forced,1,,,,,
player,201109180nor,chi,OkoyAm99,def_int,0,,,,,
player,201109180nor,chi,OkoyAm99,def_int_yds,0,,,,,
player,201109180nor,chi,OkoyAm99,def_int_td,0,,,,,
player,201109180nor,chi,OkoyAm99,def_int_long,0,,,,,
player,201109180nor,chi,OkoyAm99,pass_defended,0,,,,,
player,201109180nor,chi,OkoyAm99,sacks,0.0,,,,,
player,201109180nor,chi,OkoyAm99,tackles_combined,3,,,,,
player,201109180nor,chi,OkoyAm99,tackles_solo,2,,,,,
player,201109180nor,chi,OkoyAm99,tackles_assists,1,,,,,
player,201109180nor,chi,OkoyAm99,tackles_loss,0,,,,,
player,201109180nor,chi,OkoyAm99,qb_hits,1,,,,,
player,201109180nor,chi,OkoyAm99,fumbles_rec,0,,,,,
player,201109180nor,chi,OkoyAm99,fumbles_rec_yds,0,,,,,
player,201109180nor,chi,OkoyAm99,fumbles_rec_td,0,,,,,
player,201109180nor,chi,OkoyAm99,fumbles_forced,0,,,,,
player,201109180nor,chi,UrlaBr00,def_int,0,,,,,
player,201109180nor,chi,UrlaBr00,def_int_yds,0,,,,,
player,201109180nor,chi,UrlaBr00,def_int_td,0,,,,,
player,201109180nor,chi,UrlaBr00,def_int_long,0,,,,,
player,201109180nor,chi,UrlaBr00,pass_defended,0,,,,,
player,201109180nor,chi,UrlaBr00,sacks,0.0,,,,,
player,201109180nor,chi,UrlaBr00,tackles_combined,3,,,,,
player,201109180nor,chi,UrlaBr00,tackles_solo,2,,,,,
player,201109180nor,chi,UrlaBr00,tackles_assists,1,,,,,
player,201109180nor,chi,UrlaBr00,tackles_loss,0,,,,,
player,201109180nor,chi,UrlaBr00,qb_hits,0,,,,,
player,201109180nor,chi,UrlaBr00,fumbles_rec,0,,,,,
player,201109180nor,chi,UrlaBr00,fumbles_rec_yds,0,,,,,
player,201109180nor,chi,UrlaBr00,fumbles_rec_td,0,,,,,
player,201109180nor,chi,UrlaBr00,fumbles_forced,0,,,,,
player,201109180nor,chi,BowmZa20,def_int,0,,,,,
player,201109180nor,chi,BowmZa20,def_int_yds,0,,,,,
player,201109180nor,chi,BowmZa20,def_int_td,0,,,,,
player,201109180nor,chi,BowmZa20,def_int_long,0,,,,,
player,201109180nor,chi,BowmZa20,pass_defended,0,,,,,
player,201109180nor,chi,BowmZa20,sacks,0.0,,,,,
player,201109180nor,chi,BowmZa20,tackles_combined,2,,,,,
player,201109180nor,chi,BowmZa20,tackles_solo,2,,,,,
player,201109180nor,chi,BowmZa20,tackles_assists,0,,,,,
player,201109180nor,chi,BowmZa20,tackles_loss,0,,,,,
player,201109180nor,chi,BowmZa20,qb_hits,0,,,,,
player,201109180nor,chi,BowmZa20,fumbles_rec,0,,,,,
player,201109180nor,chi,BowmZa20,fumbles_rec_yds,0,,,,,
player,201109180nor,chi,BowmZa20,fumbles_rec_td,0,,,,,
player,201109180nor,chi,BowmZa20,fumbles_forced,0,,,,,
player,201109180nor,chi,MoorDJ99,def_int,0,,,,,
player,201109180nor,chi,MoorDJ99,def_int_yds,0,,,,,
player,201109180nor,chi,MoorDJ99,def_int_td,0,,,,,
player,201109180nor,chi,MoorDJ99,def_int_long,0,,,,,
player,201109180nor,chi,MoorDJ99,pass_defended,1,,,,,
player,201109180nor,chi,MoorDJ99,sacks,0.0,,,,,
player,201109180nor,chi,MoorDJ99,tackles_combined,2,,,,,
player,201109180nor,chi,MoorDJ99,tackles_solo,1,,,,,
player,201109180nor,chi,MoorDJ99,tackles_assists,1,,,,,
player,201109180nor,chi,MoorDJ99,tackles_loss,0,,,,,
player,201109180nor,chi,MoorDJ99,qb_hits,0,,,,,
player,201109180nor,chi,MoorDJ99,fumbles_rec,0,,,,,
player,201109180nor,chi,MoorDJ99,fumbles_rec_yds,0,,,,,
player,201109180nor,chi,MoorDJ99,fumbles_rec_td,0,,,,,
player,201109180nor,chi,MoorDJ99,fumbles_forced,0,,,,,
player,201109180nor,chi,ToeaMa99,def_int,0,,,,,
player,201109180nor,chi,ToeaMa99,def_int_yds,0,,,,,
player,201109180nor,chi,ToeaMa99,def_int_td,0,,,,,
player,201109180nor,chi,ToeaMa99,def_int_long,0,,,,,
player,201109180nor,chi,ToeaMa99,pass_defended,0,,,,,
player,201109180nor,chi,ToeaMa99,sacks,0.0,,,,,
player,201109180nor,chi,ToeaMa99,tackles_combined,2,,,,,
player,201109180nor,chi,ToeaMa99,tackles_solo,0,,,,,
player,201109180nor,chi,ToeaMa99,tackles_assists,2,,,,,
player,201109180nor,chi,ToeaMa99,tackles_loss,0,,,,,
player,201109180nor,chi,ToeaMa99,qb_hits,0,,,,,
player,201109180nor,chi,ToeaMa99,fumbles_rec,0,,,,,
player,201109180nor,chi,ToeaMa99,fumbles_rec_yds,0,,,,,
player,201109180nor,chi,ToeaMa99,fumbles_rec_td,0,,,,,
player,201109180nor,chi,ToeaMa99,fumbles_forced,0,,,,,
player,201109180nor,chi,AdamAn20,def_int,0,,,,,
player,201109180nor,chi,AdamAn20,def_int_yds,0,,,,,
player,201109180nor,chi,AdamAn20,def_int_td,0,,,,,
player,201109180nor,chi,AdamAn20,def_int_long,0,,,,,
player,201109180nor,chi,AdamAn20,pass_defended,0,,,,,
player,201109180nor,chi,AdamAn20,sacks,0.0,,,,,
player,201109180nor,chi,AdamAn20,tackles_combined,1,,,,,
player,201109180nor,chi,AdamAn20,tackles_solo,0,,,,,
player,201109180nor,chi,AdamAn20,tackles_assists,1,,,,,
player,201109180nor,chi,AdamAn20,tackles_loss,0,,,,,
player,201109180nor,chi,AdamAn20,qb_hits,0,,,,,
player,201109180nor,chi,AdamAn20,fumbles_rec,0,,,,,
player,201109180nor,chi,AdamAn20,fumbles_rec_yds,0,,,,,
player,201109180nor,chi,AdamAn20,fumbles_rec_td,0,,,,,
player,201109180nor,chi,AdamAn20,fumbles_forced,0,,,,,
player,201109180nor,chi,ContCh00,def_int,0,,,,,
player,201109180nor,chi,ContCh00,def_int_yds,0,,,,,
player,201109180nor,chi,ContCh00,def_int_td,0,,,,,
player,201109180nor,chi,ContCh00,def_int_long,0,,,,,
player,201109180nor,chi,ContCh00,pass_defended,0,,,,,
player,201109180nor,chi,ContCh00,sacks,0.0,,,,,
player,201109180nor,chi,ContCh00,tackles_combined,1,,,,,
player,201109180nor,chi,ContCh00,tackles_solo,1,,,,,
player,201109180nor,chi,ContCh00,tackles_assists,0,,,,,
player,201109180nor,chi,ContCh00,tackles_loss,0,,,,,
player,201109180nor,chi,ContCh00,qb_hits,0,,,,,
player,201109180nor,chi,ContCh00,fumbles_rec,0,,,,,
player,201109180nor,chi,ContCh00,fumbles_rec_yds,0,,,,,
player,201109180nor,chi,ContCh00,fumbles_rec_td,0,,,,,
player,201109180nor,chi,ContCh00,fumbles_forced,0,,,,,
player,201109180nor,chi,DeCiDo00,def_int,0,,,,,
player,201109180nor,chi,DeCiDo00,def_int_yds,0,,,,,
player,201109180nor,chi,DeCiDo00,def_int_td,0,,,,,
player,201109180nor,chi,DeCiDo00,def_int_long,0,,,,,
player,201109180nor,chi,DeCiDo00,pass_defended,0,,,,,
player,201109180nor,chi,DeCiDo00,sacks,0.0,,,,,
player,201109180nor,chi,DeCiDo00,tackles_combined,1,,,,,
player,201109180nor,chi,DeCiDo00,tackles_solo,1,,,,,
player,201109180nor,chi,DeCiDo00,tackles_assists,0,,,,,
player,201109180nor,chi,DeCiDo00,tackles_loss,0,,,,,
player,201109180nor,chi,DeCiDo00,qb_hits,0,,,,,
player,201109180nor,chi,DeCiDo00,fumbles_rec,0,,,,,
player,201109180nor,chi,DeCiDo00,fumbles_rec_yds,0,,,,,
player,201109180nor,chi,DeCiDo00,fumbles_rec_td,0,,,,,
player,201109180nor,chi,DeCiDo00,fumbles_forced,0,,,,,
player,201109180nor,chi,PeppJu99,def_int,0,,,,,
player,201109180nor,chi,PeppJu99,def_int_yds,0,,,,,
player,201109180nor,chi,PeppJu99,def_int_td,0,,,,,
player,201109180nor,chi,PeppJu99,def_int_long,0,,,,,
player,201109180nor,chi,PeppJu99,pass_defended,0,,,,,
player,201109180nor,chi,PeppJu99,sacks,0.0,,,,,
player,201109180nor,chi,PeppJu99,tackles_combined,1,,,,,
player,201109180nor,chi,PeppJu99,tackles_solo,1,,,,,
player,201109180nor,chi,PeppJu99,tackles_assists,0,,,,,
player,201109180nor,chi,PeppJu99,tackles_loss,0,,,,,
player,201109180nor,chi,PeppJu99,qb_hits,0,,,,,
player,201109180nor,chi,PeppJu99,fumbles_rec,0,,,,,
player,201109180nor,chi,PeppJu99,fumbles_rec_yds,0,,,,,
player,201109180nor,chi,PeppJu99,fumbles_rec_td,0,,,,,
player,201109180nor,chi,PeppJu99,fumbles_forced,0,,,,,
player,201109180nor,chi,ReedNi99,def_int,0,,,,,
player,201109180nor,chi,ReedNi99,def_int_yds,0,,,,,
player,201109180nor,chi,ReedNi99,def_int_td,0,,,,,
player,201109180nor,chi,ReedNi99,def_int_long,0,,,,,
player,201109180nor,chi,ReedNi99,pass_defended,0,,,,,
player,201109180nor,chi,ReedNi99,sacks,0.0,,,,,
player,201109180nor,chi,ReedNi99,tackles_combined,1,,,,,
player,201109180nor,chi,ReedNi99,tackles_solo,1,,,,,
player,201109180nor,chi,ReedNi99,tackles_assists,0,,,,,
player,201109180nor,chi,ReedNi99,tackles_loss,0,,,,,
player,201109180nor,chi,ReedNi99,qb_hits,0,,,,,
player,201109180nor,chi,ReedNi99,fumbles_rec,0,,,,,
player,201109180nor,chi,ReedNi99,fumbles_rec_yds,0,,,,,
player,201109180nor,chi,ReedNi99,fumbles_rec_td,0,,,,,
player,201109180nor,chi,ReedNi99,fumbles_forced,0,,,,,
player,201109180nor,nor,HarpRo21,def_int,0,,,,,
player,201109180nor,nor,HarpRo21,def_int_yds,0,,,,,
player,201109180nor,nor,HarpRo21,def_int_td,0,,,,,
player,201109180nor,nor,HarpRo21,def_int_long,0,,,,,
player,201109180nor,nor,HarpRo21,pass_defended,0,,,,,
player,201109180nor,nor,HarpRo21,sacks,2.0,,,,,
player,201109180nor,nor,HarpRo21,tackles_combined,7,,,,,
player,201109180nor,nor,HarpRo21,tackles_solo,7,,,,,
player,201109180nor,nor,HarpRo21,tackles_assists,0,,,,,
player,201109180nor,nor,HarpRo21,tackles_loss,2,,,,,
player,201109180nor,nor,HarpRo21,qb_hits,2,,,,,
player,201109180nor,nor,HarpRo21,fumbles_rec,0,,,,,
player,201109180nor,nor,HarpRo21,fumbles_rec_yds,0,,,,,
player,201109180nor,nor,HarpRo21,fumbles_rec_td,0,,,,,
player,201109180nor,nor,HarpRo21,fumbles_forced,1,,,,,
player,201109180nor,nor,GaleJu00,def_int,0,,,,,
player,201109180nor,nor,GaleJu00,def_int_yds,0,,,,,
player,201109180nor,nor,GaleJu00,def_int_td,0,,,,,
player,201109180nor,nor,GaleJu00,def_int_long,0,,,,,
player,201109180nor,nor,GaleJu00,pass_defended,0,,,,,
player,201109180nor,nor,GaleJu00,sacks,2.0,,,,,
player,201109180nor,nor,GaleJu00,tackles_combined,2,,,,,
player,201109180nor,nor,GaleJu00,tackles_solo,2,,,,,
player,201109180nor,nor,GaleJu00,tackles_assists,0,,,,,
player,201109180nor,nor,GaleJu00,tackles_loss,2,,,,,
player,201109180nor,nor,GaleJu00,qb_hits,3,,,,,
player,201109180nor,nor,GaleJu00,fumbles_rec,0,,,,,
player,201109180nor,nor,GaleJu00,fumbles_rec_yds,0,,,,,
player,201109180nor,nor,GaleJu00,fumbles_rec_td,0,,,,,
player,201109180nor,nor,GaleJu00,fumbles_forced,0,,,,,
player,201109180nor,nor,CasiJo99,def_int,0,,,,,
player,201109180nor,nor,CasiJo99,def_int_yds,0,,,,,
player,201109180nor,nor,CasiJo99,def_int_td,0,,,,,
player,201109180nor,nor,CasiJo99,def_int_long,0,,,,,
player,201109180nor,nor,CasiJo99,pass_defended,0,,,,,
player,201109180nor,nor,CasiJo99,sacks,1.0,,,,,
player,201109180nor,nor,CasiJo99,tackles_combined,2,,,,,
player,201109180nor,nor,CasiJo99,tackles_solo,2,,,,,
player,201109180nor,nor,CasiJo99,tackles_assists,0,,,,,
player,201109180nor,nor,CasiJo99,tackles_loss,1,,,,,
player,201109180nor,nor,CasiJo99,qb_hits,2,,,,,
player,201109180nor,nor,CasiJo99,fumbles_rec,0,,,,,
player,201109180nor,nor,CasiJo99,fumbles_rec_yds,0,,,,,
player,201109180nor,nor,CasiJo99,fumbles_rec_td,0,,,,,
player,201109180nor,nor,CasiJo99,fumbles_forced,0,,,,,
player,201109180nor,nor,McBrTu99,def_int,0,,,,,
player,201109180nor,nor,McBrTu99,def_int_yds,0,,,,,
player,201109180nor,nor,McBrTu99,def_int_td,0,,,,,
player,201109180nor,nor,McBrTu99,def_int_long,0,,,,,
player,201109180nor,nor,McBrTu99,pass_defended,0,,,,,
player,201109180nor,nor,McBrTu99,sacks,1.0,,,,,
player,201109180nor,nor,McBrTu99,tackles_combined,2,,,,,
player,201109180nor,nor,McBrTu99,tackles_solo,1,,,,,
player,201109180nor,nor,McBrTu99,tackles_assists,1,,,,,
player,201109180nor,nor,McBrTu99,tackles_loss,0,,,,,
player,201109180nor,nor,McBrTu99,qb_hits,1,,,,,
player,201109180nor,nor,McBrTu99,fumbles_rec,0,,,,,
player,201109180nor,nor,McBrTu99,fumbles_rec_yds,0,,,,,
player,201109180nor,nor,McBrTu99,fumbles_rec_td,0,,,,,
player,201109180nor,nor,McBrTu99,fumbles_forced,1,,,,,
player,201109180nor,nor,DunbJo20,def_int,0,,,,,
player,201109180nor,nor,DunbJo20,def_int_yds,0,,,,,
player,201109180nor,nor,DunbJo20,def_int_td,0,,,,,
player,201109180nor,nor,DunbJo20,def_int_long,0,,,,,
player,201109180nor,nor,DunbJo20,pass_defended,0,,,,,
player,201109180nor,nor,DunbJo20,sacks,0.0,,,,,
player,201109180nor,nor,DunbJo20,tackles_combined,5,,,,,
player,201109180nor,nor,DunbJo20,tackles_solo,4,,,,,
player,201109180nor,nor,DunbJo20,tackles_assists,1,,,,,
player,201109180nor,nor,DunbJo20,tackles_loss,1,,,,,
player,201109180nor,nor,DunbJo20,qb_hits,0,,,,,
player,201109180nor,nor,DunbJo20,fumbles_rec,0,,,,,
player,201109180nor,nor,DunbJo20,fumbles_rec_yds,0,,,,,
player,201109180nor,nor,DunbJo20,fumbles_rec_td,0,,,,,
player,201109180nor,nor,DunbJo20,fumbles_forced,0,,,,,
player,201109180nor,nor,JenkMa99,def_int,0,,,,,
player,201109180nor,nor,JenkMa99,def_int_yds,0,,,,,
player,201109180nor,nor,JenkMa99,def_int_td,0,,,,,
player,201109180nor,nor,JenkMa99,def_int_long,0,,,,,
player,201109180nor,nor,JenkMa99,pass_defended,1,,,,,
player,201109180nor,nor,JenkMa99,sacks,0.0,,,,,
player,201109180nor,nor,JenkMa99,tackles_combined,5,,,,,
player,201109180nor,nor,JenkMa99,tackles_solo,2,,,,,
player,201109180nor,nor,JenkMa99,tackles_assists,3,,,,,
player,201109180nor,nor,JenkMa99,tackles_loss,0,,,,,
player,201109180nor,nor,JenkMa99,qb_hits,1,,,,,
player,201109180nor,nor,JenkMa99,fumbles_rec,0,,,,,
player,201109180nor,nor,JenkMa99,fumbles_rec_yds,0,,,,,
player,201109180nor,nor,JenkMa99,fumbles_rec_td,0,,,,,
player,201109180nor,nor,JenkMa99,fumbles_forced,0,,,,,
player,201109180nor,nor,TorrLe20,def_int,0,,,,,
player,201109180nor,nor,TorrLe20,def_int_yds,0,,,,,
player,201109180nor,nor,TorrLe20,def_int_td,0,,,,,
player,201109180nor,nor,TorrLe20,def_int_long,0,,,,,
player,201109180nor,nor,TorrLe20,pass_defended,0,,,,,
player,201109180nor,nor,TorrLe20,sacks,0.0,,,,,
player,201109180nor,nor,TorrLe20,tackles_combined,5,,,,,
player,201109180nor,nor,TorrLe20,tackles_solo,5,,,,,
player,201109180nor,nor,TorrLe20,tackles_assists,0,,,,,
player,201109180nor,nor,TorrLe20,tackles_loss,0,,,,,
player,201109180nor,nor,TorrLe20,qb_hits,0,,,,,
player,201109180nor,nor,TorrLe20,fumbles_rec,0,,,,,
player,201109180nor,nor,TorrLe20,fumbles_rec_yds,0,,,,,
player,201109180nor,nor,TorrLe20,fumbles_rec_td,0,,,,,
player,201109180nor,nor,TorrLe20,fumbles_forced,0,,,,,
player,201109180nor,nor,GreeJa22,def_int,0,,,,,
player,201109180nor,nor,GreeJa22,def_int_yds,0,,,,,
player,201109180nor,nor,GreeJa22,def_int_td,0,,,,,
player,201109180nor,nor,GreeJa22,def_int_long,0,,,,,
player,201109180nor,nor,GreeJa22,pass_defended,2,,,,,
player,201109180nor,nor,GreeJa22,sacks,0.0,,,,,
player,201109180nor,nor,GreeJa22,tackles_combined,4,,,,,
player,201109180nor,nor,GreeJa22,tackles_solo,3,,,,,
player,201109180nor,nor,GreeJa22,tackles_assists,1,,,,,
player,201109180nor,nor,GreeJa22,tackles_loss,0,,,,,
player,201109180nor,nor,GreeJa22,qb_hits,0,,,,,
player,201109180nor,nor,GreeJa22,fumbles_rec,0,,,,,
player,201109180nor,nor,GreeJa22,fumbles_rec_yds,0,,,,,
player,201109180nor,nor,GreeJa22,fumbles_rec_td,0,,,,,
player,201109180nor,nor,GreeJa22,fumbles_forced,0,,,,,
player,201109180nor,nor,VilmJo99,def_int,0,,,,,
player,201109180nor,nor,VilmJo99,def_int_yds,0,,,,,
player,201109180nor,nor,VilmJo99,def_int_td,0,,,,,
player,201109180nor,nor,VilmJo99,def_int_long,0,,,,,
player,201109180nor,nor,VilmJo99,pass_defended,0,,,,,
player,201109180nor,nor,VilmJo99,sacks,0.0,,,,,
player,201109180nor,nor,VilmJo99,tackles_combined,3,,,,,
player,201109180nor,nor,VilmJo99,tackles_solo,1,,,,,
player,201109180nor,nor,VilmJo99,tackles_assists,2,,,,,
player,201109180nor,nor,VilmJo99,tackles_loss,0,,,,,
player,201109180nor,nor,VilmJo99,qb_hits,0,,,,,
player,201109180nor,nor,VilmJo99,fumbles_rec,1,,,,,
player,201109180nor,nor,VilmJo99,fumbles_rec_yds,0,,,,,
player,201109180nor,nor,VilmJo99,fumbles_rec_td,0,,,,,
player,201109180nor,nor,VilmJo99,fumbles_forced,0,,,,,
player,201109180nor,nor,ElliSe99,def_int,0,,,,,
player,201109180nor,nor,ElliSe99,def_int_yds,0,,,,,
player,201109180nor,nor,ElliSe99,def_int_td,0,,,,,
player,201109180nor,nor,ElliSe99,def_int_long,0,,,,,
player,201109180nor,nor,ElliSe99,pass_defended,2,,,,,
player,201109180nor,nor,ElliSe99,sacks,0.0,,,,,
player,201109180nor,nor,ElliSe99,tackles_combined,2,,,,,
player,201109180nor,nor,ElliSe99,tackles_solo,0,,,,,
player,201109180nor,nor,ElliSe99,tackles_assists,2,,,,,
player,201109180nor,nor,ElliSe99,tackles_loss,0,,,,,
player,201109180nor,nor,ElliSe99,qb_hits,1,,,,,
player,201109180nor,nor,ElliSe99,fumbles_rec,0,,,,,
player,201109180nor,nor,ElliSe99,fumbles_rec_yds,0,,,,,
player,201109180nor,nor,ElliSe99,fumbles_rec_td,0,,,,,
player,201109180nor,nor,ElliSe99,fumbles_forced,0,,,,,
player,201109180nor,nor,FranAu20,def_int,0,,,,,
player,201109180nor,nor,FranAu20,def_int_yds,0,,,,,
player,201109180nor,nor,FranAu20,def_int_td,0,,,,,
player,201109180nor,nor,FranAu20,def_int_long,0,,,,,
player,201109180nor,nor,FranAu20,pass_defended,0,,,,,
player,201109180nor,nor,FranAu20,sacks,0.0,,,,,
player,201109180nor,nor,FranAu20,tackles_combined,2,,,,,
player,201109180nor,nor,FranAu20,tackles_solo,0,,,,,
player,201109180nor,nor,FranAu20,tackles_assists,2,,,,,
player,201109180nor,nor,FranAu20,tackles_loss,0,,,,,
player,201109180nor,nor,FranAu20,qb_hits,0,,,,,
player,201109180nor,nor,FranAu20,fumbles_rec,0,,,,,
player,201109180nor,nor,FranAu20,fumbles_rec_yds,0,,,,,
player,201109180nor,nor,FranAu20,fumbles_rec_td,0,,,,,
player,201109180nor,nor,FranAu20,fumbles_forced,0,,,,,
player,201109180nor,nor,KingMi99,def_int,0,,,,,
player,201109180nor,nor,KingMi99,def_int_yds,0,,,,,
player,201109180nor,nor,KingMi99,def_int_td,0,,,,,
player,201109180nor,nor,KingMi99,def_int_long,0,,,,,
player,201109180nor,nor,KingMi99,pass_defended,0,,,,,
player,201109180nor,nor,KingMi99,sacks,0.0,,,,,
player,201109180nor,nor,KingMi99,tackles_combined,2,,,,,
player,201109180nor,nor,KingMi99,tackles_solo,1,,,,,
player,201109180nor,nor,KingMi99,tackles_assists,1,,,,,
player,201109180nor,nor,KingMi99,tackles_loss,1,,,,,
player,201109180nor,nor,KingMi99,qb_hits,0,,,,,
player,201109180nor,nor,KingMi99,fumbles_rec,0,,,,,
player,201109180nor,nor,KingMi99,fumbles_rec_yds,0,,,,,
