game,2011,1,20110911,201109110nyj,dal,"Dallas Cowboys",24,nyj,"New York Jets",27
player,201109110nyj,dal,SpenAn99,tackles_combined,3,,,,,
player,201109110nyj,dal,SpenAn99,tackles_solo,3,,,,,
player,201109110nyj,dal,SpenAn99,tackles_assists,0,,,,,
player,201109110nyj,dal,SpenAn99,tackles_loss,1,,,,,
player,201109110nyj,dal,SpenAn99,qb_hits,2,,,,,
player,201109110nyj,dal,SpenAn99,fumbles_rec,0,,,,,
player,201109110nyj,dal,SpenAn99,fumbles_rec_yds,0,,,,,
player,201109110nyj,dal,SpenAn99,fumbles_rec_td,0,,,,,
player,201109110nyj,dal,SpenAn99,fumbles_forced,1,,,,,
player,201109110nyj,dal,BallAl99,def_int,0,,,,,
player,201109110nyj,dal,BallAl99,def_int_yds,0,,,,,
player,201109110nyj,dal,BallAl99,def_int_td,0,,,,,
player,201109110nyj,dal,BallAl99,def_int_long,0,,,,,
player,201109110nyj,dal,BallAl99,pass_defended,1,,,,,
player,201109110nyj,dal,BallAl99,sacks,0.0,,,,,
player,201109110nyj,dal,BallAl99,tackles_combined,4,,,,,
player,201109110nyj,dal,BallAl99,tackles_solo,4,,,,,
player,201109110nyj,dal,BallAl99,tackles_assists,0,,,,,
player,201109110nyj,dal,BallAl99,tackles_loss,0,,,,,
player,201109110nyj,dal,BallAl99,qb_hits,0,,,,,
player,201109110nyj,dal,BallAl99,fumbles_rec,0,,,,,
player,201109110nyj,dal,BallAl99,fumbles_rec_yds,0,,,,,
player,201109110nyj,dal,BallAl99,fumbles_rec_td,0,,,,,
player,201109110nyj,dal,BallAl99,fumbles_forced,0,,,,,
player,201109110nyj,dal,BrooKe00,def_int,0,,,,,
player,201109110nyj,dal,BrooKe00,def_int_yds,0,,,,,
player,201109110nyj,dal,BrooKe00,def_int_td,0,,,,,
player,201109110nyj,dal,BrooKe00,def_int_long,0,,,,,
player,201109110nyj,dal,BrooKe00,pass_defended,1,,,,,
player,201109110nyj,dal,BrooKe00,sacks,0.0,,,,,
player,201109110nyj,dal,BrooKe00,tackles_combined,4,,,,,
player,201109110nyj,dal,BrooKe00,tackles_solo,4,,,,,
player,201109110nyj,dal,BrooKe00,tackles_assists,0,,,,,
player,201109110nyj,dal,BrooKe00,tackles_loss,0,,,,,
player,201109110nyj,dal,BrooKe00,qb_hits,0,,,,,
player,201109110nyj,dal,BrooKe00,fumbles_rec,0,,,,,
player,201109110nyj,dal,BrooKe00,fumbles_rec_yds,0,,,,,
player,201109110nyj,dal,BrooKe00,fumbles_rec_td,0,,,,,
player,201109110nyj,dal,BrooKe00,fumbles_forced,0,,,,,
player,201109110nyj,dal,ChurBa99,def_int,0,,,,,
player,201109110nyj,dal,ChurBa99,def_int_yds,0,,,,,
player,201109110nyj,dal,ChurBa99,def_int_td,0,,,,,
player,201109110nyj,dal,ChurBa99,def_int_long,0,,,,,
player,201109110nyj,dal,ChurBa99,pass_defended,0,,,,,
player,201109110nyj,dal,ChurBa99,sacks,0.0,,,,,
player,201109110nyj,dal,ChurBa99,tackles_combined,3,,,,,
player,201109110nyj,dal,ChurBa99,tackles_solo,3,,,,,
player,201109110nyj,dal,ChurBa99,tackles_assists,0,,,,,
player,201109110nyj,dal,ChurBa99,tackles_loss,0,,,,,
player,201109110nyj,dal,ChurBa99,qb_hits,0,,,,,
player,201109110nyj,dal,ChurBa99,fumbles_rec,0,,,,,
player,201109110nyj,dal,ChurBa99,fumbles_rec_yds,0,,,,,
player,201109110nyj,dal,ChurBa99,fumbles_rec_td,0,,,,,
player,201109110nyj,dal,ChurBa99,fumbles_forced,0,,,,,
player,201109110nyj,dal,ElamAb20,def_int,0,,,,,
player,201109110nyj,dal,ElamAb20,def_int_yds,0,,,,,
player,201109110nyj,dal,ElamAb20,def_int_td,0,,,,,
player,201109110nyj,dal,ElamAb20,def_int_long,0,,,,,
player,201109110nyj,dal,ElamAb20,pass_defended,0,,,,,
player,201109110nyj,dal,ElamAb20,sacks,0.0,,,,,
player,201109110nyj,dal,ElamAb20,tackles_combined,3,,,,,
player,201109110nyj,dal,ElamAb20,tackles_solo,3,,,,,
player,201109110nyj,dal,ElamAb20,tackles_assists,0,,,,,
player,201109110nyj,dal,ElamAb20,tackles_loss,0,,,,,
player,201109110nyj,dal,ElamAb20,qb_hits,0,,,,,
player,201109110nyj,dal,ElamAb20,fumbles_rec,0,,,,,
player,201109110nyj,dal,ElamAb20,fumbles_rec_yds,0,,,,,
player,201109110nyj,dal,ElamAb20,fumbles_rec_td,0,,,,,
player,201109110nyj,dal,ElamAb20,fumbles_forced,0,,,,,
player,201109110nyj,dal,HatcJa20,def_int,0,,,,,
player,201109110nyj,dal,HatcJa20,def_int_yds,0,,,,,
player,201109110nyj,dal,HatcJa20,def_int_td,0,,,,,
player,201109110nyj,dal,HatcJa20,def_int_long,0,,,,,
player,201109110nyj,dal,HatcJa20,pass_defended,0,,,,,
player,201109110nyj,dal,HatcJa20,sacks,0.0,,,,,
player,201109110nyj,dal,HatcJa20,tackles_combined,3,,,,,
player,201109110nyj,dal,HatcJa20,tackles_solo,2,,,,,
player,201109110nyj,dal,HatcJa20,tackles_assists,1,,,,,
player,201109110nyj,dal,HatcJa20,tackles_loss,0,,,,,
player,201109110nyj,dal,HatcJa20,qb_hits,0,,,,,
player,201109110nyj,dal,HatcJa20,fumbles_rec,0,,,,,
player,201109110nyj,dal,HatcJa20,fumbles_rec_yds,0,,,,,
player,201109110nyj,dal,HatcJa20,fumbles_rec_td,0,,,,,
player,201109110nyj,dal,HatcJa20,fumbles_forced,0,,,,,
player,201109110nyj,dal,JenkMi99,def_int,0,,,,,
player,201109110nyj,dal,JenkMi99,def_int_yds,0,,,,,
player,201109110nyj,dal,JenkMi99,def_int_td,0,,,,,
player,201109110nyj,dal,JenkMi99,def_int_long,0,,,,,
player,201109110nyj,dal,JenkMi99,pass_defended,1,,,,,
player,201109110nyj,dal,JenkMi99,sacks,0.0,,,,,
player,201109110nyj,dal,JenkMi99,tackles_combined,3,,,,,
player,201109110nyj,dal,JenkMi99,tackles_solo,3,,,,,
player,201109110nyj,dal,JenkMi99,tackles_assists,0,,,,,
player,201109110nyj,dal,JenkMi99,tackles_loss,0,,,,,
player,201109110nyj,dal,JenkMi99,qb_hits,0,,,,,
player,201109110nyj,dal,JenkMi99,fumbles_rec,0,,,,,
player,201109110nyj,dal,JenkMi99,fumbles_rec_yds,0,,,,,
player,201109110nyj,dal,JenkMi99,fumbles_rec_td,0,,,,,
player,201109110nyj,dal,JenkMi99,fumbles_forced,0,,,,,
player,201109110nyj,dal,SensGe20,def_int,0,,,,,
player,201109110nyj,dal,SensGe20,def_int_yds,0,,,,,
player,201109110nyj,dal,SensGe20,def_int_td,0,,,,,
player,201109110nyj,dal,SensGe20,def_int_long,0,,,,,
player,201109110nyj,dal,SensGe20,pass_defended,0,,,,,
player,201109110nyj,dal,SensGe20,sacks,0.0,,,,,
player,201109110nyj,dal,SensGe20,tackles_combined,3,,,,,
player,201109110nyj,dal,SensGe20,tackles_solo,3,,,,,
player,201109110nyj,dal,SensGe20,tackles_assists,0,,,,,
player,201109110nyj,dal,SensGe20,tackles_loss,0,,,,,
player,201109110nyj,dal,SensGe20,qb_hits,0,,,,,
player,201109110nyj,dal,SensGe20,fumbles_rec,0,,,,,
player,201109110nyj,dal,SensGe20,fumbles_rec_yds,0,,,,,
player,201109110nyj,dal,SensGe20,fumbles_rec_td,0,,,,,
player,201109110nyj,dal,SensGe20,fumbles_forced,0,,,,,
player,201109110nyj,dal,BrenJo00,def_int,0,,,,,
player,201109110nyj,dal,BrenJo00,def_int_yds,0,,,,,
player,201109110nyj,dal,BrenJo00,def_int_td,0,,,,,
player,201109110nyj,dal,BrenJo00,def_int_long,0,,,,,
player,201109110nyj,dal,BrenJo00,pass_defended,0,,,,,
player,201109110nyj,dal,BrenJo00,sacks,0.0,,,,,
player,201109110nyj,dal,BrenJo00,tackles_combined,1,,,,,
player,201109110nyj,dal,BrenJo00,tackles_solo,1,,,,,
player,201109110nyj,dal,BrenJo00,tackles_assists,0,,,,,
player,201109110nyj,dal,BrenJo00,tackles_loss,,,,,,
player,201109110nyj,dal,BrenJo00,qb_hits,,,,,,
player,201109110nyj,dal,BrenJo00,fumbles_rec,0,,,,,
player,201109110nyj,dal,BrenJo00,fumbles_rec_yds,0,,,,,
player,201109110nyj,dal,BrenJo00,fumbles_rec_td,0,,,,,
player,201109110nyj,dal,BrenJo00,fumbles_forced,0,,,,,
player,201109110nyj,dal,ButlVi99,def_int,0,,,,,
player,201109110nyj,dal,ButlVi99,def_int_yds,0,,,,,
player,201109110nyj,dal,ButlVi99,def_int_td,0,,,,,
player,201109110nyj,dal,ButlVi99,def_int_long,0,,,,,
player,201109110nyj,dal,ButlVi99,pass_defended,0,,,,,
player,201109110nyj,dal,ButlVi99,sacks,0.0,,,,,
player,201109110nyj,dal,ButlVi99,tackles_combined,1,,,,,
player,201109110nyj,dal,ButlVi99,tackles_solo,1,,,,,
player,201109110nyj,dal,ButlVi99,tackles_assists,0,,,,,
player,201109110nyj,dal,ButlVi99,tackles_loss,0,,,,,
player,201109110nyj,dal,ButlVi99,qb_hits,0,,,,,
player,201109110nyj,dal,ButlVi99,fumbles_rec,0,,,,,
player,201109110nyj,dal,ButlVi99,fumbles_rec_yds,0,,,,,
player,201109110nyj,dal,ButlVi99,fumbles_rec_td,0,,,,,
player,201109110nyj,dal,ButlVi99,fumbles_forced,0,,,,,
player,201109110nyj,dal,ColeKe20,def_int,0,,,,,
player,201109110nyj,dal,ColeKe20,def_int_yds,0,,,,,
player,201109110nyj,dal,ColeKe20,def_int_td,0,,,,,
player,201109110nyj,dal,ColeKe20,def_int_long,0,,,,,
player,201109110nyj,dal,ColeKe20,pass_defended,0,,,,,
player,201109110nyj,dal,ColeKe20,sacks,0.0,,,,,
player,201109110nyj,dal,ColeKe20,tackles_combined,1,,,,,
player,201109110nyj,dal,ColeKe20,tackles_solo,0,,,,,
player,201109110nyj,dal,ColeKe20,tackles_assists,1,,,,,
player,201109110nyj,dal,ColeKe20,tackles_loss,0,,,,,
player,201109110nyj,dal,ColeKe20,qb_hits,0,,,,,
player,201109110nyj,dal,ColeKe20,fumbles_rec,0,,,,,
player,201109110nyj,dal,ColeKe20,fumbles_rec_yds,0,,,,,
player,201109110nyj,dal,ColeKe20,fumbles_rec_td,0,,,,,
player,201109110nyj,dal,ColeKe20,fumbles_forced,0,,,,,
player,201109110nyj,dal,HollJe00,def_int,0,,,,,
player,201109110nyj,dal,HollJe00,def_int_yds,0,,,,,
player,201109110nyj,dal,HollJe00,def_int_td,0,,,,,
player,201109110nyj,dal,HollJe00,def_int_long,0,,,,,
player,201109110nyj,dal,HollJe00,pass_defended,0,,,,,
player,201109110nyj,dal,HollJe00,sacks,0.0,,,,,
player,201109110nyj,dal,HollJe00,tackles_combined,1,,,,,
player,201109110nyj,dal,HollJe00,tackles_solo,1,,,,,
player,201109110nyj,dal,HollJe00,tackles_assists,0,,,,,
player,201109110nyj,dal,HollJe00,tackles_loss,0,,,,,
player,201109110nyj,dal,HollJe00,qb_hits,0,,,,,
player,201109110nyj,dal,HollJe00,fumbles_rec,0,,,,,
player,201109110nyj,dal,HollJe00,fumbles_rec_yds,0,,,,,
player,201109110nyj,dal,HollJe00,fumbles_rec_td,0,,,,,
player,201109110nyj,dal,HollJe00,fumbles_forced,0,,,,,
player,201109110nyj,dal,JoneFe00,def_int,0,,,,,
player,201109110nyj,dal,JoneFe00,def_int_yds,0,,,,,
player,201109110nyj,dal,JoneFe00,def_int_td,0,,,,,
player,201109110nyj,dal,JoneFe00,def_int_long,0,,,,,
player,201109110nyj,dal,JoneFe00,pass_defended,0,,,,,
player,201109110nyj,dal,JoneFe00,sacks,0.0,,,,,
player,201109110nyj,dal,JoneFe00,tackles_combined,1,,,,,
player,201109110nyj,dal,JoneFe00,tackles_solo,1,,,,,
player,201109110nyj,dal,JoneFe00,tackles_assists,0,,,,,
player,201109110nyj,dal,JoneFe00,tackles_loss,,,,,,
player,201109110nyj,dal,JoneFe00,qb_hits,,,,,,
player,201109110nyj,dal,JoneFe00,fumbles_rec,0,,,,,
player,201109110nyj,dal,JoneFe00,fumbles_rec_yds,0,,,,,
player,201109110nyj,dal,JoneFe00,fumbles_rec_td,0,,,,,
player,201109110nyj,dal,JoneFe00,fumbles_forced,0,,,,,
player,201109110nyj,dal,LissSe99,def_int,0,,,,,
player,201109110nyj,dal,LissSe99,def_int_yds,0,,,,,
player,201109110nyj,dal,LissSe99,def_int_td,0,,,,,
player,201109110nyj,dal,LissSe99,def_int_long,0,,,,,
player,201109110nyj,dal,LissSe99,pass_defended,0,,,,,
player,201109110nyj,dal,LissSe99,sacks,0.0,,,,,
player,201109110nyj,dal,LissSe99,tackles_combined,1,,,,,
player,201109110nyj,dal,LissSe99,tackles_solo,0,,,,,
player,201109110nyj,dal,LissSe99,tackles_assists,1,,,,,
player,201109110nyj,dal,LissSe99,tackles_loss,0,,,,,
player,201109110nyj,dal,LissSe99,qb_hits,0,,,,,
player,201109110nyj,dal,LissSe99,fumbles_rec,0,,,,,
player,201109110nyj,dal,LissSe99,fumbles_rec_yds,0,,,,,
player,201109110nyj,dal,LissSe99,fumbles_rec_td,0,,,,,
player,201109110nyj,dal,LissSe99,fumbles_forced,0,,,,,
player,201109110nyj,dal,RatlJa20,def_int,0,,,,,
player,201109110nyj,dal,RatlJa20,def_int_yds,0,,,,,
player,201109110nyj,dal,RatlJa20,def_int_td,0,,,,,
player,201109110nyj,dal,RatlJa20,def_int_long,0,,,,,
player,201109110nyj,dal,RatlJa20,pass_defended,0,,,,,
player,201109110nyj,dal,RatlJa20,sacks,0.0,,,,,
player,201109110nyj,dal,RatlJa20,tackles_combined,1,,,,,
player,201109110nyj,dal,RatlJa20,tackles_solo,1,,,,,
player,201109110nyj,dal,RatlJa20,tackles_assists,0,,,,,
player,201109110nyj,dal,RatlJa20,tackles_loss,0,,,,,
player,201109110nyj,dal,RatlJa20,qb_hits,0,,,,,
player,201109110nyj,dal,RatlJa20,fumbles_rec,0,,,,,
player,201109110nyj,dal,RatlJa20,fumbles_rec_yds,0,,,,,
player,201109110nyj,dal,RatlJa20,fumbles_rec_td,0,,,,,
player,201109110nyj,dal,RatlJa20,fumbles_forced,0,,,,,
player,201109110nyj,dal,ScanOr99,def_int,0,,,,,
player,201109110nyj,dal,ScanOr99,def_int_yds,0,,,,,
player,201109110nyj,dal,ScanOr99,def_int_td,0,,,,,
player,201109110nyj,dal,ScanOr99,def_int_long,0,,,,,
player,201109110nyj,dal,ScanOr99,pass_defended,0,,,,,
player,201109110nyj,dal,ScanOr99,sacks,0.0,,,,,
player,201109110nyj,dal,ScanOr99,tackles_combined,1,,,,,
player,201109110nyj,dal,ScanOr99,tackles_solo,1,,,,,
player,201109110nyj,dal,ScanOr99,tackles_assists,0,,,,,
player,201109110nyj,dal,ScanOr99,tackles_loss,0,,,,,
player,201109110nyj,dal,ScanOr99,qb_hits,0,,,,,
player,201109110nyj,dal,ScanOr99,fumbles_rec,0,,,,,
player,201109110nyj,dal,ScanOr99,fumbles_rec_yds,0,,,,,
player,201109110nyj,dal,ScanOr99,fumbles_rec_td,0,,,,,
player,201109110nyj,dal,ScanOr99,fumbles_forced,0,,,,,
player,201109110nyj,dal,McCaBr01,def_int,0,,,,,
player,201109110nyj,dal,McCaBr01,def_int_yds,0,,,,,
player,201109110nyj,dal,McCaBr01,def_int_td,0,,,,,
player,201109110nyj,dal,McCaBr01,def_int_long,0,,,,,
player,201109110nyj,dal,McCaBr01,pass_defended,1,,,,,
player,201109110nyj,dal,McCaBr01,sacks,0.0,,,,,
player,201109110nyj,dal,McCaBr01,tackles_combined,0,,,,,
player,201109110nyj,dal,McCaBr01,tackles_solo,0,,,,,
player,201109110nyj,dal,McCaBr01,tackles_assists,0,,,,,
player,201109110nyj,dal,McCaBr01,tackles_loss,0,,,,,
player,201109110nyj,dal,McCaBr01,qb_hits,0,,,,,
player,201109110nyj,dal,McCaBr01,fumbles_rec,0,,,,,
player,201109110nyj,dal,McCaBr01,fumbles_rec_yds,0,,,,,
player,201109110nyj,dal,McCaBr01,fumbles_rec_td,0,,,,,
player,201109110nyj,dal,McCaBr01,fumbles_forced,0,,,,,
player,201109110nyj,dal,RomoTo00,def_int,0,,,,,
player,201109110nyj,dal,RomoTo00,def_int_yds,0,,,,,
player,201109110nyj,dal,RomoTo00,def_int_td,0,,,,,
player,201109110nyj,dal,RomoTo00,def_int_long,0,,,,,
player,201109110nyj,dal,RomoTo00,pass_defended,0,,,,,
player,201109110nyj,dal,RomoTo00,sacks,0.0,,,,,
player,201109110nyj,dal,RomoTo00,tackles_combined,0,,,,,
player,201109110nyj,dal,RomoTo00,tackles_solo,0,,,,,
player,201109110nyj,dal,RomoTo00,tackles_assists,0,,,,,
player,201109110nyj,dal,RomoTo00,tackles_loss,,,,,,
player,201109110nyj,dal,RomoTo00,qb_hits,,,,,,
player,201109110nyj,dal,RomoTo00,fumbles_rec,1,,,,,
player,201109110nyj,dal,RomoTo00,fumbles_rec_yds,0,,,,,
player,201109110nyj,dal,RomoTo00,fumbles_rec_td,0,,,,,
player,201109110nyj,dal,RomoTo00,fumbles_forced,0,,,,,
player,201109110nyj,nyj,ReviDa99,def_int,1,,,,,
player,201109110nyj,nyj,ReviDa99,def_int_yds,20,,,,,
player,201109110nyj,nyj,ReviDa99,def_int_td,0,,,,,
player,201109110nyj,nyj,ReviDa99,def_int_long,20,,,,,
player,201109110nyj,nyj,ReviDa99,pass_defended,2,,,,,
player,201109110nyj,nyj,ReviDa99,sacks,0.0,,,,,
player,201109110nyj,nyj,ReviDa99,tackles_combined,6,,,,,
player,201109110nyj,nyj,ReviDa99,tackles_solo,5,,,,,
player,201109110nyj,nyj,ReviDa99,tackles_assists,1,,,,,
player,201109110nyj,nyj,ReviDa99,tackles_loss,0,,,,,
player,201109110nyj,nyj,ReviDa99,qb_hits,0,,,,,
player,201109110nyj,nyj,ReviDa99,fumbles_rec,0,,,,,
player,201109110nyj,nyj,ReviDa99,fumbles_rec_yds,0,,,,,
player,201109110nyj,nyj,ReviDa99,fumbles_rec_td,0,,,,,
player,201109110nyj,nyj,ReviDa99,fumbles_forced,0,,,,,
player,201109110nyj,nyj,ScotBa20,def_int,0,,,,,
player,201109110nyj,nyj,ScotBa20,def_int_yds,0,,,,,
player,201109110nyj,nyj,ScotBa20,def_int_td,0,,,,,
player,201109110nyj,nyj,ScotBa20,def_int_long,0,,,,,
player,201109110nyj,nyj,ScotBa20,pass_defended,0,,,,,
player,201109110nyj,nyj,ScotBa20,sacks,1.0,,,,,
player,201109110nyj,nyj,ScotBa20,tackles_combined,8,,,,,
player,201109110nyj,nyj,ScotBa20,tackles_solo,7,,,,,
player,201109110nyj,nyj,ScotBa20,tackles_assists,1,,,,,
player,201109110nyj,nyj,ScotBa20,tackles_loss,2,,,,,
player,201109110nyj,nyj,ScotBa20,qb_hits,1,,,,,
player,201109110nyj,nyj,ScotBa20,fumbles_rec,0,,,,,
player,201109110nyj,nyj,ScotBa20,fumbles_rec_yds,0,,,,,
player,201109110nyj,nyj,ScotBa20,fumbles_rec_td,0,,,,,
player,201109110nyj,nyj,ScotBa20,fumbles_forced,0,,,,,
player,201109110nyj,nyj,SmitEr22,def_int,0,,,,,
player,201109110nyj,nyj,SmitEr22,def_int_yds,0,,,,,
player,201109110nyj,nyj,SmitEr22,def_int_td,0,,,,,
player,201109110nyj,nyj,SmitEr22,def_int_long,0,,,,,
player,201109110nyj,nyj,SmitEr22,pass_defended,0,,,,,
player,201109110nyj,nyj,SmitEr22,sacks,1.0,,,,,
player,201109110nyj,nyj,SmitEr22,tackles_combined,7,,,,,
player,201109110nyj,nyj,SmitEr22,tackles_solo,5,,,,,
player,201109110nyj,nyj,SmitEr22,tackles_assists,2,,,,,
player,201109110nyj,nyj,SmitEr22,tackles_loss,1,,,,,
player,201109110nyj,nyj,SmitEr22,qb_hits,1,,,,,
player,201109110nyj,nyj,SmitEr22,fumbles_rec,0,,,,,
player,201109110nyj,nyj,SmitEr22,fumbles_rec_yds,0,,,,,
player,201109110nyj,nyj,SmitEr22,fumbles_rec_td,0,,,,,
player,201109110nyj,nyj,SmitEr22,fumbles_forced,0,,,,,
player,201109110nyj,nyj,DeViMi99,def_int,0,,,,,
player,201109110nyj,nyj,DeViMi99,def_int_yds,0,,,,,
player,201109110nyj,nyj,DeViMi99,def_int_td,0,,,,,
player,201109110nyj,nyj,DeViMi99,def_int_long,0,,,,,
player,201109110nyj,nyj,DeViMi99,pass_defended,0,,,,,
player,201109110nyj,nyj,DeViMi99,sacks,1.0,,,,,
player,201109110nyj,nyj,DeViMi99,tackles_combined,3,,,,,
player,201109110nyj,nyj,DeViMi99,tackles_solo,3,,,,,
player,201109110nyj,nyj,DeViMi99,tackles_assists,0,,,,,
player,201109110nyj,nyj,DeViMi99,tackles_loss,0,,,,,
player,201109110nyj,nyj,DeViMi99,qb_hits,0,,,,,
player,201109110nyj,nyj,DeViMi99,fumbles_rec,0,,,,,
player,201109110nyj,nyj,DeViMi99,fumbles_rec_yds,0,,,,,
player,201109110nyj,nyj,DeViMi99,fumbles_rec_td,0,,,,,
player,201109110nyj,nyj,DeViMi99,fumbles_forced,1,,,,,
player,201109110nyj,nyj,PaceCa20,def_int,0,,,,,
player,201109110nyj,nyj,PaceCa20,def_int_yds,0,,,,,
player,201109110nyj,nyj,PaceCa20,def_int_td,0,,,,,
player,201109110nyj,nyj,PaceCa20,def_int_long,0,,,,,
player,201109110nyj,nyj,PaceCa20,pass_defended,0,,,,,
player,201109110nyj,nyj,PaceCa20,sacks,1.0,,,,,
player,201109110nyj,nyj,PaceCa20,tackles_combined,3,,,,,
player,201109110nyj,nyj,PaceCa20,tackles_solo,3,,,,,
player,201109110nyj,nyj,PaceCa20,tackles_assists,0,,,,,
player,201109110nyj,nyj,PaceCa20,tackles_loss,1,,,,,
player,201109110nyj,nyj,PaceCa20,qb_hits,1,,,,,
player,201109110nyj,nyj,PaceCa20,fumbles_rec,0,,,,,
player,201109110nyj,nyj,PaceCa20,fumbles_rec_yds,0,,,,,
player,201109110nyj,nyj,PaceCa20,fumbles_rec_td,0,,,,,
player,201109110nyj,nyj,PaceCa20,fumbles_forced,0,,,,,
player,201109110nyj,nyj,HarrDa99,def_int,0,,,,,
player,201109110nyj,nyj,HarrDa99,def_int_yds,0,,,,,
player,201109110nyj,nyj,HarrDa99,def_int_td,0,,,,,
player,201109110nyj,nyj,HarrDa99,def_int_long,0,,,,,
player,201109110nyj,nyj,HarrDa99,pass_defended,0,,,,,
player,201109110nyj,nyj,HarrDa99,sacks,0.0,,,,,
player,201109110nyj,nyj,HarrDa99,tackles_combined,7,,,,,
player,201109110nyj,nyj,HarrDa99,tackles_solo,6,,,,,
player,201109110nyj,nyj,HarrDa99,tackles_assists,1,,,,,
player,201109110nyj,nyj,HarrDa99,tackles_loss,0,,,,,
player,201109110nyj,nyj,HarrDa99,qb_hits,0,,,,,
player,201109110nyj,nyj,HarrDa99,fumbles_rec,0,,,,,
player,201109110nyj,nyj,HarrDa99,fumbles_rec_yds,0,,,,,
player,201109110nyj,nyj,HarrDa99,fumbles_rec_td,0,,,,,
player,201109110nyj,nyj,HarrDa99,fumbles_forced,0,,,,,
player,201109110nyj,nyj,LeonJi23,def_int,0,,,,,
player,201109110nyj,nyj,LeonJi23,def_int_yds,0,,,,,
player,201109110nyj,nyj,LeonJi23,def_int_td,0,,,,,
player,201109110nyj,nyj,LeonJi23,def_int_long,0,,,,,
player,201109110nyj,nyj,LeonJi23,pass_defended,0,,,,,
player,201109110nyj,nyj,LeonJi23,sacks,0.0,,,,,
player,201109110nyj,nyj,LeonJi23,tackles_combined,3,,,,,
player,201109110nyj,nyj,LeonJi23,tackles_solo,2,,,,,
player,201109110nyj,nyj,LeonJi23,tackles_assists,1,,,,,
player,201109110nyj,nyj,LeonJi23,tackles_loss,0,,,,,
player,201109110nyj,nyj,LeonJi23,qb_hits,0,,,,,
player,201109110nyj,nyj,LeonJi23,fumbles_rec,0,,,,,
player,201109110nyj,nyj,LeonJi23,fumbles_rec_yds,0,,,,,
player,201109110nyj,nyj,LeonJi23,fumbles_rec_td,0,,,,,
player,201109110nyj,nyj,LeonJi23,fumbles_forced,0,,,,,
player,201109110nyj,nyj,ThomBr21,def_int,0,,,,,
player,201109110nyj,nyj,ThomBr21,def_int_yds,0,,,,,
player,201109110nyj,nyj,ThomBr21,def_int_td,0,,,,,
player,201109110nyj,nyj,ThomBr21,def_int_long,0,,,,,
player,201109110nyj,nyj,ThomBr21,pass_defended,0,,,,,
player,201109110nyj,nyj,ThomBr21,sacks,0.0,,,,,
player,201109110nyj,nyj,ThomBr21,tackles_combined,3,,,,,
player,201109110nyj,nyj,ThomBr21,tackles_solo,3,,,,,
player,201109110nyj,nyj,ThomBr21,tackles_assists,0,,,,,
player,201109110nyj,nyj,ThomBr21,tackles_loss,1,,,,,
player,201109110nyj,nyj,ThomBr21,qb_hits,0,,,,,
player,201109110nyj,nyj,ThomBr21,fumbles_rec,0,,,,,
player,201109110nyj,nyj,ThomBr21,fumbles_rec_yds,0,,,,,
player,201109110nyj,nyj,ThomBr21,fumbles_rec_td,0,,,,,
player,201109110nyj,nyj,ThomBr21,fumbles_forced,0,,,,,
player,201109110nyj,nyj,BellNi01,def_int,0,,,,,
player,201109110nyj,nyj,BellNi01,def_int_yds,0,,,,,
player,201109110nyj,nyj,BellNi01,def_int_td,0,,,,,
player,201109110nyj,nyj,BellNi01,def_int_long,0,,,,,
player,201109110nyj,nyj,BellNi01,pass_defended,0,,,,,
player,201109110nyj,nyj,BellNi01,sacks,0.0,,,,,
player,201109110nyj,nyj,BellNi01,tackles_combined,2,,,,,
player,201109110nyj,nyj,BellNi01,tackles_solo,2,,,,,
player,201109110nyj,nyj,BellNi01,tackles_assists,0,,,,,
player,201109110nyj,nyj,BellNi01,tackles_loss,0,,,,,
player,201109110nyj,nyj,BellNi01,qb_hits,0,,,,,
player,201109110nyj,nyj,BellNi01,fumbles_rec,0,,,,,
player,201109110nyj,nyj,BellNi01,fumbles_rec_yds,0,,,,,
player,201109110nyj,nyj,BellNi01,fumbles_rec_td,0,,,,,
player,201109110nyj,nyj,BellNi01,fumbles_forced,0,,,,,
player,201109110nyj,nyj,DixoMa00,def_int,0,,,,,
player,201109110nyj,nyj,DixoMa00,def_int_yds,0,,,,,
player,201109110nyj,nyj,DixoMa00,def_int_td,0,,,,,
player,201109110nyj,nyj,DixoMa00,def_int_long,0,,,,,
player,201109110nyj,nyj,DixoMa00,pass_defended,0,,,,,
player,201109110nyj,nyj,DixoMa00,sacks,0.0,,,,,
player,201109110nyj,nyj,DixoMa00,tackles_combined,2,,,,,
player,201109110nyj,nyj,DixoMa00,tackles_solo,2,,,,,
player,201109110nyj,nyj,DixoMa00,tackles_assists,0,,,,,
player,201109110nyj,nyj,DixoMa00,tackles_loss,0,,,,,
player,201109110nyj,nyj,DixoMa00,qb_hits,0,,,,,
player,201109110nyj,nyj,DixoMa00,fumbles_rec,0,,,,,
player,201109110nyj,nyj,DixoMa00,fumbles_rec_yds,0,,,,,
player,201109110nyj,nyj,DixoMa00,fumbles_rec_td,0,,,,,
player,201109110nyj,nyj,DixoMa00,fumbles_forced,0,,,,,
player,201109110nyj,nyj,TrufIs00,def_int,0,,,,,
player,201109110nyj,nyj,TrufIs00,def_int_yds,0,,,,,
player,201109110nyj,nyj,TrufIs00,def_int_td,0,,,,,
player,201109110nyj,nyj,TrufIs00,def_int_long,0,,,,,
player,201109110nyj,nyj,TrufIs00,pass_defended,0,,,,,
