game,2011,10,20111113,201111130cle,ram,"St. Louis Rams",13,cle,"Cleveland Browns",12
player,201111130cle,ram,ChamCh99,fumbles_rec,0,,,,,
player,201111130cle,ram,ChamCh99,fumbles_rec_yds,0,,,,,
player,201111130cle,ram,ChamCh99,fumbles_rec_td,0,,,,,
player,201111130cle,ram,ChamCh99,fumbles_forced,0,,,,,
player,201111130cle,ram,GordJo01,def_int,0,,,,,
player,201111130cle,ram,GordJo01,def_int_yds,0,,,,,
player,201111130cle,ram,GordJo01,def_int_td,0,,,,,
player,201111130cle,ram,GordJo01,def_int_long,0,,,,,
player,201111130cle,ram,GordJo01,pass_defended,0,,,,,
player,201111130cle,ram,GordJo01,sacks,0.0,,,,,
player,201111130cle,ram,GordJo01,tackles_combined,5,,,,,
player,201111130cle,ram,GordJo01,tackles_solo,3,,,,,
player,201111130cle,ram,GordJo01,tackles_assists,2,,,,,
player,201111130cle,ram,GordJo01,tackles_loss,0,,,,,
player,201111130cle,ram,GordJo01,qb_hits,0,,,,,
player,201111130cle,ram,GordJo01,fumbles_rec,0,,,,,
player,201111130cle,ram,GordJo01,fumbles_rec_yds,0,,,,,
player,201111130cle,ram,GordJo01,fumbles_rec_td,0,,,,,
player,201111130cle,ram,GordJo01,fumbles_forced,0,,,,,
player,201111130cle,ram,MikeQu20,def_int,0,,,,,
player,201111130cle,ram,MikeQu20,def_int_yds,0,,,,,
player,201111130cle,ram,MikeQu20,def_int_td,0,,,,,
player,201111130cle,ram,MikeQu20,def_int_long,0,,,,,
player,201111130cle,ram,MikeQu20,pass_defended,0,,,,,
player,201111130cle,ram,MikeQu20,sacks,0.0,,,,,
player,201111130cle,ram,MikeQu20,tackles_combined,5,,,,,
player,201111130cle,ram,MikeQu20,tackles_solo,4,,,,,
player,201111130cle,ram,MikeQu20,tackles_assists,1,,,,,
player,201111130cle,ram,MikeQu20,tackles_loss,1,,,,,
player,201111130cle,ram,MikeQu20,qb_hits,0,,,,,
player,201111130cle,ram,MikeQu20,fumbles_rec,0,,,,,
player,201111130cle,ram,MikeQu20,fumbles_rec_yds,0,,,,,
player,201111130cle,ram,MikeQu20,fumbles_rec_td,0,,,,,
player,201111130cle,ram,MikeQu20,fumbles_forced,0,,,,,
player,201111130cle,ram,StewDa00,def_int,0,,,,,
player,201111130cle,ram,StewDa00,def_int_yds,0,,,,,
player,201111130cle,ram,StewDa00,def_int_td,0,,,,,
player,201111130cle,ram,StewDa00,def_int_long,0,,,,,
player,201111130cle,ram,StewDa00,pass_defended,0,,,,,
player,201111130cle,ram,StewDa00,sacks,0.0,,,,,
player,201111130cle,ram,StewDa00,tackles_combined,5,,,,,
player,201111130cle,ram,StewDa00,tackles_solo,3,,,,,
player,201111130cle,ram,StewDa00,tackles_assists,2,,,,,
player,201111130cle,ram,StewDa00,tackles_loss,0,,,,,
player,201111130cle,ram,StewDa00,qb_hits,0,,,,,
player,201111130cle,ram,StewDa00,fumbles_rec,0,,,,,
player,201111130cle,ram,StewDa00,fumbles_rec_yds,0,,,,,
player,201111130cle,ram,StewDa00,fumbles_rec_td,0,,,,,
player,201111130cle,ram,StewDa00,fumbles_forced,0,,,,,
player,201111130cle,ram,DahlCr99,def_int,0,,,,,
player,201111130cle,ram,DahlCr99,def_int_yds,0,,,,,
player,201111130cle,ram,DahlCr99,def_int_td,0,,,,,
player,201111130cle,ram,DahlCr99,def_int_long,0,,,,,
player,201111130cle,ram,DahlCr99,pass_defended,0,,,,,
player,201111130cle,ram,DahlCr99,sacks,0.0,,,,,
player,201111130cle,ram,DahlCr99,tackles_combined,3,,,,,
player,201111130cle,ram,DahlCr99,tackles_solo,3,,,,,
player,201111130cle,ram,DahlCr99,tackles_assists,0,,,,,
player,201111130cle,ram,DahlCr99,tackles_loss,0,,,,,
player,201111130cle,ram,DahlCr99,qb_hits,0,,,,,
player,201111130cle,ram,DahlCr99,fumbles_rec,0,,,,,
player,201111130cle,ram,DahlCr99,fumbles_rec_yds,0,,,,,
player,201111130cle,ram,DahlCr99,fumbles_rec_td,0,,,,,
player,201111130cle,ram,DahlCr99,fumbles_forced,0,,,,,
player,201111130cle,ram,LebeBe20,def_int,0,,,,,
player,201111130cle,ram,LebeBe20,def_int_yds,0,,,,,
player,201111130cle,ram,LebeBe20,def_int_td,0,,,,,
player,201111130cle,ram,LebeBe20,def_int_long,0,,,,,
player,201111130cle,ram,LebeBe20,pass_defended,0,,,,,
player,201111130cle,ram,LebeBe20,sacks,0.0,,,,,
player,201111130cle,ram,LebeBe20,tackles_combined,3,,,,,
player,201111130cle,ram,LebeBe20,tackles_solo,1,,,,,
player,201111130cle,ram,LebeBe20,tackles_assists,2,,,,,
player,201111130cle,ram,LebeBe20,tackles_loss,0,,,,,
player,201111130cle,ram,LebeBe20,qb_hits,0,,,,,
player,201111130cle,ram,LebeBe20,fumbles_rec,1,,,,,
player,201111130cle,ram,LebeBe20,fumbles_rec_yds,0,,,,,
player,201111130cle,ram,LebeBe20,fumbles_rec_td,0,,,,,
player,201111130cle,ram,LebeBe20,fumbles_forced,0,,,,,
player,201111130cle,ram,PoppBr20,def_int,0,,,,,
player,201111130cle,ram,PoppBr20,def_int_yds,0,,,,,
player,201111130cle,ram,PoppBr20,def_int_td,0,,,,,
player,201111130cle,ram,PoppBr20,def_int_long,0,,,,,
player,201111130cle,ram,PoppBr20,pass_defended,0,,,,,
player,201111130cle,ram,PoppBr20,sacks,0.0,,,,,
player,201111130cle,ram,PoppBr20,tackles_combined,3,,,,,
player,201111130cle,ram,PoppBr20,tackles_solo,3,,,,,
player,201111130cle,ram,PoppBr20,tackles_assists,0,,,,,
player,201111130cle,ram,PoppBr20,tackles_loss,0,,,,,
player,201111130cle,ram,PoppBr20,qb_hits,0,,,,,
player,201111130cle,ram,PoppBr20,fumbles_rec,0,,,,,
player,201111130cle,ram,PoppBr20,fumbles_rec_yds,0,,,,,
player,201111130cle,ram,PoppBr20,fumbles_rec_td,0,,,,,
player,201111130cle,ram,PoppBr20,fumbles_forced,0,,,,,
player,201111130cle,ram,RobbFr20,def_int,0,,,,,
player,201111130cle,ram,RobbFr20,def_int_yds,0,,,,,
player,201111130cle,ram,RobbFr20,def_int_td,0,,,,,
player,201111130cle,ram,RobbFr20,def_int_long,0,,,,,
player,201111130cle,ram,RobbFr20,pass_defended,0,,,,,
player,201111130cle,ram,RobbFr20,sacks,0.0,,,,,
player,201111130cle,ram,RobbFr20,tackles_combined,3,,,,,
player,201111130cle,ram,RobbFr20,tackles_solo,2,,,,,
player,201111130cle,ram,RobbFr20,tackles_assists,1,,,,,
player,201111130cle,ram,RobbFr20,tackles_loss,0,,,,,
player,201111130cle,ram,RobbFr20,qb_hits,0,,,,,
player,201111130cle,ram,RobbFr20,fumbles_rec,0,,,,,
player,201111130cle,ram,RobbFr20,fumbles_rec_yds,0,,,,,
player,201111130cle,ram,RobbFr20,fumbles_rec_td,0,,,,,
player,201111130cle,ram,RobbFr20,fumbles_forced,0,,,,,
player,201111130cle,ram,BannJu20,def_int,0,,,,,
player,201111130cle,ram,BannJu20,def_int_yds,0,,,,,
player,201111130cle,ram,BannJu20,def_int_td,0,,,,,
player,201111130cle,ram,BannJu20,def_int_long,0,,,,,
player,201111130cle,ram,BannJu20,pass_defended,0,,,,,
player,201111130cle,ram,BannJu20,sacks,0.0,,,,,
player,201111130cle,ram,BannJu20,tackles_combined,2,,,,,
player,201111130cle,ram,BannJu20,tackles_solo,2,,,,,
player,201111130cle,ram,BannJu20,tackles_assists,0,,,,,
player,201111130cle,ram,BannJu20,tackles_loss,0,,,,,
player,201111130cle,ram,BannJu20,qb_hits,0,,,,,
player,201111130cle,ram,BannJu20,fumbles_rec,0,,,,,
player,201111130cle,ram,BannJu20,fumbles_rec_yds,0,,,,,
player,201111130cle,ram,BannJu20,fumbles_rec_td,0,,,,,
player,201111130cle,ram,BannJu20,fumbles_forced,0,,,,,
player,201111130cle,ram,AhYoC.00,def_int,0,,,,,
player,201111130cle,ram,AhYoC.00,def_int_yds,0,,,,,
player,201111130cle,ram,AhYoC.00,def_int_td,0,,,,,
player,201111130cle,ram,AhYoC.00,def_int_long,0,,,,,
player,201111130cle,ram,AhYoC.00,pass_defended,0,,,,,
player,201111130cle,ram,AhYoC.00,sacks,0.0,,,,,
player,201111130cle,ram,AhYoC.00,tackles_combined,1,,,,,
player,201111130cle,ram,AhYoC.00,tackles_solo,1,,,,,
player,201111130cle,ram,AhYoC.00,tackles_assists,0,,,,,
player,201111130cle,ram,AhYoC.00,tackles_loss,0,,,,,
player,201111130cle,ram,AhYoC.00,qb_hits,0,,,,,
player,201111130cle,ram,AhYoC.00,fumbles_rec,0,,,,,
player,201111130cle,ram,AhYoC.00,fumbles_rec_yds,0,,,,,
player,201111130cle,ram,AhYoC.00,fumbles_rec_td,0,,,,,
player,201111130cle,ram,AhYoC.00,fumbles_forced,0,,,,,
player,201111130cle,ram,GibsBr00,def_int,0,,,,,
player,201111130cle,ram,GibsBr00,def_int_yds,0,,,,,
player,201111130cle,ram,GibsBr00,def_int_td,0,,,,,
player,201111130cle,ram,GibsBr00,def_int_long,0,,,,,
player,201111130cle,ram,GibsBr00,pass_defended,0,,,,,
player,201111130cle,ram,GibsBr00,sacks,0.0,,,,,
player,201111130cle,ram,GibsBr00,tackles_combined,1,,,,,
player,201111130cle,ram,GibsBr00,tackles_solo,0,,,,,
player,201111130cle,ram,GibsBr00,tackles_assists,1,,,,,
player,201111130cle,ram,GibsBr00,tackles_loss,,,,,,
player,201111130cle,ram,GibsBr00,qb_hits,,,,,,
player,201111130cle,ram,GibsBr00,fumbles_rec,0,,,,,
player,201111130cle,ram,GibsBr00,fumbles_rec_yds,0,,,,,
player,201111130cle,ram,GibsBr00,fumbles_rec_td,0,,,,,
player,201111130cle,ram,GibsBr00,fumbles_forced,0,,,,,
player,201111130cle,ram,GibsGa99,def_int,0,,,,,
player,201111130cle,ram,GibsGa99,def_int_yds,0,,,,,
player,201111130cle,ram,GibsGa99,def_int_td,0,,,,,
player,201111130cle,ram,GibsGa99,def_int_long,0,,,,,
player,201111130cle,ram,GibsGa99,pass_defended,0,,,,,
player,201111130cle,ram,GibsGa99,sacks,0.0,,,,,
player,201111130cle,ram,GibsGa99,tackles_combined,1,,,,,
player,201111130cle,ram,GibsGa99,tackles_solo,0,,,,,
player,201111130cle,ram,GibsGa99,tackles_assists,1,,,,,
player,201111130cle,ram,GibsGa99,tackles_loss,,,,,,
player,201111130cle,ram,GibsGa99,qb_hits,,,,,,
player,201111130cle,ram,GibsGa99,fumbles_rec,0,,,,,
player,201111130cle,ram,GibsGa99,fumbles_rec_yds,0,,,,,
player,201111130cle,ram,GibsGa99,fumbles_rec_td,0,,,,,
player,201111130cle,ram,GibsGa99,fumbles_forced,0,,,,,
player,201111130cle,ram,HallJa21,def_int,0,,,,,
player,201111130cle,ram,HallJa21,def_int_yds,0,,,,,
player,201111130cle,ram,HallJa21,def_int_td,0,,,,,
player,201111130cle,ram,HallJa21,def_int_long,0,,,,,
player,201111130cle,ram,HallJa21,pass_defended,0,,,,,
player,201111130cle,ram,HallJa21,sacks,0.0,,,,,
player,201111130cle,ram,HallJa21,tackles_combined,1,,,,,
player,201111130cle,ram,HallJa21,tackles_solo,1,,,,,
player,201111130cle,ram,HallJa21,tackles_assists,0,,,,,
player,201111130cle,ram,HallJa21,tackles_loss,0,,,,,
player,201111130cle,ram,HallJa21,qb_hits,1,,,,,
player,201111130cle,ram,HallJa21,fumbles_rec,0,,,,,
player,201111130cle,ram,HallJa21,fumbles_rec_yds,0,,,,,
player,201111130cle,ram,HallJa21,fumbles_rec_td,0,,,,,
player,201111130cle,ram,HallJa21,fumbles_forced,0,,,,,
player,201111130cle,ram,HarrAl21,def_int,0,,,,,
player,201111130cle,ram,HarrAl21,def_int_yds,0,,,,,
player,201111130cle,ram,HarrAl21,def_int_td,0,,,,,
player,201111130cle,ram,HarrAl21,def_int_long,0,,,,,
player,201111130cle,ram,HarrAl21,pass_defended,0,,,,,
player,201111130cle,ram,HarrAl21,sacks,0.0,,,,,
player,201111130cle,ram,HarrAl21,tackles_combined,1,,,,,
player,201111130cle,ram,HarrAl21,tackles_solo,1,,,,,
player,201111130cle,ram,HarrAl21,tackles_assists,0,,,,,
player,201111130cle,ram,HarrAl21,tackles_loss,0,,,,,
player,201111130cle,ram,HarrAl21,qb_hits,0,,,,,
player,201111130cle,ram,HarrAl21,fumbles_rec,0,,,,,
player,201111130cle,ram,HarrAl21,fumbles_rec_yds,0,,,,,
player,201111130cle,ram,HarrAl21,fumbles_rec_td,0,,,,,
player,201111130cle,ram,HarrAl21,fumbles_forced,0,,,,,
player,201111130cle,ram,MillBr01,def_int,0,,,,,
player,201111130cle,ram,MillBr01,def_int_yds,0,,,,,
player,201111130cle,ram,MillBr01,def_int_td,0,,,,,
player,201111130cle,ram,MillBr01,def_int_long,0,,,,,
player,201111130cle,ram,MillBr01,pass_defended,0,,,,,
player,201111130cle,ram,MillBr01,sacks,0.0,,,,,
player,201111130cle,ram,MillBr01,tackles_combined,1,,,,,
player,201111130cle,ram,MillBr01,tackles_solo,1,,,,,
player,201111130cle,ram,MillBr01,tackles_assists,0,,,,,
player,201111130cle,ram,MillBr01,tackles_loss,0,,,,,
player,201111130cle,ram,MillBr01,qb_hits,0,,,,,
player,201111130cle,ram,MillBr01,fumbles_rec,0,,,,,
player,201111130cle,ram,MillBr01,fumbles_rec_yds,0,,,,,
player,201111130cle,ram,MillBr01,fumbles_rec_td,0,,,,,
player,201111130cle,ram,MillBr01,fumbles_forced,0,,,,,
player,201111130cle,ram,NixoDa20,def_int,0,,,,,
player,201111130cle,ram,NixoDa20,def_int_yds,0,,,,,
player,201111130cle,ram,NixoDa20,def_int_td,0,,,,,
player,201111130cle,ram,NixoDa20,def_int_long,0,,,,,
player,201111130cle,ram,NixoDa20,pass_defended,0,,,,,
player,201111130cle,ram,NixoDa20,sacks,0.0,,,,,
player,201111130cle,ram,NixoDa20,tackles_combined,1,,,,,
player,201111130cle,ram,NixoDa20,tackles_solo,1,,,,,
player,201111130cle,ram,NixoDa20,tackles_assists,0,,,,,
player,201111130cle,ram,NixoDa20,tackles_loss,0,,,,,
player,201111130cle,ram,NixoDa20,qb_hits,0,,,,,
player,201111130cle,ram,NixoDa20,fumbles_rec,0,,,,,
player,201111130cle,ram,NixoDa20,fumbles_rec_yds,0,,,,,
player,201111130cle,ram,NixoDa20,fumbles_rec_td,0,,,,,
player,201111130cle,ram,NixoDa20,fumbles_forced,1,,,,,
player,201111130cle,ram,JohnMa99,def_int,0,,,,,
player,201111130cle,ram,JohnMa99,def_int_yds,0,,,,,
player,201111130cle,ram,JohnMa99,def_int_td,0,,,,,
player,201111130cle,ram,JohnMa99,def_int_long,0,,,,,
player,201111130cle,ram,JohnMa99,pass_defended,1,,,,,
player,201111130cle,ram,JohnMa99,sacks,0.0,,,,,
player,201111130cle,ram,JohnMa99,tackles_combined,0,,,,,
player,201111130cle,ram,JohnMa99,tackles_solo,0,,,,,
player,201111130cle,ram,JohnMa99,tackles_assists,0,,,,,
player,201111130cle,ram,JohnMa99,tackles_loss,0,,,,,
player,201111130cle,ram,JohnMa99,qb_hits,0,,,,,
player,201111130cle,ram,JohnMa99,fumbles_rec,0,,,,,
player,201111130cle,ram,JohnMa99,fumbles_rec_yds,0,,,,,
player,201111130cle,ram,JohnMa99,fumbles_rec_td,0,,,,,
player,201111130cle,ram,JohnMa99,fumbles_forced,0,,,,,
player,201111130cle,cle,FujiSc20,def_int,1,,,,,
player,201111130cle,cle,FujiSc20,def_int_yds,3,,,,,
player,201111130cle,cle,FujiSc20,def_int_td,0,,,,,
player,201111130cle,cle,FujiSc20,def_int_long,3,,,,,
player,201111130cle,cle,FujiSc20,pass_defended,2,,,,,
player,201111130cle,cle,FujiSc20,sacks,0.0,,,,,
player,201111130cle,cle,FujiSc20,tackles_combined,5,,,,,
player,201111130cle,cle,FujiSc20,tackles_solo,4,,,,,
player,201111130cle,cle,FujiSc20,tackles_assists,1,,,,,
player,201111130cle,cle,FujiSc20,tackles_loss,0,,,,,
player,201111130cle,cle,FujiSc20,qb_hits,0,,,,,
player,201111130cle,cle,FujiSc20,fumbles_rec,0,,,,,
player,201111130cle,cle,FujiSc20,fumbles_rec_yds,0,,,,,
player,201111130cle,cle,FujiSc20,fumbles_rec_td,0,,,,,
player,201111130cle,cle,FujiSc20,fumbles_forced,0,,,,,
player,201111130cle,cle,TaylPh00,def_int,0,,,,,
player,201111130cle,cle,TaylPh00,def_int_yds,0,,,,,
player,201111130cle,cle,TaylPh00,def_int_td,0,,,,,
player,201111130cle,cle,TaylPh00,def_int_long,0,,,,,
player,201111130cle,cle,TaylPh00,pass_defended,0,,,,,
player,201111130cle,cle,TaylPh00,sacks,1.0,,,,,
player,201111130cle,cle,TaylPh00,tackles_combined,5,,,,,
player,201111130cle,cle,TaylPh00,tackles_solo,4,,,,,
player,201111130cle,cle,TaylPh00,tackles_assists,1,,,,,
player,201111130cle,cle,TaylPh00,tackles_loss,1,,,,,
player,201111130cle,cle,TaylPh00,qb_hits,2,,,,,
player,201111130cle,cle,TaylPh00,fumbles_rec,0,,,,,
player,201111130cle,cle,TaylPh00,fumbles_rec_yds,0,,,,,
player,201111130cle,cle,TaylPh00,fumbles_rec_td,0,,,,,
player,201111130cle,cle,TaylPh00,fumbles_forced,0,,,,,
player,201111130cle,cle,JackDQ20,def_int,0,,,,,
player,201111130cle,cle,JackDQ20,def_int_yds,0,,,,,
player,201111130cle,cle,JackDQ20,def_int_td,0,,,,,
player,201111130cle,cle,JackDQ20,def_int_long,0,,,,,
player,201111130cle,cle,JackDQ20,pass_defended,0,,,,,
player,201111130cle,cle,JackDQ20,sacks,0.0,,,,,
player,201111130cle,cle,JackDQ20,tackles_combined,8,,,,,
player,201111130cle,cle,JackDQ20,tackles_solo,5,,,,,
player,201111130cle,cle,JackDQ20,tackles_assists,3,,,,,
player,201111130cle,cle,JackDQ20,tackles_loss,0,,,,,
player,201111130cle,cle,JackDQ20,qb_hits,1,,,,,
player,201111130cle,cle,JackDQ20,fumbles_rec,0,,,,,
player,201111130cle,cle,JackDQ20,fumbles_rec_yds,0,,,,,
player,201111130cle,cle,JackDQ20,fumbles_rec_td,0,,,,,
player,201111130cle,cle,JackDQ20,fumbles_forced,0,,,,,
player,201111130cle,cle,AdamMi21,def_int,0,,,,,
player,201111130cle,cle,AdamMi21,def_int_yds,0,,,,,
player,201111130cle,cle,AdamMi21,def_int_td,0,,,,,
player,201111130cle,cle,AdamMi21,def_int_long,0,,,,,
player,201111130cle,cle,AdamMi21,pass_defended,0,,,,,
player,201111130cle,cle,AdamMi21,sacks,0.0,,,,,
player,201111130cle,cle,AdamMi21,tackles_combined,5,,,,,
player,201111130cle,cle,AdamMi21,tackles_solo,4,,,,,
player,201111130cle,cle,AdamMi21,tackles_assists,1,,,,,
player,201111130cle,cle,AdamMi21,tackles_loss,0,,,,,
player,201111130cle,cle,AdamMi21,qb_hits,0,,,,,
player,201111130cle,cle,AdamMi21,fumbles_rec,0,,,,,
player,201111130cle,cle,AdamMi21,fumbles_rec_yds,0,,,,,
player,201111130cle,cle,AdamMi21,fumbles_rec_td,0,,,,,
player,201111130cle,cle,AdamMi21,fumbles_forced,0,,,,,
player,201111130cle,cle,GocoCh99,def_int,0,,,,,
player,201111130cle,cle,GocoCh99,def_int_yds,0,,,,,
player,201111130cle,cle,GocoCh99,def_int_td,0,,,,,
player,201111130cle,cle,GocoCh99,def_int_long,0,,,,,
player,201111130cle,cle,GocoCh99,pass_defended,1,,,,,
player,201111130cle,cle,GocoCh99,sacks,0.0,,,,,
player,201111130cle,cle,GocoCh99,tackles_combined,5,,,,,
player,201111130cle,cle,GocoCh99,tackles_solo,5,,,,,
player,201111130cle,cle,GocoCh99,tackles_assists,0,,,,,
player,201111130cle,cle,GocoCh99,tackles_loss,0,,,,,
player,201111130cle,cle,GocoCh99,qb_hits,0,,,,,
player,201111130cle,cle,GocoCh99,fumbles_rec,1,,,,,
player,201111130cle,cle,GocoCh99,fumbles_rec_yds,0,,,,,
player,201111130cle,cle,GocoCh99,fumbles_rec_td,0,,,,,
player,201111130cle,cle,GocoCh99,fumbles_forced,1,,,,,
player,201111130cle,cle,RubiAh99,def_int,0,,,,,
player,201111130cle,cle,RubiAh99,def_int_yds,0,,,,,
player,201111130cle,cle,RubiAh99,def_int_td,0,,,,,
player,201111130cle,cle,RubiAh99,def_int_long,0,,,,,
player,201111130cle,cle,RubiAh99,pass_defended,0,,,,,
player,201111130cle,cle,RubiAh99,sacks,0.0,,,,,
player,201111130cle,cle,RubiAh99,tackles_combined,5,,,,,
player,201111130cle,cle,RubiAh99,tackles_solo,3,,,,,
player,201111130cle,cle,RubiAh99,tackles_assists,2,,,,,
player,201111130cle,cle,RubiAh99,tackles_loss,0,,,,,
player,201111130cle,cle,RubiAh99,qb_hits,0,,,,,
player,201111130cle,cle,RubiAh99,fumbles_rec,0,,,,,
player,201111130cle,cle,RubiAh99,fumbles_rec_yds,0,,,,,
player,201111130cle,cle,RubiAh99,fumbles_rec_td,0,,,,,
player,201111130cle,cle,RubiAh99,fumbles_forced,0,,,,,
player,201111130cle,cle,YounUs99,def_int,0,,,,,
player,201111130cle,cle,YounUs99,def_int_yds,0,,,,,
player,201111130cle,cle,YounUs99,def_int_td,0,,,,,
player,201111130cle,cle,YounUs99,def_int_long,0,,,,,
player,201111130cle,cle,YounUs99,pass_defended,0,,,,,
player,201111130cle,cle,YounUs99,sacks,0.0,,,,,
player,201111130cle,cle,YounUs99,tackles_combined,5,,,,,
player,201111130cle,cle,YounUs99,tackles_solo,3,,,,,
player,201111130cle,cle,YounUs99,tackles_assists,2,,,,,
player,201111130cle,cle,YounUs99,tackles_loss,1,,,,,
player,201111130cle,cle,YounUs99,qb_hits,0,,,,,
player,201111130cle,cle,YounUs99,fumbles_rec,0,,,,,
player,201111130cle,cle,YounUs99,fumbles_rec_yds,0,,,,,
player,201111130cle,cle,YounUs99,fumbles_rec_td,0,,,,,
player,201111130cle,cle,YounUs99,fumbles_forced,0,,,,,
player,201111130cle,cle,HadeJo99,def_int,0,,,,,
player,201111130cle,cle,HadeJo99,def_int_yds,0,,,,,
player,201111130cle,cle,HadeJo99,def_int_td,0,,,,,
player,201111130cle,cle,HadeJo99,def_int_long,0,,,,,
player,201111130cle,cle,HadeJo99,pass_defended,3,,,,,
player,201111130cle,cle,HadeJo99,sacks,0.0,,,,,
player,201111130cle,cle,HadeJo99,tackles_combined,4,,,,,
player,201111130cle,cle,HadeJo99,tackles_solo,4,,,,,
player,201111130cle,cle,HadeJo99,tackles_assists,0,,,,,
player,201111130cle,cle,HadeJo99,tackles_loss,0,,,,,
player,201111130cle,cle,HadeJo99,qb_hits,0,,,,,
player,201111130cle,cle,HadeJo99,fumbles_rec,0,,,,,
player,201111130cle,cle,HadeJo99,fumbles_rec_yds,0,,,,,
player,201111130cle,cle,HadeJo99,fumbles_rec_td,0,,,,,
player,201111130cle,cle,HadeJo99,fumbles_forced,0,,,,,
player,201111130cle,cle,StepEm00,def_int,0,,,,,
player,201111130cle,cle,StepEm00,def_int_yds,0,,,,,
player,201111130cle,cle,StepEm00,def_int_td,0,,,,,
player,201111130cle,cle,StepEm00,def_int_long,0,,,,,
player,201111130cle,cle,StepEm00,pass_defended,0,,,,,
player,201111130cle,cle,StepEm00,sacks,0.0,,,,,
player,201111130cle,cle,StepEm00,tackles_combined,4,,,,,
player,201111130cle,cle,StepEm00,tackles_solo,1,,,,,
player,201111130cle,cle,StepEm00,tackles_assists,3,,,,,
player,201111130cle,cle,StepEm00,tackles_loss,0,,,,,
player,201111130cle,cle,StepEm00,qb_hits,0,,,,,
player,201111130cle,cle,StepEm00,fumbles_rec,0,,,,,
player,201111130cle,cle,StepEm00,fumbles_rec_yds,0,,,,,
player,201111130cle,cle,StepEm00,fumbles_rec_td,0,,,,,
player,201111130cle,cle,StepEm00,fumbles_forced,0,,,,,
player,201111130cle,cle,MaiaKa99,def_int,0,,,,,
player,201111130cle,cle,MaiaKa99,def_int_yds,0,,,,,
player,201111130cle,cle,MaiaKa99,def_int_td,0,,,,,
player,201111130cle,cle,MaiaKa99,def_int_long,0,,,,,
player,201111130cle,cle,MaiaKa99,pass_defended,0,,,,,
player,201111130cle,cle,MaiaKa99,sacks,0.0,,,,,
player,201111130cle,cle,MaiaKa99,tackles_combined,2,,,,,
player,201111130cle,cle,MaiaKa99,tackles_solo,2,,,,,
player,201111130cle,cle,MaiaKa99,tackles_assists,0,,,,,
player,201111130cle,cle,MaiaKa99,tackles_loss,0,,,,,
player,201111130cle,cle,MaiaKa99,qb_hits,0,,,,,
player,201111130cle,cle,MaiaKa99,fumbles_rec,0,,,,,
player,201111130cle,cle,MaiaKa99,fumbles_rec_yds,0,,,,,
player,201111130cle,cle,MaiaKa99,fumbles_rec_td,0,,,,,
player,201111130cle,cle,MaiaKa99,fumbles_forced,0,,,,,
player,201111130cle,cle,SheaJa00,def_int,0,,,,,
player,201111130cle,cle,SheaJa00,def_int_yds,0,,,,,
player,201111130cle,cle,SheaJa00,def_int_td,0,,,,,
player,201111130cle,cle,SheaJa00,def_int_long,0,,,,,
player,201111130cle,cle,SheaJa00,pass_defended,0,,,,,
player,201111130cle,cle,SheaJa00,sacks,0.0,,,,,
player,201111130cle,cle,SheaJa00,tackles_combined,2,,,,,
player,201111130cle,cle,SheaJa00,tackles_solo,1,,,,,
player,201111130cle,cle,SheaJa00,tackles_assists,1,,,,,
player,201111130cle,cle,SheaJa00,tackles_loss,0,,,,,
player,201111130cle,cle,SheaJa00,qb_hits,1,,,,,
player,201111130cle,cle,SheaJa00,fumbles_rec,0,,,,,
player,201111130cle,cle,SheaJa00,fumbles_rec_yds,0,,,,,
player,201111130cle,cle,SheaJa00,fumbles_rec_td,0,,,,,
player,201111130cle,cle,SheaJa00,fumbles_forced,0,,,,,
player,201111130cle,cle,SkriBu00,def_int,0,,,,,
player,201111130cle,cle,SkriBu00,def_int_yds,0,,,,,
player,201111130cle,cle,SkriBu00,def_int_td,0,,,,,
player,201111130cle,cle,SkriBu00,def_int_long,0,,,,,
player,201111130cle,cle,SkriBu00,pass_defended,0,,,,,
player,201111130cle,cle,SkriBu00,sacks,0.0,,,,,
player,201111130cle,cle,SkriBu00,tackles_combined,2,,,,,
player,201111130cle,cle,SkriBu00,tackles_solo,2,,,,,
player,201111130cle,cle,SkriBu00,tackles_assists,0,,,,,
player,201111130cle,cle,SkriBu00,tackles_loss,0,,,,,
player,201111130cle,cle,SkriBu00,qb_hits,0,,,,,
player,201111130cle,cle,SkriBu00,fumbles_rec,0,,,,,
player,201111130cle,cle,SkriBu00,fumbles_rec_yds,0,,,,,
player,201111130cle,cle,SkriBu00,fumbles_rec_td,0,,,,,
player,201111130cle,cle,SkriBu00,fumbles_forced,0,,,,,
player,201111130cle,cle,SpeaQu00,def_int,0,,,,,
player,201111130cle,cle,SpeaQu00,def_int_yds,0,,,,,
player,201111130cle,cle,SpeaQu00,def_int_td,0,,,,,
player,201111130cle,cle,SpeaQu00,def_int_long,0,,,,,
player,201111130cle,cle,SpeaQu00,pass_defended,0,,,,,
player,201111130cle,cle,SpeaQu00,sacks,0.0,,,,,
player,201111130cle,cle,SpeaQu00,tackles_combined,2,,,,,
player,201111130cle,cle,SpeaQu00,tackles_solo,2,,,,,
player,201111130cle,cle,SpeaQu00,tackles_assists,0,,,,,
player,201111130cle,cle,SpeaQu00,tackles_loss,0,,,,,
player,201111130cle,cle,SpeaQu00,qb_hits,0,,,,,
player,201111130cle,cle,SpeaQu00,fumbles_rec,0,,,,,
player,201111130cle,cle,SpeaQu00,fumbles_rec_yds,0,,,,,
