game,2011,4,20111002,201110020cin,buf,"Buffalo Bills",20,cin,"Cincinnati Bengals",23
player,201110020cin,buf,BarnNi20,qb_hits,0,,,,,
player,201110020cin,buf,BarnNi20,fumbles_rec,0,,,,,
player,201110020cin,buf,BarnNi20,fumbles_rec_yds,0,,,,,
player,201110020cin,buf,BarnNi20,fumbles_rec_td,0,,,,,
player,201110020cin,buf,BarnNi20,fumbles_forced,0,,,,,
player,201110020cin,buf,EdwaDw20,def_int,0,,,,,
player,201110020cin,buf,EdwaDw20,def_int_yds,0,,,,,
player,201110020cin,buf,EdwaDw20,def_int_td,0,,,,,
player,201110020cin,buf,EdwaDw20,def_int_long,0,,,,,
player,201110020cin,buf,EdwaDw20,pass_defended,0,,,,,
player,201110020cin,buf,EdwaDw20,sacks,0.0,,,,,
player,201110020cin,buf,EdwaDw20,tackles_combined,8,,,,,
player,201110020cin,buf,EdwaDw20,tackles_solo,5,,,,,
player,201110020cin,buf,EdwaDw20,tackles_assists,3,,,,,
player,201110020cin,buf,EdwaDw20,tackles_loss,1,,,,,
player,201110020cin,buf,EdwaDw20,qb_hits,0,,,,,
player,201110020cin,buf,EdwaDw20,fumbles_rec,0,,,,,
player,201110020cin,buf,EdwaDw20,fumbles_rec_yds,0,,,,,
player,201110020cin,buf,EdwaDw20,fumbles_rec_td,0,,,,,
player,201110020cin,buf,EdwaDw20,fumbles_forced,0,,,,,
player,201110020cin,buf,ByrdJa99,def_int,0,,,,,
player,201110020cin,buf,ByrdJa99,def_int_yds,0,,,,,
player,201110020cin,buf,ByrdJa99,def_int_td,0,,,,,
player,201110020cin,buf,ByrdJa99,def_int_long,0,,,,,
player,201110020cin,buf,ByrdJa99,pass_defended,0,,,,,
player,201110020cin,buf,ByrdJa99,sacks,0.0,,,,,
player,201110020cin,buf,ByrdJa99,tackles_combined,7,,,,,
player,201110020cin,buf,ByrdJa99,tackles_solo,5,,,,,
player,201110020cin,buf,ByrdJa99,tackles_assists,2,,,,,
player,201110020cin,buf,ByrdJa99,tackles_loss,0,,,,,
player,201110020cin,buf,ByrdJa99,qb_hits,0,,,,,
player,201110020cin,buf,ByrdJa99,fumbles_rec,0,,,,,
player,201110020cin,buf,ByrdJa99,fumbles_rec_yds,0,,,,,
player,201110020cin,buf,ByrdJa99,fumbles_rec_td,0,,,,,
player,201110020cin,buf,ByrdJa99,fumbles_forced,0,,,,,
player,201110020cin,buf,McKeLe99,def_int,0,,,,,
player,201110020cin,buf,McKeLe99,def_int_yds,0,,,,,
player,201110020cin,buf,McKeLe99,def_int_td,0,,,,,
player,201110020cin,buf,McKeLe99,def_int_long,0,,,,,
player,201110020cin,buf,McKeLe99,pass_defended,1,,,,,
player,201110020cin,buf,McKeLe99,sacks,0.0,,,,,
player,201110020cin,buf,McKeLe99,tackles_combined,5,,,,,
player,201110020cin,buf,McKeLe99,tackles_solo,3,,,,,
player,201110020cin,buf,McKeLe99,tackles_assists,2,,,,,
player,201110020cin,buf,McKeLe99,tackles_loss,0,,,,,
player,201110020cin,buf,McKeLe99,qb_hits,0,,,,,
player,201110020cin,buf,McKeLe99,fumbles_rec,0,,,,,
player,201110020cin,buf,McKeLe99,fumbles_rec_yds,0,,,,,
player,201110020cin,buf,McKeLe99,fumbles_rec_td,0,,,,,
player,201110020cin,buf,McKeLe99,fumbles_forced,0,,,,,
player,201110020cin,buf,DaviAn20,def_int,0,,,,,
player,201110020cin,buf,DaviAn20,def_int_yds,0,,,,,
player,201110020cin,buf,DaviAn20,def_int_td,0,,,,,
player,201110020cin,buf,DaviAn20,def_int_long,0,,,,,
player,201110020cin,buf,DaviAn20,pass_defended,0,,,,,
player,201110020cin,buf,DaviAn20,sacks,0.0,,,,,
player,201110020cin,buf,DaviAn20,tackles_combined,3,,,,,
player,201110020cin,buf,DaviAn20,tackles_solo,1,,,,,
player,201110020cin,buf,DaviAn20,tackles_assists,2,,,,,
player,201110020cin,buf,DaviAn20,tackles_loss,0,,,,,
player,201110020cin,buf,DaviAn20,qb_hits,0,,,,,
player,201110020cin,buf,DaviAn20,fumbles_rec,0,,,,,
player,201110020cin,buf,DaviAn20,fumbles_rec_yds,0,,,,,
player,201110020cin,buf,DaviAn20,fumbles_rec_td,0,,,,,
player,201110020cin,buf,DaviAn20,fumbles_forced,0,,,,,
player,201110020cin,buf,FlorDr20,def_int,0,,,,,
player,201110020cin,buf,FlorDr20,def_int_yds,0,,,,,
player,201110020cin,buf,FlorDr20,def_int_td,0,,,,,
player,201110020cin,buf,FlorDr20,def_int_long,0,,,,,
player,201110020cin,buf,FlorDr20,pass_defended,0,,,,,
player,201110020cin,buf,FlorDr20,sacks,0.0,,,,,
player,201110020cin,buf,FlorDr20,tackles_combined,3,,,,,
player,201110020cin,buf,FlorDr20,tackles_solo,2,,,,,
player,201110020cin,buf,FlorDr20,tackles_assists,1,,,,,
player,201110020cin,buf,FlorDr20,tackles_loss,0,,,,,
player,201110020cin,buf,FlorDr20,qb_hits,0,,,,,
player,201110020cin,buf,FlorDr20,fumbles_rec,0,,,,,
player,201110020cin,buf,FlorDr20,fumbles_rec_yds,0,,,,,
player,201110020cin,buf,FlorDr20,fumbles_rec_td,0,,,,,
player,201110020cin,buf,FlorDr20,fumbles_forced,0,,,,,
player,201110020cin,buf,BattDa99,def_int,0,,,,,
player,201110020cin,buf,BattDa99,def_int_yds,0,,,,,
player,201110020cin,buf,BattDa99,def_int_td,0,,,,,
player,201110020cin,buf,BattDa99,def_int_long,0,,,,,
player,201110020cin,buf,BattDa99,pass_defended,0,,,,,
player,201110020cin,buf,BattDa99,sacks,0.0,,,,,
player,201110020cin,buf,BattDa99,tackles_combined,2,,,,,
player,201110020cin,buf,BattDa99,tackles_solo,2,,,,,
player,201110020cin,buf,BattDa99,tackles_assists,0,,,,,
player,201110020cin,buf,BattDa99,tackles_loss,0,,,,,
player,201110020cin,buf,BattDa99,qb_hits,0,,,,,
player,201110020cin,buf,BattDa99,fumbles_rec,0,,,,,
player,201110020cin,buf,BattDa99,fumbles_rec_yds,0,,,,,
player,201110020cin,buf,BattDa99,fumbles_rec_td,0,,,,,
player,201110020cin,buf,BattDa99,fumbles_forced,0,,,,,
player,201110020cin,buf,ChanSc00,def_int,0,,,,,
player,201110020cin,buf,ChanSc00,def_int_yds,0,,,,,
player,201110020cin,buf,ChanSc00,def_int_td,0,,,,,
player,201110020cin,buf,ChanSc00,def_int_long,0,,,,,
player,201110020cin,buf,ChanSc00,pass_defended,0,,,,,
player,201110020cin,buf,ChanSc00,sacks,0.0,,,,,
player,201110020cin,buf,ChanSc00,tackles_combined,2,,,,,
player,201110020cin,buf,ChanSc00,tackles_solo,2,,,,,
player,201110020cin,buf,ChanSc00,tackles_assists,0,,,,,
player,201110020cin,buf,ChanSc00,tackles_loss,0,,,,,
player,201110020cin,buf,ChanSc00,qb_hits,0,,,,,
player,201110020cin,buf,ChanSc00,fumbles_rec,0,,,,,
player,201110020cin,buf,ChanSc00,fumbles_rec_yds,0,,,,,
player,201110020cin,buf,ChanSc00,fumbles_rec_td,0,,,,,
player,201110020cin,buf,ChanSc00,fumbles_forced,0,,,,,
player,201110020cin,buf,McInCo00,def_int,0,,,,,
player,201110020cin,buf,McInCo00,def_int_yds,0,,,,,
player,201110020cin,buf,McInCo00,def_int_td,0,,,,,
player,201110020cin,buf,McInCo00,def_int_long,0,,,,,
player,201110020cin,buf,McInCo00,pass_defended,0,,,,,
player,201110020cin,buf,McInCo00,sacks,0.0,,,,,
player,201110020cin,buf,McInCo00,tackles_combined,2,,,,,
player,201110020cin,buf,McInCo00,tackles_solo,2,,,,,
player,201110020cin,buf,McInCo00,tackles_assists,0,,,,,
player,201110020cin,buf,McInCo00,tackles_loss,0,,,,,
player,201110020cin,buf,McInCo00,qb_hits,0,,,,,
player,201110020cin,buf,McInCo00,fumbles_rec,0,,,,,
player,201110020cin,buf,McInCo00,fumbles_rec_yds,0,,,,,
player,201110020cin,buf,McInCo00,fumbles_rec_td,0,,,,,
player,201110020cin,buf,McInCo00,fumbles_forced,0,,,,,
player,201110020cin,buf,TrouTo00,def_int,0,,,,,
player,201110020cin,buf,TrouTo00,def_int_yds,0,,,,,
player,201110020cin,buf,TrouTo00,def_int_td,0,,,,,
player,201110020cin,buf,TrouTo00,def_int_long,0,,,,,
player,201110020cin,buf,TrouTo00,pass_defended,0,,,,,
player,201110020cin,buf,TrouTo00,sacks,0.0,,,,,
player,201110020cin,buf,TrouTo00,tackles_combined,2,,,,,
player,201110020cin,buf,TrouTo00,tackles_solo,1,,,,,
player,201110020cin,buf,TrouTo00,tackles_assists,1,,,,,
player,201110020cin,buf,TrouTo00,tackles_loss,0,,,,,
player,201110020cin,buf,TrouTo00,qb_hits,0,,,,,
player,201110020cin,buf,TrouTo00,fumbles_rec,0,,,,,
player,201110020cin,buf,TrouTo00,fumbles_rec_yds,0,,,,,
player,201110020cin,buf,TrouTo00,fumbles_rec_td,0,,,,,
player,201110020cin,buf,TrouTo00,fumbles_forced,0,,,,,
player,201110020cin,buf,WillKy20,def_int,0,,,,,
player,201110020cin,buf,WillKy20,def_int_yds,0,,,,,
player,201110020cin,buf,WillKy20,def_int_td,0,,,,,
player,201110020cin,buf,WillKy20,def_int_long,0,,,,,
player,201110020cin,buf,WillKy20,pass_defended,1,,,,,
player,201110020cin,buf,WillKy20,sacks,0.0,,,,,
player,201110020cin,buf,WillKy20,tackles_combined,2,,,,,
player,201110020cin,buf,WillKy20,tackles_solo,1,,,,,
player,201110020cin,buf,WillKy20,tackles_assists,1,,,,,
player,201110020cin,buf,WillKy20,tackles_loss,1,,,,,
player,201110020cin,buf,WillKy20,qb_hits,0,,,,,
player,201110020cin,buf,WillKy20,fumbles_rec,0,,,,,
player,201110020cin,buf,WillKy20,fumbles_rec_yds,0,,,,,
player,201110020cin,buf,WillKy20,fumbles_rec_td,0,,,,,
player,201110020cin,buf,WillKy20,fumbles_forced,0,,,,,
player,201110020cin,buf,CornRe99,def_int,0,,,,,
player,201110020cin,buf,CornRe99,def_int_yds,0,,,,,
player,201110020cin,buf,CornRe99,def_int_td,0,,,,,
player,201110020cin,buf,CornRe99,def_int_long,0,,,,,
player,201110020cin,buf,CornRe99,pass_defended,0,,,,,
player,201110020cin,buf,CornRe99,sacks,0.0,,,,,
player,201110020cin,buf,CornRe99,tackles_combined,1,,,,,
player,201110020cin,buf,CornRe99,tackles_solo,0,,,,,
player,201110020cin,buf,CornRe99,tackles_assists,1,,,,,
player,201110020cin,buf,CornRe99,tackles_loss,0,,,,,
player,201110020cin,buf,CornRe99,qb_hits,0,,,,,
player,201110020cin,buf,CornRe99,fumbles_rec,0,,,,,
player,201110020cin,buf,CornRe99,fumbles_rec_yds,0,,,,,
player,201110020cin,buf,CornRe99,fumbles_rec_td,0,,,,,
player,201110020cin,buf,CornRe99,fumbles_forced,0,,,,,
player,201110020cin,buf,JohnSp20,def_int,0,,,,,
player,201110020cin,buf,JohnSp20,def_int_yds,0,,,,,
player,201110020cin,buf,JohnSp20,def_int_td,0,,,,,
player,201110020cin,buf,JohnSp20,def_int_long,0,,,,,
player,201110020cin,buf,JohnSp20,pass_defended,0,,,,,
player,201110020cin,buf,JohnSp20,sacks,0.0,,,,,
player,201110020cin,buf,JohnSp20,tackles_combined,1,,,,,
player,201110020cin,buf,JohnSp20,tackles_solo,1,,,,,
player,201110020cin,buf,JohnSp20,tackles_assists,0,,,,,
player,201110020cin,buf,JohnSp20,tackles_loss,0,,,,,
player,201110020cin,buf,JohnSp20,qb_hits,0,,,,,
player,201110020cin,buf,JohnSp20,fumbles_rec,0,,,,,
player,201110020cin,buf,JohnSp20,fumbles_rec_yds,0,,,,,
player,201110020cin,buf,JohnSp20,fumbles_rec_td,0,,,,,
player,201110020cin,buf,JohnSp20,fumbles_forced,0,,,,,
player,201110020cin,buf,KelsCh21,def_int,0,,,,,
player,201110020cin,buf,KelsCh21,def_int_yds,0,,,,,
player,201110020cin,buf,KelsCh21,def_int_td,0,,,,,
player,201110020cin,buf,KelsCh21,def_int_long,0,,,,,
player,201110020cin,buf,KelsCh21,pass_defended,0,,,,,
player,201110020cin,buf,KelsCh21,sacks,0.0,,,,,
player,201110020cin,buf,KelsCh21,tackles_combined,1,,,,,
player,201110020cin,buf,KelsCh21,tackles_solo,0,,,,,
player,201110020cin,buf,KelsCh21,tackles_assists,1,,,,,
player,201110020cin,buf,KelsCh21,tackles_loss,0,,,,,
player,201110020cin,buf,KelsCh21,qb_hits,1,,,,,
player,201110020cin,buf,KelsCh21,fumbles_rec,0,,,,,
player,201110020cin,buf,KelsCh21,fumbles_rec_yds,0,,,,,
player,201110020cin,buf,KelsCh21,fumbles_rec_td,0,,,,,
player,201110020cin,buf,KelsCh21,fumbles_forced,0,,,,,
player,201110020cin,buf,MartRu00,def_int,0,,,,,
player,201110020cin,buf,MartRu00,def_int_yds,0,,,,,
player,201110020cin,buf,MartRu00,def_int_td,0,,,,,
player,201110020cin,buf,MartRu00,def_int_long,0,,,,,
player,201110020cin,buf,MartRu00,pass_defended,0,,,,,
player,201110020cin,buf,MartRu00,sacks,0.0,,,,,
player,201110020cin,buf,MartRu00,tackles_combined,1,,,,,
player,201110020cin,buf,MartRu00,tackles_solo,1,,,,,
player,201110020cin,buf,MartRu00,tackles_assists,0,,,,,
player,201110020cin,buf,MartRu00,tackles_loss,0,,,,,
player,201110020cin,buf,MartRu00,qb_hits,0,,,,,
player,201110020cin,buf,MartRu00,fumbles_rec,0,,,,,
player,201110020cin,buf,MartRu00,fumbles_rec_yds,0,,,,,
player,201110020cin,buf,MartRu00,fumbles_rec_td,0,,,,,
player,201110020cin,buf,MartRu00,fumbles_forced,0,,,,,
player,201110020cin,buf,RogeJu00,def_int,0,,,,,
player,201110020cin,buf,RogeJu00,def_int_yds,0,,,,,
player,201110020cin,buf,RogeJu00,def_int_td,0,,,,,
player,201110020cin,buf,RogeJu00,def_int_long,0,,,,,
player,201110020cin,buf,RogeJu00,pass_defended,0,,,,,
player,201110020cin,buf,RogeJu00,sacks,0.0,,,,,
player,201110020cin,buf,RogeJu00,tackles_combined,1,,,,,
player,201110020cin,buf,RogeJu00,tackles_solo,1,,,,,
player,201110020cin,buf,RogeJu00,tackles_assists,0,,,,,
player,201110020cin,buf,RogeJu00,tackles_loss,0,,,,,
player,201110020cin,buf,RogeJu00,qb_hits,0,,,,,
player,201110020cin,buf,RogeJu00,fumbles_rec,0,,,,,
player,201110020cin,buf,RogeJu00,fumbles_rec_yds,0,,,,,
player,201110020cin,buf,RogeJu00,fumbles_rec_td,0,,,,,
player,201110020cin,buf,RogeJu00,fumbles_forced,0,,,,,
player,201110020cin,buf,WhitJo01,def_int,0,,,,,
player,201110020cin,buf,WhitJo01,def_int_yds,0,,,,,
player,201110020cin,buf,WhitJo01,def_int_td,0,,,,,
player,201110020cin,buf,WhitJo01,def_int_long,0,,,,,
player,201110020cin,buf,WhitJo01,pass_defended,0,,,,,
player,201110020cin,buf,WhitJo01,sacks,0.0,,,,,
player,201110020cin,buf,WhitJo01,tackles_combined,1,,,,,
player,201110020cin,buf,WhitJo01,tackles_solo,1,,,,,
player,201110020cin,buf,WhitJo01,tackles_assists,0,,,,,
player,201110020cin,buf,WhitJo01,tackles_loss,0,,,,,
player,201110020cin,buf,WhitJo01,qb_hits,0,,,,,
player,201110020cin,buf,WhitJo01,fumbles_rec,0,,,,,
player,201110020cin,buf,WhitJo01,fumbles_rec_yds,0,,,,,
player,201110020cin,buf,WhitJo01,fumbles_rec_td,0,,,,,
player,201110020cin,buf,WhitJo01,fumbles_forced,0,,,,,
player,201110020cin,cin,JohnMi98,def_int,0,,,,,
player,201110020cin,cin,JohnMi98,def_int_yds,0,,,,,
player,201110020cin,cin,JohnMi98,def_int_td,0,,,,,
player,201110020cin,cin,JohnMi98,def_int_long,0,,,,,
player,201110020cin,cin,JohnMi98,pass_defended,0,,,,,
player,201110020cin,cin,JohnMi98,sacks,0.5,,,,,
player,201110020cin,cin,JohnMi98,tackles_combined,3,,,,,
player,201110020cin,cin,JohnMi98,tackles_solo,1,,,,,
player,201110020cin,cin,JohnMi98,tackles_assists,2,,,,,
player,201110020cin,cin,JohnMi98,tackles_loss,0,,,,,
player,201110020cin,cin,JohnMi98,qb_hits,2,,,,,
player,201110020cin,cin,JohnMi98,fumbles_rec,0,,,,,
player,201110020cin,cin,JohnMi98,fumbles_rec_yds,0,,,,,
player,201110020cin,cin,JohnMi98,fumbles_rec_td,0,,,,,
player,201110020cin,cin,JohnMi98,fumbles_forced,0,,,,,
player,201110020cin,cin,AtkiGe99,def_int,0,,,,,
player,201110020cin,cin,AtkiGe99,def_int_yds,0,,,,,
player,201110020cin,cin,AtkiGe99,def_int_td,0,,,,,
player,201110020cin,cin,AtkiGe99,def_int_long,0,,,,,
player,201110020cin,cin,AtkiGe99,pass_defended,0,,,,,
player,201110020cin,cin,AtkiGe99,sacks,0.5,,,,,
player,201110020cin,cin,AtkiGe99,tackles_combined,2,,,,,
player,201110020cin,cin,AtkiGe99,tackles_solo,1,,,,,
player,201110020cin,cin,AtkiGe99,tackles_assists,1,,,,,
player,201110020cin,cin,AtkiGe99,tackles_loss,0,,,,,
player,201110020cin,cin,AtkiGe99,qb_hits,1,,,,,
player,201110020cin,cin,AtkiGe99,fumbles_rec,0,,,,,
player,201110020cin,cin,AtkiGe99,fumbles_rec_yds,0,,,,,
player,201110020cin,cin,AtkiGe99,fumbles_rec_td,0,,,,,
player,201110020cin,cin,AtkiGe99,fumbles_forced,0,,,,,
player,201110020cin,cin,MauaRe99,def_int,0,,,,,
player,201110020cin,cin,MauaRe99,def_int_yds,0,,,,,
player,201110020cin,cin,MauaRe99,def_int_td,0,,,,,
player,201110020cin,cin,MauaRe99,def_int_long,0,,,,,
player,201110020cin,cin,MauaRe99,pass_defended,0,,,,,
player,201110020cin,cin,MauaRe99,sacks,0.0,,,,,
player,201110020cin,cin,MauaRe99,tackles_combined,11,,,,,
player,201110020cin,cin,MauaRe99,tackles_solo,3,,,,,
player,201110020cin,cin,MauaRe99,tackles_assists,8,,,,,
player,201110020cin,cin,MauaRe99,tackles_loss,1,,,,,
player,201110020cin,cin,MauaRe99,qb_hits,0,,,,,
player,201110020cin,cin,MauaRe99,fumbles_rec,0,,,,,
player,201110020cin,cin,MauaRe99,fumbles_rec_yds,0,,,,,
player,201110020cin,cin,MauaRe99,fumbles_rec_td,0,,,,,
player,201110020cin,cin,MauaRe99,fumbles_forced,0,,,,,
player,201110020cin,cin,HallLe98,def_int,0,,,,,
player,201110020cin,cin,HallLe98,def_int_yds,0,,,,,
player,201110020cin,cin,HallLe98,def_int_td,0,,,,,
player,201110020cin,cin,HallLe98,def_int_long,0,,,,,
player,201110020cin,cin,HallLe98,pass_defended,0,,,,,
player,201110020cin,cin,HallLe98,sacks,0.0,,,,,
player,201110020cin,cin,HallLe98,tackles_combined,7,,,,,
player,201110020cin,cin,HallLe98,tackles_solo,6,,,,,
player,201110020cin,cin,HallLe98,tackles_assists,1,,,,,
player,201110020cin,cin,HallLe98,tackles_loss,0,,,,,
player,201110020cin,cin,HallLe98,qb_hits,0,,,,,
player,201110020cin,cin,HallLe98,fumbles_rec,0,,,,,
player,201110020cin,cin,HallLe98,fumbles_rec_yds,0,,,,,
player,201110020cin,cin,HallLe98,fumbles_rec_td,0,,,,,
player,201110020cin,cin,HallLe98,fumbles_forced,0,,,,,
player,201110020cin,cin,NelsRe99,def_int,0,,,,,
player,201110020cin,cin,NelsRe99,def_int_yds,0,,,,,
player,201110020cin,cin,NelsRe99,def_int_td,0,,,,,
player,201110020cin,cin,NelsRe99,def_int_long,0,,,,,
player,201110020cin,cin,NelsRe99,pass_defended,1,,,,,
player,201110020cin,cin,NelsRe99,sacks,0.0,,,,,
player,201110020cin,cin,NelsRe99,tackles_combined,7,,,,,
player,201110020cin,cin,NelsRe99,tackles_solo,5,,,,,
player,201110020cin,cin,NelsRe99,tackles_assists,2,,,,,
player,201110020cin,cin,NelsRe99,tackles_loss,0,,,,,
player,201110020cin,cin,NelsRe99,qb_hits,0,,,,,
player,201110020cin,cin,NelsRe99,fumbles_rec,0,,,,,
player,201110020cin,cin,NelsRe99,fumbles_rec_yds,0,,,,,
player,201110020cin,cin,NelsRe99,fumbles_rec_td,0,,,,,
player,201110020cin,cin,NelsRe99,fumbles_forced,0,,,,,
player,201110020cin,cin,HowaTh20,def_int,0,,,,,
player,201110020cin,cin,HowaTh20,def_int_yds,0,,,,,
player,201110020cin,cin,HowaTh20,def_int_td,0,,,,,
player,201110020cin,cin,HowaTh20,def_int_long,0,,,,,
player,201110020cin,cin,HowaTh20,pass_defended,0,,,,,
player,201110020cin,cin,HowaTh20,sacks,0.0,,,,,
player,201110020cin,cin,HowaTh20,tackles_combined,6,,,,,
player,201110020cin,cin,HowaTh20,tackles_solo,4,,,,,
player,201110020cin,cin,HowaTh20,tackles_assists,2,,,,,
player,201110020cin,cin,HowaTh20,tackles_loss,0,,,,,
player,201110020cin,cin,HowaTh20,qb_hits,0,,,,,
player,201110020cin,cin,HowaTh20,fumbles_rec,0,,,,,
player,201110020cin,cin,HowaTh20,fumbles_rec_yds,0,,,,,
player,201110020cin,cin,HowaTh20,fumbles_rec_td,0,,,,,
player,201110020cin,cin,HowaTh20,fumbles_forced,0,,,,,
player,201110020cin,cin,PekoDo20,def_int,0,,,,,
player,201110020cin,cin,PekoDo20,def_int_yds,0,,,,,
player,201110020cin,cin,PekoDo20,def_int_td,0,,,,,
player,201110020cin,cin,PekoDo20,def_int_long,0,,,,,
player,201110020cin,cin,PekoDo20,pass_defended,0,,,,,
player,201110020cin,cin,PekoDo20,sacks,0.0,,,,,
player,201110020cin,cin,PekoDo20,tackles_combined,6,,,,,
player,201110020cin,cin,PekoDo20,tackles_solo,1,,,,,
player,201110020cin,cin,PekoDo20,tackles_assists,5,,,,,
player,201110020cin,cin,PekoDo20,tackles_loss,1,,,,,
player,201110020cin,cin,PekoDo20,qb_hits,0,,,,,
player,201110020cin,cin,PekoDo20,fumbles_rec,0,,,,,
player,201110020cin,cin,PekoDo20,fumbles_rec_yds,0,,,,,
player,201110020cin,cin,PekoDo20,fumbles_rec_td,0,,,,,
player,201110020cin,cin,PekoDo20,fumbles_forced,0,,,,,
player,201110020cin,cin,CrocCh20,def_int,0,,,,,
player,201110020cin,cin,CrocCh20,def_int_yds,0,,,,,
player,201110020cin,cin,CrocCh20,def_int_td,0,,,,,
player,201110020cin,cin,CrocCh20,def_int_long,0,,,,,
player,201110020cin,cin,CrocCh20,pass_defended,0,,,,,
player,201110020cin,cin,CrocCh20,sacks,0.0,,,,,
player,201110020cin,cin,CrocCh20,tackles_combined,3,,,,,
player,201110020cin,cin,CrocCh20,tackles_solo,3,,,,,
player,201110020cin,cin,CrocCh20,tackles_assists,0,,,,,
player,201110020cin,cin,CrocCh20,tackles_loss,0,,,,,
player,201110020cin,cin,CrocCh20,qb_hits,1,,,,,
player,201110020cin,cin,CrocCh20,fumbles_rec,0,,,,,
player,201110020cin,cin,CrocCh20,fumbles_rec_yds,0,,,,,
player,201110020cin,cin,CrocCh20,fumbles_rec_td,0,,,,,
player,201110020cin,cin,CrocCh20,fumbles_forced,0,,,,,
player,201110020cin,cin,DunlCa99,def_int,0,,,,,
player,201110020cin,cin,DunlCa99,def_int_yds,0,,,,,
player,201110020cin,cin,DunlCa99,def_int_td,0,,,,,
player,201110020cin,cin,DunlCa99,def_int_long,0,,,,,
player,201110020cin,cin,DunlCa99,pass_defended,1,,,,,
player,201110020cin,cin,DunlCa99,sacks,0.0,,,,,
player,201110020cin,cin,DunlCa99,tackles_combined,2,,,,,
player,201110020cin,cin,DunlCa99,tackles_solo,0,,,,,
player,201110020cin,cin,DunlCa99,tackles_assists,2,,,,,
player,201110020cin,cin,DunlCa99,tackles_loss,0,,,,,
player,201110020cin,cin,DunlCa99,qb_hits,1,,,,,
player,201110020cin,cin,DunlCa99,fumbles_rec,0,,,,,
player,201110020cin,cin,DunlCa99,fumbles_rec_yds,0,,,,,
player,201110020cin,cin,DunlCa99,fumbles_rec_td,0,,,,,
player,201110020cin,cin,DunlCa99,fumbles_forced,0,,,,,
player,201110020cin,cin,GeatRo21,def_int,0,,,,,
player,201110020cin,cin,GeatRo21,def_int_yds,0,,,,,
player,201110020cin,cin,GeatRo21,def_int_td,0,,,,,
player,201110020cin,cin,GeatRo21,def_int_long,0,,,,,
player,201110020cin,cin,GeatRo21,pass_defended,0,,,,,
player,201110020cin,cin,GeatRo21,sacks,0.0,,,,,
player,201110020cin,cin,GeatRo21,tackles_combined,2,,,,,
player,201110020cin,cin,GeatRo21,tackles_solo,0,,,,,
player,201110020cin,cin,GeatRo21,tackles_assists,2,,,,,
player,201110020cin,cin,GeatRo21,tackles_loss,0,,,,,
player,201110020cin,cin,GeatRo21,qb_hits,0,,,,,
player,201110020cin,cin,GeatRo21,fumbles_rec,0,,,,,
player,201110020cin,cin,GeatRo21,fumbles_rec_yds,0,,,,,
player,201110020cin,cin,GeatRo21,fumbles_rec_td,0,,,,,
player,201110020cin,cin,GeatRo21,fumbles_forced,0,,,,,
player,201110020cin,cin,JennKe20,def_int,0,,,,,
player,201110020cin,cin,JennKe20,def_int_yds,0,,,,,
player,201110020cin,cin,JennKe20,def_int_td,0,,,,,
player,201110020cin,cin,JennKe20,def_int_long,0,,,,,
player,201110020cin,cin,JennKe20,pass_defended,0,,,,,
player,201110020cin,cin,JennKe20,sacks,0.0,,,,,
player,201110020cin,cin,JennKe20,tackles_combined,2,,,,,
player,201110020cin,cin,JennKe20,tackles_solo,1,,,,,
player,201110020cin,cin,JennKe20,tackles_assists,1,,,,,
player,201110020cin,cin,JennKe20,tackles_loss,0,,,,,
player,201110020cin,cin,JennKe20,qb_hits,0,,,,,
player,201110020cin,cin,JennKe20,fumbles_rec,0,,,,,
player,201110020cin,cin,JennKe20,fumbles_rec_yds,0,,,,,
player,201110020cin,cin,JennKe20,fumbles_rec_td,0,,,,,
player,201110020cin,cin,JennKe20,fumbles_forced,0,,,,,
player,201110020cin,cin,SimsPa99,def_int,0,,,,,
player,201110020cin,cin,SimsPa99,def_int_yds,0,,,,,
player,201110020cin,cin,SimsPa99,def_int_td,0,,,,,
player,201110020cin,cin,SimsPa99,def_int_long,0,,,,,
player,201110020cin,cin,SimsPa99,pass_defended,0,,,,,
player,201110020cin,cin,SimsPa99,sacks,0.0,,,,,
player,201110020cin,cin,SimsPa99,tackles_combined,2,,,,,
player,201110020cin,cin,SimsPa99,tackles_solo,0,,,,,
player,201110020cin,cin,SimsPa99,tackles_assists,2,,,,,
player,201110020cin,cin,SimsPa99,tackles_loss,0,,,,,
player,201110020cin,cin,SimsPa99,qb_hits,0,,,,,
player,201110020cin,cin,SimsPa99,fumbles_rec,0,,,,,
player,201110020cin,cin,SimsPa99,fumbles_rec_yds,0,,,,,
player,201110020cin,cin,SimsPa99,fumbles_rec_td,0,,,,,
player,201110020cin,cin,SimsPa99,fumbles_forced,0,,,,,
player,201110020cin,cin,WilsGi20,def_int,0,,,,,
player,201110020cin,cin,WilsGi20,def_int_yds,0,,,,,
player,201110020cin,cin,WilsGi20,def_int_td,0,,,,,
player,201110020cin,cin,WilsGi20,def_int_long,0,,,,,
player,201110020cin,cin,WilsGi20,pass_defended,0,,,,,
player,201110020cin,cin,WilsGi20,sacks,0.0,,,,,
player,201110020cin,cin,WilsGi20,tackles_combined,2,,,,,
player,201110020cin,cin,WilsGi20,tackles_solo,0,,,,,
player,201110020cin,cin,WilsGi20,tackles_assists,2,,,,,
player,201110020cin,cin,WilsGi20,tackles_loss,0,,,,,
player,201110020cin,cin,WilsGi20,qb_hits,0,,,,,
