game,2011,8,20111030,201110300sea,cin,"Cincinnati Bengals",34,sea,"Seattle Seahawks",12
player,201110300sea,sea,DurhKr00,rec,0,,,,,
player,201110300sea,sea,DurhKr00,rec_yds,0,,,,,
player,201110300sea,sea,DurhKr00,rec_td,0,,,,,
player,201110300sea,sea,DurhKr00,rec_long,0,,,,,
player,201110300sea,sea,DurhKr00,fumbles,0,,,,,
player,201110300sea,sea,DurhKr00,fumbles_lost,,,,,,
player,201110300sea,sea,McCoAn00,pass_cmp,0,,,,,
player,201110300sea,sea,McCoAn00,pass_att,0,,,,,
player,201110300sea,sea,McCoAn00,pass_yds,0,,,,,
player,201110300sea,sea,McCoAn00,pass_td,0,,,,,
player,201110300sea,sea,McCoAn00,pass_int,0,,,,,
player,201110300sea,sea,McCoAn00,pass_sacked,0,,,,,
player,201110300sea,sea,McCoAn00,pass_sacked_yds,0,,,,,
player,201110300sea,sea,McCoAn00,pass_long,0,,,,,
player,201110300sea,sea,McCoAn00,pass_rating,,,,,,
player,201110300sea,sea,McCoAn00,rush_att,0,,,,,
player,201110300sea,sea,McCoAn00,rush_yds,0,,,,,
player,201110300sea,sea,McCoAn00,rush_td,0,,,,,
player,201110300sea,sea,McCoAn00,rush_long,0,,,,,
player,201110300sea,sea,McCoAn00,targets,1,,,,,
player,201110300sea,sea,McCoAn00,rec,0,,,,,
player,201110300sea,sea,McCoAn00,rec_yds,0,,,,,
player,201110300sea,sea,McCoAn00,rec_td,0,,,,,
player,201110300sea,sea,McCoAn00,rec_long,0,,,,,
player,201110300sea,sea,McCoAn00,fumbles,0,,,,,
player,201110300sea,sea,McCoAn00,fumbles_lost,,,,,,
player,201110300sea,cin,NelsRe99,def_int,1,,,,,
player,201110300sea,cin,NelsRe99,def_int_yds,75,,,,,
player,201110300sea,cin,NelsRe99,def_int_td,1,,,,,
player,201110300sea,cin,NelsRe99,def_int_long,75,,,,,
player,201110300sea,cin,NelsRe99,pass_defended,2,,,,,
player,201110300sea,cin,NelsRe99,sacks,0.0,,,,,
player,201110300sea,cin,NelsRe99,tackles_combined,5,,,,,
player,201110300sea,cin,NelsRe99,tackles_solo,5,,,,,
player,201110300sea,cin,NelsRe99,tackles_assists,0,,,,,
player,201110300sea,cin,NelsRe99,tackles_loss,0,,,,,
player,201110300sea,cin,NelsRe99,qb_hits,0,,,,,
player,201110300sea,cin,NelsRe99,fumbles_rec,0,,,,,
player,201110300sea,cin,NelsRe99,fumbles_rec_yds,0,,,,,
player,201110300sea,cin,NelsRe99,fumbles_rec_td,0,,,,,
player,201110300sea,cin,NelsRe99,fumbles_forced,0,,,,,
player,201110300sea,cin,CrocCh20,def_int,0,,,,,
player,201110300sea,cin,CrocCh20,def_int_yds,0,,,,,
player,201110300sea,cin,CrocCh20,def_int_td,0,,,,,
player,201110300sea,cin,CrocCh20,def_int_long,0,,,,,
player,201110300sea,cin,CrocCh20,pass_defended,1,,,,,
player,201110300sea,cin,CrocCh20,sacks,1.0,,,,,
player,201110300sea,cin,CrocCh20,tackles_combined,4,,,,,
player,201110300sea,cin,CrocCh20,tackles_solo,4,,,,,
player,201110300sea,cin,CrocCh20,tackles_assists,0,,,,,
player,201110300sea,cin,CrocCh20,tackles_loss,1,,,,,
player,201110300sea,cin,CrocCh20,qb_hits,1,,,,,
player,201110300sea,cin,CrocCh20,fumbles_rec,0,,,,,
player,201110300sea,cin,CrocCh20,fumbles_rec_yds,0,,,,,
player,201110300sea,cin,CrocCh20,fumbles_rec_td,0,,,,,
player,201110300sea,cin,CrocCh20,fumbles_forced,0,,,,,
player,201110300sea,cin,DunlCa99,def_int,0,,,,,
player,201110300sea,cin,DunlCa99,def_int_yds,0,,,,,
player,201110300sea,cin,DunlCa99,def_int_td,0,,,,,
player,201110300sea,cin,DunlCa99,def_int_long,0,,,,,
player,201110300sea,cin,DunlCa99,pass_defended,1,,,,,
player,201110300sea,cin,DunlCa99,sacks,1.0,,,,,
player,201110300sea,cin,DunlCa99,tackles_combined,4,,,,,
player,201110300sea,cin,DunlCa99,tackles_solo,2,,,,,
player,201110300sea,cin,DunlCa99,tackles_assists,2,,,,,
player,201110300sea,cin,DunlCa99,tackles_loss,1,,,,,
player,201110300sea,cin,DunlCa99,qb_hits,5,,,,,
player,201110300sea,cin,DunlCa99,fumbles_rec,0,,,,,
player,201110300sea,cin,DunlCa99,fumbles_rec_yds,0,,,,,
player,201110300sea,cin,DunlCa99,fumbles_rec_td,0,,,,,
player,201110300sea,cin,DunlCa99,fumbles_forced,0,,,,,
player,201110300sea,cin,AtkiGe99,def_int,0,,,,,
player,201110300sea,cin,AtkiGe99,def_int_yds,0,,,,,
player,201110300sea,cin,AtkiGe99,def_int_td,0,,,,,
player,201110300sea,cin,AtkiGe99,def_int_long,0,,,,,
player,201110300sea,cin,AtkiGe99,pass_defended,0,,,,,
player,201110300sea,cin,AtkiGe99,sacks,1.0,,,,,
player,201110300sea,cin,AtkiGe99,tackles_combined,1,,,,,
player,201110300sea,cin,AtkiGe99,tackles_solo,1,,,,,
player,201110300sea,cin,AtkiGe99,tackles_assists,0,,,,,
player,201110300sea,cin,AtkiGe99,tackles_loss,1,,,,,
player,201110300sea,cin,AtkiGe99,qb_hits,2,,,,,
player,201110300sea,cin,AtkiGe99,fumbles_rec,0,,,,,
player,201110300sea,cin,AtkiGe99,fumbles_rec_yds,0,,,,,
player,201110300sea,cin,AtkiGe99,fumbles_rec_td,0,,,,,
player,201110300sea,cin,AtkiGe99,fumbles_forced,0,,,,,
player,201110300sea,cin,RuckFr99,def_int,0,,,,,
player,201110300sea,cin,RuckFr99,def_int_yds,0,,,,,
player,201110300sea,cin,RuckFr99,def_int_td,0,,,,,
player,201110300sea,cin,RuckFr99,def_int_long,0,,,,,
player,201110300sea,cin,RuckFr99,pass_defended,0,,,,,
player,201110300sea,cin,RuckFr99,sacks,1.0,,,,,
player,201110300sea,cin,RuckFr99,tackles_combined,1,,,,,
player,201110300sea,cin,RuckFr99,tackles_solo,1,,,,,
player,201110300sea,cin,RuckFr99,tackles_assists,0,,,,,
player,201110300sea,cin,RuckFr99,tackles_loss,1,,,,,
player,201110300sea,cin,RuckFr99,qb_hits,2,,,,,
player,201110300sea,cin,RuckFr99,fumbles_rec,0,,,,,
player,201110300sea,cin,RuckFr99,fumbles_rec_yds,0,,,,,
player,201110300sea,cin,RuckFr99,fumbles_rec_td,0,,,,,
player,201110300sea,cin,RuckFr99,fumbles_forced,0,,,,,
player,201110300sea,cin,HallLe98,def_int,0,,,,,
player,201110300sea,cin,HallLe98,def_int_yds,0,,,,,
player,201110300sea,cin,HallLe98,def_int_td,0,,,,,
player,201110300sea,cin,HallLe98,def_int_long,0,,,,,
player,201110300sea,cin,HallLe98,pass_defended,0,,,,,
player,201110300sea,cin,HallLe98,sacks,0.0,,,,,
player,201110300sea,cin,HallLe98,tackles_combined,9,,,,,
player,201110300sea,cin,HallLe98,tackles_solo,8,,,,,
player,201110300sea,cin,HallLe98,tackles_assists,1,,,,,
player,201110300sea,cin,HallLe98,tackles_loss,0,,,,,
player,201110300sea,cin,HallLe98,qb_hits,0,,,,,
player,201110300sea,cin,HallLe98,fumbles_rec,0,,,,,
player,201110300sea,cin,HallLe98,fumbles_rec_yds,0,,,,,
player,201110300sea,cin,HallLe98,fumbles_rec_td,0,,,,,
player,201110300sea,cin,HallLe98,fumbles_forced,0,,,,,
player,201110300sea,cin,JohnBr20,def_int,0,,,,,
player,201110300sea,cin,JohnBr20,def_int_yds,0,,,,,
player,201110300sea,cin,JohnBr20,def_int_td,0,,,,,
player,201110300sea,cin,JohnBr20,def_int_long,0,,,,,
player,201110300sea,cin,JohnBr20,pass_defended,0,,,,,
player,201110300sea,cin,JohnBr20,sacks,0.0,,,,,
player,201110300sea,cin,JohnBr20,tackles_combined,7,,,,,
player,201110300sea,cin,JohnBr20,tackles_solo,3,,,,,
player,201110300sea,cin,JohnBr20,tackles_assists,4,,,,,
player,201110300sea,cin,JohnBr20,tackles_loss,1,,,,,
player,201110300sea,cin,JohnBr20,qb_hits,0,,,,,
player,201110300sea,cin,JohnBr20,fumbles_rec,0,,,,,
player,201110300sea,cin,JohnBr20,fumbles_rec_yds,0,,,,,
player,201110300sea,cin,JohnBr20,fumbles_rec_td,0,,,,,
player,201110300sea,cin,JohnBr20,fumbles_forced,0,,,,,
player,201110300sea,cin,PekoDo20,def_int,0,,,,,
player,201110300sea,cin,PekoDo20,def_int_yds,0,,,,,
player,201110300sea,cin,PekoDo20,def_int_td,0,,,,,
player,201110300sea,cin,PekoDo20,def_int_long,0,,,,,
player,201110300sea,cin,PekoDo20,pass_defended,0,,,,,
player,201110300sea,cin,PekoDo20,sacks,0.0,,,,,
player,201110300sea,cin,PekoDo20,tackles_combined,5,,,,,
player,201110300sea,cin,PekoDo20,tackles_solo,4,,,,,
player,201110300sea,cin,PekoDo20,tackles_assists,1,,,,,
player,201110300sea,cin,PekoDo20,tackles_loss,0,,,,,
player,201110300sea,cin,PekoDo20,qb_hits,1,,,,,
player,201110300sea,cin,PekoDo20,fumbles_rec,0,,,,,
player,201110300sea,cin,PekoDo20,fumbles_rec_yds,0,,,,,
player,201110300sea,cin,PekoDo20,fumbles_rec_td,0,,,,,
player,201110300sea,cin,PekoDo20,fumbles_forced,0,,,,,
player,201110300sea,cin,HowaTh20,def_int,0,,,,,
player,201110300sea,cin,HowaTh20,def_int_yds,0,,,,,
player,201110300sea,cin,HowaTh20,def_int_td,0,,,,,
player,201110300sea,cin,HowaTh20,def_int_long,0,,,,,
player,201110300sea,cin,HowaTh20,pass_defended,0,,,,,
player,201110300sea,cin,HowaTh20,sacks,0.0,,,,,
player,201110300sea,cin,HowaTh20,tackles_combined,4,,,,,
player,201110300sea,cin,HowaTh20,tackles_solo,2,,,,,
player,201110300sea,cin,HowaTh20,tackles_assists,2,,,,,
player,201110300sea,cin,HowaTh20,tackles_loss,0,,,,,
player,201110300sea,cin,HowaTh20,qb_hits,0,,,,,
player,201110300sea,cin,HowaTh20,fumbles_rec,0,,,,,
player,201110300sea,cin,HowaTh20,fumbles_rec_yds,0,,,,,
player,201110300sea,cin,HowaTh20,fumbles_rec_td,0,,,,,
player,201110300sea,cin,HowaTh20,fumbles_forced,1,,,,,
player,201110300sea,cin,JennKe20,def_int,0,,,,,
player,201110300sea,cin,JennKe20,def_int_yds,0,,,,,
player,201110300sea,cin,JennKe20,def_int_td,0,,,,,
player,201110300sea,cin,JennKe20,def_int_long,0,,,,,
player,201110300sea,cin,JennKe20,pass_defended,0,,,,,
player,201110300sea,cin,JennKe20,sacks,0.0,,,,,
player,201110300sea,cin,JennKe20,tackles_combined,4,,,,,
player,201110300sea,cin,JennKe20,tackles_solo,4,,,,,
player,201110300sea,cin,JennKe20,tackles_assists,0,,,,,
player,201110300sea,cin,JennKe20,tackles_loss,0,,,,,
player,201110300sea,cin,JennKe20,qb_hits,0,,,,,
player,201110300sea,cin,JennKe20,fumbles_rec,0,,,,,
player,201110300sea,cin,JennKe20,fumbles_rec_yds,0,,,,,
player,201110300sea,cin,JennKe20,fumbles_rec_td,0,,,,,
player,201110300sea,cin,JennKe20,fumbles_forced,0,,,,,
player,201110300sea,cin,WilsGi20,def_int,0,,,,,
player,201110300sea,cin,WilsGi20,def_int_yds,0,,,,,
player,201110300sea,cin,WilsGi20,def_int_td,0,,,,,
player,201110300sea,cin,WilsGi20,def_int_long,0,,,,,
player,201110300sea,cin,WilsGi20,pass_defended,0,,,,,
player,201110300sea,cin,WilsGi20,sacks,0.0,,,,,
player,201110300sea,cin,WilsGi20,tackles_combined,4,,,,,
player,201110300sea,cin,WilsGi20,tackles_solo,3,,,,,
player,201110300sea,cin,WilsGi20,tackles_assists,1,,,,,
player,201110300sea,cin,WilsGi20,tackles_loss,0,,,,,
player,201110300sea,cin,WilsGi20,qb_hits,0,,,,,
player,201110300sea,cin,WilsGi20,fumbles_rec,1,,,,,
player,201110300sea,cin,WilsGi20,fumbles_rec_yds,0,,,,,
player,201110300sea,cin,WilsGi20,fumbles_rec_td,0,,,,,
player,201110300sea,cin,WilsGi20,fumbles_forced,0,,,,,
player,201110300sea,cin,LawsMa20,def_int,0,,,,,
player,201110300sea,cin,LawsMa20,def_int_yds,0,,,,,
player,201110300sea,cin,LawsMa20,def_int_td,0,,,,,
player,201110300sea,cin,LawsMa20,def_int_long,0,,,,,
player,201110300sea,cin,LawsMa20,pass_defended,0,,,,,
player,201110300sea,cin,LawsMa20,sacks,0.0,,,,,
player,201110300sea,cin,LawsMa20,tackles_combined,3,,,,,
player,201110300sea,cin,LawsMa20,tackles_solo,3,,,,,
player,201110300sea,cin,LawsMa20,tackles_assists,0,,,,,
player,201110300sea,cin,LawsMa20,tackles_loss,2,,,,,
player,201110300sea,cin,LawsMa20,qb_hits,0,,,,,
player,201110300sea,cin,LawsMa20,fumbles_rec,0,,,,,
player,201110300sea,cin,LawsMa20,fumbles_rec_yds,0,,,,,
player,201110300sea,cin,LawsMa20,fumbles_rec_td,0,,,,,
player,201110300sea,cin,LawsMa20,fumbles_forced,0,,,,,
player,201110300sea,cin,SkutDa00,def_int,0,,,,,
player,201110300sea,cin,SkutDa00,def_int_yds,0,,,,,
player,201110300sea,cin,SkutDa00,def_int_td,0,,,,,
player,201110300sea,cin,SkutDa00,def_int_long,0,,,,,
player,201110300sea,cin,SkutDa00,pass_defended,0,,,,,
player,201110300sea,cin,SkutDa00,sacks,0.0,,,,,
player,201110300sea,cin,SkutDa00,tackles_combined,3,,,,,
player,201110300sea,cin,SkutDa00,tackles_solo,1,,,,,
player,201110300sea,cin,SkutDa00,tackles_assists,2,,,,,
player,201110300sea,cin,SkutDa00,tackles_loss,0,,,,,
player,201110300sea,cin,SkutDa00,qb_hits,0,,,,,
player,201110300sea,cin,SkutDa00,fumbles_rec,0,,,,,
player,201110300sea,cin,SkutDa00,fumbles_rec_yds,0,,,,,
player,201110300sea,cin,SkutDa00,fumbles_rec_td,0,,,,,
player,201110300sea,cin,SkutDa00,fumbles_forced,0,,,,,
player,201110300sea,cin,ClemNa99,def_int,0,,,,,
player,201110300sea,cin,ClemNa99,def_int_yds,0,,,,,
player,201110300sea,cin,ClemNa99,def_int_td,0,,,,,
player,201110300sea,cin,ClemNa99,def_int_long,0,,,,,
player,201110300sea,cin,ClemNa99,pass_defended,0,,,,,
player,201110300sea,cin,ClemNa99,sacks,0.0,,,,,
player,201110300sea,cin,ClemNa99,tackles_combined,2,,,,,
player,201110300sea,cin,ClemNa99,tackles_solo,2,,,,,
player,201110300sea,cin,ClemNa99,tackles_assists,0,,,,,
player,201110300sea,cin,ClemNa99,tackles_loss,0,,,,,
player,201110300sea,cin,ClemNa99,qb_hits,0,,,,,
player,201110300sea,cin,ClemNa99,fumbles_rec,0,,,,,
player,201110300sea,cin,ClemNa99,fumbles_rec_yds,0,,,,,
player,201110300sea,cin,ClemNa99,fumbles_rec_td,0,,,,,
player,201110300sea,cin,ClemNa99,fumbles_forced,0,,,,,
player,201110300sea,cin,LeonBr00,def_int,0,,,,,
player,201110300sea,cin,LeonBr00,def_int_yds,0,,,,,
player,201110300sea,cin,LeonBr00,def_int_td,0,,,,,
player,201110300sea,cin,LeonBr00,def_int_long,0,,,,,
player,201110300sea,cin,LeonBr00,pass_defended,0,,,,,
player,201110300sea,cin,LeonBr00,sacks,0.0,,,,,
player,201110300sea,cin,LeonBr00,tackles_combined,1,,,,,
player,201110300sea,cin,LeonBr00,tackles_solo,1,,,,,
player,201110300sea,cin,LeonBr00,tackles_assists,0,,,,,
player,201110300sea,cin,LeonBr00,tackles_loss,0,,,,,
player,201110300sea,cin,LeonBr00,qb_hits,0,,,,,
player,201110300sea,cin,LeonBr00,fumbles_rec,0,,,,,
player,201110300sea,cin,LeonBr00,fumbles_rec_yds,0,,,,,
player,201110300sea,cin,LeonBr00,fumbles_rec_td,0,,,,,
player,201110300sea,cin,LeonBr00,fumbles_forced,0,,,,,
player,201110300sea,cin,MaysTa99,def_int,0,,,,,
player,201110300sea,cin,MaysTa99,def_int_yds,0,,,,,
player,201110300sea,cin,MaysTa99,def_int_td,0,,,,,
player,201110300sea,cin,MaysTa99,def_int_long,0,,,,,
player,201110300sea,cin,MaysTa99,pass_defended,0,,,,,
player,201110300sea,cin,MaysTa99,sacks,0.0,,,,,
player,201110300sea,cin,MaysTa99,tackles_combined,1,,,,,
player,201110300sea,cin,MaysTa99,tackles_solo,1,,,,,
player,201110300sea,cin,MaysTa99,tackles_assists,0,,,,,
player,201110300sea,cin,MaysTa99,tackles_loss,0,,,,,
player,201110300sea,cin,MaysTa99,qb_hits,0,,,,,
player,201110300sea,cin,MaysTa99,fumbles_rec,0,,,,,
player,201110300sea,cin,MaysTa99,fumbles_rec_yds,0,,,,,
player,201110300sea,cin,MaysTa99,fumbles_rec_td,0,,,,,
player,201110300sea,cin,MaysTa99,fumbles_forced,0,,,,,
player,201110300sea,cin,MileJe00,def_int,0,,,,,
player,201110300sea,cin,MileJe00,def_int_yds,0,,,,,
player,201110300sea,cin,MileJe00,def_int_td,0,,,,,
player,201110300sea,cin,MileJe00,def_int_long,0,,,,,
player,201110300sea,cin,MileJe00,pass_defended,0,,,,,
player,201110300sea,cin,MileJe00,sacks,0.0,,,,,
player,201110300sea,cin,MileJe00,tackles_combined,1,,,,,
player,201110300sea,cin,MileJe00,tackles_solo,1,,,,,
player,201110300sea,cin,MileJe00,tackles_assists,0,,,,,
player,201110300sea,cin,MileJe00,tackles_loss,0,,,,,
player,201110300sea,cin,MileJe00,qb_hits,0,,,,,
player,201110300sea,cin,MileJe00,fumbles_rec,0,,,,,
player,201110300sea,cin,MileJe00,fumbles_rec_yds,0,,,,,
player,201110300sea,cin,MileJe00,fumbles_rec_td,0,,,,,
player,201110300sea,cin,MileJe00,fumbles_forced,0,,,,,
player,201110300sea,cin,PeerCe00,def_int,0,,,,,
player,201110300sea,cin,PeerCe00,def_int_yds,0,,,,,
player,201110300sea,cin,PeerCe00,def_int_td,0,,,,,
player,201110300sea,cin,PeerCe00,def_int_long,0,,,,,
player,201110300sea,cin,PeerCe00,pass_defended,0,,,,,
player,201110300sea,cin,PeerCe00,sacks,0.0,,,,,
player,201110300sea,cin,PeerCe00,tackles_combined,1,,,,,
player,201110300sea,cin,PeerCe00,tackles_solo,1,,,,,
player,201110300sea,cin,PeerCe00,tackles_assists,0,,,,,
player,201110300sea,cin,PeerCe00,tackles_loss,0,,,,,
player,201110300sea,cin,PeerCe00,qb_hits,0,,,,,
player,201110300sea,cin,PeerCe00,fumbles_rec,0,,,,,
player,201110300sea,cin,PeerCe00,fumbles_rec_yds,0,,,,,
player,201110300sea,cin,PeerCe00,fumbles_rec_td,0,,,,,
player,201110300sea,cin,PeerCe00,fumbles_forced,0,,,,,
player,201110300sea,cin,ReyxVi00,def_int,0,,,,,
player,201110300sea,cin,ReyxVi00,def_int_yds,0,,,,,
player,201110300sea,cin,ReyxVi00,def_int_td,0,,,,,
player,201110300sea,cin,ReyxVi00,def_int_long,0,,,,,
player,201110300sea,cin,ReyxVi00,pass_defended,0,,,,,
player,201110300sea,cin,ReyxVi00,sacks,0.0,,,,,
player,201110300sea,cin,ReyxVi00,tackles_combined,1,,,,,
player,201110300sea,cin,ReyxVi00,tackles_solo,1,,,,,
player,201110300sea,cin,ReyxVi00,tackles_assists,0,,,,,
player,201110300sea,cin,ReyxVi00,tackles_loss,0,,,,,
player,201110300sea,cin,ReyxVi00,qb_hits,0,,,,,
player,201110300sea,cin,ReyxVi00,fumbles_rec,0,,,,,
player,201110300sea,cin,ReyxVi00,fumbles_rec_yds,0,,,,,
player,201110300sea,cin,ReyxVi00,fumbles_rec_td,0,,,,,
player,201110300sea,cin,ReyxVi00,fumbles_forced,0,,,,,
player,201110300sea,cin,SimsPa99,def_int,0,,,,,
player,201110300sea,cin,SimsPa99,def_int_yds,0,,,,,
player,201110300sea,cin,SimsPa99,def_int_td,0,,,,,
player,201110300sea,cin,SimsPa99,def_int_long,0,,,,,
player,201110300sea,cin,SimsPa99,pass_defended,0,,,,,
player,201110300sea,cin,SimsPa99,sacks,0.0,,,,,
player,201110300sea,cin,SimsPa99,tackles_combined,1,,,,,
player,201110300sea,cin,SimsPa99,tackles_solo,0,,,,,
player,201110300sea,cin,SimsPa99,tackles_assists,1,,,,,
player,201110300sea,cin,SimsPa99,tackles_loss,0,,,,,
player,201110300sea,cin,SimsPa99,qb_hits,0,,,,,
player,201110300sea,cin,SimsPa99,fumbles_rec,0,,,,,
player,201110300sea,cin,SimsPa99,fumbles_rec_yds,0,,,,,
player,201110300sea,cin,SimsPa99,fumbles_rec_td,0,,,,,
player,201110300sea,cin,SimsPa99,fumbles_forced,0,,,,,
player,201110300sea,cin,GeatRo21,def_int,0,,,,,
player,201110300sea,cin,GeatRo21,def_int_yds,0,,,,,
player,201110300sea,cin,GeatRo21,def_int_td,0,,,,,
player,201110300sea,cin,GeatRo21,def_int_long,0,,,,,
player,201110300sea,cin,GeatRo21,pass_defended,0,,,,,
player,201110300sea,cin,GeatRo21,sacks,0.0,,,,,
player,201110300sea,cin,GeatRo21,tackles_combined,0,,,,,
player,201110300sea,cin,GeatRo21,tackles_solo,0,,,,,
player,201110300sea,cin,GeatRo21,tackles_assists,0,,,,,
player,201110300sea,cin,GeatRo21,tackles_loss,0,,,,,
player,201110300sea,cin,GeatRo21,qb_hits,1,,,,,
player,201110300sea,cin,GeatRo21,fumbles_rec,0,,,,,
player,201110300sea,cin,GeatRo21,fumbles_rec_yds,0,,,,,
player,201110300sea,cin,GeatRo21,fumbles_rec_td,0,,,,,
player,201110300sea,cin,GeatRo21,fumbles_forced,0,,,,,
player,201110300sea,sea,ChanKa99,def_int,1,,,,,
player,201110300sea,sea,ChanKa99,def_int_yds,8,,,,,
player,201110300sea,sea,ChanKa99,def_int_td,0,,,,,
player,201110300sea,sea,ChanKa99,def_int_long,8,,,,,
player,201110300sea,sea,ChanKa99,pass_defended,1,,,,,
player,201110300sea,sea,ChanKa99,sacks,0.0,,,,,
player,201110300sea,sea,ChanKa99,tackles_combined,7,,,,,
player,201110300sea,sea,ChanKa99,tackles_solo,4,,,,,
player,201110300sea,sea,ChanKa99,tackles_assists,3,,,,,
player,201110300sea,sea,ChanKa99,tackles_loss,0,,,,,
player,201110300sea,sea,ChanKa99,qb_hits,0,,,,,
player,201110300sea,sea,ChanKa99,fumbles_rec,0,,,,,
player,201110300sea,sea,ChanKa99,fumbles_rec_yds,0,,,,,
player,201110300sea,sea,ChanKa99,fumbles_rec_td,0,,,,,
player,201110300sea,sea,ChanKa99,fumbles_forced,0,,,,,
player,201110300sea,sea,SherRi00,def_int,1,,,,,
player,201110300sea,sea,SherRi00,def_int_yds,0,,,,,
player,201110300sea,sea,SherRi00,def_int_td,0,,,,,
player,201110300sea,sea,SherRi00,def_int_long,0,,,,,
player,201110300sea,sea,SherRi00,pass_defended,3,,,,,
player,201110300sea,sea,SherRi00,sacks,0.0,,,,,
player,201110300sea,sea,SherRi00,tackles_combined,5,,,,,
player,201110300sea,sea,SherRi00,tackles_solo,4,,,,,
player,201110300sea,sea,SherRi00,tackles_assists,1,,,,,
player,201110300sea,sea,SherRi00,tackles_loss,0,,,,,
player,201110300sea,sea,SherRi00,qb_hits,0,,,,,
player,201110300sea,sea,SherRi00,fumbles_rec,0,,,,,
player,201110300sea,sea,SherRi00,fumbles_rec_yds,0,,,,,
player,201110300sea,sea,SherRi00,fumbles_rec_td,0,,,,,
player,201110300sea,sea,SherRi00,fumbles_forced,0,,,,,
player,201110300sea,sea,HargAn20,def_int,0,,,,,
player,201110300sea,sea,HargAn20,def_int_yds,0,,,,,
player,201110300sea,sea,HargAn20,def_int_td,0,,,,,
player,201110300sea,sea,HargAn20,def_int_long,0,,,,,
player,201110300sea,sea,HargAn20,pass_defended,0,,,,,
player,201110300sea,sea,HargAn20,sacks,1.0,,,,,
player,201110300sea,sea,HargAn20,tackles_combined,2,,,,,
player,201110300sea,sea,HargAn20,tackles_solo,1,,,,,
player,201110300sea,sea,HargAn20,tackles_assists,1,,,,,
player,201110300sea,sea,HargAn20,tackles_loss,,,,,,
player,201110300sea,sea,HargAn20,qb_hits,,,,,,
player,201110300sea,sea,HargAn20,fumbles_rec,0,,,,,
player,201110300sea,sea,HargAn20,fumbles_rec_yds,0,,,,,
player,201110300sea,sea,HargAn20,fumbles_rec_td,0,,,,,
player,201110300sea,sea,HargAn20,fumbles_forced,0,,,,,
player,201110300sea,sea,ThomEa99,def_int,0,,,,,
player,201110300sea,sea,ThomEa99,def_int_yds,0,,,,,
player,201110300sea,sea,ThomEa99,def_int_td,0,,,,,
player,201110300sea,sea,ThomEa99,def_int_long,0,,,,,
player,201110300sea,sea,ThomEa99,pass_defended,0,,,,,
player,201110300sea,sea,ThomEa99,sacks,0.0,,,,,
player,201110300sea,sea,ThomEa99,tackles_combined,10,,,,,
player,201110300sea,sea,ThomEa99,tackles_solo,4,,,,,
player,201110300sea,sea,ThomEa99,tackles_assists,6,,,,,
player,201110300sea,sea,ThomEa99,tackles_loss,0,,,,,
player,201110300sea,sea,ThomEa99,qb_hits,0,,,,,
player,201110300sea,sea,ThomEa99,fumbles_rec,0,,,,,
player,201110300sea,sea,ThomEa99,fumbles_rec_yds,0,,,,,
player,201110300sea,sea,ThomEa99,fumbles_rec_td,0,,,,,
player,201110300sea,sea,ThomEa99,fumbles_forced,0,,,,,
player,201110300sea,sea,HawtDa20,def_int,0,,,,,
player,201110300sea,sea,HawtDa20,def_int_yds,0,,,,,
player,201110300sea,sea,HawtDa20,def_int_td,0,,,,,
player,201110300sea,sea,HawtDa20,def_int_long,0,,,,,
player,201110300sea,sea,HawtDa20,pass_defended,0,,,,,
player,201110300sea,sea,HawtDa20,sacks,0.0,,,,,
player,201110300sea,sea,HawtDa20,tackles_combined,6,,,,,
player,201110300sea,sea,HawtDa20,tackles_solo,4,,,,,
player,201110300sea,sea,HawtDa20,tackles_assists,2,,,,,
player,201110300sea,sea,HawtDa20,tackles_loss,0,,,,,
player,201110300sea,sea,HawtDa20,qb_hits,0,,,,,
player,201110300sea,sea,HawtDa20,fumbles_rec,0,,,,,
player,201110300sea,sea,HawtDa20,fumbles_rec_yds,0,,,,,
player,201110300sea,sea,HawtDa20,fumbles_rec_td,0,,,,,
player,201110300sea,sea,HawtDa20,fumbles_forced,0,,,,,
player,201110300sea,sea,HillLe20,def_int,0,,,,,
player,201110300sea,sea,HillLe20,def_int_yds,0,,,,,
player,201110300sea,sea,HillLe20,def_int_td,0,,,,,
player,201110300sea,sea,HillLe20,def_int_long,0,,,,,
player,201110300sea,sea,HillLe20,pass_defended,0,,,,,
player,201110300sea,sea,HillLe20,sacks,0.0,,,,,
player,201110300sea,sea,HillLe20,tackles_combined,5,,,,,
player,201110300sea,sea,HillLe20,tackles_solo,5,,,,,
player,201110300sea,sea,HillLe20,tackles_assists,0,,,,,
player,201110300sea,sea,HillLe20,tackles_loss,2,,,,,
player,201110300sea,sea,HillLe20,qb_hits,0,,,,,
player,201110300sea,sea,HillLe20,fumbles_rec,0,,,,,
player,201110300sea,sea,HillLe20,fumbles_rec_yds,0,,,,,
player,201110300sea,sea,HillLe20,fumbles_rec_td,0,,,,,
player,201110300sea,sea,HillLe20,fumbles_forced,0,,,,,
player,201110300sea,sea,LewiRo22,def_int,0,,,,,
player,201110300sea,sea,LewiRo22,def_int_yds,0,,,,,
player,201110300sea,sea,LewiRo22,def_int_td,0,,,,,
player,201110300sea,sea,LewiRo22,def_int_long,0,,,,,
player,201110300sea,sea,LewiRo22,pass_defended,0,,,,,
player,201110300sea,sea,LewiRo22,sacks,0.0,,,,,
player,201110300sea,sea,LewiRo22,tackles_combined,4,,,,,
