game,2011,14,20111211,201112110sdg,buf,"Buffalo Bills",10,sdg,"San Diego Chargers",37
player,201112110sdg,sdg,McMiRa01,targets,1,,,,,
player,201112110sdg,sdg,McMiRa01,rec,1,,,,,
player,201112110sdg,sdg,McMiRa01,rec_yds,17,,,,,
player,201112110sdg,sdg,McMiRa01,rec_td,0,,,,,
player,201112110sdg,sdg,McMiRa01,rec_long,17,,,,,
player,201112110sdg,sdg,McMiRa01,fumbles,0,,,,,
player,201112110sdg,sdg,McMiRa01,fumbles_lost,,,,,,
player,201112110sdg,sdg,SperKo00,pass_cmp,0,,,,,
player,201112110sdg,sdg,SperKo00,pass_att,0,,,,,
player,201112110sdg,sdg,SperKo00,pass_yds,0,,,,,
player,201112110sdg,sdg,SperKo00,pass_td,0,,,,,
player,201112110sdg,sdg,SperKo00,pass_int,0,,,,,
player,201112110sdg,sdg,SperKo00,pass_sacked,0,,,,,
player,201112110sdg,sdg,SperKo00,pass_sacked_yds,0,,,,,
player,201112110sdg,sdg,SperKo00,pass_long,0,,,,,
player,201112110sdg,sdg,SperKo00,pass_rating,,,,,,
player,201112110sdg,sdg,SperKo00,rush_att,0,,,,,
player,201112110sdg,sdg,SperKo00,rush_yds,0,,,,,
player,201112110sdg,sdg,SperKo00,rush_td,0,,,,,
player,201112110sdg,sdg,SperKo00,rush_long,0,,,,,
player,201112110sdg,sdg,SperKo00,targets,1,,,,,
player,201112110sdg,sdg,SperKo00,rec,0,,,,,
player,201112110sdg,sdg,SperKo00,rec_yds,0,,,,,
player,201112110sdg,sdg,SperKo00,rec_td,0,,,,,
player,201112110sdg,sdg,SperKo00,rec_long,0,,,,,
player,201112110sdg,sdg,SperKo00,fumbles,0,,,,,
player,201112110sdg,sdg,SperKo00,fumbles_lost,,,,,,
player,201112110sdg,sdg,VoleBi00,pass_cmp,0,,,,,
player,201112110sdg,sdg,VoleBi00,pass_att,0,,,,,
player,201112110sdg,sdg,VoleBi00,pass_yds,0,,,,,
player,201112110sdg,sdg,VoleBi00,pass_td,0,,,,,
player,201112110sdg,sdg,VoleBi00,pass_int,0,,,,,
player,201112110sdg,sdg,VoleBi00,pass_sacked,0,,,,,
player,201112110sdg,sdg,VoleBi00,pass_sacked_yds,0,,,,,
player,201112110sdg,sdg,VoleBi00,pass_long,0,,,,,
player,201112110sdg,sdg,VoleBi00,pass_rating,,,,,,
player,201112110sdg,sdg,VoleBi00,rush_att,2,,,,,
player,201112110sdg,sdg,VoleBi00,rush_yds,-2,,,,,
player,201112110sdg,sdg,VoleBi00,rush_td,0,,,,,
player,201112110sdg,sdg,VoleBi00,rush_long,-1,,,,,
player,201112110sdg,sdg,VoleBi00,targets,0,,,,,
player,201112110sdg,sdg,VoleBi00,rec,0,,,,,
player,201112110sdg,sdg,VoleBi00,rec_yds,0,,,,,
player,201112110sdg,sdg,VoleBi00,rec_td,0,,,,,
player,201112110sdg,sdg,VoleBi00,rec_long,0,,,,,
player,201112110sdg,sdg,VoleBi00,fumbles,0,,,,,
player,201112110sdg,sdg,VoleBi00,fumbles_lost,,,,,,
player,201112110sdg,buf,DareMa00,def_int,0,,,,,
player,201112110sdg,buf,DareMa00,def_int_yds,0,,,,,
player,201112110sdg,buf,DareMa00,def_int_td,0,,,,,
player,201112110sdg,buf,DareMa00,def_int_long,0,,,,,
player,201112110sdg,buf,DareMa00,pass_defended,0,,,,,
player,201112110sdg,buf,DareMa00,sacks,1.0,,,,,
player,201112110sdg,buf,DareMa00,tackles_combined,5,,,,,
player,201112110sdg,buf,DareMa00,tackles_solo,3,,,,,
player,201112110sdg,buf,DareMa00,tackles_assists,2,,,,,
player,201112110sdg,buf,DareMa00,tackles_loss,2,,,,,
player,201112110sdg,buf,DareMa00,qb_hits,2,,,,,
player,201112110sdg,buf,DareMa00,fumbles_rec,0,,,,,
player,201112110sdg,buf,DareMa00,fumbles_rec_yds,0,,,,,
player,201112110sdg,buf,DareMa00,fumbles_rec_td,0,,,,,
player,201112110sdg,buf,DareMa00,fumbles_forced,0,,,,,
player,201112110sdg,buf,ShepKe00,def_int,0,,,,,
player,201112110sdg,buf,ShepKe00,def_int_yds,0,,,,,
player,201112110sdg,buf,ShepKe00,def_int_td,0,,,,,
player,201112110sdg,buf,ShepKe00,def_int_long,0,,,,,
player,201112110sdg,buf,ShepKe00,pass_defended,0,,,,,
player,201112110sdg,buf,ShepKe00,sacks,0.0,,,,,
player,201112110sdg,buf,ShepKe00,tackles_combined,14,,,,,
player,201112110sdg,buf,ShepKe00,tackles_solo,11,,,,,
player,201112110sdg,buf,ShepKe00,tackles_assists,3,,,,,
player,201112110sdg,buf,ShepKe00,tackles_loss,0,,,,,
player,201112110sdg,buf,ShepKe00,qb_hits,0,,,,,
player,201112110sdg,buf,ShepKe00,fumbles_rec,0,,,,,
player,201112110sdg,buf,ShepKe00,fumbles_rec_yds,0,,,,,
player,201112110sdg,buf,ShepKe00,fumbles_rec_td,0,,,,,
player,201112110sdg,buf,ShepKe00,fumbles_forced,0,,,,,
player,201112110sdg,buf,BarnNi20,def_int,0,,,,,
player,201112110sdg,buf,BarnNi20,def_int_yds,0,,,,,
player,201112110sdg,buf,BarnNi20,def_int_td,0,,,,,
player,201112110sdg,buf,BarnNi20,def_int_long,0,,,,,
player,201112110sdg,buf,BarnNi20,pass_defended,0,,,,,
player,201112110sdg,buf,BarnNi20,sacks,0.0,,,,,
player,201112110sdg,buf,BarnNi20,tackles_combined,8,,,,,
player,201112110sdg,buf,BarnNi20,tackles_solo,6,,,,,
player,201112110sdg,buf,BarnNi20,tackles_assists,2,,,,,
player,201112110sdg,buf,BarnNi20,tackles_loss,0,,,,,
player,201112110sdg,buf,BarnNi20,qb_hits,0,,,,,
player,201112110sdg,buf,BarnNi20,fumbles_rec,0,,,,,
player,201112110sdg,buf,BarnNi20,fumbles_rec_yds,0,,,,,
player,201112110sdg,buf,BarnNi20,fumbles_rec_td,0,,,,,
player,201112110sdg,buf,BarnNi20,fumbles_forced,0,,,,,
player,201112110sdg,buf,ScotBr20,def_int,0,,,,,
player,201112110sdg,buf,ScotBr20,def_int_yds,0,,,,,
player,201112110sdg,buf,ScotBr20,def_int_td,0,,,,,
player,201112110sdg,buf,ScotBr20,def_int_long,0,,,,,
player,201112110sdg,buf,ScotBr20,pass_defended,1,,,,,
player,201112110sdg,buf,ScotBr20,sacks,0.0,,,,,
player,201112110sdg,buf,ScotBr20,tackles_combined,8,,,,,
player,201112110sdg,buf,ScotBr20,tackles_solo,8,,,,,
player,201112110sdg,buf,ScotBr20,tackles_assists,0,,,,,
player,201112110sdg,buf,ScotBr20,tackles_loss,0,,,,,
player,201112110sdg,buf,ScotBr20,qb_hits,0,,,,,
player,201112110sdg,buf,ScotBr20,fumbles_rec,1,,,,,
player,201112110sdg,buf,ScotBr20,fumbles_rec_yds,0,,,,,
player,201112110sdg,buf,ScotBr20,fumbles_rec_td,1,,,,,
player,201112110sdg,buf,ScotBr20,fumbles_forced,0,,,,,
player,201112110sdg,buf,EdwaDw20,def_int,0,,,,,
player,201112110sdg,buf,EdwaDw20,def_int_yds,0,,,,,
player,201112110sdg,buf,EdwaDw20,def_int_td,0,,,,,
player,201112110sdg,buf,EdwaDw20,def_int_long,0,,,,,
player,201112110sdg,buf,EdwaDw20,pass_defended,0,,,,,
player,201112110sdg,buf,EdwaDw20,sacks,0.0,,,,,
player,201112110sdg,buf,EdwaDw20,tackles_combined,6,,,,,
player,201112110sdg,buf,EdwaDw20,tackles_solo,4,,,,,
player,201112110sdg,buf,EdwaDw20,tackles_assists,2,,,,,
player,201112110sdg,buf,EdwaDw20,tackles_loss,0,,,,,
player,201112110sdg,buf,EdwaDw20,qb_hits,0,,,,,
player,201112110sdg,buf,EdwaDw20,fumbles_rec,0,,,,,
player,201112110sdg,buf,EdwaDw20,fumbles_rec_yds,0,,,,,
player,201112110sdg,buf,EdwaDw20,fumbles_rec_td,0,,,,,
player,201112110sdg,buf,EdwaDw20,fumbles_forced,0,,,,,
player,201112110sdg,buf,KelsCh21,def_int,0,,,,,
player,201112110sdg,buf,KelsCh21,def_int_yds,0,,,,,
player,201112110sdg,buf,KelsCh21,def_int_td,0,,,,,
player,201112110sdg,buf,KelsCh21,def_int_long,0,,,,,
player,201112110sdg,buf,KelsCh21,pass_defended,0,,,,,
player,201112110sdg,buf,KelsCh21,sacks,0.0,,,,,
player,201112110sdg,buf,KelsCh21,tackles_combined,6,,,,,
player,201112110sdg,buf,KelsCh21,tackles_solo,3,,,,,
player,201112110sdg,buf,KelsCh21,tackles_assists,3,,,,,
player,201112110sdg,buf,KelsCh21,tackles_loss,0,,,,,
player,201112110sdg,buf,KelsCh21,qb_hits,0,,,,,
player,201112110sdg,buf,KelsCh21,fumbles_rec,0,,,,,
player,201112110sdg,buf,KelsCh21,fumbles_rec_yds,0,,,,,
player,201112110sdg,buf,KelsCh21,fumbles_rec_td,0,,,,,
player,201112110sdg,buf,KelsCh21,fumbles_forced,0,,,,,
player,201112110sdg,buf,WilsGe01,def_int,0,,,,,
player,201112110sdg,buf,WilsGe01,def_int_yds,0,,,,,
player,201112110sdg,buf,WilsGe01,def_int_td,0,,,,,
player,201112110sdg,buf,WilsGe01,def_int_long,0,,,,,
player,201112110sdg,buf,WilsGe01,pass_defended,0,,,,,
player,201112110sdg,buf,WilsGe01,sacks,0.0,,,,,
player,201112110sdg,buf,WilsGe01,tackles_combined,6,,,,,
player,201112110sdg,buf,WilsGe01,tackles_solo,5,,,,,
player,201112110sdg,buf,WilsGe01,tackles_assists,1,,,,,
player,201112110sdg,buf,WilsGe01,tackles_loss,0,,,,,
player,201112110sdg,buf,WilsGe01,qb_hits,0,,,,,
player,201112110sdg,buf,WilsGe01,fumbles_rec,0,,,,,
player,201112110sdg,buf,WilsGe01,fumbles_rec_yds,0,,,,,
player,201112110sdg,buf,WilsGe01,fumbles_rec_td,0,,,,,
player,201112110sdg,buf,WilsGe01,fumbles_forced,0,,,,,
player,201112110sdg,buf,McKeLe99,def_int,0,,,,,
player,201112110sdg,buf,McKeLe99,def_int_yds,0,,,,,
player,201112110sdg,buf,McKeLe99,def_int_td,0,,,,,
player,201112110sdg,buf,McKeLe99,def_int_long,0,,,,,
player,201112110sdg,buf,McKeLe99,pass_defended,0,,,,,
player,201112110sdg,buf,McKeLe99,sacks,0.0,,,,,
player,201112110sdg,buf,McKeLe99,tackles_combined,4,,,,,
player,201112110sdg,buf,McKeLe99,tackles_solo,3,,,,,
player,201112110sdg,buf,McKeLe99,tackles_assists,1,,,,,
player,201112110sdg,buf,McKeLe99,tackles_loss,0,,,,,
player,201112110sdg,buf,McKeLe99,qb_hits,0,,,,,
player,201112110sdg,buf,McKeLe99,fumbles_rec,0,,,,,
player,201112110sdg,buf,McKeLe99,fumbles_rec_yds,0,,,,,
player,201112110sdg,buf,McKeLe99,fumbles_rec_td,0,,,,,
player,201112110sdg,buf,McKeLe99,fumbles_forced,0,,,,,
player,201112110sdg,buf,ByrdJa99,def_int,0,,,,,
player,201112110sdg,buf,ByrdJa99,def_int_yds,0,,,,,
player,201112110sdg,buf,ByrdJa99,def_int_td,0,,,,,
player,201112110sdg,buf,ByrdJa99,def_int_long,0,,,,,
player,201112110sdg,buf,ByrdJa99,pass_defended,0,,,,,
player,201112110sdg,buf,ByrdJa99,sacks,0.0,,,,,
player,201112110sdg,buf,ByrdJa99,tackles_combined,3,,,,,
player,201112110sdg,buf,ByrdJa99,tackles_solo,1,,,,,
player,201112110sdg,buf,ByrdJa99,tackles_assists,2,,,,,
player,201112110sdg,buf,ByrdJa99,tackles_loss,0,,,,,
player,201112110sdg,buf,ByrdJa99,qb_hits,0,,,,,
player,201112110sdg,buf,ByrdJa99,fumbles_rec,0,,,,,
player,201112110sdg,buf,ByrdJa99,fumbles_rec_yds,0,,,,,
player,201112110sdg,buf,ByrdJa99,fumbles_rec_td,0,,,,,
player,201112110sdg,buf,ByrdJa99,fumbles_forced,0,,,,,
player,201112110sdg,buf,JohnSp20,def_int,0,,,,,
player,201112110sdg,buf,JohnSp20,def_int_yds,0,,,,,
player,201112110sdg,buf,JohnSp20,def_int_td,0,,,,,
player,201112110sdg,buf,JohnSp20,def_int_long,0,,,,,
player,201112110sdg,buf,JohnSp20,pass_defended,0,,,,,
player,201112110sdg,buf,JohnSp20,sacks,0.0,,,,,
player,201112110sdg,buf,JohnSp20,tackles_combined,3,,,,,
player,201112110sdg,buf,JohnSp20,tackles_solo,3,,,,,
player,201112110sdg,buf,JohnSp20,tackles_assists,0,,,,,
player,201112110sdg,buf,JohnSp20,tackles_loss,0,,,,,
player,201112110sdg,buf,JohnSp20,qb_hits,0,,,,,
player,201112110sdg,buf,JohnSp20,fumbles_rec,0,,,,,
player,201112110sdg,buf,JohnSp20,fumbles_rec_yds,0,,,,,
player,201112110sdg,buf,JohnSp20,fumbles_rec_td,0,,,,,
player,201112110sdg,buf,JohnSp20,fumbles_forced,0,,,,,
player,201112110sdg,buf,FlorDr20,def_int,0,,,,,
player,201112110sdg,buf,FlorDr20,def_int_yds,0,,,,,
player,201112110sdg,buf,FlorDr20,def_int_td,0,,,,,
player,201112110sdg,buf,FlorDr20,def_int_long,0,,,,,
player,201112110sdg,buf,FlorDr20,pass_defended,1,,,,,
player,201112110sdg,buf,FlorDr20,sacks,0.0,,,,,
player,201112110sdg,buf,FlorDr20,tackles_combined,2,,,,,
player,201112110sdg,buf,FlorDr20,tackles_solo,1,,,,,
player,201112110sdg,buf,FlorDr20,tackles_assists,1,,,,,
player,201112110sdg,buf,FlorDr20,tackles_loss,0,,,,,
player,201112110sdg,buf,FlorDr20,qb_hits,0,,,,,
player,201112110sdg,buf,FlorDr20,fumbles_rec,0,,,,,
player,201112110sdg,buf,FlorDr20,fumbles_rec_yds,0,,,,,
player,201112110sdg,buf,FlorDr20,fumbles_rec_td,0,,,,,
player,201112110sdg,buf,FlorDr20,fumbles_forced,0,,,,,
player,201112110sdg,buf,HearKe00,def_int,0,,,,,
player,201112110sdg,buf,HearKe00,def_int_yds,0,,,,,
player,201112110sdg,buf,HearKe00,def_int_td,0,,,,,
player,201112110sdg,buf,HearKe00,def_int_long,0,,,,,
player,201112110sdg,buf,HearKe00,pass_defended,0,,,,,
player,201112110sdg,buf,HearKe00,sacks,0.0,,,,,
player,201112110sdg,buf,HearKe00,tackles_combined,2,,,,,
player,201112110sdg,buf,HearKe00,tackles_solo,1,,,,,
player,201112110sdg,buf,HearKe00,tackles_assists,1,,,,,
player,201112110sdg,buf,HearKe00,tackles_loss,0,,,,,
player,201112110sdg,buf,HearKe00,qb_hits,0,,,,,
player,201112110sdg,buf,HearKe00,fumbles_rec,0,,,,,
player,201112110sdg,buf,HearKe00,fumbles_rec_yds,0,,,,,
player,201112110sdg,buf,HearKe00,fumbles_rec_td,0,,,,,
player,201112110sdg,buf,HearKe00,fumbles_forced,0,,,,,
player,201112110sdg,buf,MoatAr00,def_int,0,,,,,
player,201112110sdg,buf,MoatAr00,def_int_yds,0,,,,,
player,201112110sdg,buf,MoatAr00,def_int_td,0,,,,,
player,201112110sdg,buf,MoatAr00,def_int_long,0,,,,,
player,201112110sdg,buf,MoatAr00,pass_defended,0,,,,,
player,201112110sdg,buf,MoatAr00,sacks,0.0,,,,,
player,201112110sdg,buf,MoatAr00,tackles_combined,2,,,,,
player,201112110sdg,buf,MoatAr00,tackles_solo,2,,,,,
player,201112110sdg,buf,MoatAr00,tackles_assists,0,,,,,
player,201112110sdg,buf,MoatAr00,tackles_loss,0,,,,,
player,201112110sdg,buf,MoatAr00,qb_hits,0,,,,,
player,201112110sdg,buf,MoatAr00,fumbles_rec,0,,,,,
player,201112110sdg,buf,MoatAr00,fumbles_rec_yds,0,,,,,
player,201112110sdg,buf,MoatAr00,fumbles_rec_td,0,,,,,
player,201112110sdg,buf,MoatAr00,fumbles_forced,0,,,,,
player,201112110sdg,buf,CarrAl99,def_int,0,,,,,
player,201112110sdg,buf,CarrAl99,def_int_yds,0,,,,,
player,201112110sdg,buf,CarrAl99,def_int_td,0,,,,,
player,201112110sdg,buf,CarrAl99,def_int_long,0,,,,,
player,201112110sdg,buf,CarrAl99,pass_defended,0,,,,,
player,201112110sdg,buf,CarrAl99,sacks,0.0,,,,,
player,201112110sdg,buf,CarrAl99,tackles_combined,1,,,,,
player,201112110sdg,buf,CarrAl99,tackles_solo,1,,,,,
player,201112110sdg,buf,CarrAl99,tackles_assists,0,,,,,
player,201112110sdg,buf,CarrAl99,tackles_loss,0,,,,,
player,201112110sdg,buf,CarrAl99,qb_hits,0,,,,,
player,201112110sdg,buf,CarrAl99,fumbles_rec,0,,,,,
player,201112110sdg,buf,CarrAl99,fumbles_rec_yds,0,,,,,
player,201112110sdg,buf,CarrAl99,fumbles_rec_td,0,,,,,
player,201112110sdg,buf,CarrAl99,fumbles_forced,0,,,,,
player,201112110sdg,buf,RogeJu00,def_int,0,,,,,
player,201112110sdg,buf,RogeJu00,def_int_yds,0,,,,,
player,201112110sdg,buf,RogeJu00,def_int_td,0,,,,,
player,201112110sdg,buf,RogeJu00,def_int_long,0,,,,,
player,201112110sdg,buf,RogeJu00,pass_defended,1,,,,,
player,201112110sdg,buf,RogeJu00,sacks,0.0,,,,,
player,201112110sdg,buf,RogeJu00,tackles_combined,1,,,,,
player,201112110sdg,buf,RogeJu00,tackles_solo,1,,,,,
player,201112110sdg,buf,RogeJu00,tackles_assists,0,,,,,
player,201112110sdg,buf,RogeJu00,tackles_loss,0,,,,,
player,201112110sdg,buf,RogeJu00,qb_hits,0,,,,,
player,201112110sdg,buf,RogeJu00,fumbles_rec,0,,,,,
player,201112110sdg,buf,RogeJu00,fumbles_rec_yds,0,,,,,
player,201112110sdg,buf,RogeJu00,fumbles_rec_td,0,,,,,
player,201112110sdg,buf,RogeJu00,fumbles_forced,0,,,,,
player,201112110sdg,buf,SearDa00,def_int,0,,,,,
player,201112110sdg,buf,SearDa00,def_int_yds,0,,,,,
player,201112110sdg,buf,SearDa00,def_int_td,0,,,,,
player,201112110sdg,buf,SearDa00,def_int_long,0,,,,,
player,201112110sdg,buf,SearDa00,pass_defended,0,,,,,
player,201112110sdg,buf,SearDa00,sacks,0.0,,,,,
player,201112110sdg,buf,SearDa00,tackles_combined,1,,,,,
player,201112110sdg,buf,SearDa00,tackles_solo,1,,,,,
player,201112110sdg,buf,SearDa00,tackles_assists,0,,,,,
player,201112110sdg,buf,SearDa00,tackles_loss,0,,,,,
player,201112110sdg,buf,SearDa00,qb_hits,0,,,,,
player,201112110sdg,buf,SearDa00,fumbles_rec,0,,,,,
player,201112110sdg,buf,SearDa00,fumbles_rec_yds,0,,,,,
player,201112110sdg,buf,SearDa00,fumbles_rec_td,0,,,,,
player,201112110sdg,buf,SearDa00,fumbles_forced,0,,,,,
player,201112110sdg,sdg,GregSt20,def_int,1,,,,,
player,201112110sdg,sdg,GregSt20,def_int_yds,26,,,,,
player,201112110sdg,sdg,GregSt20,def_int_td,1,,,,,
player,201112110sdg,sdg,GregSt20,def_int_long,26,,,,,
player,201112110sdg,sdg,GregSt20,pass_defended,1,,,,,
player,201112110sdg,sdg,GregSt20,sacks,0.0,,,,,
player,201112110sdg,sdg,GregSt20,tackles_combined,7,,,,,
player,201112110sdg,sdg,GregSt20,tackles_solo,7,,,,,
player,201112110sdg,sdg,GregSt20,tackles_assists,0,,,,,
player,201112110sdg,sdg,GregSt20,tackles_loss,0,,,,,
player,201112110sdg,sdg,GregSt20,qb_hits,0,,,,,
player,201112110sdg,sdg,GregSt20,fumbles_rec,0,,,,,
player,201112110sdg,sdg,GregSt20,fumbles_rec_yds,0,,,,,
player,201112110sdg,sdg,GregSt20,fumbles_rec_td,0,,,,,
player,201112110sdg,sdg,GregSt20,fumbles_forced,0,,,,,
player,201112110sdg,sdg,WeddEr99,def_int,1,,,,,
player,201112110sdg,sdg,WeddEr99,def_int_yds,26,,,,,
player,201112110sdg,sdg,WeddEr99,def_int_td,0,,,,,
player,201112110sdg,sdg,WeddEr99,def_int_long,26,,,,,
player,201112110sdg,sdg,WeddEr99,pass_defended,1,,,,,
player,201112110sdg,sdg,WeddEr99,sacks,0.0,,,,,
player,201112110sdg,sdg,WeddEr99,tackles_combined,3,,,,,
player,201112110sdg,sdg,WeddEr99,tackles_solo,2,,,,,
player,201112110sdg,sdg,WeddEr99,tackles_assists,1,,,,,
player,201112110sdg,sdg,WeddEr99,tackles_loss,0,,,,,
player,201112110sdg,sdg,WeddEr99,qb_hits,0,,,,,
player,201112110sdg,sdg,WeddEr99,fumbles_rec,0,,,,,
player,201112110sdg,sdg,WeddEr99,fumbles_rec_yds,0,,,,,
player,201112110sdg,sdg,WeddEr99,fumbles_rec_td,0,,,,,
player,201112110sdg,sdg,WeddEr99,fumbles_forced,0,,,,,
player,201112110sdg,sdg,GilcMa00,def_int,1,,,,,
player,201112110sdg,sdg,GilcMa00,def_int_yds,21,,,,,
player,201112110sdg,sdg,GilcMa00,def_int_td,0,,,,,
player,201112110sdg,sdg,GilcMa00,def_int_long,21,,,,,
player,201112110sdg,sdg,GilcMa00,pass_defended,1,,,,,
player,201112110sdg,sdg,GilcMa00,sacks,0.0,,,,,
player,201112110sdg,sdg,GilcMa00,tackles_combined,0,,,,,
player,201112110sdg,sdg,GilcMa00,tackles_solo,0,,,,,
player,201112110sdg,sdg,GilcMa00,tackles_assists,0,,,,,
player,201112110sdg,sdg,GilcMa00,tackles_loss,0,,,,,
player,201112110sdg,sdg,GilcMa00,qb_hits,0,,,,,
player,201112110sdg,sdg,GilcMa00,fumbles_rec,0,,,,,
player,201112110sdg,sdg,GilcMa00,fumbles_rec_yds,0,,,,,
player,201112110sdg,sdg,GilcMa00,fumbles_rec_td,0,,,,,
player,201112110sdg,sdg,GilcMa00,fumbles_forced,0,,,,,
player,201112110sdg,sdg,BarnAn99,def_int,0,,,,,
player,201112110sdg,sdg,BarnAn99,def_int_yds,0,,,,,
player,201112110sdg,sdg,BarnAn99,def_int_td,0,,,,,
player,201112110sdg,sdg,BarnAn99,def_int_long,0,,,,,
player,201112110sdg,sdg,BarnAn99,pass_defended,0,,,,,
player,201112110sdg,sdg,BarnAn99,sacks,1.0,,,,,
player,201112110sdg,sdg,BarnAn99,tackles_combined,3,,,,,
player,201112110sdg,sdg,BarnAn99,tackles_solo,2,,,,,
player,201112110sdg,sdg,BarnAn99,tackles_assists,1,,,,,
player,201112110sdg,sdg,BarnAn99,tackles_loss,1,,,,,
player,201112110sdg,sdg,BarnAn99,qb_hits,1,,,,,
player,201112110sdg,sdg,BarnAn99,fumbles_rec,0,,,,,
player,201112110sdg,sdg,BarnAn99,fumbles_rec_yds,0,,,,,
player,201112110sdg,sdg,BarnAn99,fumbles_rec_td,0,,,,,
player,201112110sdg,sdg,BarnAn99,fumbles_forced,0,,,,,
player,201112110sdg,sdg,JammQu20,def_int,0,,,,,
player,201112110sdg,sdg,JammQu20,def_int_yds,0,,,,,
player,201112110sdg,sdg,JammQu20,def_int_td,0,,,,,
player,201112110sdg,sdg,JammQu20,def_int_long,0,,,,,
player,201112110sdg,sdg,JammQu20,pass_defended,0,,,,,
player,201112110sdg,sdg,JammQu20,sacks,0.0,,,,,
player,201112110sdg,sdg,JammQu20,tackles_combined,6,,,,,
player,201112110sdg,sdg,JammQu20,tackles_solo,4,,,,,
player,201112110sdg,sdg,JammQu20,tackles_assists,2,,,,,
player,201112110sdg,sdg,JammQu20,tackles_loss,0,,,,,
player,201112110sdg,sdg,JammQu20,qb_hits,0,,,,,
player,201112110sdg,sdg,JammQu20,fumbles_rec,0,,,,,
player,201112110sdg,sdg,JammQu20,fumbles_rec_yds,0,,,,,
player,201112110sdg,sdg,JammQu20,fumbles_rec_td,0,,,,,
player,201112110sdg,sdg,JammQu20,fumbles_forced,0,,,,,
player,201112110sdg,sdg,SpikTa00,def_int,0,,,,,
player,201112110sdg,sdg,SpikTa00,def_int_yds,0,,,,,
player,201112110sdg,sdg,SpikTa00,def_int_td,0,,,,,
player,201112110sdg,sdg,SpikTa00,def_int_long,0,,,,,
player,201112110sdg,sdg,SpikTa00,pass_defended,0,,,,,
player,201112110sdg,sdg,SpikTa00,sacks,0.0,,,,,
player,201112110sdg,sdg,SpikTa00,tackles_combined,5,,,,,
player,201112110sdg,sdg,SpikTa00,tackles_solo,3,,,,,
player,201112110sdg,sdg,SpikTa00,tackles_assists,2,,,,,
player,201112110sdg,sdg,SpikTa00,tackles_loss,1,,,,,
player,201112110sdg,sdg,SpikTa00,qb_hits,0,,,,,
player,201112110sdg,sdg,SpikTa00,fumbles_rec,0,,,,,
player,201112110sdg,sdg,SpikTa00,fumbles_rec_yds,0,,,,,
player,201112110sdg,sdg,SpikTa00,fumbles_rec_td,0,,,,,
player,201112110sdg,sdg,SpikTa00,fumbles_forced,0,,,,,
player,201112110sdg,sdg,HughDa99,def_int,0,,,,,
player,201112110sdg,sdg,HughDa99,def_int_yds,0,,,,,
player,201112110sdg,sdg,HughDa99,def_int_td,0,,,,,
player,201112110sdg,sdg,HughDa99,def_int_long,0,,,,,
player,201112110sdg,sdg,HughDa99,pass_defended,0,,,,,
player,201112110sdg,sdg,HughDa99,sacks,0.0,,,,,
player,201112110sdg,sdg,HughDa99,tackles_combined,4,,,,,
player,201112110sdg,sdg,HughDa99,tackles_solo,4,,,,,
player,201112110sdg,sdg,HughDa99,tackles_assists,0,,,,,
player,201112110sdg,sdg,HughDa99,tackles_loss,0,,,,,
player,201112110sdg,sdg,HughDa99,qb_hits,0,,,,,
player,201112110sdg,sdg,HughDa99,fumbles_rec,0,,,,,
player,201112110sdg,sdg,HughDa99,fumbles_rec_yds,0,,,,,
player,201112110sdg,sdg,HughDa99,fumbles_rec_td,0,,,,,
player,201112110sdg,sdg,HughDa99,fumbles_forced,0,,,,,
player,201112110sdg,sdg,CasoAn99,def_int,0,,,,,
player,201112110sdg,sdg,CasoAn99,def_int_yds,0,,,,,
player,201112110sdg,sdg,CasoAn99,def_int_td,0,,,,,
player,201112110sdg,sdg,CasoAn99,def_int_long,0,,,,,
player,201112110sdg,sdg,CasoAn99,pass_defended,3,,,,,
player,201112110sdg,sdg,CasoAn99,sacks,0.0,,,,,
player,201112110sdg,sdg,CasoAn99,tackles_combined,3,,,,,
player,201112110sdg,sdg,CasoAn99,tackles_solo,3,,,,,
player,201112110sdg,sdg,CasoAn99,tackles_assists,0,,,,,
player,201112110sdg,sdg,CasoAn99,tackles_loss,0,,,,,
player,201112110sdg,sdg,CasoAn99,qb_hits,0,,,,,
player,201112110sdg,sdg,CasoAn99,fumbles_rec,0,,,,,
player,201112110sdg,sdg,CasoAn99,fumbles_rec_yds,0,,,,,
player,201112110sdg,sdg,CasoAn99,fumbles_rec_td,0,,,,,
player,201112110sdg,sdg,CasoAn99,fumbles_forced,0,,,,,
player,201112110sdg,sdg,PhilSh20,def_int,0,,,,,
player,201112110sdg,sdg,PhilSh20,def_int_yds,0,,,,,
player,201112110sdg,sdg,PhilSh20,def_int_td,0,,,,,
player,201112110sdg,sdg,PhilSh20,def_int_long,0,,,,,
player,201112110sdg,sdg,PhilSh20,pass_defended,0,,,,,
player,201112110sdg,sdg,PhilSh20,sacks,0.0,,,,,
player,201112110sdg,sdg,PhilSh20,tackles_combined,3,,,,,
player,201112110sdg,sdg,PhilSh20,tackles_solo,2,,,,,
player,201112110sdg,sdg,PhilSh20,tackles_assists,1,,,,,
player,201112110sdg,sdg,PhilSh20,tackles_loss,0,,,,,
player,201112110sdg,sdg,PhilSh20,qb_hits,0,,,,,
player,201112110sdg,sdg,PhilSh20,fumbles_rec,0,,,,,
player,201112110sdg,sdg,PhilSh20,fumbles_rec_yds,0,,,,,
player,201112110sdg,sdg,PhilSh20,fumbles_rec_td,0,,,,,
