game,2011,2,20110918,201109180den,cin,"Cincinnati Bengals",22,den,"Denver Broncos",24
player,201109180den,cin,ClemNa99,fumbles_rec_yds,0,,,,,
player,201109180den,cin,ClemNa99,fumbles_rec_td,0,,,,,
player,201109180den,cin,ClemNa99,fumbles_forced,0,,,,,
player,201109180den,cin,DunlCa99,def_int,0,,,,,
player,201109180den,cin,DunlCa99,def_int_yds,0,,,,,
player,201109180den,cin,DunlCa99,def_int_td,0,,,,,
player,201109180den,cin,DunlCa99,def_int_long,0,,,,,
player,201109180den,cin,DunlCa99,pass_defended,0,,,,,
player,201109180den,cin,DunlCa99,sacks,0.0,,,,,
player,201109180den,cin,DunlCa99,tackles_combined,4,,,,,
player,201109180den,cin,DunlCa99,tackles_solo,4,,,,,
player,201109180den,cin,DunlCa99,tackles_assists,0,,,,,
player,201109180den,cin,DunlCa99,tackles_loss,0,,,,,
player,201109180den,cin,DunlCa99,qb_hits,0,,,,,
player,201109180den,cin,DunlCa99,fumbles_rec,0,,,,,
player,201109180den,cin,DunlCa99,fumbles_rec_yds,0,,,,,
player,201109180den,cin,DunlCa99,fumbles_rec_td,0,,,,,
player,201109180den,cin,DunlCa99,fumbles_forced,0,,,,,
player,201109180den,cin,NelsRe99,def_int,0,,,,,
player,201109180den,cin,NelsRe99,def_int_yds,0,,,,,
player,201109180den,cin,NelsRe99,def_int_td,0,,,,,
player,201109180den,cin,NelsRe99,def_int_long,0,,,,,
player,201109180den,cin,NelsRe99,pass_defended,0,,,,,
player,201109180den,cin,NelsRe99,sacks,0.0,,,,,
player,201109180den,cin,NelsRe99,tackles_combined,4,,,,,
player,201109180den,cin,NelsRe99,tackles_solo,3,,,,,
player,201109180den,cin,NelsRe99,tackles_assists,1,,,,,
player,201109180den,cin,NelsRe99,tackles_loss,0,,,,,
player,201109180den,cin,NelsRe99,qb_hits,0,,,,,
player,201109180den,cin,NelsRe99,fumbles_rec,0,,,,,
player,201109180den,cin,NelsRe99,fumbles_rec_yds,0,,,,,
player,201109180den,cin,NelsRe99,fumbles_rec_td,0,,,,,
player,201109180den,cin,NelsRe99,fumbles_forced,1,,,,,
player,201109180den,cin,FaneJo20,def_int,0,,,,,
player,201109180den,cin,FaneJo20,def_int_yds,0,,,,,
player,201109180den,cin,FaneJo20,def_int_td,0,,,,,
player,201109180den,cin,FaneJo20,def_int_long,0,,,,,
player,201109180den,cin,FaneJo20,pass_defended,0,,,,,
player,201109180den,cin,FaneJo20,sacks,0.0,,,,,
player,201109180den,cin,FaneJo20,tackles_combined,3,,,,,
player,201109180den,cin,FaneJo20,tackles_solo,3,,,,,
player,201109180den,cin,FaneJo20,tackles_assists,0,,,,,
player,201109180den,cin,FaneJo20,tackles_loss,2,,,,,
player,201109180den,cin,FaneJo20,qb_hits,1,,,,,
player,201109180den,cin,FaneJo20,fumbles_rec,0,,,,,
player,201109180den,cin,FaneJo20,fumbles_rec_yds,0,,,,,
player,201109180den,cin,FaneJo20,fumbles_rec_td,0,,,,,
player,201109180den,cin,FaneJo20,fumbles_forced,0,,,,,
player,201109180den,cin,PekoDo20,def_int,0,,,,,
player,201109180den,cin,PekoDo20,def_int_yds,0,,,,,
player,201109180den,cin,PekoDo20,def_int_td,0,,,,,
player,201109180den,cin,PekoDo20,def_int_long,0,,,,,
player,201109180den,cin,PekoDo20,pass_defended,0,,,,,
player,201109180den,cin,PekoDo20,sacks,0.0,,,,,
player,201109180den,cin,PekoDo20,tackles_combined,3,,,,,
player,201109180den,cin,PekoDo20,tackles_solo,3,,,,,
player,201109180den,cin,PekoDo20,tackles_assists,0,,,,,
player,201109180den,cin,PekoDo20,tackles_loss,0,,,,,
player,201109180den,cin,PekoDo20,qb_hits,0,,,,,
player,201109180den,cin,PekoDo20,fumbles_rec,1,,,,,
player,201109180den,cin,PekoDo20,fumbles_rec_yds,0,,,,,
player,201109180den,cin,PekoDo20,fumbles_rec_td,0,,,,,
player,201109180den,cin,PekoDo20,fumbles_forced,0,,,,,
player,201109180den,cin,LawsMa20,def_int,0,,,,,
player,201109180den,cin,LawsMa20,def_int_yds,0,,,,,
player,201109180den,cin,LawsMa20,def_int_td,0,,,,,
player,201109180den,cin,LawsMa20,def_int_long,0,,,,,
player,201109180den,cin,LawsMa20,pass_defended,2,,,,,
player,201109180den,cin,LawsMa20,sacks,0.0,,,,,
player,201109180den,cin,LawsMa20,tackles_combined,2,,,,,
player,201109180den,cin,LawsMa20,tackles_solo,2,,,,,
player,201109180den,cin,LawsMa20,tackles_assists,0,,,,,
player,201109180den,cin,LawsMa20,tackles_loss,0,,,,,
player,201109180den,cin,LawsMa20,qb_hits,0,,,,,
player,201109180den,cin,LawsMa20,fumbles_rec,0,,,,,
player,201109180den,cin,LawsMa20,fumbles_rec_yds,0,,,,,
player,201109180den,cin,LawsMa20,fumbles_rec_td,0,,,,,
player,201109180den,cin,LawsMa20,fumbles_forced,0,,,,,
player,201109180den,cin,RuckFr99,def_int,0,,,,,
player,201109180den,cin,RuckFr99,def_int_yds,0,,,,,
player,201109180den,cin,RuckFr99,def_int_td,0,,,,,
player,201109180den,cin,RuckFr99,def_int_long,0,,,,,
player,201109180den,cin,RuckFr99,pass_defended,2,,,,,
player,201109180den,cin,RuckFr99,sacks,0.0,,,,,
player,201109180den,cin,RuckFr99,tackles_combined,2,,,,,
player,201109180den,cin,RuckFr99,tackles_solo,1,,,,,
player,201109180den,cin,RuckFr99,tackles_assists,1,,,,,
player,201109180den,cin,RuckFr99,tackles_loss,0,,,,,
player,201109180den,cin,RuckFr99,qb_hits,0,,,,,
player,201109180den,cin,RuckFr99,fumbles_rec,0,,,,,
player,201109180den,cin,RuckFr99,fumbles_rec_yds,0,,,,,
player,201109180den,cin,RuckFr99,fumbles_rec_td,0,,,,,
player,201109180den,cin,RuckFr99,fumbles_forced,0,,,,,
player,201109180den,cin,SimsPa99,def_int,0,,,,,
player,201109180den,cin,SimsPa99,def_int_yds,0,,,,,
player,201109180den,cin,SimsPa99,def_int_td,0,,,,,
player,201109180den,cin,SimsPa99,def_int_long,0,,,,,
player,201109180den,cin,SimsPa99,pass_defended,0,,,,,
player,201109180den,cin,SimsPa99,sacks,0.0,,,,,
player,201109180den,cin,SimsPa99,tackles_combined,2,,,,,
player,201109180den,cin,SimsPa99,tackles_solo,2,,,,,
player,201109180den,cin,SimsPa99,tackles_assists,0,,,,,
player,201109180den,cin,SimsPa99,tackles_loss,0,,,,,
player,201109180den,cin,SimsPa99,qb_hits,0,,,,,
player,201109180den,cin,SimsPa99,fumbles_rec,0,,,,,
player,201109180den,cin,SimsPa99,fumbles_rec_yds,0,,,,,
player,201109180den,cin,SimsPa99,fumbles_rec_td,0,,,,,
player,201109180den,cin,SimsPa99,fumbles_forced,0,,,,,
player,201109180den,cin,WilsGi20,def_int,0,,,,,
player,201109180den,cin,WilsGi20,def_int_yds,0,,,,,
player,201109180den,cin,WilsGi20,def_int_td,0,,,,,
player,201109180den,cin,WilsGi20,def_int_long,0,,,,,
player,201109180den,cin,WilsGi20,pass_defended,0,,,,,
player,201109180den,cin,WilsGi20,sacks,0.0,,,,,
player,201109180den,cin,WilsGi20,tackles_combined,2,,,,,
player,201109180den,cin,WilsGi20,tackles_solo,1,,,,,
player,201109180den,cin,WilsGi20,tackles_assists,1,,,,,
player,201109180den,cin,WilsGi20,tackles_loss,0,,,,,
player,201109180den,cin,WilsGi20,qb_hits,0,,,,,
player,201109180den,cin,WilsGi20,fumbles_rec,0,,,,,
player,201109180den,cin,WilsGi20,fumbles_rec_yds,0,,,,,
player,201109180den,cin,WilsGi20,fumbles_rec_td,0,,,,,
player,201109180den,cin,WilsGi20,fumbles_forced,0,,,,,
player,201109180den,cin,ReyxVi00,def_int,0,,,,,
player,201109180den,cin,ReyxVi00,def_int_yds,0,,,,,
player,201109180den,cin,ReyxVi00,def_int_td,0,,,,,
player,201109180den,cin,ReyxVi00,def_int_long,0,,,,,
player,201109180den,cin,ReyxVi00,pass_defended,0,,,,,
player,201109180den,cin,ReyxVi00,sacks,0.0,,,,,
player,201109180den,cin,ReyxVi00,tackles_combined,1,,,,,
player,201109180den,cin,ReyxVi00,tackles_solo,1,,,,,
player,201109180den,cin,ReyxVi00,tackles_assists,0,,,,,
player,201109180den,cin,ReyxVi00,tackles_loss,0,,,,,
player,201109180den,cin,ReyxVi00,qb_hits,0,,,,,
player,201109180den,cin,ReyxVi00,fumbles_rec,0,,,,,
player,201109180den,cin,ReyxVi00,fumbles_rec_yds,0,,,,,
player,201109180den,cin,ReyxVi00,fumbles_rec_td,0,,,,,
player,201109180den,cin,ReyxVi00,fumbles_forced,0,,,,,
player,201109180den,cin,HallLe98,def_int,0,,,,,
player,201109180den,cin,HallLe98,def_int_yds,0,,,,,
player,201109180den,cin,HallLe98,def_int_td,0,,,,,
player,201109180den,cin,HallLe98,def_int_long,0,,,,,
player,201109180den,cin,HallLe98,pass_defended,0,,,,,
player,201109180den,cin,HallLe98,sacks,0.0,,,,,
player,201109180den,cin,HallLe98,tackles_combined,0,,,,,
player,201109180den,cin,HallLe98,tackles_solo,0,,,,,
player,201109180den,cin,HallLe98,tackles_assists,0,,,,,
player,201109180den,cin,HallLe98,tackles_loss,0,,,,,
player,201109180den,cin,HallLe98,qb_hits,0,,,,,
player,201109180den,cin,HallLe98,fumbles_rec,1,,,,,
player,201109180den,cin,HallLe98,fumbles_rec_yds,10,,,,,
player,201109180den,cin,HallLe98,fumbles_rec_td,0,,,,,
player,201109180den,cin,HallLe98,fumbles_forced,0,,,,,
player,201109180den,den,WilhJo99,def_int,0,,,,,
player,201109180den,den,WilhJo99,def_int_yds,0,,,,,
player,201109180den,den,WilhJo99,def_int_td,0,,,,,
player,201109180den,den,WilhJo99,def_int_long,0,,,,,
player,201109180den,den,WilhJo99,pass_defended,0,,,,,
player,201109180den,den,WilhJo99,sacks,1.0,,,,,
player,201109180den,den,WilhJo99,tackles_combined,4,,,,,
player,201109180den,den,WilhJo99,tackles_solo,2,,,,,
player,201109180den,den,WilhJo99,tackles_assists,2,,,,,
player,201109180den,den,WilhJo99,tackles_loss,1,,,,,
player,201109180den,den,WilhJo99,qb_hits,1,,,,,
player,201109180den,den,WilhJo99,fumbles_rec,0,,,,,
player,201109180den,den,WilhJo99,fumbles_rec_yds,0,,,,,
player,201109180den,den,WilhJo99,fumbles_rec_td,0,,,,,
player,201109180den,den,WilhJo99,fumbles_forced,0,,,,,
player,201109180den,den,MillVo00,def_int,0,,,,,
player,201109180den,den,MillVo00,def_int_yds,0,,,,,
player,201109180den,den,MillVo00,def_int_td,0,,,,,
player,201109180den,den,MillVo00,def_int_long,0,,,,,
player,201109180den,den,MillVo00,pass_defended,2,,,,,
player,201109180den,den,MillVo00,sacks,1.0,,,,,
player,201109180den,den,MillVo00,tackles_combined,3,,,,,
player,201109180den,den,MillVo00,tackles_solo,3,,,,,
player,201109180den,den,MillVo00,tackles_assists,0,,,,,
player,201109180den,den,MillVo00,tackles_loss,1,,,,,
player,201109180den,den,MillVo00,qb_hits,1,,,,,
player,201109180den,den,MillVo00,fumbles_rec,0,,,,,
player,201109180den,den,MillVo00,fumbles_rec_yds,0,,,,,
player,201109180den,den,MillVo00,fumbles_rec_td,0,,,,,
player,201109180den,den,MillVo00,fumbles_forced,0,,,,,
player,201109180den,den,WoodWe20,def_int,0,,,,,
player,201109180den,den,WoodWe20,def_int_yds,0,,,,,
player,201109180den,den,WoodWe20,def_int_td,0,,,,,
player,201109180den,den,WoodWe20,def_int_long,0,,,,,
player,201109180den,den,WoodWe20,pass_defended,1,,,,,
player,201109180den,den,WoodWe20,sacks,0.0,,,,,
player,201109180den,den,WoodWe20,tackles_combined,13,,,,,
player,201109180den,den,WoodWe20,tackles_solo,10,,,,,
player,201109180den,den,WoodWe20,tackles_assists,3,,,,,
player,201109180den,den,WoodWe20,tackles_loss,1,,,,,
player,201109180den,den,WoodWe20,qb_hits,0,,,,,
player,201109180den,den,WoodWe20,fumbles_rec,0,,,,,
player,201109180den,den,WoodWe20,fumbles_rec_yds,0,,,,,
player,201109180den,den,WoodWe20,fumbles_rec_td,0,,,,,
player,201109180den,den,WoodWe20,fumbles_forced,0,,,,,
player,201109180den,den,MaysJo99,def_int,0,,,,,
player,201109180den,den,MaysJo99,def_int_yds,0,,,,,
player,201109180den,den,MaysJo99,def_int_td,0,,,,,
player,201109180den,den,MaysJo99,def_int_long,0,,,,,
player,201109180den,den,MaysJo99,pass_defended,0,,,,,
player,201109180den,den,MaysJo99,sacks,0.0,,,,,
player,201109180den,den,MaysJo99,tackles_combined,8,,,,,
player,201109180den,den,MaysJo99,tackles_solo,5,,,,,
player,201109180den,den,MaysJo99,tackles_assists,3,,,,,
player,201109180den,den,MaysJo99,tackles_loss,2,,,,,
player,201109180den,den,MaysJo99,qb_hits,1,,,,,
player,201109180den,den,MaysJo99,fumbles_rec,0,,,,,
player,201109180den,den,MaysJo99,fumbles_rec_yds,0,,,,,
player,201109180den,den,MaysJo99,fumbles_rec_td,0,,,,,
player,201109180den,den,MaysJo99,fumbles_forced,0,,,,,
player,201109180den,den,GoodAn20,def_int,0,,,,,
player,201109180den,den,GoodAn20,def_int_yds,0,,,,,
player,201109180den,den,GoodAn20,def_int_td,0,,,,,
player,201109180den,den,GoodAn20,def_int_long,0,,,,,
player,201109180den,den,GoodAn20,pass_defended,0,,,,,
player,201109180den,den,GoodAn20,sacks,0.0,,,,,
player,201109180den,den,GoodAn20,tackles_combined,5,,,,,
player,201109180den,den,GoodAn20,tackles_solo,4,,,,,
player,201109180den,den,GoodAn20,tackles_assists,1,,,,,
player,201109180den,den,GoodAn20,tackles_loss,0,,,,,
player,201109180den,den,GoodAn20,qb_hits,0,,,,,
player,201109180den,den,GoodAn20,fumbles_rec,0,,,,,
player,201109180den,den,GoodAn20,fumbles_rec_yds,0,,,,,
player,201109180den,den,GoodAn20,fumbles_rec_td,0,,,,,
player,201109180den,den,GoodAn20,fumbles_forced,0,,,,,
player,201109180den,den,VaugCa00,def_int,0,,,,,
player,201109180den,den,VaugCa00,def_int_yds,0,,,,,
player,201109180den,den,VaugCa00,def_int_td,0,,,,,
player,201109180den,den,VaugCa00,def_int_long,0,,,,,
player,201109180den,den,VaugCa00,pass_defended,2,,,,,
player,201109180den,den,VaugCa00,sacks,0.0,,,,,
player,201109180den,den,VaugCa00,tackles_combined,5,,,,,
player,201109180den,den,VaugCa00,tackles_solo,4,,,,,
player,201109180den,den,VaugCa00,tackles_assists,1,,,,,
player,201109180den,den,VaugCa00,tackles_loss,0,,,,,
player,201109180den,den,VaugCa00,qb_hits,0,,,,,
player,201109180den,den,VaugCa00,fumbles_rec,0,,,,,
player,201109180den,den,VaugCa00,fumbles_rec_yds,0,,,,,
player,201109180den,den,VaugCa00,fumbles_rec_td,0,,,,,
player,201109180den,den,VaugCa00,fumbles_forced,0,,,,,
player,201109180den,den,DawkBr00,def_int,0,,,,,
player,201109180den,den,DawkBr00,def_int_yds,0,,,,,
player,201109180den,den,DawkBr00,def_int_td,0,,,,,
player,201109180den,den,DawkBr00,def_int_long,0,,,,,
player,201109180den,den,DawkBr00,pass_defended,1,,,,,
player,201109180den,den,DawkBr00,sacks,0.0,,,,,
player,201109180den,den,DawkBr00,tackles_combined,4,,,,,
player,201109180den,den,DawkBr00,tackles_solo,3,,,,,
player,201109180den,den,DawkBr00,tackles_assists,1,,,,,
player,201109180den,den,DawkBr00,tackles_loss,0,,,,,
player,201109180den,den,DawkBr00,qb_hits,0,,,,,
player,201109180den,den,DawkBr00,fumbles_rec,0,,,,,
player,201109180den,den,DawkBr00,fumbles_rec_yds,0,,,,,
player,201109180den,den,DawkBr00,fumbles_rec_td,0,,,,,
player,201109180den,den,DawkBr00,fumbles_forced,0,,,,,
player,201109180den,den,MoorRa00,def_int,0,,,,,
player,201109180den,den,MoorRa00,def_int_yds,0,,,,,
player,201109180den,den,MoorRa00,def_int_td,0,,,,,
player,201109180den,den,MoorRa00,def_int_long,0,,,,,
player,201109180den,den,MoorRa00,pass_defended,0,,,,,
player,201109180den,den,MoorRa00,sacks,0.0,,,,,
player,201109180den,den,MoorRa00,tackles_combined,4,,,,,
player,201109180den,den,MoorRa00,tackles_solo,3,,,,,
player,201109180den,den,MoorRa00,tackles_assists,1,,,,,
player,201109180den,den,MoorRa00,tackles_loss,0,,,,,
player,201109180den,den,MoorRa00,qb_hits,0,,,,,
player,201109180den,den,MoorRa00,fumbles_rec,0,,,,,
player,201109180den,den,MoorRa00,fumbles_rec_yds,0,,,,,
player,201109180den,den,MoorRa00,fumbles_rec_td,0,,,,,
player,201109180den,den,MoorRa00,fumbles_forced,0,,,,,
player,201109180den,den,BunkBr20,def_int,0,,,,,
player,201109180den,den,BunkBr20,def_int_yds,0,,,,,
player,201109180den,den,BunkBr20,def_int_td,0,,,,,
player,201109180den,den,BunkBr20,def_int_long,0,,,,,
player,201109180den,den,BunkBr20,pass_defended,0,,,,,
player,201109180den,den,BunkBr20,sacks,0.0,,,,,
player,201109180den,den,BunkBr20,tackles_combined,2,,,,,
player,201109180den,den,BunkBr20,tackles_solo,1,,,,,
player,201109180den,den,BunkBr20,tackles_assists,1,,,,,
player,201109180den,den,BunkBr20,tackles_loss,0,,,,,
player,201109180den,den,BunkBr20,qb_hits,0,,,,,
player,201109180den,den,BunkBr20,fumbles_rec,0,,,,,
player,201109180den,den,BunkBr20,fumbles_rec_yds,0,,,,,
player,201109180den,den,BunkBr20,fumbles_rec_td,0,,,,,
player,201109180den,den,BunkBr20,fumbles_forced,0,,,,,
player,201109180den,den,HarrCh01,def_int,0,,,,,
player,201109180den,den,HarrCh01,def_int_yds,0,,,,,
player,201109180den,den,HarrCh01,def_int_td,0,,,,,
player,201109180den,den,HarrCh01,def_int_long,0,,,,,
player,201109180den,den,HarrCh01,pass_defended,0,,,,,
player,201109180den,den,HarrCh01,sacks,0.0,,,,,
player,201109180den,den,HarrCh01,tackles_combined,2,,,,,
player,201109180den,den,HarrCh01,tackles_solo,2,,,,,
player,201109180den,den,HarrCh01,tackles_assists,0,,,,,
player,201109180den,den,HarrCh01,tackles_loss,0,,,,,
player,201109180den,den,HarrCh01,qb_hits,0,,,,,
player,201109180den,den,HarrCh01,fumbles_rec,0,,,,,
player,201109180den,den,HarrCh01,fumbles_rec_yds,0,,,,,
player,201109180den,den,HarrCh01,fumbles_rec_td,0,,,,,
player,201109180den,den,HarrCh01,fumbles_forced,0,,,,,
player,201109180den,den,HuntJa24,def_int,0,,,,,
player,201109180den,den,HuntJa24,def_int_yds,0,,,,,
player,201109180den,den,HuntJa24,def_int_td,0,,,,,
player,201109180den,den,HuntJa24,def_int_long,0,,,,,
player,201109180den,den,HuntJa24,pass_defended,0,,,,,
player,201109180den,den,HuntJa24,sacks,0.0,,,,,
player,201109180den,den,HuntJa24,tackles_combined,2,,,,,
player,201109180den,den,HuntJa24,tackles_solo,2,,,,,
player,201109180den,den,HuntJa24,tackles_assists,0,,,,,
player,201109180den,den,HuntJa24,tackles_loss,0,,,,,
player,201109180den,den,HuntJa24,qb_hits,0,,,,,
player,201109180den,den,HuntJa24,fumbles_rec,0,,,,,
player,201109180den,den,HuntJa24,fumbles_rec_yds,0,,,,,
player,201109180den,den,HuntJa24,fumbles_rec_td,0,,,,,
player,201109180den,den,HuntJa24,fumbles_forced,0,,,,,
player,201109180den,den,AyerRo99,def_int,0,,,,,
player,201109180den,den,AyerRo99,def_int_yds,0,,,,,
player,201109180den,den,AyerRo99,def_int_td,0,,,,,
player,201109180den,den,AyerRo99,def_int_long,0,,,,,
player,201109180den,den,AyerRo99,pass_defended,1,,,,,
player,201109180den,den,AyerRo99,sacks,0.0,,,,,
player,201109180den,den,AyerRo99,tackles_combined,1,,,,,
player,201109180den,den,AyerRo99,tackles_solo,1,,,,,
player,201109180den,den,AyerRo99,tackles_assists,0,,,,,
player,201109180den,den,AyerRo99,tackles_loss,0,,,,,
player,201109180den,den,AyerRo99,qb_hits,1,,,,,
player,201109180den,den,AyerRo99,fumbles_rec,0,,,,,
player,201109180den,den,AyerRo99,fumbles_rec_yds,0,,,,,
player,201109180den,den,AyerRo99,fumbles_rec_td,0,,,,,
player,201109180den,den,AyerRo99,fumbles_forced,0,,,,,
player,201109180den,den,BrutDa99,def_int,0,,,,,
player,201109180den,den,BrutDa99,def_int_yds,0,,,,,
player,201109180den,den,BrutDa99,def_int_td,0,,,,,
player,201109180den,den,BrutDa99,def_int_long,0,,,,,
player,201109180den,den,BrutDa99,pass_defended,0,,,,,
player,201109180den,den,BrutDa99,sacks,0.0,,,,,
player,201109180den,den,BrutDa99,tackles_combined,1,,,,,
player,201109180den,den,BrutDa99,tackles_solo,1,,,,,
player,201109180den,den,BrutDa99,tackles_assists,0,,,,,
player,201109180den,den,BrutDa99,tackles_loss,0,,,,,
player,201109180den,den,BrutDa99,qb_hits,0,,,,,
player,201109180den,den,BrutDa99,fumbles_rec,0,,,,,
player,201109180den,den,BrutDa99,fumbles_rec_yds,0,,,,,
player,201109180den,den,BrutDa99,fumbles_rec_td,0,,,,,
player,201109180den,den,BrutDa99,fumbles_forced,0,,,,,
player,201109180den,den,CartQu01,def_int,0,,,,,
player,201109180den,den,CartQu01,def_int_yds,0,,,,,
player,201109180den,den,CartQu01,def_int_td,0,,,,,
player,201109180den,den,CartQu01,def_int_long,0,,,,,
player,201109180den,den,CartQu01,pass_defended,0,,,,,
player,201109180den,den,CartQu01,sacks,0.0,,,,,
player,201109180den,den,CartQu01,tackles_combined,1,,,,,
player,201109180den,den,CartQu01,tackles_solo,1,,,,,
player,201109180den,den,CartQu01,tackles_assists,0,,,,,
player,201109180den,den,CartQu01,tackles_loss,0,,,,,
player,201109180den,den,CartQu01,qb_hits,0,,,,,
player,201109180den,den,CartQu01,fumbles_rec,0,,,,,
player,201109180den,den,CartQu01,fumbles_rec_yds,0,,,,,
player,201109180den,den,CartQu01,fumbles_rec_td,0,,,,,
player,201109180den,den,CartQu01,fumbles_forced,0,,,,,
player,201109180den,den,GreeVi00,def_int,0,,,,,
player,201109180den,den,GreeVi00,def_int_yds,0,,,,,
player,201109180den,den,GreeVi00,def_int_td,0,,,,,
player,201109180den,den,GreeVi00,def_int_long,0,,,,,
player,201109180den,den,GreeVi00,pass_defended,0,,,,,
player,201109180den,den,GreeVi00,sacks,0.0,,,,,
player,201109180den,den,GreeVi00,tackles_combined,1,,,,,
player,201109180den,den,GreeVi00,tackles_solo,1,,,,,
player,201109180den,den,GreeVi00,tackles_assists,0,,,,,
player,201109180den,den,GreeVi00,tackles_loss,0,,,,,
player,201109180den,den,GreeVi00,qb_hits,0,,,,,
player,201109180den,den,GreeVi00,fumbles_rec,0,,,,,
player,201109180den,den,GreeVi00,fumbles_rec_yds,0,,,,,
player,201109180den,den,GreeVi00,fumbles_rec_td,0,,,,,
player,201109180den,den,GreeVi00,fumbles_forced,0,,,,,
player,201109180den,den,HarvDe99,def_int,0,,,,,
player,201109180den,den,HarvDe99,def_int_yds,0,,,,,
player,201109180den,den,HarvDe99,def_int_td,0,,,,,
player,201109180den,den,HarvDe99,def_int_long,0,,,,,
player,201109180den,den,HarvDe99,pass_defended,0,,,,,
player,201109180den,den,HarvDe99,sacks,0.0,,,,,
player,201109180den,den,HarvDe99,tackles_combined,1,,,,,
player,201109180den,den,HarvDe99,tackles_solo,1,,,,,
player,201109180den,den,HarvDe99,tackles_assists,0,,,,,
player,201109180den,den,HarvDe99,tackles_loss,0,,,,,
player,201109180den,den,HarvDe99,qb_hits,0,,,,,
player,201109180den,den,HarvDe99,fumbles_rec,0,,,,,
player,201109180den,den,HarvDe99,fumbles_rec_yds,0,,,,,
player,201109180den,den,HarvDe99,fumbles_rec_td,0,,,,,
player,201109180den,den,HarvDe99,fumbles_forced,0,,,,,
player,201109180den,cin,TateBr00,kick_ret,0,,,,,
player,201109180den,cin,TateBr00,kick_ret_yds,0,,,,,
player,201109180den,cin,TateBr00,kick_ret_yds_per_ret,,,,,,
player,201109180den,cin,TateBr00,kick_ret_td,0,,,,,
player,201109180den,cin,TateBr00,kick_ret_long,0,,,,,
player,201109180den,cin,TateBr00,punt_ret,5,,,,,
player,201109180den,cin,TateBr00,punt_ret_yds,29,,,,,
player,201109180den,cin,TateBr00,punt_ret_yds_per_ret,5.8,,,,,
player,201109180den,cin,TateBr00,punt_ret_td,0,,,,,
player,201109180den,cin,TateBr00,punt_ret_long,16,,,,,
player,201109180den,den,VaugCa00,kick_ret,1,,,,,
player,201109180den,den,VaugCa00,kick_ret_yds,23,,,,,
player,201109180den,den,VaugCa00,kick_ret_yds_per_ret,23.0,,,,,
player,201109180den,den,VaugCa00,kick_ret_td,0,,,,,
player,201109180den,den,VaugCa00,kick_ret_long,23,,,,,
player,201109180den,den,VaugCa00,punt_ret,0,,,,,
player,201109180den,den,VaugCa00,punt_ret_yds,0,,,,,
player,201109180den,den,VaugCa00,punt_ret_yds_per_ret,,,,,,
player,201109180den,den,VaugCa00,punt_ret_td,0,,,,,
player,201109180den,den,VaugCa00,punt_ret_long,0,,,,,
player,201109180den,cin,nugenmik01,xpm,1,,,,,
player,201109180den,cin,nugenmik01,xpa,1,,,,,
player,201109180den,cin,nugenmik01,fgm,3,,,,,
player,201109180den,cin,nugenmik01,fga,3,,,,,
player,201109180den,cin,nugenmik01,punt,0,,,,,
player,201109180den,cin,nugenmik01,punt_yds,0,,,,,
player,201109180den,cin,nugenmik01,punt_yds_per_punt,,,,,,
player,201109180den,cin,nugenmik01,punt_long,0,,,,,
player,201109180den,cin,HubeKe20,xpm,,,,,,
player,201109180den,cin,HubeKe20,xpa,,,,,,
player,201109180den,cin,HubeKe20,fgm,,,,,,
player,201109180den,cin,HubeKe20,fga,,,,,,
player,201109180den,cin,HubeKe20,punt,5,,,,,
player,201109180den,cin,HubeKe20,punt_yds,205,,,,,
player,201109180den,cin,HubeKe20,punt_yds_per_punt,41.0,,,,,
player,201109180den,cin,HubeKe20,punt_long,48,,,,,
player,201109180den,den,PratMa20,xpm,3,,,,,
player,201109180den,den,PratMa20,xpa,3,,,,,
player,201109180den,den,PratMa20,fgm,1,,,,,
player,201109180den,den,PratMa20,fga,1,,,,,
player,201109180den,den,PratMa20,punt,0,,,,,
player,201109180den,den,PratMa20,punt_yds,0,,,,,
player,201109180den,den,PratMa20,punt_yds_per_punt,,,,,,
player,201109180den,den,PratMa20,punt_long,0,,,,,
player,201109180den,den,ColqBr00,xpm,,,,,,
player,201109180den,den,ColqBr00,xpa,,,,,,
player,201109180den,den,ColqBr00,fgm,,,,,,
player,201109180den,den,ColqBr00,fga,,,,,,
player,201109180den,den,ColqBr00,punt,6,,,,,
player,201109180den,den,ColqBr00,punt_yds,335,,,,,
player,201109180den,den,ColqBr00,punt_yds_per_punt,55.8,,,,,
player,201109180den,den,ColqBr00,punt_long,59,,,,,
