game,2011,3,20110925,201109250cin,sfo,"San Francisco 49ers",13,cin,"Cincinnati Bengals",8
player,201109250cin,sfo,GoldDa99,def_int_td,0,,,,,
player,201109250cin,sfo,GoldDa99,def_int_long,0,,,,,
player,201109250cin,sfo,GoldDa99,pass_defended,0,,,,,
player,201109250cin,sfo,GoldDa99,sacks,0.0,,,,,
player,201109250cin,sfo,GoldDa99,tackles_combined,8,,,,,
player,201109250cin,sfo,GoldDa99,tackles_solo,5,,,,,
player,201109250cin,sfo,GoldDa99,tackles_assists,3,,,,,
player,201109250cin,sfo,GoldDa99,tackles_loss,0,,,,,
player,201109250cin,sfo,GoldDa99,qb_hits,0,,,,,
player,201109250cin,sfo,GoldDa99,fumbles_rec,0,,,,,
player,201109250cin,sfo,GoldDa99,fumbles_rec_yds,0,,,,,
player,201109250cin,sfo,GoldDa99,fumbles_rec_td,0,,,,,
player,201109250cin,sfo,GoldDa99,fumbles_forced,0,,,,,
player,201109250cin,sfo,WillPa98,def_int,0,,,,,
player,201109250cin,sfo,WillPa98,def_int_yds,0,,,,,
player,201109250cin,sfo,WillPa98,def_int_td,0,,,,,
player,201109250cin,sfo,WillPa98,def_int_long,0,,,,,
player,201109250cin,sfo,WillPa98,pass_defended,1,,,,,
player,201109250cin,sfo,WillPa98,sacks,0.0,,,,,
player,201109250cin,sfo,WillPa98,tackles_combined,8,,,,,
player,201109250cin,sfo,WillPa98,tackles_solo,3,,,,,
player,201109250cin,sfo,WillPa98,tackles_assists,5,,,,,
player,201109250cin,sfo,WillPa98,tackles_loss,0,,,,,
player,201109250cin,sfo,WillPa98,qb_hits,0,,,,,
player,201109250cin,sfo,WillPa98,fumbles_rec,0,,,,,
player,201109250cin,sfo,WillPa98,fumbles_rec_yds,0,,,,,
player,201109250cin,sfo,WillPa98,fumbles_rec_td,0,,,,,
player,201109250cin,sfo,WillPa98,fumbles_forced,0,,,,,
player,201109250cin,sfo,SopoIs20,def_int,0,,,,,
player,201109250cin,sfo,SopoIs20,def_int_yds,0,,,,,
player,201109250cin,sfo,SopoIs20,def_int_td,0,,,,,
player,201109250cin,sfo,SopoIs20,def_int_long,0,,,,,
player,201109250cin,sfo,SopoIs20,pass_defended,0,,,,,
player,201109250cin,sfo,SopoIs20,sacks,0.0,,,,,
player,201109250cin,sfo,SopoIs20,tackles_combined,4,,,,,
player,201109250cin,sfo,SopoIs20,tackles_solo,0,,,,,
player,201109250cin,sfo,SopoIs20,tackles_assists,4,,,,,
player,201109250cin,sfo,SopoIs20,tackles_loss,0,,,,,
player,201109250cin,sfo,SopoIs20,qb_hits,0,,,,,
player,201109250cin,sfo,SopoIs20,fumbles_rec,0,,,,,
player,201109250cin,sfo,SopoIs20,fumbles_rec_yds,0,,,,,
player,201109250cin,sfo,SopoIs20,fumbles_rec_td,0,,,,,
player,201109250cin,sfo,SopoIs20,fumbles_forced,0,,,,,
player,201109250cin,sfo,WillMa20,def_int,0,,,,,
player,201109250cin,sfo,WillMa20,def_int_yds,0,,,,,
player,201109250cin,sfo,WillMa20,def_int_td,0,,,,,
player,201109250cin,sfo,WillMa20,def_int_long,0,,,,,
player,201109250cin,sfo,WillMa20,pass_defended,0,,,,,
player,201109250cin,sfo,WillMa20,sacks,0.0,,,,,
player,201109250cin,sfo,WillMa20,tackles_combined,3,,,,,
player,201109250cin,sfo,WillMa20,tackles_solo,2,,,,,
player,201109250cin,sfo,WillMa20,tackles_assists,1,,,,,
player,201109250cin,sfo,WillMa20,tackles_loss,0,,,,,
player,201109250cin,sfo,WillMa20,qb_hits,0,,,,,
player,201109250cin,sfo,WillMa20,fumbles_rec,0,,,,,
player,201109250cin,sfo,WillMa20,fumbles_rec_yds,0,,,,,
player,201109250cin,sfo,WillMa20,fumbles_rec_td,0,,,,,
player,201109250cin,sfo,WillMa20,fumbles_forced,0,,,,,
player,201109250cin,sfo,BrowTa99,def_int,0,,,,,
player,201109250cin,sfo,BrowTa99,def_int_yds,0,,,,,
player,201109250cin,sfo,BrowTa99,def_int_td,0,,,,,
player,201109250cin,sfo,BrowTa99,def_int_long,0,,,,,
player,201109250cin,sfo,BrowTa99,pass_defended,1,,,,,
player,201109250cin,sfo,BrowTa99,sacks,0.0,,,,,
player,201109250cin,sfo,BrowTa99,tackles_combined,2,,,,,
player,201109250cin,sfo,BrowTa99,tackles_solo,1,,,,,
player,201109250cin,sfo,BrowTa99,tackles_assists,1,,,,,
player,201109250cin,sfo,BrowTa99,tackles_loss,0,,,,,
player,201109250cin,sfo,BrowTa99,qb_hits,0,,,,,
player,201109250cin,sfo,BrowTa99,fumbles_rec,0,,,,,
player,201109250cin,sfo,BrowTa99,fumbles_rec_yds,0,,,,,
player,201109250cin,sfo,BrowTa99,fumbles_rec_td,0,,,,,
player,201109250cin,sfo,BrowTa99,fumbles_forced,0,,,,,
player,201109250cin,sfo,SmitJu20,def_int,0,,,,,
player,201109250cin,sfo,SmitJu20,def_int_yds,0,,,,,
player,201109250cin,sfo,SmitJu20,def_int_td,0,,,,,
player,201109250cin,sfo,SmitJu20,def_int_long,0,,,,,
player,201109250cin,sfo,SmitJu20,pass_defended,0,,,,,
player,201109250cin,sfo,SmitJu20,sacks,0.0,,,,,
player,201109250cin,sfo,SmitJu20,tackles_combined,2,,,,,
player,201109250cin,sfo,SmitJu20,tackles_solo,0,,,,,
player,201109250cin,sfo,SmitJu20,tackles_assists,2,,,,,
player,201109250cin,sfo,SmitJu20,tackles_loss,0,,,,,
player,201109250cin,sfo,SmitJu20,qb_hits,0,,,,,
player,201109250cin,sfo,SmitJu20,fumbles_rec,0,,,,,
player,201109250cin,sfo,SmitJu20,fumbles_rec_yds,0,,,,,
player,201109250cin,sfo,SmitJu20,fumbles_rec_td,0,,,,,
player,201109250cin,sfo,SmitJu20,fumbles_forced,0,,,,,
player,201109250cin,sfo,WhitDo20,def_int,0,,,,,
player,201109250cin,sfo,WhitDo20,def_int_yds,0,,,,,
player,201109250cin,sfo,WhitDo20,def_int_td,0,,,,,
player,201109250cin,sfo,WhitDo20,def_int_long,0,,,,,
player,201109250cin,sfo,WhitDo20,pass_defended,1,,,,,
player,201109250cin,sfo,WhitDo20,sacks,0.0,,,,,
player,201109250cin,sfo,WhitDo20,tackles_combined,2,,,,,
player,201109250cin,sfo,WhitDo20,tackles_solo,1,,,,,
player,201109250cin,sfo,WhitDo20,tackles_assists,1,,,,,
player,201109250cin,sfo,WhitDo20,tackles_loss,0,,,,,
player,201109250cin,sfo,WhitDo20,qb_hits,0,,,,,
player,201109250cin,sfo,WhitDo20,fumbles_rec,0,,,,,
player,201109250cin,sfo,WhitDo20,fumbles_rec_yds,0,,,,,
player,201109250cin,sfo,WhitDo20,fumbles_rec_td,0,,,,,
player,201109250cin,sfo,WhitDo20,fumbles_forced,0,,,,,
player,201109250cin,sfo,CostBl20,def_int,0,,,,,
player,201109250cin,sfo,CostBl20,def_int_yds,0,,,,,
player,201109250cin,sfo,CostBl20,def_int_td,0,,,,,
player,201109250cin,sfo,CostBl20,def_int_long,0,,,,,
player,201109250cin,sfo,CostBl20,pass_defended,0,,,,,
player,201109250cin,sfo,CostBl20,sacks,0.0,,,,,
player,201109250cin,sfo,CostBl20,tackles_combined,1,,,,,
player,201109250cin,sfo,CostBl20,tackles_solo,1,,,,,
player,201109250cin,sfo,CostBl20,tackles_assists,0,,,,,
player,201109250cin,sfo,CostBl20,tackles_loss,0,,,,,
player,201109250cin,sfo,CostBl20,qb_hits,0,,,,,
player,201109250cin,sfo,CostBl20,fumbles_rec,0,,,,,
player,201109250cin,sfo,CostBl20,fumbles_rec_yds,0,,,,,
player,201109250cin,sfo,CostBl20,fumbles_rec_td,0,,,,,
player,201109250cin,sfo,CostBl20,fumbles_forced,0,,,,,
player,201109250cin,sfo,GoodTa99,def_int,0,,,,,
player,201109250cin,sfo,GoodTa99,def_int_yds,0,,,,,
player,201109250cin,sfo,GoodTa99,def_int_td,0,,,,,
player,201109250cin,sfo,GoodTa99,def_int_long,0,,,,,
player,201109250cin,sfo,GoodTa99,pass_defended,0,,,,,
player,201109250cin,sfo,GoodTa99,sacks,0.0,,,,,
player,201109250cin,sfo,GoodTa99,tackles_combined,1,,,,,
player,201109250cin,sfo,GoodTa99,tackles_solo,1,,,,,
player,201109250cin,sfo,GoodTa99,tackles_assists,0,,,,,
player,201109250cin,sfo,GoodTa99,tackles_loss,0,,,,,
player,201109250cin,sfo,GoodTa99,qb_hits,0,,,,,
player,201109250cin,sfo,GoodTa99,fumbles_rec,0,,,,,
player,201109250cin,sfo,GoodTa99,fumbles_rec_yds,0,,,,,
player,201109250cin,sfo,GoodTa99,fumbles_rec_td,0,,,,,
player,201109250cin,sfo,GoodTa99,fumbles_forced,0,,,,,
player,201109250cin,sfo,GranLa99,def_int,0,,,,,
player,201109250cin,sfo,GranLa99,def_int_yds,0,,,,,
player,201109250cin,sfo,GranLa99,def_int_td,0,,,,,
player,201109250cin,sfo,GranLa99,def_int_long,0,,,,,
player,201109250cin,sfo,GranLa99,pass_defended,0,,,,,
player,201109250cin,sfo,GranLa99,sacks,0.0,,,,,
player,201109250cin,sfo,GranLa99,tackles_combined,1,,,,,
player,201109250cin,sfo,GranLa99,tackles_solo,1,,,,,
player,201109250cin,sfo,GranLa99,tackles_assists,0,,,,,
player,201109250cin,sfo,GranLa99,tackles_loss,0,,,,,
player,201109250cin,sfo,GranLa99,qb_hits,0,,,,,
player,201109250cin,sfo,GranLa99,fumbles_rec,0,,,,,
player,201109250cin,sfo,GranLa99,fumbles_rec_yds,0,,,,,
player,201109250cin,sfo,GranLa99,fumbles_rec_td,0,,,,,
player,201109250cin,sfo,GranLa99,fumbles_forced,0,,,,,
player,201109250cin,sfo,HaraPa20,def_int,0,,,,,
player,201109250cin,sfo,HaraPa20,def_int_yds,0,,,,,
player,201109250cin,sfo,HaraPa20,def_int_td,0,,,,,
player,201109250cin,sfo,HaraPa20,def_int_long,0,,,,,
player,201109250cin,sfo,HaraPa20,pass_defended,0,,,,,
player,201109250cin,sfo,HaraPa20,sacks,0.0,,,,,
player,201109250cin,sfo,HaraPa20,tackles_combined,1,,,,,
player,201109250cin,sfo,HaraPa20,tackles_solo,0,,,,,
player,201109250cin,sfo,HaraPa20,tackles_assists,1,,,,,
player,201109250cin,sfo,HaraPa20,tackles_loss,0,,,,,
player,201109250cin,sfo,HaraPa20,qb_hits,0,,,,,
player,201109250cin,sfo,HaraPa20,fumbles_rec,0,,,,,
player,201109250cin,sfo,HaraPa20,fumbles_rec_yds,0,,,,,
player,201109250cin,sfo,HaraPa20,fumbles_rec_td,0,,,,,
player,201109250cin,sfo,HaraPa20,fumbles_forced,0,,,,,
player,201109250cin,sfo,SpenSh20,def_int,0,,,,,
player,201109250cin,sfo,SpenSh20,def_int_yds,0,,,,,
player,201109250cin,sfo,SpenSh20,def_int_td,0,,,,,
player,201109250cin,sfo,SpenSh20,def_int_long,0,,,,,
player,201109250cin,sfo,SpenSh20,pass_defended,1,,,,,
player,201109250cin,sfo,SpenSh20,sacks,0.0,,,,,
player,201109250cin,sfo,SpenSh20,tackles_combined,1,,,,,
player,201109250cin,sfo,SpenSh20,tackles_solo,0,,,,,
player,201109250cin,sfo,SpenSh20,tackles_assists,1,,,,,
player,201109250cin,sfo,SpenSh20,tackles_loss,0,,,,,
player,201109250cin,sfo,SpenSh20,qb_hits,0,,,,,
player,201109250cin,sfo,SpenSh20,fumbles_rec,0,,,,,
player,201109250cin,sfo,SpenSh20,fumbles_rec_yds,0,,,,,
player,201109250cin,sfo,SpenSh20,fumbles_rec_td,0,,,,,
player,201109250cin,sfo,SpenSh20,fumbles_forced,0,,,,,
player,201109250cin,sfo,SpilCJ99,def_int,0,,,,,
player,201109250cin,sfo,SpilCJ99,def_int_yds,0,,,,,
player,201109250cin,sfo,SpilCJ99,def_int_td,0,,,,,
player,201109250cin,sfo,SpilCJ99,def_int_long,0,,,,,
player,201109250cin,sfo,SpilCJ99,pass_defended,0,,,,,
player,201109250cin,sfo,SpilCJ99,sacks,0.0,,,,,
player,201109250cin,sfo,SpilCJ99,tackles_combined,1,,,,,
player,201109250cin,sfo,SpilCJ99,tackles_solo,0,,,,,
player,201109250cin,sfo,SpilCJ99,tackles_assists,1,,,,,
player,201109250cin,sfo,SpilCJ99,tackles_loss,0,,,,,
player,201109250cin,sfo,SpilCJ99,qb_hits,0,,,,,
player,201109250cin,sfo,SpilCJ99,fumbles_rec,0,,,,,
player,201109250cin,sfo,SpilCJ99,fumbles_rec_yds,0,,,,,
player,201109250cin,sfo,SpilCJ99,fumbles_rec_td,0,,,,,
player,201109250cin,sfo,SpilCJ99,fumbles_forced,0,,,,,
player,201109250cin,sfo,WalkHu00,def_int,0,,,,,
player,201109250cin,sfo,WalkHu00,def_int_yds,0,,,,,
player,201109250cin,sfo,WalkHu00,def_int_td,0,,,,,
player,201109250cin,sfo,WalkHu00,def_int_long,0,,,,,
player,201109250cin,sfo,WalkHu00,pass_defended,0,,,,,
player,201109250cin,sfo,WalkHu00,sacks,0.0,,,,,
player,201109250cin,sfo,WalkHu00,tackles_combined,0,,,,,
player,201109250cin,sfo,WalkHu00,tackles_solo,0,,,,,
player,201109250cin,sfo,WalkHu00,tackles_assists,0,,,,,
player,201109250cin,sfo,WalkHu00,tackles_loss,0,,,,,
player,201109250cin,sfo,WalkHu00,qb_hits,0,,,,,
player,201109250cin,sfo,WalkHu00,fumbles_rec,1,,,,,
player,201109250cin,sfo,WalkHu00,fumbles_rec_yds,0,,,,,
player,201109250cin,sfo,WalkHu00,fumbles_rec_td,0,,,,,
player,201109250cin,sfo,WalkHu00,fumbles_forced,0,,,,,
player,201109250cin,cin,FaneJo20,def_int,0,,,,,
player,201109250cin,cin,FaneJo20,def_int_yds,0,,,,,
player,201109250cin,cin,FaneJo20,def_int_td,0,,,,,
player,201109250cin,cin,FaneJo20,def_int_long,0,,,,,
player,201109250cin,cin,FaneJo20,pass_defended,0,,,,,
player,201109250cin,cin,FaneJo20,sacks,2.0,,,,,
player,201109250cin,cin,FaneJo20,tackles_combined,3,,,,,
player,201109250cin,cin,FaneJo20,tackles_solo,2,,,,,
player,201109250cin,cin,FaneJo20,tackles_assists,1,,,,,
player,201109250cin,cin,FaneJo20,tackles_loss,2,,,,,
player,201109250cin,cin,FaneJo20,qb_hits,2,,,,,
player,201109250cin,cin,FaneJo20,fumbles_rec,1,,,,,
player,201109250cin,cin,FaneJo20,fumbles_rec_yds,0,,,,,
player,201109250cin,cin,FaneJo20,fumbles_rec_td,0,,,,,
player,201109250cin,cin,FaneJo20,fumbles_forced,0,,,,,
player,201109250cin,cin,AtkiGe99,def_int,0,,,,,
player,201109250cin,cin,AtkiGe99,def_int_yds,0,,,,,
player,201109250cin,cin,AtkiGe99,def_int_td,0,,,,,
player,201109250cin,cin,AtkiGe99,def_int_long,0,,,,,
player,201109250cin,cin,AtkiGe99,pass_defended,0,,,,,
player,201109250cin,cin,AtkiGe99,sacks,1.0,,,,,
player,201109250cin,cin,AtkiGe99,tackles_combined,4,,,,,
player,201109250cin,cin,AtkiGe99,tackles_solo,2,,,,,
player,201109250cin,cin,AtkiGe99,tackles_assists,2,,,,,
player,201109250cin,cin,AtkiGe99,tackles_loss,0,,,,,
player,201109250cin,cin,AtkiGe99,qb_hits,1,,,,,
player,201109250cin,cin,AtkiGe99,fumbles_rec,0,,,,,
player,201109250cin,cin,AtkiGe99,fumbles_rec_yds,0,,,,,
player,201109250cin,cin,AtkiGe99,fumbles_rec_td,0,,,,,
player,201109250cin,cin,AtkiGe99,fumbles_forced,0,,,,,
player,201109250cin,cin,RuckFr99,def_int,0,,,,,
player,201109250cin,cin,RuckFr99,def_int_yds,0,,,,,
player,201109250cin,cin,RuckFr99,def_int_td,0,,,,,
player,201109250cin,cin,RuckFr99,def_int_long,0,,,,,
player,201109250cin,cin,RuckFr99,pass_defended,0,,,,,
player,201109250cin,cin,RuckFr99,sacks,1.0,,,,,
player,201109250cin,cin,RuckFr99,tackles_combined,3,,,,,
player,201109250cin,cin,RuckFr99,tackles_solo,3,,,,,
player,201109250cin,cin,RuckFr99,tackles_assists,0,,,,,
player,201109250cin,cin,RuckFr99,tackles_loss,2,,,,,
player,201109250cin,cin,RuckFr99,qb_hits,1,,,,,
player,201109250cin,cin,RuckFr99,fumbles_rec,0,,,,,
player,201109250cin,cin,RuckFr99,fumbles_rec_yds,0,,,,,
player,201109250cin,cin,RuckFr99,fumbles_rec_td,0,,,,,
player,201109250cin,cin,RuckFr99,fumbles_forced,0,,,,,
player,201109250cin,cin,CrocCh20,def_int,0,,,,,
player,201109250cin,cin,CrocCh20,def_int_yds,0,,,,,
player,201109250cin,cin,CrocCh20,def_int_td,0,,,,,
player,201109250cin,cin,CrocCh20,def_int_long,0,,,,,
player,201109250cin,cin,CrocCh20,pass_defended,0,,,,,
player,201109250cin,cin,CrocCh20,sacks,0.5,,,,,
player,201109250cin,cin,CrocCh20,tackles_combined,5,,,,,
player,201109250cin,cin,CrocCh20,tackles_solo,3,,,,,
player,201109250cin,cin,CrocCh20,tackles_assists,2,,,,,
player,201109250cin,cin,CrocCh20,tackles_loss,0,,,,,
player,201109250cin,cin,CrocCh20,qb_hits,1,,,,,
player,201109250cin,cin,CrocCh20,fumbles_rec,0,,,,,
player,201109250cin,cin,CrocCh20,fumbles_rec_yds,0,,,,,
player,201109250cin,cin,CrocCh20,fumbles_rec_td,0,,,,,
player,201109250cin,cin,CrocCh20,fumbles_forced,0,,,,,
player,201109250cin,cin,SkutDa00,def_int,0,,,,,
player,201109250cin,cin,SkutDa00,def_int_yds,0,,,,,
player,201109250cin,cin,SkutDa00,def_int_td,0,,,,,
player,201109250cin,cin,SkutDa00,def_int_long,0,,,,,
player,201109250cin,cin,SkutDa00,pass_defended,0,,,,,
player,201109250cin,cin,SkutDa00,sacks,0.5,,,,,
player,201109250cin,cin,SkutDa00,tackles_combined,4,,,,,
player,201109250cin,cin,SkutDa00,tackles_solo,1,,,,,
player,201109250cin,cin,SkutDa00,tackles_assists,3,,,,,
player,201109250cin,cin,SkutDa00,tackles_loss,0,,,,,
player,201109250cin,cin,SkutDa00,qb_hits,1,,,,,
player,201109250cin,cin,SkutDa00,fumbles_rec,0,,,,,
player,201109250cin,cin,SkutDa00,fumbles_rec_yds,0,,,,,
player,201109250cin,cin,SkutDa00,fumbles_rec_td,0,,,,,
player,201109250cin,cin,SkutDa00,fumbles_forced,1,,,,,
player,201109250cin,cin,NelsRe99,def_int,0,,,,,
player,201109250cin,cin,NelsRe99,def_int_yds,0,,,,,
player,201109250cin,cin,NelsRe99,def_int_td,0,,,,,
player,201109250cin,cin,NelsRe99,def_int_long,0,,,,,
player,201109250cin,cin,NelsRe99,pass_defended,0,,,,,
player,201109250cin,cin,NelsRe99,sacks,0.0,,,,,
player,201109250cin,cin,NelsRe99,tackles_combined,10,,,,,
player,201109250cin,cin,NelsRe99,tackles_solo,7,,,,,
player,201109250cin,cin,NelsRe99,tackles_assists,3,,,,,
player,201109250cin,cin,NelsRe99,tackles_loss,0,,,,,
player,201109250cin,cin,NelsRe99,qb_hits,0,,,,,
player,201109250cin,cin,NelsRe99,fumbles_rec,0,,,,,
player,201109250cin,cin,NelsRe99,fumbles_rec_yds,0,,,,,
player,201109250cin,cin,NelsRe99,fumbles_rec_td,0,,,,,
player,201109250cin,cin,NelsRe99,fumbles_forced,0,,,,,
player,201109250cin,cin,MauaRe99,def_int,0,,,,,
player,201109250cin,cin,MauaRe99,def_int_yds,0,,,,,
player,201109250cin,cin,MauaRe99,def_int_td,0,,,,,
player,201109250cin,cin,MauaRe99,def_int_long,0,,,,,
player,201109250cin,cin,MauaRe99,pass_defended,0,,,,,
player,201109250cin,cin,MauaRe99,sacks,0.0,,,,,
player,201109250cin,cin,MauaRe99,tackles_combined,8,,,,,
player,201109250cin,cin,MauaRe99,tackles_solo,4,,,,,
player,201109250cin,cin,MauaRe99,tackles_assists,4,,,,,
player,201109250cin,cin,MauaRe99,tackles_loss,0,,,,,
player,201109250cin,cin,MauaRe99,qb_hits,0,,,,,
player,201109250cin,cin,MauaRe99,fumbles_rec,0,,,,,
player,201109250cin,cin,MauaRe99,fumbles_rec_yds,0,,,,,
player,201109250cin,cin,MauaRe99,fumbles_rec_td,0,,,,,
player,201109250cin,cin,MauaRe99,fumbles_forced,1,,,,,
player,201109250cin,cin,PekoDo20,def_int,0,,,,,
player,201109250cin,cin,PekoDo20,def_int_yds,0,,,,,
player,201109250cin,cin,PekoDo20,def_int_td,0,,,,,
player,201109250cin,cin,PekoDo20,def_int_long,0,,,,,
player,201109250cin,cin,PekoDo20,pass_defended,0,,,,,
player,201109250cin,cin,PekoDo20,sacks,0.0,,,,,
player,201109250cin,cin,PekoDo20,tackles_combined,8,,,,,
player,201109250cin,cin,PekoDo20,tackles_solo,4,,,,,
player,201109250cin,cin,PekoDo20,tackles_assists,4,,,,,
player,201109250cin,cin,PekoDo20,tackles_loss,1,,,,,
player,201109250cin,cin,PekoDo20,qb_hits,0,,,,,
player,201109250cin,cin,PekoDo20,fumbles_rec,0,,,,,
player,201109250cin,cin,PekoDo20,fumbles_rec_yds,0,,,,,
player,201109250cin,cin,PekoDo20,fumbles_rec_td,0,,,,,
player,201109250cin,cin,PekoDo20,fumbles_forced,1,,,,,
player,201109250cin,cin,ClemNa99,def_int,0,,,,,
player,201109250cin,cin,ClemNa99,def_int_yds,0,,,,,
player,201109250cin,cin,ClemNa99,def_int_td,0,,,,,
player,201109250cin,cin,ClemNa99,def_int_long,0,,,,,
player,201109250cin,cin,ClemNa99,pass_defended,1,,,,,
player,201109250cin,cin,ClemNa99,sacks,0.0,,,,,
player,201109250cin,cin,ClemNa99,tackles_combined,5,,,,,
player,201109250cin,cin,ClemNa99,tackles_solo,5,,,,,
player,201109250cin,cin,ClemNa99,tackles_assists,0,,,,,
player,201109250cin,cin,ClemNa99,tackles_loss,1,,,,,
player,201109250cin,cin,ClemNa99,qb_hits,0,,,,,
player,201109250cin,cin,ClemNa99,fumbles_rec,0,,,,,
player,201109250cin,cin,ClemNa99,fumbles_rec_yds,0,,,,,
player,201109250cin,cin,ClemNa99,fumbles_rec_td,0,,,,,
player,201109250cin,cin,ClemNa99,fumbles_forced,0,,,,,
player,201109250cin,cin,HowaTh20,def_int,0,,,,,
player,201109250cin,cin,HowaTh20,def_int_yds,0,,,,,
player,201109250cin,cin,HowaTh20,def_int_td,0,,,,,
player,201109250cin,cin,HowaTh20,def_int_long,0,,,,,
player,201109250cin,cin,HowaTh20,pass_defended,0,,,,,
player,201109250cin,cin,HowaTh20,sacks,0.0,,,,,
player,201109250cin,cin,HowaTh20,tackles_combined,5,,,,,
player,201109250cin,cin,HowaTh20,tackles_solo,1,,,,,
player,201109250cin,cin,HowaTh20,tackles_assists,4,,,,,
player,201109250cin,cin,HowaTh20,tackles_loss,1,,,,,
player,201109250cin,cin,HowaTh20,qb_hits,0,,,,,
player,201109250cin,cin,HowaTh20,fumbles_rec,0,,,,,
player,201109250cin,cin,HowaTh20,fumbles_rec_yds,0,,,,,
player,201109250cin,cin,HowaTh20,fumbles_rec_td,0,,,,,
player,201109250cin,cin,HowaTh20,fumbles_forced,0,,,,,
player,201109250cin,cin,HallLe98,def_int,0,,,,,
player,201109250cin,cin,HallLe98,def_int_yds,0,,,,,
player,201109250cin,cin,HallLe98,def_int_td,0,,,,,
player,201109250cin,cin,HallLe98,def_int_long,0,,,,,
player,201109250cin,cin,HallLe98,pass_defended,0,,,,,
player,201109250cin,cin,HallLe98,sacks,0.0,,,,,
player,201109250cin,cin,HallLe98,tackles_combined,4,,,,,
player,201109250cin,cin,HallLe98,tackles_solo,3,,,,,
player,201109250cin,cin,HallLe98,tackles_assists,1,,,,,
player,201109250cin,cin,HallLe98,tackles_loss,0,,,,,
player,201109250cin,cin,HallLe98,qb_hits,0,,,,,
player,201109250cin,cin,HallLe98,fumbles_rec,0,,,,,
player,201109250cin,cin,HallLe98,fumbles_rec_yds,0,,,,,
player,201109250cin,cin,HallLe98,fumbles_rec_td,0,,,,,
player,201109250cin,cin,HallLe98,fumbles_forced,0,,,,,
player,201109250cin,cin,LawsMa20,def_int,0,,,,,
player,201109250cin,cin,LawsMa20,def_int_yds,0,,,,,
player,201109250cin,cin,LawsMa20,def_int_td,0,,,,,
player,201109250cin,cin,LawsMa20,def_int_long,0,,,,,
player,201109250cin,cin,LawsMa20,pass_defended,0,,,,,
player,201109250cin,cin,LawsMa20,sacks,0.0,,,,,
player,201109250cin,cin,LawsMa20,tackles_combined,4,,,,,
player,201109250cin,cin,LawsMa20,tackles_solo,1,,,,,
player,201109250cin,cin,LawsMa20,tackles_assists,3,,,,,
player,201109250cin,cin,LawsMa20,tackles_loss,0,,,,,
player,201109250cin,cin,LawsMa20,qb_hits,0,,,,,
player,201109250cin,cin,LawsMa20,fumbles_rec,0,,,,,
player,201109250cin,cin,LawsMa20,fumbles_rec_yds,0,,,,,
player,201109250cin,cin,LawsMa20,fumbles_rec_td,0,,,,,
player,201109250cin,cin,LawsMa20,fumbles_forced,0,,,,,
player,201109250cin,cin,SimsPa99,def_int,0,,,,,
player,201109250cin,cin,SimsPa99,def_int_yds,0,,,,,
player,201109250cin,cin,SimsPa99,def_int_td,0,,,,,
player,201109250cin,cin,SimsPa99,def_int_long,0,,,,,
player,201109250cin,cin,SimsPa99,pass_defended,0,,,,,
player,201109250cin,cin,SimsPa99,sacks,0.0,,,,,
player,201109250cin,cin,SimsPa99,tackles_combined,3,,,,,
player,201109250cin,cin,SimsPa99,tackles_solo,2,,,,,
player,201109250cin,cin,SimsPa99,tackles_assists,1,,,,,
player,201109250cin,cin,SimsPa99,tackles_loss,1,,,,,
player,201109250cin,cin,SimsPa99,qb_hits,0,,,,,
player,201109250cin,cin,SimsPa99,fumbles_rec,0,,,,,
player,201109250cin,cin,SimsPa99,fumbles_rec_yds,0,,,,,
player,201109250cin,cin,SimsPa99,fumbles_rec_td,0,,,,,
player,201109250cin,cin,SimsPa99,fumbles_forced,0,,,,,
player,201109250cin,cin,JohnMi98,def_int,0,,,,,
player,201109250cin,cin,JohnMi98,def_int_yds,0,,,,,
player,201109250cin,cin,JohnMi98,def_int_td,0,,,,,
player,201109250cin,cin,JohnMi98,def_int_long,0,,,,,
player,201109250cin,cin,JohnMi98,pass_defended,0,,,,,
player,201109250cin,cin,JohnMi98,sacks,0.0,,,,,
player,201109250cin,cin,JohnMi98,tackles_combined,2,,,,,
player,201109250cin,cin,JohnMi98,tackles_solo,2,,,,,
player,201109250cin,cin,JohnMi98,tackles_assists,0,,,,,
player,201109250cin,cin,JohnMi98,tackles_loss,0,,,,,
player,201109250cin,cin,JohnMi98,qb_hits,1,,,,,
player,201109250cin,cin,JohnMi98,fumbles_rec,0,,,,,
player,201109250cin,cin,JohnMi98,fumbles_rec_yds,0,,,,,
player,201109250cin,cin,JohnMi98,fumbles_rec_td,0,,,,,
player,201109250cin,cin,JohnMi98,fumbles_forced,0,,,,,
player,201109250cin,cin,DunlCa99,def_int,0,,,,,
player,201109250cin,cin,DunlCa99,def_int_yds,0,,,,,
player,201109250cin,cin,DunlCa99,def_int_td,0,,,,,
player,201109250cin,cin,DunlCa99,def_int_long,0,,,,,
player,201109250cin,cin,DunlCa99,pass_defended,0,,,,,
player,201109250cin,cin,DunlCa99,sacks,0.0,,,,,
player,201109250cin,cin,DunlCa99,tackles_combined,1,,,,,
player,201109250cin,cin,DunlCa99,tackles_solo,0,,,,,
player,201109250cin,cin,DunlCa99,tackles_assists,1,,,,,
player,201109250cin,cin,DunlCa99,tackles_loss,0,,,,,
player,201109250cin,cin,DunlCa99,qb_hits,1,,,,,
player,201109250cin,cin,DunlCa99,fumbles_rec,0,,,,,
