game,2011,1,20110911,201109110sdg,min,"Minnesota Vikings",17,sdg,"San Diego Chargers",24
player,201109110sdg,min,RobiBr98,fumbles_forced,0,,,,,
player,201109110sdg,min,SanfJa99,def_int,0,,,,,
player,201109110sdg,min,SanfJa99,def_int_yds,0,,,,,
player,201109110sdg,min,SanfJa99,def_int_td,0,,,,,
player,201109110sdg,min,SanfJa99,def_int_long,0,,,,,
player,201109110sdg,min,SanfJa99,pass_defended,0,,,,,
player,201109110sdg,min,SanfJa99,sacks,0.0,,,,,
player,201109110sdg,min,SanfJa99,tackles_combined,9,,,,,
player,201109110sdg,min,SanfJa99,tackles_solo,8,,,,,
player,201109110sdg,min,SanfJa99,tackles_assists,1,,,,,
player,201109110sdg,min,SanfJa99,tackles_loss,0,,,,,
player,201109110sdg,min,SanfJa99,qb_hits,0,,,,,
player,201109110sdg,min,SanfJa99,fumbles_rec,0,,,,,
player,201109110sdg,min,SanfJa99,fumbles_rec_yds,0,,,,,
player,201109110sdg,min,SanfJa99,fumbles_rec_td,0,,,,,
player,201109110sdg,min,SanfJa99,fumbles_forced,0,,,,,
player,201109110sdg,min,GreeCh99,def_int,0,,,,,
player,201109110sdg,min,GreeCh99,def_int_yds,0,,,,,
player,201109110sdg,min,GreeCh99,def_int_td,0,,,,,
player,201109110sdg,min,GreeCh99,def_int_long,0,,,,,
player,201109110sdg,min,GreeCh99,pass_defended,0,,,,,
player,201109110sdg,min,GreeCh99,sacks,0.0,,,,,
player,201109110sdg,min,GreeCh99,tackles_combined,8,,,,,
player,201109110sdg,min,GreeCh99,tackles_solo,8,,,,,
player,201109110sdg,min,GreeCh99,tackles_assists,0,,,,,
player,201109110sdg,min,GreeCh99,tackles_loss,2,,,,,
player,201109110sdg,min,GreeCh99,qb_hits,0,,,,,
player,201109110sdg,min,GreeCh99,fumbles_rec,0,,,,,
player,201109110sdg,min,GreeCh99,fumbles_rec_yds,0,,,,,
player,201109110sdg,min,GreeCh99,fumbles_rec_td,0,,,,,
player,201109110sdg,min,GreeCh99,fumbles_forced,0,,,,,
player,201109110sdg,min,AbduHu99,def_int,0,,,,,
player,201109110sdg,min,AbduHu99,def_int_yds,0,,,,,
player,201109110sdg,min,AbduHu99,def_int_td,0,,,,,
player,201109110sdg,min,AbduHu99,def_int_long,0,,,,,
player,201109110sdg,min,AbduHu99,pass_defended,1,,,,,
player,201109110sdg,min,AbduHu99,sacks,0.0,,,,,
player,201109110sdg,min,AbduHu99,tackles_combined,6,,,,,
player,201109110sdg,min,AbduHu99,tackles_solo,6,,,,,
player,201109110sdg,min,AbduHu99,tackles_assists,0,,,,,
player,201109110sdg,min,AbduHu99,tackles_loss,0,,,,,
player,201109110sdg,min,AbduHu99,qb_hits,0,,,,,
player,201109110sdg,min,AbduHu99,fumbles_rec,0,,,,,
player,201109110sdg,min,AbduHu99,fumbles_rec_yds,0,,,,,
player,201109110sdg,min,AbduHu99,fumbles_rec_td,0,,,,,
player,201109110sdg,min,AbduHu99,fumbles_forced,0,,,,,
player,201109110sdg,min,GrifCe20,def_int,0,,,,,
player,201109110sdg,min,GrifCe20,def_int_yds,0,,,,,
player,201109110sdg,min,GrifCe20,def_int_td,0,,,,,
player,201109110sdg,min,GrifCe20,def_int_long,0,,,,,
player,201109110sdg,min,GrifCe20,pass_defended,1,,,,,
player,201109110sdg,min,GrifCe20,sacks,0.0,,,,,
player,201109110sdg,min,GrifCe20,tackles_combined,6,,,,,
player,201109110sdg,min,GrifCe20,tackles_solo,5,,,,,
player,201109110sdg,min,GrifCe20,tackles_assists,1,,,,,
player,201109110sdg,min,GrifCe20,tackles_loss,0,,,,,
player,201109110sdg,min,GrifCe20,qb_hits,0,,,,,
player,201109110sdg,min,GrifCe20,fumbles_rec,0,,,,,
player,201109110sdg,min,GrifCe20,fumbles_rec_yds,0,,,,,
player,201109110sdg,min,GrifCe20,fumbles_rec_td,0,,,,,
player,201109110sdg,min,GrifCe20,fumbles_forced,0,,,,,
player,201109110sdg,min,CookCh99,def_int,0,,,,,
player,201109110sdg,min,CookCh99,def_int_yds,0,,,,,
player,201109110sdg,min,CookCh99,def_int_td,0,,,,,
player,201109110sdg,min,CookCh99,def_int_long,0,,,,,
player,201109110sdg,min,CookCh99,pass_defended,0,,,,,
player,201109110sdg,min,CookCh99,sacks,0.0,,,,,
player,201109110sdg,min,CookCh99,tackles_combined,5,,,,,
player,201109110sdg,min,CookCh99,tackles_solo,5,,,,,
player,201109110sdg,min,CookCh99,tackles_assists,0,,,,,
player,201109110sdg,min,CookCh99,tackles_loss,0,,,,,
player,201109110sdg,min,CookCh99,qb_hits,0,,,,,
player,201109110sdg,min,CookCh99,fumbles_rec,0,,,,,
player,201109110sdg,min,CookCh99,fumbles_rec_yds,0,,,,,
player,201109110sdg,min,CookCh99,fumbles_rec_td,0,,,,,
player,201109110sdg,min,CookCh99,fumbles_forced,0,,,,,
player,201109110sdg,min,GuioLe99,def_int,0,,,,,
player,201109110sdg,min,GuioLe99,def_int_yds,0,,,,,
player,201109110sdg,min,GuioLe99,def_int_td,0,,,,,
player,201109110sdg,min,GuioLe99,def_int_long,0,,,,,
player,201109110sdg,min,GuioLe99,pass_defended,0,,,,,
player,201109110sdg,min,GuioLe99,sacks,0.0,,,,,
player,201109110sdg,min,GuioLe99,tackles_combined,4,,,,,
player,201109110sdg,min,GuioLe99,tackles_solo,1,,,,,
player,201109110sdg,min,GuioLe99,tackles_assists,3,,,,,
player,201109110sdg,min,GuioLe99,tackles_loss,0,,,,,
player,201109110sdg,min,GuioLe99,qb_hits,0,,,,,
player,201109110sdg,min,GuioLe99,fumbles_rec,0,,,,,
player,201109110sdg,min,GuioLe99,fumbles_rec_yds,0,,,,,
player,201109110sdg,min,GuioLe99,fumbles_rec_td,0,,,,,
player,201109110sdg,min,GuioLe99,fumbles_forced,0,,,,,
player,201109110sdg,min,HendE.20,def_int,0,,,,,
player,201109110sdg,min,HendE.20,def_int_yds,0,,,,,
player,201109110sdg,min,HendE.20,def_int_td,0,,,,,
player,201109110sdg,min,HendE.20,def_int_long,0,,,,,
player,201109110sdg,min,HendE.20,pass_defended,1,,,,,
player,201109110sdg,min,HendE.20,sacks,0.0,,,,,
player,201109110sdg,min,HendE.20,tackles_combined,4,,,,,
player,201109110sdg,min,HendE.20,tackles_solo,2,,,,,
player,201109110sdg,min,HendE.20,tackles_assists,2,,,,,
player,201109110sdg,min,HendE.20,tackles_loss,0,,,,,
player,201109110sdg,min,HendE.20,qb_hits,1,,,,,
player,201109110sdg,min,HendE.20,fumbles_rec,0,,,,,
player,201109110sdg,min,HendE.20,fumbles_rec_yds,0,,,,,
player,201109110sdg,min,HendE.20,fumbles_rec_td,0,,,,,
player,201109110sdg,min,HendE.20,fumbles_forced,0,,,,,
player,201109110sdg,min,AwasAd20,def_int,0,,,,,
player,201109110sdg,min,AwasAd20,def_int_yds,0,,,,,
player,201109110sdg,min,AwasAd20,def_int_td,0,,,,,
player,201109110sdg,min,AwasAd20,def_int_long,0,,,,,
player,201109110sdg,min,AwasAd20,pass_defended,0,,,,,
player,201109110sdg,min,AwasAd20,sacks,0.0,,,,,
player,201109110sdg,min,AwasAd20,tackles_combined,3,,,,,
player,201109110sdg,min,AwasAd20,tackles_solo,1,,,,,
player,201109110sdg,min,AwasAd20,tackles_assists,2,,,,,
player,201109110sdg,min,AwasAd20,tackles_loss,0,,,,,
player,201109110sdg,min,AwasAd20,qb_hits,0,,,,,
player,201109110sdg,min,AwasAd20,fumbles_rec,0,,,,,
player,201109110sdg,min,AwasAd20,fumbles_rec_yds,0,,,,,
player,201109110sdg,min,AwasAd20,fumbles_rec_td,0,,,,,
player,201109110sdg,min,AwasAd20,fumbles_forced,0,,,,,
player,201109110sdg,min,FramEr99,def_int,0,,,,,
player,201109110sdg,min,FramEr99,def_int_yds,0,,,,,
player,201109110sdg,min,FramEr99,def_int_td,0,,,,,
player,201109110sdg,min,FramEr99,def_int_long,0,,,,,
player,201109110sdg,min,FramEr99,pass_defended,0,,,,,
player,201109110sdg,min,FramEr99,sacks,0.0,,,,,
player,201109110sdg,min,FramEr99,tackles_combined,3,,,,,
player,201109110sdg,min,FramEr99,tackles_solo,3,,,,,
player,201109110sdg,min,FramEr99,tackles_assists,0,,,,,
player,201109110sdg,min,FramEr99,tackles_loss,0,,,,,
player,201109110sdg,min,FramEr99,qb_hits,0,,,,,
player,201109110sdg,min,FramEr99,fumbles_rec,0,,,,,
player,201109110sdg,min,FramEr99,fumbles_rec_yds,0,,,,,
player,201109110sdg,min,FramEr99,fumbles_rec_td,0,,,,,
player,201109110sdg,min,FramEr99,fumbles_forced,0,,,,,
player,201109110sdg,min,JohnTy99,def_int,0,,,,,
player,201109110sdg,min,JohnTy99,def_int_yds,0,,,,,
player,201109110sdg,min,JohnTy99,def_int_td,0,,,,,
player,201109110sdg,min,JohnTy99,def_int_long,0,,,,,
player,201109110sdg,min,JohnTy99,pass_defended,0,,,,,
player,201109110sdg,min,JohnTy99,sacks,0.0,,,,,
player,201109110sdg,min,JohnTy99,tackles_combined,3,,,,,
player,201109110sdg,min,JohnTy99,tackles_solo,3,,,,,
player,201109110sdg,min,JohnTy99,tackles_assists,0,,,,,
player,201109110sdg,min,JohnTy99,tackles_loss,0,,,,,
player,201109110sdg,min,JohnTy99,qb_hits,0,,,,,
player,201109110sdg,min,JohnTy99,fumbles_rec,0,,,,,
player,201109110sdg,min,JohnTy99,fumbles_rec_yds,0,,,,,
player,201109110sdg,min,JohnTy99,fumbles_rec_td,0,,,,,
player,201109110sdg,min,JohnTy99,fumbles_forced,0,,,,,
player,201109110sdg,min,DeanLa00,def_int,0,,,,,
player,201109110sdg,min,DeanLa00,def_int_yds,0,,,,,
player,201109110sdg,min,DeanLa00,def_int_td,0,,,,,
player,201109110sdg,min,DeanLa00,def_int_long,0,,,,,
player,201109110sdg,min,DeanLa00,pass_defended,0,,,,,
player,201109110sdg,min,DeanLa00,sacks,0.0,,,,,
player,201109110sdg,min,DeanLa00,tackles_combined,2,,,,,
player,201109110sdg,min,DeanLa00,tackles_solo,2,,,,,
player,201109110sdg,min,DeanLa00,tackles_assists,0,,,,,
player,201109110sdg,min,DeanLa00,tackles_loss,0,,,,,
player,201109110sdg,min,DeanLa00,qb_hits,0,,,,,
player,201109110sdg,min,DeanLa00,fumbles_rec,0,,,,,
player,201109110sdg,min,DeanLa00,fumbles_rec_yds,0,,,,,
player,201109110sdg,min,DeanLa00,fumbles_rec_td,0,,,,,
player,201109110sdg,min,DeanLa00,fumbles_forced,0,,,,,
player,201109110sdg,min,EvanFr21,def_int,0,,,,,
player,201109110sdg,min,EvanFr21,def_int_yds,0,,,,,
player,201109110sdg,min,EvanFr21,def_int_td,0,,,,,
player,201109110sdg,min,EvanFr21,def_int_long,0,,,,,
player,201109110sdg,min,EvanFr21,pass_defended,0,,,,,
player,201109110sdg,min,EvanFr21,sacks,0.0,,,,,
player,201109110sdg,min,EvanFr21,tackles_combined,2,,,,,
player,201109110sdg,min,EvanFr21,tackles_solo,1,,,,,
player,201109110sdg,min,EvanFr21,tackles_assists,1,,,,,
player,201109110sdg,min,EvanFr21,tackles_loss,0,,,,,
player,201109110sdg,min,EvanFr21,qb_hits,0,,,,,
player,201109110sdg,min,EvanFr21,fumbles_rec,0,,,,,
player,201109110sdg,min,EvanFr21,fumbles_rec_yds,0,,,,,
player,201109110sdg,min,EvanFr21,fumbles_rec_td,0,,,,,
player,201109110sdg,min,EvanFr21,fumbles_forced,0,,,,,
player,201109110sdg,min,GrifEv99,def_int,0,,,,,
player,201109110sdg,min,GrifEv99,def_int_yds,0,,,,,
player,201109110sdg,min,GrifEv99,def_int_td,0,,,,,
player,201109110sdg,min,GrifEv99,def_int_long,0,,,,,
player,201109110sdg,min,GrifEv99,pass_defended,0,,,,,
player,201109110sdg,min,GrifEv99,sacks,0.0,,,,,
player,201109110sdg,min,GrifEv99,tackles_combined,1,,,,,
player,201109110sdg,min,GrifEv99,tackles_solo,1,,,,,
player,201109110sdg,min,GrifEv99,tackles_assists,0,,,,,
player,201109110sdg,min,GrifEv99,tackles_loss,0,,,,,
player,201109110sdg,min,GrifEv99,qb_hits,0,,,,,
player,201109110sdg,min,GrifEv99,fumbles_rec,0,,,,,
player,201109110sdg,min,GrifEv99,fumbles_rec_yds,0,,,,,
player,201109110sdg,min,GrifEv99,fumbles_rec_td,0,,,,,
player,201109110sdg,min,GrifEv99,fumbles_forced,0,,,,,
player,201109110sdg,sdg,PhilSh20,def_int,1,,,,,
player,201109110sdg,sdg,PhilSh20,def_int_yds,0,,,,,
player,201109110sdg,sdg,PhilSh20,def_int_td,0,,,,,
player,201109110sdg,sdg,PhilSh20,def_int_long,0,,,,,
player,201109110sdg,sdg,PhilSh20,pass_defended,1,,,,,
player,201109110sdg,sdg,PhilSh20,sacks,0.0,,,,,
player,201109110sdg,sdg,PhilSh20,tackles_combined,3,,,,,
player,201109110sdg,sdg,PhilSh20,tackles_solo,2,,,,,
player,201109110sdg,sdg,PhilSh20,tackles_assists,1,,,,,
player,201109110sdg,sdg,PhilSh20,tackles_loss,0,,,,,
player,201109110sdg,sdg,PhilSh20,qb_hits,0,,,,,
player,201109110sdg,sdg,PhilSh20,fumbles_rec,0,,,,,
player,201109110sdg,sdg,PhilSh20,fumbles_rec_yds,0,,,,,
player,201109110sdg,sdg,PhilSh20,fumbles_rec_td,0,,,,,
player,201109110sdg,sdg,PhilSh20,fumbles_forced,0,,,,,
player,201109110sdg,sdg,GaraAn20,def_int,0,,,,,
player,201109110sdg,sdg,GaraAn20,def_int_yds,0,,,,,
player,201109110sdg,sdg,GaraAn20,def_int_td,0,,,,,
player,201109110sdg,sdg,GaraAn20,def_int_long,0,,,,,
player,201109110sdg,sdg,GaraAn20,pass_defended,0,,,,,
player,201109110sdg,sdg,GaraAn20,sacks,1.0,,,,,
player,201109110sdg,sdg,GaraAn20,tackles_combined,4,,,,,
player,201109110sdg,sdg,GaraAn20,tackles_solo,2,,,,,
player,201109110sdg,sdg,GaraAn20,tackles_assists,2,,,,,
player,201109110sdg,sdg,GaraAn20,tackles_loss,1,,,,,
player,201109110sdg,sdg,GaraAn20,qb_hits,1,,,,,
player,201109110sdg,sdg,GaraAn20,fumbles_rec,0,,,,,
player,201109110sdg,sdg,GaraAn20,fumbles_rec_yds,0,,,,,
player,201109110sdg,sdg,GaraAn20,fumbles_rec_td,0,,,,,
player,201109110sdg,sdg,GaraAn20,fumbles_forced,0,,,,,
player,201109110sdg,sdg,BarnAn99,def_int,0,,,,,
player,201109110sdg,sdg,BarnAn99,def_int_yds,0,,,,,
player,201109110sdg,sdg,BarnAn99,def_int_td,0,,,,,
player,201109110sdg,sdg,BarnAn99,def_int_long,0,,,,,
player,201109110sdg,sdg,BarnAn99,pass_defended,0,,,,,
player,201109110sdg,sdg,BarnAn99,sacks,1.0,,,,,
player,201109110sdg,sdg,BarnAn99,tackles_combined,2,,,,,
player,201109110sdg,sdg,BarnAn99,tackles_solo,2,,,,,
player,201109110sdg,sdg,BarnAn99,tackles_assists,0,,,,,
player,201109110sdg,sdg,BarnAn99,tackles_loss,1,,,,,
player,201109110sdg,sdg,BarnAn99,qb_hits,1,,,,,
player,201109110sdg,sdg,BarnAn99,fumbles_rec,0,,,,,
player,201109110sdg,sdg,BarnAn99,fumbles_rec_yds,0,,,,,
player,201109110sdg,sdg,BarnAn99,fumbles_rec_td,0,,,,,
player,201109110sdg,sdg,BarnAn99,fumbles_forced,0,,,,,
player,201109110sdg,sdg,SpikTa00,def_int,0,,,,,
player,201109110sdg,sdg,SpikTa00,def_int_yds,0,,,,,
player,201109110sdg,sdg,SpikTa00,def_int_td,0,,,,,
player,201109110sdg,sdg,SpikTa00,def_int_long,0,,,,,
player,201109110sdg,sdg,SpikTa00,pass_defended,0,,,,,
player,201109110sdg,sdg,SpikTa00,sacks,0.0,,,,,
player,201109110sdg,sdg,SpikTa00,tackles_combined,11,,,,,
player,201109110sdg,sdg,SpikTa00,tackles_solo,5,,,,,
player,201109110sdg,sdg,SpikTa00,tackles_assists,6,,,,,
player,201109110sdg,sdg,SpikTa00,tackles_loss,0,,,,,
player,201109110sdg,sdg,SpikTa00,qb_hits,0,,,,,
player,201109110sdg,sdg,SpikTa00,fumbles_rec,0,,,,,
player,201109110sdg,sdg,SpikTa00,fumbles_rec_yds,0,,,,,
player,201109110sdg,sdg,SpikTa00,fumbles_rec_td,0,,,,,
player,201109110sdg,sdg,SpikTa00,fumbles_forced,0,,,,,
player,201109110sdg,sdg,ButlDo99,def_int,0,,,,,
player,201109110sdg,sdg,ButlDo99,def_int_yds,0,,,,,
player,201109110sdg,sdg,ButlDo99,def_int_td,0,,,,,
player,201109110sdg,sdg,ButlDo99,def_int_long,0,,,,,
player,201109110sdg,sdg,ButlDo99,pass_defended,0,,,,,
player,201109110sdg,sdg,ButlDo99,sacks,0.0,,,,,
player,201109110sdg,sdg,ButlDo99,tackles_combined,6,,,,,
player,201109110sdg,sdg,ButlDo99,tackles_solo,5,,,,,
player,201109110sdg,sdg,ButlDo99,tackles_assists,1,,,,,
player,201109110sdg,sdg,ButlDo99,tackles_loss,1,,,,,
player,201109110sdg,sdg,ButlDo99,qb_hits,0,,,,,
player,201109110sdg,sdg,ButlDo99,fumbles_rec,0,,,,,
player,201109110sdg,sdg,ButlDo99,fumbles_rec_yds,0,,,,,
player,201109110sdg,sdg,ButlDo99,fumbles_rec_td,0,,,,,
player,201109110sdg,sdg,ButlDo99,fumbles_forced,0,,,,,
player,201109110sdg,sdg,SandBo99,def_int,0,,,,,
player,201109110sdg,sdg,SandBo99,def_int_yds,0,,,,,
player,201109110sdg,sdg,SandBo99,def_int_td,0,,,,,
player,201109110sdg,sdg,SandBo99,def_int_long,0,,,,,
player,201109110sdg,sdg,SandBo99,pass_defended,0,,,,,
player,201109110sdg,sdg,SandBo99,sacks,0.0,,,,,
player,201109110sdg,sdg,SandBo99,tackles_combined,6,,,,,
player,201109110sdg,sdg,SandBo99,tackles_solo,3,,,,,
player,201109110sdg,sdg,SandBo99,tackles_assists,3,,,,,
player,201109110sdg,sdg,SandBo99,tackles_loss,0,,,,,
player,201109110sdg,sdg,SandBo99,qb_hits,0,,,,,
player,201109110sdg,sdg,SandBo99,fumbles_rec,0,,,,,
player,201109110sdg,sdg,SandBo99,fumbles_rec_yds,0,,,,,
player,201109110sdg,sdg,SandBo99,fumbles_rec_td,0,,,,,
player,201109110sdg,sdg,SandBo99,fumbles_forced,0,,,,,
player,201109110sdg,sdg,WeddEr99,def_int,0,,,,,
player,201109110sdg,sdg,WeddEr99,def_int_yds,0,,,,,
player,201109110sdg,sdg,WeddEr99,def_int_td,0,,,,,
player,201109110sdg,sdg,WeddEr99,def_int_long,0,,,,,
player,201109110sdg,sdg,WeddEr99,pass_defended,0,,,,,
player,201109110sdg,sdg,WeddEr99,sacks,0.0,,,,,
player,201109110sdg,sdg,WeddEr99,tackles_combined,4,,,,,
player,201109110sdg,sdg,WeddEr99,tackles_solo,3,,,,,
player,201109110sdg,sdg,WeddEr99,tackles_assists,1,,,,,
player,201109110sdg,sdg,WeddEr99,tackles_loss,0,,,,,
player,201109110sdg,sdg,WeddEr99,qb_hits,0,,,,,
player,201109110sdg,sdg,WeddEr99,fumbles_rec,0,,,,,
player,201109110sdg,sdg,WeddEr99,fumbles_rec_yds,0,,,,,
player,201109110sdg,sdg,WeddEr99,fumbles_rec_td,0,,,,,
player,201109110sdg,sdg,WeddEr99,fumbles_forced,0,,,,,
player,201109110sdg,sdg,JammQu20,def_int,0,,,,,
player,201109110sdg,sdg,JammQu20,def_int_yds,0,,,,,
player,201109110sdg,sdg,JammQu20,def_int_td,0,,,,,
player,201109110sdg,sdg,JammQu20,def_int_long,0,,,,,
player,201109110sdg,sdg,JammQu20,pass_defended,0,,,,,
player,201109110sdg,sdg,JammQu20,sacks,0.0,,,,,
player,201109110sdg,sdg,JammQu20,tackles_combined,3,,,,,
player,201109110sdg,sdg,JammQu20,tackles_solo,3,,,,,
player,201109110sdg,sdg,JammQu20,tackles_assists,0,,,,,
player,201109110sdg,sdg,JammQu20,tackles_loss,0,,,,,
player,201109110sdg,sdg,JammQu20,qb_hits,0,,,,,
player,201109110sdg,sdg,JammQu20,fumbles_rec,0,,,,,
player,201109110sdg,sdg,JammQu20,fumbles_rec_yds,0,,,,,
player,201109110sdg,sdg,JammQu20,fumbles_rec_td,0,,,,,
player,201109110sdg,sdg,JammQu20,fumbles_forced,0,,,,,
player,201109110sdg,sdg,CasoAn99,def_int,0,,,,,
player,201109110sdg,sdg,CasoAn99,def_int_yds,0,,,,,
player,201109110sdg,sdg,CasoAn99,def_int_td,0,,,,,
player,201109110sdg,sdg,CasoAn99,def_int_long,0,,,,,
player,201109110sdg,sdg,CasoAn99,pass_defended,3,,,,,
player,201109110sdg,sdg,CasoAn99,sacks,0.0,,,,,
player,201109110sdg,sdg,CasoAn99,tackles_combined,2,,,,,
player,201109110sdg,sdg,CasoAn99,tackles_solo,2,,,,,
player,201109110sdg,sdg,CasoAn99,tackles_assists,0,,,,,
player,201109110sdg,sdg,CasoAn99,tackles_loss,0,,,,,
player,201109110sdg,sdg,CasoAn99,qb_hits,0,,,,,
player,201109110sdg,sdg,CasoAn99,fumbles_rec,0,,,,,
player,201109110sdg,sdg,CasoAn99,fumbles_rec_yds,0,,,,,
player,201109110sdg,sdg,CasoAn99,fumbles_rec_td,0,,,,,
player,201109110sdg,sdg,CasoAn99,fumbles_forced,0,,,,,
player,201109110sdg,sdg,HestJa00,def_int,0,,,,,
player,201109110sdg,sdg,HestJa00,def_int_yds,0,,,,,
player,201109110sdg,sdg,HestJa00,def_int_td,0,,,,,
player,201109110sdg,sdg,HestJa00,def_int_long,0,,,,,
player,201109110sdg,sdg,HestJa00,pass_defended,0,,,,,
player,201109110sdg,sdg,HestJa00,sacks,0.0,,,,,
player,201109110sdg,sdg,HestJa00,tackles_combined,2,,,,,
player,201109110sdg,sdg,HestJa00,tackles_solo,2,,,,,
player,201109110sdg,sdg,HestJa00,tackles_assists,0,,,,,
player,201109110sdg,sdg,HestJa00,tackles_loss,0,,,,,
player,201109110sdg,sdg,HestJa00,qb_hits,0,,,,,
player,201109110sdg,sdg,HestJa00,fumbles_rec,0,,,,,
player,201109110sdg,sdg,HestJa00,fumbles_rec_yds,0,,,,,
player,201109110sdg,sdg,HestJa00,fumbles_rec_td,0,,,,,
player,201109110sdg,sdg,HestJa00,fumbles_forced,0,,,,,
player,201109110sdg,sdg,LiugCo00,def_int,0,,,,,
player,201109110sdg,sdg,LiugCo00,def_int_yds,0,,,,,
player,201109110sdg,sdg,LiugCo00,def_int_td,0,,,,,
player,201109110sdg,sdg,LiugCo00,def_int_long,0,,,,,
player,201109110sdg,sdg,LiugCo00,pass_defended,0,,,,,
player,201109110sdg,sdg,LiugCo00,sacks,0.0,,,,,
player,201109110sdg,sdg,LiugCo00,tackles_combined,2,,,,,
player,201109110sdg,sdg,LiugCo00,tackles_solo,1,,,,,
player,201109110sdg,sdg,LiugCo00,tackles_assists,1,,,,,
player,201109110sdg,sdg,LiugCo00,tackles_loss,1,,,,,
player,201109110sdg,sdg,LiugCo00,qb_hits,0,,,,,
player,201109110sdg,sdg,LiugCo00,fumbles_rec,0,,,,,
player,201109110sdg,sdg,LiugCo00,fumbles_rec_yds,0,,,,,
player,201109110sdg,sdg,LiugCo00,fumbles_rec_td,0,,,,,
player,201109110sdg,sdg,LiugCo00,fumbles_forced,0,,,,,
player,201109110sdg,sdg,StucDa20,def_int,0,,,,,
player,201109110sdg,sdg,StucDa20,def_int_yds,0,,,,,
player,201109110sdg,sdg,StucDa20,def_int_td,0,,,,,
player,201109110sdg,sdg,StucDa20,def_int_long,0,,,,,
player,201109110sdg,sdg,StucDa20,pass_defended,0,,,,,
player,201109110sdg,sdg,StucDa20,sacks,0.0,,,,,
player,201109110sdg,sdg,StucDa20,tackles_combined,2,,,,,
player,201109110sdg,sdg,StucDa20,tackles_solo,2,,,,,
player,201109110sdg,sdg,StucDa20,tackles_assists,0,,,,,
player,201109110sdg,sdg,StucDa20,tackles_loss,0,,,,,
player,201109110sdg,sdg,StucDa20,qb_hits,0,,,,,
player,201109110sdg,sdg,StucDa20,fumbles_rec,0,,,,,
player,201109110sdg,sdg,StucDa20,fumbles_rec_yds,0,,,,,
player,201109110sdg,sdg,StucDa20,fumbles_rec_td,0,,,,,
player,201109110sdg,sdg,StucDa20,fumbles_forced,0,,,,,
player,201109110sdg,sdg,CastLu20,def_int,0,,,,,
player,201109110sdg,sdg,CastLu20,def_int_yds,0,,,,,
player,201109110sdg,sdg,CastLu20,def_int_td,0,,,,,
player,201109110sdg,sdg,CastLu20,def_int_long,0,,,,,
player,201109110sdg,sdg,CastLu20,pass_defended,0,,,,,
player,201109110sdg,sdg,CastLu20,sacks,0.0,,,,,
player,201109110sdg,sdg,CastLu20,tackles_combined,1,,,,,
player,201109110sdg,sdg,CastLu20,tackles_solo,1,,,,,
player,201109110sdg,sdg,CastLu20,tackles_assists,0,,,,,
player,201109110sdg,sdg,CastLu20,tackles_loss,0,,,,,
player,201109110sdg,sdg,CastLu20,qb_hits,0,,,,,
player,201109110sdg,sdg,CastLu20,fumbles_rec,0,,,,,
player,201109110sdg,sdg,CastLu20,fumbles_rec_yds,0,,,,,
player,201109110sdg,sdg,CastLu20,fumbles_rec_td,0,,,,,
player,201109110sdg,sdg,CastLu20,fumbles_forced,0,,,,,
player,201109110sdg,sdg,CesaJa20,def_int,0,,,,,
player,201109110sdg,sdg,CesaJa20,def_int_yds,0,,,,,
player,201109110sdg,sdg,CesaJa20,def_int_td,0,,,,,
player,201109110sdg,sdg,CesaJa20,def_int_long,0,,,,,
player,201109110sdg,sdg,CesaJa20,pass_defended,0,,,,,
player,201109110sdg,sdg,CesaJa20,sacks,0.0,,,,,
player,201109110sdg,sdg,CesaJa20,tackles_combined,1,,,,,
player,201109110sdg,sdg,CesaJa20,tackles_solo,1,,,,,
player,201109110sdg,sdg,CesaJa20,tackles_assists,0,,,,,
player,201109110sdg,sdg,CesaJa20,tackles_loss,1,,,,,
player,201109110sdg,sdg,CesaJa20,qb_hits,0,,,,,
player,201109110sdg,sdg,CesaJa20,fumbles_rec,0,,,,,
player,201109110sdg,sdg,CesaJa20,fumbles_rec_yds,0,,,,,
player,201109110sdg,sdg,CesaJa20,fumbles_rec_td,0,,,,,
player,201109110sdg,sdg,CesaJa20,fumbles_forced,0,,,,,
player,201109110sdg,sdg,GachAn00,def_int,0,,,,,
player,201109110sdg,sdg,GachAn00,def_int_yds,0,,,,,
player,201109110sdg,sdg,GachAn00,def_int_td,0,,,,,
player,201109110sdg,sdg,GachAn00,def_int_long,0,,,,,
player,201109110sdg,sdg,GachAn00,pass_defended,0,,,,,
player,201109110sdg,sdg,GachAn00,sacks,0.0,,,,,
player,201109110sdg,sdg,GachAn00,tackles_combined,1,,,,,
player,201109110sdg,sdg,GachAn00,tackles_solo,0,,,,,
player,201109110sdg,sdg,GachAn00,tackles_assists,1,,,,,
player,201109110sdg,sdg,GachAn00,tackles_loss,0,,,,,
player,201109110sdg,sdg,GachAn00,qb_hits,0,,,,,
player,201109110sdg,sdg,GachAn00,fumbles_rec,0,,,,,
player,201109110sdg,sdg,GachAn00,fumbles_rec_yds,0,,,,,
player,201109110sdg,sdg,GachAn00,fumbles_rec_td,0,,,,,
player,201109110sdg,sdg,GachAn00,fumbles_forced,0,,,,,
player,201109110sdg,sdg,GilcMa00,def_int,0,,,,,
player,201109110sdg,sdg,GilcMa00,def_int_yds,0,,,,,
player,201109110sdg,sdg,GilcMa00,def_int_td,0,,,,,
player,201109110sdg,sdg,GilcMa00,def_int_long,0,,,,,
