game,2011,13,20111205,201112050jax,sdg,"San Diego Chargers",38,jax,"Jacksonville Jaguars",14
player,201112050jax,jax,ShorCe00,pass_long,0,,,,,
player,201112050jax,jax,ShorCe00,pass_rating,,,,,,
player,201112050jax,jax,ShorCe00,rush_att,0,,,,,
player,201112050jax,jax,ShorCe00,rush_yds,0,,,,,
player,201112050jax,jax,ShorCe00,rush_td,0,,,,,
player,201112050jax,jax,ShorCe00,rush_long,0,,,,,
player,201112050jax,jax,ShorCe00,targets,1,,,,,
player,201112050jax,jax,ShorCe00,rec,1,,,,,
player,201112050jax,jax,ShorCe00,rec_yds,5,,,,,
player,201112050jax,jax,ShorCe00,rec_td,1,,,,,
player,201112050jax,jax,ShorCe00,rec_long,5,,,,,
player,201112050jax,jax,ShorCe00,fumbles,0,,,,,
player,201112050jax,jax,ShorCe00,fumbles_lost,,,,,,
player,201112050jax,jax,OnobFe00,pass_cmp,0,,,,,
player,201112050jax,jax,OnobFe00,pass_att,0,,,,,
player,201112050jax,jax,OnobFe00,pass_yds,0,,,,,
player,201112050jax,jax,OnobFe00,pass_td,0,,,,,
player,201112050jax,jax,OnobFe00,pass_int,0,,,,,
player,201112050jax,jax,OnobFe00,pass_sacked,0,,,,,
player,201112050jax,jax,OnobFe00,pass_sacked_yds,0,,,,,
player,201112050jax,jax,OnobFe00,pass_long,0,,,,,
player,201112050jax,jax,OnobFe00,pass_rating,,,,,,
player,201112050jax,jax,OnobFe00,rush_att,0,,,,,
player,201112050jax,jax,OnobFe00,rush_yds,0,,,,,
player,201112050jax,jax,OnobFe00,rush_td,0,,,,,
player,201112050jax,jax,OnobFe00,rush_long,0,,,,,
player,201112050jax,jax,OnobFe00,targets,1,,,,,
player,201112050jax,jax,OnobFe00,rec,0,,,,,
player,201112050jax,jax,OnobFe00,rec_yds,0,,,,,
player,201112050jax,jax,OnobFe00,rec_td,0,,,,,
player,201112050jax,jax,OnobFe00,rec_long,0,,,,,
player,201112050jax,jax,OnobFe00,fumbles,0,,,,,
player,201112050jax,jax,OnobFe00,fumbles_lost,,,,,,
player,201112050jax,jax,HarrNi20,pass_cmp,0,,,,,
player,201112050jax,jax,HarrNi20,pass_att,0,,,,,
player,201112050jax,jax,HarrNi20,pass_yds,0,,,,,
player,201112050jax,jax,HarrNi20,pass_td,0,,,,,
player,201112050jax,jax,HarrNi20,pass_int,0,,,,,
player,201112050jax,jax,HarrNi20,pass_sacked,0,,,,,
player,201112050jax,jax,HarrNi20,pass_sacked_yds,0,,,,,
player,201112050jax,jax,HarrNi20,pass_long,0,,,,,
player,201112050jax,jax,HarrNi20,pass_rating,,,,,,
player,201112050jax,jax,HarrNi20,rush_att,1,,,,,
player,201112050jax,jax,HarrNi20,rush_yds,0,,,,,
player,201112050jax,jax,HarrNi20,rush_td,0,,,,,
player,201112050jax,jax,HarrNi20,rush_long,0,,,,,
player,201112050jax,jax,HarrNi20,targets,0,,,,,
player,201112050jax,jax,HarrNi20,rec,0,,,,,
player,201112050jax,jax,HarrNi20,rec_yds,0,,,,,
player,201112050jax,jax,HarrNi20,rec_td,0,,,,,
player,201112050jax,jax,HarrNi20,rec_long,0,,,,,
player,201112050jax,jax,HarrNi20,fumbles,0,,,,,
player,201112050jax,jax,HarrNi20,fumbles_lost,0,,,,,
player,201112050jax,sdg,WeddEr99,def_int,1,,,,,
player,201112050jax,sdg,WeddEr99,def_int_yds,0,,,,,
player,201112050jax,sdg,WeddEr99,def_int_td,0,,,,,
player,201112050jax,sdg,WeddEr99,def_int_long,0,,,,,
player,201112050jax,sdg,WeddEr99,pass_defended,1,,,,,
player,201112050jax,sdg,WeddEr99,sacks,0.0,,,,,
player,201112050jax,sdg,WeddEr99,tackles_combined,4,,,,,
player,201112050jax,sdg,WeddEr99,tackles_solo,4,,,,,
player,201112050jax,sdg,WeddEr99,tackles_assists,0,,,,,
player,201112050jax,sdg,WeddEr99,tackles_loss,0,,,,,
player,201112050jax,sdg,WeddEr99,qb_hits,0,,,,,
player,201112050jax,sdg,WeddEr99,fumbles_rec,0,,,,,
player,201112050jax,sdg,WeddEr99,fumbles_rec_yds,0,,,,,
player,201112050jax,sdg,WeddEr99,fumbles_rec_td,0,,,,,
player,201112050jax,sdg,WeddEr99,fumbles_forced,0,,,,,
player,201112050jax,sdg,ThomCa99,def_int,0,,,,,
player,201112050jax,sdg,ThomCa99,def_int_yds,0,,,,,
player,201112050jax,sdg,ThomCa99,def_int_td,0,,,,,
player,201112050jax,sdg,ThomCa99,def_int_long,0,,,,,
player,201112050jax,sdg,ThomCa99,pass_defended,0,,,,,
player,201112050jax,sdg,ThomCa99,sacks,1.0,,,,,
player,201112050jax,sdg,ThomCa99,tackles_combined,2,,,,,
player,201112050jax,sdg,ThomCa99,tackles_solo,1,,,,,
player,201112050jax,sdg,ThomCa99,tackles_assists,1,,,,,
player,201112050jax,sdg,ThomCa99,tackles_loss,1,,,,,
player,201112050jax,sdg,ThomCa99,qb_hits,1,,,,,
player,201112050jax,sdg,ThomCa99,fumbles_rec,0,,,,,
player,201112050jax,sdg,ThomCa99,fumbles_rec_yds,0,,,,,
player,201112050jax,sdg,ThomCa99,fumbles_rec_td,0,,,,,
player,201112050jax,sdg,ThomCa99,fumbles_forced,0,,,,,
player,201112050jax,sdg,HarrTo99,def_int,0,,,,,
player,201112050jax,sdg,HarrTo99,def_int_yds,0,,,,,
player,201112050jax,sdg,HarrTo99,def_int_td,0,,,,,
player,201112050jax,sdg,HarrTo99,def_int_long,0,,,,,
player,201112050jax,sdg,HarrTo99,pass_defended,0,,,,,
player,201112050jax,sdg,HarrTo99,sacks,1.0,,,,,
player,201112050jax,sdg,HarrTo99,tackles_combined,1,,,,,
player,201112050jax,sdg,HarrTo99,tackles_solo,1,,,,,
player,201112050jax,sdg,HarrTo99,tackles_assists,0,,,,,
player,201112050jax,sdg,HarrTo99,tackles_loss,1,,,,,
player,201112050jax,sdg,HarrTo99,qb_hits,1,,,,,
player,201112050jax,sdg,HarrTo99,fumbles_rec,0,,,,,
player,201112050jax,sdg,HarrTo99,fumbles_rec_yds,0,,,,,
player,201112050jax,sdg,HarrTo99,fumbles_rec_td,0,,,,,
player,201112050jax,sdg,HarrTo99,fumbles_forced,0,,,,,
player,201112050jax,sdg,SpikTa00,def_int,0,,,,,
player,201112050jax,sdg,SpikTa00,def_int_yds,0,,,,,
player,201112050jax,sdg,SpikTa00,def_int_td,0,,,,,
player,201112050jax,sdg,SpikTa00,def_int_long,0,,,,,
player,201112050jax,sdg,SpikTa00,pass_defended,0,,,,,
player,201112050jax,sdg,SpikTa00,sacks,0.0,,,,,
player,201112050jax,sdg,SpikTa00,tackles_combined,9,,,,,
player,201112050jax,sdg,SpikTa00,tackles_solo,6,,,,,
player,201112050jax,sdg,SpikTa00,tackles_assists,3,,,,,
player,201112050jax,sdg,SpikTa00,tackles_loss,0,,,,,
player,201112050jax,sdg,SpikTa00,qb_hits,0,,,,,
player,201112050jax,sdg,SpikTa00,fumbles_rec,0,,,,,
player,201112050jax,sdg,SpikTa00,fumbles_rec_yds,0,,,,,
player,201112050jax,sdg,SpikTa00,fumbles_rec_td,0,,,,,
player,201112050jax,sdg,SpikTa00,fumbles_forced,0,,,,,
player,201112050jax,sdg,ButlDo99,def_int,0,,,,,
player,201112050jax,sdg,ButlDo99,def_int_yds,0,,,,,
player,201112050jax,sdg,ButlDo99,def_int_td,0,,,,,
player,201112050jax,sdg,ButlDo99,def_int_long,0,,,,,
player,201112050jax,sdg,ButlDo99,pass_defended,1,,,,,
player,201112050jax,sdg,ButlDo99,sacks,0.0,,,,,
player,201112050jax,sdg,ButlDo99,tackles_combined,8,,,,,
player,201112050jax,sdg,ButlDo99,tackles_solo,6,,,,,
player,201112050jax,sdg,ButlDo99,tackles_assists,2,,,,,
player,201112050jax,sdg,ButlDo99,tackles_loss,1,,,,,
player,201112050jax,sdg,ButlDo99,qb_hits,0,,,,,
player,201112050jax,sdg,ButlDo99,fumbles_rec,0,,,,,
player,201112050jax,sdg,ButlDo99,fumbles_rec_yds,0,,,,,
player,201112050jax,sdg,ButlDo99,fumbles_rec_td,0,,,,,
player,201112050jax,sdg,ButlDo99,fumbles_forced,0,,,,,
player,201112050jax,sdg,CasoAn99,def_int,0,,,,,
player,201112050jax,sdg,CasoAn99,def_int_yds,0,,,,,
player,201112050jax,sdg,CasoAn99,def_int_td,0,,,,,
player,201112050jax,sdg,CasoAn99,def_int_long,0,,,,,
player,201112050jax,sdg,CasoAn99,pass_defended,1,,,,,
player,201112050jax,sdg,CasoAn99,sacks,0.0,,,,,
player,201112050jax,sdg,CasoAn99,tackles_combined,6,,,,,
player,201112050jax,sdg,CasoAn99,tackles_solo,5,,,,,
player,201112050jax,sdg,CasoAn99,tackles_assists,1,,,,,
player,201112050jax,sdg,CasoAn99,tackles_loss,0,,,,,
player,201112050jax,sdg,CasoAn99,qb_hits,0,,,,,
player,201112050jax,sdg,CasoAn99,fumbles_rec,0,,,,,
player,201112050jax,sdg,CasoAn99,fumbles_rec_yds,0,,,,,
player,201112050jax,sdg,CasoAn99,fumbles_rec_td,0,,,,,
player,201112050jax,sdg,CasoAn99,fumbles_forced,0,,,,,
player,201112050jax,sdg,TolbMi00,def_int,0,,,,,
player,201112050jax,sdg,TolbMi00,def_int_yds,0,,,,,
player,201112050jax,sdg,TolbMi00,def_int_td,0,,,,,
player,201112050jax,sdg,TolbMi00,def_int_long,0,,,,,
player,201112050jax,sdg,TolbMi00,pass_defended,0,,,,,
player,201112050jax,sdg,TolbMi00,sacks,0.0,,,,,
player,201112050jax,sdg,TolbMi00,tackles_combined,6,,,,,
player,201112050jax,sdg,TolbMi00,tackles_solo,5,,,,,
player,201112050jax,sdg,TolbMi00,tackles_assists,1,,,,,
player,201112050jax,sdg,TolbMi00,tackles_loss,0,,,,,
player,201112050jax,sdg,TolbMi00,qb_hits,0,,,,,
player,201112050jax,sdg,TolbMi00,fumbles_rec,0,,,,,
player,201112050jax,sdg,TolbMi00,fumbles_rec_yds,0,,,,,
player,201112050jax,sdg,TolbMi00,fumbles_rec_td,0,,,,,
player,201112050jax,sdg,TolbMi00,fumbles_forced,0,,,,,
player,201112050jax,sdg,LaBoTr20,def_int,0,,,,,
player,201112050jax,sdg,LaBoTr20,def_int_yds,0,,,,,
player,201112050jax,sdg,LaBoTr20,def_int_td,0,,,,,
player,201112050jax,sdg,LaBoTr20,def_int_long,0,,,,,
player,201112050jax,sdg,LaBoTr20,pass_defended,0,,,,,
player,201112050jax,sdg,LaBoTr20,sacks,0.0,,,,,
player,201112050jax,sdg,LaBoTr20,tackles_combined,5,,,,,
player,201112050jax,sdg,LaBoTr20,tackles_solo,5,,,,,
player,201112050jax,sdg,LaBoTr20,tackles_assists,0,,,,,
player,201112050jax,sdg,LaBoTr20,tackles_loss,1,,,,,
player,201112050jax,sdg,LaBoTr20,qb_hits,0,,,,,
player,201112050jax,sdg,LaBoTr20,fumbles_rec,0,,,,,
player,201112050jax,sdg,LaBoTr20,fumbles_rec_yds,0,,,,,
player,201112050jax,sdg,LaBoTr20,fumbles_rec_td,0,,,,,
player,201112050jax,sdg,LaBoTr20,fumbles_forced,0,,,,,
player,201112050jax,sdg,JammQu20,def_int,0,,,,,
player,201112050jax,sdg,JammQu20,def_int_yds,0,,,,,
player,201112050jax,sdg,JammQu20,def_int_td,0,,,,,
player,201112050jax,sdg,JammQu20,def_int_long,0,,,,,
player,201112050jax,sdg,JammQu20,pass_defended,0,,,,,
player,201112050jax,sdg,JammQu20,sacks,0.0,,,,,
player,201112050jax,sdg,JammQu20,tackles_combined,4,,,,,
player,201112050jax,sdg,JammQu20,tackles_solo,4,,,,,
player,201112050jax,sdg,JammQu20,tackles_assists,0,,,,,
player,201112050jax,sdg,JammQu20,tackles_loss,0,,,,,
player,201112050jax,sdg,JammQu20,qb_hits,0,,,,,
player,201112050jax,sdg,JammQu20,fumbles_rec,0,,,,,
player,201112050jax,sdg,JammQu20,fumbles_rec_yds,0,,,,,
player,201112050jax,sdg,JammQu20,fumbles_rec_td,0,,,,,
player,201112050jax,sdg,JammQu20,fumbles_forced,0,,,,,
player,201112050jax,sdg,GaraAn20,def_int,0,,,,,
player,201112050jax,sdg,GaraAn20,def_int_yds,0,,,,,
player,201112050jax,sdg,GaraAn20,def_int_td,0,,,,,
player,201112050jax,sdg,GaraAn20,def_int_long,0,,,,,
player,201112050jax,sdg,GaraAn20,pass_defended,0,,,,,
player,201112050jax,sdg,GaraAn20,sacks,0.0,,,,,
player,201112050jax,sdg,GaraAn20,tackles_combined,3,,,,,
player,201112050jax,sdg,GaraAn20,tackles_solo,3,,,,,
player,201112050jax,sdg,GaraAn20,tackles_assists,0,,,,,
player,201112050jax,sdg,GaraAn20,tackles_loss,1,,,,,
player,201112050jax,sdg,GaraAn20,qb_hits,0,,,,,
player,201112050jax,sdg,GaraAn20,fumbles_rec,0,,,,,
player,201112050jax,sdg,GaraAn20,fumbles_rec_yds,0,,,,,
player,201112050jax,sdg,GaraAn20,fumbles_rec_td,0,,,,,
player,201112050jax,sdg,GaraAn20,fumbles_forced,0,,,,,
player,201112050jax,sdg,GregSt20,def_int,0,,,,,
player,201112050jax,sdg,GregSt20,def_int_yds,0,,,,,
player,201112050jax,sdg,GregSt20,def_int_td,0,,,,,
player,201112050jax,sdg,GregSt20,def_int_long,0,,,,,
player,201112050jax,sdg,GregSt20,pass_defended,0,,,,,
player,201112050jax,sdg,GregSt20,sacks,0.0,,,,,
player,201112050jax,sdg,GregSt20,tackles_combined,3,,,,,
player,201112050jax,sdg,GregSt20,tackles_solo,1,,,,,
player,201112050jax,sdg,GregSt20,tackles_assists,2,,,,,
player,201112050jax,sdg,GregSt20,tackles_loss,0,,,,,
player,201112050jax,sdg,GregSt20,qb_hits,1,,,,,
player,201112050jax,sdg,GregSt20,fumbles_rec,0,,,,,
player,201112050jax,sdg,GregSt20,fumbles_rec_yds,0,,,,,
player,201112050jax,sdg,GregSt20,fumbles_rec_td,0,,,,,
player,201112050jax,sdg,GregSt20,fumbles_forced,0,,,,,
player,201112050jax,sdg,BarnAn99,def_int,0,,,,,
player,201112050jax,sdg,BarnAn99,def_int_yds,0,,,,,
player,201112050jax,sdg,BarnAn99,def_int_td,0,,,,,
player,201112050jax,sdg,BarnAn99,def_int_long,0,,,,,
player,201112050jax,sdg,BarnAn99,pass_defended,0,,,,,
player,201112050jax,sdg,BarnAn99,sacks,0.0,,,,,
player,201112050jax,sdg,BarnAn99,tackles_combined,2,,,,,
player,201112050jax,sdg,BarnAn99,tackles_solo,2,,,,,
player,201112050jax,sdg,BarnAn99,tackles_assists,0,,,,,
player,201112050jax,sdg,BarnAn99,tackles_loss,0,,,,,
player,201112050jax,sdg,BarnAn99,qb_hits,0,,,,,
player,201112050jax,sdg,BarnAn99,fumbles_rec,0,,,,,
player,201112050jax,sdg,BarnAn99,fumbles_rec_yds,0,,,,,
player,201112050jax,sdg,BarnAn99,fumbles_rec_td,0,,,,,
player,201112050jax,sdg,BarnAn99,fumbles_forced,0,,,,,
player,201112050jax,sdg,GoodRi00,def_int,0,,,,,
player,201112050jax,sdg,GoodRi00,def_int_yds,0,,,,,
player,201112050jax,sdg,GoodRi00,def_int_td,0,,,,,
player,201112050jax,sdg,GoodRi00,def_int_long,0,,,,,
player,201112050jax,sdg,GoodRi00,pass_defended,0,,,,,
player,201112050jax,sdg,GoodRi00,sacks,0.0,,,,,
player,201112050jax,sdg,GoodRi00,tackles_combined,2,,,,,
player,201112050jax,sdg,GoodRi00,tackles_solo,1,,,,,
player,201112050jax,sdg,GoodRi00,tackles_assists,1,,,,,
player,201112050jax,sdg,GoodRi00,tackles_loss,0,,,,,
player,201112050jax,sdg,GoodRi00,qb_hits,0,,,,,
player,201112050jax,sdg,GoodRi00,fumbles_rec,0,,,,,
player,201112050jax,sdg,GoodRi00,fumbles_rec_yds,0,,,,,
player,201112050jax,sdg,GoodRi00,fumbles_rec_td,0,,,,,
player,201112050jax,sdg,GoodRi00,fumbles_forced,0,,,,,
player,201112050jax,sdg,BirdBr00,def_int,0,,,,,
player,201112050jax,sdg,BirdBr00,def_int_yds,0,,,,,
player,201112050jax,sdg,BirdBr00,def_int_td,0,,,,,
player,201112050jax,sdg,BirdBr00,def_int_long,0,,,,,
player,201112050jax,sdg,BirdBr00,pass_defended,1,,,,,
player,201112050jax,sdg,BirdBr00,sacks,0.0,,,,,
player,201112050jax,sdg,BirdBr00,tackles_combined,1,,,,,
player,201112050jax,sdg,BirdBr00,tackles_solo,1,,,,,
player,201112050jax,sdg,BirdBr00,tackles_assists,0,,,,,
player,201112050jax,sdg,BirdBr00,tackles_loss,1,,,,,
player,201112050jax,sdg,BirdBr00,qb_hits,0,,,,,
player,201112050jax,sdg,BirdBr00,fumbles_rec,0,,,,,
player,201112050jax,sdg,BirdBr00,fumbles_rec_yds,0,,,,,
player,201112050jax,sdg,BirdBr00,fumbles_rec_td,0,,,,,
player,201112050jax,sdg,BirdBr00,fumbles_forced,0,,,,,
player,201112050jax,sdg,CesaJa20,def_int,0,,,,,
player,201112050jax,sdg,CesaJa20,def_int_yds,0,,,,,
player,201112050jax,sdg,CesaJa20,def_int_td,0,,,,,
player,201112050jax,sdg,CesaJa20,def_int_long,0,,,,,
player,201112050jax,sdg,CesaJa20,pass_defended,0,,,,,
player,201112050jax,sdg,CesaJa20,sacks,0.0,,,,,
player,201112050jax,sdg,CesaJa20,tackles_combined,1,,,,,
player,201112050jax,sdg,CesaJa20,tackles_solo,1,,,,,
player,201112050jax,sdg,CesaJa20,tackles_assists,0,,,,,
player,201112050jax,sdg,CesaJa20,tackles_loss,0,,,,,
player,201112050jax,sdg,CesaJa20,qb_hits,0,,,,,
player,201112050jax,sdg,CesaJa20,fumbles_rec,0,,,,,
player,201112050jax,sdg,CesaJa20,fumbles_rec_yds,0,,,,,
player,201112050jax,sdg,CesaJa20,fumbles_rec_td,0,,,,,
player,201112050jax,sdg,CesaJa20,fumbles_forced,0,,,,,
player,201112050jax,sdg,GilcMa00,def_int,0,,,,,
player,201112050jax,sdg,GilcMa00,def_int_yds,0,,,,,
player,201112050jax,sdg,GilcMa00,def_int_td,0,,,,,
player,201112050jax,sdg,GilcMa00,def_int_long,0,,,,,
player,201112050jax,sdg,GilcMa00,pass_defended,0,,,,,
player,201112050jax,sdg,GilcMa00,sacks,0.0,,,,,
player,201112050jax,sdg,GilcMa00,tackles_combined,1,,,,,
player,201112050jax,sdg,GilcMa00,tackles_solo,1,,,,,
player,201112050jax,sdg,GilcMa00,tackles_assists,0,,,,,
player,201112050jax,sdg,GilcMa00,tackles_loss,0,,,,,
player,201112050jax,sdg,GilcMa00,qb_hits,0,,,,,
player,201112050jax,sdg,GilcMa00,fumbles_rec,0,,,,,
player,201112050jax,sdg,GilcMa00,fumbles_rec_yds,0,,,,,
player,201112050jax,sdg,GilcMa00,fumbles_rec_td,0,,,,,
player,201112050jax,sdg,GilcMa00,fumbles_forced,0,,,,,
player,201112050jax,sdg,HughDa99,def_int,0,,,,,
player,201112050jax,sdg,HughDa99,def_int_yds,0,,,,,
player,201112050jax,sdg,HughDa99,def_int_td,0,,,,,
player,201112050jax,sdg,HughDa99,def_int_long,0,,,,,
player,201112050jax,sdg,HughDa99,pass_defended,1,,,,,
player,201112050jax,sdg,HughDa99,sacks,0.0,,,,,
player,201112050jax,sdg,HughDa99,tackles_combined,1,,,,,
player,201112050jax,sdg,HughDa99,tackles_solo,1,,,,,
player,201112050jax,sdg,HughDa99,tackles_assists,0,,,,,
player,201112050jax,sdg,HughDa99,tackles_loss,0,,,,,
player,201112050jax,sdg,HughDa99,qb_hits,0,,,,,
player,201112050jax,sdg,HughDa99,fumbles_rec,0,,,,,
player,201112050jax,sdg,HughDa99,fumbles_rec_yds,0,,,,,
player,201112050jax,sdg,HughDa99,fumbles_rec_td,0,,,,,
player,201112050jax,sdg,HughDa99,fumbles_forced,0,,,,,
player,201112050jax,sdg,LiugCo00,def_int,0,,,,,
player,201112050jax,sdg,LiugCo00,def_int_yds,0,,,,,
player,201112050jax,sdg,LiugCo00,def_int_td,0,,,,,
player,201112050jax,sdg,LiugCo00,def_int_long,0,,,,,
player,201112050jax,sdg,LiugCo00,pass_defended,0,,,,,
player,201112050jax,sdg,LiugCo00,sacks,0.0,,,,,
player,201112050jax,sdg,LiugCo00,tackles_combined,1,,,,,
player,201112050jax,sdg,LiugCo00,tackles_solo,0,,,,,
player,201112050jax,sdg,LiugCo00,tackles_assists,1,,,,,
player,201112050jax,sdg,LiugCo00,tackles_loss,0,,,,,
player,201112050jax,sdg,LiugCo00,qb_hits,0,,,,,
player,201112050jax,sdg,LiugCo00,fumbles_rec,0,,,,,
player,201112050jax,sdg,LiugCo00,fumbles_rec_yds,0,,,,,
player,201112050jax,sdg,LiugCo00,fumbles_rec_td,0,,,,,
player,201112050jax,sdg,LiugCo00,fumbles_forced,0,,,,,
player,201112050jax,sdg,MartVa99,def_int,0,,,,,
player,201112050jax,sdg,MartVa99,def_int_yds,0,,,,,
player,201112050jax,sdg,MartVa99,def_int_td,0,,,,,
player,201112050jax,sdg,MartVa99,def_int_long,0,,,,,
player,201112050jax,sdg,MartVa99,pass_defended,0,,,,,
player,201112050jax,sdg,MartVa99,sacks,0.0,,,,,
player,201112050jax,sdg,MartVa99,tackles_combined,1,,,,,
player,201112050jax,sdg,MartVa99,tackles_solo,1,,,,,
player,201112050jax,sdg,MartVa99,tackles_assists,0,,,,,
player,201112050jax,sdg,MartVa99,tackles_loss,0,,,,,
player,201112050jax,sdg,MartVa99,qb_hits,0,,,,,
player,201112050jax,sdg,MartVa99,fumbles_rec,0,,,,,
player,201112050jax,sdg,MartVa99,fumbles_rec_yds,0,,,,,
player,201112050jax,sdg,MartVa99,fumbles_rec_td,0,,,,,
player,201112050jax,sdg,MartVa99,fumbles_forced,0,,,,,
player,201112050jax,jax,PoluPa99,def_int,0,,,,,
player,201112050jax,jax,PoluPa99,def_int_yds,0,,,,,
player,201112050jax,jax,PoluPa99,def_int_td,0,,,,,
player,201112050jax,jax,PoluPa99,def_int_long,0,,,,,
player,201112050jax,jax,PoluPa99,pass_defended,0,,,,,
player,201112050jax,jax,PoluPa99,sacks,0.0,,,,,
player,201112050jax,jax,PoluPa99,tackles_combined,11,,,,,
player,201112050jax,jax,PoluPa99,tackles_solo,7,,,,,
player,201112050jax,jax,PoluPa99,tackles_assists,4,,,,,
player,201112050jax,jax,PoluPa99,tackles_loss,0,,,,,
player,201112050jax,jax,PoluPa99,qb_hits,0,,,,,
player,201112050jax,jax,PoluPa99,fumbles_rec,0,,,,,
player,201112050jax,jax,PoluPa99,fumbles_rec_yds,0,,,,,
player,201112050jax,jax,PoluPa99,fumbles_rec_td,0,,,,,
player,201112050jax,jax,PoluPa99,fumbles_forced,0,,,,,
player,201112050jax,jax,AlleRu00,def_int,0,,,,,
player,201112050jax,jax,AlleRu00,def_int_yds,0,,,,,
player,201112050jax,jax,AlleRu00,def_int_td,0,,,,,
player,201112050jax,jax,AlleRu00,def_int_long,0,,,,,
player,201112050jax,jax,AlleRu00,pass_defended,0,,,,,
player,201112050jax,jax,AlleRu00,sacks,0.0,,,,,
player,201112050jax,jax,AlleRu00,tackles_combined,6,,,,,
player,201112050jax,jax,AlleRu00,tackles_solo,4,,,,,
player,201112050jax,jax,AlleRu00,tackles_assists,2,,,,,
player,201112050jax,jax,AlleRu00,tackles_loss,0,,,,,
player,201112050jax,jax,AlleRu00,qb_hits,0,,,,,
player,201112050jax,jax,AlleRu00,fumbles_rec,0,,,,,
player,201112050jax,jax,AlleRu00,fumbles_rec_yds,0,,,,,
player,201112050jax,jax,AlleRu00,fumbles_rec_td,0,,,,,
player,201112050jax,jax,AlleRu00,fumbles_forced,0,,,,,
player,201112050jax,jax,RutlKe00,def_int,0,,,,,
player,201112050jax,jax,RutlKe00,def_int_yds,0,,,,,
player,201112050jax,jax,RutlKe00,def_int_td,0,,,,,
player,201112050jax,jax,RutlKe00,def_int_long,0,,,,,
player,201112050jax,jax,RutlKe00,pass_defended,0,,,,,
player,201112050jax,jax,RutlKe00,sacks,0.0,,,,,
player,201112050jax,jax,RutlKe00,tackles_combined,5,,,,,
player,201112050jax,jax,RutlKe00,tackles_solo,3,,,,,
player,201112050jax,jax,RutlKe00,tackles_assists,2,,,,,
player,201112050jax,jax,RutlKe00,tackles_loss,0,,,,,
player,201112050jax,jax,RutlKe00,qb_hits,0,,,,,
player,201112050jax,jax,RutlKe00,fumbles_rec,0,,,,,
player,201112050jax,jax,RutlKe00,fumbles_rec_yds,0,,,,,
player,201112050jax,jax,RutlKe00,fumbles_rec_td,0,,,,,
player,201112050jax,jax,RutlKe00,fumbles_forced,0,,,,,
player,201112050jax,jax,LoweDw99,def_int,0,,,,,
player,201112050jax,jax,LoweDw99,def_int_yds,0,,,,,
player,201112050jax,jax,LoweDw99,def_int_td,0,,,,,
player,201112050jax,jax,LoweDw99,def_int_long,0,,,,,
player,201112050jax,jax,LoweDw99,pass_defended,0,,,,,
player,201112050jax,jax,LoweDw99,sacks,0.0,,,,,
player,201112050jax,jax,LoweDw99,tackles_combined,4,,,,,
player,201112050jax,jax,LoweDw99,tackles_solo,3,,,,,
player,201112050jax,jax,LoweDw99,tackles_assists,1,,,,,
player,201112050jax,jax,LoweDw99,tackles_loss,0,,,,,
player,201112050jax,jax,LoweDw99,qb_hits,0,,,,,
player,201112050jax,jax,LoweDw99,fumbles_rec,0,,,,,
player,201112050jax,jax,LoweDw99,fumbles_rec_yds,0,,,,,
player,201112050jax,jax,LoweDw99,fumbles_rec_td,0,,,,,
player,201112050jax,jax,LoweDw99,fumbles_forced,0,,,,,
player,201112050jax,jax,SmitDa24,def_int,0,,,,,
player,201112050jax,jax,SmitDa24,def_int_yds,0,,,,,
player,201112050jax,jax,SmitDa24,def_int_td,0,,,,,
player,201112050jax,jax,SmitDa24,def_int_long,0,,,,,
player,201112050jax,jax,SmitDa24,pass_defended,0,,,,,
player,201112050jax,jax,SmitDa24,sacks,0.0,,,,,
player,201112050jax,jax,SmitDa24,tackles_combined,4,,,,,
player,201112050jax,jax,SmitDa24,tackles_solo,2,,,,,
player,201112050jax,jax,SmitDa24,tackles_assists,2,,,,,
player,201112050jax,jax,SmitDa24,tackles_loss,1,,,,,
player,201112050jax,jax,SmitDa24,qb_hits,0,,,,,
player,201112050jax,jax,SmitDa24,fumbles_rec,0,,,,,
player,201112050jax,jax,SmitDa24,fumbles_rec_yds,0,,,,,
player,201112050jax,jax,SmitDa24,fumbles_rec_td,0,,,,,
player,201112050jax,jax,SmitDa24,fumbles_forced,0,,,,,
player,201112050jax,jax,DouzLe00,def_int,0,,,,,
player,201112050jax,jax,DouzLe00,def_int_yds,0,,,,,
player,201112050jax,jax,DouzLe00,def_int_td,0,,,,,
player,201112050jax,jax,DouzLe00,def_int_long,0,,,,,
player,201112050jax,jax,DouzLe00,pass_defended,0,,,,,
player,201112050jax,jax,DouzLe00,sacks,0.0,,,,,
player,201112050jax,jax,DouzLe00,tackles_combined,3,,,,,
player,201112050jax,jax,DouzLe00,tackles_solo,2,,,,,
player,201112050jax,jax,DouzLe00,tackles_assists,1,,,,,
player,201112050jax,jax,DouzLe00,tackles_loss,0,,,,,
player,201112050jax,jax,DouzLe00,qb_hits,0,,,,,
player,201112050jax,jax,DouzLe00,fumbles_rec,0,,,,,
player,201112050jax,jax,DouzLe00,fumbles_rec_yds,0,,,,,
player,201112050jax,jax,DouzLe00,fumbles_rec_td,0,,,,,
player,201112050jax,jax,DouzLe00,fumbles_forced,0,,,,,
player,201112050jax,jax,AluaTy99,def_int,0,,,,,
player,201112050jax,jax,AluaTy99,def_int_yds,0,,,,,
