game,2010,7,20101024,201010240mia,pit,"Pittsburgh Steelers",23,mia,"Miami Dolphins",22
player,201010240mia,pit,TaylIk20,fumbles_rec_yds,0,,,,,
player,201010240mia,pit,TaylIk20,fumbles_rec_td,0,,,,,
player,201010240mia,pit,TaylIk20,fumbles_forced,0,,,,,
player,201010240mia,pit,FarrJa99,def_int,0,,,,,
player,201010240mia,pit,FarrJa99,def_int_yds,0,,,,,
player,201010240mia,pit,FarrJa99,def_int_td,0,,,,,
player,201010240mia,pit,FarrJa99,def_int_long,0,,,,,
player,201010240mia,pit,FarrJa99,pass_defended,0,,,,,
player,201010240mia,pit,FarrJa99,sacks,0.0,,,,,
player,201010240mia,pit,FarrJa99,tackles_combined,5,,,,,
player,201010240mia,pit,FarrJa99,tackles_solo,4,,,,,
player,201010240mia,pit,FarrJa99,tackles_assists,1,,,,,
player,201010240mia,pit,FarrJa99,tackles_loss,0,,,,,
player,201010240mia,pit,FarrJa99,qb_hits,0,,,,,
player,201010240mia,pit,FarrJa99,fumbles_rec,1,,,,,
player,201010240mia,pit,FarrJa99,fumbles_rec_yds,8,,,,,
player,201010240mia,pit,FarrJa99,fumbles_rec_td,0,,,,,
player,201010240mia,pit,FarrJa99,fumbles_forced,0,,,,,
player,201010240mia,pit,PolaTr99,def_int,0,,,,,
player,201010240mia,pit,PolaTr99,def_int_yds,0,,,,,
player,201010240mia,pit,PolaTr99,def_int_td,0,,,,,
player,201010240mia,pit,PolaTr99,def_int_long,0,,,,,
player,201010240mia,pit,PolaTr99,pass_defended,0,,,,,
player,201010240mia,pit,PolaTr99,sacks,0.0,,,,,
player,201010240mia,pit,PolaTr99,tackles_combined,5,,,,,
player,201010240mia,pit,PolaTr99,tackles_solo,5,,,,,
player,201010240mia,pit,PolaTr99,tackles_assists,0,,,,,
player,201010240mia,pit,PolaTr99,tackles_loss,0,,,,,
player,201010240mia,pit,PolaTr99,qb_hits,0,,,,,
player,201010240mia,pit,PolaTr99,fumbles_rec,0,,,,,
player,201010240mia,pit,PolaTr99,fumbles_rec_yds,0,,,,,
player,201010240mia,pit,PolaTr99,fumbles_rec_td,0,,,,,
player,201010240mia,pit,PolaTr99,fumbles_forced,0,,,,,
player,201010240mia,pit,ClarRy20,def_int,0,,,,,
player,201010240mia,pit,ClarRy20,def_int_yds,0,,,,,
player,201010240mia,pit,ClarRy20,def_int_td,0,,,,,
player,201010240mia,pit,ClarRy20,def_int_long,0,,,,,
player,201010240mia,pit,ClarRy20,pass_defended,0,,,,,
player,201010240mia,pit,ClarRy20,sacks,0.0,,,,,
player,201010240mia,pit,ClarRy20,tackles_combined,4,,,,,
player,201010240mia,pit,ClarRy20,tackles_solo,4,,,,,
player,201010240mia,pit,ClarRy20,tackles_assists,0,,,,,
player,201010240mia,pit,ClarRy20,tackles_loss,0,,,,,
player,201010240mia,pit,ClarRy20,qb_hits,0,,,,,
player,201010240mia,pit,ClarRy20,fumbles_rec,0,,,,,
player,201010240mia,pit,ClarRy20,fumbles_rec_yds,0,,,,,
player,201010240mia,pit,ClarRy20,fumbles_rec_td,0,,,,,
player,201010240mia,pit,ClarRy20,fumbles_forced,0,,,,,
player,201010240mia,pit,GayxWi99,def_int,0,,,,,
player,201010240mia,pit,GayxWi99,def_int_yds,0,,,,,
player,201010240mia,pit,GayxWi99,def_int_td,0,,,,,
player,201010240mia,pit,GayxWi99,def_int_long,0,,,,,
player,201010240mia,pit,GayxWi99,pass_defended,0,,,,,
player,201010240mia,pit,GayxWi99,sacks,0.0,,,,,
player,201010240mia,pit,GayxWi99,tackles_combined,3,,,,,
player,201010240mia,pit,GayxWi99,tackles_solo,3,,,,,
player,201010240mia,pit,GayxWi99,tackles_assists,0,,,,,
player,201010240mia,pit,GayxWi99,tackles_loss,0,,,,,
player,201010240mia,pit,GayxWi99,qb_hits,0,,,,,
player,201010240mia,pit,GayxWi99,fumbles_rec,0,,,,,
player,201010240mia,pit,GayxWi99,fumbles_rec_yds,0,,,,,
player,201010240mia,pit,GayxWi99,fumbles_rec_td,0,,,,,
player,201010240mia,pit,GayxWi99,fumbles_forced,0,,,,,
player,201010240mia,pit,SmitAa99,def_int,0,,,,,
player,201010240mia,pit,SmitAa99,def_int_yds,0,,,,,
player,201010240mia,pit,SmitAa99,def_int_td,0,,,,,
player,201010240mia,pit,SmitAa99,def_int_long,0,,,,,
player,201010240mia,pit,SmitAa99,pass_defended,0,,,,,
player,201010240mia,pit,SmitAa99,sacks,0.0,,,,,
player,201010240mia,pit,SmitAa99,tackles_combined,3,,,,,
player,201010240mia,pit,SmitAa99,tackles_solo,3,,,,,
player,201010240mia,pit,SmitAa99,tackles_assists,0,,,,,
player,201010240mia,pit,SmitAa99,tackles_loss,1,,,,,
player,201010240mia,pit,SmitAa99,qb_hits,0,,,,,
player,201010240mia,pit,SmitAa99,fumbles_rec,0,,,,,
player,201010240mia,pit,SmitAa99,fumbles_rec_yds,0,,,,,
player,201010240mia,pit,SmitAa99,fumbles_rec_td,0,,,,,
player,201010240mia,pit,SmitAa99,fumbles_forced,0,,,,,
player,201010240mia,pit,TimmLa99,def_int,0,,,,,
player,201010240mia,pit,TimmLa99,def_int_yds,0,,,,,
player,201010240mia,pit,TimmLa99,def_int_td,0,,,,,
player,201010240mia,pit,TimmLa99,def_int_long,0,,,,,
player,201010240mia,pit,TimmLa99,pass_defended,2,,,,,
player,201010240mia,pit,TimmLa99,sacks,0.0,,,,,
player,201010240mia,pit,TimmLa99,tackles_combined,3,,,,,
player,201010240mia,pit,TimmLa99,tackles_solo,3,,,,,
player,201010240mia,pit,TimmLa99,tackles_assists,0,,,,,
player,201010240mia,pit,TimmLa99,tackles_loss,0,,,,,
player,201010240mia,pit,TimmLa99,qb_hits,0,,,,,
player,201010240mia,pit,TimmLa99,fumbles_rec,0,,,,,
player,201010240mia,pit,TimmLa99,fumbles_rec_yds,0,,,,,
player,201010240mia,pit,TimmLa99,fumbles_rec_td,0,,,,,
player,201010240mia,pit,TimmLa99,fumbles_forced,0,,,,,
player,201010240mia,pit,WoodLa99,def_int,0,,,,,
player,201010240mia,pit,WoodLa99,def_int_yds,0,,,,,
player,201010240mia,pit,WoodLa99,def_int_td,0,,,,,
player,201010240mia,pit,WoodLa99,def_int_long,0,,,,,
player,201010240mia,pit,WoodLa99,pass_defended,0,,,,,
player,201010240mia,pit,WoodLa99,sacks,0.0,,,,,
player,201010240mia,pit,WoodLa99,tackles_combined,3,,,,,
player,201010240mia,pit,WoodLa99,tackles_solo,2,,,,,
player,201010240mia,pit,WoodLa99,tackles_assists,1,,,,,
player,201010240mia,pit,WoodLa99,tackles_loss,0,,,,,
player,201010240mia,pit,WoodLa99,qb_hits,0,,,,,
player,201010240mia,pit,WoodLa99,fumbles_rec,0,,,,,
player,201010240mia,pit,WoodLa99,fumbles_rec_yds,0,,,,,
player,201010240mia,pit,WoodLa99,fumbles_rec_td,0,,,,,
player,201010240mia,pit,WoodLa99,fumbles_forced,0,,,,,
player,201010240mia,pit,LewiKe96,def_int,0,,,,,
player,201010240mia,pit,LewiKe96,def_int_yds,0,,,,,
player,201010240mia,pit,LewiKe96,def_int_td,0,,,,,
player,201010240mia,pit,LewiKe96,def_int_long,0,,,,,
player,201010240mia,pit,LewiKe96,pass_defended,0,,,,,
player,201010240mia,pit,LewiKe96,sacks,0.0,,,,,
player,201010240mia,pit,LewiKe96,tackles_combined,2,,,,,
player,201010240mia,pit,LewiKe96,tackles_solo,1,,,,,
player,201010240mia,pit,LewiKe96,tackles_assists,1,,,,,
player,201010240mia,pit,LewiKe96,tackles_loss,0,,,,,
player,201010240mia,pit,LewiKe96,qb_hits,0,,,,,
player,201010240mia,pit,LewiKe96,fumbles_rec,0,,,,,
player,201010240mia,pit,LewiKe96,fumbles_rec_yds,0,,,,,
player,201010240mia,pit,LewiKe96,fumbles_rec_td,0,,,,,
player,201010240mia,pit,LewiKe96,fumbles_forced,0,,,,,
player,201010240mia,pit,MundRy00,def_int,0,,,,,
player,201010240mia,pit,MundRy00,def_int_yds,0,,,,,
player,201010240mia,pit,MundRy00,def_int_td,0,,,,,
player,201010240mia,pit,MundRy00,def_int_long,0,,,,,
player,201010240mia,pit,MundRy00,pass_defended,0,,,,,
player,201010240mia,pit,MundRy00,sacks,0.0,,,,,
player,201010240mia,pit,MundRy00,tackles_combined,2,,,,,
player,201010240mia,pit,MundRy00,tackles_solo,1,,,,,
player,201010240mia,pit,MundRy00,tackles_assists,1,,,,,
player,201010240mia,pit,MundRy00,tackles_loss,0,,,,,
player,201010240mia,pit,MundRy00,qb_hits,0,,,,,
player,201010240mia,pit,MundRy00,fumbles_rec,0,,,,,
player,201010240mia,pit,MundRy00,fumbles_rec_yds,0,,,,,
player,201010240mia,pit,MundRy00,fumbles_rec_td,0,,,,,
player,201010240mia,pit,MundRy00,fumbles_forced,0,,,,,
player,201010240mia,pit,AlleWi21,def_int,0,,,,,
player,201010240mia,pit,AlleWi21,def_int_yds,0,,,,,
player,201010240mia,pit,AlleWi21,def_int_td,0,,,,,
player,201010240mia,pit,AlleWi21,def_int_long,0,,,,,
player,201010240mia,pit,AlleWi21,pass_defended,0,,,,,
player,201010240mia,pit,AlleWi21,sacks,0.0,,,,,
player,201010240mia,pit,AlleWi21,tackles_combined,1,,,,,
player,201010240mia,pit,AlleWi21,tackles_solo,1,,,,,
player,201010240mia,pit,AlleWi21,tackles_assists,0,,,,,
player,201010240mia,pit,AlleWi21,tackles_loss,0,,,,,
player,201010240mia,pit,AlleWi21,qb_hits,0,,,,,
player,201010240mia,pit,AlleWi21,fumbles_rec,0,,,,,
player,201010240mia,pit,AlleWi21,fumbles_rec_yds,0,,,,,
player,201010240mia,pit,AlleWi21,fumbles_rec_td,0,,,,,
player,201010240mia,pit,AlleWi21,fumbles_forced,0,,,,,
player,201010240mia,pit,EasoNi20,def_int,0,,,,,
player,201010240mia,pit,EasoNi20,def_int_yds,0,,,,,
player,201010240mia,pit,EasoNi20,def_int_td,0,,,,,
player,201010240mia,pit,EasoNi20,def_int_long,0,,,,,
player,201010240mia,pit,EasoNi20,pass_defended,0,,,,,
player,201010240mia,pit,EasoNi20,sacks,0.0,,,,,
player,201010240mia,pit,EasoNi20,tackles_combined,1,,,,,
player,201010240mia,pit,EasoNi20,tackles_solo,1,,,,,
player,201010240mia,pit,EasoNi20,tackles_assists,0,,,,,
player,201010240mia,pit,EasoNi20,tackles_loss,0,,,,,
player,201010240mia,pit,EasoNi20,qb_hits,0,,,,,
player,201010240mia,pit,EasoNi20,fumbles_rec,0,,,,,
player,201010240mia,pit,EasoNi20,fumbles_rec_yds,0,,,,,
player,201010240mia,pit,EasoNi20,fumbles_rec_td,0,,,,,
player,201010240mia,pit,EasoNi20,fumbles_forced,0,,,,,
player,201010240mia,pit,HoodEv99,def_int,0,,,,,
player,201010240mia,pit,HoodEv99,def_int_yds,0,,,,,
player,201010240mia,pit,HoodEv99,def_int_td,0,,,,,
player,201010240mia,pit,HoodEv99,def_int_long,0,,,,,
player,201010240mia,pit,HoodEv99,pass_defended,0,,,,,
player,201010240mia,pit,HoodEv99,sacks,0.0,,,,,
player,201010240mia,pit,HoodEv99,tackles_combined,1,,,,,
player,201010240mia,pit,HoodEv99,tackles_solo,1,,,,,
player,201010240mia,pit,HoodEv99,tackles_assists,0,,,,,
player,201010240mia,pit,HoodEv99,tackles_loss,0,,,,,
player,201010240mia,pit,HoodEv99,qb_hits,0,,,,,
player,201010240mia,pit,HoodEv99,fumbles_rec,0,,,,,
player,201010240mia,pit,HoodEv99,fumbles_rec_yds,0,,,,,
player,201010240mia,pit,HoodEv99,fumbles_rec_td,0,,,,,
player,201010240mia,pit,HoodEv99,fumbles_forced,0,,,,,
player,201010240mia,pit,SandEm00,def_int,0,,,,,
player,201010240mia,pit,SandEm00,def_int_yds,0,,,,,
player,201010240mia,pit,SandEm00,def_int_td,0,,,,,
player,201010240mia,pit,SandEm00,def_int_long,0,,,,,
player,201010240mia,pit,SandEm00,pass_defended,0,,,,,
player,201010240mia,pit,SandEm00,sacks,0.0,,,,,
player,201010240mia,pit,SandEm00,tackles_combined,1,,,,,
player,201010240mia,pit,SandEm00,tackles_solo,1,,,,,
player,201010240mia,pit,SandEm00,tackles_assists,0,,,,,
player,201010240mia,pit,SandEm00,tackles_loss,0,,,,,
player,201010240mia,pit,SandEm00,qb_hits,0,,,,,
player,201010240mia,pit,SandEm00,fumbles_rec,0,,,,,
player,201010240mia,pit,SandEm00,fumbles_rec_yds,0,,,,,
player,201010240mia,pit,SandEm00,fumbles_rec_td,0,,,,,
player,201010240mia,pit,SandEm00,fumbles_forced,0,,,,,
player,201010240mia,pit,WoriJa99,def_int,0,,,,,
player,201010240mia,pit,WoriJa99,def_int_yds,0,,,,,
player,201010240mia,pit,WoriJa99,def_int_td,0,,,,,
player,201010240mia,pit,WoriJa99,def_int_long,0,,,,,
player,201010240mia,pit,WoriJa99,pass_defended,0,,,,,
player,201010240mia,pit,WoriJa99,sacks,0.0,,,,,
player,201010240mia,pit,WoriJa99,tackles_combined,0,,,,,
player,201010240mia,pit,WoriJa99,tackles_solo,0,,,,,
player,201010240mia,pit,WoriJa99,tackles_assists,0,,,,,
player,201010240mia,pit,WoriJa99,tackles_loss,0,,,,,
player,201010240mia,pit,WoriJa99,qb_hits,2,,,,,
player,201010240mia,pit,WoriJa99,fumbles_rec,0,,,,,
player,201010240mia,pit,WoriJa99,fumbles_rec_yds,0,,,,,
player,201010240mia,pit,WoriJa99,fumbles_rec_td,0,,,,,
player,201010240mia,pit,WoriJa99,fumbles_forced,0,,,,,
player,201010240mia,mia,McDaTo20,def_int,0,,,,,
player,201010240mia,mia,McDaTo20,def_int_yds,0,,,,,
player,201010240mia,mia,McDaTo20,def_int_td,0,,,,,
player,201010240mia,mia,McDaTo20,def_int_long,0,,,,,
player,201010240mia,mia,McDaTo20,pass_defended,0,,,,,
player,201010240mia,mia,McDaTo20,sacks,1.0,,,,,
player,201010240mia,mia,McDaTo20,tackles_combined,1,,,,,
player,201010240mia,mia,McDaTo20,tackles_solo,1,,,,,
player,201010240mia,mia,McDaTo20,tackles_assists,0,,,,,
player,201010240mia,mia,McDaTo20,tackles_loss,1,,,,,
player,201010240mia,mia,McDaTo20,qb_hits,1,,,,,
player,201010240mia,mia,McDaTo20,fumbles_rec,0,,,,,
player,201010240mia,mia,McDaTo20,fumbles_rec_yds,0,,,,,
player,201010240mia,mia,McDaTo20,fumbles_rec_td,0,,,,,
player,201010240mia,mia,McDaTo20,fumbles_forced,0,,,,,
player,201010240mia,mia,ClemCh97,def_int,0,,,,,
player,201010240mia,mia,ClemCh97,def_int_yds,0,,,,,
player,201010240mia,mia,ClemCh97,def_int_td,0,,,,,
player,201010240mia,mia,ClemCh97,def_int_long,0,,,,,
player,201010240mia,mia,ClemCh97,pass_defended,0,,,,,
player,201010240mia,mia,ClemCh97,sacks,0.5,,,,,
player,201010240mia,mia,ClemCh97,tackles_combined,9,,,,,
player,201010240mia,mia,ClemCh97,tackles_solo,6,,,,,
player,201010240mia,mia,ClemCh97,tackles_assists,3,,,,,
player,201010240mia,mia,ClemCh97,tackles_loss,0,,,,,
player,201010240mia,mia,ClemCh97,qb_hits,0,,,,,
player,201010240mia,mia,ClemCh97,fumbles_rec,0,,,,,
player,201010240mia,mia,ClemCh97,fumbles_rec_yds,0,,,,,
player,201010240mia,mia,ClemCh97,fumbles_rec_td,0,,,,,
player,201010240mia,mia,ClemCh97,fumbles_forced,2,,,,,
player,201010240mia,mia,BellYe20,def_int,0,,,,,
player,201010240mia,mia,BellYe20,def_int_yds,0,,,,,
player,201010240mia,mia,BellYe20,def_int_td,0,,,,,
player,201010240mia,mia,BellYe20,def_int_long,0,,,,,
player,201010240mia,mia,BellYe20,pass_defended,0,,,,,
player,201010240mia,mia,BellYe20,sacks,0.5,,,,,
player,201010240mia,mia,BellYe20,tackles_combined,6,,,,,
player,201010240mia,mia,BellYe20,tackles_solo,4,,,,,
player,201010240mia,mia,BellYe20,tackles_assists,2,,,,,
player,201010240mia,mia,BellYe20,tackles_loss,0,,,,,
player,201010240mia,mia,BellYe20,qb_hits,0,,,,,
player,201010240mia,mia,BellYe20,fumbles_rec,0,,,,,
player,201010240mia,mia,BellYe20,fumbles_rec_yds,0,,,,,
player,201010240mia,mia,BellYe20,fumbles_rec_td,0,,,,,
player,201010240mia,mia,BellYe20,fumbles_forced,1,,,,,
player,201010240mia,mia,WakeCa00,def_int,0,,,,,
player,201010240mia,mia,WakeCa00,def_int_yds,0,,,,,
player,201010240mia,mia,WakeCa00,def_int_td,0,,,,,
player,201010240mia,mia,WakeCa00,def_int_long,0,,,,,
player,201010240mia,mia,WakeCa00,pass_defended,0,,,,,
player,201010240mia,mia,WakeCa00,sacks,0.5,,,,,
player,201010240mia,mia,WakeCa00,tackles_combined,4,,,,,
player,201010240mia,mia,WakeCa00,tackles_solo,3,,,,,
player,201010240mia,mia,WakeCa00,tackles_assists,1,,,,,
player,201010240mia,mia,WakeCa00,tackles_loss,1,,,,,
player,201010240mia,mia,WakeCa00,qb_hits,2,,,,,
player,201010240mia,mia,WakeCa00,fumbles_rec,0,,,,,
player,201010240mia,mia,WakeCa00,fumbles_rec_yds,0,,,,,
player,201010240mia,mia,WakeCa00,fumbles_rec_td,0,,,,,
player,201010240mia,mia,WakeCa00,fumbles_forced,0,,,,,
player,201010240mia,mia,MisiKo99,def_int,0,,,,,
player,201010240mia,mia,MisiKo99,def_int_yds,0,,,,,
player,201010240mia,mia,MisiKo99,def_int_td,0,,,,,
player,201010240mia,mia,MisiKo99,def_int_long,0,,,,,
player,201010240mia,mia,MisiKo99,pass_defended,0,,,,,
player,201010240mia,mia,MisiKo99,sacks,0.5,,,,,
player,201010240mia,mia,MisiKo99,tackles_combined,2,,,,,
player,201010240mia,mia,MisiKo99,tackles_solo,1,,,,,
player,201010240mia,mia,MisiKo99,tackles_assists,1,,,,,
player,201010240mia,mia,MisiKo99,tackles_loss,0,,,,,
player,201010240mia,mia,MisiKo99,qb_hits,0,,,,,
player,201010240mia,mia,MisiKo99,fumbles_rec,1,,,,,
player,201010240mia,mia,MisiKo99,fumbles_rec_yds,0,,,,,
player,201010240mia,mia,MisiKo99,fumbles_rec_td,0,,,,,
player,201010240mia,mia,MisiKo99,fumbles_forced,0,,,,,
player,201010240mia,mia,DansKa20,def_int,0,,,,,
player,201010240mia,mia,DansKa20,def_int_yds,0,,,,,
player,201010240mia,mia,DansKa20,def_int_td,0,,,,,
player,201010240mia,mia,DansKa20,def_int_long,0,,,,,
player,201010240mia,mia,DansKa20,pass_defended,0,,,,,
player,201010240mia,mia,DansKa20,sacks,0.0,,,,,
player,201010240mia,mia,DansKa20,tackles_combined,8,,,,,
player,201010240mia,mia,DansKa20,tackles_solo,6,,,,,
player,201010240mia,mia,DansKa20,tackles_assists,2,,,,,
player,201010240mia,mia,DansKa20,tackles_loss,2,,,,,
player,201010240mia,mia,DansKa20,qb_hits,0,,,,,
player,201010240mia,mia,DansKa20,fumbles_rec,0,,,,,
player,201010240mia,mia,DansKa20,fumbles_rec_yds,0,,,,,
player,201010240mia,mia,DansKa20,fumbles_rec_td,0,,,,,
player,201010240mia,mia,DansKa20,fumbles_forced,0,,,,,
player,201010240mia,mia,SmitSe99,def_int,0,,,,,
player,201010240mia,mia,SmitSe99,def_int_yds,0,,,,,
player,201010240mia,mia,SmitSe99,def_int_td,0,,,,,
player,201010240mia,mia,SmitSe99,def_int_long,0,,,,,
player,201010240mia,mia,SmitSe99,pass_defended,0,,,,,
player,201010240mia,mia,SmitSe99,sacks,0.0,,,,,
player,201010240mia,mia,SmitSe99,tackles_combined,5,,,,,
player,201010240mia,mia,SmitSe99,tackles_solo,4,,,,,
player,201010240mia,mia,SmitSe99,tackles_assists,1,,,,,
player,201010240mia,mia,SmitSe99,tackles_loss,0,,,,,
player,201010240mia,mia,SmitSe99,qb_hits,0,,,,,
player,201010240mia,mia,SmitSe99,fumbles_rec,0,,,,,
player,201010240mia,mia,SmitSe99,fumbles_rec_yds,0,,,,,
player,201010240mia,mia,SmitSe99,fumbles_rec_td,0,,,,,
player,201010240mia,mia,SmitSe99,fumbles_forced,0,,,,,
player,201010240mia,mia,AlleJa23,def_int,0,,,,,
player,201010240mia,mia,AlleJa23,def_int_yds,0,,,,,
player,201010240mia,mia,AlleJa23,def_int_td,0,,,,,
player,201010240mia,mia,AlleJa23,def_int_long,0,,,,,
player,201010240mia,mia,AlleJa23,pass_defended,0,,,,,
player,201010240mia,mia,AlleJa23,sacks,0.0,,,,,
player,201010240mia,mia,AlleJa23,tackles_combined,3,,,,,
player,201010240mia,mia,AlleJa23,tackles_solo,3,,,,,
player,201010240mia,mia,AlleJa23,tackles_assists,0,,,,,
player,201010240mia,mia,AlleJa23,tackles_loss,0,,,,,
player,201010240mia,mia,AlleJa23,qb_hits,0,,,,,
player,201010240mia,mia,AlleJa23,fumbles_rec,0,,,,,
player,201010240mia,mia,AlleJa23,fumbles_rec_yds,0,,,,,
player,201010240mia,mia,AlleJa23,fumbles_rec_td,0,,,,,
player,201010240mia,mia,AlleJa23,fumbles_forced,0,,,,,
player,201010240mia,mia,CrowCh20,def_int,0,,,,,
player,201010240mia,mia,CrowCh20,def_int_yds,0,,,,,
player,201010240mia,mia,CrowCh20,def_int_td,0,,,,,
player,201010240mia,mia,CrowCh20,def_int_long,0,,,,,
player,201010240mia,mia,CrowCh20,pass_defended,0,,,,,
player,201010240mia,mia,CrowCh20,sacks,0.0,,,,,
player,201010240mia,mia,CrowCh20,tackles_combined,3,,,,,
player,201010240mia,mia,CrowCh20,tackles_solo,3,,,,,
player,201010240mia,mia,CrowCh20,tackles_assists,0,,,,,
player,201010240mia,mia,CrowCh20,tackles_loss,0,,,,,
player,201010240mia,mia,CrowCh20,qb_hits,0,,,,,
player,201010240mia,mia,CrowCh20,fumbles_rec,0,,,,,
player,201010240mia,mia,CrowCh20,fumbles_rec_yds,0,,,,,
player,201010240mia,mia,CrowCh20,fumbles_rec_td,0,,,,,
player,201010240mia,mia,CrowCh20,fumbles_forced,0,,,,,
player,201010240mia,mia,HillLe00,def_int,0,,,,,
player,201010240mia,mia,HillLe00,def_int_yds,0,,,,,
player,201010240mia,mia,HillLe00,def_int_td,0,,,,,
player,201010240mia,mia,HillLe00,def_int_long,0,,,,,
player,201010240mia,mia,HillLe00,pass_defended,0,,,,,
player,201010240mia,mia,HillLe00,sacks,0.0,,,,,
player,201010240mia,mia,HillLe00,tackles_combined,3,,,,,
player,201010240mia,mia,HillLe00,tackles_solo,3,,,,,
player,201010240mia,mia,HillLe00,tackles_assists,0,,,,,
player,201010240mia,mia,HillLe00,tackles_loss,0,,,,,
player,201010240mia,mia,HillLe00,qb_hits,0,,,,,
player,201010240mia,mia,HillLe00,fumbles_rec,0,,,,,
player,201010240mia,mia,HillLe00,fumbles_rec_yds,0,,,,,
player,201010240mia,mia,HillLe00,fumbles_rec_td,0,,,,,
player,201010240mia,mia,HillLe00,fumbles_forced,1,,,,,
player,201010240mia,mia,LangKe98,def_int,0,,,,,
player,201010240mia,mia,LangKe98,def_int_yds,0,,,,,
player,201010240mia,mia,LangKe98,def_int_td,0,,,,,
player,201010240mia,mia,LangKe98,def_int_long,0,,,,,
player,201010240mia,mia,LangKe98,pass_defended,0,,,,,
player,201010240mia,mia,LangKe98,sacks,0.0,,,,,
player,201010240mia,mia,LangKe98,tackles_combined,3,,,,,
player,201010240mia,mia,LangKe98,tackles_solo,2,,,,,
player,201010240mia,mia,LangKe98,tackles_assists,1,,,,,
player,201010240mia,mia,LangKe98,tackles_loss,1,,,,,
player,201010240mia,mia,LangKe98,qb_hits,1,,,,,
player,201010240mia,mia,LangKe98,fumbles_rec,0,,,,,
player,201010240mia,mia,LangKe98,fumbles_rec_yds,0,,,,,
player,201010240mia,mia,LangKe98,fumbles_rec_td,0,,,,,
player,201010240mia,mia,LangKe98,fumbles_forced,0,,,,,
player,201010240mia,mia,SappBe20,def_int,0,,,,,
player,201010240mia,mia,SappBe20,def_int_yds,0,,,,,
player,201010240mia,mia,SappBe20,def_int_td,0,,,,,
player,201010240mia,mia,SappBe20,def_int_long,0,,,,,
player,201010240mia,mia,SappBe20,pass_defended,0,,,,,
player,201010240mia,mia,SappBe20,sacks,0.0,,,,,
player,201010240mia,mia,SappBe20,tackles_combined,3,,,,,
player,201010240mia,mia,SappBe20,tackles_solo,3,,,,,
player,201010240mia,mia,SappBe20,tackles_assists,0,,,,,
player,201010240mia,mia,SappBe20,tackles_loss,0,,,,,
player,201010240mia,mia,SappBe20,qb_hits,0,,,,,
player,201010240mia,mia,SappBe20,fumbles_rec,0,,,,,
player,201010240mia,mia,SappBe20,fumbles_rec_yds,0,,,,,
player,201010240mia,mia,SappBe20,fumbles_rec_td,0,,,,,
player,201010240mia,mia,SappBe20,fumbles_forced,0,,,,,
player,201010240mia,mia,WallRo01,def_int,0,,,,,
player,201010240mia,mia,WallRo01,def_int_yds,0,,,,,
player,201010240mia,mia,WallRo01,def_int_td,0,,,,,
player,201010240mia,mia,WallRo01,def_int_long,0,,,,,
player,201010240mia,mia,WallRo01,pass_defended,0,,,,,
player,201010240mia,mia,WallRo01,sacks,0.0,,,,,
player,201010240mia,mia,WallRo01,tackles_combined,3,,,,,
player,201010240mia,mia,WallRo01,tackles_solo,3,,,,,
player,201010240mia,mia,WallRo01,tackles_assists,0,,,,,
player,201010240mia,mia,WallRo01,tackles_loss,0,,,,,
player,201010240mia,mia,WallRo01,qb_hits,0,,,,,
player,201010240mia,mia,WallRo01,fumbles_rec,0,,,,,
player,201010240mia,mia,WallRo01,fumbles_rec_yds,0,,,,,
player,201010240mia,mia,WallRo01,fumbles_rec_td,0,,,,,
player,201010240mia,mia,WallRo01,fumbles_forced,0,,,,,
player,201010240mia,mia,AlamIk99,def_int,0,,,,,
player,201010240mia,mia,AlamIk99,def_int_yds,0,,,,,
player,201010240mia,mia,AlamIk99,def_int_td,0,,,,,
player,201010240mia,mia,AlamIk99,def_int_long,0,,,,,
player,201010240mia,mia,AlamIk99,pass_defended,0,,,,,
player,201010240mia,mia,AlamIk99,sacks,0.0,,,,,
player,201010240mia,mia,AlamIk99,tackles_combined,2,,,,,
player,201010240mia,mia,AlamIk99,tackles_solo,1,,,,,
player,201010240mia,mia,AlamIk99,tackles_assists,1,,,,,
player,201010240mia,mia,AlamIk99,tackles_loss,0,,,,,
player,201010240mia,mia,AlamIk99,qb_hits,0,,,,,
player,201010240mia,mia,AlamIk99,fumbles_rec,0,,,,,
player,201010240mia,mia,AlamIk99,fumbles_rec_yds,0,,,,,
player,201010240mia,mia,AlamIk99,fumbles_rec_td,0,,,,,
player,201010240mia,mia,AlamIk99,fumbles_forced,0,,,,,
player,201010240mia,mia,SoliPa99,def_int,0,,,,,
player,201010240mia,mia,SoliPa99,def_int_yds,0,,,,,
player,201010240mia,mia,SoliPa99,def_int_td,0,,,,,
player,201010240mia,mia,SoliPa99,def_int_long,0,,,,,
player,201010240mia,mia,SoliPa99,pass_defended,0,,,,,
player,201010240mia,mia,SoliPa99,sacks,0.0,,,,,
player,201010240mia,mia,SoliPa99,tackles_combined,2,,,,,
player,201010240mia,mia,SoliPa99,tackles_solo,2,,,,,
player,201010240mia,mia,SoliPa99,tackles_assists,0,,,,,
player,201010240mia,mia,SoliPa99,tackles_loss,1,,,,,
player,201010240mia,mia,SoliPa99,qb_hits,0,,,,,
player,201010240mia,mia,SoliPa99,fumbles_rec,0,,,,,
player,201010240mia,mia,SoliPa99,fumbles_rec_yds,0,,,,,
player,201010240mia,mia,SoliPa99,fumbles_rec_td,0,,,,,
player,201010240mia,mia,SoliPa99,fumbles_forced,0,,,,,
